Orthogroup	CPIP.longest_only	DGUA.longest_only
OG0006455	LOC120415460|XP_039432950.1|CPIP	LOC117590194|XP_034138515.1|DGUA
OG0006456	LOC120416851|XP_039434679.1|CPIP	LOC117590097|XP_034138332.1|DGUA
OG0006457	LOC120416347|XP_039434014.1|CPIP	LOC117589936|XP_034138110.1|DGUA
OG0006458	LOC120416386|XP_039434060.1|CPIP	LOC117584244|XP_034128932.1|DGUA
OG0006459	LOC120421094|XP_039440170.1|CPIP, LOC120418750|XP_039437160.1|CPIP	LOC117583463|XP_034127660.1|DGUA
OG0006460	LOC120426732|XP_039447439.1|CPIP	LOC117585587|XP_034131015.1|DGUA
OG0006461	LOC120427080|XP_039447856.1|CPIP	LOC117589928|XP_034138102.1|DGUA
OG0006462	LOC120427070|XP_039447842.1|CPIP	LOC117583430|XP_034127620.1|DGUA
OG0006463	LOC120427078|XP_039447854.1|CPIP	LOC117582760|XP_034126614.1|DGUA
OG0006464	LOC120424046|XP_039444002.1|CPIP	LOC117580193|XP_034122445.1|DGUA
OG0006465	LOC120431604|XP_039452642.1|CPIP	LOC117581132|XP_034123950.1|DGUA
OG0006466	LOC120431606|XP_039452645.1|CPIP	LOC117588737|XP_034136103.1|DGUA
OG0006467	LOC120422556|XP_039441967.1|CPIP	LOC117583043|XP_034127095.1|DGUA
OG0006468	LOC120431785|XP_039452841.1|CPIP	LOC117585157|XP_034130381.1|DGUA
OG0006469	LOC120425163|XP_039445535.1|CPIP	LOC117591407|XP_034140550.1|DGUA
OG0006470	LOC120430220|XP_039451232.1|CPIP	LOC117587409|XP_034133958.1|DGUA
OG0006471	LOC120425741|XP_039446281.1|CPIP	LOC117585150|XP_034130372.1|DGUA
OG0006472	LOC120425739|XP_039446278.1|CPIP	LOC117585146|XP_034130367.1|DGUA
OG0006473	LOC120425753|XP_039446295.1|CPIP	LOC117589357|XP_034137134.1|DGUA
OG0006474	LOC120425755|XP_039446303.1|CPIP	LOC117590067|XP_034138292.1|DGUA
OG0006475	LOC120425749|XP_039446289.1|CPIP	LOC117582748|XP_034126579.1|DGUA
OG0006476	LOC120418329|XP_039436597.1|CPIP	LOC117581216|XP_034124085.1|DGUA
OG0006477	LOC120418331|XP_039436600.1|CPIP	LOC117580814|XP_034123422.1|DGUA
OG0006478	LOC120427252|XP_039448041.1|CPIP	LOC117585796|XP_034131389.1|DGUA
OG0006479	LOC120427682|XP_039448497.1|CPIP	LOC117585788|XP_034131370.1|DGUA
OG0006480	LOC120427681|XP_039448496.1|CPIP	LOC117581314|XP_034124269.1|DGUA
OG0006481	LOC120428286|XP_039449212.1|CPIP	LOC117582181|XP_034125676.1|DGUA
OG0006482	LOC120422551|XP_039441958.1|CPIP	LOC117582700|XP_034126495.1|DGUA
OG0006483	LOC120431707|XP_039452762.1|CPIP	LOC117582893|XP_034126876.1|DGUA
OG0006484	LOC120431916|XP_039452986.1|CPIP	LOC117582889|XP_034126867.1|DGUA
OG0006485	LOC120426247|XP_039446919.1|CPIP	LOC117585318|XP_034130641.1|DGUA
OG0006486	LOC120432493|XP_039453641.1|CPIP	LOC117586060|XP_034131797.1|DGUA
OG0006487	LOC120427897|XP_039448766.1|CPIP	LOC117589746|XP_034137818.1|DGUA
OG0006488	LOC120416953|XP_039434796.1|CPIP	LOC117589294|XP_034136977.1|DGUA
OG0006489	LOC120414264|XP_039431311.1|CPIP	LOC117589935|XP_034138109.1|DGUA
OG0006490	LOC120418383|XP_039436691.1|CPIP	LOC117585096|XP_034130257.1|DGUA
OG0006491	LOC120418362|XP_039436656.1|CPIP	LOC117582038|XP_034125471.1|DGUA
OG0006492	LOC120424279|XP_039444283.1|CPIP	LOC117585198|XP_034130467.1|DGUA
OG0006493	LOC120427399|XP_039448189.1|CPIP	LOC117580634|XP_034123113.1|DGUA
OG0006494	LOC120427397|XP_039448184.1|CPIP	LOC117580705|XP_034123248.1|DGUA
OG0006496	LOC120427146|XP_039447937.1|CPIP	LOC117585144|XP_034130365.1|DGUA
OG0006497	LOC120426698|XP_039447410.1|CPIP	LOC117589824|XP_034137947.1|DGUA
OG0006498	LOC120428906|XP_039449977.1|CPIP	LOC117589759|XP_034137837.1|DGUA
OG0006499	LOC120425695|XP_039446211.1|CPIP	LOC117583829|XP_034128308.1|DGUA
OG0006500	LOC120420730|XP_039439760.1|CPIP	LOC117584799|XP_034129809.1|DGUA
OG0006501	LOC120420716|XP_039439746.1|CPIP	LOC117591456|XP_034140617.1|DGUA
OG0006502	LOC120420719|XP_039439751.1|CPIP	LOC117591464|XP_034140639.1|DGUA
OG0006503	LOC120420715|XP_039439745.1|CPIP	LOC117591466|XP_034140642.1|DGUA
OG0006504	LOC120420729|XP_039439758.1|CPIP	LOC117591465|XP_034140640.1|DGUA
OG0006505	LOC120420720|XP_039439752.1|CPIP	LOC117585830|XP_034131457.1|DGUA
OG0006507	LOC120425720|XP_039446259.1|CPIP	LOC117590051|XP_034138262.1|DGUA
OG0006508	LOC120425725|XP_039446263.1|CPIP	LOC117590054|XP_034138265.1|DGUA
OG0006509	LOC120414289|XP_039431354.1|CPIP	LOC117580902|XP_034123553.1|DGUA
OG0006510	LOC120426702|XP_039447416.1|CPIP	LOC117589853|XP_034138005.1|DGUA
OG0006511	LOC120426682|XP_039447391.1|CPIP	LOC117589805|XP_034137908.1|DGUA
OG0006512	LOC120427257|XP_039448051.1|CPIP	LOC117589669|XP_034137701.1|DGUA
OG0006513	LOC120421022|XP_039440079.1|CPIP	LOC117589810|XP_034137919.1|DGUA
OG0006516	LOC120431643|XP_039452684.1|CPIP	LOC117582931|XP_034126922.1|DGUA
OG0006517	LOC120425430|XP_039445893.1|CPIP	LOC117583826|XP_034128305.1|DGUA
OG0006518	LOC120425424|XP_039445883.1|CPIP	LOC117583605|XP_034127901.1|DGUA
OG0006519	LOC120425416|XP_039445880.1|CPIP	LOC117583828|XP_034128307.1|DGUA
OG0006520	LOC120430498|XP_039451528.1|CPIP	LOC117583625|XP_034127965.1|DGUA
OG0006521	LOC120427164|XP_039447957.1|CPIP	LOC117589751|XP_034137823.1|DGUA
OG0006522	LOC120421188|XP_039440323.1|CPIP	LOC117583620|XP_034127956.1|DGUA
OG0006523	LOC120421193|XP_039440331.1|CPIP	LOC117583819|XP_034128296.1|DGUA
OG0006524	LOC120421187|XP_039440322.1|CPIP	LOC117583906|XP_034128474.1|DGUA
OG0006525	LOC120421197|XP_039440334.1|CPIP	LOC117591349|XP_034140466.1|DGUA, LOC117591346|XP_034140462.1|DGUA, LOC117591582|XP_034140792.1|DGUA
OG0006526	LOC120430080|XP_039451104.1|CPIP	LOC117583132|XP_034127213.1|DGUA
OG0006527	LOC120430084|XP_039451107.1|CPIP	LOC117583093|XP_034127163.1|DGUA
OG0006528	LOC120430081|XP_039451105.1|CPIP	LOC117583004|XP_034127046.1|DGUA
OG0006529	LOC120430908|XP_039451964.1|CPIP	LOC117583079|XP_034127146.1|DGUA
OG0006530	LOC120430909|XP_039451965.1|CPIP	LOC117583130|XP_034127212.1|DGUA
OG0006531	LOC120429546|XP_039450537.1|CPIP	LOC117583135|XP_034127217.1|DGUA
OG0006532	LOC120429014|XP_039450085.1|CPIP, LOC120429011|XP_039450083.1|CPIP	LOC117583476|XP_034127676.1|DGUA
OG0006534	LOC120430272|XP_039451292.1|CPIP	LOC117583218|XP_034127328.1|DGUA
OG0006535	LOC120432518|XP_039453670.1|CPIP	LOC117585597|XP_034131032.1|DGUA
OG0006536	LOC120422554|XP_039441963.1|CPIP	LOC117583740|XP_034128147.1|DGUA
OG0006538	LOC120414274|XP_039431330.1|CPIP	LOC117582815|XP_034126741.1|DGUA
OG0006539	LOC120426158|XP_039446808.1|CPIP	LOC117583844|XP_034128352.1|DGUA
OG0006540	LOC120430171|XP_039451185.1|CPIP	LOC117585396|XP_034130751.1|DGUA
OG0006541	LOC120424234|XP_039444231.1|CPIP	LOC117583090|XP_034127159.1|DGUA
OG0006542	LOC120424235|XP_039444232.1|CPIP	LOC117583092|XP_034127161.1|DGUA
OG0006543	LOC120428724|XP_039449731.1|CPIP	LOC117583699|XP_034128071.1|DGUA
OG0006544	LOC120421005|XP_039440053.1|CPIP	LOC117585098|XP_034130263.1|DGUA
OG0006545	LOC120421011|XP_039440063.1|CPIP	LOC117580764|XP_034123349.1|DGUA
OG0006546	LOC120421004|XP_039440052.1|CPIP	LOC117585849|XP_034131484.1|DGUA
OG0006547	LOC120423818|XP_039443674.1|CPIP	LOC117583438|XP_034127627.1|DGUA
OG0006549	LOC120431860|XP_039452930.1|CPIP	LOC117586726|XP_034132913.1|DGUA
OG0006550	LOC120430430|XP_039451467.1|CPIP	LOC117583707|XP_034128085.1|DGUA
OG0006551	LOC120417093|XP_039435006.1|CPIP	LOC117581261|XP_034124160.1|DGUA
OG0006552	LOC120417096|XP_039435008.1|CPIP	LOC117581002|XP_034123699.1|DGUA
OG0006553	LOC120425055|XP_039445361.1|CPIP	LOC117583038|XP_034127090.1|DGUA
OG0006554	LOC120425081|XP_039445410.1|CPIP	LOC117589636|XP_034137622.1|DGUA
OG0006555	LOC120425041|XP_039445345.1|CPIP	LOC117590030|XP_034138217.1|DGUA
OG0006556	LOC120425067|XP_039445374.1|CPIP, LOC120425066|XP_039445373.1|CPIP	LOC117583351|XP_034127512.1|DGUA
OG0006557	LOC120415977|XP_039433561.1|CPIP	LOC117581790|XP_034125111.1|DGUA
OG0006558	LOC120420750|XP_039439784.1|CPIP	LOC117583054|XP_034127106.1|DGUA
OG0006559	LOC120420756|XP_039439793.1|CPIP	LOC117589508|XP_034137380.1|DGUA
OG0006560	LOC120420757|XP_039439794.1|CPIP	LOC117583010|XP_034127051.1|DGUA
OG0006561	LOC120420755|XP_039439792.1|CPIP	LOC117583151|XP_034127233.1|DGUA
OG0006562	LOC120423337|XP_039443042.1|CPIP	LOC117583231|XP_034127341.1|DGUA
OG0006563	LOC120423354|XP_039443063.1|CPIP	LOC117583025|XP_034127068.1|DGUA
OG0006564	LOC120423342|XP_039443046.1|CPIP	LOC117583024|XP_034127066.1|DGUA
OG0006565	LOC120423326|XP_039443021.1|CPIP	LOC117583156|XP_034127241.1|DGUA
OG0006566	LOC120425364|XP_039445802.1|CPIP	LOC117583832|XP_034128316.1|DGUA
OG0006574	LOC120427401|XP_039448191.1|CPIP	LOC117589849|XP_034137996.1|DGUA
OG0006575	LOC120425432|XP_039445895.1|CPIP	LOC117585570|XP_034130994.1|DGUA
OG0006576	LOC120422561|XP_039441977.1|CPIP	LOC117583645|XP_034127989.1|DGUA
OG0006577	LOC120422560|XP_039441976.1|CPIP	LOC117585317|XP_034130640.1|DGUA
OG0006578	LOC120422578|XP_039442000.1|CPIP	LOC117583642|XP_034127981.1|DGUA
OG0006579	LOC120422558|XP_039441975.1|CPIP	LOC117588089|XP_034135050.1|DGUA
OG0006580	LOC120425376|XP_039445822.1|CPIP	LOC117589845|XP_034137992.1|DGUA
OG0006581	LOC120425366|XP_039445808.1|CPIP	LOC117586542|XP_034132592.1|DGUA
OG0006582	LOC120425374|XP_039445816.1|CPIP	LOC117586621|XP_034132718.1|DGUA
OG0006583	LOC120425378|XP_039445825.1|CPIP	LOC117583508|XP_034127741.1|DGUA
OG0006584	LOC120425390|XP_039445841.1|CPIP	LOC117581863|XP_034125216.1|DGUA
OG0006585	LOC120430432|XP_039451472.1|CPIP	LOC117584567|XP_034129425.1|DGUA
OG0006586	LOC120417079|XP_039434983.1|CPIP	LOC117583635|XP_034127975.1|DGUA
OG0006587	LOC120417076|XP_039434978.1|CPIP	LOC117583624|XP_034127963.1|DGUA
OG0006588	LOC120417077|XP_039434979.1|CPIP	LOC117585236|XP_034130527.1|DGUA
OG0006590	LOC120427725|XP_039448562.1|CPIP	LOC117586293|XP_034132139.1|DGUA
OG0006591	LOC120428066|XP_039448959.1|CPIP	LOC117587301|XP_034133785.1|DGUA
OG0006592	LOC120428078|XP_039448989.1|CPIP	LOC117583185|XP_034127277.1|DGUA
OG0006593	LOC120428077|XP_039448987.1|CPIP	LOC117583184|XP_034127275.1|DGUA
OG0006594	LOC120428072|XP_039448980.1|CPIP	LOC117579382|XP_034121145.1|DGUA
OG0006595	LOC120428684|XP_039449676.1|CPIP	LOC117578796|XP_034120413.1|DGUA
OG0006596	LOC120428682|XP_039449671.1|CPIP	LOC117592551|XP_034142320.1|DGUA
OG0006597	LOC120428696|XP_039449700.1|CPIP	LOC117589114|XP_034136682.1|DGUA
OG0006598	LOC120428691|XP_039449693.1|CPIP	LOC117584654|XP_034129573.1|DGUA
OG0006599	LOC120427604|XP_039448415.1|CPIP	LOC117586840|XP_034133022.1|DGUA
OG0006600	LOC120427602|XP_039448408.1|CPIP	LOC117579853|XP_034121850.1|DGUA
OG0006601	LOC120427611|XP_039448426.1|CPIP	LOC117579171|XP_034120825.1|DGUA
OG0006602	LOC120427612|XP_039448427.1|CPIP	LOC117579172|XP_034120826.1|DGUA
OG0006603	LOC120427620|XP_039448434.1|CPIP	LOC117579169|XP_034120823.1|DGUA
OG0006604	LOC120427616|XP_039448430.1|CPIP	LOC117587458|XP_034134070.1|DGUA
OG0006605	LOC120427622|XP_039448437.1|CPIP	LOC117581005|XP_034123703.1|DGUA
OG0006606	LOC120427605|XP_039448416.1|CPIP	LOC117589454|XP_034137295.1|DGUA
OG0006607	LOC120427606|XP_039448417.1|CPIP	LOC117586824|XP_034132994.1|DGUA
OG0006608	LOC120428398|XP_039449345.1|CPIP	LOC117586550|XP_034132603.1|DGUA
OG0006609	LOC120423012|XP_039442578.1|CPIP	LOC117589664|XP_034137692.1|DGUA
OG0006610	LOC120423007|XP_039442564.1|CPIP	LOC117588900|XP_034136340.1|DGUA
OG0006611	LOC120423016|XP_039442588.1|CPIP	LOC117587052|XP_034133378.1|DGUA
OG0006612	LOC120423024|XP_039442601.1|CPIP	LOC117586869|XP_034133057.1|DGUA
OG0006613	LOC120423022|XP_039442596.1|CPIP	LOC117587060|XP_034133392.1|DGUA
OG0006614	LOC120423010|XP_039442575.1|CPIP	LOC117587045|XP_034133367.1|DGUA
OG0006615	LOC120423001|XP_039442557.1|CPIP	LOC117587042|XP_034133364.1|DGUA
OG0006616	LOC120423004|XP_039442560.1|CPIP	LOC117579135|XP_034120767.1|DGUA
OG0006617	LOC120422999|XP_039442551.1|CPIP	LOC117587001|XP_034133297.1|DGUA
OG0006618	LOC120417825|XP_039435973.1|CPIP	LOC117589384|XP_034137189.1|DGUA
OG0006619	LOC120430251|XP_039451270.1|CPIP	LOC117589165|XP_034136763.1|DGUA
OG0006620	LOC120430252|XP_039451271.1|CPIP	LOC117589155|XP_034136748.1|DGUA
OG0006621	LOC120430256|XP_039451275.1|CPIP	LOC117579649|XP_034121519.1|DGUA
OG0006622	LOC120421741|XP_039440941.1|CPIP	LOC117589292|XP_034136974.1|DGUA
OG0006623	LOC120421747|XP_039440954.1|CPIP	LOC117589300|XP_034136984.1|DGUA
OG0006624	LOC120422869|XP_039442352.1|CPIP	LOC117592606|XP_034142380.1|DGUA
OG0006625	LOC120422862|XP_039442345.1|CPIP	LOC117592614|XP_034142390.1|DGUA
OG0006626	LOC120422860|XP_039442343.1|CPIP	LOC117578427|XP_034119779.1|DGUA
OG0006627	LOC120422849|XP_039442329.1|CPIP	LOC117578843|XP_034120517.1|DGUA
OG0006628	LOC120422826|XP_039442294.1|CPIP	LOC117578839|XP_034120505.1|DGUA
OG0006629	LOC120417405|XP_039435380.1|CPIP	LOC117592365|XP_034141994.1|DGUA
OG0006630	LOC120424202|XP_039444195.1|CPIP	LOC117578890|XP_034120579.1|DGUA
OG0006631	LOC120424170|XP_039444158.1|CPIP	LOC117589274|XP_034136956.1|DGUA
OG0006632	LOC120424188|XP_039444179.1|CPIP	LOC117588587|XP_034135885.1|DGUA
OG0006633	LOC120424193|XP_039444186.1|CPIP	LOC117579803|XP_034121770.1|DGUA
OG0006634	LOC120424199|XP_039444191.1|CPIP	LOC117582451|XP_034126067.1|DGUA
OG0006635	LOC120424201|XP_039444194.1|CPIP	LOC117584052|XP_034128683.1|DGUA
OG0006636	LOC120417824|XP_039435972.1|CPIP	LOC117581026|XP_034123746.1|DGUA
OG0006637	LOC120417797|XP_039435929.1|CPIP	LOC117587334|XP_034133861.1|DGUA
OG0006638	LOC120424425|XP_039444475.1|CPIP	LOC117592259|XP_034141795.1|DGUA
OG0006639	LOC120424424|XP_039444474.1|CPIP	LOC117592212|XP_034141728.1|DGUA
OG0006640	LOC120427196|XP_039447992.1|CPIP	LOC117585366|XP_034130707.1|DGUA
OG0006641	LOC120426918|XP_039447660.1|CPIP	LOC117592403|XP_034142013.1|DGUA
OG0006642	LOC120427452|XP_039448256.1|CPIP	LOC117586181|XP_034132031.1|DGUA
OG0006643	LOC120427168|XP_039447965.1|CPIP	LOC117578564|XP_034120028.1|DGUA
OG0006644	LOC120419752|XP_039438504.1|CPIP	LOC117579125|XP_034120751.1|DGUA
OG0006645	LOC120419734|XP_039438462.1|CPIP	LOC117588207|XP_034135233.1|DGUA
OG0006646	LOC120419754|XP_039438510.1|CPIP	LOC117578826|XP_034120476.1|DGUA
OG0006647	LOC120429770|XP_039450761.1|CPIP	LOC117580521|XP_034123008.1|DGUA
OG0006648	LOC120419768|XP_039438530.1|CPIP	LOC117587122|XP_034133513.1|DGUA
OG0006649	LOC120419496|XP_039438121.1|CPIP	LOC117591988|XP_034141322.1|DGUA
OG0006650	LOC120423495|XP_039443264.1|CPIP	LOC117578439|XP_034119845.1|DGUA
OG0006651	LOC120417406|XP_039435381.1|CPIP	LOC117580039|XP_034122161.1|DGUA
OG0006652	LOC120423186|XP_039442822.1|CPIP	LOC117586838|XP_034133021.1|DGUA
OG0006653	LOC120416544|XP_039434201.1|CPIP	LOC117587507|XP_034134170.1|DGUA
OG0006654	LOC120416550|XP_039434214.1|CPIP	LOC117588896|XP_034136335.1|DGUA
OG0006655	LOC120421330|XP_039440432.1|CPIP	LOC117579704|XP_034121585.1|DGUA
OG0006656	LOC120429275|XP_039450431.1|CPIP	LOC117579056|XP_034120649.1|DGUA
OG0006657	LOC120422637|XP_039442069.1|CPIP	LOC117591482|XP_034140662.1|DGUA
OG0006658	LOC120418865|XP_039437333.1|CPIP	LOC117587401|XP_034133948.1|DGUA
OG0006659	LOC120418868|XP_039437337.1|CPIP	LOC117587402|XP_034133950.1|DGUA
OG0006660	LOC120418901|XP_039437365.1|CPIP	LOC117587414|XP_034133963.1|DGUA
OG0006661	LOC120427559|XP_039448367.1|CPIP	LOC117587348|XP_034133876.1|DGUA
OG0006662	LOC120425589|XP_039446102.1|CPIP	LOC117582084|XP_034125535.1|DGUA
OG0006663	LOC120412867|XP_039429428.1|CPIP	LOC117589133|XP_034136710.1|DGUA
OG0006664	LOC120423653|XP_039443469.1|CPIP	LOC117589676|XP_034137720.1|DGUA
OG0006665	LOC120426040|XP_039446654.1|CPIP	LOC117586828|XP_034133001.1|DGUA
OG0006666	LOC120425583|XP_039446090.1|CPIP	LOC117592275|XP_034141830.1|DGUA
OG0006667	LOC120424186|XP_039444177.1|CPIP	LOC117580215|XP_034122500.1|DGUA
OG0006668	LOC120425489|XP_039445972.1|CPIP	LOC117578570|XP_034120042.1|DGUA
OG0006669	LOC120426258|XP_039446932.1|CPIP	LOC117579901|XP_034121927.1|DGUA
OG0006670	LOC120426394|XP_039447087.1|CPIP	LOC117579778|XP_034121728.1|DGUA
OG0006671	LOC120425899|XP_039446453.1|CPIP	LOC117580584|XP_034123081.1|DGUA
OG0006672	LOC120425745|XP_039446308.1|CPIP	LOC117587070|XP_034133406.1|DGUA
OG0006673	LOC120426351|XP_039447049.1|CPIP	LOC117588853|XP_034136244.1|DGUA
OG0006674	LOC120427485|XP_039448282.1|CPIP	LOC117587197|XP_034133631.1|DGUA
OG0006675	LOC120427045|XP_039447814.1|CPIP	LOC117580274|XP_034122618.1|DGUA
OG0006676	LOC120428977|XP_039450044.1|CPIP	LOC117580163|XP_034122374.1|DGUA
OG0006677	LOC120424373|XP_039444401.1|CPIP	LOC117586808|XP_034132971.1|DGUA
OG0006678	LOC120424384|XP_039444418.1|CPIP	LOC117580124|XP_034122308.1|DGUA
OG0006679	LOC120424375|XP_039444406.1|CPIP	LOC117589122|XP_034136694.1|DGUA
OG0006680	LOC120432611|XP_039453792.1|CPIP	LOC117583437|XP_034127626.1|DGUA
OG0006681	LOC120432596|XP_039453769.1|CPIP	LOC117580582|XP_034123078.1|DGUA
OG0006682	LOC120432600|XP_039453775.1|CPIP	LOC117579211|XP_034120871.1|DGUA
OG0006683	LOC120432602|XP_039453783.1|CPIP	LOC117579352|XP_034121070.1|DGUA
OG0006684	LOC120432599|XP_039453772.1|CPIP	LOC117586806|XP_034132967.1|DGUA
OG0006685	LOC120432604|XP_039453784.1|CPIP	LOC117578634|XP_034120131.1|DGUA
OG0006686	LOC120432616|XP_039453797.1|CPIP	LOC117589229|XP_034136873.1|DGUA
OG0006687	LOC120427283|XP_039448069.1|CPIP, LOC120427151|XP_039447944.1|CPIP	LOC117580625|XP_034123098.1|DGUA
OG0006688	LOC120426872|XP_039447612.1|CPIP	LOC117587433|XP_034134000.1|DGUA
OG0006689	LOC120422837|XP_039442312.1|CPIP	LOC117579233|XP_034120905.1|DGUA
OG0006690	LOC120425356|XP_039445797.1|CPIP	LOC117584928|XP_034129974.1|DGUA
OG0006691	LOC120428819|XP_039449859.1|CPIP	LOC117580329|XP_034122718.1|DGUA
OG0006692	LOC120428815|XP_039449851.1|CPIP	LOC117579798|XP_034121757.1|DGUA
OG0006693	LOC120425979|XP_039446567.1|CPIP	LOC117589382|XP_034137187.1|DGUA
OG0006694	LOC120422319|XP_039441640.1|CPIP	LOC117580816|XP_034123425.1|DGUA
OG0006696	LOC120420562|XP_039439565.1|CPIP	LOC117588024|XP_034134956.1|DGUA
OG0006697	LOC120420570|XP_039439582.1|CPIP	LOC117580338|XP_034122733.1|DGUA
OG0006698	LOC120430176|XP_039451194.1|CPIP	LOC117589078|XP_034136605.1|DGUA
OG0006699	LOC120415757|XP_039433299.1|CPIP	LOC117580527|XP_034123011.1|DGUA
OG0006700	LOC120415746|XP_039433286.1|CPIP	LOC117587082|XP_034133441.1|DGUA
OG0006701	LOC120415750|XP_039433292.1|CPIP	LOC117585529|XP_034130941.1|DGUA
OG0006702	LOC120424875|XP_039445067.1|CPIP	LOC117589002|XP_034136507.1|DGUA
OG0006703	LOC120424885|XP_039445105.1|CPIP	LOC117589056|XP_034136576.1|DGUA
OG0006704	LOC120424876|XP_039445069.1|CPIP	LOC117589066|XP_034136587.1|DGUA
OG0006705	LOC120418872|XP_039437341.1|CPIP	LOC117578530|XP_034119987.1|DGUA
OG0006706	LOC120418870|XP_039437339.1|CPIP	LOC117586642|XP_034132767.1|DGUA
OG0006707	LOC120418874|XP_039437342.1|CPIP	LOC117592055|XP_034141444.1|DGUA
OG0006708	LOC120418875|XP_039437343.1|CPIP	LOC117590912|XP_034139835.1|DGUA
OG0006709	LOC120426790|XP_039447501.1|CPIP	LOC117581137|XP_034123957.1|DGUA
OG0006711	LOC120430314|XP_039451346.1|CPIP	LOC117587127|XP_034133517.1|DGUA
OG0006712	LOC120430453|XP_039451495.1|CPIP	LOC117589110|XP_034136664.1|DGUA
OG0006713	LOC120430400|XP_039451440.1|CPIP	LOC117587008|XP_034133309.1|DGUA
OG0006714	LOC120430392|XP_039451433.1|CPIP	LOC117587007|XP_034133308.1|DGUA
OG0006715	LOC120422828|XP_039442299.1|CPIP	LOC117589455|XP_034137298.1|DGUA
OG0006716	LOC120422840|XP_039442315.1|CPIP	LOC117581699|XP_034124968.1|DGUA
OG0006717	LOC120422858|XP_039442341.1|CPIP	LOC117589372|XP_034137174.1|DGUA
OG0006718	LOC120426248|XP_039446923.1|CPIP	LOC117589385|XP_034137191.1|DGUA
OG0006719	LOC120430320|XP_039451354.1|CPIP	LOC117586981|XP_034133269.1|DGUA
OG0006720	LOC120430749|XP_039451789.1|CPIP	LOC117580373|XP_034122796.1|DGUA
OG0006721	LOC120421340|XP_039440456.1|CPIP	LOC117589369|XP_034137170.1|DGUA
OG0006722	LOC120428346|XP_039449281.1|CPIP	LOC117588921|XP_034136385.1|DGUA
OG0006723	LOC120428335|XP_039449268.1|CPIP	LOC117584300|XP_034129017.1|DGUA
OG0006724	LOC120420661|XP_039439689.1|CPIP	LOC117583813|XP_034128287.1|DGUA
OG0006725	LOC120420688|XP_039439718.1|CPIP	LOC117582880|XP_034126845.1|DGUA
OG0006726	LOC120420687|XP_039439717.1|CPIP	LOC117583799|XP_034128272.1|DGUA
OG0006727	LOC120420649|XP_039439665.1|CPIP	LOC117582878|XP_034126842.1|DGUA
OG0006728	LOC120427039|XP_039447802.1|CPIP	LOC117586452|XP_034132386.1|DGUA
OG0006729	LOC120421534|XP_039440687.1|CPIP	LOC117592354|XP_034141941.1|DGUA
OG0006730	LOC120421549|XP_039440710.1|CPIP	LOC117592351|XP_034141936.1|DGUA
OG0006731	LOC120421530|XP_039440684.1|CPIP	LOC117584294|XP_034129008.1|DGUA
OG0006732	LOC120420103|XP_039438984.1|CPIP	LOC117589311|XP_034137000.1|DGUA
OG0006733	LOC120413258|XP_039429921.1|CPIP	LOC117589011|XP_034136522.1|DGUA
OG0006734	LOC120413245|XP_039429908.1|CPIP	LOC117589059|XP_034136580.1|DGUA
OG0006735	LOC120413242|XP_039429904.1|CPIP	LOC117589424|XP_034137250.1|DGUA
OG0006736	LOC120413249|XP_039429912.1|CPIP	LOC117588855|XP_034136246.1|DGUA
OG0006737	LOC120413181|XP_039429828.1|CPIP	LOC117586963|XP_034133227.1|DGUA
OG0006738	LOC120413247|XP_039429910.1|CPIP	LOC117578704|XP_034120242.1|DGUA
OG0006739	LOC120413183|XP_039429831.1|CPIP	LOC117586898|XP_034133133.1|DGUA
OG0006740	LOC120413195|XP_039429844.1|CPIP	LOC117589168|XP_034136768.1|DGUA
OG0006741	LOC120413157|XP_039429800.1|CPIP	LOC117589167|XP_034136765.1|DGUA
OG0006742	LOC120428745|XP_039449757.1|CPIP	LOC117585532|XP_034130940.1|DGUA
OG0006743	LOC120413155|XP_039429794.1|CPIP	LOC117584147|XP_034128798.1|DGUA
OG0006744	LOC120413215|XP_039429867.1|CPIP	LOC117589353|XP_034137129.1|DGUA
OG0006745	LOC120418491|XP_039436863.1|CPIP	LOC117586171|XP_034131972.1|DGUA
OG0006746	LOC120413163|XP_039429805.1|CPIP	LOC117589326|XP_034137063.1|DGUA
OG0006747	LOC120413160|XP_039429803.1|CPIP	LOC117589195|XP_034136812.1|DGUA
OG0006748	LOC120412894|XP_039429458.1|CPIP	LOC117590804|XP_034139661.1|DGUA
OG0006749	LOC120420093|XP_039438960.1|CPIP	LOC117587099|XP_034133470.1|DGUA
OG0006750	LOC120420112|XP_039438994.1|CPIP	LOC117581326|XP_034124326.1|DGUA
OG0006752	LOC120416506|XP_039434157.1|CPIP	LOC117587377|XP_034133918.1|DGUA
OG0006753	LOC120416485|XP_039434138.1|CPIP	LOC117587260|XP_034133725.1|DGUA
OG0006754	LOC120428831|XP_039449879.1|CPIP	LOC117588995|XP_034136492.1|DGUA
OG0006755	LOC120430777|XP_039451825.1|CPIP	LOC117588899|XP_034136339.1|DGUA
OG0006756	LOC120416500|XP_039434150.1|CPIP	LOC117587413|XP_034133962.1|DGUA
OG0006757	LOC120413497|XP_039430288.1|CPIP	LOC117587434|XP_034134002.1|DGUA
OG0006758	LOC120413436|XP_039430183.1|CPIP	LOC117589128|XP_034136704.1|DGUA
OG0006759	LOC120413434|XP_039430179.1|CPIP	LOC117589112|XP_034136679.1|DGUA
OG0006760	LOC120413447|XP_039430214.1|CPIP	LOC117579240|XP_034120913.1|DGUA
