Orthogroup	CPIP.longest_only	DEUG.longest_only
OG0006193	LOC120421070|XP_039440149.1|CPIP	LOC108102930|XP_017063679.1|DEUG
OG0006196	LOC120415053|XP_039432360.1|CPIP	LOC108110465|XP_017075025.1|DEUG
OG0006197	LOC120415067|XP_039432388.1|CPIP	LOC108102334|XP_017062636.1|DEUG
OG0006198	LOC120415071|XP_039432399.1|CPIP	LOC108116561|XP_017083993.1|DEUG
OG0006199	LOC120415050|XP_039432358.1|CPIP	LOC108113743|XP_017079921.1|DEUG
OG0006200	LOC120424019|XP_039443967.1|CPIP	LOC108111607|XP_017076625.1|DEUG
OG0006202	LOC120429963|XP_039450989.1|CPIP	LOC108109924|XP_017074214.1|DEUG
OG0006203	LOC120429961|XP_039450985.1|CPIP	LOC108105345|XP_017067337.1|DEUG
OG0006204	LOC120428471|XP_039449421.1|CPIP	LOC108105240|XP_017067202.1|DEUG
OG0006205	LOC120430286|XP_039451313.1|CPIP	LOC108103101|XP_017063955.1|DEUG
OG0006206	LOC120413710|XP_039430566.1|CPIP	LOC108115226|XP_017082071.1|DEUG
OG0006207	LOC120413715|XP_039430572.1|CPIP	LOC108115495|XP_017082470.1|DEUG
OG0006208	LOC120413714|XP_039430569.1|CPIP	LOC108104644|XP_017066311.1|DEUG
OG0006209	LOC120413733|XP_039430593.1|CPIP	LOC108103975|XP_017065242.1|DEUG
OG0006210	LOC120431692|XP_039452772.1|CPIP	LOC108116374|XP_017083707.1|DEUG
OG0006211	LOC120430283|XP_039451309.1|CPIP	LOC108106119|XP_017068488.1|DEUG
OG0006212	LOC120430282|XP_039451308.1|CPIP	LOC108106117|XP_017068486.1|DEUG
OG0006213	LOC120419293|XP_039437893.1|CPIP	LOC108117656|XP_017085679.1|DEUG
OG0006214	LOC120419283|XP_039437883.1|CPIP	LOC108102987|XP_017063788.1|DEUG
OG0006215	LOC120419270|XP_039437865.1|CPIP	LOC108117414|XP_017085311.1|DEUG
OG0006216	LOC120418131|XP_039436343.1|CPIP	LOC108115874|XP_017082994.1|DEUG
OG0006217	LOC120418118|XP_039436327.1|CPIP	LOC108105384|XP_017067417.1|DEUG
OG0006218	LOC120418128|XP_039436340.1|CPIP	LOC108105853|XP_017068113.1|DEUG
OG0006219	LOC120432272|XP_039453386.1|CPIP	LOC108102443|XP_017062926.1|DEUG
OG0006220	LOC120432270|XP_039453385.1|CPIP	LOC108108596|XP_017072183.1|DEUG
OG0006221	LOC120432330|XP_039453452.1|CPIP	LOC108109082|XP_017072938.1|DEUG
OG0006222	LOC120432332|XP_039453456.1|CPIP	LOC108109057|XP_017072868.1|DEUG
OG0006223	LOC120432298|XP_039453418.1|CPIP	LOC108109635|XP_017073700.1|DEUG
OG0006224	LOC120432227|XP_039453335.1|CPIP	LOC108103102|XP_017063956.1|DEUG
OG0006225	LOC120432241|XP_039453349.1|CPIP	LOC108103251|XP_017064144.1|DEUG
OG0006226	LOC120424295|XP_039444312.1|CPIP	LOC108112237|XP_017077547.1|DEUG
OG0006227	LOC120419274|XP_039437873.1|CPIP	LOC108111862|XP_017076974.1|DEUG
OG0006228	LOC120416301|XP_039433990.1|CPIP	LOC108109033|XP_017072817.1|DEUG
OG0006229	LOC120413704|XP_039430557.1|CPIP	LOC108102349|XP_017062687.1|DEUG
OG0006230	LOC120424021|XP_039443970.1|CPIP	LOC108103474|XP_017064463.1|DEUG
OG0006231	LOC120424025|XP_039443975.1|CPIP	LOC108102899|XP_017063601.1|DEUG
OG0006232	LOC120421071|XP_039440150.1|CPIP	LOC108103954|XP_017065206.1|DEUG
OG0006233	LOC120421066|XP_039440145.1|CPIP	LOC108103962|XP_017065221.1|DEUG
OG0006234	LOC120432472|XP_039453633.1|CPIP	LOC108103482|XP_017064476.1|DEUG
OG0006235	LOC120432321|XP_039453443.1|CPIP	LOC108103568|XP_017064582.1|DEUG
OG0006236	LOC120432248|XP_039453357.1|CPIP	LOC108110082|XP_017074459.1|DEUG
OG0006237	LOC120432257|XP_039453372.1|CPIP	LOC108103112|XP_017063969.1|DEUG
OG0006238	LOC120430647|XP_039451690.1|CPIP	LOC108102944|XP_017063704.1|DEUG
OG0006239	LOC120431218|XP_039452299.1|CPIP	LOC108102406|XP_017062850.1|DEUG
OG0006240	LOC120424110|XP_039444070.1|CPIP	LOC108111433|XP_017076389.1|DEUG
OG0006241	LOC120432260|XP_039453375.1|CPIP	LOC108103478|XP_017064469.1|DEUG
OG0006242	LOC120432220|XP_039453323.1|CPIP	LOC108109989|XP_017074312.1|DEUG
OG0006243	LOC120432219|XP_039453320.1|CPIP	LOC108110589|XP_017075178.1|DEUG
OG0006244	LOC120432294|XP_039453414.1|CPIP	LOC108110621|XP_017075211.1|DEUG
OG0006245	LOC120424014|XP_039443962.1|CPIP	LOC108115666|XP_017082718.1|DEUG
OG0006246	LOC120413336|XP_039430046.1|CPIP	LOC108118154|XP_017086201.1|DEUG
OG0006247	LOC120413345|XP_039430057.1|CPIP	LOC108112808|XP_017078590.1|DEUG
OG0006248	LOC120422085|XP_039441364.1|CPIP	LOC108105372|XP_017067437.1|DEUG, LOC108117322|XP_017085182.1|DEUG
OG0006249	LOC120416394|XP_039434064.1|CPIP	LOC108102647|XP_017063261.1|DEUG
OG0006250	LOC120419690|XP_039438411.1|CPIP	LOC108110069|XP_017074439.1|DEUG
OG0006251	LOC120432362|XP_039453492.1|CPIP	LOC108115816|XP_017082896.1|DEUG
OG0006252	LOC120414180|XP_039431190.1|CPIP	LOC108115815|XP_017082895.1|DEUG
OG0006253	LOC120414193|XP_039431207.1|CPIP	LOC108118152|XP_017086198.1|DEUG
OG0006254	LOC120417691|XP_039435761.1|CPIP	LOC108115527|XP_017082518.1|DEUG
OG0006255	LOC120431152|XP_039452226.1|CPIP	LOC108115686|XP_017082743.1|DEUG
OG0006256	LOC120422446|XP_039441824.1|CPIP	LOC108103481|XP_017064475.1|DEUG
OG0006257	LOC120422466|XP_039441853.1|CPIP	LOC108103144|XP_017064005.1|DEUG
OG0006258	LOC120422465|XP_039441852.1|CPIP	LOC108103974|XP_017065241.1|DEUG
OG0006260	LOC120424286|XP_039444291.1|CPIP	LOC108103169|XP_017064044.1|DEUG
OG0006261	LOC120424296|XP_039444313.1|CPIP	LOC108104124|XP_017065515.1|DEUG
OG0006262	LOC120424299|XP_039444318.1|CPIP	LOC108109705|XP_017073823.1|DEUG
OG0006263	LOC120424308|XP_039444327.1|CPIP	LOC108103714|XP_017064800.1|DEUG
OG0006264	LOC120424306|XP_039444325.1|CPIP	LOC108104365|XP_017065865.1|DEUG
OG0006265	LOC120424304|XP_039444323.1|CPIP	LOC108113048|XP_017078967.1|DEUG
OG0006266	LOC120424294|XP_039444310.1|CPIP	LOC108104406|XP_017065942.1|DEUG
OG0006267	LOC120424289|XP_039444296.1|CPIP	LOC108118365|XP_017086523.1|DEUG
OG0006268	LOC120415078|XP_039432415.1|CPIP	LOC108113035|XP_017078955.1|DEUG
OG0006269	LOC120425045|XP_039445349.1|CPIP	LOC108112836|XP_017078636.1|DEUG
OG0006271	LOC120422533|XP_039441929.1|CPIP	LOC108113803|XP_017080000.1|DEUG
OG0006272	LOC120424287|XP_039444294.1|CPIP	LOC108103005|XP_017063812.1|DEUG
OG0006273	LOC120420180|XP_039439089.1|CPIP	LOC108112372|XP_017077691.1|DEUG
OG0006274	LOC120420184|XP_039439094.1|CPIP	LOC108118364|XP_017086522.1|DEUG
OG0006275	LOC120427554|XP_039448364.1|CPIP	LOC108103369|XP_017064304.1|DEUG
OG0006276	LOC120425425|XP_039445887.1|CPIP	LOC108104716|XP_017066426.1|DEUG
OG0006277	LOC120422444|XP_039441821.1|CPIP	LOC108115178|XP_017081991.1|DEUG
OG0006278	LOC120420250|XP_039439174.1|CPIP	LOC108105321|XP_017067301.1|DEUG
OG0006279	LOC120429655|XP_039450615.1|CPIP	LOC108102949|XP_017063713.1|DEUG
OG0006280	LOC120416889|XP_039434716.1|CPIP	LOC108102399|XP_017062831.1|DEUG
OG0006281	LOC120416890|XP_039434721.1|CPIP	LOC108102398|XP_017062830.1|DEUG
OG0006282	LOC120422091|XP_039441373.1|CPIP	LOC108105092|XP_017067012.1|DEUG
OG0006283	LOC120422092|XP_039441374.1|CPIP	LOC108116702|XP_017084208.1|DEUG
OG0006284	LOC120422048|XP_039441308.1|CPIP	LOC108114441|XP_017080923.1|DEUG
OG0006285	LOC120432322|XP_039453440.1|CPIP	LOC108114956|XP_017081639.1|DEUG
OG0006286	LOC120432320|XP_039453439.1|CPIP	LOC108116996|XP_017084650.1|DEUG
OG0006287	LOC120429174|XP_039450320.1|CPIP	LOC108103017|XP_017063831.1|DEUG
OG0006288	LOC120429175|XP_039450321.1|CPIP	LOC108113507|XP_017079588.1|DEUG
OG0006289	LOC120413346|XP_039430058.1|CPIP	LOC108116963|XP_017084608.1|DEUG
OG0006290	LOC120418133|XP_039436347.1|CPIP	LOC108117117|XP_017084838.1|DEUG
OG0006291	LOC120427672|XP_039448486.1|CPIP	LOC108108219|XP_017071679.1|DEUG
OG0006292	LOC120412725|XP_039429246.1|CPIP	LOC108103877|XP_017065093.1|DEUG
OG0006293	LOC120412740|XP_039429268.1|CPIP	LOC108102826|XP_017063504.1|DEUG
OG0006294	LOC120432249|XP_039453362.1|CPIP	LOC108102924|XP_017063667.1|DEUG
OG0006295	LOC120432397|XP_039453531.1|CPIP	LOC108103707|XP_017064792.1|DEUG
OG0006296	LOC120432381|XP_039453512.1|CPIP	LOC108103773|XP_017064890.1|DEUG
OG0006297	LOC120427221|XP_039448018.1|CPIP	LOC108105367|XP_017067382.1|DEUG
OG0006298	LOC120413367|XP_039430086.1|CPIP	LOC108102926|XP_017063673.1|DEUG
OG0006299	LOC120413371|XP_039430089.1|CPIP	LOC108118283|XP_017086367.1|DEUG
OG0006300	LOC120430731|XP_039451776.1|CPIP, LOC120413370|XP_039430088.1|CPIP	LOC108103364|XP_017064299.1|DEUG
OG0006301	LOC120413365|XP_039430083.1|CPIP	LOC108105073|XP_017066985.1|DEUG
OG0006302	LOC120430976|XP_039452085.1|CPIP	LOC108111876|XP_017076993.1|DEUG
OG0006303	LOC120424903|XP_039445127.1|CPIP	LOC108106582|XP_017069252.1|DEUG
OG0006304	LOC120414151|XP_039431123.1|CPIP	LOC108116021|XP_017083197.1|DEUG
OG0006305	LOC120427663|XP_039448470.1|CPIP	LOC108116030|XP_017083206.1|DEUG
OG0006306	LOC120427667|XP_039448478.1|CPIP	LOC108113732|XP_017079909.1|DEUG
OG0006307	LOC120427668|XP_039448482.1|CPIP	LOC108109376|XP_017073358.1|DEUG
OG0006308	LOC120432328|XP_039453486.1|CPIP	LOC108103489|XP_017064486.1|DEUG
OG0006309	LOC120415622|XP_039433153.1|CPIP	LOC108103983|XP_017065257.1|DEUG
OG0006310	LOC120415602|XP_039433129.1|CPIP	LOC108115354|XP_017082267.1|DEUG
OG0006311	LOC120415635|XP_039433168.1|CPIP	LOC108103454|XP_017064432.1|DEUG
OG0006312	LOC120421420|XP_039440561.1|CPIP	LOC108103452|XP_017064429.1|DEUG
OG0006313	LOC120421422|XP_039440568.1|CPIP	LOC108117432|XP_017085335.1|DEUG
OG0006314	LOC120424732|XP_039444895.1|CPIP	LOC108115223|XP_017082067.1|DEUG
OG0006315	LOC120417020|XP_039434891.1|CPIP	LOC108104223|XP_017065656.1|DEUG
OG0006316	LOC120422074|XP_039441351.1|CPIP	LOC108112698|XP_017078402.1|DEUG
OG0006317	LOC120420591|XP_039439632.1|CPIP	LOC108104971|XP_017066831.1|DEUG
OG0006318	LOC120425692|XP_039446251.1|CPIP	LOC108103765|XP_017064877.1|DEUG
OG0006319	LOC120424263|XP_039444298.1|CPIP	LOC108104865|XP_017066676.1|DEUG
OG0006320	LOC120415097|XP_039432488.1|CPIP	LOC108103164|XP_017064034.1|DEUG
OG0006321	LOC120430550|XP_039451598.1|CPIP, LOC120428508|XP_039449454.1|CPIP	LOC108103163|XP_017064033.1|DEUG
OG0006322	LOC120413373|XP_039430099.1|CPIP	LOC108103122|XP_017063976.1|DEUG
OG0006323	LOC120413342|XP_039430055.1|CPIP	LOC108115199|XP_017082012.1|DEUG
OG0006324	LOC120424688|XP_039444797.1|CPIP	LOC108103644|XP_017064687.1|DEUG
OG0006325	LOC120425314|XP_039445717.1|CPIP	LOC108110250|XP_017074727.1|DEUG
OG0006326	LOC120417706|XP_039435786.1|CPIP	LOC108118222|XP_017086289.1|DEUG
OG0006327	LOC120417701|XP_039435780.1|CPIP	LOC108115885|XP_017083017.1|DEUG
OG0006328	LOC120414505|XP_039431640.1|CPIP	LOC108115605|XP_017082620.1|DEUG
OG0006329	LOC120416915|XP_039434748.1|CPIP	LOC108103809|XP_017064979.1|DEUG
OG0006330	LOC120431013|XP_039452107.1|CPIP	LOC108113750|XP_017079933.1|DEUG
OG0006331	LOC120430666|XP_039451705.1|CPIP	LOC108105374|XP_017067398.1|DEUG
OG0006332	LOC120431040|XP_039452129.1|CPIP	LOC108103886|XP_017065106.1|DEUG
OG0006333	LOC120430982|XP_039452065.1|CPIP	LOC108118354|XP_017086492.1|DEUG
OG0006334	LOC120430683|XP_039451718.1|CPIP	LOC108103688|XP_017064767.1|DEUG
OG0006335	LOC120419622|XP_039438295.1|CPIP	LOC108115696|XP_017082755.1|DEUG
OG0006336	LOC120412590|XP_039429050.1|CPIP	LOC108110141|XP_017074545.1|DEUG
OG0006337	LOC120431332|XP_039452400.1|CPIP	LOC108111883|XP_017077004.1|DEUG
OG0006338	LOC120429016|XP_039450089.1|CPIP	LOC108115019|XP_017081750.1|DEUG
OG0006339	LOC120414539|XP_039431684.1|CPIP	LOC108115219|XP_017082062.1|DEUG
OG0006340	LOC120414541|XP_039431689.1|CPIP	LOC108105057|XP_017066965.1|DEUG
OG0006341	LOC120414540|XP_039431688.1|CPIP	LOC108103155|XP_017064022.1|DEUG
OG0006342	LOC120414531|XP_039431673.1|CPIP	LOC108103159|XP_017064029.1|DEUG
OG0006343	LOC120414522|XP_039431664.1|CPIP	LOC108103113|XP_017063970.1|DEUG
OG0006344	LOC120414521|XP_039431663.1|CPIP	LOC108103506|XP_017064506.1|DEUG
OG0006345	LOC120431983|XP_039453054.1|CPIP, LOC120414508|XP_039431644.1|CPIP	LOC108115617|XP_017082652.1|DEUG
OG0006346	LOC120414529|XP_039431671.1|CPIP	LOC108116039|XP_017083225.1|DEUG
OG0006347	LOC120417697|XP_039435775.1|CPIP	LOC108116665|XP_017084145.1|DEUG
OG0006348	LOC120414163|XP_039431148.1|CPIP	LOC108103332|XP_017064257.1|DEUG
OG0006349	LOC120416238|XP_039433869.1|CPIP	LOC108104407|XP_017065943.1|DEUG
OG0006350	LOC120416250|XP_039433886.1|CPIP	LOC108111377|XP_017076298.1|DEUG
OG0006351	LOC120416236|XP_039433867.1|CPIP	LOC108105090|XP_017067006.1|DEUG
OG0006352	LOC120416239|XP_039433875.1|CPIP	LOC108106614|XP_017069303.1|DEUG
OG0006353	LOC120416237|XP_039433868.1|CPIP	LOC108111300|XP_017076183.1|DEUG
OG0006354	LOC120430913|XP_039451970.1|CPIP	LOC108115655|XP_017082701.1|DEUG
OG0006355	LOC120419615|XP_039438290.1|CPIP	LOC108103149|XP_017064011.1|DEUG
OG0006356	LOC120417760|XP_039435854.1|CPIP	LOC108104417|XP_017065961.1|DEUG
OG0006357	LOC120417783|XP_039435873.1|CPIP	LOC108105348|XP_017067343.1|DEUG
OG0006358	LOC120412815|XP_039429357.1|CPIP	LOC108102818|XP_017063489.1|DEUG
OG0006359	LOC120412989|XP_039429577.1|CPIP	LOC108105598|XP_017067762.1|DEUG
OG0006360	LOC120413531|XP_039430342.1|CPIP	LOC108103217|XP_017064101.1|DEUG
OG0006361	LOC120417016|XP_039434886.1|CPIP	LOC108116148|XP_017083373.1|DEUG
OG0006362	LOC120413206|XP_039429895.1|CPIP	LOC108105497|XP_017067603.1|DEUG
OG0006363	LOC120428436|XP_039449381.1|CPIP	LOC108103560|XP_017064575.1|DEUG
OG0006364	LOC120413277|XP_039429942.1|CPIP	LOC108104134|XP_017065525.1|DEUG
OG0006365	LOC120413304|XP_039429998.1|CPIP	LOC108109633|XP_017073697.1|DEUG
OG0006366	LOC120413307|XP_039430003.1|CPIP	LOC108109707|XP_017073826.1|DEUG
OG0006367	LOC120413308|XP_039430004.1|CPIP	LOC108103190|XP_017064066.1|DEUG
OG0006368	LOC120414147|XP_039431119.1|CPIP	LOC108111331|XP_017076240.1|DEUG
OG0006369	LOC120414160|XP_039431135.1|CPIP	LOC108111325|XP_017076224.1|DEUG
OG0006370	LOC120423873|XP_039443755.1|CPIP, LOC120418717|XP_039437158.1|CPIP	LOC108106059|XP_017068406.1|DEUG
OG0006372	LOC120423049|XP_039442656.1|CPIP	LOC108115888|XP_017083021.1|DEUG
OG0006373	LOC120430293|XP_039451322.1|CPIP	LOC108118084|XP_017086120.1|DEUG
OG0006374	LOC120420404|XP_039439350.1|CPIP	LOC108103447|XP_017064417.1|DEUG
OG0006375	LOC120430110|XP_039451130.1|CPIP	LOC108110083|XP_017074461.1|DEUG
OG0006376	LOC120430109|XP_039451128.1|CPIP	LOC108103156|XP_017064026.1|DEUG
OG0006377	LOC120430118|XP_039451137.1|CPIP	LOC108109963|XP_017074268.1|DEUG
OG0006378	LOC120418066|XP_039436258.1|CPIP	LOC108111410|XP_017076353.1|DEUG
OG0006379	LOC120418078|XP_039436269.1|CPIP, LOC120419871|XP_039438666.1|CPIP	LOC108110031|XP_017074369.1|DEUG
OG0006380	LOC120418080|XP_039436270.1|CPIP, LOC120419872|XP_039438667.1|CPIP	LOC108110334|XP_017074853.1|DEUG
OG0006381	LOC120418053|XP_039436238.1|CPIP, LOC120419903|XP_039438704.1|CPIP	LOC108102925|XP_017063671.1|DEUG
OG0006382	LOC120419904|XP_039438705.1|CPIP, LOC120418054|XP_039436240.1|CPIP	LOC108103900|XP_017065132.1|DEUG
OG0006383	LOC120418085|XP_039436282.1|CPIP, LOC120419867|XP_039438652.1|CPIP	LOC108103810|XP_017064985.1|DEUG
OG0006384	LOC120418090|XP_039436291.1|CPIP, LOC120419898|XP_039438700.1|CPIP	LOC108103816|XP_017064992.1|DEUG
OG0006385	LOC120419888|XP_039438687.1|CPIP	LOC108115653|XP_017082697.1|DEUG
OG0006386	LOC120419892|XP_039438694.1|CPIP	LOC108106932|XP_017069686.1|DEUG
OG0006387	LOC120419896|XP_039438699.1|CPIP	LOC108111394|XP_017076318.1|DEUG
OG0006388	LOC120428457|XP_039449402.1|CPIP	LOC108103686|XP_017064764.1|DEUG
OG0006389	LOC120428459|XP_039449405.1|CPIP	LOC108103687|XP_017064766.1|DEUG
OG0006390	LOC120426449|XP_039447145.1|CPIP	LOC108105273|XP_017067247.1|DEUG
OG0006391	LOC120424160|XP_039444143.1|CPIP	LOC108117002|XP_017084657.1|DEUG
OG0006392	LOC120427586|XP_039448398.1|CPIP	LOC108103711|XP_017064797.1|DEUG
OG0006393	LOC120425009|XP_039445314.1|CPIP	LOC108102974|XP_017063810.1|DEUG
OG0006394	LOC120425015|XP_039445320.1|CPIP	LOC108107375|XP_017070413.1|DEUG
OG0006395	LOC120424946|XP_039445190.1|CPIP	LOC108112843|XP_017078649.1|DEUG
OG0006396	LOC120419794|XP_039438564.1|CPIP	LOC108105065|XP_017066973.1|DEUG
OG0006397	LOC120425466|XP_039445932.1|CPIP	LOC108110391|XP_017074935.1|DEUG
OG0006398	LOC120425479|XP_039445950.1|CPIP	LOC108103268|XP_017064169.1|DEUG
OG0006399	LOC120428785|XP_039449806.1|CPIP	LOC108110065|XP_017074435.1|DEUG
OG0006400	LOC120428783|XP_039449805.1|CPIP	LOC108110064|XP_017074433.1|DEUG
OG0006401	LOC120428774|XP_039449792.1|CPIP	LOC108108473|XP_017072021.1|DEUG
OG0006402	LOC120428777|XP_039449795.1|CPIP	LOC108110266|XP_017074743.1|DEUG
OG0006403	LOC120427451|XP_039448253.1|CPIP	LOC108110174|XP_017074586.1|DEUG
OG0006404	LOC120427459|XP_039448262.1|CPIP	LOC108116384|XP_017083730.1|DEUG
OG0006405	LOC120427445|XP_039448247.1|CPIP	LOC108113827|XP_017080025.1|DEUG
OG0006407	LOC120426622|XP_039447349.1|CPIP	LOC108118078|XP_017086110.1|DEUG
OG0006408	LOC120429695|XP_039450664.1|CPIP	LOC108105056|XP_017066963.1|DEUG
OG0006409	LOC120429238|XP_039450383.1|CPIP	LOC108104358|XP_017065856.1|DEUG
OG0006410	LOC120428948|XP_039450022.1|CPIP	LOC108103875|XP_017065090.1|DEUG
OG0006411	LOC120428953|XP_039450026.1|CPIP	LOC108103868|XP_017065072.1|DEUG
OG0006412	LOC120425703|XP_039446228.1|CPIP	LOC108113629|XP_017079786.1|DEUG
OG0006413	LOC120431913|XP_039452977.1|CPIP	LOC108113605|XP_017079750.1|DEUG
OG0006415	LOC120416140|XP_039433749.1|CPIP	LOC108109680|XP_017073762.1|DEUG
OG0006416	LOC120431202|XP_039452278.1|CPIP	LOC108104925|XP_017066766.1|DEUG
OG0006418	LOC120427314|XP_039448102.1|CPIP, LOC120427837|XP_039448691.1|CPIP	LOC108103467|XP_017064451.1|DEUG
OG0006419	LOC120432092|XP_039453163.1|CPIP	LOC108105215|XP_017067163.1|DEUG
OG0006420	LOC120430807|XP_039451863.1|CPIP	LOC108116655|XP_017084135.1|DEUG
OG0006421	LOC120430805|XP_039451859.1|CPIP	LOC108102475|XP_017062972.1|DEUG
OG0006422	LOC120425488|XP_039445966.1|CPIP	LOC108102488|XP_017062990.1|DEUG
OG0006423	LOC120425472|XP_039445942.1|CPIP	LOC108115647|XP_017082690.1|DEUG
OG0006424	LOC120425478|XP_039445948.1|CPIP	LOC108115649|XP_017082692.1|DEUG
OG0006425	LOC120425494|XP_039445978.1|CPIP	LOC108115707|XP_017082767.1|DEUG
OG0006426	LOC120425493|XP_039445977.1|CPIP	LOC108115706|XP_017082766.1|DEUG
OG0006427	LOC120418062|XP_039436252.1|CPIP	LOC108115878|XP_017083007.1|DEUG
OG0006428	LOC120431709|XP_039452759.1|CPIP, LOC120425123|XP_039445480.1|CPIP	LOC108110219|XP_017074690.1|DEUG
OG0006429	LOC120427716|XP_039448548.1|CPIP	LOC108116596|XP_017084035.1|DEUG
OG0006430	LOC120426535|XP_039447235.1|CPIP	LOC108114629|XP_017081185.1|DEUG
OG0006431	LOC120417849|XP_039436004.1|CPIP	LOC108111400|XP_017076324.1|DEUG
OG0006432	LOC120417843|XP_039435997.1|CPIP	LOC108117107|XP_017084812.1|DEUG
OG0006433	LOC120421777|XP_039440979.1|CPIP	LOC108116648|XP_017084124.1|DEUG
OG0006434	LOC120423854|XP_039443739.1|CPIP	LOC108110524|XP_017075094.1|DEUG
OG0006435	LOC120423858|XP_039443741.1|CPIP	LOC108115853|XP_017082959.1|DEUG
OG0006436	LOC120423851|XP_039443736.1|CPIP	LOC108103475|XP_017064468.1|DEUG
OG0006437	LOC120423829|XP_039443691.1|CPIP	LOC108118355|XP_017086495.1|DEUG
OG0006438	LOC120427978|XP_039448868.1|CPIP	LOC108110637|XP_017075226.1|DEUG
OG0006439	LOC120426233|XP_039446903.1|CPIP	LOC108111524|XP_017076534.1|DEUG
OG0006440	LOC120426226|XP_039446896.1|CPIP	LOC108111525|XP_017076535.1|DEUG
OG0006441	LOC120418735|XP_039437142.1|CPIP	LOC108115268|XP_017082113.1|DEUG
OG0006442	LOC120418749|XP_039437159.1|CPIP	LOC108117469|XP_017085383.1|DEUG
OG0006443	LOC120420759|XP_039439796.1|CPIP	LOC108116138|XP_017083357.1|DEUG
OG0006444	LOC120420792|XP_039439839.1|CPIP	LOC108111382|XP_017076304.1|DEUG
OG0006446	LOC120424346|XP_039444372.1|CPIP	LOC108113791|XP_017079989.1|DEUG
OG0006447	LOC120425560|XP_039446052.1|CPIP	LOC108113798|XP_017079994.1|DEUG
OG0006448	LOC120423853|XP_039443738.1|CPIP	LOC108116701|XP_017084207.1|DEUG
OG0006449	LOC120423836|XP_039443715.1|CPIP	LOC108116542|XP_017083969.1|DEUG
OG0006450	LOC120423300|XP_039442998.1|CPIP	LOC108103070|XP_017063903.1|DEUG
OG0006451	LOC120422577|XP_039441997.1|CPIP	LOC108103133|XP_017063990.1|DEUG
OG0006452	LOC120428997|XP_039450070.1|CPIP	LOC108113775|XP_017079961.1|DEUG
OG0006453	LOC120426736|XP_039447447.1|CPIP	LOC108108570|XP_017072149.1|DEUG
OG0006454	LOC120428709|XP_039449714.1|CPIP	LOC108105509|XP_017067623.1|DEUG
OG0006455	LOC120415460|XP_039432950.1|CPIP	LOC108114963|XP_017081652.1|DEUG
OG0006456	LOC120416851|XP_039434679.1|CPIP	LOC108114962|XP_017081651.1|DEUG
OG0006457	LOC120416347|XP_039434014.1|CPIP	LOC108116933|XP_017084567.1|DEUG
OG0006458	LOC120416386|XP_039434060.1|CPIP	LOC108111072|XP_017075893.1|DEUG
OG0006459	LOC120421094|XP_039440170.1|CPIP, LOC120418750|XP_039437160.1|CPIP	LOC108115642|XP_017082683.1|DEUG
OG0006460	LOC120426732|XP_039447439.1|CPIP	LOC108116608|XP_017084061.1|DEUG
OG0006461	LOC120427080|XP_039447856.1|CPIP	LOC108110212|XP_017074676.1|DEUG
OG0006462	LOC120427070|XP_039447842.1|CPIP	LOC108116546|XP_017083973.1|DEUG
OG0006463	LOC120427078|XP_039447854.1|CPIP	LOC108105559|XP_017067689.1|DEUG
OG0006464	LOC120424046|XP_039444002.1|CPIP	LOC108114529|XP_017081051.1|DEUG
OG0006465	LOC120431604|XP_039452642.1|CPIP	LOC108104399|XP_017065932.1|DEUG
OG0006466	LOC120431606|XP_039452645.1|CPIP	LOC108103661|XP_017064707.1|DEUG
OG0006467	LOC120422556|XP_039441967.1|CPIP	LOC108117238|XP_017085063.1|DEUG
OG0006468	LOC120431785|XP_039452841.1|CPIP	LOC108116538|XP_017083965.1|DEUG
OG0006469	LOC120425163|XP_039445535.1|CPIP	LOC108105031|XP_017066919.1|DEUG
OG0006470	LOC120430220|XP_039451232.1|CPIP	LOC108114653|XP_017081217.1|DEUG
OG0006471	LOC120425741|XP_039446281.1|CPIP	LOC108116642|XP_017084113.1|DEUG
OG0006472	LOC120425739|XP_039446278.1|CPIP	LOC108116641|XP_017084112.1|DEUG
OG0006473	LOC120425753|XP_039446295.1|CPIP	LOC108114478|XP_017080982.1|DEUG
OG0006474	LOC120425755|XP_039446303.1|CPIP	LOC108112206|XP_017077511.1|DEUG
OG0006475	LOC120425749|XP_039446289.1|CPIP	LOC108113235|XP_017079270.1|DEUG
OG0006476	LOC120418329|XP_039436597.1|CPIP	LOC108103725|XP_017064813.1|DEUG
OG0006477	LOC120418331|XP_039436600.1|CPIP	LOC108118282|XP_017086366.1|DEUG
OG0006478	LOC120427252|XP_039448041.1|CPIP	LOC108116685|XP_017084186.1|DEUG
OG0006479	LOC120427682|XP_039448497.1|CPIP	LOC108116594|XP_017084029.1|DEUG
OG0006480	LOC120427681|XP_039448496.1|CPIP	LOC108113065|XP_017078990.1|DEUG
OG0006481	LOC120428286|XP_039449212.1|CPIP	LOC108104113|XP_017065502.1|DEUG
OG0006482	LOC120422551|XP_039441958.1|CPIP	LOC108116014|XP_017083188.1|DEUG
OG0006483	LOC120431707|XP_039452762.1|CPIP	LOC108117466|XP_017085377.1|DEUG
OG0006484	LOC120431916|XP_039452986.1|CPIP	LOC108113783|XP_017079975.1|DEUG
OG0006485	LOC120426247|XP_039446919.1|CPIP	LOC108109577|XP_017073643.1|DEUG
OG0006486	LOC120432493|XP_039453641.1|CPIP	LOC108116260|XP_017083538.1|DEUG
