Orthogroup	CPIP.longest_only	DMAU.longest_only
OG0007608	LOC120423799|XP_039443653.1|CPIP	LOC117138962|XP_033156895.1|DMAU
OG0007609	LOC120423793|XP_039443646.1|CPIP	LOC117147686|XP_033170561.1|DMAU
OG0007610	LOC120423911|XP_039443826.1|CPIP	LOC117137137|XP_033154328.1|DMAU
OG0007611	LOC120423878|XP_039443762.1|CPIP	LOC117146244|XP_033168059.1|DMAU
OG0007612	LOC120423880|XP_039443773.1|CPIP	LOC117136928|XP_033153956.1|DMAU
OG0007613	LOC120423891|XP_039443801.1|CPIP	LOC117137115|XP_033154298.1|DMAU
OG0007614	LOC120423685|XP_039443512.1|CPIP	LOC117139897|XP_033158468.1|DMAU
OG0007615	LOC120423692|XP_039443521.1|CPIP	LOC117139574|XP_033157871.1|DMAU
OG0007616	LOC120423688|XP_039443514.1|CPIP	LOC117142981|XP_033163223.1|DMAU
OG0007617	LOC120423686|XP_039443513.1|CPIP	LOC117140417|XP_033159181.1|DMAU
OG0007618	LOC120423684|XP_039443511.1|CPIP	LOC117139993|XP_033158594.1|DMAU
OG0007619	LOC120423691|XP_039443519.1|CPIP	LOC117139545|XP_033157824.1|DMAU
OG0007620	LOC120423707|XP_039443546.1|CPIP	LOC117141102|XP_033160315.1|DMAU
OG0007621	LOC120423893|XP_039443807.1|CPIP	LOC117137449|XP_033154779.1|DMAU
OG0007622	LOC120429113|XP_039450218.1|CPIP	LOC117139428|XP_033157614.1|DMAU
OG0007623	LOC120429111|XP_039450209.1|CPIP	LOC117141938|XP_033161570.1|DMAU
OG0007624	LOC120429125|XP_039450250.1|CPIP	LOC117141530|XP_033160911.1|DMAU
OG0007625	LOC120429119|XP_039450242.1|CPIP	LOC117139469|XP_033157674.1|DMAU
OG0007626	LOC120428266|XP_039449192.1|CPIP	LOC117139659|XP_033158015.1|DMAU
OG0007627	LOC120428255|XP_039449179.1|CPIP	LOC117139657|XP_033158012.1|DMAU
OG0007628	LOC120415070|XP_039432398.1|CPIP	LOC117146306|XP_033168236.1|DMAU
OG0007629	LOC120420790|XP_039439837.1|CPIP	LOC117140874|XP_033159908.1|DMAU
OG0007630	LOC120429171|XP_039450317.1|CPIP	LOC117143812|XP_033164549.1|DMAU
OG0007631	LOC120421421|XP_039440569.1|CPIP	LOC117143972|XP_033164798.1|DMAU
OG0007632	LOC120420812|XP_039439866.1|CPIP	LOC117141196|XP_033160438.1|DMAU
OG0007633	LOC120423670|XP_039443490.1|CPIP	LOC117150901|XP_033173935.1|DMAU
OG0007634	LOC120429872|XP_039450884.1|CPIP, LOC120413601|XP_039430442.1|CPIP	LOC117145196|XP_033166649.1|DMAU
OG0007635	LOC120424364|XP_039444393.1|CPIP	LOC117142492|XP_033162414.1|DMAU
OG0007638	LOC120427292|XP_039448078.1|CPIP	LOC117147889|XP_033170864.1|DMAU
OG0007639	LOC120418877|XP_039437344.1|CPIP	LOC117147978|XP_033171019.1|DMAU
OG0007640	LOC120428888|XP_039449961.1|CPIP	LOC117135571|XP_033151788.1|DMAU
OG0007641	LOC120424396|XP_039444428.1|CPIP	LOC117142943|XP_033163148.1|DMAU
OG0007651	LOC120416408|XP_039434093.1|CPIP, LOC120416409|XP_039434094.1|CPIP	LOC117147678|XP_033170548.1|DMAU
OG0007664	LOC120432210|XP_039453304.1|CPIP	LOC117145606|XP_033167211.1|DMAU
OG0007665	LOC120421060|XP_039440139.1|CPIP	LOC117146532|XP_033168692.1|DMAU
OG0007666	LOC120422064|XP_039441334.1|CPIP	LOC117148756|XP_033172240.1|DMAU
OG0007667	LOC120421078|XP_039440157.1|CPIP	LOC117147916|XP_033170925.1|DMAU
OG0007668	LOC120415081|XP_039432417.1|CPIP	LOC117150825|XP_033173782.1|DMAU
OG0007669	LOC120432337|XP_039453459.1|CPIP	LOC117147005|XP_033169576.1|DMAU
OG0007670	LOC120432336|XP_039453458.1|CPIP	LOC117147004|XP_033169575.1|DMAU
OG0007671	LOC120415059|XP_039432379.1|CPIP	LOC117146566|XP_033168756.1|DMAU
OG0007672	LOC120413709|XP_039430564.1|CPIP	LOC117146425|XP_033168519.1|DMAU
OG0007674	LOC120418098|XP_039436300.1|CPIP	LOC117148068|XP_033171151.1|DMAU
OG0007675	LOC120418104|XP_039436308.1|CPIP	LOC117146779|XP_033169194.1|DMAU
OG0007676	LOC120418120|XP_039436332.1|CPIP	LOC117146883|XP_033169369.1|DMAU
OG0007677	LOC120418127|XP_039436338.1|CPIP	LOC117147344|XP_033170094.1|DMAU
OG0007678	LOC120432216|XP_039453315.1|CPIP	LOC117146642|XP_033168867.1|DMAU
OG0007679	LOC120432327|XP_039453446.1|CPIP	LOC117146699|XP_033168982.1|DMAU
OG0007680	LOC120432238|XP_039453347.1|CPIP	LOC117144855|XP_033166152.1|DMAU
OG0007681	LOC120413734|XP_039430594.1|CPIP	LOC117142407|XP_033162247.1|DMAU
OG0007682	LOC120421044|XP_039440121.1|CPIP	LOC117146859|XP_033169328.1|DMAU
OG0007683	LOC120421045|XP_039440122.1|CPIP	LOC117147533|XP_033170354.1|DMAU
OG0007684	LOC120429210|XP_039450362.1|CPIP	LOC117146757|XP_033169143.1|DMAU
OG0007685	LOC120412427|XP_039428823.1|CPIP	LOC117148539|XP_033171861.1|DMAU
OG0007686	LOC120430764|XP_039451812.1|CPIP	LOC117148259|XP_033171455.1|DMAU
OG0007687	LOC120430936|XP_039451990.1|CPIP	LOC117147128|XP_033169785.1|DMAU
OG0007689	LOC120429176|XP_039450323.1|CPIP	LOC117148410|XP_033171670.1|DMAU
OG0007690	LOC120416385|XP_039434053.1|CPIP	LOC117146718|XP_033169037.1|DMAU
OG0007691	LOC120419701|XP_039438422.1|CPIP	LOC117144656|XP_033165847.1|DMAU
OG0007692	LOC120417678|XP_039435745.1|CPIP	LOC117148043|XP_033171112.1|DMAU
OG0007693	LOC120417680|XP_039435747.1|CPIP	LOC117147764|XP_033170680.1|DMAU
OG0007694	LOC120422473|XP_039441862.1|CPIP	LOC117141176|XP_033160405.1|DMAU
OG0007695	LOC120424285|XP_039444290.1|CPIP	LOC117147607|XP_033170455.1|DMAU
OG0007696	LOC120415054|XP_039432369.1|CPIP	LOC117141394|XP_033160699.1|DMAU
OG0007697	LOC120431137|XP_039452218.1|CPIP	LOC117140979|XP_033160118.1|DMAU
OG0007698	LOC120431201|XP_039452279.1|CPIP	LOC117146686|XP_033168950.1|DMAU
OG0007699	LOC120422535|XP_039441931.1|CPIP	LOC117148304|XP_033171516.1|DMAU
OG0007700	LOC120422528|XP_039441922.1|CPIP	LOC117147098|XP_033169755.1|DMAU
OG0007701	LOC120422526|XP_039441918.1|CPIP	LOC117147832|XP_033170782.1|DMAU
OG0007702	LOC120424293|XP_039444309.1|CPIP	LOC117148892|XP_033172487.1|DMAU
OG0007703	LOC120420186|XP_039439102.1|CPIP	LOC117147460|XP_033170242.1|DMAU
OG0007704	LOC120422461|XP_039441838.1|CPIP	LOC117145484|XP_033167052.1|DMAU
OG0007705	LOC120422443|XP_039441820.1|CPIP	LOC117147434|XP_033170206.1|DMAU
OG0007706	LOC120420220|XP_039439142.1|CPIP	LOC117147495|XP_033170288.1|DMAU
OG0007707	LOC120420252|XP_039439178.1|CPIP	LOC117146511|XP_033168656.1|DMAU
OG0007708	LOC120416886|XP_039434713.1|CPIP	LOC117148647|XP_033172039.1|DMAU
OG0007709	LOC120413339|XP_039430049.1|CPIP	LOC117147862|XP_033170831.1|DMAU
OG0007710	LOC120412706|XP_039429220.1|CPIP	LOC117147252|XP_033169961.1|DMAU
OG0007711	LOC120412954|XP_039429532.1|CPIP	LOC117147748|XP_033170646.1|DMAU
OG0007712	LOC120432603|XP_039453786.1|CPIP	LOC117147639|XP_033170498.1|DMAU
OG0007713	LOC120413005|XP_039429591.1|CPIP	LOC117147526|XP_033170336.1|DMAU
OG0007714	LOC120412406|XP_039428805.1|CPIP	LOC117148310|XP_033171524.1|DMAU
OG0007715	LOC120432339|XP_039453464.1|CPIP	LOC117148720|XP_033172162.1|DMAU
OG0007716	LOC120421425|XP_039440571.1|CPIP	LOC117147904|XP_033170901.1|DMAU
OG0007717	LOC120417022|XP_039434895.1|CPIP	LOC117144428|XP_033165462.1|DMAU
OG0007719	LOC120428373|XP_039449338.1|CPIP	LOC117148747|XP_033172214.1|DMAU
OG0007720	LOC120426047|XP_039446701.1|CPIP	LOC117148930|XP_033172542.1|DMAU
OG0007721	LOC120415177|XP_039432603.1|CPIP	LOC117147173|XP_033169850.1|DMAU
OG0007722	LOC120413640|XP_039430525.1|CPIP	LOC117147171|XP_033169848.1|DMAU
OG0007723	LOC120429012|XP_039450115.1|CPIP	LOC117147336|XP_033170082.1|DMAU
OG0007724	LOC120423411|XP_039443183.1|CPIP	LOC117150317|XP_033173041.1|DMAU
OG0007725	LOC120413343|XP_039430056.1|CPIP	LOC117146402|XP_033168477.1|DMAU
OG0007726	LOC120424698|XP_039444811.1|CPIP	LOC117148179|XP_033171338.1|DMAU
OG0007727	LOC120424692|XP_039444805.1|CPIP	LOC117147484|XP_033170273.1|DMAU
OG0007728	LOC120424529|XP_039444622.1|CPIP	LOC117148834|XP_033172377.1|DMAU
OG0007729	LOC120424532|XP_039444627.1|CPIP	LOC117148229|XP_033171413.1|DMAU
OG0007730	LOC120416906|XP_039434739.1|CPIP	LOC117148831|XP_033172372.1|DMAU
OG0007731	LOC120430987|XP_039452086.1|CPIP	LOC117139742|XP_033158190.1|DMAU
OG0007732	LOC120413291|XP_039429981.1|CPIP	LOC117146441|XP_033168547.1|DMAU
OG0007733	LOC120413161|XP_039429807.1|CPIP	LOC117146945|XP_033169488.1|DMAU
OG0007734	LOC120432278|XP_039453402.1|CPIP	LOC117147991|XP_033171035.1|DMAU
OG0007735	LOC120426602|XP_039447329.1|CPIP	LOC117148797|XP_033172300.1|DMAU
OG0007736	LOC120414524|XP_039431666.1|CPIP	LOC117147892|XP_033170882.1|DMAU
OG0007737	LOC120414150|XP_039431121.1|CPIP	LOC117145875|XP_033167590.1|DMAU
OG0007738	LOC120414170|XP_039431162.1|CPIP	LOC117142824|XP_033162935.1|DMAU
OG0007739	LOC120419613|XP_039438286.1|CPIP	LOC117147671|XP_033170538.1|DMAU
OG0007740	LOC120419627|XP_039438315.1|CPIP	LOC117147131|XP_033169800.1|DMAU
OG0007741	LOC120417756|XP_039435845.1|CPIP	LOC117148234|XP_033171418.1|DMAU
OG0007742	LOC120432667|XP_039453854.1|CPIP	LOC117148632|XP_033172023.1|DMAU
OG0007743	LOC120428363|XP_039449301.1|CPIP	LOC117145091|XP_033166500.1|DMAU
OG0007744	LOC120422227|XP_039441583.1|CPIP	LOC117150576|XP_033173423.1|DMAU
OG0007746	LOC120426471|XP_039447168.1|CPIP	LOC117142867|XP_033163025.1|DMAU
OG0007747	LOC120413292|XP_039429980.1|CPIP	LOC117146446|XP_033168565.1|DMAU
OG0007748	LOC120413272|XP_039429935.1|CPIP	LOC117147866|XP_033170834.1|DMAU
OG0007749	LOC120423866|XP_039443748.1|CPIP	LOC117148293|XP_033171504.1|DMAU
OG0007750	LOC120423870|XP_039443752.1|CPIP, LOC120420772|XP_039439853.1|CPIP	LOC117142922|XP_033163110.1|DMAU
OG0007751	LOC120430115|XP_039451133.1|CPIP	LOC117150320|XP_033173047.1|DMAU
OG0007752	LOC120425535|XP_039446029.1|CPIP	LOC117147543|XP_033170370.1|DMAU
OG0007753	LOC120416279|XP_039433927.1|CPIP	LOC117147824|XP_033170771.1|DMAU
OG0007754	LOC120418065|XP_039436257.1|CPIP	LOC117146613|XP_033168832.1|DMAU
OG0007755	LOC120414210|XP_039431244.1|CPIP	LOC117147127|XP_033169784.1|DMAU
OG0007756	LOC120419885|XP_039438684.1|CPIP, LOC120418087|XP_039436289.1|CPIP	LOC117147826|XP_033170774.1|DMAU
OG0007757	LOC120419905|XP_039438707.1|CPIP	LOC117147050|XP_033169689.1|DMAU
OG0007758	LOC120419890|XP_039438692.1|CPIP	LOC117150242|XP_033172928.1|DMAU
OG0007760	LOC120428463|XP_039449410.1|CPIP	LOC117147868|XP_033170836.1|DMAU
OG0007761	LOC120426438|XP_039447136.1|CPIP	LOC117146741|XP_033169088.1|DMAU
OG0007762	LOC120426431|XP_039447128.1|CPIP	LOC117147327|XP_033170068.1|DMAU
OG0007763	LOC120426439|XP_039447137.1|CPIP	LOC117150391|XP_033173145.1|DMAU
OG0007764	LOC120426430|XP_039447125.1|CPIP	LOC117148566|XP_033171914.1|DMAU
OG0007765	LOC120426447|XP_039447140.1|CPIP	LOC117148569|XP_033171918.1|DMAU
OG0007766	LOC120426424|XP_039447116.1|CPIP	LOC117144376|XP_033165394.1|DMAU
OG0007767	LOC120424148|XP_039444126.1|CPIP	LOC117146319|XP_033168269.1|DMAU
OG0007768	LOC120431852|XP_039452912.1|CPIP	LOC117147601|XP_033170442.1|DMAU
OG0007771	LOC120429691|XP_039450660.1|CPIP	LOC117143651|XP_033164325.1|DMAU
OG0007772	LOC120425008|XP_039445313.1|CPIP	LOC117146623|XP_033168846.1|DMAU
OG0007773	LOC120425482|XP_039445953.1|CPIP	LOC117147160|XP_033169836.1|DMAU
OG0007775	LOC120425624|XP_039446141.1|CPIP	LOC117146791|XP_033169221.1|DMAU
OG0007776	LOC120425635|XP_039446152.1|CPIP	LOC117148021|XP_033171082.1|DMAU
OG0007777	LOC120431415|XP_039452470.1|CPIP	LOC117146762|XP_033169153.1|DMAU
OG0007778	LOC120427650|XP_039448463.1|CPIP	LOC117147921|XP_033170931.1|DMAU
OG0007780	LOC120428525|XP_039449488.1|CPIP	LOC117148667|XP_033172073.1|DMAU
OG0007781	LOC120413004|XP_039429588.1|CPIP	LOC117146843|XP_033169290.1|DMAU
OG0007782	LOC120429010|XP_039450082.1|CPIP	LOC117146932|XP_033169468.1|DMAU
OG0007788	LOC120425477|XP_039445946.1|CPIP	LOC117142805|XP_033162904.1|DMAU
OG0007789	LOC120431710|XP_039452766.1|CPIP	LOC117145172|XP_033166612.1|DMAU
OG0007790	LOC120431864|XP_039452933.1|CPIP	LOC117142399|XP_033162236.1|DMAU
OG0007791	LOC120423859|XP_039443746.1|CPIP	LOC117143072|XP_033163429.1|DMAU
OG0007792	LOC120423835|XP_039443714.1|CPIP	LOC117148573|XP_033171928.1|DMAU
OG0007794	LOC120417203|XP_039435103.1|CPIP	LOC117146653|XP_033168879.1|DMAU
OG0007795	LOC120430959|XP_039452023.1|CPIP	LOC117147415|XP_033170184.1|DMAU
OG0007796	LOC120425733|XP_039446270.1|CPIP	LOC117142978|XP_033163221.1|DMAU
OG0007797	LOC120423295|XP_039442993.1|CPIP	LOC117142293|XP_033162070.1|DMAU
OG0007798	LOC120423294|XP_039442991.1|CPIP	LOC117142294|XP_033162071.1|DMAU
OG0007800	LOC120426742|XP_039447454.1|CPIP	LOC117145221|XP_033166685.1|DMAU
OG0007802	LOC120415992|XP_039433583.1|CPIP	LOC117142445|XP_033162299.1|DMAU
OG0007803	LOC120422571|XP_039441989.1|CPIP	LOC117145254|XP_033166728.1|DMAU
OG0007804	LOC120430217|XP_039451226.1|CPIP	LOC117148816|XP_033172351.1|DMAU
OG0007805	LOC120430222|XP_039451235.1|CPIP	LOC117147402|XP_033170165.1|DMAU
OG0007806	LOC120430221|XP_039451234.1|CPIP	LOC117147401|XP_033170164.1|DMAU
OG0007808	LOC120423723|XP_039443562.1|CPIP	LOC117145305|XP_033166789.1|DMAU
OG0007809	LOC120428284|XP_039449211.1|CPIP	LOC117148502|XP_033171795.1|DMAU
OG0007810	LOC120428287|XP_039449213.1|CPIP	LOC117150953|XP_033174017.1|DMAU
OG0007812	LOC120418356|XP_039436643.1|CPIP	LOC117148755|XP_033172239.1|DMAU
OG0007813	LOC120431840|XP_039452905.1|CPIP	LOC117142314|XP_033162110.1|DMAU
OG0007814	LOC120421190|XP_039440328.1|CPIP	LOC117148799|XP_033172302.1|DMAU
OG0007815	LOC120424262|XP_039444258.1|CPIP	LOC117147771|XP_033170697.1|DMAU
OG0007816	LOC120427406|XP_039448201.1|CPIP	LOC117139847|XP_033158385.1|DMAU
OG0007817	LOC120427405|XP_039448200.1|CPIP	LOC117143022|XP_033163293.1|DMAU
OG0007818	LOC120427156|XP_039447947.1|CPIP	LOC117143917|XP_033164723.1|DMAU
OG0007819	LOC120421191|XP_039440329.1|CPIP	LOC117147574|XP_033170411.1|DMAU
OG0007820	LOC120420713|XP_039439742.1|CPIP	LOC117143543|XP_033164170.1|DMAU
OG0007821	LOC120420733|XP_039439762.1|CPIP	LOC117144568|XP_033165713.1|DMAU
OG0007822	LOC120420732|XP_039439761.1|CPIP	LOC117144567|XP_033165712.1|DMAU
OG0007823	LOC120420718|XP_039439750.1|CPIP	LOC117143968|XP_033164794.1|DMAU
OG0007824	LOC120420721|XP_039439753.1|CPIP	LOC117145379|XP_033166900.1|DMAU
OG0007825	LOC120414293|XP_039431363.1|CPIP	LOC117144911|XP_033166238.1|DMAU
OG0007826	LOC120422546|XP_039441947.1|CPIP	LOC117144575|XP_033165720.1|DMAU
OG0007827	LOC120431640|XP_039452682.1|CPIP	LOC117148898|XP_033172498.1|DMAU
OG0007828	LOC120422325|XP_039441653.1|CPIP	LOC117140926|XP_033160011.1|DMAU
OG0007829	LOC120430493|XP_039451521.1|CPIP	LOC117143282|XP_033163751.1|DMAU
OG0007830	LOC120430092|XP_039451113.1|CPIP, LOC120424333|XP_039444358.1|CPIP	LOC117145510|XP_033167090.1|DMAU
OG0007831	LOC120421186|XP_039440321.1|CPIP	LOC117148775|XP_033172262.1|DMAU
OG0007832	LOC120427413|XP_039448211.1|CPIP	LOC117147702|XP_033170581.1|DMAU
OG0007833	LOC120427403|XP_039448198.1|CPIP	LOC117147618|XP_033170467.1|DMAU
OG0007834	LOC120417014|XP_039434888.1|CPIP	LOC117143207|XP_033163643.1|DMAU
OG0007835	LOC120415630|XP_039433164.1|CPIP	LOC117142994|XP_033163239.1|DMAU
OG0007836	LOC120415785|XP_039433350.1|CPIP	LOC117145089|XP_033166498.1|DMAU
OG0007837	LOC120430150|XP_039451168.1|CPIP	LOC117143637|XP_033164306.1|DMAU
OG0007838	LOC120428854|XP_039449910.1|CPIP	LOC117145189|XP_033166637.1|DMAU
OG0007839	LOC120430275|XP_039451301.1|CPIP	LOC117146685|XP_033168949.1|DMAU
OG0007840	LOC120423556|XP_039443338.1|CPIP	LOC117145193|XP_033166645.1|DMAU
OG0007841	LOC120431390|XP_039452454.1|CPIP, LOC120430168|XP_039451181.1|CPIP	LOC117144353|XP_033165360.1|DMAU
OG0007842	LOC120424276|XP_039444273.1|CPIP	LOC117144471|XP_033165531.1|DMAU
OG0007843	LOC120424267|XP_039444263.1|CPIP	LOC117144106|XP_033165015.1|DMAU
OG0007846	LOC120424856|XP_039445042.1|CPIP	LOC117148931|XP_033172543.1|DMAU
OG0007847	LOC120427163|XP_039447955.1|CPIP	LOC117144198|XP_033165138.1|DMAU
OG0007848	LOC120428710|XP_039449715.1|CPIP	LOC117143993|XP_033164831.1|DMAU
OG0007849	LOC120428705|XP_039449711.1|CPIP	LOC117145772|XP_033167440.1|DMAU
OG0007850	LOC120428704|XP_039449710.1|CPIP	LOC117145771|XP_033167439.1|DMAU
OG0007851	LOC120428708|XP_039449713.1|CPIP	LOC117144942|XP_033166287.1|DMAU
OG0007852	LOC120423341|XP_039443045.1|CPIP	LOC117145135|XP_033166547.1|DMAU
OG0007853	LOC120418336|XP_039436609.1|CPIP	LOC117143882|XP_033164659.1|DMAU
OG0007854	LOC120418337|XP_039436610.1|CPIP	LOC117142561|XP_033162502.1|DMAU
OG0007855	LOC120423527|XP_039443307.1|CPIP	LOC117143859|XP_033164614.1|DMAU
OG0007856	LOC120423533|XP_039443314.1|CPIP	LOC117143994|XP_033164832.1|DMAU
OG0007857	LOC120431748|XP_039452808.1|CPIP	LOC117143560|XP_033164192.1|DMAU
OG0007858	LOC120431826|XP_039452886.1|CPIP	LOC117150552|XP_033173390.1|DMAU
OG0007865	LOC120422580|XP_039442003.1|CPIP	LOC117139123|XP_033157161.1|DMAU
OG0007866	LOC120425371|XP_039445814.1|CPIP	LOC117143307|XP_033163808.1|DMAU
OG0007867	LOC120425368|XP_039445810.1|CPIP	LOC117143987|XP_033164819.1|DMAU
OG0007868	LOC120423558|XP_039443344.1|CPIP	LOC117142273|XP_033162042.1|DMAU
OG0007869	LOC120428080|XP_039448991.1|CPIP	LOC117148837|XP_033172382.1|DMAU
OG0007870	LOC120427621|XP_039448435.1|CPIP	LOC117139965|XP_033158555.1|DMAU
OG0007871	LOC120423015|XP_039442587.1|CPIP	LOC117147201|XP_033169900.1|DMAU
OG0007872	LOC120421742|XP_039440943.1|CPIP	LOC117141259|XP_033160518.1|DMAU
OG0007873	LOC120417842|XP_039435996.1|CPIP	LOC117141080|XP_033160269.1|DMAU
OG0007874	LOC120419493|XP_039438116.1|CPIP	LOC117147073|XP_033169725.1|DMAU
OG0007875	LOC120419498|XP_039438122.1|CPIP	LOC117135608|XP_033151858.1|DMAU
OG0007876	LOC120422633|XP_039442065.1|CPIP	LOC117148182|XP_033171343.1|DMAU
OG0007877	LOC120412890|XP_039429451.1|CPIP	LOC117146857|XP_033169320.1|DMAU
OG0007878	LOC120425584|XP_039446092.1|CPIP	LOC117137153|XP_033154354.1|DMAU
OG0007879	LOC120432628|XP_039453812.1|CPIP	LOC117139019|XP_033157004.1|DMAU
OG0007880	LOC120426012|XP_039446622.1|CPIP	LOC117146934|XP_033169470.1|DMAU
OG0007881	LOC120420565|XP_039439572.1|CPIP	LOC117141388|XP_033160693.1|DMAU
OG0007882	LOC120424871|XP_039445063.1|CPIP	LOC117139407|XP_033157571.1|DMAU
OG0007883	LOC120424784|XP_039444919.1|CPIP	LOC117139406|XP_033157565.1|DMAU
OG0007884	LOC120430318|XP_039451353.1|CPIP	LOC117141091|XP_033160298.1|DMAU
OG0007885	LOC120412394|XP_039428778.1|CPIP	LOC117135610|XP_033151863.1|DMAU
OG0007886	LOC120426796|XP_039447507.1|CPIP	LOC117143462|XP_033164068.1|DMAU
OG0007887	LOC120413192|XP_039429840.1|CPIP	LOC117139404|XP_033157563.1|DMAU
OG0007888	LOC120413186|XP_039429834.1|CPIP	LOC117140139|XP_033158798.1|DMAU
OG0007889	LOC120413205|XP_039429855.1|CPIP	LOC117141118|XP_033160330.1|DMAU
OG0007890	LOC120413268|XP_039429929.1|CPIP	LOC117139176|XP_033157230.1|DMAU
OG0007891	LOC120418480|XP_039436853.1|CPIP	LOC117145871|XP_033167584.1|DMAU
OG0007892	LOC120420078|XP_039438937.1|CPIP	LOC117137263|XP_033154517.1|DMAU
OG0007893	LOC120420084|XP_039438947.1|CPIP	LOC117136482|XP_033153309.1|DMAU
OG0007894	LOC120428829|XP_039449873.1|CPIP	LOC117140912|XP_033159977.1|DMAU
OG0007895	LOC120428828|XP_039449871.1|CPIP	LOC117141186|XP_033160415.1|DMAU
OG0007896	LOC120430782|XP_039451830.1|CPIP	LOC117140625|XP_033159536.1|DMAU
OG0007897	LOC120413448|XP_039430215.1|CPIP	LOC117140977|XP_033160116.1|DMAU
OG0007898	LOC120413454|XP_039430223.1|CPIP	LOC117141369|XP_033160666.1|DMAU
OG0007899	LOC120414636|XP_039431802.1|CPIP	LOC117140272|XP_033158988.1|DMAU
OG0007900	LOC120412900|XP_039429466.1|CPIP	LOC117135762|XP_033152115.1|DMAU
OG0007901	LOC120430336|XP_039451371.1|CPIP, LOC120429809|XP_039450793.1|CPIP	LOC117140276|XP_033158995.1|DMAU
OG0007902	LOC120426141|XP_039446792.1|CPIP	LOC117147348|XP_033170100.1|DMAU
OG0007903	LOC120417624|XP_039435671.1|CPIP	LOC117139336|XP_033157474.1|DMAU
OG0007904	LOC120417611|XP_039435659.1|CPIP	LOC117139806|XP_033158323.1|DMAU
OG0007905	LOC120423601|XP_039443399.1|CPIP	LOC117148360|XP_033171611.1|DMAU
OG0007906	LOC120413404|XP_039430137.1|CPIP	LOC117141148|XP_033160375.1|DMAU
OG0007907	LOC120430384|XP_039451421.1|CPIP	LOC117140879|XP_033159912.1|DMAU
OG0007908	LOC120430385|XP_039451424.1|CPIP	LOC117140880|XP_033159913.1|DMAU
OG0007909	LOC120430390|XP_039451428.1|CPIP, LOC120430838|XP_039451888.1|CPIP	LOC117146734|XP_033169071.1|DMAU
OG0007910	LOC120427935|XP_039448814.1|CPIP	LOC117140359|XP_033159105.1|DMAU
OG0007911	LOC120415805|XP_039433363.1|CPIP	LOC117141070|XP_033160258.1|DMAU
OG0007912	LOC120415789|XP_039433352.1|CPIP	LOC117141832|XP_033161378.1|DMAU
OG0007913	LOC120415790|XP_039433353.1|CPIP	LOC117141071|XP_033160259.1|DMAU
OG0007914	LOC120419000|XP_039437505.1|CPIP	LOC117139103|XP_033157128.1|DMAU
OG0007915	LOC120419540|XP_039438183.1|CPIP	LOC117141268|XP_033160529.1|DMAU
OG0007916	LOC120431460|XP_039452511.1|CPIP	LOC117140952|XP_033160107.1|DMAU
OG0007917	LOC120430640|XP_039451675.1|CPIP	LOC117137817|XP_033155386.1|DMAU
OG0007918	LOC120418835|XP_039437288.1|CPIP	LOC117135528|XP_033151682.1|DMAU
OG0007922	LOC120426166|XP_039446819.1|CPIP	LOC117144866|XP_033166161.1|DMAU
OG0007926	LOC120431736|XP_039452795.1|CPIP	LOC117137742|XP_033155216.1|DMAU
OG0007931	LOC120414657|XP_039431850.1|CPIP	LOC117142624|XP_033162618.1|DMAU
OG0007932	LOC120414661|XP_039431863.1|CPIP	LOC117148633|XP_033172025.1|DMAU
OG0007933	LOC120414723|XP_039431960.1|CPIP	LOC117143922|XP_033164727.1|DMAU
OG0007934	LOC120430914|XP_039451967.1|CPIP	LOC117143788|XP_033164520.1|DMAU
OG0007935	LOC120431073|XP_039452161.1|CPIP	LOC117135259|XP_033151295.1|DMAU
OG0007936	LOC120431281|XP_039452353.1|CPIP	LOC117137060|XP_033154168.1|DMAU
OG0007937	LOC120419177|XP_039437770.1|CPIP	LOC117141808|XP_033161355.1|DMAU
OG0007938	LOC120422800|XP_039442275.1|CPIP	LOC117136762|XP_033153693.1|DMAU
OG0007941	LOC120430183|XP_039451197.1|CPIP	LOC117135882|XP_033152319.1|DMAU
OG0007942	LOC120423660|XP_039443476.1|CPIP	LOC117148461|XP_033171724.1|DMAU
OG0007943	LOC120423664|XP_039443480.1|CPIP	LOC117137308|XP_033154583.1|DMAU
OG0007944	LOC120418313|XP_039436575.1|CPIP	LOC117141826|XP_033161370.1|DMAU
OG0007945	LOC120422981|XP_039442525.1|CPIP	LOC117146080|XP_033167964.1|DMAU
OG0007946	LOC120413563|XP_039430376.1|CPIP	LOC117135576|XP_033151792.1|DMAU
OG0007947	LOC120413629|XP_039430473.1|CPIP	LOC117148476|XP_033171745.1|DMAU
OG0007948	LOC120413625|XP_039430468.1|CPIP	LOC117136630|XP_033153513.1|DMAU
OG0007949	LOC120414097|XP_039431054.1|CPIP	LOC117147143|XP_033169813.1|DMAU
OG0007950	LOC120413637|XP_039430487.1|CPIP	LOC117144054|XP_033164923.1|DMAU
OG0007951	LOC120413632|XP_039430482.1|CPIP	LOC117150752|XP_033173678.1|DMAU
OG0007952	LOC120420132|XP_039439016.1|CPIP	LOC117137579|XP_033154979.1|DMAU
OG0007953	LOC120428850|XP_039449907.1|CPIP	LOC117141335|XP_033160633.1|DMAU
OG0007954	LOC120414747|XP_039431997.1|CPIP	LOC117150309|XP_033173026.1|DMAU
OG0007955	LOC120424894|XP_039445116.1|CPIP	LOC117148654|XP_033172058.1|DMAU
OG0007956	LOC120424904|XP_039445129.1|CPIP	LOC117140685|XP_033159636.1|DMAU
