Orthogroup	CPIP.longest_only	DERE.longest_only
OG0006621	LOC120430256|XP_039451275.1|CPIP	LOC6544383|XP_001971477.1|DERE
OG0006622	LOC120421741|XP_039440941.1|CPIP	LOC6545217|XP_026832683.1|DERE
OG0006623	LOC120421747|XP_039440954.1|CPIP	LOC6544900|XP_001971052.1|DERE
OG0006624	LOC120422869|XP_039442352.1|CPIP	LOC6541418|XP_001970743.1|DERE
OG0006625	LOC120422862|XP_039442345.1|CPIP	LOC6541125|XP_026834104.1|DERE
OG0006626	LOC120422860|XP_039442343.1|CPIP	LOC6542312|XP_001970809.1|DERE
OG0006627	LOC120422849|XP_039442329.1|CPIP	LOC6541846|XP_001970515.1|DERE
OG0006628	LOC120422826|XP_039442294.1|CPIP	LOC6541269|XP_001970513.1|DERE
OG0006629	LOC120417405|XP_039435380.1|CPIP	LOC6547661|XP_001974988.1|DERE
OG0006630	LOC120424202|XP_039444195.1|CPIP	LOC6546979|XP_026835652.1|DERE
OG0006631	LOC120424170|XP_039444158.1|CPIP	LOC6543606|XP_001971392.1|DERE
OG0006632	LOC120424188|XP_039444179.1|CPIP	LOC6546793|XP_001975887.2|DERE
OG0006633	LOC120424193|XP_039444186.1|CPIP	LOC6545683|XP_001971174.1|DERE
OG0006634	LOC120424199|XP_039444191.1|CPIP	LOC6541314|XP_001968219.2|DERE
OG0006635	LOC120424201|XP_039444194.1|CPIP	LOC6543247|XP_001968309.1|DERE
OG0006636	LOC120417824|XP_039435972.1|CPIP	LOC6550643|XP_001978131.1|DERE
OG0006637	LOC120417797|XP_039435929.1|CPIP	LOC6545434|XP_001972123.1|DERE
OG0006638	LOC120424425|XP_039444475.1|CPIP	LOC6540763|XP_001970330.2|DERE
OG0006639	LOC120424424|XP_039444474.1|CPIP	LOC6540672|XP_015014558.1|DERE
OG0006640	LOC120427196|XP_039447992.1|CPIP	LOC6541447|XP_001970544.2|DERE
OG0006641	LOC120426918|XP_039447660.1|CPIP	LOC6541282|XP_026835519.1|DERE
OG0006642	LOC120427452|XP_039448256.1|CPIP	LOC6547374|XP_001976319.1|DERE
OG0006643	LOC120427168|XP_039447965.1|CPIP	LOC6548396|XP_001976528.1|DERE
OG0006644	LOC120419752|XP_039438504.1|CPIP	LOC6544243|XP_001972366.1|DERE
OG0006645	LOC120419734|XP_039438462.1|CPIP	LOC6549204|XP_026835662.1|DERE
OG0006646	LOC120419754|XP_039438510.1|CPIP	LOC6547036|XP_001976013.1|DERE
OG0006647	LOC120429770|XP_039450761.1|CPIP	LOC6547190|XP_001974737.1|DERE
OG0006648	LOC120419768|XP_039438530.1|CPIP	LOC6546028|XP_015013522.1|DERE
OG0006649	LOC120419496|XP_039438121.1|CPIP	LOC6547335|XP_001974795.2|DERE
OG0006650	LOC120423495|XP_039443264.1|CPIP	LOC6540983|XP_026834362.1|DERE
OG0006651	LOC120417406|XP_039435381.1|CPIP	LOC6546226|XP_026833543.1|DERE
OG0006652	LOC120423186|XP_039442822.1|CPIP	LOC6544012|XP_001972331.1|DERE
OG0006653	LOC120416544|XP_039434201.1|CPIP	LOC6546240|XP_015013482.2|DERE
OG0006654	LOC120416550|XP_039434214.1|CPIP	LOC6545084|XP_001971039.1|DERE
OG0006655	LOC120421330|XP_039440432.1|CPIP	LOC6545415|XP_001971714.1|DERE
OG0006656	LOC120429275|XP_039450431.1|CPIP	LOC6544189|XP_026833229.1|DERE
OG0006657	LOC120422637|XP_039442069.1|CPIP	LOC6547733|XP_001974947.1|DERE
OG0006658	LOC120418865|XP_039437333.1|CPIP	LOC6543569|XP_001971829.1|DERE
OG0006659	LOC120418868|XP_039437337.1|CPIP	LOC6543566|XP_001971826.1|DERE
OG0006660	LOC120418901|XP_039437365.1|CPIP	LOC6545188|XP_001972076.2|DERE
OG0006661	LOC120427559|XP_039448367.1|CPIP	LOC6544916|XP_001972093.1|DERE
OG0006662	LOC120425589|XP_039446102.1|CPIP	LOC6542040|XP_001968253.1|DERE
OG0006663	LOC120412867|XP_039429428.1|CPIP	LOC6544948|XP_001971542.1|DERE
OG0006664	LOC120423653|XP_039443469.1|CPIP	LOC6555175|XP_001982273.1|DERE
OG0006665	LOC120426040|XP_039446654.1|CPIP	LOC6545157|XP_001971019.2|DERE
OG0006666	LOC120425583|XP_039446090.1|CPIP	LOC6547783|XP_001974938.1|DERE
OG0006667	LOC120424186|XP_039444177.1|CPIP	LOC6546124|XP_001973541.1|DERE
OG0006668	LOC120425489|XP_039445972.1|CPIP	LOC6542436|XP_001970534.1|DERE
OG0006669	LOC120426258|XP_039446932.1|CPIP	LOC6544768|XP_026832227.1|DERE
OG0006670	LOC120426394|XP_039447087.1|CPIP	LOC6544764|XP_001971494.1|DERE
OG0006671	LOC120425899|XP_039446453.1|CPIP	LOC6544763|XP_026832365.1|DERE
OG0006672	LOC120425745|XP_039446308.1|CPIP	LOC6545869|XP_001971638.1|DERE
OG0006673	LOC120426351|XP_039447049.1|CPIP	LOC6544044|XP_001971968.1|DERE
OG0006674	LOC120427485|XP_039448282.1|CPIP	LOC6545129|XP_001971075.1|DERE
OG0006675	LOC120427045|XP_039447814.1|CPIP	LOC6543637|XP_001971841.1|DERE
OG0006676	LOC120428977|XP_039450044.1|CPIP	LOC6544360|XP_026832841.1|DERE
OG0006677	LOC120424373|XP_039444401.1|CPIP	LOC6545663|XP_001971667.2|DERE
OG0006678	LOC120424384|XP_039444418.1|CPIP	LOC6546298|XP_001973530.1|DERE
OG0006679	LOC120424375|XP_039444406.1|CPIP	LOC26526636|XP_015014320.1|DERE
OG0006680	LOC120432611|XP_039453792.1|CPIP	LOC6554474|XP_026839476.1|DERE
OG0006681	LOC120432596|XP_039453769.1|CPIP	LOC6544715|XP_001971491.2|DERE
OG0006682	LOC120432600|XP_039453775.1|CPIP	LOC6544634|XP_001972024.1|DERE
OG0006683	LOC120432602|XP_039453783.1|CPIP	LOC6544635|XP_026833597.1|DERE
OG0006684	LOC120432599|XP_039453772.1|CPIP	LOC6545715|XP_001971668.1|DERE
OG0006685	LOC120432604|XP_039453784.1|CPIP	LOC6541507|XP_001969146.3|DERE
OG0006686	LOC120432616|XP_039453797.1|CPIP	LOC6544720|XP_026833200.1|DERE
OG0006687	LOC120427283|XP_039448069.1|CPIP, LOC120427151|XP_039447944.1|CPIP	LOC6550299|XP_001977701.1|DERE
OG0006688	LOC120426872|XP_039447612.1|CPIP	LOC6545283|XP_001972072.2|DERE
OG0006689	LOC120422837|XP_039442312.1|CPIP	LOC6545971|XP_001971181.2|DERE
OG0006690	LOC120425356|XP_039445797.1|CPIP	LOC6552359|XP_026839835.1|DERE
OG0006691	LOC120428819|XP_039449859.1|CPIP	LOC26526418|XP_015014274.1|DERE
OG0006692	LOC120428815|XP_039449851.1|CPIP	LOC6545684|XP_001971175.1|DERE
OG0006693	LOC120425979|XP_039446567.1|CPIP	LOC6546463|XP_026833611.1|DERE
OG0006694	LOC120422319|XP_039441640.1|CPIP	LOC6555499|XP_026837895.1|DERE
OG0006695	LOC120420567|XP_039439578.1|CPIP	LOC6545675|XP_001971657.1|DERE
OG0006696	LOC120420562|XP_039439565.1|CPIP	LOC26526452|XP_026834496.1|DERE
OG0006697	LOC120420570|XP_039439582.1|CPIP	LOC6545816|XP_015013880.1|DERE
OG0006698	LOC120430176|XP_039451194.1|CPIP	LOC6544225|XP_001973041.1|DERE
OG0006699	LOC120415757|XP_039433299.1|CPIP	LOC6546512|XP_001971343.1|DERE
OG0006700	LOC120415746|XP_039433286.1|CPIP	LOC6545458|XP_001972141.1|DERE
OG0006701	LOC120415750|XP_039433292.1|CPIP	LOC6547353|XP_001976186.1|DERE
OG0006702	LOC120424875|XP_039445067.1|CPIP	LOC6545134|XP_001971000.1|DERE
OG0006703	LOC120424885|XP_039445105.1|CPIP	LOC6543627|XP_026832964.1|DERE
OG0006704	LOC120424876|XP_039445069.1|CPIP	LOC6544151|XP_001973006.1|DERE
OG0006705	LOC120418872|XP_039437341.1|CPIP	LOC6540923|XP_001970374.1|DERE
OG0006706	LOC120418870|XP_039437339.1|CPIP	LOC6548408|XP_001976674.1|DERE
OG0006707	LOC120418874|XP_039437342.1|CPIP	LOC6547893|XP_001976452.1|DERE
OG0006708	LOC120418875|XP_039437343.1|CPIP	LOC6550434|XP_001977794.1|DERE
OG0006709	LOC120426790|XP_039447501.1|CPIP	LOC6551150|XP_026837509.1|DERE
OG0006711	LOC120430314|XP_039451346.1|CPIP	LOC6545446|XP_026832195.1|DERE
OG0006712	LOC120430453|XP_039451495.1|CPIP	LOC6546242|XP_001971289.2|DERE
OG0006713	LOC120430400|XP_039451440.1|CPIP	LOC6543773|XP_001972308.1|DERE
OG0006714	LOC120430392|XP_039451433.1|CPIP	LOC6543774|XP_001972309.1|DERE
OG0006715	LOC120422828|XP_039442299.1|CPIP	LOC6545449|XP_001972132.2|DERE
OG0006716	LOC120422840|XP_039442315.1|CPIP	LOC6542155|XP_001968510.1|DERE
OG0006717	LOC120422858|XP_039442341.1|CPIP	LOC6544926|XP_001972545.1|DERE
OG0006718	LOC120426248|XP_039446923.1|CPIP	LOC6544927|XP_001972546.1|DERE
OG0006719	LOC120430320|XP_039451354.1|CPIP	LOC6544084|XP_026833658.1|DERE
OG0006720	LOC120430749|XP_039451789.1|CPIP	LOC6546248|XP_026833020.1|DERE
OG0006721	LOC120421340|XP_039440456.1|CPIP	LOC6545008|XP_001972535.1|DERE
OG0006722	LOC120428346|XP_039449281.1|CPIP	LOC6545318|XP_026833078.1|DERE
OG0006723	LOC120428335|XP_039449268.1|CPIP	LOC6543246|XP_001970105.1|DERE
OG0006724	LOC120420661|XP_039439689.1|CPIP	LOC6554485|XP_001981930.1|DERE
OG0006725	LOC120420688|XP_039439718.1|CPIP	LOC6554489|XP_001981934.1|DERE
OG0006726	LOC120420687|XP_039439717.1|CPIP	LOC6552526|XP_001979918.1|DERE
OG0006727	LOC120420649|XP_039439665.1|CPIP	LOC6554490|XP_001981935.1|DERE
OG0006728	LOC120427039|XP_039447802.1|CPIP	LOC6552421|XP_001980866.1|DERE
OG0006729	LOC120421534|XP_039440687.1|CPIP	LOC6547556|XP_015011573.1|DERE
OG0006730	LOC120421549|XP_039440710.1|CPIP	LOC6547557|XP_001976178.1|DERE
OG0006731	LOC120421530|XP_039440684.1|CPIP	LOC6541735|XP_001970097.1|DERE
OG0006732	LOC120420103|XP_039438984.1|CPIP	LOC6543802|XP_001971361.2|DERE
OG0006733	LOC120413258|XP_039429921.1|CPIP	LOC6543545|XP_001973629.1|DERE
OG0006734	LOC120413245|XP_039429908.1|CPIP	LOC6544798|XP_001971517.1|DERE
OG0006735	LOC120413242|XP_039429904.1|CPIP	LOC6543741|XP_026832455.1|DERE
OG0006736	LOC120413249|XP_039429912.1|CPIP	LOC6544042|XP_001971966.1|DERE
OG0006737	LOC120413181|XP_039429828.1|CPIP	LOC6546192|XP_001972921.1|DERE
OG0006738	LOC120413247|XP_039429910.1|CPIP	LOC6549271|XP_001975713.1|DERE
OG0006739	LOC120413183|XP_039429831.1|CPIP	LOC6544679|XP_001972015.1|DERE
OG0006740	LOC120413195|XP_039429844.1|CPIP	LOC6543675|XP_001971373.1|DERE
OG0006741	LOC120413157|XP_039429800.1|CPIP	LOC6543676|XP_001971374.1|DERE
OG0006742	LOC120428745|XP_039449757.1|CPIP	LOC6553086|XP_001980105.1|DERE
OG0006743	LOC120413155|XP_039429794.1|CPIP	LOC6543312|XP_001968156.2|DERE
OG0006744	LOC120413215|XP_039429867.1|CPIP	LOC6546011|XP_015013218.1|DERE
OG0006745	LOC120418491|XP_039436863.1|CPIP	LOC6553306|XP_001980172.1|DERE
OG0006746	LOC120413163|XP_039429805.1|CPIP	LOC6545773|XP_026832797.1|DERE
OG0006747	LOC120413160|XP_039429803.1|CPIP	LOC26526723|XP_026833126.1|DERE
OG0006748	LOC120412894|XP_039429458.1|CPIP	LOC6555539|XP_001982431.2|DERE
OG0006749	LOC120420093|XP_039438960.1|CPIP	LOC6543765|XP_001971193.1|DERE
OG0006750	LOC120420112|XP_039438994.1|CPIP	LOC6551298|XP_001978397.1|DERE
OG0006752	LOC120416506|XP_039434157.1|CPIP	LOC6546336|XP_001971812.2|DERE
OG0006753	LOC120416485|XP_039434138.1|CPIP	LOC6546446|XP_001971815.2|DERE
OG0006754	LOC120428831|XP_039449879.1|CPIP	LOC6544645|XP_015013598.1|DERE
OG0006755	LOC120430777|XP_039451825.1|CPIP	LOC6545082|XP_001971037.1|DERE
OG0006756	LOC120416500|XP_039434150.1|CPIP	LOC6545279|XP_001972068.1|DERE
OG0006757	LOC120413497|XP_039430288.1|CPIP	LOC6545278|XP_001972067.1|DERE
OG0006758	LOC120413436|XP_039430183.1|CPIP	LOC6546156|XP_001971299.1|DERE
OG0006759	LOC120413434|XP_039430179.1|CPIP	LOC6546155|XP_026833530.1|DERE
OG0006760	LOC120413447|XP_039430214.1|CPIP	LOC6546174|XP_001973575.2|DERE
OG0006761	LOC120425594|XP_039446110.1|CPIP	LOC6552601|XP_001978994.1|DERE
OG0006762	LOC120418929|XP_039437397.1|CPIP	LOC6549918|XP_026837382.1|DERE
OG0006767	LOC120420648|XP_039439664.1|CPIP	LOC6546272|XP_001973591.1|DERE
OG0006768	LOC120420655|XP_039439673.1|CPIP	LOC6546271|XP_001973590.1|DERE
OG0006769	LOC120420657|XP_039439681.1|CPIP	LOC6546273|XP_001973592.1|DERE
OG0006770	LOC120412422|XP_039428817.1|CPIP	LOC6544405|XP_001972035.1|DERE
OG0006771	LOC120412385|XP_039428755.1|CPIP	LOC6550480|XP_026838211.1|DERE
OG0006772	LOC120412382|XP_039428744.1|CPIP	LOC6542000|XP_001970577.3|DERE
OG0006773	LOC120413438|XP_039430187.1|CPIP	LOC6543757|XP_001971351.1|DERE
OG0006774	LOC120413432|XP_039430177.1|CPIP	LOC6545525|XP_026832593.1|DERE
OG0006775	LOC120413462|XP_039430231.1|CPIP	LOC6543902|XP_001972973.1|DERE
OG0006776	LOC120413453|XP_039430221.1|CPIP	LOC6546448|XP_026833334.1|DERE
OG0006777	LOC120413457|XP_039430227.1|CPIP	LOC6543697|XP_001972971.1|DERE
OG0006778	LOC120413455|XP_039430224.1|CPIP	LOC6546529|XP_001971264.1|DERE
OG0006779	LOC120413451|XP_039430219.1|CPIP	LOC6545666|XP_001971141.1|DERE
OG0006780	LOC120413440|XP_039430191.1|CPIP	LOC6544070|XP_001971429.1|DERE
OG0006781	LOC120413446|XP_039430213.1|CPIP	LOC6544327|XP_001971980.1|DERE
OG0006782	LOC120413473|XP_039430245.1|CPIP	LOC6545424|XP_015013537.1|DERE
OG0006783	LOC120414616|XP_039431772.1|CPIP	LOC6549004|XP_026837137.1|DERE
OG0006784	LOC120412598|XP_039429065.1|CPIP	LOC6543894|XP_026832317.1|DERE
OG0006785	LOC120412602|XP_039429083.1|CPIP	LOC6548084|XP_001975175.1|DERE
OG0006786	LOC120412636|XP_039429124.1|CPIP, LOC120421551|XP_039440713.1|CPIP	LOC6547019|XP_026836311.1|DERE
OG0006787	LOC120420356|XP_039439288.1|CPIP	LOC6544569|XP_015013923.1|DERE
OG0006788	LOC120420357|XP_039439290.1|CPIP	LOC6544570|XP_001972421.2|DERE
OG0006789	LOC120420359|XP_039439292.1|CPIP	LOC6550032|XP_001977498.2|DERE
OG0006790	LOC120420361|XP_039439294.1|CPIP	LOC6542042|XP_001968464.1|DERE
OG0006791	LOC120416570|XP_039434238.1|CPIP	LOC6544595|XP_026832879.1|DERE
OG0006792	LOC120419995|XP_039438818.1|CPIP	LOC6543974|XP_015013885.1|DERE
OG0006793	LOC120419984|XP_039438796.1|CPIP	LOC6543963|XP_026832791.1|DERE
OG0006794	LOC120419979|XP_039438791.1|CPIP	LOC6541810|XP_001970729.1|DERE
OG0006795	LOC120419982|XP_039438794.1|CPIP	LOC6543564|XP_001971824.1|DERE
OG0006796	LOC120419981|XP_039438793.1|CPIP	LOC6543884|XP_001973643.1|DERE
OG0006797	LOC120419989|XP_039438804.1|CPIP	LOC6541938|XP_001969431.1|DERE
OG0006798	LOC120414128|XP_039431094.1|CPIP	LOC6544783|XP_001971603.1|DERE
OG0006799	LOC120430335|XP_039451370.1|CPIP	LOC6545767|XP_026832453.1|DERE
OG0006800	LOC120418520|XP_039436890.1|CPIP	LOC6545561|XP_001972687.1|DERE
OG0006801	LOC120414475|XP_039431603.1|CPIP	LOC6549819|XP_001977342.1|DERE
OG0006802	LOC120414468|XP_039431598.1|CPIP	LOC6546600|XP_001975488.1|DERE
OG0006803	LOC120414467|XP_039431595.1|CPIP	LOC6547254|XP_001976140.1|DERE
OG0006804	LOC120414442|XP_039431562.1|CPIP	LOC6543971|XP_015013886.1|DERE
OG0006805	LOC120414443|XP_039431565.1|CPIP	LOC6546708|XP_001975869.2|DERE
OG0006806	LOC120426143|XP_039446794.1|CPIP	LOC6545394|XP_026832606.1|DERE
OG0006807	LOC120416057|XP_039433653.1|CPIP	LOC6545574|XP_015012984.1|DERE
OG0006808	LOC120416051|XP_039433645.1|CPIP	LOC6540618|XP_001970319.1|DERE
OG0006809	LOC120423600|XP_039443397.1|CPIP	LOC6546473|XP_001971754.1|DERE
OG0006810	LOC120423598|XP_039443393.1|CPIP	LOC6544861|XP_026832402.1|DERE
OG0006811	LOC120426788|XP_039447499.1|CPIP	LOC6554252|XP_026839807.1|DERE
OG0006812	LOC120426783|XP_039447492.1|CPIP	LOC6544770|XP_001971676.1|DERE
OG0006813	LOC120419544|XP_039438190.1|CPIP	LOC6551846|XP_026831980.1|DERE
OG0006814	LOC120413403|XP_039430136.1|CPIP	LOC6544795|XP_001972502.1|DERE
OG0006815	LOC120420045|XP_039438886.1|CPIP	LOC6546262|XP_015013349.1|DERE
OG0006816	LOC120420057|XP_039438902.1|CPIP	LOC6546263|XP_001971759.1|DERE
OG0006817	LOC120429199|XP_039450341.1|CPIP	LOC6546481|XP_026833165.1|DERE
OG0006818	LOC120431501|XP_039452538.1|CPIP	LOC6545205|XP_001971066.2|DERE
OG0006819	LOC120423765|XP_039443613.1|CPIP	LOC6545570|XP_026833773.1|DERE
OG0006820	LOC120423776|XP_039443629.1|CPIP	LOC6545575|XP_001973353.1|DERE
OG0006821	LOC120423777|XP_039443630.1|CPIP	LOC6541360|XP_001969860.1|DERE
OG0006822	LOC120423769|XP_039443617.1|CPIP	LOC6547387|XP_001974926.1|DERE
OG0006823	LOC120430340|XP_039451376.1|CPIP	LOC6543631|XP_001973011.1|DERE
OG0006824	LOC120418548|XP_039436914.1|CPIP	LOC6544335|XP_001971986.1|DERE
OG0006825	LOC120424492|XP_039444573.1|CPIP	LOC6544945|XP_001972618.1|DERE
OG0006826	LOC120424489|XP_039444566.1|CPIP	LOC6543938|XP_001973028.2|DERE
OG0006827	LOC120430135|XP_039451156.1|CPIP, LOC120430100|XP_039451121.1|CPIP	LOC6553197|XP_001979158.1|DERE
OG0006828	LOC120424645|XP_039444748.1|CPIP	LOC6543154|XP_001969425.1|DERE
OG0006829	LOC120416501|XP_039434151.1|CPIP	LOC6545193|XP_001972039.1|DERE
OG0006830	LOC120416498|XP_039434149.1|CPIP	LOC6543769|XP_001971197.1|DERE
OG0006831	LOC120415788|XP_039433351.1|CPIP	LOC6545676|XP_001971658.1|DERE
OG0006832	LOC120415819|XP_039433377.1|CPIP	LOC6545390|XP_001971620.1|DERE
OG0006833	LOC120415813|XP_039433373.1|CPIP	LOC6543731|XP_026833270.1|DERE
OG0006834	LOC120418662|XP_039437043.1|CPIP	LOC6555409|XP_026835312.1|DERE
OG0006835	LOC120418651|XP_039437028.1|CPIP	LOC6543669|XP_001971367.1|DERE
OG0006836	LOC120418649|XP_039437027.1|CPIP	LOC6546375|XP_001971320.1|DERE
OG0006837	LOC120418660|XP_039437041.1|CPIP	LOC6543827|XP_001971877.1|DERE
OG0006838	LOC120418667|XP_039437052.1|CPIP	LOC6546082|XP_015013215.1|DERE
OG0006839	LOC120418669|XP_039437053.1|CPIP	LOC6543753|XP_001971871.1|DERE
OG0006840	LOC120418998|XP_039437500.1|CPIP	LOC6540916|XP_001970026.2|DERE
OG0006841	LOC120427126|XP_039447912.1|CPIP	LOC6544206|XP_001971899.2|DERE
OG0006842	LOC120419526|XP_039438172.1|CPIP	LOC6546260|XP_001971772.1|DERE
OG0006843	LOC120419533|XP_039438178.1|CPIP	LOC6555720|XP_001982564.1|DERE
OG0006844	LOC120419532|XP_039438177.1|CPIP	LOC6552037|XP_001980682.1|DERE
OG0006845	LOC120429823|XP_039450814.1|CPIP	LOC6543910|XP_015014017.1|DERE
OG0006846	LOC120429825|XP_039450819.1|CPIP	LOC6544846|XP_026833512.1|DERE
OG0006847	LOC120424327|XP_039444357.1|CPIP	LOC6544843|XP_001971533.2|DERE
OG0006848	LOC120421383|XP_039440513.1|CPIP	LOC6547837|XP_001975048.2|DERE
OG0006849	LOC120421934|XP_039441174.1|CPIP	LOC6545737|XP_001971631.3|DERE
OG0006850	LOC120421929|XP_039441162.1|CPIP	LOC6545736|XP_001971630.2|DERE
OG0006851	LOC120421936|XP_039441176.1|CPIP	LOC6545733|XP_015013771.1|DERE
OG0006852	LOC120431055|XP_039452143.1|CPIP	LOC6542281|XP_026835414.1|DERE
OG0006853	LOC120418795|XP_039437211.1|CPIP	LOC6545802|XP_015013782.1|DERE
OG0006854	LOC120418817|XP_039437262.1|CPIP	LOC6541491|XP_026834486.1|DERE
OG0006855	LOC120418810|XP_039437254.1|CPIP	LOC6545312|XP_001972554.1|DERE
OG0006856	LOC120418851|XP_039437308.1|CPIP	LOC6547157|XP_001974685.2|DERE
OG0006858	LOC120429738|XP_039450726.1|CPIP	LOC6543607|XP_001971393.1|DERE
OG0006863	LOC120418850|XP_039437307.1|CPIP	LOC6550117|XP_001977654.1|DERE
OG0006867	LOC120413433|XP_039430178.1|CPIP	LOC26526411|XP_015012800.2|DERE
OG0006870	LOC120424212|XP_039444200.1|CPIP	LOC6547349|XP_001976182.3|DERE
OG0006871	LOC120424227|XP_039444218.1|CPIP	LOC6541868|XP_001970510.1|DERE
OG0006872	LOC120426883|XP_039447654.1|CPIP	LOC6542038|XP_001970591.1|DERE
OG0006881	LOC120430177|XP_039451192.1|CPIP, LOC120425444|XP_039445911.1|CPIP	LOC6540632|XP_015015092.1|DERE
OG0006882	LOC120414674|XP_039431893.1|CPIP	LOC6547555|XP_001976176.1|DERE
OG0006883	LOC120426348|XP_039447044.1|CPIP, LOC120426550|XP_039447252.1|CPIP	LOC6548600|XP_001973945.1|DERE
OG0006884	LOC120431072|XP_039452160.1|CPIP, LOC120430915|XP_039451968.1|CPIP	LOC113564054|XP_026834233.1|DERE
OG0006885	LOC120428156|XP_039449074.1|CPIP	LOC6541525|XP_015014899.1|DERE
OG0006886	LOC120425087|XP_039445413.1|CPIP	LOC6554560|XP_001982164.1|DERE
OG0006887	LOC120431276|XP_039452342.1|CPIP	LOC6555656|XP_001982569.2|DERE
OG0006888	LOC120431279|XP_039452350.1|CPIP	LOC6541730|XP_001969478.1|DERE
OG0006889	LOC120431286|XP_039452360.1|CPIP	LOC6548599|XP_001973944.1|DERE
OG0006890	LOC120427689|XP_039448511.1|CPIP	LOC6543523|XP_001968723.1|DERE
OG0006891	LOC120427690|XP_039448513.1|CPIP	LOC6543304|XP_001969787.1|DERE
OG0006892	LOC120427692|XP_039448523.1|CPIP	LOC6543219|XP_001968229.1|DERE
OG0006893	LOC120427686|XP_039448509.1|CPIP	LOC6540830|XP_001968135.1|DERE
OG0006894	LOC120427695|XP_039448525.1|CPIP	LOC6540849|XP_026835084.1|DERE
OG0006895	LOC120428089|XP_039449008.1|CPIP	LOC26526319|XP_015011450.1|DERE
OG0006896	LOC120428088|XP_039449007.1|CPIP	LOC6542977|XP_001968999.1|DERE, LOC6556019|XP_001982881.1|DERE
OG0006897	LOC120425849|XP_039446402.1|CPIP	LOC6543004|XP_026835159.1|DERE
OG0006898	LOC120415482|XP_039432982.1|CPIP	LOC6549235|XP_026835901.1|DERE
OG0006899	LOC120419195|XP_039437801.1|CPIP	LOC6543090|XP_001968367.1|DERE
OG0006900	LOC120422802|XP_039442277.1|CPIP	LOC6551308|XP_001977096.1|DERE
OG0006901	LOC120415677|XP_039433198.1|CPIP	LOC6543189|XP_001968155.1|DERE
OG0006902	LOC120424565|XP_039444668.1|CPIP	LOC6550324|XP_001976772.1|DERE
OG0006903	LOC120423658|XP_039443474.1|CPIP	LOC6554662|XP_001981342.3|DERE
OG0006904	LOC120418286|XP_039436547.1|CPIP	LOC6540939|XP_001969581.1|DERE
OG0006905	LOC120418320|XP_039436583.1|CPIP	LOC6549637|XP_001974443.1|DERE
OG0006906	LOC120418289|XP_039436550.1|CPIP	LOC6549328|XP_001974333.1|DERE
OG0006907	LOC120422970|XP_039442491.1|CPIP	LOC6548699|XP_026837049.1|DERE
OG0006908	LOC120422983|XP_039442527.1|CPIP	LOC6542294|XP_001968933.1|DERE
OG0006909	LOC120422988|XP_039442532.1|CPIP	LOC6543396|XP_001969452.1|DERE
OG0006910	LOC120422992|XP_039442537.1|CPIP	LOC6540668|XP_001970306.1|DERE
OG0006911	LOC120421108|XP_039440197.1|CPIP	LOC6550446|XP_015011155.1|DERE
OG0006912	LOC120413589|XP_039430424.1|CPIP	LOC6549202|XP_001974241.1|DERE
OG0006913	LOC120413621|XP_039430462.1|CPIP	LOC6542749|XP_001970148.1|DERE
OG0006914	LOC120413607|XP_039430445.1|CPIP	LOC6544823|XP_001972659.1|DERE
OG0006915	LOC120413605|XP_039430443.1|CPIP	LOC6542512|XP_026835509.1|DERE
OG0006916	LOC120413590|XP_039430432.1|CPIP	LOC6542390|XP_001969609.1|DERE
OG0006917	LOC120413616|XP_039430455.1|CPIP	LOC6542173|XP_026834050.1|DERE
OG0006918	LOC120413618|XP_039430459.1|CPIP	LOC6543206|XP_001968989.1|DERE
OG0006919	LOC120420427|XP_039439384.1|CPIP	LOC6541446|XP_026834444.1|DERE
OG0006920	LOC120422371|XP_039441716.1|CPIP	LOC6541707|XP_015014467.1|DERE
OG0006921	LOC120414069|XP_039431024.1|CPIP	LOC6540897|XP_026835321.1|DERE
OG0006922	LOC120414076|XP_039431031.1|CPIP	LOC6541967|XP_001969630.1|DERE
OG0006923	LOC120414101|XP_039431058.1|CPIP	LOC6542859|XP_001968623.1|DERE
OG0006924	LOC120414107|XP_039431065.1|CPIP	LOC6548269|XP_001973863.1|DERE
OG0006925	LOC120414109|XP_039431068.1|CPIP	LOC6554631|XP_026831514.1|DERE
OG0006926	LOC120420590|XP_039439600.1|CPIP	LOC6542079|XP_015015274.1|DERE
OG0006927	LOC120420624|XP_039439631.1|CPIP	LOC6542142|XP_001968415.1|DERE
OG0006928	LOC120420619|XP_039439626.1|CPIP	LOC6541684|XP_001968411.2|DERE
OG0006929	LOC120420131|XP_039439015.1|CPIP	LOC6542288|XP_001968115.1|DERE
OG0006930	LOC120420144|XP_039439037.1|CPIP	LOC6543475|XP_001968707.2|DERE
OG0006931	LOC120422727|XP_039442193.1|CPIP	LOC6541461|XP_001969766.1|DERE
OG0006932	LOC120422492|XP_039441885.1|CPIP	LOC6543056|XP_001969461.1|DERE
OG0006933	LOC120423268|XP_039442941.1|CPIP	LOC6542526|XP_001969457.1|DERE
OG0006934	LOC120416083|XP_039433700.1|CPIP	LOC6551920|XP_026832032.1|DERE
OG0006935	LOC120417360|XP_039435305.1|CPIP	LOC6541397|XP_015015364.1|DERE
OG0006936	LOC120417363|XP_039435308.1|CPIP	LOC6540848|XP_026835108.1|DERE
OG0006937	LOC120417352|XP_039435288.1|CPIP	LOC6541319|XP_001969429.1|DERE
OG0006938	LOC120417348|XP_039435284.1|CPIP	LOC6542074|XP_001969363.1|DERE
