Orthogroup	CPIP.longest_only	DALB.longest_only
OG0007513	LOC120415154|XP_039432523.1|CPIP	LOC117563569|XP_034097844.1|DALB
OG0007514	LOC120415099|XP_039432451.1|CPIP	LOC117568981|XP_034105835.1|DALB
OG0007515	LOC120412355|XP_039428703.1|CPIP	LOC117564024|XP_034098514.1|DALB
OG0007516	LOC120415101|XP_039432453.1|CPIP	LOC117565628|XP_034100729.1|DALB
OG0007517	LOC120415106|XP_039432458.1|CPIP	LOC117572635|XP_034111488.1|DALB
OG0007518	LOC120415143|XP_039432511.1|CPIP	LOC117572063|XP_034110532.1|DALB
OG0007519	LOC120425533|XP_039446022.1|CPIP	LOC117572242|XP_034110816.1|DALB
OG0007520	LOC120412760|XP_039429286.1|CPIP	LOC117577304|XP_034118169.1|DALB
OG0007521	LOC120415391|XP_039432849.1|CPIP	LOC117571916|XP_034110288.1|DALB
OG0007522	LOC120419150|XP_039437722.1|CPIP	LOC117578290|XP_034119621.1|DALB
OG0007523	LOC120412718|XP_039429236.1|CPIP	LOC117567447|XP_034103350.1|DALB
OG0007525	LOC120419304|XP_039437905.1|CPIP	LOC117565837|XP_034101039.1|DALB
OG0007526	LOC120430001|XP_039451033.1|CPIP	LOC117573757|XP_034113033.1|DALB
OG0007527	LOC120430727|XP_039451773.1|CPIP	LOC117567053|XP_034102672.1|DALB
OG0007528	LOC120415091|XP_039432444.1|CPIP	LOC117572673|XP_034111586.1|DALB
OG0007529	LOC120429848|XP_039450857.1|CPIP	LOC117569303|XP_034106305.1|DALB
OG0007530	LOC120429686|XP_039450655.1|CPIP	LOC117573937|XP_034113354.1|DALB
OG0007531	LOC120429117|XP_039450235.1|CPIP	LOC117566737|XP_034102171.1|DALB
OG0007532	LOC120428784|XP_039449809.1|CPIP	LOC117567800|XP_034103924.1|DALB
OG0007534	LOC120429667|XP_039450633.1|CPIP	LOC117568062|XP_034104310.1|DALB
OG0007535	LOC120426730|XP_039447437.1|CPIP	LOC117568887|XP_034105678.1|DALB
OG0007536	LOC120415371|XP_039432827.1|CPIP	LOC117573807|XP_034113109.1|DALB
OG0007537	LOC120415418|XP_039432881.1|CPIP	LOC117567644|XP_034103641.1|DALB
OG0007538	LOC120415429|XP_039432905.1|CPIP	LOC117571692|XP_034109874.1|DALB
OG0007539	LOC120415414|XP_039432877.1|CPIP	LOC117563511|XP_034097778.1|DALB
OG0007540	LOC120415411|XP_039432873.1|CPIP	LOC117576530|XP_034117244.1|DALB
OG0007541	LOC120415394|XP_039432854.1|CPIP	LOC117567371|XP_034103205.1|DALB
OG0007542	LOC120415352|XP_039432774.1|CPIP	LOC117568136|XP_034104435.1|DALB
OG0007543	LOC120420332|XP_039439261.1|CPIP	LOC117573181|XP_034112048.1|DALB
OG0007544	LOC120429986|XP_039451011.1|CPIP	LOC117567999|XP_034104208.1|DALB
OG0007545	LOC120419172|XP_039437759.1|CPIP, LOC120420330|XP_039439259.1|CPIP	LOC117565027|XP_034099865.1|DALB
OG0007546	LOC120428810|XP_039449845.1|CPIP	LOC117575771|XP_034116028.1|DALB
OG0007547	LOC120432666|XP_039453849.1|CPIP	LOC117570875|XP_034108659.1|DALB
OG0007548	LOC120412351|XP_039428698.1|CPIP	LOC117566968|XP_034102514.1|DALB
OG0007549	LOC120425248|XP_039445628.1|CPIP	LOC117567351|XP_034103175.1|DALB
OG0007550	LOC120425245|XP_039445614.1|CPIP	LOC117567732|XP_034103789.1|DALB
OG0007551	LOC120425963|XP_039446544.1|CPIP	LOC117572655|XP_034111536.1|DALB
OG0007552	LOC120425959|XP_039446540.1|CPIP	LOC117566205|XP_034101623.1|DALB
OG0007553	LOC120425961|XP_039446542.1|CPIP	LOC117564058|XP_034098571.1|DALB
OG0007554	LOC120421975|XP_039441219.1|CPIP	LOC117571911|XP_034110280.1|DALB
OG0007555	LOC120416836|XP_039434658.1|CPIP	LOC117567298|XP_034103071.1|DALB
OG0007556	LOC120416857|XP_039434688.1|CPIP	LOC117570791|XP_034108529.1|DALB
OG0007557	LOC120416814|XP_039434624.1|CPIP	LOC117569050|XP_034105943.1|DALB
OG0007558	LOC120416854|XP_039434678.1|CPIP	LOC117570958|XP_034108788.1|DALB
OG0007559	LOC120416839|XP_039434662.1|CPIP	LOC117565917|XP_034101176.1|DALB
OG0007560	LOC120416808|XP_039434615.1|CPIP	LOC117570495|XP_034108080.1|DALB
OG0007561	LOC120416848|XP_039434671.1|CPIP	LOC117570021|XP_034107328.1|DALB
OG0007562	LOC120428655|XP_039449636.1|CPIP	LOC117572466|XP_034111201.1|DALB
OG0007563	LOC120416989|XP_039434849.1|CPIP	LOC117567787|XP_034103900.1|DALB
OG0007564	LOC120417015|XP_039434885.1|CPIP	LOC117570035|XP_034107350.1|DALB
OG0007565	LOC120421866|XP_039441098.1|CPIP	LOC117573660|XP_034112879.1|DALB
OG0007566	LOC120421855|XP_039441079.1|CPIP	LOC117572793|XP_034111787.1|DALB
OG0007567	LOC120426912|XP_039447652.1|CPIP	LOC117574264|XP_034113890.1|DALB
OG0007568	LOC120426913|XP_039447653.1|CPIP	LOC117567753|XP_034103832.1|DALB
OG0007569	LOC120415858|XP_039433429.1|CPIP	LOC117572144|XP_034110675.1|DALB
OG0007570	LOC120415874|XP_039433444.1|CPIP	LOC117567276|XP_034103032.1|DALB
OG0007571	LOC120415859|XP_039433430.1|CPIP	LOC117567751|XP_034103831.1|DALB
OG0007572	LOC120420288|XP_039439221.1|CPIP	LOC117570132|XP_034107488.1|DALB
OG0007573	LOC120426514|XP_039447218.1|CPIP	LOC117571779|XP_034110028.1|DALB
OG0007574	LOC120426519|XP_039447221.1|CPIP	LOC117567464|XP_034103372.1|DALB
OG0007575	LOC120426498|XP_039447202.1|CPIP	LOC117566417|XP_034101835.1|DALB
OG0007576	LOC120415163|XP_039432532.1|CPIP	LOC117571585|XP_034109695.1|DALB
OG0007577	LOC120415183|XP_039432574.1|CPIP	LOC117566597|XP_034102033.1|DALB
OG0007578	LOC120415166|XP_039432538.1|CPIP	LOC117566249|XP_034101691.1|DALB
OG0007579	LOC120424720|XP_039444837.1|CPIP	LOC117572775|XP_034111762.1|DALB
OG0007580	LOC120424717|XP_039444834.1|CPIP	LOC117569488|XP_034106560.1|DALB
OG0007581	LOC120424721|XP_039444838.1|CPIP	LOC117563952|XP_034098416.1|DALB
OG0007582	LOC120424718|XP_039444835.1|CPIP	LOC117576399|XP_034117005.1|DALB
OG0007583	LOC120424722|XP_039444839.1|CPIP	LOC117570732|XP_034108445.1|DALB
OG0007584	LOC120418576|XP_039436955.1|CPIP	LOC117577598|XP_034118334.1|DALB
OG0007585	LOC120418580|XP_039436962.1|CPIP	LOC117568580|XP_034105202.1|DALB
OG0007586	LOC120431047|XP_039452136.1|CPIP	LOC117563914|XP_034098368.1|DALB
OG0007587	LOC120425092|XP_039445419.1|CPIP	LOC117568263|XP_034104642.1|DALB
OG0007588	LOC120421829|XP_039441039.1|CPIP	LOC117566043|XP_034101384.1|DALB
OG0007589	LOC120416366|XP_039434035.1|CPIP	LOC117572171|XP_034110715.1|DALB
OG0007590	LOC120421565|XP_039440726.1|CPIP	LOC117567474|XP_034103394.1|DALB
OG0007591	LOC120421578|XP_039440742.1|CPIP	LOC117570153|XP_034107511.1|DALB
OG0007592	LOC120428804|XP_039449838.1|CPIP	LOC117566690|XP_034102128.1|DALB
OG0007593	LOC120420319|XP_039439244.1|CPIP	LOC117578301|XP_034119641.1|DALB
OG0007594	LOC120427504|XP_039448292.1|CPIP	LOC117570154|XP_034107512.1|DALB
OG0007595	LOC120432585|XP_039453753.1|CPIP	LOC117569670|XP_034106808.1|DALB
OG0007596	LOC120432560|XP_039453722.1|CPIP	LOC117568180|XP_034104505.1|DALB
OG0007597	LOC120425837|XP_039446392.1|CPIP	LOC117572624|XP_034111471.1|DALB
OG0007598	LOC120421558|XP_039440718.1|CPIP	LOC117568074|XP_034104333.1|DALB
OG0007599	LOC120423744|XP_039443591.1|CPIP	LOC117570695|XP_034108389.1|DALB
OG0007600	LOC120423746|XP_039443594.1|CPIP	LOC117572489|XP_034111231.1|DALB
OG0007601	LOC120422235|XP_039441553.1|CPIP	LOC117571540|XP_034109622.1|DALB
OG0007602	LOC120422214|XP_039441533.1|CPIP	LOC117568294|XP_034104705.1|DALB
OG0007603	LOC120422205|XP_039441520.1|CPIP	LOC117569912|XP_034107143.1|DALB
OG0007604	LOC120416710|XP_039434460.1|CPIP	LOC117572024|XP_034110465.1|DALB
OG0007605	LOC120427875|XP_039448739.1|CPIP	LOC117567867|XP_034104023.1|DALB
OG0007606	LOC120427872|XP_039448735.1|CPIP	LOC117572603|XP_034111429.1|DALB
OG0007607	LOC120428928|XP_039450003.1|CPIP	LOC117574721|XP_034114535.1|DALB
OG0007608	LOC120423799|XP_039443653.1|CPIP	LOC117571817|XP_034110079.1|DALB
OG0007609	LOC120423793|XP_039443646.1|CPIP	LOC117568381|XP_034104885.1|DALB
OG0007610	LOC120423911|XP_039443826.1|CPIP	LOC117570658|XP_034108334.1|DALB
OG0007611	LOC120423878|XP_039443762.1|CPIP	LOC117573220|XP_034112131.1|DALB
OG0007612	LOC120423880|XP_039443773.1|CPIP	LOC117566862|XP_034102347.1|DALB
OG0007613	LOC120423891|XP_039443801.1|CPIP	LOC117568754|XP_034105471.1|DALB
OG0007614	LOC120423685|XP_039443512.1|CPIP	LOC117571602|XP_034109709.1|DALB
OG0007615	LOC120423692|XP_039443521.1|CPIP	LOC117567584|XP_034103556.1|DALB
OG0007616	LOC120423688|XP_039443514.1|CPIP	LOC117573824|XP_034113142.1|DALB
OG0007617	LOC120423686|XP_039443513.1|CPIP	LOC117569173|XP_034106130.1|DALB
OG0007618	LOC120423684|XP_039443511.1|CPIP	LOC117568059|XP_034104303.1|DALB
OG0007619	LOC120423691|XP_039443519.1|CPIP	LOC117567315|XP_034103097.1|DALB
OG0007620	LOC120423707|XP_039443546.1|CPIP	LOC117567972|XP_034104173.1|DALB
OG0007621	LOC120423893|XP_039443807.1|CPIP	LOC117567003|XP_034102574.1|DALB
OG0007622	LOC120429113|XP_039450218.1|CPIP	LOC117570216|XP_034107602.1|DALB
OG0007623	LOC120429111|XP_039450209.1|CPIP	LOC117572394|XP_034111060.1|DALB
OG0007624	LOC120429125|XP_039450250.1|CPIP	LOC117571803|XP_034110061.1|DALB
OG0007625	LOC120429119|XP_039450242.1|CPIP	LOC117567108|XP_034102780.1|DALB
OG0007626	LOC120428266|XP_039449192.1|CPIP	LOC117572614|XP_034111456.1|DALB
OG0007627	LOC120428255|XP_039449179.1|CPIP	LOC117572613|XP_034111455.1|DALB
OG0007628	LOC120415070|XP_039432398.1|CPIP	LOC117573253|XP_034112224.1|DALB
OG0007629	LOC120420790|XP_039439837.1|CPIP	LOC117571510|XP_034109574.1|DALB
OG0007630	LOC120429171|XP_039450317.1|CPIP	LOC117575119|XP_034115109.1|DALB
OG0007631	LOC120421421|XP_039440569.1|CPIP	LOC117573410|XP_034112504.1|DALB
OG0007632	LOC120420812|XP_039439866.1|CPIP	LOC117567520|XP_034103457.1|DALB
OG0007633	LOC120423670|XP_039443490.1|CPIP	LOC117563235|XP_034097329.1|DALB
OG0007634	LOC120429872|XP_039450884.1|CPIP, LOC120413601|XP_039430442.1|CPIP	LOC117576771|XP_034117713.1|DALB
OG0007635	LOC120424364|XP_039444393.1|CPIP	LOC117565368|XP_034100323.1|DALB
OG0007638	LOC120427292|XP_039448078.1|CPIP	LOC117566571|XP_034102004.1|DALB
OG0007639	LOC120418877|XP_039437344.1|CPIP	LOC117577542|XP_034118261.1|DALB
OG0007640	LOC120428888|XP_039449961.1|CPIP	LOC117571338|XP_034109322.1|DALB
OG0007641	LOC120424396|XP_039444428.1|CPIP	LOC117573802|XP_034113102.1|DALB
OG0007651	LOC120416408|XP_039434093.1|CPIP, LOC120416409|XP_039434094.1|CPIP	LOC117577797|XP_034118616.1|DALB
OG0007664	LOC120432210|XP_039453304.1|CPIP	LOC117576308|XP_034116854.1|DALB
OG0007665	LOC120421060|XP_039440139.1|CPIP	LOC117563452|XP_034097731.1|DALB
OG0007666	LOC120422064|XP_039441334.1|CPIP	LOC117569873|XP_034107106.1|DALB
OG0007667	LOC120421078|XP_039440157.1|CPIP	LOC117578115|XP_034119190.1|DALB
OG0007668	LOC120415081|XP_039432417.1|CPIP	LOC117563350|XP_034097527.1|DALB
OG0007669	LOC120432337|XP_039453459.1|CPIP	LOC117565018|XP_034099857.1|DALB
OG0007670	LOC120432336|XP_039453458.1|CPIP	LOC117565007|XP_034099846.1|DALB
OG0007671	LOC120415059|XP_039432379.1|CPIP	LOC117569032|XP_034105924.1|DALB
OG0007672	LOC120413709|XP_039430564.1|CPIP	LOC117577672|XP_034118451.1|DALB
OG0007674	LOC120418098|XP_039436300.1|CPIP	LOC117563280|XP_034097442.1|DALB
OG0007675	LOC120418104|XP_039436308.1|CPIP	LOC117563635|XP_034097936.1|DALB
OG0007676	LOC120418120|XP_039436332.1|CPIP	LOC117566938|XP_034102463.1|DALB
OG0007677	LOC120418127|XP_039436338.1|CPIP	LOC117577803|XP_034118625.1|DALB
OG0007678	LOC120432216|XP_039453315.1|CPIP	LOC117577688|XP_034118478.1|DALB
OG0007679	LOC120432327|XP_039453446.1|CPIP	LOC117578334|XP_034119690.1|DALB
OG0007681	LOC120413734|XP_039430594.1|CPIP	LOC117576830|XP_034117795.1|DALB
OG0007682	LOC120421044|XP_039440121.1|CPIP	LOC117575203|XP_034115215.1|DALB
OG0007683	LOC120421045|XP_039440122.1|CPIP	LOC117578230|XP_034119504.1|DALB
OG0007684	LOC120429210|XP_039450362.1|CPIP	LOC117577808|XP_034118630.1|DALB
OG0007685	LOC120412427|XP_039428823.1|CPIP	LOC117563487|XP_034097790.1|DALB
OG0007686	LOC120430764|XP_039451812.1|CPIP	LOC117563391|XP_034097618.1|DALB
OG0007687	LOC120430936|XP_039451990.1|CPIP	LOC117576876|XP_034117916.1|DALB
OG0007689	LOC120429176|XP_039450323.1|CPIP	LOC117577549|XP_034118271.1|DALB
OG0007690	LOC120416385|XP_039434053.1|CPIP	LOC117577899|XP_034118773.1|DALB
OG0007691	LOC120419701|XP_039438422.1|CPIP	LOC117573625|XP_034112818.1|DALB
OG0007692	LOC120417678|XP_039435745.1|CPIP	LOC117577555|XP_034118278.1|DALB
OG0007693	LOC120417680|XP_039435747.1|CPIP	LOC117570577|XP_034108217.1|DALB
OG0007694	LOC120422473|XP_039441862.1|CPIP	LOC117572804|XP_034111796.1|DALB
OG0007695	LOC120424285|XP_039444290.1|CPIP	LOC117569842|XP_034107064.1|DALB
OG0007696	LOC120415054|XP_039432369.1|CPIP	LOC117571051|XP_034108910.1|DALB
OG0007697	LOC120431137|XP_039452218.1|CPIP	LOC117569401|XP_034106427.1|DALB
OG0007698	LOC120431201|XP_039452279.1|CPIP	LOC117565223|XP_034100160.1|DALB
OG0007699	LOC120422535|XP_039441931.1|CPIP	LOC117577546|XP_034118267.1|DALB
OG0007700	LOC120422528|XP_039441922.1|CPIP	LOC117570863|XP_034108644.1|DALB
OG0007701	LOC120422526|XP_039441918.1|CPIP	LOC117569550|XP_034106652.1|DALB
OG0007702	LOC120424293|XP_039444309.1|CPIP	LOC117577636|XP_034118396.1|DALB
OG0007703	LOC120420186|XP_039439102.1|CPIP	LOC117571400|XP_034109421.1|DALB
OG0007704	LOC120422461|XP_039441838.1|CPIP	LOC117575602|XP_034115762.1|DALB
OG0007705	LOC120422443|XP_039441820.1|CPIP	LOC117578188|XP_034119440.1|DALB
OG0007706	LOC120420220|XP_039439142.1|CPIP	LOC117575518|XP_034115659.1|DALB
OG0007707	LOC120420252|XP_039439178.1|CPIP	LOC117574714|XP_034114530.1|DALB
OG0007708	LOC120416886|XP_039434713.1|CPIP	LOC117574698|XP_034114544.1|DALB
OG0007709	LOC120413339|XP_039430049.1|CPIP	LOC117577723|XP_034118521.1|DALB
OG0007710	LOC120412706|XP_039429220.1|CPIP	LOC117575849|XP_034116161.1|DALB
OG0007711	LOC120412954|XP_039429532.1|CPIP	LOC117567264|XP_034103019.1|DALB
OG0007712	LOC120432603|XP_039453786.1|CPIP	LOC117575639|XP_034115821.1|DALB
OG0007713	LOC120413005|XP_039429591.1|CPIP	LOC117578124|XP_034119202.1|DALB
OG0007714	LOC120412406|XP_039428805.1|CPIP	LOC117578229|XP_034119498.1|DALB
OG0007715	LOC120432339|XP_039453464.1|CPIP	LOC117577908|XP_034118796.1|DALB
OG0007716	LOC120421425|XP_039440571.1|CPIP	LOC117577737|XP_034118536.1|DALB
OG0007717	LOC120417022|XP_039434895.1|CPIP	LOC117573891|XP_034113283.1|DALB
OG0007719	LOC120428373|XP_039449338.1|CPIP	LOC117568249|XP_034104624.1|DALB
OG0007720	LOC120426047|XP_039446701.1|CPIP	LOC117571743|XP_034109974.1|DALB
OG0007721	LOC120415177|XP_039432603.1|CPIP	LOC117574014|XP_034113494.1|DALB
OG0007722	LOC120413640|XP_039430525.1|CPIP	LOC117567752|XP_034103835.1|DALB
OG0007723	LOC120429012|XP_039450115.1|CPIP	LOC117577580|XP_034118315.1|DALB
OG0007724	LOC120423411|XP_039443183.1|CPIP	LOC117566214|XP_034101648.1|DALB
OG0007725	LOC120413343|XP_039430056.1|CPIP	LOC117574929|XP_034114908.1|DALB
OG0007726	LOC120424698|XP_039444811.1|CPIP	LOC117576552|XP_034117328.1|DALB
OG0007727	LOC120424692|XP_039444805.1|CPIP	LOC117577773|XP_034118584.1|DALB
OG0007728	LOC120424529|XP_039444622.1|CPIP	LOC117570721|XP_034108428.1|DALB
OG0007729	LOC120424532|XP_039444627.1|CPIP	LOC117578071|XP_034119103.1|DALB
OG0007730	LOC120416906|XP_039434739.1|CPIP	LOC117575503|XP_034115641.1|DALB
OG0007731	LOC120430987|XP_039452086.1|CPIP	LOC117568916|XP_034105713.1|DALB
OG0007732	LOC120413291|XP_039429981.1|CPIP	LOC117565051|XP_034099888.1|DALB
OG0007733	LOC120413161|XP_039429807.1|CPIP	LOC117567282|XP_034103043.1|DALB
OG0007734	LOC120432278|XP_039453402.1|CPIP	LOC117567237|XP_034102966.1|DALB
OG0007735	LOC120426602|XP_039447329.1|CPIP	LOC117577633|XP_034118392.1|DALB
OG0007736	LOC120414524|XP_039431666.1|CPIP	LOC117563376|XP_034097575.1|DALB
OG0007738	LOC120414170|XP_039431162.1|CPIP	LOC117573294|XP_034112289.1|DALB
OG0007739	LOC120419613|XP_039438286.1|CPIP	LOC117578138|XP_034119242.1|DALB
OG0007740	LOC120419627|XP_039438315.1|CPIP	LOC117568674|XP_034105374.1|DALB
OG0007741	LOC120417756|XP_039435845.1|CPIP	LOC117578056|XP_034119080.1|DALB
OG0007742	LOC120432667|XP_039453854.1|CPIP	LOC117576037|XP_034116454.1|DALB
OG0007743	LOC120428363|XP_039449301.1|CPIP	LOC117575230|XP_034115251.1|DALB
OG0007744	LOC120422227|XP_039441583.1|CPIP	LOC117569745|XP_034106923.1|DALB
OG0007746	LOC120426471|XP_039447168.1|CPIP	LOC117574645|XP_034114435.1|DALB
OG0007747	LOC120413292|XP_039429980.1|CPIP	LOC117577544|XP_034118263.1|DALB
OG0007748	LOC120413272|XP_039429935.1|CPIP	LOC117578048|XP_034119058.1|DALB
OG0007749	LOC120423866|XP_039443748.1|CPIP	LOC117578152|XP_034119262.1|DALB
OG0007750	LOC120423870|XP_039443752.1|CPIP, LOC120420772|XP_039439853.1|CPIP	LOC117574424|XP_034114153.1|DALB
OG0007751	LOC120430115|XP_039451133.1|CPIP	LOC117566218|XP_034101653.1|DALB
OG0007752	LOC120425535|XP_039446029.1|CPIP	LOC117578116|XP_034119192.1|DALB
OG0007753	LOC120416279|XP_039433927.1|CPIP	LOC117578182|XP_034119386.1|DALB
OG0007754	LOC120418065|XP_039436257.1|CPIP	LOC117567198|XP_034102921.1|DALB
OG0007755	LOC120414210|XP_039431244.1|CPIP	LOC117567189|XP_034102910.1|DALB
OG0007756	LOC120419885|XP_039438684.1|CPIP, LOC120418087|XP_039436289.1|CPIP	LOC117566873|XP_034102374.1|DALB
OG0007757	LOC120419905|XP_039438707.1|CPIP	LOC117568881|XP_034105675.1|DALB
OG0007758	LOC120419890|XP_039438692.1|CPIP	LOC117564785|XP_034099584.1|DALB
OG0007760	LOC120428463|XP_039449410.1|CPIP	LOC117569235|XP_034106202.1|DALB
OG0007761	LOC120426438|XP_039447136.1|CPIP	LOC117572395|XP_034111066.1|DALB
OG0007762	LOC120426431|XP_039447128.1|CPIP	LOC117574205|XP_034113804.1|DALB
OG0007763	LOC120426439|XP_039447137.1|CPIP	LOC117566223|XP_034101659.1|DALB
OG0007764	LOC120426430|XP_039447125.1|CPIP	LOC117563360|XP_034097545.1|DALB
OG0007765	LOC120426447|XP_039447140.1|CPIP	LOC117578067|XP_034119098.1|DALB
OG0007766	LOC120426424|XP_039447116.1|CPIP	LOC117575178|XP_034115179.1|DALB
OG0007767	LOC120424148|XP_039444126.1|CPIP	LOC117573126|XP_034111941.1|DALB
OG0007768	LOC120431852|XP_039452912.1|CPIP	LOC117576413|XP_034117035.1|DALB
OG0007771	LOC120429691|XP_039450660.1|CPIP	LOC117564157|XP_034098713.1|DALB
OG0007772	LOC120425008|XP_039445313.1|CPIP	LOC117566012|XP_034101328.1|DALB
OG0007773	LOC120425482|XP_039445953.1|CPIP	LOC117565175|XP_034100058.1|DALB
OG0007775	LOC120425624|XP_039446141.1|CPIP	LOC117564008|XP_034098494.1|DALB
OG0007776	LOC120425635|XP_039446152.1|CPIP	LOC117577610|XP_034118348.1|DALB
OG0007777	LOC120431415|XP_039452470.1|CPIP	LOC117564291|XP_034098884.1|DALB
OG0007778	LOC120427650|XP_039448463.1|CPIP	LOC117576372|XP_034116962.1|DALB
OG0007780	LOC120428525|XP_039449488.1|CPIP	LOC117567468|XP_034103383.1|DALB
OG0007781	LOC120413004|XP_039429588.1|CPIP	LOC117568613|XP_034105269.1|DALB
OG0007782	LOC120429010|XP_039450082.1|CPIP	LOC117570220|XP_034107648.1|DALB
OG0007788	LOC120425477|XP_039445946.1|CPIP	LOC117576776|XP_034117720.1|DALB
OG0007789	LOC120431710|XP_039452766.1|CPIP	LOC117573434|XP_034112540.1|DALB
OG0007790	LOC120431864|XP_039452933.1|CPIP	LOC117576801|XP_034117751.1|DALB
OG0007791	LOC120423859|XP_039443746.1|CPIP	LOC117576748|XP_034117673.1|DALB
OG0007792	LOC120423835|XP_039443714.1|CPIP	LOC117574515|XP_034114269.1|DALB
OG0007794	LOC120417203|XP_039435103.1|CPIP	LOC117578315|XP_034119661.1|DALB
OG0007795	LOC120430959|XP_039452023.1|CPIP	LOC117572601|XP_034111417.1|DALB
OG0007796	LOC120425733|XP_039446270.1|CPIP	LOC117573662|XP_034112881.1|DALB
OG0007797	LOC120423295|XP_039442993.1|CPIP	LOC117574597|XP_034114373.1|DALB
OG0007798	LOC120423294|XP_039442991.1|CPIP	LOC117574599|XP_034114377.1|DALB
OG0007800	LOC120426742|XP_039447454.1|CPIP	LOC117574746|XP_034114574.1|DALB
OG0007802	LOC120415992|XP_039433583.1|CPIP	LOC117576952|XP_034118006.1|DALB
OG0007803	LOC120422571|XP_039441989.1|CPIP	LOC117573433|XP_034112539.1|DALB
OG0007804	LOC120430217|XP_039451226.1|CPIP	LOC117577779|XP_034118589.1|DALB
OG0007805	LOC120430222|XP_039451235.1|CPIP	LOC117577784|XP_034118600.1|DALB
OG0007806	LOC120430221|XP_039451234.1|CPIP	LOC117577781|XP_034118596.1|DALB
OG0007807	LOC120414914|XP_039432181.1|CPIP, LOC120417480|XP_039435490.1|CPIP, LOC120417479|XP_039435489.1|CPIP, LOC120417478|XP_039435488.1|CPIP, LOC120425744|XP_039446285.1|CPIP, LOC120416438|XP_039434129.1|CPIP, LOC120425743|XP_039446284.1|CPIP	LOC117565585|XP_034100673.1|DALB
OG0007808	LOC120423723|XP_039443562.1|CPIP	LOC117575408|XP_034115478.1|DALB
OG0007809	LOC120428284|XP_039449211.1|CPIP	LOC117577974|XP_034118946.1|DALB
OG0007810	LOC120428287|XP_039449213.1|CPIP	LOC117563688|XP_034098011.1|DALB
OG0007812	LOC120418356|XP_039436643.1|CPIP	LOC117567038|XP_034102642.1|DALB
OG0007813	LOC120431840|XP_039452905.1|CPIP	LOC117574130|XP_034113679.1|DALB
OG0007814	LOC120421190|XP_039440328.1|CPIP	LOC117564392|XP_034099006.1|DALB
OG0007815	LOC120424262|XP_039444258.1|CPIP	LOC117565331|XP_034100272.1|DALB
OG0007816	LOC120427406|XP_039448201.1|CPIP	LOC117571504|XP_034109563.1|DALB
OG0007817	LOC120427405|XP_039448200.1|CPIP	LOC117574707|XP_034114511.1|DALB
OG0007818	LOC120427156|XP_039447947.1|CPIP	LOC117573482|XP_034112599.1|DALB
OG0007819	LOC120421191|XP_039440329.1|CPIP	LOC117565478|XP_034100476.1|DALB
OG0007820	LOC120420713|XP_039439742.1|CPIP	LOC117576531|XP_034117245.1|DALB
OG0007821	LOC120420733|XP_039439762.1|CPIP	LOC117574857|XP_034114764.1|DALB
OG0007822	LOC120420732|XP_039439761.1|CPIP	LOC117574856|XP_034114763.1|DALB
OG0007823	LOC120420718|XP_039439750.1|CPIP	LOC117575874|XP_034116195.1|DALB
OG0007824	LOC120420721|XP_039439753.1|CPIP	LOC117574870|XP_034114779.1|DALB
OG0007825	LOC120414293|XP_039431363.1|CPIP	LOC117573951|XP_034113368.1|DALB
OG0007826	LOC120422546|XP_039441947.1|CPIP	LOC117575864|XP_034116176.1|DALB
OG0007827	LOC120431640|XP_039452682.1|CPIP	LOC117578089|XP_034119145.1|DALB
OG0007828	LOC120422325|XP_039441653.1|CPIP	LOC117567192|XP_034102912.1|DALB
OG0007830	LOC120430092|XP_039451113.1|CPIP, LOC120424333|XP_039444358.1|CPIP	LOC117575467|XP_034115573.1|DALB
OG0007831	LOC120421186|XP_039440321.1|CPIP	LOC117578175|XP_034119357.1|DALB
OG0007832	LOC120427413|XP_039448211.1|CPIP	LOC117568591|XP_034105228.1|DALB
OG0007833	LOC120427403|XP_039448198.1|CPIP	LOC117566274|XP_034101699.1|DALB
OG0007834	LOC120417014|XP_039434888.1|CPIP	LOC117575528|XP_034115667.1|DALB
OG0007835	LOC120415630|XP_039433164.1|CPIP	LOC117574325|XP_034114026.1|DALB
OG0007836	LOC120415785|XP_039433350.1|CPIP	LOC117575895|XP_034116229.1|DALB
OG0007837	LOC120430150|XP_039451168.1|CPIP	LOC117573445|XP_034112557.1|DALB
OG0007838	LOC120428854|XP_039449910.1|CPIP	LOC117574749|XP_034114580.1|DALB
OG0007839	LOC120430275|XP_039451301.1|CPIP	LOC117563588|XP_034097868.1|DALB
OG0007840	LOC120423556|XP_039443338.1|CPIP	LOC117576769|XP_034117711.1|DALB
OG0007841	LOC120431390|XP_039452454.1|CPIP, LOC120430168|XP_039451181.1|CPIP	LOC117573716|XP_034112976.1|DALB
OG0007842	LOC120424276|XP_039444273.1|CPIP	LOC117573652|XP_034112866.1|DALB
OG0007843	LOC120424267|XP_039444263.1|CPIP	LOC117573577|XP_034112756.1|DALB
OG0007846	LOC120424856|XP_039445042.1|CPIP	LOC117569171|XP_034106133.1|DALB
OG0007847	LOC120427163|XP_039447955.1|CPIP	LOC117576518|XP_034117218.1|DALB
OG0007848	LOC120428710|XP_039449715.1|CPIP	LOC117573480|XP_034112598.1|DALB
OG0007849	LOC120428705|XP_039449711.1|CPIP	LOC117573794|XP_034113093.1|DALB
OG0007850	LOC120428704|XP_039449710.1|CPIP	LOC117573793|XP_034113091.1|DALB
OG0007851	LOC120428708|XP_039449713.1|CPIP	LOC117576145|XP_034116603.1|DALB
