Orthogroup	CPIP.longest_only	SLEB.longest_only
OG0007233	LOC120419095|XP_039437621.1|CPIP	LOC115622554|XP_030372383.1|SLEB
OG0007234	LOC120419112|XP_039437642.1|CPIP	LOC115623068|XP_030373122.1|SLEB
OG0007235	LOC120419100|XP_039437625.1|CPIP	LOC115622312|XP_030372078.1|SLEB
OG0007236	LOC120432169|XP_039453239.1|CPIP	LOC115624153|XP_030374610.1|SLEB
OG0007237	LOC120432171|XP_039453242.1|CPIP	LOC115624091|XP_030374541.1|SLEB
OG0007238	LOC120420315|XP_039439241.1|CPIP	LOC115627996|XP_030379753.1|SLEB
OG0007239	LOC120432384|XP_039453511.1|CPIP	LOC115625210|XP_030376039.1|SLEB
OG0007240	LOC120432404|XP_039453541.1|CPIP	LOC115623755|XP_030374150.1|SLEB
OG0007241	LOC120423976|XP_039443905.1|CPIP	LOC115629896|XP_030382356.1|SLEB
OG0007242	LOC120423534|XP_039443318.1|CPIP	LOC115629895|XP_030382353.1|SLEB
OG0007243	LOC120423524|XP_039443308.1|CPIP	LOC115627359|XP_030378868.1|SLEB
OG0007244	LOC120423571|XP_039443366.1|CPIP	LOC115623964|XP_030374392.1|SLEB
OG0007245	LOC120414982|XP_039432266.1|CPIP	LOC115621861|XP_030371540.1|SLEB
OG0007246	LOC120414558|XP_039431713.1|CPIP	LOC115620907|XP_030370260.1|SLEB
OG0007247	LOC120413751|XP_039430620.1|CPIP	LOC115623570|XP_030373831.1|SLEB
OG0007248	LOC120414404|XP_039431521.1|CPIP	LOC115629683|XP_030382065.1|SLEB
OG0007249	LOC120414967|XP_039432236.1|CPIP	LOC115629755|XP_030382157.1|SLEB
OG0007250	LOC120414095|XP_039431060.1|CPIP	LOC115629492|XP_030381826.1|SLEB
OG0007251	LOC120414949|XP_039432217.1|CPIP	LOC115623351|XP_030373495.1|SLEB
OG0007252	LOC120415165|XP_039432542.1|CPIP	LOC115625485|XP_030376394.1|SLEB
OG0007253	LOC120414623|XP_039431793.1|CPIP	LOC115622762|XP_030372677.1|SLEB
OG0007254	LOC120419230|XP_039437820.1|CPIP	LOC115623930|XP_030374349.1|SLEB
OG0007255	LOC120419244|XP_039437831.1|CPIP	LOC115627810|XP_030379500.1|SLEB
OG0007256	LOC120419241|XP_039437829.1|CPIP	LOC115625293|XP_030376167.1|SLEB
OG0007257	LOC120419236|XP_039437827.1|CPIP	LOC115623689|XP_030374020.1|SLEB
OG0007258	LOC120431627|XP_039452671.1|CPIP	LOC115623692|XP_030374024.1|SLEB
OG0007259	LOC120427912|XP_039448786.1|CPIP	LOC115628702|XP_030380743.1|SLEB
OG0007260	LOC120427918|XP_039448790.1|CPIP	LOC115627147|XP_030378585.1|SLEB
OG0007261	LOC120427920|XP_039448793.1|CPIP	LOC115630133|XP_030382614.1|SLEB
OG0007262	LOC120417051|XP_039434938.1|CPIP	LOC115627172|XP_030378626.1|SLEB
OG0007263	LOC120417049|XP_039434936.1|CPIP	LOC115627843|XP_030379559.1|SLEB
OG0007264	LOC120417045|XP_039434927.1|CPIP	LOC115622829|XP_030372767.1|SLEB
OG0007265	LOC120423847|XP_039443731.1|CPIP	LOC115629831|XP_030382268.1|SLEB, LOC115633319|XP_030386609.1|SLEB
OG0007266	LOC120419104|XP_039437630.1|CPIP	LOC115620642|XP_030369842.1|SLEB
OG0007267	LOC120417148|XP_039435067.1|CPIP	LOC115623399|XP_030373568.1|SLEB
OG0007268	LOC120417156|XP_039435073.1|CPIP	LOC115626312|XP_030377510.1|SLEB
OG0007269	LOC120415944|XP_039433521.1|CPIP, LOC120417168|XP_039435084.1|CPIP	LOC115627933|XP_030379686.1|SLEB
OG0007270	LOC120415953|XP_039433529.1|CPIP	LOC115621574|XP_030371122.1|SLEB
OG0007271	LOC120415899|XP_039433475.1|CPIP	LOC115623734|XP_030374104.1|SLEB
OG0007272	LOC120415902|XP_039433477.1|CPIP	LOC115628378|XP_030380319.1|SLEB
OG0007273	LOC120415921|XP_039433500.1|CPIP	LOC115623722|XP_030374064.1|SLEB
OG0007274	LOC120415927|XP_039433507.1|CPIP	LOC115625489|XP_030376399.1|SLEB
OG0007275	LOC120415912|XP_039433493.1|CPIP	LOC115632262|XP_030385198.1|SLEB
OG0007276	LOC120415911|XP_039433490.1|CPIP	LOC115632973|XP_030386142.1|SLEB
OG0007277	LOC120415908|XP_039433487.1|CPIP	LOC115624691|XP_030375359.1|SLEB
OG0007278	LOC120415898|XP_039433474.1|CPIP	LOC115622641|XP_030372509.1|SLEB
OG0007279	LOC120415897|XP_039433472.1|CPIP	LOC115622498|XP_030372304.1|SLEB
OG0007280	LOC120415895|XP_039433471.1|CPIP	LOC115622590|XP_030372445.1|SLEB
OG0007281	LOC120420939|XP_039440006.1|CPIP	LOC115623452|XP_030373668.1|SLEB
OG0007282	LOC120420938|XP_039440005.1|CPIP	LOC115623451|XP_030373667.1|SLEB
OG0007283	LOC120420935|XP_039440003.1|CPIP	LOC115625468|XP_030376377.1|SLEB
OG0007284	LOC120429833|XP_039450831.1|CPIP	LOC115621483|XP_030371003.1|SLEB
OG0007285	LOC120429832|XP_039450830.1|CPIP	LOC115629729|XP_030382122.1|SLEB
OG0007286	LOC120429827|XP_039450822.1|CPIP	LOC115629723|XP_030382107.1|SLEB
OG0007287	LOC120429835|XP_039450833.1|CPIP	LOC115631532|XP_030384165.1|SLEB
OG0007288	LOC120429830|XP_039450823.1|CPIP	LOC115629790|XP_030382205.1|SLEB
OG0007289	LOC120417508|XP_039435520.1|CPIP	LOC115629341|XP_030381649.1|SLEB
OG0007290	LOC120417542|XP_039435558.1|CPIP	LOC115624392|XP_030374964.1|SLEB
OG0007291	LOC120425868|XP_039446424.1|CPIP	LOC115625150|XP_030375934.1|SLEB
OG0007292	LOC120425869|XP_039446425.1|CPIP	LOC115629258|XP_030381539.1|SLEB
OG0007293	LOC120417343|XP_039435279.1|CPIP	LOC115625185|XP_030376009.1|SLEB
OG0007295	LOC120418767|XP_039437178.1|CPIP	LOC115624213|XP_030374684.1|SLEB
OG0007296	LOC120413782|XP_039430660.1|CPIP	LOC115620651|XP_030369858.1|SLEB
OG0007297	LOC120413805|XP_039430696.1|CPIP	LOC115624319|XP_030374810.1|SLEB
OG0007298	LOC120413809|XP_039430698.1|CPIP	LOC115625215|XP_030376045.1|SLEB
OG0007299	LOC120413744|XP_039430603.1|CPIP	LOC115624271|XP_030374758.1|SLEB
OG0007300	LOC120413803|XP_039430694.1|CPIP	LOC115623691|XP_030374023.1|SLEB
OG0007301	LOC120413763|XP_039430631.1|CPIP	LOC115625050|XP_030375762.1|SLEB
OG0007302	LOC120422478|XP_039441869.1|CPIP	LOC115624290|XP_030374774.1|SLEB
OG0007303	LOC120420873|XP_039439927.1|CPIP, LOC120417445|XP_039435423.1|CPIP	LOC115628745|XP_030380811.1|SLEB
OG0007304	LOC120422603|XP_039442028.1|CPIP	LOC115625843|XP_030376905.1|SLEB
OG0007305	LOC120414831|XP_039432092.1|CPIP	LOC115622907|XP_030372890.1|SLEB
OG0007306	LOC120414830|XP_039432091.1|CPIP	LOC115622849|XP_030372791.1|SLEB
OG0007307	LOC120414803|XP_039432053.1|CPIP	LOC115625048|XP_030375760.1|SLEB
OG0007308	LOC120414847|XP_039432106.1|CPIP	LOC115620326|XP_030369380.1|SLEB
OG0007309	LOC120414838|XP_039432098.1|CPIP	LOC115625268|XP_030376131.1|SLEB
OG0007310	LOC120414794|XP_039432039.1|CPIP	LOC115625143|XP_030375922.1|SLEB
OG0007311	LOC120414843|XP_039432100.1|CPIP	LOC115625596|XP_030376576.1|SLEB
OG0007312	LOC120414810|XP_039432065.1|CPIP	LOC115621404|XP_030370911.1|SLEB
OG0007313	LOC120413927|XP_039430850.1|CPIP	LOC115626763|XP_030378080.1|SLEB
OG0007314	LOC120413979|XP_039430921.1|CPIP	LOC115630022|XP_030382519.1|SLEB
OG0007315	LOC120413919|XP_039430827.1|CPIP	LOC115626966|XP_030378340.1|SLEB
OG0007316	LOC120413908|XP_039430818.1|CPIP	LOC115623564|XP_030373821.1|SLEB
OG0007317	LOC120413968|XP_039430909.1|CPIP	LOC115623348|XP_030373490.1|SLEB
OG0007318	LOC120413955|XP_039430893.1|CPIP	LOC115623347|XP_030373485.1|SLEB
OG0007319	LOC120413046|XP_039429672.1|CPIP	LOC115622212|XP_030371967.1|SLEB
OG0007320	LOC120413055|XP_039429693.1|CPIP	LOC115631679|XP_030384353.1|SLEB
OG0007321	LOC120413070|XP_039429707.1|CPIP	LOC115627743|XP_030379378.1|SLEB
OG0007322	LOC120413053|XP_039429684.1|CPIP	LOC115628690|XP_030380725.1|SLEB
OG0007323	LOC120413074|XP_039429710.1|CPIP	LOC115629727|XP_030382120.1|SLEB
OG0007324	LOC120412961|XP_039429539.1|CPIP	LOC115625042|XP_030375751.1|SLEB
OG0007325	LOC120412988|XP_039429572.1|CPIP	LOC115621987|XP_030371700.1|SLEB
OG0007326	LOC120412942|XP_039429513.1|CPIP	LOC115625186|XP_030376011.1|SLEB
OG0007327	LOC120412984|XP_039429567.1|CPIP	LOC115632428|XP_030385429.1|SLEB
OG0007328	LOC120412949|XP_039429523.1|CPIP	LOC115620861|XP_030370182.1|SLEB
OG0007329	LOC120413007|XP_039429590.1|CPIP	LOC115624329|XP_030374817.1|SLEB
OG0007331	LOC120414381|XP_039431485.1|CPIP	LOC115627008|XP_030378386.1|SLEB
OG0007332	LOC120414375|XP_039431477.1|CPIP	LOC115627025|XP_030378413.1|SLEB
OG0007333	LOC120417908|XP_039436071.1|CPIP	LOC115625309|XP_030376188.1|SLEB
OG0007334	LOC120417903|XP_039436067.1|CPIP	LOC115624185|XP_030374641.1|SLEB
OG0007335	LOC120419331|XP_039437934.1|CPIP	LOC115623269|XP_030373405.1|SLEB
OG0007337	LOC120419363|XP_039437966.1|CPIP	LOC115632241|XP_030385163.1|SLEB
OG0007338	LOC120414013|XP_039430963.1|CPIP	LOC115632678|XP_030385771.1|SLEB
OG0007339	LOC120414011|XP_039430960.1|CPIP	LOC115624346|XP_030374857.1|SLEB
OG0007340	LOC120413993|XP_039430936.1|CPIP	LOC115623978|XP_030374409.1|SLEB
OG0007341	LOC120413989|XP_039430930.1|CPIP	LOC115625057|XP_030375781.1|SLEB
OG0007342	LOC120414006|XP_039430953.1|CPIP	LOC115620193|XP_030369184.1|SLEB
OG0007343	LOC120425925|XP_039446479.1|CPIP	LOC115625487|XP_030376396.1|SLEB
OG0007344	LOC120425924|XP_039446478.1|CPIP	LOC115631219|XP_030383785.1|SLEB
OG0007345	LOC120425927|XP_039446481.1|CPIP	LOC115625334|XP_030376219.1|SLEB
OG0007346	LOC120425931|XP_039446486.1|CPIP	LOC115628272|XP_030380156.1|SLEB
OG0007347	LOC120425934|XP_039446490.1|CPIP	LOC115626698|XP_030377986.1|SLEB
OG0007348	LOC120425941|XP_039446508.1|CPIP	LOC115626695|XP_030377983.1|SLEB
OG0007349	LOC120425937|XP_039446502.1|CPIP, LOC120425661|XP_039446175.1|CPIP	LOC115626690|XP_030377978.1|SLEB
OG0007350	LOC120425655|XP_039446170.1|CPIP	LOC115627531|XP_030379092.1|SLEB
OG0007351	LOC120426303|XP_039446985.1|CPIP	LOC115632779|XP_030385888.1|SLEB
OG0007352	LOC120426309|XP_039446991.1|CPIP	LOC115633727|XP_030387059.1|SLEB
OG0007354	LOC120422369|XP_039441712.1|CPIP	LOC115623684|XP_030374014.1|SLEB
OG0007355	LOC120422358|XP_039441699.1|CPIP	LOC115625133|XP_030375907.1|SLEB
OG0007356	LOC120422370|XP_039441713.1|CPIP	LOC115623728|XP_030374099.1|SLEB
OG0007357	LOC120422365|XP_039441708.1|CPIP	LOC115624317|XP_030374806.1|SLEB
OG0007358	LOC120422359|XP_039441702.1|CPIP	LOC115623873|XP_030374279.1|SLEB
OG0007359	LOC120423438|XP_039443187.1|CPIP	LOC115620789|XP_030370064.1|SLEB
OG0007360	LOC120421504|XP_039440659.1|CPIP	LOC115621591|XP_030371141.1|SLEB
OG0007361	LOC120421822|XP_039441036.1|CPIP	LOC115629758|XP_030382162.1|SLEB
OG0007362	LOC120422093|XP_039441379.1|CPIP	LOC115625989|XP_030377095.1|SLEB
OG0007363	LOC120421952|XP_039441200.1|CPIP	LOC115629735|XP_030382130.1|SLEB
OG0007364	LOC120422116|XP_039441422.1|CPIP	LOC115629724|XP_030382112.1|SLEB
OG0007365	LOC120421868|XP_039441102.1|CPIP	LOC115629493|XP_030381828.1|SLEB
OG0007366	LOC120422084|XP_039441368.1|CPIP	LOC115624114|XP_030374568.1|SLEB
OG0007367	LOC120422053|XP_039441323.1|CPIP	LOC115628431|XP_030380379.1|SLEB
OG0007368	LOC120421179|XP_039440310.1|CPIP	LOC115623617|XP_030373896.1|SLEB
OG0007369	LOC120421153|XP_039440281.1|CPIP	LOC115625394|XP_030376293.1|SLEB
OG0007370	LOC120422175|XP_039441488.1|CPIP	LOC115627421|XP_030378955.1|SLEB
OG0007371	LOC120421441|XP_039440585.1|CPIP	LOC115620187|XP_030369177.1|SLEB
OG0007372	LOC120422751|XP_039442227.1|CPIP	LOC115624253|XP_030374738.1|SLEB
OG0007373	LOC120422753|XP_039442230.1|CPIP	LOC115625610|XP_030376605.1|SLEB
OG0007374	LOC120422722|XP_039442186.1|CPIP	LOC115633299|XP_030386570.1|SLEB
OG0007375	LOC120418243|XP_039436490.1|CPIP	LOC115627111|XP_030378536.1|SLEB
OG0007376	LOC120418240|XP_039436481.1|CPIP	LOC115626785|XP_030378111.1|SLEB
OG0007377	LOC120418273|XP_039436526.1|CPIP	LOC115627314|XP_030378817.1|SLEB
OG0007378	LOC120418252|XP_039436499.1|CPIP	LOC115629600|XP_030381952.1|SLEB
OG0007379	LOC120418235|XP_039436471.1|CPIP	LOC115629603|XP_030381957.1|SLEB
OG0007381	LOC120431179|XP_039452250.1|CPIP	LOC115629553|XP_030381899.1|SLEB
OG0007382	LOC120431924|XP_039452998.1|CPIP	LOC115626909|XP_030378280.1|SLEB
OG0007383	LOC120431650|XP_039452691.1|CPIP	LOC115626654|XP_030377920.1|SLEB
OG0007386	LOC120417194|XP_039435095.1|CPIP	LOC115628033|XP_030379835.1|SLEB
OG0007387	LOC120426737|XP_039447448.1|CPIP	LOC115629285|XP_030381585.1|SLEB
OG0007388	LOC120427315|XP_039448103.1|CPIP	LOC115629302|XP_030381609.1|SLEB
OG0007389	LOC120431003|XP_039452096.1|CPIP	LOC115629079|XP_030381255.1|SLEB
OG0007393	LOC120431558|XP_039452600.1|CPIP	LOC115625601|XP_030376592.1|SLEB
OG0007394	LOC120429482|XP_039450488.1|CPIP	LOC115627170|XP_030378620.1|SLEB
OG0007395	LOC120424737|XP_039444862.1|CPIP	LOC115627489|XP_030379034.1|SLEB
OG0007396	LOC120430955|XP_039452017.1|CPIP	LOC115625595|XP_030376575.1|SLEB
OG0007398	LOC120424119|XP_039444094.1|CPIP	LOC115627806|XP_030379499.1|SLEB
OG0007399	LOC120424133|XP_039444107.1|CPIP	LOC115627316|XP_030378820.1|SLEB
OG0007400	LOC120419414|XP_039438026.1|CPIP	LOC115627294|XP_030378786.1|SLEB
OG0007401	LOC120419394|XP_039438000.1|CPIP	LOC115628770|XP_030380845.1|SLEB
OG0007402	LOC120419423|XP_039438030.1|CPIP	LOC115624338|XP_030374850.1|SLEB
OG0007403	LOC120417930|XP_039436101.1|CPIP	LOC115624352|XP_030374870.1|SLEB
OG0007404	LOC120417925|XP_039436095.1|CPIP	LOC115624379|XP_030374942.1|SLEB
OG0007405	LOC120419553|XP_039438201.1|CPIP	LOC115624361|XP_030374880.1|SLEB
OG0007406	LOC120420571|XP_039439583.1|CPIP	LOC115623344|XP_030373482.1|SLEB
OG0007409	LOC120428915|XP_039449992.1|CPIP	LOC115630430|XP_030382846.1|SLEB
OG0007410	LOC120423157|XP_039442771.1|CPIP	LOC115627885|XP_030379631.1|SLEB
OG0007411	LOC120423154|XP_039442767.1|CPIP	LOC115629946|XP_030382415.1|SLEB
OG0007412	LOC120423151|XP_039442766.1|CPIP	LOC115626718|XP_030378022.1|SLEB
OG0007413	LOC120419395|XP_039438001.1|CPIP	LOC115631224|XP_030383795.1|SLEB
OG0007414	LOC120431824|XP_039452880.1|CPIP	LOC115627018|XP_030378403.1|SLEB
OG0007415	LOC120421353|XP_039440472.1|CPIP	LOC115626995|XP_030378369.1|SLEB
OG0007416	LOC120421370|XP_039440496.1|CPIP	LOC115629907|XP_030382372.1|SLEB
OG0007417	LOC120421372|XP_039440498.1|CPIP	LOC115629283|XP_030381576.1|SLEB
OG0007418	LOC120419573|XP_039438232.1|CPIP	LOC115628854|XP_030380968.1|SLEB
OG0007419	LOC120419555|XP_039438203.1|CPIP	LOC115621926|XP_030371630.1|SLEB
OG0007420	LOC120419563|XP_039438226.1|CPIP	LOC115625481|XP_030376393.1|SLEB
OG0007421	LOC120416673|XP_039434422.1|CPIP	LOC115629703|XP_030382083.1|SLEB
OG0007422	LOC120416626|XP_039434367.1|CPIP	LOC115626834|XP_030378174.1|SLEB
OG0007423	LOC120416635|XP_039434381.1|CPIP	LOC115629533|XP_030381872.1|SLEB
OG0007424	LOC120416653|XP_039434398.1|CPIP	LOC115622338|XP_030372109.1|SLEB
OG0007425	LOC120416619|XP_039434353.1|CPIP	LOC115630566|XP_030383045.1|SLEB
OG0007426	LOC120416642|XP_039434386.1|CPIP	LOC115627251|XP_030378737.1|SLEB
OG0007427	LOC120416641|XP_039434385.1|CPIP	LOC115627173|XP_030378629.1|SLEB
OG0007428	LOC120415003|XP_039432294.1|CPIP	LOC115629903|XP_030382365.1|SLEB
OG0007429	LOC120419934|XP_039438732.1|CPIP	LOC115624871|XP_030375575.1|SLEB
OG0007430	LOC120424353|XP_039444387.1|CPIP	LOC115632863|XP_030385987.1|SLEB
OG0007431	LOC120425265|XP_039445647.1|CPIP	LOC115630578|XP_030383055.1|SLEB
OG0007432	LOC120425213|XP_039445580.1|CPIP	LOC115632630|XP_030385720.1|SLEB
OG0007433	LOC120417984|XP_039436162.1|CPIP	LOC115626758|XP_030378074.1|SLEB
OG0007434	LOC120418006|XP_039436184.1|CPIP	LOC115622326|XP_030372095.1|SLEB
OG0007435	LOC120417978|XP_039436152.1|CPIP	LOC115622231|XP_030371988.1|SLEB
OG0007436	LOC120417553|XP_039435578.1|CPIP	LOC115626349|XP_030377561.1|SLEB
OG0007437	LOC120417579|XP_039435623.1|CPIP	LOC115622594|XP_030372451.1|SLEB
OG0007438	LOC120423636|XP_039443439.1|CPIP	LOC115624960|XP_030375675.1|SLEB
OG0007439	LOC120425152|XP_039445518.1|CPIP	LOC115627765|XP_030379419.1|SLEB
OG0007440	LOC120412535|XP_039428965.1|CPIP	LOC115628941|XP_030381074.1|SLEB
OG0007441	LOC120415276|XP_039432680.1|CPIP	LOC115634484|XP_030388080.1|SLEB
OG0007442	LOC120415318|XP_039432733.1|CPIP	LOC115623398|XP_030373567.1|SLEB
OG0007443	LOC120415299|XP_039432704.1|CPIP	LOC115633375|XP_030386679.1|SLEB, LOC115621180|XP_030370608.1|SLEB
OG0007444	LOC120416757|XP_039434524.1|CPIP	LOC115625868|XP_030376942.1|SLEB
OG0007445	LOC120416756|XP_039434523.1|CPIP	LOC115625859|XP_030376931.1|SLEB
OG0007446	LOC120416720|XP_039434480.1|CPIP	LOC115631516|XP_030384146.1|SLEB
OG0007447	LOC120416753|XP_039434520.1|CPIP	LOC115631974|XP_030384736.1|SLEB
OG0007448	LOC120418471|XP_039436838.1|CPIP	LOC115622985|XP_030372998.1|SLEB
OG0007449	LOC120424598|XP_039444696.1|CPIP	LOC115622984|XP_030372997.1|SLEB
OG0007450	LOC120424596|XP_039444694.1|CPIP	LOC115622180|XP_030371928.1|SLEB
OG0007451	LOC120422163|XP_039441474.1|CPIP	LOC115633994|XP_030387376.1|SLEB
OG0007452	LOC120422164|XP_039441475.1|CPIP	LOC115623339|XP_030373475.1|SLEB
OG0007453	LOC120420424|XP_039439379.1|CPIP	LOC115622152|XP_030371881.1|SLEB
OG0007454	LOC120420398|XP_039439342.1|CPIP	LOC115622552|XP_030372380.1|SLEB
OG0007456	LOC120431767|XP_039452819.1|CPIP	LOC115627041|XP_030378435.1|SLEB
OG0007457	LOC120417560|XP_039435584.1|CPIP	LOC115624664|XP_030375312.1|SLEB
OG0007458	LOC120417554|XP_039435579.1|CPIP	LOC115626318|XP_030377517.1|SLEB
OG0007459	LOC120417550|XP_039435574.1|CPIP	LOC115620958|XP_030370337.1|SLEB
OG0007460	LOC120417564|XP_039435593.1|CPIP	LOC115632338|XP_030385307.1|SLEB
OG0007461	LOC120425789|XP_039446331.1|CPIP	LOC115622999|XP_030373019.1|SLEB
OG0007462	LOC120425801|XP_039446347.1|CPIP	LOC115623005|XP_030373035.1|SLEB
OG0007463	LOC120425800|XP_039446345.1|CPIP	LOC115623002|XP_030373026.1|SLEB
OG0007464	LOC120425806|XP_039446353.1|CPIP	LOC115623000|XP_030373023.1|SLEB
OG0007466	LOC120417572|XP_039435610.1|CPIP	LOC115624546|XP_030375132.1|SLEB
OG0007467	LOC120417589|XP_039435635.1|CPIP	LOC115624609|XP_030375219.1|SLEB
OG0007469	LOC120415313|XP_039432729.1|CPIP	LOC115622319|XP_030372085.1|SLEB
OG0007470	LOC120415338|XP_039432761.1|CPIP	LOC115625889|XP_030376975.1|SLEB
OG0007471	LOC120415306|XP_039432714.1|CPIP	LOC115634338|XP_030387854.1|SLEB
OG0007472	LOC120415302|XP_039432708.1|CPIP	LOC115627204|XP_030378682.1|SLEB
OG0007473	LOC120415328|XP_039432749.1|CPIP	LOC115628174|XP_030380021.1|SLEB
OG0007474	LOC120424674|XP_039444786.1|CPIP	LOC115633642|XP_030386943.1|SLEB
OG0007475	LOC120426476|XP_039447173.1|CPIP	LOC115622712|XP_030372603.1|SLEB
OG0007476	LOC120423246|XP_039442898.1|CPIP	LOC115627892|XP_030379644.1|SLEB
OG0007477	LOC120423258|XP_039442922.1|CPIP	LOC115627891|XP_030379638.1|SLEB
OG0007478	LOC120423261|XP_039442927.1|CPIP	LOC115631107|XP_030383626.1|SLEB
OG0007479	LOC120414907|XP_039432171.1|CPIP	LOC115628686|XP_030380720.1|SLEB
OG0007480	LOC120414910|XP_039432175.1|CPIP	LOC115624172|XP_030374628.1|SLEB
OG0007481	LOC120414909|XP_039432174.1|CPIP	LOC115628301|XP_030380209.1|SLEB
OG0007482	LOC120414892|XP_039432148.1|CPIP	LOC115631560|XP_030384211.1|SLEB
OG0007483	LOC120427765|XP_039448611.1|CPIP	LOC115620067|XP_030369078.1|SLEB
OG0007484	LOC120428136|XP_039449053.1|CPIP, LOC120424447|XP_039444512.1|CPIP	LOC115626869|XP_030378236.1|SLEB
OG0007485	LOC120428140|XP_039449059.1|CPIP, LOC120424449|XP_039444516.1|CPIP	LOC115627566|XP_030379149.1|SLEB
OG0007486	LOC120428138|XP_039449057.1|CPIP, LOC120424435|XP_039444490.1|CPIP	LOC115627268|XP_030378756.1|SLEB
OG0007487	LOC120424448|XP_039444515.1|CPIP	LOC115627781|XP_030379450.1|SLEB
OG0007488	LOC120424438|XP_039444502.1|CPIP	LOC115628153|XP_030379987.1|SLEB
OG0007489	LOC120425130|XP_039445492.1|CPIP	LOC115624347|XP_030374859.1|SLEB
OG0007490	LOC120424259|XP_039444259.1|CPIP	LOC115620963|XP_030370344.1|SLEB
OG0007491	LOC120424326|XP_039444356.1|CPIP	LOC115633362|XP_030386663.1|SLEB
OG0007492	LOC120424399|XP_039444436.1|CPIP	LOC115629403|XP_030381721.1|SLEB
OG0007493	LOC120421453|XP_039440599.1|CPIP	LOC115629114|XP_030381303.1|SLEB
OG0007495	LOC120421447|XP_039440587.1|CPIP	LOC115628753|XP_030380822.1|SLEB
OG0007496	LOC120416731|XP_039434491.1|CPIP	LOC115623165|XP_030373239.1|SLEB
OG0007497	LOC120416718|XP_039434477.1|CPIP	LOC115622937|XP_030372927.1|SLEB
OG0007498	LOC120427336|XP_039448121.1|CPIP	LOC115622398|XP_030372186.1|SLEB
OG0007499	LOC120427338|XP_039448122.1|CPIP	LOC115629399|XP_030381714.1|SLEB
OG0007500	LOC120427345|XP_039448135.1|CPIP	LOC115624606|XP_030375214.1|SLEB
OG0007501	LOC120426853|XP_039447587.1|CPIP	LOC115632469|XP_030385495.1|SLEB
OG0007502	LOC120422965|XP_039442487.1|CPIP	LOC115624659|XP_030375299.1|SLEB
OG0007503	LOC120422956|XP_039442474.1|CPIP	LOC115630648|XP_030383148.1|SLEB
OG0007504	LOC120422958|XP_039442481.1|CPIP	LOC115626359|XP_030377572.1|SLEB
OG0007505	LOC120422936|XP_039442449.1|CPIP	LOC115624638|XP_030375263.1|SLEB
OG0007506	LOC120422961|XP_039442484.1|CPIP	LOC115624721|XP_030375402.1|SLEB
OG0007507	LOC120415213|XP_039432605.1|CPIP	LOC115631266|XP_030383838.1|SLEB
OG0007508	LOC120430228|XP_039451242.1|CPIP	LOC115631743|XP_030384442.1|SLEB
OG0007509	LOC120424462|XP_039444528.1|CPIP	LOC115625726|XP_030376736.1|SLEB
OG0007510	LOC120415415|XP_039432878.1|CPIP	LOC115622002|XP_030371720.1|SLEB
OG0007511	LOC120428240|XP_039449153.1|CPIP	LOC115626162|XP_030377297.1|SLEB
OG0007512	LOC120428226|XP_039449138.1|CPIP	LOC115623832|XP_030374237.1|SLEB
OG0007513	LOC120415154|XP_039432523.1|CPIP	LOC115631122|XP_030383648.1|SLEB
OG0007514	LOC120415099|XP_039432451.1|CPIP	LOC115628297|XP_030380205.1|SLEB
OG0007515	LOC120412355|XP_039428703.1|CPIP	LOC115631710|XP_030384397.1|SLEB
OG0007516	LOC120415101|XP_039432453.1|CPIP	LOC115628597|XP_030380641.1|SLEB
OG0007517	LOC120415106|XP_039432458.1|CPIP	LOC115628189|XP_030380041.1|SLEB
OG0007518	LOC120415143|XP_039432511.1|CPIP	LOC115624751|XP_030375441.1|SLEB
OG0007519	LOC120425533|XP_039446022.1|CPIP	LOC115620046|XP_030369026.1|SLEB
OG0007520	LOC120412760|XP_039429286.1|CPIP	LOC115627135|XP_030378567.1|SLEB
OG0007521	LOC120415391|XP_039432849.1|CPIP	LOC115627117|XP_030378543.1|SLEB
OG0007522	LOC120419150|XP_039437722.1|CPIP	LOC115631767|XP_030384463.1|SLEB, LOC115627176|XP_030378635.1|SLEB
OG0007523	LOC120412718|XP_039429236.1|CPIP	LOC115624713|XP_030375396.1|SLEB
OG0007524	LOC120430842|XP_039451903.1|CPIP	LOC115630432|XP_030382847.1|SLEB
OG0007525	LOC120419304|XP_039437905.1|CPIP	LOC115625857|XP_030376926.1|SLEB
OG0007526	LOC120430001|XP_039451033.1|CPIP	LOC115621792|XP_030371423.1|SLEB
OG0007527	LOC120430727|XP_039451773.1|CPIP	LOC115632289|XP_030385242.1|SLEB
OG0007528	LOC120415091|XP_039432444.1|CPIP	LOC115624874|XP_030375579.1|SLEB
OG0007529	LOC120429848|XP_039450857.1|CPIP	LOC115634168|XP_030387616.1|SLEB
OG0007530	LOC120429686|XP_039450655.1|CPIP	LOC115630041|XP_030382534.1|SLEB
OG0007531	LOC120429117|XP_039450235.1|CPIP	LOC115624877|XP_030375582.1|SLEB
OG0007532	LOC120428784|XP_039449809.1|CPIP	LOC115631568|XP_030384259.1|SLEB
OG0007534	LOC120429667|XP_039450633.1|CPIP	LOC115622133|XP_030371850.1|SLEB
OG0007535	LOC120426730|XP_039447437.1|CPIP	LOC115623152|XP_030373222.1|SLEB
OG0007536	LOC120415371|XP_039432827.1|CPIP	LOC115625177|XP_030376001.1|SLEB
OG0007537	LOC120415418|XP_039432881.1|CPIP	LOC115622147|XP_030371873.1|SLEB
