Orthogroup	DSEC.longest_only	BTRY.longest_only
OG0008163	LOC6610922|XP_002035479.1|DSEC	LOC120779147|XP_039967295.1|BTRY
OG0008164	LOC6620598|XP_032581428.1|DSEC	LOC120773996|XP_039959199.1|BTRY
OG0008165	LOC6616144|XP_002040509.1|DSEC	LOC120774879|XP_039960667.1|BTRY
OG0008166	LOC6618657|XP_032581658.1|DSEC	LOC120774889|XP_039960686.1|BTRY
OG0008167	LOC6618577|XP_032581164.1|DSEC	LOC120774468|XP_039960058.1|BTRY
OG0008168	LOC6618575|XP_032581319.1|DSEC	LOC120774168|XP_039959522.1|BTRY
OG0008169	LOC6615909|XP_002040277.1|DSEC	LOC120774169|XP_039959524.1|BTRY
OG0008170	LOC6609217|XP_002033908.1|DSEC	LOC120774298|XP_039959754.1|BTRY
OG0008171	LOC6620257|XP_002044465.1|DSEC	LOC120775444|XP_039961564.1|BTRY
OG0008172	LOC6620050|XP_002044262.1|DSEC	LOC120782235|XP_039970336.1|BTRY
OG0008173	LOC116801012|XP_032574045.1|DSEC	LOC120774019|XP_039959235.1|BTRY
OG0008174	LOC6621147|XP_002045325.1|DSEC	LOC120770340|XP_039953672.1|BTRY
OG0008175	LOC6620457|XP_032580645.1|DSEC	LOC120774293|XP_039959749.1|BTRY
OG0008176	LOC6615883|XP_002040253.1|DSEC	LOC120775639|XP_039961828.1|BTRY
OG0008177	LOC6612382|XP_032579988.1|DSEC	LOC120774428|XP_039959996.1|BTRY
OG0008178	LOC6617959|XP_002042267.1|DSEC	LOC120776105|XP_039962528.1|BTRY
OG0008179	LOC6621044|XP_002045234.2|DSEC	LOC120775182|XP_039961171.1|BTRY
OG0008180	LOC6615937|XP_002040304.1|DSEC	LOC120774149|XP_039959488.1|BTRY
OG0008181	LOC6615936|XP_002040303.1|DSEC	LOC120774153|XP_039959495.1|BTRY
OG0008182	LOC6608244|XP_002032988.1|DSEC	LOC120772352|XP_039956850.1|BTRY
OG0008183	LOC6618788|XP_032571580.1|DSEC	LOC120771318|XP_039955192.1|BTRY
OG0008184	LOC6611969|XP_002036486.2|DSEC	LOC120772355|XP_039956855.1|BTRY
OG0008185	LOC6619544|XP_002043759.1|DSEC	LOC120770204|XP_039953389.1|BTRY
OG0008186	LOC6609425|XP_032570907.1|DSEC	LOC120771864|XP_039956047.1|BTRY
OG0008187	LOC6609424|XP_002034109.1|DSEC	LOC120771865|XP_039956048.1|BTRY
OG0008188	LOC6613350|XP_002037825.1|DSEC	LOC120769385|XP_039952290.1|BTRY
OG0008189	LOC6617822|XP_002042132.1|DSEC	LOC120769067|XP_039951858.1|BTRY
OG0008190	LOC6610290|XP_002034885.1|DSEC	LOC120778676|XP_039966544.1|BTRY
OG0008191	LOC6615988|XP_002040355.1|DSEC	LOC120775443|XP_039961563.1|BTRY
OG0008192	LOC6615041|XP_002039458.1|DSEC	LOC120774148|XP_039959487.1|BTRY
OG0008193	LOC6615194|XP_032580779.1|DSEC	LOC120775454|XP_039961574.1|BTRY
OG0008194	LOC6611321|XP_002035868.1|DSEC	LOC120775567|XP_039961729.1|BTRY
OG0008196	LOC6615582|XP_002039956.1|DSEC	LOC120772439|XP_039956990.1|BTRY
OG0008197	LOC6605647|XP_002030465.1|DSEC	LOC120777020|XP_039964067.1|BTRY
OG0008198	LOC6615917|XP_002040285.1|DSEC	LOC120775366|XP_039961463.1|BTRY
OG0008199	LOC6620449|XP_002044656.2|DSEC	LOC120775866|XP_039962169.1|BTRY
OG0008200	LOC6608573|XP_002033307.1|DSEC	LOC120771991|XP_039956281.1|BTRY
OG0008201	LOC6605323|XP_002030160.1|DSEC	LOC120777735|XP_039965160.1|BTRY
OG0008202	LOC6605345|XP_032576101.1|DSEC	LOC120778526|XP_039966295.1|BTRY
OG0008203	LOC6610362|XP_002034948.1|DSEC	LOC120776759|XP_039963654.1|BTRY
OG0008204	LOC6612344|XP_002036854.1|DSEC	LOC120773911|XP_039959035.1|BTRY
OG0008205	LOC6619869|XP_032581112.1|DSEC	LOC120773434|XP_039958249.1|BTRY
OG0008206	LOC6605854|XP_032573316.1|DSEC	LOC120777362|XP_039964565.1|BTRY
OG0008207	LOC6616355|XP_002040715.1|DSEC	LOC120778674|XP_039966542.1|BTRY
OG0008208	LOC6609387|XP_002034076.2|DSEC	LOC120773120|XP_039958049.1|BTRY
OG0008209	LOC6610632|XP_002035199.2|DSEC	LOC120778237|XP_039965928.1|BTRY
OG0008210	LOC6605605|XP_002030423.1|DSEC	LOC120772576|XP_039957204.1|BTRY
OG0008211	LOC6611925|XP_002036442.1|DSEC	LOC120768062|XP_039950517.1|BTRY
OG0008212	LOC6619370|XP_002043586.1|DSEC	LOC120777873|XP_039965364.1|BTRY
OG0008213	LOC6615874|XP_002040244.2|DSEC	LOC120774186|XP_039959548.1|BTRY
OG0008214	LOC6605462|XP_002030295.1|DSEC	LOC120768538|XP_039951209.1|BTRY
OG0008215	LOC6618016|XP_002042324.1|DSEC	LOC120774375|XP_039959905.1|BTRY
OG0008216	LOC6616261|XP_002040625.1|DSEC	LOC120778008|XP_039965606.1|BTRY
OG0008217	LOC6615031|XP_032582531.1|DSEC	LOC120774205|XP_039959583.1|BTRY
OG0008218	LOC6609393|XP_032571945.1|DSEC	LOC120770328|XP_039953653.1|BTRY
OG0008219	LOC6619749|XP_032580608.1|DSEC	LOC120773963|XP_039959132.1|BTRY
OG0008220	LOC6617597|XP_032582196.1|DSEC	LOC120774022|XP_039959244.1|BTRY
OG0008222	LOC116800927|XP_032573508.1|DSEC	LOC120777239|XP_039964365.1|BTRY
OG0008223	LOC6605744|XP_032573477.1|DSEC	LOC120779171|XP_039967339.1|BTRY
OG0008224	LOC6616351|XP_032575198.1|DSEC	LOC120777619|XP_039965002.1|BTRY
OG0008225	LOC6619890|XP_002044102.1|DSEC	LOC120774877|XP_039960665.1|BTRY
OG0008226	LOC6612405|XP_032581297.1|DSEC	LOC120774828|XP_039960573.1|BTRY, LOC120779719|XP_039968018.1|BTRY
OG0008227	LOC6617146|XP_032578913.1|DSEC	LOC120766232|XP_039947544.1|BTRY
OG0008228	LOC6612731|XP_002037234.2|DSEC	LOC120770755|XP_039954278.1|BTRY
OG0008229	LOC6606972|XP_032579241.1|DSEC	LOC120782471|XP_039970698.1|BTRY
OG0008230	LOC6616644|XP_002041001.1|DSEC	LOC120775905|XP_039962234.1|BTRY
OG0008232	LOC6610406|XP_032576046.1|DSEC	LOC120776766|XP_039963663.1|BTRY
OG0008233	LOC6614734|XP_002039158.1|DSEC	LOC120769379|XP_039952281.1|BTRY
OG0008234	LOC6618907|XP_002043155.1|DSEC	LOC120770367|XP_039953717.1|BTRY, LOC120770368|XP_039953718.1|BTRY
OG0008235	LOC116802217|XP_032581863.1|DSEC	LOC120773659|XP_039958606.1|BTRY
OG0008236	LOC6619127|XP_002043367.1|DSEC	LOC120770942|XP_039954586.1|BTRY
OG0008237	LOC6608044|XP_002032792.2|DSEC	LOC120771193|XP_039955023.1|BTRY
OG0008238	LOC6610335|XP_002034921.1|DSEC	LOC120776333|XP_039962800.1|BTRY
OG0008239	LOC6616392|XP_002040752.1|DSEC	LOC120776964|XP_039963991.1|BTRY
OG0008240	LOC6609816|XP_002034470.1|DSEC	LOC120772732|XP_039957428.1|BTRY
OG0008243	LOC6608740|XP_002033463.1|DSEC	LOC120772330|XP_039956807.1|BTRY
OG0008244	LOC6607363|XP_002032136.1|DSEC	LOC120769061|XP_039951850.1|BTRY, LOC120769068|XP_039951862.1|BTRY
OG0008245	LOC6610009|XP_002034629.1|DSEC	LOC120772852|XP_039957602.1|BTRY, LOC120770797|XP_039954310.1|BTRY, LOC120771477|XP_039955446.1|BTRY
OG0008246	LOC6609557|XP_002034240.1|DSEC	LOC120772887|XP_039957672.1|BTRY
OG0008247	LOC6613187|XP_002037668.1|DSEC	LOC120782802|XP_039971213.1|BTRY
OG0008248	LOC6617145|XP_002041472.1|DSEC	LOC120782845|XP_039971306.1|BTRY
OG0008249	LOC6612887|XP_002037379.1|DSEC	LOC120766189|XP_039947478.1|BTRY, LOC120766694|XP_039948273.1|BTRY
OG0008250	LOC6608940|XP_002033654.1|DSEC	LOC120771474|XP_039955438.1|BTRY
OG0008251	LOC6607927|XP_002032677.1|DSEC	LOC120772173|XP_039956553.1|BTRY
OG0008252	LOC6608313|XP_002033050.1|DSEC	LOC120772643|XP_039957301.1|BTRY, LOC120771647|XP_039955694.1|BTRY
OG0008253	LOC6608181|XP_002032926.1|DSEC	LOC120772568|XP_039957190.1|BTRY
OG0008254	LOC6610214|XP_032574109.1|DSEC	LOC120776598|XP_039963316.1|BTRY
OG0008266	LOC6614006|XP_002038460.1|DSEC	LOC120766901|XP_039948586.1|BTRY
OG0008267	LOC6617101|XP_032576345.1|DSEC	LOC120767001|XP_039948747.1|BTRY
OG0008268	LOC6618250|XP_002042524.1|DSEC	LOC120774795|XP_039960518.1|BTRY
OG0008270	LOC6616184|XP_002040549.1|DSEC	LOC120773665|XP_039958616.1|BTRY
OG0008271	LOC6610546|XP_002035126.1|DSEC	LOC120779151|XP_039967302.1|BTRY
OG0008272	LOC6612368|XP_032580869.1|DSEC	LOC120774243|XP_039959638.1|BTRY
OG0008273	LOC6606802|XP_002031599.1|DSEC	LOC120781565|XP_039969738.1|BTRY
OG0008274	LOC6616053|XP_002040419.1|DSEC	LOC120775352|XP_039961444.1|BTRY
OG0008276	LOC6619941|XP_002044153.1|DSEC	LOC120774198|XP_039959572.1|BTRY
OG0008277	LOC6617511|XP_032580806.1|DSEC	LOC120773731|XP_039958721.1|BTRY
OG0008278	LOC6611995|XP_002036512.1|DSEC	LOC120775960|XP_039962306.1|BTRY
OG0008279	LOC6619556|XP_032581216.1|DSEC	LOC120774866|XP_039960630.1|BTRY
OG0008280	LOC6619924|XP_002044136.1|DSEC	LOC120775246|XP_039961260.1|BTRY
OG0008281	LOC6614956|XP_032581510.1|DSEC	LOC120775441|XP_039961561.1|BTRY
OG0008282	LOC6618562|XP_002042822.1|DSEC	LOC120775202|XP_039961199.1|BTRY
OG0008283	LOC6617985|XP_032581705.1|DSEC	LOC120773936|XP_039959080.1|BTRY
OG0008286	LOC6619908|XP_032581238.1|DSEC	LOC120775048|XP_039960959.1|BTRY
OG0008287	LOC6619788|XP_032582717.1|DSEC	LOC120773922|XP_039959052.1|BTRY
OG0008288	LOC6619105|XP_002043345.1|DSEC	LOC120781345|XP_039969483.1|BTRY
OG0008289	LOC6607820|XP_002032578.1|DSEC	LOC120782470|XP_039970697.1|BTRY
OG0008290	LOC6617666|XP_002041769.2|DSEC	LOC120775819|XP_039962107.1|BTRY
OG0008291	LOC6620192|XP_002044403.2|DSEC	LOC120775997|XP_039962364.1|BTRY
OG0008292	LOC6616052|XP_032581943.1|DSEC	LOC120775383|XP_039961477.1|BTRY
OG0008293	LOC6619509|XP_002043724.1|DSEC	LOC120774439|XP_039960014.1|BTRY
OG0008294	LOC6607647|XP_002032412.1|DSEC	LOC120782300|XP_039970444.1|BTRY
OG0008295	LOC6618518|XP_002042778.1|DSEC	LOC120774720|XP_039960404.1|BTRY
OG0008296	LOC6617916|XP_002042224.2|DSEC	LOC120775090|XP_039961023.1|BTRY
OG0008297	LOC6619790|XP_002044004.1|DSEC	LOC120775494|XP_039961633.1|BTRY
OG0008298	LOC6615101|XP_002039517.1|DSEC	LOC120776011|XP_039962388.1|BTRY
OG0008299	LOC6617107|XP_002041434.1|DSEC	LOC120772417|XP_039956955.1|BTRY
OG0008300	LOC6619832|XP_032581012.1|DSEC	LOC120774133|XP_039959450.1|BTRY
OG0008301	LOC6607035|XP_032577033.1|DSEC	LOC120782384|XP_039970561.1|BTRY
OG0008302	LOC6618075|XP_032581373.1|DSEC	LOC120773846|XP_039958915.1|BTRY
OG0008303	LOC6612538|XP_002037046.1|DSEC	LOC120775676|XP_039961901.1|BTRY
OG0008304	LOC6615848|XP_032581829.1|DSEC	LOC120774726|XP_039960411.1|BTRY
OG0008305	LOC6619983|XP_002044195.2|DSEC	LOC120775155|XP_039961127.1|BTRY
OG0008306	LOC6612587|XP_002037092.1|DSEC	LOC120774254|XP_039959653.1|BTRY
OG0008307	LOC6606446|XP_002031250.1|DSEC	LOC120766538|XP_039948050.1|BTRY
OG0008308	LOC6619658|XP_002043873.1|DSEC	LOC120780329|XP_039968556.1|BTRY
OG0008309	LOC6617853|XP_002042161.1|DSEC	LOC120775503|XP_039961643.1|BTRY
OG0008310	LOC6618361|XP_002042631.1|DSEC	LOC120778685|XP_039966555.1|BTRY
OG0008311	LOC6618541|XP_002042801.2|DSEC	LOC120775649|XP_039961839.1|BTRY
OG0008312	LOC116801669|XP_032578532.1|DSEC	LOC120766554|XP_039948072.1|BTRY
OG0008313	LOC6617523|XP_002041838.2|DSEC	LOC120773776|XP_039958794.1|BTRY
OG0008314	LOC6608777|XP_002033498.1|DSEC	LOC120775685|XP_039961918.1|BTRY
OG0008315	LOC6610886|XP_002035449.1|DSEC	LOC120775501|XP_039961642.1|BTRY
OG0008317	LOC6607415|XP_002032188.1|DSEC	LOC120771064|XP_039954807.1|BTRY
OG0008318	LOC6617909|XP_002042213.1|DSEC	LOC120773871|XP_039958958.1|BTRY
OG0008320	LOC6618471|XP_032580048.1|DSEC	LOC120774192|XP_039959554.1|BTRY
OG0008321	LOC6607051|XP_002031839.1|DSEC	LOC120766309|XP_039947659.1|BTRY
OG0008323	LOC6606916|XP_002031710.1|DSEC	LOC120780494|XP_039968702.1|BTRY
OG0008324	LOC6612363|XP_032580884.1|DSEC	LOC120774207|XP_039959588.1|BTRY
OG0008325	LOC6620497|XP_032582047.1|DSEC	LOC120773624|XP_039958562.1|BTRY
OG0008326	LOC6616831|XP_032577299.1|DSEC	LOC120766601|XP_039948140.1|BTRY
OG0008327	LOC6615830|XP_032571224.1|DSEC	LOC120770862|XP_039954412.1|BTRY
OG0008328	LOC6612316|XP_002036826.1|DSEC	LOC120775308|XP_039961377.1|BTRY
OG0008329	LOC6618949|XP_002043194.1|DSEC	LOC120773374|XP_039958137.1|BTRY
OG0008330	LOC6609449|XP_002034134.1|DSEC	LOC120771931|XP_039956162.1|BTRY
OG0008331	LOC6605128|XP_032574007.1|DSEC	LOC120778506|XP_039966269.1|BTRY
OG0008335	LOC6610545|XP_032576050.1|DSEC	LOC120777884|XP_039965378.1|BTRY
OG0008337	LOC6608285|XP_002033029.1|DSEC	LOC120781258|XP_039969344.1|BTRY
OG0008339	LOC6619772|XP_002043985.1|DSEC	LOC120775390|XP_039961484.1|BTRY
OG0008340	LOC6609701|XP_002034358.1|DSEC	LOC120772777|XP_039957490.1|BTRY
OG0008341	LOC6605177|XP_032576071.1|DSEC	LOC120766757|XP_039948365.1|BTRY
OG0008342	LOC6610501|XP_002035081.1|DSEC	LOC120776417|XP_039962984.1|BTRY
OG0008343	LOC6617097|XP_002041424.1|DSEC	LOC120766248|XP_039947564.1|BTRY
OG0008344	LOC6610403|XP_002034985.1|DSEC	LOC120777695|XP_039965103.1|BTRY
OG0008345	LOC6610571|XP_002035144.1|DSEC	LOC120773380|XP_039958140.1|BTRY, LOC120778311|XP_039966038.1|BTRY
OG0008347	LOC6617361|XP_032583453.1|DSEC	LOC120769050|XP_039951834.1|BTRY
OG0008348	LOC6606082|XP_002030891.2|DSEC	LOC120777262|XP_039964395.1|BTRY
OG0008349	LOC6605546|XP_002030374.2|DSEC	LOC120780632|XP_039968825.1|BTRY
OG0008350	LOC6615130|XP_002039546.2|DSEC	LOC120774987|XP_039960829.1|BTRY
OG0008351	LOC6610418|XP_002035000.2|DSEC	LOC120777631|XP_039965018.1|BTRY
OG0008352	LOC6605941|XP_002030754.1|DSEC	LOC120777213|XP_039964323.1|BTRY
OG0008353	LOC6610196|XP_002034804.1|DSEC	LOC120778558|XP_039966348.1|BTRY
OG0008354	LOC6617655|XP_032580705.1|DSEC	LOC120774803|XP_039960531.1|BTRY
OG0008355	LOC6608666|XP_002033399.1|DSEC	LOC120772934|XP_039957767.1|BTRY
OG0008356	LOC6605465|XP_002030298.2|DSEC	LOC120779138|XP_039967277.1|BTRY
OG0008357	LOC6607177|XP_002031963.1|DSEC	LOC120767623|XP_039949717.1|BTRY
OG0008358	LOC6613562|XP_002038030.1|DSEC	LOC120769755|XP_039952852.1|BTRY
OG0008359	LOC6618919|XP_032571588.1|DSEC	LOC120772801|XP_039957518.1|BTRY
OG0008360	LOC6615611|XP_002039985.1|DSEC	LOC120771112|XP_039954895.1|BTRY
OG0008361	LOC6611708|XP_032569974.1|DSEC	LOC120769574|XP_039952563.1|BTRY
OG0008362	LOC6616164|XP_002040529.1|DSEC	LOC120767768|XP_039949940.1|BTRY
OG0008363	LOC6609652|XP_002034326.1|DSEC	LOC120771752|XP_039955864.1|BTRY
OG0008364	LOC6605802|XP_002030617.1|DSEC	LOC120778721|XP_039966617.1|BTRY
OG0008365	LOC6609827|XP_032572946.1|DSEC	LOC120770023|XP_039953054.1|BTRY
OG0008366	LOC6616870|XP_002041206.1|DSEC	LOC120769810|XP_039952951.1|BTRY
OG0008367	LOC6615920|XP_002040288.1|DSEC	LOC120773427|XP_039958242.1|BTRY
OG0008369	LOC6619812|XP_002044025.1|DSEC	LOC120774064|XP_039959303.1|BTRY
OG0008370	LOC6619649|XP_032576170.1|DSEC	LOC120780281|XP_039968479.1|BTRY
OG0008371	LOC6606893|XP_032578773.1|DSEC	LOC120766762|XP_039948370.1|BTRY
OG0008372	LOC116800356|XP_032570624.1|DSEC	LOC120771880|XP_039956073.1|BTRY
OG0008374	LOC6608207|XP_032572162.1|DSEC	LOC120768407|XP_039951021.1|BTRY
OG0008376	LOC116803547|XP_032583191.1|DSEC	LOC120768439|XP_039951059.1|BTRY
OG0008377	LOC116800965|XP_032573805.1|DSEC	LOC120781082|XP_039969161.1|BTRY
OG0008380	LOC6612000|XP_002036517.1|DSEC	LOC120781456|XP_039969605.1|BTRY
OG0008381	LOC6613402|XP_002037876.2|DSEC	LOC120768347|XP_039950934.1|BTRY
OG0008383	LOC6618149|XP_002042430.1|DSEC	LOC120768558|XP_039951236.1|BTRY
OG0008384	LOC6612173|XP_032578820.1|DSEC	LOC120768052|XP_039950502.1|BTRY
OG0008386	LOC6617974|XP_002042282.1|DSEC	LOC120774225|XP_039959617.1|BTRY
OG0008387	LOC6612769|XP_002037270.1|DSEC	LOC120768774|XP_039951491.1|BTRY
OG0008388	LOC6611676|XP_002036211.1|DSEC	LOC120769464|XP_039952410.1|BTRY
OG0008389	LOC6618129|XP_002042426.1|DSEC	LOC120767584|XP_039949665.1|BTRY
OG0008390	LOC6618238|XP_002042513.1|DSEC	LOC120768196|XP_039950701.1|BTRY
OG0008391	LOC6613050|XP_032581213.1|DSEC	LOC120768604|XP_039951300.1|BTRY
OG0008392	LOC6616243|XP_002040607.1|DSEC	LOC120777546|XP_039964869.1|BTRY
OG0008393	LOC6616271|XP_032574903.1|DSEC	LOC120779173|XP_039967342.1|BTRY
OG0008395	LOC6620448|XP_002044655.2|DSEC	LOC120774521|XP_039960150.1|BTRY
OG0008396	LOC6620164|XP_032581325.1|DSEC	LOC120773921|XP_039959050.1|BTRY
OG0008397	LOC6618978|XP_002043223.1|DSEC	LOC120774738|XP_039960425.1|BTRY
OG0008398	LOC6619000|XP_032580198.1|DSEC	LOC120775721|XP_039961966.1|BTRY
OG0008399	LOC6615959|XP_032582628.1|DSEC	LOC120776124|XP_039962586.1|BTRY
OG0008400	LOC6610465|XP_002035046.1|DSEC	LOC120777694|XP_039965102.1|BTRY
OG0008401	LOC6617234|XP_002041561.1|DSEC	LOC120768010|XP_039950371.1|BTRY
OG0008402	LOC6606669|XP_032577190.1|DSEC	LOC120767048|XP_039948837.1|BTRY
OG0008403	LOC6617657|XP_002041970.1|DSEC	LOC120774895|XP_039960696.1|BTRY
OG0008404	LOC6613966|XP_002038430.1|DSEC	LOC120770235|XP_039953461.1|BTRY
OG0008405	LOC6618579|XP_002042838.2|DSEC	LOC120774467|XP_039960057.1|BTRY
OG0008406	LOC6619894|XP_002044106.1|DSEC	LOC120775946|XP_039962290.1|BTRY
OG0008407	LOC6606775|XP_032576680.1|DSEC	LOC120781996|XP_039970098.1|BTRY
OG0008408	LOC6612245|XP_032581540.1|DSEC	LOC120773355|XP_039958110.1|BTRY
OG0008410	LOC6606803|XP_002031600.1|DSEC	LOC120780114|XP_039968333.1|BTRY
OG0008412	LOC6618594|XP_032580547.1|DSEC	LOC120774769|XP_039960465.1|BTRY
OG0008414	LOC6615978|XP_032581736.1|DSEC	LOC120773629|XP_039958568.1|BTRY
OG0008415	LOC6618067|XP_002042365.1|DSEC	LOC120774138|XP_039959458.1|BTRY
OG0008416	LOC6614924|XP_032582380.1|DSEC	LOC120774067|XP_039959307.1|BTRY
OG0008417	LOC6616122|XP_032581974.1|DSEC	LOC120775110|XP_039961061.1|BTRY
OG0008418	LOC116801952|XP_032580070.1|DSEC	LOC120774366|XP_039959895.1|BTRY
OG0008419	LOC6615034|XP_002039451.2|DSEC	LOC120775883|XP_039962193.1|BTRY
OG0008420	LOC6618631|XP_002042890.2|DSEC	LOC120775813|XP_039962099.1|BTRY
OG0008421	LOC6620295|XP_032582193.1|DSEC	LOC120774401|XP_039959954.1|BTRY
OG0008422	LOC6618948|XP_002043193.1|DSEC	LOC120773370|XP_039958131.1|BTRY
OG0008424	LOC6619557|XP_002043772.1|DSEC	LOC120774878|XP_039960666.1|BTRY
OG0008425	LOC6616892|XP_032577272.1|DSEC	LOC120772771|XP_039957483.1|BTRY
OG0008426	LOC6609404|XP_002034089.2|DSEC	LOC120770184|XP_039953343.1|BTRY
OG0008427	LOC6612267|XP_002036777.2|DSEC	LOC120773352|XP_039958106.1|BTRY
OG0008428	LOC6617505|XP_002041821.1|DSEC	LOC120782166|XP_039970235.1|BTRY
OG0008429	LOC6607189|XP_002031973.1|DSEC	LOC120781385|XP_039969528.1|BTRY
OG0008430	LOC6612501|XP_002037009.1|DSEC	LOC120773356|XP_039958114.1|BTRY
OG0008431	LOC6605867|XP_002030681.2|DSEC	LOC120772820|XP_039957550.1|BTRY
OG0008432	LOC6618706|XP_002042965.2|DSEC	LOC120766847|XP_039948500.1|BTRY
OG0008433	LOC6605598|XP_032574095.1|DSEC	LOC120776741|XP_039963610.1|BTRY
OG0008434	LOC6612907|XP_002037399.2|DSEC	LOC120774296|XP_039959752.1|BTRY
OG0008436	LOC6609423|XP_002034108.2|DSEC	LOC120771866|XP_039956049.1|BTRY
OG0008438	LOC6607224|XP_032578757.1|DSEC	LOC120782808|XP_039971220.1|BTRY
OG0008439	LOC6609734|XP_032570740.1|DSEC	LOC120772811|XP_039957535.1|BTRY
OG0008441	LOC6616603|XP_002040961.2|DSEC	LOC120776748|XP_039963635.1|BTRY
OG0008442	LOC6609896|XP_002034546.1|DSEC	LOC120772418|XP_039956956.1|BTRY
OG0008443	LOC6605789|XP_002030604.1|DSEC	LOC120779040|XP_039967097.1|BTRY
OG0008444	LOC6618329|XP_002042601.1|DSEC	LOC120776625|XP_039963361.1|BTRY
OG0008445	LOC6618954|XP_002043199.1|DSEC	LOC120774737|XP_039960424.1|BTRY
OG0008446	LOC6620926|XP_032581263.1|DSEC	LOC120775595|XP_039961767.1|BTRY
OG0008447	LOC6618628|XP_002042887.1|DSEC	LOC120775114|XP_039961066.1|BTRY
OG0008448	LOC6620202|XP_032582312.1|DSEC	LOC120774914|XP_039960721.1|BTRY
OG0008450	LOC116802220|XP_032581876.1|DSEC	LOC120773690|XP_039958657.1|BTRY
OG0008451	LOC6619019|XP_002043264.1|DSEC	LOC120766163|XP_039947443.1|BTRY
OG0008452	LOC6617278|XP_002041605.2|DSEC	LOC120775897|XP_039962221.1|BTRY
OG0008453	LOC6608082|XP_002032830.1|DSEC	LOC120771056|XP_039954796.1|BTRY
OG0008454	LOC6616076|XP_032581242.1|DSEC	LOC120774140|XP_039959465.1|BTRY
OG0008455	LOC6610736|XP_032575678.1|DSEC	LOC120777347|XP_039964531.1|BTRY
OG0008456	LOC6606770|XP_032579461.1|DSEC	LOC120776392|XP_039962946.1|BTRY
OG0008457	LOC6607104|XP_002031892.1|DSEC	LOC120769845|XP_039952966.1|BTRY
OG0008459	LOC6615068|XP_032581881.1|DSEC	LOC120775010|XP_039960885.1|BTRY
OG0008460	LOC6611487|XP_002036028.1|DSEC	LOC120769675|XP_039952729.1|BTRY
OG0008461	LOC6611647|XP_032571498.1|DSEC	LOC120769685|XP_039952741.1|BTRY
OG0008462	LOC6613057|XP_002037540.1|DSEC	LOC120767194|XP_039948927.1|BTRY
OG0008463	LOC6617232|XP_002041559.1|DSEC	LOC120769533|XP_039952507.1|BTRY
OG0008464	LOC6618908|XP_002043156.1|DSEC	LOC120770370|XP_039953719.1|BTRY, LOC120770371|XP_039953721.1|BTRY
OG0008465	LOC116800514|XP_032571813.1|DSEC	LOC120770011|XP_039953038.1|BTRY
OG0008466	LOC6618864|XP_002043112.1|DSEC	LOC120771976|XP_039956266.1|BTRY
OG0008467	LOC6609833|XP_002034485.1|DSEC	LOC120781226|XP_039969293.1|BTRY
OG0008468	LOC6617722|XP_002042034.1|DSEC	LOC120769413|XP_039952326.1|BTRY
OG0008469	LOC6614873|XP_002039291.1|DSEC	LOC120772475|XP_039957049.1|BTRY
OG0008470	LOC6618848|XP_032572627.1|DSEC	LOC120773054|XP_039957922.1|BTRY
OG0008472	LOC6609599|XP_032570087.1|DSEC	LOC120780715|XP_039968910.1|BTRY, LOC120770412|XP_039953781.1|BTRY
OG0008473	LOC6617925|XP_032580330.1|DSEC	LOC120773868|XP_039958956.1|BTRY
OG0008474	LOC6616880|XP_032578437.1|DSEC	LOC120780753|XP_039968943.1|BTRY
OG0008475	LOC6617828|XP_002042138.1|DSEC	LOC120769655|XP_039952694.1|BTRY, LOC120769624|XP_039952663.1|BTRY
OG0008476	LOC6606303|XP_002031108.1|DSEC	LOC120771421|XP_039955343.1|BTRY
OG0008477	LOC6608979|XP_032571209.1|DSEC	LOC120770227|XP_039953442.1|BTRY
OG0008478	LOC6619656|XP_002043871.1|DSEC	LOC120780741|XP_039968935.1|BTRY
OG0008479	LOC6615320|XP_002039721.1|DSEC	LOC120772132|XP_039956482.1|BTRY
OG0008480	LOC6605804|XP_032573539.1|DSEC	LOC120776787|XP_039963707.1|BTRY
OG0008481	LOC6612274|XP_002036784.2|DSEC	LOC120778734|XP_039966633.1|BTRY
OG0008482	LOC6617951|XP_032581610.1|DSEC, LOC6606072|XP_032574589.1|DSEC	LOC120776366|XP_039962878.1|BTRY
OG0008483	LOC6617388|XP_002041713.1|DSEC	LOC120775156|XP_039961128.1|BTRY
OG0008484	LOC6606312|XP_002031117.1|DSEC	LOC120773717|XP_039958703.1|BTRY
OG0008485	LOC6613576|XP_002038044.1|DSEC	LOC120781463|XP_039969617.1|BTRY
OG0008486	LOC6620123|XP_032579658.1|DSEC	LOC120779464|XP_039967659.1|BTRY
OG0008487	LOC6616193|XP_002040558.1|DSEC	LOC120775690|XP_039961934.1|BTRY
OG0008488	LOC6620075|XP_002044287.1|DSEC	LOC120766416|XP_039947803.1|BTRY
OG0008489	LOC6614247|XP_002038692.2|DSEC	LOC120766703|XP_039948284.1|BTRY
OG0008490	LOC6619685|XP_002043900.1|DSEC	LOC120780601|XP_039968793.1|BTRY
OG0008491	LOC6606948|XP_002031742.1|DSEC	LOC120777500|XP_039964789.1|BTRY, LOC120777533|XP_039964854.1|BTRY, LOC120777488|XP_039964767.1|BTRY, LOC120777434|XP_039964678.1|BTRY, LOC120777482|XP_039964754.1|BTRY, LOC120777459|XP_039964720.1|BTRY
