Orthogroup	DSEC.longest_only	AEAL.longest_only
OG0007035	LOC6618439|XP_002042709.2|DSEC	LOC109432680|XP_019564602.2|AEAL
OG0007036	LOC6616262|XP_032573173.1|DSEC	LOC109427558|XP_019558674.2|AEAL
OG0007037	LOC6607455|XP_002032224.1|DSEC	LOC109427574|XP_019558697.2|AEAL
OG0007038	LOC6615615|XP_032570450.1|DSEC	LOC109416244|XP_029727394.1|AEAL
OG0007039	LOC6608491|XP_002033225.2|DSEC	LOC109423952|XP_019554564.2|AEAL, LOC115265623|XP_029727345.1|AEAL
OG0007040	LOC6617737|XP_002042049.1|DSEC	LOC115265621|XP_029727338.1|AEAL, LOC115265638|XP_029727371.1|AEAL
OG0007041	LOC6619304|XP_032579537.1|DSEC	LOC115265620|XP_029727324.1|AEAL
OG0007042	LOC6611768|XP_032583552.1|DSEC	LOC109431007|XP_029727308.1|AEAL
OG0007043	LOC6613952|XP_032578384.1|DSEC	LOC109404810|XP_019533306.2|AEAL
OG0007044	LOC6611515|XP_032581159.1|DSEC	LOC109419325|XP_029727224.1|AEAL, LOC115265604|XP_029727208.1|AEAL, LOC109623251|XP_019933497.2|AEAL
OG0007045	LOC6619022|XP_002043267.1|DSEC	LOC109419322|XP_029727212.1|AEAL
OG0007046	LOC6613899|XP_002038365.1|DSEC	LOC109419315|XP_019549096.2|AEAL
OG0007047	LOC6613449|XP_002037923.1|DSEC	LOC109421664|XP_019551739.2|AEAL
OG0007048	LOC6617446|XP_002041763.1|DSEC	LOC109421660|XP_019551730.2|AEAL
OG0007049	LOC6613338|XP_002037814.1|DSEC	LOC109421618|XP_019551666.1|AEAL
OG0007050	LOC6611520|XP_002036061.1|DSEC	LOC109409175|XP_019538140.2|AEAL
OG0007051	LOC6613285|XP_032569843.1|DSEC	LOC109409200|XP_029727111.1|AEAL
OG0007052	LOC6614788|XP_032582186.1|DSEC	LOC109409143|XP_019538105.2|AEAL, LOC109421537|XP_019551602.2|AEAL
OG0007053	LOC6606317|XP_002031122.1|DSEC	LOC109421518|XP_029727081.1|AEAL
OG0007054	LOC6618879|XP_002043127.1|DSEC	LOC109621331|XP_019930921.2|AEAL
OG0007055	LOC6609429|XP_002034114.2|DSEC	LOC109621337|XP_029726807.1|AEAL
OG0007056	LOC116800944|XP_032573621.1|DSEC	LOC109421461|XP_019551500.2|AEAL
OG0007057	LOC6614790|XP_032582188.1|DSEC	LOC115254154|XP_029727024.1|AEAL, LOC109432528|XP_029726869.1|AEAL
OG0007058	LOC6616185|XP_002040550.1|DSEC	LOC109432558|XP_019564445.2|AEAL, LOC109421430|XP_019551460.2|AEAL
OG0007059	LOC6611572|XP_002036110.1|DSEC	LOC109421345|XP_029726913.1|AEAL, LOC109432556|XP_019564442.2|AEAL
OG0007060	LOC6611568|XP_032583515.1|DSEC	LOC115265572|XP_029727066.1|AEAL
OG0007061	LOC6611567|XP_002036105.1|DSEC	LOC109421193|XP_029726917.1|AEAL, LOC109432482|XP_029727065.1|AEAL
OG0007062	LOC6617224|XP_032583099.1|DSEC	LOC109621806|XP_019931506.2|AEAL
OG0007063	LOC6611687|XP_002036221.1|DSEC	LOC109421307|XP_019551355.3|AEAL
OG0007064	LOC6608306|XP_002033043.1|DSEC	LOC109421303|XP_019551348.1|AEAL
OG0007065	LOC6618288|XP_002042561.1|DSEC	LOC109621809|XP_019931517.2|AEAL
OG0007066	LOC6605751|XP_002030566.1|DSEC	LOC109621858|XP_019931608.2|AEAL
OG0007067	LOC6612078|XP_002036595.1|DSEC	LOC109421298|XP_019551341.2|AEAL
OG0007068	LOC6611887|XP_032569778.1|DSEC	LOC109621853|XP_029726958.1|AEAL
OG0007069	LOC6617895|XP_002042203.2|DSEC	LOC109410817|XP_029710355.1|AEAL, LOC115256260|XP_029710390.1|AEAL
OG0007070	LOC6608879|XP_002033593.1|DSEC	LOC109621231|XP_019530737.2|AEAL
OG0007071	LOC6618911|XP_002043159.1|DSEC	LOC109402516|XP_019530752.2|AEAL
OG0007073	LOC6613335|XP_002037811.1|DSEC	LOC109402498|XP_019530727.2|AEAL
OG0007074	LOC6615773|XP_002040144.1|DSEC	LOC109415856|XP_019545349.2|AEAL
OG0007075	LOC6620613|XP_032569807.1|DSEC	LOC109415853|XP_019545346.2|AEAL
OG0007076	LOC6609127|XP_002033829.1|DSEC	LOC109402466|XP_019530702.2|AEAL
OG0007077	LOC6621813|XP_002045895.1|DSEC	LOC109416798|XP_019546403.1|AEAL
OG0007078	LOC6613194|XP_032583553.1|DSEC	LOC109402527|XP_019530771.2|AEAL
OG0007079	LOC6613193|XP_032583457.1|DSEC	LOC109416792|XP_029720038.1|AEAL
OG0007080	LOC6611799|XP_032575843.1|DSEC	LOC109429583|XP_029719935.1|AEAL
OG0007081	LOC6613631|XP_002038101.1|DSEC	LOC109429582|XP_019561109.2|AEAL
OG0007082	LOC6617199|XP_002041526.1|DSEC	LOC109426524|XP_019557606.2|AEAL
OG0007083	LOC6617721|XP_032581371.1|DSEC	LOC109429576|XP_029719930.1|AEAL
OG0007084	LOC6617965|XP_002042273.2|DSEC	LOC115262079|XP_029719891.1|AEAL, LOC109429573|XP_029719925.1|AEAL
OG0007085	LOC6617403|XP_032583435.1|DSEC	LOC109429560|XP_029719916.1|AEAL, LOC109429977|XP_029719908.1|AEAL
OG0007086	LOC6613690|XP_002038160.1|DSEC	LOC109429546|XP_029720094.1|AEAL
OG0007087	LOC6618342|XP_002042614.1|DSEC	LOC109429894|XP_019561437.2|AEAL
OG0007088	LOC6618127|XP_032572840.1|DSEC	LOC109429892|XP_029720103.1|AEAL
OG0007089	LOC6617299|XP_032570627.1|DSEC	LOC109415453|XP_019544874.2|AEAL
OG0007090	LOC6613083|XP_032573036.1|DSEC	LOC109429879|XP_029720114.1|AEAL
OG0007091	LOC6613676|XP_002038146.1|DSEC	LOC109429872|XP_019561403.2|AEAL
OG0007092	LOC6616703|XP_032576670.1|DSEC	LOC109415451|XP_019544872.2|AEAL
OG0007093	LOC6611841|XP_002036363.1|DSEC	LOC109429955|XP_029720122.1|AEAL
OG0007094	LOC6611840|XP_002036362.1|DSEC	LOC109429944|XP_019561486.1|AEAL
OG0007095	LOC6614685|XP_002039112.1|DSEC	LOC109429946|XP_019561488.2|AEAL
OG0007096	LOC6614738|XP_032569985.1|DSEC	LOC109429943|XP_019561485.2|AEAL
OG0007097	LOC6618234|XP_002042509.1|DSEC	LOC115253886|XP_029729201.1|AEAL, LOC109429830|XP_029720145.1|AEAL
OG0007098	LOC6618230|XP_032579480.1|DSEC	LOC115262145|XP_029720148.1|AEAL
OG0007099	LOC6606583|XP_002031384.1|DSEC	LOC109429796|XP_019526211.2|AEAL
OG0007100	LOC6611415|XP_002035959.1|DSEC	LOC109429791|XP_029720166.1|AEAL
OG0007101	LOC6614415|XP_002038848.1|DSEC	LOC109404638|XP_019533101.2|AEAL, LOC109411676|XP_019540786.2|AEAL
OG0007102	LOC6617208|XP_032583628.1|DSEC	LOC109404600|XP_029720262.1|AEAL
OG0007103	LOC6611870|XP_002036388.1|DSEC	LOC109404604|XP_019533052.1|AEAL
OG0007104	LOC6612100|XP_002036617.1|DSEC	LOC109411702|XP_019540820.1|AEAL
OG0007105	LOC6611987|XP_002036504.1|DSEC	LOC109411704|XP_019540824.2|AEAL
OG0007106	LOC6617290|XP_002041617.1|DSEC	LOC109411764|XP_019540919.2|AEAL, LOC115262162|XP_029720233.1|AEAL
OG0007107	LOC6617443|XP_032575869.1|DSEC	LOC109416814|XP_019546424.2|AEAL
OG0007108	LOC6613375|XP_002037849.1|DSEC	LOC115266197|XP_029728025.1|AEAL, LOC109416813|XP_029720224.1|AEAL
OG0007109	LOC6614615|XP_002039043.1|DSEC	LOC109421195|XP_019551262.1|AEAL
OG0007110	LOC6621943|XP_032583508.1|DSEC	LOC109421405|XP_029719783.1|AEAL
OG0007111	LOC6611541|XP_032578630.1|DSEC	LOC109421495|XP_029720210.1|AEAL
OG0007112	LOC6617247|XP_002041574.1|DSEC	LOC109411735|XP_019540879.2|AEAL
OG0007113	LOC6619628|XP_002043843.2|DSEC	LOC109411740|XP_019540888.2|AEAL
OG0007114	LOC6617697|XP_002042009.1|DSEC	LOC109420449|XP_019550340.2|AEAL
OG0007115	LOC6617767|XP_002042079.1|DSEC	LOC109411747|XP_029720204.1|AEAL
OG0007116	LOC6611595|XP_002036132.1|DSEC	LOC109411754|XP_019540905.2|AEAL
OG0007118	LOC6621256|XP_032583130.1|DSEC	LOC109411759|XP_019540913.2|AEAL
OG0007119	LOC6620252|XP_032581377.1|DSEC	LOC109411214|XP_029719801.1|AEAL
OG0007120	LOC6612454|XP_032582201.1|DSEC	LOC109411219|XP_019540265.2|AEAL
OG0007121	LOC6619559|XP_002043774.1|DSEC	LOC115262201|XP_029720403.1|AEAL, LOC109411242|XP_019540304.1|AEAL
OG0007122	LOC6615001|XP_032580837.1|DSEC	LOC109411230|XP_019540283.2|AEAL
OG0007123	LOC6615003|XP_032581035.1|DSEC	LOC109411232|XP_019540288.1|AEAL
OG0007124	LOC6605480|XP_032574057.1|DSEC	LOC109414188|XP_019543517.2|AEAL
OG0007125	LOC6605575|XP_032573933.1|DSEC	LOC109414187|XP_019543515.2|AEAL
OG0007126	LOC6605754|XP_002030569.1|DSEC	LOC109414186|XP_019543514.2|AEAL
OG0007127	LOC6616274|XP_002040638.1|DSEC	LOC109414184|XP_019543511.1|AEAL
OG0007128	LOC6605573|XP_002030395.1|DSEC	LOC109414180|XP_019543508.2|AEAL
OG0007129	LOC6605574|XP_002030396.1|DSEC	LOC109414179|XP_019543507.2|AEAL
OG0007130	LOC6616269|XP_002040633.1|DSEC	LOC109414174|XP_029712512.1|AEAL
OG0007131	LOC6616530|XP_002040889.1|DSEC	LOC109414168|XP_019543496.2|AEAL
OG0007132	LOC6616533|XP_002040892.1|DSEC	LOC109414166|XP_029712485.1|AEAL
OG0007133	LOC6605980|XP_002030792.1|DSEC	LOC109414161|XP_019543486.1|AEAL, LOC115254470|XP_029707884.1|AEAL
OG0007134	LOC6605866|XP_002030680.1|DSEC	LOC115257198|XP_029712493.1|AEAL, LOC109414159|XP_019543484.1|AEAL
OG0007135	LOC6605879|XP_002030693.1|DSEC	LOC109414203|XP_019543544.1|AEAL, LOC115257215|XP_029712519.1|AEAL
OG0007136	LOC6619410|XP_032573462.1|DSEC	LOC109414152|XP_019543473.2|AEAL, LOC115254464|XP_029707878.1|AEAL
OG0007137	LOC6615908|XP_032580918.1|DSEC	LOC109432457|XP_029707856.1|AEAL, LOC109426364|XP_029713954.1|AEAL
OG0007138	LOC6612511|XP_032582123.1|DSEC	LOC109621640|XP_029713994.1|AEAL, LOC109426361|XP_029707853.1|AEAL
OG0007139	LOC6615026|XP_032582530.1|DSEC	LOC109621532|XP_029707846.1|AEAL, LOC109426356|XP_029713956.1|AEAL
OG0007140	LOC6616125|XP_002040490.1|DSEC	LOC109426355|XP_019557360.2|AEAL, LOC109621531|XP_029713976.1|AEAL
OG0007141	LOC6616151|XP_002040516.1|DSEC	LOC109426352|XP_019557358.2|AEAL, LOC109621643|XP_019931291.2|AEAL
OG0007142	LOC6619389|XP_002043605.1|DSEC	LOC109423350|XP_019553893.1|AEAL
OG0007143	LOC6612735|XP_002037238.1|DSEC	LOC109421791|XP_019551886.2|AEAL
OG0007145	LOC6607756|XP_002032519.1|DSEC	LOC109427108|XP_019558237.2|AEAL, LOC109421675|XP_029708067.1|AEAL
OG0007146	LOC6617020|XP_002041348.1|DSEC	LOC109421799|XP_019551893.2|AEAL
OG0007147	LOC6606628|XP_002031429.1|DSEC	LOC109421805|XP_029732695.1|AEAL
OG0007148	LOC6618996|XP_002043241.1|DSEC	LOC109427974|XP_019559174.2|AEAL, LOC109418212|XP_029732714.1|AEAL
OG0007149	LOC6608059|XP_002032807.1|DSEC	LOC109418227|XP_029732711.1|AEAL
OG0007150	LOC6616529|XP_032574852.1|DSEC	LOC109418235|XP_029720550.1|AEAL, LOC109428008|XP_029709760.1|AEAL
OG0007151	LOC6605045|XP_002029887.1|DSEC	LOC109427971|XP_029709762.1|AEAL, LOC109418190|XP_029720552.1|AEAL
OG0007152	LOC6615046|XP_002039463.2|DSEC	LOC109418237|XP_019547939.2|AEAL, LOC115255773|XP_029709761.1|AEAL
OG0007153	LOC6615042|XP_032582452.1|DSEC	LOC109428025|XP_019559228.2|AEAL
OG0007154	LOC6609532|XP_002034215.1|DSEC	LOC109428033|XP_019559242.2|AEAL
OG0007155	LOC6609259|XP_002033949.1|DSEC	LOC109428035|XP_019559245.2|AEAL
OG0007156	LOC6619206|XP_002043427.2|DSEC	LOC109428039|XP_019559249.2|AEAL
OG0007157	LOC6614018|XP_002038472.2|DSEC	LOC109418263|XP_019547970.2|AEAL
OG0007158	LOC6610587|XP_002035160.2|DSEC	LOC109428045|XP_019559256.2|AEAL
OG0007159	LOC6615961|XP_002040328.1|DSEC	LOC115259927|XP_029716580.1|AEAL, LOC109428053|XP_029720490.1|AEAL
OG0007160	LOC6606823|XP_002031620.1|DSEC	LOC109428082|XP_029720317.1|AEAL
OG0007161	LOC6616235|XP_032580240.1|DSEC	LOC109428094|XP_029720041.1|AEAL, LOC109418200|XP_019547909.2|AEAL
OG0007162	LOC6617599|XP_032582197.1|DSEC	LOC109418317|XP_019548035.2|AEAL, LOC109428095|XP_029720165.1|AEAL
OG0007163	LOC6619516|XP_002043731.1|DSEC	LOC109428101|XP_019559333.2|AEAL, LOC109418322|XP_019548044.2|AEAL
OG0007164	LOC6619515|XP_002043730.1|DSEC	LOC109418331|XP_019548059.2|AEAL, LOC109427300|XP_029721137.1|AEAL
OG0007165	LOC6619897|XP_032580554.1|DSEC	LOC115253710|XP_029721253.1|AEAL, LOC109418342|XP_029721037.1|AEAL
OG0007166	LOC6604882|XP_032574952.1|DSEC	LOC109418349|XP_019548082.2|AEAL
OG0007167	LOC6619954|XP_002044166.1|DSEC	LOC109418350|XP_029721279.1|AEAL
OG0007168	LOC6615043|XP_032582451.1|DSEC	LOC109418402|XP_029721463.1|AEAL, LOC109426117|XP_029721773.1|AEAL
OG0007169	LOC6616108|XP_002040473.1|DSEC	LOC109418375|XP_019548108.1|AEAL, LOC109426090|XP_019557056.1|AEAL
OG0007170	LOC6613809|XP_002038278.2|DSEC	LOC115263071|XP_029721860.1|AEAL, LOC109426121|XP_029721524.1|AEAL
OG0007171	LOC6618593|XP_032580543.1|DSEC	LOC109418416|XP_029721930.1|AEAL, LOC115262876|XP_029721618.1|AEAL
OG0007172	LOC6615969|XP_032580701.1|DSEC	LOC109418422|XP_019548151.2|AEAL, LOC109426153|XP_019557128.2|AEAL
OG0007173	LOC6615972|XP_002040339.2|DSEC	LOC109426154|XP_019557130.2|AEAL, LOC115262909|XP_029721671.1|AEAL
OG0007174	LOC6607480|XP_032576832.1|DSEC	LOC109419125|XP_019548888.2|AEAL
OG0007175	LOC6605481|XP_032573326.1|DSEC	LOC109426191|XP_019557178.2|AEAL
OG0007176	LOC6619693|XP_002043908.1|DSEC	LOC109415977|XP_019545499.2|AEAL
OG0007177	LOC6613951|XP_002038415.1|DSEC	LOC109419210|XP_019548962.1|AEAL
OG0007178	LOC6607212|XP_032576836.1|DSEC	LOC109419213|XP_019548965.2|AEAL
OG0007179	LOC6614208|XP_002038653.1|DSEC	LOC109416013|XP_019545526.2|AEAL
OG0007180	LOC6613948|XP_032577610.1|DSEC	LOC109419216|XP_019548973.2|AEAL
OG0007181	LOC6616161|XP_002040526.1|DSEC	LOC109419226|XP_029719621.1|AEAL, LOC109407487|XP_029723344.1|AEAL
OG0007182	LOC6619047|XP_032577564.1|DSEC	LOC109419229|XP_029723373.1|AEAL
OG0007183	LOC6619045|XP_032576863.1|DSEC	LOC109419233|XP_019548989.2|AEAL
OG0007184	LOC6619049|XP_002043290.1|DSEC	LOC109407483|XP_029723393.1|AEAL
OG0007185	LOC6613348|XP_032583726.1|DSEC	LOC109407493|XP_029723535.1|AEAL, LOC109419166|XP_019548931.2|AEAL
OG0007186	LOC6616910|XP_002041240.1|DSEC	LOC109427338|XP_029723668.1|AEAL
OG0007187	LOC6617001|XP_032576423.1|DSEC	LOC109427334|XP_029723762.1|AEAL
OG0007188	LOC6607826|XP_032579284.1|DSEC	LOC109419253|XP_019549045.2|AEAL
OG0007189	LOC6607094|XP_002031882.2|DSEC	LOC109419256|XP_019549049.2|AEAL
OG0007190	LOC6606791|XP_032577395.1|DSEC	LOC109419258|XP_019549050.2|AEAL
OG0007191	LOC6606099|XP_002030908.1|DSEC	LOC109426113|XP_019557086.2|AEAL
OG0007192	LOC6618434|XP_032582692.1|DSEC	LOC109415725|XP_029724457.1|AEAL, LOC109429486|XP_029724233.1|AEAL
OG0007193	LOC6618435|XP_032582691.1|DSEC	LOC115264647|XP_029724441.1|AEAL, LOC109429484|XP_019560986.2|AEAL
OG0007194	LOC6612422|XP_002036930.2|DSEC	LOC109429489|XP_019560993.2|AEAL, LOC109415723|XP_019545200.2|AEAL
OG0007195	LOC6613872|XP_032576860.1|DSEC	LOC109429506|XP_019561022.2|AEAL
OG0007196	LOC6617168|XP_032577797.1|DSEC	LOC109410465|XP_029725098.1|AEAL
OG0007197	LOC6605669|XP_002030487.2|DSEC	LOC109401486|XP_029725929.1|AEAL
OG0007198	LOC6619050|XP_002043291.1|DSEC	LOC109405857|XP_019534461.1|AEAL
OG0007199	LOC6616636|XP_032577539.1|DSEC	LOC109405847|XP_019534453.2|AEAL
OG0007200	LOC6606771|XP_032577315.1|DSEC	LOC109405846|XP_029725478.1|AEAL
OG0007201	LOC6605434|XP_002030267.1|DSEC	LOC109405835|XP_019534439.2|AEAL
OG0007202	LOC6605967|XP_032575412.1|DSEC	LOC109410403|XP_029726146.1|AEAL
OG0007203	LOC6605963|XP_032575411.1|DSEC	LOC109405832|XP_019534435.2|AEAL
OG0007204	LOC6620725|XP_002044929.1|DSEC	LOC109410394|XP_019539492.2|AEAL
OG0007205	LOC6605962|XP_032574704.1|DSEC	LOC109410392|XP_019539490.2|AEAL
OG0007206	LOC6606797|XP_032577378.1|DSEC	LOC109417380|XP_029726232.1|AEAL
OG0007207	LOC6619690|XP_002043905.1|DSEC	LOC109398749|XP_019526683.2|AEAL
OG0007208	LOC6607092|XP_032576547.1|DSEC	LOC109398750|XP_029726251.1|AEAL
OG0007209	LOC6607091|XP_002031879.1|DSEC	LOC109398756|XP_019526691.2|AEAL
OG0007210	LOC6619054|XP_002043295.1|DSEC	LOC109398754|XP_019526688.2|AEAL
OG0007211	LOC6606796|XP_032577377.1|DSEC	LOC109410380|XP_019539477.2|AEAL
OG0007212	LOC6612809|XP_002037310.1|DSEC	LOC109398748|XP_029726381.1|AEAL
OG0007213	LOC116800417|XP_032571132.1|DSEC	LOC109416239|XP_019545782.1|AEAL, LOC109427053|XP_019558151.1|AEAL
OG0007214	LOC6605244|XP_002030082.1|DSEC	LOC109416235|XP_019545778.2|AEAL
OG0007215	LOC6606826|XP_002031623.1|DSEC	LOC109399757|XP_029727155.1|AEAL
OG0007219	LOC6606326|XP_032579017.1|DSEC	LOC109413762|XP_029727234.1|AEAL, LOC115265612|XP_029727296.1|AEAL
OG0007220	LOC6613707|XP_002038177.1|DSEC	LOC109413692|XP_019542958.2|AEAL
OG0007221	LOC6617016|XP_002041344.1|DSEC	LOC109413690|XP_019542955.2|AEAL
OG0007222	LOC6606245|XP_002031053.1|DSEC	LOC109622416|XP_029727441.1|AEAL
OG0007223	LOC6619522|XP_002043737.1|DSEC	LOC109413668|XP_019542920.2|AEAL
OG0007224	LOC6619099|XP_002043339.1|DSEC	LOC109425010|XP_019555743.2|AEAL
OG0007225	LOC6606288|XP_002031093.1|DSEC	LOC109413665|XP_019542914.1|AEAL
OG0007226	LOC6607235|XP_002032016.1|DSEC	LOC109413664|XP_019542913.2|AEAL
OG0007227	LOC6610915|XP_032575141.1|DSEC	LOC109413663|XP_019542910.2|AEAL
OG0007228	LOC6610766|XP_032576062.1|DSEC	LOC109413662|XP_029727604.1|AEAL
OG0007229	LOC6620027|XP_002044239.1|DSEC	LOC109425023|XP_019555759.1|AEAL
OG0007230	LOC6616656|XP_002041013.1|DSEC	LOC109415663|XP_019545124.1|AEAL
OG0007231	LOC6606717|XP_002031516.1|DSEC	LOC109415660|XP_019545118.2|AEAL
OG0007232	LOC6610830|XP_002035396.2|DSEC	LOC109425042|XP_029727679.1|AEAL
OG0007233	LOC6610832|XP_032574792.1|DSEC	LOC109415653|XP_019545106.2|AEAL
OG0007234	LOC6610839|XP_002035405.1|DSEC	LOC109415649|XP_019545099.2|AEAL
OG0007235	LOC6610836|XP_032574084.1|DSEC	LOC109425049|XP_029727738.1|AEAL
OG0007238	LOC6620109|XP_002044321.2|DSEC	LOC109399794|XP_019527837.2|AEAL
OG0007241	LOC6614796|XP_002039215.1|DSEC	LOC115270942|XP_029736156.1|AEAL, LOC109402035|XP_019530184.2|AEAL
OG0007242	LOC6614797|XP_032582177.1|DSEC	LOC109413710|XP_029736157.1|AEAL, LOC109402021|XP_029736139.1|AEAL
OG0007243	LOC6618638|XP_002042897.2|DSEC	LOC109404827|XP_029708124.1|AEAL
OG0007244	LOC6606216|XP_002031024.1|DSEC	LOC109414569|XP_029708123.1|AEAL
OG0007248	LOC6615839|XP_002040210.1|DSEC	LOC109415814|XP_019545291.2|AEAL, LOC115266506|XP_029728613.1|AEAL
OG0007249	LOC6621070|XP_032582686.1|DSEC	LOC109415801|XP_029730396.1|AEAL
OG0007250	LOC6617560|XP_002041873.1|DSEC	LOC115254176|XP_029728818.1|AEAL, LOC109415780|XP_029728748.1|AEAL
OG0007251	LOC6607220|XP_002032004.1|DSEC	LOC109415778|XP_019545253.1|AEAL, LOC109423907|XP_019554513.1|AEAL
OG0007252	LOC6607019|XP_002031808.1|DSEC	LOC109423866|XP_029728959.1|AEAL
OG0007253	LOC6605869|XP_002030683.1|DSEC	LOC109424043|XP_029731223.1|AEAL
OG0007254	LOC6616645|XP_032579177.1|DSEC	LOC109621941|XP_019931705.2|AEAL
OG0007255	LOC6614961|XP_002039378.1|DSEC	LOC109425571|XP_029729481.1|AEAL, LOC109411551|XP_029729537.1|AEAL
OG0007256	LOC6613950|XP_002038414.1|DSEC	LOC109411514|XP_019540597.1|AEAL
OG0007257	LOC6616913|XP_002041243.2|DSEC	LOC109411492|XP_019540558.2|AEAL
OG0007258	LOC6616912|XP_032578559.1|DSEC	LOC109425583|XP_029729639.1|AEAL
OG0007259	LOC6615940|XP_032580617.1|DSEC	LOC109411178|XP_019540201.2|AEAL, LOC109425602|XP_019556393.2|AEAL
OG0007260	LOC6605411|XP_002030244.1|DSEC	LOC115267204|XP_029729945.1|AEAL, LOC109411166|XP_029729878.1|AEAL
OG0007261	LOC6609603|XP_032573052.1|DSEC	LOC109412043|XP_019541234.2|AEAL, LOC115269864|XP_029734543.1|AEAL
OG0007262	LOC6616072|XP_002040438.1|DSEC	LOC115267323|XP_029730109.1|AEAL, LOC109411071|XP_029730097.1|AEAL
OG0007263	LOC6616302|XP_002040666.1|DSEC	LOC109411036|XP_019540022.2|AEAL
OG0007264	LOC6616550|XP_032574779.1|DSEC	LOC109411781|XP_029730209.1|AEAL
OG0007265	LOC6612248|XP_002036760.1|DSEC	LOC109410892|XP_019539947.2|AEAL
OG0007266	LOC6619243|XP_032579287.1|DSEC	LOC109410890|XP_029730312.1|AEAL, LOC115254065|XP_029718516.1|AEAL
OG0007269	LOC6615952|XP_002040319.1|DSEC	LOC109400874|XP_019528904.2|AEAL
OG0007270	LOC6606415|XP_002031219.2|DSEC	LOC109416761|XP_019546363.2|AEAL
OG0007271	LOC6606213|XP_002031021.2|DSEC	LOC109400850|XP_019528878.2|AEAL
OG0007272	LOC6610914|XP_002035471.1|DSEC	LOC109416759|XP_019546361.2|AEAL
OG0007273	LOC6606866|XP_032578270.1|DSEC	LOC109416756|XP_019546356.2|AEAL
OG0007274	LOC6607012|XP_032577644.1|DSEC	LOC109416755|XP_019546355.2|AEAL
OG0007275	LOC6610663|XP_032574919.1|DSEC	LOC109416751|XP_019546352.2|AEAL
OG0007276	LOC6610660|XP_032574917.1|DSEC	LOC109400871|XP_019528902.1|AEAL
OG0007277	LOC6616470|XP_002040831.1|DSEC	LOC109416018|XP_029731355.1|AEAL
OG0007278	LOC6604963|XP_002029806.1|DSEC	LOC109416016|XP_019545527.2|AEAL
OG0007279	LOC6605110|XP_032573499.1|DSEC	LOC109415018|XP_029731416.1|AEAL
OG0007280	LOC6616399|XP_032573812.1|DSEC	LOC109414810|XP_029731432.1|AEAL
OG0007281	LOC6616927|XP_002041258.1|DSEC	LOC109414524|XP_019543912.2|AEAL
OG0007282	LOC6616928|XP_002041259.1|DSEC	LOC109423413|XP_029731787.1|AEAL
OG0007283	LOC6617023|XP_002041351.1|DSEC	LOC109414481|XP_019543874.2|AEAL
OG0007284	LOC6613735|XP_002038205.1|DSEC	LOC109423378|XP_019553914.1|AEAL
OG0007285	LOC6615005|XP_002039422.1|DSEC	LOC109409555|XP_019538536.2|AEAL
OG0007286	LOC6615006|XP_032582682.1|DSEC	LOC109423376|XP_029720642.1|AEAL, LOC109430466|XP_029732046.1|AEAL
OG0007287	LOC6617298|XP_002041625.1|DSEC	LOC109409558|XP_019538543.2|AEAL
OG0007288	LOC6612272|XP_032582171.1|DSEC	LOC109409560|XP_019538545.2|AEAL
OG0007289	LOC6612292|XP_032580761.1|DSEC	LOC109409564|XP_029732145.1|AEAL
OG0007290	LOC6616640|XP_002040997.1|DSEC	LOC109430453|XP_019562068.1|AEAL, LOC109409575|XP_019538571.1|AEAL
OG0007291	LOC6612420|XP_002036928.2|DSEC	LOC109405758|XP_019534369.2|AEAL
OG0007292	LOC6619980|XP_032580726.1|DSEC	LOC109405756|XP_019534368.2|AEAL, LOC109433372|XP_019565343.2|AEAL
OG0007293	LOC6617036|XP_002041364.1|DSEC	LOC109433397|XP_019565375.2|AEAL
OG0007294	LOC6606320|XP_002031125.1|DSEC	LOC109433307|XP_019565278.2|AEAL, LOC109622091|XP_019931871.1|AEAL
OG0007295	LOC6606219|XP_002031027.1|DSEC	LOC109413944|XP_019543220.3|AEAL
OG0007296	LOC6612641|XP_032577711.1|DSEC	LOC109413923|XP_029734144.1|AEAL
OG0007297	LOC6616715|XP_032577109.1|DSEC	LOC109622067|XP_029734139.1|AEAL
OG0007298	LOC6613947|XP_002038411.1|DSEC	LOC109622065|XP_019543192.1|AEAL
OG0007299	LOC6607180|XP_032578166.1|DSEC	LOC109413913|XP_029734085.1|AEAL
OG0007300	LOC6616916|XP_002041246.1|DSEC	LOC109622056|XP_029733919.1|AEAL
OG0007301	LOC6614008|XP_032578192.1|DSEC	LOC109405021|XP_029733799.1|AEAL
OG0007302	LOC6613934|XP_032576207.1|DSEC	LOC109405983|XP_019534583.3|AEAL
OG0007303	LOC6617658|XP_002041971.1|DSEC	LOC109419330|XP_019549110.2|AEAL, LOC109408471|XP_019537354.2|AEAL, LOC115269975|XP_029734697.1|AEAL
OG0007304	LOC6611268|XP_032583745.1|DSEC	LOC109408454|XP_019537331.2|AEAL
OG0007305	LOC6618286|XP_002042559.1|DSEC	LOC109408434|XP_019537310.2|AEAL
OG0007306	LOC6618287|XP_002042560.1|DSEC	LOC109419387|XP_019549165.2|AEAL
OG0007307	LOC6606164|XP_002030972.1|DSEC	LOC109401058|XP_029735348.1|AEAL
OG0007308	LOC6617186|XP_002041513.1|DSEC	LOC109401050|XP_029716951.1|AEAL, LOC115270288|XP_029735486.1|AEAL
OG0007309	LOC6617046|XP_032577093.1|DSEC	LOC109408408|XP_029735700.1|AEAL
OG0007310	LOC6607721|XP_032577641.1|DSEC	LOC109408405|XP_019537260.2|AEAL
