Orthogroup	DSEC.longest_only	DBUS.longest_only
OG0008507	LOC6618289|XP_032574881.1|DSEC	LOC108599032|XP_033149767.1|DBUS
OG0008508	LOC6615081|XP_002039497.1|DSEC	LOC108605404|XP_033150229.1|DBUS
OG0008510	LOC6618676|XP_002042935.1|DSEC, LOC6621226|XP_032582122.1|DSEC, LOC6619813|XP_002044026.1|DSEC, LOC6619809|XP_002044022.2|DSEC	LOC108605899|XP_033150315.1|DBUS
OG0008512	LOC6611480|XP_002036021.1|DSEC, LOC6612317|XP_002036827.1|DSEC, LOC116802156|XP_032581402.1|DSEC	LOC108605349|XP_017850542.1|DBUS, LOC108607703|XP_017854186.1|DBUS
OG0008513	LOC6613063|XP_002037546.1|DSEC	LOC108606221|XP_017851611.1|DBUS
OG0008514	LOC6614441|XP_032580710.1|DSEC	LOC108607730|XP_017854243.1|DBUS
OG0008515	LOC6613150|XP_002037631.1|DSEC	LOC108596647|XP_017838116.1|DBUS
OG0008516	LOC6604814|XP_002029658.1|DSEC	LOC108600964|XP_017844308.1|DBUS
OG0008517	LOC6605001|XP_002029844.1|DSEC	LOC108598948|XP_017841206.1|DBUS
OG0008518	LOC6616451|XP_002040812.1|DSEC	LOC108599760|XP_017842264.1|DBUS
OG0008519	LOC6608854|XP_002033568.1|DSEC	LOC108595608|XP_017836363.1|DBUS
OG0008520	LOC116801397|XP_032576475.1|DSEC	LOC108603003|XP_017846887.1|DBUS, LOC117134859|XP_033149997.1|DBUS
OG0008521	LOC116801555|XP_032577805.1|DSEC	LOC108602551|XP_017846175.1|DBUS
OG0008522	LOC116801441|XP_032576918.1|DSEC, LOC6608849|XP_002033563.1|DSEC	LOC108605526|XP_017850769.1|DBUS
OG0008524	LOC6620264|XP_032580155.1|DSEC, LOC6620270|XP_002044478.1|DSEC	LOC108605795|XP_017851087.1|DBUS
OG0008527	LOC6614838|XP_002039256.1|DSEC	LOC108607273|XP_017853455.1|DBUS
OG0008528	LOC6610151|XP_002034760.1|DSEC	LOC108599787|XP_017842335.1|DBUS
OG0008529	LOC6615995|XP_002040362.2|DSEC	LOC108606963|XP_017853011.1|DBUS
OG0008530	LOC6618433|XP_002042703.2|DSEC	LOC108606301|XP_017851777.2|DBUS
OG0008531	LOC6614794|XP_002039213.1|DSEC	LOC108606327|XP_017851836.1|DBUS
OG0008532	LOC6617982|XP_002042290.1|DSEC	LOC108607091|XP_017853205.1|DBUS
OG0008534	LOC6619883|XP_032581494.1|DSEC	LOC108605370|XP_033150270.1|DBUS
OG0008535	LOC6618957|XP_032581612.1|DSEC	LOC108605748|XP_017851036.1|DBUS
OG0008536	LOC6612200|XP_002036717.2|DSEC	LOC108605197|XP_017850281.1|DBUS
OG0008537	LOC6606570|XP_002031371.2|DSEC	LOC108603722|XP_017848250.1|DBUS
OG0008538	LOC6619841|XP_002044054.2|DSEC	LOC108605142|XP_017850205.1|DBUS
OG0008540	LOC6607107|XP_002031895.1|DSEC	LOC108601852|XP_017845291.1|DBUS
OG0008541	LOC6608113|XP_002032861.2|DSEC	LOC108597706|XP_017839880.1|DBUS
OG0008542	LOC6610585|XP_032573598.1|DSEC	LOC108597924|XP_017840030.2|DBUS
OG0008544	LOC116800654|XP_032572688.1|DSEC	LOC108596268|XP_017837324.1|DBUS
OG0008546	LOC6610454|XP_002035035.1|DSEC	LOC108598722|XP_017840941.1|DBUS
OG0008547	LOC6612255|XP_002036767.1|DSEC	LOC108605309|XP_017850468.1|DBUS
OG0008548	LOC6612858|XP_032577370.1|DSEC	LOC108608308|XP_033149112.1|DBUS
OG0008549	LOC6607804|XP_002032562.1|DSEC	LOC108603504|XP_017847866.1|DBUS
OG0008550	LOC6612459|XP_002036967.1|DSEC	LOC108598157|XP_017840263.1|DBUS, LOC108599164|XP_017841440.1|DBUS
OG0008551	LOC6610410|XP_032574547.1|DSEC	LOC108597965|XP_017840069.1|DBUS
OG0008552	LOC6604923|XP_002029766.1|DSEC	LOC108599079|XP_017841355.2|DBUS
OG0008553	LOC6608316|XP_002033053.1|DSEC	LOC108595484|XP_017836224.1|DBUS
OG0008554	LOC6615980|XP_002040347.2|DSEC	LOC108607259|XP_017853434.1|DBUS
OG0008555	LOC6616017|XP_002040383.1|DSEC	LOC108606292|XP_017851766.1|DBUS
OG0008556	LOC6608225|XP_032571135.1|DSEC	LOC108595027|XP_017835651.1|DBUS
OG0008557	LOC6612780|XP_002037281.1|DSEC	LOC108601864|XP_017845310.1|DBUS
OG0008558	LOC6611919|XP_032569874.1|DSEC	LOC108607106|XP_033150210.1|DBUS
OG0008561	LOC6618182|XP_002042457.1|DSEC	LOC108594456|XP_017835121.1|DBUS
OG0008562	LOC6613626|XP_032583649.1|DSEC	LOC108607453|XP_017852976.1|DBUS
OG0008563	LOC6607538|XP_002032307.1|DSEC	LOC108604179|XP_017849007.1|DBUS
OG0008564	LOC6611972|XP_002036489.2|DSEC	LOC108607799|XP_033149011.1|DBUS
OG0008565	LOC6606045|XP_002030856.1|DSEC	LOC117134956|XP_033150487.1|DBUS
OG0008566	LOC6611222|XP_002035778.1|DSEC	LOC108607779|XP_033150056.1|DBUS
OG0008569	LOC6616100|XP_032582251.1|DSEC	LOC108606506|XP_017852162.1|DBUS
OG0008571	LOC6604925|XP_002029768.1|DSEC	LOC108600874|XP_017844176.2|DBUS
OG0008572	LOC6613889|XP_002038355.1|DSEC	LOC108602098|XP_017845610.1|DBUS
OG0008573	LOC6616137|XP_002040502.2|DSEC	LOC108605430|XP_017850595.1|DBUS
OG0008574	LOC6605873|XP_002030687.2|DSEC	LOC108597979|XP_017840085.1|DBUS
OG0008575	LOC6607483|XP_032579520.1|DSEC	LOC108603954|XP_017848636.1|DBUS
OG0008576	LOC6620591|XP_002044796.2|DSEC	LOC108606762|XP_017852662.1|DBUS
OG0008577	LOC6605433|XP_002030266.1|DSEC	LOC108601109|XP_017844515.1|DBUS
OG0008579	LOC6605004|XP_002029847.1|DSEC	LOC108599314|XP_033149478.1|DBUS
OG0008582	LOC6612264|XP_002036775.1|DSEC	LOC108607073|XP_017853181.1|DBUS
OG0008583	LOC6620587|XP_032582235.1|DSEC	LOC108604972|XP_017850031.1|DBUS
OG0008584	LOC6616077|XP_032581249.1|DSEC	LOC108606724|XP_017852596.1|DBUS
OG0008585	LOC6618951|XP_002043196.1|DSEC	LOC108605548|XP_017850798.1|DBUS
OG0008586	LOC6618950|XP_002043195.1|DSEC	LOC108605689|XP_017850970.1|DBUS
OG0008587	LOC6619056|XP_032576123.1|DSEC	LOC108603225|XP_017847323.1|DBUS
OG0008588	LOC116801461|XP_032577092.1|DSEC	LOC108603538|XP_017847939.1|DBUS
OG0008589	LOC6618588|XP_032581458.1|DSEC	LOC117134955|XP_033150484.1|DBUS
OG0008590	LOC116801737|XP_032578847.1|DSEC	LOC108602222|XP_017845758.1|DBUS
OG0008592	LOC6615426|XP_002039808.1|DSEC	LOC108595658|XP_017836424.1|DBUS
OG0008593	LOC6605134|XP_032573467.1|DSEC	LOC108598759|XP_017840984.1|DBUS
OG0008594	LOC6619257|XP_002043474.1|DSEC	LOC108603496|XP_017847844.1|DBUS
OG0008595	LOC6609352|XP_002034041.1|DSEC	LOC108597108|XP_017838975.1|DBUS, LOC108596227|XP_017837245.1|DBUS
OG0008596	LOC6609347|XP_002034036.2|DSEC	LOC108596021|XP_017836867.1|DBUS
OG0008597	LOC6607730|XP_002032493.1|DSEC	LOC108602455|XP_017846067.1|DBUS
OG0008598	LOC6617540|XP_032581962.1|DSEC	LOC108606699|XP_017852562.2|DBUS
OG0008599	LOC6612237|XP_032581538.1|DSEC	LOC108605347|XP_017850505.1|DBUS
OG0008600	LOC6620054|XP_002044266.1|DSEC	LOC108602800|XP_017846512.1|DBUS
OG0008601	LOC6611496|XP_002036037.1|DSEC	LOC108600385|XP_017843424.1|DBUS
OG0008602	LOC6607781|XP_002032540.2|DSEC	LOC108604463|XP_017849433.1|DBUS
OG0008603	LOC6606560|XP_002031361.1|DSEC	LOC108601972|XP_017845453.1|DBUS
OG0008604	LOC6618910|XP_002043158.1|DSEC	LOC108597451|XP_017839506.1|DBUS
OG0008605	LOC6614681|XP_032576047.1|DSEC	LOC108607528|XP_017853895.1|DBUS
OG0008606	LOC6613364|XP_002037838.1|DSEC	LOC108608337|XP_017855169.1|DBUS
OG0008607	LOC6614022|XP_002038476.1|DSEC	LOC108602418|XP_017846022.1|DBUS
OG0008608	LOC6612484|XP_002036992.1|DSEC	LOC108606180|XP_017851520.1|DBUS
OG0008609	LOC6606851|XP_002031648.1|DSEC	LOC108601965|XP_017845441.1|DBUS
OG0008610	LOC6609464|XP_002034149.2|DSEC	LOC108595565|XP_017836315.1|DBUS
OG0008612	LOC6608364|XP_002033101.1|DSEC	LOC108596073|XP_017836975.1|DBUS
OG0008613	LOC6614360|XP_032576727.1|DSEC	LOC108602961|XP_017846826.1|DBUS
OG0008614	LOC6614977|XP_002039394.1|DSEC	LOC108606685|XP_017852525.1|DBUS
OG0008615	LOC6614222|XP_002038667.1|DSEC	LOC108602152|XP_017845674.1|DBUS
OG0008616	LOC6612963|XP_032576536.1|DSEC	LOC108601946|XP_017845414.1|DBUS
OG0008617	LOC6607581|XP_032577773.1|DSEC	LOC108602665|XP_017846301.1|DBUS
OG0008619	LOC6612184|XP_002036701.1|DSEC	LOC108602986|XP_017846868.1|DBUS
OG0008620	LOC6608124|XP_002032872.1|DSEC	LOC108595412|XP_017836129.1|DBUS
OG0008621	LOC6607032|XP_032577032.1|DSEC	LOC108602159|XP_017845680.1|DBUS
OG0008622	LOC6609519|XP_002034203.1|DSEC	LOC108594979|XP_017835601.1|DBUS
OG0008623	LOC6609032|XP_032571719.1|DSEC	LOC108595735|XP_017836511.1|DBUS
OG0008624	LOC6609103|XP_032571185.1|DSEC	LOC108596571|XP_017837968.2|DBUS
OG0008625	LOC6608428|XP_002033162.1|DSEC	LOC108596730|XP_017838264.1|DBUS
OG0008626	LOC6619112|XP_002043352.2|DSEC	LOC117135085|XP_033150909.1|DBUS
OG0008627	LOC6604952|XP_032575261.1|DSEC	LOC108599793|XP_017842341.2|DBUS
OG0008629	LOC116803540|XP_032583155.1|DSEC	LOC108596071|XP_033149830.1|DBUS
OG0008630	LOC6619484|XP_032579962.1|DSEC	LOC108607398|XP_017853662.1|DBUS
OG0008631	LOC6607351|XP_002032124.1|DSEC	LOC108604836|XP_017849941.1|DBUS
OG0008633	LOC6609231|XP_032570272.1|DSEC	LOC108596865|XP_017838506.1|DBUS
OG0008634	LOC6620144|XP_002044352.1|DSEC	LOC108596095|XP_033150103.1|DBUS
OG0008635	LOC6608119|XP_002032867.1|DSEC	LOC108597038|XP_017838822.1|DBUS
OG0008636	LOC6606712|XP_002031511.1|DSEC	LOC108602393|XP_017845994.1|DBUS
OG0008638	LOC6613744|XP_002038213.1|DSEC	LOC108602675|XP_017846308.1|DBUS
OG0008639	LOC6617158|XP_032577791.1|DSEC	LOC108603699|XP_017848217.1|DBUS
OG0008640	LOC6613705|XP_002038175.1|DSEC	LOC108603429|XP_017847737.1|DBUS
OG0008641	LOC6612818|XP_032579158.1|DSEC	LOC108601395|XP_017844784.1|DBUS
OG0008642	LOC6616794|XP_032578182.1|DSEC	LOC108601819|XP_017845245.1|DBUS
OG0008644	LOC6612900|XP_032578537.1|DSEC	LOC108604833|XP_017849937.1|DBUS
OG0008645	LOC6614389|XP_002038826.1|DSEC	LOC108596443|XP_017837676.1|DBUS, LOC108604995|XP_017850054.2|DBUS
OG0008646	LOC6614480|XP_002038913.1|DSEC	LOC108600234|XP_017843152.1|DBUS
OG0008647	LOC6613272|XP_002037749.1|DSEC	LOC108603071|XP_017847035.1|DBUS
OG0008648	LOC6614390|XP_002038827.1|DSEC	LOC108599371|XP_017841669.1|DBUS
OG0008649	LOC6615686|XP_002040057.1|DSEC	LOC117135034|XP_033150753.1|DBUS
OG0008650	LOC6606215|XP_002031023.1|DSEC	LOC108601952|XP_017845426.1|DBUS
OG0008651	LOC6609141|XP_002033843.2|DSEC	LOC108595552|XP_017836299.1|DBUS
OG0008652	LOC6609780|XP_002034434.1|DSEC	LOC108595143|XP_017835797.1|DBUS
OG0008653	LOC6609406|XP_002034091.2|DSEC	LOC108595863|XP_017836644.1|DBUS
OG0008654	LOC6615795|XP_002040165.1|DSEC	LOC108595728|XP_017836499.1|DBUS
OG0008655	LOC6608182|XP_002032927.1|DSEC	LOC108596361|XP_017837511.1|DBUS
OG0008657	LOC6619573|XP_002043788.1|DSEC	LOC108606245|XP_017851679.1|DBUS
OG0008658	LOC6612213|XP_032582407.1|DSEC	LOC108598320|XP_017840426.1|DBUS
OG0008659	LOC6605327|XP_032574381.1|DSEC	LOC108601612|XP_017844999.1|DBUS
OG0008660	LOC6606126|XP_032574512.1|DSEC	LOC108600496|XP_033149364.1|DBUS
OG0008661	LOC6610218|XP_002034825.1|DSEC	LOC108598907|XP_017841159.1|DBUS
OG0008662	LOC6616615|XP_032574544.1|DSEC	LOC108598869|XP_017841117.2|DBUS
OG0008663	LOC6619388|XP_002043604.1|DSEC	LOC108598455|XP_017840586.1|DBUS
OG0008664	LOC6610308|XP_032574675.1|DSEC	LOC108597934|XP_017840039.1|DBUS
OG0008665	LOC6611260|XP_002035815.2|DSEC	LOC108594463|XP_017835135.2|DBUS
OG0008666	LOC6616503|XP_032575228.1|DSEC	LOC108599035|XP_017841304.1|DBUS
OG0008667	LOC6605381|XP_002030214.2|DSEC	LOC108599442|XP_017841761.2|DBUS
OG0008668	LOC6610324|XP_002034911.1|DSEC	LOC108598565|XP_017840738.2|DBUS
OG0008669	LOC6613643|XP_002038113.1|DSEC	LOC108603969|XP_017848671.2|DBUS
OG0008670	LOC6606422|XP_002031226.1|DSEC	LOC108601868|XP_017845315.1|DBUS
OG0008672	LOC6614443|XP_002038876.1|DSEC	LOC108607732|XP_017854245.1|DBUS, LOC108607334|XP_017849983.2|DBUS
OG0008673	LOC6611646|XP_002036182.1|DSEC	LOC108607976|XP_017854618.1|DBUS
OG0008677	LOC6607492|XP_032578935.1|DSEC	LOC108601982|XP_017845466.1|DBUS
OG0008679	LOC6617493|XP_002041810.1|DSEC	LOC108605609|XP_017850876.1|DBUS
OG0008680	LOC6612583|XP_002037088.1|DSEC	LOC108607169|XP_017853311.1|DBUS
OG0008681	LOC6618678|XP_002042937.2|DSEC	LOC108606462|XP_017852073.1|DBUS
OG0008682	LOC6614907|XP_002039324.1|DSEC	LOC108607212|XP_017853369.1|DBUS
OG0008683	LOC6616035|XP_032581937.1|DSEC	LOC108604974|XP_033150349.1|DBUS
OG0008684	LOC6618520|XP_002042780.1|DSEC	LOC108606756|XP_017852650.1|DBUS
OG0008685	LOC6615430|XP_002039812.1|DSEC	LOC108596397|XP_017837569.1|DBUS
OG0008686	LOC6607529|XP_032579384.1|DSEC	LOC108604260|XP_017849143.1|DBUS
OG0008687	LOC6615836|XP_032572497.1|DSEC	LOC108596046|XP_017836920.1|DBUS
OG0008688	LOC6616118|XP_032581981.1|DSEC	LOC108606157|XP_017851498.1|DBUS
OG0008689	LOC6607067|XP_032576919.1|DSEC	LOC108602787|XP_017846488.1|DBUS
OG0008691	LOC6610957|XP_002035514.2|DSEC	LOC108599029|XP_017841256.2|DBUS
OG0008692	LOC6620175|XP_002044386.1|DSEC	LOC108605695|XP_017850976.1|DBUS
OG0008694	LOC6614894|XP_002039311.1|DSEC	LOC108605320|XP_017850479.1|DBUS
OG0008695	LOC6619177|XP_002043403.1|DSEC	LOC108597416|XP_017839455.1|DBUS
OG0008697	LOC6610731|XP_032573803.1|DSEC	LOC108598113|XP_017840219.1|DBUS
OG0008698	LOC6617652|XP_002041965.1|DSEC	LOC108606820|XP_017852790.1|DBUS
OG0008702	LOC6606735|XP_002031532.1|DSEC	LOC108594536|XP_017835228.2|DBUS
OG0008704	LOC6613254|XP_002037731.2|DSEC	LOC108599194|XP_017841482.1|DBUS
OG0008705	LOC6611489|XP_032569993.1|DSEC	LOC108600641|XP_017843825.1|DBUS
OG0008706	LOC6619519|XP_002043734.1|DSEC	LOC108601694|XP_017845093.1|DBUS
OG0008707	LOC6620022|XP_032581967.1|DSEC	LOC108606178|XP_017851517.1|DBUS
OG0008708	LOC6615057|XP_002039474.1|DSEC	LOC108606804|XP_017852763.1|DBUS
OG0008709	LOC6617169|XP_002041496.1|DSEC	LOC108604033|XP_017848777.1|DBUS
OG0008710	LOC6606556|XP_002031357.1|DSEC	LOC108603337|XP_017847551.1|DBUS
OG0008711	LOC6620068|XP_032578060.1|DSEC	LOC108603486|XP_017847824.1|DBUS
OG0008712	LOC6609353|XP_002034042.2|DSEC	LOC108597109|XP_017838976.1|DBUS
OG0008714	LOC6613056|XP_002037539.1|DSEC	LOC108594306|XP_017834940.2|DBUS
OG0008715	LOC6607226|XP_002032010.1|DSEC	LOC108601940|XP_017845409.1|DBUS
OG0008716	LOC6607759|XP_002032522.2|DSEC	LOC108602128|XP_017845644.2|DBUS
OG0008717	LOC6604786|XP_002029637.1|DSEC	LOC108600627|XP_017843802.2|DBUS
OG0008719	LOC6619513|XP_032578730.1|DSEC	LOC108603497|XP_017847846.1|DBUS
OG0008721	LOC6618667|XP_002042926.2|DSEC	LOC108605071|XP_017850127.1|DBUS
OG0008722	LOC6607196|XP_002031980.1|DSEC	LOC108602889|XP_017846687.1|DBUS
OG0008723	LOC6604819|XP_002029664.1|DSEC	LOC108600624|XP_017843796.1|DBUS
OG0008724	LOC6611884|XP_032576391.1|DSEC	LOC108602765|XP_033149878.1|DBUS
OG0008725	LOC6610118|XP_002034727.1|DSEC	LOC108594780|XP_017835408.1|DBUS
OG0008726	LOC6608932|XP_002033646.2|DSEC	LOC108594678|XP_033149154.1|DBUS
OG0008727	LOC6606597|XP_002031398.1|DSEC	LOC108602217|XP_017845752.1|DBUS
OG0008728	LOC6616856|XP_002041192.2|DSEC	LOC108604234|XP_017849092.1|DBUS
OG0008729	LOC6614846|XP_032581983.1|DSEC	LOC108605784|XP_017851076.1|DBUS
OG0008730	LOC6618109|XP_002042407.1|DSEC	LOC108607241|XP_017853408.1|DBUS
OG0008731	LOC6606397|XP_032579141.1|DSEC	LOC108603215|XP_017847299.1|DBUS
OG0008732	LOC6617804|XP_002042116.1|DSEC	LOC108608554|XP_017855465.1|DBUS
OG0008734	LOC6613818|XP_002038287.1|DSEC	LOC108601599|XP_033149791.1|DBUS, LOC108601824|XP_017845250.1|DBUS
OG0008735	LOC6610081|XP_002034697.1|DSEC	LOC108595830|XP_017836610.1|DBUS
OG0008736	LOC6608641|XP_002033375.1|DSEC	LOC108596551|XP_017837937.1|DBUS
OG0008737	LOC6607194|XP_002031978.1|DSEC	LOC108603768|XP_017848344.1|DBUS
OG0008738	LOC6613623|XP_032575260.1|DSEC	LOC108608140|XP_017854865.2|DBUS
OG0008739	LOC6616329|XP_002040689.1|DSEC	LOC108600764|XP_017844014.1|DBUS
OG0008740	LOC6621154|XP_032571411.1|DSEC	LOC108595987|XP_017836764.2|DBUS
OG0008741	LOC6608370|XP_032570796.1|DSEC	LOC108597725|XP_017839908.1|DBUS
OG0008742	LOC6610576|XP_002035149.1|DSEC	LOC108599480|XP_017841810.1|DBUS
OG0008743	LOC6608626|XP_002033360.1|DSEC	LOC108595880|XP_017836660.1|DBUS
OG0008744	LOC6608036|XP_002032784.1|DSEC	LOC108595828|XP_017836608.1|DBUS
OG0008745	LOC6620444|XP_002044648.1|DSEC	LOC108605103|XP_017850156.1|DBUS
OG0008746	LOC6619057|XP_032576127.1|DSEC	LOC108603227|XP_017847327.1|DBUS
OG0008747	LOC6616432|XP_002040793.2|DSEC	LOC108601039|XP_017844409.1|DBUS
OG0008748	LOC6617354|XP_002041679.1|DSEC	LOC108608124|XP_017854842.1|DBUS
OG0008749	LOC6612136|XP_002036653.1|DSEC	LOC108607648|XP_017854077.1|DBUS
OG0008750	LOC6611897|XP_002036414.1|DSEC	LOC108599088|XP_017854621.2|DBUS
OG0008753	LOC6605229|XP_002030067.1|DSEC	LOC108598544|XP_017840717.1|DBUS
OG0008754	LOC6609031|XP_002033734.1|DSEC	LOC108595137|XP_017835789.1|DBUS
OG0008755	LOC6617183|XP_002041510.2|DSEC	LOC108601277|XP_017844666.2|DBUS
OG0008756	LOC6613728|XP_002038198.1|DSEC	LOC108602614|XP_017846241.1|DBUS
OG0008757	LOC6607392|XP_002032165.2|DSEC	LOC108602520|XP_017846143.1|DBUS
OG0008758	LOC6617315|XP_002041641.2|DSEC	LOC108608545|XP_017855452.2|DBUS
OG0008759	LOC6612148|XP_032581606.1|DSEC	LOC108608010|XP_033150844.1|DBUS
OG0008760	LOC6612031|XP_032583416.1|DSEC	LOC108601567|XP_017844959.2|DBUS
OG0008761	LOC6611771|XP_002036294.1|DSEC	LOC108608273|XP_017855069.1|DBUS
OG0008762	LOC6608183|XP_002032928.1|DSEC	LOC108596360|XP_017837510.1|DBUS
OG0008763	LOC6613617|XP_002038087.1|DSEC	LOC108605865|XP_017851197.2|DBUS
OG0008764	LOC6611220|XP_002035776.1|DSEC	LOC108594216|XP_033150067.1|DBUS
OG0008765	LOC6608868|XP_002033582.1|DSEC	LOC108596187|XP_017837191.1|DBUS
OG0008766	LOC6617425|XP_032579986.1|DSEC	LOC108606970|XP_017853026.2|DBUS
OG0008767	LOC6609781|XP_002034435.1|DSEC	LOC108605937|XP_017851247.1|DBUS, LOC108595606|XP_017836361.1|DBUS
OG0008768	LOC6618825|XP_002043074.1|DSEC	LOC108597251|XP_017839193.1|DBUS
OG0008769	LOC6615380|XP_002039762.2|DSEC	LOC108597557|XP_017839653.1|DBUS
OG0008770	LOC6607991|XP_002032739.2|DSEC	LOC108597615|XP_017839743.1|DBUS
OG0008771	LOC6608659|XP_032573061.1|DSEC	LOC108594735|XP_017835362.1|DBUS
OG0008772	LOC6608625|XP_002033359.1|DSEC	LOC108595802|XP_017836581.1|DBUS
OG0008773	LOC6609632|XP_002034309.1|DSEC	LOC108597441|XP_017839494.1|DBUS
OG0008774	LOC6610064|XP_002034680.1|DSEC	LOC108595267|XP_017835969.1|DBUS
OG0008775	LOC6609544|XP_002034227.1|DSEC	LOC108596197|XP_017837201.1|DBUS
OG0008776	LOC6609213|XP_002033904.1|DSEC	LOC108596781|XP_017838370.1|DBUS
OG0008777	LOC6615543|XP_032570700.1|DSEC	LOC108597190|XP_017839107.1|DBUS
OG0008778	LOC6607860|XP_002032614.1|DSEC	LOC108595148|XP_017835803.1|DBUS
OG0008779	LOC6616183|XP_002040548.1|DSEC	LOC108605466|XP_017850640.1|DBUS
OG0008780	LOC6613842|XP_002038311.1|DSEC	LOC108606407|XP_017851981.1|DBUS
OG0008781	LOC6612279|XP_002036789.1|DSEC	LOC108605273|XP_017850394.1|DBUS
OG0008782	LOC6604999|XP_032575791.1|DSEC	LOC108600515|XP_017843643.2|DBUS
OG0008783	LOC6615671|XP_002040042.1|DSEC	LOC108595644|XP_017836406.1|DBUS
OG0008784	LOC6616306|XP_032573986.1|DSEC	LOC108600844|XP_017844133.1|DBUS
OG0008785	LOC6605171|XP_002030010.2|DSEC	LOC108607469|XP_017853796.2|DBUS
OG0008786	LOC6613511|XP_032582981.1|DSEC	LOC108603537|XP_017847936.1|DBUS
OG0008787	LOC6605102|XP_002029943.1|DSEC	LOC108599635|XP_017842096.1|DBUS, LOC108599634|XP_017842095.1|DBUS, LOC108599632|XP_017842093.1|DBUS, LOC108599633|XP_017842094.1|DBUS
OG0008788	LOC6610936|XP_032574971.1|DSEC	LOC108599279|XP_017841565.1|DBUS, LOC108598128|XP_017840234.1|DBUS
OG0008789	LOC6610322|XP_032575379.1|DSEC	LOC108598785|XP_017841017.1|DBUS
OG0008790	LOC6608204|XP_002032949.2|DSEC	LOC108597435|XP_017839482.1|DBUS
OG0008791	LOC6609725|XP_032570811.1|DSEC	LOC108597475|XP_017839538.1|DBUS
OG0008792	LOC6615483|XP_032572613.1|DSEC	LOC108596978|XP_017838721.1|DBUS
OG0008793	LOC6619174|XP_002043401.2|DSEC	LOC108596808|XP_017838408.1|DBUS
OG0008794	LOC6614398|XP_002038835.1|DSEC	LOC108596035|XP_017836888.1|DBUS
OG0008795	LOC6606322|XP_032576441.1|DSEC	LOC108601697|XP_017845098.2|DBUS
OG0008796	LOC6616987|XP_002041315.1|DSEC	LOC108601448|XP_017844835.1|DBUS
OG0008797	LOC6606354|XP_032578336.1|DSEC	LOC108602115|XP_017845629.1|DBUS
OG0008805	LOC6618094|XP_032581057.1|DSEC	LOC108606831|XP_017852805.1|DBUS
OG0008806	LOC6619985|XP_002044197.2|DSEC	LOC117134923|XP_033150318.1|DBUS
OG0008807	LOC6617939|XP_032581838.1|DSEC	LOC108606533|XP_017852201.1|DBUS
OG0008808	LOC6618653|XP_002042912.2|DSEC	LOC108606584|XP_017852302.1|DBUS
OG0008809	LOC6607795|XP_032578045.1|DSEC	LOC108602461|XP_017846073.1|DBUS
OG0008811	LOC6606272|XP_032577856.1|DSEC	LOC108604165|XP_017848987.1|DBUS
OG0008813	LOC6607052|XP_032579222.1|DSEC	LOC108601973|XP_017845455.1|DBUS
OG0008816	LOC6606035|XP_002030846.1|DSEC	LOC108598497|XP_017840654.2|DBUS
OG0008819	LOC6610085|XP_002034701.1|DSEC	LOC108595177|XP_017835842.1|DBUS
OG0008820	LOC6611820|XP_002036342.1|DSEC	LOC108605109|XP_017850164.2|DBUS
OG0008821	LOC6615230|XP_002039636.2|DSEC	LOC108606316|XP_017851814.1|DBUS
OG0008822	LOC6611977|XP_032582560.1|DSEC	LOC108596606|XP_017838032.1|DBUS
OG0008823	LOC6619844|XP_002044057.2|DSEC	LOC108605763|XP_017851054.1|DBUS
OG0008829	LOC6616044|XP_002040410.1|DSEC	LOC108605192|XP_017850273.1|DBUS
OG0008830	LOC6614858|XP_032580119.1|DSEC	LOC108605408|XP_033150330.1|DBUS
OG0008831	LOC6616075|XP_002040441.1|DSEC	LOC108606689|XP_017852533.1|DBUS
OG0008832	LOC6616074|XP_032581250.1|DSEC	LOC108606688|XP_017852530.1|DBUS
OG0008833	LOC6620179|XP_032580868.1|DSEC	LOC108605813|XP_017851108.1|DBUS
OG0008834	LOC6619663|XP_002043878.1|DSEC	LOC108604339|XP_017849252.1|DBUS
OG0008835	LOC116801779|XP_032579151.1|DSEC	LOC108601708|XP_017845113.1|DBUS
OG0008836	LOC6608263|XP_002033007.1|DSEC	LOC108597023|XP_017838793.1|DBUS
OG0008837	LOC6615572|XP_002039946.1|DSEC	LOC108597065|XP_017838878.1|DBUS
OG0008838	LOC6611848|XP_002036370.1|DSEC	LOC108607707|XP_017854196.2|DBUS
OG0008839	LOC6608775|XP_002033496.1|DSEC	LOC108596104|XP_017837013.1|DBUS
OG0008840	LOC6618131|XP_002042428.1|DSEC	LOC108602385|XP_017845988.1|DBUS
OG0008841	LOC6610610|XP_002035177.1|DSEC	LOC108597950|XP_033149603.1|DBUS
OG0008842	LOC6615731|XP_002040102.1|DSEC	LOC108595599|XP_033149140.1|DBUS, LOC108594779|XP_017835407.1|DBUS
OG0008843	LOC6610621|XP_002035188.1|DSEC	LOC108599644|XP_017842109.1|DBUS
OG0008845	LOC6611357|XP_032583100.1|DSEC	LOC108599607|XP_017842053.2|DBUS
OG0008846	LOC6618367|XP_002042637.2|DSEC	LOC108601062|XP_017844443.1|DBUS
OG0008847	LOC6614142|XP_002038595.1|DSEC	LOC108603369|XP_017847621.1|DBUS
OG0008849	LOC116802211|XP_032581817.1|DSEC	LOC108606931|XP_017852970.1|DBUS
OG0008850	LOC6615259|XP_032571350.1|DSEC	LOC108594792|XP_017835420.1|DBUS
OG0008851	LOC6612024|XP_032583180.1|DSEC	LOC108601229|XP_017844620.2|DBUS
