Orthogroup	DSEC.longest_only	CPIP.longest_only
OG0006238	LOC6617937|XP_032581095.1|DSEC	LOC120430647|XP_039451690.1|CPIP
OG0006239	LOC6620594|XP_032581439.1|DSEC	LOC120431218|XP_039452299.1|CPIP
OG0006240	LOC6612744|XP_002037247.1|DSEC	LOC120424110|XP_039444070.1|CPIP
OG0006241	LOC6617991|XP_002042299.1|DSEC	LOC120432260|XP_039453375.1|CPIP
OG0006242	LOC6619903|XP_002044115.1|DSEC	LOC120432220|XP_039453323.1|CPIP
OG0006243	LOC6607047|XP_002031835.1|DSEC	LOC120432219|XP_039453320.1|CPIP
OG0006244	LOC6607133|XP_002031919.1|DSEC	LOC120432294|XP_039453414.1|CPIP
OG0006245	LOC6607433|XP_002032202.2|DSEC	LOC120424014|XP_039443962.1|CPIP
OG0006246	LOC6616221|XP_032582620.1|DSEC	LOC120413336|XP_039430046.1|CPIP
OG0006247	LOC6608069|XP_032570810.1|DSEC	LOC120413345|XP_039430057.1|CPIP
OG0006248	LOC6619240|XP_002043459.1|DSEC	LOC120422085|XP_039441364.1|CPIP
OG0006249	LOC6613336|XP_032569722.1|DSEC	LOC120416394|XP_039434064.1|CPIP
OG0006250	LOC6619939|XP_002044151.2|DSEC	LOC120419690|XP_039438411.1|CPIP
OG0006251	LOC6617092|XP_002041419.1|DSEC	LOC120432362|XP_039453492.1|CPIP
OG0006252	LOC6617093|XP_002041420.1|DSEC	LOC120414180|XP_039431190.1|CPIP
OG0006253	LOC6616220|XP_002040585.2|DSEC	LOC120414193|XP_039431207.1|CPIP
OG0006254	LOC6618181|XP_002042456.1|DSEC	LOC120417691|XP_039435761.1|CPIP
OG0006255	LOC6607493|XP_002032262.1|DSEC	LOC120431152|XP_039452226.1|CPIP
OG0006256	LOC6617996|XP_002042304.1|DSEC	LOC120422446|XP_039441824.1|CPIP
OG0006257	LOC6617472|XP_032582311.1|DSEC, LOC116802464|XP_032582829.1|DSEC	LOC120422466|XP_039441853.1|CPIP
OG0006258	LOC6619799|XP_032580651.1|DSEC	LOC120422465|XP_039441852.1|CPIP
OG0006260	LOC6617471|XP_002041788.1|DSEC	LOC120424286|XP_039444291.1|CPIP
OG0006261	LOC6617704|XP_002042016.1|DSEC	LOC120424296|XP_039444313.1|CPIP
OG0006262	LOC6617514|XP_002041830.2|DSEC	LOC120424299|XP_039444318.1|CPIP
OG0006263	LOC6612381|XP_032580407.1|DSEC	LOC120424308|XP_039444327.1|CPIP
OG0006264	LOC6616057|XP_002040423.2|DSEC	LOC120424306|XP_039444325.1|CPIP
OG0006265	LOC6609382|XP_002034071.1|DSEC	LOC120424304|XP_039444323.1|CPIP
OG0006266	LOC6616054|XP_002040420.1|DSEC	LOC120424294|XP_039444310.1|CPIP
OG0006267	LOC6618547|XP_032581232.1|DSEC	LOC120424289|XP_039444296.1|CPIP
OG0006268	LOC6615527|XP_002039906.2|DSEC	LOC120415078|XP_039432415.1|CPIP
OG0006269	LOC6607139|XP_002031925.1|DSEC	LOC120425045|XP_039445349.1|CPIP
OG0006271	LOC6606950|XP_002031744.2|DSEC	LOC120422533|XP_039441929.1|CPIP
OG0006272	LOC6618447|XP_032581411.1|DSEC	LOC120424287|XP_039444294.1|CPIP
OG0006273	LOC6607898|XP_002032652.1|DSEC	LOC120420180|XP_039439089.1|CPIP
OG0006274	LOC6618666|XP_032581001.1|DSEC	LOC120420184|XP_039439094.1|CPIP
OG0006275	LOC6616187|XP_002040552.1|DSEC	LOC120427554|XP_039448364.1|CPIP
OG0006276	LOC6610180|XP_002034788.1|DSEC	LOC120425425|XP_039445887.1|CPIP
OG0006277	LOC6614342|XP_032577543.1|DSEC	LOC120422444|XP_039441821.1|CPIP
OG0006278	LOC6618091|XP_002042389.1|DSEC	LOC120420250|XP_039439174.1|CPIP
OG0006279	LOC6620974|XP_032580184.1|DSEC	LOC120429655|XP_039450615.1|CPIP
OG0006280	LOC6620342|XP_002044550.2|DSEC	LOC120416889|XP_039434716.1|CPIP
OG0006281	LOC6620344|XP_002044552.1|DSEC	LOC120416890|XP_039434721.1|CPIP
OG0006282	LOC6615067|XP_002039484.2|DSEC	LOC120422091|XP_039441373.1|CPIP
OG0006283	LOC6607621|XP_002032389.1|DSEC	LOC120422092|XP_039441374.1|CPIP
OG0006284	LOC6605893|XP_002030706.1|DSEC	LOC120422048|XP_039441308.1|CPIP
OG0006285	LOC116801772|XP_032579110.1|DSEC	LOC120432322|XP_039453440.1|CPIP
OG0006286	LOC6613768|XP_002038237.2|DSEC	LOC120432320|XP_039453439.1|CPIP
OG0006287	LOC6619925|XP_002044137.1|DSEC	LOC120429174|XP_039450320.1|CPIP
OG0006288	LOC6612919|XP_002037411.2|DSEC	LOC120429175|XP_039450321.1|CPIP
OG0006289	LOC6613738|XP_002038208.1|DSEC	LOC120413346|XP_039430058.1|CPIP
OG0006290	LOC6619735|XP_032580383.1|DSEC	LOC120418133|XP_039436347.1|CPIP
OG0006291	LOC6617807|XP_002042119.2|DSEC	LOC120427672|XP_039448486.1|CPIP
OG0006292	LOC6618561|XP_032580885.1|DSEC	LOC120412725|XP_039429246.1|CPIP
OG0006293	LOC6610344|XP_002034930.1|DSEC	LOC120412740|XP_039429268.1|CPIP
OG0006294	LOC6618515|XP_032580703.1|DSEC	LOC120432249|XP_039453362.1|CPIP
OG0006295	LOC6612192|XP_002036710.2|DSEC	LOC120432397|XP_039453531.1|CPIP
OG0006296	LOC6614975|XP_032580759.1|DSEC	LOC120432381|XP_039453512.1|CPIP
OG0006297	LOC6618108|XP_032581646.1|DSEC	LOC120427221|XP_039448018.1|CPIP
OG0006298	LOC6618517|XP_032581483.1|DSEC	LOC120413367|XP_039430086.1|CPIP
OG0006299	LOC6612570|XP_032580895.1|DSEC	LOC120413371|XP_039430089.1|CPIP
OG0006300	LOC6616181|XP_032581190.1|DSEC	LOC120430731|XP_039451776.1|CPIP, LOC120413370|XP_039430088.1|CPIP
OG0006301	LOC6615095|XP_002039511.2|DSEC	LOC120413365|XP_039430083.1|CPIP
OG0006302	LOC6617621|XP_032580553.1|DSEC	LOC120430976|XP_039452085.1|CPIP
OG0006303	LOC6608767|XP_002033490.2|DSEC	LOC120424903|XP_039445127.1|CPIP
OG0006304	LOC6612610|XP_032579436.1|DSEC	LOC120414151|XP_039431123.1|CPIP
OG0006305	LOC6612614|XP_032576757.1|DSEC	LOC120427663|XP_039448470.1|CPIP
OG0006306	LOC116801694|XP_032578683.1|DSEC	LOC120427667|XP_039448478.1|CPIP
OG0006307	LOC6619536|XP_032578613.1|DSEC	LOC120427668|XP_039448482.1|CPIP
OG0006308	LOC6618007|XP_002042315.1|DSEC	LOC120432328|XP_039453486.1|CPIP
OG0006309	LOC6617981|XP_032581708.1|DSEC	LOC120415622|XP_039433153.1|CPIP
OG0006310	LOC6614031|XP_002038485.1|DSEC	LOC120415602|XP_039433129.1|CPIP
OG0006311	LOC6620161|XP_032581331.1|DSEC	LOC120415635|XP_039433168.1|CPIP
OG0006312	LOC6620160|XP_032581328.1|DSEC	LOC120421420|XP_039440561.1|CPIP
OG0006313	LOC6620254|XP_002044462.1|DSEC	LOC120421422|XP_039440568.1|CPIP
OG0006314	LOC6619979|XP_032580732.1|DSEC	LOC120424732|XP_039444895.1|CPIP
OG0006315	LOC6612952|XP_032576276.1|DSEC	LOC120417020|XP_039434891.1|CPIP
OG0006316	LOC6620337|XP_002044545.1|DSEC	LOC120422074|XP_039441351.1|CPIP
OG0006317	LOC6619005|XP_002043250.1|DSEC	LOC120420591|XP_039439632.1|CPIP
OG0006318	LOC6614981|XP_002039398.1|DSEC	LOC120425692|XP_039446251.1|CPIP
OG0006319	LOC6608414|XP_002033148.1|DSEC	LOC120424263|XP_039444298.1|CPIP
OG0006320	LOC6617487|XP_002041804.2|DSEC	LOC120415097|XP_039432488.1|CPIP
OG0006321	LOC6619771|XP_002043984.1|DSEC	LOC120430550|XP_039451598.1|CPIP, LOC120428508|XP_039449454.1|CPIP
OG0006322	LOC6620442|XP_002044650.1|DSEC	LOC120413373|XP_039430099.1|CPIP
OG0006323	LOC6619995|XP_002044207.1|DSEC	LOC120413342|XP_039430055.1|CPIP
OG0006324	LOC6616095|XP_002040460.2|DSEC	LOC120424688|XP_039444797.1|CPIP
OG0006325	LOC6619199|XP_002043420.1|DSEC	LOC120425314|XP_039445717.1|CPIP
OG0006326	LOC116801099|XP_032574624.1|DSEC	LOC120417706|XP_039435786.1|CPIP
OG0006327	LOC6617135|XP_002041462.1|DSEC	LOC120417701|XP_039435780.1|CPIP
OG0006328	LOC6607503|XP_002032272.1|DSEC	LOC120414505|XP_039431640.1|CPIP
OG0006329	LOC6618651|XP_032582694.1|DSEC	LOC120416915|XP_039434748.1|CPIP
OG0006330	LOC6607841|XP_032576457.1|DSEC	LOC120431013|XP_039452107.1|CPIP
OG0006331	LOC6618052|XP_002042350.1|DSEC	LOC120430666|XP_039451705.1|CPIP
OG0006332	LOC6618627|XP_002042886.1|DSEC	LOC120431040|XP_039452129.1|CPIP
OG0006333	LOC6618427|XP_032582465.1|DSEC	LOC120430982|XP_039452065.1|CPIP
OG0006334	LOC6612197|XP_002036714.1|DSEC	LOC120430683|XP_039451718.1|CPIP
OG0006335	LOC6607536|XP_002032305.1|DSEC	LOC120419622|XP_039438295.1|CPIP
OG0006336	LOC6617586|XP_002041899.1|DSEC	LOC120412590|XP_039429050.1|CPIP
OG0006337	LOC6617637|XP_002041950.1|DSEC	LOC120431332|XP_039452400.1|CPIP
OG0006338	LOC6613823|XP_002038292.1|DSEC	LOC120429016|XP_039450089.1|CPIP
OG0006339	LOC6619990|XP_032580727.1|DSEC	LOC120414539|XP_039431684.1|CPIP
OG0006340	LOC6615102|XP_002039518.1|DSEC	LOC120414541|XP_039431689.1|CPIP
OG0006341	LOC6617486|XP_032581210.1|DSEC	LOC120414540|XP_039431688.1|CPIP
OG0006342	LOC6617484|XP_032580983.1|DSEC	LOC120414531|XP_039431673.1|CPIP
OG0006343	LOC6617481|XP_002041798.2|DSEC	LOC120414522|XP_039431664.1|CPIP
OG0006344	LOC6617999|XP_032581617.1|DSEC	LOC120414521|XP_039431663.1|CPIP
OG0006345	LOC6607461|XP_032579591.1|DSEC	LOC120431983|XP_039453054.1|CPIP, LOC120414508|XP_039431644.1|CPIP
OG0006346	LOC6612676|XP_002037179.1|DSEC	LOC120414529|XP_039431671.1|CPIP
OG0006347	LOC6607713|XP_032577284.1|DSEC	LOC120417697|XP_039435775.1|CPIP
OG0006348	LOC6616197|XP_002040562.2|DSEC	LOC120414163|XP_039431148.1|CPIP
OG0006349	LOC6616050|XP_002040416.2|DSEC	LOC120416238|XP_039433869.1|CPIP
OG0006350	LOC6612727|XP_002037230.1|DSEC	LOC120416250|XP_039433886.1|CPIP
OG0006351	LOC6615060|XP_032582643.1|DSEC	LOC120416236|XP_039433867.1|CPIP
OG0006352	LOC6609216|XP_002033907.1|DSEC	LOC120416239|XP_039433875.1|CPIP
OG0006353	LOC6612822|XP_002037323.1|DSEC	LOC120416237|XP_039433868.1|CPIP
OG0006354	LOC6607487|XP_002032256.2|DSEC	LOC120430913|XP_039451970.1|CPIP
OG0006355	LOC6617467|XP_002041784.2|DSEC	LOC120419615|XP_039438290.1|CPIP
OG0006356	LOC6616081|XP_002040447.1|DSEC	LOC120417760|XP_039435854.1|CPIP
OG0006357	LOC6618102|XP_032582141.1|DSEC	LOC120417783|XP_039435873.1|CPIP
OG0006358	LOC6610360|XP_002034946.1|DSEC	LOC120412815|XP_039429357.1|CPIP
OG0006359	LOC6606276|XP_002031081.1|DSEC	LOC120412989|XP_039429577.1|CPIP
OG0006360	LOC6612300|XP_002036810.1|DSEC	LOC120413531|XP_039430342.1|CPIP
OG0006361	LOC6614138|XP_032578201.1|DSEC	LOC120417016|XP_039434886.1|CPIP
OG0006362	LOC6616162|XP_032581086.1|DSEC	LOC120413206|XP_039429895.1|CPIP
OG0006363	LOC6614950|XP_032581506.1|DSEC	LOC120428436|XP_039449381.1|CPIP
OG0006364	LOC6617712|XP_002042024.2|DSEC	LOC120413277|XP_039429942.1|CPIP
OG0006365	LOC6615154|XP_002039570.1|DSEC	LOC120413304|XP_039429998.1|CPIP
OG0006366	LOC6615151|XP_032581126.1|DSEC	LOC120413307|XP_039430003.1|CPIP
OG0006367	LOC6620460|XP_002044667.1|DSEC	LOC120413308|XP_039430004.1|CPIP
OG0006368	LOC6612883|XP_032577684.1|DSEC	LOC120414147|XP_039431119.1|CPIP
OG0006369	LOC6612886|XP_032576295.1|DSEC	LOC120414160|XP_039431135.1|CPIP
OG0006370	LOC116801989|XP_032580534.1|DSEC, LOC6614909|XP_002039326.2|DSEC	LOC120423873|XP_039443755.1|CPIP, LOC120418717|XP_039437158.1|CPIP
OG0006372	LOC6617128|XP_002041455.1|DSEC	LOC120423049|XP_039442656.1|CPIP
OG0006373	LOC6619839|XP_032581642.1|DSEC	LOC120430293|XP_039451322.1|CPIP
OG0006374	LOC6620157|XP_032580346.1|DSEC	LOC120420404|XP_039439350.1|CPIP
OG0006375	LOC6620482|XP_032580562.1|DSEC	LOC120430110|XP_039451130.1|CPIP
OG0006376	LOC6620459|XP_002044666.2|DSEC	LOC120430109|XP_039451128.1|CPIP
OG0006377	LOC6614890|XP_002039307.1|DSEC	LOC120430118|XP_039451137.1|CPIP
OG0006378	LOC6612734|XP_032578158.1|DSEC	LOC120418066|XP_039436258.1|CPIP
OG0006379	LOC6619584|XP_032580950.1|DSEC	LOC120418078|XP_039436269.1|CPIP, LOC120419871|XP_039438666.1|CPIP
OG0006380	LOC6612498|XP_002037006.1|DSEC	LOC120418080|XP_039436270.1|CPIP, LOC120419872|XP_039438667.1|CPIP
OG0006381	LOC6618511|XP_002042771.2|DSEC	LOC120418053|XP_039436238.1|CPIP, LOC120419903|XP_039438704.1|CPIP
OG0006382	LOC6618621|XP_002042880.1|DSEC	LOC120419904|XP_039438705.1|CPIP, LOC120418054|XP_039436240.1|CPIP
OG0006383	LOC6618646|XP_032582362.1|DSEC	LOC120418085|XP_039436282.1|CPIP, LOC120419867|XP_039438652.1|CPIP
OG0006384	LOC6618645|XP_032582363.1|DSEC	LOC120418090|XP_039436291.1|CPIP, LOC120419898|XP_039438700.1|CPIP
OG0006385	LOC6621093|XP_032578931.1|DSEC	LOC120419888|XP_039438687.1|CPIP
OG0006386	LOC6611421|XP_002035965.1|DSEC	LOC120419892|XP_039438694.1|CPIP
OG0006387	LOC6612860|XP_002037352.1|DSEC	LOC120419896|XP_039438699.1|CPIP
OG0006388	LOC6612198|XP_032581819.1|DSEC	LOC120428457|XP_039449402.1|CPIP
OG0006389	LOC6612199|XP_002036716.1|DSEC	LOC120428459|XP_039449405.1|CPIP
OG0006390	LOC6616633|XP_002040990.1|DSEC	LOC120426449|XP_039447145.1|CPIP
OG0006391	LOC6606564|XP_002031365.1|DSEC	LOC120424160|XP_039444143.1|CPIP
OG0006392	LOC6612377|XP_032580397.1|DSEC	LOC120427586|XP_039448398.1|CPIP
OG0006393	LOC6613689|XP_002038159.2|DSEC	LOC120425009|XP_039445314.1|CPIP
OG0006394	LOC6621082|XP_002045273.1|DSEC	LOC120425015|XP_039445320.1|CPIP
OG0006395	LOC6607140|XP_002031926.1|DSEC	LOC120424946|XP_039445190.1|CPIP
OG0006396	LOC6615044|XP_002039461.1|DSEC	LOC120419794|XP_039438564.1|CPIP
OG0006397	LOC6612552|XP_002037060.1|DSEC	LOC120425466|XP_039445932.1|CPIP
OG0006398	LOC6612289|XP_002036799.2|DSEC	LOC120425479|XP_039445950.1|CPIP
OG0006399	LOC6620486|XP_002044693.1|DSEC	LOC120428785|XP_039449806.1|CPIP
OG0006400	LOC6620483|XP_002044692.1|DSEC	LOC120428783|XP_039449805.1|CPIP
OG0006401	LOC6618350|XP_002042621.2|DSEC	LOC120428774|XP_039449792.1|CPIP
OG0006402	LOC6620057|XP_002044269.1|DSEC	LOC120428777|XP_039449795.1|CPIP
OG0006403	LOC6620064|XP_002044276.1|DSEC	LOC120427451|XP_039448253.1|CPIP
OG0006404	LOC6606774|XP_002031571.1|DSEC	LOC120427459|XP_039448262.1|CPIP
OG0006405	LOC6605562|XP_032574864.1|DSEC	LOC120427445|XP_039448247.1|CPIP
OG0006407	LOC6619849|XP_032580096.1|DSEC	LOC120426622|XP_039447349.1|CPIP
OG0006408	LOC6615100|XP_002039516.1|DSEC	LOC120429695|XP_039450664.1|CPIP
OG0006409	LOC6619919|XP_032581747.1|DSEC	LOC120429238|XP_039450383.1|CPIP
OG0006410	LOC6617957|XP_032580011.1|DSEC	LOC120428948|XP_039450022.1|CPIP
OG0006411	LOC6620311|XP_002044519.1|DSEC	LOC120428953|XP_039450026.1|CPIP
OG0006412	LOC6617074|XP_002041402.1|DSEC	LOC120425703|XP_039446228.1|CPIP
OG0006413	LOC6617076|XP_032576962.1|DSEC	LOC120431913|XP_039452977.1|CPIP
OG0006415	LOC6617513|XP_032580802.1|DSEC	LOC120416140|XP_039433749.1|CPIP
OG0006416	LOC6618976|XP_002043221.1|DSEC	LOC120431202|XP_039452278.1|CPIP
OG0006418	LOC6618004|XP_002042312.2|DSEC	LOC120427314|XP_039448102.1|CPIP, LOC120427837|XP_039448691.1|CPIP
OG0006419	LOC6612986|XP_032578310.1|DSEC	LOC120432092|XP_039453163.1|CPIP
OG0006420	LOC6607627|XP_002032395.1|DSEC	LOC120430807|XP_039451863.1|CPIP
OG0006421	LOC6613512|XP_002037980.1|DSEC	LOC120430805|XP_039451859.1|CPIP
OG0006422	LOC6613519|XP_032583240.1|DSEC	LOC120425488|XP_039445966.1|CPIP
OG0006423	LOC6607425|XP_002032194.1|DSEC	LOC120425472|XP_039445942.1|CPIP
OG0006424	LOC6607426|XP_002032195.1|DSEC	LOC120425478|XP_039445948.1|CPIP
OG0006425	LOC6607423|XP_032578699.1|DSEC	LOC120425494|XP_039445978.1|CPIP
OG0006426	LOC6607422|XP_002032191.1|DSEC	LOC120425493|XP_039445977.1|CPIP
OG0006427	LOC6618701|XP_002042960.1|DSEC	LOC120418062|XP_039436252.1|CPIP
OG0006428	LOC6620082|XP_002044294.1|DSEC	LOC120431709|XP_039452759.1|CPIP, LOC120425123|XP_039445480.1|CPIP
OG0006429	LOC6607665|XP_032576818.1|DSEC	LOC120427716|XP_039448548.1|CPIP
OG0006430	LOC6616327|XP_002040687.1|DSEC	LOC120426535|XP_039447235.1|CPIP
OG0006431	LOC6612757|XP_002037260.2|DSEC	LOC120417849|XP_039436004.1|CPIP
OG0006432	LOC6620511|XP_002044711.1|DSEC	LOC120417843|XP_039435997.1|CPIP
OG0006433	LOC6607637|XP_002032402.1|DSEC	LOC120421777|XP_039440979.1|CPIP
OG0006434	LOC6611952|XP_002036469.1|DSEC	LOC120423854|XP_039443739.1|CPIP
OG0006435	LOC6621063|XP_032577780.1|DSEC	LOC120423858|XP_039443741.1|CPIP
OG0006436	LOC6617994|XP_002042302.1|DSEC	LOC120423851|XP_039443736.1|CPIP
OG0006437	LOC6618428|XP_032582467.1|DSEC	LOC120423829|XP_039443691.1|CPIP
OG0006438	LOC6617253|XP_002041580.1|DSEC	LOC120427978|XP_039448868.1|CPIP
OG0006439	LOC6616857|XP_002041193.1|DSEC	LOC120426233|XP_039446903.1|CPIP
OG0006440	LOC6616858|XP_002041194.1|DSEC	LOC120426226|XP_039446896.1|CPIP
OG0006441	LOC6614053|XP_002038507.2|DSEC	LOC120418735|XP_039437142.1|CPIP
OG0006442	LOC6607799|XP_032576572.1|DSEC	LOC120418749|XP_039437159.1|CPIP
OG0006443	LOC6614140|XP_002038593.1|DSEC	LOC120420759|XP_039439796.1|CPIP
OG0006444	LOC6612812|XP_002037313.1|DSEC	LOC120420792|XP_039439839.1|CPIP
OG0006446	LOC6619671|XP_032578033.1|DSEC	LOC120424346|XP_039444372.1|CPIP
OG0006447	LOC6619665|XP_032579578.1|DSEC	LOC120425560|XP_039446052.1|CPIP
OG0006448	LOC6607702|XP_032577810.1|DSEC	LOC120423853|XP_039443738.1|CPIP
OG0006449	LOC6607699|XP_002032463.2|DSEC	LOC120423836|XP_039443715.1|CPIP
OG0006450	LOC6614486|XP_002038919.1|DSEC	LOC120423300|XP_039442998.1|CPIP
OG0006451	LOC6619779|XP_032582149.1|DSEC	LOC120422577|XP_039441997.1|CPIP
OG0006452	LOC6619637|XP_002043852.1|DSEC	LOC120428997|XP_039450070.1|CPIP
OG0006453	LOC6606097|XP_002030906.1|DSEC	LOC120426736|XP_039447447.1|CPIP
OG0006454	LOC6615925|XP_002040293.2|DSEC	LOC120428709|XP_039449714.1|CPIP
OG0006455	LOC6613801|XP_032577948.1|DSEC	LOC120415460|XP_039432950.1|CPIP
OG0006456	LOC6613805|XP_002038274.1|DSEC	LOC120416851|XP_039434679.1|CPIP
OG0006457	LOC6606535|XP_002031336.1|DSEC	LOC120416347|XP_039434014.1|CPIP
OG0006458	LOC6611934|XP_002036451.1|DSEC	LOC120416386|XP_039434060.1|CPIP
OG0006459	LOC6607446|XP_002032215.1|DSEC	LOC120421094|XP_039440170.1|CPIP, LOC120418750|XP_039437160.1|CPIP
OG0006460	LOC6607675|XP_032577655.1|DSEC	LOC120426732|XP_039447439.1|CPIP
OG0006461	LOC6620035|XP_002044247.2|DSEC	LOC120427080|XP_039447856.1|CPIP
OG0006462	LOC6607605|XP_032578271.1|DSEC	LOC120427070|XP_039447842.1|CPIP
OG0006463	LOC6606250|XP_032578170.1|DSEC	LOC120427078|XP_039447854.1|CPIP
OG0006465	LOC6616069|XP_002040435.1|DSEC	LOC120431604|XP_039452642.1|CPIP
OG0006466	LOC6616173|XP_032582022.1|DSEC	LOC120431606|XP_039452645.1|CPIP
OG0006467	LOC6613731|XP_032577154.1|DSEC	LOC120422556|XP_039441967.1|CPIP
OG0006468	LOC6607696|XP_002032460.1|DSEC	LOC120431785|XP_039452841.1|CPIP
OG0006469	LOC6615058|XP_002039475.1|DSEC	LOC120425163|XP_039445535.1|CPIP
OG0006470	LOC6605871|XP_032575361.1|DSEC	LOC120430220|XP_039451232.1|CPIP
OG0006471	LOC6607684|XP_002032448.1|DSEC	LOC120425741|XP_039446281.1|CPIP
OG0006472	LOC6607681|XP_002032445.1|DSEC	LOC120425739|XP_039446278.1|CPIP
OG0006473	LOC6605100|XP_032574453.1|DSEC	LOC120425753|XP_039446295.1|CPIP
OG0006474	LOC6609483|XP_002034168.1|DSEC	LOC120425755|XP_039446303.1|CPIP
OG0006475	LOC6614100|XP_002038554.1|DSEC	LOC120425749|XP_039446289.1|CPIP
OG0006476	LOC6612201|XP_002036718.1|DSEC	LOC120418329|XP_039436597.1|CPIP
OG0006477	LOC6612576|XP_002037081.1|DSEC	LOC120418331|XP_039436600.1|CPIP
OG0006478	LOC6607655|XP_002032420.2|DSEC	LOC120427252|XP_039448041.1|CPIP
OG0006479	LOC6607657|XP_032576814.1|DSEC	LOC120427682|XP_039448497.1|CPIP
OG0006480	LOC6608062|XP_002032810.1|DSEC	LOC120427681|XP_039448496.1|CPIP
OG0006481	LOC6617689|XP_002042001.1|DSEC	LOC120428286|XP_039449212.1|CPIP
OG0006482	LOC6612655|XP_002037159.1|DSEC	LOC120422551|XP_039441958.1|CPIP
OG0006483	LOC6607830|XP_032577706.1|DSEC	LOC120431707|XP_039452762.1|CPIP
OG0006484	LOC6607831|XP_032577704.1|DSEC	LOC120431916|XP_039452986.1|CPIP
OG0006485	LOC6607287|XP_002032066.2|DSEC	LOC120426247|XP_039446919.1|CPIP
OG0006486	LOC6606928|XP_032578091.1|DSEC	LOC120432493|XP_039453641.1|CPIP
OG0006487	LOC6606983|XP_032579464.1|DSEC	LOC120427897|XP_039448766.1|CPIP
OG0006488	LOC6610235|XP_032573695.1|DSEC	LOC120416953|XP_039434796.1|CPIP
OG0006489	LOC6612617|XP_002037121.1|DSEC	LOC120414264|XP_039431311.1|CPIP
OG0006490	LOC6620062|XP_002044274.2|DSEC	LOC120418383|XP_039436691.1|CPIP
OG0006491	LOC6614573|XP_002039001.1|DSEC	LOC120418362|XP_039436656.1|CPIP
OG0006492	LOC6614032|XP_002038486.2|DSEC	LOC120424279|XP_039444283.1|CPIP
OG0006493	LOC6618074|XP_002042372.1|DSEC	LOC120427399|XP_039448189.1|CPIP
OG0006494	LOC6620361|XP_032582206.1|DSEC	LOC120427397|XP_039448184.1|CPIP
OG0006496	LOC6607685|XP_002032449.1|DSEC	LOC120427146|XP_039447937.1|CPIP
OG0006497	LOC6606596|XP_002031397.1|DSEC	LOC120426698|XP_039447410.1|CPIP
OG0006498	LOC6606598|XP_002031399.1|DSEC	LOC120428906|XP_039449977.1|CPIP
OG0006499	LOC6612974|XP_032576258.1|DSEC	LOC120425695|XP_039446211.1|CPIP
OG0006500	LOC6611947|XP_002036464.2|DSEC	LOC120420730|XP_039439760.1|CPIP
OG0006501	LOC6612821|XP_002037322.1|DSEC	LOC120420716|XP_039439746.1|CPIP
OG0006502	LOC6612826|XP_032577590.1|DSEC	LOC120420719|XP_039439751.1|CPIP
OG0006503	LOC6612828|XP_032576849.1|DSEC	LOC120420715|XP_039439745.1|CPIP
OG0006504	LOC6612829|XP_002037330.1|DSEC	LOC120420729|XP_039439758.1|CPIP
OG0006505	LOC6612745|XP_002037248.1|DSEC	LOC120420720|XP_039439752.1|CPIP
OG0006507	LOC6616693|XP_032577888.1|DSEC	LOC120425720|XP_039446259.1|CPIP
OG0006508	LOC6616691|XP_032577003.1|DSEC	LOC120425725|XP_039446263.1|CPIP
OG0006509	LOC6615107|XP_002039523.1|DSEC	LOC120414289|XP_039431354.1|CPIP
OG0006510	LOC6606956|XP_002031749.2|DSEC	LOC120426702|XP_039447416.1|CPIP
OG0006511	LOC6606594|XP_032576227.1|DSEC	LOC120426682|XP_039447391.1|CPIP
OG0006512	LOC6619233|XP_002043452.1|DSEC	LOC120427257|XP_039448051.1|CPIP
OG0006513	LOC6606585|XP_032578793.1|DSEC	LOC120421022|XP_039440079.1|CPIP
OG0006516	LOC6607788|XP_002032547.1|DSEC	LOC120431643|XP_039452684.1|CPIP
OG0006517	LOC6607784|XP_002032543.1|DSEC	LOC120425430|XP_039445893.1|CPIP
OG0006518	LOC6607786|XP_032578491.1|DSEC	LOC120425424|XP_039445883.1|CPIP
OG0006519	LOC6607783|XP_002032542.2|DSEC	LOC120425416|XP_039445880.1|CPIP
OG0006520	LOC6612797|XP_032577454.1|DSEC	LOC120430498|XP_039451528.1|CPIP
OG0006521	LOC6606419|XP_002031223.1|DSEC	LOC120427164|XP_039447957.1|CPIP
OG0006522	LOC6612793|XP_002037294.1|DSEC	LOC120421188|XP_039440323.1|CPIP
OG0006523	LOC6606271|XP_002031076.1|DSEC	LOC120421193|XP_039440331.1|CPIP
OG0006524	LOC6611418|XP_002035962.1|DSEC	LOC120421187|XP_039440322.1|CPIP
OG0006525	LOC6614987|XP_032581416.1|DSEC	LOC120421197|XP_039440334.1|CPIP
OG0006526	LOC6614091|XP_002038545.2|DSEC	LOC120430080|XP_039451104.1|CPIP
OG0006527	LOC6614089|XP_002038543.1|DSEC	LOC120430084|XP_039451107.1|CPIP
OG0006528	LOC6614088|XP_002038542.1|DSEC	LOC120430081|XP_039451105.1|CPIP
OG0006529	LOC6614086|XP_002038540.1|DSEC	LOC120430908|XP_039451964.1|CPIP
OG0006530	LOC6614084|XP_002038538.1|DSEC	LOC120430909|XP_039451965.1|CPIP
OG0006531	LOC6614080|XP_002038534.1|DSEC	LOC120429546|XP_039450537.1|CPIP
OG0006532	LOC6614073|XP_002038527.2|DSEC	LOC120429014|XP_039450085.1|CPIP, LOC120429011|XP_039450083.1|CPIP
OG0006534	LOC6606266|XP_002031071.1|DSEC	LOC120430272|XP_039451292.1|CPIP
