Orthogroup	DSEC.longest_only	AALB.longest_only
OG0007362	LOC6614640|XP_002039067.2|DSEC	LOC118461920|XP_035783679.1|AALB
OG0007363	LOC6612533|XP_002037041.2|DSEC	LOC118469018|XP_035796355.1|AALB
OG0007364	LOC6612531|XP_002037039.1|DSEC	LOC118460124|XP_035780056.1|AALB
OG0007365	LOC116802028|XP_032580819.1|DSEC	LOC118460092|XP_035780009.1|AALB
OG0007366	LOC116801565|XP_032577865.1|DSEC, LOC6619098|XP_032582818.1|DSEC	LOC118460094|XP_035780012.1|AALB
OG0007367	LOC6610725|XP_002035291.1|DSEC	LOC118459998|XP_035779793.1|AALB
OG0007368	LOC6620076|XP_002044288.1|DSEC	LOC118457574|XP_035775142.1|AALB
OG0007369	LOC6616688|XP_032576987.1|DSEC	LOC118459574|XP_035778992.1|AALB
OG0007370	LOC6608121|XP_002032869.1|DSEC	LOC118457480|XP_035774997.1|AALB
OG0007371	LOC6612678|XP_002037181.1|DSEC	LOC118460686|XP_035781078.1|AALB
OG0007372	LOC6607169|XP_002031955.2|DSEC	LOC118458753|XP_035777437.1|AALB
OG0007373	LOC6619591|XP_002043806.1|DSEC	LOC118458761|XP_035777447.1|AALB
OG0007374	LOC6619777|XP_002043990.1|DSEC	LOC118458332|XP_035776577.1|AALB
OG0007375	LOC6619734|XP_002043949.1|DSEC	LOC118459605|XP_035779045.1|AALB
OG0007376	LOC6619579|XP_032582072.1|DSEC	LOC118461023|XP_035781768.1|AALB
OG0007377	LOC6617964|XP_002042272.1|DSEC	LOC118458532|XP_035777003.1|AALB
OG0007378	LOC6615062|XP_032580853.1|DSEC	LOC118458319|XP_035776555.1|AALB
OG0007379	LOC6619956|XP_002044168.1|DSEC	LOC118466771|XP_035792393.1|AALB
OG0007380	LOC6615977|XP_032581731.1|DSEC	LOC118456520|XP_035773256.1|AALB
OG0007381	LOC6619952|XP_002044164.1|DSEC	LOC118458311|XP_035776546.1|AALB
OG0007382	LOC6616106|XP_002040471.1|DSEC	LOC118460176|XP_035780173.1|AALB
OG0007383	LOC6616156|XP_032580035.1|DSEC	LOC118458308|XP_035776536.1|AALB
OG0007384	LOC6616101|XP_002040466.1|DSEC	LOC118459343|XP_035778508.1|AALB
OG0007385	LOC6618103|XP_002042401.1|DSEC	LOC118460541|XP_035780824.1|AALB
OG0007386	LOC6612394|XP_002036903.1|DSEC	LOC118458192|XP_035776329.1|AALB
OG0007387	LOC6620003|XP_002044215.1|DSEC	LOC118458195|XP_035776333.1|AALB
OG0007388	LOC6619988|XP_002044200.2|DSEC	LOC118458185|XP_035776310.1|AALB
OG0007389	LOC6619305|XP_032583452.1|DSEC	LOC118458590|XP_035777146.1|AALB
OG0007390	LOC6616084|XP_002040450.2|DSEC	LOC118461861|XP_035783557.1|AALB
OG0007391	LOC6619679|XP_002043894.1|DSEC	LOC118458593|XP_035777151.1|AALB
OG0007392	LOC6615843|XP_032580233.1|DSEC	LOC118461857|XP_035783550.1|AALB
OG0007393	LOC6607732|XP_032576343.1|DSEC	LOC118458140|XP_035776227.1|AALB
OG0007394	LOC6620921|XP_032581243.1|DSEC	LOC118461915|XP_035783671.1|AALB
OG0007395	LOC6615159|XP_032582241.1|DSEC	LOC118461565|XP_035782923.1|AALB
OG0007396	LOC6613953|XP_032578388.1|DSEC	LOC118458135|XP_035776214.1|AALB
OG0007397	LOC6611933|XP_032569741.1|DSEC	LOC118460220|XP_035780234.1|AALB
OG0007398	LOC6609601|XP_002034278.1|DSEC	LOC118466602|XP_035792072.1|AALB
OG0007399	LOC6619787|XP_032581426.1|DSEC	LOC118464447|XP_035787722.1|AALB
OG0007400	LOC6616061|XP_002040427.1|DSEC	LOC118463427|XP_035785886.1|AALB
OG0007401	LOC6617531|XP_002041846.2|DSEC	LOC118460014|XP_035779838.1|AALB
OG0007402	LOC6619070|XP_002043310.1|DSEC	LOC118456541|XP_035773288.1|AALB
OG0007404	LOC6619092|XP_032577088.1|DSEC	LOC118460825|XP_035781360.1|AALB
OG0007405	LOC6619692|XP_002043907.1|DSEC	LOC118458004|XP_035775971.1|AALB
OG0007406	LOC6621162|XP_032578743.1|DSEC	LOC118468442|XP_035795103.1|AALB
OG0007407	LOC6613538|XP_002038006.2|DSEC	LOC118458926|XP_035777787.1|AALB, LOC118461219|XP_035782186.1|AALB
OG0007408	LOC6618382|XP_002042652.1|DSEC	LOC118464491|XP_035787811.1|AALB
OG0007409	LOC6613381|XP_032575065.1|DSEC	LOC118457937|XP_035775842.1|AALB
OG0007410	LOC116801966|XP_032580329.1|DSEC	LOC118466377|XP_035791495.1|AALB
OG0007411	LOC6616145|XP_002040510.1|DSEC	LOC118466384|XP_035791509.1|AALB
OG0007412	LOC6615234|XP_002039640.2|DSEC	LOC118466379|XP_035791497.1|AALB
OG0007413	LOC6608472|XP_002033206.1|DSEC	LOC118466878|XP_035792626.1|AALB
OG0007414	LOC6615923|XP_002040291.1|DSEC	LOC118466702|XP_035792234.1|AALB
OG0007415	LOC6618564|XP_002042824.1|DSEC	LOC118467220|XP_035793361.1|AALB
OG0007416	LOC6618589|XP_032581454.1|DSEC	LOC118466168|XP_035791040.1|AALB
OG0007417	LOC6612478|XP_002036986.1|DSEC	LOC118466173|XP_035791051.1|AALB
OG0007418	LOC6609646|XP_002034320.1|DSEC	LOC118462479|XP_035784072.1|AALB
OG0007419	LOC6606408|XP_032576381.1|DSEC	LOC118465873|XP_035790402.1|AALB
OG0007420	LOC6608897|XP_002033611.1|DSEC	LOC118466374|XP_035791492.1|AALB
OG0007421	LOC6616170|XP_032580971.1|DSEC	LOC118464235|XP_035787312.1|AALB
OG0007422	LOC116802090|XP_032581092.1|DSEC	LOC118465415|XP_035789533.1|AALB
OG0007423	LOC6617546|XP_032581963.1|DSEC	LOC118467674|XP_035794334.1|AALB
OG0007424	LOC6605233|XP_002030071.1|DSEC	LOC118463400|XP_035785841.1|AALB
OG0007425	LOC6619374|XP_032573247.1|DSEC	LOC118466572|XP_035792009.1|AALB
OG0007426	LOC6619850|XP_032580093.1|DSEC	LOC118466554|XP_035791971.1|AALB
OG0007427	LOC6618110|XP_032580274.1|DSEC	LOC118466566|XP_035792002.1|AALB
OG0007428	LOC6618112|XP_032582709.1|DSEC	LOC118467386|XP_035793720.1|AALB
OG0007429	LOC6621008|XP_002045201.1|DSEC	LOC118464259|XP_035787391.1|AALB
OG0007430	LOC6610257|XP_002034852.1|DSEC	LOC118462751|XP_035784608.1|AALB
OG0007431	LOC6613388|XP_002037862.1|DSEC	LOC118462747|XP_035784603.1|AALB
OG0007432	LOC6616588|XP_002040947.1|DSEC	LOC118466895|XP_035792644.1|AALB
OG0007433	LOC6620255|XP_002044463.1|DSEC	LOC118466859|XP_035792587.1|AALB
OG0007434	LOC6605308|XP_002030146.1|DSEC	LOC118467269|XP_035793450.1|AALB
OG0007435	LOC6605321|XP_002030158.1|DSEC	LOC118467271|XP_035793453.1|AALB
OG0007436	LOC6616328|XP_002040688.1|DSEC	LOC118466801|XP_035792445.1|AALB
OG0007437	LOC6605699|XP_002030515.1|DSEC	LOC118463269|XP_035785635.1|AALB
OG0007438	LOC6619441|XP_032575012.1|DSEC	LOC118466052|XP_035790782.1|AALB
OG0007439	LOC6620515|XP_002044719.1|DSEC	LOC118466180|XP_035791064.1|AALB
OG0007440	LOC6620086|XP_032581555.1|DSEC	LOC118466178|XP_035791059.1|AALB
OG0007441	LOC6609316|XP_032570621.1|DSEC	LOC118465912|XP_035790496.1|AALB
OG0007442	LOC6616651|XP_002041008.1|DSEC	LOC118468308|XP_035794938.1|AALB
OG0007443	LOC116800508|XP_032571794.1|DSEC	LOC118466004|XP_035790693.1|AALB
OG0007444	LOC6609201|XP_002033892.1|DSEC	LOC118466745|XP_035792323.1|AALB
OG0007445	LOC6609202|XP_002033893.1|DSEC	LOC118466051|XP_035790781.1|AALB
OG0007446	LOC6614578|XP_032569921.1|DSEC	LOC118466736|XP_035792311.1|AALB
OG0007447	LOC6614545|XP_002038976.1|DSEC	LOC118465566|XP_035789820.1|AALB
OG0007448	LOC6608563|XP_002033297.1|DSEC	LOC118467140|XP_035793154.1|AALB
OG0007449	LOC6605337|XP_002030173.1|DSEC	LOC118464794|XP_035788320.1|AALB
OG0007450	LOC116800662|XP_032572771.1|DSEC	LOC118464798|XP_035788350.1|AALB
OG0007451	LOC6605853|XP_002030667.2|DSEC	LOC118467979|XP_035794860.1|AALB
OG0007452	LOC6605851|XP_002030665.2|DSEC	LOC118467978|XP_035794858.1|AALB
OG0007453	LOC6605248|XP_002030086.1|DSEC	LOC118465258|XP_035789172.1|AALB
OG0007454	LOC6605829|XP_032573373.1|DSEC	LOC118466931|XP_035792712.1|AALB
OG0007455	LOC6609945|XP_002034591.2|DSEC	LOC118467499|XP_035793943.1|AALB
OG0007456	LOC6614818|XP_032581826.1|DSEC	LOC118467958|XP_035794834.1|AALB
OG0007457	LOC6621491|XP_002045638.1|DSEC	LOC118466704|XP_035792239.1|AALB
OG0007458	LOC6620430|XP_002044627.1|DSEC	LOC118464159|XP_035787185.1|AALB
OG0007459	LOC6607502|XP_032577697.1|DSEC	LOC118464153|XP_035787173.1|AALB
OG0007460	LOC6609619|XP_002034296.1|DSEC	LOC118464151|XP_035787167.1|AALB
OG0007461	LOC6616239|XP_032573590.1|DSEC	LOC118463857|XP_035786656.1|AALB
OG0007462	LOC6605384|XP_002030217.1|DSEC	LOC118465886|XP_035790429.1|AALB
OG0007463	LOC6605383|XP_032575039.1|DSEC	LOC118465884|XP_035790427.1|AALB
OG0007464	LOC6616244|XP_032573159.1|DSEC	LOC118465883|XP_035790413.1|AALB
OG0007465	LOC6605579|XP_002030401.1|DSEC	LOC118464384|XP_035787621.1|AALB
OG0007466	LOC6608701|XP_032572427.1|DSEC	LOC118466596|XP_035792057.1|AALB
OG0007468	LOC6609533|XP_002034216.1|DSEC	LOC118465559|XP_035789801.1|AALB
OG0007469	LOC6618325|XP_002042597.2|DSEC	LOC118466003|XP_035790692.1|AALB
OG0007470	LOC6611473|XP_002036014.1|DSEC	LOC118467491|XP_035793935.1|AALB
OG0007471	LOC6609515|XP_032572116.1|DSEC	LOC118464228|XP_035787302.1|AALB
OG0007472	LOC6618542|XP_032581662.1|DSEC	LOC118467451|XP_035793850.1|AALB
OG0007473	LOC6616283|XP_002040647.1|DSEC	LOC118463848|XP_035786645.1|AALB
OG0007474	LOC6608568|XP_032572976.1|DSEC	LOC118464138|XP_035787134.1|AALB
OG0007475	LOC6611043|XP_002035600.1|DSEC	LOC118467555|XP_035794073.1|AALB
OG0007476	LOC6618576|XP_002042835.1|DSEC	LOC118466193|XP_035791099.1|AALB
OG0007477	LOC6618574|XP_032580081.1|DSEC	LOC118467662|XP_035794303.1|AALB
OG0007478	LOC6612003|XP_002036520.1|DSEC	LOC118463194|XP_035785517.1|AALB
OG0007479	LOC6616034|XP_002040400.1|DSEC	LOC118464750|XP_035788259.1|AALB
OG0007480	LOC6606191|XP_002030999.2|DSEC	LOC118464738|XP_035788237.1|AALB
OG0007481	LOC6610677|XP_002035243.1|DSEC	LOC118464757|XP_035788269.1|AALB
OG0007482	LOC6611636|XP_002036172.2|DSEC	LOC118466334|XP_035791346.1|AALB
OG0007483	LOC6608465|XP_032572704.1|DSEC	LOC118467101|XP_035793044.1|AALB
OG0007484	LOC116802213|XP_032581842.1|DSEC	LOC118464020|XP_035786968.1|AALB
OG0007485	LOC6620097|XP_002044309.1|DSEC	LOC118464925|XP_035788591.1|AALB
OG0007486	LOC6615030|XP_032582533.1|DSEC	LOC118462670|XP_035784460.1|AALB
OG0007487	LOC6619472|XP_002043687.1|DSEC	LOC118462666|XP_035784455.1|AALB
OG0007488	LOC6616288|XP_002040652.2|DSEC	LOC118463847|XP_035786644.1|AALB
OG0007489	LOC6607182|XP_002031968.1|DSEC	LOC118462913|XP_035784909.1|AALB
OG0007490	LOC6619974|XP_032580709.1|DSEC	LOC118465847|XP_035790352.1|AALB
OG0007491	LOC6612244|XP_002036756.2|DSEC	LOC118464723|XP_035788187.1|AALB
OG0007492	LOC6607981|XP_002032729.2|DSEC	LOC118464717|XP_035788182.1|AALB
OG0007493	LOC6620994|XP_032581337.1|DSEC	LOC118467380|XP_035793704.1|AALB
OG0007494	LOC6611928|XP_002036445.1|DSEC	LOC118467132|XP_035793135.1|AALB
OG0007495	LOC6614920|XP_002039337.2|DSEC	LOC118467743|XP_035794444.1|AALB
OG0007496	LOC6619424|XP_032573261.1|DSEC	LOC118464438|XP_035787705.1|AALB
OG0007497	LOC6605166|XP_002030005.2|DSEC	LOC118464439|XP_035787707.1|AALB
OG0007498	LOC6605641|XP_032573341.1|DSEC	LOC118465450|XP_035789607.1|AALB
OG0007499	LOC6616458|XP_002040819.1|DSEC	LOC118463685|XP_035786345.1|AALB
OG0007500	LOC6616457|XP_002040818.2|DSEC	LOC118468935|XP_035796160.1|AALB
OG0007501	LOC6616608|XP_032575438.1|DSEC	LOC118466024|XP_035790737.1|AALB
OG0007502	LOC116801384|XP_032576230.1|DSEC	LOC118462770|XP_035784628.1|AALB
OG0007503	LOC6613380|XP_002037854.1|DSEC	LOC118462765|XP_035784620.1|AALB
OG0007504	LOC6616331|XP_002040691.1|DSEC	LOC118462768|XP_035784626.1|AALB
OG0007505	LOC6605719|XP_002030535.1|DSEC	LOC118465911|XP_035790495.1|AALB
OG0007506	LOC6605717|XP_002030533.1|DSEC	LOC118465208|XP_035789089.1|AALB
OG0007507	LOC6617716|XP_002042028.1|DSEC	LOC118464189|XP_035787236.1|AALB
OG0007508	LOC6620615|XP_002044818.1|DSEC	LOC118467217|XP_035793355.1|AALB
OG0007509	LOC6617858|XP_002042166.1|DSEC	LOC118465459|XP_035789645.1|AALB
OG0007510	LOC6608256|XP_002033000.1|DSEC	LOC118467833|XP_035794617.1|AALB
OG0007511	LOC6617820|XP_002042130.2|DSEC	LOC118466042|XP_035790770.1|AALB
OG0007512	LOC6619014|XP_032576526.1|DSEC	LOC118467658|XP_035794293.1|AALB
OG0007513	LOC6617252|XP_002041579.1|DSEC	LOC118466852|XP_035792573.1|AALB
OG0007514	LOC6610395|XP_032575526.1|DSEC	LOC118466843|XP_035792558.1|AALB
OG0007515	LOC6611497|XP_002036038.2|DSEC	LOC118467731|XP_035794428.1|AALB
OG0007516	LOC6613488|XP_002037957.1|DSEC	LOC118467724|XP_035794420.1|AALB
OG0007517	LOC6616293|XP_002040657.2|DSEC	LOC118465854|XP_035790375.1|AALB
OG0007518	LOC6613046|XP_002037529.1|DSEC	LOC118462537|XP_035784196.1|AALB
OG0007519	LOC6615308|XP_032571104.1|DSEC	LOC118465501|XP_035789703.1|AALB
OG0007520	LOC6620354|XP_002044564.2|DSEC	LOC118465502|XP_035789712.1|AALB
OG0007521	LOC6619805|XP_002044018.1|DSEC	LOC118467539|XP_035794031.1|AALB
OG0007522	LOC6615035|XP_002039452.1|DSEC	LOC118462543|XP_035784203.1|AALB
OG0007523	LOC6608712|XP_002033436.1|DSEC	LOC118464349|XP_035787562.1|AALB
OG0007524	LOC6613382|XP_002037856.1|DSEC	LOC118467017|XP_035792856.1|AALB
OG0007525	LOC6611208|XP_002035764.1|DSEC	LOC118464004|XP_035786944.1|AALB
OG0007526	LOC6606240|XP_032577803.1|DSEC	LOC118466166|XP_035791037.1|AALB
OG0007527	LOC6605184|XP_002030023.1|DSEC	LOC118466160|XP_035791029.1|AALB
OG0007528	LOC6619158|XP_002043398.1|DSEC	LOC118466875|XP_035792618.1|AALB
OG0007529	LOC6609161|XP_032571979.1|DSEC	LOC118465414|XP_035789529.1|AALB
OG0007530	LOC6619645|XP_002043860.1|DSEC	LOC118465075|XP_035788865.1|AALB
OG0007531	LOC6619184|XP_002043408.1|DSEC	LOC118465057|XP_035788832.1|AALB
OG0007532	LOC6618800|XP_002043049.1|DSEC	LOC118467246|XP_035793410.1|AALB
OG0007533	LOC6616455|XP_002040816.1|DSEC	LOC118467976|XP_035794856.1|AALB
OG0007534	LOC6605649|XP_002030467.1|DSEC	LOC118465224|XP_035789112.1|AALB
OG0007535	LOC6605572|XP_002030394.1|DSEC	LOC118465660|XP_035789967.1|AALB
OG0007536	LOC6606151|XP_032579062.1|DSEC	LOC118464336|XP_035787547.1|AALB
OG0007537	LOC6605609|XP_032573849.1|DSEC	LOC118467030|XP_035792889.1|AALB
OG0007538	LOC6605612|XP_032575858.1|DSEC	LOC118462793|XP_035784678.1|AALB
OG0007539	LOC6614513|XP_032574249.1|DSEC	LOC118467723|XP_035794419.1|AALB
OG0007540	LOC6612983|XP_032578307.1|DSEC	LOC118467725|XP_035794422.1|AALB
OG0007541	LOC6609035|XP_002033738.2|DSEC	LOC118465259|XP_035789173.1|AALB
OG0007542	LOC6615491|XP_002039871.1|DSEC	LOC118465261|XP_035789176.1|AALB
OG0007543	LOC6620282|XP_032579867.1|DSEC	LOC118466017|XP_035790722.1|AALB
OG0007544	LOC6605387|XP_032575043.1|DSEC	LOC118466045|XP_035790774.1|AALB
OG0007545	LOC6614737|XP_002039161.1|DSEC	LOC118457829|XP_035775597.1|AALB
OG0007546	LOC6617021|XP_002041349.2|DSEC	LOC118466872|XP_035792614.1|AALB
OG0007547	LOC6609741|XP_002034395.1|DSEC	LOC118465277|XP_035789211.1|AALB
OG0007548	LOC6610339|XP_032574354.1|DSEC	LOC118466951|XP_035792743.1|AALB
OG0007549	LOC6616472|XP_002040833.1|DSEC	LOC118466824|XP_035792508.1|AALB
OG0007550	LOC6605597|XP_002030416.2|DSEC	LOC118466525|XP_035791915.1|AALB
OG0007551	LOC6608104|XP_032571765.1|DSEC	LOC118466526|XP_035791924.1|AALB
OG0007552	LOC116801939|XP_032579942.1|DSEC	LOC118466716|XP_035792273.1|AALB
OG0007553	LOC6613196|XP_002037677.1|DSEC	LOC118467427|XP_035793805.1|AALB
OG0007554	LOC6605087|XP_002029928.1|DSEC	LOC118462662|XP_035784447.1|AALB
OG0007555	LOC6609542|XP_002034225.1|DSEC	LOC118466096|XP_035790904.1|AALB
OG0007556	LOC6618940|XP_032571758.1|DSEC	LOC118465093|XP_035788894.1|AALB
OG0007557	LOC6618785|XP_032571220.1|DSEC	LOC118467903|XP_035794720.1|AALB
OG0007558	LOC6609207|XP_032571436.1|DSEC	LOC118465089|XP_035788886.1|AALB
OG0007559	LOC6611736|XP_002036259.1|DSEC	LOC118465081|XP_035788877.1|AALB
OG0007560	LOC6616314|XP_002040674.1|DSEC	LOC118462772|XP_035784629.1|AALB
OG0007561	LOC6618389|XP_032574734.1|DSEC	LOC118463179|XP_035785479.1|AALB
OG0007562	LOC6605367|XP_032576083.1|DSEC	LOC118462899|XP_035784888.1|AALB
OG0007563	LOC6606140|XP_002030948.1|DSEC	LOC118467027|XP_035792885.1|AALB
OG0007564	LOC6605536|XP_002030364.1|DSEC	LOC118465688|XP_035790012.1|AALB
OG0007565	LOC6619674|XP_002043889.1|DSEC	LOC118463461|XP_035785943.1|AALB
OG0007566	LOC6609153|XP_002033855.1|DSEC	LOC118466820|XP_035792501.1|AALB
OG0007567	LOC6612652|XP_002037156.1|DSEC	LOC118467933|XP_035794787.1|AALB
OG0007568	LOC6608954|XP_002033668.1|DSEC	LOC118467929|XP_035794782.1|AALB
OG0007569	LOC6609955|XP_002034601.1|DSEC	LOC118467931|XP_035794785.1|AALB
OG0007570	LOC6608953|XP_032570882.1|DSEC	LOC118467928|XP_035794780.1|AALB
OG0007571	LOC6608956|XP_032571601.1|DSEC	LOC118467925|XP_035794773.1|AALB
OG0007572	LOC6613487|XP_002037956.2|DSEC	LOC118465166|XP_035789019.1|AALB
OG0007573	LOC6609381|XP_002034070.1|DSEC	LOC118467295|XP_035793505.1|AALB
OG0007574	LOC6618851|XP_002043100.2|DSEC	LOC118465972|XP_035790625.1|AALB
OG0007575	LOC6609341|XP_032572615.1|DSEC	LOC118464699|XP_035788114.1|AALB
OG0007576	LOC6617589|XP_032582494.1|DSEC	LOC118465555|XP_035789781.1|AALB
OG0007577	LOC6614824|XP_002039243.1|DSEC	LOC118462671|XP_035784461.1|AALB
OG0007578	LOC6613697|XP_032583599.1|DSEC	LOC118464981|XP_035788705.1|AALB
OG0007579	LOC6608208|XP_002032953.2|DSEC	LOC118466462|XP_035791712.1|AALB
OG0007580	LOC6605803|XP_002030618.1|DSEC	LOC118466464|XP_035791715.1|AALB
OG0007581	LOC6614417|XP_002038850.2|DSEC	LOC118462799|XP_035784689.1|AALB
OG0007582	LOC6619689|XP_002043904.1|DSEC	LOC118462800|XP_035784691.1|AALB
OG0007583	LOC6615427|XP_002039809.1|DSEC	LOC118465438|XP_035789581.1|AALB
OG0007584	LOC6615120|XP_002039536.2|DSEC	LOC118464347|XP_035787560.1|AALB
OG0007585	LOC6622009|XP_032575038.1|DSEC	LOC118463874|XP_035786687.1|AALB
OG0007586	LOC6611192|XP_002035748.1|DSEC	LOC118467282|XP_035793480.1|AALB
OG0007587	LOC6615314|XP_032571105.1|DSEC	LOC118467306|XP_035793522.1|AALB
OG0007588	LOC6620275|XP_032582775.1|DSEC	LOC118467307|XP_035793528.1|AALB
OG0007589	LOC6620165|XP_002044376.1|DSEC	LOC118467418|XP_035793797.1|AALB
OG0007590	LOC6605691|XP_032575736.1|DSEC	LOC118465148|XP_035788987.1|AALB
OG0007591	LOC6608380|XP_002033116.1|DSEC	LOC118462745|XP_035784598.1|AALB
OG0007592	LOC6615554|XP_002039928.1|DSEC	LOC118462729|XP_035784567.1|AALB
OG0007593	LOC116802035|XP_032580881.1|DSEC	LOC118462741|XP_035784595.1|AALB
OG0007594	LOC6608373|XP_002033109.1|DSEC	LOC118463304|XP_035785683.1|AALB
OG0007595	LOC6609958|XP_002034604.1|DSEC	LOC118464203|XP_035787256.1|AALB
OG0007596	LOC6604862|XP_002029707.1|DSEC	LOC118464944|XP_035788624.1|AALB
OG0007597	LOC6618334|XP_002042606.1|DSEC	LOC118463069|XP_035785221.1|AALB
OG0007598	LOC6609343|XP_002034032.1|DSEC	LOC118464980|XP_035788704.1|AALB
OG0007599	LOC6605570|XP_032574176.1|DSEC	LOC118466976|XP_035792781.1|AALB
OG0007600	LOC6618398|XP_002042668.1|DSEC	LOC118464707|XP_035788132.1|AALB
OG0007601	LOC6605771|XP_032575148.1|DSEC	LOC118462757|XP_035784614.1|AALB
OG0007602	LOC6616497|XP_002040857.1|DSEC	LOC118465687|XP_035790011.1|AALB
OG0007603	LOC6616496|XP_032574627.1|DSEC	LOC118465822|XP_035790301.1|AALB
OG0007604	LOC6610137|XP_032575084.1|DSEC	LOC118464999|XP_035788733.1|AALB
OG0007605	LOC6616551|XP_032574774.1|DSEC	LOC118463996|XP_035786921.1|AALB
OG0007606	LOC6605334|XP_032576075.1|DSEC	LOC118466386|XP_035791510.1|AALB
OG0007607	LOC6617054|XP_032576166.1|DSEC	LOC118463519|XP_035786015.1|AALB
OG0007608	LOC6616350|XP_002040710.1|DSEC	LOC118466977|XP_035792784.1|AALB
OG0007609	LOC6618544|XP_002042804.1|DSEC	LOC118463467|XP_035785950.1|AALB
OG0007610	LOC6608409|XP_002033143.2|DSEC	LOC118466491|XP_035791785.1|AALB
OG0007611	LOC6619454|XP_032579934.1|DSEC	LOC118466493|XP_035791791.1|AALB
OG0007612	LOC6608400|XP_032571575.1|DSEC	LOC118466492|XP_035791787.1|AALB
OG0007613	LOC6615310|XP_002039714.2|DSEC	LOC118466504|XP_035791827.1|AALB
OG0007614	LOC6610566|XP_002035139.1|DSEC	LOC118462876|XP_035784840.1|AALB
OG0007615	LOC6605027|XP_002029870.1|DSEC	LOC118462879|XP_035784843.1|AALB
OG0007616	LOC6612653|XP_032576999.1|DSEC	LOC118462878|XP_035784842.1|AALB
OG0007617	LOC6605837|XP_032574593.1|DSEC	LOC118463931|XP_035786783.1|AALB
OG0007618	LOC6605650|XP_002030468.1|DSEC	LOC118465798|XP_035790255.1|AALB
OG0007619	LOC6605593|XP_002030412.1|DSEC	LOC118463994|XP_035786917.1|AALB
OG0007620	LOC6605629|XP_002030447.2|DSEC	LOC118465928|XP_035790521.1|AALB
OG0007621	LOC6608323|XP_002033060.1|DSEC	LOC118466925|XP_035792703.1|AALB
OG0007622	LOC6620533|XP_032575342.1|DSEC	LOC118463755|XP_035786450.1|AALB
OG0007623	LOC6616259|XP_032573166.1|DSEC	LOC118462684|XP_035784486.1|AALB
OG0007624	LOC6616356|XP_032575319.1|DSEC	LOC118466098|XP_035790906.1|AALB
OG0007625	LOC6605250|XP_032573396.1|DSEC	LOC118465978|XP_035790633.1|AALB
OG0007626	LOC6610306|XP_002034901.1|DSEC	LOC118465992|XP_035790677.1|AALB
OG0007627	LOC6610307|XP_002034902.1|DSEC	LOC118465989|XP_035790671.1|AALB
OG0007628	LOC6619487|XP_002043702.1|DSEC	LOC118456878|XP_035773887.1|AALB
OG0007629	LOC6604875|XP_002029720.1|DSEC	LOC118460913|XP_035781557.1|AALB
OG0007630	LOC6619089|XP_002043329.1|DSEC	LOC118465939|XP_035790551.1|AALB
OG0007631	LOC6618708|XP_032578765.1|DSEC	LOC118460683|XP_035781074.1|AALB
OG0007632	LOC116801170|XP_032575091.1|DSEC	LOC118468349|XP_035795002.1|AALB
OG0007633	LOC6614574|XP_002039002.1|DSEC	LOC118457152|XP_035774370.1|AALB
OG0007634	LOC6612781|XP_002037282.1|DSEC	LOC118468401|XP_035795058.1|AALB
OG0007635	LOC6611197|XP_002035753.1|DSEC	LOC118461204|XP_035782149.1|AALB
OG0007636	LOC6618362|XP_002042632.1|DSEC	LOC118466863|XP_035792592.1|AALB
OG0007637	LOC116801374|XP_032576131.1|DSEC	LOC118464130|XP_035787118.1|AALB
OG0007638	LOC6616007|XP_032581753.1|DSEC	LOC118464530|XP_035787859.1|AALB
OG0007639	LOC6615021|XP_002039438.1|DSEC	LOC118463263|XP_035785627.1|AALB
OG0007665	LOC6616230|XP_032580439.1|DSEC	LOC118459890|XP_035779587.1|AALB
OG0007666	LOC6612588|XP_032580409.1|DSEC	LOC118459902|XP_035779621.1|AALB
OG0007667	LOC6620333|XP_032581605.1|DSEC	LOC118463704|XP_035786392.1|AALB
OG0007668	LOC6611674|XP_002036209.1|DSEC	LOC118466605|XP_035792106.1|AALB
OG0007669	LOC6620094|XP_032580442.1|DSEC	LOC118462035|XP_035783906.1|AALB
OG0007670	LOC6620093|XP_032580441.1|DSEC	LOC118462026|XP_035783894.1|AALB
OG0007671	LOC6619842|XP_002044055.1|DSEC	LOC118463623|XP_035786214.1|AALB
OG0007672	LOC6615989|XP_002040356.1|DSEC	LOC118463063|XP_035785215.1|AALB
OG0007673	LOC6617137|XP_002041464.1|DSEC	LOC118467038|XP_035792920.1|AALB
OG0007674	LOC6618436|XP_002042706.1|DSEC	LOC118456371|XP_035772948.1|AALB
OG0007675	LOC6618453|XP_002042723.2|DSEC	LOC118463206|XP_035785583.1|AALB
OG0007676	LOC6614856|XP_002039274.1|DSEC	LOC118462076|XP_035783977.1|AALB
OG0007677	LOC6612191|XP_032582464.1|DSEC	LOC118466216|XP_035791132.1|AALB
OG0007679	LOC6617923|XP_032582152.1|DSEC	LOC118464627|XP_035787968.1|AALB
OG0007680	LOC6613168|XP_002037649.1|DSEC	LOC118457096|XP_035774280.1|AALB
OG0007682	LOC6620007|XP_002044219.2|DSEC	LOC118458641|XP_035777226.1|AALB
OG0007683	LOC6615016|XP_002039433.1|DSEC	LOC118461566|XP_035782935.1|AALB
OG0007684	LOC6618456|XP_002042726.1|DSEC	LOC118462940|XP_035784971.1|AALB
OG0007685	LOC6619987|XP_032580715.1|DSEC	LOC118463151|XP_035785430.1|AALB
OG0007686	LOC6617936|XP_032580334.1|DSEC	LOC118457697|XP_035775367.1|AALB
