Orthogroup	DSEC.longest_only	AAEG.longest_only
OG0006840	LOC6613637|XP_002038107.1|DSEC	LOC5578845|XP_021699292.1|AAEG
OG0006841	LOC6610781|XP_002035347.1|DSEC	LOC5578859|XP_021699353.1|AAEG
OG0006842	LOC6610650|XP_002035217.2|DSEC	LOC5571041|XP_021699362.1|AAEG
OG0006843	LOC6616049|XP_002040415.1|DSEC	LOC110676304|XP_021699379.1|AAEG
OG0006844	LOC6621662|XP_002045767.2|DSEC	LOC5578061|XP_001663683.2|AAEG
OG0006845	LOC6606042|XP_002030853.1|DSEC	LOC5570325|XP_001653153.1|AAEG
OG0006846	LOC6611057|XP_032575782.1|DSEC	LOC5570323|XP_021699516.1|AAEG
OG0006847	LOC6611059|XP_032574543.1|DSEC	LOC5578493|XP_021699519.1|AAEG
OG0006848	LOC6615372|XP_032570585.1|DSEC	LOC5570720|XP_001659313.2|AAEG
OG0006849	LOC6604907|XP_002029750.1|DSEC	LOC5576986|XP_001663087.2|AAEG
OG0006850	LOC6604908|XP_002029751.2|DSEC	LOC5576985|XP_001663086.2|AAEG
OG0006851	LOC6604912|XP_032574878.1|DSEC	LOC5576984|XP_021699580.1|AAEG
OG0006852	LOC6608518|XP_032570190.1|DSEC	LOC5570872|XP_001659378.1|AAEG
OG0006853	LOC6604848|XP_032575229.1|DSEC	LOC5569275|XP_021699681.1|AAEG
OG0006854	LOC6608430|XP_032571085.1|DSEC	LOC5578326|XP_021699692.1|AAEG
OG0006855	LOC6605461|XP_002030294.1|DSEC	LOC5575625|XP_021699709.1|AAEG
OG0006856	LOC6609796|XP_002034450.2|DSEC	LOC5573556|XP_021699711.1|AAEG
OG0006857	LOC6619136|XP_032571761.1|DSEC	LOC110676379|XP_021699724.1|AAEG
OG0006858	LOC6604790|XP_002029641.2|DSEC	LOC5576383|XP_021699727.1|AAEG
OG0006859	LOC6608060|XP_032571376.1|DSEC	LOC5569576|XP_001658637.2|AAEG
OG0006860	LOC6608549|XP_002033283.1|DSEC	LOC5567709|XP_021699758.1|AAEG
OG0006861	LOC6608894|XP_032572664.1|DSEC	LOC5567692|XP_021699794.1|AAEG
OG0006862	LOC6604968|XP_032574689.1|DSEC	LOC5565716|XP_001650075.2|AAEG
OG0006863	LOC6614853|XP_002039271.1|DSEC	LOC5564741|XP_021699864.1|AAEG
OG0006864	LOC6608911|XP_002033625.1|DSEC	LOC5574635|XP_001661553.2|AAEG, LOC110680643|XP_021712129.1|AAEG
OG0006865	LOC6616742|XP_032577970.1|DSEC	LOC5574632|XP_021699894.1|AAEG, LOC110680516|XP_021712003.1|AAEG
OG0006866	LOC6615557|XP_002039931.2|DSEC	LOC5574641|XP_001661556.2|AAEG
OG0006867	LOC6609691|XP_002034349.2|DSEC	LOC110676410|XP_021699895.1|AAEG
OG0006868	LOC6609692|XP_002034350.1|DSEC	LOC5574640|XP_021699897.1|AAEG
OG0006869	LOC6608946|XP_032571688.1|DSEC	LOC5574645|XP_021699909.1|AAEG
OG0006870	LOC6608547|XP_032571182.1|DSEC	LOC5572042|XP_001660147.3|AAEG
OG0006871	LOC6608120|XP_002032868.1|DSEC	LOC5572050|XP_001660156.2|AAEG
OG0006872	LOC6608037|XP_002032785.1|DSEC	LOC110676417|XP_021699960.1|AAEG
OG0006873	LOC6615341|XP_032570225.1|DSEC	LOC5564188|XP_021699967.1|AAEG
OG0006874	LOC116800190|XP_032569717.1|DSEC	LOC5574548|XP_001661497.1|AAEG
OG0006875	LOC6614579|XP_032569922.1|DSEC	LOC5574376|XP_021700082.1|AAEG
OG0006876	LOC6613022|XP_032572984.1|DSEC	LOC5574374|XP_021700091.1|AAEG
OG0006877	LOC116800360|XP_032570666.1|DSEC	LOC23687406|XP_021700101.1|AAEG
OG0006878	LOC6613558|XP_002038026.2|DSEC	LOC5574390|XP_001661408.2|AAEG
OG0006879	LOC6609495|XP_032571027.1|DSEC	LOC5575906|XP_021700113.1|AAEG
OG0006880	LOC6613679|XP_002038149.1|DSEC	LOC5575901|XP_001662278.1|AAEG
OG0006881	LOC6611272|XP_032573091.1|DSEC	LOC5574362|XP_001661395.3|AAEG
OG0006882	LOC6608554|XP_032570919.1|DSEC	LOC5571154|XP_001653470.1|AAEG
OG0006883	LOC6619334|XP_002043551.1|DSEC	LOC5575437|XP_021700362.1|AAEG
OG0006884	LOC6613184|XP_002037665.1|DSEC	LOC5575441|XP_021700369.1|AAEG
OG0006885	LOC6612028|XP_032578273.1|DSEC	LOC5575449|XP_021700372.1|AAEG
OG0006886	LOC6607553|XP_002032322.1|DSEC	LOC5578152|XP_001663724.2|AAEG
OG0006887	LOC6616055|XP_002040421.2|DSEC	LOC5578153|XP_021700394.1|AAEG
OG0006888	LOC6611991|XP_032570891.1|DSEC	LOC5578155|XP_021700401.1|AAEG
OG0006889	LOC6619335|XP_002043552.1|DSEC	LOC5578158|XP_001663730.1|AAEG
OG0006890	LOC6613393|XP_002037867.1|DSEC	LOC5571936|XP_001660046.2|AAEG
OG0006891	LOC6617690|XP_002042002.1|DSEC	LOC5571942|XP_021700428.1|AAEG
OG0006892	LOC6617314|XP_002041640.1|DSEC	LOC5571945|XP_001660049.1|AAEG
OG0006893	LOC6617216|XP_002041543.1|DSEC	LOC5571947|XP_001660051.2|AAEG
OG0006894	LOC6617217|XP_032583630.1|DSEC	LOC5571949|XP_021700441.1|AAEG
OG0006895	LOC116801997|XP_032580642.1|DSEC	LOC5569506|XP_021700483.1|AAEG
OG0006896	LOC6613644|XP_002038114.1|DSEC	LOC5569507|XP_021700485.1|AAEG
OG0006897	LOC6611816|XP_032571925.1|DSEC	LOC5569512|XP_021700487.1|AAEG
OG0006898	LOC6614577|XP_002039005.1|DSEC	LOC5568223|XP_001652155.2|AAEG
OG0006899	LOC6613052|XP_002037535.2|DSEC	LOC5580327|XP_001663279.1|AAEG
OG0006900	LOC6619891|XP_002044103.1|DSEC	LOC5569011|XP_001652665.1|AAEG
OG0006901	LOC6617236|XP_002041563.1|DSEC	LOC5564161|XP_001648490.1|AAEG
OG0006902	LOC6616216|XP_002040581.1|DSEC	LOC5565619|XP_001649973.1|AAEG
OG0006903	LOC6612707|XP_032579603.1|DSEC	LOC5566449|XP_001650817.2|AAEG
OG0006904	LOC6611196|XP_002035752.1|DSEC	LOC5565700|XP_001650043.1|AAEG
OG0006905	LOC6614485|XP_002038918.2|DSEC	LOC5565680|XP_001650055.2|AAEG
OG0006906	LOC6614604|XP_002039032.1|DSEC	LOC5570925|XP_001653405.2|AAEG
OG0006907	LOC6618240|XP_032583276.1|DSEC	LOC5570922|XP_021700604.1|AAEG
OG0006908	LOC6611327|XP_002035874.1|DSEC	LOC5570916|XP_001653395.1|AAEG
OG0006909	LOC116803576|XP_032583343.1|DSEC	LOC5570914|XP_001653393.1|AAEG
OG0006910	LOC6611688|XP_002036222.2|DSEC	LOC5570913|XP_021700629.1|AAEG
OG0006911	LOC6615073|XP_032581310.1|DSEC	LOC5574739|XP_021700699.1|AAEG
OG0006912	LOC6614701|XP_002039128.1|DSEC	LOC5571728|XP_021700724.1|AAEG
OG0006913	LOC6611519|XP_002036060.1|DSEC	LOC5571738|XP_021700728.1|AAEG
OG0006914	LOC6605588|XP_002030407.2|DSEC	LOC5571737|XP_021700731.1|AAEG
OG0006915	LOC6613228|XP_002037705.1|DSEC	LOC5571734|XP_021700733.1|AAEG
OG0006916	LOC6617881|XP_032569792.1|DSEC	LOC5571740|XP_021700738.1|AAEG
OG0006917	LOC6611392|XP_032570531.1|DSEC	LOC5571433|XP_021700741.1|AAEG
OG0006918	LOC6611389|XP_002035934.1|DSEC	LOC5571429|XP_001659681.1|AAEG
OG0006919	LOC6611825|XP_032583533.1|DSEC	LOC5571426|XP_001659678.1|AAEG, LOC5576404|XP_021709873.1|AAEG
OG0006920	LOC6612131|XP_032569977.1|DSEC	LOC5566347|XP_021700770.1|AAEG
OG0006921	LOC6613265|XP_032569712.1|DSEC	LOC5569682|XP_021700789.1|AAEG
OG0006922	LOC6617859|XP_002042167.1|DSEC	LOC5570429|XP_001659136.1|AAEG
OG0006923	LOC6613291|XP_002037768.1|DSEC	LOC5570430|XP_021700795.1|AAEG
OG0006924	LOC6620235|XP_002044440.1|DSEC	LOC5572672|XP_001654138.1|AAEG
OG0006925	LOC6612695|XP_032578161.1|DSEC	LOC5572641|XP_021700802.1|AAEG
OG0006926	LOC6613103|XP_032576941.1|DSEC	LOC5572653|XP_001654153.2|AAEG
OG0006927	LOC6613101|XP_002037584.1|DSEC	LOC5572654|XP_021700823.1|AAEG
OG0006928	LOC6613097|XP_032577480.1|DSEC	LOC5572656|XP_021700826.1|AAEG
OG0006929	LOC6617197|XP_032576264.1|DSEC	LOC5574315|XP_001655092.2|AAEG
OG0006930	LOC6613376|XP_032570024.1|DSEC	LOC5579442|XP_021700855.1|AAEG
OG0006931	LOC6617711|XP_002042023.1|DSEC	LOC5565756|XP_001650128.2|AAEG
OG0006932	LOC6611975|XP_032583341.1|DSEC	LOC5565777|XP_001650136.1|AAEG
OG0006933	LOC6611970|XP_032583342.1|DSEC	LOC5565757|XP_021700902.1|AAEG
OG0006934	LOC6606892|XP_002031686.1|DSEC	LOC5564835|XP_021700940.1|AAEG
OG0006935	LOC6611393|XP_032574802.1|DSEC	LOC5565351|XP_001649746.1|AAEG
OG0006936	LOC6611408|XP_032576508.1|DSEC	LOC5569176|XP_021701029.1|AAEG
OG0006937	LOC6611944|XP_032570014.1|DSEC	LOC5569180|XP_001652760.1|AAEG
OG0006938	LOC6611878|XP_002036396.1|DSEC	LOC5569181|XP_011493383.1|AAEG
OG0006939	LOC6612393|XP_032580626.1|DSEC	LOC5569183|XP_001652766.1|AAEG
OG0006940	LOC6611530|XP_032578549.1|DSEC	LOC5564492|XP_001648832.1|AAEG
OG0006941	LOC6612108|XP_032583601.1|DSEC	LOC5566991|XP_021701107.1|AAEG
OG0006942	LOC6608521|XP_032570186.1|DSEC	LOC5566521|XP_021701142.1|AAEG
OG0006943	LOC6614433|XP_032583716.1|DSEC	LOC5571666|XP_001653753.2|AAEG
OG0006944	LOC6617399|XP_002041724.1|DSEC	LOC5571664|XP_021701188.1|AAEG
OG0006945	LOC6614563|XP_002038991.1|DSEC	LOC5571661|XP_021701189.1|AAEG
OG0006946	LOC6606599|XP_002031400.2|DSEC	LOC5571642|XP_001653737.2|AAEG
OG0006947	LOC6611320|XP_002035867.1|DSEC	LOC5571643|XP_001653736.1|AAEG
OG0006948	LOC6614772|XP_002039191.1|DSEC	LOC5571647|XP_001653732.1|AAEG
OG0006949	LOC6613347|XP_002037822.1|DSEC	LOC5575675|XP_001655804.1|AAEG
OG0006950	LOC6619119|XP_002043359.1|DSEC	LOC5573845|XP_001654882.1|AAEG
OG0006951	LOC6611691|XP_032575461.1|DSEC	LOC23687432|XP_021701306.1|AAEG
OG0006952	LOC6606639|XP_002031440.1|DSEC	LOC5573803|XP_001661053.1|AAEG
OG0006953	LOC6604793|XP_002029644.1|DSEC	LOC5568799|XP_001658164.1|AAEG
OG0006954	LOC6617768|XP_002042080.1|DSEC	LOC5568801|XP_001658166.2|AAEG
OG0006955	LOC6619250|XP_002043468.1|DSEC	LOC5568807|XP_001658168.2|AAEG
OG0006956	LOC6613198|XP_002037679.2|DSEC	LOC5568815|XP_001658181.2|AAEG
OG0006957	LOC6611201|XP_032576968.1|DSEC	LOC5568816|XP_021701325.1|AAEG
OG0006958	LOC6615796|XP_002040166.1|DSEC	LOC5568817|XP_001658183.2|AAEG
OG0006959	LOC6610189|XP_002034797.1|DSEC	LOC5568819|XP_001658185.1|AAEG
OG0006960	LOC6611675|XP_002036210.1|DSEC	LOC5568823|XP_021701338.1|AAEG, LOC110681238|XP_021712699.1|AAEG
OG0006961	LOC6614506|XP_032578223.1|DSEC	LOC5568830|XP_021701344.1|AAEG
OG0006962	LOC6613167|XP_002037648.2|DSEC	LOC5564978|XP_001649330.2|AAEG
OG0006963	LOC6611915|XP_032569877.1|DSEC	LOC5570300|XP_021701406.1|AAEG
OG0006964	LOC6611907|XP_002036424.1|DSEC	LOC5577475|XP_001656501.2|AAEG
OG0006965	LOC6614575|XP_032569923.1|DSEC	LOC5578795|XP_001657167.2|AAEG
OG0006966	LOC6618125|XP_002042423.1|DSEC	LOC5578794|XP_001657165.1|AAEG
OG0006967	LOC6610100|XP_002034711.1|DSEC	LOC5578793|XP_001657164.2|AAEG
OG0006968	LOC6608690|XP_032572035.1|DSEC	LOC5578768|XP_021701446.1|AAEG
OG0006969	LOC6605192|XP_002030031.1|DSEC	LOC5578753|XP_001657121.1|AAEG
OG0006970	LOC6618684|XP_002042946.1|DSEC	LOC5570954|XP_021701486.1|AAEG
OG0006971	LOC6617344|XP_002041669.2|DSEC	LOC5576430|XP_001662635.1|AAEG
OG0006972	LOC6612093|XP_032583569.1|DSEC	LOC5576427|XP_001662630.2|AAEG
OG0006973	LOC6617190|XP_032577898.1|DSEC	LOC5577727|XP_021697246.1|AAEG
OG0006974	LOC6613638|XP_002038108.1|DSEC	LOC5565282|XP_001649622.2|AAEG
OG0006975	LOC6613438|XP_002037912.1|DSEC	LOC5568241|XP_001657933.2|AAEG
OG0006976	LOC6613522|XP_032583246.1|DSEC	LOC5570636|XP_021701628.1|AAEG
OG0006977	LOC6609861|XP_032571128.1|DSEC	LOC5578973|XP_021701659.1|AAEG
OG0006978	LOC6614487|XP_032574592.1|DSEC	LOC5576060|XP_021701664.1|AAEG
OG0006979	LOC6617258|XP_032574492.1|DSEC	LOC5577127|XP_021701683.1|AAEG
OG0006980	LOC6613589|XP_002038057.1|DSEC	LOC5576862|XP_001662958.1|AAEG
OG0006981	LOC6617813|XP_032569688.1|DSEC	LOC5577187|XP_021701706.1|AAEG
OG0006982	LOC6618261|XP_002042535.1|DSEC	LOC5577184|XP_021701707.1|AAEG
OG0006983	LOC6617198|XP_002041525.1|DSEC	LOC5577190|XP_021701711.1|AAEG
OG0006984	LOC6614402|XP_032583175.1|DSEC	LOC23687802|XP_021701713.1|AAEG
OG0006985	LOC6611630|XP_002036166.1|DSEC	LOC5574881|XP_021701718.1|AAEG
OG0006986	LOC6613379|XP_002037853.1|DSEC	LOC5574879|XP_001661689.1|AAEG
OG0006987	LOC6607890|XP_032571656.1|DSEC	LOC5565864|XP_001650230.1|AAEG
OG0006988	LOC6614561|XP_032576259.1|DSEC	LOC5564530|XP_021701754.1|AAEG
OG0006989	LOC6617761|XP_002042073.1|DSEC	LOC5568486|XP_001658071.1|AAEG
OG0006990	LOC6618227|XP_032575429.1|DSEC	LOC5573100|XP_021701800.1|AAEG
OG0006991	LOC6619532|XP_032578614.1|DSEC	LOC5573091|XP_001654405.1|AAEG
OG0006992	LOC6613444|XP_032577674.1|DSEC	LOC5564482|XP_021701933.1|AAEG
OG0006993	LOC6614473|XP_002038906.2|DSEC	LOC5579471|XP_021702015.1|AAEG
OG0006994	LOC6611617|XP_032582894.1|DSEC	LOC5563793|XP_021702026.1|AAEG
OG0006995	LOC6617854|XP_002042162.2|DSEC	LOC5563857|XP_001648171.2|AAEG
OG0006996	LOC6617855|XP_032575574.1|DSEC	LOC5575714|XP_001662161.1|AAEG
OG0006997	LOC6608272|XP_032572486.1|DSEC	LOC5572015|XP_021702111.1|AAEG
OG0006998	LOC6619640|XP_002043855.1|DSEC	LOC5567716|XP_001657637.2|AAEG
OG0006999	LOC6617404|XP_002041729.1|DSEC	LOC5567313|XP_001651748.1|AAEG
OG0007000	LOC6617246|XP_002041573.1|DSEC	LOC5576503|XP_001662695.1|AAEG
OG0007001	LOC6608825|XP_002033539.2|DSEC	LOC5577601|XP_011492990.2|AAEG
OG0007002	LOC6614676|XP_032576018.1|DSEC	LOC5575182|XP_021702262.1|AAEG
OG0007003	LOC6609159|XP_032573100.1|DSEC	LOC5575180|XP_001655561.2|AAEG
OG0007004	LOC6613086|XP_032572978.1|DSEC	LOC5575159|XP_021702294.1|AAEG
OG0007005	LOC6614504|XP_002038935.1|DSEC	LOC5575158|XP_021702298.1|AAEG
OG0007006	LOC6613566|XP_032579650.1|DSEC	LOC5566374|XP_021702362.1|AAEG
OG0007007	LOC6611989|XP_002036506.2|DSEC	LOC5566398|XP_001650762.1|AAEG
OG0007008	LOC6613337|XP_032583490.1|DSEC	LOC5577300|XP_021702408.1|AAEG, LOC5577302|XP_001663337.2|AAEG
OG0007009	LOC6611974|XP_002036491.1|DSEC	LOC5572433|XP_001660372.1|AAEG, LOC110676916|XP_021702418.1|AAEG
OG0007010	LOC6614553|XP_032580268.1|DSEC	LOC5572440|XP_021702437.1|AAEG
OG0007011	LOC6606411|XP_032577808.1|DSEC	LOC5572447|XP_001660391.1|AAEG
OG0007012	LOC6613400|XP_002037874.1|DSEC	LOC5572451|XP_021702453.1|AAEG
OG0007013	LOC6613533|XP_002038001.1|DSEC	LOC5572466|XP_001660412.2|AAEG
OG0007014	LOC6613532|XP_032581922.1|DSEC	LOC5565305|XP_021702487.1|AAEG
OG0007015	LOC6613183|XP_032571740.1|DSEC	LOC5565307|XP_001649665.2|AAEG
OG0007016	LOC6611493|XP_032569986.1|DSEC	LOC5565300|XP_021702509.1|AAEG
OG0007017	LOC6613174|XP_032575157.1|DSEC	LOC5566799|XP_021702550.1|AAEG
OG0007018	LOC6617814|XP_032574452.1|DSEC	LOC5566800|XP_021702552.1|AAEG
OG0007019	LOC6620608|XP_032570021.1|DSEC	LOC5576032|XP_021702615.1|AAEG
OG0007020	LOC6619311|XP_002043528.1|DSEC	LOC5564911|XP_021702621.1|AAEG
OG0007021	LOC6617303|XP_002041630.1|DSEC	LOC5572798|XP_001654198.2|AAEG, LOC110680664|XP_021712147.1|AAEG
OG0007022	LOC6613290|XP_002037767.1|DSEC	LOC5572816|XP_021702701.1|AAEG
OG0007023	LOC6611943|XP_002036460.1|DSEC	LOC23687450|XP_011493524.1|AAEG
OG0007024	LOC6616649|XP_002041006.1|DSEC	LOC5572828|XP_001654224.2|AAEG
OG0007025	LOC6612400|XP_002036908.1|DSEC	LOC5570694|XP_021702717.1|AAEG
OG0007026	LOC6617255|XP_002041582.1|DSEC	LOC5570696|XP_021702721.1|AAEG
OG0007027	LOC6613197|XP_002037678.1|DSEC	LOC5572901|XP_021702739.1|AAEG
OG0007028	LOC116800205|XP_032569848.1|DSEC, LOC6617238|XP_002041565.2|DSEC	LOC5572902|XP_021702740.1|AAEG
OG0007029	LOC6614437|XP_032583719.1|DSEC	LOC5568614|XP_021702769.1|AAEG
OG0007030	LOC6619756|XP_032580279.1|DSEC	LOC5568605|XP_001652439.1|AAEG
OG0007031	LOC6620529|XP_032571275.1|DSEC	LOC5568611|XP_021702789.1|AAEG
OG0007032	LOC6616512|XP_002040872.1|DSEC	LOC5577539|XP_021702804.1|AAEG
OG0007033	LOC6611267|XP_032583747.1|DSEC	LOC5577537|XP_001656550.2|AAEG
OG0007034	LOC6613142|XP_002037623.1|DSEC	LOC5564020|XP_001648342.1|AAEG
OG0007035	LOC6618439|XP_002042709.2|DSEC	LOC5564021|XP_001648343.1|AAEG
OG0007036	LOC6616262|XP_032573173.1|DSEC	LOC5564022|XP_001648345.1|AAEG
OG0007037	LOC6607455|XP_002032224.1|DSEC	LOC5564024|XP_001648346.1|AAEG
OG0007038	LOC6615615|XP_032570450.1|DSEC	LOC5566784|XP_021702855.1|AAEG
OG0007039	LOC6608491|XP_002033225.2|DSEC	LOC5573247|XP_001654456.2|AAEG
OG0007040	LOC6617737|XP_002042049.1|DSEC	LOC5573251|XP_001654461.1|AAEG
OG0007041	LOC6619304|XP_032579537.1|DSEC	LOC5571858|XP_021702924.1|AAEG
OG0007042	LOC6611768|XP_032583552.1|DSEC	LOC5571857|XP_021702927.1|AAEG
OG0007043	LOC6613952|XP_032578384.1|DSEC	LOC5571860|XP_021702937.1|AAEG
OG0007044	LOC6611515|XP_032581159.1|DSEC	LOC5564830|XP_021703000.1|AAEG
OG0007045	LOC6619022|XP_002043267.1|DSEC	LOC5564842|XP_021703006.1|AAEG
OG0007046	LOC6613899|XP_002038365.1|DSEC	LOC5564845|XP_021703016.1|AAEG
OG0007047	LOC6613449|XP_002037923.1|DSEC	LOC5569074|XP_001658304.1|AAEG
OG0007048	LOC6617446|XP_002041763.1|DSEC	LOC5569077|XP_021703044.1|AAEG
OG0007049	LOC6613338|XP_002037814.1|DSEC	LOC5567973|XP_001657795.1|AAEG
OG0007050	LOC6611520|XP_002036061.1|DSEC	LOC5573699|XP_001661025.1|AAEG
OG0007051	LOC6613285|XP_032569843.1|DSEC	LOC5571525|XP_021703126.1|AAEG
OG0007052	LOC6614788|XP_032582186.1|DSEC	LOC5568941|XP_021703172.1|AAEG
OG0007053	LOC6606317|XP_002031122.1|DSEC	LOC5568923|XP_021703194.1|AAEG
OG0007054	LOC6618879|XP_002043127.1|DSEC	LOC5573119|XP_001660735.2|AAEG
OG0007055	LOC6609429|XP_002034114.2|DSEC	LOC5573122|XP_001660738.2|AAEG
OG0007056	LOC116800944|XP_032573621.1|DSEC	LOC5573139|XP_001660755.1|AAEG
OG0007057	LOC6614790|XP_032582188.1|DSEC	LOC5573186|XP_001660803.2|AAEG
OG0007058	LOC6616185|XP_002040550.1|DSEC	LOC5573192|XP_001660809.2|AAEG
OG0007059	LOC6611572|XP_002036110.1|DSEC	LOC5573895|XP_001654928.2|AAEG
OG0007060	LOC6611568|XP_032583515.1|DSEC	LOC5573893|XP_001654933.2|AAEG
OG0007061	LOC6611567|XP_002036105.1|DSEC	LOC5573899|XP_021703333.1|AAEG
OG0007062	LOC6617224|XP_032583099.1|DSEC	LOC5573960|XP_001654980.1|AAEG
OG0007063	LOC6611687|XP_002036221.1|DSEC	LOC5573958|XP_001654982.2|AAEG
OG0007064	LOC6608306|XP_002033043.1|DSEC	LOC5573949|XP_001654986.2|AAEG
OG0007065	LOC6618288|XP_002042561.1|DSEC	LOC5573950|XP_001654988.2|AAEG
OG0007066	LOC6605751|XP_002030566.1|DSEC	LOC5573952|XP_001654990.2|AAEG
OG0007067	LOC6612078|XP_002036595.1|DSEC	LOC5573954|XP_001654992.2|AAEG
OG0007068	LOC6611887|XP_032569778.1|DSEC	LOC5573956|XP_001654994.2|AAEG
OG0007069	LOC6617895|XP_002042203.2|DSEC	LOC5575585|XP_021703482.1|AAEG
OG0007070	LOC6608879|XP_002033593.1|DSEC	LOC110677119|XP_021703531.1|AAEG
OG0007071	LOC6618911|XP_002043159.1|DSEC	LOC5567995|XP_001657822.1|AAEG
OG0007072	LOC6613779|XP_002038249.1|DSEC	LOC110677123|XP_021703537.1|AAEG
OG0007073	LOC6613335|XP_002037811.1|DSEC	LOC5567987|XP_001657814.1|AAEG
OG0007074	LOC6615773|XP_002040144.1|DSEC	LOC5572057|XP_001653821.1|AAEG
OG0007075	LOC6620613|XP_032569807.1|DSEC	LOC5572056|XP_001653823.1|AAEG
OG0007076	LOC6609127|XP_002033829.1|DSEC	LOC5572074|XP_021703591.1|AAEG
OG0007077	LOC6621813|XP_002045895.1|DSEC	LOC5572075|XP_001653843.1|AAEG
OG0007078	LOC6613194|XP_032583553.1|DSEC	LOC5565855|XP_021703597.1|AAEG
OG0007079	LOC6613193|XP_032583457.1|DSEC	LOC5565829|XP_001650198.2|AAEG
OG0007080	LOC6611799|XP_032575843.1|DSEC	LOC5564923|XP_021703753.1|AAEG
OG0007081	LOC6613631|XP_002038101.1|DSEC	LOC5564926|XP_001649289.2|AAEG
OG0007082	LOC6617199|XP_002041526.1|DSEC	LOC5564938|XP_001649290.2|AAEG
OG0007083	LOC6617721|XP_032581371.1|DSEC	LOC5564936|XP_021703763.1|AAEG
OG0007084	LOC6617965|XP_002042273.2|DSEC	LOC23687794|XP_011493653.2|AAEG
OG0007085	LOC6617403|XP_032583435.1|DSEC	LOC5570859|XP_021703784.1|AAEG
OG0007086	LOC6613690|XP_002038160.1|DSEC	LOC5565919|XP_001650271.2|AAEG
OG0007087	LOC6618342|XP_002042614.1|DSEC	LOC5565909|XP_001650253.2|AAEG
OG0007088	LOC6618127|XP_032572840.1|DSEC	LOC5565906|XP_021703840.1|AAEG
OG0007089	LOC6617299|XP_032570627.1|DSEC	LOC5569698|XP_021703852.1|AAEG
OG0007090	LOC6613083|XP_032573036.1|DSEC	LOC5569699|XP_021703853.1|AAEG
OG0007091	LOC6613676|XP_002038146.1|DSEC	LOC110678274|XP_021706589.1|AAEG, LOC5569702|XP_021703869.1|AAEG
OG0007092	LOC6616703|XP_032576670.1|DSEC	LOC5569709|XP_001658697.2|AAEG
OG0007093	LOC6611841|XP_002036363.1|DSEC	LOC5569713|XP_021703871.1|AAEG
OG0007094	LOC6611840|XP_002036362.1|DSEC	LOC5577910|XP_001656680.1|AAEG
OG0007095	LOC6614685|XP_002039112.1|DSEC	LOC5577907|XP_001656685.2|AAEG
OG0007096	LOC6614738|XP_032569985.1|DSEC	LOC5577906|XP_001656686.2|AAEG
OG0007097	LOC6618234|XP_002042509.1|DSEC	LOC5568179|XP_001652118.2|AAEG
OG0007098	LOC6618230|XP_032579480.1|DSEC	LOC5568181|XP_021703906.1|AAEG
OG0007099	LOC6606583|XP_002031384.1|DSEC	LOC5564525|XP_021703941.1|AAEG
OG0007100	LOC6611415|XP_002035959.1|DSEC	LOC5575670|XP_021703944.1|AAEG
OG0007101	LOC6614415|XP_002038848.1|DSEC	LOC5568087|XP_001652025.1|AAEG
OG0007102	LOC6617208|XP_032583628.1|DSEC	LOC5568085|XP_021703979.1|AAEG
OG0007103	LOC6611870|XP_002036388.1|DSEC	LOC5569517|XP_001652823.2|AAEG
OG0007104	LOC6612100|XP_002036617.1|DSEC	LOC5569529|XP_001652827.1|AAEG
OG0007105	LOC6611987|XP_002036504.1|DSEC	LOC5569520|XP_001652832.2|AAEG
OG0007106	LOC6617290|XP_002041617.1|DSEC	LOC5569525|XP_021704022.1|AAEG
OG0007107	LOC6617443|XP_032575869.1|DSEC	LOC5567332|XP_021704031.1|AAEG
OG0007108	LOC6613375|XP_002037849.1|DSEC	LOC110677245|XP_021704040.1|AAEG
OG0007109	LOC6614615|XP_002039043.1|DSEC	LOC5567342|XP_001651772.1|AAEG
OG0007110	LOC6621943|XP_032583508.1|DSEC	LOC5567343|XP_001651773.1|AAEG
OG0007111	LOC6611541|XP_032578630.1|DSEC	LOC5567344|XP_021704052.1|AAEG
OG0007112	LOC6617247|XP_002041574.1|DSEC	LOC23687430|XP_011493248.1|AAEG
OG0007113	LOC6619628|XP_002043843.2|DSEC	LOC5569772|XP_001653000.2|AAEG
OG0007114	LOC6617697|XP_002042009.1|DSEC	LOC5569771|XP_001652998.2|AAEG
OG0007115	LOC6617767|XP_002042079.1|DSEC	LOC5569757|XP_001652994.2|AAEG
OG0007116	LOC6611595|XP_002036132.1|DSEC	LOC5569763|XP_021704085.1|AAEG
OG0007117	LOC6617351|XP_002041676.1|DSEC	LOC5569765|XP_001652986.2|AAEG
OG0007118	LOC6621256|XP_032583130.1|DSEC	LOC5569768|XP_021704087.1|AAEG
OG0007119	LOC6620252|XP_032581377.1|DSEC	LOC110681141|XP_021712603.1|AAEG, LOC5568567|XP_001652397.2|AAEG
OG0007120	LOC6612454|XP_032582201.1|DSEC	LOC5568559|XP_001652390.2|AAEG
OG0007121	LOC6619559|XP_002043774.1|DSEC	LOC5568553|XP_001652385.1|AAEG
OG0007122	LOC6615001|XP_032580837.1|DSEC	LOC5568556|XP_021709379.1|AAEG
OG0007123	LOC6615003|XP_032581035.1|DSEC	LOC5568551|XP_021706949.1|AAEG
OG0007124	LOC6605480|XP_032574057.1|DSEC	LOC5567867|XP_021708822.1|AAEG
OG0007125	LOC6605575|XP_032573933.1|DSEC	LOC5575370|XP_021706049.1|AAEG
