Orthogroup	DSEC.longest_only	ASTE.longest_only
OG0006189	LOC6612211|XP_002036728.2|DSEC	LOC118514401|XP_035917174.1|ASTE, LOC118505416|XP_035897065.1|ASTE
OG0006190	LOC6607827|XP_032579285.1|DSEC	LOC118510292|XP_035907810.1|ASTE
OG0006191	LOC6617170|XP_002041497.1|DSEC	LOC118507523|XP_035901981.1|ASTE
OG0006192	LOC6612196|XP_002036708.2|DSEC	LOC118508051|XP_035903401.1|ASTE
OG0006193	LOC6618514|XP_002042774.1|DSEC	LOC118505169|XP_035896478.1|ASTE
OG0006194	LOC6618114|XP_032581634.1|DSEC	LOC118516550|XP_035918392.1|ASTE
OG0006195	LOC6619592|XP_032580012.1|DSEC	LOC118511117|XP_035909738.1|ASTE
OG0006196	LOC6607058|XP_032577368.1|DSEC	LOC118516756|XP_035918568.1|ASTE
OG0006197	LOC6619449|XP_032579774.1|DSEC	LOC118509676|XP_035906592.1|ASTE
OG0006198	LOC6614805|XP_032581382.1|DSEC, LOC116802684|XP_032582940.1|DSEC	LOC118507132|XP_035901061.1|ASTE
OG0006199	LOC6607839|XP_002032596.1|DSEC	LOC118507096|XP_035900984.1|ASTE
OG0006200	LOC6616747|XP_002041084.2|DSEC	LOC118509460|XP_035905977.1|ASTE
OG0006201	LOC6614852|XP_032582348.1|DSEC	LOC118506952|XP_035900668.1|ASTE
OG0006202	LOC6614851|XP_002039269.1|DSEC	LOC118506932|XP_035900645.1|ASTE
OG0006203	LOC6618057|XP_032582645.1|DSEC	LOC118507395|XP_035901745.1|ASTE
OG0006204	LOC6606367|XP_002031172.1|DSEC	LOC118512712|XP_035913441.1|ASTE
OG0006205	LOC6620462|XP_002044669.1|DSEC	LOC118511421|XP_035910399.1|ASTE
OG0006206	LOC6620002|XP_032581219.1|DSEC	LOC118517496|XP_035919586.1|ASTE
OG0006207	LOC6613489|XP_002037958.1|DSEC	LOC118505296|XP_035896800.1|ASTE
OG0006208	LOC6610150|XP_002034759.1|DSEC	LOC118505276|XP_035896742.1|ASTE
OG0006209	LOC6619800|XP_002044013.1|DSEC	LOC118514543|XP_035917423.1|ASTE
OG0006210	LOC6619746|XP_032580586.1|DSEC	LOC118505477|XP_035897187.1|ASTE
OG0006211	LOC6611626|XP_002036162.1|DSEC	LOC118512034|XP_035911724.1|ASTE
OG0006212	LOC6611625|XP_032578634.1|DSEC	LOC118511654|XP_035910891.1|ASTE
OG0006214	LOC6617922|XP_002042230.1|DSEC	LOC118505724|XP_035897801.1|ASTE
OG0006215	LOC6620263|XP_002044471.2|DSEC	LOC118510787|XP_035908987.1|ASTE
OG0006217	LOC6618096|XP_032580995.1|DSEC	LOC118517382|XP_035919315.1|ASTE
OG0006218	LOC6611203|XP_002035759.1|DSEC	LOC118516488|XP_035918314.1|ASTE
OG0006219	LOC6616014|XP_032581769.1|DSEC	LOC118515721|XP_035917946.1|ASTE
OG0006220	LOC6606129|XP_002030937.2|DSEC	LOC118507166|XP_035901123.1|ASTE
OG0006221	LOC6612967|XP_002037458.2|DSEC	LOC118517486|XP_035919574.1|ASTE
OG0006222	LOC6612965|XP_002037456.1|DSEC	LOC118517495|XP_035919585.1|ASTE
OG0006223	LOC6615132|XP_002039548.1|DSEC	LOC118517507|XP_035919622.1|ASTE
OG0006224	LOC6620464|XP_032582738.1|DSEC	LOC118516663|XP_035918521.1|ASTE
OG0006225	LOC6612327|XP_002036837.1|DSEC	LOC118506528|XP_035899684.1|ASTE
OG0006226	LOC6608577|XP_002033311.1|DSEC	LOC118508996|XP_035904892.1|ASTE
OG0006227	LOC6617653|XP_032580704.1|DSEC	LOC118511740|XP_035911126.1|ASTE
OG0006228	LOC6609953|XP_002034599.1|DSEC	LOC118505405|XP_035897049.1|ASTE
OG0006229	LOC6620107|XP_032579887.1|DSEC	LOC118508987|XP_035904878.1|ASTE
OG0006230	LOC6617989|XP_032582706.1|DSEC	LOC118509041|XP_035905010.1|ASTE
OG0006231	LOC6618458|XP_032582038.1|DSEC	LOC118509090|XP_035905128.1|ASTE
OG0006232	LOC6620006|XP_032582284.1|DSEC	LOC118509106|XP_035905169.1|ASTE
OG0006233	LOC6620008|XP_032580911.1|DSEC	LOC118509156|XP_035905285.1|ASTE
OG0006234	LOC6617990|XP_002042298.1|DSEC	LOC118516617|XP_035918485.1|ASTE
OG0006235	LOC6614962|XP_032582526.1|DSEC	LOC118516410|XP_035918169.1|ASTE
OG0006237	LOC6620461|XP_002044668.1|DSEC	LOC118506102|XP_035898680.1|ASTE
OG0006238	LOC6617937|XP_032581095.1|DSEC	LOC118510893|XP_035909174.1|ASTE
OG0006239	LOC6620594|XP_032581439.1|DSEC	LOC118503930|XP_035893669.1|ASTE
OG0006240	LOC6612744|XP_002037247.1|DSEC	LOC118503860|XP_035893483.1|ASTE
OG0006241	LOC6617991|XP_002042299.1|DSEC	LOC118516610|XP_035918480.1|ASTE
OG0006242	LOC6619903|XP_002044115.1|DSEC	LOC118505305|XP_035896829.1|ASTE
OG0006243	LOC6607047|XP_002031835.1|DSEC	LOC118505208|XP_035896612.1|ASTE
OG0006244	LOC6607133|XP_002031919.1|DSEC	LOC118510186|XP_035907604.1|ASTE
OG0006246	LOC6616221|XP_032582620.1|DSEC	LOC118503632|XP_035893025.1|ASTE
OG0006247	LOC6608069|XP_032570810.1|DSEC	LOC118503605|XP_035892978.1|ASTE
OG0006248	LOC6619240|XP_002043459.1|DSEC	LOC118517268|XP_035919138.1|ASTE
OG0006249	LOC6613336|XP_032569722.1|DSEC	LOC118505577|XP_035897429.1|ASTE
OG0006250	LOC6619939|XP_002044151.2|DSEC	LOC118503321|XP_035892359.1|ASTE
OG0006251	LOC6617092|XP_002041419.1|DSEC	LOC118504185|XP_035894241.1|ASTE
OG0006252	LOC6617093|XP_002041420.1|DSEC	LOC118504147|XP_035894158.1|ASTE
OG0006253	LOC6616220|XP_002040585.2|DSEC	LOC118503297|XP_035892294.1|ASTE
OG0006254	LOC6618181|XP_002042456.1|DSEC	LOC118510515|XP_035908331.1|ASTE
OG0006255	LOC6607493|XP_002032262.1|DSEC	LOC118512408|XP_035912696.1|ASTE
OG0006256	LOC6617996|XP_002042304.1|DSEC	LOC118517232|XP_035919105.1|ASTE
OG0006257	LOC6617472|XP_032582311.1|DSEC, LOC116802464|XP_032582829.1|DSEC	LOC118517286|XP_035919160.1|ASTE
OG0006258	LOC6619799|XP_032580651.1|DSEC	LOC118517220|XP_035919101.1|ASTE
OG0006259	LOC6606455|XP_002031258.1|DSEC	LOC118502915|XP_035891538.1|ASTE
OG0006260	LOC6617471|XP_002041788.1|DSEC	LOC118502982|XP_035891660.1|ASTE
OG0006261	LOC6617704|XP_002042016.1|DSEC	LOC118512106|XP_035911971.1|ASTE
OG0006262	LOC6617514|XP_002041830.2|DSEC	LOC118506927|XP_035900619.1|ASTE
OG0006263	LOC6612381|XP_032580407.1|DSEC	LOC118506478|XP_035899551.1|ASTE
OG0006264	LOC6616057|XP_002040423.2|DSEC	LOC118507809|XP_035902765.1|ASTE
OG0006265	LOC6609382|XP_002034071.1|DSEC	LOC118509916|XP_035907106.1|ASTE
OG0006266	LOC6616054|XP_002040420.1|DSEC	LOC118510939|XP_035909269.1|ASTE
OG0006267	LOC6618547|XP_032581232.1|DSEC	LOC118509287|XP_035905587.1|ASTE
OG0006268	LOC6615527|XP_002039906.2|DSEC	LOC118503890|XP_035893558.1|ASTE
OG0006269	LOC6607139|XP_002031925.1|DSEC	LOC118511532|XP_035910618.1|ASTE
OG0006270	LOC6617504|XP_002041820.1|DSEC	LOC118509845|XP_035906939.1|ASTE
OG0006271	LOC6606950|XP_002031744.2|DSEC	LOC118504563|XP_035895065.1|ASTE
OG0006272	LOC6618447|XP_032581411.1|DSEC	LOC118516435|XP_035918208.1|ASTE, LOC118512290|XP_035912410.1|ASTE
OG0006273	LOC6607898|XP_002032652.1|DSEC	LOC118508170|XP_035903612.1|ASTE
OG0006275	LOC6616187|XP_002040552.1|DSEC	LOC118506078|XP_035898648.1|ASTE
OG0006276	LOC6610180|XP_002034788.1|DSEC	LOC118504482|XP_035894892.1|ASTE
OG0006277	LOC6614342|XP_032577543.1|DSEC	LOC118511416|XP_035910387.1|ASTE
OG0006278	LOC6618091|XP_002042389.1|DSEC	LOC118506084|XP_035898660.1|ASTE
OG0006279	LOC6620974|XP_032580184.1|DSEC	LOC118510088|XP_035907398.1|ASTE
OG0006280	LOC6620342|XP_002044550.2|DSEC	LOC118507044|XP_035900897.1|ASTE
OG0006281	LOC6620344|XP_002044552.1|DSEC	LOC118507036|XP_035900883.1|ASTE
OG0006282	LOC6615067|XP_002039484.2|DSEC	LOC118513766|XP_035915835.1|ASTE
OG0006283	LOC6607621|XP_002032389.1|DSEC	LOC118505773|XP_035897939.1|ASTE
OG0006284	LOC6605893|XP_002030706.1|DSEC	LOC118509455|XP_035905968.1|ASTE
OG0006285	LOC116801772|XP_032579110.1|DSEC	LOC118511887|XP_035911411.1|ASTE
OG0006286	LOC6613768|XP_002038237.2|DSEC	LOC118511841|XP_035911281.1|ASTE
OG0006287	LOC6619925|XP_002044137.1|DSEC	LOC118517459|XP_035919514.1|ASTE
OG0006288	LOC6612919|XP_002037411.2|DSEC	LOC118517461|XP_035919516.1|ASTE
OG0006289	LOC6613738|XP_002038208.1|DSEC	LOC118507945|XP_035903163.1|ASTE
OG0006290	LOC6619735|XP_032580383.1|DSEC	LOC118505805|XP_035898042.1|ASTE
OG0006291	LOC6617807|XP_002042119.2|DSEC	LOC118507612|XP_035902647.1|ASTE
OG0006292	LOC6618561|XP_032580885.1|DSEC	LOC118509948|XP_035907176.1|ASTE
OG0006293	LOC6610344|XP_002034930.1|DSEC	LOC118511073|XP_035909628.1|ASTE
OG0006294	LOC6618515|XP_032580703.1|DSEC	LOC118511427|XP_035910413.1|ASTE
OG0006295	LOC6612192|XP_002036710.2|DSEC	LOC118506125|XP_035898752.1|ASTE
OG0006296	LOC6614975|XP_032580759.1|DSEC	LOC118502989|XP_035891688.1|ASTE
OG0006297	LOC6618108|XP_032581646.1|DSEC	LOC118509174|XP_035905367.1|ASTE
OG0006298	LOC6618517|XP_032581483.1|DSEC	LOC118516918|XP_035918676.1|ASTE
OG0006299	LOC6612570|XP_032580895.1|DSEC	LOC118509231|XP_035905435.1|ASTE
OG0006300	LOC6616181|XP_032581190.1|DSEC	LOC118510848|XP_035909076.1|ASTE
OG0006301	LOC6615095|XP_002039511.2|DSEC	LOC118503858|XP_035893468.1|ASTE
OG0006302	LOC6617621|XP_032580553.1|DSEC	LOC118508767|XP_035904404.1|ASTE
OG0006303	LOC6608767|XP_002033490.2|DSEC	LOC118511147|XP_035909768.1|ASTE
OG0006305	LOC6612614|XP_032576757.1|DSEC	LOC118507674|XP_035902361.1|ASTE
OG0006306	LOC116801694|XP_032578683.1|DSEC	LOC118507576|XP_035902125.1|ASTE
OG0006309	LOC6617981|XP_032581708.1|DSEC	LOC118517482|XP_035919556.1|ASTE
OG0006311	LOC6620161|XP_032581331.1|DSEC	LOC118504534|XP_035894989.1|ASTE
OG0006312	LOC6620160|XP_032581328.1|DSEC	LOC118504498|XP_035894918.1|ASTE
OG0006313	LOC6620254|XP_002044462.1|DSEC	LOC118504318|XP_035894541.1|ASTE
OG0006314	LOC6619979|XP_032580732.1|DSEC	LOC118503485|XP_035892684.1|ASTE
OG0006315	LOC6612952|XP_032576276.1|DSEC	LOC118517500|XP_035919604.1|ASTE
OG0006316	LOC6620337|XP_002044545.1|DSEC	LOC118517278|XP_035919147.1|ASTE
OG0006317	LOC6619005|XP_002043250.1|DSEC	LOC118506402|XP_035899360.1|ASTE
OG0006318	LOC6614981|XP_002039398.1|DSEC	LOC118507915|XP_035903151.1|ASTE
OG0006319	LOC6608414|XP_002033148.1|DSEC	LOC118507981|XP_035903234.1|ASTE
OG0006320	LOC6617487|XP_002041804.2|DSEC	LOC118507848|XP_035902877.1|ASTE
OG0006321	LOC6619771|XP_002043984.1|DSEC	LOC118504681|XP_035895387.1|ASTE
OG0006322	LOC6620442|XP_002044650.1|DSEC	LOC118504222|XP_035894330.1|ASTE
OG0006323	LOC6619995|XP_002044207.1|DSEC	LOC118513798|XP_035915882.1|ASTE
OG0006324	LOC6616095|XP_002040460.2|DSEC	LOC118507445|XP_035901827.1|ASTE
OG0006325	LOC6619199|XP_002043420.1|DSEC	LOC118517412|XP_035919406.1|ASTE
OG0006326	LOC116801099|XP_032574624.1|DSEC	LOC118511347|XP_035910194.1|ASTE
OG0006327	LOC6617135|XP_002041462.1|DSEC	LOC118506801|XP_035900327.1|ASTE
OG0006328	LOC6607503|XP_002032272.1|DSEC	LOC118507483|XP_035901893.1|ASTE
OG0006329	LOC6618651|XP_032582694.1|DSEC	LOC118510450|XP_035908151.1|ASTE
OG0006330	LOC6607841|XP_032576457.1|DSEC	LOC118503718|XP_035893188.1|ASTE
OG0006331	LOC6618052|XP_002042350.1|DSEC	LOC118513859|XP_035916053.1|ASTE
OG0006332	LOC6618627|XP_002042886.1|DSEC	LOC118503712|XP_035893172.1|ASTE
OG0006333	LOC6618427|XP_032582465.1|DSEC	LOC118503693|XP_035893136.1|ASTE
OG0006334	LOC6612197|XP_002036714.1|DSEC	LOC118517385|XP_035919323.1|ASTE
OG0006335	LOC6607536|XP_002032305.1|DSEC	LOC118502675|XP_035891063.1|ASTE
OG0006336	LOC6617586|XP_002041899.1|DSEC	LOC118504232|XP_035894349.1|ASTE
OG0006337	LOC6617637|XP_002041950.1|DSEC	LOC118505047|XP_035896206.1|ASTE
OG0006338	LOC6613823|XP_002038292.1|DSEC	LOC118502836|XP_035891410.1|ASTE
OG0006339	LOC6619990|XP_032580727.1|DSEC	LOC118507704|XP_035902474.1|ASTE
OG0006340	LOC6615102|XP_002039518.1|DSEC	LOC118508045|XP_035903356.1|ASTE
OG0006341	LOC6617486|XP_032581210.1|DSEC	LOC118507857|XP_035902911.1|ASTE
OG0006342	LOC6617484|XP_032580983.1|DSEC	LOC118507633|XP_035902254.1|ASTE
OG0006343	LOC6617481|XP_002041798.2|DSEC	LOC118507617|XP_035902230.1|ASTE
OG0006345	LOC6607461|XP_032579591.1|DSEC	LOC118517395|XP_035919350.1|ASTE
OG0006346	LOC6612676|XP_002037179.1|DSEC	LOC118503271|XP_035892238.1|ASTE
OG0006347	LOC6607713|XP_032577284.1|DSEC	LOC118517425|XP_035919432.1|ASTE
OG0006348	LOC6616197|XP_002040562.2|DSEC	LOC118517504|XP_035919612.1|ASTE
OG0006349	LOC6616050|XP_002040416.2|DSEC	LOC118515568|XP_035917933.1|ASTE
OG0006350	LOC6612727|XP_002037230.1|DSEC	LOC118506409|XP_035899382.1|ASTE
OG0006351	LOC6615060|XP_032582643.1|DSEC	LOC118506099|XP_035898681.1|ASTE
OG0006352	LOC6609216|XP_002033907.1|DSEC	LOC118517499|XP_035919603.1|ASTE
OG0006353	LOC6612822|XP_002037323.1|DSEC	LOC118517471|XP_035919536.1|ASTE
OG0006354	LOC6607487|XP_002032256.2|DSEC	LOC118517473|XP_035919538.1|ASTE
OG0006355	LOC6617467|XP_002041784.2|DSEC	LOC118515758|XP_035917952.1|ASTE
OG0006356	LOC6616081|XP_002040447.1|DSEC	LOC118512389|XP_035912654.1|ASTE
OG0006357	LOC6618102|XP_032582141.1|DSEC	LOC118507457|XP_035901844.1|ASTE
OG0006358	LOC6610360|XP_002034946.1|DSEC	LOC118503964|XP_035893773.1|ASTE
OG0006359	LOC6606276|XP_002031081.1|DSEC	LOC118503952|XP_035893734.1|ASTE
OG0006360	LOC6612300|XP_002036810.1|DSEC	LOC118503959|XP_035893747.1|ASTE
OG0006361	LOC6614138|XP_032578201.1|DSEC	LOC118506852|XP_035900474.1|ASTE
OG0006362	LOC6616162|XP_032581086.1|DSEC	LOC118507805|XP_035902761.1|ASTE
OG0006364	LOC6617712|XP_002042024.2|DSEC	LOC118502910|XP_035891526.1|ASTE
OG0006365	LOC6615154|XP_002039570.1|DSEC	LOC118504883|XP_035895836.1|ASTE
OG0006366	LOC6615151|XP_032581126.1|DSEC	LOC118504856|XP_035895775.1|ASTE
OG0006367	LOC6620460|XP_002044667.1|DSEC	LOC118503247|XP_035892163.1|ASTE
OG0006368	LOC6612883|XP_032577684.1|DSEC	LOC118502632|XP_035890929.1|ASTE
OG0006369	LOC6612886|XP_032576295.1|DSEC	LOC118502358|XP_035890460.1|ASTE
OG0006370	LOC116801989|XP_032580534.1|DSEC, LOC6614909|XP_002039326.2|DSEC	LOC118506825|XP_035900414.1|ASTE
OG0006371	LOC6612917|XP_002037409.1|DSEC	LOC118506397|XP_035899346.1|ASTE
OG0006372	LOC6617128|XP_002041455.1|DSEC	LOC118517375|XP_035919287.1|ASTE
OG0006373	LOC6619839|XP_032581642.1|DSEC	LOC118506611|XP_035899874.1|ASTE
OG0006374	LOC6620157|XP_032580346.1|DSEC	LOC118517361|XP_035919271.1|ASTE
OG0006375	LOC6620482|XP_032580562.1|DSEC	LOC118510430|XP_035908102.1|ASTE
OG0006376	LOC6620459|XP_002044666.2|DSEC	LOC118504443|XP_035894817.1|ASTE
OG0006377	LOC6614890|XP_002039307.1|DSEC	LOC118507989|XP_035903253.1|ASTE
OG0006378	LOC6612734|XP_032578158.1|DSEC	LOC118504822|XP_035895724.1|ASTE
OG0006379	LOC6619584|XP_032580950.1|DSEC	LOC118503456|XP_035892624.1|ASTE
OG0006380	LOC6612498|XP_002037006.1|DSEC	LOC118510639|XP_035909033.1|ASTE
OG0006381	LOC6618511|XP_002042771.2|DSEC	LOC118511686|XP_035910961.1|ASTE
OG0006382	LOC6618621|XP_002042880.1|DSEC	LOC118504146|XP_035894142.1|ASTE
OG0006383	LOC6618646|XP_032582362.1|DSEC	LOC118504051|XP_035893961.1|ASTE
OG0006384	LOC6618645|XP_032582363.1|DSEC	LOC118504168|XP_035894205.1|ASTE
OG0006385	LOC6621093|XP_032578931.1|DSEC	LOC118504375|XP_035894675.1|ASTE
OG0006386	LOC6611421|XP_002035965.1|DSEC	LOC118506337|XP_035899210.1|ASTE
OG0006387	LOC6612860|XP_002037352.1|DSEC	LOC118505050|XP_035896220.1|ASTE
OG0006388	LOC6612198|XP_032581819.1|DSEC	LOC118510413|XP_035908075.1|ASTE
OG0006389	LOC6612199|XP_002036716.1|DSEC	LOC118510610|XP_035908520.1|ASTE
OG0006392	LOC6612377|XP_032580397.1|DSEC	LOC118517606|XP_035919796.1|ASTE
OG0006393	LOC6613689|XP_002038159.2|DSEC	LOC118508111|XP_035903498.1|ASTE
OG0006394	LOC6621082|XP_002045273.1|DSEC	LOC118504551|XP_035895052.1|ASTE
OG0006395	LOC6607140|XP_002031926.1|DSEC	LOC118502664|XP_035891020.1|ASTE
OG0006396	LOC6615044|XP_002039461.1|DSEC	LOC118511965|XP_035911590.1|ASTE
OG0006397	LOC6612552|XP_002037060.1|DSEC	LOC118506471|XP_035899541.1|ASTE
OG0006398	LOC6612289|XP_002036799.2|DSEC	LOC118506474|XP_035899543.1|ASTE
OG0006399	LOC6620486|XP_002044693.1|DSEC	LOC118506487|XP_035899563.1|ASTE
OG0006400	LOC6620483|XP_002044692.1|DSEC	LOC118506480|XP_035899554.1|ASTE
OG0006401	LOC6618350|XP_002042621.2|DSEC	LOC118506485|XP_035899558.1|ASTE
OG0006402	LOC6620057|XP_002044269.1|DSEC	LOC118506490|XP_035899571.1|ASTE
OG0006403	LOC6620064|XP_002044276.1|DSEC	LOC118506495|XP_035899582.1|ASTE
OG0006404	LOC6606774|XP_002031571.1|DSEC	LOC118504738|XP_035895509.1|ASTE
OG0006405	LOC6605562|XP_032574864.1|DSEC	LOC118504756|XP_035895571.1|ASTE
OG0006406	LOC6612636|XP_002037140.1|DSEC	LOC118504526|XP_035894961.1|ASTE
OG0006407	LOC6619849|XP_032580096.1|DSEC	LOC118510640|XP_035908611.1|ASTE
OG0006408	LOC6615100|XP_002039516.1|DSEC	LOC118517137|XP_035918891.1|ASTE, LOC118509591|XP_035906264.1|ASTE
OG0006409	LOC6619919|XP_032581747.1|DSEC	LOC118514938|XP_035917699.1|ASTE
OG0006410	LOC6617957|XP_032580011.1|DSEC	LOC118504555|XP_035895060.1|ASTE
OG0006411	LOC6620311|XP_002044519.1|DSEC	LOC118504554|XP_035895059.1|ASTE
OG0006412	LOC6617074|XP_002041402.1|DSEC	LOC118504559|XP_035895062.1|ASTE
OG0006413	LOC6617076|XP_032576962.1|DSEC	LOC118504560|XP_035895063.1|ASTE
OG0006414	LOC6607227|XP_032577930.1|DSEC	LOC118503904|XP_035893588.1|ASTE
OG0006415	LOC6617513|XP_032580802.1|DSEC	LOC118517518|XP_035919637.1|ASTE
OG0006416	LOC6618976|XP_002043221.1|DSEC	LOC118506133|XP_035898763.1|ASTE
OG0006417	LOC6613177|XP_002037658.1|DSEC	LOC118508088|XP_035903460.1|ASTE
OG0006418	LOC6618004|XP_002042312.2|DSEC	LOC118510489|XP_035908272.1|ASTE
OG0006419	LOC6612986|XP_032578310.1|DSEC	LOC118505602|XP_035897523.1|ASTE, LOC118516563|XP_035918418.1|ASTE
OG0006420	LOC6607627|XP_002032395.1|DSEC	LOC118508289|XP_035903826.1|ASTE
OG0006421	LOC6613512|XP_002037980.1|DSEC	LOC118508288|XP_035903823.1|ASTE
OG0006422	LOC6613519|XP_032583240.1|DSEC	LOC118505561|XP_035897405.1|ASTE
OG0006423	LOC6607425|XP_002032194.1|DSEC	LOC118505574|XP_035897423.1|ASTE
OG0006424	LOC6607426|XP_002032195.1|DSEC	LOC118505580|XP_035897430.1|ASTE
OG0006425	LOC6607423|XP_032578699.1|DSEC	LOC118505573|XP_035897422.1|ASTE
OG0006426	LOC6607422|XP_002032191.1|DSEC	LOC118505572|XP_035897421.1|ASTE
OG0006427	LOC6618701|XP_002042960.1|DSEC	LOC118505583|XP_035897437.1|ASTE
OG0006429	LOC6607665|XP_032576818.1|DSEC	LOC118502684|XP_035891087.1|ASTE
OG0006430	LOC6616327|XP_002040687.1|DSEC	LOC118506468|XP_035899536.1|ASTE
OG0006431	LOC6612757|XP_002037260.2|DSEC	LOC118508445|XP_035904128.1|ASTE
OG0006432	LOC6620511|XP_002044711.1|DSEC	LOC118502922|XP_035891550.1|ASTE
OG0006433	LOC6607637|XP_002032402.1|DSEC	LOC118506376|XP_035899295.1|ASTE
OG0006434	LOC6611952|XP_002036469.1|DSEC	LOC118506154|XP_035898815.1|ASTE
OG0006435	LOC6621063|XP_032577780.1|DSEC	LOC118506805|XP_035900345.1|ASTE
OG0006436	LOC6617994|XP_002042302.1|DSEC	LOC118502864|XP_035891465.1|ASTE
OG0006437	LOC6618428|XP_032582467.1|DSEC	LOC118502874|XP_035891477.1|ASTE
OG0006438	LOC6617253|XP_002041580.1|DSEC	LOC118508305|XP_035903855.1|ASTE
OG0006439	LOC6616857|XP_002041193.1|DSEC	LOC118507792|XP_035902725.1|ASTE
OG0006440	LOC6616858|XP_002041194.1|DSEC	LOC118507791|XP_035902722.1|ASTE
OG0006441	LOC6614053|XP_002038507.2|DSEC	LOC118507556|XP_035902037.1|ASTE
OG0006442	LOC6607799|XP_032576572.1|DSEC	LOC118507550|XP_035902024.1|ASTE
OG0006443	LOC6614140|XP_002038593.1|DSEC	LOC118502544|XP_035890713.1|ASTE
OG0006444	LOC6612812|XP_002037313.1|DSEC	LOC118504473|XP_035894879.1|ASTE
OG0006445	LOC6615902|XP_032580932.1|DSEC	LOC118504993|XP_035896064.1|ASTE
OG0006446	LOC6619671|XP_032578033.1|DSEC	LOC118504988|XP_035896049.1|ASTE
OG0006447	LOC6619665|XP_032579578.1|DSEC	LOC118504990|XP_035896056.1|ASTE
OG0006448	LOC6607702|XP_032577810.1|DSEC	LOC118505446|XP_035897137.1|ASTE
OG0006449	LOC6607699|XP_002032463.2|DSEC	LOC118505447|XP_035897138.1|ASTE
OG0006450	LOC6614486|XP_002038919.1|DSEC	LOC118506816|XP_035900396.1|ASTE
OG0006451	LOC6619779|XP_032582149.1|DSEC	LOC118502838|XP_035891409.1|ASTE
OG0006452	LOC6619637|XP_002043852.1|DSEC	LOC118502884|XP_035891496.1|ASTE
OG0006453	LOC6606097|XP_002030906.1|DSEC	LOC118504531|XP_035894969.1|ASTE
OG0006454	LOC6615925|XP_002040293.2|DSEC	LOC118506899|XP_035900572.1|ASTE
OG0006455	LOC6613801|XP_032577948.1|DSEC	LOC118504275|XP_035894405.1|ASTE
OG0006456	LOC6613805|XP_002038274.1|DSEC	LOC118508011|XP_035903288.1|ASTE
OG0006457	LOC6606535|XP_002031336.1|DSEC	LOC118507470|XP_035901865.1|ASTE
OG0006458	LOC6611934|XP_002036451.1|DSEC	LOC118506382|XP_035899307.1|ASTE
OG0006459	LOC6607446|XP_002032215.1|DSEC	LOC118504434|XP_035894768.1|ASTE
OG0006460	LOC6607675|XP_032577655.1|DSEC	LOC118504480|XP_035894890.1|ASTE
OG0006461	LOC6620035|XP_002044247.2|DSEC	LOC118503572|XP_035892899.1|ASTE
OG0006462	LOC6607605|XP_032578271.1|DSEC	LOC118507534|XP_035901999.1|ASTE
OG0006463	LOC6606250|XP_032578170.1|DSEC	LOC118507530|XP_035901988.1|ASTE
OG0006465	LOC6616069|XP_002040435.1|DSEC	LOC118504670|XP_035895353.1|ASTE
OG0006466	LOC6616173|XP_032582022.1|DSEC	LOC118504665|XP_035895340.1|ASTE
OG0006467	LOC6613731|XP_032577154.1|DSEC	LOC118502853|XP_035891450.1|ASTE
OG0006468	LOC6607696|XP_002032460.1|DSEC	LOC118503377|XP_035892470.1|ASTE
OG0006469	LOC6615058|XP_002039475.1|DSEC	LOC118502879|XP_035891490.1|ASTE
OG0006470	LOC6605871|XP_032575361.1|DSEC	LOC118508488|XP_035904199.1|ASTE
OG0006471	LOC6607684|XP_002032448.1|DSEC	LOC118508581|XP_035904379.1|ASTE
OG0006472	LOC6607681|XP_002032445.1|DSEC	LOC118508580|XP_035904377.1|ASTE
OG0006473	LOC6605100|XP_032574453.1|DSEC	LOC118502703|XP_035891130.1|ASTE
OG0006474	LOC6609483|XP_002034168.1|DSEC	LOC118502725|XP_035891176.1|ASTE
OG0006475	LOC6614100|XP_002038554.1|DSEC	LOC118502747|XP_035891206.1|ASTE
OG0006476	LOC6612201|XP_002036718.1|DSEC	LOC118502709|XP_035891146.1|ASTE
OG0006477	LOC6612576|XP_002037081.1|DSEC	LOC118502741|XP_035891199.1|ASTE
OG0006478	LOC6607655|XP_002032420.2|DSEC	LOC118504649|XP_035895299.1|ASTE
OG0006479	LOC6607657|XP_032576814.1|DSEC	LOC118506354|XP_035899252.1|ASTE
OG0006480	LOC6608062|XP_002032810.1|DSEC	LOC118504644|XP_035895293.1|ASTE
OG0006481	LOC6617689|XP_002042001.1|DSEC	LOC118502882|XP_035891494.1|ASTE
OG0006482	LOC6612655|XP_002037159.1|DSEC	LOC118505547|XP_035897381.1|ASTE
OG0006483	LOC6607830|XP_032577706.1|DSEC	LOC118505557|XP_035897402.1|ASTE
OG0006484	LOC6607831|XP_032577704.1|DSEC	LOC118505559|XP_035897403.1|ASTE
OG0006485	LOC6607287|XP_002032066.2|DSEC	LOC118506936|XP_035900647.1|ASTE
OG0006486	LOC6606928|XP_032578091.1|DSEC	LOC118504367|XP_035894657.1|ASTE
OG0006487	LOC6606983|XP_032579464.1|DSEC	LOC118503293|XP_035892280.1|ASTE
OG0006488	LOC6610235|XP_032573695.1|DSEC	LOC118504289|XP_035894477.1|ASTE
OG0006489	LOC6612617|XP_002037121.1|DSEC	LOC118503303|XP_035892310.1|ASTE
OG0006490	LOC6620062|XP_002044274.2|DSEC	LOC118503027|XP_035891745.1|ASTE
OG0006491	LOC6614573|XP_002039001.1|DSEC	LOC118503277|XP_035892248.1|ASTE
