Orthogroup	DSEC.longest_only	CQUI.longest_only
OG0007423	LOC6617546|XP_032581963.1|DSEC	LOC6031451|XP_001842255.2|CQUI
OG0007424	LOC6605233|XP_002030071.1|DSEC	LOC6041152|XP_001850451.1|CQUI
OG0007425	LOC6619374|XP_032573247.1|DSEC	LOC6041150|XP_038110612.1|CQUI
OG0007426	LOC6619850|XP_032580093.1|DSEC	LOC6041146|XP_038106456.1|CQUI
OG0007427	LOC6618110|XP_032580274.1|DSEC	LOC6041143|XP_038106457.1|CQUI
OG0007428	LOC6618112|XP_032582709.1|DSEC	LOC6046924|XP_038112899.1|CQUI
OG0007429	LOC6621008|XP_002045201.1|DSEC	LOC6053225|XP_038106428.1|CQUI
OG0007430	LOC6610257|XP_002034852.1|DSEC	LOC6046816|XP_001863955.1|CQUI
OG0007431	LOC6613388|XP_002037862.1|DSEC	LOC6046821|XP_038109940.1|CQUI
OG0007432	LOC6616588|XP_002040947.1|DSEC	LOC6037749|XP_038110621.1|CQUI
OG0007433	LOC6620255|XP_002044463.1|DSEC	LOC6040041|XP_001849510.2|CQUI
OG0007434	LOC6605308|XP_002030146.1|DSEC	LOC6040051|XP_038108299.1|CQUI
OG0007435	LOC6605321|XP_002030158.1|DSEC	LOC6040056|XP_001849527.2|CQUI
OG0007436	LOC6616328|XP_002040688.1|DSEC	LOC6033394|XP_038110307.1|CQUI
OG0007437	LOC6605699|XP_002030515.1|DSEC	LOC6042518|XP_038113928.1|CQUI
OG0007438	LOC6619441|XP_032575012.1|DSEC	LOC6042530|XP_038113280.1|CQUI
OG0007439	LOC6620515|XP_002044719.1|DSEC	LOC6046812|XP_001863953.2|CQUI
OG0007440	LOC6620086|XP_032581555.1|DSEC	LOC6036918|XP_038107775.1|CQUI
OG0007441	LOC6609316|XP_032570621.1|DSEC	LOC6034259|XP_001844604.2|CQUI
OG0007442	LOC6616651|XP_002041008.1|DSEC	LOC6034252|XP_001844597.2|CQUI
OG0007443	LOC116800508|XP_032571794.1|DSEC	LOC6034250|XP_038112638.1|CQUI
OG0007444	LOC6609201|XP_002033892.1|DSEC	LOC6038557|XP_001848343.1|CQUI
OG0007445	LOC6609202|XP_002033893.1|DSEC	LOC6038556|XP_038112945.1|CQUI
OG0007446	LOC6614578|XP_032569921.1|DSEC	LOC6038560|XP_001848346.2|CQUI
OG0007447	LOC6614545|XP_002038976.1|DSEC	LOC6038567|XP_001848353.1|CQUI
OG0007448	LOC6608563|XP_002033297.1|DSEC	LOC6054195|XP_038109726.1|CQUI
OG0007449	LOC6605337|XP_002030173.1|DSEC	LOC6048688|XP_038111186.1|CQUI
OG0007450	LOC116800662|XP_032572771.1|DSEC	LOC6048689|XP_001865568.2|CQUI
OG0007451	LOC6605853|XP_002030667.2|DSEC	LOC6032416|XP_038107925.1|CQUI
OG0007452	LOC6605851|XP_002030665.2|DSEC	LOC6052139|XP_001868453.2|CQUI
OG0007453	LOC6605248|XP_002030086.1|DSEC	LOC6032409|XP_038109767.1|CQUI
OG0007454	LOC6605829|XP_032573373.1|DSEC	LOC6045051|XP_038113060.1|CQUI
OG0007455	LOC6609945|XP_002034591.2|DSEC	LOC6052625|XP_038110734.1|CQUI
OG0007456	LOC6614818|XP_032581826.1|DSEC	LOC6052628|XP_038111283.1|CQUI
OG0007457	LOC6621491|XP_002045638.1|DSEC	LOC6033401|XP_038108190.1|CQUI
OG0007458	LOC6620430|XP_002044627.1|DSEC	LOC6033396|XP_001843852.1|CQUI
OG0007459	LOC6607502|XP_032577697.1|DSEC	LOC6033398|XP_001843853.2|CQUI
OG0007460	LOC6609619|XP_002034296.1|DSEC	LOC6033391|XP_001843846.1|CQUI
OG0007461	LOC6616239|XP_032573590.1|DSEC	LOC6040077|XP_038107629.1|CQUI
OG0007462	LOC6605384|XP_002030217.1|DSEC	LOC6040080|XP_001849549.1|CQUI
OG0007463	LOC6605383|XP_032575039.1|DSEC	LOC6040081|XP_038111834.1|CQUI
OG0007464	LOC6616244|XP_032573159.1|DSEC	LOC6040082|XP_038108942.1|CQUI
OG0007465	LOC6605579|XP_002030401.1|DSEC	LOC6035464|XP_038113361.1|CQUI
OG0007466	LOC6608701|XP_032572427.1|DSEC	LOC6033417|XP_038112021.1|CQUI
OG0007467	LOC6607863|XP_002032617.1|DSEC	LOC6033411|XP_038113725.1|CQUI
OG0007468	LOC6609533|XP_002034216.1|DSEC	LOC6038551|XP_001848337.2|CQUI
OG0007469	LOC6618325|XP_002042597.2|DSEC	LOC6034243|XP_001844589.2|CQUI
OG0007470	LOC6611473|XP_002036014.1|DSEC	LOC119767800|XP_038113259.1|CQUI
OG0007471	LOC6609515|XP_032572116.1|DSEC	LOC6051162|XP_038110767.1|CQUI
OG0007472	LOC6618542|XP_032581662.1|DSEC	LOC6048276|XP_001865216.2|CQUI
OG0007473	LOC6616283|XP_002040647.1|DSEC	LOC6045980|XP_001863250.2|CQUI
OG0007474	LOC6608568|XP_032572976.1|DSEC	LOC6043659|XP_038112098.1|CQUI
OG0007475	LOC6611043|XP_002035600.1|DSEC	LOC6049071|XP_001865890.2|CQUI
OG0007476	LOC6618576|XP_002042835.1|DSEC	LOC6040770|XP_038112122.1|CQUI
OG0007477	LOC6618574|XP_032580081.1|DSEC	LOC6051638|XP_038114197.1|CQUI
OG0007478	LOC6612003|XP_002036520.1|DSEC	LOC6040783|XP_038111206.1|CQUI
OG0007479	LOC6616034|XP_002040400.1|DSEC	LOC6051163|XP_001867645.2|CQUI
OG0007480	LOC6606191|XP_002030999.2|DSEC	LOC6051165|XP_038112960.1|CQUI
OG0007481	LOC6610677|XP_002035243.1|DSEC	LOC6037974|XP_001847824.2|CQUI
OG0007482	LOC6611636|XP_002036172.2|DSEC	LOC6045068|XP_001862480.2|CQUI
OG0007483	LOC6608465|XP_032572704.1|DSEC	LOC6051367|XP_038114427.1|CQUI
OG0007484	LOC116802213|XP_032581842.1|DSEC	LOC119766793|XP_038108541.1|CQUI
OG0007485	LOC6620097|XP_002044309.1|DSEC	LOC6042625|XP_001870687.2|CQUI
OG0007486	LOC6615030|XP_032582533.1|DSEC	LOC6042627|XP_001870689.2|CQUI
OG0007487	LOC6619472|XP_002043687.1|DSEC	LOC6042623|XP_038108537.1|CQUI
OG0007488	LOC6616288|XP_002040652.2|DSEC	LOC6037713|XP_038114458.1|CQUI
OG0007489	LOC6607182|XP_002031968.1|DSEC	LOC6037720|XP_038114456.1|CQUI
OG0007490	LOC6619974|XP_032580709.1|DSEC	LOC6037735|XP_038111156.1|CQUI
OG0007491	LOC6612244|XP_002036756.2|DSEC	LOC6037736|XP_038111158.1|CQUI
OG0007492	LOC6607981|XP_002032729.2|DSEC	LOC6037743|XP_038108632.1|CQUI
OG0007493	LOC6620994|XP_032581337.1|DSEC	LOC6035956|XP_038114264.1|CQUI
OG0007494	LOC6611928|XP_002036445.1|DSEC	LOC6035935|XP_038107134.1|CQUI
OG0007495	LOC6614920|XP_002039337.2|DSEC	LOC6035931|XP_001846041.2|CQUI
OG0007496	LOC6619424|XP_032573261.1|DSEC	LOC6038572|XP_038110567.1|CQUI
OG0007497	LOC6605166|XP_002030005.2|DSEC	LOC6038570|XP_038108672.1|CQUI
OG0007498	LOC6605641|XP_032573341.1|DSEC	LOC6035701|XP_038114470.1|CQUI
OG0007499	LOC6616458|XP_002040819.1|DSEC	LOC6035699|XP_038107936.1|CQUI
OG0007500	LOC6616457|XP_002040818.2|DSEC	LOC6035698|XP_038111230.1|CQUI
OG0007501	LOC6616608|XP_032575438.1|DSEC	LOC6035686|XP_038110155.1|CQUI
OG0007502	LOC116801384|XP_032576230.1|DSEC	LOC119767968|XP_038114006.1|CQUI
OG0007503	LOC6613380|XP_002037854.1|DSEC	LOC6051246|XP_038114015.1|CQUI
OG0007504	LOC6616331|XP_002040691.1|DSEC	LOC6051242|XP_001867712.2|CQUI
OG0007505	LOC6605719|XP_002030535.1|DSEC	LOC6051244|XP_038110939.1|CQUI
OG0007506	LOC6605717|XP_002030533.1|DSEC	LOC6048606|XP_001865502.2|CQUI
OG0007507	LOC6617716|XP_002042028.1|DSEC	LOC6036084|XP_038107959.1|CQUI
OG0007508	LOC6620615|XP_002044818.1|DSEC	LOC6048207|XP_001865160.2|CQUI
OG0007509	LOC6617858|XP_002042166.1|DSEC	LOC6035871|XP_038110787.1|CQUI
OG0007510	LOC6608256|XP_002033000.1|DSEC	LOC6037818|XP_001847693.2|CQUI
OG0007511	LOC6617820|XP_002042130.2|DSEC	LOC6053361|XP_001869460.1|CQUI
OG0007512	LOC6619014|XP_032576526.1|DSEC	LOC6052892|XP_038112264.1|CQUI
OG0007513	LOC6617252|XP_002041579.1|DSEC	LOC119767764|XP_038113137.1|CQUI
OG0007514	LOC6610395|XP_032575526.1|DSEC	LOC6034175|XP_001844530.2|CQUI
OG0007515	LOC6611497|XP_002036038.2|DSEC	LOC6044272|XP_001861805.2|CQUI
OG0007516	LOC6613488|XP_002037957.1|DSEC	LOC6034184|XP_038109178.1|CQUI
OG0007517	LOC6616293|XP_002040657.2|DSEC	LOC6044479|XP_038112221.1|CQUI
OG0007518	LOC6613046|XP_002037529.1|DSEC	LOC6034194|XP_001844549.2|CQUI
OG0007519	LOC6615308|XP_032571104.1|DSEC	LOC6042934|XP_038108491.1|CQUI
OG0007520	LOC6620354|XP_002044564.2|DSEC	LOC6035894|XP_001846007.2|CQUI
OG0007521	LOC6619805|XP_002044018.1|DSEC	LOC6037827|XP_038112095.1|CQUI
OG0007522	LOC6615035|XP_002039452.1|DSEC	LOC6053988|XP_001869977.1|CQUI
OG0007523	LOC6608712|XP_002033436.1|DSEC	LOC6035906|XP_038108572.1|CQUI
OG0007524	LOC6613382|XP_002037856.1|DSEC	LOC6031688|XP_001842428.2|CQUI
OG0007525	LOC6611208|XP_002035764.1|DSEC	LOC119767841|XP_038113432.1|CQUI
OG0007526	LOC6606240|XP_032577803.1|DSEC	LOC6049705|XP_001866424.2|CQUI
OG0007527	LOC6605184|XP_002030023.1|DSEC	LOC6053332|XP_038111250.1|CQUI
OG0007528	LOC6619158|XP_002043398.1|DSEC	LOC6034233|XP_038109310.1|CQUI
OG0007529	LOC6609161|XP_032571979.1|DSEC	LOC6042169|XP_038110930.1|CQUI
OG0007530	LOC6619645|XP_002043860.1|DSEC	LOC6034675|XP_038108405.1|CQUI
OG0007531	LOC6619184|XP_002043408.1|DSEC	LOC6034672|XP_001844960.1|CQUI
OG0007532	LOC6618800|XP_002043049.1|DSEC	LOC6034655|XP_001844944.2|CQUI
OG0007534	LOC6605649|XP_002030467.1|DSEC	LOC119767738|XP_038113026.1|CQUI
OG0007535	LOC6605572|XP_002030394.1|DSEC	LOC6045963|XP_038113821.1|CQUI
OG0007536	LOC6606151|XP_032579062.1|DSEC	LOC6045961|XP_038111765.1|CQUI
OG0007537	LOC6605609|XP_032573849.1|DSEC	LOC6045974|XP_038108038.1|CQUI
OG0007538	LOC6605612|XP_032575858.1|DSEC	LOC6037853|XP_038108081.1|CQUI
OG0007539	LOC6614513|XP_032574249.1|DSEC	LOC6037839|XP_001847712.2|CQUI
OG0007540	LOC6612983|XP_032578307.1|DSEC	LOC6037837|XP_001847711.2|CQUI
OG0007541	LOC6609035|XP_002033738.2|DSEC	LOC6037836|XP_001847710.2|CQUI
OG0007542	LOC6615491|XP_002039871.1|DSEC	LOC6037834|XP_001847708.2|CQUI
OG0007543	LOC6620282|XP_032579867.1|DSEC	LOC6049144|XP_038107226.1|CQUI
OG0007544	LOC6605387|XP_032575043.1|DSEC	LOC6049878|XP_038112267.1|CQUI
OG0007545	LOC6614737|XP_002039161.1|DSEC	LOC6049137|XP_001865940.1|CQUI
OG0007546	LOC6617021|XP_002041349.2|DSEC	LOC119767832|XP_038113366.1|CQUI
OG0007547	LOC6609741|XP_002034395.1|DSEC	LOC6032319|XP_038107131.1|CQUI
OG0007548	LOC6610339|XP_032574354.1|DSEC	LOC6038347|XP_038107324.1|CQUI
OG0007549	LOC6616472|XP_002040833.1|DSEC	LOC6038354|XP_038109030.1|CQUI
OG0007550	LOC6605597|XP_002030416.2|DSEC	LOC6045578|XP_038112432.1|CQUI
OG0007551	LOC6608104|XP_032571765.1|DSEC	LOC6045576|XP_038109319.1|CQUI
OG0007552	LOC116801939|XP_032579942.1|DSEC	LOC6045577|XP_038113560.1|CQUI
OG0007553	LOC6613196|XP_002037677.1|DSEC	LOC6045581|XP_001862921.2|CQUI
OG0007554	LOC6605087|XP_002029928.1|DSEC	LOC6042350|XP_038110848.1|CQUI
OG0007555	LOC6609542|XP_002034225.1|DSEC	LOC6042354|XP_038111049.1|CQUI
OG0007556	LOC6618940|XP_032571758.1|DSEC	LOC6042355|XP_038112334.1|CQUI
OG0007557	LOC6618785|XP_032571220.1|DSEC	LOC6042357|XP_038113600.1|CQUI
OG0007558	LOC6609207|XP_032571436.1|DSEC	LOC6042374|XP_038113420.1|CQUI
OG0007559	LOC6611736|XP_002036259.1|DSEC	LOC6042377|XP_001851502.1|CQUI
OG0007560	LOC6616314|XP_002040674.1|DSEC	LOC6040183|XP_038112146.1|CQUI
OG0007561	LOC6618389|XP_032574734.1|DSEC	LOC119768045|XP_038114296.1|CQUI
OG0007562	LOC6605367|XP_032576083.1|DSEC	LOC6044037|XP_038114235.1|CQUI
OG0007563	LOC6606140|XP_002030948.1|DSEC	LOC6053991|XP_001869981.1|CQUI
OG0007564	LOC6605536|XP_002030364.1|DSEC	LOC6053387|XP_001869485.2|CQUI
OG0007565	LOC6619674|XP_002043889.1|DSEC	LOC119767243|XP_038111316.1|CQUI
OG0007566	LOC6609153|XP_002033855.1|DSEC	LOC119766669|XP_038107784.1|CQUI
OG0007567	LOC6612652|XP_002037156.1|DSEC	LOC6049868|XP_001866559.1|CQUI
OG0007568	LOC6608954|XP_002033668.1|DSEC	LOC6049869|XP_001866560.2|CQUI
OG0007569	LOC6609955|XP_002034601.1|DSEC	LOC6043097|XP_038111959.1|CQUI
OG0007570	LOC6608953|XP_032570882.1|DSEC	LOC6043109|XP_038109776.1|CQUI
OG0007571	LOC6608956|XP_032571601.1|DSEC	LOC6043107|XP_001855864.2|CQUI
OG0007572	LOC6613487|XP_002037956.2|DSEC	LOC6049650|XP_038113671.1|CQUI
OG0007573	LOC6609381|XP_002034070.1|DSEC	LOC6043046|XP_038111748.1|CQUI
OG0007574	LOC6618851|XP_002043100.2|DSEC	LOC6043052|XP_001855172.1|CQUI
OG0007575	LOC6609341|XP_032572615.1|DSEC	LOC6043056|XP_038110524.1|CQUI
OG0007576	LOC6617589|XP_032582494.1|DSEC	LOC6036090|XP_038114102.1|CQUI
OG0007577	LOC6614824|XP_002039243.1|DSEC	LOC6036093|XP_038113829.1|CQUI
OG0007578	LOC6613697|XP_032583599.1|DSEC	LOC6036104|XP_038107051.1|CQUI
OG0007579	LOC6608208|XP_002032953.2|DSEC	LOC6047573|XP_038112508.1|CQUI
OG0007580	LOC6605803|XP_002030618.1|DSEC	LOC6047571|XP_038106154.1|CQUI
OG0007581	LOC6614417|XP_002038850.2|DSEC	LOC6047565|XP_001864610.2|CQUI
OG0007582	LOC6619689|XP_002043904.1|DSEC	LOC119767436|XP_038111964.1|CQUI
OG0007583	LOC6615427|XP_002039809.1|DSEC	LOC6054435|XP_001870350.2|CQUI
OG0007584	LOC6615120|XP_002039536.2|DSEC	LOC6043941|XP_038110639.1|CQUI
OG0007585	LOC6622009|XP_032575038.1|DSEC	LOC6043959|XP_038110472.1|CQUI
OG0007586	LOC6611192|XP_002035748.1|DSEC	LOC6037439|XP_001847353.2|CQUI
OG0007587	LOC6615314|XP_032571105.1|DSEC	LOC6037455|XP_038109360.1|CQUI
OG0007588	LOC6620275|XP_032582775.1|DSEC	LOC6051910|XP_038107395.1|CQUI
OG0007589	LOC6620165|XP_002044376.1|DSEC	LOC6053821|XP_001869841.2|CQUI
OG0007590	LOC6605691|XP_032575736.1|DSEC	LOC6032269|XP_038112339.1|CQUI
OG0007591	LOC6608380|XP_002033116.1|DSEC	LOC6032276|XP_001842910.2|CQUI
OG0007592	LOC6615554|XP_002039928.1|DSEC	LOC6032275|XP_038114312.1|CQUI
OG0007593	LOC116802035|XP_032580881.1|DSEC	LOC6045880|XP_038109347.1|CQUI
OG0007594	LOC6608373|XP_002033109.1|DSEC	LOC6051761|XP_001868148.2|CQUI
OG0007595	LOC6609958|XP_002034604.1|DSEC	LOC6053924|XP_038113794.1|CQUI
OG0007596	LOC6604862|XP_002029707.1|DSEC	LOC6036712|XP_001846716.2|CQUI
OG0007597	LOC6618334|XP_002042606.1|DSEC	LOC6050979|XP_001867488.1|CQUI
OG0007598	LOC6609343|XP_002034032.1|DSEC	LOC6049830|XP_001866531.2|CQUI
OG0007599	LOC6605570|XP_032574176.1|DSEC	LOC6043024|XP_038110698.1|CQUI
OG0007600	LOC6618398|XP_002042668.1|DSEC	LOC6043026|XP_001854864.1|CQUI
OG0007601	LOC6605771|XP_032575148.1|DSEC	LOC6037694|XP_038113712.1|CQUI
OG0007602	LOC6616497|XP_002040857.1|DSEC	LOC6052476|XP_001868741.1|CQUI
OG0007603	LOC6616496|XP_032574627.1|DSEC	LOC6047155|XP_038111322.1|CQUI
OG0007604	LOC6610137|XP_032575084.1|DSEC	LOC6043293|XP_038112660.1|CQUI
OG0007605	LOC6616551|XP_032574774.1|DSEC	LOC6034502|XP_038107230.1|CQUI
OG0007606	LOC6605334|XP_032576075.1|DSEC	LOC6034505|XP_001844810.2|CQUI
OG0007607	LOC6617054|XP_032576166.1|DSEC	LOC6034527|XP_038109421.1|CQUI
OG0007608	LOC6616350|XP_002040710.1|DSEC	LOC6034549|XP_001844849.2|CQUI
OG0007609	LOC6618544|XP_002042804.1|DSEC	LOC6034551|XP_001844851.2|CQUI
OG0007610	LOC6608409|XP_002033143.2|DSEC	LOC6037238|XP_038114160.1|CQUI
OG0007611	LOC6619454|XP_032579934.1|DSEC	LOC6037235|XP_038108646.1|CQUI
OG0007612	LOC6608400|XP_032571575.1|DSEC	LOC6037234|XP_001847164.2|CQUI
OG0007613	LOC6615310|XP_002039714.2|DSEC	LOC6037223|XP_038111253.1|CQUI
OG0007614	LOC6610566|XP_002035139.1|DSEC	LOC6037199|XP_001847129.2|CQUI
OG0007615	LOC6605027|XP_002029870.1|DSEC	LOC6037200|XP_038112374.1|CQUI
OG0007616	LOC6612653|XP_032576999.1|DSEC	LOC6037201|XP_001847131.2|CQUI
OG0007617	LOC6605837|XP_032574593.1|DSEC	LOC6037203|XP_038112373.1|CQUI
OG0007618	LOC6605650|XP_002030468.1|DSEC	LOC6037206|XP_001847136.2|CQUI
OG0007619	LOC6605593|XP_002030412.1|DSEC	LOC6037207|XP_038110127.1|CQUI
OG0007620	LOC6605629|XP_002030447.2|DSEC	LOC6037212|XP_038109985.1|CQUI
OG0007621	LOC6608323|XP_002033060.1|DSEC	LOC6037222|XP_001847152.2|CQUI
OG0007622	LOC6620533|XP_032575342.1|DSEC	LOC6040533|XP_038113830.1|CQUI
OG0007623	LOC6616259|XP_032573166.1|DSEC	LOC6040538|XP_038112703.1|CQUI
OG0007624	LOC6616356|XP_032575319.1|DSEC	LOC6040524|XP_038114299.1|CQUI
OG0007625	LOC6605250|XP_032573396.1|DSEC	LOC6040529|XP_038111602.1|CQUI
OG0007626	LOC6610306|XP_002034901.1|DSEC	LOC6040565|XP_001849945.1|CQUI
OG0007627	LOC6610307|XP_002034902.1|DSEC	LOC6040562|XP_038110642.1|CQUI
OG0007628	LOC6619487|XP_002043702.1|DSEC	LOC6041672|XP_038104105.1|CQUI
OG0007629	LOC6604875|XP_002029720.1|DSEC	LOC6035227|XP_038122586.1|CQUI
OG0007630	LOC6619089|XP_002043329.1|DSEC	LOC6048477|XP_001865388.2|CQUI
OG0007631	LOC6618708|XP_032578765.1|DSEC	LOC6042768|XP_038116429.1|CQUI
OG0007632	LOC116801170|XP_032575091.1|DSEC	LOC119766390|XP_038106829.1|CQUI
OG0007633	LOC6614574|XP_002039002.1|DSEC	LOC6032949|XP_001843468.2|CQUI
OG0007635	LOC6611197|XP_002035753.1|DSEC	LOC6041543|XP_038111123.1|CQUI
OG0007638	LOC6616007|XP_032581753.1|DSEC	LOC119769182|XP_038117015.1|CQUI, LOC119770023|XP_038120006.1|CQUI
OG0007639	LOC6615021|XP_002039438.1|DSEC	LOC6043711|XP_001861335.2|CQUI
OG0007640	LOC6608470|XP_002033204.1|DSEC	LOC6045407|XP_038106968.1|CQUI
OG0007641	LOC6607192|XP_002031976.1|DSEC	LOC6044290|XP_001861822.2|CQUI
OG0007651	LOC6618604|XP_032580256.1|DSEC	LOC6034313|XP_038104211.1|CQUI, LOC6034312|XP_001844646.2|CQUI
OG0007664	LOC6606440|XP_032577729.1|DSEC	LOC6048860|XP_038122644.1|CQUI
OG0007666	LOC6612588|XP_032580409.1|DSEC	LOC6035090|XP_038105572.1|CQUI
OG0007668	LOC6611674|XP_002036209.1|DSEC	LOC6041674|XP_001850901.2|CQUI
OG0007669	LOC6620094|XP_032580442.1|DSEC	LOC6038178|XP_038113778.1|CQUI
OG0007670	LOC6620093|XP_032580441.1|DSEC	LOC6038179|XP_038113768.1|CQUI
OG0007671	LOC6619842|XP_002044055.1|DSEC	LOC6044326|XP_038115172.1|CQUI
OG0007672	LOC6615989|XP_002040356.1|DSEC	LOC6054816|XP_001871000.2|CQUI
OG0007673	LOC6617137|XP_002041464.1|DSEC	LOC6045219|XP_038117264.1|CQUI
OG0007674	LOC6618436|XP_002042706.1|DSEC	LOC6053089|XP_038104749.1|CQUI
OG0007675	LOC6618453|XP_002042723.2|DSEC	LOC6049032|XP_001865859.2|CQUI
OG0007676	LOC6614856|XP_002039274.1|DSEC	LOC6049042|XP_001865858.2|CQUI
OG0007677	LOC6612191|XP_032582464.1|DSEC	LOC6049041|XP_001865868.2|CQUI
OG0007678	LOC6617919|XP_032582160.1|DSEC	LOC6047028|XP_001864138.2|CQUI
OG0007679	LOC6617923|XP_032582152.1|DSEC	LOC119771142|XP_038122489.1|CQUI
OG0007680	LOC6613168|XP_002037649.1|DSEC	LOC6038192|XP_001848022.2|CQUI
OG0007681	LOC6620397|XP_002044605.1|DSEC	LOC6051663|XP_038122699.1|CQUI
OG0007682	LOC6620007|XP_002044219.2|DSEC	LOC6042758|XP_038105041.1|CQUI
OG0007684	LOC6618456|XP_002042726.1|DSEC	LOC6044975|XP_001862397.1|CQUI
OG0007685	LOC6619987|XP_032580715.1|DSEC	LOC6046579|XP_038104974.1|CQUI
OG0007686	LOC6617936|XP_032580334.1|DSEC	LOC6043384|XP_038114144.1|CQUI
OG0007687	LOC6612491|XP_002036999.2|DSEC	LOC6051582|XP_038122454.1|CQUI, LOC119765127|XP_038104247.1|CQUI
OG0007689	LOC6615169|XP_032581288.1|DSEC	LOC6048471|XP_038117109.1|CQUI
OG0007690	LOC6618472|XP_032580285.1|DSEC	LOC6034319|XP_001844652.1|CQUI
OG0007691	LOC6618739|XP_002042997.1|DSEC	LOC119765259|XP_038104684.1|CQUI
OG0007692	LOC6618440|XP_032581131.1|DSEC	LOC6051501|XP_038104423.1|CQUI
OG0007693	LOC6614955|XP_002039372.1|DSEC	LOC6051499|XP_001867935.2|CQUI
OG0007694	LOC6605774|XP_002030589.1|DSEC	LOC6051125|XP_001867609.2|CQUI
OG0007695	LOC6612318|XP_032581295.1|DSEC	LOC6045741|XP_038107976.1|CQUI
OG0007696	LOC6618351|XP_002042622.2|DSEC	LOC6050066|XP_001866734.2|CQUI
OG0007697	LOC6610782|XP_032574608.1|DSEC	LOC6049761|XP_001866461.2|CQUI
OG0007698	LOC6618623|XP_032580817.1|DSEC	LOC6052316|XP_038104291.1|CQUI
OG0007699	LOC6620271|XP_002044446.1|DSEC	LOC6054358|XP_038122937.1|CQUI
OG0007700	LOC6616112|XP_032580379.1|DSEC	LOC6052349|XP_038122556.1|CQUI
OG0007701	LOC6612348|XP_032581221.1|DSEC	LOC6052276|XP_038105152.1|CQUI
OG0007702	LOC6615901|XP_032581348.1|DSEC	LOC6052275|XP_038104618.1|CQUI
OG0007703	LOC6612497|XP_002037005.1|DSEC	LOC6047713|XP_001864735.2|CQUI
OG0007704	LOC6612942|XP_002037434.1|DSEC	LOC6046907|XP_038104744.1|CQUI
OG0007705	LOC6614905|XP_002039322.1|DSEC	LOC6053691|XP_038104567.1|CQUI
OG0007706	LOC6614887|XP_002039304.1|DSEC	LOC6050932|XP_038104334.1|CQUI
OG0007707	LOC6619554|XP_032582751.1|DSEC	LOC6050933|XP_038105671.1|CQUI
OG0007708	LOC6620492|XP_032582046.1|DSEC	LOC6051386|XP_038112207.1|CQUI
OG0007709	LOC6618675|XP_002042934.1|DSEC	LOC6049207|XP_038106397.1|CQUI
OG0007710	LOC6620306|XP_032581034.1|DSEC	LOC119766105|XP_038106427.1|CQUI
OG0007711	LOC6618006|XP_002042314.2|DSEC	LOC6054433|XP_001870346.1|CQUI
OG0007712	LOC6619599|XP_032581399.1|DSEC	LOC6053047|XP_038121443.1|CQUI
OG0007714	LOC6615189|XP_032582353.1|DSEC	LOC6044149|XP_001861702.1|CQUI
OG0007715	LOC6618469|XP_002042739.1|DSEC	LOC6049180|XP_038106734.1|CQUI
OG0007716	LOC6617579|XP_002041892.1|DSEC	LOC6045251|XP_001862643.2|CQUI
OG0007717	LOC6612951|XP_032576279.1|DSEC	LOC6050924|XP_001867440.1|CQUI
OG0007718	LOC6615237|XP_032581774.1|DSEC	LOC6045343|XP_001862732.2|CQUI
OG0007719	LOC6612389|XP_032581167.1|DSEC	LOC6052025|XP_038105554.1|CQUI
OG0007720	LOC6612387|XP_032579984.1|DSEC	LOC6044216|XP_001861756.2|CQUI
OG0007721	LOC6620642|XP_032581104.1|DSEC	LOC6044208|XP_038113186.1|CQUI
OG0007722	LOC6620639|XP_032581350.1|DSEC	LOC6054682|XP_038121853.1|CQUI
OG0007723	LOC6617500|XP_002041817.2|DSEC	LOC6054604|XP_038104460.1|CQUI
OG0007724	LOC6617268|XP_032574058.1|DSEC	LOC6044431|XP_001861949.2|CQUI
OG0007725	LOC6618430|XP_032581099.1|DSEC	LOC6054480|XP_038122541.1|CQUI
OG0007727	LOC6618673|XP_002042932.1|DSEC	LOC6052595|XP_038105045.1|CQUI
OG0007728	LOC6612336|XP_032582002.1|DSEC	LOC6044992|XP_038112317.1|CQUI
OG0007729	LOC6619901|XP_002044113.1|DSEC	LOC6044996|XP_038122829.1|CQUI
OG0007730	LOC6612335|XP_032581986.1|DSEC	LOC6044762|XP_038122691.1|CQUI
OG0007732	LOC6615140|XP_002039556.1|DSEC	LOC6048958|XP_038117502.1|CQUI
OG0007735	LOC6620256|XP_002044464.1|DSEC	LOC6045131|XP_001862533.1|CQUI
OG0007736	LOC6616012|XP_002040378.2|DSEC	LOC6036921|XP_038104006.1|CQUI
OG0007737	LOC6619237|XP_002043456.1|DSEC	LOC6037927|XP_038109365.1|CQUI
OG0007738	LOC6607537|XP_032576855.1|DSEC	LOC6037939|XP_038122583.1|CQUI
OG0007739	LOC6612575|XP_032581039.1|DSEC	LOC6042681|XP_001853435.2|CQUI
OG0007740	LOC6612259|XP_002036771.1|DSEC	LOC6042695|XP_038104246.1|CQUI
OG0007741	LOC6619915|XP_032582269.1|DSEC	LOC6042499|XP_038122803.1|CQUI
OG0007742	LOC6620230|XP_032581927.1|DSEC	LOC6039063|XP_038112797.1|CQUI
OG0007743	LOC6612710|XP_032577835.1|DSEC	LOC6046975|XP_038122746.1|CQUI
OG0007744	LOC116800220|XP_032569959.1|DSEC	LOC6053775|XP_001869804.2|CQUI
OG0007745	LOC6613746|XP_032578952.1|DSEC	LOC6048774|XP_038105485.1|CQUI
