Orthogroup	DSEC.longest_only	DNOV.longest_only
OG0008662	LOC6616615|XP_032574544.1|DSEC	LOC115771548|XP_030573149.1|DNOV
OG0008663	LOC6619388|XP_002043604.1|DSEC	LOC115771439|XP_030573003.1|DNOV
OG0008664	LOC6610308|XP_032574675.1|DSEC	LOC115769522|XP_030570222.1|DNOV
OG0008665	LOC6611260|XP_002035815.2|DSEC	LOC115769270|XP_030569841.1|DNOV
OG0008666	LOC6616503|XP_032575228.1|DSEC	LOC115767728|XP_030567902.1|DNOV
OG0008667	LOC6605381|XP_002030214.2|DSEC	LOC115768653|XP_030569190.1|DNOV
OG0008668	LOC6610324|XP_002034911.1|DSEC	LOC115765824|XP_030565407.1|DNOV
OG0008670	LOC6606422|XP_002031226.1|DSEC	LOC115764789|XP_030563892.1|DNOV
OG0008672	LOC6614443|XP_002038876.1|DSEC	LOC115763009|XP_030561260.1|DNOV, LOC115763132|XP_030561436.1|DNOV
OG0008673	LOC6611646|XP_002036182.1|DSEC	LOC115760294|XP_030557437.1|DNOV
OG0008677	LOC6607492|XP_032578935.1|DSEC	LOC115757692|XP_030553891.1|DNOV
OG0008679	LOC6617493|XP_002041810.1|DSEC	LOC115765296|XP_030564648.1|DNOV
OG0008680	LOC6612583|XP_002037088.1|DSEC	LOC115767094|XP_030567101.1|DNOV
OG0008681	LOC6618678|XP_002042937.2|DSEC	LOC115765390|XP_030564778.1|DNOV
OG0008683	LOC6616035|XP_032581937.1|DSEC	LOC115765199|XP_030564495.1|DNOV
OG0008685	LOC6615430|XP_002039812.1|DSEC	LOC115765339|XP_030564709.1|DNOV
OG0008686	LOC6607529|XP_032579384.1|DSEC	LOC115764648|XP_030563683.1|DNOV
OG0008688	LOC6616118|XP_032581981.1|DSEC	LOC115768779|XP_030569334.1|DNOV
OG0008689	LOC6607067|XP_032576919.1|DSEC	LOC115770809|XP_030572092.1|DNOV
OG0008691	LOC6610957|XP_002035514.2|DSEC	LOC115767672|XP_030567823.1|DNOV
OG0008692	LOC6620175|XP_002044386.1|DSEC	LOC115765423|XP_030564829.1|DNOV
OG0008694	LOC6614894|XP_002039311.1|DSEC	LOC115766284|XP_030566012.1|DNOV
OG0008695	LOC6619177|XP_002043403.1|DSEC	LOC115767486|XP_030567654.1|DNOV
OG0008696	LOC6616941|XP_032577300.1|DSEC	LOC115763889|XP_030562526.1|DNOV
OG0008697	LOC6610731|XP_032573803.1|DSEC	LOC115762895|XP_030561130.1|DNOV
OG0008698	LOC6617652|XP_002041965.1|DSEC	LOC115766272|XP_030565997.1|DNOV
OG0008700	LOC6620391|XP_002044599.2|DSEC	LOC115763713|XP_030562266.1|DNOV
OG0008704	LOC6613254|XP_002037731.2|DSEC	LOC115760141|XP_030557206.1|DNOV
OG0008705	LOC6611489|XP_032569993.1|DSEC	LOC115763381|XP_030561779.1|DNOV
OG0008706	LOC6619519|XP_002043734.1|DSEC	LOC115766114|XP_030565795.1|DNOV
OG0008708	LOC6615057|XP_002039474.1|DSEC	LOC115768757|XP_030569307.1|DNOV
OG0008709	LOC6617169|XP_002041496.1|DSEC	LOC115761284|XP_030558866.1|DNOV
OG0008710	LOC6606556|XP_002031357.1|DSEC	LOC115761270|XP_030558843.1|DNOV
OG0008711	LOC6620068|XP_032578060.1|DSEC	LOC115763686|XP_030562226.1|DNOV
OG0008712	LOC6609353|XP_002034042.2|DSEC	LOC115761013|XP_030558487.1|DNOV
OG0008714	LOC6613056|XP_002037539.1|DSEC	LOC115758640|XP_030555236.1|DNOV
OG0008715	LOC6607226|XP_002032010.1|DSEC	LOC115761436|XP_030559064.1|DNOV
OG0008716	LOC6607759|XP_002032522.2|DSEC	LOC115770723|XP_030571982.1|DNOV
OG0008717	LOC6604786|XP_002029637.1|DSEC	LOC115770503|XP_030571661.1|DNOV
OG0008718	LOC6609693|XP_002034351.1|DSEC	LOC115761137|XP_030558657.1|DNOV
OG0008719	LOC6619513|XP_032578730.1|DSEC	LOC115766066|XP_030565727.1|DNOV, LOC115766024|XP_030565655.1|DNOV
OG0008721	LOC6618667|XP_002042926.2|DSEC	LOC115768776|XP_030569328.1|DNOV
OG0008722	LOC6607196|XP_002031980.1|DSEC	LOC115770852|XP_030572150.1|DNOV
OG0008723	LOC6604819|XP_002029664.1|DSEC	LOC115769407|XP_030570069.1|DNOV
OG0008724	LOC6611884|XP_032576391.1|DSEC	LOC115759964|XP_030556973.1|DNOV
OG0008725	LOC6610118|XP_002034727.1|DSEC	LOC115762335|XP_030560360.1|DNOV
OG0008726	LOC6608932|XP_002033646.2|DSEC	LOC115760731|XP_030558066.1|DNOV
OG0008727	LOC6606597|XP_002031398.1|DSEC	LOC115761642|XP_030559335.1|DNOV
OG0008728	LOC6616856|XP_002041192.2|DSEC	LOC115772078|XP_030573891.1|DNOV
OG0008729	LOC6614846|XP_032581983.1|DSEC	LOC115764427|XP_030563288.1|DNOV
OG0008730	LOC6618109|XP_002042407.1|DSEC	LOC115768783|XP_030569339.1|DNOV
OG0008731	LOC6606397|XP_032579141.1|DSEC	LOC115771631|XP_030573290.1|DNOV
OG0008732	LOC6617804|XP_002042116.1|DSEC	LOC115759069|XP_030555757.1|DNOV
OG0008734	LOC6613818|XP_002038287.1|DSEC	LOC115771735|XP_030573422.1|DNOV
OG0008735	LOC6610081|XP_002034697.1|DSEC	LOC115757894|XP_030554199.1|DNOV, LOC115758145|XP_030554539.1|DNOV
OG0008736	LOC6608641|XP_002033375.1|DSEC	LOC115762079|XP_030560031.1|DNOV
OG0008737	LOC6607194|XP_002031978.1|DSEC	LOC115770661|XP_030571888.1|DNOV
OG0008738	LOC6613623|XP_032575260.1|DSEC	LOC115758423|XP_030554934.1|DNOV
OG0008739	LOC6616329|XP_002040689.1|DSEC	LOC115770230|XP_030571296.1|DNOV
OG0008740	LOC6621154|XP_032571411.1|DSEC	LOC115763215|XP_030561547.1|DNOV
OG0008741	LOC6608370|XP_032570796.1|DSEC	LOC115762231|XP_030560231.1|DNOV
OG0008742	LOC6610576|XP_002035149.1|DSEC	LOC115769328|XP_030569926.1|DNOV
OG0008743	LOC6608626|XP_002033360.1|DSEC	LOC115762253|XP_030560266.1|DNOV
OG0008744	LOC6608036|XP_002032784.1|DSEC	LOC115759684|XP_030556537.1|DNOV
OG0008745	LOC6620444|XP_002044648.1|DSEC	LOC115765403|XP_030564798.1|DNOV
OG0008746	LOC6619057|XP_032576127.1|DSEC	LOC115759548|XP_030556364.1|DNOV
OG0008747	LOC6616432|XP_002040793.2|DSEC	LOC115769623|XP_030570386.1|DNOV
OG0008748	LOC6617354|XP_002041679.1|DSEC	LOC115758722|XP_030555334.1|DNOV
OG0008749	LOC6612136|XP_002036653.1|DSEC	LOC115758558|XP_030555125.1|DNOV
OG0008750	LOC6611897|XP_002036414.1|DSEC	LOC115763356|XP_030561741.1|DNOV
OG0008752	LOC6607203|XP_032578782.1|DSEC	LOC115770914|XP_030572218.1|DNOV
OG0008753	LOC6605229|XP_002030067.1|DSEC	LOC115766237|XP_030565963.1|DNOV
OG0008754	LOC6609031|XP_002033734.1|DSEC	LOC115764518|XP_030563475.1|DNOV
OG0008755	LOC6617183|XP_002041510.2|DSEC	LOC115764836|XP_030563945.1|DNOV, LOC115764837|XP_030563946.1|DNOV
OG0008756	LOC6613728|XP_002038198.1|DSEC	LOC115759630|XP_030556479.1|DNOV
OG0008757	LOC6607392|XP_002032165.2|DSEC	LOC115761693|XP_030559420.1|DNOV
OG0008758	LOC6617315|XP_002041641.2|DSEC	LOC115765868|XP_030565460.1|DNOV
OG0008759	LOC6612148|XP_032581606.1|DSEC	LOC115758971|XP_030555634.1|DNOV
OG0008760	LOC6612031|XP_032583416.1|DSEC	LOC115759239|XP_030555997.1|DNOV
OG0008761	LOC6611771|XP_002036294.1|DSEC	LOC115763196|XP_030561517.1|DNOV
OG0008762	LOC6608183|XP_002032928.1|DSEC	LOC115771874|XP_030573622.1|DNOV
OG0008763	LOC6613617|XP_002038087.1|DSEC	LOC115759066|XP_030555754.1|DNOV
OG0008764	LOC6611220|XP_002035776.1|DSEC	LOC115769191|XP_030569754.1|DNOV
OG0008765	LOC6608868|XP_002033582.1|DSEC	LOC115760505|XP_030557726.1|DNOV
OG0008766	LOC6617425|XP_032579986.1|DSEC	LOC115760036|XP_030557064.1|DNOV
OG0008767	LOC6609781|XP_002034435.1|DSEC	LOC115760909|XP_030558340.1|DNOV
OG0008768	LOC6618825|XP_002043074.1|DSEC	LOC115760512|XP_030557733.1|DNOV
OG0008769	LOC6615380|XP_002039762.2|DSEC	LOC115760907|XP_030558337.1|DNOV
OG0008770	LOC6607991|XP_002032739.2|DSEC	LOC115759231|XP_030555992.1|DNOV
OG0008771	LOC6608659|XP_032573061.1|DSEC	LOC115763947|XP_030562630.1|DNOV
OG0008772	LOC6608625|XP_002033359.1|DSEC	LOC115762351|XP_030560379.1|DNOV
OG0008773	LOC6609632|XP_002034309.1|DSEC	LOC115767494|XP_030567662.1|DNOV
OG0008774	LOC6610064|XP_002034680.1|DSEC	LOC115757987|XP_030554336.1|DNOV
OG0008775	LOC6609544|XP_002034227.1|DSEC	LOC115758213|XP_030554624.1|DNOV
OG0008776	LOC6609213|XP_002033904.1|DSEC	LOC115762173|XP_030560155.1|DNOV
OG0008777	LOC6615543|XP_032570700.1|DSEC	LOC115767803|XP_030568034.1|DNOV
OG0008778	LOC6607860|XP_002032614.1|DSEC	LOC115758198|XP_030554603.1|DNOV
OG0008779	LOC6616183|XP_002040548.1|DSEC	LOC115767800|XP_030567991.1|DNOV
OG0008780	LOC6613842|XP_002038311.1|DSEC	LOC115768452|XP_030568873.1|DNOV
OG0008781	LOC6612279|XP_002036789.1|DSEC	LOC115766436|XP_030566223.1|DNOV
OG0008782	LOC6604999|XP_032575791.1|DSEC	LOC115769571|XP_030570287.1|DNOV
OG0008783	LOC6615671|XP_002040042.1|DSEC	LOC115766581|XP_030566427.1|DNOV
OG0008784	LOC6616306|XP_032573986.1|DSEC	LOC115770220|XP_030571279.1|DNOV
OG0008785	LOC6605171|XP_002030010.2|DSEC	LOC115758793|XP_030555426.1|DNOV
OG0008786	LOC6613511|XP_032582981.1|DSEC	LOC115758747|XP_030555366.1|DNOV
OG0008787	LOC6605102|XP_002029943.1|DSEC	LOC115769787|XP_030570615.1|DNOV
OG0008788	LOC6610936|XP_032574971.1|DSEC	LOC115769399|XP_030570062.1|DNOV, LOC115769664|XP_030570437.1|DNOV
OG0008789	LOC6610322|XP_032575379.1|DSEC	LOC115765807|XP_030565382.1|DNOV, LOC115765816|XP_030565398.1|DNOV
OG0008790	LOC6608204|XP_002032949.2|DSEC	LOC115762734|XP_030560930.1|DNOV
OG0008791	LOC6609725|XP_032570811.1|DSEC	LOC115758406|XP_030554917.1|DNOV
OG0008792	LOC6615483|XP_032572613.1|DSEC	LOC115757868|XP_030554169.1|DNOV, LOC115759411|XP_030556166.1|DNOV
OG0008793	LOC6619174|XP_002043401.2|DSEC	LOC115767468|XP_030567633.1|DNOV
OG0008794	LOC6614398|XP_002038835.1|DSEC	LOC115772126|XP_030573964.1|DNOV, LOC115764490|XP_030563437.1|DNOV
OG0008795	LOC6606322|XP_032576441.1|DSEC	LOC115766213|XP_030565924.1|DNOV
OG0008796	LOC6616987|XP_002041315.1|DSEC	LOC115765754|XP_030565276.1|DNOV, LOC115765764|XP_030565288.1|DNOV
OG0008797	LOC6606354|XP_032578336.1|DSEC	LOC115772068|XP_030573879.1|DNOV, LOC115772067|XP_030573878.1|DNOV
OG0008805	LOC6618094|XP_032581057.1|DSEC	LOC115764407|XP_030563263.1|DNOV
OG0008806	LOC6619985|XP_002044197.2|DSEC	LOC115766270|XP_030565994.1|DNOV
OG0008807	LOC6617939|XP_032581838.1|DSEC	LOC115765104|XP_030564349.1|DNOV
OG0008808	LOC6618653|XP_002042912.2|DSEC	LOC115768154|XP_030568509.1|DNOV
OG0008809	LOC6607795|XP_032578045.1|DSEC	LOC115761934|XP_030559824.1|DNOV
OG0008811	LOC6606272|XP_032577856.1|DSEC	LOC115765043|XP_030564276.1|DNOV
OG0008816	LOC6606035|XP_002030846.1|DSEC	LOC115769488|XP_030570167.1|DNOV
OG0008819	LOC6610085|XP_002034701.1|DSEC	LOC115757842|XP_030554134.1|DNOV
OG0008820	LOC6611820|XP_002036342.1|DSEC	LOC115759969|XP_030556980.1|DNOV
OG0008821	LOC6615230|XP_002039636.2|DSEC	LOC115768326|XP_030568741.1|DNOV
OG0008822	LOC6611977|XP_032582560.1|DSEC	LOC115763099|XP_030561399.1|DNOV
OG0008823	LOC6619844|XP_002044057.2|DSEC	LOC115767766|XP_030567947.1|DNOV
OG0008824	LOC6605544|XP_002030372.2|DSEC	LOC115763019|XP_030561278.1|DNOV
OG0008825	LOC6605537|XP_002030365.1|DSEC	LOC115769732|XP_030570528.1|DNOV
OG0008829	LOC6616044|XP_002040410.1|DSEC	LOC115767332|XP_030567444.1|DNOV
OG0008830	LOC6614858|XP_032580119.1|DSEC	LOC115767067|XP_030567067.1|DNOV
OG0008831	LOC6616075|XP_002040441.1|DSEC	LOC115765416|XP_030564821.1|DNOV
OG0008832	LOC6616074|XP_032581250.1|DSEC	LOC115765265|XP_030564611.1|DNOV
OG0008833	LOC6620179|XP_032580868.1|DSEC	LOC115765279|XP_030564628.1|DNOV
OG0008835	LOC116801779|XP_032579151.1|DSEC	LOC115772071|XP_030573882.1|DNOV, LOC115772062|XP_030573866.1|DNOV
OG0008836	LOC6608263|XP_002033007.1|DSEC	LOC115760550|XP_030557807.1|DNOV
OG0008837	LOC6615572|XP_002039946.1|DSEC	LOC115771129|XP_030572597.1|DNOV
OG0008838	LOC6611848|XP_002036370.1|DSEC	LOC115758968|XP_030555629.1|DNOV
OG0008839	LOC6608775|XP_002033496.1|DSEC	LOC115758004|XP_030554361.1|DNOV
OG0008840	LOC6618131|XP_002042428.1|DSEC	LOC115759931|XP_030556929.1|DNOV
OG0008841	LOC6610610|XP_002035177.1|DSEC	LOC115766947|XP_030566895.1|DNOV
OG0008842	LOC6615731|XP_002040102.1|DSEC	LOC115762151|XP_030560124.1|DNOV
OG0008843	LOC6610621|XP_002035188.1|DSEC	LOC115762799|XP_030561015.1|DNOV
OG0008845	LOC6611357|XP_032583100.1|DSEC	LOC115763216|XP_030561543.1|DNOV
OG0008846	LOC6618367|XP_002042637.2|DSEC	LOC115771080|XP_030572491.1|DNOV
OG0008847	LOC6614142|XP_002038595.1|DSEC	LOC115765616|XP_030565127.1|DNOV
OG0008848	LOC6609496|XP_002034181.2|DSEC	LOC115762446|XP_030560506.1|DNOV
OG0008849	LOC116802211|XP_032581817.1|DSEC	LOC115768264|XP_030568654.1|DNOV
OG0008850	LOC6615259|XP_032571350.1|DSEC	LOC115762187|XP_030560169.1|DNOV
OG0008851	LOC6612024|XP_032583180.1|DSEC	LOC115759100|XP_030555794.1|DNOV
OG0008852	LOC6608145|XP_002032891.1|DSEC	LOC115758043|XP_030554416.1|DNOV
OG0008854	LOC6617310|XP_002041637.1|DSEC	LOC115765937|XP_030565543.1|DNOV
OG0008855	LOC6617557|XP_002041870.1|DSEC	LOC115768619|XP_030569137.1|DNOV
OG0008856	LOC6620287|XP_002044495.1|DSEC	LOC115767949|XP_030568187.1|DNOV
OG0008857	LOC6611140|XP_032575862.1|DSEC	LOC115771267|XP_030572743.1|DNOV
OG0008858	LOC6616699|XP_002041054.1|DSEC	LOC115770020|XP_030570936.1|DNOV
OG0008859	LOC6605111|XP_002029952.1|DSEC	LOC115762565|XP_030560708.1|DNOV
OG0008860	LOC6612807|XP_002037308.1|DSEC	LOC115761235|XP_030558787.1|DNOV
OG0008861	LOC6608243|XP_002032987.1|DSEC	LOC115764502|XP_030563451.1|DNOV
OG0008862	LOC6616800|XP_032577118.1|DSEC	LOC115764944|XP_030564120.1|DNOV
OG0008863	LOC6613662|XP_032582957.1|DSEC	LOC115769177|XP_030569742.1|DNOV
OG0008864	LOC6615453|XP_002039833.1|DSEC	LOC115762116|XP_030560083.1|DNOV
OG0008865	LOC6617700|XP_032569692.1|DSEC	LOC115759110|XP_030555810.1|DNOV
OG0008866	LOC6617201|XP_032576520.1|DSEC	LOC115765490|XP_030564952.1|DNOV
OG0008867	LOC6620170|XP_032582557.1|DSEC	LOC115765336|XP_030564701.1|DNOV
OG0008868	LOC6608279|XP_002033023.1|DSEC	LOC115760747|XP_030558084.1|DNOV
OG0008869	LOC6616607|XP_002040964.1|DSEC	LOC115771457|XP_030573033.1|DNOV
OG0008870	LOC6618387|XP_002042657.1|DSEC	LOC115771576|XP_030573190.1|DNOV
OG0008871	LOC6605594|XP_002030413.1|DSEC	LOC115770533|XP_030571694.1|DNOV
OG0008872	LOC6611503|XP_032572886.1|DSEC	LOC115760028|XP_030557054.1|DNOV, LOC115760020|XP_030557042.1|DNOV
OG0008873	LOC6611452|XP_002035994.1|DSEC	LOC115760214|XP_030557324.1|DNOV
OG0008874	LOC6609405|XP_032571941.1|DSEC	LOC115757908|XP_030554218.1|DNOV
OG0008875	LOC6608888|XP_032572293.1|DSEC	LOC115762458|XP_030560522.1|DNOV
OG0008876	LOC6619468|XP_032579743.1|DSEC	LOC115766782|XP_030566661.1|DNOV
OG0008877	LOC6605482|XP_002030315.1|DSEC	LOC115770248|XP_030571317.1|DNOV
OG0008878	LOC6611693|XP_002036227.1|DSEC	LOC115763533|XP_030562008.1|DNOV
OG0008879	LOC6609497|XP_002034182.1|DSEC	LOC115762176|XP_030560156.1|DNOV
OG0008880	LOC6606366|XP_002031171.1|DSEC	LOC115764669|XP_030563717.1|DNOV
OG0008881	LOC6618820|XP_002043069.1|DSEC	LOC115757866|XP_030554164.1|DNOV
OG0008882	LOC6611851|XP_002036373.2|DSEC	LOC115758585|XP_030555165.1|DNOV
OG0008883	LOC6607102|XP_002031890.1|DSEC	LOC115766249|XP_030565970.1|DNOV, LOC115766228|XP_030565947.1|DNOV
OG0008884	LOC6616952|XP_002041280.1|DSEC	LOC115763897|XP_030562535.1|DNOV
OG0008885	LOC6614671|XP_002039098.1|DSEC	LOC115763396|XP_030561799.1|DNOV
OG0008886	LOC6609469|XP_032571706.1|DSEC	LOC115766511|XP_030566332.1|DNOV
OG0008887	LOC6610101|XP_032570028.1|DSEC	LOC115762269|XP_030560290.1|DNOV
OG0008888	LOC6605186|XP_002030025.1|DSEC	LOC115769909|XP_030570791.1|DNOV, LOC115769910|XP_030570792.1|DNOV
OG0008889	LOC6615479|XP_002039859.1|DSEC	LOC115758996|XP_030555698.1|DNOV
OG0008890	LOC6606338|XP_002031143.1|DSEC	LOC115759404|XP_030556152.1|DNOV
OG0008891	LOC6610780|XP_032575701.1|DSEC	LOC115762621|XP_030560778.1|DNOV
OG0008892	LOC6613034|XP_032572041.1|DSEC	LOC115758297|XP_030554727.1|DNOV
OG0008893	LOC6610856|XP_002035422.1|DSEC	LOC115771263|XP_030572739.1|DNOV
OG0008894	LOC6607445|XP_002032214.1|DSEC	LOC115764665|XP_030563713.1|DNOV
OG0008895	LOC6607066|XP_002031854.1|DSEC	LOC115770808|XP_030572091.1|DNOV
OG0008896	LOC6605828|XP_002030643.1|DSEC	LOC115767005|XP_030566990.1|DNOV
OG0008897	LOC6616621|XP_002040979.1|DSEC	LOC115759433|XP_030556200.1|DNOV
OG0008898	LOC6608962|XP_032571603.1|DSEC	LOC115758241|XP_030554658.1|DNOV
OG0008899	LOC6614611|XP_032583095.1|DSEC	LOC115759761|XP_030556673.1|DNOV
OG0008900	LOC6614564|XP_002038992.2|DSEC	LOC115767723|XP_030567892.1|DNOV
OG0008901	LOC6611089|XP_032574296.1|DSEC	LOC115771117|XP_030572541.1|DNOV
OG0008902	LOC6619446|XP_032579808.1|DSEC	LOC115766789|XP_030566668.1|DNOV
OG0008903	LOC6617309|XP_002041636.1|DSEC	LOC115765980|XP_030565598.1|DNOV
OG0008904	LOC6609727|XP_002034384.2|DSEC	LOC115764027|XP_030562722.1|DNOV
OG0008905	LOC6619464|XP_032579715.1|DSEC	LOC115766747|XP_030566584.1|DNOV
OG0008906	LOC6605142|XP_032574682.1|DSEC	LOC115770194|XP_030571216.1|DNOV
OG0008907	LOC6607748|XP_002032511.2|DSEC	LOC115770860|XP_030572156.1|DNOV
OG0008908	LOC6614221|XP_002038666.2|DSEC	LOC115761504|XP_030559132.1|DNOV
OG0008909	LOC6612603|XP_032577985.1|DSEC	LOC115772116|XP_030573949.1|DNOV
OG0008910	LOC6607136|XP_032578099.1|DSEC	LOC115761894|XP_030559760.1|DNOV
OG0008911	LOC6616796|XP_002041133.2|DSEC	LOC115764144|XP_030562877.1|DNOV
OG0008912	LOC6613796|XP_002038265.1|DSEC	LOC115764183|XP_030562930.1|DNOV
OG0008913	LOC6607438|XP_002032207.1|DSEC	LOC115761192|XP_030558724.1|DNOV
OG0008914	LOC6606409|XP_002031213.1|DSEC	LOC115759547|XP_030556363.1|DNOV
OG0008915	LOC6614159|XP_032578034.1|DSEC	LOC115765626|XP_030565136.1|DNOV
OG0008916	LOC6611561|XP_032579602.1|DSEC	LOC115765976|XP_030565593.1|DNOV
OG0008917	LOC6611586|XP_002036124.1|DSEC	LOC115759118|XP_030555820.1|DNOV
OG0008918	LOC6614599|XP_032583461.1|DSEC	LOC115759245|XP_030556004.1|DNOV
OG0008919	LOC6617259|XP_032574482.1|DSEC	LOC115765863|XP_030565453.1|DNOV
OG0008920	LOC116800903|XP_032573252.1|DSEC	LOC115768624|XP_030569147.1|DNOV
OG0008921	LOC6611717|XP_002036250.1|DSEC	LOC115760058|XP_030557097.1|DNOV
OG0008922	LOC6611692|XP_032575520.1|DSEC	LOC115763328|XP_030561692.1|DNOV
OG0008923	LOC116800530|XP_032571885.1|DSEC	LOC115761010|XP_030558480.1|DNOV
OG0008924	LOC6610109|XP_002034720.1|DSEC	LOC115762220|XP_030560214.1|DNOV
OG0008925	LOC6609791|XP_002034445.1|DSEC	LOC115761095|XP_030558577.1|DNOV
OG0008926	LOC6608307|XP_002033044.1|DSEC	LOC115762044|XP_030559981.1|DNOV
OG0008927	LOC6618826|XP_032571382.1|DSEC	LOC115770465|XP_030571641.1|DNOV
OG0008928	LOC6607937|XP_032571008.1|DSEC	LOC115762497|XP_030560594.1|DNOV
OG0008929	LOC6609864|XP_002034515.1|DSEC	LOC115762843|XP_030561081.1|DNOV
OG0008930	LOC6606442|XP_002031246.2|DSEC	LOC115761526|XP_030559157.1|DNOV
OG0008931	LOC6608431|XP_002033165.1|DSEC	LOC115760828|XP_030558212.1|DNOV
OG0008932	LOC6618878|XP_002043126.1|DSEC	LOC115762380|XP_030560420.1|DNOV
OG0008933	LOC6608619|XP_002033353.1|DSEC	LOC115762350|XP_030560378.1|DNOV
OG0008934	LOC6611154|XP_032574309.1|DSEC	LOC115771039|XP_030572436.1|DNOV
OG0008935	LOC6607956|XP_002032704.1|DSEC	LOC115762434|XP_030560491.1|DNOV
OG0008936	LOC6615424|XP_032571009.1|DSEC	LOC115764460|XP_030563358.1|DNOV
OG0008937	LOC6608578|XP_002033312.1|DSEC	LOC115758188|XP_030554589.1|DNOV
OG0008938	LOC6609017|XP_032572717.1|DSEC	LOC115764552|XP_030563533.1|DNOV
OG0008939	LOC6610024|XP_002034642.1|DSEC	LOC115766582|XP_030566428.1|DNOV
OG0008940	LOC6615478|XP_032571090.1|DSEC	LOC115768745|XP_030569330.1|DNOV
OG0008941	LOC6612489|XP_032580167.1|DSEC, LOC6612488|XP_032580166.1|DSEC	LOC115767789|XP_030567980.1|DNOV
OG0008942	LOC6619864|XP_002044077.1|DSEC	LOC115767854|XP_030568067.1|DNOV
OG0008943	LOC6618955|XP_002043200.1|DSEC	LOC115768976|XP_030569552.1|DNOV
OG0008944	LOC6619595|XP_032580220.1|DSEC	LOC115767782|XP_030567971.1|DNOV
OG0008945	LOC6612286|XP_002036796.2|DSEC	LOC115768337|XP_030568761.1|DNOV
OG0008946	LOC6617631|XP_002041944.1|DSEC	LOC115768480|XP_030568919.1|DNOV
OG0008948	LOC6616154|XP_002040519.1|DSEC	LOC115768667|XP_030569207.1|DNOV
OG0008949	LOC116801212|XP_032575259.1|DSEC	LOC115769598|XP_030570345.1|DNOV
OG0008950	LOC6616190|XP_002040555.1|DSEC	LOC115764243|XP_030563020.1|DNOV
OG0008951	LOC6605971|XP_002030783.1|DSEC	LOC115762892|XP_030561127.1|DNOV
OG0008952	LOC6618073|XP_002042371.1|DSEC	LOC115767292|XP_030567384.1|DNOV
OG0008953	LOC6616599|XP_032573973.1|DSEC	LOC115769546|XP_030570249.1|DNOV, LOC115769545|XP_030570248.1|DNOV, LOC115771414|XP_030572974.1|DNOV
OG0008955	LOC6611093|XP_002035650.1|DSEC	LOC115771236|XP_030572697.1|DNOV
OG0008956	LOC6608065|XP_002032813.1|DSEC	LOC115771541|XP_030573140.1|DNOV
OG0008957	LOC6605643|XP_032574803.1|DSEC	LOC115770041|XP_030570980.1|DNOV, LOC115770390|XP_030571499.1|DNOV
OG0008958	LOC6616491|XP_002040851.2|DSEC	LOC115766734|XP_030566559.1|DNOV, LOC115770766|XP_030572041.1|DNOV
OG0008959	LOC6616253|XP_002040617.1|DSEC	LOC115770314|XP_030571410.1|DNOV
OG0008960	LOC6605359|XP_032576079.1|DSEC	LOC115770371|XP_030571477.1|DNOV
OG0008961	LOC6614483|XP_032583266.1|DSEC	LOC115765504|XP_030564977.1|DNOV
OG0008962	LOC6620182|XP_002044393.1|DSEC	LOC115765280|XP_030564629.1|DNOV
OG0008963	LOC6618059|XP_002042357.2|DSEC	LOC115767316|XP_030567416.1|DNOV
OG0008964	LOC6615985|XP_032582118.1|DSEC	LOC115767088|XP_030567096.1|DNOV, LOC115767095|XP_030567103.1|DNOV
OG0008965	LOC116800187|XP_032572541.1|DSEC, LOC116802122|XP_032581235.1|DSEC, LOC6611905|XP_032581256.1|DSEC, LOC116800633|XP_032572508.1|DSEC, LOC6620825|XP_032572557.1|DSEC	LOC115763455|XP_030561886.1|DNOV
OG0008967	LOC6605394|XP_002030227.1|DSEC	LOC115769242|XP_030569819.1|DNOV
OG0008968	LOC6617379|XP_002041704.2|DSEC	LOC115759268|XP_030556029.1|DNOV
OG0008969	LOC6617374|XP_032583097.1|DSEC	LOC115759095|XP_030555788.1|DNOV, LOC115759094|XP_030555787.1|DNOV
OG0008970	LOC6617373|XP_002041698.1|DSEC	LOC115758646|XP_030555241.1|DNOV
OG0008971	LOC6604843|XP_002029688.1|DSEC	LOC115762780|XP_030560991.1|DNOV
OG0008972	LOC6611068|XP_002035625.1|DSEC	LOC115771234|XP_030572695.1|DNOV
OG0008973	LOC6605763|XP_002030578.1|DSEC	LOC115770349|XP_030571446.1|DNOV
OG0008977	LOC6617826|XP_002042136.1|DSEC	LOC115763567|XP_030562047.1|DNOV
OG0008978	LOC6619132|XP_002043372.1|DSEC	LOC115762488|XP_030560585.1|DNOV
OG0008979	LOC6617890|XP_002042198.1|DSEC	LOC115758770|XP_030555394.1|DNOV
OG0008988	LOC6606456|XP_032577594.1|DSEC	LOC115764792|XP_030563895.1|DNOV
OG0008989	LOC6616191|XP_032581801.1|DSEC	LOC115764329|XP_030563139.1|DNOV
OG0008990	LOC6605046|XP_002029888.1|DSEC	LOC115769771|XP_030570595.1|DNOV
OG0008992	LOC6606907|XP_032577850.1|DSEC	LOC115764993|XP_030564189.1|DNOV
OG0008993	LOC6605254|XP_002030092.1|DSEC	LOC115767930|XP_030568165.1|DNOV
OG0008994	LOC6611640|XP_002036176.1|DSEC	LOC115758519|XP_030555072.1|DNOV
OG0008995	LOC6618783|XP_002043034.2|DSEC	LOC115757825|XP_030554108.1|DNOV
OG0008996	LOC6619960|XP_002044172.2|DSEC	LOC115767350|XP_030567461.1|DNOV
