Orthogroup	DHYD.longest_only	DSAN.longest_only
OG0009184	LOC111597561|XP_023168128.2|DHYD	LOC120449668|XP_039488201.1|DSAN
OG0009185	LOC111600998|XP_023173160.2|DHYD	LOC120447442|XP_039484733.1|DSAN
OG0009186	LOC111605715|XP_023180168.2|DHYD	LOC120449955|XP_039488590.1|DSAN
OG0009187	LOC111602590|XP_023175520.1|DHYD	LOC120451242|XP_039490688.1|DSAN
OG0009188	LOC111605357|XP_023179604.1|DHYD	LOC120446577|XP_039483532.1|DSAN
OG0009189	LOC111604688|XP_023178624.2|DHYD	LOC120448208|XP_039486020.1|DSAN
OG0009190	LOC111596607|XP_023166656.2|DHYD	LOC120449893|XP_039488509.1|DSAN
OG0009191	LOC115483387|XP_030081000.1|DHYD, LOC111605233|XP_023179439.2|DHYD	LOC120458636|XP_039502294.1|DSAN
OG0009192	LOC111604607|XP_023178488.2|DHYD	LOC120456655|XP_039499521.1|DSAN
OG0009193	LOC111600447|XP_023172311.1|DHYD	LOC120450962|XP_039490188.1|DSAN
OG0009194	LOC111602281|XP_023175050.2|DHYD	LOC120458933|XP_039502721.1|DSAN
OG0009195	LOC111597458|XP_023167975.1|DHYD	LOC120448699|XP_039486788.1|DSAN
OG0009196	LOC111597485|XP_023168005.2|DHYD	LOC120450074|XP_039488793.1|DSAN
OG0009197	LOC111604780|XP_023178759.2|DHYD	LOC120448114|XP_039485852.1|DSAN
OG0009198	LOC111597320|XP_023167719.1|DHYD, LOC111597300|XP_023167691.1|DHYD	LOC120448850|XP_039486991.1|DSAN
OG0009199	LOC111603328|XP_023176630.2|DHYD	LOC120449106|XP_039487349.1|DSAN
OG0009200	LOC111599292|XP_023170699.2|DHYD, LOC115483364|XP_030080911.1|DHYD	LOC120445698|XP_039482193.1|DSAN
OG0009201	LOC111602336|XP_023175109.2|DHYD	LOC120445288|XP_039481524.1|DSAN
OG0009202	LOC111597666|XP_030080952.1|DHYD	LOC120444747|XP_039480608.1|DSAN
OG0009203	LOC111600904|XP_023173028.1|DHYD	LOC120443789|XP_039479055.1|DSAN
OG0009204	LOC111595534|XP_023165086.2|DHYD	LOC120445728|XP_039482231.1|DSAN
OG0009205	LOC111595430|XP_023164921.2|DHYD	LOC120445899|XP_039482487.1|DSAN
OG0009206	LOC111602594|XP_023175521.1|DHYD, LOC111602593|XP_023175519.1|DHYD, LOC111602595|XP_023175522.1|DHYD	LOC120446048|XP_039482758.1|DSAN
OG0009207	LOC111604940|XP_023178978.2|DHYD, LOC115482812|XP_030078836.1|DHYD	LOC120452250|XP_039492311.1|DSAN
OG0009209	LOC111600251|XP_030078743.1|DHYD	LOC120453990|XP_039494879.1|DSAN
OG0009211	LOC111605569|XP_023179914.2|DHYD	LOC120457778|XP_039501208.1|DSAN
OG0009214	LOC111597526|XP_023168069.2|DHYD	LOC120449951|XP_039488587.1|DSAN
OG0009220	LOC111598304|XP_030080090.1|DHYD	LOC120457246|XP_039500569.1|DSAN
OG0009222	LOC111597182|XP_023167512.2|DHYD	LOC120456526|XP_039499330.1|DSAN
OG0009224	LOC111595462|XP_023164991.2|DHYD	LOC120451957|XP_039491913.1|DSAN
OG0009225	LOC111602243|XP_023175040.1|DHYD	LOC120457349|XP_039500798.1|DSAN
OG0009226	LOC111597430|XP_023167900.1|DHYD	LOC120455437|XP_039497568.1|DSAN
OG0009228	LOC111594982|XP_023164250.2|DHYD	LOC120456205|XP_039498818.1|DSAN
OG0009229	LOC111601311|XP_023173602.2|DHYD	LOC120450778|XP_039489870.1|DSAN
OG0009231	LOC111596729|XP_023166829.2|DHYD	LOC120456982|XP_039500065.1|DSAN
OG0009236	LOC111598540|XP_023169597.1|DHYD	LOC120448444|XP_039486392.1|DSAN
OG0009238	LOC111605734|XP_023180201.2|DHYD	LOC120448927|XP_039487096.1|DSAN
OG0009239	LOC111605740|XP_023180210.2|DHYD	LOC120448384|XP_039486301.1|DSAN
OG0009241	LOC111602271|XP_023175034.1|DHYD	LOC120452831|XP_039493190.1|DSAN
OG0009242	LOC115482906|XP_030079012.1|DHYD, LOC115483225|XP_030080428.1|DHYD, LOC115483241|XP_030080447.1|DHYD	LOC120457676|XP_039501101.1|DSAN
OG0009243	LOC111605105|XP_023179217.1|DHYD	LOC120445194|XP_039481394.1|DSAN
OG0009245	LOC111601326|XP_030081627.1|DHYD	LOC120452347|XP_039492454.1|DSAN
OG0009247	LOC111595292|XP_023164718.2|DHYD	LOC120453830|XP_039494658.1|DSAN
OG0009248	LOC111598275|XP_023169223.1|DHYD	LOC120456881|XP_039499913.1|DSAN
OG0009249	LOC111602249|XP_023175012.2|DHYD	LOC120458441|XP_039502019.1|DSAN
OG0009251	LOC111593641|XP_023162287.2|DHYD	LOC120455137|XP_039496975.1|DSAN
OG0009252	LOC111601908|XP_023174524.2|DHYD	LOC120454963|XP_039496678.1|DSAN
OG0009253	LOC111603142|XP_023176385.1|DHYD	LOC120455861|XP_039498265.1|DSAN
OG0009254	LOC111598123|XP_023168949.2|DHYD	LOC120456268|XP_039498927.1|DSAN
OG0009255	LOC111596829|XP_023166967.1|DHYD	LOC120455012|XP_039496770.1|DSAN
OG0009256	LOC111596163|XP_023166023.2|DHYD	LOC120456151|XP_039498715.1|DSAN
OG0009257	LOC111593072|XP_023161419.1|DHYD	LOC120455065|XP_039496851.1|DSAN
OG0009258	LOC111598145|XP_023168984.2|DHYD	LOC120456063|XP_039498587.1|DSAN
OG0009259	LOC111605296|XP_023179518.1|DHYD	LOC120457120|XP_039500271.1|DSAN
OG0009260	LOC111598401|XP_023169393.2|DHYD	LOC120456149|XP_039498710.1|DSAN
OG0009261	LOC111593457|XP_023161986.2|DHYD	LOC120457128|XP_039500299.1|DSAN
OG0009262	LOC111593460|XP_023161988.2|DHYD	LOC120456984|XP_039500067.1|DSAN
OG0009263	LOC111600209|XP_023171997.2|DHYD	LOC120456481|XP_039499279.1|DSAN
OG0009264	LOC111595950|XP_023165688.2|DHYD	LOC120455791|XP_039498182.1|DSAN
OG0009265	LOC111595359|XP_023164804.1|DHYD	LOC120456829|XP_039499811.1|DSAN
OG0009266	LOC111592925|XP_030080339.1|DHYD	LOC120443960|XP_039479351.1|DSAN
OG0009267	LOC111596337|XP_023166284.2|DHYD	LOC120443686|XP_039478860.1|DSAN
OG0009268	LOC111592215|XP_023160055.2|DHYD	LOC120447200|XP_039484630.1|DSAN
OG0009269	LOC111595410|XP_023164894.1|DHYD	LOC120453160|XP_039493653.1|DSAN
OG0009270	LOC111600583|XP_023172538.2|DHYD	LOC120445988|XP_039482655.1|DSAN
OG0009271	LOC111598245|XP_030080084.1|DHYD	LOC120457245|XP_039500566.1|DSAN
OG0009272	LOC111605718|XP_030080809.1|DHYD	LOC120450083|XP_039488810.1|DSAN
OG0009273	LOC111601757|XP_023174268.1|DHYD	LOC120450407|XP_039489340.1|DSAN
OG0009274	LOC111597382|XP_023167808.2|DHYD	LOC120450260|XP_039489084.1|DSAN
OG0009275	LOC111598105|XP_023168924.2|DHYD	LOC120456771|XP_039499702.1|DSAN
OG0009276	LOC111600894|XP_023173002.2|DHYD	LOC120447007|XP_039484248.1|DSAN
OG0009277	LOC111601882|XP_023174492.2|DHYD	LOC120457165|XP_039500377.1|DSAN
OG0009278	LOC111601834|XP_023174431.2|DHYD	LOC120456756|XP_039499684.1|DSAN
OG0009279	LOC111597756|XP_023168379.2|DHYD	LOC120458542|XP_039502155.1|DSAN
OG0009280	LOC111601821|XP_023174410.2|DHYD	LOC120456683|XP_039499575.1|DSAN
OG0009281	LOC111604050|XP_023177675.2|DHYD	LOC120456832|XP_039499815.1|DSAN
OG0009282	LOC111602514|XP_023175365.1|DHYD	LOC120443884|XP_039479237.1|DSAN
OG0009283	LOC111594409|XP_023163454.1|DHYD	LOC120458872|XP_039502639.1|DSAN
OG0009284	LOC111592342|XP_023160239.2|DHYD	LOC120449552|XP_039488015.1|DSAN
OG0009285	LOC111594131|XP_023163058.2|DHYD	LOC120454878|XP_039496382.1|DSAN
OG0009286	LOC111600490|XP_023172385.1|DHYD	LOC120449274|XP_039487591.1|DSAN
OG0009287	LOC111601023|XP_023173198.2|DHYD	LOC120450374|XP_039489296.1|DSAN
OG0009288	LOC111597258|XP_023167630.2|DHYD	LOC120455433|XP_039497563.1|DSAN
OG0009289	LOC111595883|XP_023165578.2|DHYD	LOC120454837|XP_039496250.1|DSAN
OG0009290	LOC111605258|XP_023179464.2|DHYD	LOC120457766|XP_039501197.1|DSAN
OG0009291	LOC111595882|XP_023165576.1|DHYD	LOC120454840|XP_039496263.1|DSAN
OG0009292	LOC111595004|XP_023164271.2|DHYD	LOC120456206|XP_039498819.1|DSAN
OG0009293	LOC111594988|XP_023164256.1|DHYD	LOC120456197|XP_039498811.1|DSAN
OG0009294	LOC111594924|XP_023164189.2|DHYD	LOC120445943|XP_039482543.1|DSAN
OG0009295	LOC111596724|XP_030079424.1|DHYD	LOC120455676|XP_039498014.1|DSAN
OG0009296	LOC111602974|XP_023176131.1|DHYD	LOC120451392|XP_039490991.1|DSAN
OG0009297	LOC111602965|XP_023176112.2|DHYD	LOC120452457|XP_039492621.1|DSAN
OG0009298	LOC111604567|XP_023178436.1|DHYD	LOC120452082|XP_039492079.1|DSAN
OG0009299	LOC111602044|XP_023174723.1|DHYD	LOC120452439|XP_039492601.1|DSAN
OG0009300	LOC111602075|XP_023174770.2|DHYD	LOC120451386|XP_039490981.1|DSAN
OG0009301	LOC111602669|XP_030080822.1|DHYD	LOC120453456|XP_039494106.1|DSAN
OG0009302	LOC111602752|XP_023175772.2|DHYD	LOC120452173|XP_039492215.1|DSAN
OG0009303	LOC111599607|XP_023171063.1|DHYD	LOC120452747|XP_039493056.1|DSAN
OG0009304	LOC111596697|XP_023166783.1|DHYD	LOC120453983|XP_039494872.1|DSAN
OG0009305	LOC111598618|XP_023169720.2|DHYD	LOC120452307|XP_039492386.1|DSAN
OG0009306	LOC111604681|XP_023178617.2|DHYD	LOC120455836|XP_039498240.1|DSAN
OG0009307	LOC111600246|XP_023172053.2|DHYD	LOC120450942|XP_039490145.1|DSAN
OG0009308	LOC111599548|XP_023170980.1|DHYD	LOC120452116|XP_039492128.1|DSAN
OG0009309	LOC111603461|XP_023176817.2|DHYD	LOC120453731|XP_039494495.1|DSAN
OG0009310	LOC111601309|XP_023173598.1|DHYD	LOC120453030|XP_039493484.1|DSAN
OG0009311	LOC111604572|XP_023178442.2|DHYD	LOC120454029|XP_039494954.1|DSAN
OG0009312	LOC111598630|XP_023169739.1|DHYD	LOC120453955|XP_039494836.1|DSAN
OG0009313	LOC111602978|XP_023176136.1|DHYD	LOC120450911|XP_039490099.1|DSAN
OG0009314	LOC111604621|XP_023178516.2|DHYD	LOC120454628|XP_039496035.1|DSAN
OG0009315	LOC111593615|XP_023162251.2|DHYD	LOC120450826|XP_039489941.1|DSAN
OG0009316	LOC111603647|XP_023177094.2|DHYD	LOC120454573|XP_039495906.1|DSAN
OG0009317	LOC111599580|XP_030080796.1|DHYD	LOC120451903|XP_039491846.1|DSAN
OG0009318	LOC111600294|XP_023172116.2|DHYD	LOC120454664|XP_039496108.1|DSAN
OG0009319	LOC111603024|XP_023176222.1|DHYD	LOC120454613|XP_039496009.1|DSAN
OG0009320	LOC111595174|XP_023164522.2|DHYD	LOC120452499|XP_039492684.1|DSAN
OG0009321	LOC111595177|XP_023164525.2|DHYD	LOC120452097|XP_039492106.1|DSAN
OG0009322	LOC111599590|XP_023171036.2|DHYD, LOC115483782|XP_030081896.1|DHYD	LOC120452550|XP_039492758.1|DSAN
OG0009323	LOC111599599|XP_023171052.2|DHYD	LOC120453489|XP_039494160.1|DSAN
OG0009324	LOC111604966|XP_023179013.1|DHYD	LOC120451775|XP_039491640.1|DSAN
OG0009325	LOC111602440|XP_030081588.1|DHYD	LOC120453258|XP_039493813.1|DSAN
OG0009326	LOC111597192|XP_023167534.1|DHYD	LOC120452424|XP_039492585.1|DSAN
OG0009327	LOC111596414|XP_023166394.1|DHYD	LOC120453650|XP_039494377.1|DSAN
OG0009328	LOC111597862|XP_023168554.1|DHYD	LOC120452990|XP_039493425.1|DSAN
OG0009329	LOC111602837|XP_023175921.2|DHYD	LOC120453949|XP_039494828.1|DSAN
OG0009330	LOC111594413|XP_023163465.1|DHYD	LOC120453903|XP_039494763.1|DSAN
OG0009331	LOC111604232|XP_023177977.2|DHYD	LOC120451684|XP_039491501.1|DSAN
OG0009332	LOC111594590|XP_023163718.1|DHYD	LOC120454368|XP_039495531.1|DSAN
OG0009333	LOC111605456|XP_023179743.2|DHYD	LOC120451439|XP_039491048.1|DSAN
OG0009334	LOC111602024|XP_023174692.2|DHYD	LOC120452666|XP_039492938.1|DSAN
OG0009335	LOC111602775|XP_023175808.1|DHYD	LOC120451001|XP_039490247.1|DSAN
OG0009336	LOC111597158|XP_023167482.1|DHYD	LOC120452583|XP_039492805.1|DSAN
OG0009337	LOC111598825|XP_030079333.1|DHYD	LOC120457317|XP_039500753.1|DSAN
OG0009338	LOC111602605|XP_023175533.1|DHYD	LOC120454088|XP_039495032.1|DSAN
OG0009339	LOC111602631|XP_030081689.1|DHYD	LOC120454165|XP_039495168.1|DSAN
OG0009340	LOC111605578|XP_023179950.2|DHYD	LOC120451982|XP_039491944.1|DSAN
OG0009341	LOC111595981|XP_023165734.2|DHYD	LOC120454401|XP_039495595.1|DSAN
OG0009342	LOC111596078|XP_023165907.2|DHYD	LOC120454140|XP_039495131.1|DSAN
OG0009343	LOC111595421|XP_023164930.2|DHYD	LOC120453309|XP_039493899.1|DSAN
OG0009344	LOC111596427|XP_030078657.1|DHYD	LOC120454212|XP_039495242.1|DSAN
OG0009345	LOC111603512|XP_023176896.2|DHYD	LOC120451324|XP_039490830.1|DSAN
OG0009346	LOC111599545|XP_023170972.2|DHYD	LOC120453491|XP_039494162.1|DSAN
OG0009347	LOC111595922|XP_023165647.2|DHYD	LOC120452636|XP_039492882.1|DSAN
OG0009348	LOC111598360|XP_023169341.1|DHYD	LOC120454683|XP_039496134.1|DSAN
OG0009350	LOC111602006|XP_023174661.2|DHYD	LOC120452938|XP_039493354.1|DSAN
OG0009351	LOC111602013|XP_023174675.2|DHYD	LOC120452925|XP_039493323.1|DSAN
OG0009352	LOC111594570|XP_023163695.2|DHYD	LOC120454078|XP_039495021.1|DSAN
OG0009353	LOC111603612|XP_030080718.1|DHYD	LOC120451891|XP_039491832.1|DSAN
OG0009354	LOC111596126|XP_023165964.1|DHYD	LOC120447822|XP_039485339.1|DSAN
OG0009355	LOC111595809|XP_023165469.2|DHYD	LOC120458277|XP_039501804.1|DSAN
OG0009356	LOC111596132|XP_023165973.1|DHYD	LOC120443798|XP_039479064.1|DSAN
OG0009357	LOC111603767|XP_023177269.1|DHYD	LOC120452999|XP_039493479.1|DSAN
OG0009358	LOC111601404|XP_023173726.1|DHYD	LOC120443814|XP_039479089.1|DSAN
OG0009359	LOC111601397|XP_023173712.2|DHYD	LOC120443813|XP_039479087.1|DSAN
OG0009360	LOC111595782|XP_023165434.2|DHYD	LOC120445013|XP_039481016.1|DSAN
OG0009361	LOC111595769|XP_023165419.2|DHYD	LOC120458460|XP_039502044.1|DSAN
OG0009362	LOC111595771|XP_023165421.2|DHYD	LOC120451609|XP_039491381.1|DSAN
OG0009363	LOC111601866|XP_023174475.1|DHYD	LOC120456928|XP_039500002.1|DSAN
OG0009364	LOC111599360|XP_023170760.2|DHYD	LOC120458507|XP_039502109.1|DSAN
OG0009365	LOC111605472|XP_023179759.2|DHYD	LOC120458199|XP_039501706.1|DSAN
OG0009366	LOC111599477|XP_023170915.2|DHYD	LOC120458879|XP_039502650.1|DSAN
OG0009367	LOC111599389|XP_023170793.1|DHYD	LOC120458589|XP_039502224.1|DSAN
OG0009368	LOC111596122|XP_023165959.1|DHYD	LOC120455458|XP_039497615.1|DSAN
OG0009369	LOC111602531|XP_023175424.1|DHYD	LOC120454189|XP_039495211.1|DSAN
OG0009370	LOC111596115|XP_023165948.2|DHYD	LOC120457691|XP_039501121.1|DSAN
OG0009371	LOC111596113|XP_023165946.2|DHYD	LOC120457802|XP_039501233.1|DSAN
OG0009372	LOC111601965|XP_023174607.2|DHYD	LOC120454245|XP_039495299.1|DSAN
OG0009373	LOC111594206|XP_023163172.2|DHYD	LOC120447229|XP_039484688.1|DSAN
OG0009374	LOC111601140|XP_023173376.2|DHYD	LOC120445528|XP_039481924.1|DSAN
OG0009376	LOC111604009|XP_023177634.1|DHYD	LOC120444112|XP_039479576.1|DSAN
OG0009377	LOC111594088|XP_023163003.2|DHYD	LOC120443901|XP_039479264.1|DSAN
OG0009378	LOC111603897|XP_023177483.2|DHYD	LOC120458560|XP_039502179.1|DSAN
OG0009379	LOC111602286|XP_023175055.2|DHYD, LOC111602315|XP_023175086.2|DHYD	LOC120458292|XP_039501828.1|DSAN
OG0009380	LOC111597789|XP_023168432.1|DHYD	LOC120458515|XP_039502121.1|DSAN
OG0009381	LOC111596310|XP_023166239.2|DHYD	LOC120458686|XP_039502357.1|DSAN
OG0009382	LOC111593160|XP_030079165.1|DHYD	LOC120443831|XP_039479116.1|DSAN
OG0009383	LOC111602357|XP_023175134.2|DHYD	LOC120443732|XP_039478921.1|DSAN
OG0009384	LOC111600382|XP_030081052.1|DHYD	LOC120446098|XP_039482871.1|DSAN
OG0009385	LOC111600432|XP_023172293.2|DHYD	LOC120452865|XP_039493246.1|DSAN
OG0009386	LOC111600408|XP_023172257.1|DHYD	LOC120444159|XP_039479672.1|DSAN
OG0009387	LOC111592418|XP_023160362.2|DHYD	LOC120445209|XP_039481392.1|DSAN
OG0009388	LOC111592410|XP_023160353.2|DHYD	LOC120446255|XP_039483061.1|DSAN
OG0009389	LOC111603816|XP_023177342.2|DHYD	LOC120445840|XP_039482401.1|DSAN
OG0009390	LOC111602092|XP_023174794.2|DHYD	LOC120444441|XP_039480034.1|DSAN
OG0009391	LOC111596062|XP_023165879.2|DHYD	LOC120458295|XP_039501829.1|DSAN
OG0009392	LOC111593978|XP_023162839.2|DHYD	LOC120458485|XP_039502080.1|DSAN
OG0009393	LOC111600137|XP_030081249.1|DHYD	LOC120451948|XP_039491903.1|DSAN
OG0009394	LOC111600587|XP_023172545.1|DHYD	LOC120445164|XP_039481274.1|DSAN
OG0009395	LOC111600156|XP_030080938.1|DHYD	LOC120446132|XP_039482891.1|DSAN
OG0009396	LOC111604615|XP_023178497.2|DHYD	LOC120457795|XP_039501226.1|DSAN
OG0009397	LOC111604149|XP_023177841.2|DHYD	LOC120445072|XP_039481133.1|DSAN
OG0009398	LOC111593822|XP_023162621.1|DHYD	LOC120445466|XP_039481845.1|DSAN
OG0009399	LOC111599956|XP_030079784.1|DHYD	LOC120457811|XP_039501242.1|DSAN
OG0009400	LOC111597698|XP_023168301.1|DHYD	LOC120458475|XP_039502068.1|DSAN
OG0009401	LOC111592617|XP_023160720.1|DHYD	LOC120458920|XP_039502702.1|DSAN
OG0009402	LOC111603434|XP_023176787.1|DHYD	LOC120451919|XP_039491865.1|DSAN
OG0009403	LOC111600721|XP_023172762.1|DHYD	LOC120446381|XP_039483248.1|DSAN
OG0009404	LOC111599937|XP_023171554.2|DHYD	LOC120458940|XP_039502729.1|DSAN
OG0009405	LOC111597732|XP_023168345.2|DHYD	LOC120444567|XP_039480262.1|DSAN
OG0009406	LOC111605256|XP_023179461.2|DHYD	LOC120457693|XP_039501126.1|DSAN
OG0009407	LOC111599923|XP_023171533.1|DHYD	LOC120449305|XP_039487634.1|DSAN
OG0009408	LOC111605382|XP_023179639.2|DHYD	LOC120447016|XP_039484268.1|DSAN
OG0009409	LOC111597896|XP_030081374.1|DHYD	LOC120444838|XP_039480729.1|DSAN
OG0009410	LOC111605255|XP_023179460.2|DHYD	LOC120457801|XP_039501231.1|DSAN
OG0009411	LOC111605150|XP_023179304.2|DHYD	LOC120445558|XP_039481966.1|DSAN
OG0009412	LOC111600719|XP_023172744.1|DHYD	LOC120445206|XP_039481378.1|DSAN
OG0009413	LOC111593915|XP_023162756.2|DHYD	LOC120458488|XP_039502082.1|DSAN
OG0009414	LOC111593888|XP_023162723.2|DHYD	LOC120453034|XP_039493491.1|DSAN
OG0009415	LOC111593956|XP_023162815.2|DHYD	LOC120458798|XP_039502525.1|DSAN
OG0009416	LOC111600705|XP_023172730.2|DHYD	LOC120444542|XP_039480225.1|DSAN
OG0009417	LOC111600752|XP_023172798.1|DHYD	LOC120444544|XP_039480226.1|DSAN
OG0009419	LOC111600685|XP_023172707.2|DHYD	LOC120444546|XP_039480229.1|DSAN
OG0009420	LOC111600683|XP_023172705.1|DHYD	LOC120444547|XP_039480231.1|DSAN
OG0009421	LOC111595435|XP_023164927.2|DHYD	LOC120446341|XP_039483195.1|DSAN
OG0009422	LOC111592226|XP_023160073.2|DHYD	LOC120444635|XP_039480377.1|DSAN
OG0009423	LOC111592920|XP_023161144.1|DHYD	LOC120444340|XP_039479842.1|DSAN
OG0009424	LOC111592943|XP_023161182.1|DHYD	LOC120444273|XP_039479721.1|DSAN
OG0009425	LOC111604345|XP_023178177.2|DHYD	LOC120443779|XP_039479044.1|DSAN
OG0009426	LOC111595529|XP_023165079.2|DHYD	LOC120445217|XP_039481406.1|DSAN
OG0009427	LOC111604257|XP_023178020.2|DHYD	LOC120446958|XP_039484148.1|DSAN
OG0009428	LOC111594794|XP_023164032.2|DHYD	LOC120446800|XP_039483891.1|DSAN
OG0009429	LOC111595432|XP_023164923.1|DHYD	LOC120445163|XP_039481273.1|DSAN
OG0009430	LOC111592158|XP_023159978.2|DHYD	LOC120445750|XP_039482262.1|DSAN
OG0009431	LOC111600073|XP_023171778.2|DHYD	LOC120445213|XP_039481401.1|DSAN
OG0009432	LOC111599720|XP_023171231.2|DHYD	LOC120446092|XP_039482819.1|DSAN
OG0009433	LOC111595262|XP_023164676.1|DHYD	LOC120446298|XP_039483140.1|DSAN
OG0009434	LOC111595242|XP_023164648.1|DHYD	LOC120444262|XP_039479705.1|DSAN
OG0009435	LOC111595248|XP_023164658.1|DHYD	LOC120444261|XP_039479703.1|DSAN
OG0009437	LOC111592169|XP_023159991.1|DHYD	LOC120448296|XP_039486171.1|DSAN
OG0009438	LOC111594152|XP_023163098.2|DHYD	LOC120453527|XP_039494216.1|DSAN
OG0009439	LOC111594165|XP_023163117.1|DHYD	LOC120455601|XP_039497914.1|DSAN
OG0009440	LOC111600111|XP_023171841.2|DHYD	LOC120445515|XP_039481906.1|DSAN
OG0009441	LOC111598853|XP_030079335.1|DHYD	LOC120457318|XP_039500756.1|DSAN
OG0009442	LOC111601956|XP_023174588.2|DHYD	LOC120455543|XP_039497814.1|DSAN
OG0009443	LOC111603821|XP_023177350.1|DHYD	LOC120445638|XP_039482114.1|DSAN
OG0009444	LOC111598283|XP_023169233.2|DHYD	LOC120455708|XP_039498052.1|DSAN
OG0009445	LOC111595373|XP_023164835.1|DHYD	LOC120455929|XP_039498389.1|DSAN
OG0009446	LOC111592992|XP_030078910.1|DHYD	LOC120457393|XP_039500896.1|DSAN
OG0009447	LOC111605033|XP_023179136.1|DHYD	LOC120455690|XP_039498032.1|DSAN
OG0009448	LOC111598279|XP_023169225.1|DHYD	LOC120456924|XP_039499997.1|DSAN
OG0009449	LOC111594048|XP_023162931.1|DHYD	LOC120455318|XP_039497324.1|DSAN
OG0009450	LOC111601615|XP_023174049.2|DHYD	LOC120456534|XP_039499344.1|DSAN
OG0009451	LOC111596317|XP_023166251.1|DHYD	LOC120454871|XP_039496366.1|DSAN
OG0009452	LOC111598444|XP_023169453.1|DHYD	LOC120456626|XP_039499482.1|DSAN
OG0009453	LOC111595905|XP_023165616.2|DHYD	LOC120454694|XP_039496161.1|DSAN
OG0009454	LOC111592335|XP_023160230.1|DHYD	LOC120448722|XP_039486826.1|DSAN
OG0009455	LOC111602040|XP_023174714.1|DHYD	LOC120455050|XP_039496837.1|DSAN
OG0009456	LOC111604335|XP_023178202.2|DHYD	LOC120456898|XP_039499934.1|DSAN
OG0009457	LOC111593952|XP_023162846.1|DHYD	LOC120456907|XP_039499969.1|DSAN
OG0009458	LOC111598103|XP_023168923.2|DHYD	LOC120455595|XP_039497903.1|DSAN
OG0009459	LOC111600486|XP_023172380.1|DHYD	LOC120449714|XP_039488267.1|DSAN
OG0009460	LOC111604488|XP_023178345.1|DHYD	LOC120450004|XP_039488650.1|DSAN
OG0009461	LOC111604500|XP_030081177.1|DHYD	LOC120450155|XP_039488929.1|DSAN
OG0009462	LOC111592443|XP_023160395.2|DHYD	LOC120449361|XP_039487709.1|DSAN
OG0009463	LOC111605630|XP_023180051.2|DHYD	LOC120450502|XP_039489487.1|DSAN
OG0009464	LOC111605181|XP_023179346.1|DHYD	LOC120449673|XP_039488206.1|DSAN
OG0009465	LOC111598486|XP_030081462.1|DHYD	LOC120449613|XP_039488122.1|DSAN
OG0009466	LOC111595092|XP_023164419.1|DHYD	LOC120448072|XP_039485778.1|DSAN
OG0009467	LOC111591924|XP_023159618.1|DHYD	LOC120448737|XP_039486850.1|DSAN
OG0009468	LOC111602928|XP_023176045.2|DHYD	LOC120449156|XP_039487430.1|DSAN
OG0009469	LOC111596935|XP_023167152.1|DHYD	LOC120449384|XP_039487756.1|DSAN
OG0009470	LOC111592312|XP_023160189.1|DHYD	LOC120448617|XP_039486664.1|DSAN
OG0009471	LOC115483011|XP_030079561.1|DHYD, LOC111600381|XP_023172225.2|DHYD	LOC120444533|XP_039480218.1|DSAN
OG0009472	LOC111597784|XP_023168423.2|DHYD	LOC120447836|XP_039485374.1|DSAN
OG0009473	LOC111601703|XP_023174187.1|DHYD	LOC120449346|XP_039487690.1|DSAN
OG0009474	LOC111598794|XP_023169978.2|DHYD	LOC120449725|XP_039488287.1|DSAN
OG0009475	LOC111592761|XP_023160929.2|DHYD	LOC120448890|XP_039487041.1|DSAN
OG0009476	LOC111594869|XP_023164117.1|DHYD, LOC115483476|XP_030081465.1|DHYD	LOC120448609|XP_039486653.1|DSAN
OG0009477	LOC111604717|XP_023178658.2|DHYD	LOC120448639|XP_039486696.1|DSAN
OG0009478	LOC111604712|XP_023178652.1|DHYD	LOC120449691|XP_039488240.1|DSAN
OG0009479	LOC111593364|XP_023161848.1|DHYD	LOC120454085|XP_039495033.1|DSAN
OG0009480	LOC115483761|XP_030081866.1|DHYD, LOC111603057|XP_023176282.2|DHYD	LOC120449536|XP_039487991.1|DSAN
OG0009481	LOC111599457|XP_023170898.2|DHYD	LOC120448414|XP_039486347.1|DSAN
OG0009482	LOC111592252|XP_023160098.2|DHYD	LOC120449440|XP_039487845.1|DSAN
OG0009483	LOC111592294|XP_023160165.2|DHYD	LOC120449442|XP_039487849.1|DSAN
OG0009484	LOC111603444|XP_023176799.1|DHYD	LOC120453735|XP_039494499.1|DSAN
OG0009485	LOC111605636|XP_023180061.1|DHYD	LOC120447450|XP_039484743.1|DSAN
OG0009486	LOC111594839|XP_023164071.1|DHYD	LOC120447451|XP_039484744.1|DSAN
OG0009487	LOC111600988|XP_023173148.1|DHYD, LOC115483753|XP_030081861.1|DHYD	LOC120448922|XP_039487086.1|DSAN
OG0009488	LOC111604316|XP_023178137.2|DHYD	LOC120448706|XP_039486799.1|DSAN
OG0009489	LOC111597270|XP_023167652.2|DHYD	LOC120449467|XP_039487872.1|DSAN
OG0009490	LOC111595399|XP_023164874.2|DHYD	LOC120445241|XP_039481442.1|DSAN
OG0009491	LOC111605739|XP_023180208.1|DHYD	LOC120449883|XP_039488494.1|DSAN
OG0009492	LOC111597528|XP_023168072.1|DHYD	LOC120448658|XP_039486725.1|DSAN
OG0009493	LOC111597614|XP_023168181.2|DHYD	LOC120448827|XP_039486958.1|DSAN
