Orthogroup	DHYD.longest_only	DMEL.longest_only
OG0009769	LOC111597776|XP_023168403.1|DHYD	CG13315|NP_652443.1|DMEL
OG0009770	LOC111593222|XP_023161641.2|DHYD	CG14837|NP_648136.2|DMEL
OG0009771	LOC111601720|XP_023174213.2|DHYD	CG13877|NP_612014.2|DMEL
OG0009772	LOC111601027|XP_023173204.2|DHYD	ru|NP_524790.1|DMEL
OG0009773	LOC111605657|XP_023180088.1|DHYD	PGRP-SB1|NP_648917.1|DMEL
OG0009774	LOC111605179|XP_023179343.2|DHYD	CG13724|NP_648966.1|DMEL
OG0009775	LOC111595090|XP_023164418.2|DHYD	CG7492|NP_648146.1|DMEL
OG0009776	LOC111598734|XP_023169895.1|DHYD	CG6685|NP_648376.1|DMEL
OG0009777	LOC111597506|XP_023168039.1|DHYD	dpr10|NP_729591.1|DMEL
OG0009778	LOC111602905|XP_023176014.1|DHYD	CG1143|NP_647735.1|DMEL
OG0009779	LOC111592428|XP_023160379.1|DHYD	CG10479|NP_001261458.1|DMEL
OG0009780	LOC111592427|XP_023160378.2|DHYD	PVRAP|NP_729124.1|DMEL
OG0009781	LOC111592301|XP_023160176.1|DHYD	CG13300|NP_648043.1|DMEL
OG0009782	LOC111596330|XP_023166263.2|DHYD	CG14958|NP_647782.1|DMEL
OG0009783	LOC111598692|XP_023169825.1|DHYD	CG42554|NP_001163314.1|DMEL
OG0009784	LOC111597785|XP_023168426.1|DHYD	CG16762|NP_647722.1|DMEL
OG0009785	LOC111601718|XP_023174207.2|DHYD	CG12971|NP_001262154.1|DMEL
OG0009786	LOC111595144|XP_023164485.1|DHYD	Hsp67Bc|NP_523994.1|DMEL
OG0009787	LOC111595143|XP_023164484.1|DHYD	CG4461|NP_648304.1|DMEL
OG0009788	LOC111596141|XP_023165992.2|DHYD	CG5707|NP_001246563.1|DMEL
OG0009789	LOC111601708|XP_023174195.1|DHYD	CG14963|NP_647778.1|DMEL
OG0009790	LOC111601257|XP_023173530.1|DHYD	CG34204|NP_001097401.1|DMEL
OG0009791	LOC111605183|XP_023179348.2|DHYD	CG13305|NP_001137913.1|DMEL
OG0009792	LOC111601726|XP_023174217.1|DHYD	CG6683|NP_648232.1|DMEL
OG0009793	LOC111601050|XP_023173234.2|DHYD	mthl9|NP_612029.1|DMEL
OG0009794	LOC111604819|XP_023178809.1|DHYD	CG31437|NP_733105.1|DMEL
OG0009795	LOC111603198|XP_023176454.2|DHYD	CG7101|NP_573329.2|DMEL
OG0009796	LOC111597572|XP_023168139.1|DHYD	CG14147|NP_648422.1|DMEL
OG0009797	LOC111601696|XP_023174180.1|DHYD	CG7409|NP_648155.1|DMEL
OG0009798	LOC111601673|XP_023174136.2|DHYD	CG13685|NP_001303397.1|DMEL
OG0009799	LOC111592959|XP_023161217.1|DHYD	CG3288|NP_649264.1|DMEL
OG0009800	LOC111591865|XP_023159515.2|DHYD	CG7173|NP_649330.1|DMEL
OG0009801	LOC111601587|XP_023174010.2|DHYD	ImpE2|NP_476580.1|DMEL
OG0009802	LOC111601562|XP_023173975.2|DHYD	CG10359|NP_001137882.1|DMEL
OG0009803	LOC111604678|XP_023178608.2|DHYD	retinin|NP_524995.2|DMEL
OG0009804	LOC111604716|XP_023178657.1|DHYD	CG4982|NP_648866.1|DMEL
OG0009805	LOC111604677|XP_023178607.1|DHYD	CG4962|NP_648865.1|DMEL
OG0009806	LOC115483024|XP_030079623.1|DHYD	CG13046|NP_648863.2|DMEL
OG0009807	LOC111604710|XP_023178651.1|DHYD	CG13054|NP_648852.1|DMEL
OG0009808	LOC111601704|XP_030081600.1|DHYD	CG42525|NP_001163335.1|DMEL
OG0009809	LOC111603709|XP_023177178.1|DHYD	Acbp6|NP_648082.1|DMEL
OG0009810	LOC111603047|XP_023176259.2|DHYD	Cpr78Cb|NP_001262144.1|DMEL
OG0009811	LOC111594377|XP_023163409.2|DHYD	Cpr78Ca|NP_649298.2|DMEL
OG0009812	LOC111601031|XP_023173209.2|DHYD	CG10063|NP_648068.1|DMEL
OG0009813	LOC111605100|XP_023179210.2|DHYD	CG9279|NP_649124.1|DMEL
OG0009814	LOC111601743|XP_023174251.2|DHYD	CG4669|NP_647956.2|DMEL
OG0009815	LOC111592281|XP_023160150.2|DHYD	CG14075|NP_649080.1|DMEL
OG0009816	LOC111600944|XP_023173082.2|DHYD	Fbp1|NP_524065.1|DMEL
OG0009817	LOC111600945|XP_023173083.2|DHYD	CG8100|NP_648693.2|DMEL
OG0009818	LOC111604546|XP_023178413.2|DHYD	CG14107|NP_648637.2|DMEL
OG0009819	LOC111604522|XP_023178386.1|DHYD	ImpL1|NP_729885.1|DMEL
OG0009820	LOC111604547|XP_023178414.2|DHYD	CG14110|NP_648638.1|DMEL
OG0009821	LOC111605707|XP_023180160.2|DHYD	kni|NP_001287130.1|DMEL
OG0009822	LOC111599228|XP_023170594.1|DHYD	hid|NP_524136.2|DMEL
OG0009823	LOC111601555|XP_023173965.1|DHYD	mtrm|NP_648223.1|DMEL
OG0009824	LOC111593139|XP_023161508.1|DHYD	CG7607|NP_648449.1|DMEL
OG0009825	LOC111599821|XP_023171377.2|DHYD	CG14109|NP_648649.1|DMEL
OG0009826	LOC111597613|XP_023168179.2|DHYD	CG11438|NP_649392.1|DMEL
OG0009827	LOC111597612|XP_023168178.2|DHYD	laza|NP_649391.1|DMEL
OG0009828	LOC111592783|XP_023160954.2|DHYD	CG6163|NP_648460.1|DMEL
OG0009829	LOC111595347|XP_023164789.2|DHYD	CG17032|NP_648817.1|DMEL
OG0009830	LOC111600990|XP_023173150.1|DHYD	CG14568|NP_649355.1|DMEL
OG0009831	LOC111600989|XP_023173149.2|DHYD	CG14572|NP_649359.1|DMEL
OG0009832	LOC111600948|XP_023173087.2|DHYD	CG14565|NP_649360.1|DMEL
OG0009833	LOC111597338|XP_023167751.1|DHYD	CG34452|NP_001097611.2|DMEL
OG0009834	LOC111600592|XP_023172552.1|DHYD	BEAF-32|NP_523747.1|DMEL
OG0009836	LOC111597188|XP_023167526.2|DHYD	CG14282|NP_650788.1|DMEL
OG0009837	LOC111602468|XP_023175301.1|DHYD	CG4009|NP_650588.2|DMEL
OG0009838	LOC111594202|XP_023163167.1|DHYD	CG15152|NP_609865.1|DMEL
OG0009839	LOC111604182|XP_023177898.2|DHYD	CG43341|NP_001246190.1|DMEL
OG0009840	LOC111594778|XP_023163999.2|DHYD	CG18094|NP_001260584.1|DMEL
OG0009841	LOC111602257|XP_023175019.2|DHYD	Vm26Ab|NP_476784.1|DMEL
OG0009842	LOC111599831|XP_023171392.1|DHYD	CG13474|NP_648714.1|DMEL
OG0009843	LOC111598462|XP_023169486.1|DHYD	CG32270|NP_728837.1|DMEL
OG0009844	LOC111603332|XP_023176636.2|DHYD	stwl|NP_524068.2|DMEL
OG0009845	LOC111602597|XP_023175524.2|DHYD	Cyp317a1|NP_611004.1|DMEL
OG0009846	LOC111598957|XP_023170210.1|DHYD	CG42585|NP_001162977.1|DMEL, CG31835|NP_723881.1|DMEL
OG0009847	LOC111605616|XP_030079870.1|DHYD	CG15773|NP_572251.1|DMEL
OG0009848	LOC111597301|XP_023167692.1|DHYD	CG17764|NP_572211.1|DMEL
OG0009849	LOC111596400|XP_023166373.2|DHYD	Elal|NP_524491.1|DMEL
OG0009850	LOC111593647|XP_023162295.2|DHYD	CG12061|NP_001104467.2|DMEL
OG0009851	LOC111602069|XP_023174759.1|DHYD	CG2898|NP_572623.1|DMEL
OG0009852	LOC111601593|XP_023174021.2|DHYD, LOC111598428|XP_030079323.1|DHYD	CG10752|NP_648614.1|DMEL
OG0009853	LOC111605051|XP_023179156.2|DHYD	CG11068|NP_572936.1|DMEL
OG0009855	LOC111600416|XP_023172264.2|DHYD	CG12438|NP_609249.1|DMEL
OG0009857	LOC111594780|XP_023164002.2|DHYD	CG13083|NP_995727.1|DMEL
OG0009858	LOC111594750|XP_023163966.2|DHYD	ppk11|NP_001334672.1|DMEL
OG0009859	LOC111592581|XP_023160659.1|DHYD	OS9|NP_652666.2|DMEL
OG0009860	LOC111603523|XP_023176922.2|DHYD	CG7309|NP_609468.4|DMEL
OG0009861	LOC111595826|XP_023165500.2|DHYD	CG33128|NP_787961.1|DMEL
OG0009862	LOC111599473|XP_030080395.1|DHYD	CG4983|NP_609513.1|DMEL
OG0009863	LOC111602466|XP_023175296.2|DHYD	CG17078|NP_608512.2|DMEL
OG0009864	LOC111596096|XP_023165925.1|DHYD	CG33322|NP_995734.1|DMEL
OG0009865	LOC111596094|XP_030080402.1|DHYD	Elba3|NP_608850.1|DMEL
OG0009866	LOC115483181|XP_030080199.1|DHYD, LOC111599822|XP_023171378.1|DHYD, LOC115483340|XP_030080681.1|DHYD	CG43127|NP_001097575.2|DMEL
OG0009867	LOC111599636|XP_023171084.1|DHYD	CG13712|NP_647926.1|DMEL
OG0009868	LOC111604460|XP_023178308.2|DHYD	CG32221|NP_730456.2|DMEL
OG0009870	LOC111599270|XP_023170637.2|DHYD	Cyp312a1|NP_649030.1|DMEL
OG0009871	LOC111605136|XP_023179293.2|DHYD	CG17575|NP_001188917.1|DMEL
OG0009872	LOC111597094|XP_023167403.1|DHYD	CG4286|NP_611560.1|DMEL
OG0009873	LOC111593757|XP_023162534.1|DHYD	pgc|NP_001097411.1|DMEL
OG0009874	LOC111600973|XP_023173124.2|DHYD	CG5506|NP_649021.1|DMEL
OG0009875	LOC111597543|XP_030079672.1|DHYD	CG11425|NP_649395.1|DMEL
OG0009876	LOC111600775|XP_023172823.2|DHYD	CG33626|NP_001027405.2|DMEL
OG0009877	LOC111604151|XP_023177843.2|DHYD	Tsen15|NP_724774.1|DMEL
OG0009878	LOC111605374|XP_023179625.1|DHYD	CG30056|NP_725186.1|DMEL
OG0009879	LOC111595637|XP_023165219.1|DHYD	CG10931|NP_611261.1|DMEL
OG0009880	LOC111605244|XP_023179448.1|DHYD	CG30278|NP_726180.1|DMEL
OG0009881	LOC111595751|XP_023165380.1|DHYD	CG17048|NP_610866.1|DMEL
OG0009882	LOC111603808|XP_023177328.1|DHYD	CG10332|NP_611809.2|DMEL
OG0009883	LOC111595496|XP_023165034.2|DHYD	CG13423|NP_611485.1|DMEL
OG0009884	LOC111595527|XP_023165076.2|DHYD	CG13428|NP_611487.1|DMEL
OG0009885	LOC111592111|XP_023159909.1|DHYD	CG1690|NP_610515.1|DMEL
OG0009886	LOC111592106|XP_023159903.1|DHYD	ste24c|NP_001261038.1|DMEL
OG0009887	LOC111597027|XP_023167304.2|DHYD	CG8586|NP_610402.1|DMEL
OG0009888	LOC111594578|XP_023163707.1|DHYD	CG15124|NP_611435.1|DMEL
OG0009889	LOC111593373|XP_023161861.1|DHYD	Gpdh2|NP_611760.2|DMEL
OG0009890	LOC111593526|XP_023162091.1|DHYD	CG5089|NP_611142.3|DMEL
OG0009891	LOC111594188|XP_023163145.1|DHYD	CG14644|NP_649445.3|DMEL
OG0009892	LOC111595428|XP_023164919.2|DHYD	CG8260|NP_573069.1|DMEL
OG0009893	LOC111595539|XP_023165091.1|DHYD	Drep3|NP_610723.2|DMEL
OG0009895	LOC111603395|XP_023176729.2|DHYD	RacGAP84C|NP_476704.1|DMEL
OG0009896	LOC111604817|XP_023178805.2|DHYD, LOC111604818|XP_023178807.2|DHYD	CHKov2|NP_651387.1|DMEL
OG0009897	LOC111604941|XP_023178979.2|DHYD	CG5399|NP_650481.1|DMEL
OG0009898	LOC111598542|XP_023169600.2|DHYD	CG3987|NP_650421.3|DMEL
OG0009899	LOC111601489|XP_023173844.1|DHYD	soti|NP_650358.1|DMEL
OG0009900	LOC111594592|XP_023163721.1|DHYD	Ravus|NP_731779.1|DMEL
OG0009901	LOC111600287|XP_023172107.1|DHYD, LOC115482804|XP_030078773.1|DHYD, LOC111600286|XP_030078637.1|DHYD	Hex-t1|NP_788744.1|DMEL
OG0009902	LOC111601313|XP_023173605.2|DHYD	CG14691|NP_650012.2|DMEL
OG0009903	LOC111603602|XP_023177032.1|DHYD	e_y_2b|NP_652310.1|DMEL
OG0009904	LOC111601988|XP_023174643.2|DHYD	CG14857|NP_650392.1|DMEL
OG0009905	LOC111605571|XP_023179921.1|DHYD	Rbp4|NP_476935.1|DMEL
OG0009906	LOC111605580|XP_023179952.2|DHYD	CG9759|NP_650296.1|DMEL
OG0009907	LOC111600670|XP_023172686.2|DHYD	CG31199|NP_732546.1|DMEL
OG0009909	LOC111598228|XP_023169156.2|DHYD	CG6059|NP_651541.2|DMEL
OG0009910	LOC111597399|XP_030080741.1|DHYD	CG18749|NP_001287228.1|DMEL, CG15864|NP_652183.2|DMEL
OG0009911	LOC111593663|XP_023162323.2|DHYD	CG34210|NP_001097430.1|DMEL
OG0009912	LOC111592572|XP_023160647.2|DHYD, LOC111592573|XP_023160652.2|DHYD	CG10481|NP_995731.1|DMEL
OG0009913	LOC111597210|XP_023167546.2|DHYD	CG18558|NP_608720.2|DMEL
OG0009916	LOC115483396|XP_030081044.1|DHYD, LOC115483002|XP_030079517.1|DHYD, LOC115483395|XP_030081035.1|DHYD	NimC1|NP_001260453.1|DMEL
OG0009922	LOC111604443|XP_023178281.1|DHYD	CG14104|NP_652408.2|DMEL
OG0009925	LOC111604205|XP_023177930.1|DHYD	CG14710|NP_650092.4|DMEL
OG0009931	LOC111594236|XP_023163216.1|DHYD	CG30284|NP_726097.1|DMEL
OG0009932	LOC111594028|XP_023162909.2|DHYD	CG12923|NP_610532.1|DMEL
OG0009933	LOC111605394|XP_023179661.2|DHYD	COX6AL|NP_725504.1|DMEL
OG0009934	LOC111593100|XP_030081851.1|DHYD	CG46320|NP_001334709.1|DMEL
OG0009940	LOC111596675|XP_023166747.2|DHYD	CG4730|NP_651413.1|DMEL
OG0009941	LOC111599205|XP_023170569.1|DHYD	tomb|NP_608936.1|DMEL
OG0009942	LOC111594045|XP_023162927.2|DHYD	CG12744|NP_610530.1|DMEL
OG0009943	LOC111592607|XP_023160705.2|DHYD	CG12253|NP_652056.2|DMEL
OG0009944	LOC111605152|XP_030079442.1|DHYD	CG11382|NP_569895.1|DMEL
OG0009945	LOC111602812|XP_023175878.2|DHYD	CG2202|NP_572657.2|DMEL
OG0009946	LOC111604644|XP_023178558.1|DHYD	CG34307|NP_001097753.2|DMEL
OG0009947	LOC111594842|XP_023164076.2|DHYD	CG10486|NP_647998.2|DMEL
OG0009948	LOC111601916|XP_023174531.1|DHYD	CG3699|NP_569875.2|DMEL
OG0009949	LOC111604892|XP_030078772.1|DHYD	dpr16|NP_001287169.1|DMEL
OG0009950	LOC111592032|XP_023159794.2|DHYD	CG18765|NP_001097750.1|DMEL
OG0009951	LOC111596701|XP_023166788.1|DHYD	Xport-B|NP_001163658.1|DMEL
OG0009952	LOC111595947|XP_023165686.1|DHYD	CG18598|NP_650698.1|DMEL
OG0009953	LOC111596684|XP_023166756.1|DHYD	CG5039|NP_651414.1|DMEL
OG0009954	LOC111592016|XP_023159775.2|DHYD	CG3281|NP_650132.1|DMEL
OG0009955	LOC111593936|XP_023162783.1|DHYD	CG30466|NP_001286463.1|DMEL
OG0009956	LOC111593640|XP_030079439.1|DHYD	CG42449|NP_572244.1|DMEL
OG0009957	LOC111594465|XP_023163533.1|DHYD	ZIPIC|NP_651765.1|DMEL
OG0009958	LOC111603270|XP_023176550.1|DHYD	CG14259|NP_651532.1|DMEL
OG0009960	LOC111602658|XP_023175598.2|DHYD	Nepl11|NP_649449.1|DMEL
OG0009961	LOC111602633|XP_023175563.2|DHYD	CG14642|NP_730791.1|DMEL
OG0009962	LOC111605501|XP_023179818.1|DHYD	Lip3|NP_477331.1|DMEL
OG0009963	LOC111603626|XP_023177062.1|DHYD	CG43342|NP_001247238.1|DMEL
OG0009964	LOC111601422|XP_023173765.2|DHYD	CG10300|NP_651174.2|DMEL
OG0009965	LOC111592487|XP_023160475.2|DHYD	CG31371|NP_733375.2|DMEL
OG0009966	LOC111595198|XP_023164563.2|DHYD	Dif|NP_001162998.1|DMEL
OG0009967	LOC111595767|XP_023165417.2|DHYD	CG10650|NP_609929.2|DMEL
OG0009969	LOC111592894|XP_023161102.1|DHYD	CG31808|NP_001188822.1|DMEL
OG0009970	LOC111605518|XP_023179844.1|DHYD	CG10570|NP_652585.1|DMEL
OG0009971	LOC111603521|XP_023176917.2|DHYD	CG31805|NP_001246052.1|DMEL
OG0009972	LOC111594668|XP_023163843.2|DHYD	l_2_SH0834|NP_609376.1|DMEL
OG0009974	LOC111600436|XP_023172297.2|DHYD	Gr39b|NP_724336.1|DMEL
OG0009975	LOC111602216|XP_023174960.2|DHYD	GluRIIA|NP_523484.2|DMEL
OG0009976	LOC111592623|XP_023160726.1|DHYD	CG13766|NP_609050.1|DMEL
OG0009977	LOC111604006|XP_023177631.2|DHYD	Spn31A|NP_609341.1|DMEL
OG0009978	LOC111603974|XP_023177588.1|DHYD	CG13133|NP_609343.1|DMEL
OG0009979	LOC111603915|XP_023177507.1|DHYD	CG16820|NP_609627.1|DMEL
OG0009980	LOC111593841|XP_023162654.2|DHYD	CG30161|NP_611953.2|DMEL
OG0009981	LOC111600659|XP_023172653.2|DHYD	CG34005|NP_001033957.2|DMEL
OG0009982	LOC111600763|XP_023172809.2|DHYD	Muc55B|NP_611285.2|DMEL
OG0009983	LOC111593758|XP_023162536.1|DHYD	CG34208|NP_001097413.1|DMEL
OG0009984	LOC111593189|XP_023161574.2|DHYD	CG13151|NP_610793.1|DMEL
OG0009985	LOC111592409|XP_023160356.1|DHYD	CG34222|NP_001097257.1|DMEL
OG0009986	LOC111593885|XP_023162719.1|DHYD	Tsp42Er|NP_523644.1|DMEL
OG0009987	LOC111600742|XP_023172788.2|DHYD	CG13516|NP_001286741.1|DMEL
OG0009988	LOC111600743|XP_023172790.1|DHYD	CG30269|NP_611704.2|DMEL
OG0009989	LOC111593313|XP_023161781.2|DHYD	CG15674|NP_611593.1|DMEL
OG0009990	LOC111595541|XP_023165094.1|DHYD	CG16739|NP_611477.1|DMEL
OG0009991	LOC111601223|XP_030081968.1|DHYD	CG30076|NP_725400.2|DMEL
OG0009992	LOC111598164|XP_023169021.1|DHYD	CG9101|NP_573011.1|DMEL
OG0009993	LOC111592718|XP_030079341.1|DHYD	disco-r|NP_727938.1|DMEL
OG0009994	LOC111604910|XP_023178924.1|DHYD	CG15579|NP_652515.1|DMEL
OG0009995	LOC111598862|XP_023170076.2|DHYD	CG11356|NP_572786.2|DMEL
OG0009996	LOC111605609|XP_023179992.1|DHYD	CG2147|NP_572465.1|DMEL
OG0009997	LOC111596041|XP_023165845.1|DHYD	CG12057|NP_572534.1|DMEL
OG0009998	LOC111591895|XP_030079558.1|DHYD	Cyp28c1|NP_572752.1|DMEL
OG0009999	LOC111593992|XP_030079405.1|DHYD	CG12155|NP_572403.1|DMEL
OG0010000	LOC111603126|XP_023176368.1|DHYD	CG10962|NP_788887.1|DMEL
OG0010001	LOC111598859|XP_023170069.2|DHYD	Cyp318a1|NP_727590.1|DMEL
OG0010002	LOC111596520|XP_023166552.2|DHYD	CG34263|NP_001097459.1|DMEL
OG0010003	LOC111592605|XP_023160702.1|DHYD	piwi|NP_476875.1|DMEL
OG0010004	LOC111597334|XP_030080075.1|DHYD	CG14440|NP_572343.1|DMEL
OG0010005	LOC111596634|XP_023166689.1|DHYD	CG32396|NP_729172.1|DMEL
OG0010006	LOC111603135|XP_023176378.2|DHYD	CG12995|NP_728059.1|DMEL
OG0010007	LOC111597277|XP_023167661.1|DHYD	CG6067|NP_572283.1|DMEL
OG0010008	LOC111603121|XP_023176363.1|DHYD	CG6290|NP_573294.1|DMEL
OG0010009	LOC111594354|XP_023163382.2|DHYD	scw|NP_524863.3|DMEL
OG0010010	LOC111593023|XP_023161333.2|DHYD	Cyp6v1|NP_608403.1|DMEL
OG0010011	LOC111605153|XP_030079441.1|DHYD	CG3546|NP_572172.1|DMEL
OG0010012	LOC111594906|XP_030078882.1|DHYD	CG32603|NP_727758.1|DMEL
OG0010013	LOC111605486|XP_023179795.1|DHYD	CG1545|NP_572677.2|DMEL
OG0010014	LOC111593057|XP_023161399.1|DHYD	CG12643|NP_652547.1|DMEL
OG0010015	LOC111605468|XP_023179757.1|DHYD	CG1552|NP_572676.2|DMEL
OG0010016	LOC111592353|XP_023160278.1|DHYD	tsg|NP_511135.1|DMEL
OG0010017	LOC111605499|XP_023179820.1|DHYD	CG1537|NP_572678.1|DMEL
OG0010018	LOC111596772|XP_023166890.2|DHYD	FarO|NP_652021.1|DMEL
OG0010019	LOC111600218|XP_023172007.1|DHYD	NetB|NP_511155.1|DMEL
OG0010020	LOC111593063|XP_023161407.1|DHYD	CG44325|NP_001285034.1|DMEL
OG0010021	LOC111605330|XP_023179567.1|DHYD	CG9673|NP_573149.1|DMEL
OG0010022	LOC111598324|XP_023169294.1|DHYD	CG1801|NP_728408.3|DMEL
OG0010023	LOC111591991|XP_023159720.1|DHYD	sc|NP_476803.1|DMEL
OG0010024	LOC111591992|XP_023159721.2|DHYD	ac|NP_476824.1|DMEL
OG0010025	LOC111592180|XP_023160018.1|DHYD	a6|NP_477309.1|DMEL
OG0010026	LOC111603370|XP_023176690.2|DHYD	CG11162|NP_572910.1|DMEL
OG0010027	LOC111603368|XP_023176687.2|DHYD	PIP82|NP_572487.3|DMEL
OG0010028	LOC111601810|XP_023174376.1|DHYD	Sk1|NP_572717.1|DMEL
OG0010029	LOC111598299|XP_023169254.1|DHYD	CG34331|NP_001285478.1|DMEL
OG0010030	LOC111597588|XP_023168159.2|DHYD	Cpr12A|NP_572896.1|DMEL
OG0010031	LOC111597577|XP_023168147.2|DHYD	CG11816|NP_001259515.1|DMEL
OG0010032	LOC111601187|XP_023173436.1|DHYD	CG15256|NP_609754.2|DMEL
OG0010033	LOC111601640|XP_023174077.1|DHYD	CG4116|NP_570047.1|DMEL
OG0010034	LOC115483082|XP_030079925.1|DHYD	CG14423|NP_570044.1|DMEL
OG0010035	LOC111601636|XP_023174074.1|DHYD	CG3598|NP_570040.1|DMEL
OG0010036	LOC111601620|XP_023174055.2|DHYD	CG32793|NP_726835.1|DMEL
OG0010037	LOC111601627|XP_023174064.2|DHYD	CG14424|NP_570037.1|DMEL
OG0010038	LOC111597368|XP_030079946.1|DHYD	CG15465|NP_572206.1|DMEL
OG0010039	LOC111598023|XP_023168803.2|DHYD	CG13170|NP_610750.1|DMEL
OG0010040	LOC111596357|XP_023166320.1|DHYD	CG31910|NP_723211.1|DMEL
OG0010041	LOC111596717|XP_023166807.1|DHYD	CG42264|NP_572260.2|DMEL
OG0010042	LOC111596572|XP_023166614.1|DHYD	CG9686|NP_572586.2|DMEL
OG0010043	LOC111596573|XP_023166615.1|DHYD	CG9691|NP_572588.1|DMEL
OG0010044	LOC111596753|XP_023166855.1|DHYD	Ilp6|NP_570000.1|DMEL
OG0010045	LOC111593626|XP_023162263.1|DHYD	Obp19c|NP_608392.1|DMEL
OG0010046	LOC111593627|XP_023162264.1|DHYD	Obp19b|NP_608391.2|DMEL
OG0010047	LOC111602874|XP_023175969.1|DHYD	Yp3|NP_511148.2|DMEL
OG0010048	LOC111598121|XP_023168946.1|DHYD	CG33178|NP_001285263.1|DMEL
OG0010049	LOC111602870|XP_023175963.1|DHYD	CG8206|NP_573064.1|DMEL
OG0010050	LOC111602877|XP_023175972.2|DHYD	CG8944|NP_573065.1|DMEL
OG0010051	LOC111605643|XP_030079676.1|DHYD	CG15570|NP_572154.1|DMEL
OG0010052	LOC111598137|XP_023168966.1|DHYD	CG17169|NP_001163862.1|DMEL
OG0010053	LOC111602057|XP_023174738.2|DHYD	CG2909|NP_572616.1|DMEL
OG0010054	LOC111594980|XP_023164248.2|DHYD	CG2116|NP_572444.2|DMEL
OG0010055	LOC111595006|XP_023164273.1|DHYD	CG17982|NP_572447.1|DMEL
OG0010056	LOC111602843|XP_023175923.2|DHYD	Met|NP_511126.2|DMEL
OG0010057	LOC111601890|XP_023174500.2|DHYD	CG14630|NP_651985.1|DMEL
OG0010058	LOC111596473|XP_030079444.1|DHYD	CG12723|NP_572864.2|DMEL
OG0010059	LOC111602848|XP_023175929.2|DHYD	CG15210|NP_652465.1|DMEL
OG0010060	LOC111599853|XP_023171466.2|DHYD	Cpr11B|NP_572807.1|DMEL
OG0010061	LOC111599498|XP_023170937.2|DHYD	CG13720|NP_647913.3|DMEL
OG0010063	LOC111598488|XP_023169513.2|DHYD	CG13728|NP_648974.3|DMEL
OG0010064	LOC111594863|XP_023164109.1|DHYD	CG12229|NP_648980.1|DMEL
OG0010065	LOC111593085|XP_023161447.2|DHYD	CG13285|NP_647969.1|DMEL
OG0010066	LOC111595274|XP_023164689.1|DHYD	CG13931|NP_001261274.1|DMEL
OG0010067	LOC111596970|XP_023167214.1|DHYD	CG32298|NP_728742.1|DMEL
OG0010068	LOC111594381|XP_023163415.2|DHYD	CG33056|NP_788556.1|DMEL
OG0010069	LOC111592749|XP_023160913.1|DHYD	Cpr62Bc|NP_647668.1|DMEL
OG0010070	LOC111597462|XP_023167979.2|DHYD	CG33285|NP_996130.1|DMEL
OG0010071	LOC111601712|XP_023174198.1|DHYD	CG34250|NP_001287094.1|DMEL
OG0010072	LOC111601740|XP_023174232.2|DHYD	CG15213|NP_652459.1|DMEL
OG0010073	LOC111601692|XP_023174170.2|DHYD	CG42445|NP_001163378.1|DMEL
OG0010074	LOC111593395|XP_030079431.1|DHYD	CG4198|NP_572213.1|DMEL
OG0010075	LOC111598468|XP_023169493.1|DHYD	CG33159|NP_788455.1|DMEL
OG0010076	LOC111595076|XP_023164400.1|DHYD	ver|NP_648587.1|DMEL
OG0010077	LOC111604675|XP_023178604.2|DHYD	CG13058|NP_648877.1|DMEL
OG0010078	LOC111604691|XP_023178627.1|DHYD	CG13038|NP_652415.2|DMEL
OG0010079	LOC111604696|XP_023178635.2|DHYD	CG13047|NP_648862.2|DMEL
OG0010080	LOC111592832|XP_023161024.2|DHYD	tut|NP_729346.1|DMEL
OG0010081	LOC111603739|XP_023177224.2|DHYD	CG3982|NP_729490.1|DMEL
OG0010082	LOC111594859|XP_023164106.1|DHYD	CG32267|NP_728885.1|DMEL
OG0010083	LOC111603339|XP_030081636.1|DHYD	CG4613|NP_648707.2|DMEL
OG0010084	LOC111599850|XP_023171416.2|DHYD	CG42507|NP_001163443.1|DMEL
OG0010085	LOC111597556|XP_030081815.1|DHYD	CG14459|NP_001356911.1|DMEL
OG0010086	LOC111599857|XP_023171445.1|DHYD	Lk|NP_524893.2|DMEL
OG0010087	LOC111605733|XP_023180200.1|DHYD	CG13737|NP_648666.1|DMEL
OG0010088	LOC111600947|XP_023173086.2|DHYD	CG14569|NP_649354.1|DMEL
OG0010089	LOC111593121|XP_023161490.2|DHYD	CG7512|NP_001097585.3|DMEL
OG0010090	LOC111594134|XP_023163065.2|DHYD	ey|NP_001014693.1|DMEL
OG0010091	LOC111595927|XP_023165653.1|DHYD	CG10139|NP_610976.1|DMEL
OG0010092	LOC111598610|XP_030081616.1|DHYD	CG40298|NP_001036631.1|DMEL
OG0010093	LOC111593918|XP_023162758.2|DHYD	Ugt317A1|NP_611694.2|DMEL
OG0010094	LOC111599950|XP_023171595.2|DHYD	Nepl13|NP_651096.1|DMEL
OG0010095	LOC111597167|XP_030080837.1|DHYD	CG17786|NP_651231.1|DMEL
OG0010096	LOC111604619|XP_023178512.2|DHYD	CG32750|NP_727067.1|DMEL
OG0010097	LOC111596562|XP_023166604.2|DHYD	CG13358|NP_569862.3|DMEL
OG0010098	LOC111602264|XP_023175027.2|DHYD	psd|NP_001260116.1|DMEL
OG0010099	LOC111595770|XP_023165420.2|DHYD	CG10623|NP_609921.1|DMEL
OG0010100	LOC111593108|XP_023161476.2|DHYD	l_3_psg2|NP_647974.1|DMEL
