Orthogroup	DHYD.longest_only	DKIK.longest_only
OG0009018	LOC111597780|XP_030081715.1|DHYD	LOC108072474|XP_017019126.1|DKIK
OG0009019	LOC111597814|XP_030081707.1|DHYD	LOC108072466|XP_017019098.1|DKIK
OG0009020	LOC111603299|XP_023176592.2|DHYD	LOC108081259|XP_017031841.1|DKIK
OG0009021	LOC111599572|XP_023171011.1|DHYD	LOC108080769|XP_017031120.1|DKIK
OG0009022	LOC111596623|XP_023166681.1|DHYD	LOC108083918|XP_017035402.1|DKIK
OG0009023	LOC111597865|XP_023168556.2|DHYD	LOC108083968|XP_017035463.1|DKIK
OG0009024	LOC111593672|XP_030081548.1|DHYD	LOC108073298|XP_017020342.1|DKIK
OG0009025	LOC111598530|XP_023169587.2|DHYD	LOC108077715|XP_017026654.1|DKIK
OG0009026	LOC111597026|XP_023167308.2|DHYD	LOC108077792|XP_017026781.1|DKIK
OG0009027	LOC111603980|XP_023177596.2|DHYD	LOC108082472|XP_017033354.1|DKIK
OG0009028	LOC111605682|XP_023180117.2|DHYD	LOC108078913|XP_017028537.1|DKIK
OG0009029	LOC111602258|XP_023175021.1|DHYD	LOC108075914|XP_017024035.1|DKIK
OG0009030	LOC111599086|XP_023170390.2|DHYD	LOC108074450|XP_017021980.1|DKIK
OG0009031	LOC111603390|XP_023176721.1|DHYD	LOC108085477|XP_017037585.1|DKIK
OG0009032	LOC111603392|XP_023176724.2|DHYD	LOC108085478|XP_017037586.1|DKIK
OG0009033	LOC111605493|XP_023179809.2|DHYD	LOC108077268|XP_017026025.1|DKIK
OG0009034	LOC111601155|XP_023173399.2|DHYD	LOC108086273|XP_017038650.1|DKIK
OG0009035	LOC111594682|XP_023163870.2|DHYD	LOC108077317|XP_017026095.1|DKIK
OG0009036	LOC111592135|XP_023159943.2|DHYD	LOC108078378|XP_017027701.1|DKIK
OG0009037	LOC111599361|XP_023170761.2|DHYD	LOC108082178|XP_017032982.1|DKIK
OG0009038	LOC111603292|XP_023176580.2|DHYD	LOC108077835|XP_017026850.1|DKIK
OG0009039	LOC111602953|XP_023176093.2|DHYD	LOC108081057|XP_017031525.1|DKIK
OG0009040	LOC111592122|XP_023159923.2|DHYD	LOC108076153|XP_017024367.1|DKIK
OG0009041	LOC111599555|XP_023170990.2|DHYD	LOC108073135|XP_017020129.1|DKIK
OG0009042	LOC111591952|XP_023159654.1|DHYD	LOC108086272|XP_017038649.1|DKIK
OG0009043	LOC111600516|XP_023172416.2|DHYD	LOC108072561|XP_017019232.1|DKIK
OG0009044	LOC111599309|XP_023170686.2|DHYD	LOC108086217|XP_017038569.1|DKIK
OG0009045	LOC111592374|XP_023160310.2|DHYD	LOC108080487|XP_017030729.1|DKIK
OG0009046	LOC111599221|XP_030081818.1|DHYD	LOC108075243|XP_017023088.1|DKIK
OG0009047	LOC111593848|XP_023162662.1|DHYD	LOC108080737|XP_017031085.1|DKIK
OG0009048	LOC111594788|XP_023164012.1|DHYD	LOC108070440|XP_017016409.1|DKIK
OG0009049	LOC111604632|XP_023178537.2|DHYD	LOC108080918|XP_017031312.1|DKIK
OG0009050	LOC111600406|XP_023172255.2|DHYD	LOC108085281|XP_017037322.1|DKIK
OG0009051	LOC111594860|XP_023164110.2|DHYD	LOC108084136|XP_017035671.1|DKIK
OG0009052	LOC111595283|XP_023164707.1|DHYD	LOC108074043|XP_017021399.1|DKIK
OG0009053	LOC111593376|XP_023161862.2|DHYD	LOC108073246|XP_017020288.1|DKIK
OG0009054	LOC111592029|XP_023159792.1|DHYD	LOC108085643|XP_017037818.1|DKIK
OG0009055	LOC111600400|XP_023172251.2|DHYD	LOC108082877|XP_017033947.1|DKIK
OG0009056	LOC111598780|XP_023169961.2|DHYD	LOC108075927|XP_017024052.1|DKIK
OG0009057	LOC111596511|XP_023166544.1|DHYD	LOC108075204|XP_017023028.1|DKIK
OG0009058	LOC111594137|XP_030080179.1|DHYD	LOC108074898|XP_017022613.1|DKIK
OG0009059	LOC111601694|XP_023174173.2|DHYD	LOC108071943|XP_017018398.1|DKIK
OG0009060	LOC111603448|XP_023176802.2|DHYD	LOC108073163|XP_017020159.1|DKIK
OG0009061	LOC111595584|XP_023165159.2|DHYD	LOC108082544|XP_017033471.1|DKIK
OG0009062	LOC111605217|XP_023179407.2|DHYD	LOC108076384|XP_017024696.1|DKIK
OG0009063	LOC111595506|XP_023165046.2|DHYD	LOC108074309|XP_017021794.1|DKIK
OG0009064	LOC111602580|XP_023175504.2|DHYD	LOC108072430|XP_017019039.1|DKIK
OG0009065	LOC111594823|XP_023164056.2|DHYD	LOC108080308|XP_017030476.1|DKIK
OG0009066	LOC111595272|XP_023164687.2|DHYD	LOC108078857|XP_017028450.1|DKIK
OG0009067	LOC111597631|XP_023168200.2|DHYD	LOC108084787|XP_017036612.1|DKIK
OG0009068	LOC111604119|XP_023177795.2|DHYD	LOC108072058|XP_017018541.1|DKIK
OG0009069	LOC111602508|XP_023175354.2|DHYD	LOC108082122|XP_017032912.1|DKIK
OG0009070	LOC111592206|XP_023160041.2|DHYD	LOC108078456|XP_017027833.1|DKIK
OG0009071	LOC111603027|XP_023176228.1|DHYD	LOC108081052|XP_017031510.1|DKIK
OG0009072	LOC111602753|XP_023175773.2|DHYD	LOC108084089|XP_017035602.1|DKIK
OG0009073	LOC111596691|XP_023166773.2|DHYD	LOC108075608|XP_017023668.1|DKIK
OG0009074	LOC111596453|XP_023166446.2|DHYD	LOC108072125|XP_017018646.1|DKIK
OG0009075	LOC111595730|XP_023165347.2|DHYD	LOC108080824|XP_017031217.1|DKIK
OG0009076	LOC111598575|XP_023169647.2|DHYD	LOC108085476|XP_017037584.1|DKIK
OG0009077	LOC111592362|XP_023160290.1|DHYD	LOC108080767|XP_017031116.1|DKIK
OG0009078	LOC111601370|XP_030081634.1|DHYD	LOC108084892|XP_017036778.1|DKIK
OG0009079	LOC111593346|XP_023161827.2|DHYD	LOC108073220|XP_017020239.1|DKIK
OG0009080	LOC111602976|XP_023176135.2|DHYD	LOC108080908|XP_017031301.1|DKIK
OG0009081	LOC111595173|XP_023164521.2|DHYD	LOC108085860|XP_017038106.1|DKIK
OG0009082	LOC111604633|XP_023178538.2|DHYD	LOC108084072|XP_017035579.1|DKIK
OG0009083	LOC115482972|XP_030079421.1|DHYD, LOC111605137|XP_023179282.2|DHYD	LOC108071834|XP_017018232.1|DKIK
OG0009084	LOC111598584|XP_030081606.1|DHYD	LOC108073395|XP_017020472.1|DKIK
OG0009085	LOC111600275|XP_023172091.2|DHYD	LOC108081479|XP_017032165.1|DKIK
OG0009086	LOC111601990|XP_023174647.1|DHYD	LOC108077782|XP_017026769.1|DKIK
OG0009087	LOC111594965|XP_023164231.2|DHYD	LOC108083722|XP_017035117.1|DKIK
OG0009088	LOC111592486|XP_023160474.2|DHYD	LOC108073653|XP_017020868.1|DKIK
OG0009089	LOC111594274|XP_023163273.1|DHYD	LOC108079948|XP_017029992.1|DKIK
OG0009090	LOC111592683|XP_023160816.1|DHYD	LOC108073300|XP_017020344.1|DKIK
OG0009091	LOC111602630|XP_023175560.2|DHYD	LOC108084333|XP_017035983.1|DKIK
OG0009092	LOC111602642|XP_023175575.2|DHYD	LOC108084085|XP_017035597.1|DKIK
OG0009093	LOC111603271|XP_023176551.2|DHYD	LOC108074049|XP_017021409.1|DKIK, LOC108074092|XP_017021468.1|DKIK
OG0009094	LOC111599422|XP_023170841.2|DHYD	LOC108074355|XP_017021870.1|DKIK
OG0009095	LOC111599427|XP_030080824.1|DHYD	LOC108074357|XP_017021872.1|DKIK
OG0009096	LOC111601968|XP_023174610.1|DHYD	LOC108085571|XP_017037700.1|DKIK
OG0009097	LOC111602023|XP_023174691.1|DHYD	LOC108085568|XP_017037697.1|DKIK
OG0009098	LOC111602898|XP_023176007.1|DHYD	LOC108073831|XP_017021137.1|DKIK
OG0009099	LOC111596422|XP_023166402.1|DHYD	LOC108084951|XP_017036840.1|DKIK
OG0009100	LOC111601196|XP_023173451.2|DHYD	LOC108086186|XP_017038538.1|DKIK
OG0009101	LOC111595863|XP_023165546.2|DHYD	LOC108074409|XP_017021926.1|DKIK
OG0009102	LOC111605519|XP_023179845.1|DHYD	LOC108086144|XP_017038490.1|DKIK
OG0009103	LOC111601080|XP_023173278.1|DHYD	LOC108086086|XP_017038392.1|DKIK
OG0009104	LOC111601189|XP_023173440.1|DHYD	LOC108086078|XP_017038385.1|DKIK
OG0009105	LOC111592912|XP_023161128.1|DHYD	LOC108076888|XP_017025408.1|DKIK
OG0009106	LOC111594706|XP_023163896.2|DHYD	LOC108074513|XP_017022079.1|DKIK
OG0009107	LOC111600968|XP_023173123.1|DHYD	LOC108072827|XP_017019607.1|DKIK
OG0009108	LOC111604937|XP_023178975.1|DHYD	LOC108080912|XP_017031305.1|DKIK
OG0009109	LOC111594220|XP_023163186.1|DHYD	LOC108075858|XP_017023943.1|DKIK
OG0009110	LOC111596123|XP_030080384.1|DHYD	LOC108086098|XP_017038414.1|DKIK
OG0009111	LOC111591912|XP_023159602.1|DHYD	LOC108078641|XP_017028058.1|DKIK
OG0009112	LOC111599076|XP_023170375.2|DHYD	LOC108074307|XP_017021790.1|DKIK
OG0009113	LOC111602268|XP_023175035.2|DHYD	LOC108077306|XP_017026075.1|DKIK
OG0009114	LOC111602486|XP_023175317.2|DHYD	LOC108074292|XP_017021768.1|DKIK
OG0009115	LOC111596356|XP_023166319.1|DHYD	LOC108082204|XP_017033024.1|DKIK
OG0009116	LOC111597209|XP_023167545.2|DHYD	LOC108075829|XP_017023889.1|DKIK
OG0009117	LOC111602245|XP_023175005.2|DHYD	LOC108073639|XP_017020847.1|DKIK, LOC108073638|XP_017020846.1|DKIK
OG0009118	LOC111602816|XP_023175886.2|DHYD	LOC108080223|XP_017030368.1|DKIK
OG0009119	LOC115483394|XP_030081033.1|DHYD, LOC111600337|XP_023172168.2|DHYD	LOC108075298|XP_017023186.1|DKIK
OG0009120	LOC111595661|XP_023165252.2|DHYD	LOC108078584|XP_017027993.1|DKIK
OG0009121	LOC111592408|XP_023160352.2|DHYD	LOC108075997|XP_017024140.1|DKIK, LOC108082600|XP_017033562.1|DKIK
OG0009122	LOC111603820|XP_023177349.1|DHYD	LOC108076221|XP_017024452.1|DKIK
OG0009123	LOC111602141|XP_023174858.2|DHYD	LOC108076707|XP_017025156.1|DKIK
OG0009124	LOC111594332|XP_023163345.2|DHYD	LOC108077357|XP_017026140.1|DKIK
OG0009125	LOC111593977|XP_023162836.1|DHYD	LOC108081291|XP_017031866.1|DKIK, LOC108080698|XP_017031025.1|DKIK, LOC108080706|XP_017031032.1|DKIK
OG0009126	LOC111600672|XP_023172690.1|DHYD	LOC108073030|XP_017019979.1|DKIK
OG0009127	LOC111604094|XP_023177759.2|DHYD	LOC108076457|XP_017024827.1|DKIK
OG0009128	LOC111593902|XP_023162741.1|DHYD	LOC108081303|XP_017031878.1|DKIK
OG0009129	LOC111602335|XP_023175108.2|DHYD	LOC108070816|XP_017016905.1|DKIK
OG0009130	LOC111599886|XP_023171474.2|DHYD	LOC108076755|XP_017025241.1|DKIK
OG0009131	LOC111599934|XP_023171549.2|DHYD	LOC108076703|XP_017025150.1|DKIK
OG0009132	LOC111604554|XP_023178419.2|DHYD	LOC108072342|XP_017018921.1|DKIK
OG0009133	LOC111595748|XP_023165376.2|DHYD	LOC108070798|XP_017016887.1|DKIK
OG0009134	LOC111603325|XP_023176621.2|DHYD	LOC108082396|XP_017033230.1|DKIK
OG0009135	LOC111597730|XP_023168340.2|DHYD	LOC108078400|XP_017027745.1|DKIK
OG0009136	LOC111603465|XP_023176825.1|DHYD	LOC108082360|XP_017033190.1|DKIK
OG0009137	LOC111597900|XP_023168604.2|DHYD	LOC108082585|XP_017033533.1|DKIK
OG0009138	LOC111597902|XP_023168606.1|DHYD	LOC108082377|XP_017033207.1|DKIK
OG0009139	LOC111604153|XP_023177845.2|DHYD	LOC108076394|XP_017024720.1|DKIK
OG0009140	LOC111605240|XP_023179443.1|DHYD	LOC108078062|XP_017027116.1|DKIK
OG0009141	LOC111593886|XP_023162721.2|DHYD	LOC108081300|XP_017031876.1|DKIK
OG0009142	LOC111593815|XP_023162610.2|DHYD, LOC115482836|XP_030078930.1|DHYD	LOC108081329|XP_017031955.1|DKIK
OG0009143	LOC111600657|XP_023172650.1|DHYD	LOC108076259|XP_017024498.1|DKIK
OG0009144	LOC111600684|XP_023172706.1|DHYD	LOC108076227|XP_017024459.1|DKIK
OG0009145	LOC111597063|XP_023167358.1|DHYD	LOC108085118|XP_017037109.1|DKIK
OG0009146	LOC111595400|XP_023164875.1|DHYD	LOC108079803|XP_017029775.1|DKIK
OG0009147	LOC111594935|XP_023164198.2|DHYD	LOC108076144|XP_017024361.1|DKIK
OG0009148	LOC111597103|XP_023167414.2|DHYD	LOC108070902|XP_017017047.1|DKIK
OG0009149	LOC111594773|XP_030082001.1|DHYD	LOC108076578|XP_017024976.1|DKIK
OG0009150	LOC111599689|XP_023171163.2|DHYD	LOC108070832|XP_017016944.1|DKIK
OG0009151	LOC111592143|XP_023159957.1|DHYD	LOC108078210|XP_017027384.1|DKIK
OG0009152	LOC111592167|XP_023159989.1|DHYD	LOC108078089|XP_017027170.1|DKIK
OG0009153	LOC111600078|XP_023171786.1|DHYD	LOC108072207|XP_017018757.1|DKIK
OG0009154	LOC111594969|XP_023164237.1|DHYD	LOC108083751|XP_017035156.1|DKIK
OG0009155	LOC111598042|XP_023168847.1|DHYD	LOC108082451|XP_017033311.1|DKIK
OG0009156	LOC111593148|XP_023161520.1|DHYD	LOC108082252|XP_017033085.1|DKIK
OG0009157	LOC111599799|XP_023171345.2|DHYD	LOC108082847|XP_017033907.1|DKIK
OG0009158	LOC111596889|XP_023167107.1|DHYD	LOC108079028|XP_017028698.1|DKIK
OG0009159	LOC111598863|XP_023170078.1|DHYD, LOC111596834|XP_023166976.2|DHYD	LOC108083441|XP_017034686.1|DKIK
OG0009160	LOC111593400|XP_023161889.2|DHYD	LOC108083336|XP_017034569.1|DKIK
OG0009161	LOC111604029|XP_030079985.1|DHYD	LOC108079460|XP_017029288.1|DKIK
OG0009162	LOC111605173|XP_023179330.2|DHYD	LOC108077484|XP_017026296.1|DKIK
OG0009163	LOC111598715|XP_023169872.2|DHYD	LOC108078643|XP_017028061.1|DKIK
OG0009164	LOC111601560|XP_023173970.2|DHYD	LOC108079891|XP_017029905.1|DKIK
OG0009165	LOC111592446|XP_023160397.2|DHYD	LOC108071568|XP_017017837.1|DKIK
OG0009166	LOC111597180|XP_023167510.2|DHYD	LOC108073768|XP_017021024.1|DKIK
OG0009167	LOC111601661|XP_023174113.2|DHYD	LOC108078882|XP_017028498.1|DKIK
OG0009168	LOC111601663|XP_023174114.1|DHYD	LOC108078883|XP_017028501.1|DKIK
OG0009169	LOC111605660|XP_023180091.2|DHYD	LOC108078801|XP_017028359.1|DKIK
OG0009170	LOC111600478|XP_023172357.2|DHYD	LOC108078636|XP_017028051.1|DKIK
OG0009171	LOC111595310|XP_023164736.2|DHYD	LOC108078897|XP_017028519.1|DKIK
OG0009172	LOC111603468|XP_030081145.1|DHYD	LOC108073793|XP_017021048.1|DKIK
OG0009173	LOC111602922|XP_023176036.2|DHYD	LOC108075157|XP_017022934.1|DKIK
OG0009175	LOC111599481|XP_023170917.2|DHYD	LOC108074842|XP_017022539.1|DKIK
OG0009176	LOC111600923|XP_023173055.2|DHYD	LOC108083161|XP_017034337.1|DKIK
OG0009178	LOC111597269|XP_023167650.1|DHYD	LOC108083130|XP_017034295.1|DKIK
OG0009179	LOC111592876|XP_030081559.1|DHYD	LOC108083312|XP_017034539.1|DKIK
OG0009180	LOC111603335|XP_023176639.2|DHYD	LOC108074966|XP_017022688.1|DKIK
OG0009181	LOC111605661|XP_023180092.2|DHYD, LOC111605639|XP_030081552.1|DHYD	LOC108075021|XP_017022762.1|DKIK
OG0009182	LOC111595125|XP_023164465.2|DHYD	LOC108072813|XP_017019596.1|DKIK
OG0009183	LOC111599798|XP_023171344.2|DHYD	LOC108084751|XP_017036552.1|DKIK
OG0009184	LOC111597561|XP_023168128.2|DHYD	LOC108072743|XP_017019503.1|DKIK
OG0009185	LOC111600998|XP_023173160.2|DHYD	LOC108070465|XP_017016435.1|DKIK
OG0009186	LOC111605715|XP_023180168.2|DHYD	LOC108075316|XP_017023210.1|DKIK
OG0009187	LOC111602590|XP_023175520.1|DHYD	LOC108071463|XP_017017715.1|DKIK
OG0009188	LOC111605357|XP_023179604.1|DHYD	LOC108072974|XP_017019898.1|DKIK
OG0009189	LOC111604688|XP_023178624.2|DHYD	LOC108071504|XP_017017757.1|DKIK
OG0009190	LOC111596607|XP_023166656.2|DHYD	LOC108074972|XP_017022694.1|DKIK
OG0009191	LOC115483387|XP_030081000.1|DHYD, LOC111605233|XP_023179439.2|DHYD	LOC108085146|XP_017037154.1|DKIK
OG0009192	LOC111604607|XP_023178488.2|DHYD	LOC108079866|XP_017029867.1|DKIK
OG0009193	LOC111600447|XP_023172311.1|DHYD	LOC108077415|XP_017026205.1|DKIK
OG0009194	LOC111602281|XP_023175050.2|DHYD	LOC108082659|XP_017033646.1|DKIK
OG0009195	LOC111597458|XP_023167975.1|DHYD	LOC108071896|XP_017018315.1|DKIK
OG0009196	LOC111597485|XP_023168005.2|DHYD	LOC108071562|XP_017017832.1|DKIK
OG0009197	LOC111604780|XP_023178759.2|DHYD	LOC108080784|XP_017031140.1|DKIK, LOC108080744|XP_017031089.1|DKIK
OG0009198	LOC111597320|XP_023167719.1|DHYD, LOC111597300|XP_023167691.1|DHYD	LOC108083017|XP_017034134.1|DKIK
OG0009199	LOC111603328|XP_023176630.2|DHYD	LOC108080600|XP_017030908.1|DKIK
OG0009200	LOC111599292|XP_023170699.2|DHYD, LOC115483364|XP_030080911.1|DHYD	LOC108079175|XP_017028915.1|DKIK, LOC108083386|XP_017034622.1|DKIK
OG0009201	LOC111602336|XP_023175109.2|DHYD	LOC108076580|XP_017024979.1|DKIK
OG0009202	LOC111597666|XP_030080952.1|DHYD	LOC108070799|XP_017016888.1|DKIK
OG0009203	LOC111600904|XP_023173028.1|DHYD	LOC108085098|XP_017037059.1|DKIK
OG0009204	LOC111595534|XP_023165086.2|DHYD	LOC108076647|XP_017025068.1|DKIK
OG0009205	LOC111595430|XP_023164921.2|DHYD	LOC108076812|XP_017025331.1|DKIK
OG0009206	LOC111602594|XP_023175521.1|DHYD, LOC111602593|XP_023175519.1|DHYD, LOC111602595|XP_023175522.1|DHYD	LOC108076319|XP_017024591.1|DKIK
OG0009207	LOC111604940|XP_023178978.2|DHYD, LOC115482812|XP_030078836.1|DHYD	LOC108080986|XP_017031402.1|DKIK
OG0009209	LOC111600251|XP_030078743.1|DHYD	LOC108081502|XP_017032209.1|DKIK, LOC108081484|XP_017032172.1|DKIK
OG0009211	LOC111605569|XP_023179914.2|DHYD	LOC108081442|XP_017032118.1|DKIK
OG0009213	LOC111597153|XP_023167469.2|DHYD	LOC108071704|XP_017018014.1|DKIK, LOC108071680|XP_017017977.1|DKIK
OG0009220	LOC111598304|XP_030080090.1|DHYD	LOC108080378|XP_017030589.1|DKIK
OG0009222	LOC111597182|XP_023167512.2|DHYD	LOC108084686|XP_017036507.1|DKIK
OG0009224	LOC111595462|XP_023164991.2|DHYD	LOC108080491|XP_017030742.1|DKIK
OG0009225	LOC111602243|XP_023175040.1|DHYD	LOC108076088|XP_017024291.1|DKIK
OG0009228	LOC111594982|XP_023164250.2|DHYD	LOC108083888|XP_017035369.1|DKIK
OG0009229	LOC111601311|XP_023173602.2|DHYD	LOC108084840|XP_017036703.1|DKIK
OG0009230	LOC111594738|XP_023163944.2|DHYD	LOC108080980|XP_017031398.1|DKIK
OG0009231	LOC111596729|XP_023166829.2|DHYD	LOC108080539|XP_017030831.1|DKIK
OG0009236	LOC111598540|XP_023169597.1|DHYD	LOC108079870|XP_017029871.1|DKIK
OG0009238	LOC111605734|XP_023180201.2|DHYD	LOC108073807|XP_017021071.1|DKIK
OG0009239	LOC111605740|XP_023180210.2|DHYD	LOC108083253|XP_017034449.1|DKIK
OG0009241	LOC111602271|XP_023175034.1|DHYD	LOC108075923|XP_017024047.1|DKIK
OG0009245	LOC111601326|XP_030081627.1|DHYD	LOC108084853|XP_017036722.1|DKIK
OG0009247	LOC111595292|XP_023164718.2|DHYD	LOC108071410|XP_017017642.1|DKIK
OG0009248	LOC111598275|XP_023169223.1|DHYD	LOC108080127|XP_017030246.1|DKIK
OG0009249	LOC111602249|XP_023175012.2|DHYD	LOC108076955|XP_017025494.1|DKIK
OG0009251	LOC111593641|XP_023162287.2|DHYD	LOC108074237|XP_017021669.1|DKIK
OG0009252	LOC111601908|XP_023174524.2|DHYD	LOC108080331|XP_017030520.1|DKIK
OG0009253	LOC111603142|XP_023176385.1|DHYD	LOC108071824|XP_017018220.1|DKIK
OG0009254	LOC111598123|XP_023168949.2|DHYD	LOC108080363|XP_017030568.1|DKIK
OG0009255	LOC111596829|XP_023166967.1|DHYD	LOC108079359|XP_017029156.1|DKIK
OG0009256	LOC111596163|XP_023166023.2|DHYD	LOC108082950|XP_017034055.1|DKIK
OG0009257	LOC111593072|XP_023161419.1|DHYD	LOC108085950|XP_017038225.1|DKIK
OG0009258	LOC111598145|XP_023168984.2|DHYD	LOC108071077|XP_017017247.1|DKIK
OG0009259	LOC111605296|XP_023179518.1|DHYD	LOC108078995|XP_017028661.1|DKIK
OG0009260	LOC111598401|XP_023169393.2|DHYD	LOC108074230|XP_017021662.1|DKIK
OG0009261	LOC111593457|XP_023161986.2|DHYD	LOC108079998|XP_017030053.1|DKIK
OG0009262	LOC111593460|XP_023161988.2|DHYD	LOC108084487|XP_017036208.1|DKIK
OG0009263	LOC111600209|XP_023171997.2|DHYD	LOC108076713|XP_017025167.1|DKIK
OG0009264	LOC111595950|XP_023165688.2|DHYD	LOC108084673|XP_017036490.1|DKIK
OG0009265	LOC111595359|XP_023164804.1|DHYD	LOC108085218|XP_017037238.1|DKIK
OG0009266	LOC111592925|XP_030080339.1|DHYD	LOC108077051|XP_017025687.1|DKIK
OG0009267	LOC111596337|XP_023166284.2|DHYD	LOC108075873|XP_017023964.1|DKIK
OG0009269	LOC111595410|XP_023164894.1|DHYD	LOC108083222|XP_017034422.1|DKIK
OG0009270	LOC111600583|XP_023172538.2|DHYD	LOC108074642|XP_017022246.1|DKIK
OG0009271	LOC111598245|XP_030080084.1|DHYD	LOC108080357|XP_017030557.1|DKIK
OG0009272	LOC111605718|XP_030080809.1|DHYD	LOC108075144|XP_017022914.1|DKIK
OG0009273	LOC111601757|XP_023174268.1|DHYD	LOC108079571|XP_017029403.1|DKIK
OG0009274	LOC111597382|XP_023167808.2|DHYD	LOC108079781|XP_017029716.1|DKIK
OG0009275	LOC111598105|XP_023168924.2|DHYD	LOC108075999|XP_017024142.1|DKIK
OG0009276	LOC111600894|XP_023173002.2|DHYD	LOC108077987|XP_017027019.1|DKIK
OG0009277	LOC111601882|XP_023174492.2|DHYD	LOC108080019|XP_017030081.1|DKIK
OG0009278	LOC111601834|XP_023174431.2|DHYD	LOC108080535|XP_017030823.1|DKIK
OG0009279	LOC111597756|XP_023168379.2|DHYD	LOC108075810|XP_017023871.1|DKIK
OG0009280	LOC111601821|XP_023174410.2|DHYD	LOC108075977|XP_017024118.1|DKIK
OG0009281	LOC111604050|XP_023177675.2|DHYD	LOC108079353|XP_017029148.1|DKIK
OG0009282	LOC111602514|XP_023175365.1|DHYD	LOC108074286|XP_017021762.1|DKIK
OG0009283	LOC111594409|XP_023163454.1|DHYD	LOC108077054|XP_017025698.1|DKIK
OG0009284	LOC111592342|XP_023160239.2|DHYD	LOC108085527|XP_017037647.1|DKIK
OG0009285	LOC111594131|XP_023163058.2|DHYD	LOC108074902|XP_017022619.1|DKIK
OG0009286	LOC111600490|XP_023172385.1|DHYD	LOC108071607|XP_017017878.1|DKIK
OG0009287	LOC111601023|XP_023173198.2|DHYD	LOC108079098|XP_017028815.1|DKIK
OG0009288	LOC111597258|XP_023167630.2|DHYD	LOC108084481|XP_017036195.1|DKIK
OG0009289	LOC111595883|XP_023165578.2|DHYD	LOC108074889|XP_017022587.1|DKIK
OG0009290	LOC111605258|XP_023179464.2|DHYD	LOC108077925|XP_017026954.1|DKIK
OG0009291	LOC111595882|XP_023165576.1|DHYD	LOC108074892|XP_017022599.1|DKIK
OG0009292	LOC111595004|XP_023164271.2|DHYD	LOC108083908|XP_017035394.1|DKIK
OG0009293	LOC111594988|XP_023164256.1|DHYD	LOC108083783|XP_017035198.1|DKIK
OG0009294	LOC111594924|XP_023164189.2|DHYD	LOC108076269|XP_017024506.1|DKIK
OG0009295	LOC111596724|XP_030079424.1|DHYD	LOC108080503|XP_017030755.1|DKIK
OG0009296	LOC111602974|XP_023176131.1|DHYD	LOC108077663|XP_017026571.1|DKIK
OG0009297	LOC111602965|XP_023176112.2|DHYD	LOC108077840|XP_017026854.1|DKIK
OG0009298	LOC111604567|XP_023178436.1|DHYD	LOC108080460|XP_017030685.1|DKIK
OG0009299	LOC111602044|XP_023174723.1|DHYD	LOC108073315|XP_017020368.1|DKIK
OG0009300	LOC111602075|XP_023174770.2|DHYD	LOC108073406|XP_017020495.1|DKIK
OG0009301	LOC111602669|XP_030080822.1|DHYD	LOC108080880|XP_017031272.1|DKIK
OG0009302	LOC111602752|XP_023175772.2|DHYD	LOC108084307|XP_017035960.1|DKIK
OG0009303	LOC111599607|XP_023171063.1|DHYD	LOC108075482|XP_017023426.1|DKIK
OG0009304	LOC111596697|XP_023166783.1|DHYD	LOC108076329|XP_017024643.1|DKIK
OG0009305	LOC111598618|XP_023169720.2|DHYD	LOC108070661|XP_017016719.1|DKIK
OG0009306	LOC111604681|XP_023178617.2|DHYD	LOC108084458|XP_017036156.1|DKIK
OG0009307	LOC111600246|XP_023172053.2|DHYD	LOC108081493|XP_017032193.1|DKIK
OG0009308	LOC111599548|XP_023170980.1|DHYD	LOC108081168|XP_017031712.1|DKIK
OG0009309	LOC111603461|XP_023176817.2|DHYD	LOC108070680|XP_017016742.1|DKIK
OG0009310	LOC111601309|XP_023173598.1|DHYD	LOC108084826|XP_017036677.1|DKIK
OG0009311	LOC111604572|XP_023178442.2|DHYD	LOC108072024|XP_017018494.1|DKIK
OG0009312	LOC111598630|XP_023169739.1|DHYD	LOC108070663|XP_017016723.1|DKIK
OG0009313	LOC111602978|XP_023176136.1|DHYD	LOC108070706|XP_017016786.1|DKIK
OG0009314	LOC111604621|XP_023178516.2|DHYD	LOC108081077|XP_017031551.1|DKIK
OG0009315	LOC111593615|XP_023162251.2|DHYD	LOC108072179|XP_017018724.1|DKIK
OG0009316	LOC111603647|XP_023177094.2|DHYD	LOC108085429|XP_017037507.1|DKIK, LOC108085466|XP_017037572.1|DKIK
OG0009317	LOC111599580|XP_030080796.1|DHYD	LOC108083642|XP_017035003.1|DKIK
OG0009318	LOC111600294|XP_023172116.2|DHYD	LOC108083178|XP_017034363.1|DKIK
OG0009319	LOC111603024|XP_023176222.1|DHYD	LOC108081072|XP_017031542.1|DKIK
OG0009320	LOC111595174|XP_023164522.2|DHYD	LOC108085862|XP_017038109.1|DKIK
OG0009321	LOC111595177|XP_023164525.2|DHYD	LOC108085857|XP_017038104.1|DKIK
OG0009322	LOC111599590|XP_023171036.2|DHYD, LOC115483782|XP_030081896.1|DHYD	LOC108084290|XP_017035939.1|DKIK
OG0009323	LOC111599599|XP_023171052.2|DHYD	LOC108081272|XP_017031857.1|DKIK
OG0009324	LOC111604966|XP_023179013.1|DHYD	LOC108074053|XP_017021412.1|DKIK
OG0009325	LOC111602440|XP_030081588.1|DHYD	LOC108071465|XP_017017717.1|DKIK
