Orthogroup	DHYD.longest_only	DFIC.longest_only
OG0009170	LOC111600478|XP_023172357.2|DHYD	LOC108089572|XP_017043415.1|DFIC
OG0009171	LOC111595310|XP_023164736.2|DHYD	LOC108099825|XP_017058944.1|DFIC
OG0009172	LOC111603468|XP_030081145.1|DHYD	LOC108100158|XP_017059403.1|DFIC
OG0009173	LOC111602922|XP_023176036.2|DHYD	LOC108099102|XP_017057911.1|DFIC
OG0009174	LOC111598243|XP_023169178.2|DHYD	LOC108097368|XP_017055101.1|DFIC
OG0009175	LOC111599481|XP_023170917.2|DHYD	LOC108098737|XP_017057356.1|DFIC
OG0009176	LOC111600923|XP_023173055.2|DHYD	LOC108086934|XP_017039532.1|DFIC
OG0009178	LOC111597269|XP_023167650.1|DHYD	LOC108096416|XP_017053484.1|DFIC
OG0009179	LOC111592876|XP_030081559.1|DHYD	LOC108088761|XP_017042199.1|DFIC
OG0009180	LOC111603335|XP_023176639.2|DHYD	LOC108086923|XP_017039514.1|DFIC
OG0009181	LOC111605661|XP_023180092.2|DHYD, LOC111605639|XP_030081552.1|DHYD	LOC108100408|XP_017059784.1|DFIC
OG0009182	LOC111595125|XP_023164465.2|DHYD	LOC108096431|XP_017053509.1|DFIC
OG0009183	LOC111599798|XP_023171344.2|DHYD	LOC108095398|XP_017051970.1|DFIC
OG0009184	LOC111597561|XP_023168128.2|DHYD	LOC108088771|XP_017042212.1|DFIC
OG0009185	LOC111600998|XP_023173160.2|DHYD	LOC108088917|XP_017042421.1|DFIC
OG0009186	LOC111605715|XP_023180168.2|DHYD	LOC108100716|XP_017060238.1|DFIC
OG0009187	LOC111602590|XP_023175520.1|DHYD	LOC108097922|XP_017055961.1|DFIC
OG0009188	LOC111605357|XP_023179604.1|DHYD	LOC108093903|XP_017049751.1|DFIC
OG0009189	LOC111604688|XP_023178624.2|DHYD	LOC108089626|XP_017043479.1|DFIC
OG0009190	LOC111596607|XP_023166656.2|DHYD	LOC108100089|XP_017059324.1|DFIC
OG0009191	LOC115483387|XP_030081000.1|DHYD, LOC111605233|XP_023179439.2|DHYD	LOC108096954|XP_017054410.1|DFIC
OG0009192	LOC111604607|XP_023178488.2|DHYD	LOC108097745|XP_017055743.1|DFIC
OG0009193	LOC111600447|XP_023172311.1|DHYD	LOC108090053|XP_017044050.1|DFIC
OG0009194	LOC111602281|XP_023175050.2|DHYD	LOC108101484|XP_017061321.1|DFIC
OG0009195	LOC111597458|XP_023167975.1|DHYD	LOC108089698|XP_017043535.1|DFIC
OG0009196	LOC111597485|XP_023168005.2|DHYD	LOC108089768|XP_017043648.1|DFIC
OG0009197	LOC111604780|XP_023178759.2|DHYD	LOC108093222|XP_017048682.1|DFIC
OG0009198	LOC111597320|XP_023167719.1|DHYD, LOC111597300|XP_023167691.1|DHYD	LOC108096469|XP_017053572.1|DFIC
OG0009199	LOC111603328|XP_023176630.2|DHYD	LOC108099741|XP_017058855.1|DFIC
OG0009200	LOC111599292|XP_023170699.2|DHYD, LOC115483364|XP_030080911.1|DHYD	LOC108096852|XP_017054257.1|DFIC
OG0009201	LOC111602336|XP_023175109.2|DHYD	LOC108090507|XP_017044712.1|DFIC
OG0009202	LOC111597666|XP_030080952.1|DHYD	LOC108101810|XP_017061775.1|DFIC
OG0009203	LOC111600904|XP_023173028.1|DHYD	LOC108094237|XP_017050184.1|DFIC
OG0009204	LOC111595534|XP_023165086.2|DHYD	LOC108094783|XP_017051046.1|DFIC
OG0009205	LOC111595430|XP_023164921.2|DHYD	LOC108094805|XP_017051065.1|DFIC, LOC108094742|XP_017050979.1|DFIC
OG0009206	LOC111602594|XP_023175521.1|DHYD, LOC111602593|XP_023175519.1|DHYD, LOC111602595|XP_023175522.1|DHYD	LOC108086744|XP_017039273.1|DFIC
OG0009207	LOC111604940|XP_023178978.2|DHYD, LOC115482812|XP_030078836.1|DHYD	LOC108096320|XP_017053336.1|DFIC
OG0009208	LOC111601433|XP_023173776.1|DHYD, LOC115482787|XP_030078649.1|DHYD, LOC115482788|XP_030078650.1|DHYD, LOC111601454|XP_023173800.2|DHYD, LOC111601434|XP_030078647.1|DHYD	LOC108098662|XP_017057227.1|DFIC
OG0009209	LOC111600251|XP_030078743.1|DHYD	LOC108087091|XP_017039761.1|DFIC
OG0009211	LOC111605569|XP_023179914.2|DHYD	LOC108089909|XP_017043876.1|DFIC
OG0009214	LOC111597526|XP_023168069.2|DHYD	LOC108099022|XP_017057747.1|DFIC
OG0009222	LOC111597182|XP_023167512.2|DHYD	LOC108094659|XP_017050858.1|DFIC
OG0009224	LOC111595462|XP_023164991.2|DHYD	LOC108091759|XP_017046592.1|DFIC
OG0009225	LOC111602243|XP_023175040.1|DHYD	LOC108097253|XP_017054922.1|DFIC
OG0009228	LOC111594982|XP_023164250.2|DHYD	LOC108098095|XP_017056290.1|DFIC
OG0009229	LOC111601311|XP_023173602.2|DHYD	LOC108098584|XP_017057113.1|DFIC
OG0009231	LOC111596729|XP_023166829.2|DHYD	LOC108094725|XP_017050960.1|DFIC
OG0009236	LOC111598540|XP_023169597.1|DHYD	LOC108089392|XP_017043064.1|DFIC
OG0009238	LOC111605734|XP_023180201.2|DHYD	LOC108100166|XP_017059418.1|DFIC
OG0009239	LOC111605740|XP_023180210.2|DHYD	LOC108088920|XP_017042425.1|DFIC
OG0009241	LOC111602271|XP_023175034.1|DHYD	LOC108092372|XP_017047403.1|DFIC
OG0009245	LOC111601326|XP_030081627.1|DHYD	LOC108087159|XP_017039872.1|DFIC
OG0009247	LOC111595292|XP_023164718.2|DHYD	LOC108098016|XP_017056156.1|DFIC
OG0009248	LOC111598275|XP_023169223.1|DHYD	LOC108097564|XP_017055433.1|DFIC
OG0009249	LOC111602249|XP_023175012.2|DHYD	LOC108100006|XP_017059198.1|DFIC
OG0009251	LOC111593641|XP_023162287.2|DHYD	LOC108102162|XP_017062350.1|DFIC
OG0009252	LOC111601908|XP_023174524.2|DHYD	LOC108097262|XP_017054941.1|DFIC
OG0009253	LOC111603142|XP_023176385.1|DHYD	LOC108088692|XP_017042121.1|DFIC
OG0009254	LOC111598123|XP_023168949.2|DHYD	LOC108092963|XP_017048335.1|DFIC
OG0009255	LOC111596829|XP_023166967.1|DHYD	LOC108097134|XP_017054720.1|DFIC
OG0009256	LOC111596163|XP_023166023.2|DHYD	LOC108088706|XP_017042137.1|DFIC
OG0009257	LOC111593072|XP_023161419.1|DHYD	LOC108098042|XP_017056196.1|DFIC
OG0009258	LOC111598145|XP_023168984.2|DHYD	LOC108094673|XP_017050879.1|DFIC
OG0009259	LOC111605296|XP_023179518.1|DHYD	LOC108098076|XP_017056258.1|DFIC
OG0009260	LOC111598401|XP_023169393.2|DHYD	LOC108102117|XP_017062269.1|DFIC
OG0009261	LOC111593457|XP_023161986.2|DHYD	LOC108097700|XP_017055668.1|DFIC
OG0009262	LOC111593460|XP_023161988.2|DHYD	LOC108095332|XP_017051901.1|DFIC
OG0009263	LOC111600209|XP_023171997.2|DHYD	LOC108094625|XP_017050803.1|DFIC
OG0009264	LOC111595950|XP_023165688.2|DHYD	LOC108094606|XP_017050751.1|DFIC
OG0009265	LOC111595359|XP_023164804.1|DHYD	LOC108094549|XP_017050650.1|DFIC
OG0009266	LOC111592925|XP_030080339.1|DHYD	LOC108101377|XP_017061178.1|DFIC
OG0009267	LOC111596337|XP_023166284.2|DHYD	LOC108098194|XP_017056423.1|DFIC
OG0009269	LOC111595410|XP_023164894.1|DHYD	LOC108087339|XP_017040168.1|DFIC
OG0009270	LOC111600583|XP_023172538.2|DHYD	LOC108093874|XP_017049705.1|DFIC
OG0009271	LOC111598245|XP_030080084.1|DHYD	LOC108097984|XP_017056096.1|DFIC
OG0009272	LOC111605718|XP_030080809.1|DHYD	LOC108100195|XP_017059458.1|DFIC
OG0009273	LOC111601757|XP_023174268.1|DHYD	LOC108092331|XP_017047356.1|DFIC
OG0009274	LOC111597382|XP_023167808.2|DHYD	LOC108099060|XP_017057818.1|DFIC
OG0009275	LOC111598105|XP_023168924.2|DHYD	LOC108092908|XP_017048256.1|DFIC
OG0009276	LOC111600894|XP_023173002.2|DHYD	LOC108101829|XP_017061825.1|DFIC
OG0009277	LOC111601882|XP_023174492.2|DHYD	LOC108097050|XP_017054573.1|DFIC
OG0009278	LOC111601834|XP_023174431.2|DHYD	LOC108097283|XP_017054973.1|DFIC
OG0009279	LOC111597756|XP_023168379.2|DHYD	LOC108088144|XP_017041299.1|DFIC
OG0009280	LOC111601821|XP_023174410.2|DHYD	LOC108086506|XP_017038922.1|DFIC
OG0009281	LOC111604050|XP_023177675.2|DHYD	LOC108091254|XP_017045858.1|DFIC
OG0009282	LOC111602514|XP_023175365.1|DHYD	LOC108091456|XP_017046145.1|DFIC
OG0009283	LOC111594409|XP_023163454.1|DHYD	LOC108089226|XP_017042871.1|DFIC
OG0009284	LOC111592342|XP_023160239.2|DHYD	LOC108088328|XP_017041556.1|DFIC
OG0009285	LOC111594131|XP_023163058.2|DHYD	LOC108095049|XP_017051440.1|DFIC
OG0009286	LOC111600490|XP_023172385.1|DHYD	LOC108093132|XP_017048566.1|DFIC
OG0009287	LOC111601023|XP_023173198.2|DHYD	LOC108093081|XP_017048491.1|DFIC
OG0009288	LOC111597258|XP_023167630.2|DHYD	LOC108101642|XP_017061547.1|DFIC
OG0009289	LOC111595883|XP_023165578.2|DHYD	LOC108101971|XP_017062049.1|DFIC
OG0009290	LOC111605258|XP_023179464.2|DHYD	LOC108086399|XP_017038790.1|DFIC
OG0009291	LOC111595882|XP_023165576.1|DHYD	LOC108101972|XP_017062052.1|DFIC
OG0009292	LOC111595004|XP_023164271.2|DHYD	LOC108098070|XP_017056251.1|DFIC
OG0009293	LOC111594988|XP_023164256.1|DHYD	LOC108097890|XP_017055918.1|DFIC
OG0009294	LOC111594924|XP_023164189.2|DHYD	LOC108090341|XP_017044446.1|DFIC
OG0009295	LOC111596724|XP_030079424.1|DHYD	LOC108094592|XP_017050710.1|DFIC
OG0009296	LOC111602974|XP_023176131.1|DHYD	LOC108095835|XP_017052613.1|DFIC
OG0009297	LOC111602965|XP_023176112.2|DHYD	LOC108095883|XP_017052683.1|DFIC
OG0009298	LOC111604567|XP_023178436.1|DHYD	LOC108087916|XP_017040991.1|DFIC
OG0009299	LOC111602044|XP_023174723.1|DHYD	LOC108101057|XP_017060733.1|DFIC
OG0009300	LOC111602075|XP_023174770.2|DHYD	LOC108101053|XP_017060726.1|DFIC
OG0009301	LOC111602669|XP_030080822.1|DHYD	LOC108095750|XP_017052425.1|DFIC
OG0009302	LOC111602752|XP_023175772.2|DHYD	LOC108098473|XP_017056872.1|DFIC
OG0009303	LOC111599607|XP_023171063.1|DHYD	LOC108091941|XP_017046818.1|DFIC
OG0009304	LOC111596697|XP_023166783.1|DHYD	LOC108101027|XP_017060683.1|DFIC
OG0009305	LOC111598618|XP_023169720.2|DHYD	LOC108087034|XP_017039692.1|DFIC
OG0009306	LOC111604681|XP_023178617.2|DHYD	LOC108091151|XP_017045676.1|DFIC
OG0009307	LOC111600246|XP_023172053.2|DHYD	LOC108092063|XP_017047015.1|DFIC
OG0009308	LOC111599548|XP_023170980.1|DHYD	LOC108091790|XP_017046638.1|DFIC
OG0009309	LOC111603461|XP_023176817.2|DHYD	LOC108087020|XP_017039675.1|DFIC
OG0009310	LOC111601309|XP_023173598.1|DHYD	LOC108087369|XP_017040199.1|DFIC
OG0009311	LOC111604572|XP_023178442.2|DHYD	LOC108102004|XP_017062091.1|DFIC
OG0009312	LOC111598630|XP_023169739.1|DHYD	LOC108086998|XP_017039623.1|DFIC
OG0009313	LOC111602978|XP_023176136.1|DHYD	LOC108102257|XP_017062496.1|DFIC
OG0009314	LOC111604621|XP_023178516.2|DHYD	LOC108096898|XP_017054337.1|DFIC
OG0009315	LOC111593615|XP_023162251.2|DHYD	LOC108099600|XP_017058705.1|DFIC
OG0009316	LOC111603647|XP_023177094.2|DHYD	LOC108099449|XP_017058476.1|DFIC
OG0009317	LOC111599580|XP_030080796.1|DHYD	LOC108088550|XP_017041884.1|DFIC
OG0009318	LOC111600294|XP_023172116.2|DHYD	LOC108098504|XP_017056921.1|DFIC
OG0009319	LOC111603024|XP_023176222.1|DHYD	LOC108096458|XP_017053558.1|DFIC
OG0009320	LOC111595174|XP_023164522.2|DHYD	LOC108095720|XP_017052383.1|DFIC
OG0009321	LOC111595177|XP_023164525.2|DHYD	LOC108095703|XP_017052364.1|DFIC
OG0009322	LOC111599590|XP_023171036.2|DHYD, LOC115483782|XP_030081896.1|DHYD	LOC108098963|XP_017057664.1|DFIC
OG0009323	LOC111599599|XP_023171052.2|DHYD	LOC108091834|XP_017046703.1|DFIC
OG0009324	LOC111604966|XP_023179013.1|DHYD	LOC108098465|XP_017056859.1|DFIC
OG0009325	LOC111602440|XP_030081588.1|DHYD	LOC108097895|XP_017055926.1|DFIC
OG0009326	LOC111597192|XP_023167534.1|DHYD	LOC108091936|XP_017046812.1|DFIC
OG0009327	LOC111596414|XP_023166394.1|DHYD	LOC108088422|XP_017041672.1|DFIC
OG0009328	LOC111597862|XP_023168554.1|DHYD	LOC108088442|XP_017041706.1|DFIC
OG0009329	LOC111602837|XP_023175921.2|DHYD	LOC108087189|XP_017039934.1|DFIC
OG0009330	LOC111594413|XP_023163465.1|DHYD	LOC108092089|XP_017047067.1|DFIC
OG0009331	LOC111604232|XP_023177977.2|DHYD	LOC108087947|XP_017041022.1|DFIC
OG0009332	LOC111594590|XP_023163718.1|DHYD	LOC108087193|XP_017039942.1|DFIC
OG0009333	LOC111605456|XP_023179743.2|DHYD	LOC108099564|XP_017058643.1|DFIC
OG0009334	LOC111602024|XP_023174692.2|DHYD	LOC108086811|XP_017039339.1|DFIC
OG0009335	LOC111602775|XP_023175808.1|DHYD	LOC108097615|XP_017055514.1|DFIC
OG0009336	LOC111597158|XP_023167482.1|DHYD	LOC108086857|XP_017039399.1|DFIC
OG0009337	LOC111598825|XP_030079333.1|DHYD	LOC108097883|XP_017055908.1|DFIC
OG0009338	LOC111602605|XP_023175533.1|DHYD	LOC108098532|XP_017057002.1|DFIC
OG0009339	LOC111602631|XP_030081689.1|DHYD	LOC108098477|XP_017056877.1|DFIC
OG0009340	LOC111605578|XP_023179950.2|DHYD	LOC108091679|XP_017046491.1|DFIC
OG0009341	LOC111595981|XP_023165734.2|DHYD	LOC108093332|XP_017048816.1|DFIC
OG0009342	LOC111596078|XP_023165907.2|DHYD	LOC108088077|XP_017041217.1|DFIC
OG0009343	LOC111595421|XP_023164930.2|DHYD	LOC108088081|XP_017041222.1|DFIC
OG0009344	LOC111596427|XP_030078657.1|DHYD	LOC108099234|XP_017058096.1|DFIC
OG0009345	LOC111603512|XP_023176896.2|DHYD	LOC108088480|XP_017041768.1|DFIC
OG0009346	LOC111599545|XP_023170972.2|DHYD	LOC108088374|XP_017041610.1|DFIC
OG0009347	LOC111595922|XP_023165647.2|DHYD	LOC108095683|XP_017052341.1|DFIC
OG0009348	LOC111598360|XP_023169341.1|DHYD	LOC108099513|XP_017058565.1|DFIC
OG0009350	LOC111602006|XP_023174661.2|DHYD	LOC108086876|XP_017039428.1|DFIC
OG0009351	LOC111602013|XP_023174675.2|DHYD	LOC108086795|XP_017039323.1|DFIC
OG0009352	LOC111594570|XP_023163695.2|DHYD	LOC108091726|XP_017046557.1|DFIC
OG0009353	LOC111603612|XP_030080718.1|DHYD	LOC108099288|XP_017058169.1|DFIC
OG0009354	LOC111596126|XP_023165964.1|DHYD	LOC108089141|XP_017042751.1|DFIC
OG0009355	LOC111595809|XP_023165469.2|DHYD	LOC108095093|XP_017051521.1|DFIC
OG0009356	LOC111596132|XP_023165973.1|DHYD	LOC108092548|XP_017047672.1|DFIC
OG0009357	LOC111603767|XP_023177269.1|DHYD	LOC108093494|XP_017049072.1|DFIC
OG0009358	LOC111601404|XP_023173726.1|DHYD	LOC108092387|XP_017047435.1|DFIC
OG0009359	LOC111601397|XP_023173712.2|DHYD	LOC108092386|XP_017047434.1|DFIC
OG0009360	LOC111595782|XP_023165434.2|DHYD	LOC108095633|XP_017052290.1|DFIC, LOC108100937|XP_017060572.1|DFIC
OG0009361	LOC111595769|XP_023165419.2|DHYD	LOC108095634|XP_017052291.1|DFIC, LOC108094591|XP_017050757.1|DFIC
OG0009362	LOC111595771|XP_023165421.2|DHYD	LOC108092635|XP_017047762.1|DFIC, LOC108095632|XP_017052289.1|DFIC
OG0009363	LOC111601866|XP_023174475.1|DHYD	LOC108089837|XP_017043740.1|DFIC
OG0009364	LOC111599360|XP_023170760.2|DHYD	LOC108092567|XP_017047697.1|DFIC
OG0009365	LOC111605472|XP_023179759.2|DHYD	LOC108089880|XP_017043829.1|DFIC
OG0009366	LOC111599477|XP_023170915.2|DHYD	LOC108088968|XP_017042526.1|DFIC
OG0009368	LOC111596122|XP_023165959.1|DHYD	LOC108091469|XP_017046176.1|DFIC
OG0009369	LOC111602531|XP_023175424.1|DHYD	LOC108091472|XP_017046178.1|DFIC
OG0009370	LOC111596115|XP_023165948.2|DHYD	LOC108089824|XP_017043726.1|DFIC
OG0009371	LOC111596113|XP_023165946.2|DHYD	LOC108089791|XP_017043675.1|DFIC
OG0009372	LOC111601965|XP_023174607.2|DHYD	LOC108091505|XP_017046235.1|DFIC
OG0009373	LOC111594206|XP_023163172.2|DHYD	LOC108095092|XP_017051517.1|DFIC
OG0009374	LOC111601140|XP_023173376.2|DHYD	LOC108098267|XP_017056554.1|DFIC
OG0009376	LOC111604009|XP_023177634.1|DHYD	LOC108092329|XP_017047354.1|DFIC
OG0009377	LOC111594088|XP_023163003.2|DHYD	LOC108095895|XP_017052704.1|DFIC, LOC108098259|XP_017056548.1|DFIC
OG0009378	LOC111603897|XP_023177483.2|DHYD	LOC108097858|XP_017055884.1|DFIC, LOC108095706|XP_017052404.1|DFIC
OG0009379	LOC111602286|XP_023175055.2|DHYD, LOC111602315|XP_023175086.2|DHYD	LOC108091658|XP_017046497.1|DFIC
OG0009380	LOC111597789|XP_023168432.1|DHYD	LOC108089276|XP_017042942.1|DFIC, LOC108089116|XP_017042717.1|DFIC
OG0009381	LOC111596310|XP_023166239.2|DHYD	LOC108102220|XP_017062431.1|DFIC
OG0009382	LOC111593160|XP_030079165.1|DHYD	LOC108102232|XP_017062449.1|DFIC
OG0009383	LOC111602357|XP_023175134.2|DHYD	LOC108092997|XP_017048382.1|DFIC
OG0009384	LOC111600382|XP_030081052.1|DHYD	LOC108090068|XP_017044068.1|DFIC
OG0009385	LOC111600432|XP_023172293.2|DHYD	LOC108098313|XP_017056615.1|DFIC
OG0009386	LOC111600408|XP_023172257.1|DHYD	LOC108098327|XP_017056640.1|DFIC, LOC108100042|XP_017059296.1|DFIC
OG0009387	LOC111592418|XP_023160362.2|DHYD	LOC108095154|XP_017051582.1|DFIC
OG0009388	LOC111592410|XP_023160353.2|DHYD	LOC108095225|XP_017051734.1|DFIC
OG0009389	LOC111603816|XP_023177342.2|DHYD	LOC108087737|XP_017040748.1|DFIC
OG0009390	LOC111602092|XP_023174794.2|DHYD	LOC108095163|XP_017051610.1|DFIC
OG0009391	LOC111596062|XP_023165879.2|DHYD	LOC108092454|XP_017047529.1|DFIC
OG0009392	LOC111593978|XP_023162839.2|DHYD	LOC108094220|XP_017050167.1|DFIC
OG0009393	LOC111600137|XP_030081249.1|DHYD	LOC108090095|XP_017044085.1|DFIC
OG0009394	LOC111600587|XP_023172545.1|DHYD	LOC108086642|XP_017039107.1|DFIC
OG0009395	LOC111600156|XP_030080938.1|DHYD	LOC108096502|XP_017053601.1|DFIC
OG0009396	LOC111604615|XP_023178497.2|DHYD	LOC108086434|XP_017038831.1|DFIC
OG0009397	LOC111604149|XP_023177841.2|DHYD	LOC108087838|XP_017040902.1|DFIC
OG0009398	LOC111593822|XP_023162621.1|DHYD	LOC108101413|XP_017061227.1|DFIC
OG0009399	LOC111599956|XP_030079784.1|DHYD	LOC108086371|XP_017038761.1|DFIC
OG0009400	LOC111597698|XP_023168301.1|DHYD	LOC108090496|XP_017044698.1|DFIC
OG0009401	LOC111592617|XP_023160720.1|DHYD	LOC108100113|XP_017059351.1|DFIC
OG0009402	LOC111603434|XP_023176787.1|DHYD	LOC108098797|XP_017057426.1|DFIC
OG0009403	LOC111600721|XP_023172762.1|DHYD	LOC108090584|XP_017044823.1|DFIC
OG0009404	LOC111599937|XP_023171554.2|DHYD	LOC108094202|XP_017050146.1|DFIC
OG0009405	LOC111597732|XP_023168345.2|DHYD	LOC108090564|XP_017044794.1|DFIC
OG0009406	LOC111605256|XP_023179461.2|DHYD	LOC108096591|XP_017053779.1|DFIC
OG0009407	LOC111599923|XP_023171533.1|DHYD	LOC108100536|XP_017059989.1|DFIC, LOC108093756|XP_017049513.1|DFIC
OG0009408	LOC111605382|XP_023179639.2|DHYD	LOC108090815|XP_017045161.1|DFIC
OG0009409	LOC111597896|XP_030081374.1|DHYD	LOC108086666|XP_017039136.1|DFIC
OG0009410	LOC111605255|XP_023179460.2|DHYD	LOC108086379|XP_017038770.1|DFIC
OG0009411	LOC111605150|XP_023179304.2|DHYD	LOC108096838|XP_017054231.1|DFIC
OG0009412	LOC111600719|XP_023172744.1|DHYD	LOC108101886|XP_017061919.1|DFIC
OG0009413	LOC111593915|XP_023162756.2|DHYD	LOC108094225|XP_017050171.1|DFIC
OG0009414	LOC111593888|XP_023162723.2|DHYD	LOC108094221|XP_017050168.1|DFIC
OG0009415	LOC111593956|XP_023162815.2|DHYD	LOC108094262|XP_017050216.1|DFIC
OG0009416	LOC111600705|XP_023172730.2|DHYD	LOC108096760|XP_017054108.1|DFIC
OG0009417	LOC111600752|XP_023172798.1|DHYD	LOC108096762|XP_017054111.1|DFIC
OG0009418	LOC111600656|XP_023172648.2|DHYD	LOC108096500|XP_017053598.1|DFIC
OG0009419	LOC111600685|XP_023172707.2|DHYD	LOC108096535|XP_017053709.1|DFIC
OG0009420	LOC111600683|XP_023172705.1|DHYD	LOC108096536|XP_017053710.1|DFIC
OG0009421	LOC111595435|XP_023164927.2|DHYD	LOC108094053|XP_017049978.1|DFIC
OG0009422	LOC111592226|XP_023160073.2|DHYD	LOC108096803|XP_017054176.1|DFIC
OG0009423	LOC111592920|XP_023161144.1|DHYD	LOC108093718|XP_017049413.1|DFIC
OG0009424	LOC111592943|XP_023161182.1|DHYD	LOC108096524|XP_017053694.1|DFIC
OG0009425	LOC111604345|XP_023178177.2|DHYD	LOC108094333|XP_017050371.1|DFIC
OG0009426	LOC111595529|XP_023165079.2|DHYD	LOC108094755|XP_017051001.1|DFIC
OG0009427	LOC111604257|XP_023178020.2|DHYD	LOC108087817|XP_017040871.1|DFIC
OG0009428	LOC111594794|XP_023164032.2|DHYD	LOC108094825|XP_017051084.1|DFIC
OG0009429	LOC111595432|XP_023164923.1|DHYD	LOC108094791|XP_017051052.1|DFIC
OG0009430	LOC111592158|XP_023159978.2|DHYD	LOC108093794|XP_017049567.1|DFIC
OG0009431	LOC111600073|XP_023171778.2|DHYD	LOC108090802|XP_017045146.1|DFIC
OG0009432	LOC111599720|XP_023171231.2|DHYD	LOC108101918|XP_017061985.1|DFIC
OG0009433	LOC111595262|XP_023164676.1|DHYD	LOC108096867|XP_017054282.1|DFIC
OG0009434	LOC111595242|XP_023164648.1|DHYD	LOC108096734|XP_017054069.1|DFIC
OG0009435	LOC111595248|XP_023164658.1|DHYD	LOC108096735|XP_017054071.1|DFIC
OG0009437	LOC111592169|XP_023159991.1|DHYD	LOC108090756|XP_017045077.1|DFIC
OG0009438	LOC111594152|XP_023163098.2|DHYD	LOC108101459|XP_017061292.1|DFIC
OG0009439	LOC111594165|XP_023163117.1|DHYD	LOC108101474|XP_017061309.1|DFIC
OG0009440	LOC111600111|XP_023171841.2|DHYD	LOC108090896|XP_017045293.1|DFIC
OG0009441	LOC111598853|XP_030079335.1|DHYD	LOC108098123|XP_017056333.1|DFIC
OG0009442	LOC111601956|XP_023174588.2|DHYD	LOC108094632|XP_017050810.1|DFIC
OG0009443	LOC111603821|XP_023177350.1|DHYD	LOC108087620|XP_017040551.1|DFIC
OG0009444	LOC111598283|XP_023169233.2|DHYD	LOC108098152|XP_017056368.1|DFIC
OG0009445	LOC111595373|XP_023164835.1|DHYD	LOC108097530|XP_017055364.1|DFIC
OG0009446	LOC111592992|XP_030078910.1|DHYD	LOC108095315|XP_017051877.1|DFIC
OG0009447	LOC111605033|XP_023179136.1|DHYD	LOC108097456|XP_017055217.1|DFIC
OG0009448	LOC111598279|XP_023169225.1|DHYD	LOC108098088|XP_017056282.1|DFIC
OG0009449	LOC111594048|XP_023162931.1|DHYD	LOC108097599|XP_017055493.1|DFIC
OG0009450	LOC111601615|XP_023174049.2|DHYD	LOC108097206|XP_017054840.1|DFIC
OG0009451	LOC111596317|XP_023166251.1|DHYD	LOC108088119|XP_017041262.1|DFIC
OG0009452	LOC111598444|XP_023169453.1|DHYD	LOC108097096|XP_017054642.1|DFIC
OG0009453	LOC111595905|XP_023165616.2|DHYD	LOC108099361|XP_017058336.1|DFIC
OG0009454	LOC111592335|XP_023160230.1|DHYD	LOC108088271|XP_017041477.1|DFIC
OG0009455	LOC111602040|XP_023174714.1|DHYD	LOC108091359|XP_017046001.1|DFIC
OG0009456	LOC111604335|XP_023178202.2|DHYD	LOC108097387|XP_017055127.1|DFIC
OG0009457	LOC111593952|XP_023162846.1|DHYD	LOC108091310|XP_017045922.1|DFIC
OG0009458	LOC111598103|XP_023168923.2|DHYD	LOC108092910|XP_017048258.1|DFIC
OG0009459	LOC111600486|XP_023172380.1|DHYD	LOC108100450|XP_017059863.1|DFIC
OG0009460	LOC111604488|XP_023178345.1|DHYD	LOC108099216|XP_017058084.1|DFIC
OG0009461	LOC111604500|XP_030081177.1|DHYD	LOC108099179|XP_017058031.1|DFIC
OG0009462	LOC111592443|XP_023160395.2|DHYD	LOC108100645|XP_017060137.1|DFIC
OG0009463	LOC111605630|XP_023180051.2|DHYD	LOC108089453|XP_017043185.1|DFIC
OG0009464	LOC111605181|XP_023179346.1|DHYD	LOC108099986|XP_017059173.1|DFIC
OG0009465	LOC111598486|XP_030081462.1|DHYD	LOC108099985|XP_017059172.1|DFIC
OG0009466	LOC111595092|XP_023164419.1|DHYD	LOC108086983|XP_017039600.1|DFIC
OG0009467	LOC111591924|XP_023159618.1|DHYD	LOC108096205|XP_017053081.1|DFIC
OG0009468	LOC111602928|XP_023176045.2|DHYD	LOC108099207|XP_017058072.1|DFIC
OG0009469	LOC111596935|XP_023167152.1|DHYD	LOC108093149|XP_017048584.1|DFIC
OG0009470	LOC111592312|XP_023160189.1|DHYD	LOC108093037|XP_017048430.1|DFIC
OG0009471	LOC115483011|XP_030079561.1|DHYD, LOC111600381|XP_023172225.2|DHYD	LOC108089121|XP_017042726.1|DFIC
OG0009472	LOC111597784|XP_023168423.2|DHYD	LOC108099005|XP_017057726.1|DFIC
OG0009473	LOC111601703|XP_023174187.1|DHYD	LOC108093049|XP_017048446.1|DFIC
OG0009474	LOC111598794|XP_023169978.2|DHYD	LOC108100581|XP_017060049.1|DFIC
OG0009475	LOC111592761|XP_023160929.2|DHYD	LOC108096021|XP_017052863.1|DFIC
OG0009476	LOC111594869|XP_023164117.1|DHYD, LOC115483476|XP_030081465.1|DHYD	LOC108089522|XP_017043337.1|DFIC
OG0009477	LOC111604717|XP_023178658.2|DHYD	LOC108089336|XP_017043006.1|DFIC
OG0009478	LOC111604712|XP_023178652.1|DHYD	LOC108089372|XP_017043037.1|DFIC
OG0009479	LOC111593364|XP_023161848.1|DHYD	LOC108101492|XP_017061342.1|DFIC, LOC108088739|XP_017042211.1|DFIC
