Orthogroup	DHYD.longest_only	DNOV.longest_only
OG0009730	LOC111597265|XP_023167646.1|DHYD	LOC115768481|XP_030568920.1|DNOV
OG0009731	LOC111592236|XP_030081988.1|DHYD	LOC115758172|XP_030554572.1|DNOV
OG0009732	LOC111596392|XP_023166366.1|DHYD	LOC115771286|XP_030572771.1|DNOV
OG0009733	LOC111601843|XP_023174445.1|DHYD	LOC115766999|XP_030566981.1|DNOV
OG0009734	LOC111605138|XP_023179284.2|DHYD	LOC115768508|XP_030568955.1|DNOV
OG0009735	LOC111599167|XP_023170514.2|DHYD	LOC115765957|XP_030565568.1|DNOV
OG0009736	LOC111597244|XP_030080077.1|DHYD	LOC115768034|XP_030568317.1|DNOV
OG0009737	LOC111594577|XP_023163703.1|DHYD	LOC115761428|XP_030559050.1|DNOV
OG0009738	LOC111603220|XP_023176485.2|DHYD, LOC111603110|XP_023176347.2|DHYD	LOC115767034|XP_030567021.1|DNOV
OG0009739	LOC111603149|XP_023176392.1|DHYD	LOC115767037|XP_030567026.1|DNOV
OG0009740	LOC111603083|XP_023176309.2|DHYD	LOC115767314|XP_030567414.1|DNOV
OG0009741	LOC111600411|XP_023172259.2|DHYD	LOC115763004|XP_030561254.1|DNOV
OG0009742	LOC111605050|XP_023179154.2|DHYD	LOC115765102|XP_030564347.1|DNOV
OG0009743	LOC111598291|XP_023169242.2|DHYD	LOC115766451|XP_030566243.1|DNOV
OG0009744	LOC111593684|XP_023162397.2|DHYD	LOC115769056|XP_030569629.1|DNOV
OG0009746	LOC111604844|XP_023178848.2|DHYD	LOC115767762|XP_030567944.1|DNOV
OG0009747	LOC111605159|XP_023179313.1|DHYD	LOC115768506|XP_030568952.1|DNOV
OG0009748	LOC111595943|XP_023165677.2|DHYD	LOC115765144|XP_030564407.1|DNOV
OG0009749	LOC111597240|XP_023167602.2|DHYD	LOC115766953|XP_030566903.1|DNOV
OG0009750	LOC111596143|XP_023165994.2|DHYD	LOC115769681|XP_030570459.1|DNOV
OG0009751	LOC111596556|XP_023166597.1|DHYD	LOC115764410|XP_030563268.1|DNOV
OG0009752	LOC111596810|XP_023166942.2|DHYD	LOC115768030|XP_030568312.1|DNOV
OG0009753	LOC111596797|XP_023166926.1|DHYD	LOC115768027|XP_030568307.1|DNOV
OG0009754	LOC111604479|XP_030081080.1|DHYD	LOC115762416|XP_030560468.1|DNOV
OG0009755	LOC111595366|XP_023164820.2|DHYD	LOC115767861|XP_030568079.1|DNOV
OG0009756	LOC111603348|XP_023176658.2|DHYD	LOC115765316|XP_030564676.1|DNOV
OG0009757	LOC111593693|XP_023162370.2|DHYD	LOC115764494|XP_030563442.1|DNOV
OG0009758	LOC111594445|XP_023163500.2|DHYD	LOC115764199|XP_030562947.1|DNOV
OG0009759	LOC111597287|XP_023167671.2|DHYD	LOC115769055|XP_030569628.1|DNOV
OG0009760	LOC111601880|XP_030079322.1|DHYD	LOC115767001|XP_030566983.1|DNOV
OG0009761	LOC111601894|XP_023174505.1|DHYD	LOC115767020|XP_030567005.1|DNOV
OG0009762	LOC111602431|XP_023175238.2|DHYD	LOC115766906|XP_030566844.1|DNOV
OG0009763	LOC111602884|XP_023175984.2|DHYD	LOC115771193|XP_030572648.1|DNOV
OG0009764	LOC111603708|XP_023177177.2|DHYD	LOC115769485|XP_030570163.1|DNOV
OG0009765	LOC111600459|XP_023172328.1|DHYD	LOC115762939|XP_030561179.1|DNOV
OG0009766	LOC111600491|XP_023172387.1|DHYD	LOC115762692|XP_030560874.1|DNOV
OG0009767	LOC111600501|XP_023172396.1|DHYD	LOC115762876|XP_030561110.1|DNOV
OG0009768	LOC111604498|XP_023178357.2|DHYD	LOC115766948|XP_030566896.1|DNOV
OG0009769	LOC111597776|XP_023168403.1|DHYD	LOC115762657|XP_030560824.1|DNOV
OG0009770	LOC111593222|XP_023161641.2|DHYD	LOC115771210|XP_030572669.1|DNOV
OG0009771	LOC111601720|XP_023174213.2|DHYD	LOC115760021|XP_030557043.1|DNOV
OG0009772	LOC111601027|XP_023173204.2|DHYD	LOC115765839|XP_030565427.1|DNOV
OG0009773	LOC111605657|XP_023180088.1|DHYD	LOC115769644|XP_030570414.1|DNOV
OG0009774	LOC111605179|XP_023179343.2|DHYD	LOC115771214|XP_030572674.1|DNOV
OG0009775	LOC111595090|XP_023164418.2|DHYD	LOC115770159|XP_030571178.1|DNOV
OG0009776	LOC111598734|XP_023169895.1|DHYD	LOC115769581|XP_030570317.1|DNOV
OG0009777	LOC111597506|XP_023168039.1|DHYD	LOC115770254|XP_030571329.1|DNOV
OG0009778	LOC111602905|XP_023176014.1|DHYD	LOC115771108|XP_030572528.1|DNOV
OG0009779	LOC111592428|XP_023160379.1|DHYD	LOC115767669|XP_030567818.1|DNOV
OG0009780	LOC111592427|XP_023160378.2|DHYD	LOC115767667|XP_030567815.1|DNOV
OG0009781	LOC111592301|XP_023160176.1|DHYD	LOC115769461|XP_030570134.1|DNOV
OG0009782	LOC111596330|XP_023166263.2|DHYD	LOC115759297|XP_030556060.1|DNOV
OG0009783	LOC111598692|XP_023169825.1|DHYD	LOC115769532|XP_030570234.1|DNOV
OG0009784	LOC111597785|XP_023168426.1|DHYD	LOC115768087|XP_030568422.1|DNOV
OG0009785	LOC111601718|XP_023174207.2|DHYD	LOC115769547|XP_030570250.1|DNOV
OG0009786	LOC111595144|XP_023164485.1|DHYD	LOC115770135|XP_030571138.1|DNOV
OG0009787	LOC111595143|XP_023164484.1|DHYD	LOC115770139|XP_030571144.1|DNOV
OG0009788	LOC111596141|XP_023165992.2|DHYD	LOC115769563|XP_030570275.1|DNOV
OG0009789	LOC111601708|XP_023174195.1|DHYD	LOC115769568|XP_030570284.1|DNOV
OG0009790	LOC111601257|XP_023173530.1|DHYD	LOC115759402|XP_030556154.1|DNOV
OG0009791	LOC111605183|XP_023179348.2|DHYD	LOC115771216|XP_030572676.1|DNOV
OG0009792	LOC111601726|XP_023174217.1|DHYD	LOC115769750|XP_030570552.1|DNOV
OG0009793	LOC111601050|XP_023173234.2|DHYD	LOC115762951|XP_030561200.1|DNOV
OG0009794	LOC111604819|XP_023178809.1|DHYD	LOC115770657|XP_030571883.1|DNOV
OG0009795	LOC111603198|XP_023176454.2|DHYD	LOC115764264|XP_030563046.1|DNOV
OG0009796	LOC111597572|XP_023168139.1|DHYD	LOC115770347|XP_030571445.1|DNOV
OG0009797	LOC111601696|XP_023174180.1|DHYD	LOC115769839|XP_030570673.1|DNOV
OG0009798	LOC111601673|XP_023174136.2|DHYD	LOC115769740|XP_030570541.1|DNOV
OG0009799	LOC111592959|XP_023161217.1|DHYD	LOC115762811|XP_030561029.1|DNOV
OG0009800	LOC111591865|XP_023159515.2|DHYD	LOC115771380|XP_030572925.1|DNOV
OG0009801	LOC111601587|XP_023174010.2|DHYD	LOC115767130|XP_030567152.1|DNOV
OG0009802	LOC111601562|XP_023173975.2|DHYD	LOC115767169|XP_030567212.1|DNOV
OG0009803	LOC111604678|XP_023178608.2|DHYD	LOC115762845|XP_030561080.1|DNOV
OG0009804	LOC111604716|XP_023178657.1|DHYD	LOC115762858|XP_030561094.1|DNOV
OG0009805	LOC111604677|XP_023178607.1|DHYD	LOC115762751|XP_030560949.1|DNOV
OG0009806	LOC115483024|XP_030079623.1|DHYD	LOC115762901|XP_030561137.1|DNOV
OG0009807	LOC111604710|XP_023178651.1|DHYD	LOC115762808|XP_030561026.1|DNOV
OG0009808	LOC111601704|XP_030081600.1|DHYD	LOC115769352|XP_030569981.1|DNOV
OG0009809	LOC111603709|XP_023177178.1|DHYD	LOC115769746|XP_030570547.1|DNOV
OG0009810	LOC111603047|XP_023176259.2|DHYD	LOC115767890|XP_030568119.1|DNOV
OG0009811	LOC111594377|XP_023163409.2|DHYD	LOC115767846|XP_030568060.1|DNOV
OG0009812	LOC111601031|XP_023173209.2|DHYD	LOC115770879|XP_030572177.1|DNOV
OG0009813	LOC111605100|XP_023179210.2|DHYD	LOC115769332|XP_030569953.1|DNOV
OG0009814	LOC111601743|XP_023174251.2|DHYD	LOC115771302|XP_030572800.1|DNOV
OG0009815	LOC111592281|XP_023160150.2|DHYD	LOC115771533|XP_030573131.1|DNOV
OG0009816	LOC111600944|XP_023173082.2|DHYD	LOC115770185|XP_030571206.1|DNOV
OG0009817	LOC111600945|XP_023173083.2|DHYD	LOC115770043|XP_030570984.1|DNOV
OG0009818	LOC111604546|XP_023178413.2|DHYD	LOC115769437|XP_030570104.1|DNOV
OG0009819	LOC111604522|XP_023178386.1|DHYD	LOC115769435|XP_030570103.1|DNOV
OG0009820	LOC111604547|XP_023178414.2|DHYD	LOC115769434|XP_030570102.1|DNOV
OG0009821	LOC111605707|XP_023180160.2|DHYD	LOC115757655|XP_030557685.1|DNOV, LOC115770145|XP_030571154.1|DNOV
OG0009822	LOC111599228|XP_023170594.1|DHYD	LOC115769741|XP_030570544.1|DNOV
OG0009823	LOC111601555|XP_023173965.1|DHYD	LOC115765181|XP_030564465.1|DNOV
OG0009824	LOC111593139|XP_023161508.1|DHYD	LOC115767671|XP_030567826.1|DNOV
OG0009825	LOC111599821|XP_023171377.2|DHYD	LOC115771451|XP_030573026.1|DNOV
OG0009826	LOC111597613|XP_023168179.2|DHYD	LOC115770512|XP_030571672.1|DNOV
OG0009827	LOC111597612|XP_023168178.2|DHYD	LOC115770514|XP_030571675.1|DNOV
OG0009828	LOC111592783|XP_023160954.2|DHYD	LOC115765983|XP_030565608.1|DNOV
OG0009829	LOC111595347|XP_023164789.2|DHYD	LOC115771409|XP_030572969.1|DNOV
OG0009830	LOC111600990|XP_023173150.1|DHYD	LOC115767134|XP_030567159.1|DNOV
OG0009831	LOC111600989|XP_023173149.2|DHYD	LOC115768520|XP_030568974.1|DNOV
OG0009832	LOC111600948|XP_023173087.2|DHYD	LOC115770015|XP_030570930.1|DNOV
OG0009833	LOC111597338|XP_023167751.1|DHYD	LOC115768821|XP_030569383.1|DNOV
OG0009834	LOC111600592|XP_023172552.1|DHYD	LOC115761851|XP_030559697.1|DNOV
OG0009836	LOC111597188|XP_023167526.2|DHYD	LOC115766207|XP_030565919.1|DNOV
OG0009837	LOC111602468|XP_023175301.1|DHYD	LOC115765075|XP_030564311.1|DNOV
OG0009838	LOC111594202|XP_023163167.1|DHYD	LOC115760040|XP_030557068.1|DNOV
OG0009839	LOC111604182|XP_023177898.2|DHYD	LOC115764694|XP_030563752.1|DNOV
OG0009840	LOC111594778|XP_023163999.2|DHYD	LOC115769165|XP_030569723.1|DNOV
OG0009841	LOC111602257|XP_023175019.2|DHYD	LOC115758799|XP_030555433.1|DNOV
OG0009842	LOC111599831|XP_023171392.1|DHYD	LOC115770476|XP_030571621.1|DNOV
OG0009843	LOC111598462|XP_023169486.1|DHYD	LOC115769370|XP_030570013.1|DNOV
OG0009844	LOC111603332|XP_023176636.2|DHYD	LOC115766545|XP_030566381.1|DNOV
OG0009845	LOC111602597|XP_023175524.2|DHYD	LOC115771200|XP_030572661.1|DNOV
OG0009846	LOC111598957|XP_023170210.1|DHYD	LOC115759054|XP_030555738.1|DNOV
OG0009847	LOC111605616|XP_030079870.1|DHYD	LOC115768582|XP_030569087.1|DNOV
OG0009848	LOC111597301|XP_023167692.1|DHYD	LOC115768261|XP_030568651.1|DNOV
OG0009849	LOC111596400|XP_023166373.2|DHYD	LOC115771940|XP_030573700.1|DNOV
OG0009850	LOC111593647|XP_023162295.2|DHYD	LOC115767566|XP_030567711.1|DNOV
OG0009851	LOC111602069|XP_023174759.1|DHYD	LOC115769103|XP_030569674.1|DNOV
OG0009852	LOC111601593|XP_023174021.2|DHYD	LOC115767176|XP_030567226.1|DNOV
OG0009852	LOC111598428|XP_030079323.1|DHYD	LOC115764343|XP_030563158.1|DNOV
OG0009853	LOC111605051|XP_023179156.2|DHYD	LOC115765215|XP_030564519.1|DNOV
OG0009854	LOC115482955|XP_030079297.1|DHYD, LOC111603168|XP_023176415.1|DHYD	LOC115767069|XP_030567068.1|DNOV
OG0009855	LOC111600416|XP_023172264.2|DHYD	LOC115763027|XP_030561293.1|DNOV
OG0009857	LOC111594780|XP_023164002.2|DHYD	LOC115769193|XP_030569757.1|DNOV
OG0009858	LOC111594750|XP_023163966.2|DHYD	LOC115758659|XP_030555258.1|DNOV
OG0009859	LOC111592581|XP_023160659.1|DHYD	LOC115758761|XP_030555381.1|DNOV
OG0009860	LOC111603523|XP_023176922.2|DHYD	LOC115765530|XP_030565007.1|DNOV
OG0009861	LOC111595826|XP_023165500.2|DHYD	LOC115758649|XP_030555244.1|DNOV
OG0009862	LOC111599473|XP_030080395.1|DHYD	LOC115758427|XP_030554942.1|DNOV, LOC115759275|XP_030556037.1|DNOV
OG0009863	LOC111602466|XP_023175296.2|DHYD	LOC115758383|XP_030554845.1|DNOV
OG0009864	LOC111596096|XP_023165925.1|DHYD	LOC115758607|XP_030555194.1|DNOV
OG0009865	LOC111596094|XP_030080402.1|DHYD	LOC115763411|XP_030561821.1|DNOV
OG0009866	LOC115483181|XP_030080199.1|DHYD, LOC111599822|XP_023171378.1|DHYD, LOC115483340|XP_030080681.1|DHYD	LOC115770213|XP_030571267.1|DNOV
OG0009867	LOC111599636|XP_023171084.1|DHYD	LOC115766975|XP_030566930.1|DNOV
OG0009868	LOC111604460|XP_023178308.2|DHYD	LOC115766979|XP_030566939.1|DNOV
OG0009869	LOC111597341|XP_023167754.2|DHYD	LOC115768461|XP_030568894.1|DNOV
OG0009870	LOC111599270|XP_023170637.2|DHYD	LOC115766899|XP_030566840.1|DNOV
OG0009871	LOC111605136|XP_023179293.2|DHYD	LOC115762202|XP_030560189.1|DNOV
OG0009872	LOC111597094|XP_023167403.1|DHYD	LOC115760488|XP_030557700.1|DNOV
OG0009873	LOC111593757|XP_023162534.1|DHYD	LOC115760701|XP_030558026.1|DNOV
OG0009874	LOC111600973|XP_023173124.2|DHYD	LOC115770274|XP_030571358.1|DNOV
OG0009875	LOC111597543|XP_030079672.1|DHYD	LOC115770516|XP_030571677.1|DNOV
OG0009876	LOC111600775|XP_023172823.2|DHYD	LOC115763296|XP_030561648.1|DNOV
OG0009877	LOC111604151|XP_023177843.2|DHYD	LOC115758256|XP_030554675.1|DNOV
OG0009878	LOC111605374|XP_023179625.1|DHYD	LOC115760508|XP_030557729.1|DNOV
OG0009879	LOC111595637|XP_023165219.1|DHYD	LOC115761040|XP_030558515.1|DNOV
OG0009880	LOC111605244|XP_023179448.1|DHYD	LOC115762140|XP_030560111.1|DNOV
OG0009881	LOC111595751|XP_023165380.1|DHYD	LOC115760887|XP_030558310.1|DNOV
OG0009882	LOC111603808|XP_023177328.1|DHYD	LOC115761074|XP_030558553.1|DNOV
OG0009883	LOC111595496|XP_023165034.2|DHYD	LOC115757922|XP_030554246.1|DNOV, LOC115758152|XP_030554546.1|DNOV
OG0009884	LOC111595527|XP_023165076.2|DHYD	LOC115758146|XP_030554540.1|DNOV, LOC115757899|XP_030554205.1|DNOV
OG0009885	LOC111592111|XP_023159909.1|DHYD	LOC115758207|XP_030554618.1|DNOV
OG0009886	LOC111592106|XP_023159903.1|DHYD	LOC115758163|XP_030554562.1|DNOV, LOC115757799|XP_030554077.1|DNOV
OG0009887	LOC111597027|XP_023167304.2|DHYD	LOC115762005|XP_030559936.1|DNOV
OG0009888	LOC111594578|XP_023163707.1|DHYD	LOC115767484|XP_030567651.1|DNOV
OG0009889	LOC111593373|XP_023161861.1|DHYD	LOC115766610|XP_030566459.1|DNOV
OG0009890	LOC111593526|XP_023162091.1|DHYD	LOC115766512|XP_030566333.1|DNOV
OG0009891	LOC111594188|XP_023163145.1|DHYD	LOC115764493|XP_030563441.1|DNOV
OG0009892	LOC111595428|XP_023164919.2|DHYD	LOC115758089|XP_030554466.1|DNOV
OG0009893	LOC111595539|XP_023165091.1|DHYD	LOC115758053|XP_030554426.1|DNOV
OG0009895	LOC111603395|XP_023176729.2|DHYD	LOC115761648|XP_030559344.1|DNOV
OG0009896	LOC111604817|XP_023178805.2|DHYD, LOC111604818|XP_023178807.2|DHYD	LOC115770701|XP_030571955.1|DNOV
OG0009897	LOC111604941|XP_023178979.2|DHYD	LOC115766206|XP_030565918.1|DNOV
OG0009898	LOC111598542|XP_023169600.2|DHYD	LOC115766105|XP_030565785.1|DNOV
OG0009899	LOC111601489|XP_023173844.1|DHYD	LOC115771930|XP_030573690.1|DNOV
OG0009900	LOC111594592|XP_023163721.1|DHYD	LOC115761254|XP_030558827.1|DNOV
OG0009901	LOC111600287|XP_023172107.1|DHYD, LOC115482804|XP_030078773.1|DHYD, LOC111600286|XP_030078637.1|DHYD	LOC115770554|XP_030571724.1|DNOV
OG0009902	LOC111601313|XP_023173605.2|DHYD	LOC115765622|XP_030565132.1|DNOV
OG0009903	LOC111603602|XP_023177032.1|DHYD	LOC115759439|XP_030556214.1|DNOV
OG0009904	LOC111601988|XP_023174643.2|DHYD	LOC115757666|XP_030553843.1|DNOV
OG0009905	LOC111605571|XP_023179921.1|DHYD	LOC115761723|XP_030559464.1|DNOV
OG0009906	LOC111605580|XP_023179952.2|DHYD	LOC115761499|XP_030559127.1|DNOV
OG0009907	LOC111600670|XP_023172686.2|DHYD	LOC115771681|XP_030573357.1|DNOV, LOC115757737|XP_030553982.1|DNOV
OG0009909	LOC111598228|XP_023169156.2|DHYD	LOC115772032|XP_030573822.1|DNOV
OG0009910	LOC111597399|XP_030080741.1|DHYD	LOC115757758|XP_030554029.1|DNOV
OG0009912	LOC111592572|XP_023160647.2|DHYD	LOC115758852|XP_030555499.1|DNOV
OG0009912	LOC111592573|XP_023160652.2|DHYD	LOC115758853|XP_030555501.1|DNOV
OG0009913	LOC111597210|XP_023167546.2|DHYD	LOC115763069|XP_030561358.1|DNOV
OG0009916	LOC115483395|XP_030081035.1|DHYD	LOC115769171|XP_030569735.1|DNOV
OG0009922	LOC111604443|XP_023178281.1|DHYD	LOC115769357|XP_030569997.1|DNOV
OG0009925	LOC111604205|XP_023177930.1|DHYD	LOC115764804|XP_030563910.1|DNOV
OG0009932	LOC111594028|XP_023162909.2|DHYD	LOC115760914|XP_030558345.1|DNOV
OG0009933	LOC111605394|XP_023179661.2|DHYD	LOC115760538|XP_030557783.1|DNOV
OG0009940	LOC111596675|XP_023166747.2|DHYD	LOC115763900|XP_030562544.1|DNOV
OG0009941	LOC111599205|XP_023170569.1|DHYD	LOC115765966|XP_030565579.1|DNOV
OG0009942	LOC111594045|XP_023162927.2|DHYD	LOC115760670|XP_030557996.1|DNOV
OG0009943	LOC111592607|XP_023160705.2|DHYD	LOC115763022|XP_030561279.1|DNOV
OG0009944	LOC111605152|XP_030079442.1|DHYD	LOC115768503|XP_030568948.1|DNOV
OG0009945	LOC111602812|XP_023175878.2|DHYD	LOC115771351|XP_030572884.1|DNOV
OG0009946	LOC111604644|XP_023178558.1|DHYD	LOC115770757|XP_030572029.1|DNOV
OG0009947	LOC111594842|XP_023164076.2|DHYD	LOC115769885|XP_030570754.1|DNOV
OG0009948	LOC111601916|XP_023174531.1|DHYD	LOC115767035|XP_030567023.1|DNOV
OG0009949	LOC111604892|XP_030078772.1|DHYD	LOC115763658|XP_030562189.1|DNOV
OG0009950	LOC111592032|XP_023159794.2|DHYD	LOC115766161|XP_030565861.1|DNOV
OG0009951	LOC111596701|XP_023166788.1|DHYD	LOC115763757|XP_030562331.1|DNOV
OG0009952	LOC111595947|XP_023165686.1|DHYD	LOC115764770|XP_030563868.1|DNOV
OG0009953	LOC111596684|XP_023166756.1|DHYD	LOC115763904|XP_030562549.1|DNOV
OG0009954	LOC111592016|XP_023159775.2|DHYD	LOC115770961|XP_030572290.1|DNOV
OG0009956	LOC111593640|XP_030079439.1|DHYD	LOC115767557|XP_030567700.1|DNOV
OG0009957	LOC111594465|XP_023163533.1|DHYD	LOC115761295|XP_030558882.1|DNOV
OG0009958	LOC111603270|XP_023176550.1|DHYD	LOC115772046|XP_030573845.1|DNOV
OG0009960	LOC111602658|XP_023175598.2|DHYD	LOC115763979|XP_030562644.1|DNOV
OG0009961	LOC111602633|XP_023175563.2|DHYD	LOC115764178|XP_030562924.1|DNOV
OG0009962	LOC111605501|XP_023179818.1|DHYD	LOC115761795|XP_030559594.1|DNOV
OG0009964	LOC111601422|XP_023173765.2|DHYD	LOC115771849|XP_030573591.1|DNOV
OG0009965	LOC111592487|XP_023160475.2|DHYD	LOC115759600|XP_030556431.1|DNOV
OG0009966	LOC111595198|XP_023164563.2|DHYD	LOC115765463|XP_030564898.1|DNOV
OG0009967	LOC111595767|XP_023165417.2|DHYD	LOC115760096|XP_030557141.1|DNOV
OG0009969	LOC111592894|XP_023161102.1|DHYD	LOC115758657|XP_030555256.1|DNOV
OG0009970	LOC111605518|XP_023179844.1|DHYD	LOC115759830|XP_030556782.1|DNOV
OG0009971	LOC111603521|XP_023176917.2|DHYD	LOC115765540|XP_030565023.1|DNOV
OG0009972	LOC111594668|XP_023163843.2|DHYD	LOC115759998|XP_030557014.1|DNOV
OG0009974	LOC111600436|XP_023172297.2|DHYD	LOC115763266|XP_030561605.1|DNOV
OG0009975	LOC111602216|XP_023174960.2|DHYD	LOC115758689|XP_030555293.1|DNOV
OG0009976	LOC111592623|XP_023160726.1|DHYD	LOC115763045|XP_030561328.1|DNOV
OG0009977	LOC111604006|XP_023177631.2|DHYD	LOC115763361|XP_030561749.1|DNOV
OG0009978	LOC111603974|XP_023177588.1|DHYD	LOC115763362|XP_030561750.1|DNOV
OG0009979	LOC111603915|XP_023177507.1|DHYD	LOC115763498|XP_030561953.1|DNOV
OG0009980	LOC111593841|XP_023162654.2|DHYD	LOC115761089|XP_030558570.1|DNOV
OG0009981	LOC111600659|XP_023172653.2|DHYD	LOC115758586|XP_030555169.1|DNOV
OG0009983	LOC111593758|XP_023162536.1|DHYD	LOC115760933|XP_030558369.1|DNOV, LOC115760932|XP_030558368.1|DNOV
OG0009984	LOC111593189|XP_023161574.2|DHYD	LOC115762053|XP_030559993.1|DNOV
OG0009985	LOC111592409|XP_023160356.1|DHYD	LOC115767560|XP_030567743.1|DNOV
OG0009986	LOC111593885|XP_023162719.1|DHYD	LOC115762493|XP_030560590.1|DNOV
OG0009987	LOC111600742|XP_023172788.2|DHYD	LOC115770202|XP_030571640.1|DNOV
OG0009988	LOC111600743|XP_023172790.1|DHYD	LOC115771040|XP_030572480.1|DNOV
OG0009989	LOC111593313|XP_023161781.2|DHYD	LOC115766517|XP_030566343.1|DNOV
OG0009990	LOC111595541|XP_023165094.1|DHYD	LOC115757992|XP_030554346.1|DNOV
OG0009991	LOC111601223|XP_030081968.1|DHYD	LOC115762037|XP_030559967.1|DNOV
OG0009992	LOC111598164|XP_023169021.1|DHYD	LOC115767763|XP_030567945.1|DNOV
OG0009993	LOC111592718|XP_030079341.1|DHYD	LOC115765107|XP_030564351.1|DNOV
OG0009994	LOC111604910|XP_023178924.1|DHYD	LOC115768380|XP_030568812.1|DNOV
OG0009995	LOC111598862|XP_023170076.2|DHYD	LOC115767333|XP_030567445.1|DNOV
OG0009996	LOC111605609|XP_023179992.1|DHYD	LOC115768603|XP_030569116.1|DNOV
OG0009997	LOC111596041|XP_023165845.1|DHYD	LOC115767066|XP_030567066.1|DNOV
OG0009998	LOC111591895|XP_030079558.1|DHYD	LOC115766843|XP_030566750.1|DNOV
OG0009999	LOC111593992|XP_030079405.1|DHYD	LOC115768817|XP_030569375.1|DNOV
OG0010000	LOC111603126|XP_023176368.1|DHYD	LOC115767289|XP_030567381.1|DNOV
OG0010001	LOC111598859|XP_023170069.2|DHYD	LOC115769027|XP_030569595.1|DNOV
OG0010002	LOC111596520|XP_023166552.2|DHYD	LOC115768074|XP_030568399.1|DNOV
OG0010003	LOC111592605|XP_023160702.1|DHYD	LOC115763020|XP_030561274.1|DNOV
OG0010004	LOC111597334|XP_030080075.1|DHYD	LOC115767977|XP_030568236.1|DNOV
OG0010005	LOC111596634|XP_023166689.1|DHYD	LOC115767808|XP_030568001.1|DNOV
OG0010006	LOC111603135|XP_023176378.2|DHYD	LOC115767276|XP_030567367.1|DNOV
OG0010007	LOC111597277|XP_023167661.1|DHYD	LOC115768681|XP_030569225.1|DNOV
OG0010008	LOC111603121|XP_023176363.1|DHYD	LOC115767083|XP_030567089.1|DNOV
OG0010009	LOC111594354|XP_023163382.2|DHYD	LOC115759216|XP_030555968.1|DNOV
OG0010010	LOC111593023|XP_023161333.2|DHYD	LOC115764342|XP_030563157.1|DNOV
OG0010011	LOC111605153|XP_030079441.1|DHYD	LOC115768737|XP_030569281.1|DNOV
OG0010013	LOC111605486|XP_023179795.1|DHYD	LOC115768194|XP_030568565.1|DNOV
OG0010014	LOC111593057|XP_023161399.1|DHYD	LOC115764371|XP_030563192.1|DNOV
OG0010015	LOC111605468|XP_023179757.1|DHYD	LOC115768192|XP_030568562.1|DNOV
OG0010016	LOC111592353|XP_023160278.1|DHYD	LOC115765421|XP_030564827.1|DNOV
OG0010017	LOC111605499|XP_023179820.1|DHYD	LOC115768200|XP_030568573.1|DNOV
OG0010018	LOC111596772|XP_023166890.2|DHYD	LOC115767983|XP_030568242.1|DNOV
OG0010019	LOC111600218|XP_023172007.1|DHYD	LOC115766303|XP_030566040.1|DNOV
OG0010020	LOC111593063|XP_023161407.1|DHYD	LOC115767851|XP_030568064.1|DNOV
OG0010021	LOC111605330|XP_023179567.1|DHYD	LOC115766379|XP_030566143.1|DNOV
OG0010022	LOC111598324|XP_023169294.1|DHYD	LOC115765412|XP_030564816.1|DNOV
OG0010023	LOC111591991|XP_023159720.1|DHYD	LOC115768144|XP_030568499.1|DNOV
OG0010024	LOC111591992|XP_023159721.2|DHYD	LOC115768151|XP_030568506.1|DNOV
OG0010025	LOC111592180|XP_023160018.1|DHYD	LOC115768900|XP_030569476.1|DNOV
OG0010026	LOC111603370|XP_023176690.2|DHYD	LOC115765342|XP_030564712.1|DNOV
OG0010027	LOC111603368|XP_023176687.2|DHYD	LOC115765222|XP_030564524.1|DNOV
OG0010028	LOC111601810|XP_023174376.1|DHYD	LOC115767107|XP_030567119.1|DNOV
OG0010029	LOC111598299|XP_023169254.1|DHYD	LOC115766415|XP_030566196.1|DNOV
OG0010030	LOC111597588|XP_023168159.2|DHYD	LOC115771326|XP_030572851.1|DNOV
OG0010031	LOC111597577|XP_023168147.2|DHYD	LOC115771362|XP_030572903.1|DNOV
OG0010032	LOC111601187|XP_023173436.1|DHYD	LOC115763124|XP_030561430.1|DNOV
OG0010033	LOC111601640|XP_023174077.1|DHYD	LOC115768834|XP_030569390.1|DNOV
OG0010034	LOC115483082|XP_030079925.1|DHYD	LOC115769082|XP_030569655.1|DNOV
OG0010035	LOC111601636|XP_023174074.1|DHYD	LOC115769075|XP_030569648.1|DNOV
OG0010036	LOC111601620|XP_023174055.2|DHYD	LOC115769073|XP_030569646.1|DNOV
OG0010037	LOC111601627|XP_023174064.2|DHYD	LOC115769083|XP_030569656.1|DNOV
OG0010038	LOC111597368|XP_030079946.1|DHYD	LOC115768256|XP_030568646.1|DNOV
OG0010039	LOC111598023|XP_023168803.2|DHYD	LOC115758071|XP_030554444.1|DNOV
OG0010040	LOC111596357|XP_023166320.1|DHYD	LOC115759018|XP_030555690.1|DNOV
OG0010041	LOC111596717|XP_023166807.1|DHYD	LOC115768797|XP_030569353.1|DNOV
OG0010042	LOC111596572|XP_023166614.1|DHYD	LOC115765307|XP_030564662.1|DNOV
OG0010043	LOC111596573|XP_023166615.1|DHYD	LOC115765384|XP_030564769.1|DNOV
OG0010044	LOC111596753|XP_023166855.1|DHYD	LOC115768006|XP_030568275.1|DNOV
OG0010045	LOC111593626|XP_023162263.1|DHYD	LOC115768201|XP_030568574.1|DNOV
