Orthogroup	DHYD.longest_only	AALB.longest_only
OG0007234	LOC111604495|XP_023178354.2|DHYD	LOC118457881|XP_035775703.1|AALB
OG0007235	LOC111604499|XP_030081173.1|DHYD	LOC118457879|XP_035775701.1|AALB
OG0007236	LOC111600844|XP_023172917.2|DHYD	LOC118468608|XP_035795492.1|AALB
OG0007237	LOC111604807|XP_023178793.1|DHYD	LOC118468607|XP_035795491.1|AALB
OG0007238	LOC111598028|XP_023168823.2|DHYD	LOC118461786|XP_035783408.1|AALB
OG0007239	LOC111600834|XP_023172906.2|DHYD	LOC118468494|XP_035795215.1|AALB
OG0007240	LOC111596022|XP_023165819.2|DHYD	LOC118468496|XP_035795219.1|AALB
OG0007241	LOC111596734|XP_023166834.2|DHYD	LOC118458123|XP_035776196.1|AALB
OG0007242	LOC111596720|XP_023166811.2|DHYD	LOC118458122|XP_035776189.1|AALB
OG0007243	LOC115482979|XP_030079453.1|DHYD, LOC111605698|XP_030079445.1|DHYD	LOC118461137|XP_035781991.1|AALB
OG0007244	LOC111604895|XP_023178903.1|DHYD	LOC118458210|XP_035776348.1|AALB
OG0007245	LOC111597392|XP_023167825.2|DHYD	LOC118461111|XP_035781923.1|AALB
OG0007246	LOC111605543|XP_023179873.2|DHYD	LOC118459001|XP_035777896.1|AALB
OG0007247	LOC111595636|XP_023165218.2|DHYD	LOC118456294|XP_035772825.1|AALB
OG0007248	LOC111597359|XP_023167781.1|DHYD	LOC118458969|XP_035777849.1|AALB
OG0007249	LOC111602841|XP_023175920.2|DHYD, LOC111602834|XP_030080138.1|DHYD	LOC118456705|XP_035773615.1|AALB
OG0007250	LOC111603115|XP_030079307.1|DHYD	LOC118459738|XP_035779307.1|AALB
OG0007251	LOC111603649|XP_023177096.1|DHYD	LOC118459739|XP_035779308.1|AALB
OG0007252	LOC111597131|XP_023167463.1|DHYD	LOC118458066|XP_035776108.1|AALB
OG0007253	LOC111595059|XP_030079279.1|DHYD	LOC118461813|XP_035783458.1|AALB
OG0007254	LOC111601352|XP_030081619.1|DHYD	LOC118457300|XP_035774663.1|AALB
OG0007255	LOC111594055|XP_023162941.1|DHYD	LOC118461527|XP_035782852.1|AALB
OG0007256	LOC111603608|XP_023177040.1|DHYD	LOC118459478|XP_035778782.1|AALB
OG0007257	LOC111602990|XP_023176155.2|DHYD	LOC118469021|XP_035796358.1|AALB
OG0007258	LOC111603019|XP_023176208.1|DHYD	LOC118461175|XP_035782078.1|AALB
OG0007259	LOC111601860|XP_023174465.2|DHYD	LOC118459454|XP_035778756.1|AALB
OG0007260	LOC111601861|XP_023174470.1|DHYD	LOC118459458|XP_035778760.1|AALB
OG0007261	LOC111600549|XP_023172462.1|DHYD	LOC118458285|XP_035776501.1|AALB
OG0007262	LOC111604070|XP_023177715.1|DHYD	LOC118459546|XP_035778919.1|AALB
OG0007263	LOC111599714|XP_023171215.2|DHYD	LOC118459547|XP_035778920.1|AALB
OG0007264	LOC111597552|XP_023168116.2|DHYD	LOC118457026|XP_035774154.1|AALB
OG0007265	LOC111597328|XP_023167739.1|DHYD	LOC118459722|XP_035779288.1|AALB
OG0007266	LOC111600732|XP_023172772.1|DHYD	LOC118456141|XP_035772535.1|AALB
OG0007267	LOC111601375|XP_023173682.2|DHYD	LOC118456670|XP_035773535.1|AALB
OG0007268	LOC111595446|XP_023164938.2|DHYD	LOC118456668|XP_035773528.1|AALB
OG0007269	LOC111601878|XP_023174488.2|DHYD	LOC118459195|XP_035778249.1|AALB
OG0007270	LOC111593273|XP_030080818.1|DHYD	LOC118457201|XP_035774444.1|AALB
OG0007271	LOC111604841|XP_023178841.2|DHYD	LOC118457204|XP_035774452.1|AALB
OG0007272	LOC111605649|XP_023180079.2|DHYD	LOC118457216|XP_035774484.1|AALB
OG0007273	LOC111598533|XP_023169588.1|DHYD	LOC118457209|XP_035774467.1|AALB
OG0007274	LOC111598484|XP_023169510.1|DHYD	LOC118457220|XP_035774491.1|AALB
OG0007275	LOC111601569|XP_023173983.1|DHYD	LOC118457206|XP_035774460.1|AALB
OG0007276	LOC111601579|XP_023174002.2|DHYD	LOC118460039|XP_035779895.1|AALB
OG0007277	LOC111591862|XP_023159511.2|DHYD	LOC118460036|XP_035779872.1|AALB
OG0007278	LOC111599787|XP_023171330.1|DHYD	LOC118460040|XP_035779896.1|AALB
OG0007279	LOC111599801|XP_023171347.2|DHYD	LOC118468960|XP_035796216.1|AALB
OG0007280	LOC111599815|XP_030080333.1|DHYD	LOC118457036|XP_035774163.1|AALB
OG0007281	LOC111602763|XP_023175793.1|DHYD	LOC118461152|XP_035782020.1|AALB
OG0007282	LOC111602755|XP_023175780.2|DHYD	LOC118461149|XP_035782016.1|AALB
OG0007283	LOC111595181|XP_030078738.1|DHYD	LOC118461150|XP_035782017.1|AALB
OG0007284	LOC111596645|XP_023166713.1|DHYD	LOC118468801|XP_035795904.1|AALB
OG0007285	LOC111596792|XP_023166918.2|DHYD	LOC118467031|XP_035792908.1|AALB
OG0007286	LOC111596790|XP_023166912.1|DHYD	LOC118460127|XP_035780069.1|AALB
OG0007287	LOC111599166|XP_023170513.2|DHYD	LOC118460129|XP_035780074.1|AALB
OG0007288	LOC111602054|XP_023174732.2|DHYD	LOC118467024|XP_035792873.1|AALB
OG0007289	LOC111598180|XP_023169043.2|DHYD	LOC118459724|XP_035779291.1|AALB
OG0007291	LOC111593515|XP_023162070.1|DHYD	LOC118458909|XP_035777764.1|AALB
OG0007292	LOC111595964|XP_023165707.2|DHYD	LOC118458913|XP_035777770.1|AALB
OG0007293	LOC111600298|XP_023172121.2|DHYD	LOC118468896|XP_035796082.1|AALB
OG0007294	LOC111598527|XP_023169577.2|DHYD	LOC118460221|XP_035780235.1|AALB
OG0007295	LOC111604860|XP_023178862.1|DHYD	LOC118460760|XP_035781251.1|AALB
OG0007296	LOC111596253|XP_023166154.1|DHYD	LOC118461130|XP_035781984.1|AALB
OG0007297	LOC111599609|XP_023171064.2|DHYD	LOC118461134|XP_035781988.1|AALB
OG0007298	LOC111603596|XP_023177022.1|DHYD	LOC118461135|XP_035781989.1|AALB
OG0007299	LOC111603654|XP_023177101.1|DHYD	LOC118458831|XP_035777613.1|AALB
OG0007300	LOC111602993|XP_023176158.1|DHYD	LOC118468655|XP_035795580.1|AALB
OG0007301	LOC111600850|XP_023172924.1|DHYD	LOC118461587|XP_035782981.1|AALB
OG0007302	LOC111604944|XP_030078819.1|DHYD	LOC118468987|XP_035796289.1|AALB
OG0007303	LOC111601849|XP_023174452.1|DHYD	LOC118458133|XP_035776212.1|AALB
OG0007304	LOC111600379|XP_023172223.2|DHYD	LOC118466694|XP_035792221.1|AALB
OG0007305	LOC111599275|XP_023170641.2|DHYD	LOC118460854|XP_035781453.1|AALB
OG0007306	LOC111599271|XP_023170638.1|DHYD	LOC118460853|XP_035781451.1|AALB
OG0007307	LOC111604635|XP_023178541.1|DHYD	LOC118460098|XP_035780018.1|AALB
OG0007308	LOC111599578|XP_023171021.1|DHYD	LOC118458637|XP_035777219.1|AALB
OG0007309	LOC111600288|XP_023172108.2|DHYD	LOC118457899|XP_035775778.1|AALB
OG0007310	LOC111593604|XP_023162233.1|DHYD	LOC118459078|XP_035778018.1|AALB
OG0007311	LOC111593610|XP_030078615.1|DHYD	LOC118459073|XP_035778006.1|AALB
OG0007312	LOC111602098|XP_023174800.2|DHYD	LOC118468543|XP_035795320.1|AALB
OG0007313	LOC111594985|XP_023164252.2|DHYD	LOC118460646|XP_035780999.1|AALB
OG0007314	LOC111593424|XP_023161936.1|DHYD	LOC118460649|XP_035781003.1|AALB
OG0007315	LOC111593387|XP_030079438.1|DHYD	LOC118468745|XP_035795796.1|AALB
OG0007316	LOC111596699|XP_023166785.2|DHYD	LOC118457217|XP_035774486.1|AALB
OG0007317	LOC111600240|XP_023172043.2|DHYD	LOC118460045|XP_035779900.1|AALB
OG0007318	LOC111600238|XP_023172036.1|DHYD	LOC118460037|XP_035779888.1|AALB
OG0007319	LOC111598728|XP_023169888.2|DHYD	LOC118456860|XP_035773853.1|AALB
OG0007320	LOC111592670|XP_023160802.2|DHYD	LOC118461314|XP_035782402.1|AALB
OG0007321	LOC111596782|XP_023166903.2|DHYD	LOC118461612|XP_035783042.1|AALB
OG0007322	LOC111601921|XP_023174538.2|DHYD	LOC118460871|XP_035781497.1|AALB
OG0007323	LOC111598345|XP_023169319.1|DHYD	LOC118460869|XP_035781493.1|AALB
OG0007324	LOC111598511|XP_023169552.1|DHYD	LOC118459984|XP_035779774.1|AALB
OG0007325	LOC111595912|XP_023165631.1|DHYD	LOC118459977|XP_035779765.1|AALB
OG0007326	LOC111598492|XP_023169517.1|DHYD	LOC118461503|XP_035782820.1|AALB
OG0007327	LOC111591933|XP_023159637.2|DHYD	LOC118458516|XP_035776980.1|AALB
OG0007328	LOC111594551|XP_023163672.1|DHYD	LOC118459982|XP_035779772.1|AALB
OG0007329	LOC111604834|XP_023178831.2|DHYD	LOC118457783|XP_035775521.1|AALB
OG0007331	LOC111593082|XP_023161437.1|DHYD	LOC118461494|XP_035782811.1|AALB
OG0007332	LOC111598151|XP_023169000.1|DHYD	LOC118458323|XP_035776564.1|AALB
OG0007333	LOC111604957|XP_023179003.2|DHYD	LOC118460331|XP_035780438.1|AALB
OG0007334	LOC111596446|XP_023166439.2|DHYD	LOC118459005|XP_035777902.1|AALB
OG0007335	LOC111604754|XP_023178708.2|DHYD	LOC118458914|XP_035777772.1|AALB
OG0007336	LOC111593068|XP_023161457.2|DHYD	LOC118460734|XP_035781185.1|AALB
OG0007337	LOC111594865|XP_023164112.2|DHYD	LOC118468761|XP_035795827.1|AALB
OG0007338	LOC111602910|XP_030081180.1|DHYD	LOC118460149|XP_035780136.1|AALB
OG0007339	LOC111601400|XP_023173711.1|DHYD	LOC118460837|XP_035781412.1|AALB
OG0007340	LOC111601329|XP_030081626.1|DHYD	LOC118459316|XP_035778455.1|AALB
OG0007341	LOC111603578|XP_023176997.2|DHYD	LOC118461061|XP_035781842.1|AALB
OG0007342	LOC111598073|XP_030080794.1|DHYD	LOC118457272|XP_035774559.1|AALB
OG0007343	LOC111593386|XP_023161873.1|DHYD	LOC118456867|XP_035773864.1|AALB
OG0007344	LOC111595855|XP_023165538.2|DHYD	LOC118456866|XP_035773862.1|AALB
OG0007345	LOC111593359|XP_023161840.1|DHYD	LOC118459338|XP_035778503.1|AALB
OG0007346	LOC111592438|XP_023160390.1|DHYD	LOC118459876|XP_035779557.1|AALB
OG0007347	LOC111591884|XP_030079546.1|DHYD	LOC118457779|XP_035775504.1|AALB
OG0007348	LOC111591879|XP_023159537.1|DHYD	LOC118457768|XP_035775485.1|AALB
OG0007349	LOC111591899|XP_023159575.1|DHYD	LOC118457763|XP_035775479.1|AALB
OG0007350	LOC111593644|XP_023162292.2|DHYD	LOC118457789|XP_035775528.1|AALB
OG0007351	LOC111599782|XP_023171320.1|DHYD	LOC118461983|XP_035783808.1|AALB
OG0007352	LOC111605208|XP_023179393.2|DHYD	LOC118460680|XP_035781072.1|AALB
OG0007353	LOC111604859|XP_023178861.1|DHYD	LOC118457225|XP_035774497.1|AALB
OG0007354	LOC111593328|XP_023161804.1|DHYD	LOC118460832|XP_035781388.1|AALB
OG0007355	LOC111600867|XP_023172957.1|DHYD	LOC118461026|XP_035781774.1|AALB
OG0007356	LOC111599957|XP_023171601.2|DHYD	LOC118461588|XP_035782982.1|AALB
OG0007357	LOC111599591|XP_023171038.2|DHYD	LOC118461585|XP_035782968.1|AALB
OG0007358	LOC111602938|XP_023176060.2|DHYD	LOC118461586|XP_035782975.1|AALB
OG0007359	LOC111595925|XP_023165646.1|DHYD	LOC118458458|XP_035776864.1|AALB
OG0007360	LOC111605447|XP_023179732.1|DHYD	LOC118461520|XP_035782846.1|AALB
OG0007361	LOC111597367|XP_023167794.2|DHYD	LOC118461919|XP_035783676.1|AALB
OG0007362	LOC111603893|XP_023177479.1|DHYD	LOC118461920|XP_035783679.1|AALB
OG0007363	LOC111593289|XP_023161776.1|DHYD	LOC118469018|XP_035796355.1|AALB
OG0007364	LOC111605328|XP_023179602.2|DHYD	LOC118460124|XP_035780056.1|AALB
OG0007365	LOC111599954|XP_023175651.2|DHYD	LOC118460092|XP_035780009.1|AALB
OG0007366	LOC111597184|XP_023167518.2|DHYD	LOC118460094|XP_035780012.1|AALB
OG0007367	LOC111596014|XP_023165802.2|DHYD	LOC118459998|XP_035779793.1|AALB
OG0007368	LOC111595395|XP_023164870.1|DHYD	LOC118457574|XP_035775142.1|AALB
OG0007369	LOC111598504|XP_030081578.1|DHYD	LOC118459574|XP_035778992.1|AALB
OG0007370	LOC111600792|XP_023172850.2|DHYD	LOC118457480|XP_035774997.1|AALB
OG0007371	LOC111595241|XP_030080735.1|DHYD	LOC118460686|XP_035781078.1|AALB
OG0007372	LOC111604914|XP_023178930.1|DHYD	LOC118458753|XP_035777437.1|AALB
OG0007373	LOC111598139|XP_023168969.1|DHYD	LOC118458761|XP_035777447.1|AALB
OG0007374	LOC111603098|XP_023176326.1|DHYD	LOC118458332|XP_035776577.1|AALB
OG0007375	LOC111603194|XP_023176450.2|DHYD	LOC118459605|XP_035779045.1|AALB
OG0007376	LOC111591889|XP_023159563.1|DHYD	LOC118461023|XP_035781768.1|AALB
OG0007377	LOC111593493|XP_023162025.1|DHYD	LOC118458532|XP_035777003.1|AALB
OG0007378	LOC111596881|XP_030078959.1|DHYD	LOC118458319|XP_035776555.1|AALB
OG0007379	LOC111604927|XP_023178961.1|DHYD	LOC118466771|XP_035792393.1|AALB
OG0007380	LOC111605154|XP_023179305.1|DHYD	LOC118456520|XP_035773256.1|AALB
OG0007381	LOC111597438|XP_030079688.1|DHYD	LOC118458311|XP_035776546.1|AALB
OG0007382	LOC111593397|XP_023161886.2|DHYD	LOC118460176|XP_035780173.1|AALB
OG0007383	LOC111605612|XP_030079869.1|DHYD	LOC118458308|XP_035776536.1|AALB
OG0007384	LOC111604061|XP_023177695.1|DHYD	LOC118459343|XP_035778508.1|AALB
OG0007385	LOC111593636|XP_023162280.2|DHYD	LOC118460541|XP_035780824.1|AALB
OG0007386	LOC111596798|XP_023166927.1|DHYD	LOC118458192|XP_035776329.1|AALB
OG0007387	LOC111595985|XP_023165740.2|DHYD	LOC118458195|XP_035776333.1|AALB
OG0007388	LOC111602804|XP_023175864.1|DHYD	LOC118458185|XP_035776310.1|AALB
OG0007389	LOC111592505|XP_023160497.1|DHYD	LOC118458590|XP_035777146.1|AALB
OG0007390	LOC111597245|XP_023167609.2|DHYD	LOC118461861|XP_035783557.1|AALB
OG0007391	LOC111598532|XP_023169586.1|DHYD	LOC118458593|XP_035777151.1|AALB
OG0007392	LOC111597357|XP_023167775.2|DHYD	LOC118461857|XP_035783550.1|AALB
OG0007393	LOC111593374|XP_023161858.2|DHYD	LOC118458140|XP_035776227.1|AALB
OG0007394	LOC111604068|XP_023177705.1|DHYD	LOC118461915|XP_035783671.1|AALB
OG0007395	LOC111593001|XP_023161291.1|DHYD, LOC115482735|XP_030079332.1|DHYD	LOC118461565|XP_035782923.1|AALB
OG0007396	LOC111603563|XP_023176971.2|DHYD	LOC118458135|XP_035776214.1|AALB
OG0007397	LOC111603996|XP_023177609.2|DHYD	LOC118460220|XP_035780234.1|AALB
OG0007398	LOC111600599|XP_023172559.2|DHYD, LOC115483803|XP_030081982.1|DHYD	LOC118466602|XP_035792072.1|AALB
OG0007399	LOC111603177|XP_023176426.1|DHYD	LOC118464447|XP_035787722.1|AALB
OG0007400	LOC111598127|XP_023168956.1|DHYD	LOC118463427|XP_035785886.1|AALB
OG0007401	LOC111598405|XP_023169411.2|DHYD	LOC118460014|XP_035779838.1|AALB
OG0007402	LOC111597893|XP_030080800.1|DHYD	LOC118456541|XP_035773288.1|AALB
OG0007404	LOC111603639|XP_023177079.2|DHYD	LOC118460825|XP_035781360.1|AALB
OG0007405	LOC111603548|XP_023176950.1|DHYD	LOC118458004|XP_035775971.1|AALB
OG0007406	LOC111596256|XP_023166163.1|DHYD	LOC118468442|XP_035795103.1|AALB
OG0007407	LOC111602331|XP_023175100.2|DHYD	LOC118458926|XP_035777787.1|AALB, LOC118461219|XP_035782186.1|AALB
OG0007408	LOC111592264|XP_023160125.2|DHYD	LOC118464491|XP_035787811.1|AALB
OG0007409	LOC111599317|XP_023170700.1|DHYD	LOC118457937|XP_035775842.1|AALB
OG0007410	LOC111594077|XP_023162987.2|DHYD	LOC118466377|XP_035791495.1|AALB
OG0007411	LOC111602416|XP_023175219.1|DHYD	LOC118466384|XP_035791509.1|AALB
OG0007412	LOC111598154|XP_023169007.1|DHYD	LOC118466379|XP_035791497.1|AALB
OG0007413	LOC111592308|XP_023160186.2|DHYD	LOC118466878|XP_035792626.1|AALB
OG0007414	LOC111601900|XP_023174510.1|DHYD	LOC118466702|XP_035792234.1|AALB
OG0007415	LOC111605681|XP_023180121.2|DHYD	LOC118467220|XP_035793361.1|AALB
OG0007416	LOC111602422|XP_030079874.1|DHYD	LOC118466168|XP_035791040.1|AALB
OG0007417	LOC111604043|XP_023177667.1|DHYD	LOC118466173|XP_035791051.1|AALB
OG0007418	LOC111597087|XP_023167390.1|DHYD	LOC118462479|XP_035784072.1|AALB
OG0007419	LOC111601499|XP_023173860.2|DHYD	LOC118465873|XP_035790402.1|AALB
OG0007420	LOC111605266|XP_023179472.1|DHYD	LOC118466374|XP_035791492.1|AALB
OG0007421	LOC111594253|XP_030081765.1|DHYD, LOC115483038|XP_030079704.1|DHYD	LOC118464235|XP_035787312.1|AALB
OG0007422	LOC111605313|XP_023179542.1|DHYD	LOC118465415|XP_035789533.1|AALB
OG0007423	LOC111602068|XP_023174754.2|DHYD	LOC118467674|XP_035794334.1|AALB
OG0007424	LOC111604469|XP_023178319.2|DHYD	LOC118463400|XP_035785841.1|AALB
OG0007425	LOC111605086|XP_023179191.2|DHYD	LOC118466572|XP_035792009.1|AALB
OG0007426	LOC111603152|XP_023176397.2|DHYD	LOC118466554|XP_035791971.1|AALB
OG0007427	LOC111593444|XP_023161965.1|DHYD	LOC118466566|XP_035792002.1|AALB
OG0007428	LOC111602433|XP_023175246.2|DHYD	LOC118467386|XP_035793720.1|AALB
OG0007429	LOC111604370|XP_023178209.1|DHYD	LOC118464259|XP_035787391.1|AALB
OG0007430	LOC111591935|XP_023159642.1|DHYD	LOC118462751|XP_035784608.1|AALB
OG0007431	LOC111605560|XP_023179901.1|DHYD	LOC118462747|XP_035784603.1|AALB
OG0007432	LOC111595334|XP_023164763.2|DHYD	LOC118466895|XP_035792644.1|AALB
OG0007433	LOC111598155|XP_023169008.2|DHYD	LOC118466859|XP_035792587.1|AALB
OG0007434	LOC111592778|XP_023160950.1|DHYD	LOC118467269|XP_035793450.1|AALB
OG0007435	LOC111592773|XP_023160945.1|DHYD	LOC118467271|XP_035793453.1|AALB
OG0007436	LOC111605696|XP_023180138.2|DHYD	LOC118466801|XP_035792445.1|AALB
OG0007437	LOC111604319|XP_023178140.2|DHYD	LOC118463269|XP_035785635.1|AALB
OG0007438	LOC111592347|XP_023160250.2|DHYD	LOC118466052|XP_035790782.1|AALB
OG0007439	LOC111592720|XP_023160877.2|DHYD	LOC118466180|XP_035791064.1|AALB
OG0007440	LOC111598429|XP_030079324.1|DHYD	LOC118466178|XP_035791059.1|AALB
OG0007441	LOC111594337|XP_023163352.1|DHYD	LOC118465912|XP_035790496.1|AALB
OG0007442	LOC111601373|XP_023173680.2|DHYD	LOC118468308|XP_035794938.1|AALB
OG0007443	LOC111593790|XP_023162576.1|DHYD	LOC118466004|XP_035790693.1|AALB
OG0007444	LOC111601201|XP_023173459.2|DHYD	LOC118466745|XP_035792323.1|AALB
OG0007445	LOC111601205|XP_023173464.1|DHYD	LOC118466051|XP_035790781.1|AALB
OG0007446	LOC111595758|XP_023165398.2|DHYD	LOC118466736|XP_035792311.1|AALB
OG0007447	LOC111595458|XP_023164964.1|DHYD	LOC118465566|XP_035789820.1|AALB
OG0007448	LOC111600057|XP_023171754.2|DHYD	LOC118467140|XP_035793154.1|AALB
OG0007449	LOC111598380|XP_030078879.1|DHYD	LOC118464794|XP_035788320.1|AALB
OG0007450	LOC111599204|XP_023170568.2|DHYD	LOC118464798|XP_035788350.1|AALB
OG0007451	LOC111598090|XP_023168907.1|DHYD	LOC118467979|XP_035794860.1|AALB
OG0007452	LOC111598094|XP_023168912.1|DHYD	LOC118467978|XP_035794858.1|AALB
OG0007453	LOC111593136|XP_023161504.2|DHYD	LOC118465258|XP_035789172.1|AALB
OG0007454	LOC111597369|XP_023167792.2|DHYD	LOC118466931|XP_035792712.1|AALB
OG0007455	LOC111600070|XP_023171769.1|DHYD	LOC118467499|XP_035793943.1|AALB
OG0007456	LOC111602399|XP_023175184.2|DHYD	LOC118467958|XP_035794834.1|AALB
OG0007457	LOC111595391|XP_023164861.1|DHYD	LOC118466704|XP_035792239.1|AALB
OG0007458	LOC111592059|XP_023159826.1|DHYD	LOC118464159|XP_035787185.1|AALB
OG0007459	LOC111599969|XP_023171633.1|DHYD	LOC118464153|XP_035787173.1|AALB
OG0007460	LOC111601267|XP_023173542.1|DHYD	LOC118464151|XP_035787167.1|AALB
OG0007461	LOC111601001|XP_023173165.2|DHYD	LOC118463857|XP_035786656.1|AALB
OG0007462	LOC111599223|XP_023170588.1|DHYD	LOC118465886|XP_035790429.1|AALB
OG0007463	LOC111599239|XP_023170604.1|DHYD	LOC118465884|XP_035790427.1|AALB
OG0007464	LOC111601002|XP_030080984.1|DHYD	LOC118465883|XP_035790413.1|AALB
OG0007465	LOC111599819|XP_023171375.2|DHYD	LOC118464384|XP_035787621.1|AALB
OG0007466	LOC111595475|XP_023165009.2|DHYD	LOC118466596|XP_035792057.1|AALB
OG0007468	LOC111592214|XP_023160054.1|DHYD	LOC118465559|XP_035789801.1|AALB
OG0007469	LOC111603312|XP_023176601.2|DHYD	LOC118466003|XP_035790692.1|AALB
OG0007470	LOC111605024|XP_023179123.2|DHYD	LOC118467491|XP_035793935.1|AALB
OG0007471	LOC111594363|XP_023163398.2|DHYD	LOC118464228|XP_035787302.1|AALB
OG0007472	LOC111605120|XP_023179242.1|DHYD	LOC118467451|XP_035793850.1|AALB
OG0007473	LOC111605655|XP_023180084.1|DHYD	LOC118463848|XP_035786645.1|AALB
OG0007474	LOC111600086|XP_023171793.2|DHYD	LOC118464138|XP_035787134.1|AALB
OG0007475	LOC111600518|XP_023172414.1|DHYD	LOC118467555|XP_035794073.1|AALB
OG0007476	LOC111592114|XP_023159952.2|DHYD	LOC118466193|XP_035791099.1|AALB
OG0007477	LOC111604622|XP_023178559.2|DHYD	LOC118467662|XP_035794303.1|AALB
OG0007478	LOC111592593|XP_023160676.2|DHYD	LOC118463194|XP_035785517.1|AALB
OG0007479	LOC111595955|XP_023165695.1|DHYD	LOC118464750|XP_035788259.1|AALB
OG0007480	LOC111603004|XP_030078730.1|DHYD	LOC118464738|XP_035788237.1|AALB
OG0007481	LOC111596861|XP_023167065.2|DHYD	LOC118464757|XP_035788269.1|AALB
OG0007482	LOC111601940|XP_023174563.1|DHYD	LOC118466334|XP_035791346.1|AALB
OG0007483	LOC111592115|XP_023159914.2|DHYD	LOC118467101|XP_035793044.1|AALB
OG0007484	LOC111596774|XP_023166892.1|DHYD	LOC118464020|XP_035786968.1|AALB
OG0007485	LOC111593645|XP_023162293.1|DHYD	LOC118464925|XP_035788591.1|AALB
OG0007486	LOC111593490|XP_023162023.1|DHYD	LOC118462670|XP_035784460.1|AALB
OG0007487	LOC111595881|XP_023165575.2|DHYD	LOC118462666|XP_035784455.1|AALB
OG0007488	LOC111592297|XP_023160169.2|DHYD	LOC118463847|XP_035786644.1|AALB
OG0007489	LOC111601401|XP_023173713.1|DHYD	LOC118462913|XP_035784909.1|AALB
OG0007490	LOC111598170|XP_023169031.2|DHYD	LOC118465847|XP_035790352.1|AALB
OG0007491	LOC111597318|XP_023167715.2|DHYD	LOC118464723|XP_035788187.1|AALB
OG0007492	LOC111597084|XP_023167387.2|DHYD	LOC118464717|XP_035788182.1|AALB
OG0007493	LOC111598132|XP_030078857.1|DHYD	LOC118467380|XP_035793704.1|AALB
OG0007494	LOC111596332|XP_023166267.2|DHYD	LOC118467132|XP_035793135.1|AALB
OG0007495	LOC111594900|XP_023164153.2|DHYD	LOC118467743|XP_035794444.1|AALB
OG0007496	LOC111604453|XP_023178294.1|DHYD	LOC118464438|XP_035787705.1|AALB
OG0007497	LOC115483478|XP_030081483.1|DHYD, LOC111599774|XP_023171304.2|DHYD	LOC118464439|XP_035787707.1|AALB
OG0007498	LOC111600933|XP_023173071.2|DHYD	LOC118465450|XP_035789607.1|AALB
OG0007499	LOC111605729|XP_023180189.2|DHYD	LOC118463685|XP_035786345.1|AALB
OG0007500	LOC111605730|XP_023180190.2|DHYD	LOC118468935|XP_035796160.1|AALB
OG0007501	LOC111592864|XP_023161077.2|DHYD	LOC118466024|XP_035790737.1|AALB
OG0007502	LOC111604367|XP_023178205.1|DHYD	LOC118462770|XP_035784628.1|AALB
OG0007503	LOC111595190|XP_023164541.1|DHYD	LOC118462765|XP_035784620.1|AALB
OG0007504	LOC111605717|XP_023180172.1|DHYD	LOC118462768|XP_035784626.1|AALB
OG0007505	LOC111604308|XP_023178113.2|DHYD	LOC118465911|XP_035790495.1|AALB
OG0007506	LOC111604298|XP_023178095.1|DHYD	LOC118465208|XP_035789089.1|AALB
OG0007507	LOC111595016|XP_023164292.1|DHYD	LOC118464189|XP_035787236.1|AALB
OG0007508	LOC111599401|XP_023170822.2|DHYD	LOC118467217|XP_035793355.1|AALB
OG0007509	LOC111592553|XP_023160612.1|DHYD	LOC118465459|XP_035789645.1|AALB
OG0007510	LOC111597937|XP_023168660.2|DHYD	LOC118467833|XP_035794617.1|AALB
OG0007511	LOC111603900|XP_023177485.2|DHYD	LOC118466042|XP_035790770.1|AALB
OG0007512	LOC111602041|XP_023174717.2|DHYD	LOC118467658|XP_035794293.1|AALB
OG0007513	LOC111599091|XP_023170399.1|DHYD	LOC118466852|XP_035792573.1|AALB
OG0007514	LOC111596976|XP_023167227.1|DHYD	LOC118466843|XP_035792558.1|AALB
OG0007515	LOC111595932|XP_023165659.2|DHYD	LOC118467731|XP_035794428.1|AALB
OG0007516	LOC111599194|XP_023170550.2|DHYD	LOC118467724|XP_035794420.1|AALB
OG0007517	LOC111592271|XP_023160138.1|DHYD	LOC118465854|XP_035790375.1|AALB
OG0007518	LOC111599710|XP_023171209.2|DHYD	LOC118462537|XP_035784196.1|AALB
OG0007519	LOC111597020|XP_023167294.2|DHYD	LOC118465501|XP_035789703.1|AALB
OG0007520	LOC111596741|XP_023166841.2|DHYD	LOC118465502|XP_035789712.1|AALB
OG0007521	LOC111605325|XP_030080100.1|DHYD	LOC118467539|XP_035794031.1|AALB
OG0007522	LOC111593468|XP_023161998.1|DHYD	LOC118462543|XP_035784203.1|AALB
OG0007523	LOC111592240|XP_030081989.1|DHYD	LOC118464349|XP_035787562.1|AALB
OG0007524	LOC111599344|XP_023170742.1|DHYD	LOC118467017|XP_035792856.1|AALB
OG0007525	LOC111600403|XP_023172252.1|DHYD	LOC118464004|XP_035786944.1|AALB
OG0007526	LOC111595224|XP_023164608.1|DHYD	LOC118466166|XP_035791037.1|AALB
OG0007527	LOC111603679|XP_023177127.2|DHYD	LOC118466160|XP_035791029.1|AALB
OG0007528	LOC111604337|XP_030081977.1|DHYD	LOC118466875|XP_035792618.1|AALB
OG0007529	LOC111602577|XP_023175500.2|DHYD	LOC118465414|XP_035789529.1|AALB
OG0007530	LOC111598524|XP_023169576.1|DHYD	LOC118465075|XP_035788865.1|AALB
OG0007531	LOC111604349|XP_023178181.2|DHYD	LOC118465057|XP_035788832.1|AALB
