Orthogroup	DHYD.longest_only	SLEB.longest_only
OG0007728	LOC111597309|XP_023167703.2|DHYD	LOC115628808|XP_030380888.1|SLEB
OG0007729	LOC111597284|XP_023167667.1|DHYD	LOC115627101|XP_030378517.1|SLEB
OG0007730	LOC111597257|XP_023167629.2|DHYD	LOC115628897|XP_030381016.1|SLEB
OG0007731	LOC111598760|XP_023169937.2|DHYD	LOC115623236|XP_030373345.1|SLEB
OG0007732	LOC111593078|XP_023161433.1|DHYD	LOC115627485|XP_030379024.1|SLEB
OG0007733	LOC111598268|XP_023169213.1|DHYD	LOC115627340|XP_030378845.1|SLEB
OG0007735	LOC111603385|XP_023176712.1|DHYD	LOC115626823|XP_030378163.1|SLEB
OG0007736	LOC111594199|XP_023163556.1|DHYD	LOC115626854|XP_030378216.1|SLEB
OG0007737	LOC111600712|XP_023172737.2|DHYD	LOC115621263|XP_030370722.1|SLEB
OG0007738	LOC111599559|XP_023170995.2|DHYD	LOC115620889|XP_030370231.1|SLEB
OG0007739	LOC111604742|XP_023178684.2|DHYD	LOC115628696|XP_030380735.1|SLEB
OG0007740	LOC111596469|XP_023166488.2|DHYD	LOC115628816|XP_030380902.1|SLEB
OG0007741	LOC111597374|XP_023167800.2|DHYD	LOC115629749|XP_030382145.1|SLEB
OG0007742	LOC111598828|XP_023170028.1|DHYD	LOC115627731|XP_030379353.1|SLEB
OG0007743	LOC111604272|XP_023178038.2|DHYD	LOC115621047|XP_030370429.1|SLEB
OG0007744	LOC111600510|XP_023172406.1|DHYD	LOC115629127|XP_030381325.1|SLEB
OG0007745	LOC111596725|XP_023166826.2|DHYD	LOC115621865|XP_030371546.1|SLEB
OG0007746	LOC111597400|XP_023167847.2|DHYD	LOC115620411|XP_030369491.1|SLEB
OG0007747	LOC111603101|XP_030079303.1|DHYD	LOC115627680|XP_030379283.1|SLEB
OG0007748	LOC111593059|XP_030079316.1|DHYD	LOC115627570|XP_030379154.1|SLEB
OG0007749	LOC111593425|XP_023161937.2|DHYD	LOC115626906|XP_030378276.1|SLEB
OG0007750	LOC111601974|XP_023174619.2|DHYD	LOC115620581|XP_030369744.1|SLEB
OG0007751	LOC111599214|XP_023170579.2|DHYD	LOC115631722|XP_030384417.1|SLEB
OG0007752	LOC111593030|XP_023161364.1|DHYD	LOC115626841|XP_030378188.1|SLEB
OG0007753	LOC111598448|XP_023169470.1|DHYD	LOC115627572|XP_030379155.1|SLEB
OG0007754	LOC111596630|XP_023166686.1|DHYD	LOC115629121|XP_030381318.1|SLEB
OG0007755	LOC111596636|XP_023166693.1|DHYD	LOC115629207|XP_030381467.1|SLEB
OG0007756	LOC111602878|XP_023175973.2|DHYD	LOC115626947|XP_030378323.1|SLEB
OG0007757	LOC111593654|XP_023162308.1|DHYD	LOC115627448|XP_030378973.1|SLEB
OG0007758	LOC111596333|XP_023166268.1|DHYD	LOC115625665|XP_030376659.1|SLEB
OG0007759	LOC111592464|XP_023160433.1|DHYD	LOC115620708|XP_030369943.1|SLEB
OG0007760	LOC111601917|XP_023174533.1|DHYD	LOC115628818|XP_030380906.1|SLEB
OG0007761	LOC111605312|XP_023179541.2|DHYD	LOC115629107|XP_030381292.1|SLEB
OG0007762	LOC111596638|XP_023166696.2|DHYD	LOC115629129|XP_030381329.1|SLEB
OG0007763	LOC111599181|XP_023170534.2|DHYD	LOC115631708|XP_030384395.1|SLEB
OG0007764	LOC111594269|XP_023163267.1|DHYD	LOC115626751|XP_030378064.1|SLEB
OG0007765	LOC111594268|XP_023163266.2|DHYD	LOC115626882|XP_030378252.1|SLEB
OG0007766	LOC111605495|XP_023179811.2|DHYD	LOC115620568|XP_030369719.1|SLEB
OG0007767	LOC111597864|XP_023168566.1|DHYD	LOC115627984|XP_030379740.1|SLEB
OG0007768	LOC111601955|XP_023174587.1|DHYD	LOC115626764|XP_030378081.1|SLEB
OG0007769	LOC111604759|XP_023178722.2|DHYD	LOC115629132|XP_030381334.1|SLEB
OG0007770	LOC111604711|XP_023178655.2|DHYD	LOC115624071|XP_030374517.1|SLEB
OG0007771	LOC111598939|XP_023170185.2|DHYD	LOC115626410|XP_030377636.1|SLEB
OG0007772	LOC111598876|XP_023170104.1|DHYD	LOC115628824|XP_030380916.1|SLEB
OG0007773	LOC111602208|XP_023174948.2|DHYD	LOC115626424|XP_030377652.1|SLEB
OG0007774	LOC111593214|XP_023161632.2|DHYD	LOC115628328|XP_030380245.1|SLEB
OG0007775	LOC111596546|XP_030079530.1|DHYD	LOC115629782|XP_030382196.1|SLEB
OG0007776	LOC111593054|XP_023161396.1|DHYD	LOC115627684|XP_030379287.1|SLEB
OG0007777	LOC111598265|XP_023169212.2|DHYD	LOC115633349|XP_030386644.1|SLEB
OG0007778	LOC111593473|XP_023162002.2|DHYD	LOC115627116|XP_030378541.1|SLEB
OG0007779	LOC111604656|XP_023178581.2|DHYD	LOC115632221|XP_030385139.1|SLEB
OG0007780	LOC111595353|XP_030079929.1|DHYD	LOC115633218|XP_030386465.1|SLEB
OG0007781	LOC111598147|XP_030078847.1|DHYD	LOC115629858|XP_030382303.1|SLEB
OG0007782	LOC111605614|XP_023180054.1|DHYD	LOC115629216|XP_030381482.1|SLEB
OG0007783	LOC111598101|XP_023168920.1|DHYD	LOC115629337|XP_030381643.1|SLEB
OG0007784	LOC111601971|XP_023174614.2|DHYD	LOC115621801|XP_030371440.1|SLEB
OG0007785	LOC111602418|XP_023175220.2|DHYD	LOC115629904|XP_030382369.1|SLEB
OG0007786	LOC111599184|XP_023170537.2|DHYD	LOC115631252|XP_030383824.1|SLEB
OG0007787	LOC111596412|XP_023166391.2|DHYD	LOC115620725|XP_030369965.1|SLEB
OG0007788	LOC111603546|XP_023176947.2|DHYD	LOC115621116|XP_030370520.1|SLEB
OG0007789	LOC111600058|XP_030081691.1|DHYD	LOC115620984|XP_030370364.1|SLEB
OG0007790	LOC111596255|XP_030080825.1|DHYD	LOC115621784|XP_030371402.1|SLEB
OG0007792	LOC111593414|XP_023161912.2|DHYD	LOC115627184|XP_030378647.1|SLEB
OG0007793	LOC111597190|XP_023167528.1|DHYD	LOC115623443|XP_030373653.1|SLEB
OG0007794	LOC111595646|XP_023165278.1|DHYD	LOC115629135|XP_030381338.1|SLEB
OG0007795	LOC111602409|XP_023175208.1|DHYD	LOC115627518|XP_030379073.1|SLEB
OG0007796	LOC111601348|XP_023173648.2|DHYD	LOC115629032|XP_030381194.1|SLEB
OG0007797	LOC111603261|XP_023176537.1|DHYD	LOC115620526|XP_030369653.1|SLEB
OG0007798	LOC111603237|XP_023176510.2|DHYD	LOC115621689|XP_030371259.1|SLEB
OG0007799	LOC111599893|XP_023171487.1|DHYD	LOC115621150|XP_030370568.1|SLEB
OG0007800	LOC111597826|XP_023168484.2|DHYD	LOC115621131|XP_030370542.1|SLEB
OG0007801	LOC111598526|XP_030081576.1|DHYD	LOC115628649|XP_030380678.1|SLEB
OG0007802	LOC111595713|XP_023165325.1|DHYD	LOC115625521|XP_030376446.1|SLEB
OG0007803	LOC111602640|XP_023175569.1|DHYD	LOC115621934|XP_030371641.1|SLEB
OG0007804	LOC111601809|XP_023174372.1|DHYD	LOC115628670|XP_030380699.1|SLEB
OG0007805	LOC111601811|XP_023174377.1|DHYD	LOC115628733|XP_030380796.1|SLEB
OG0007806	LOC111601845|XP_023174447.2|DHYD	LOC115628694|XP_030380731.1|SLEB
OG0007808	LOC111600853|XP_023172932.1|DHYD	LOC115629998|XP_030382486.1|SLEB
OG0007809	LOC111593488|XP_023162021.2|DHYD	LOC115627267|XP_030378755.1|SLEB
OG0007810	LOC111594710|XP_023163902.2|DHYD	LOC115626606|XP_030377859.1|SLEB
OG0007811	LOC111601777|XP_023174291.2|DHYD	LOC115620925|XP_030370288.1|SLEB
OG0007812	LOC111603163|XP_023176409.2|DHYD	LOC115627156|XP_030378598.1|SLEB
OG0007813	LOC111594491|XP_030080632.1|DHYD	LOC115621890|XP_030371578.1|SLEB
OG0007814	LOC111604034|XP_023177659.1|DHYD	LOC115629934|XP_030382400.1|SLEB
OG0007815	LOC111605323|XP_023179556.2|DHYD	LOC115627304|XP_030378806.1|SLEB
OG0007816	LOC111591863|XP_023159513.1|DHYD	LOC115628175|XP_030380022.1|SLEB
OG0007817	LOC111598713|XP_023169874.1|DHYD	LOC115621430|XP_030370941.1|SLEB
OG0007818	LOC111596500|XP_023166529.2|DHYD	LOC115620485|XP_030369578.1|SLEB
OG0007819	LOC111603293|XP_023176615.1|DHYD	LOC115627242|XP_030378725.1|SLEB
OG0007820	LOC111597908|XP_023168615.1|DHYD	LOC115621771|XP_030371381.1|SLEB
OG0007821	LOC111594480|XP_023163553.1|DHYD	LOC115621370|XP_030370856.1|SLEB
OG0007822	LOC111594481|XP_023163554.2|DHYD	LOC115621369|XP_030370855.1|SLEB
OG0007823	LOC111594424|XP_030080651.1|DHYD	LOC115621265|XP_030370724.1|SLEB
OG0007824	LOC111592695|XP_023160836.2|DHYD	LOC115621240|XP_030370692.1|SLEB
OG0007825	LOC111594554|XP_023163675.2|DHYD	LOC115621073|XP_030370460.1|SLEB
OG0007826	LOC111598214|XP_023169136.1|DHYD	LOC115621970|XP_030371680.1|SLEB
OG0007827	LOC111597329|XP_023167740.2|DHYD	LOC115633320|XP_030386610.1|SLEB
OG0007828	LOC111595307|XP_023164733.2|DHYD	LOC115624973|XP_030375685.1|SLEB
OG0007829	LOC111605484|XP_023179788.2|DHYD	LOC115620580|XP_030369740.1|SLEB
OG0007830	LOC111592940|XP_023161172.2|DHYD	LOC115621345|XP_030370825.1|SLEB
OG0007831	LOC111597366|XP_023167831.1|DHYD	LOC115629554|XP_030381902.1|SLEB
OG0007832	LOC111596162|XP_023166022.2|DHYD	LOC115629580|XP_030381932.1|SLEB
OG0007833	LOC111594262|XP_023163256.2|DHYD	LOC115626812|XP_030378148.1|SLEB
OG0007834	LOC111600837|XP_023172909.1|DHYD	LOC115628204|XP_030380057.1|SLEB
OG0007836	LOC111594522|XP_023163620.1|DHYD	LOC115621213|XP_030370655.1|SLEB
OG0007837	LOC111594440|XP_023163496.1|DHYD	LOC115621974|XP_030371684.1|SLEB
OG0007838	LOC111594561|XP_023163686.1|DHYD	LOC115621227|XP_030370676.1|SLEB
OG0007839	LOC111603226|XP_023176499.1|DHYD	LOC115633418|XP_030386737.1|SLEB
OG0007840	LOC111598236|XP_023169168.1|DHYD	LOC115620713|XP_030369950.1|SLEB
OG0007841	LOC111598217|XP_023169142.1|DHYD	LOC115621599|XP_030371151.1|SLEB
OG0007842	LOC111594446|XP_030080655.1|DHYD	LOC115621239|XP_030370690.1|SLEB
OG0007843	LOC111595228|XP_023164627.2|DHYD	LOC115620183|XP_030369166.1|SLEB
OG0007844	LOC111597710|XP_023168318.1|DHYD	LOC115629245|XP_030381562.1|SLEB
OG0007845	LOC111605513|XP_023179838.1|DHYD	LOC115621409|XP_030370914.1|SLEB
OG0007846	LOC111593653|XP_023162306.2|DHYD	LOC115627573|XP_030379156.1|SLEB
OG0007848	LOC111596488|XP_023166517.2|DHYD	LOC115620810|XP_030370094.1|SLEB
OG0007849	LOC111602792|XP_023175833.1|DHYD	LOC115620408|XP_030369489.1|SLEB
OG0007850	LOC111602789|XP_023175830.2|DHYD	LOC115620397|XP_030369469.1|SLEB
OG0007851	LOC111598312|XP_023169275.1|DHYD	LOC115621533|XP_030371058.1|SLEB
OG0007852	LOC111598924|XP_023170165.2|DHYD	LOC115622041|XP_030371769.1|SLEB
OG0007853	LOC111596147|XP_023166002.2|DHYD	LOC115621947|XP_030371654.1|SLEB
OG0007854	LOC111598902|XP_023170139.1|DHYD	LOC115621086|XP_030370479.1|SLEB
OG0007855	LOC111594433|XP_030080653.1|DHYD	LOC115625473|XP_030376382.1|SLEB
OG0007856	LOC111596503|XP_023166532.1|DHYD	LOC115621566|XP_030371107.1|SLEB
OG0007857	LOC111601477|XP_023173831.2|DHYD	LOC115620948|XP_030370323.1|SLEB
OG0007858	LOC111601886|XP_023174496.1|DHYD	LOC115632038|XP_030384863.1|SLEB
OG0007859	LOC111601855|XP_023174462.1|DHYD	LOC115630198|XP_030382626.1|SLEB
OG0007860	LOC111601308|XP_023173596.1|DHYD	LOC115620888|XP_030370230.1|SLEB
OG0007861	LOC111601322|XP_023173620.1|DHYD	LOC115628786|XP_030380861.1|SLEB
OG0007863	LOC111601151|XP_023173389.1|DHYD	LOC115631742|XP_030384441.1|SLEB
OG0007864	LOC111596250|XP_030080835.1|DHYD	LOC115625108|XP_030375873.1|SLEB
OG0007865	LOC111591860|XP_023159509.2|DHYD	LOC115632478|XP_030385512.1|SLEB
OG0007866	LOC111601474|XP_023173827.2|DHYD	LOC115620417|XP_030369500.1|SLEB
OG0007867	LOC111602689|XP_023175684.1|DHYD	LOC115621733|XP_030371323.1|SLEB
OG0007868	LOC111596187|XP_023166062.1|DHYD	LOC115621683|XP_030371254.1|SLEB
OG0007869	LOC111596483|XP_023166507.2|DHYD	LOC115628955|XP_030381091.1|SLEB
OG0007870	LOC111597602|XP_023168170.2|DHYD	LOC115623174|XP_030373250.1|SLEB
OG0007871	LOC111598865|XP_023170081.2|DHYD	LOC115629923|XP_030382388.1|SLEB
OG0007872	LOC111592848|XP_023161054.2|DHYD	LOC115623012|XP_030373043.1|SLEB
OG0007873	LOC111592857|XP_023161065.1|DHYD	LOC115622348|XP_030372121.1|SLEB
OG0007874	LOC111593407|XP_023161898.2|DHYD	LOC115629663|XP_030382038.1|SLEB
OG0007875	LOC111599274|XP_023170644.2|DHYD	LOC115620395|XP_030369472.1|SLEB
OG0007876	LOC111596475|XP_023166496.2|DHYD	LOC115628887|XP_030381004.1|SLEB
OG0007877	LOC111596760|XP_023166873.2|DHYD	LOC115627149|XP_030378587.1|SLEB
OG0007878	LOC111602149|XP_023174866.2|DHYD	LOC115623116|XP_030373186.1|SLEB
OG0007879	LOC111601112|XP_023173326.2|DHYD	LOC115632281|XP_030385230.1|SLEB
OG0007880	LOC111593534|XP_023162154.1|DHYD	LOC115620045|XP_030369025.1|SLEB
OG0007881	LOC111596858|XP_023167063.1|DHYD	LOC115628339|XP_030380262.1|SLEB
OG0007882	LOC111596854|XP_023167057.2|DHYD	LOC115628325|XP_030380241.1|SLEB
OG0007883	LOC111596848|XP_023167042.1|DHYD	LOC115628287|XP_030380184.1|SLEB
OG0007884	LOC111603695|XP_023177162.1|DHYD	LOC115632443|XP_030385449.1|SLEB
OG0007885	LOC111599202|XP_023170565.2|DHYD	LOC115627816|XP_030379511.1|SLEB
OG0007886	LOC111594711|XP_030079114.1|DHYD	LOC115626608|XP_030377861.1|SLEB
OG0007887	LOC111596853|XP_023167056.1|DHYD	LOC115628324|XP_030380239.1|SLEB
OG0007888	LOC111604770|XP_023178737.2|DHYD	LOC115633004|XP_030386189.1|SLEB
OG0007889	LOC111601096|XP_023173300.1|DHYD	LOC115622658|XP_030372528.1|SLEB
OG0007890	LOC111592842|XP_023161039.2|DHYD	LOC115633135|XP_030386397.1|SLEB
OG0007891	LOC111595223|XP_023164607.1|DHYD	LOC115621791|XP_030371422.1|SLEB
OG0007892	LOC111597724|XP_023168333.1|DHYD	LOC115620016|XP_030368981.1|SLEB
OG0007893	LOC111594114|XP_023163040.2|DHYD	LOC115633297|XP_030386572.1|SLEB
OG0007894	LOC111600482|XP_023172365.2|DHYD	LOC115632115|XP_030384967.1|SLEB
OG0007895	LOC111600494|XP_030079622.1|DHYD	LOC115633158|XP_030386428.1|SLEB
OG0007896	LOC111592973|XP_023161236.1|DHYD	LOC115632236|XP_030385156.1|SLEB
OG0007897	LOC111598751|XP_023169920.1|DHYD	LOC115622551|XP_030372378.1|SLEB
OG0007898	LOC111596611|XP_023166662.1|DHYD	LOC115632422|XP_030385423.1|SLEB
OG0007899	LOC111601120|XP_023173342.2|DHYD	LOC115632515|XP_030385566.1|SLEB
OG0007900	LOC111595331|XP_023164759.2|DHYD	LOC115623428|XP_030373659.1|SLEB
OG0007901	LOC111600799|XP_030081544.1|DHYD	LOC115623237|XP_030373349.1|SLEB
OG0007902	LOC111591896|XP_023159572.1|DHYD	LOC115626738|XP_030378047.1|SLEB
OG0007903	LOC111596956|XP_023167180.1|DHYD	LOC115632728|XP_030385833.1|SLEB
OG0007904	LOC111592956|XP_023161212.2|DHYD	LOC115632418|XP_030385417.1|SLEB
OG0007905	LOC111599328|XP_023170717.2|DHYD	LOC115630460|XP_030382885.1|SLEB
OG0007906	LOC111598076|XP_023168885.1|DHYD	LOC115622350|XP_030372124.1|SLEB
OG0007907	LOC111601654|XP_023174103.1|DHYD	LOC115622162|XP_030371891.1|SLEB
OG0007908	LOC111601656|XP_023174107.1|DHYD	LOC115622163|XP_030371892.1|SLEB
OG0007909	LOC111594264|XP_023163258.1|DHYD	LOC115626813|XP_030378149.1|SLEB
OG0007910	LOC111592263|XP_023160124.2|DHYD	LOC115630974|XP_030383419.1|SLEB
OG0007911	LOC111596851|XP_023167054.2|DHYD	LOC115628226|XP_030380090.1|SLEB
OG0007912	LOC111596856|XP_023167061.2|DHYD	LOC115628326|XP_030380243.1|SLEB
OG0007913	LOC111596852|XP_023167055.2|DHYD	LOC115628227|XP_030380091.1|SLEB
OG0007914	LOC111604517|XP_030081574.1|DHYD	LOC115634027|XP_030387427.1|SLEB
OG0007915	LOC111592432|XP_030081645.1|DHYD	LOC115632300|XP_030385261.1|SLEB
OG0007916	LOC111604774|XP_023178747.1|DHYD	LOC115626568|XP_030377807.1|SLEB
OG0007917	LOC111593184|XP_023161561.1|DHYD	LOC115633686|XP_030387003.1|SLEB
OG0007918	LOC111599939|XP_023171556.1|DHYD	LOC115625242|XP_030376097.1|SLEB
OG0007919	LOC111597665|XP_023168256.2|DHYD	LOC115624003|XP_030374438.1|SLEB
OG0007920	LOC111592521|XP_023160542.2|DHYD	LOC115633978|XP_030387359.1|SLEB
OG0007921	LOC111605421|XP_023179701.1|DHYD	LOC115634182|XP_030387627.1|SLEB
OG0007922	LOC111592385|XP_023160328.2|DHYD	LOC115624244|XP_030374723.1|SLEB
OG0007923	LOC111605508|XP_023179832.2|DHYD	LOC115626747|XP_030378059.1|SLEB
OG0007924	LOC111605222|XP_023179413.1|DHYD	LOC115620704|XP_030369941.1|SLEB
OG0007925	LOC111605388|XP_023179649.2|DHYD	LOC115630105|XP_030382583.1|SLEB
OG0007926	LOC111594038|XP_023162920.1|DHYD	LOC115634212|XP_030387664.1|SLEB
OG0007927	LOC111602267|XP_023175030.2|DHYD	LOC115629008|XP_030381155.1|SLEB
OG0007928	LOC111600348|XP_023172186.2|DHYD	LOC115626604|XP_030377855.1|SLEB
OG0007929	LOC111605032|XP_023179132.2|DHYD	LOC115625759|XP_030376777.1|SLEB
OG0007930	LOC111594416|XP_023163472.1|DHYD	LOC115624905|XP_030375614.1|SLEB
OG0007931	LOC111592060|XP_023159827.2|DHYD	LOC115625924|XP_030377019.1|SLEB
OG0007932	LOC111598829|XP_023170029.2|DHYD	LOC115627732|XP_030379354.1|SLEB
OG0007933	LOC111600278|XP_023172095.1|DHYD	LOC115623377|XP_030373533.1|SLEB
OG0007934	LOC111602332|XP_023175102.2|DHYD	LOC115626399|XP_030377622.1|SLEB
OG0007935	LOC111603906|XP_023177492.2|DHYD	LOC115626159|XP_030377293.1|SLEB
OG0007936	LOC111603871|XP_023177446.1|DHYD	LOC115632050|XP_030384883.1|SLEB
OG0007937	LOC111602517|XP_023175368.1|DHYD	LOC115632023|XP_030384828.1|SLEB
OG0007938	LOC111600750|XP_023172800.2|DHYD	LOC115630446|XP_030382868.1|SLEB
OG0007939	LOC111602170|XP_023174900.2|DHYD	LOC115631080|XP_030383587.1|SLEB
OG0007940	LOC111602169|XP_023174895.2|DHYD	LOC115632047|XP_030384879.1|SLEB
OG0007941	LOC111600126|XP_023171858.2|DHYD	LOC115632299|XP_030385262.1|SLEB
OG0007942	LOC111595969|XP_023165715.1|DHYD	LOC115629229|XP_030381499.1|SLEB
OG0007943	LOC111592662|XP_023160782.2|DHYD	LOC115626087|XP_030377200.1|SLEB
OG0007944	LOC111596850|XP_023167053.2|DHYD	LOC115628225|XP_030380089.1|SLEB
OG0007945	LOC111591948|XP_023159649.2|DHYD	LOC115628479|XP_030380461.1|SLEB
OG0007947	LOC111592560|XP_023160626.2|DHYD	LOC115626172|XP_030377309.1|SLEB
OG0007948	LOC111596331|XP_023166264.2|DHYD	LOC115626302|XP_030377490.1|SLEB
OG0007949	LOC111593402|XP_023161891.2|DHYD	LOC115629671|XP_030382049.1|SLEB
OG0007950	LOC111596087|XP_023165915.2|DHYD	LOC115630751|XP_030383266.1|SLEB
OG0007951	LOC111599392|XP_023170797.1|DHYD	LOC115630945|XP_030383374.1|SLEB
OG0007952	LOC111601873|XP_023174483.1|DHYD	LOC115631099|XP_030383613.1|SLEB
OG0007953	LOC111592096|XP_023159890.1|DHYD	LOC115625672|XP_030376668.1|SLEB
OG0007954	LOC111596348|XP_023166307.2|DHYD	LOC115629016|XP_030381172.1|SLEB
OG0007955	LOC111598476|XP_023169503.2|DHYD	LOC115626121|XP_030377234.1|SLEB
OG0007956	LOC111594353|XP_023163381.1|DHYD	LOC115629045|XP_030381207.1|SLEB
OG0007957	LOC111603988|XP_023177601.1|DHYD	LOC115630733|XP_030383247.1|SLEB
OG0007958	LOC111593011|XP_023161314.2|DHYD	LOC115629797|XP_030382219.1|SLEB
OG0007959	LOC111595562|XP_023165127.2|DHYD	LOC115631825|XP_030384525.1|SLEB
OG0007960	LOC111592563|XP_023160629.1|DHYD	LOC115625680|XP_030376677.1|SLEB
OG0007961	LOC111602691|XP_023175692.1|DHYD	LOC115623594|XP_030373856.1|SLEB
OG0007962	LOC111605017|XP_023179119.1|DHYD	LOC115627099|XP_030378515.1|SLEB
OG0007963	LOC111603899|XP_023177484.2|DHYD	LOC115626160|XP_030377294.1|SLEB
OG0007964	LOC111592603|XP_023160698.1|DHYD	LOC115628999|XP_030381144.1|SLEB
OG0007965	LOC111596275|XP_023166182.1|DHYD	LOC115626253|XP_030377409.1|SLEB
OG0007966	LOC111596367|XP_023166332.1|DHYD	LOC115631796|XP_030384493.1|SLEB
OG0007967	LOC111600868|XP_023172966.1|DHYD	LOC115630583|XP_030383061.1|SLEB
OG0007969	LOC111592619|XP_023160723.1|DHYD	LOC115632017|XP_030384812.1|SLEB
OG0007970	LOC111599726|XP_023171238.1|DHYD	LOC115624698|XP_030375373.1|SLEB
OG0007971	LOC111601813|XP_023174401.2|DHYD	LOC115628665|XP_030380695.1|SLEB
OG0007972	LOC111593564|XP_023162193.1|DHYD	LOC115634154|XP_030387594.1|SLEB
OG0007973	LOC111599083|XP_030080273.1|DHYD	LOC115631870|XP_030384578.1|SLEB
OG0007974	LOC111593462|XP_023161990.1|DHYD	LOC115629246|XP_030381524.1|SLEB
OG0007975	LOC111600838|XP_023172911.2|DHYD	LOC115625533|XP_030376469.1|SLEB
OG0007976	LOC111603167|XP_023176414.1|DHYD	LOC115627599|XP_030379183.1|SLEB
OG0007977	LOC111594930|XP_023164191.2|DHYD	LOC115632025|XP_030384832.1|SLEB
OG0007978	LOC111601521|XP_023173899.1|DHYD	LOC115630630|XP_030383124.1|SLEB
OG0007979	LOC111592578|XP_023160657.1|DHYD	LOC115629066|XP_030381241.1|SLEB
OG0007980	LOC111599156|XP_023170495.1|DHYD	LOC115631119|XP_030383640.1|SLEB
OG0007981	LOC111605087|XP_023179197.1|DHYD	LOC115629555|XP_030381904.1|SLEB
OG0007982	LOC111592604|XP_023160699.2|DHYD	LOC115631833|XP_030384534.1|SLEB
OG0007983	LOC111600537|XP_023172443.2|DHYD	LOC115631208|XP_030383773.1|SLEB
OG0007984	LOC111594109|XP_023163034.2|DHYD	LOC115625772|XP_030376803.1|SLEB
OG0007985	LOC111594735|XP_023163937.2|DHYD	LOC115630416|XP_030382810.1|SLEB
OG0007986	LOC111591951|XP_023159653.1|DHYD	LOC115628507|XP_030380510.1|SLEB
OG0007987	LOC111596056|XP_023165872.1|DHYD	LOC115630606|XP_030383086.1|SLEB
OG0007988	LOC111600428|XP_023172284.1|DHYD	LOC115625845|XP_030376908.1|SLEB
OG0007989	LOC111599643|XP_030080063.1|DHYD	LOC115630665|XP_030383167.1|SLEB
OG0007990	LOC111592599|XP_023160691.1|DHYD	LOC115631522|XP_030384152.1|SLEB
OG0007991	LOC111597796|XP_023168440.2|DHYD	LOC115631393|XP_030383975.1|SLEB
OG0007992	LOC111603924|XP_023177517.1|DHYD	LOC115628475|XP_030380456.1|SLEB
OG0007993	LOC111594501|XP_023163581.1|DHYD	LOC115621215|XP_030370658.1|SLEB
OG0007994	LOC111603927|XP_023177522.2|DHYD	LOC115626192|XP_030377333.1|SLEB
OG0007995	LOC111600324|XP_030081029.1|DHYD	LOC115626525|XP_030377764.1|SLEB
OG0007996	LOC111600207|XP_023171992.1|DHYD	LOC115633302|XP_030386574.1|SLEB
OG0007997	LOC111592338|XP_023160234.1|DHYD	LOC115625113|XP_030375883.1|SLEB
OG0007998	LOC111595761|XP_030080253.1|DHYD	LOC115631585|XP_030384245.1|SLEB
OG0007999	LOC111601741|XP_023174237.1|DHYD	LOC115630593|XP_030383073.1|SLEB
OG0008000	LOC111601095|XP_023173304.2|DHYD	LOC115631461|XP_030384070.1|SLEB
OG0008001	LOC111595817|XP_023165491.1|DHYD	LOC115628485|XP_030380473.1|SLEB
OG0008002	LOC111599042|XP_023170326.2|DHYD	LOC115631468|XP_030384081.1|SLEB
OG0008003	LOC111595859|XP_023165543.1|DHYD	LOC115631391|XP_030383972.1|SLEB
OG0008004	LOC111602813|XP_023175881.2|DHYD	LOC115626979|XP_030378355.1|SLEB
OG0008005	LOC111603207|XP_023176465.2|DHYD	LOC115629541|XP_030381881.1|SLEB
OG0008006	LOC111593478|XP_023162008.1|DHYD	LOC115627057|XP_030378463.1|SLEB
OG0008007	LOC111593405|XP_023161893.1|DHYD	LOC115629263|XP_030381547.1|SLEB
OG0008008	LOC111592266|XP_023160132.1|DHYD	LOC115623281|XP_030373427.1|SLEB
OG0008009	LOC111591881|XP_023159583.1|DHYD	LOC115629722|XP_030382106.1|SLEB
OG0008010	LOC111598856|XP_023170059.2|DHYD	LOC115627736|XP_030379366.1|SLEB
OG0008012	LOC111597053|XP_023167339.2|DHYD	LOC115630597|XP_030383079.1|SLEB
OG0008013	LOC111592844|XP_023161048.2|DHYD	LOC115628710|XP_030380767.1|SLEB
OG0008014	LOC111599563|XP_023170999.2|DHYD	LOC115623810|XP_030374214.1|SLEB
OG0008015	LOC111593137|XP_023161506.2|DHYD	LOC115622153|XP_030371882.1|SLEB
OG0008016	LOC111593138|XP_023161507.1|DHYD	LOC115622155|XP_030371884.1|SLEB
OG0008017	LOC111593461|XP_023161989.1|DHYD	LOC115629310|XP_030381616.1|SLEB
OG0008018	LOC111601839|XP_030079394.1|DHYD	LOC115627721|XP_030379330.1|SLEB
OG0008019	LOC111593456|XP_023161981.2|DHYD	LOC115627229|XP_030378712.1|SLEB
OG0008020	LOC111602056|XP_023174737.2|DHYD	LOC115623787|XP_030374189.1|SLEB
OG0008021	LOC111601623|XP_023174060.2|DHYD	LOC115629172|XP_030381406.1|SLEB
OG0008022	LOC111603282|XP_023176563.2|DHYD	LOC115621033|XP_030370415.1|SLEB
OG0008023	LOC111601907|XP_023174523.2|DHYD	LOC115627819|XP_030379512.1|SLEB
OG0008024	LOC111601945|XP_023174569.2|DHYD	LOC115628002|XP_030379768.1|SLEB
OG0008025	LOC111601841|XP_023174442.2|DHYD	LOC115627783|XP_030379453.1|SLEB
OG0008026	LOC111601850|XP_023174453.1|DHYD	LOC115628735|XP_030380798.1|SLEB
OG0008027	LOC111598558|XP_023169665.2|DHYD	LOC115627277|XP_030378767.1|SLEB
