Orthogroup	DHYD.longest_only	DEUG.longest_only
OG0007825	LOC111594554|XP_023163675.2|DHYD	LOC108116865|XP_017084421.1|DEUG
OG0007826	LOC111598214|XP_023169136.1|DHYD	LOC108115987|XP_017083136.1|DEUG
OG0007827	LOC111597329|XP_023167740.2|DHYD	LOC108109740|XP_017073887.1|DEUG
OG0007828	LOC111595307|XP_023164733.2|DHYD	LOC108107781|XP_017070966.1|DEUG
OG0007829	LOC111605484|XP_023179788.2|DHYD	LOC108115004|XP_017081734.1|DEUG
OG0007830	LOC111592940|XP_023161172.2|DHYD	LOC108116821|XP_017084360.1|DEUG
OG0007831	LOC111597366|XP_023167831.1|DHYD	LOC108110052|XP_017074417.1|DEUG
OG0007832	LOC111596162|XP_023166022.2|DHYD	LOC108109706|XP_017073824.1|DEUG
OG0007833	LOC111594262|XP_023163256.2|DHYD	LOC108103652|XP_017064698.1|DEUG
OG0007834	LOC111600837|XP_023172909.1|DHYD	LOC108113776|XP_017079964.1|DEUG
OG0007836	LOC111594522|XP_023163620.1|DHYD	LOC108116898|XP_017084497.1|DEUG
OG0007837	LOC111594440|XP_023163496.1|DHYD	LOC108115282|XP_017082131.1|DEUG
OG0007838	LOC111594561|XP_023163686.1|DHYD	LOC108115253|XP_017082099.1|DEUG
OG0007839	LOC111603226|XP_023176499.1|DHYD	LOC108103154|XP_017064021.1|DEUG
OG0007840	LOC111598236|XP_023169168.1|DHYD	LOC108111445|XP_017076403.1|DEUG
OG0007841	LOC111598217|XP_023169142.1|DHYD	LOC108109568|XP_017073633.1|DEUG
OG0007842	LOC111594446|XP_030080655.1|DHYD	LOC108116019|XP_017083194.1|DEUG
OG0007843	LOC111595228|XP_023164627.2|DHYD	LOC108115955|XP_017083081.1|DEUG
OG0007844	LOC111597710|XP_023168318.1|DHYD	LOC108112253|XP_017077564.1|DEUG
OG0007845	LOC111605513|XP_023179838.1|DHYD	LOC108117006|XP_017084663.1|DEUG
OG0007846	LOC111593653|XP_023162306.2|DHYD	LOC108103696|XP_017064781.1|DEUG
OG0007847	LOC111596486|XP_023166515.1|DHYD	LOC108116691|XP_017084194.1|DEUG
OG0007848	LOC111596488|XP_023166517.2|DHYD	LOC108116692|XP_017084195.1|DEUG
OG0007849	LOC111602792|XP_023175833.1|DHYD	LOC108110275|XP_017074754.1|DEUG
OG0007850	LOC111602789|XP_023175830.2|DHYD	LOC108110264|XP_017074744.1|DEUG
OG0007851	LOC111598312|XP_023169275.1|DHYD	LOC108115778|XP_017082838.1|DEUG
OG0007852	LOC111598924|XP_023170165.2|DHYD	LOC108111807|XP_017076897.1|DEUG
OG0007853	LOC111596147|XP_023166002.2|DHYD	LOC108115954|XP_017083080.1|DEUG
OG0007854	LOC111598902|XP_023170139.1|DHYD	LOC108116687|XP_017084189.1|DEUG
OG0007855	LOC111594433|XP_030080653.1|DHYD	LOC108108367|XP_017071903.1|DEUG
OG0007856	LOC111596503|XP_023166532.1|DHYD	LOC108116693|XP_017084196.1|DEUG
OG0007857	LOC111601477|XP_023173831.2|DHYD	LOC108116672|XP_017084158.1|DEUG
OG0007858	LOC111601886|XP_023174496.1|DHYD	LOC108106104|XP_017068467.1|DEUG
OG0007859	LOC111601855|XP_023174462.1|DHYD	LOC108103134|XP_017063993.1|DEUG
OG0007860	LOC111601308|XP_023173596.1|DHYD	LOC108116420|XP_017083796.1|DEUG
OG0007861	LOC111601322|XP_023173620.1|DHYD	LOC108116301|XP_017083579.1|DEUG
OG0007863	LOC111601151|XP_023173389.1|DHYD	LOC108118407|XP_017086571.1|DEUG
OG0007864	LOC111596250|XP_030080835.1|DHYD	LOC108109526|XP_017073575.1|DEUG
OG0007865	LOC111591860|XP_023159509.2|DHYD	LOC108114432|XP_017080912.1|DEUG
OG0007866	LOC111601474|XP_023173827.2|DHYD	LOC108117067|XP_017084729.1|DEUG
OG0007867	LOC111602689|XP_023175684.1|DHYD	LOC108115698|XP_017082757.1|DEUG
OG0007868	LOC111596187|XP_023166062.1|DHYD	LOC108113699|XP_017079864.1|DEUG
OG0007869	LOC111596483|XP_023166507.2|DHYD	LOC108103207|XP_017064086.1|DEUG
OG0007870	LOC111597602|XP_023168170.2|DHYD	LOC108114147|XP_017080421.1|DEUG
OG0007871	LOC111598865|XP_023170081.2|DHYD	LOC108110097|XP_017074481.1|DEUG
OG0007872	LOC111592848|XP_023161054.2|DHYD	LOC108102737|XP_017063374.1|DEUG
OG0007873	LOC111592857|XP_023161065.1|DHYD	LOC108102746|XP_017063386.1|DEUG
OG0007874	LOC111593407|XP_023161898.2|DHYD	LOC108104429|XP_017065973.1|DEUG
OG0007875	LOC111599274|XP_023170644.2|DHYD	LOC108112166|XP_017077428.1|DEUG
OG0007876	LOC111596475|XP_023166496.2|DHYD	LOC108103273|XP_017064174.1|DEUG
OG0007877	LOC111596760|XP_023166873.2|DHYD	LOC108110022|XP_017074355.1|DEUG
OG0007878	LOC111602149|XP_023174866.2|DHYD	LOC108109253|XP_017073225.1|DEUG
OG0007879	LOC111601112|XP_023173326.2|DHYD	LOC108108545|XP_017072108.1|DEUG
OG0007880	LOC111593534|XP_023162154.1|DHYD	LOC108110406|XP_017074963.1|DEUG
OG0007881	LOC111596858|XP_023167063.1|DHYD	LOC108108181|XP_017071614.1|DEUG
OG0007882	LOC111596854|XP_023167057.2|DHYD	LOC108108138|XP_017071552.1|DEUG
OG0007883	LOC111596848|XP_023167042.1|DHYD	LOC108108029|XP_017071386.1|DEUG
OG0007884	LOC111603695|XP_023177162.1|DHYD	LOC108114018|XP_017080253.1|DEUG
OG0007885	LOC111599202|XP_023170565.2|DHYD	LOC108112168|XP_017077432.1|DEUG
OG0007887	LOC111596853|XP_023167056.1|DHYD	LOC108108137|XP_017071551.1|DEUG
OG0007888	LOC111604770|XP_023178737.2|DHYD	LOC108114607|XP_017081158.1|DEUG
OG0007889	LOC111601096|XP_023173300.1|DHYD	LOC108114727|XP_017081324.1|DEUG
OG0007890	LOC111592842|XP_023161039.2|DHYD	LOC108109849|XP_017074096.1|DEUG
OG0007891	LOC111595223|XP_023164607.1|DHYD	LOC108105554|XP_017067682.1|DEUG
OG0007892	LOC111597724|XP_023168333.1|DHYD	LOC108113666|XP_017079831.1|DEUG
OG0007893	LOC111594114|XP_023163040.2|DHYD	LOC108109186|XP_017073108.1|DEUG
OG0007894	LOC111600482|XP_023172365.2|DHYD	LOC108108270|XP_017071716.1|DEUG
OG0007895	LOC111600494|XP_030079622.1|DHYD	LOC108104641|XP_017066305.1|DEUG
OG0007896	LOC111592973|XP_023161236.1|DHYD	LOC108114666|XP_017081233.1|DEUG
OG0007897	LOC111598751|XP_023169920.1|DHYD	LOC108108206|XP_017071652.1|DEUG
OG0007899	LOC111601120|XP_023173342.2|DHYD	LOC108108574|XP_017072154.1|DEUG
OG0007900	LOC111595331|XP_023164759.2|DHYD	LOC108112563|XP_017077999.1|DEUG
OG0007902	LOC111591896|XP_023159572.1|DHYD	LOC108110101|XP_017074483.1|DEUG
OG0007903	LOC111596956|XP_023167180.1|DHYD	LOC108114565|XP_017081104.1|DEUG
OG0007904	LOC111592956|XP_023161212.2|DHYD	LOC108114535|XP_017081062.1|DEUG
OG0007905	LOC111599328|XP_023170717.2|DHYD	LOC108118338|XP_017086461.1|DEUG
OG0007906	LOC111598076|XP_023168885.1|DHYD	LOC108108143|XP_017071559.1|DEUG
OG0007907	LOC111601654|XP_023174103.1|DHYD	LOC108107551|XP_017070593.1|DEUG
OG0007908	LOC111601656|XP_023174107.1|DHYD	LOC108107552|XP_017070596.1|DEUG
OG0007909	LOC111594264|XP_023163258.1|DHYD	LOC108104415|XP_017065959.1|DEUG
OG0007910	LOC111592263|XP_023160124.2|DHYD	LOC108108643|XP_017072233.1|DEUG
OG0007911	LOC111596851|XP_023167054.2|DHYD	LOC108107976|XP_017071309.1|DEUG
OG0007912	LOC111596856|XP_023167061.2|DHYD	LOC108113707|XP_017079878.1|DEUG
OG0007913	LOC111596852|XP_023167055.2|DHYD	LOC108107982|XP_017071314.1|DEUG
OG0007914	LOC111604517|XP_030081574.1|DHYD	LOC108107946|XP_017071266.1|DEUG
OG0007915	LOC111592432|XP_030081645.1|DHYD	LOC108114221|XP_017080563.1|DEUG
OG0007916	LOC111604774|XP_023178747.1|DHYD	LOC108102494|XP_017063000.1|DEUG
OG0007917	LOC111593184|XP_023161561.1|DHYD	LOC108104457|XP_017066009.1|DEUG
OG0007918	LOC111599939|XP_023171556.1|DHYD	LOC108112861|XP_017078676.1|DEUG
OG0007919	LOC111597665|XP_023168256.2|DHYD	LOC108113019|XP_017078933.1|DEUG
OG0007920	LOC111592521|XP_023160542.2|DHYD	LOC108109290|XP_017073273.1|DEUG
OG0007921	LOC111605421|XP_023179701.1|DHYD	LOC108106790|XP_017069524.1|DEUG
OG0007922	LOC111592385|XP_023160328.2|DHYD	LOC108111819|XP_017076912.1|DEUG
OG0007923	LOC111605508|XP_023179832.2|DHYD	LOC108117595|XP_017085597.1|DEUG
OG0007924	LOC111605222|XP_023179413.1|DHYD	LOC108113203|XP_017079223.1|DEUG
OG0007925	LOC111605388|XP_023179649.2|DHYD	LOC108107488|XP_017070523.1|DEUG
OG0007926	LOC111594038|XP_023162920.1|DHYD	LOC108112831|XP_017078626.1|DEUG
OG0007927	LOC111602267|XP_023175030.2|DHYD	LOC108107055|XP_017069907.1|DEUG
OG0007928	LOC111600348|XP_023172186.2|DHYD	LOC108110678|XP_017075290.1|DEUG
OG0007929	LOC111605032|XP_023179132.2|DHYD	LOC108107002|XP_017069832.1|DEUG
OG0007930	LOC111594416|XP_023163472.1|DHYD	LOC108107222|XP_017070128.1|DEUG
OG0007931	LOC111592060|XP_023159827.2|DHYD	LOC108104208|XP_017065677.1|DEUG
OG0007932	LOC111598829|XP_023170029.2|DHYD	LOC108102982|XP_017063781.1|DEUG
OG0007933	LOC111600278|XP_023172095.1|DHYD	LOC108111501|XP_017076502.1|DEUG
OG0007934	LOC111602332|XP_023175102.2|DHYD	LOC108114947|XP_017081621.1|DEUG
OG0007935	LOC111603906|XP_023177492.2|DHYD	LOC108110418|XP_017074975.1|DEUG
OG0007936	LOC111603871|XP_023177446.1|DHYD	LOC108110786|XP_017075495.1|DEUG
OG0007937	LOC111602517|XP_023175368.1|DHYD	LOC108107009|XP_017069842.1|DEUG
OG0007938	LOC111600750|XP_023172800.2|DHYD	LOC108111000|XP_017075798.1|DEUG
OG0007939	LOC111602170|XP_023174900.2|DHYD	LOC108110925|XP_017075693.1|DEUG
OG0007940	LOC111602169|XP_023174895.2|DHYD	LOC108110933|XP_017075705.1|DEUG
OG0007942	LOC111595969|XP_023165715.1|DHYD	LOC108115197|XP_017082007.1|DEUG
OG0007943	LOC111592662|XP_023160782.2|DHYD	LOC108110416|XP_017074973.1|DEUG
OG0007944	LOC111596850|XP_023167053.2|DHYD	LOC108113687|XP_017079856.1|DEUG
OG0007945	LOC111591948|XP_023159649.2|DHYD	LOC108110703|XP_017075335.1|DEUG
OG0007947	LOC111592560|XP_023160626.2|DHYD	LOC108110672|XP_017075280.1|DEUG
OG0007948	LOC111596331|XP_023166264.2|DHYD	LOC108105174|XP_017067111.1|DEUG
OG0007949	LOC111593402|XP_023161891.2|DHYD	LOC108103284|XP_017064184.1|DEUG
OG0007950	LOC111596087|XP_023165915.2|DHYD	LOC108115422|XP_017082347.1|DEUG
OG0007951	LOC111599392|XP_023170797.1|DHYD	LOC108102634|XP_017063241.1|DEUG
OG0007952	LOC111601873|XP_023174483.1|DHYD	LOC108102627|XP_017063229.1|DEUG
OG0007954	LOC111596348|XP_023166307.2|DHYD	LOC108107152|XP_017070050.1|DEUG
OG0007955	LOC111598476|XP_023169503.2|DHYD	LOC108110479|XP_017075043.1|DEUG
OG0007956	LOC111594353|XP_023163381.1|DHYD	LOC108114850|XP_017081485.1|DEUG
OG0007957	LOC111603988|XP_023177601.1|DHYD	LOC108111186|XP_017076060.1|DEUG
OG0007958	LOC111593011|XP_023161314.2|DHYD	LOC108102962|XP_017063748.1|DEUG
OG0007959	LOC111595562|XP_023165127.2|DHYD	LOC108105657|XP_017067834.1|DEUG
OG0007960	LOC111592563|XP_023160629.1|DHYD	LOC108110824|XP_017075548.1|DEUG
OG0007961	LOC111602691|XP_023175692.1|DHYD	LOC108113799|XP_017079996.1|DEUG
OG0007962	LOC111605017|XP_023179119.1|DHYD	LOC108105468|XP_017067556.1|DEUG
OG0007963	LOC111603899|XP_023177484.2|DHYD	LOC108110886|XP_017075632.1|DEUG
OG0007964	LOC111592603|XP_023160698.1|DHYD	LOC108106998|XP_017069827.1|DEUG
OG0007965	LOC111596275|XP_023166182.1|DHYD	LOC108113454|XP_017079519.1|DEUG
OG0007966	LOC111596367|XP_023166332.1|DHYD	LOC108111065|XP_017075887.1|DEUG
OG0007967	LOC111600868|XP_023172966.1|DHYD	LOC108115500|XP_017082479.1|DEUG
OG0007968	LOC111595794|XP_023165448.2|DHYD	LOC108110991|XP_017075792.1|DEUG
OG0007969	LOC111592619|XP_023160723.1|DHYD	LOC108110900|XP_017075648.1|DEUG
OG0007970	LOC111599726|XP_023171238.1|DHYD	LOC108113166|XP_017079170.1|DEUG
OG0007971	LOC111601813|XP_023174401.2|DHYD	LOC108111874|XP_017076991.1|DEUG
OG0007972	LOC111593564|XP_023162193.1|DHYD	LOC108106292|XP_017068750.1|DEUG
OG0007973	LOC111599083|XP_030080273.1|DHYD	LOC108104152|XP_017065542.1|DEUG
OG0007974	LOC111593462|XP_023161990.1|DHYD	LOC108103902|XP_017065134.1|DEUG
OG0007975	LOC111600838|XP_023172911.2|DHYD	LOC108115315|XP_017082209.1|DEUG
OG0007976	LOC111603167|XP_023176414.1|DHYD	LOC108118097|XP_017086139.1|DEUG
OG0007977	LOC111594930|XP_023164191.2|DHYD	LOC108106157|XP_017068555.1|DEUG
OG0007978	LOC111601521|XP_023173899.1|DHYD	LOC108102522|XP_017063048.1|DEUG
OG0007979	LOC111592578|XP_023160657.1|DHYD	LOC108114851|XP_017081486.1|DEUG
OG0007980	LOC111599156|XP_023170495.1|DHYD	LOC108115516|XP_017082504.1|DEUG
OG0007981	LOC111605087|XP_023179197.1|DHYD	LOC108110048|XP_017074413.1|DEUG
OG0007982	LOC111592604|XP_023160699.2|DHYD	LOC108111796|XP_017076879.1|DEUG
OG0007983	LOC111600537|XP_023172443.2|DHYD	LOC108105701|XP_017067900.1|DEUG
OG0007984	LOC111594109|XP_023163034.2|DHYD	LOC108107121|XP_017070002.1|DEUG
OG0007985	LOC111594735|XP_023163937.2|DHYD	LOC108110335|XP_017074855.1|DEUG
OG0007986	LOC111591951|XP_023159653.1|DHYD	LOC108104142|XP_017065532.1|DEUG
OG0007987	LOC111596056|XP_023165872.1|DHYD	LOC108110666|XP_017075272.1|DEUG
OG0007988	LOC111600428|XP_023172284.1|DHYD	LOC108114878|XP_017081525.1|DEUG
OG0007989	LOC111599643|XP_030080063.1|DHYD	LOC108111108|XP_017075942.1|DEUG
OG0007990	LOC111592599|XP_023160691.1|DHYD	LOC108110820|XP_017075544.1|DEUG
OG0007991	LOC111597796|XP_023168440.2|DHYD	LOC108110967|XP_017075755.1|DEUG
OG0007992	LOC111603924|XP_023177517.1|DHYD	LOC108110836|XP_017075565.1|DEUG
OG0007993	LOC111594501|XP_023163581.1|DHYD	LOC108109369|XP_017073335.1|DEUG
OG0007994	LOC111603927|XP_023177522.2|DHYD	LOC108110776|XP_017075484.1|DEUG
OG0007995	LOC111600324|XP_030081029.1|DHYD	LOC108105837|XP_017068072.1|DEUG
OG0007996	LOC111600207|XP_023171992.1|DHYD	LOC108106053|XP_017068397.1|DEUG
OG0007997	LOC111592338|XP_023160234.1|DHYD	LOC108108494|XP_017072037.1|DEUG
OG0007998	LOC111595761|XP_030080253.1|DHYD	LOC108107112|XP_017069990.1|DEUG
OG0007999	LOC111601741|XP_023174237.1|DHYD	LOC108111050|XP_017075868.1|DEUG
OG0008000	LOC111601095|XP_023173304.2|DHYD	LOC108110872|XP_017075607.1|DEUG
OG0008001	LOC111595817|XP_023165491.1|DHYD	LOC108104104|XP_017065492.1|DEUG
OG0008002	LOC111599042|XP_023170326.2|DHYD	LOC108110781|XP_017075489.1|DEUG
OG0008003	LOC111595859|XP_023165543.1|DHYD	LOC108104107|XP_017065495.1|DEUG
OG0008004	LOC111602813|XP_023175881.2|DHYD	LOC108105445|XP_017067519.1|DEUG
OG0008005	LOC111603207|XP_023176465.2|DHYD	LOC108110134|XP_017074529.1|DEUG
OG0008006	LOC111593478|XP_023162008.1|DHYD	LOC108105064|XP_017066972.1|DEUG
OG0008007	LOC111593405|XP_023161893.1|DHYD	LOC108110304|XP_017074803.1|DEUG
OG0008008	LOC111592266|XP_023160132.1|DHYD	LOC108108626|XP_017072215.1|DEUG
OG0008009	LOC111591881|XP_023159583.1|DHYD	LOC108110404|XP_017074961.1|DEUG
OG0008010	LOC111598856|XP_023170059.2|DHYD	LOC108103009|XP_017063822.1|DEUG
OG0008011	LOC111600593|XP_023172554.1|DHYD	LOC108112895|XP_017078741.1|DEUG
OG0008012	LOC111597053|XP_023167339.2|DHYD	LOC108113257|XP_017079295.1|DEUG
OG0008013	LOC111592844|XP_023161048.2|DHYD	LOC108109283|XP_017073263.1|DEUG
OG0008014	LOC111599563|XP_023170999.2|DHYD	LOC108114950|XP_017081625.1|DEUG
OG0008015	LOC111593137|XP_023161506.2|DHYD	LOC108114614|XP_017081166.1|DEUG
OG0008016	LOC111593138|XP_023161507.1|DHYD	LOC108114616|XP_017081168.1|DEUG
OG0008017	LOC111593461|XP_023161989.1|DHYD	LOC108103848|XP_017065034.1|DEUG
OG0008018	LOC111601839|XP_030079394.1|DHYD	LOC108118518|XP_017086752.1|DEUG
OG0008019	LOC111593456|XP_023161981.2|DHYD	LOC108105068|XP_017066977.1|DEUG
OG0008020	LOC111602056|XP_023174737.2|DHYD	LOC108117288|XP_017085132.1|DEUG
OG0008021	LOC111601623|XP_023174060.2|DHYD	LOC108118128|XP_017086167.1|DEUG
OG0008022	LOC111603282|XP_023176563.2|DHYD	LOC108115817|XP_017082897.1|DEUG
OG0008023	LOC111601907|XP_023174523.2|DHYD	LOC108118540|XP_017086782.1|DEUG
OG0008024	LOC111601945|XP_023174569.2|DHYD	LOC108118541|XP_017086783.1|DEUG
OG0008025	LOC111601841|XP_023174442.2|DHYD	LOC108118546|XP_017086788.1|DEUG
OG0008026	LOC111601850|XP_023174453.1|DHYD	LOC108111875|XP_017076992.1|DEUG
OG0008027	LOC111598558|XP_023169665.2|DHYD	LOC108110313|XP_017074816.1|DEUG
OG0008028	LOC111595773|XP_023165426.1|DHYD	LOC108105274|XP_017067249.1|DEUG
OG0008029	LOC111593596|XP_023162221.2|DHYD	LOC108116645|XP_017084119.1|DEUG
OG0008030	LOC111604877|XP_023178882.2|DHYD	LOC108115005|XP_017081735.1|DEUG
OG0008031	LOC111602229|XP_023174978.1|DHYD	LOC108111160|XP_017076021.1|DEUG
OG0008032	LOC111594572|XP_023163698.1|DHYD	LOC108109388|XP_017073374.1|DEUG
OG0008033	LOC111592005|XP_023159753.2|DHYD	LOC108116435|XP_017083824.1|DEUG
OG0008034	LOC111594979|XP_023164247.2|DHYD	LOC108111778|XP_017076835.1|DEUG
OG0008035	LOC111605131|XP_023179267.2|DHYD	LOC108103021|XP_017063836.1|DEUG
OG0008036	LOC111604810|XP_023178798.2|DHYD	LOC108113786|XP_017079981.1|DEUG
OG0008037	LOC111604800|XP_030078780.1|DHYD	LOC108113713|XP_017079881.1|DEUG
OG0008038	LOC111601851|XP_023174454.2|DHYD	LOC108110326|XP_017074840.1|DEUG
OG0008039	LOC111600754|XP_023172801.2|DHYD	LOC108117201|XP_017085003.1|DEUG
OG0008040	LOC111594472|XP_023163541.2|DHYD	LOC108109390|XP_017073376.1|DEUG
OG0008041	LOC111592352|XP_023160277.2|DHYD	LOC108102942|XP_017063701.1|DEUG
OG0008042	LOC111601413|XP_023173743.2|DHYD	LOC108111785|XP_017076859.1|DEUG
OG0008043	LOC111596812|XP_023166946.2|DHYD	LOC108103316|XP_017064235.1|DEUG
OG0008044	LOC111593496|XP_030079407.1|DHYD	LOC108103673|XP_017064721.1|DEUG
OG0008045	LOC111601846|XP_023174449.2|DHYD	LOC108118287|XP_017086377.1|DEUG
OG0008046	LOC111600734|XP_023172778.2|DHYD	LOC108117170|XP_017084940.1|DEUG
OG0008047	LOC111601310|XP_023173599.1|DHYD	LOC108110167|XP_017074579.1|DEUG
OG0008048	LOC111600733|XP_023172777.1|DHYD	LOC108117228|XP_017085049.1|DEUG
OG0008049	LOC111601297|XP_023173579.2|DHYD	LOC108110233|XP_017074708.1|DEUG
OG0008050	LOC111596678|XP_023166750.2|DHYD	LOC108113589|XP_017079724.1|DEUG
OG0008051	LOC111598340|XP_023169314.1|DHYD	LOC108117236|XP_017085060.1|DEUG
OG0008052	LOC111601525|XP_023173912.2|DHYD	LOC108116314|XP_017083593.1|DEUG
OG0008053	LOC111600820|XP_023172888.2|DHYD	LOC108118343|XP_017086475.1|DEUG
OG0008054	LOC111597273|XP_023167655.1|DHYD	LOC108105448|XP_017067524.1|DEUG
OG0008055	LOC111601819|XP_023174407.1|DHYD	LOC108111884|XP_017077007.1|DEUG
OG0008056	LOC111600578|XP_023172571.1|DHYD	LOC108102429|XP_017062896.1|DEUG
OG0008057	LOC111604948|XP_023178987.2|DHYD	LOC108115362|XP_017082278.1|DEUG
OG0008058	LOC111601497|XP_023173853.2|DHYD	LOC108111667|XP_017076688.1|DEUG
OG0008059	LOC111598582|XP_023169656.2|DHYD	LOC108115336|XP_017082239.1|DEUG
OG0008060	LOC111601368|XP_023173674.1|DHYD	LOC108116335|XP_017083639.1|DEUG
OG0008061	LOC111591995|XP_023159724.2|DHYD	LOC108117434|XP_017085338.1|DEUG
OG0008062	LOC111604036|XP_023177661.1|DHYD	LOC108110100|XP_017074482.1|DEUG
OG0008063	LOC111601415|XP_023173746.2|DHYD	LOC108111786|XP_017076861.1|DEUG
OG0008064	LOC111592717|XP_023160873.1|DHYD	LOC108103624|XP_017064658.1|DEUG
OG0008065	LOC111596789|XP_023166910.1|DHYD	LOC108109756|XP_017073917.1|DEUG
OG0008066	LOC111597436|XP_023167909.1|DHYD	LOC108102397|XP_017062827.1|DEUG
OG0008067	LOC111605317|XP_023179548.1|DHYD	LOC108102947|XP_017063712.1|DEUG
OG0008068	LOC111592360|XP_023160286.2|DHYD	LOC108103027|XP_017063843.1|DEUG
OG0008069	LOC111603255|XP_023176530.2|DHYD	LOC108105624|XP_017067798.1|DEUG
OG0008070	LOC111600735|XP_023172779.1|DHYD	LOC108117229|XP_017085052.1|DEUG
OG0008071	LOC111593417|XP_023161927.2|DHYD	LOC108103287|XP_017064187.1|DEUG
OG0008072	LOC111595559|XP_023165163.2|DHYD	LOC108103753|XP_017064853.1|DEUG
OG0008073	LOC111600191|XP_023171968.1|DHYD	LOC108115225|XP_017082069.1|DEUG
OG0008075	LOC111601229|XP_030082011.1|DHYD	LOC108112159|XP_017077397.1|DEUG
OG0008076	LOC111605608|XP_030079682.1|DHYD	LOC108103306|XP_017064218.1|DEUG
OG0008077	LOC111600830|XP_023172901.1|DHYD	LOC108114969|XP_017081670.1|DEUG
OG0008078	LOC111598102|XP_023168922.2|DHYD	LOC108103247|XP_017064139.1|DEUG
OG0008079	LOC111604044|XP_023177668.1|DHYD	LOC108110108|XP_017074492.1|DEUG
OG0008080	LOC111596800|XP_023166928.1|DHYD	LOC108103317|XP_017064236.1|DEUG
OG0008081	LOC111593507|XP_023162060.1|DHYD	LOC108103639|XP_017064679.1|DEUG
OG0008082	LOC111595870|XP_023165969.1|DHYD	LOC108115781|XP_017082842.1|DEUG
OG0008083	LOC111604846|XP_023178846.1|DHYD	LOC108115376|XP_017082300.1|DEUG
OG0008084	LOC111598227|XP_023169155.1|DHYD	LOC108109579|XP_017073645.1|DEUG
OG0008085	LOC111601392|XP_023173704.1|DHYD	LOC108113558|XP_017079640.1|DEUG
OG0008086	LOC111604821|XP_023178811.1|DHYD	LOC108115338|XP_017082241.1|DEUG
OG0008087	LOC111598457|XP_023169481.2|DHYD	LOC108110091|XP_017074472.1|DEUG
OG0008088	LOC111605309|XP_023179536.2|DHYD	LOC108103366|XP_017064302.1|DEUG
OG0008089	LOC111595389|XP_023164859.1|DHYD	LOC108102840|XP_017063522.1|DEUG
OG0008090	LOC111601891|XP_023174502.2|DHYD	LOC108105538|XP_017067659.1|DEUG
OG0008091	LOC111604195|XP_023177919.2|DHYD	LOC108116620|XP_017084084.1|DEUG
OG0008092	LOC111602042|XP_023174718.2|DHYD	LOC108117127|XP_017084849.1|DEUG
OG0008093	LOC111602396|XP_023175179.2|DHYD	LOC108117384|XP_017085272.1|DEUG
OG0008094	LOC111603765|XP_023177266.2|DHYD	LOC108104091|XP_017065476.1|DEUG
OG0008095	LOC111596452|XP_023166445.2|DHYD	LOC108116386|XP_017083733.1|DEUG
OG0008096	LOC111592993|XP_023161264.2|DHYD	LOC108118523|XP_017086760.1|DEUG
OG0008097	LOC111603116|XP_023176355.1|DHYD	LOC108118079|XP_017086111.1|DEUG
OG0008098	LOC111599824|XP_023171381.2|DHYD	LOC108106008|XP_017068342.1|DEUG
OG0008099	LOC111605686|XP_023180125.2|DHYD	LOC108114326|XP_017080733.1|DEUG
OG0008100	LOC111593330|XP_023161808.2|DHYD	LOC108117505|XP_017085477.1|DEUG
OG0008101	LOC111593053|XP_023161394.2|DHYD	LOC108102956|XP_017063736.1|DEUG
OG0008102	LOC111602954|XP_023176095.1|DHYD	LOC108116320|XP_017083616.1|DEUG
OG0008103	LOC111600210|XP_023171998.2|DHYD	LOC108103780|XP_017064900.1|DEUG
OG0008104	LOC111595100|XP_023164434.1|DHYD	LOC108118253|XP_017086332.1|DEUG
OG0008105	LOC111605446|XP_023179731.2|DHYD	LOC108116165|XP_017083390.1|DEUG
OG0008106	LOC111592862|XP_023161076.1|DHYD	LOC108116741|XP_017084248.1|DEUG
OG0008107	LOC111592045|XP_023159809.1|DHYD	LOC108116502|XP_017083924.1|DEUG
OG0008108	LOC111597358|XP_023167780.2|DHYD	LOC108105447|XP_017067523.1|DEUG
OG0008109	LOC111604046|XP_023177672.1|DHYD	LOC108110329|XP_017074849.1|DEUG
OG0008110	LOC111593447|XP_023161970.2|DHYD	LOC108117586|XP_017085579.1|DEUG
OG0008111	LOC111593650|XP_023162303.1|DHYD	LOC108105489|XP_017067597.1|DEUG
OG0008112	LOC111604071|XP_023177717.2|DHYD	LOC108104370|XP_017065872.1|DEUG
OG0008113	LOC111593421|XP_023161933.1|DHYD	LOC108103841|XP_017065019.1|DEUG
OG0008114	LOC111593420|XP_023161932.1|DHYD	LOC108103800|XP_017064970.1|DEUG
OG0008115	LOC111594244|XP_030081748.1|DHYD	LOC108103420|XP_017064366.1|DEUG
OG0008116	LOC111595007|XP_030081746.1|DHYD	LOC108103421|XP_017064376.1|DEUG
OG0008117	LOC111598282|XP_023169230.2|DHYD	LOC108105019|XP_017066904.1|DEUG
OG0008118	LOC111603180|XP_023176431.1|DHYD	LOC108105491|XP_017067599.1|DEUG
OG0008119	LOC111593422|XP_030079926.1|DHYD	LOC108105008|XP_017066877.1|DEUG
OG0008120	LOC111597372|XP_023167797.1|DHYD	LOC108111864|XP_017076978.1|DEUG
OG0008121	LOC111592911|XP_023161132.2|DHYD	LOC108113381|XP_017079442.1|DEUG
OG0008122	LOC111597360|XP_023167782.2|DHYD	LOC108109755|XP_017073913.1|DEUG
OG0008123	LOC111605119|XP_023179240.1|DHYD	LOC108103266|XP_017064166.1|DEUG
OG0008124	LOC111605315|XP_030080101.1|DHYD	LOC108105501|XP_017067614.1|DEUG
