Orthogroup	DHYD.longest_only	DBIA.longest_only
OG0010404	LOC111592574|XP_023160653.1|DHYD	LOC108032826|XP_016962330.1|DBIA
OG0010405	LOC111592575|XP_023160654.2|DHYD	LOC108032812|XP_016962314.1|DBIA
OG0010406	LOC111592579|XP_023160658.2|DHYD	LOC108032729|XP_016962198.1|DBIA
OG0010408	LOC111592092|XP_023159885.2|DHYD	LOC108033242|XP_016962997.1|DBIA
OG0010409	LOC111593665|XP_030080519.1|DHYD	LOC108032700|XP_016962168.1|DBIA
OG0010410	LOC111598973|XP_023170235.2|DHYD	LOC108032769|XP_016962254.1|DBIA
OG0010411	LOC111603768|XP_023177270.2|DHYD	LOC108034650|XP_016965078.1|DBIA
OG0010412	LOC111594243|XP_023163222.1|DHYD	LOC108033579|XP_016963414.1|DBIA
OG0010413	LOC111595579|XP_023165153.1|DHYD	LOC108029028|XP_016956564.1|DBIA
OG0010414	LOC111595581|XP_023165155.1|DHYD	LOC108029042|XP_016956582.1|DBIA
OG0010415	LOC111591964|XP_023159675.2|DHYD	LOC108034283|XP_016964630.1|DBIA
OG0010416	LOC111603531|XP_023176932.2|DHYD	LOC108033484|XP_016963312.1|DBIA
OG0010417	LOC111603536|XP_023176940.1|DHYD	LOC108033515|XP_016963347.1|DBIA
OG0010418	LOC111601123|XP_023173349.1|DHYD	LOC108034026|XP_016964255.1|DBIA
OG0010419	LOC111600779|XP_023172831.2|DHYD	LOC108033340|XP_016963115.1|DBIA
OG0010420	LOC111602477|XP_030079198.1|DHYD	LOC108034200|XP_016964520.1|DBIA
OG0010421	LOC111595797|XP_023165455.1|DHYD	LOC108027724|XP_016954766.1|DBIA
OG0010422	LOC111592896|XP_023161106.1|DHYD	LOC108036729|XP_016968515.1|DBIA
OG0010423	LOC111592914|XP_023161131.1|DHYD	LOC108033541|XP_016963375.1|DBIA
OG0010424	LOC111597268|XP_030080337.1|DHYD	LOC108036713|XP_016968503.1|DBIA
OG0010425	LOC111594224|XP_023163192.2|DHYD	LOC108033271|XP_016963025.1|DBIA
OG0010426	LOC111594223|XP_023163191.2|DHYD	LOC108033440|XP_016963258.1|DBIA
OG0010427	LOC111599160|XP_023170500.1|DHYD	LOC108033508|XP_016963340.1|DBIA
OG0010428	LOC111599209|XP_023170574.2|DHYD	LOC108033986|XP_016964199.1|DBIA
OG0010429	LOC111599170|XP_023170519.1|DHYD	LOC108033533|XP_016963367.1|DBIA
OG0010430	LOC111596270|XP_023166177.2|DHYD	LOC108027740|XP_016954780.1|DBIA
OG0010431	LOC111601012|XP_023173181.2|DHYD	LOC108032708|XP_016962176.1|DBIA
OG0010432	LOC111601913|XP_023174532.2|DHYD	LOC108032709|XP_016962177.1|DBIA
OG0010433	LOC111602010|XP_023174676.1|DHYD	LOC108029254|XP_016956938.1|DBIA
OG0010434	LOC111599382|XP_023170787.2|DHYD	LOC108036081|XP_016967516.1|DBIA
OG0010435	LOC111601875|XP_023174485.1|DHYD	LOC108029116|XP_016956717.1|DBIA
OG0010436	LOC111595204|XP_023164570.1|DHYD	LOC108033600|XP_016963441.1|DBIA
OG0010437	LOC111605016|XP_023179113.2|DHYD	LOC108034214|XP_016964544.1|DBIA
OG0010438	LOC115483221|XP_030080422.1|DHYD	LOC108033511|XP_016963344.1|DBIA
OG0010439	LOC111603803|XP_023177326.1|DHYD	LOC108033516|XP_016963348.1|DBIA
OG0010440	LOC111603535|XP_023176936.1|DHYD	LOC108033503|XP_016963334.1|DBIA
OG0010441	LOC111603533|XP_023176934.2|DHYD	LOC108034095|XP_016964350.1|DBIA
OG0010442	LOC111595869|XP_023165554.2|DHYD	LOC108031128|XP_016959831.1|DBIA
OG0010443	LOC111601175|XP_023173422.1|DHYD	LOC108029035|XP_016956574.1|DBIA
OG0010444	LOC111601183|XP_023173431.1|DHYD	LOC108029037|XP_016956577.1|DBIA
OG0010445	LOC111596085|XP_023165914.2|DHYD	LOC108027732|XP_016954773.1|DBIA
OG0010446	LOC111595992|XP_023165757.2|DHYD	LOC108033310|XP_016963076.1|DBIA
OG0010447	LOC111592819|XP_023161010.1|DHYD	LOC108034757|XP_016965195.1|DBIA
OG0010448	LOC111597509|XP_023168045.2|DHYD	LOC108035388|XP_016966488.1|DBIA
OG0010449	LOC111597624|XP_023168190.2|DHYD	LOC108028131|XP_016955273.1|DBIA
OG0010450	LOC111597550|XP_023168114.2|DHYD	LOC108028328|XP_016955562.1|DBIA
OG0010451	LOC111597497|XP_023168023.1|DHYD	LOC108035687|XP_016966893.1|DBIA
OG0010452	LOC111597496|XP_023168022.2|DHYD	LOC108029712|XP_016957680.1|DBIA
OG0010453	LOC111595146|XP_023164487.1|DHYD	LOC108030369|XP_016958730.1|DBIA
OG0010454	LOC111605664|XP_023180095.1|DHYD	LOC108035406|XP_016966515.1|DBIA
OG0010455	LOC111605677|XP_023180111.1|DHYD	LOC108035286|XP_016966342.1|DBIA
OG0010456	LOC111601702|XP_023174186.1|DHYD	LOC108028066|XP_016955195.1|DBIA
OG0010457	LOC111591927|XP_023159625.1|DHYD	LOC108035264|XP_016966311.1|DBIA
OG0010458	LOC111591936|XP_023159643.2|DHYD	LOC108035263|XP_016966310.1|DBIA
OG0010459	LOC111591938|XP_023159645.1|DHYD	LOC108035269|XP_016966315.1|DBIA
OG0010460	LOC115483023|XP_030079619.1|DHYD	LOC108035262|XP_016966309.1|DBIA
OG0010461	LOC111604504|XP_023178367.1|DHYD	LOC108035542|XP_016966698.1|DBIA
OG0010462	LOC111596512|XP_023166545.2|DHYD	LOC108031049|XP_016959742.1|DBIA
OG0010463	LOC111604725|XP_023178667.1|DHYD	LOC108035031|XP_016965865.1|DBIA
OG0010464	LOC111604708|XP_023178649.1|DHYD	LOC108034420|XP_016964793.1|DBIA
OG0010465	LOC111604707|XP_023178648.1|DHYD	LOC108035025|XP_016965858.1|DBIA
OG0010466	LOC111604674|XP_023178603.1|DHYD	LOC108034608|XP_016965031.1|DBIA
OG0010467	LOC111604679|XP_023178609.1|DHYD	LOC108034735|XP_016965164.1|DBIA
OG0010468	LOC111592954|XP_023161210.1|DHYD	LOC108028291|XP_016955490.1|DBIA
OG0010469	LOC111595295|XP_023164717.2|DHYD	LOC108028505|XP_016955877.1|DBIA
OG0010470	LOC111603075|XP_023176303.1|DHYD	LOC108034970|XP_016965771.1|DBIA
OG0010471	LOC111603039|XP_023176237.1|DHYD	LOC108034606|XP_016965029.1|DBIA
OG0010472	LOC111596145|XP_023165997.2|DHYD	LOC108034686|XP_016965115.1|DBIA
OG0010473	LOC111593105|XP_023161472.1|DHYD	LOC108028117|XP_016955255.1|DBIA
OG0010474	LOC111598069|XP_023168871.1|DHYD	LOC108028234|XP_016955387.1|DBIA
OG0010475	LOC111601713|XP_023174199.2|DHYD	LOC108028161|XP_016955309.1|DBIA
OG0010476	LOC111595658|XP_023165249.1|DHYD	LOC108035383|XP_016966478.1|DBIA
OG0010477	LOC111601594|XP_023174023.1|DHYD	LOC108034795|XP_016965281.1|DBIA
OG0010478	LOC111593207|XP_023161620.2|DHYD	LOC108028720|XP_016956167.1|DBIA
OG0010479	LOC111593215|XP_023161633.2|DHYD	LOC108028056|XP_016955183.1|DBIA
OG0010480	LOC111605182|XP_023179347.2|DHYD	LOC108034653|XP_016965081.1|DBIA
OG0010481	LOC111592729|XP_023160886.1|DHYD	LOC108028593|XP_016955996.1|DBIA
OG0010482	LOC111595085|XP_023164408.2|DHYD	LOC108030571|XP_016958971.1|DBIA
OG0010483	LOC111599833|XP_023171394.1|DHYD	LOC108035074|XP_016965956.1|DBIA
OG0010484	LOC111592873|XP_023161090.2|DHYD	LOC108030763|XP_016959305.1|DBIA
OG0010485	LOC111599415|XP_023170832.2|DHYD	LOC108028800|XP_016956273.1|DBIA
OG0010486	LOC111600991|XP_023173151.2|DHYD	LOC108030933|XP_016959622.1|DBIA
OG0010487	LOC111598386|XP_023169368.2|DHYD	LOC108030578|XP_016959003.1|DBIA
OG0010488	LOC111603314|XP_023176603.2|DHYD	LOC108028565|XP_016955960.1|DBIA
OG0010489	LOC111603337|XP_023176641.2|DHYD	LOC108035655|XP_016966851.1|DBIA
OG0010490	LOC111592131|XP_023159940.2|DHYD	LOC108022400|XP_016946775.1|DBIA
OG0010491	LOC111601230|XP_030082010.1|DHYD	LOC108022375|XP_016946746.1|DBIA
OG0010492	LOC111593532|XP_023162100.1|DHYD	LOC108028154|XP_016955300.1|DBIA
OG0010493	LOC111599838|XP_023171401.1|DHYD	LOC108028168|XP_016955317.1|DBIA
OG0010494	LOC111597618|XP_023168185.1|DHYD	LOC108030743|XP_016959279.1|DBIA
OG0010495	LOC111597589|XP_023168155.2|DHYD	LOC108034393|XP_016964764.1|DBIA
OG0010496	LOC111604521|XP_023178385.2|DHYD	LOC108028271|XP_016955458.1|DBIA
OG0010497	LOC111604545|XP_023178412.1|DHYD	LOC108028060|XP_016955188.1|DBIA
OG0010498	LOC111602123|XP_023174840.2|DHYD	LOC108036291|XP_016967792.1|DBIA
OG0010499	LOC111602124|XP_023174841.1|DHYD	LOC108022368|XP_016946737.1|DBIA
OG0010500	LOC111602134|XP_023174851.2|DHYD	LOC108022073|XP_016946407.1|DBIA
OG0010501	LOC111600774|XP_030080942.1|DHYD	LOC108022424|XP_016946800.1|DBIA
OG0010502	LOC111604330|XP_023178160.2|DHYD	LOC108030603|XP_016959079.1|DBIA
OG0010503	LOC111593179|XP_023161556.2|DHYD	LOC108022320|XP_016946672.1|DBIA
OG0010504	LOC111596403|XP_023166377.1|DHYD	LOC108029800|XP_016957804.1|DBIA
OG0010505	LOC111599906|XP_023171496.2|DHYD	LOC108029524|XP_016957314.1|DBIA
OG0010506	LOC111593879|XP_023162712.2|DHYD	LOC108029849|XP_016957827.1|DBIA
OG0010507	LOC115483379|XP_030080960.1|DHYD	LOC108022332|XP_016946684.1|DBIA
OG0010508	LOC111603805|XP_023177324.2|DHYD	LOC108022479|XP_016946919.1|DBIA
OG0010509	LOC111600603|XP_023172566.1|DHYD	LOC108030086|XP_016958213.1|DBIA
OG0010510	LOC111595455|XP_030082024.1|DHYD	LOC108022367|XP_016946736.1|DBIA
OG0010511	LOC111599756|XP_023171278.2|DHYD	LOC108023062|XP_016947799.1|DBIA
OG0010512	LOC111594323|XP_023163335.1|DHYD	LOC108023067|XP_016947804.1|DBIA
OG0010513	LOC111594312|XP_023163323.2|DHYD	LOC108022306|XP_016946655.1|DBIA
OG0010514	LOC111594303|XP_023163309.2|DHYD	LOC108022918|XP_016947617.1|DBIA
OG0010515	LOC111602554|XP_023175476.2|DHYD	LOC108026534|XP_016952970.1|DBIA
OG0010516	LOC111594159|XP_023163111.1|DHYD	LOC108029428|XP_016957162.1|DBIA
OG0010517	LOC111595557|XP_023165117.1|DHYD	LOC108029434|XP_016957169.1|DBIA
OG0010518	LOC111601209|XP_023173473.1|DHYD	LOC108022154|XP_016946485.1|DBIA
OG0010519	LOC111592104|XP_023159901.1|DHYD	LOC108029462|XP_016957201.1|DBIA
OG0010521	LOC111594192|XP_023163158.1|DHYD	LOC108022790|XP_016947409.1|DBIA
OG0010522	LOC111597017|XP_023167291.1|DHYD	LOC108029805|XP_016957812.1|DBIA
OG0010523	LOC111597016|XP_023167290.2|DHYD	LOC108029680|XP_016957619.1|DBIA
OG0010524	LOC111597099|XP_023167409.1|DHYD	LOC108022645|XP_016947189.1|DBIA
OG0010525	LOC111594442|XP_023163501.2|DHYD	LOC108026586|XP_016953029.1|DBIA
OG0010526	LOC111594588|XP_023163719.2|DHYD	LOC108026574|XP_016953015.1|DBIA
OG0010527	LOC111593113|XP_023161485.2|DHYD	LOC108023035|XP_016947765.1|DBIA
OG0010528	LOC111594083|XP_023162999.1|DHYD	LOC108022391|XP_016946766.1|DBIA
OG0010529	LOC111594388|XP_023163426.2|DHYD	LOC108022411|XP_016946787.1|DBIA
OG0010530	LOC111594097|XP_023163021.2|DHYD	LOC108036498|XP_016968180.1|DBIA
OG0010531	LOC111598567|XP_023169636.1|DHYD	LOC108026202|XP_016952489.1|DBIA
OG0010532	LOC111598631|XP_023169741.2|DHYD	LOC108031426|XP_016960319.1|DBIA
OG0010533	LOC111599272|XP_023170639.2|DHYD	LOC108028679|XP_016956104.1|DBIA
OG0010534	LOC111596443|XP_023166434.2|DHYD	LOC108027093|XP_016953799.1|DBIA
OG0010535	LOC111602045|XP_023174724.1|DHYD	LOC108031524|XP_016960536.1|DBIA
OG0010536	LOC111596702|XP_023166789.2|DHYD	LOC108031156|XP_016959860.1|DBIA
OG0010537	LOC111603643|XP_023177089.1|DHYD	LOC108031267|XP_016959997.1|DBIA
OG0010538	LOC111604620|XP_023178509.2|DHYD	LOC108026218|XP_016952524.1|DBIA
OG0010540	LOC111603297|XP_023176588.1|DHYD	LOC108025369|XP_016951318.1|DBIA
OG0010541	LOC111594535|XP_023163643.2|DHYD	LOC108028123|XP_016955262.1|DBIA
OG0010542	LOC111594517|XP_023163613.1|DHYD	LOC108027116|XP_016953822.1|DBIA
OG0010543	LOC111594593|XP_023163722.1|DHYD	LOC108025534|XP_016951551.1|DBIA
OG0010544	LOC111594549|XP_023163670.2|DHYD	LOC108023630|XP_016948737.1|DBIA
OG0010545	LOC111594603|XP_030080608.1|DHYD	LOC108023449|XP_016948434.1|DBIA
OG0010546	LOC111604221|XP_023177959.1|DHYD	LOC108031691|XP_016960829.1|DBIA
OG0010547	LOC111604243|XP_023177995.2|DHYD	LOC108031166|XP_016959875.1|DBIA
OG0010548	LOC111596451|XP_023166448.2|DHYD	LOC108025026|XP_016950771.1|DBIA
OG0010549	LOC111604258|XP_023178017.1|DHYD	LOC108031202|XP_016959915.1|DBIA
OG0010550	LOC111592706|XP_023160862.2|DHYD	LOC108025987|XP_016952169.1|DBIA
OG0010551	LOC111597887|XP_023168590.2|DHYD	LOC108025257|XP_016951103.1|DBIA
OG0010552	LOC111597843|XP_023168517.1|DHYD	LOC108025155|XP_016950921.1|DBIA
OG0010553	LOC111597823|XP_023168479.2|DHYD	LOC108025085|XP_016950833.1|DBIA
OG0010554	LOC111593227|XP_023161646.2|DHYD	LOC108024861|XP_016950491.1|DBIA
OG0010555	LOC111597759|XP_023168381.1|DHYD	LOC108031273|XP_016960003.1|DBIA
OG0010556	LOC111604997|XP_023179087.1|DHYD	LOC108026079|XP_016952267.1|DBIA
OG0010557	LOC111600270|XP_023172086.1|DHYD	LOC108024437|XP_016949844.1|DBIA
OG0010558	LOC115482784|XP_030078638.1|DHYD	LOC108024467|XP_016949874.1|DBIA
OG0010559	LOC111595182|XP_023164529.2|DHYD	LOC108025162|XP_016950927.1|DBIA
OG0010560	LOC111595349|XP_023164792.2|DHYD	LOC108027415|XP_016954342.1|DBIA
OG0010561	LOC111601328|XP_023173625.1|DHYD	LOC108023521|XP_016948567.1|DBIA
OG0010562	LOC111597191|XP_023167530.1|DHYD	LOC108031423|XP_016960313.1|DBIA
OG0010563	LOC111597187|XP_023167525.1|DHYD	LOC108031422|XP_016960312.1|DBIA
OG0010564	LOC111601451|XP_023173796.2|DHYD	LOC108026318|XP_016952696.1|DBIA
OG0010565	LOC111592484|XP_023160472.2|DHYD	LOC108025367|XP_016951316.1|DBIA
OG0010566	LOC111592471|XP_023160454.1|DHYD	LOC108025211|XP_016951044.1|DBIA
OG0010568	LOC111601989|XP_023174646.2|DHYD	LOC108025112|XP_016950866.1|DBIA
OG0010569	LOC111602007|XP_023174662.2|DHYD	LOC108025151|XP_016950915.1|DBIA
OG0010570	LOC111602022|XP_023174690.1|DHYD	LOC108025101|XP_016950853.1|DBIA
OG0010571	LOC111600632|XP_023172603.2|DHYD	LOC108031748|XP_016960940.1|DBIA
OG0010572	LOC111599433|XP_023170854.1|DHYD	LOC108031243|XP_016959968.1|DBIA
OG0010573	LOC111596401|XP_023166374.2|DHYD	LOC108032159|XP_016961495.1|DBIA
OG0010575	LOC111596404|XP_023166378.1|DHYD	LOC108025079|XP_016950827.1|DBIA
OG0010576	LOC111595673|XP_023165276.1|DHYD	LOC108031399|XP_016960255.1|DBIA
OG0010577	LOC111594499|XP_023163578.2|DHYD	LOC108024358|XP_016949751.1|DBIA
OG0010578	LOC111594426|XP_030080689.1|DHYD	LOC108025457|XP_016951447.1|DBIA
OG0010579	LOC111604231|XP_023177976.1|DHYD	LOC108031200|XP_016959912.1|DBIA
OG0010580	LOC111599586|XP_023171028.2|DHYD	LOC108031249|XP_016959974.1|DBIA
OG0010581	LOC111598857|XP_023170068.2|DHYD	LOC108031754|XP_016960953.1|DBIA
OG0010582	LOC111598578|XP_023169655.2|DHYD	LOC108024556|XP_016950027.1|DBIA
OG0010583	LOC111601483|XP_023173839.2|DHYD	LOC108024438|XP_016949845.1|DBIA
OG0010584	LOC111595684|XP_023165292.2|DHYD	LOC108024350|XP_016949741.1|DBIA
OG0010585	LOC111602779|XP_023175813.2|DHYD	LOC108031289|XP_016960020.1|DBIA
OG0010586	LOC111602414|XP_023175213.2|DHYD	LOC108032875|XP_016962365.1|DBIA
OG0010588	LOC111603288|XP_023176577.1|DHYD	LOC108025471|XP_016951472.1|DBIA
OG0010589	LOC111603796|XP_023177312.1|DHYD	LOC108022759|XP_016947351.1|DBIA
OG0010590	LOC111599367|XP_023170768.1|DHYD	LOC108036704|XP_016968488.1|DBIA
OG0010592	LOC111603525|XP_023176925.2|DHYD	LOC108033402|XP_016963211.1|DBIA
OG0010593	LOC111601003|XP_023173169.2|DHYD	LOC108028428|XP_016955747.1|DBIA
OG0010595	LOC115483756|XP_030081863.1|DHYD, LOC115483449|XP_030081303.1|DHYD	LOC108034979|XP_016965796.1|DBIA
OG0010597	LOC111598725|XP_023169884.2|DHYD	LOC108034986|XP_016965805.1|DBIA
OG0010598	LOC111597585|XP_023168152.1|DHYD	LOC108030751|XP_016959287.1|DBIA
OG0010599	LOC111592616|XP_023160719.1|DHYD	LOC108032448|XP_016961763.1|DBIA
OG0010600	LOC111592596|XP_023160681.2|DHYD	LOC108032424|XP_016961734.1|DBIA
OG0010601	LOC111594775|XP_023163992.2|DHYD	LOC108032561|XP_016961931.1|DBIA
OG0010613	LOC111595045|XP_023164339.2|DHYD	LOC108031656|XP_016960783.1|DBIA
OG0010622	LOC111603018|XP_023176205.2|DHYD	LOC108026176|XP_016952440.1|DBIA
OG0010624	LOC115482781|XP_030078627.1|DHYD	LOC108031337|XP_016960089.1|DBIA
OG0010627	LOC111603494|XP_023176869.2|DHYD	LOC108031169|XP_016959878.1|DBIA
OG0010628	LOC111602657|XP_023175597.1|DHYD	LOC108024929|XP_016950616.1|DBIA
OG0010630	LOC111600667|XP_023172683.2|DHYD	LOC108032072|XP_016961381.1|DBIA
OG0010635	LOC111593845|XP_023162658.2|DHYD	LOC108022186|XP_016946527.1|DBIA
OG0010637	LOC111596447|XP_023166440.1|DHYD	LOC108029303|XP_016956995.1|DBIA
OG0010638	LOC115482854|XP_030078962.1|DHYD	LOC108036272|XP_016967775.1|DBIA
OG0010639	LOC111597482|XP_023168004.2|DHYD	LOC108033031|XP_016962646.1|DBIA
OG0010640	LOC111600198|XP_023171981.2|DHYD	LOC108033022|XP_016962639.1|DBIA
OG0010641	LOC111600189|XP_023171966.1|DHYD	LOC108033223|XP_016962976.1|DBIA
OG0010642	LOC111601847|XP_023174450.2|DHYD	LOC108025947|XP_016952133.1|DBIA
OG0010643	LOC111598436|XP_023169445.1|DHYD	LOC108023216|XP_016947975.1|DBIA
OG0010644	LOC111593998|XP_023162858.2|DHYD	LOC108023336|XP_016948152.1|DBIA
OG0010646	LOC111604665|XP_023178593.1|DHYD	LOC108035029|XP_016965863.1|DBIA
OG0010647	LOC111595150|XP_023164499.2|DHYD	LOC108028282|XP_016955475.1|DBIA
OG0010651	LOC111604715|XP_023178656.2|DHYD	LOC108035028|XP_016965862.1|DBIA
OG0010653	LOC111601323|XP_023173621.2|DHYD	LOC108026098|XP_016952286.1|DBIA
OG0010657	LOC111598122|XP_023168947.1|DHYD	LOC108026505|XP_016952943.1|DBIA
OG0010658	LOC111598846|XP_023170050.2|DHYD	LOC108024293|XP_016949682.1|DBIA
OG0010659	LOC111605635|XP_030079677.1|DHYD	LOC108021878|XP_016946161.1|DBIA
OG0010660	LOC111594200|XP_023163203.2|DHYD	LOC108021889|XP_016946171.1|DBIA
OG0010661	LOC111593399|XP_023161888.2|DHYD	LOC108024114|XP_016949383.1|DBIA
OG0010662	LOC111601868|XP_023174476.1|DHYD	LOC108024250|XP_016949622.1|DBIA
OG0010664	LOC111602828|XP_023175906.2|DHYD	LOC108024435|XP_016949841.1|DBIA
OG0010665	LOC111593016|XP_023161323.2|DHYD	LOC108033013|XP_016962629.1|DBIA
OG0010666	LOC111596806|XP_023166935.2|DHYD	LOC108024113|XP_016949381.1|DBIA
OG0010667	LOC111605047|XP_023179150.2|DHYD	LOC108023935|XP_016949110.1|DBIA
OG0010669	LOC111604037|XP_023177662.2|DHYD	LOC108023782|XP_016948910.1|DBIA
OG0010670	LOC111601633|XP_030079922.1|DHYD	LOC108025658|XP_016951686.1|DBIA
OG0010671	LOC111601637|XP_023174075.2|DHYD	LOC108025671|XP_016951698.1|DBIA
OG0010674	LOC111602811|XP_023175877.2|DHYD	LOC108024212|XP_016949560.1|DBIA
OG0010675	LOC111596565|XP_023166606.2|DHYD	LOC108023180|XP_016947910.1|DBIA
OG0010676	LOC111603155|XP_030079315.1|DHYD	LOC108027586|XP_016954589.1|DBIA
OG0010677	LOC111602847|XP_023175927.1|DHYD	LOC108025750|XP_016951834.1|DBIA
OG0010678	LOC111603123|XP_023176364.1|DHYD	LOC108035798|XP_016967029.1|DBIA
OG0010679	LOC111601822|XP_023174412.2|DHYD	LOC108023201|XP_016947950.1|DBIA
OG0010680	LOC111598421|XP_023169429.1|DHYD	LOC108021986|XP_016946315.1|DBIA
OG0010681	LOC111598453|XP_023169477.1|DHYD	LOC108022004|XP_016946332.1|DBIA
OG0010682	LOC111598458|XP_023169482.2|DHYD	LOC108021987|XP_016946316.1|DBIA
OG0010684	LOC111598977|XP_023170243.1|DHYD	LOC108029024|XP_016956559.1|DBIA
OG0010685	LOC111594300|XP_023163305.2|DHYD	LOC108033434|XP_016963247.1|DBIA
OG0010686	LOC111594748|XP_023163964.2|DHYD	LOC108032479|XP_016961791.1|DBIA
OG0010687	LOC111594768|XP_023163985.1|DHYD	LOC108033667|XP_016963597.1|DBIA
OG0010688	LOC111601157|XP_023173402.2|DHYD	LOC108034154|XP_016964443.1|DBIA
OG0010689	LOC111602193|XP_023174926.2|DHYD	LOC108033605|XP_016963447.1|DBIA
OG0010690	LOC111601325|XP_023173626.2|DHYD	LOC108034313|XP_016964671.1|DBIA
OG0010691	LOC111600687|XP_023172712.1|DHYD	LOC108033842|XP_016963958.1|DBIA
OG0010692	LOC111600668|XP_023172688.2|DHYD	LOC108033840|XP_016963955.1|DBIA
OG0010693	LOC111596074|XP_023165896.1|DHYD	LOC108033735|XP_016963776.1|DBIA
OG0010694	LOC111605586|XP_030080328.1|DHYD	LOC108036718|XP_016968507.1|DBIA
OG0010695	LOC111602503|XP_023175346.2|DHYD	LOC108036719|XP_016968508.1|DBIA
OG0010696	LOC111594749|XP_023163965.2|DHYD	LOC108032493|XP_016961803.1|DBIA
OG0010697	LOC111605025|XP_023179124.2|DHYD	LOC108034055|XP_016964299.1|DBIA, LOC108033253|XP_016963007.1|DBIA
OG0010699	LOC111603795|XP_023177315.1|DHYD	LOC108033514|XP_016963346.1|DBIA
OG0010701	LOC111596083|XP_023165912.1|DHYD	LOC108027731|XP_016954772.1|DBIA
OG0010703	LOC111599057|XP_023170346.1|DHYD	LOC108029224|XP_016956907.1|DBIA
OG0010704	LOC111596236|XP_023166122.1|DHYD	LOC108029039|XP_016956579.1|DBIA
OG0010705	LOC111592839|XP_023161032.1|DHYD	LOC108034689|XP_016965119.1|DBIA
OG0010706	LOC115483426|XP_030081240.1|DHYD, LOC111599841|XP_023171404.2|DHYD	LOC108035240|XP_016966262.1|DBIA
OG0010708	LOC111600472|XP_023172350.2|DHYD	LOC108034974|XP_016965777.1|DBIA
OG0010709	LOC111604722|XP_023178664.2|DHYD	LOC108034651|XP_016965079.1|DBIA
OG0010710	LOC111595269|XP_023164684.2|DHYD	LOC108034737|XP_016965166.1|DBIA
OG0010711	LOC111604897|XP_030078629.1|DHYD	LOC108027104|XP_016953811.1|DBIA
OG0010712	LOC111592756|XP_023160925.2|DHYD	LOC108029376|XP_016957096.1|DBIA
OG0010713	LOC111592731|XP_023160889.2|DHYD	LOC108028595|XP_016955999.1|DBIA
OG0010714	LOC111597380|XP_023167806.1|DHYD	LOC108028664|XP_016956084.1|DBIA
OG0010715	LOC111604403|XP_023178223.1|DHYD, LOC111604404|XP_023178224.2|DHYD, LOC111604402|XP_023178222.2|DHYD	LOC108028490|XP_016955849.1|DBIA
OG0010716	LOC111600936|XP_023173075.1|DHYD	LOC108030909|XP_016959583.1|DBIA
OG0010718	LOC111603336|XP_023176640.1|DHYD	LOC108035656|XP_016966852.1|DBIA
OG0010719	LOC111599273|XP_023170640.2|DHYD	LOC108027103|XP_016953809.1|DBIA
OG0010720	LOC111595106|XP_023164439.2|DHYD	LOC108030696|XP_016959222.1|DBIA
OG0010721	LOC111595071|XP_023164395.1|DHYD	LOC108030658|XP_016959169.1|DBIA
OG0010724	LOC111602131|XP_023174848.2|DHYD	LOC108022399|XP_016946773.1|DBIA
OG0010726	LOC111600751|XP_023172797.1|DHYD	LOC108036304|XP_016967804.1|DBIA
OG0010728	LOC111593867|XP_023162695.2|DHYD	LOC108029966|XP_016957958.1|DBIA
OG0010729	LOC111597640|XP_023168213.2|DHYD	LOC108030053|XP_016958119.1|DBIA
OG0010730	LOC111595554|XP_023165115.1|DHYD	LOC108022383|XP_016946754.1|DBIA
OG0010732	LOC111593557|XP_023162181.2|DHYD	LOC108023040|XP_016947770.1|DBIA
OG0010733	LOC111592243|XP_023160095.2|DHYD	LOC108026502|XP_016952938.1|DBIA
OG0010735	LOC111592146|XP_023159960.2|DHYD	LOC108023092|XP_016947841.1|DBIA
OG0010737	LOC111604346|XP_023178178.1|DHYD	LOC108035409|XP_016966521.1|DBIA
OG0010738	LOC111598546|XP_030081595.1|DHYD	LOC108031773|XP_016960969.1|DBIA
OG0010739	LOC111604889|XP_023178897.2|DHYD	LOC108031503|XP_016960495.1|DBIA
OG0010740	LOC111595736|XP_023165352.2|DHYD	LOC108032864|XP_016962353.1|DBIA
OG0010743	LOC111604992|XP_023179078.2|DHYD	LOC108031242|XP_016959967.1|DBIA
OG0010744	LOC111602714|XP_023175724.1|DHYD	LOC108027426|XP_016954363.1|DBIA
OG0010745	LOC111602961|XP_023176105.1|DHYD	LOC108026279|XP_016952633.1|DBIA
OG0010746	LOC111604918|XP_023178934.1|DHYD	LOC108031951|XP_016961226.1|DBIA
OG0010747	LOC111600865|XP_023172953.2|DHYD	LOC108025979|XP_016952161.1|DBIA
OG0010748	LOC111602398|XP_023175185.1|DHYD	LOC108023721|XP_016948847.1|DBIA
OG0010749	LOC111593355|XP_023161835.1|DHYD	LOC108026071|XP_016952258.1|DBIA
OG0010750	LOC111593368|XP_023161851.2|DHYD	LOC108026123|XP_016952315.1|DBIA
OG0010751	LOC111596210|XP_023166091.2|DHYD	LOC108031514|XP_016960520.1|DBIA
OG0010753	LOC111600002|XP_023171676.1|DHYD	LOC108031359|XP_016960119.1|DBIA
OG0010754	LOC111602692|XP_023175690.2|DHYD	LOC108024581|XP_016950069.1|DBIA
OG0010755	LOC111596441|XP_023166437.1|DHYD	LOC108025166|XP_016950933.1|DBIA
OG0010756	LOC111596435|XP_023166424.2|DHYD	LOC108025025|XP_016950769.1|DBIA
