Orthogroup	DHYD.longest_only	DELE.longest_only
OG0009409	LOC111597896|XP_030081374.1|DHYD	LOC108146512|XP_017128077.1|DELE, LOC108137910|XP_017115340.1|DELE
OG0009410	LOC111605255|XP_023179460.2|DHYD	LOC108144923|XP_017125578.1|DELE
OG0009411	LOC111605150|XP_023179304.2|DHYD	LOC108145017|XP_017125675.1|DELE
OG0009412	LOC111600719|XP_023172744.1|DHYD	LOC108144696|XP_017125259.1|DELE
OG0009413	LOC111593915|XP_023162756.2|DHYD	LOC108147338|XP_017129255.1|DELE
OG0009414	LOC111593888|XP_023162723.2|DHYD	LOC108147336|XP_017129253.1|DELE
OG0009415	LOC111593956|XP_023162815.2|DHYD	LOC108147330|XP_017129245.1|DELE
OG0009416	LOC111600705|XP_023172730.2|DHYD	LOC108137559|XP_017114774.1|DELE
OG0009417	LOC111600752|XP_023172798.1|DHYD	LOC108137513|XP_017114715.1|DELE
OG0009418	LOC111600656|XP_023172648.2|DHYD	LOC108137517|XP_017114720.1|DELE
OG0009419	LOC111600685|XP_023172707.2|DHYD	LOC108137565|XP_017114781.1|DELE
OG0009420	LOC111600683|XP_023172705.1|DHYD	LOC108137567|XP_017114783.1|DELE
OG0009421	LOC111595435|XP_023164927.2|DHYD	LOC108144803|XP_017125416.1|DELE
OG0009422	LOC111592226|XP_023160073.2|DHYD	LOC108147578|XP_017129698.1|DELE
OG0009423	LOC111592920|XP_023161144.1|DHYD	LOC108144850|XP_017125482.1|DELE
OG0009424	LOC111592943|XP_023161182.1|DHYD	LOC108141803|XP_017120853.1|DELE
OG0009425	LOC111604345|XP_023178177.2|DHYD	LOC108135970|XP_017112416.1|DELE
OG0009426	LOC111595529|XP_023165079.2|DHYD	LOC108134656|XP_017110538.1|DELE
OG0009427	LOC111604257|XP_023178020.2|DHYD	LOC108145155|XP_017125861.1|DELE
OG0009428	LOC111594794|XP_023164032.2|DHYD	LOC108143301|XP_017123105.1|DELE
OG0009429	LOC111595432|XP_023164923.1|DHYD	LOC108143312|XP_017123118.1|DELE
OG0009430	LOC111592158|XP_023159978.2|DHYD	LOC108144449|XP_017124829.1|DELE
OG0009431	LOC111600073|XP_023171778.2|DHYD	LOC108141484|XP_017120386.1|DELE
OG0009432	LOC111599720|XP_023171231.2|DHYD	LOC108144647|XP_017125181.1|DELE
OG0009433	LOC111595262|XP_023164676.1|DHYD	LOC108134640|XP_017110518.1|DELE
OG0009434	LOC111595242|XP_023164648.1|DHYD	LOC108134636|XP_017110510.1|DELE
OG0009435	LOC111595248|XP_023164658.1|DHYD	LOC108134644|XP_017110524.1|DELE
OG0009437	LOC111592169|XP_023159991.1|DHYD	LOC108141352|XP_017120157.1|DELE
OG0009438	LOC111594152|XP_023163098.2|DHYD	LOC108145386|XP_017126270.1|DELE, LOC108146032|XP_017127353.1|DELE
OG0009439	LOC111594165|XP_023163117.1|DHYD	LOC108145347|XP_017126226.1|DELE, LOC108137726|XP_017115114.1|DELE
OG0009440	LOC111600111|XP_023171841.2|DHYD	LOC108144769|XP_017125368.1|DELE
OG0009441	LOC111598853|XP_030079335.1|DHYD	LOC108137748|XP_017115136.1|DELE
OG0009442	LOC111601956|XP_023174588.2|DHYD	LOC108137580|XP_017114800.1|DELE
OG0009443	LOC111603821|XP_023177350.1|DHYD	LOC108143358|XP_017123169.1|DELE
OG0009444	LOC111598283|XP_023169233.2|DHYD	LOC108136580|XP_017113378.1|DELE
OG0009445	LOC111595373|XP_023164835.1|DHYD	LOC108135444|XP_017111676.1|DELE
OG0009446	LOC111592992|XP_030078910.1|DHYD	LOC108147685|XP_017129885.1|DELE
OG0009447	LOC111605033|XP_023179136.1|DHYD	LOC108137087|XP_017114102.1|DELE
OG0009448	LOC111598279|XP_023169225.1|DHYD	LOC108137315|XP_017114430.1|DELE
OG0009449	LOC111594048|XP_023162931.1|DHYD	LOC108137422|XP_017114574.1|DELE
OG0009450	LOC111601615|XP_023174049.2|DHYD	LOC108141501|XP_017120429.1|DELE
OG0009451	LOC111596317|XP_023166251.1|DHYD	LOC108137811|XP_017115215.1|DELE
OG0009452	LOC111598444|XP_023169453.1|DHYD	LOC108136200|XP_017112688.1|DELE
OG0009453	LOC111595905|XP_023165616.2|DHYD	LOC108148715|XP_017131369.1|DELE
OG0009454	LOC111592335|XP_023160230.1|DHYD	LOC108135566|XP_017111815.1|DELE
OG0009455	LOC111602040|XP_023174714.1|DHYD	LOC108137074|XP_017114068.1|DELE
OG0009456	LOC111604335|XP_023178202.2|DHYD	LOC108141569|XP_017120507.1|DELE
OG0009457	LOC111593952|XP_023162846.1|DHYD	LOC108136464|XP_017113145.1|DELE
OG0009458	LOC111598103|XP_023168923.2|DHYD	LOC108137113|XP_017114128.1|DELE
OG0009459	LOC111600486|XP_023172380.1|DHYD	LOC108146103|XP_017127420.1|DELE
OG0009460	LOC111604488|XP_023178345.1|DHYD	LOC108146407|XP_017127897.1|DELE
OG0009461	LOC111604500|XP_030081177.1|DHYD	LOC108146513|XP_017128038.1|DELE
OG0009462	LOC111592443|XP_023160395.2|DHYD	LOC108146427|XP_017127920.1|DELE
OG0009463	LOC111605630|XP_023180051.2|DHYD	LOC108146760|XP_017128386.1|DELE
OG0009464	LOC111605181|XP_023179346.1|DHYD	LOC108135546|XP_017111782.1|DELE
OG0009465	LOC111598486|XP_030081462.1|DHYD	LOC108135654|XP_017111972.1|DELE
OG0009466	LOC111595092|XP_023164419.1|DHYD	LOC108142730|XP_017122243.1|DELE
OG0009467	LOC111591924|XP_023159618.1|DHYD	LOC108145780|XP_017126839.1|DELE
OG0009468	LOC111602928|XP_023176045.2|DHYD	LOC108146365|XP_017127837.1|DELE
OG0009469	LOC111596935|XP_023167152.1|DHYD	LOC108142388|XP_017121712.1|DELE
OG0009470	LOC111592312|XP_023160189.1|DHYD	LOC108142299|XP_017121541.1|DELE
OG0009471	LOC115483011|XP_030079561.1|DHYD, LOC111600381|XP_023172225.2|DHYD	LOC108141707|XP_017120680.1|DELE
OG0009472	LOC111597784|XP_023168423.2|DHYD	LOC108145649|XP_017126687.1|DELE
OG0009473	LOC111601703|XP_023174187.1|DHYD	LOC108142290|XP_017121528.1|DELE
OG0009474	LOC111598794|XP_023169978.2|DHYD	LOC108146179|XP_017127574.1|DELE
OG0009475	LOC111592761|XP_023160929.2|DHYD	LOC108150166|XP_017133625.1|DELE
OG0009476	LOC111594869|XP_023164117.1|DHYD, LOC115483476|XP_030081465.1|DHYD	LOC108146707|XP_017128268.1|DELE
OG0009477	LOC111604717|XP_023178658.2|DHYD	LOC108145748|XP_017126800.1|DELE
OG0009478	LOC111604712|XP_023178652.1|DHYD	LOC108145634|XP_017126659.1|DELE
OG0009479	LOC111593364|XP_023161848.1|DHYD	LOC108138140|XP_017115688.1|DELE
OG0009480	LOC115483761|XP_030081866.1|DHYD, LOC111603057|XP_023176282.2|DHYD	LOC108135569|XP_017111817.1|DELE
OG0009481	LOC111599457|XP_023170898.2|DHYD	LOC108145725|XP_017126776.1|DELE
OG0009482	LOC111592252|XP_023160098.2|DHYD	LOC108146084|XP_017127394.1|DELE
OG0009483	LOC111592294|XP_023160165.2|DHYD	LOC108145719|XP_017126769.1|DELE
OG0009484	LOC111603444|XP_023176799.1|DHYD	LOC108135107|XP_017111172.1|DELE
OG0009485	LOC111605636|XP_023180061.1|DHYD	LOC108145876|XP_017127005.1|DELE
OG0009486	LOC111594839|XP_023164071.1|DHYD	LOC108145879|XP_017127009.1|DELE
OG0009487	LOC111600988|XP_023173148.1|DHYD, LOC115483753|XP_030081861.1|DHYD	LOC108142328|XP_017121571.1|DELE
OG0009488	LOC111604316|XP_023178137.2|DHYD	LOC108136040|XP_017112460.1|DELE
OG0009489	LOC111597270|XP_023167652.2|DHYD	LOC108135684|XP_017112013.1|DELE
OG0009490	LOC111595399|XP_023164874.2|DHYD	LOC108136424|XP_017113050.1|DELE
OG0009491	LOC111605739|XP_023180208.1|DHYD	LOC108146606|XP_017128143.1|DELE
OG0009492	LOC111597528|XP_023168072.1|DHYD	LOC108143168|XP_017122901.1|DELE
OG0009493	LOC111597614|XP_023168181.2|DHYD	LOC108143223|XP_017123009.1|DELE
OG0009494	LOC111597615|XP_023168182.1|DHYD	LOC108143225|XP_017123011.1|DELE
OG0009495	LOC111605721|XP_023180178.2|DHYD	LOC108142801|XP_017122345.1|DELE
OG0009496	LOC111600986|XP_023173145.1|DHYD	LOC108143231|XP_017123015.1|DELE
OG0009497	LOC111593266|XP_023161701.1|DHYD	LOC108139154|XP_017117260.1|DELE
OG0009498	LOC111605720|XP_023180176.2|DHYD	LOC108142666|XP_017122160.1|DELE
OG0009499	LOC111605716|XP_023180169.2|DHYD	LOC108142718|XP_017122228.1|DELE
OG0009500	LOC111605700|XP_023180143.2|DHYD	LOC108142314|XP_017121555.1|DELE
OG0009501	LOC111595064|XP_023164388.2|DHYD	LOC108136032|XP_017112453.1|DELE
OG0009502	LOC111602972|XP_030078705.1|DHYD	LOC108148379|XP_017130894.1|DELE
OG0009503	LOC111602256|XP_023175017.2|DHYD	LOC108137779|XP_017115172.1|DELE
OG0009504	LOC111602620|XP_023175550.2|DHYD	LOC108139369|XP_017117583.1|DELE
OG0009505	LOC111601420|XP_023173767.1|DHYD	LOC108138103|XP_017115587.1|DELE
OG0009506	LOC111592746|XP_023160911.2|DHYD	LOC108150376|XP_017134005.1|DELE
OG0009507	LOC111598772|XP_023169956.2|DHYD	LOC108146261|XP_017127690.1|DELE
OG0009508	LOC111601379|XP_023173685.1|DHYD	LOC108148081|XP_017130425.1|DELE
OG0009509	LOC111594120|XP_023163048.2|DHYD	LOC108137895|XP_017115325.1|DELE
OG0009510	LOC111598191|XP_023169085.1|DHYD	LOC108148148|XP_017130510.1|DELE
OG0009511	LOC111595998|XP_023165810.1|DHYD	LOC108136743|XP_017113575.1|DELE
OG0009512	LOC111605226|XP_023179425.2|DHYD	LOC108149918|XP_017133322.1|DELE
OG0009513	LOC111603136|XP_023176379.2|DHYD	LOC108136199|XP_017112687.1|DELE
OG0009515	LOC111595777|XP_023165429.2|DHYD	LOC108138641|XP_017116468.1|DELE
OG0009516	LOC111594208|XP_023163174.1|DHYD	LOC108149415|XP_017132463.1|DELE
OG0009517	LOC111601817|XP_023174409.2|DHYD	LOC108138145|XP_017115705.1|DELE
OG0009518	LOC111599773|XP_023171299.1|DHYD, LOC115482743|XP_030081526.1|DHYD	LOC108150169|XP_017133628.1|DELE
OG0009519	LOC111603204|XP_023176461.1|DHYD, LOC111601052|XP_023173237.2|DHYD	LOC108145612|XP_017126637.1|DELE
OG0009520	LOC111594546|XP_023163666.2|DHYD	LOC108148727|XP_017131394.1|DELE
OG0009521	LOC111592794|XP_030079603.1|DHYD	LOC108145605|XP_017126629.1|DELE
OG0009522	LOC111601239|XP_023173505.2|DHYD	LOC108141494|XP_017120400.1|DELE
OG0009523	LOC111595251|XP_023164664.2|DHYD, LOC115483435|XP_030081264.1|DHYD, LOC115482849|XP_030078949.1|DHYD	LOC108134632|XP_017110508.1|DELE
OG0009524	LOC111600722|XP_023172763.1|DHYD	LOC108138099|XP_017115585.1|DELE, LOC108137911|XP_017115341.1|DELE
OG0009525	LOC111605254|XP_023179459.2|DHYD	LOC108144283|XP_017124460.1|DELE
OG0009526	LOC111605252|XP_030081071.1|DHYD	LOC108144266|XP_017124440.1|DELE
OG0009527	LOC111597677|XP_023168271.2|DHYD	LOC108138947|XP_017117018.1|DELE
OG0009528	LOC111603812|XP_023177336.2|DHYD	LOC108149050|XP_017131882.1|DELE
OG0009529	LOC111600581|XP_030082033.1|DHYD	LOC108144456|XP_017124836.1|DELE
OG0009530	LOC111595427|XP_023164918.2|DHYD	LOC108149846|XP_017133212.1|DELE
OG0009531	LOC111592241|XP_023160093.1|DHYD	LOC108144204|XP_017124362.1|DELE
OG0009532	LOC111597132|XP_023167460.2|DHYD	LOC108143710|XP_017123731.1|DELE, LOC108149501|XP_017132652.1|DELE
OG0009533	LOC111593102|XP_023161473.2|DHYD	LOC108144955|XP_017125589.1|DELE
OG0009534	LOC111593708|XP_023162443.1|DHYD	LOC108144957|XP_017125591.1|DELE
OG0009535	LOC111594871|XP_023164121.2|DHYD	LOC108147765|XP_017130023.1|DELE, LOC108141634|XP_017120594.1|DELE
OG0009536	LOC111592023|XP_023159784.1|DHYD	LOC108135096|XP_017111159.1|DELE
OG0009537	LOC111601787|XP_023174322.2|DHYD	LOC108140695|XP_017119134.1|DELE
OG0009538	LOC111598568|XP_023169637.2|DHYD, LOC111598563|XP_023169629.2|DHYD	LOC108142919|XP_017122497.1|DELE
OG0009539	LOC111596432|XP_023166414.2|DHYD	LOC108140416|XP_017118625.1|DELE
OG0009540	LOC111599421|XP_023170840.2|DHYD	LOC108148586|XP_017131123.1|DELE
OG0009541	LOC111596914|XP_023167135.2|DHYD	LOC108139177|XP_017117288.1|DELE, LOC108139103|XP_017117204.1|DELE, LOC108139104|XP_017117206.1|DELE
OG0009542	LOC111601975|XP_023174621.1|DHYD	LOC108134803|XP_017110744.1|DELE, LOC108148530|XP_017131057.1|DELE
OG0009543	LOC111604237|XP_023177983.2|DHYD	LOC108147325|XP_017129241.1|DELE
OG0009545	LOC111598437|XP_023169446.1|DHYD	LOC108148618|XP_017131198.1|DELE
OG0009546	LOC111602696|XP_023175696.2|DHYD	LOC108139131|XP_017117234.1|DELE
OG0009557	LOC115483698|XP_030081617.1|DHYD	LOC108143789|XP_017123802.1|DELE
OG0009560	LOC111594986|XP_023164253.2|DHYD	LOC108136664|XP_017113477.1|DELE
OG0009562	LOC111594690|XP_023163877.2|DHYD	LOC108141738|XP_017120720.1|DELE
OG0009563	LOC111597291|XP_023167674.2|DHYD	LOC108146914|XP_017128645.1|DELE
OG0009564	LOC111592711|XP_023160866.2|DHYD	LOC108140340|XP_017118519.1|DELE
OG0009567	LOC111602677|XP_023175664.1|DHYD	LOC108141037|XP_017119654.1|DELE
OG0009568	LOC111603904|XP_030080264.1|DHYD	LOC108135199|XP_017111310.1|DELE
OG0009569	LOC111595962|XP_023165704.1|DHYD	LOC108136403|XP_017113001.1|DELE
OG0009570	LOC111602081|XP_023174782.1|DHYD	LOC108136970|XP_017113950.1|DELE
OG0009571	LOC111604208|XP_023177937.2|DHYD	LOC108140719|XP_017119172.1|DELE
OG0009572	LOC111598826|XP_023170026.2|DHYD	LOC108138530|XP_017116281.1|DELE
OG0009573	LOC111596474|XP_023166495.2|DHYD	LOC108138417|XP_017116101.1|DELE
OG0009574	LOC111593986|XP_023162843.2|DHYD	LOC108137179|XP_017114246.1|DELE
OG0009575	LOC111605219|XP_023179410.2|DHYD	LOC108144165|XP_017124311.1|DELE
OG0009577	LOC111596365|XP_023166330.2|DHYD	LOC108137820|XP_017115232.1|DELE
OG0009578	LOC111594112|XP_023163038.2|DHYD	LOC108138939|XP_017117006.1|DELE
OG0009579	LOC111600194|XP_023171975.2|DHYD	LOC108145127|XP_017125834.1|DELE
OG0009580	LOC111593830|XP_023162635.2|DHYD	LOC108143399|XP_017123268.1|DELE
OG0009581	LOC111594144|XP_023163081.2|DHYD	LOC108150438|XP_017134086.1|DELE
OG0009582	LOC115482727|XP_023161609.2|DHYD	LOC108146705|XP_017128258.1|DELE
OG0009583	LOC111600197|XP_023171980.2|DHYD	LOC108150552|XP_017134274.1|DELE
OG0009584	LOC111598855|XP_023170058.2|DHYD	LOC108141577|XP_017120512.1|DELE
OG0009585	LOC111600851|XP_023172927.2|DHYD	LOC108143941|XP_017124022.1|DELE
OG0009586	LOC111603702|XP_023177170.2|DHYD	LOC108146656|XP_017128189.1|DELE
OG0009587	LOC111600744|XP_023172791.2|DHYD	LOC108137543|XP_017114755.1|DELE
OG0009588	LOC111601339|XP_023173636.2|DHYD	LOC108143776|XP_017123792.1|DELE
OG0009589	LOC111602888|XP_023175991.2|DHYD	LOC108145853|XP_017126961.1|DELE
OG0009590	LOC111597381|XP_030081488.1|DHYD	LOC108146861|XP_017128576.1|DELE
OG0009591	LOC111604835|XP_023178832.2|DHYD	LOC108142983|XP_017122639.1|DELE
OG0009592	LOC111604219|XP_023177956.1|DHYD	LOC108135613|XP_017111921.1|DELE
OG0009593	LOC111604265|XP_023178030.2|DHYD	LOC108135969|XP_017112417.1|DELE
OG0009594	LOC111604802|XP_023178790.2|DHYD	LOC108143821|XP_017123848.1|DELE
OG0009595	LOC111603456|XP_023176812.2|DHYD	LOC108140977|XP_017119536.1|DELE
OG0009596	LOC111602712|XP_023175720.2|DHYD	LOC108141217|XP_017119958.1|DELE
OG0009597	LOC111602757|XP_023175779.2|DHYD	LOC108141236|XP_017119981.1|DELE
OG0009598	LOC111602711|XP_023175717.1|DHYD	LOC108141188|XP_017119914.1|DELE
OG0009599	LOC111600281|XP_023172099.2|DHYD	LOC108147313|XP_017129225.1|DELE
OG0009600	LOC111604630|XP_023178529.2|DHYD	LOC108140514|XP_017118803.1|DELE
OG0009601	LOC111593362|XP_023161843.2|DHYD	LOC108139149|XP_017117256.1|DELE
OG0009602	LOC111604245|XP_023177998.1|DHYD	LOC108147324|XP_017129240.1|DELE
OG0009604	LOC111596722|XP_023166819.1|DHYD	LOC108135450|XP_017111681.1|DELE
OG0009605	LOC111595168|XP_023164517.2|DHYD	LOC108147112|XP_017128891.1|DELE
OG0009606	LOC111595164|XP_023164512.1|DHYD	LOC108147099|XP_017128874.1|DELE
OG0009607	LOC111595171|XP_023164519.2|DHYD	LOC108147123|XP_017128904.1|DELE
OG0009608	LOC111593379|XP_023161866.2|DHYD	LOC108139141|XP_017117245.1|DELE
OG0009609	LOC111602994|XP_023176159.2|DHYD	LOC108135078|XP_017111131.1|DELE
OG0009610	LOC111597892|XP_023168595.2|DHYD	LOC108135812|XP_017112177.1|DELE
OG0009611	LOC111596213|XP_023166095.2|DHYD	LOC108135748|XP_017112071.1|DELE
OG0009612	LOC111596450|XP_023166444.2|DHYD	LOC108140353|XP_017118536.1|DELE
OG0009613	LOC111601167|XP_023173413.2|DHYD	LOC108150430|XP_017134076.1|DELE
OG0009614	LOC111593261|XP_023161696.1|DHYD	LOC108139136|XP_017117239.1|DELE
OG0009615	LOC111603280|XP_030079667.1|DHYD	LOC108148565|XP_017131100.1|DELE
OG0009616	LOC111597767|XP_023168393.2|DHYD	LOC108148516|XP_017131042.1|DELE
OG0009617	LOC111592945|XP_023161183.2|DHYD	LOC108136748|XP_017113580.1|DELE
OG0009619	LOC111603627|XP_023177063.2|DHYD	LOC108148884|XP_017131677.1|DELE
OG0009620	LOC111596251|XP_023166152.2|DHYD	LOC108143973|XP_017124068.1|DELE
OG0009621	LOC111596254|XP_023166157.2|DHYD	LOC108144091|XP_017124234.1|DELE
OG0009622	LOC111604240|XP_023177991.1|DHYD	LOC108135736|XP_017112059.1|DELE
OG0009623	LOC111599246|XP_023170615.2|DHYD	LOC108134595|XP_017110444.1|DELE
OG0009624	LOC111601515|XP_023173889.2|DHYD	LOC108143031|XP_017122717.1|DELE
OG0009625	LOC111592466|XP_023160435.2|DHYD	LOC108148476|XP_017130997.1|DELE
OG0009626	LOC111600068|XP_023171770.2|DHYD	LOC108137358|XP_017114483.1|DELE
OG0009627	LOC111599864|XP_023171453.2|DHYD	LOC108137361|XP_017114487.1|DELE
OG0009628	LOC111599961|XP_023171624.2|DHYD	LOC108137367|XP_017114496.1|DELE
OG0009629	LOC111594608|XP_023163752.2|DHYD	LOC108140431|XP_017118646.1|DELE
OG0009630	LOC111594500|XP_023163579.2|DHYD	LOC108140394|XP_017118591.1|DELE
OG0009631	LOC111594457|XP_023163521.2|DHYD	LOC108136891|XP_017113837.1|DELE
OG0009632	LOC111600211|XP_023172000.2|DHYD	LOC108142317|XP_017121558.1|DELE
OG0009633	LOC111600591|XP_023172551.1|DHYD	LOC108149699|XP_017132953.1|DELE
OG0009634	LOC111597909|XP_023168617.2|DHYD	LOC108143039|XP_017122730.1|DELE
OG0009635	LOC111593257|XP_023161689.2|DHYD	LOC108139298|XP_017117484.1|DELE
OG0009636	LOC111605708|XP_023180162.2|DHYD	LOC108142736|XP_017122250.1|DELE
OG0009637	LOC111594525|XP_023163623.2|DHYD	LOC108144013|XP_017124125.1|DELE
OG0009638	LOC111598088|XP_023168905.1|DHYD	LOC108135747|XP_017112070.1|DELE
OG0009639	LOC111595461|XP_023164975.2|DHYD	LOC108148234|XP_017130638.1|DELE
OG0009640	LOC111595630|XP_023165211.2|DHYD	LOC108149023|XP_017131859.1|DELE
OG0009641	LOC111597869|XP_023168562.1|DHYD	LOC108148578|XP_017131114.1|DELE
OG0009642	LOC111597879|XP_023168572.2|DHYD	LOC108148526|XP_017131052.1|DELE
OG0009643	LOC111598903|XP_023170144.2|DHYD	LOC108135021|XP_017111042.1|DELE
OG0009644	LOC111601437|XP_023173781.2|DHYD	LOC108135847|XP_017112231.1|DELE
OG0009645	LOC111601517|XP_023173891.1|DHYD	LOC108135642|XP_017111957.1|DELE
OG0009646	LOC111592489|XP_023160477.2|DHYD	LOC108148887|XP_017131679.1|DELE
OG0009647	LOC111592474|XP_023160459.1|DHYD	LOC108148449|XP_017130973.1|DELE
OG0009648	LOC111594418|XP_023163473.1|DHYD	LOC108148360|XP_017130868.1|DELE
OG0009649	LOC111598571|XP_023169643.2|DHYD	LOC108147169|XP_017128989.1|DELE
OG0009650	LOC111594187|XP_023163139.2|DHYD	LOC108150481|XP_017134174.1|DELE
OG0009651	LOC111603781|XP_023177291.2|DHYD	LOC108138080|XP_017115557.1|DELE
OG0009652	LOC115483196|XP_030080255.1|DHYD, LOC111600862|XP_030079013.1|DHYD	LOC108134719|XP_017110607.1|DELE
OG0009653	LOC111601953|XP_023174589.1|DHYD	LOC108134765|XP_017110700.1|DELE
OG0009654	LOC111601070|XP_023173267.1|DHYD	LOC108134681|XP_017110568.1|DELE
OG0009655	LOC111603776|XP_023177279.2|DHYD	LOC108138170|XP_017115750.1|DELE
OG0009656	LOC111599342|XP_023170740.2|DHYD	LOC108149341|XP_017132318.1|DELE
OG0009657	LOC111599313|XP_023170691.2|DHYD	LOC108147762|XP_017129981.1|DELE
OG0009658	LOC111602510|XP_023175358.2|DHYD	LOC108138054|XP_017115519.1|DELE
OG0009659	LOC111605557|XP_023179893.1|DHYD	LOC108139002|XP_017117087.1|DELE
OG0009660	LOC111594235|XP_030080301.1|DHYD	LOC108147828|XP_017130072.1|DELE
OG0009661	LOC111595841|XP_023165519.2|DHYD	LOC108138251|XP_017115881.1|DELE
OG0009662	LOC111599493|XP_023170928.2|DHYD	LOC108138289|XP_017115937.1|DELE
OG0009663	LOC111601961|XP_023174604.2|DHYD	LOC108148013|XP_017130334.1|DELE
OG0009664	LOC111596116|XP_023165949.1|DHYD	LOC108147983|XP_017130282.1|DELE
OG0009665	LOC111599115|XP_023170444.2|DHYD	LOC108149576|XP_017132703.1|DELE
OG0009666	LOC111592892|XP_023161101.1|DHYD	LOC108150499|XP_017134200.1|DELE
OG0009667	LOC111594740|XP_023163947.2|DHYD	LOC108141830|XP_017120900.1|DELE
OG0009668	LOC111596114|XP_023165947.1|DHYD	LOC108142097|XP_017121281.1|DELE
OG0009669	LOC111594232|XP_023163206.2|DHYD	LOC108149382|XP_017132397.1|DELE
OG0009670	LOC111599394|XP_023170800.1|DHYD	LOC108147800|XP_017130030.1|DELE
OG0009671	LOC111605536|XP_023179867.1|DHYD	LOC108138660|XP_017116489.1|DELE
OG0009672	LOC111598474|XP_023169501.2|DHYD	LOC108141712|XP_017120686.1|DELE
OG0009673	LOC111598481|XP_023169507.2|DHYD	LOC108141651|XP_017120609.1|DELE
OG0009674	LOC111594346|XP_023163369.2|DHYD	LOC108138723|XP_017116578.1|DELE
OG0009675	LOC111602241|XP_023174998.2|DHYD	LOC108138016|XP_017115474.1|DELE
OG0009676	LOC111603625|XP_030080318.1|DHYD	LOC108135251|XP_017111406.1|DELE
OG0009677	LOC111603896|XP_023177482.2|DHYD	LOC108142112|XP_017121299.1|DELE
OG0009678	LOC111594279|XP_023163278.2|DHYD	LOC108138766|XP_017116676.1|DELE
OG0009679	LOC111596292|XP_023166216.1|DHYD	LOC108137804|XP_017115200.1|DELE
OG0009680	LOC111594770|XP_023163988.2|DHYD	LOC108149354|XP_017132339.1|DELE
OG0009681	LOC111603818|XP_023177345.2|DHYD	LOC108143465|XP_017123391.1|DELE
OG0009682	LOC111602133|XP_030081066.1|DHYD	LOC108145409|XP_017126298.1|DELE
OG0009683	LOC111593979|XP_023162840.1|DHYD	LOC108147365|XP_017129291.1|DELE
OG0009684	LOC111593975|XP_023162834.1|DHYD	LOC108147364|XP_017129289.1|DELE
OG0009685	LOC111593889|XP_023162724.1|DHYD	LOC108147370|XP_017129294.1|DELE
OG0009686	LOC111600662|XP_030080930.1|DHYD	LOC108144831|XP_017125457.1|DELE
OG0009687	LOC111600658|XP_023172652.2|DHYD	LOC108144168|XP_017124316.1|DELE
OG0009688	LOC111604139|XP_023177830.1|DHYD	LOC108145178|XP_017125903.1|DELE
OG0009689	LOC111602366|XP_023175146.2|DHYD	LOC108139003|XP_017117091.1|DELE
OG0009690	LOC111593292|XP_023161738.1|DHYD	LOC108149842|XP_017133208.1|DELE
OG0009691	LOC111604099|XP_023177767.2|DHYD	LOC108145227|XP_017125978.1|DELE
OG0009692	LOC111600725|XP_030080977.1|DHYD	LOC108137897|XP_017115327.1|DELE
OG0009693	LOC111593191|XP_023161579.1|DHYD	LOC108144414|XP_017124749.1|DELE
OG0009694	LOC111599896|XP_023171486.1|DHYD	LOC108144586|XP_017125072.1|DELE
OG0009695	LOC111604610|XP_023178492.1|DHYD	LOC108144305|XP_017124486.1|DELE
OG0009696	LOC111597688|XP_023168288.2|DHYD	LOC108149771|XP_017133109.1|DELE
OG0009697	LOC111602165|XP_023174890.2|DHYD	LOC108142325|XP_017121567.1|DELE
OG0009698	LOC111599902|XP_023171491.2|DHYD	LOC108145105|XP_017125790.1|DELE
OG0009699	LOC111605267|XP_023179475.1|DHYD	LOC108144844|XP_017125474.1|DELE
OG0009700	LOC111595318|XP_023164743.2|DHYD	LOC108144775|XP_017125373.1|DELE
OG0009701	LOC111596426|XP_023166406.1|DHYD	LOC108148835|XP_017131588.1|DELE
OG0009703	LOC111602467|XP_023175297.2|DHYD	LOC108149024|XP_017131863.1|DELE
OG0009704	LOC111604144|XP_023177834.2|DHYD	LOC108147032|XP_017128778.1|DELE
OG0009705	LOC111593579|XP_023162212.2|DHYD	LOC108137946|XP_017115392.1|DELE
OG0009706	LOC111593563|XP_023162192.2|DHYD	LOC108137909|XP_017115339.1|DELE
OG0009707	LOC111602754|XP_023175774.2|DHYD	LOC108139195|XP_017117323.1|DELE
OG0009708	LOC111593890|XP_023162725.1|DHYD	LOC108147361|XP_017129285.1|DELE
OG0009709	LOC111593906|XP_023162745.1|DHYD	LOC108147335|XP_017129252.1|DELE
OG0009710	LOC111593967|XP_023162826.2|DHYD	LOC108147342|XP_017129258.1|DELE
OG0009711	LOC111593816|XP_023162612.2|DHYD	LOC108147352|XP_017129270.1|DELE
OG0009712	LOC111604706|XP_023178647.1|DHYD	LOC108145663|XP_017126705.1|DELE
OG0009713	LOC111597964|XP_023168705.2|DHYD	LOC108149883|XP_017133267.1|DELE
OG0009714	LOC111592161|XP_023159981.1|DHYD	LOC108147572|XP_017129646.1|DELE
OG0009715	LOC111601240|XP_023173506.2|DHYD	LOC108141495|XP_017120401.1|DELE
OG0009717	LOC111597977|XP_023168720.1|DHYD	LOC108143695|XP_017123710.1|DELE
OG0009718	LOC111595553|XP_023165114.2|DHYD	LOC108134668|XP_017110552.1|DELE
OG0009719	LOC111594321|XP_023163333.1|DHYD	LOC108144778|XP_017125377.1|DELE
OG0009720	LOC111594751|XP_023163971.2|DHYD	LOC108144350|XP_017124588.1|DELE
