Orthogroup	DHYD.longest_only	DSIM.longest_only
OG0008540	LOC111593691|XP_023162358.2|DHYD	LOC6728786|XP_002104121.1|DSIM
OG0008541	LOC111600643|XP_023172626.2|DHYD	LOC6733492|XP_016026447.1|DSIM
OG0008542	LOC111601705|XP_023174192.2|DHYD	LOC6736588|XP_016030185.1|DSIM
OG0008544	LOC111604184|XP_023177907.2|DHYD	LOC27208653|XP_016026665.1|DSIM
OG0008546	LOC111596144|XP_023165995.1|DHYD	LOC6736460|XP_002083331.2|DSIM
OG0008547	LOC111596464|XP_023166484.2|DHYD	LOC6725293|XP_002106313.1|DSIM
OG0008548	LOC111603617|XP_023177055.2|DHYD	LOC6730216|XP_016036974.1|DSIM
OG0008549	LOC111601760|XP_023174266.1|DHYD	LOC6729468|XP_002104778.1|DSIM
OG0008550	LOC111597288|XP_023167672.1|DHYD, LOC111597344|XP_023167757.2|DHYD	LOC6725132|XP_002106158.3|DSIM
OG0008552	LOC111598371|XP_023169347.2|DHYD	LOC6737327|XP_002084165.1|DSIM
OG0008553	LOC111602109|XP_023174820.2|DHYD	LOC120284440|XP_039148252.1|DSIM
OG0008554	LOC111601826|XP_023174420.1|DHYD	LOC27207484|XP_039153115.1|DSIM
OG0008555	LOC111592170|XP_023159996.2|DHYD	LOC6740682|XP_039153112.1|DSIM
OG0008556	LOC111597080|XP_023167379.2|DHYD	LOC6733591|XP_016026550.1|DSIM
OG0008557	LOC111598237|XP_023169169.2|DHYD	LOC6730141|XP_002105432.1|DSIM
OG0008558	LOC111603971|XP_030079166.1|DHYD	LOC6731741|XP_016024407.1|DSIM
OG0008561	LOC111594744|XP_023163955.1|DHYD	LOC6732981|XP_002080060.2|DSIM
OG0008562	LOC111592076|XP_023159864.1|DHYD	LOC6731212|XP_002078371.3|DSIM
OG0008563	LOC111599573|XP_023171012.2|DHYD	LOC6729198|XP_002104519.1|DSIM
OG0008564	LOC111592660|XP_023160780.2|DHYD	LOC6731794|XP_016024481.1|DSIM
OG0008565	LOC111600213|XP_023172003.1|DHYD	LOC6738416|XP_002085225.1|DSIM
OG0008566	LOC111600312|XP_023172134.2|DHYD	LOC6732278|XP_016024942.1|DSIM
OG0008569	LOC111600956|XP_023173143.1|DHYD	LOC6724924|XP_016037784.1|DSIM
OG0008570	LOC111592996|XP_030078909.1|DHYD	LOC6740008|XP_039153846.1|DSIM
OG0008571	LOC111598370|XP_023169346.2|DHYD	LOC27207061|XP_016031056.1|DSIM
OG0008572	LOC111593619|XP_023162256.1|DHYD	LOC6726755|XP_016033237.1|DSIM
OG0008573	LOC111596751|XP_023166851.2|DHYD	LOC6724950|XP_016037812.1|DSIM
OG0008574	LOC111595043|XP_023164336.1|DHYD	LOC6738245|XP_002085057.2|DSIM
OG0008575	LOC111595207|XP_023164579.2|DHYD	LOC6729144|XP_039151083.1|DSIM
OG0008576	LOC111598111|XP_023168932.1|DHYD	LOC27209211|XP_016026100.1|DSIM
OG0008577	LOC111598727|XP_023169887.2|DHYD	LOC6737813|XP_002084641.2|DSIM
OG0008579	LOC111604764|XP_023178730.1|DHYD	LOC6737401|XP_002084239.1|DSIM
OG0008581	LOC111605090|XP_023179195.2|DHYD	LOC6738706|XP_002085507.1|DSIM
OG0008582	LOC111596803|XP_023166932.1|DHYD	LOC27206386|XP_016038306.1|DSIM
OG0008583	LOC111602860|XP_023175943.2|DHYD	LOC6724755|XP_039153838.1|DSIM
OG0008584	LOC111604021|XP_023177642.1|DHYD	LOC6739940|XP_002076830.1|DSIM
OG0008585	LOC111592985|XP_023161250.1|DHYD	LOC27206387|XP_016038390.1|DSIM
OG0008586	LOC111592989|XP_023161259.1|DHYD	LOC6725330|XP_002106347.1|DSIM
OG0008587	LOC111604216|XP_023177952.2|DHYD	LOC6727436|XP_016034002.1|DSIM
OG0008588	LOC111603640|XP_023177087.2|DHYD	LOC6727474|XP_002102854.1|DSIM
OG0008593	LOC111597465|XP_023167981.2|DHYD	LOC6737521|XP_002084357.1|DSIM
OG0008594	LOC111595032|XP_023164324.1|DHYD	LOC6727332|XP_002102717.1|DSIM
OG0008595	LOC111594036|XP_023162918.1|DHYD	LOC6734684|XP_002081691.1|DSIM
OG0008596	LOC111605393|XP_030081349.1|DHYD	LOC6734678|XP_016027870.1|DSIM
OG0008597	LOC111593365|XP_030078754.1|DHYD	LOC6729394|XP_016036040.1|DSIM
OG0008598	LOC111602049|XP_023174727.1|DHYD	LOC6739884|XP_039153231.1|DSIM
OG0008599	LOC111597355|XP_023167772.2|DHYD	LOC27207147|XP_016038352.1|DSIM
OG0008600	LOC111598595|XP_023169678.1|DHYD	LOC27208103|XP_016033740.1|DSIM
OG0008601	LOC111595933|XP_023165661.1|DHYD	LOC27209299|XP_016023889.1|DSIM
OG0008602	LOC111593685|XP_023162349.2|DHYD	LOC6729442|XP_002104753.1|DSIM
OG0008603	LOC111594591|XP_023163720.2|DHYD	LOC6728248|XP_016034886.1|DSIM
OG0008604	LOC111605380|XP_023179635.1|DHYD	LOC27206196|XP_039147475.1|DSIM
OG0008605	LOC111592666|XP_023160793.1|DHYD	LOC6732809|XP_016025527.1|DSIM
OG0008606	LOC111596054|XP_023165870.1|DHYD	LOC6730983|XP_002078144.2|DSIM
OG0008607	LOC111603030|XP_023176227.1|DHYD	LOC6726875|XP_002102277.1|DSIM
OG0008608	LOC111605722|XP_023180184.1|DHYD	LOC6725114|XP_016038086.2|DSIM
OG0008609	LOC111601367|XP_023173670.2|DHYD	LOC6728545|XP_002103890.1|DSIM
OG0008610	LOC111593567|XP_023162197.1|DHYD	LOC6734791|XP_002081794.2|DSIM
OG0008612	LOC111604608|XP_023178489.1|DHYD	LOC6733722|XP_002080769.1|DSIM
OG0008614	LOC111593034|XP_023161368.1|DHYD	LOC6726437|XP_002107394.1|DSIM
OG0008615	LOC111603389|XP_023176720.2|DHYD	LOC6727064|XP_016033562.1|DSIM
OG0008616	LOC115483535|XP_030081572.1|DHYD, LOC111598564|XP_023169633.2|DHYD	LOC6730320|XP_039151697.1|DSIM
OG0008617	LOC111605534|XP_023179865.1|DHYD	LOC27206435|XP_016035889.1|DSIM
OG0008619	LOC111599448|XP_023170872.2|DHYD	LOC6732006|XP_002079140.1|DSIM
OG0008620	LOC111600677|XP_023172696.1|DHYD, LOC115482839|XP_030078937.1|DHYD	LOC6733501|XP_002080558.1|DSIM
OG0008621	LOC111602745|XP_023175764.2|DHYD	LOC6728729|XP_016035383.1|DSIM
OG0008622	LOC111594953|XP_023164222.1|DHYD	LOC6734838|XP_002081840.3|DSIM
OG0008623	LOC111597085|XP_023167388.1|DHYD	LOC27207723|XP_016027422.1|DSIM
OG0008624	LOC111599639|XP_030081383.1|DHYD	LOC6734444|XP_016027568.2|DSIM
OG0008625	LOC111594029|XP_023162910.1|DHYD	LOC6733788|XP_002080832.1|DSIM
OG0008626	LOC111600005|XP_023171675.1|DHYD	LOC6733153|XP_016026028.1|DSIM
OG0008627	LOC111592738|XP_023160900.2|DHYD	LOC6737355|XP_016031095.1|DSIM
OG0008629	LOC111603950|XP_023177553.2|DHYD	LOC27207026|XP_016025824.1|DSIM
OG0008630	LOC111594136|XP_023163070.2|DHYD	LOC6724725|XP_016037362.1|DSIM
OG0008631	LOC111599430|XP_023170848.2|DHYD	LOC6729024|XP_002104345.2|DSIM
OG0008632	LOC111601432|XP_030078646.1|DHYD	LOC6730393|XP_002105675.1|DSIM
OG0008633	LOC111602543|XP_023175443.2|DHYD	LOC6734563|XP_016027669.1|DSIM
OG0008634	LOC111592080|XP_023159868.2|DHYD	LOC6739541|XP_002076439.1|DSIM
OG0008635	LOC111600791|XP_023172849.2|DHYD	LOC6733494|XP_016026455.1|DSIM
OG0008636	LOC111604592|XP_023178471.2|DHYD	LOC6728407|XP_002103754.1|DSIM
OG0008637	LOC111605724|XP_023180183.1|DHYD, LOC111605712|XP_023180166.2|DHYD, LOC111605723|XP_023180182.2|DHYD	LOC27208446|XP_016032716.1|DSIM
OG0008638	LOC111601459|XP_023173807.2|DHYD	LOC6727552|XP_002102931.1|DSIM
OG0008639	LOC111597841|XP_023168514.1|DHYD	LOC27206447|XP_039150488.1|DSIM
OG0008640	LOC111595710|XP_023165326.2|DHYD	LOC6727514|XP_016034099.1|DSIM
OG0008641	LOC111594425|XP_023163482.2|DHYD	LOC6730178|XP_002105469.2|DSIM
OG0008642	LOC111596183|XP_023166058.2|DHYD	LOC6727744|XP_016034321.1|DSIM
OG0008643	LOC111601385|XP_023173693.2|DHYD	LOC6730392|XP_002105674.1|DSIM
OG0008644	LOC111602021|XP_023174688.1|DHYD	LOC6730260|XP_002105543.1|DSIM
OG0008645	LOC111594191|XP_023163154.1|DHYD	LOC6732526|XP_002079645.1|DSIM
OG0008646	LOC111595206|XP_023164578.1|DHYD	LOC6732607|XP_002079726.1|DSIM
OG0008647	LOC111601179|XP_023173429.1|DHYD	LOC27206523|XP_016023333.1|DSIM
OG0008648	LOC111594190|XP_023163153.1|DHYD	LOC6732527|XP_002079646.1|DSIM
OG0008649	LOC111599999|XP_023171667.1|DHYD	LOC6735849|XP_002082759.1|DSIM
OG0008650	LOC111604886|XP_023178894.2|DHYD	LOC6727919|XP_002103274.1|DSIM
OG0008651	LOC111600675|XP_023172693.1|DHYD	LOC6734480|XP_002081499.1|DSIM
OG0008652	LOC111602272|XP_023175036.2|DHYD	LOC6735101|XP_002082078.3|DSIM
OG0008653	LOC111595538|XP_023165090.1|DHYD	LOC6739453|XP_002076356.1|DSIM
OG0008654	LOC111600110|XP_023171840.1|DHYD	LOC6735958|XP_002082867.1|DSIM
OG0008655	LOC111596384|XP_023166358.2|DHYD	LOC6733539|XP_016026498.1|DSIM
OG0008656	LOC111598397|XP_023169386.1|DHYD	LOC6725166|XP_016038186.2|DSIM
OG0008657	LOC111591878|XP_023159535.2|DHYD	LOC27207668|XP_002106955.2|DSIM
OG0008658	LOC111593999|XP_023162859.2|DHYD	LOC6725307|XP_016038365.2|DSIM
OG0008659	LOC111592789|XP_023160964.2|DHYD	LOC6737706|XP_016031482.1|DSIM
OG0008660	LOC111592728|XP_030081423.1|DHYD	LOC6738505|XP_039150223.1|DSIM
OG0008661	LOC111598730|XP_023169890.1|DHYD	LOC6736245|XP_039149868.1|DSIM
OG0008662	LOC111592866|XP_023161079.2|DHYD	LOC6739167|XP_016033024.1|DSIM
OG0008663	LOC111596870|XP_023167085.2|DHYD	LOC6738725|XP_002085526.2|DSIM
OG0008664	LOC111605625|XP_023180045.1|DHYD	LOC6736326|XP_002083210.2|DSIM
OG0008665	LOC111600398|XP_023172246.2|DHYD	LOC6732314|XP_016024976.1|DSIM
OG0008666	LOC111600983|XP_023173144.2|DHYD	LOC27206206|XP_016032890.2|DSIM
OG0008667	LOC111599259|XP_023170626.2|DHYD	LOC6737753|XP_016031529.1|DSIM
OG0008668	LOC111601072|XP_023173264.2|DHYD	LOC6736340|XP_002083217.2|DSIM
OG0008669	LOC111596198|XP_023166077.1|DHYD	LOC6732459|XP_002079579.1|DSIM
OG0008670	LOC111593251|XP_023161679.1|DHYD	LOC6728122|XP_002103473.2|DSIM
OG0008672	LOC111601173|XP_023173420.1|DHYD	LOC6732573|XP_002079692.1|DSIM
OG0008673	LOC111596215|XP_023166097.2|DHYD	LOC27208784|XP_016024130.1|DSIM
OG0008677	LOC111595679|XP_023165285.2|DHYD	LOC6729159|XP_002104480.1|DSIM
OG0008679	LOC111596550|XP_023166592.2|DHYD	LOC6740049|XP_002076936.1|DSIM
OG0008681	LOC111603371|XP_023176691.2|DHYD	LOC6725865|XP_016039192.1|DSIM
OG0008683	LOC111595953|XP_023165694.2|DHYD	LOC6739929|XP_016037721.1|DSIM
OG0008684	LOC111593056|XP_023161398.2|DHYD	LOC120285231|XP_039152284.1|DSIM
OG0008685	LOC111601265|XP_023173540.1|DHYD	LOC6735615|XP_002082535.1|DSIM
OG0008686	LOC111599595|XP_023171045.2|DHYD	LOC27207597|XP_016035840.1|DSIM
OG0008687	LOC111600132|XP_023171871.1|DHYD	LOC27209061|XP_016029365.1|DSIM
OG0008688	LOC111605613|XP_023180009.2|DHYD	LOC6724933|XP_002105970.1|DSIM
OG0008689	LOC111593321|XP_023161794.1|DHYD	LOC6728747|XP_002104082.1|DSIM
OG0008690	LOC111599004|XP_023170284.1|DHYD	LOC6732395|XP_016025041.1|DSIM
OG0008691	LOC111596950|XP_023167174.1|DHYD	LOC6736958|XP_016030600.1|DSIM
OG0008692	LOC111594987|XP_023164254.1|DHYD	LOC6725425|XP_002106441.1|DSIM
OG0008694	LOC111596166|XP_023166026.2|DHYD	LOC6740209|XP_016022761.2|DSIM
OG0008695	LOC115482761|XP_030078550.1|DHYD, LOC115483816|XP_030082022.1|DHYD, LOC115483815|XP_030082020.1|DHYD	LOC6733212|XP_002080276.1|DSIM
OG0008696	LOC111602984|XP_023176152.2|DHYD	LOC6729637|XP_039151251.1|DSIM
OG0008697	LOC111596017|XP_023165809.1|DHYD	LOC6736732|XP_002083588.1|DSIM
OG0008698	LOC111600178|XP_023171941.2|DHYD	LOC6725661|XP_016038892.1|DSIM
OG0008700	LOC111602080|XP_023174781.2|DHYD	LOC6727382|XP_016033918.1|DSIM
OG0008703	LOC111592439|XP_023160391.2|DHYD	LOC6738360|XP_002085170.1|DSIM
OG0008704	LOC115482910|XP_030079018.1|DHYD, LOC111601417|XP_023173754.2|DHYD	LOC6730882|XP_016023307.1|DSIM
OG0008705	LOC111594094|XP_023163013.1|DHYD	LOC6731310|XP_016023877.1|DSIM
OG0008706	LOC111594474|XP_023163543.1|DHYD	LOC6730367|XP_002105649.1|DSIM
OG0008707	LOC111598063|XP_030080058.1|DHYD	LOC6726093|XP_016039562.1|DSIM
OG0008708	LOC111603378|XP_023176739.1|DHYD	LOC6726477|XP_039153968.1|DSIM
OG0008709	LOC111595921|XP_023165642.2|DHYD	LOC6739678|XP_016036570.1|DSIM
OG0008710	LOC111603260|XP_023176536.2|DHYD	LOC6728244|XP_016034884.1|DSIM
OG0008711	LOC111596437|XP_023166423.1|DHYD	LOC6727248|XP_039150960.1|DSIM
OG0008712	LOC111594037|XP_023162919.1|DHYD	LOC6734685|XP_002081692.1|DSIM
OG0008714	LOC111599331|XP_023170720.1|DHYD	LOC27206528|XP_016023108.1|DSIM
OG0008715	LOC111595915|XP_023165633.1|DHYD	LOC6728896|XP_016035591.1|DSIM
OG0008716	LOC111593363|XP_023161844.1|DHYD	LOC27208186|XP_016036061.1|DSIM
OG0008717	LOC111603074|XP_023176302.2|DHYD	LOC6737186|XP_002084032.2|DSIM
OG0008718	LOC111605349|XP_023179592.1|DHYD	LOC6735006|XP_002081988.3|DSIM
OG0008719	LOC111594415|XP_023163467.2|DHYD	LOC6730362|XP_016037133.1|DSIM
OG0008721	LOC111605615|XP_023180022.1|DHYD	LOC6725856|XP_016039183.2|DSIM
OG0008722	LOC111598629|XP_023169738.2|DHYD	LOC6728874|XP_016035573.1|DSIM
OG0008723	LOC111601735|XP_023174227.1|DHYD	LOC6737217|XP_016030921.1|DSIM
OG0008724	LOC111598478|XP_023169505.1|DHYD	LOC6731702|XP_016024383.1|DSIM
OG0008725	LOC111602140|XP_023174857.2|DHYD	LOC6735431|XP_002082371.1|DSIM
OG0008726	LOC111595721|XP_030080967.1|DHYD	LOC6734252|XP_016027301.1|DSIM
OG0008727	LOC111594483|XP_030080639.1|DHYD	LOC6728289|XP_002103638.1|DSIM
OG0008728	LOC111598622|XP_023169727.1|DHYD	LOC6727796|XP_016034386.1|DSIM
OG0008729	LOC111593019|XP_030080128.1|DHYD	LOC6726331|XP_002107291.1|DSIM
OG0008730	LOC111593448|XP_023161971.1|DHYD	LOC6726269|XP_002107231.1|DSIM
OG0008731	LOC111601539|XP_023173941.2|DHYD	LOC6728093|XP_016034711.1|DSIM
OG0008732	LOC111605492|XP_023179807.2|DHYD	LOC6732155|XP_002079287.1|DSIM
OG0008734	LOC111602009|XP_023174672.1|DHYD	LOC6726680|XP_016033174.1|DSIM
OG0008735	LOC111595440|XP_023164933.1|DHYD	LOC27206603|XP_016028714.1|DSIM
OG0008736	LOC111604431|XP_023178266.2|DHYD	LOC6733981|XP_002081025.1|DSIM
OG0008737	LOC111598548|XP_023169608.2|DHYD	LOC6728871|XP_016035567.1|DSIM
OG0008738	LOC111592095|XP_023159888.2|DHYD	LOC6731209|XP_016023752.1|DSIM
OG0008739	LOC111605699|XP_023180142.1|DHYD	LOC6738881|XP_002085676.1|DSIM
OG0008740	LOC111600022|XP_023171703.1|DHYD	LOC6733774|XP_002080818.2|DSIM
OG0008741	LOC111605248|XP_023179454.1|DHYD	LOC6733728|XP_002080774.1|DSIM
OG0008742	LOC111601709|XP_023174196.1|DHYD	LOC6736580|XP_016030176.1|DSIM
OG0008743	LOC111605237|XP_023179441.1|DHYD	LOC6733966|XP_002081010.1|DSIM
OG0008744	LOC111604159|XP_023177855.2|DHYD	LOC27206321|XP_039148106.1|DSIM
OG0008745	LOC115483109|XP_030080131.1|DHYD, LOC111594074|XP_023162981.1|DHYD	LOC6725523|XP_002106536.1|DSIM
OG0008746	LOC111604238|XP_023177984.1|DHYD	LOC6727437|XP_016034008.1|DSIM
OG0008747	LOC111601674|XP_023174137.2|DHYD	LOC6738985|XP_016032809.1|DSIM
OG0008748	LOC111595798|XP_023165456.1|DHYD	LOC6730546|XP_002077725.2|DSIM
OG0008749	LOC111592656|XP_023160775.2|DHYD	LOC6731961|XP_002079096.1|DSIM
OG0008750	LOC111603938|XP_023177535.2|DHYD	LOC6731714|XP_016024390.1|DSIM
OG0008752	LOC111598626|XP_030081638.1|DHYD	LOC6728879|XP_016035568.1|DSIM
OG0008753	LOC111604417|XP_023178240.1|DHYD	LOC6737623|XP_002084455.1|DSIM
OG0008754	LOC111594328|XP_023163339.2|DHYD	LOC6734345|XP_002081366.2|DSIM
OG0008755	LOC111593277|XP_023161715.2|DHYD, LOC111593278|XP_023161717.2|DHYD	LOC6729848|XP_002105151.2|DSIM
OG0008756	LOC111598087|XP_023168904.1|DHYD	LOC6727536|XP_002102916.1|DSIM
OG0008757	LOC111597855|XP_023168535.2|DHYD	LOC6729065|XP_016035715.1|DSIM
OG0008758	LOC111599098|XP_023170407.2|DHYD	LOC27208148|XP_016022971.1|DSIM
OG0008759	LOC111592597|XP_023160682.2|DHYD	LOC6731975|XP_016024650.1|DSIM
OG0008760	LOC111600739|XP_023172789.2|DHYD, LOC111601808|XP_030080404.1|DHYD, LOC111602280|XP_030080374.1|DHYD	LOC6731855|XP_016024538.1|DSIM
OG0008761	LOC111593765|XP_023162551.1|DHYD	LOC6731591|XP_002078732.1|DSIM
OG0008762	LOC111596383|XP_023166357.2|DHYD	LOC6733540|XP_016026499.1|DSIM
OG0008763	LOC111602247|XP_030079072.1|DHYD	LOC6731203|XP_016023748.1|DSIM
OG0008765	LOC111605370|XP_023179620.1|DHYD	LOC6734186|XP_002081215.1|DSIM
OG0008766	LOC111596311|XP_023166240.1|DHYD	LOC6730620|XP_016023069.1|DSIM
OG0008767	LOC111602273|XP_023175037.1|DHYD	LOC6735102|XP_016028368.1|DSIM
OG0008768	LOC111595607|XP_023165180.1|DHYD	LOC6736078|XP_016029471.1|DSIM
OG0008769	LOC111593583|XP_023162215.2|DHYD	LOC6735564|XP_016028899.1|DSIM
OG0008770	LOC111597082|XP_023167384.1|DHYD	LOC6733363|XP_016026281.1|DSIM
OG0008771	LOC111605402|XP_023179671.1|DHYD	LOC6739386|XP_002076295.1|DSIM
OG0008772	LOC111605259|XP_023179465.2|DHYD	LOC6733965|XP_002081009.1|DSIM
OG0008773	LOC111604376|XP_023178215.1|DHYD	LOC6734942|XP_002081939.1|DSIM
OG0008774	LOC111595437|XP_023164929.1|DHYD	LOC6735376|XP_016028704.1|DSIM
OG0008775	LOC111592175|XP_023160000.2|DHYD	LOC6734860|XP_002081861.2|DSIM
OG0008776	LOC111600531|XP_023172435.2|DHYD	LOC6734546|XP_002081555.1|DSIM
OG0008777	LOC111600555|XP_030082027.1|DHYD	LOC6735717|XP_016029094.1|DSIM
OG0008778	LOC111592159|XP_023159979.2|DHYD	LOC6733238|XP_002080301.1|DSIM
OG0008779	LOC111605320|XP_023179552.1|DHYD	LOC6724972|XP_002106008.1|DSIM
OG0008780	LOC111604890|XP_023178901.1|DHYD	LOC27208589|XP_039151587.1|DSIM
OG0008781	LOC111602060|XP_023174741.2|DHYD	LOC27208323|XP_016038293.1|DSIM
OG0008782	LOC111604772|XP_023178741.2|DHYD	LOC6737396|XP_016031150.1|DSIM
OG0008783	LOC111593960|XP_023162822.1|DHYD	LOC6735834|XP_002082744.2|DSIM
OG0008784	LOC111596655|XP_023166724.2|DHYD	LOC6738857|XP_016032678.1|DSIM
OG0008785	LOC111599482|XP_023170918.1|DHYD	LOC6737564|XP_016031354.1|DSIM
OG0008786	LOC111602325|XP_023175094.1|DHYD	LOC6731103|XP_016023636.1|DSIM
OG0008787	LOC111598707|XP_023169860.1|DHYD	LOC6737491|XP_002084327.1|DSIM
OG0008788	LOC111594862|XP_023164108.2|DHYD, LOC111594857|XP_023164104.2|DHYD	LOC6736934|XP_016030583.1|DSIM
OG0008789	LOC111601071|XP_023173263.2|DHYD, LOC111601069|XP_023173261.2|DHYD	LOC6740468|XP_016029811.1|DSIM
OG0008790	LOC111597105|XP_023167415.2|DHYD	LOC6733566|XP_016026511.1|DSIM
OG0008791	LOC111600654|XP_023172644.2|DHYD	LOC6735039|XP_002082020.1|DSIM
OG0008792	LOC111597064|XP_023167359.2|DHYD, LOC111597062|XP_023167356.2|DHYD	LOC6735667|XP_016029030.1|DSIM
OG0008794	LOC111601430|XP_023173774.2|DHYD, LOC111593787|XP_023162577.1|DHYD	LOC6732534|XP_002079653.1|DSIM
OG0008795	LOC111598621|XP_030081623.1|DHYD	LOC6728027|XP_016034642.1|DSIM
OG0008796	LOC111602973|XP_023176130.2|DHYD, LOC111602963|XP_023176110.1|DHYD	LOC6729683|XP_002104989.1|DSIM
OG0008797	LOC111601998|XP_023174655.2|DHYD, LOC111601999|XP_023174656.1|DHYD	LOC6728058|XP_002103410.1|DSIM
OG0008805	LOC111596585|XP_023166628.2|DHYD	LOC6726283|XP_016039791.1|DSIM
OG0008806	LOC111595965|XP_023165708.2|DHYD	LOC6739836|XP_002076726.1|DSIM
OG0008807	LOC111596740|XP_030079891.1|DHYD	LOC6726137|XP_039153401.1|DSIM
OG0008808	LOC111591981|XP_023159699.2|DHYD	LOC27207364|XP_016039171.1|DSIM
OG0008809	LOC111601782|XP_023174310.1|DHYD	LOC27206482|XP_016036134.1|DSIM
OG0008811	LOC111594968|XP_023164236.2|DHYD	LOC6727977|XP_016034569.2|DSIM
OG0008813	LOC111602737|XP_023175757.2|DHYD	LOC6728736|XP_016035404.2|DSIM
OG0008815	LOC111598338|XP_023169310.2|DHYD	LOC6728349|XP_002103697.2|DSIM
OG0008816	LOC111603696|XP_023177164.2|DHYD	LOC6738405|XP_002085214.1|DSIM
OG0008819	LOC111595520|XP_030081993.1|DHYD	LOC6735396|XP_002082343.1|DSIM
OG0008820	LOC111598480|XP_023169506.2|DHYD	LOC6731640|XP_002078780.1|DSIM
OG0008822	LOC111592614|XP_023160715.1|DHYD	LOC6731799|XP_016024482.1|DSIM
OG0008823	LOC111597116|XP_023167509.2|DHYD	LOC6725473|XP_002106489.2|DSIM
OG0008824	LOC111600124|XP_023171857.1|DHYD	LOC6737922|XP_016031689.1|DSIM
OG0008825	LOC111604524|XP_023178391.2|DHYD	LOC6737915|XP_002084739.2|DSIM
OG0008829	LOC111598880|XP_023170114.1|DHYD	LOC6724891|XP_002105929.1|DSIM
OG0008830	LOC111603193|XP_023176447.1|DHYD	LOC6726347|XP_016039922.1|DSIM
OG0008831	LOC111604048|XP_023177673.2|DHYD	LOC6724910|XP_016037761.1|DSIM
OG0008832	LOC111604051|XP_023177677.2|DHYD	LOC27206782|XP_039152694.1|DSIM
OG0008833	LOC111594992|XP_023164260.2|DHYD	LOC27206358|XP_016038501.1|DSIM
OG0008834	LOC111600822|XP_023172892.1|DHYD	LOC27206429|XP_016036218.1|DSIM
OG0008835	LOC115483349|XP_030080728.1|DHYD, LOC111595035|XP_023164329.1|DHYD	LOC27209416|XP_016033871.1|DSIM
OG0008836	LOC111597689|XP_023168289.1|DHYD	LOC6733627|XP_016026586.1|DSIM
OG0008837	LOC111600647|XP_023172633.2|DHYD	LOC6735739|XP_002082652.1|DSIM
OG0008838	LOC111594648|XP_023163812.2|DHYD	LOC6731667|XP_016024358.1|DSIM
OG0008839	LOC111597932|XP_023168655.1|DHYD	LOC27206326|XP_016027102.1|DSIM
OG0008840	LOC111599155|XP_023170494.2|DHYD	LOC6732922|XP_002080026.1|DSIM
OG0008841	LOC111604490|XP_023178349.2|DHYD	LOC6736616|XP_002083472.1|DSIM
OG0008842	LOC111605281|XP_023179493.2|DHYD	LOC6735894|XP_039148367.1|DSIM
OG0008843	LOC111595303|XP_023164727.1|DHYD	LOC27207703|XP_016030213.1|DSIM
OG0008845	LOC111601182|XP_023173428.1|DHYD	LOC6732416|XP_002079537.2|DSIM
OG0008846	LOC111601030|XP_023173207.2|DHYD	LOC6738626|XP_002085428.2|DSIM
OG0008847	LOC111600824|XP_023172896.2|DHYD	LOC6726991|XP_002102392.1|DSIM
OG0008848	LOC111593875|XP_023162707.2|DHYD	LOC6734819|XP_016028051.1|DSIM
OG0008849	LOC111598824|XP_023170023.1|DHYD	LOC27207156|XP_016038458.1|DSIM
OG0008850	LOC111602087|XP_030079719.1|DHYD	LOC6735447|XP_016028752.1|DSIM
OG0008851	LOC111601314|XP_023173614.2|DHYD	LOC6731849|XP_002078984.1|DSIM
OG0008852	LOC111594164|XP_023163115.2|DHYD	LOC6739332|XP_016026482.2|DSIM
OG0008854	LOC111599141|XP_023170472.2|DHYD	LOC6730507|XP_016022966.1|DSIM
OG0008855	LOC111602050|XP_023174729.2|DHYD	LOC6725596|XP_016038791.1|DSIM
OG0008856	LOC111597851|XP_023168533.1|DHYD	LOC6724689|XP_016037210.1|DSIM
OG0008857	LOC111602895|XP_023176000.1|DHYD	LOC6737133|XP_002083980.2|DSIM
OG0008858	LOC111597597|XP_023168166.2|DHYD	LOC6739740|XP_002076633.2|DSIM
OG0008859	LOC111598205|XP_023169107.1|DHYD	LOC6737499|XP_039149045.1|DSIM
OG0008860	LOC115483338|XP_030080678.1|DHYD	LOC6730168|XP_002105459.2|DSIM
OG0008861	LOC111598005|XP_023168765.1|DHYD	LOC6733611|XP_002080665.1|DSIM
OG0008862	LOC111602528|XP_023175389.2|DHYD	LOC6727749|XP_016034329.1|DSIM
OG0008863	LOC111593659|XP_023162313.2|DHYD	LOC6732481|XP_016025111.1|DSIM
OG0008864	LOC111601224|XP_023173487.2|DHYD	LOC6735638|XP_002082556.1|DSIM
OG0008865	LOC111602474|XP_023175304.2|DHYD	LOC6732048|XP_002079180.1|DSIM
OG0008866	LOC111596004|XP_023165777.1|DHYD	LOC6730405|XP_016022873.1|DSIM
OG0008867	LOC111594991|XP_023164259.1|DHYD	LOC6725422|XP_016038499.1|DSIM
OG0008868	LOC111597735|XP_023168354.1|DHYD	LOC6733643|XP_016026606.1|DSIM
OG0008869	LOC111592867|XP_023161081.2|DHYD	LOC6739159|XP_002085949.1|DSIM
OG0008870	LOC111592255|XP_023160105.2|DHYD	LOC6738648|XP_002085450.1|DSIM
OG0008871	LOC111604312|XP_023178128.2|DHYD	LOC6737970|XP_002084786.2|DSIM
OG0008872	LOC111601301|XP_023173588.2|DHYD	LOC6731323|XP_016023902.1|DSIM
OG0008873	LOC111605019|XP_023179117.2|DHYD	LOC6731277|XP_002078434.1|DSIM
