Orthogroup	DHYD.longest_only	DALB.longest_only
OG0009329	LOC111602837|XP_023175921.2|DHYD	LOC117574777|XP_034114617.1|DALB
OG0009330	LOC111594413|XP_023163465.1|DHYD	LOC117574016|XP_034113495.1|DALB
OG0009331	LOC111604232|XP_023177977.2|DHYD	LOC117576718|XP_034117629.1|DALB
OG0009332	LOC111594590|XP_023163718.1|DHYD	LOC117576642|XP_034117462.1|DALB
OG0009333	LOC111605456|XP_023179743.2|DHYD	LOC117576731|XP_034117644.1|DALB
OG0009334	LOC111602024|XP_023174692.2|DHYD	LOC117576343|XP_034116909.1|DALB
OG0009335	LOC111602775|XP_023175808.1|DHYD	LOC117574817|XP_034114676.1|DALB
OG0009336	LOC111597158|XP_023167482.1|DHYD	LOC117574226|XP_034113825.1|DALB, LOC117574225|XP_034113824.1|DALB
OG0009337	LOC111598825|XP_030079333.1|DHYD	LOC117572633|XP_034111491.1|DALB
OG0009338	LOC111602605|XP_023175533.1|DHYD	LOC117576435|XP_034117077.1|DALB
OG0009339	LOC111602631|XP_030081689.1|DHYD	LOC117573405|XP_034112498.1|DALB
OG0009340	LOC111605578|XP_023179950.2|DHYD	LOC117574466|XP_034114193.1|DALB
OG0009341	LOC111595981|XP_023165734.2|DHYD	LOC117576621|XP_034117429.1|DALB
OG0009342	LOC111596078|XP_023165907.2|DHYD	LOC117574688|XP_034114484.1|DALB
OG0009343	LOC111595421|XP_023164930.2|DHYD	LOC117575739|XP_034115979.1|DALB
OG0009344	LOC111596427|XP_030078657.1|DHYD	LOC117575465|XP_034115570.1|DALB
OG0009345	LOC111603512|XP_023176896.2|DHYD	LOC117575988|XP_034116375.1|DALB
OG0009346	LOC111599545|XP_023170972.2|DHYD	LOC117575906|XP_034116241.1|DALB
OG0009347	LOC111595922|XP_023165647.2|DHYD	LOC117573499|XP_034112617.1|DALB
OG0009348	LOC111598360|XP_023169341.1|DHYD	LOC117574400|XP_034114130.1|DALB
OG0009350	LOC111602006|XP_023174661.2|DHYD	LOC117574257|XP_034113879.1|DALB
OG0009351	LOC111602013|XP_023174675.2|DHYD	LOC117576072|XP_034116500.1|DALB
OG0009352	LOC111594570|XP_023163695.2|DHYD	LOC117575945|XP_034116297.1|DALB
OG0009353	LOC111603612|XP_030080718.1|DHYD	LOC117574864|XP_034114772.1|DALB
OG0009354	LOC111596126|XP_023165964.1|DHYD	LOC117564874|XP_034099714.1|DALB
OG0009355	LOC111595809|XP_023165469.2|DHYD	LOC117563449|XP_034097678.1|DALB
OG0009356	LOC111596132|XP_023165973.1|DHYD	LOC117578382|XP_034119706.1|DALB
OG0009357	LOC111603767|XP_023177269.1|DHYD	LOC117565942|XP_034101220.1|DALB
OG0009358	LOC111601404|XP_023173726.1|DHYD	LOC117564827|XP_034099641.1|DALB
OG0009359	LOC111601397|XP_023173712.2|DHYD	LOC117564825|XP_034099640.1|DALB
OG0009360	LOC111595782|XP_023165434.2|DHYD	LOC117565298|XP_034100223.1|DALB
OG0009361	LOC111595769|XP_023165419.2|DHYD	LOC117565131|XP_034099991.1|DALB
OG0009362	LOC111595771|XP_023165421.2|DHYD	LOC117565146|XP_034100015.1|DALB
OG0009363	LOC111601866|XP_023174475.1|DHYD	LOC117566131|XP_034101503.1|DALB
OG0009364	LOC111599360|XP_023170760.2|DHYD	LOC117564775|XP_034099565.1|DALB
OG0009365	LOC111605472|XP_023179759.2|DHYD	LOC117564673|XP_034099428.1|DALB
OG0009366	LOC111599477|XP_023170915.2|DHYD	LOC117563212|XP_034097294.1|DALB
OG0009367	LOC111599389|XP_023170793.1|DHYD	LOC117571983|XP_034110384.1|DALB
OG0009368	LOC111596122|XP_023165959.1|DHYD	LOC117565905|XP_034101150.1|DALB
OG0009369	LOC111602531|XP_023175424.1|DHYD	LOC117563533|XP_034097804.1|DALB
OG0009370	LOC111596115|XP_023165948.2|DHYD	LOC117565162|XP_034100037.1|DALB
OG0009371	LOC111596113|XP_023165946.2|DHYD	LOC117565161|XP_034100036.1|DALB
OG0009372	LOC111601965|XP_023174607.2|DHYD	LOC117564176|XP_034098735.1|DALB
OG0009373	LOC111594206|XP_023163172.2|DHYD	LOC117564557|XP_034099281.1|DALB
OG0009374	LOC111601140|XP_023173376.2|DHYD	LOC117566240|XP_034101677.1|DALB
OG0009376	LOC111604009|XP_023177634.1|DHYD	LOC117564440|XP_034099069.1|DALB
OG0009377	LOC111594088|XP_023163003.2|DHYD	LOC117564671|XP_034099425.1|DALB
OG0009378	LOC111603897|XP_023177483.2|DHYD	LOC117565359|XP_034100311.1|DALB
OG0009379	LOC111602286|XP_023175055.2|DHYD, LOC111602315|XP_023175086.2|DHYD	LOC117563413|XP_034097638.1|DALB
OG0009380	LOC111597789|XP_023168432.1|DHYD	LOC117564473|XP_034099165.1|DALB
OG0009381	LOC111596310|XP_023166239.2|DHYD	LOC117565366|XP_034100322.1|DALB
OG0009382	LOC111593160|XP_030079165.1|DHYD	LOC117565722|XP_034100862.1|DALB
OG0009383	LOC111602357|XP_023175134.2|DHYD	LOC117564512|XP_034099223.1|DALB
OG0009384	LOC111600382|XP_030081052.1|DHYD	LOC117563672|XP_034097988.1|DALB
OG0009385	LOC111600432|XP_023172293.2|DHYD	LOC117564427|XP_034099052.1|DALB
OG0009386	LOC111600408|XP_023172257.1|DHYD	LOC117565749|XP_034100888.1|DALB
OG0009387	LOC111592418|XP_023160362.2|DHYD	LOC117566572|XP_034102005.1|DALB
OG0009388	LOC111592410|XP_023160353.2|DHYD	LOC117570628|XP_034108286.1|DALB
OG0009390	LOC111602092|XP_023174794.2|DHYD	LOC117567171|XP_034102877.1|DALB
OG0009391	LOC111596062|XP_023165879.2|DHYD	LOC117565019|XP_034099854.1|DALB
OG0009392	LOC111593978|XP_023162839.2|DHYD	LOC117569325|XP_034106343.1|DALB
OG0009393	LOC111600137|XP_030081249.1|DHYD	LOC117569737|XP_034106906.1|DALB
OG0009394	LOC111600587|XP_023172545.1|DHYD	LOC117571488|XP_034109547.1|DALB
OG0009395	LOC111600156|XP_030080938.1|DHYD	LOC117566585|XP_034102018.1|DALB
OG0009396	LOC111604615|XP_023178497.2|DHYD	LOC117571898|XP_034110258.1|DALB
OG0009397	LOC111604149|XP_023177841.2|DHYD	LOC117569039|XP_034105929.1|DALB
OG0009398	LOC111593822|XP_023162621.1|DHYD	LOC117569456|XP_034106512.1|DALB
OG0009399	LOC111599956|XP_030079784.1|DHYD	LOC117572443|XP_034111164.1|DALB
OG0009400	LOC111597698|XP_023168301.1|DHYD	LOC117570409|XP_034107925.1|DALB
OG0009401	LOC111592617|XP_023160720.1|DHYD	LOC117565229|XP_034100126.1|DALB
OG0009402	LOC111603434|XP_023176787.1|DHYD	LOC117575003|XP_034114970.1|DALB
OG0009403	LOC111600721|XP_023172762.1|DHYD	LOC117570112|XP_034107465.1|DALB
OG0009404	LOC111599937|XP_023171554.2|DHYD	LOC117570065|XP_034107391.1|DALB
OG0009405	LOC111597732|XP_023168345.2|DHYD	LOC117567715|XP_034103766.1|DALB
OG0009406	LOC111605256|XP_023179461.2|DHYD	LOC117566628|XP_034102060.1|DALB
OG0009407	LOC111599923|XP_023171533.1|DHYD	LOC117570754|XP_034108468.1|DALB
OG0009408	LOC111605382|XP_023179639.2|DHYD	LOC117570444|XP_034107992.1|DALB
OG0009409	LOC111597896|XP_030081374.1|DHYD	LOC117569123|XP_034106035.1|DALB
OG0009410	LOC111605255|XP_023179460.2|DHYD	LOC117570465|XP_034108018.1|DALB
OG0009411	LOC111605150|XP_023179304.2|DHYD	LOC117567022|XP_034102600.1|DALB
OG0009412	LOC111600719|XP_023172744.1|DHYD	LOC117570307|XP_034107725.1|DALB
OG0009413	LOC111593915|XP_023162756.2|DHYD	LOC117568927|XP_034105729.1|DALB
OG0009414	LOC111593888|XP_023162723.2|DHYD	LOC117571035|XP_034108888.1|DALB
OG0009415	LOC111593956|XP_023162815.2|DHYD	LOC117566671|XP_034102108.1|DALB
OG0009416	LOC111600705|XP_023172730.2|DHYD	LOC117569264|XP_034106255.1|DALB
OG0009417	LOC111600752|XP_023172798.1|DHYD	LOC117569817|XP_034107029.1|DALB
OG0009418	LOC111600656|XP_023172648.2|DHYD	LOC117570414|XP_034107931.1|DALB, LOC117570746|XP_034108458.1|DALB
OG0009419	LOC111600685|XP_023172707.2|DHYD	LOC117571961|XP_034110352.1|DALB
OG0009420	LOC111600683|XP_023172705.1|DHYD	LOC117571965|XP_034110356.1|DALB
OG0009421	LOC111595435|XP_023164927.2|DHYD	LOC117569915|XP_034107149.1|DALB
OG0009422	LOC111592226|XP_023160073.2|DHYD	LOC117567962|XP_034104156.1|DALB
OG0009423	LOC111592920|XP_023161144.1|DHYD	LOC117568698|XP_034105401.1|DALB
OG0009424	LOC111592943|XP_023161182.1|DHYD	LOC117570796|XP_034108542.1|DALB
OG0009425	LOC111604345|XP_023178177.2|DHYD	LOC117571142|XP_034109035.1|DALB
OG0009426	LOC111595529|XP_023165079.2|DHYD	LOC117568410|XP_034104942.1|DALB
OG0009427	LOC111604257|XP_023178020.2|DHYD	LOC117572295|XP_034110897.1|DALB
OG0009428	LOC111594794|XP_023164032.2|DHYD	LOC117566784|XP_034102218.1|DALB
OG0009429	LOC111595432|XP_023164923.1|DHYD	LOC117566729|XP_034102163.1|DALB
OG0009430	LOC111592158|XP_023159978.2|DHYD	LOC117568451|XP_034105016.1|DALB
OG0009431	LOC111600073|XP_023171778.2|DHYD	LOC117569111|XP_034106020.1|DALB
OG0009432	LOC111599720|XP_023171231.2|DHYD	LOC117569530|XP_034106624.1|DALB
OG0009433	LOC111595262|XP_023164676.1|DHYD	LOC117572497|XP_034111239.1|DALB
OG0009434	LOC111595242|XP_023164648.1|DHYD	LOC117572493|XP_034111234.1|DALB
OG0009435	LOC111595248|XP_023164658.1|DHYD	LOC117572494|XP_034111235.1|DALB
OG0009437	LOC111592169|XP_023159991.1|DHYD	LOC117570151|XP_034107507.1|DALB
OG0009438	LOC111594152|XP_023163098.2|DHYD	LOC117569572|XP_034106687.1|DALB
OG0009439	LOC111594165|XP_023163117.1|DHYD	LOC117569819|XP_034107032.1|DALB
OG0009440	LOC111600111|XP_023171841.2|DHYD	LOC117567200|XP_034102919.1|DALB
OG0009441	LOC111598853|XP_030079335.1|DHYD	LOC117570034|XP_034107351.1|DALB
OG0009442	LOC111601956|XP_023174588.2|DHYD	LOC117563345|XP_034097519.1|DALB
OG0009443	LOC111603821|XP_023177350.1|DHYD	LOC117569157|XP_034106112.1|DALB
OG0009444	LOC111598283|XP_023169233.2|DHYD	LOC117567297|XP_034103070.1|DALB
OG0009445	LOC111595373|XP_023164835.1|DHYD	LOC117577979|XP_034118956.1|DALB
OG0009446	LOC111592992|XP_030078910.1|DHYD	LOC117565504|XP_034100530.1|DALB, LOC117565501|XP_034100517.1|DALB
OG0009449	LOC111594048|XP_023162931.1|DHYD	LOC117578243|XP_034119553.1|DALB
OG0009450	LOC111601615|XP_023174049.2|DHYD	LOC117577635|XP_034118394.1|DALB
OG0009451	LOC111596317|XP_023166251.1|DHYD	LOC117565178|XP_034100067.1|DALB, LOC117564535|XP_034099248.1|DALB
OG0009452	LOC111598444|XP_023169453.1|DHYD	LOC117571194|XP_034109130.1|DALB
OG0009453	LOC111595905|XP_023165616.2|DHYD	LOC117573397|XP_034112491.1|DALB, LOC117573396|XP_034112490.1|DALB
OG0009454	LOC111592335|XP_023160230.1|DHYD	LOC117566509|XP_034101941.1|DALB, LOC117566508|XP_034101940.1|DALB, LOC117566507|XP_034101939.1|DALB
OG0009455	LOC111602040|XP_023174714.1|DHYD	LOC117578270|XP_034119584.1|DALB
OG0009456	LOC111604335|XP_023178202.2|DHYD	LOC117578178|XP_034119368.1|DALB
OG0009457	LOC111593952|XP_023162846.1|DHYD	LOC117578038|XP_034119046.1|DALB
OG0009458	LOC111598103|XP_023168923.2|DHYD	LOC117576676|XP_034117565.1|DALB
OG0009459	LOC111600486|XP_023172380.1|DHYD	LOC117568200|XP_034104557.1|DALB
OG0009460	LOC111604488|XP_023178345.1|DHYD	LOC117571395|XP_034109407.1|DALB
OG0009461	LOC111604500|XP_030081177.1|DHYD	LOC117568977|XP_034105828.1|DALB
OG0009462	LOC111592443|XP_023160395.2|DHYD	LOC117569386|XP_034106407.1|DALB
OG0009463	LOC111605630|XP_023180051.2|DHYD	LOC117571778|XP_034110027.1|DALB
OG0009464	LOC111605181|XP_023179346.1|DHYD	LOC117568612|XP_034105264.1|DALB
OG0009465	LOC111598486|XP_030081462.1|DHYD	LOC117571124|XP_034109017.1|DALB
OG0009466	LOC111595092|XP_023164419.1|DHYD	LOC117568695|XP_034105395.1|DALB
OG0009467	LOC111591924|XP_023159618.1|DHYD	LOC117568812|XP_034105564.1|DALB
OG0009468	LOC111602928|XP_023176045.2|DHYD	LOC117570076|XP_034107406.1|DALB
OG0009469	LOC111596935|XP_023167152.1|DHYD	LOC117570159|XP_034107518.1|DALB
OG0009470	LOC111592312|XP_023160189.1|DHYD	LOC117569827|XP_034107043.1|DALB
OG0009471	LOC115483011|XP_030079561.1|DHYD, LOC111600381|XP_023172225.2|DHYD	LOC117565433|XP_034100411.1|DALB
OG0009472	LOC111597784|XP_023168423.2|DHYD	LOC117570611|XP_034108260.1|DALB
OG0009473	LOC111601703|XP_023174187.1|DHYD	LOC117568416|XP_034104952.1|DALB
OG0009474	LOC111598794|XP_023169978.2|DHYD	LOC117567044|XP_034102646.1|DALB
OG0009475	LOC111592761|XP_023160929.2|DHYD	LOC117571204|XP_034109139.1|DALB
OG0009476	LOC111594869|XP_023164117.1|DHYD, LOC115483476|XP_030081465.1|DHYD	LOC117570789|XP_034108528.1|DALB
OG0009477	LOC111604717|XP_023178658.2|DHYD	LOC117570719|XP_034108421.1|DALB
OG0009478	LOC111604712|XP_023178652.1|DHYD	LOC117571298|XP_034109259.1|DALB
OG0009480	LOC115483761|XP_030081866.1|DHYD, LOC111603057|XP_023176282.2|DHYD	LOC117570497|XP_034108082.1|DALB
OG0009481	LOC111599457|XP_023170898.2|DHYD	LOC117571092|XP_034108967.1|DALB
OG0009482	LOC111592252|XP_023160098.2|DHYD	LOC117567802|XP_034103926.1|DALB
OG0009483	LOC111592294|XP_023160165.2|DHYD	LOC117566516|XP_034101948.1|DALB
OG0009484	LOC111603444|XP_023176799.1|DHYD	LOC117576288|XP_034116831.1|DALB
OG0009485	LOC111605636|XP_023180061.1|DHYD	LOC117572615|XP_034111458.1|DALB
OG0009486	LOC111594839|XP_023164071.1|DHYD	LOC117572616|XP_034111459.1|DALB
OG0009487	LOC111600988|XP_023173148.1|DHYD, LOC115483753|XP_030081861.1|DHYD	LOC117570086|XP_034107422.1|DALB
OG0009488	LOC111604316|XP_023178137.2|DHYD	LOC117569540|XP_034106634.1|DALB
OG0009489	LOC111597270|XP_023167652.2|DHYD	LOC117568474|XP_034105050.1|DALB
OG0009490	LOC111595399|XP_023164874.2|DHYD	LOC117566356|XP_034101734.1|DALB
OG0009491	LOC111605739|XP_023180208.1|DHYD	LOC117571460|XP_034109502.1|DALB
OG0009492	LOC111597528|XP_023168072.1|DHYD	LOC117570196|XP_034107574.1|DALB
OG0009493	LOC111597614|XP_023168181.2|DHYD	LOC117567874|XP_034104033.1|DALB
OG0009494	LOC111597615|XP_023168182.1|DHYD	LOC117567878|XP_034104037.1|DALB
OG0009495	LOC111605721|XP_023180178.2|DHYD	LOC117568533|XP_034105138.1|DALB
OG0009496	LOC111600986|XP_023173145.1|DHYD	LOC117570579|XP_034108212.1|DALB
OG0009497	LOC111593266|XP_023161701.1|DHYD	LOC117575072|XP_034115054.1|DALB
OG0009498	LOC111605720|XP_023180176.2|DHYD	LOC117568643|XP_034105327.1|DALB
OG0009499	LOC111605716|XP_023180169.2|DHYD	LOC117567564|XP_034103515.1|DALB
OG0009500	LOC111605700|XP_023180143.2|DHYD	LOC117571809|XP_034110071.1|DALB
OG0009501	LOC111595064|XP_023164388.2|DHYD	LOC117568310|XP_034104751.1|DALB
OG0009502	LOC111602972|XP_030078705.1|DHYD	LOC117573539|XP_034112707.1|DALB
OG0009503	LOC111602256|XP_023175017.2|DHYD	LOC117565487|XP_034100480.1|DALB
OG0009504	LOC111602620|XP_023175550.2|DHYD	LOC117573799|XP_034113098.1|DALB
OG0009505	LOC111601420|XP_023173767.1|DHYD	LOC117565184|XP_034100077.1|DALB
OG0009506	LOC111592746|XP_023160911.2|DHYD	LOC117569295|XP_034106293.1|DALB
OG0009507	LOC111598772|XP_023169956.2|DHYD	LOC117570107|XP_034107455.1|DALB
OG0009508	LOC111601379|XP_023173685.1|DHYD	LOC117564173|XP_034098732.1|DALB
OG0009509	LOC111594120|XP_023163048.2|DHYD	LOC117567336|XP_034103146.1|DALB
OG0009510	LOC111598191|XP_023169085.1|DHYD	LOC117564435|XP_034099066.1|DALB
OG0009511	LOC111595998|XP_023165810.1|DHYD	LOC117573168|XP_034112032.1|DALB
OG0009512	LOC111605226|XP_023179425.2|DHYD	LOC117573297|XP_034112296.1|DALB
OG0009513	LOC111603136|XP_023176379.2|DHYD	LOC117567047|XP_034102655.1|DALB
OG0009514	LOC111602854|XP_023175937.1|DHYD	LOC117571159|XP_034109064.1|DALB
OG0009515	LOC111595777|XP_023165429.2|DHYD	LOC117564934|XP_034099779.1|DALB
OG0009516	LOC111594208|XP_023163174.1|DHYD	LOC117563514|XP_034097782.1|DALB
OG0009518	LOC111599773|XP_023171299.1|DHYD, LOC115482743|XP_030081526.1|DHYD	LOC117568499|XP_034105081.1|DALB
OG0009519	LOC111603204|XP_023176461.1|DHYD, LOC111601052|XP_023173237.2|DHYD	LOC117571139|XP_034109031.1|DALB
OG0009520	LOC111594546|XP_023163666.2|DHYD	LOC117571818|XP_034110080.1|DALB
OG0009521	LOC111592794|XP_030079603.1|DHYD	LOC117570661|XP_034108339.1|DALB
OG0009522	LOC111601239|XP_023173505.2|DHYD	LOC117569047|XP_034105938.1|DALB
OG0009523	LOC111595251|XP_023164664.2|DHYD, LOC115483435|XP_030081264.1|DHYD, LOC115482849|XP_030078949.1|DHYD	LOC117570049|XP_034107367.1|DALB
OG0009524	LOC111600722|XP_023172763.1|DHYD	LOC117570113|XP_034107467.1|DALB
OG0009525	LOC111605254|XP_023179459.2|DHYD	LOC117569308|XP_034106312.1|DALB
OG0009526	LOC111605252|XP_030081071.1|DHYD	LOC117566629|XP_034102061.1|DALB
OG0009527	LOC111597677|XP_023168271.2|DHYD	LOC117566638|XP_034102070.1|DALB
OG0009528	LOC111603812|XP_023177336.2|DHYD	LOC117571138|XP_034109030.1|DALB
OG0009529	LOC111600581|XP_030082033.1|DHYD	LOC117567655|XP_034103657.1|DALB
OG0009530	LOC111595427|XP_023164918.2|DHYD	LOC117570239|XP_034107633.1|DALB
OG0009531	LOC111592241|XP_023160093.1|DHYD	LOC117567220|XP_034102939.1|DALB
OG0009532	LOC111597132|XP_023167460.2|DHYD	LOC117566773|XP_034102207.1|DALB, LOC117566772|XP_034102206.1|DALB
OG0009533	LOC111593102|XP_023161473.2|DHYD	LOC117570876|XP_034108660.1|DALB
OG0009534	LOC111593708|XP_023162443.1|DHYD	LOC117571317|XP_034109286.1|DALB
OG0009535	LOC111594871|XP_023164121.2|DHYD	LOC117571049|XP_034108908.1|DALB
OG0009536	LOC111592023|XP_023159784.1|DHYD	LOC117575795|XP_034116062.1|DALB
OG0009537	LOC111601787|XP_023174322.2|DHYD	LOC117574611|XP_034114386.1|DALB
OG0009538	LOC111598568|XP_023169637.2|DHYD, LOC111598563|XP_023169629.2|DHYD	LOC117573722|XP_034112982.1|DALB
OG0009539	LOC111596432|XP_023166414.2|DHYD	LOC117575021|XP_034114990.1|DALB, LOC117574925|XP_034114866.1|DALB
OG0009540	LOC111599421|XP_023170840.2|DHYD	LOC117575824|XP_034116119.1|DALB
OG0009541	LOC111596914|XP_023167135.2|DHYD	LOC117574420|XP_034114148.1|DALB
OG0009542	LOC111601975|XP_023174621.1|DHYD	LOC117575817|XP_034116103.1|DALB
OG0009560	LOC111594986|XP_023164253.2|DHYD	LOC117577793|XP_034118610.1|DALB
OG0009562	LOC111594690|XP_023163877.2|DHYD	LOC117565387|XP_034100357.1|DALB, LOC117563815|XP_034098239.1|DALB
OG0009563	LOC111597291|XP_023167674.2|DHYD	LOC117569696|XP_034106846.1|DALB
OG0009564	LOC111592711|XP_023160866.2|DHYD	LOC117576022|XP_034116424.1|DALB
OG0009565	LOC111592758|XP_023160926.2|DHYD	LOC117569307|XP_034106310.1|DALB
OG0009567	LOC111602677|XP_023175664.1|DHYD	LOC117575594|XP_034115751.1|DALB
OG0009569	LOC111595962|XP_023165704.1|DHYD	LOC117569542|XP_034106642.1|DALB
OG0009570	LOC111602081|XP_023174782.1|DHYD	LOC117575193|XP_034115197.1|DALB
OG0009571	LOC111604208|XP_023177937.2|DHYD	LOC117574865|XP_034114773.1|DALB
OG0009572	LOC111598826|XP_023170026.2|DHYD	LOC117576711|XP_034117624.1|DALB
OG0009573	LOC111596474|XP_023166495.2|DHYD	LOC117567110|XP_034102792.1|DALB
OG0009574	LOC111593986|XP_023162843.2|DHYD	LOC117578159|XP_034119323.1|DALB
OG0009575	LOC111605219|XP_023179410.2|DHYD	LOC117569187|XP_034106147.1|DALB
OG0009576	LOC111594573|XP_023163699.2|DHYD	LOC117573448|XP_034112560.1|DALB
OG0009578	LOC111594112|XP_023163038.2|DHYD	LOC117563445|XP_034097673.1|DALB
OG0009579	LOC111600194|XP_023171975.2|DHYD	LOC117568584|XP_034105212.1|DALB
OG0009580	LOC111593830|XP_023162635.2|DHYD	LOC117566820|XP_034102274.1|DALB
OG0009581	LOC111594144|XP_023163081.2|DHYD	LOC117564464|XP_034099142.1|DALB
OG0009582	LOC115482727|XP_023161609.2|DHYD	LOC117570787|XP_034108520.1|DALB
OG0009583	LOC111600197|XP_023171980.2|DHYD	LOC117570622|XP_034108287.1|DALB
OG0009584	LOC111598855|XP_023170058.2|DHYD	LOC117576101|XP_034116553.1|DALB
OG0009585	LOC111600851|XP_023172927.2|DHYD	LOC117575486|XP_034115611.1|DALB
OG0009586	LOC111603702|XP_023177170.2|DHYD	LOC117572283|XP_034110880.1|DALB
OG0009587	LOC111600744|XP_023172791.2|DHYD	LOC117571962|XP_034110353.1|DALB
OG0009588	LOC111601339|XP_023173636.2|DHYD	LOC117575057|XP_034115029.1|DALB
OG0009589	LOC111602888|XP_023175991.2|DHYD	LOC117572404|XP_034111075.1|DALB
OG0009590	LOC111597381|XP_030081488.1|DHYD	LOC117569170|XP_034106128.1|DALB
OG0009591	LOC111604835|XP_023178832.2|DHYD	LOC117576783|XP_034117726.1|DALB
OG0009592	LOC111604219|XP_023177956.1|DHYD	LOC117574800|XP_034114655.1|DALB
OG0009593	LOC111604265|XP_023178030.2|DHYD	LOC117576791|XP_034117738.1|DALB
OG0009594	LOC111604802|XP_023178790.2|DHYD	LOC117574054|XP_034113557.1|DALB
OG0009595	LOC111603456|XP_023176812.2|DHYD	LOC117575030|XP_034115000.1|DALB
OG0009596	LOC111602712|XP_023175720.2|DHYD	LOC117576148|XP_034116606.1|DALB
OG0009597	LOC111602757|XP_023175779.2|DHYD	LOC117574880|XP_034114802.1|DALB
OG0009598	LOC111602711|XP_023175717.1|DHYD	LOC117574825|XP_034114686.1|DALB
OG0009599	LOC111600281|XP_023172099.2|DHYD	LOC117576061|XP_034116486.1|DALB
OG0009600	LOC111604630|XP_023178529.2|DHYD	LOC117576033|XP_034116444.1|DALB
OG0009601	LOC111593362|XP_023161843.2|DHYD	LOC117573315|XP_034112314.1|DALB
OG0009602	LOC111604245|XP_023177998.1|DHYD	LOC117573349|XP_034112366.1|DALB
OG0009603	LOC111603650|XP_023177097.1|DHYD	LOC117574250|XP_034113870.1|DALB
OG0009604	LOC111596722|XP_023166819.1|DHYD	LOC117574930|XP_034114873.1|DALB
OG0009605	LOC111595168|XP_023164517.2|DHYD	LOC117574980|XP_034114938.1|DALB
OG0009606	LOC111595164|XP_023164512.1|DHYD	LOC117576201|XP_034116685.1|DALB
OG0009607	LOC111595171|XP_023164519.2|DHYD	LOC117576105|XP_034116554.1|DALB
OG0009608	LOC111593379|XP_023161866.2|DHYD	LOC117573303|XP_034112299.1|DALB
OG0009610	LOC111597892|XP_023168595.2|DHYD	LOC117576721|XP_034117632.1|DALB
OG0009611	LOC111596213|XP_023166095.2|DHYD	LOC117573345|XP_034112359.1|DALB
OG0009612	LOC111596450|XP_023166444.2|DHYD	LOC117576906|XP_034117934.1|DALB
OG0009613	LOC111601167|XP_023173413.2|DHYD	LOC117565454|XP_034100444.1|DALB
OG0009614	LOC111593261|XP_023161696.1|DHYD	LOC117576677|XP_034117562.1|DALB
OG0009617	LOC111592945|XP_023161183.2|DHYD	LOC117575875|XP_034116196.1|DALB
OG0009619	LOC111603627|XP_023177063.2|DHYD	LOC117574434|XP_034114163.1|DALB
OG0009620	LOC111596251|XP_023166152.2|DHYD	LOC117576812|XP_034117772.1|DALB
OG0009621	LOC111596254|XP_023166157.2|DHYD	LOC117576825|XP_034117788.1|DALB
OG0009622	LOC111604240|XP_023177991.1|DHYD	LOC117574737|XP_034114561.1|DALB
OG0009624	LOC111601515|XP_023173889.2|DHYD	LOC117576380|XP_034116969.1|DALB
OG0009625	LOC111592466|XP_023160435.2|DHYD	LOC117574619|XP_034114397.1|DALB
OG0009626	LOC111600068|XP_023171770.2|DHYD	LOC117573575|XP_034112754.1|DALB
OG0009627	LOC111599864|XP_023171453.2|DHYD	LOC117573570|XP_034112748.1|DALB
OG0009628	LOC111599961|XP_023171624.2|DHYD	LOC117573515|XP_034112640.1|DALB
OG0009629	LOC111594608|XP_023163752.2|DHYD	LOC117574438|XP_034114167.1|DALB
OG0009630	LOC111594500|XP_023163579.2|DHYD	LOC117574519|XP_034114271.1|DALB
OG0009631	LOC111594457|XP_023163521.2|DHYD	LOC117573453|XP_034112566.1|DALB
OG0009632	LOC111600211|XP_023172000.2|DHYD	LOC117567567|XP_034103526.1|DALB
OG0009633	LOC111600591|XP_023172551.1|DHYD	LOC117571443|XP_034109478.1|DALB
OG0009634	LOC111597909|XP_023168617.2|DHYD	LOC117574432|XP_034114160.1|DALB
OG0009635	LOC111593257|XP_023161689.2|DHYD	LOC117575674|XP_034115853.1|DALB
OG0009636	LOC111605708|XP_023180162.2|DHYD	LOC117570496|XP_034108081.1|DALB
OG0009637	LOC111594525|XP_023163623.2|DHYD	LOC117573284|XP_034112275.1|DALB
OG0009638	LOC111598088|XP_023168905.1|DHYD	LOC117576307|XP_034116853.1|DALB
OG0009639	LOC111595461|XP_023164975.2|DHYD	LOC117574565|XP_034114328.1|DALB
OG0009640	LOC111595630|XP_023165211.2|DHYD	LOC117575917|XP_034116262.1|DALB
OG0009641	LOC111597869|XP_023168562.1|DHYD	LOC117574932|XP_034114872.1|DALB
OG0009642	LOC111597879|XP_023168572.2|DHYD	LOC117574399|XP_034114129.1|DALB
OG0009643	LOC111598903|XP_023170144.2|DHYD	LOC117574487|XP_034114216.1|DALB
OG0009644	LOC111601437|XP_023173781.2|DHYD	LOC117575992|XP_034116380.1|DALB
OG0009645	LOC111601517|XP_023173891.1|DHYD	LOC117575368|XP_034115424.1|DALB
OG0009646	LOC111592489|XP_023160477.2|DHYD	LOC117574391|XP_034114120.1|DALB
OG0009647	LOC111592474|XP_023160459.1|DHYD	LOC117574722|XP_034114540.1|DALB
OG0009648	LOC111594418|XP_023163473.1|DHYD	LOC117574517|XP_034114268.1|DALB
OG0009649	LOC111598571|XP_023169643.2|DHYD	LOC117573821|XP_034113137.1|DALB
OG0009650	LOC111594187|XP_023163139.2|DHYD	LOC117564198|XP_034098765.1|DALB
