Orthogroup	DHYD.longest_only	DSEC.longest_only
OG0008352	LOC111604660|XP_023178584.1|DHYD	LOC6605941|XP_002030754.1|DSEC
OG0008353	LOC111594867|XP_023164115.2|DHYD	LOC6610196|XP_002034804.1|DSEC
OG0008354	LOC111603188|XP_023176439.1|DHYD	LOC6617655|XP_032580705.1|DSEC
OG0008355	LOC111605396|XP_023179664.1|DHYD	LOC6608666|XP_002033399.1|DSEC
OG0008356	LOC111592378|XP_023160351.2|DHYD	LOC6605465|XP_002030298.2|DSEC
OG0008357	LOC111604909|XP_023178920.2|DHYD	LOC6607177|XP_002031963.1|DSEC
OG0008358	LOC111602326|XP_023175095.2|DHYD	LOC6613562|XP_002038030.1|DSEC
OG0008359	LOC111605386|XP_023179645.2|DHYD	LOC6618919|XP_032571588.1|DSEC
OG0008360	LOC111593747|XP_023162509.1|DHYD	LOC6615611|XP_002039985.1|DSEC
OG0008361	LOC111603948|XP_023177546.2|DHYD	LOC6611708|XP_032569974.1|DSEC
OG0008362	LOC111604989|XP_023179076.2|DHYD	LOC6616164|XP_002040529.1|DSEC
OG0008363	LOC111601274|XP_023173555.2|DHYD	LOC6609652|XP_002034326.1|DSEC
OG0008364	LOC111597290|XP_023167673.1|DHYD	LOC6605802|XP_002030617.1|DSEC
OG0008365	LOC111597022|XP_023167299.2|DHYD	LOC6609827|XP_032572946.1|DSEC
OG0008366	LOC111603463|XP_023176820.2|DHYD	LOC6616870|XP_002041206.1|DSEC
OG0008367	LOC111601896|XP_023174507.2|DHYD	LOC6615920|XP_002040288.1|DSEC
OG0008368	LOC111592646|XP_023160760.2|DHYD	LOC6612102|XP_002036619.1|DSEC
OG0008369	LOC111600190|XP_023171967.2|DHYD	LOC6619812|XP_002044025.1|DSEC
OG0008370	LOC111598557|XP_023169620.1|DHYD	LOC6619649|XP_032576170.1|DSEC
OG0008371	LOC111600247|XP_023172054.1|DHYD	LOC6606893|XP_032578773.1|DSEC
OG0008372	LOC111603065|XP_023176291.2|DHYD	LOC116800356|XP_032570624.1|DSEC
OG0008373	LOC111603959|XP_023177561.2|DHYD	LOC6611994|XP_002036511.1|DSEC
OG0008374	LOC111592079|XP_023159867.2|DHYD	LOC6608207|XP_032572162.1|DSEC
OG0008375	LOC111595818|XP_023165492.2|DHYD	LOC6618249|XP_002042523.1|DSEC
OG0008376	LOC111599396|XP_023170802.1|DHYD	LOC116803547|XP_032583191.1|DSEC
OG0008377	LOC111600557|XP_023172475.1|DHYD	LOC116800965|XP_032573805.1|DSEC
OG0008378	LOC111600556|XP_030080323.1|DHYD	LOC6614535|XP_002038966.2|DSEC
OG0008380	LOC111592668|XP_023160799.1|DHYD	LOC6612000|XP_002036517.1|DSEC
OG0008381	LOC111601471|XP_023173828.1|DHYD	LOC6613402|XP_002037876.2|DSEC
OG0008383	LOC111599188|XP_023170542.1|DHYD	LOC6618149|XP_002042430.1|DSEC
OG0008384	LOC111599455|XP_030080284.1|DHYD	LOC6612173|XP_032578820.1|DSEC
OG0008385	LOC111603934|XP_023177531.1|DHYD	LOC116803596|XP_032583469.1|DSEC
OG0008386	LOC111598267|XP_023169211.1|DHYD	LOC6617974|XP_002042282.1|DSEC
OG0008387	LOC111597800|XP_023168449.2|DHYD	LOC6612769|XP_002037270.1|DSEC
OG0008388	LOC111598948|XP_023170197.1|DHYD	LOC6611676|XP_002036211.1|DSEC
OG0008389	LOC111599131|XP_023170462.2|DHYD	LOC6618129|XP_002042426.1|DSEC
OG0008390	LOC111601463|XP_023173817.1|DHYD	LOC6618238|XP_002042513.1|DSEC
OG0008391	LOC111599375|XP_023170779.1|DHYD	LOC6613050|XP_032581213.1|DSEC
OG0008392	LOC111601005|XP_023173172.2|DHYD	LOC6616243|XP_002040607.1|DSEC
OG0008393	LOC111592345|XP_023160242.1|DHYD	LOC6616271|XP_032574903.1|DSEC
OG0008394	LOC111594917|XP_023164172.1|DHYD	LOC6616515|XP_002040875.1|DSEC
OG0008395	LOC111598352|XP_023169327.2|DHYD	LOC6620448|XP_002044655.2|DSEC
OG0008396	LOC111591888|XP_023159560.2|DHYD	LOC6620164|XP_032581325.1|DSEC
OG0008397	LOC111598409|XP_023169416.2|DHYD	LOC6618978|XP_002043223.1|DSEC
OG0008399	LOC111596769|XP_030079883.1|DHYD	LOC6615959|XP_032582628.1|DSEC
OG0008400	LOC111599284|XP_023170650.2|DHYD	LOC6610465|XP_002035046.1|DSEC
OG0008401	LOC111602471|XP_023175300.1|DHYD	LOC6617234|XP_002041561.1|DSEC
OG0008402	LOC111601541|XP_023173944.1|DHYD	LOC6606669|XP_032577190.1|DSEC
OG0008403	LOC111601848|XP_023174451.1|DHYD	LOC6617657|XP_002041970.1|DSEC
OG0008404	LOC111603592|XP_023177016.1|DHYD	LOC6613966|XP_002038430.1|DSEC
OG0008405	LOC111593372|XP_023161895.1|DHYD	LOC6618579|XP_002042838.2|DSEC
OG0008406	LOC111605144|XP_023179292.1|DHYD	LOC6619894|XP_002044106.1|DSEC
OG0008407	LOC111596428|XP_023166409.2|DHYD	LOC6606775|XP_032576680.1|DSEC
OG0008408	LOC111597327|XP_023167734.1|DHYD	LOC6612245|XP_032581540.1|DSEC
OG0008409	LOC111592298|XP_030079894.1|DHYD	LOC6616299|XP_032573975.1|DSEC
OG0008410	LOC111604204|XP_023177929.2|DHYD	LOC6606803|XP_002031600.1|DSEC
OG0008411	LOC111604936|XP_023178974.2|DHYD	LOC6606225|XP_002031033.1|DSEC
OG0008412	LOC111593446|XP_023161967.2|DHYD	LOC6618594|XP_032580547.1|DSEC
OG0008413	LOC111604472|XP_023178321.2|DHYD	LOC6619414|XP_032575642.1|DSEC
OG0008414	LOC111605142|XP_023179290.1|DHYD	LOC6615978|XP_032581736.1|DSEC
OG0008415	LOC111603103|XP_023176332.2|DHYD	LOC6618067|XP_002042365.1|DSEC
OG0008416	LOC111594896|XP_023164151.1|DHYD	LOC6614924|XP_032582380.1|DSEC
OG0008417	LOC111595348|XP_023164831.2|DHYD	LOC6616122|XP_032581974.1|DSEC
OG0008418	LOC111601838|XP_030079395.1|DHYD	LOC116801952|XP_032580070.1|DSEC
OG0008419	LOC111593435|XP_023161950.2|DHYD	LOC6615034|XP_002039451.2|DSEC
OG0008420	LOC111604871|XP_023178879.2|DHYD	LOC6618631|XP_002042890.2|DSEC
OG0008421	LOC111592369|XP_023160302.2|DHYD	LOC6620295|XP_032582193.1|DSEC
OG0008422	LOC111592994|XP_023161265.1|DHYD	LOC6618948|XP_002043193.1|DSEC
OG0008423	LOC111594058|XP_023162950.1|DHYD	LOC6615657|XP_002040028.1|DSEC
OG0008424	LOC111605079|XP_030079701.1|DHYD	LOC6619557|XP_002043772.1|DSEC
OG0008425	LOC111598619|XP_023169721.2|DHYD	LOC6616892|XP_032577272.1|DSEC
OG0008426	LOC111595429|XP_023164920.2|DHYD	LOC6609404|XP_002034089.2|DSEC
OG0008427	LOC111602038|XP_030079528.1|DHYD	LOC6612267|XP_002036777.2|DSEC
OG0008428	LOC111592084|XP_023159875.2|DHYD	LOC6617505|XP_002041821.1|DSEC
OG0008429	LOC111601419|XP_023173763.1|DHYD	LOC6607189|XP_002031973.1|DSEC
OG0008430	LOC111602059|XP_023174740.1|DHYD	LOC6612501|XP_002037009.1|DSEC
OG0008431	LOC111600094|XP_023171802.2|DHYD	LOC6605867|XP_002030681.2|DSEC
OG0008432	LOC111593239|XP_030081694.1|DHYD	LOC6618706|XP_002042965.2|DSEC
OG0008433	LOC111604294|XP_023178089.2|DHYD	LOC6605598|XP_032574095.1|DSEC
OG0008434	LOC111602004|XP_023174660.2|DHYD	LOC6612907|XP_002037399.2|DSEC
OG0008435	LOC111592671|XP_023160803.1|DHYD	LOC6612004|XP_002036521.1|DSEC
OG0008436	LOC111600691|XP_023172713.1|DHYD	LOC6609423|XP_002034108.2|DSEC
OG0008438	LOC111595662|XP_023165256.2|DHYD	LOC6607224|XP_032578757.1|DSEC
OG0008439	LOC111595533|XP_023165084.2|DHYD	LOC6609734|XP_032570740.1|DSEC
OG0008440	LOC111604845|XP_023178844.1|DHYD	LOC6613988|XP_032576678.1|DSEC
OG0008441	LOC111592861|XP_023161074.1|DHYD	LOC6616603|XP_002040961.2|DSEC
OG0008442	LOC111594309|XP_023168673.2|DHYD	LOC6609896|XP_002034546.1|DSEC
OG0008444	LOC111597447|XP_023167937.2|DHYD	LOC6618329|XP_002042601.1|DSEC
OG0008445	LOC111592984|XP_023161249.1|DHYD	LOC6618954|XP_002043199.1|DSEC
OG0008446	LOC111598272|XP_030080140.1|DHYD	LOC6620926|XP_032581263.1|DSEC
OG0008447	LOC111596466|XP_023166486.1|DHYD	LOC6618628|XP_002042887.1|DSEC
OG0008448	LOC111598861|XP_023170073.2|DHYD	LOC6620202|XP_032582312.1|DSEC
OG0008449	LOC111595956|XP_023165696.2|DHYD	LOC6617955|XP_002042263.1|DSEC
OG0008450	LOC111598653|XP_023169769.1|DHYD	LOC116802220|XP_032581876.1|DSEC
OG0008451	LOC111596700|XP_023166786.1|DHYD	LOC6619019|XP_002043264.1|DSEC
OG0008452	LOC111599118|XP_023170447.1|DHYD	LOC6617278|XP_002041605.2|DSEC
OG0008453	LOC111599907|XP_023171499.1|DHYD	LOC6608082|XP_002032830.1|DSEC
OG0008454	LOC111604052|XP_023177679.2|DHYD	LOC6616076|XP_032581242.1|DSEC
OG0008455	LOC111596027|XP_023165823.2|DHYD	LOC6610736|XP_032575678.1|DSEC
OG0008456	LOC111596438|XP_023166428.1|DHYD	LOC6606770|XP_032579461.1|DSEC
OG0008457	LOC111593334|XP_023161813.2|DHYD	LOC6607104|XP_002031892.1|DSEC
OG0008459	LOC111602835|XP_023175916.2|DHYD	LOC6615068|XP_032581881.1|DSEC
OG0008460	LOC111593155|XP_023161525.2|DHYD	LOC6611487|XP_002036028.1|DSEC
OG0008461	LOC111596214|XP_030080418.1|DHYD	LOC6611647|XP_032571498.1|DSEC
OG0008462	LOC111599330|XP_023170719.1|DHYD	LOC6613057|XP_002037540.1|DSEC
OG0008463	LOC111602501|XP_023175340.2|DHYD	LOC6617232|XP_002041559.1|DSEC
OG0008464	LOC111605362|XP_023179609.1|DHYD	LOC6618908|XP_002043156.1|DSEC
OG0008465	LOC111599707|XP_023171205.1|DHYD	LOC116800514|XP_032571813.1|DSEC
OG0008466	LOC111593843|XP_023162655.2|DHYD	LOC6618864|XP_002043112.1|DSEC
OG0008467	LOC111604134|XP_023177820.1|DHYD	LOC6609833|XP_002034485.1|DSEC
OG0008468	LOC111599385|XP_023170790.2|DHYD	LOC6617722|XP_002042034.1|DSEC
OG0008469	LOC111597979|XP_023168722.2|DHYD	LOC6614873|XP_002039291.1|DSEC
OG0008470	LOC111593900|XP_023162738.1|DHYD	LOC6618848|XP_032572627.1|DSEC
OG0008472	LOC115483817|XP_030082029.1|DHYD, LOC111600575|XP_023172531.1|DHYD	LOC6609599|XP_032570087.1|DSEC
OG0008473	LOC111594051|XP_023162933.2|DHYD	LOC6617925|XP_032580330.1|DSEC
OG0008474	LOC111604884|XP_023178892.1|DHYD	LOC6616880|XP_032578437.1|DSEC
OG0008475	LOC111603986|XP_023177599.2|DHYD	LOC6617828|XP_002042138.1|DSEC
OG0008476	LOC111603011|XP_023176185.2|DHYD	LOC6606303|XP_002031108.1|DSEC
OG0008477	LOC111593831|XP_023162637.2|DHYD	LOC6608979|XP_032571209.1|DSEC
OG0008479	LOC111597092|XP_023167399.1|DHYD	LOC6615320|XP_002039721.1|DSEC
OG0008480	LOC111597220|XP_023167568.2|DHYD	LOC6605804|XP_032573539.1|DSEC
OG0008481	LOC111597325|XP_023167731.2|DHYD	LOC6612274|XP_002036784.2|DSEC
OG0008482	LOC111605178|XP_023179340.2|DHYD	LOC6617951|XP_032581610.1|DSEC, LOC6606072|XP_032574589.1|DSEC
OG0008483	LOC111596124|XP_023165962.1|DHYD	LOC6617388|XP_002041713.1|DSEC
OG0008484	LOC111602744|XP_023175767.2|DHYD, LOC115483795|XP_030081910.1|DHYD	LOC6606312|XP_002031117.1|DSEC
OG0008485	LOC111596344|XP_023166297.2|DHYD	LOC6613576|XP_002038044.1|DSEC
OG0008486	LOC111595873|XP_023165556.1|DHYD	LOC6620123|XP_032579658.1|DSEC
OG0008487	LOC111603090|XP_023176318.1|DHYD	LOC6616193|XP_002040558.1|DSEC
OG0008488	LOC111602058|XP_023174739.1|DHYD	LOC6620075|XP_002044287.1|DSEC
OG0008489	LOC111603401|XP_023176736.1|DHYD	LOC6614247|XP_002038692.2|DSEC
OG0008490	LOC111598599|XP_023169683.2|DHYD	LOC6619685|XP_002043900.1|DSEC
OG0008491	LOC111601776|XP_023174290.2|DHYD	LOC6606948|XP_002031742.1|DSEC
OG0008492	LOC111595778|XP_023165430.2|DHYD	LOC6614618|XP_032576473.1|DSEC
OG0008493	LOC111600415|XP_023172263.2|DHYD	LOC6611242|XP_002035797.1|DSEC
OG0008494	LOC111604095|XP_023177764.2|DHYD	LOC6615606|XP_032572230.1|DSEC
OG0008495	LOC111597115|XP_023167439.2|DHYD	LOC6609168|XP_032571973.1|DSEC
OG0008496	LOC111599706|XP_023171204.1|DHYD	LOC6615417|XP_032571812.1|DSEC
OG0008497	LOC111595431|XP_023164922.1|DHYD, LOC111595528|XP_023165078.2|DHYD	LOC6610069|XP_002034685.1|DSEC
OG0008498	LOC111600547|XP_023172460.2|DHYD	LOC6609614|XP_002034291.1|DSEC
OG0008499	LOC111593865|XP_023162696.2|DHYD	LOC6610007|XP_002034628.1|DSEC
OG0008500	LOC111598037|XP_023168834.2|DHYD	LOC6608252|XP_002032996.2|DSEC
OG0008501	LOC111601695|XP_023174179.2|DHYD	LOC6606095|XP_002030904.1|DSEC
OG0008502	LOC111593064|XP_023161408.1|DHYD	LOC6619753|XP_002043967.1|DSEC
OG0008503	LOC111605145|XP_023179294.1|DHYD	LOC6619898|XP_002044110.1|DSEC
OG0008504	LOC111597181|XP_023167511.1|DHYD	LOC116801269|XP_032575585.1|DSEC
OG0008505	LOC111594383|XP_023163418.1|DHYD	LOC6616406|XP_002040766.2|DSEC
OG0008506	LOC111592968|XP_023161228.2|DHYD	LOC6616376|XP_002040736.1|DSEC
OG0008507	LOC111599266|XP_023170632.2|DHYD	LOC6618289|XP_032574881.1|DSEC
OG0008508	LOC111592727|XP_030079337.1|DHYD	LOC6615081|XP_002039497.1|DSEC
OG0008509	LOC111593732|XP_023162530.1|DHYD	LOC6612542|XP_002037050.2|DSEC, LOC6606815|XP_002031612.1|DSEC
OG0008510	LOC111600227|XP_023172021.1|DHYD	LOC6618676|XP_002042935.1|DSEC, LOC6621226|XP_032582122.1|DSEC, LOC6619813|XP_002044026.1|DSEC, LOC6619809|XP_002044022.2|DSEC
OG0008512	LOC111602292|XP_023175061.1|DHYD, LOC111602340|XP_023175118.2|DHYD	LOC6611480|XP_002036021.1|DSEC, LOC6612317|XP_002036827.1|DSEC, LOC116802156|XP_032581402.1|DSEC
OG0008513	LOC111594234|XP_023163208.2|DHYD	LOC6613063|XP_002037546.1|DSEC
OG0008514	LOC111601137|XP_023173372.2|DHYD	LOC6614441|XP_032580710.1|DSEC
OG0008515	LOC111601149|XP_023173385.1|DHYD	LOC6613150|XP_002037631.1|DSEC
OG0008516	LOC111603054|XP_023176279.1|DHYD	LOC6604814|XP_002029658.1|DSEC
OG0008517	LOC111604755|XP_023178713.2|DHYD	LOC6605001|XP_002029844.1|DSEC
OG0008518	LOC111596664|XP_023166739.2|DHYD	LOC6616451|XP_002040812.1|DSEC
OG0008519	LOC111593198|XP_023161590.2|DHYD, LOC115483074|XP_030079790.1|DHYD	LOC6608854|XP_002033568.1|DSEC
OG0008520	LOC111596200|XP_023166080.2|DHYD, LOC111596205|XP_023166085.2|DHYD	LOC116801397|XP_032576475.1|DSEC
OG0008521	LOC111600269|XP_023172085.2|DHYD	LOC116801555|XP_032577805.1|DSEC
OG0008523	LOC111594145|XP_023163082.2|DHYD	LOC6613666|XP_002038136.2|DSEC
OG0008524	LOC111594276|XP_030078912.1|DHYD	LOC6620264|XP_032580155.1|DSEC, LOC6620270|XP_002044478.1|DSEC
OG0008527	LOC111593049|XP_030080121.1|DHYD	LOC6614838|XP_002039256.1|DSEC
OG0008528	LOC111596369|XP_023166334.1|DHYD	LOC6610151|XP_002034760.1|DSEC
OG0008529	LOC111598940|XP_023170228.1|DHYD	LOC6615995|XP_002040362.2|DSEC
OG0008530	LOC111593024|XP_023161335.2|DHYD	LOC6618433|XP_002042703.2|DSEC
OG0008531	LOC111596728|XP_023166825.2|DHYD	LOC6614794|XP_002039213.1|DSEC
OG0008532	LOC111596560|XP_030079919.1|DHYD	LOC6617982|XP_002042290.1|DSEC
OG0008534	LOC111603374|XP_030079554.1|DHYD	LOC6619883|XP_032581494.1|DSEC
OG0008535	LOC111592980|XP_023161243.2|DHYD	LOC6618957|XP_032581612.1|DSEC
OG0008536	LOC111598844|XP_030078913.1|DHYD	LOC6612200|XP_002036717.2|DSEC
OG0008537	LOC111594628|XP_023163787.2|DHYD	LOC6606570|XP_002031371.2|DSEC
OG0008538	LOC111596804|XP_023166933.2|DHYD	LOC6619841|XP_002044054.2|DSEC
OG0008540	LOC111593691|XP_023162358.2|DHYD	LOC6607107|XP_002031895.1|DSEC
OG0008541	LOC111600643|XP_023172626.2|DHYD	LOC6608113|XP_002032861.2|DSEC
OG0008542	LOC111601705|XP_023174192.2|DHYD	LOC6610585|XP_032573598.1|DSEC
OG0008544	LOC111604184|XP_023177907.2|DHYD	LOC116800654|XP_032572688.1|DSEC
OG0008546	LOC111596144|XP_023165995.1|DHYD	LOC6610454|XP_002035035.1|DSEC
OG0008547	LOC111596464|XP_023166484.2|DHYD	LOC6612255|XP_002036767.1|DSEC
OG0008548	LOC111603617|XP_023177055.2|DHYD	LOC6612858|XP_032577370.1|DSEC
OG0008549	LOC111601760|XP_023174266.1|DHYD	LOC6607804|XP_002032562.1|DSEC
OG0008550	LOC111597288|XP_023167672.1|DHYD, LOC111597344|XP_023167757.2|DHYD	LOC6612459|XP_002036967.1|DSEC
OG0008552	LOC111598371|XP_023169347.2|DHYD	LOC6604923|XP_002029766.1|DSEC
OG0008553	LOC111602109|XP_023174820.2|DHYD	LOC6608316|XP_002033053.1|DSEC
OG0008554	LOC111601826|XP_023174420.1|DHYD	LOC6615980|XP_002040347.2|DSEC
OG0008555	LOC111592170|XP_023159996.2|DHYD	LOC6616017|XP_002040383.1|DSEC
OG0008556	LOC111597080|XP_023167379.2|DHYD	LOC6608225|XP_032571135.1|DSEC
OG0008557	LOC111598237|XP_023169169.2|DHYD	LOC6612780|XP_002037281.1|DSEC
OG0008558	LOC111603971|XP_030079166.1|DHYD	LOC6611919|XP_032569874.1|DSEC
OG0008561	LOC111594744|XP_023163955.1|DHYD	LOC6618182|XP_002042457.1|DSEC
OG0008562	LOC111592076|XP_023159864.1|DHYD	LOC6613626|XP_032583649.1|DSEC
OG0008563	LOC111599573|XP_023171012.2|DHYD	LOC6607538|XP_002032307.1|DSEC
OG0008564	LOC111592660|XP_023160780.2|DHYD	LOC6611972|XP_002036489.2|DSEC
OG0008565	LOC111600213|XP_023172003.1|DHYD	LOC6606045|XP_002030856.1|DSEC
OG0008566	LOC111600312|XP_023172134.2|DHYD	LOC6611222|XP_002035778.1|DSEC
OG0008569	LOC111600956|XP_023173143.1|DHYD	LOC6616100|XP_032582251.1|DSEC
OG0008570	LOC111592996|XP_030078909.1|DHYD	LOC6618941|XP_032580775.1|DSEC
OG0008571	LOC111598370|XP_023169346.2|DHYD	LOC6604925|XP_002029768.1|DSEC
OG0008572	LOC111593619|XP_023162256.1|DHYD	LOC6613889|XP_002038355.1|DSEC
OG0008573	LOC111596751|XP_023166851.2|DHYD	LOC6616137|XP_002040502.2|DSEC
OG0008574	LOC111595043|XP_023164336.1|DHYD	LOC6605873|XP_002030687.2|DSEC
OG0008575	LOC111595207|XP_023164579.2|DHYD	LOC6607483|XP_032579520.1|DSEC
OG0008576	LOC111598111|XP_023168932.1|DHYD	LOC6620591|XP_002044796.2|DSEC
OG0008577	LOC111598727|XP_023169887.2|DHYD	LOC6605433|XP_002030266.1|DSEC
OG0008579	LOC111604764|XP_023178730.1|DHYD	LOC6605004|XP_002029847.1|DSEC
OG0008581	LOC111605090|XP_023179195.2|DHYD	LOC6619371|XP_002043587.1|DSEC
OG0008582	LOC111596803|XP_023166932.1|DHYD	LOC6612264|XP_002036775.1|DSEC
OG0008583	LOC111602860|XP_023175943.2|DHYD	LOC6620587|XP_032582235.1|DSEC
OG0008584	LOC111604021|XP_023177642.1|DHYD	LOC6616077|XP_032581249.1|DSEC
OG0008585	LOC111592985|XP_023161250.1|DHYD	LOC6618951|XP_002043196.1|DSEC
OG0008586	LOC111592989|XP_023161259.1|DHYD	LOC6618950|XP_002043195.1|DSEC
OG0008587	LOC111604216|XP_023177952.2|DHYD	LOC6619056|XP_032576123.1|DSEC
OG0008588	LOC111603640|XP_023177087.2|DHYD	LOC116801461|XP_032577092.1|DSEC
OG0008590	LOC111595159|XP_023164508.2|DHYD	LOC116801737|XP_032578847.1|DSEC
OG0008593	LOC111597465|XP_023167981.2|DHYD	LOC6605134|XP_032573467.1|DSEC
OG0008594	LOC111595032|XP_023164324.1|DHYD	LOC6619257|XP_002043474.1|DSEC
OG0008595	LOC111594036|XP_023162918.1|DHYD	LOC6609352|XP_002034041.1|DSEC
OG0008596	LOC111605393|XP_030081349.1|DHYD	LOC6609347|XP_002034036.2|DSEC
OG0008597	LOC111593365|XP_030078754.1|DHYD	LOC6607730|XP_002032493.1|DSEC
OG0008598	LOC111602049|XP_023174727.1|DHYD	LOC6617540|XP_032581962.1|DSEC
OG0008599	LOC111597355|XP_023167772.2|DHYD	LOC6612237|XP_032581538.1|DSEC
OG0008600	LOC111598595|XP_023169678.1|DHYD	LOC6620054|XP_002044266.1|DSEC
OG0008601	LOC111595933|XP_023165661.1|DHYD	LOC6611496|XP_002036037.1|DSEC
OG0008602	LOC111593685|XP_023162349.2|DHYD	LOC6607781|XP_002032540.2|DSEC
OG0008603	LOC111594591|XP_023163720.2|DHYD	LOC6606560|XP_002031361.1|DSEC
OG0008604	LOC111605380|XP_023179635.1|DHYD	LOC6618910|XP_002043158.1|DSEC
OG0008605	LOC111592666|XP_023160793.1|DHYD	LOC6614681|XP_032576047.1|DSEC
OG0008606	LOC111596054|XP_023165870.1|DHYD	LOC6613364|XP_002037838.1|DSEC
OG0008607	LOC111603030|XP_023176227.1|DHYD	LOC6614022|XP_002038476.1|DSEC
OG0008608	LOC111605722|XP_023180184.1|DHYD	LOC6612484|XP_002036992.1|DSEC
OG0008609	LOC111601367|XP_023173670.2|DHYD	LOC6606851|XP_002031648.1|DSEC
OG0008610	LOC111593567|XP_023162197.1|DHYD	LOC6609464|XP_002034149.2|DSEC
OG0008612	LOC111604608|XP_023178489.1|DHYD	LOC6608364|XP_002033101.1|DSEC
OG0008614	LOC111593034|XP_023161368.1|DHYD	LOC6614977|XP_002039394.1|DSEC
OG0008615	LOC111603389|XP_023176720.2|DHYD	LOC6614222|XP_002038667.1|DSEC
OG0008616	LOC115483535|XP_030081572.1|DHYD, LOC111598564|XP_023169633.2|DHYD	LOC6612963|XP_032576536.1|DSEC
OG0008617	LOC111605534|XP_023179865.1|DHYD	LOC6607581|XP_032577773.1|DSEC
OG0008619	LOC111599448|XP_023170872.2|DHYD	LOC6612184|XP_002036701.1|DSEC
OG0008620	LOC111600677|XP_023172696.1|DHYD, LOC115482839|XP_030078937.1|DHYD	LOC6608124|XP_002032872.1|DSEC
OG0008621	LOC111602745|XP_023175764.2|DHYD	LOC6607032|XP_032577032.1|DSEC
OG0008622	LOC111594953|XP_023164222.1|DHYD	LOC6609519|XP_002034203.1|DSEC
OG0008623	LOC111597085|XP_023167388.1|DHYD	LOC6609032|XP_032571719.1|DSEC
OG0008624	LOC111599639|XP_030081383.1|DHYD	LOC6609103|XP_032571185.1|DSEC
OG0008625	LOC111594029|XP_023162910.1|DHYD	LOC6608428|XP_002033162.1|DSEC
OG0008626	LOC111600005|XP_023171675.1|DHYD	LOC6619112|XP_002043352.2|DSEC
OG0008627	LOC111592738|XP_023160900.2|DHYD	LOC6604952|XP_032575261.1|DSEC
OG0008629	LOC111603950|XP_023177553.2|DHYD	LOC116803540|XP_032583155.1|DSEC
OG0008630	LOC111594136|XP_023163070.2|DHYD	LOC6619484|XP_032579962.1|DSEC
OG0008631	LOC111599430|XP_023170848.2|DHYD	LOC6607351|XP_002032124.1|DSEC
OG0008632	LOC111601432|XP_030078646.1|DHYD	LOC6619546|XP_032579364.1|DSEC
OG0008633	LOC111602543|XP_023175443.2|DHYD	LOC6609231|XP_032570272.1|DSEC
OG0008634	LOC111592080|XP_023159868.2|DHYD	LOC6620144|XP_002044352.1|DSEC
OG0008635	LOC111600791|XP_023172849.2|DHYD	LOC6608119|XP_002032867.1|DSEC
OG0008636	LOC111604592|XP_023178471.2|DHYD	LOC6606712|XP_002031511.1|DSEC
OG0008637	LOC111605724|XP_023180183.1|DHYD, LOC111605712|XP_023180166.2|DHYD, LOC111605723|XP_023180182.2|DHYD	LOC116801130|XP_032574806.1|DSEC
OG0008638	LOC111601459|XP_023173807.2|DHYD	LOC6613744|XP_002038213.1|DSEC
OG0008639	LOC111597841|XP_023168514.1|DHYD	LOC6617158|XP_032577791.1|DSEC
OG0008640	LOC111595710|XP_023165326.2|DHYD	LOC6613705|XP_002038175.1|DSEC
OG0008641	LOC111594425|XP_023163482.2|DHYD	LOC6612818|XP_032579158.1|DSEC
OG0008642	LOC111596183|XP_023166058.2|DHYD	LOC6616794|XP_032578182.1|DSEC
OG0008643	LOC111601385|XP_023173693.2|DHYD	LOC6619545|XP_002043760.1|DSEC
OG0008644	LOC111602021|XP_023174688.1|DHYD	LOC6612900|XP_032578537.1|DSEC
OG0008645	LOC111594191|XP_023163154.1|DHYD	LOC6614389|XP_002038826.1|DSEC
OG0008646	LOC111595206|XP_023164578.1|DHYD	LOC6614480|XP_002038913.1|DSEC
OG0008647	LOC111601179|XP_023173429.1|DHYD	LOC6613272|XP_002037749.1|DSEC
OG0008648	LOC111594190|XP_023163153.1|DHYD	LOC6614390|XP_002038827.1|DSEC
OG0008649	LOC111599999|XP_023171667.1|DHYD	LOC6615686|XP_002040057.1|DSEC
OG0008650	LOC111604886|XP_023178894.2|DHYD	LOC6606215|XP_002031023.1|DSEC
OG0008651	LOC111600675|XP_023172693.1|DHYD	LOC6609141|XP_002033843.2|DSEC
OG0008652	LOC111602272|XP_023175036.2|DHYD	LOC6609780|XP_002034434.1|DSEC
OG0008653	LOC111595538|XP_023165090.1|DHYD	LOC6609406|XP_002034091.2|DSEC
OG0008654	LOC111600110|XP_023171840.1|DHYD	LOC6615795|XP_002040165.1|DSEC
OG0008655	LOC111596384|XP_023166358.2|DHYD	LOC6608182|XP_002032927.1|DSEC
OG0008656	LOC111598397|XP_023169386.1|DHYD	LOC6612402|XP_002036910.1|DSEC
OG0008657	LOC111591878|XP_023159535.2|DHYD	LOC6619573|XP_002043788.1|DSEC
OG0008658	LOC111593999|XP_023162859.2|DHYD	LOC6612213|XP_032582407.1|DSEC
OG0008659	LOC111592789|XP_023160964.2|DHYD	LOC6605327|XP_032574381.1|DSEC
OG0008660	LOC111592728|XP_030081423.1|DHYD	LOC6606126|XP_032574512.1|DSEC
OG0008661	LOC111598730|XP_023169890.1|DHYD	LOC6610218|XP_002034825.1|DSEC
OG0008662	LOC111592866|XP_023161079.2|DHYD	LOC6616615|XP_032574544.1|DSEC
OG0008663	LOC111596870|XP_023167085.2|DHYD	LOC6619388|XP_002043604.1|DSEC
