Orthogroup	DHYD.longest_only	DBUS.longest_only
OG0010385	LOC111598966|XP_023170226.2|DHYD	LOC108601925|XP_033150044.1|DBUS
OG0010386	LOC111594092|XP_030079056.1|DHYD	LOC108600117|XP_017843486.2|DBUS
OG0010387	LOC111603933|XP_023177528.2|DHYD	LOC108603195|XP_017847267.1|DBUS
OG0010388	LOC111603866|XP_023177442.2|DHYD	LOC108607771|XP_033150098.1|DBUS
OG0010389	LOC111603861|XP_023177434.1|DHYD	LOC117134987|XP_033150574.1|DBUS
OG0010390	LOC111594113|XP_023163039.2|DHYD	LOC108604397|XP_017849348.1|DBUS
OG0010391	LOC111594087|XP_023163002.2|DHYD	LOC108603575|XP_017847992.2|DBUS
OG0010392	LOC111593771|XP_023162559.2|DHYD	LOC108603440|XP_017847756.2|DBUS
OG0010393	LOC111597208|XP_023167544.2|DHYD	LOC108594786|XP_017835417.1|DBUS
OG0010394	LOC111596308|XP_023166235.1|DHYD	LOC108601875|XP_017845337.2|DBUS
OG0010396	LOC111600356|XP_023172196.2|DHYD	LOC108601589|XP_017844981.1|DBUS
OG0010397	LOC111600437|XP_023172298.2|DHYD	LOC108608417|XP_017855269.1|DBUS
OG0010398	LOC111594737|XP_023163942.1|DHYD	LOC108608326|XP_017855156.1|DBUS
OG0010399	LOC111594784|XP_023164005.2|DHYD	LOC108596856|XP_017838492.2|DBUS
OG0010400	LOC111594752|XP_023163968.1|DHYD	LOC108607687|XP_017854142.1|DBUS
OG0010401	LOC111594774|XP_023163991.2|DHYD	LOC108600101|XP_017842962.2|DBUS
OG0010402	LOC111594660|XP_023163830.2|DHYD	LOC108594233|XP_017834833.2|DBUS
OG0010403	LOC111594796|XP_023164031.2|DHYD	LOC108607521|XP_017853880.2|DBUS
OG0010407	LOC111602306|XP_023175075.2|DHYD	LOC108601101|XP_017844544.2|DBUS
OG0010408	LOC111592092|XP_023159885.2|DHYD	LOC108608133|XP_017854854.1|DBUS
OG0010409	LOC111593665|XP_030080519.1|DHYD	LOC108608295|XP_017855109.1|DBUS
OG0010411	LOC111603768|XP_023177270.2|DHYD	LOC108594504|XP_017835192.2|DBUS
OG0010413	LOC111595579|XP_023165153.1|DHYD	LOC108606299|XP_017851780.1|DBUS
OG0010414	LOC111595581|XP_023165155.1|DHYD	LOC108606306|XP_017851793.1|DBUS
OG0010415	LOC111591964|XP_023159675.2|DHYD	LOC108603578|XP_017848035.1|DBUS
OG0010416	LOC111603531|XP_023176932.2|DHYD	LOC108604149|XP_017848956.1|DBUS
OG0010417	LOC111603536|XP_023176940.1|DHYD	LOC108604335|XP_017849290.1|DBUS
OG0010418	LOC111601123|XP_023173349.1|DHYD	LOC108607587|XP_017853976.1|DBUS
OG0010419	LOC111600779|XP_023172831.2|DHYD	LOC108598685|XP_017840899.1|DBUS
OG0010420	LOC111602477|XP_030079198.1|DHYD	LOC108598412|XP_017840531.2|DBUS
OG0010421	LOC111595797|XP_023165455.1|DHYD	LOC108606100|XP_017851436.1|DBUS
OG0010422	LOC111592896|XP_023161106.1|DHYD	LOC108608202|XP_017854968.2|DBUS
OG0010423	LOC111592914|XP_023161131.1|DHYD	LOC108604197|XP_017849043.2|DBUS
OG0010424	LOC111597268|XP_030080337.1|DHYD	LOC117135009|XP_033150683.1|DBUS
OG0010425	LOC111594224|XP_023163192.2|DHYD	LOC108602545|XP_017846170.1|DBUS
OG0010426	LOC111594223|XP_023163191.2|DHYD	LOC108605356|XP_017850517.1|DBUS
OG0010427	LOC111599160|XP_023170500.1|DHYD	LOC108603659|XP_017848135.2|DBUS
OG0010428	LOC111599209|XP_023170574.2|DHYD	LOC108608520|XP_017855411.2|DBUS
OG0010429	LOC111599170|XP_023170519.1|DHYD	LOC108603033|XP_017846942.1|DBUS
OG0010430	LOC111596270|XP_023166177.2|DHYD	LOC108605017|XP_017850076.1|DBUS
OG0010431	LOC111601012|XP_023173181.2|DHYD	LOC108601175|XP_017844603.1|DBUS
OG0010432	LOC111601913|XP_023174532.2|DHYD	LOC108599936|XP_017842651.1|DBUS
OG0010433	LOC111602010|XP_023174676.1|DHYD	LOC108604770|XP_017849856.1|DBUS
OG0010434	LOC111599382|XP_023170787.2|DHYD	LOC108607574|XP_017853956.1|DBUS
OG0010435	LOC111601875|XP_023174485.1|DHYD	LOC108599526|XP_017841895.2|DBUS
OG0010436	LOC111595204|XP_023164570.1|DHYD	LOC108607944|XP_017854554.1|DBUS
OG0010437	LOC111605016|XP_023179113.2|DHYD	LOC108606861|XP_017852858.1|DBUS
OG0010438	LOC115483221|XP_030080422.1|DHYD	LOC108599343|XP_017841668.2|DBUS
OG0010439	LOC111603803|XP_023177326.1|DHYD	LOC108604203|XP_017849056.1|DBUS
OG0010440	LOC111603535|XP_023176936.1|DHYD	LOC108604557|XP_017849578.1|DBUS
OG0010441	LOC111603533|XP_023176934.2|DHYD	LOC108594410|XP_017835068.1|DBUS
OG0010442	LOC111595869|XP_023165554.2|DHYD	LOC108597596|XP_017839710.1|DBUS
OG0010443	LOC111601175|XP_023173422.1|DHYD	LOC108603282|XP_017847439.1|DBUS
OG0010444	LOC111601183|XP_023173431.1|DHYD	LOC108603774|XP_017848354.1|DBUS
OG0010445	LOC111596085|XP_023165914.2|DHYD	LOC108603314|XP_017847515.2|DBUS
OG0010446	LOC111595992|XP_023165757.2|DHYD	LOC108600837|XP_017844125.1|DBUS
OG0010447	LOC111592819|XP_023161010.1|DHYD	LOC108599061|XP_017841330.2|DBUS
OG0010448	LOC111597509|XP_023168045.2|DHYD	LOC108600131|XP_017843011.1|DBUS
OG0010450	LOC111597550|XP_023168114.2|DHYD	LOC108598371|XP_017840482.2|DBUS
OG0010451	LOC111597497|XP_023168023.1|DHYD	LOC108600565|XP_017843717.2|DBUS
OG0010452	LOC111597496|XP_023168022.2|DHYD	LOC108600075|XP_017842921.1|DBUS
OG0010453	LOC111595146|XP_023164487.1|DHYD	LOC108599000|XP_017841266.1|DBUS
OG0010454	LOC111605664|XP_023180095.1|DHYD	LOC108599379|XP_017841674.1|DBUS
OG0010455	LOC111605677|XP_023180111.1|DHYD	LOC108601122|XP_017844531.1|DBUS
OG0010456	LOC111601702|XP_023174186.1|DHYD	LOC108598961|XP_017841221.1|DBUS
OG0010457	LOC111591927|XP_023159625.1|DHYD	LOC108599312|XP_017841604.1|DBUS
OG0010458	LOC111591936|XP_023159643.2|DHYD	LOC108598314|XP_017840419.1|DBUS
OG0010459	LOC111591938|XP_023159645.1|DHYD	LOC108599376|XP_017841671.1|DBUS
OG0010460	LOC115483023|XP_030079619.1|DHYD	LOC108598317|XP_033149332.1|DBUS
OG0010461	LOC111604504|XP_023178367.1|DHYD	LOC108600787|XP_017844050.1|DBUS
OG0010462	LOC111596512|XP_023166545.2|DHYD	LOC108598708|XP_017840922.1|DBUS
OG0010463	LOC111604725|XP_023178667.1|DHYD	LOC108599719|XP_017842205.1|DBUS
OG0010464	LOC111604708|XP_023178649.1|DHYD	LOC108599707|XP_017842193.1|DBUS
OG0010465	LOC111604707|XP_023178648.1|DHYD	LOC108599714|XP_017842199.2|DBUS
OG0010466	LOC111604674|XP_023178603.1|DHYD	LOC108598862|XP_017841108.1|DBUS
OG0010467	LOC111604679|XP_023178609.1|DHYD	LOC108598964|XP_017841224.1|DBUS
OG0010468	LOC111592954|XP_023161210.1|DHYD	LOC108599048|XP_017841317.1|DBUS
OG0010469	LOC111595295|XP_023164717.2|DHYD	LOC108598171|XP_017840275.1|DBUS
OG0010470	LOC111603075|XP_023176303.1|DHYD	LOC108600884|XP_017844193.2|DBUS
OG0010471	LOC111603039|XP_023176237.1|DHYD	LOC108599915|XP_017842603.1|DBUS
OG0010472	LOC111596145|XP_023165997.2|DHYD	LOC108599465|XP_017841790.1|DBUS
OG0010473	LOC111593105|XP_023161472.1|DHYD	LOC108597958|XP_017840062.2|DBUS
OG0010474	LOC111598069|XP_023168871.1|DHYD	LOC108599401|XP_017841700.1|DBUS
OG0010475	LOC111601713|XP_023174199.2|DHYD	LOC108599389|XP_017841685.1|DBUS
OG0010477	LOC111601594|XP_023174023.1|DHYD	LOC108599929|XP_017842630.1|DBUS
OG0010478	LOC111593207|XP_023161620.2|DHYD	LOC108598562|XP_017840735.2|DBUS
OG0010479	LOC111593215|XP_023161633.2|DHYD	LOC108598566|XP_017840739.1|DBUS
OG0010480	LOC111605182|XP_023179347.2|DHYD	LOC108599276|XP_017841562.1|DBUS
OG0010481	LOC111592729|XP_023160886.1|DHYD	LOC108600893|XP_017844202.2|DBUS
OG0010482	LOC111595085|XP_023164408.2|DHYD	LOC108601036|XP_017844405.1|DBUS
OG0010483	LOC111599833|XP_023171394.1|DHYD	LOC108600179|XP_017843075.1|DBUS
OG0010484	LOC111592873|XP_023161090.2|DHYD	LOC108599882|XP_017842551.1|DBUS
OG0010485	LOC111599415|XP_023170832.2|DHYD	LOC108600310|XP_017843290.1|DBUS
OG0010486	LOC111600991|XP_023173151.2|DHYD	LOC108598340|XP_017840447.2|DBUS
OG0010487	LOC111598386|XP_023169368.2|DHYD	LOC108599831|XP_017842429.1|DBUS
OG0010488	LOC111603314|XP_023176603.2|DHYD	LOC108599159|XP_017841435.1|DBUS
OG0010489	LOC111603337|XP_023176641.2|DHYD	LOC108599302|XP_017841592.1|DBUS
OG0010490	LOC111592131|XP_023159940.2|DHYD	LOC108595919|XP_017836697.1|DBUS
OG0010491	LOC111601230|XP_030082010.1|DHYD	LOC108594694|XP_033150923.1|DBUS
OG0010493	LOC111599838|XP_023171401.1|DHYD	LOC108598611|XP_017840798.1|DBUS
OG0010495	LOC111597589|XP_023168155.2|DHYD	LOC108600705|XP_017843923.1|DBUS
OG0010496	LOC111604521|XP_023178385.2|DHYD	LOC108599128|XP_033149753.1|DBUS
OG0010497	LOC111604545|XP_023178412.1|DHYD	LOC117134780|XP_033149413.1|DBUS
OG0010498	LOC111602123|XP_023174840.2|DHYD	LOC108595629|XP_017836388.1|DBUS
OG0010501	LOC111600774|XP_030080942.1|DHYD	LOC108594936|XP_017835560.1|DBUS
OG0010502	LOC111604330|XP_023178160.2|DHYD	LOC108600059|XP_017842892.2|DBUS
OG0010503	LOC111593179|XP_023161556.2|DHYD	LOC108595557|XP_017836305.1|DBUS
OG0010504	LOC111596403|XP_023166377.1|DHYD	LOC108597781|XP_017839986.1|DBUS
OG0010505	LOC111599906|XP_023171496.2|DHYD	LOC108596355|XP_017837506.1|DBUS
OG0010506	LOC111593879|XP_023162712.2|DHYD	LOC108597241|XP_017839180.1|DBUS
OG0010507	LOC115483379|XP_030080960.1|DHYD	LOC108595773|XP_017836552.1|DBUS
OG0010508	LOC111603805|XP_023177324.2|DHYD	LOC108596974|XP_017838716.1|DBUS
OG0010509	LOC111600603|XP_023172566.1|DHYD	LOC108594608|XP_017835241.1|DBUS
OG0010510	LOC111595455|XP_030082024.1|DHYD	LOC108595468|XP_017836202.1|DBUS
OG0010512	LOC111594323|XP_023163335.1|DHYD	LOC108596679|XP_017838178.1|DBUS
OG0010513	LOC111594312|XP_023163323.2|DHYD	LOC108595703|XP_017836476.1|DBUS
OG0010514	LOC111594303|XP_023163309.2|DHYD	LOC108597070|XP_017838889.1|DBUS
OG0010515	LOC111602554|XP_023175476.2|DHYD	LOC108596451|XP_017837688.1|DBUS
OG0010516	LOC111594159|XP_023163111.1|DHYD	LOC108595585|XP_017836336.1|DBUS
OG0010517	LOC111595557|XP_023165117.1|DHYD	LOC108595894|XP_017836673.1|DBUS
OG0010519	LOC111592104|XP_023159901.1|DHYD	LOC108597669|XP_017839828.1|DBUS
OG0010521	LOC111594192|XP_023163158.1|DHYD	LOC108596954|XP_017838684.1|DBUS
OG0010522	LOC111597017|XP_023167291.1|DHYD	LOC108597696|XP_017839864.1|DBUS
OG0010523	LOC111597016|XP_023167290.2|DHYD	LOC108595410|XP_017836125.1|DBUS
OG0010524	LOC111597099|XP_023167409.1|DHYD	LOC108595362|XP_017836075.1|DBUS
OG0010525	LOC111594442|XP_023163501.2|DHYD	LOC108596108|XP_017837017.1|DBUS
OG0010526	LOC111594588|XP_023163719.2|DHYD	LOC108595744|XP_017836521.1|DBUS
OG0010527	LOC111593113|XP_023161485.2|DHYD	LOC108597462|XP_017839522.2|DBUS
OG0010528	LOC111594083|XP_023162999.1|DHYD	LOC108595973|XP_017836748.2|DBUS
OG0010529	LOC111594388|XP_023163426.2|DHYD	LOC108596005|XP_017836779.1|DBUS
OG0010530	LOC111594097|XP_023163021.2|DHYD	LOC108595240|XP_017835927.1|DBUS
OG0010531	LOC111598567|XP_023169636.1|DHYD	LOC108603185|XP_017847235.1|DBUS
OG0010532	LOC111598631|XP_023169741.2|DHYD	LOC108602890|XP_017846688.1|DBUS
OG0010533	LOC111599272|XP_023170639.2|DHYD	LOC108599898|XP_033149765.1|DBUS
OG0010535	LOC111602045|XP_023174724.1|DHYD	LOC108603936|XP_017848619.1|DBUS
OG0010536	LOC111596702|XP_023166789.2|DHYD	LOC108601537|XP_033149928.1|DBUS
OG0010537	LOC111603643|XP_023177089.1|DHYD	LOC108603634|XP_033149801.1|DBUS
OG0010538	LOC111604620|XP_023178509.2|DHYD	LOC108603967|XP_017848659.1|DBUS
OG0010540	LOC111603297|XP_023176588.1|DHYD	LOC108602771|XP_017846432.1|DBUS
OG0010541	LOC111594535|XP_023163643.2|DHYD	LOC108602237|XP_017845773.1|DBUS
OG0010542	LOC111594517|XP_023163613.1|DHYD	LOC108602062|XP_017845571.1|DBUS
OG0010543	LOC111594593|XP_023163722.1|DHYD	LOC108602197|XP_017845734.1|DBUS
OG0010545	LOC111594603|XP_030080608.1|DHYD	LOC108602305|XP_017845877.1|DBUS
OG0010546	LOC111604221|XP_023177959.1|DHYD	LOC108603113|XP_017847108.1|DBUS
OG0010547	LOC111604243|XP_023177995.2|DHYD	LOC108602656|XP_017846291.1|DBUS
OG0010548	LOC111596451|XP_023166448.2|DHYD	LOC108601361|XP_017844750.1|DBUS
OG0010549	LOC111604258|XP_023178017.1|DHYD	LOC108602998|XP_017846882.1|DBUS
OG0010550	LOC111592706|XP_023160862.2|DHYD	LOC108601629|XP_017845017.1|DBUS
OG0010551	LOC111597887|XP_023168590.2|DHYD	LOC108603629|XP_017848077.1|DBUS
OG0010552	LOC111597843|XP_023168517.1|DHYD	LOC108602412|XP_017846014.1|DBUS
OG0010553	LOC111597823|XP_023168479.2|DHYD	LOC108601818|XP_017845243.1|DBUS
OG0010554	LOC111593227|XP_023161646.2|DHYD	LOC108604851|XP_017849961.1|DBUS
OG0010556	LOC111604997|XP_023179087.1|DHYD	LOC108602640|XP_017846274.1|DBUS
OG0010557	LOC111600270|XP_023172086.1|DHYD	LOC108602537|XP_017846158.1|DBUS
OG0010559	LOC111595182|XP_023164529.2|DHYD	LOC108602735|XP_017846376.1|DBUS
OG0010560	LOC111595349|XP_023164792.2|DHYD	LOC108602598|XP_017846224.1|DBUS
OG0010561	LOC111601328|XP_023173625.1|DHYD	LOC108602120|XP_017845636.1|DBUS
OG0010562	LOC111597191|XP_023167530.1|DHYD	LOC108604841|XP_017849949.1|DBUS
OG0010563	LOC111597187|XP_023167525.1|DHYD	LOC108595819|XP_017836599.1|DBUS
OG0010564	LOC111601451|XP_023173796.2|DHYD	LOC108602811|XP_017846529.1|DBUS
OG0010566	LOC111592471|XP_023160454.1|DHYD	LOC108602289|XP_017845858.1|DBUS
OG0010568	LOC111601989|XP_023174646.2|DHYD	LOC108602037|XP_017845534.1|DBUS
OG0010569	LOC111602007|XP_023174662.2|DHYD	LOC108602470|XP_017846083.1|DBUS
OG0010570	LOC111602022|XP_023174690.1|DHYD	LOC108602622|XP_017846249.1|DBUS
OG0010571	LOC111600632|XP_023172603.2|DHYD	LOC108601715|XP_017845122.1|DBUS
OG0010572	LOC111599433|XP_023170854.1|DHYD	LOC108601605|XP_017844994.1|DBUS
OG0010573	LOC111596401|XP_023166374.2|DHYD	LOC108601977|XP_017845460.1|DBUS
OG0010575	LOC111596404|XP_023166378.1|DHYD	LOC108602271|XP_017845816.1|DBUS
OG0010576	LOC111595673|XP_023165276.1|DHYD	LOC108603011|XP_017846896.1|DBUS
OG0010577	LOC111594499|XP_023163578.2|DHYD	LOC108604091|XP_017848862.1|DBUS
OG0010578	LOC111594426|XP_030080689.1|DHYD	LOC108604317|XP_017849227.1|DBUS
OG0010579	LOC111604231|XP_023177976.1|DHYD	LOC108601308|XP_017844697.1|DBUS
OG0010580	LOC111599586|XP_023171028.2|DHYD	LOC108601304|XP_017844692.1|DBUS
OG0010581	LOC111598857|XP_023170068.2|DHYD	LOC108602507|XP_017846123.1|DBUS
OG0010582	LOC111598578|XP_023169655.2|DHYD	LOC108603390|XP_017847651.1|DBUS
OG0010583	LOC111601483|XP_023173839.2|DHYD	LOC108602580|XP_017846207.1|DBUS
OG0010584	LOC111595684|XP_023165292.2|DHYD	LOC108603530|XP_017847914.1|DBUS
OG0010588	LOC111603288|XP_023176577.1|DHYD	LOC108604713|XP_017849779.1|DBUS
OG0010592	LOC111603525|XP_023176925.2|DHYD	LOC108607723|XP_017854233.2|DBUS
OG0010593	LOC111601003|XP_023173169.2|DHYD	LOC108599445|XP_017841764.2|DBUS
OG0010595	LOC115483756|XP_030081863.1|DHYD, LOC115483449|XP_030081303.1|DHYD	LOC108598292|XP_017840397.1|DBUS
OG0010597	LOC111598725|XP_023169884.2|DHYD	LOC108600655|XP_017843841.1|DBUS
OG0010598	LOC111597585|XP_023168152.1|DHYD	LOC108599337|XP_017841628.1|DBUS
OG0010599	LOC111592616|XP_023160719.1|DHYD	LOC108595151|XP_017835810.1|DBUS
OG0010600	LOC111592596|XP_023160681.2|DHYD	LOC108595176|XP_017835845.1|DBUS
OG0010601	LOC111594775|XP_023163992.2|DHYD	LOC108605304|XP_017850462.1|DBUS
OG0010608	LOC111597444|XP_023167931.1|DHYD	LOC117134992|XP_033150592.1|DBUS
OG0010612	LOC111596349|XP_023166308.1|DHYD	LOC108597436|XP_017839487.1|DBUS
OG0010613	LOC111595045|XP_023164339.2|DHYD	LOC108600520|XP_017843654.2|DBUS, LOC108600521|XP_017843655.1|DBUS
OG0010622	LOC111603018|XP_023176205.2|DHYD	LOC108603055|XP_017846978.1|DBUS
OG0010624	LOC115482781|XP_030078627.1|DHYD	LOC108601256|XP_017844645.1|DBUS
OG0010627	LOC111603494|XP_023176869.2|DHYD	LOC108603467|XP_017847795.1|DBUS
OG0010628	LOC111602657|XP_023175597.1|DHYD	LOC108601327|XP_033149824.1|DBUS
OG0010631	LOC111602212|XP_023174956.2|DHYD	LOC108599762|XP_017842269.1|DBUS
OG0010638	LOC115482854|XP_030078962.1|DHYD	LOC108606884|XP_017852898.1|DBUS
OG0010639	LOC111597482|XP_023168004.2|DHYD	LOC108605121|XP_017850172.1|DBUS
OG0010640	LOC111600198|XP_023171981.2|DHYD	LOC108605844|XP_017851141.1|DBUS
OG0010641	LOC111600189|XP_023171966.1|DHYD	LOC108605816|XP_017851111.1|DBUS
OG0010642	LOC111601847|XP_023174450.2|DHYD	LOC108605335|XP_017850493.1|DBUS
OG0010643	LOC111598436|XP_023169445.1|DHYD	LOC108605977|XP_017851288.1|DBUS
OG0010644	LOC111593998|XP_023162858.2|DHYD	LOC108605126|XP_017850178.1|DBUS
OG0010646	LOC111604665|XP_023178593.1|DHYD	LOC108599717|XP_017842203.1|DBUS
OG0010647	LOC111595150|XP_023164499.2|DHYD	LOC117134645|XP_017842784.1|DBUS
OG0010649	LOC111601026|XP_023173203.2|DHYD	LOC108600678|XP_033149386.1|DBUS, LOC108598121|XP_033149474.1|DBUS
OG0010650	LOC111598377|XP_023169353.1|DHYD	LOC108598268|XP_017840373.1|DBUS
OG0010653	LOC111601323|XP_023173621.2|DHYD	LOC108601466|XP_017844853.1|DBUS
OG0010657	LOC111598122|XP_023168947.1|DHYD	LOC108607086|XP_017853198.1|DBUS
OG0010658	LOC111598846|XP_023170050.2|DHYD	LOC108605184|XP_017850265.2|DBUS
OG0010660	LOC111594200|XP_023163203.2|DHYD	LOC117134906|XP_033150246.1|DBUS
OG0010661	LOC111593399|XP_023161888.2|DHYD	LOC108607016|XP_017853089.1|DBUS
OG0010662	LOC111601868|XP_023174476.1|DHYD	LOC108606767|XP_017852667.1|DBUS
OG0010664	LOC111602828|XP_023175906.2|DHYD	LOC108606071|XP_017851406.1|DBUS
OG0010665	LOC111593016|XP_023161323.2|DHYD	LOC108606162|XP_017851503.1|DBUS
OG0010666	LOC111596806|XP_023166935.2|DHYD	LOC108605947|XP_017851257.1|DBUS
OG0010667	LOC111605047|XP_023179150.2|DHYD	LOC117134941|XP_033150385.1|DBUS
OG0010670	LOC111601633|XP_030079922.1|DHYD	LOC108605046|XP_033150367.1|DBUS
OG0010671	LOC111601637|XP_023174075.2|DHYD	LOC108605384|XP_017850543.1|DBUS
OG0010676	LOC111603155|XP_030079315.1|DHYD	LOC117134929|XP_033150346.1|DBUS
OG0010677	LOC111602847|XP_023175927.1|DHYD	LOC108606453|XP_017852054.1|DBUS
OG0010678	LOC111603123|XP_023176364.1|DHYD	LOC108607285|XP_017853470.1|DBUS
OG0010679	LOC111601822|XP_023174412.2|DHYD	LOC108607693|XP_017854165.1|DBUS
OG0010680	LOC111598421|XP_023169429.1|DHYD	LOC108602081|XP_017845594.1|DBUS
OG0010682	LOC111598458|XP_023169482.2|DHYD	LOC117134939|XP_033150373.1|DBUS
OG0010685	LOC111594300|XP_023163305.2|DHYD	LOC108605489|XP_017850707.2|DBUS
OG0010687	LOC111594768|XP_023163985.1|DHYD	LOC108607826|XP_033149954.1|DBUS
OG0010688	LOC111601157|XP_023173402.2|DHYD	LOC108602942|XP_017846780.1|DBUS
OG0010689	LOC111602193|XP_023174926.2|DHYD	LOC117135051|XP_033150832.1|DBUS
OG0010691	LOC111600687|XP_023172712.1|DHYD	LOC108594440|XP_017835104.1|DBUS
OG0010692	LOC111600668|XP_023172688.2|DHYD	LOC108594438|XP_017835102.2|DBUS
OG0010693	LOC111596074|XP_023165896.1|DHYD	LOC108608182|XP_017854932.1|DBUS
OG0010694	LOC111605586|XP_030080328.1|DHYD	LOC108603302|XP_017847472.1|DBUS
OG0010699	LOC111603795|XP_023177315.1|DHYD	LOC108604737|XP_017849811.2|DBUS
OG0010701	LOC111596083|XP_023165912.1|DHYD	LOC108603875|XP_017848539.1|DBUS
OG0010703	LOC111599057|XP_023170346.1|DHYD	LOC108596581|XP_017837996.2|DBUS
OG0010704	LOC111596236|XP_023166122.1|DHYD	LOC108603708|XP_017848240.2|DBUS
OG0010705	LOC111592839|XP_023161032.1|DHYD	LOC108599320|XP_017841611.1|DBUS
OG0010706	LOC115483426|XP_030081240.1|DHYD, LOC111599841|XP_023171404.2|DHYD	LOC108600502|XP_017843625.1|DBUS
OG0010708	LOC111600472|XP_023172350.2|DHYD	LOC108600197|XP_017843096.1|DBUS
OG0010709	LOC111604722|XP_023178664.2|DHYD	LOC108598034|XP_017840138.1|DBUS
OG0010710	LOC111595269|XP_023164684.2|DHYD	LOC108598488|XP_017840631.1|DBUS
OG0010711	LOC111604897|XP_030078629.1|DHYD	LOC108602699|XP_017846338.1|DBUS
OG0010712	LOC111592756|XP_023160925.2|DHYD	LOC108599804|XP_017842366.1|DBUS
OG0010713	LOC111592731|XP_023160889.2|DHYD	LOC108597918|XP_017840024.2|DBUS
OG0010714	LOC111597380|XP_023167806.1|DHYD	LOC108601010|XP_017844370.1|DBUS
OG0010716	LOC111600936|XP_023173075.1|DHYD	LOC108598956|XP_017841216.1|DBUS
OG0010719	LOC111599273|XP_023170640.2|DHYD	LOC108599145|XP_033149393.1|DBUS
OG0010720	LOC111595106|XP_023164439.2|DHYD	LOC108599321|XP_017841612.1|DBUS
OG0010721	LOC111595071|XP_023164395.1|DHYD	LOC108598777|XP_017841007.1|DBUS
OG0010724	LOC111602131|XP_023174848.2|DHYD	LOC108594790|XP_017835418.1|DBUS
OG0010728	LOC111593867|XP_023162695.2|DHYD	LOC108597060|XP_017838872.1|DBUS
OG0010729	LOC111597640|XP_023168213.2|DHYD	LOC108596256|XP_017837299.1|DBUS
OG0010732	LOC111593557|XP_023162181.2|DHYD	LOC108596949|XP_017838677.1|DBUS
OG0010733	LOC111592243|XP_023160095.2|DHYD	LOC108596611|XP_017838041.1|DBUS
OG0010735	LOC111592146|XP_023159960.2|DHYD	LOC108597621|XP_017839753.1|DBUS
OG0010737	LOC111604346|XP_023178178.1|DHYD	LOC108597041|XP_017838826.1|DBUS
OG0010738	LOC111598546|XP_030081595.1|DHYD	LOC108603999|XP_017848723.1|DBUS
OG0010743	LOC111604992|XP_023179078.2|DHYD	LOC108602623|XP_017846250.1|DBUS
OG0010747	LOC111600865|XP_023172953.2|DHYD	LOC108604589|XP_017849611.1|DBUS
OG0010748	LOC111602398|XP_023175185.1|DHYD	LOC108602662|XP_017846297.1|DBUS
OG0010749	LOC111593355|XP_023161835.1|DHYD	LOC108604740|XP_017849812.1|DBUS
OG0010750	LOC111593368|XP_023161851.2|DHYD	LOC108601516|XP_017844905.1|DBUS
OG0010753	LOC111600002|XP_023171676.1|DHYD	LOC108602913|XP_017846713.1|DBUS
OG0010754	LOC111602692|XP_023175690.2|DHYD	LOC108603321|XP_017847526.1|DBUS
OG0010755	LOC111596441|XP_023166437.1|DHYD	LOC108601363|XP_017844752.1|DBUS
OG0010756	LOC111596435|XP_023166424.2|DHYD	LOC108601364|XP_017844753.1|DBUS
OG0010757	LOC111604275|XP_023178043.2|DHYD	LOC108602645|XP_017846280.1|DBUS
OG0010758	LOC111599423|XP_023170842.2|DHYD	LOC108601383|XP_033149910.1|DBUS
OG0010759	LOC111597885|XP_023168586.2|DHYD	LOC117134869|XP_033150102.1|DBUS
OG0010762	LOC111592478|XP_023160462.2|DHYD	LOC108601582|XP_017844971.1|DBUS
OG0010764	LOC111597856|XP_023168538.1|DHYD	LOC108602312|XP_017845885.1|DBUS
OG0010766	LOC111597202|XP_023167543.1|DHYD	LOC108602691|XP_017846318.1|DBUS
OG0010767	LOC111597402|XP_023167849.2|DHYD	LOC108602282|XP_017845840.1|DBUS
OG0010770	LOC111594460|XP_023163525.2|DHYD	LOC108601396|XP_017844785.1|DBUS
OG0010772	LOC111599606|XP_023171061.2|DHYD	LOC108601307|XP_033149815.1|DBUS
OG0010773	LOC111599587|XP_023171029.2|DHYD	LOC108602489|XP_017846103.1|DBUS
OG0010774	LOC111605595|XP_023179970.1|DHYD	LOC108603718|XP_017848248.2|DBUS
OG0010777	LOC111595467|XP_023165003.1|DHYD	LOC108602832|XP_017846562.1|DBUS
OG0010778	LOC111592399|XP_023160344.1|DHYD	LOC108602515|XP_017846135.1|DBUS
OG0010779	LOC111592383|XP_023160325.1|DHYD	LOC108602258|XP_017845802.1|DBUS
OG0010780	LOC111595675|XP_023165279.2|DHYD	LOC108602296|XP_017845866.1|DBUS
OG0010781	LOC111602722|XP_023175735.2|DHYD	LOC108603594|XP_017848024.1|DBUS
OG0010782	LOC111604279|XP_023178063.2|DHYD, LOC111604280|XP_023178064.2|DHYD	LOC108604820|XP_017849919.1|DBUS
OG0010783	LOC111603015|XP_023176202.1|DHYD	LOC108603641|XP_017848091.1|DBUS
OG0010784	LOC111599723|XP_023171236.1|DHYD	LOC108596394|XP_017837563.1|DBUS
OG0010785	LOC111592219|XP_023160063.1|DHYD	LOC108595962|XP_017836737.1|DBUS
OG0010786	LOC111595247|XP_030081247.1|DHYD	LOC108595239|XP_017835926.1|DBUS
OG0010787	LOC115483457|XP_030081375.1|DHYD	LOC108594801|XP_017835429.1|DBUS
OG0010788	LOC111593736|XP_023162497.2|DHYD	LOC108596858|XP_017838491.1|DBUS
