Orthogroup	DHYD.longest_only	DGUA.longest_only
OG0010047	LOC111602874|XP_023175969.1|DHYD	LOC117590845|XP_034139733.1|DGUA
OG0010048	LOC111598121|XP_023168946.1|DHYD	LOC117581650|XP_034124916.1|DGUA
OG0010049	LOC111602870|XP_023175963.1|DHYD	LOC117591412|XP_034140557.1|DGUA
OG0010050	LOC111602877|XP_023175972.2|DHYD	LOC117591405|XP_034140548.1|DGUA
OG0010051	LOC111605643|XP_030079676.1|DHYD	LOC117590706|XP_034139495.1|DGUA
OG0010052	LOC111598137|XP_023168966.1|DHYD	LOC117591190|XP_034140217.1|DGUA
OG0010053	LOC111602057|XP_023174738.2|DHYD	LOC117581573|XP_034124813.1|DGUA
OG0010054	LOC111594980|XP_023164248.2|DHYD	LOC117590524|XP_034139132.1|DGUA
OG0010055	LOC111595006|XP_023164273.1|DHYD	LOC117590535|XP_034139147.1|DGUA
OG0010056	LOC111602843|XP_023175923.2|DHYD	LOC117591420|XP_034140566.1|DGUA
OG0010057	LOC111601890|XP_023174500.2|DHYD	LOC117590727|XP_034139526.1|DGUA
OG0010058	LOC111596473|XP_030079444.1|DHYD	LOC117588669|XP_034136003.1|DGUA
OG0010059	LOC111602848|XP_023175929.2|DHYD	LOC117590814|XP_034139673.1|DGUA
OG0010060	LOC111599853|XP_023171466.2|DHYD	LOC117581142|XP_034123965.1|DGUA
OG0010061	LOC111599498|XP_023170937.2|DHYD	LOC117579691|XP_034121572.1|DGUA
OG0010064	LOC111594863|XP_023164109.1|DHYD	LOC117588838|XP_034136222.1|DGUA
OG0010065	LOC111593085|XP_023161447.2|DHYD	LOC117579284|XP_034120972.1|DGUA
OG0010066	LOC111595274|XP_023164689.1|DHYD	LOC117579234|XP_034120906.1|DGUA
OG0010067	LOC111596970|XP_023167214.1|DHYD	LOC117588915|XP_034136379.1|DGUA
OG0010068	LOC111594381|XP_023163415.2|DHYD	LOC117586853|XP_034133039.1|DGUA
OG0010069	LOC111592749|XP_023160913.1|DHYD	LOC117587033|XP_034133350.1|DGUA
OG0010070	LOC111597462|XP_023167979.2|DHYD	LOC117579241|XP_034120914.1|DGUA
OG0010071	LOC111601712|XP_023174198.1|DHYD	LOC117589192|XP_034136810.1|DGUA
OG0010072	LOC111601740|XP_023174232.2|DHYD	LOC117589035|XP_034136553.1|DGUA
OG0010073	LOC111601692|XP_023174170.2|DHYD	LOC117589314|XP_034137003.1|DGUA
OG0010074	LOC111593395|XP_030079431.1|DHYD	LOC117590816|XP_034139675.1|DGUA
OG0010075	LOC111598468|XP_023169493.1|DHYD	LOC117579710|XP_034121594.1|DGUA
OG0010076	LOC111595076|XP_023164400.1|DHYD	LOC117586902|XP_034133137.1|DGUA
OG0010077	LOC111604675|XP_023178604.2|DHYD	LOC117588943|XP_034136413.1|DGUA
OG0010078	LOC111604691|XP_023178627.1|DHYD	LOC117588963|XP_034136442.1|DGUA
OG0010079	LOC111604696|XP_023178635.2|DHYD	LOC117588942|XP_034136411.1|DGUA
OG0010081	LOC111603739|XP_023177224.2|DHYD	LOC117580028|XP_034122145.1|DGUA
OG0010082	LOC111594859|XP_023164106.1|DHYD	LOC117589033|XP_034136552.1|DGUA
OG0010083	LOC111603339|XP_030081636.1|DHYD	LOC117579210|XP_034120870.1|DGUA
OG0010084	LOC111599850|XP_023171416.2|DHYD	LOC117579932|XP_034121976.1|DGUA
OG0010085	LOC111597556|XP_030081815.1|DHYD	LOC117580440|XP_034122887.1|DGUA
OG0010086	LOC111599857|XP_023171445.1|DHYD	LOC117580420|XP_034122864.1|DGUA
OG0010087	LOC111605733|XP_023180200.1|DHYD	LOC117580283|XP_034122647.1|DGUA
OG0010088	LOC111600947|XP_023173086.2|DHYD	LOC117579153|XP_034120803.1|DGUA
OG0010089	LOC111593121|XP_023161490.2|DHYD	LOC117580152|XP_034122357.1|DGUA
OG0010090	LOC111594134|XP_023163065.2|DHYD	LOC117590634|XP_034139344.1|DGUA
OG0010091	LOC111595927|XP_023165653.1|DHYD	LOC117583526|XP_034127764.1|DGUA
OG0010092	LOC111598610|XP_030081616.1|DHYD	LOC117590152|XP_034138427.1|DGUA
OG0010093	LOC111593918|XP_023162758.2|DHYD	LOC117592076|XP_034141479.1|DGUA
OG0010095	LOC111597167|XP_030080837.1|DHYD	LOC117585655|XP_034131132.1|DGUA
OG0010096	LOC111604619|XP_023178512.2|DHYD	LOC117588614|XP_034135914.1|DGUA
OG0010097	LOC111596562|XP_023166604.2|DHYD	LOC117590695|XP_034139487.1|DGUA
OG0010098	LOC111602264|XP_023175027.2|DHYD	LOC117587924|XP_034134802.1|DGUA
OG0010099	LOC111595770|XP_023165420.2|DHYD	LOC117582049|XP_034125483.1|DGUA
OG0010100	LOC111593108|XP_023161476.2|DHYD	LOC117580158|XP_034122367.1|DGUA
OG0010101	LOC111594914|XP_030079429.1|DHYD	LOC117579791|XP_034121744.1|DGUA
OG0010102	LOC111601000|XP_023173164.2|DHYD	LOC117579717|XP_034121602.1|DGUA
OG0010103	LOC111600946|XP_023173084.2|DHYD	LOC117579151|XP_034120800.1|DGUA
OG0010104	LOC111595268|XP_023164682.1|DHYD	LOC117579593|XP_034121418.1|DGUA
OG0010105	LOC115483704|XP_030081644.1|DHYD	LOC117587835|XP_034134687.1|DGUA
OG0010106	LOC111597968|XP_023168709.2|DHYD	LOC117590000|XP_034138178.1|DGUA
OG0010107	LOC111605284|XP_023179496.2|DHYD	LOC117592429|XP_034142071.1|DGUA
OG0010108	LOC111600765|XP_023172812.2|DHYD	LOC117592649|XP_034142484.1|DGUA
OG0010110	LOC111600461|XP_023172331.2|DHYD	LOC117587435|XP_034134005.1|DGUA
OG0010111	LOC111598072|XP_023168876.2|DHYD	LOC117589865|XP_034138025.1|DGUA
OG0010112	LOC111603244|XP_023176519.2|DHYD	LOC117589610|XP_034137577.1|DGUA
OG0010113	LOC111604672|XP_023178605.1|DHYD	LOC117580621|XP_034123090.1|DGUA
OG0010114	LOC111594172|XP_023163125.1|DHYD	LOC117590487|XP_034139035.1|DGUA
OG0010115	LOC111597364|XP_023167788.2|DHYD	LOC117590507|XP_034139084.1|DGUA, LOC117579195|XP_034120855.1|DGUA
OG0010116	LOC111605149|XP_023179300.2|DHYD	LOC117581515|XP_034124698.1|DGUA, LOC117581518|XP_034124700.1|DGUA, LOC117580882|XP_034123525.1|DGUA
OG0010117	LOC111593630|XP_023162268.1|DHYD	LOC117589177|XP_034136787.1|DGUA
OG0010118	LOC111605289|XP_030079959.1|DHYD	LOC117588391|XP_034135534.1|DGUA
OG0010119	LOC111595000|XP_030081764.1|DHYD	LOC117580942|XP_034123616.1|DGUA
OG0010120	LOC111603096|XP_023176324.1|DHYD	LOC117590410|XP_034138899.1|DGUA
OG0010121	LOC111593017|XP_023161324.2|DHYD	LOC117588435|XP_034135607.1|DGUA
OG0010122	LOC111596757|XP_023166866.1|DHYD	LOC117591435|XP_034140588.1|DGUA, LOC117591436|XP_034140589.1|DGUA
OG0010123	LOC111594904|XP_030078878.1|DHYD, LOC111594903|XP_030078850.1|DHYD	LOC117588611|XP_034135912.1|DGUA
OG0010125	LOC111596531|XP_030079552.1|DHYD	LOC117581172|XP_034124006.1|DGUA
OG0010126	LOC111603963|XP_023177568.2|DHYD	LOC117590926|XP_034139854.1|DGUA
OG0010127	LOC115482920|XP_030079082.1|DHYD, LOC111598799|XP_023169984.2|DHYD	LOC117588105|XP_034135067.1|DGUA
OG0010128	LOC111603978|XP_023177591.2|DHYD	LOC117587689|XP_034134472.1|DGUA
OG0010129	LOC111592627|XP_030079061.1|DHYD	LOC117587762|XP_034134586.1|DGUA
OG0010130	LOC111593762|XP_023162548.1|DHYD	LOC117588223|XP_034135260.1|DGUA
OG0010131	LOC111600354|XP_023172194.1|DHYD	LOC117584617|XP_034129525.1|DGUA
OG0010132	LOC111594754|XP_023163970.2|DHYD	LOC117587931|XP_034134809.1|DGUA
OG0010133	LOC111594719|XP_023163915.2|DHYD	LOC117587888|XP_034134755.1|DGUA
OG0010134	LOC111594795|XP_023164030.1|DHYD	LOC117587714|XP_034134510.1|DGUA
OG0010135	LOC111602211|XP_023174955.2|DHYD	LOC117587952|XP_034134840.1|DGUA
OG0010136	LOC111602255|XP_023175016.1|DHYD	LOC117587655|XP_034134437.1|DGUA
OG0010137	LOC111602305|XP_030079080.1|DHYD	LOC117588073|XP_034135029.1|DGUA
OG0010138	LOC111592053|XP_023159821.2|DHYD	LOC117588057|XP_034135005.1|DGUA
OG0010139	LOC111594792|XP_023164016.2|DHYD	LOC117582576|XP_034126313.1|DGUA
OG0010140	LOC111595577|XP_023165146.1|DHYD	LOC117581985|XP_034125367.1|DGUA
OG0010141	LOC111603534|XP_023176935.1|DHYD	LOC117584316|XP_034129036.1|DGUA
OG0010142	LOC111595853|XP_023165534.1|DHYD	LOC117581932|XP_034125303.1|DGUA
OG0010143	LOC111599462|XP_023170900.1|DHYD	LOC117591617|XP_034140820.1|DGUA, LOC117584239|XP_034128926.1|DGUA
OG0010144	LOC111594943|XP_023164205.2|DHYD	LOC117582202|XP_034125701.1|DGUA
OG0010145	LOC111599201|XP_023170560.1|DHYD	LOC117584401|XP_034129155.1|DGUA
OG0010146	LOC111599211|XP_023170576.1|DHYD	LOC117584853|XP_034129884.1|DGUA
OG0010147	LOC111602167|XP_023174893.1|DHYD	LOC117582183|XP_034125678.1|DGUA
OG0010148	LOC111594176|XP_030080526.1|DHYD	LOC117582660|XP_034126464.1|DGUA
OG0010149	LOC111596322|XP_023166256.2|DHYD	LOC117582368|XP_034125918.1|DGUA
OG0010150	LOC111600590|XP_023172549.1|DHYD	LOC117581918|XP_034125279.1|DGUA
OG0010151	LOC111603860|XP_023177435.1|DHYD	LOC117591078|XP_034140070.1|DGUA
OG0010152	LOC111591963|XP_023159674.2|DHYD	LOC117581938|XP_034125311.1|DGUA
OG0010153	LOC111601156|XP_023173400.1|DHYD	LOC117584534|XP_034129376.1|DGUA
OG0010154	LOC111601146|XP_023173381.1|DHYD	LOC117584144|XP_034128795.1|DGUA
OG0010155	LOC115483207|XP_030080331.1|DHYD	LOC117584387|XP_034129132.1|DGUA
OG0010156	LOC111599820|XP_023171376.2|DHYD	LOC117586917|XP_034133157.1|DGUA
OG0010157	LOC111599805|XP_023171355.2|DHYD, LOC115483182|XP_030080200.1|DHYD	LOC117579784|XP_034121734.1|DGUA
OG0010158	LOC111597510|XP_023168046.1|DHYD	LOC117579478|XP_034121264.1|DGUA
OG0010159	LOC111599602|XP_023171060.1|DHYD	LOC117579064|XP_034120661.1|DGUA
OG0010160	LOC111604497|XP_030081150.1|DHYD	LOC117584048|XP_034128679.1|DGUA
OG0010161	LOC111604702|XP_023178643.1|DHYD	LOC117588935|XP_034136403.1|DGUA
OG0010163	LOC111596020|XP_023165813.2|DHYD	LOC117580049|XP_034122178.1|DGUA
OG0010164	LOC111604768|XP_023178734.1|DHYD	LOC117586989|XP_034133280.1|DGUA
OG0010165	LOC111598065|XP_023168866.2|DHYD	LOC117587342|XP_034133873.1|DGUA
OG0010166	LOC111598884|XP_023170118.2|DHYD	LOC117580286|XP_034122653.1|DGUA
OG0010167	LOC111595670|XP_023165262.2|DHYD	LOC117580136|XP_034122325.1|DGUA
OG0010169	LOC115483725|XP_030081768.1|DHYD	LOC117580554|XP_034123045.1|DGUA
OG0010170	LOC111599247|XP_023170616.2|DHYD	LOC117579319|XP_034121022.1|DGUA
OG0010171	LOC111599251|XP_023170619.1|DHYD	LOC117580540|XP_034123025.1|DGUA
OG0010172	LOC111595067|XP_023164392.2|DHYD	LOC117591234|XP_034140299.1|DGUA
OG0010173	LOC111592468|XP_023160443.2|DHYD	LOC117588959|XP_034136441.1|DGUA
OG0010174	LOC111601255|XP_023173528.1|DHYD	LOC117578639|XP_034120136.1|DGUA
OG0010175	LOC111601241|XP_023173507.2|DHYD	LOC117580325|XP_034122715.1|DGUA
OG0010176	LOC111601263|XP_023173538.1|DHYD	LOC117587625|XP_034134379.1|DGUA
OG0010177	LOC111593721|XP_023162460.2|DHYD	LOC117581567|XP_034124797.1|DGUA
OG0010178	LOC111594126|XP_023163052.2|DHYD	LOC117592293|XP_034141851.1|DGUA
OG0010179	LOC111604464|XP_023178314.2|DHYD	LOC117580466|XP_034122933.1|DGUA
OG0010180	LOC111592282|XP_023160152.2|DHYD	LOC117579103|XP_034120717.1|DGUA
OG0010181	LOC111599230|XP_023170596.2|DHYD	LOC117579996|XP_034122084.1|DGUA
OG0010182	LOC111602088|XP_023174790.2|DHYD	LOC117580000|XP_034122093.1|DGUA
OG0010183	LOC111602089|XP_023174791.1|DHYD	LOC117580007|XP_034122106.1|DGUA
OG0010184	LOC111600771|XP_023172817.1|DHYD	LOC117583592|XP_034127876.1|DGUA
OG0010185	LOC111600772|XP_023172820.2|DHYD	LOC117583577|XP_034127851.1|DGUA
OG0010186	LOC111604324|XP_023178146.1|DHYD	LOC117580296|XP_034122668.1|DGUA
OG0010187	LOC111593186|XP_023161566.2|DHYD	LOC117591374|XP_034140511.1|DGUA
OG0010188	LOC111605218|XP_023179408.1|DHYD	LOC117592489|XP_034142224.1|DGUA
OG0010189	LOC111605212|XP_023179404.1|DHYD	LOC117585297|XP_034130620.1|DGUA
OG0010190	LOC111605268|XP_023179479.1|DHYD	LOC117591890|XP_034141164.1|DGUA
OG0010191	LOC111605276|XP_023179488.1|DHYD	LOC117591885|XP_034141159.1|DGUA
OG0010192	LOC111597719|XP_023168326.1|DHYD	LOC117584271|XP_034128977.1|DGUA
OG0010193	LOC111599914|XP_023171510.1|DHYD	LOC117578606|XP_034120089.1|DGUA
OG0010194	LOC111593120|XP_023161489.1|DHYD	LOC117579697|XP_034121579.1|DGUA
OG0010195	LOC111593129|XP_023161499.2|DHYD	LOC117579698|XP_034121580.1|DGUA
OG0010196	LOC111593901|XP_023162739.2|DHYD	LOC117578885|XP_034120571.1|DGUA
OG0010197	LOC111595724|XP_023165343.2|DHYD	LOC117586859|XP_034133049.1|DGUA
OG0010198	LOC111600566|XP_023172518.1|DHYD	LOC117589324|XP_034137059.1|DGUA
OG0010199	LOC111597021|XP_023167298.1|DHYD	LOC117592587|XP_034142365.1|DGUA
OG0010200	LOC111595411|XP_023164891.2|DHYD	LOC117583840|XP_034128343.1|DGUA
OG0010201	LOC111594322|XP_023163334.1|DHYD	LOC117587246|XP_034133712.1|DGUA
OG0010202	LOC111597040|XP_030081972.1|DHYD	LOC117578579|XP_034120052.1|DGUA
OG0010203	LOC111592515|XP_023160527.2|DHYD	LOC117592328|XP_034141910.1|DGUA
OG0010204	LOC111602571|XP_023175495.2|DHYD	LOC117585842|XP_034131478.1|DGUA
OG0010205	LOC111596990|XP_023167249.1|DHYD	LOC117591832|XP_034141079.1|DGUA
OG0010206	LOC111597106|XP_023167416.1|DHYD	LOC117579117|XP_034120740.1|DGUA
OG0010207	LOC111592192|XP_023160026.2|DHYD	LOC117584006|XP_034128630.1|DGUA
OG0010208	LOC115483801|XP_030081974.1|DHYD	LOC117592699|XP_034142555.1|DGUA
OG0010209	LOC111592205|XP_023160040.2|DHYD	LOC117592702|XP_034142559.1|DGUA
OG0010210	LOC111592117|XP_023159916.1|DHYD	LOC117592274|XP_034141826.1|DGUA
OG0010211	LOC111592108|XP_023159907.1|DHYD	LOC117592056|XP_034141442.1|DGUA
OG0010212	LOC111597076|XP_023167374.1|DHYD	LOC117583904|XP_034128476.1|DGUA
OG0010213	LOC111597086|XP_023167389.2|DHYD	LOC117587705|XP_034134499.1|DGUA
OG0010214	LOC111597010|XP_023167282.1|DHYD	LOC117579848|XP_034121842.1|DGUA
OG0010215	LOC115482763|XP_030078552.1|DHYD	LOC117584168|XP_034128827.1|DGUA
OG0010216	LOC111593353|XP_023161837.1|DHYD	LOC117592041|XP_034141404.1|DGUA
OG0010217	LOC111593716|XP_023162455.2|DHYD	LOC117581703|XP_034124976.1|DGUA
OG0010218	LOC111593182|XP_030082014.1|DHYD	LOC117592001|XP_034141340.1|DGUA
OG0010219	LOC111594290|XP_023163302.1|DHYD	LOC117580773|XP_034123361.1|DGUA
OG0010220	LOC111593971|XP_023162833.2|DHYD	LOC117579980|XP_034122092.1|DGUA
OG0010221	LOC111594000|XP_023162865.2|DHYD	LOC117579819|XP_034121841.1|DGUA
OG0010222	LOC111595040|XP_023164337.1|DHYD	LOC117587323|XP_034133884.1|DGUA
OG0010223	LOC111594631|XP_023163795.1|DHYD	LOC117586977|XP_034133296.1|DGUA
OG0010224	LOC111595407|XP_023164888.2|DHYD	LOC117587644|XP_034134424.1|DGUA
OG0010225	LOC111604573|XP_023178443.2|DHYD	LOC117586358|XP_034132269.1|DGUA
OG0010226	LOC111603442|XP_023176797.2|DHYD	LOC117586033|XP_034131769.1|DGUA
OG0010227	LOC111604934|XP_023178973.1|DHYD	LOC117586557|XP_034132611.1|DGUA
OG0010228	LOC111601389|XP_023173699.2|DHYD	LOC117586266|XP_034132100.1|DGUA
OG0010229	LOC111603642|XP_023177088.2|DHYD	LOC117586444|XP_034132375.1|DGUA
OG0010230	LOC111603599|XP_023177026.2|DHYD	LOC117586455|XP_034132389.1|DGUA
OG0010231	LOC111603269|XP_023176549.2|DHYD	LOC117582966|XP_034126973.1|DGUA
OG0010232	LOC111605591|XP_023179963.1|DHYD	LOC117589562|XP_034137492.1|DGUA
OG0010233	LOC111600039|XP_023171734.2|DHYD	LOC117589680|XP_034137725.1|DGUA
OG0010234	LOC111594547|XP_023163667.1|DHYD	LOC117583405|XP_034127582.1|DGUA
OG0010235	LOC111592688|XP_023160823.2|DHYD	LOC117584953|XP_034130041.1|DGUA
OG0010236	LOC111597819|XP_023168476.1|DHYD	LOC117583780|XP_034128233.1|DGUA
OG0010237	LOC111601523|XP_023173907.1|DHYD	LOC117585709|XP_034131237.1|DGUA
OG0010238	LOC111604986|XP_023179050.2|DHYD	LOC117591226|XP_034140291.1|DGUA
OG0010239	LOC111597866|XP_023168557.1|DHYD	LOC117582975|XP_034126988.1|DGUA
OG0010240	LOC111597860|XP_023168550.1|DHYD	LOC117584136|XP_034128780.1|DGUA
OG0010241	LOC111598318|XP_023169283.1|DHYD	LOC117589602|XP_034137567.1|DGUA
OG0010242	LOC111596402|XP_023166376.2|DHYD	LOC117583127|XP_034127209.1|DGUA
OG0010243	LOC111597157|XP_023167480.2|DHYD	LOC117583553|XP_034127805.1|DGUA
OG0010244	LOC111594496|XP_023163575.2|DHYD	LOC117582942|XP_034126939.1|DGUA
OG0010245	LOC111599603|XP_023171057.1|DHYD	LOC117586240|XP_034132068.1|DGUA
OG0010246	LOC111605566|XP_023179908.1|DHYD	LOC117589700|XP_034137753.1|DGUA
OG0010247	LOC111605497|XP_023179815.2|DHYD	LOC117582906|XP_034126891.1|DGUA
OG0010248	LOC111601440|XP_023173784.1|DHYD	LOC117583515|XP_034127751.1|DGUA
OG0010249	LOC111592011|XP_023159767.1|DHYD	LOC117590116|XP_034138357.1|DGUA
OG0010250	LOC111594532|XP_023163637.2|DHYD	LOC117589821|XP_034137943.1|DGUA
OG0010251	LOC111600671|XP_023172687.2|DHYD	LOC117584949|XP_034130033.1|DGUA
OG0010253	LOC111603833|XP_023177365.1|DHYD	LOC117591986|XP_034141320.1|DGUA
OG0010254	LOC111603811|XP_023177335.2|DHYD	LOC117580460|XP_034122928.1|DGUA
OG0010256	LOC111605500|XP_023179817.1|DHYD	LOC117582984|XP_034127000.1|DGUA
OG0010258	LOC111604407|XP_023178229.1|DHYD	LOC117580478|XP_034122952.1|DGUA
OG0010259	LOC115483184|XP_030080213.1|DHYD, LOC111599804|XP_023171354.2|DHYD, LOC115483179|XP_030080197.1|DHYD	LOC117580532|XP_034123017.1|DGUA
OG0010260	LOC111600355|XP_023172195.2|DHYD	LOC117584094|XP_034128733.1|DGUA
OG0010267	LOC111596140|XP_023165991.2|DHYD	LOC117589316|XP_034137014.1|DGUA
OG0010277	LOC111603661|XP_023177112.1|DHYD	LOC117589846|XP_034137993.1|DGUA
OG0010279	LOC111594537|XP_023163646.2|DHYD	LOC117582897|XP_034126881.1|DGUA
OG0010280	LOC111600186|XP_023171960.1|DHYD	LOC117588563|XP_034135841.1|DGUA
OG0010282	LOC111595900|XP_023165608.2|DHYD	LOC117583202|XP_034127297.1|DGUA
OG0010283	LOC111602956|XP_023176096.1|DHYD	LOC117586472|XP_034132452.1|DGUA
OG0010284	LOC111603242|XP_023176516.1|DHYD	LOC117582845|XP_034126790.1|DGUA
OG0010285	LOC111599960|XP_023171609.2|DHYD	LOC117585633|XP_034131108.1|DGUA
OG0010287	LOC111603623|XP_023177061.1|DHYD	LOC117589843|XP_034137990.1|DGUA
OG0010288	LOC111602663|XP_023175615.1|DHYD	LOC117582853|XP_034126812.1|DGUA
OG0010289	LOC111595930|XP_023165660.2|DHYD	LOC117583308|XP_034127443.1|DGUA
OG0010290	LOC111593677|XP_023162337.1|DHYD	LOC117583442|XP_034127634.1|DGUA
OG0010292	LOC115483350|XP_030080766.1|DHYD	LOC117589859|XP_034138014.1|DGUA
OG0010293	LOC111595504|XP_023165044.2|DHYD	LOC117582490|XP_034126153.1|DGUA
OG0010294	LOC111594298|XP_030081062.1|DHYD	LOC117587615|XP_034134362.1|DGUA
OG0010295	LOC111602290|XP_023175058.2|DHYD	LOC117587926|XP_034134804.1|DGUA
OG0010296	LOC111593308|XP_023161769.2|DHYD	LOC117578852|XP_034120532.1|DGUA
OG0010298	LOC111600701|XP_023172723.2|DHYD	LOC117582139|XP_034125616.1|DGUA
OG0010299	LOC111599926|XP_023171541.1|DHYD	LOC117584368|XP_034129099.1|DGUA
OG0010300	LOC111605277|XP_023179489.1|DHYD	LOC117584657|XP_034129579.1|DGUA
OG0010301	LOC111592390|XP_023160334.2|DHYD	LOC117586037|XP_034131774.1|DGUA
OG0010302	LOC111598020|XP_023168800.2|DHYD	LOC117589811|XP_034137934.1|DGUA
OG0010303	LOC111600015|XP_023171688.2|DHYD	LOC117580889|XP_034123569.1|DGUA
OG0010304	LOC111604746|XP_023178690.2|DHYD	LOC117580873|XP_034123514.1|DGUA
OG0010305	LOC111605333|XP_023179569.1|DHYD	LOC117590961|XP_034139904.1|DGUA
OG0010306	LOC111596537|XP_023166576.1|DHYD	LOC117590946|XP_034139885.1|DGUA
OG0010308	LOC111597434|XP_023167910.1|DHYD	LOC117588588|XP_034135883.1|DGUA
OG0010309	LOC111601556|XP_023173966.2|DHYD	LOC117586877|XP_034133068.1|DGUA
OG0010310	LOC111600336|XP_023172209.2|DHYD	LOC117588345|XP_034135446.1|DGUA
OG0010311	LOC111595951|XP_023165689.2|DHYD	LOC117590208|XP_034138551.1|DGUA
OG0010312	LOC111595363|XP_030079939.1|DHYD	LOC117590330|XP_034138716.1|DGUA
OG0010313	LOC111593127|XP_023161497.2|DHYD	LOC117589285|XP_034136967.1|DGUA
OG0010314	LOC111597599|XP_023168171.2|DHYD	LOC117588363|XP_034135469.1|DGUA
OG0010315	LOC111596577|XP_023166618.2|DHYD	LOC117580775|XP_034123362.1|DGUA
OG0010318	LOC111593429|XP_023161941.2|DHYD	LOC117591047|XP_034140034.1|DGUA
OG0010320	LOC111605490|XP_023179808.2|DHYD	LOC117591295|XP_034140387.1|DGUA
OG0010321	LOC111591939|XP_030079620.1|DHYD	LOC117579951|XP_034122016.1|DGUA
OG0010323	LOC111601465|XP_023173815.1|DHYD	LOC117588845|XP_034136231.1|DGUA
OG0010325	LOC115483419|XP_030081182.1|DHYD, LOC111593208|XP_030079281.1|DHYD	LOC117579562|XP_034121375.1|DGUA
OG0010326	LOC111596863|XP_023167072.2|DHYD	LOC117587378|XP_034133919.1|DGUA
OG0010327	LOC111601677|XP_023174144.2|DHYD	LOC117589260|XP_034136928.1|DGUA
OG0010328	LOC111604709|XP_023178650.1|DHYD	LOC117588960|XP_034136438.1|DGUA
OG0010329	LOC111604695|XP_023178634.2|DHYD	LOC117588938|XP_034136407.1|DGUA
OG0010330	LOC111599269|XP_023170636.1|DHYD	LOC117579941|XP_034121988.1|DGUA
OG0010332	LOC111591882|XP_023159551.2|DHYD	LOC117581032|XP_034123753.1|DGUA
OG0010333	LOC111592638|XP_023160750.1|DHYD	LOC117584625|XP_034129537.1|DGUA
OG0010334	LOC111603790|XP_023177309.1|DHYD	LOC117582475|XP_034126109.1|DGUA
OG0010335	LOC111596541|XP_023166581.2|DHYD	LOC117590943|XP_034139877.1|DGUA
OG0010337	LOC111593512|XP_023162067.1|DHYD	LOC117591029|XP_034140015.1|DGUA
OG0010338	LOC111596726|XP_023166823.1|DHYD	LOC117581538|XP_034124743.1|DGUA
OG0010339	LOC111594168|XP_023163122.1|DHYD	LOC117587065|XP_034133398.1|DGUA
OG0010340	LOC111592982|XP_023161247.1|DHYD	LOC117588573|XP_034135860.1|DGUA
OG0010341	LOC111592981|XP_023161245.1|DHYD	LOC117588572|XP_034135859.1|DGUA
OG0010342	LOC111591904|XP_030079557.1|DHYD	LOC117590544|XP_034139164.1|DGUA
OG0010343	LOC111596714|XP_023166803.1|DHYD	LOC117580984|XP_034123670.1|DGUA
OG0010344	LOC111598858|XP_023170067.2|DHYD	LOC117581466|XP_034124579.1|DGUA
OG0010345	LOC111598187|XP_023169054.2|DHYD	LOC117591376|XP_034140509.1|DGUA
OG0010346	LOC111605148|XP_023179299.2|DHYD	LOC117590768|XP_034139605.1|DGUA
OG0010347	LOC115482973|XP_030079430.1|DHYD, LOC111593398|XP_030079423.1|DHYD	LOC117581523|XP_034124708.1|DGUA
OG0010349	LOC111593813|XP_023162650.2|DHYD	LOC117590710|XP_034139501.1|DGUA
OG0010350	LOC111605653|XP_030079675.1|DHYD	LOC117580751|XP_034123334.1|DGUA
OG0010351	LOC111605457|XP_023179747.1|DHYD	LOC117591043|XP_034140029.1|DGUA
OG0010352	LOC111594247|XP_023163226.1|DHYD	LOC117588739|XP_034136107.1|DGUA
OG0010353	LOC115483724|XP_030081767.1|DHYD	LOC117581175|XP_034124009.1|DGUA
OG0010354	LOC111601644|XP_023174091.1|DHYD	LOC117581584|XP_034124826.1|DGUA
OG0010355	LOC111591898|XP_023159574.2|DHYD	LOC117580788|XP_034123375.1|DGUA
OG0010356	LOC111593018|XP_023161326.2|DHYD	LOC117588382|XP_034135497.1|DGUA
OG0010357	LOC111594256|XP_023163245.2|DHYD	LOC117588371|XP_034135478.1|DGUA
OG0010358	LOC111603216|XP_023176482.2|DHYD	LOC117581352|XP_034124375.1|DGUA
OG0010359	LOC111601881|XP_023174491.2|DHYD	LOC117590784|XP_034139624.1|DGUA
OG0010360	LOC111601918|XP_023174534.1|DHYD	LOC117590702|XP_034139492.1|DGUA
OG0010361	LOC111601897|XP_023174508.2|DHYD	LOC117590697|XP_034139489.1|DGUA
OG0010362	LOC111601899|XP_023174509.1|DHYD	LOC117590731|XP_034139530.1|DGUA
OG0010363	LOC111594067|XP_023162967.1|DHYD	LOC117581345|XP_034124363.1|DGUA
OG0010364	LOC111594054|XP_023162940.2|DHYD	LOC117590354|XP_034138780.1|DGUA
OG0010365	LOC111598347|XP_023169324.1|DHYD	LOC117581252|XP_034124147.1|DGUA
OG0010366	LOC111594999|XP_023164267.1|DHYD	LOC117580981|XP_034123666.1|DGUA
OG0010367	LOC111605048|XP_030078904.1|DHYD	LOC117588603|XP_034135903.1|DGUA
OG0010369	LOC111601621|XP_023174057.1|DHYD	LOC117590247|XP_034138611.1|DGUA
OG0010370	LOC111596568|XP_023166610.2|DHYD	LOC117580776|XP_034123363.1|DGUA
OG0010371	LOC111603353|XP_023176668.1|DHYD	LOC117581284|XP_034124199.1|DGUA
OG0010372	LOC111597566|XP_023168136.2|DHYD	LOC117588693|XP_034136032.1|DGUA
