Orthogroup	DHYD.longest_only	DVIR.longest_only
OG0010519	LOC111592104|XP_023159901.1|DHYD	LOC6626288|XP_002049225.2|DVIR
OG0010521	LOC111594192|XP_023163158.1|DHYD	LOC6625670|XP_002049370.2|DVIR
OG0010522	LOC111597017|XP_023167291.1|DHYD	LOC6626199|XP_002049877.1|DVIR
OG0010523	LOC111597016|XP_023167290.2|DHYD	LOC6626196|XP_015029849.1|DVIR
OG0010524	LOC111597099|XP_023167409.1|DHYD	LOC6626698|XP_015029344.1|DVIR
OG0010525	LOC111594442|XP_023163501.2|DHYD	LOC6626397|XP_002049134.1|DVIR
OG0010526	LOC111594588|XP_023163719.2|DHYD	LOC6626395|XP_002049132.1|DVIR
OG0010527	LOC111593113|XP_023161485.2|DHYD	LOC6625368|XP_002049064.2|DVIR
OG0010528	LOC111594083|XP_023162999.1|DHYD	LOC6625940|XP_002049051.2|DVIR
OG0010529	LOC111594388|XP_023163426.2|DHYD	LOC26530483|XP_015030209.1|DVIR
OG0010530	LOC111594097|XP_023163021.2|DHYD	LOC6625373|XP_002048989.1|DVIR
OG0010531	LOC111598567|XP_023169636.1|DHYD	LOC6636749|XP_002060210.2|DVIR
OG0010532	LOC111598631|XP_023169741.2|DHYD	LOC6629446|XP_002053163.1|DVIR
OG0010533	LOC111599272|XP_023170639.2|DHYD	LOC116650742|XP_032291192.1|DVIR
OG0010534	LOC111596443|XP_023166434.2|DHYD	LOC6632867|XP_002056553.1|DVIR
OG0010535	LOC111602045|XP_023174724.1|DHYD	LOC6632551|XP_002056534.1|DVIR
OG0010536	LOC111596702|XP_023166789.2|DHYD	LOC6632519|XP_002056529.1|DVIR
OG0010537	LOC111603643|XP_023177089.1|DHYD	LOC6631237|XP_002054666.1|DVIR
OG0010538	LOC111604620|XP_023178509.2|DHYD	LOC6631297|XP_032290332.1|DVIR
OG0010540	LOC111603297|XP_023176588.1|DHYD	LOC6632803|XP_032289551.1|DVIR
OG0010541	LOC111594535|XP_023163643.2|DHYD	LOC6635175|XP_002058579.1|DVIR
OG0010542	LOC111594517|XP_023163613.1|DHYD	LOC6634951|XP_002058539.1|DVIR
OG0010543	LOC111594593|XP_023163722.1|DHYD	LOC6632436|XP_002056166.2|DVIR
OG0010544	LOC111594549|XP_023163670.2|DHYD	LOC6632469|XP_002056170.1|DVIR
OG0010545	LOC111594603|XP_030080608.1|DHYD	LOC6632415|XP_002056211.1|DVIR
OG0010546	LOC111604221|XP_023177959.1|DHYD	LOC116651880|XP_032295052.1|DVIR
OG0010547	LOC111604243|XP_023177995.2|DHYD	LOC6635105|XP_002058665.2|DVIR
OG0010548	LOC111596451|XP_023166448.2|DHYD	LOC6634921|XP_002058681.2|DVIR
OG0010549	LOC111604258|XP_023178017.1|DHYD	LOC6632547|XP_002055826.1|DVIR
OG0010550	LOC111592706|XP_023160862.2|DHYD	LOC6632218|XP_002055886.1|DVIR
OG0010551	LOC111597887|XP_023168590.2|DHYD	LOC6632264|XP_002055899.2|DVIR
OG0010552	LOC111597843|XP_023168517.1|DHYD	LOC6632884|XP_002055936.1|DVIR
OG0010553	LOC111597823|XP_023168479.2|DHYD	LOC6633020|XP_002055937.1|DVIR
OG0010554	LOC111593227|XP_023161646.2|DHYD	LOC6633218|XP_002055983.1|DVIR
OG0010555	LOC111597759|XP_023168381.1|DHYD	LOC6632384|XP_002056007.1|DVIR
OG0010556	LOC111604997|XP_023179087.1|DHYD	LOC6632996|XP_002056497.1|DVIR
OG0010557	LOC111600270|XP_023172086.1|DHYD	LOC6630324|XP_002053434.1|DVIR
OG0010559	LOC111595182|XP_023164529.2|DHYD	LOC6630439|XP_002053480.1|DVIR
OG0010560	LOC111595349|XP_023164792.2|DHYD	LOC6631169|XP_002053517.2|DVIR
OG0010561	LOC111601328|XP_023173625.1|DHYD	LOC6629400|XP_002053580.1|DVIR
OG0010562	LOC111597191|XP_023167530.1|DHYD	LOC6629956|XP_002053614.1|DVIR
OG0010563	LOC111597187|XP_023167525.1|DHYD	LOC6629958|XP_002053616.1|DVIR
OG0010564	LOC111601451|XP_023173796.2|DHYD	LOC6630611|XP_002054486.2|DVIR
OG0010565	LOC111592484|XP_023160472.2|DHYD	LOC6629495|XP_002054515.1|DVIR
OG0010566	LOC111592471|XP_023160454.1|DHYD	LOC26530382|XP_015027793.1|DVIR
OG0010568	LOC111601989|XP_023174646.2|DHYD	LOC6629435|XP_002054070.1|DVIR
OG0010569	LOC111602007|XP_023174662.2|DHYD	LOC6630469|XP_002054105.1|DVIR
OG0010570	LOC111602022|XP_023174690.1|DHYD	LOC6631038|XP_002054129.1|DVIR
OG0010571	LOC111600632|XP_023172603.2|DHYD	LOC6630146|XP_032295151.1|DVIR
OG0010572	LOC111599433|XP_023170854.1|DHYD	LOC6630709|XP_002054202.1|DVIR
OG0010573	LOC111596401|XP_023166374.2|DHYD	LOC6630714|XP_002054207.1|DVIR
OG0010575	LOC111596404|XP_023166378.1|DHYD	LOC6630719|XP_015026978.1|DVIR
OG0010576	LOC111595673|XP_023165276.1|DHYD	LOC6630094|XP_002054261.1|DVIR
OG0010577	LOC111594499|XP_023163578.2|DHYD	LOC6632700|XP_002056033.2|DVIR
OG0010578	LOC111594426|XP_030080689.1|DHYD	LOC6633069|XP_002056141.1|DVIR
OG0010579	LOC111604231|XP_023177976.1|DHYD	LOC6629585|XP_002054877.1|DVIR
OG0010580	LOC111599586|XP_023171028.2|DHYD	LOC6629454|XP_032294979.1|DVIR
OG0010581	LOC111598857|XP_023170068.2|DHYD	LOC6630873|XP_002054321.1|DVIR
OG0010582	LOC111598578|XP_023169655.2|DHYD	LOC26530506|XP_015027804.2|DVIR
OG0010583	LOC111601483|XP_023173839.2|DHYD	LOC6630696|XP_002054403.1|DVIR
OG0010584	LOC111595684|XP_023165292.2|DHYD	LOC6630402|XP_015027629.1|DVIR
OG0010585	LOC111602779|XP_023175813.2|DHYD	LOC6629643|XP_002054848.1|DVIR
OG0010586	LOC111602414|XP_023175213.2|DHYD	LOC6633870|XP_002056972.1|DVIR
OG0010588	LOC111603288|XP_023176577.1|DHYD	LOC26530893|XP_015027839.1|DVIR
OG0010589	LOC111603796|XP_023177312.1|DHYD	LOC6626635|XP_032292031.1|DVIR
OG0010590	LOC111599367|XP_023170768.1|DHYD	LOC6628666|XP_002051822.2|DVIR, LOC26530500|XP_032294535.1|DVIR
OG0010592	LOC111603525|XP_023176925.2|DHYD	LOC6635720|XP_002059157.3|DVIR
OG0010593	LOC111601003|XP_023173169.2|DHYD	LOC6624385|XP_002048075.1|DVIR
OG0010595	LOC115483756|XP_030081863.1|DHYD, LOC115483449|XP_030081303.1|DHYD	LOC26530424|XP_032289964.1|DVIR
OG0010597	LOC111598725|XP_023169884.2|DHYD	LOC6624249|XP_002047115.1|DVIR
OG0010598	LOC111597585|XP_023168152.1|DHYD	LOC6622422|XP_002047937.2|DVIR
OG0010599	LOC111592616|XP_023160719.1|DHYD	LOC6634277|XP_032293736.1|DVIR
OG0010600	LOC111592596|XP_023160681.2|DHYD	LOC6634328|XP_002057681.1|DVIR
OG0010601	LOC111594775|XP_023163992.2|DHYD	LOC26531530|XP_015028950.1|DVIR
OG0010608	LOC111597444|XP_023167931.1|DHYD	LOC26531295|XP_032293889.1|DVIR
OG0010610	LOC115483163|XP_030080175.1|DHYD	LOC116650019|XP_032289245.1|DVIR
OG0010612	LOC111596349|XP_023166308.1|DHYD	LOC6628164|XP_002051460.2|DVIR
OG0010613	LOC111595045|XP_023164339.2|DHYD	LOC6622974|XP_002048177.1|DVIR
OG0010616	LOC111602678|XP_023175665.1|DHYD	LOC26531176|XP_015024985.2|DVIR
OG0010622	LOC111603018|XP_023176205.2|DHYD	LOC26530833|XP_015027831.1|DVIR
OG0010627	LOC111603494|XP_023176869.2|DHYD	LOC6635160|XP_002058362.1|DVIR
OG0010628	LOC111602657|XP_023175597.1|DHYD	LOC116651863|XP_032294963.1|DVIR
OG0010630	LOC111600667|XP_023172683.2|DHYD	LOC6629913|XP_032295126.1|DVIR
OG0010631	LOC111602212|XP_023174956.2|DHYD	LOC6628709|XP_002051327.1|DVIR
OG0010635	LOC111593845|XP_023162658.2|DHYD	LOC6625040|XP_002048811.2|DVIR
OG0010637	LOC111596447|XP_023166440.1|DHYD	LOC6632930|XP_032289403.1|DVIR
OG0010638	LOC115482854|XP_030078962.1|DHYD	LOC6636167|XP_032295807.1|DVIR
OG0010639	LOC111597482|XP_023168004.2|DHYD	LOC6631603|XP_002055720.1|DVIR
OG0010640	LOC111600198|XP_023171981.2|DHYD	LOC6631604|XP_002055721.2|DVIR
OG0010641	LOC111600189|XP_023171966.1|DHYD	LOC6631607|XP_002055724.1|DVIR
OG0010643	LOC111598436|XP_023169445.1|DHYD	LOC6632061|XP_002055114.1|DVIR
OG0010644	LOC111593998|XP_023162858.2|DHYD	LOC6634591|XP_002058092.1|DVIR
OG0010646	LOC111604665|XP_023178593.1|DHYD	LOC6623723|XP_002046200.1|DVIR
OG0010647	LOC111595150|XP_023164499.2|DHYD	LOC26530701|XP_032291306.1|DVIR
OG0010649	LOC111601026|XP_023173203.2|DHYD	LOC26530400|XP_015031592.2|DVIR
OG0010650	LOC111598377|XP_023169353.1|DHYD	LOC6623266|XP_002046773.1|DVIR
OG0010651	LOC111604715|XP_023178656.2|DHYD	LOC6623784|XP_032290645.1|DVIR
OG0010653	LOC111601323|XP_023173621.2|DHYD	LOC6629493|XP_032288891.1|DVIR
OG0010657	LOC111598122|XP_023168947.1|DHYD	LOC6634756|XP_002058049.1|DVIR
OG0010658	LOC111598846|XP_023170050.2|DHYD	LOC6633519|XP_032296589.1|DVIR
OG0010659	LOC111605635|XP_030079677.1|DHYD	LOC6633796|XP_032295986.1|DVIR
OG0010660	LOC111594200|XP_023163203.2|DHYD	LOC6633793|XP_002057313.1|DVIR
OG0010661	LOC111593399|XP_023161888.2|DHYD	LOC6634414|XP_032296335.1|DVIR
OG0010662	LOC111601868|XP_023174476.1|DHYD	LOC6635502|XP_002059042.1|DVIR
OG0010664	LOC111602828|XP_023175906.2|DHYD	LOC6631353|XP_002055657.1|DVIR
OG0010665	LOC111593016|XP_023161323.2|DHYD	LOC6631839|XP_032295449.1|DVIR
OG0010666	LOC111596806|XP_023166935.2|DHYD	LOC6633433|XP_002057176.1|DVIR
OG0010667	LOC111605047|XP_023179150.2|DHYD	LOC6631385|XP_002054987.1|DVIR
OG0010669	LOC111604037|XP_023177662.2|DHYD	LOC6633568|XP_002057373.2|DVIR
OG0010671	LOC111601637|XP_023174075.2|DHYD	LOC6635568|XP_002058923.2|DVIR
OG0010674	LOC111602811|XP_023175877.2|DHYD	LOC116652009|XP_032295545.1|DVIR
OG0010675	LOC111596565|XP_023166606.2|DHYD	LOC6631319|XP_002055286.1|DVIR
OG0010676	LOC111603155|XP_030079315.1|DHYD	LOC6632181|XP_002055279.1|DVIR
OG0010677	LOC111602847|XP_023175927.1|DHYD	LOC6631437|XP_002055675.1|DVIR
OG0010678	LOC111603123|XP_023176364.1|DHYD	LOC6635425|XP_002059061.1|DVIR
OG0010679	LOC111601822|XP_023174412.2|DHYD	LOC6631718|XP_032295992.1|DVIR
OG0010680	LOC111598421|XP_023169429.1|DHYD	LOC6631689|XP_032295886.1|DVIR
OG0010681	LOC111598453|XP_023169477.1|DHYD	LOC6631688|XP_002055144.2|DVIR
OG0010682	LOC111598458|XP_023169482.2|DHYD	LOC6631639|XP_002055142.1|DVIR
OG0010684	LOC111598977|XP_023170243.1|DHYD	LOC6628570|XP_002051521.1|DVIR
OG0010685	LOC111594300|XP_023163305.2|DHYD	LOC6634080|XP_002057901.1|DVIR
OG0010686	LOC111594748|XP_023163964.2|DHYD	LOC6634176|XP_032289003.1|DVIR
OG0010687	LOC111594768|XP_023163985.1|DHYD	LOC6629123|XP_002052390.2|DVIR
OG0010688	LOC111601157|XP_023173402.2|DHYD	LOC6628952|XP_002052355.1|DVIR
OG0010689	LOC111602193|XP_023174926.2|DHYD	LOC6628621|XP_032294439.1|DVIR
OG0010690	LOC111601325|XP_023173626.2|DHYD	LOC6628481|XP_032294348.1|DVIR
OG0010691	LOC111600687|XP_023172712.1|DHYD	LOC26531857|XP_015028995.1|DVIR
OG0010692	LOC111600668|XP_023172688.2|DHYD	LOC26531398|XP_015028930.1|DVIR
OG0010693	LOC111596074|XP_023165896.1|DHYD	LOC26531102|XP_032294035.1|DVIR
OG0010694	LOC111605586|XP_030080328.1|DHYD	LOC6628519|XP_002051677.1|DVIR
OG0010695	LOC111602503|XP_023175346.2|DHYD	LOC6628423|XP_002051862.1|DVIR
OG0010696	LOC111594749|XP_023163965.2|DHYD	LOC6628351|XP_002052217.1|DVIR
OG0010697	LOC111605025|XP_023179124.2|DHYD	LOC6627459|XP_002052481.1|DVIR
OG0010699	LOC111603795|XP_023177315.1|DHYD	LOC6628741|XP_002051557.1|DVIR
OG0010701	LOC111596083|XP_023165912.1|DHYD	LOC6628999|XP_032294356.1|DVIR
OG0010703	LOC111599057|XP_023170346.1|DHYD	LOC6628372|XP_002052872.1|DVIR
OG0010704	LOC111596236|XP_023166122.1|DHYD	LOC6635613|XP_002059132.1|DVIR
OG0010705	LOC111592839|XP_023161032.1|DHYD	LOC6622440|XP_002046413.1|DVIR
OG0010706	LOC115483426|XP_030081240.1|DHYD, LOC111599841|XP_023171404.2|DHYD	LOC6623101|XP_002047858.1|DVIR
OG0010709	LOC111604722|XP_023178664.2|DHYD	LOC6623962|XP_002046256.3|DVIR
OG0010710	LOC111595269|XP_023164684.2|DHYD	LOC6624297|XP_002046342.2|DVIR
OG0010711	LOC111604897|XP_030078629.1|DHYD	LOC6633116|XP_032289548.1|DVIR
OG0010712	LOC111592756|XP_023160925.2|DHYD	LOC6623550|XP_002046781.1|DVIR
OG0010713	LOC111592731|XP_023160889.2|DHYD	LOC26530609|XP_032290538.1|DVIR
OG0010714	LOC111597380|XP_023167806.1|DHYD	LOC6624182|XP_002046890.3|DVIR
OG0010715	LOC111604403|XP_023178223.1|DHYD, LOC111604404|XP_023178224.2|DHYD, LOC111604402|XP_023178222.2|DHYD	LOC26530752|XP_015031645.1|DVIR
OG0010716	LOC111600936|XP_023173075.1|DHYD	LOC6623956|XP_002048661.1|DVIR
OG0010718	LOC111603336|XP_023176640.1|DHYD	LOC6623447|XP_032290026.1|DVIR
OG0010719	LOC111599273|XP_023170640.2|DHYD	LOC6623235|XP_002048351.1|DVIR
OG0010720	LOC111595106|XP_023164439.2|DHYD	LOC6623696|XP_002048246.1|DVIR
OG0010721	LOC111595071|XP_023164395.1|DHYD	LOC6623664|XP_002048242.1|DVIR
OG0010726	LOC111600751|XP_023172797.1|DHYD	LOC6627215|XP_002050212.1|DVIR
OG0010728	LOC111593867|XP_023162695.2|DHYD	LOC6636421|XP_002059972.2|DVIR
OG0010729	LOC111597640|XP_023168213.2|DHYD	LOC6626704|XP_002050466.2|DVIR
OG0010730	LOC111595554|XP_023165115.1|DHYD	LOC26530865|XP_015030251.1|DVIR
OG0010733	LOC111592243|XP_023160095.2|DHYD	LOC6625176|XP_032293150.1|DVIR
OG0010735	LOC111592146|XP_023159960.2|DHYD	LOC6626730|XP_002049275.1|DVIR
OG0010737	LOC111604346|XP_023178178.1|DHYD	LOC116651241|XP_032293101.1|DVIR
OG0010738	LOC111598546|XP_030081595.1|DHYD	LOC6629273|XP_002052979.1|DVIR
OG0010739	LOC111604889|XP_023178897.2|DHYD	LOC6633155|XP_032289614.1|DVIR
OG0010740	LOC111595736|XP_023165352.2|DHYD	LOC6632639|XP_002056640.1|DVIR
OG0010743	LOC111604992|XP_023179078.2|DHYD	LOC6632452|XP_002056514.2|DVIR
OG0010744	LOC111602714|XP_023175724.1|DHYD	LOC6632740|XP_002056455.2|DVIR
OG0010745	LOC111602961|XP_023176105.1|DHYD	LOC6630986|XP_002053231.2|DVIR
OG0010746	LOC111604918|XP_023178934.1|DHYD	LOC6628201|XP_032294113.1|DVIR
OG0010747	LOC111600865|XP_023172953.2|DHYD	LOC6629704|XP_032296733.1|DVIR
OG0010748	LOC111602398|XP_023175185.1|DHYD	LOC6632295|XP_002055821.1|DVIR
OG0010749	LOC111593355|XP_023161835.1|DHYD	LOC6630650|XP_002053306.1|DVIR
OG0010750	LOC111593368|XP_023161851.2|DHYD	LOC6630651|XP_032292167.1|DVIR
OG0010751	LOC111596210|XP_023166091.2|DHYD	LOC26530671|XP_015027816.1|DVIR
OG0010753	LOC111600002|XP_023171676.1|DHYD	LOC6635168|XP_032294944.1|DVIR
OG0010754	LOC111602692|XP_023175690.2|DHYD	LOC26531500|XP_015027906.1|DVIR
OG0010755	LOC111596441|XP_023166437.1|DHYD	LOC6635043|XP_002058686.1|DVIR
OG0010756	LOC111596435|XP_023166424.2|DHYD	LOC6635044|XP_002058687.2|DVIR
OG0010757	LOC111604275|XP_023178043.2|DHYD	LOC6632987|XP_002055837.1|DVIR
OG0010758	LOC111599423|XP_023170842.2|DHYD	LOC6632464|XP_002055850.1|DVIR
OG0010759	LOC111597885|XP_023168586.2|DHYD	LOC6632832|XP_002055918.1|DVIR
OG0010760	LOC111600291|XP_023172111.1|DHYD	LOC6630264|XP_002053423.1|DVIR
OG0010762	LOC111592478|XP_023160462.2|DHYD	LOC6631155|XP_002054509.1|DVIR, LOC6631156|XP_002054510.1|DVIR
OG0010763	LOC111594807|XP_023164037.1|DHYD	LOC6631264|XP_002053816.2|DVIR
OG0010764	LOC111597856|XP_023168538.1|DHYD	LOC6630964|XP_002053798.3|DVIR
OG0010765	LOC111596149|XP_023166006.2|DHYD	LOC6629681|XP_002053979.1|DVIR
OG0010766	LOC111597202|XP_023167543.1|DHYD	LOC6630517|XP_002054017.1|DVIR
OG0010767	LOC111597402|XP_023167849.2|DHYD	LOC6629432|XP_032295418.1|DVIR
OG0010768	LOC111601995|XP_023174651.1|DHYD	LOC6631037|XP_002054128.1|DVIR
OG0010769	LOC111596186|XP_023166061.1|DHYD	LOC6631119|XP_002054239.1|DVIR
OG0010770	LOC111594460|XP_023163525.2|DHYD	LOC6633070|XP_002056142.1|DVIR
OG0010771	LOC111600474|XP_023172353.1|DHYD	LOC6623673|XP_002046179.1|DVIR
OG0010772	LOC111599606|XP_023171061.2|DHYD	LOC6629299|XP_032295141.1|DVIR
OG0010773	LOC111599587|XP_023171029.2|DHYD	LOC6629451|XP_002054699.1|DVIR
OG0010774	LOC111605595|XP_023179970.1|DHYD	LOC6633033|XP_002056060.1|DVIR
OG0010777	LOC111595467|XP_023165003.1|DHYD	LOC6631131|XP_002053507.1|DVIR
OG0010778	LOC111592399|XP_023160344.1|DHYD	LOC6633208|XP_002056695.1|DVIR
OG0010780	LOC111595675|XP_023165279.2|DHYD	LOC6630810|XP_002054278.2|DVIR
OG0010781	LOC111602722|XP_023175735.2|DHYD	LOC6630228|XP_002054568.2|DVIR
OG0010782	LOC111604279|XP_023178063.2|DHYD, LOC111604280|XP_023178064.2|DHYD	LOC26530358|XP_015027789.1|DVIR
OG0010783	LOC111603015|XP_023176202.1|DHYD	LOC6631105|XP_032293817.1|DVIR
OG0010784	LOC111599723|XP_023171236.1|DHYD	LOC26531862|XP_032293220.1|DVIR
OG0010785	LOC111592219|XP_023160063.1|DHYD	LOC6626286|XP_002049223.2|DVIR
OG0010786	LOC111595247|XP_030081247.1|DHYD	LOC6625968|XP_002050962.2|DVIR
OG0010787	LOC115483457|XP_030081375.1|DHYD	LOC116650881|XP_032291685.1|DVIR
OG0010788	LOC111593736|XP_023162497.2|DHYD	LOC6625865|XP_002050858.1|DVIR
OG0010790	LOC111595587|XP_023165166.2|DHYD	LOC6626871|XP_002049615.1|DVIR
OG0010792	LOC111603229|XP_023176503.1|DHYD	LOC6635488|XP_002059078.2|DVIR
OG0010793	LOC111598112|XP_030078908.1|DHYD	LOC6633344|XP_002056785.2|DVIR
OG0010794	LOC111599703|XP_023171200.2|DHYD	LOC6626887|XP_002049421.2|DVIR
OG0010795	LOC111592750|XP_023160914.1|DHYD	LOC26531590|XP_015031771.1|DVIR
OG0010797	LOC111604689|XP_023178626.1|DHYD	LOC6623728|XP_002046222.2|DVIR
OG0010799	LOC111602988|XP_023176153.2|DHYD	LOC6630271|XP_002053700.1|DVIR
OG0010800	LOC111597604|XP_023168173.1|DHYD	LOC116649766|XP_032291126.1|DVIR
OG0010801	LOC111592588|XP_023160672.2|DHYD	LOC6634333|XP_002057686.1|DVIR
OG0010802	LOC111596099|XP_023165927.1|DHYD	LOC6627475|XP_002052125.1|DVIR
OG0010803	LOC111596285|XP_023166207.2|DHYD	LOC6628442|XP_002052227.1|DVIR
OG0010804	LOC111595929|XP_023165656.1|DHYD	LOC6635785|XP_015024504.1|DVIR
OG0010805	LOC111591965|XP_023159677.2|DHYD	LOC6635739|XP_002059210.1|DVIR
OG0010806	LOC111596138|XP_023165989.1|DHYD	LOC6627972|XP_032293959.1|DVIR
OG0010807	LOC111602205|XP_023174943.1|DHYD	LOC6628912|XP_002051380.1|DVIR
OG0010808	LOC111598446|XP_023169457.2|DHYD	LOC116651826|XP_032294796.1|DVIR, LOC6631492|XP_002055126.3|DVIR
OG0010810	LOC111592194|XP_023160028.2|DHYD	LOC26531232|XP_015030299.1|DVIR
OG0010813	LOC111592088|XP_023159878.2|DHYD	LOC6627749|XP_002051303.1|DVIR
OG0010823	LOC111598173|XP_023169037.2|DHYD	LOC6634504|XP_015025095.1|DVIR
OG0010828	LOC111603191|XP_023176445.2|DHYD	LOC6632113|XP_002055251.2|DVIR
OG0010829	LOC111602632|XP_023175562.1|DHYD	LOC116651925|XP_032295295.1|DVIR, LOC6634988|XP_002058490.2|DVIR
OG0010831	LOC111594090|XP_023163005.1|DHYD	LOC116651444|XP_032293696.1|DVIR
OG0010833	LOC111603839|XP_023177376.2|DHYD	LOC6626637|XP_002050814.2|DVIR
OG0010835	LOC111598249|XP_030080091.1|DHYD	LOC6632191|XP_032295659.1|DVIR
OG0010836	LOC111601076|XP_023173270.2|DHYD	LOC6622064|XP_002046452.1|DVIR
OG0010838	LOC111591875|XP_023159526.2|DHYD	LOC116650662|XP_032290876.1|DVIR
OG0010840	LOC111601004|XP_023173170.2|DHYD	LOC116650563|XP_032290430.1|DVIR
OG0010841	LOC111594641|XP_023163803.2|DHYD	LOC6634320|XP_002057460.1|DVIR
OG0010842	LOC111600116|XP_023171847.2|DHYD	LOC6626127|XP_002050034.1|DVIR
OG0010843	LOC111604470|XP_023178324.1|DHYD	LOC116651029|XP_032292493.1|DVIR
OG0010845	LOC111604729|XP_023178670.1|DHYD	LOC6634631|XP_002058030.2|DVIR
OG0010846	LOC111594169|XP_023163123.2|DHYD	LOC6634809|XP_002057922.1|DVIR
OG0010847	LOC111592073|XP_023159861.1|DHYD	LOC6633457|XP_002057340.1|DVIR
OG0010848	LOC111605626|XP_023180049.2|DHYD	LOC6633452|XP_002057335.1|DVIR
OG0010849	LOC111592462|XP_030079692.1|DHYD	LOC6633370|XP_015025443.2|DVIR
OG0010850	LOC111593161|XP_023161569.1|DHYD	LOC6633290|XP_002056873.2|DVIR
OG0010851	LOC111593013|XP_023161320.2|DHYD	LOC6631965|XP_002055228.2|DVIR
OG0010852	LOC111603360|XP_023176674.1|DHYD	LOC6631797|XP_002055376.1|DVIR
OG0010853	LOC111596786|XP_023166907.1|DHYD	LOC6633852|XP_002057204.1|DVIR
OG0010855	LOC111601639|XP_030079923.1|DHYD	LOC6635569|XP_015024618.1|DVIR
OG0010856	LOC111596532|XP_023166570.1|DHYD	LOC6631624|XP_002055566.2|DVIR
OG0010858	LOC111603184|XP_023176436.2|DHYD	LOC6636153|XP_032295666.1|DVIR
OG0010859	LOC111600317|XP_023172144.1|DHYD	LOC26530393|XP_015025361.1|DVIR
OG0010860	LOC111592576|XP_023160655.2|DHYD	LOC6628298|XP_002051183.1|DVIR
OG0010861	LOC111599129|XP_023170460.2|DHYD	LOC26531136|XP_015028893.1|DVIR
OG0010862	LOC111599359|XP_023170758.2|DHYD	LOC6627609|XP_002051976.2|DVIR
OG0010863	LOC111599971|XP_023171631.2|DHYD	LOC6629155|XP_002052449.1|DVIR
OG0010864	LOC111603522|XP_023176921.1|DHYD	LOC26531447|XP_015024563.1|DVIR
OG0010865	LOC111601147|XP_023173382.1|DHYD	LOC6627400|XP_002052152.2|DVIR
OG0010867	LOC111598471|XP_023169496.2|DHYD	LOC6622144|XP_002046986.1|DVIR
OG0010868	LOC111599454|XP_023170884.2|DHYD	LOC6636550|XP_002060054.1|DVIR
OG0010869	LOC115483458|XP_030081382.1|DHYD, LOC111603046|XP_023176258.1|DHYD	LOC6624306|XP_002047458.1|DVIR
OG0010871	LOC111603067|XP_023176293.2|DHYD	LOC26530729|XP_015031641.1|DVIR
OG0010872	LOC111604769|XP_023178736.1|DHYD	LOC116650707|XP_032291039.1|DVIR
OG0010873	LOC111603694|XP_023177158.2|DHYD	LOC6623287|XP_032290471.1|DVIR
OG0010874	LOC111602904|XP_023176013.2|DHYD	LOC6622342|XP_002046652.2|DVIR
OG0010876	LOC111594884|XP_023164138.1|DHYD	LOC6622420|XP_002046690.1|DVIR
OG0010877	LOC111601097|XP_023173301.2|DHYD	LOC6623679|XP_002046811.1|DVIR
OG0010878	LOC111599834|XP_023171396.1|DHYD	LOC6624397|XP_002047894.1|DVIR
OG0010879	LOC111603321|XP_023176611.2|DHYD	LOC6624345|XP_032291063.1|DVIR
OG0010880	LOC111599268|XP_023170635.2|DHYD	LOC6622206|XP_032291191.1|DVIR
OG0010881	LOC111605132|XP_023179273.1|DHYD	LOC6625971|XP_002050502.1|DVIR
OG0010883	LOC111593538|XP_023162108.1|DHYD	LOC6622921|XP_002048036.2|DVIR
OG0010884	LOC111592269|XP_023160135.1|DHYD	LOC26531358|XP_015031733.1|DVIR
OG0010885	LOC111604544|XP_023178410.1|DHYD	LOC6622339|XP_002047487.1|DVIR
OG0010886	LOC111604300|XP_023178099.1|DHYD	LOC6622605|XP_002047972.1|DVIR
OG0010887	LOC111604314|XP_023178134.2|DHYD	LOC26530486|XP_032290703.1|DVIR
OG0010888	LOC111605269|XP_023179480.1|DHYD	LOC6636404|XP_002059861.1|DVIR
OG0010889	LOC111602390|XP_023175178.2|DHYD	LOC6626914|XP_002050968.2|DVIR
OG0010891	LOC111593950|XP_030080902.1|DHYD	LOC6625598|XP_015029548.2|DVIR
OG0010893	LOC111594155|XP_023163104.2|DHYD	LOC6626154|XP_002049634.1|DVIR
OG0010895	LOC111596991|XP_023167250.2|DHYD	LOC6627270|XP_002049912.1|DVIR
OG0010896	LOC111597711|XP_023168319.2|DHYD	LOC116651015|XP_032292469.1|DVIR
OG0010897	LOC111602941|XP_023176067.1|DHYD	LOC26530924|XP_015027843.1|DVIR
OG0010898	LOC111592393|XP_023160337.2|DHYD	LOC6633192|XP_032289681.1|DVIR
OG0010899	LOC111598089|XP_023168906.2|DHYD	LOC6634975|XP_002058423.1|DVIR
OG0010900	LOC111594470|XP_023163538.1|DHYD	LOC6634840|XP_002058520.1|DVIR
OG0010902	LOC111604269|XP_023178034.2|DHYD	LOC6632544|XP_002055838.1|DVIR
OG0010903	LOC111597824|XP_023168480.1|DHYD	LOC6632921|XP_002055924.1|DVIR
OG0010905	LOC111595901|XP_023165609.2|DHYD	LOC6630444|XP_002053719.1|DVIR
OG0010909	LOC111604965|XP_023179012.1|DHYD	LOC6633121|XP_002056595.1|DVIR
OG0010910	LOC111596151|XP_023166008.2|DHYD	LOC6629682|XP_002053980.2|DVIR
OG0010911	LOC111599811|XP_023171365.1|DHYD	LOC6624204|XP_002047907.1|DVIR
OG0010912	LOC111602987|XP_023176151.1|DHYD	LOC6630270|XP_002053699.2|DVIR
