Orthogroup	DHYD.longest_only	CCAP.longest_only
OG0007097	LOC111602298|XP_023175070.2|DHYD	CCAP1982_LOCUS7965|CAD6999441.1|CCAP
OG0007098	LOC111601091|XP_023173290.2|DHYD	CCAP1982_LOCUS7969|CAD6999445.1|CCAP
OG0007099	LOC111594559|XP_023163683.1|DHYD	CCAP1982_LOCUS2724|CAD6993938.1|CCAP
OG0007100	LOC111598786|XP_030080282.1|DHYD	CCAP1982_LOCUS7691|CAD6999152.1|CCAP
OG0007102	LOC111595999|XP_030079232.1|DHYD	CCAP1982_LOCUS6630|CAD6998013.1|CCAP, CCAP1982_LOCUS6634|CAD6998017.1|CCAP, CCAP1982_LOCUS6637|CAD6998020.1|CCAP
OG0007103	LOC111603590|XP_023177017.1|DHYD	CCAP1982_LOCUS6721|CAD6998107.1|CCAP
OG0007104	LOC111592647|XP_023160761.1|DHYD	CCAP1982_LOCUS5635|CAD6996970.1|CCAP
OG0007105	LOC111594730|XP_023163930.1|DHYD	CCAP1982_LOCUS5711|CAD6997057.1|CCAP
OG0007106	LOC111599185|XP_023170538.1|DHYD	CCAP1982_LOCUS7479|CAD6998932.1|CCAP
OG0007107	LOC111594680|XP_023163863.1|DHYD	CCAP1982_LOCUS8486|CAD6999982.1|CCAP
OG0007109	LOC111595779|XP_023165431.1|DHYD	CCAP1982_LOCUS8807|CAD7000324.1|CCAP
OG0007110	LOC111595807|XP_023165466.2|DHYD	CCAP1982_LOCUS8571|CAD7000070.1|CCAP
OG0007111	LOC111596051|XP_023165866.1|DHYD	CCAP1982_LOCUS7393|CAD6998844.1|CCAP
OG0007112	LOC111599179|XP_023170532.2|DHYD	CCAP1982_LOCUS7501|CAD6998954.1|CCAP
OG0007113	LOC111598813|XP_023170005.2|DHYD	CCAP1982_LOCUS2444|CAD6993634.1|CCAP
OG0007114	LOC111602491|XP_023175325.1|DHYD	CCAP1982_LOCUS8259|CAD6999733.1|CCAP
OG0007115	LOC111595823|XP_023165497.2|DHYD	CCAP1982_LOCUS8261|CAD6999735.1|CCAP
OG0007116	LOC111603747|XP_023177235.1|DHYD	CCAP1982_LOCUS8864|CAD7000388.1|CCAP
OG0007117	LOC111599469|XP_023170906.2|DHYD	CCAP1982_LOCUS7696|CAD6999158.1|CCAP
OG0007118	LOC111592610|XP_023160710.2|DHYD	CCAP1982_LOCUS8559|CAD7000055.1|CCAP
OG0007124	LOC111595381|XP_023164848.2|DHYD	CCAP1982_LOCUS14438|CAD7006106.1|CCAP
OG0007125	LOC111599836|XP_023171397.2|DHYD	CCAP1982_LOCUS13823|CAD7005463.1|CCAP
OG0007126	LOC111595124|XP_023164464.2|DHYD	CCAP1982_LOCUS13816|CAD7005456.1|CCAP
OG0007127	LOC111592339|XP_023160235.1|DHYD	CCAP1982_LOCUS14233|CAD7005893.1|CCAP
OG0007128	LOC111595108|XP_023164441.1|DHYD	CCAP1982_LOCUS13827|CAD7005467.1|CCAP
OG0007129	LOC111599779|XP_023171317.1|DHYD	CCAP1982_LOCUS13825|CAD7005465.1|CCAP
OG0007130	LOC111592274|XP_023160141.2|DHYD	CCAP1982_LOCUS13965|CAD7005606.1|CCAP
OG0007131	LOC111599236|XP_023170601.2|DHYD	CCAP1982_LOCUS11653|CAD7003191.1|CCAP
OG0007132	LOC111599257|XP_023170625.1|DHYD	CCAP1982_LOCUS11686|CAD7003225.1|CCAP
OG0007133	LOC111596011|XP_023165799.1|DHYD	CCAP1982_LOCUS13226|CAD7004840.1|CCAP
OG0007134	LOC111595084|XP_023164407.2|DHYD	CCAP1982_LOCUS12053|CAD7003609.1|CCAP
OG0007135	LOC111596941|XP_023167163.1|DHYD	CCAP1982_LOCUS11440|CAD7002977.1|CCAP
OG0007136	LOC111604419|XP_023178243.2|DHYD	CCAP1982_LOCUS11814|CAD7003355.1|CCAP
OG0007142	LOC111596871|XP_023167086.1|DHYD	CCAP1982_LOCUS14614|CAD7006291.1|CCAP
OG0007143	LOC111600234|XP_023172030.1|DHYD	CCAP1982_LOCUS3194|CAD6994446.1|CCAP
OG0007144	LOC111604913|XP_023178925.2|DHYD	CCAP1982_LOCUS241|CAD6991312.1|CCAP
OG0007145	LOC111593358|XP_023161839.2|DHYD	CCAP1982_LOCUS430|CAD6991507.1|CCAP
OG0007146	LOC111595157|XP_023164506.1|DHYD	CCAP1982_LOCUS433|CAD6991511.1|CCAP
OG0007149	LOC111593881|XP_030081012.1|DHYD	CCAP1982_LOCUS22324|CAD7014327.1|CCAP
OG0007150	LOC111599250|XP_023170618.2|DHYD	CCAP1982_LOCUS11655|CAD7003193.1|CCAP
OG0007151	LOC111595654|XP_030079628.1|DHYD	CCAP1982_LOCUS11432|CAD7002968.1|CCAP
OG0007154	LOC111592213|XP_023160053.2|DHYD	CCAP1982_LOCUS20283|CAD7012182.1|CCAP
OG0007155	LOC111602592|XP_023175518.1|DHYD	CCAP1982_LOCUS19995|CAD7011883.1|CCAP
OG0007156	LOC111600787|XP_023172845.2|DHYD	CCAP1982_LOCUS1430|CAD6992582.1|CCAP
OG0007157	LOC111598593|XP_023169677.2|DHYD	CCAP1982_LOCUS563|CAD6991649.1|CCAP
OG0007158	LOC111598469|XP_023169494.2|DHYD	CCAP1982_LOCUS12225|CAD7003791.1|CCAP
OG0007160	LOC111604578|XP_023178448.1|DHYD	CCAP1982_LOCUS4974|CAD6996290.1|CCAP
OG0007163	LOC111594498|XP_023163577.2|DHYD	CCAP1982_LOCUS149|CAD6991211.1|CCAP
OG0007164	LOC111594497|XP_023163576.2|DHYD	CCAP1982_LOCUS148|CAD6991210.1|CCAP
OG0007174	LOC111595210|XP_023164587.2|DHYD	CCAP1982_LOCUS777|CAD6991886.1|CCAP
OG0007175	LOC111605621|XP_023180036.1|DHYD	CCAP1982_LOCUS14454|CAD7006122.1|CCAP
OG0007176	LOC111599653|XP_023171101.2|DHYD	CCAP1982_LOCUS829|CAD6991941.1|CCAP
OG0007177	LOC111603607|XP_023177039.1|DHYD	CCAP1982_LOCUS748|CAD6991849.1|CCAP
OG0007178	LOC111603665|XP_023177117.2|DHYD	CCAP1982_LOCUS867|CAD6991980.1|CCAP
OG0007179	LOC111603581|XP_023177002.1|DHYD	CCAP1982_LOCUS750|CAD6991852.1|CCAP
OG0007180	LOC111603571|XP_023176990.1|DHYD	CCAP1982_LOCUS745|CAD6991846.1|CCAP
OG0007182	LOC111604978|XP_023179031.2|DHYD	CCAP1982_LOCUS967|CAD6992087.1|CCAP
OG0007183	LOC111604988|XP_023179054.1|DHYD	CCAP1982_LOCUS970|CAD6992091.1|CCAP
OG0007184	LOC111604981|XP_023179046.2|DHYD	CCAP1982_LOCUS962|CAD6992082.1|CCAP
OG0007185	LOC111599164|XP_023170509.1|DHYD	CCAP1982_LOCUS7881|CAD6999354.1|CCAP
OG0007186	LOC111602942|XP_023176069.2|DHYD	CCAP1982_LOCUS906|CAD6992022.1|CCAP
OG0007187	LOC111599638|XP_030078822.1|DHYD	CCAP1982_LOCUS335|CAD6991408.1|CCAP
OG0007188	LOC111599761|XP_023171284.2|DHYD	CCAP1982_LOCUS5020|CAD6996342.1|CCAP
OG0007189	LOC111603403|XP_023176738.1|DHYD	CCAP1982_LOCUS4951|CAD6996268.1|CCAP
OG0007190	LOC111592008|XP_023159758.1|DHYD	CCAP1982_LOCUS708|CAD6991805.1|CCAP
OG0007191	LOC111601036|XP_023173215.2|DHYD	CCAP1982_LOCUS12894|CAD7004492.1|CCAP
OG0007195	LOC111595738|XP_023165359.2|DHYD	CCAP1982_LOCUS680|CAD6991773.1|CCAP
OG0007196	LOC111595916|XP_023165634.1|DHYD	CCAP1982_LOCUS451|CAD6991533.1|CCAP
OG0007197	LOC111599855|XP_023171441.1|DHYD	CCAP1982_LOCUS13596|CAD7005238.1|CCAP
OG0007198	LOC111604982|XP_023179047.1|DHYD	CCAP1982_LOCUS898|CAD6992012.1|CCAP
OG0007199	LOC111595639|XP_023165224.1|DHYD	CCAP1982_LOCUS580|CAD6991666.1|CCAP
OG0007200	LOC111596440|XP_023166431.2|DHYD	CCAP1982_LOCUS4879|CAD6996187.1|CCAP
OG0007201	LOC111598721|XP_023169881.2|DHYD	CCAP1982_LOCUS11204|CAD7002729.1|CCAP
OG0007202	LOC111604685|XP_023178620.2|DHYD	CCAP1982_LOCUS13344|CAD7004966.1|CCAP
OG0007203	LOC111604682|XP_023178615.2|DHYD	CCAP1982_LOCUS13330|CAD7004951.1|CCAP
OG0007205	LOC111604673|XP_023178602.1|DHYD	CCAP1982_LOCUS13329|CAD7004950.1|CCAP
OG0007206	LOC111598516|XP_023169559.2|DHYD	CCAP1982_LOCUS716|CAD6991815.1|CCAP
OG0007207	LOC111602751|XP_023175771.2|DHYD	CCAP1982_LOCUS721|CAD6991820.1|CCAP
OG0007208	LOC111603405|XP_023176742.1|DHYD	CCAP1982_LOCUS720|CAD6991819.1|CCAP
OG0007209	LOC111603446|XP_023176800.1|DHYD	CCAP1982_LOCUS719|CAD6991818.1|CCAP
OG0007210	LOC111604990|XP_023179075.1|DHYD	CCAP1982_LOCUS894|CAD6992008.1|CCAP
OG0007211	LOC111592025|XP_023159786.2|DHYD	CCAP1982_LOCUS4295|CAD6995585.1|CCAP
OG0007212	LOC111594505|XP_023163586.2|DHYD	CCAP1982_LOCUS169|CAD6991232.1|CCAP
OG0007214	LOC111604463|XP_030080430.1|DHYD	CCAP1982_LOCUS13363|CAD7004987.1|CCAP
OG0007215	LOC111601447|XP_030078716.1|DHYD	CCAP1982_LOCUS392|CAD6991468.1|CCAP
OG0007216	LOC111601976|XP_023174623.2|DHYD	CCAP1982_LOCUS1848|CAD6993013.1|CCAP, CCAP1982_LOCUS1847|CAD6993012.1|CCAP
OG0007217	LOC111592210|XP_023160049.1|DHYD	CCAP1982_LOCUS20135|CAD7012031.1|CCAP
OG0007218	LOC111597054|XP_023167344.2|DHYD	CCAP1982_LOCUS261|CAD6991332.1|CCAP
OG0007219	LOC111604239|XP_023177990.1|DHYD	CCAP1982_LOCUS780|CAD6991889.1|CCAP
OG0007220	LOC111604223|XP_023177961.2|DHYD	CCAP1982_LOCUS1421|CAD6992573.1|CCAP
OG0007221	LOC111595152|XP_023164502.1|DHYD	CCAP1982_LOCUS5051|CAD6996372.1|CCAP
OG0007222	LOC111595220|XP_023164603.2|DHYD	CCAP1982_LOCUS4924|CAD6996240.1|CCAP
OG0007223	LOC111596892|XP_023167113.1|DHYD	CCAP1982_LOCUS155|CAD6991217.1|CCAP
OG0007224	LOC111597183|XP_023167517.2|DHYD	CCAP1982_LOCUS4413|CAD6995706.1|CCAP
OG0007225	LOC111603029|XP_023176226.1|DHYD	CCAP1982_LOCUS240|CAD6991311.1|CCAP
OG0007226	LOC111604828|XP_023178820.2|DHYD	CCAP1982_LOCUS372|CAD6991446.1|CCAP
OG0007227	LOC111605645|XP_023180074.1|DHYD	CCAP1982_LOCUS12755|CAD7004337.1|CCAP
OG0007228	LOC111598685|XP_023169817.1|DHYD	CCAP1982_LOCUS12753|CAD7004335.1|CCAP
OG0007229	LOC111602628|XP_023175557.2|DHYD	CCAP1982_LOCUS2800|CAD6994023.1|CCAP
OG0007230	LOC111601334|XP_023173632.1|DHYD	CCAP1982_LOCUS4944|CAD6996261.1|CCAP
OG0007231	LOC111604580|XP_023178450.2|DHYD	CCAP1982_LOCUS802|CAD6991913.1|CCAP
OG0007232	LOC111598655|XP_030081114.1|DHYD	CCAP1982_LOCUS12462|CAD7004037.1|CCAP
OG0007233	LOC111598656|XP_023169773.2|DHYD	CCAP1982_LOCUS12465|CAD7004040.1|CCAP
OG0007234	LOC111604495|XP_023178354.2|DHYD	CCAP1982_LOCUS12468|CAD7004043.1|CCAP
OG0007235	LOC111604499|XP_030081173.1|DHYD	CCAP1982_LOCUS12480|CAD7004055.1|CCAP
OG0007236	LOC111600844|XP_023172917.2|DHYD	CCAP1982_LOCUS952|CAD6992072.1|CCAP
OG0007237	LOC111604807|XP_023178793.1|DHYD	CCAP1982_LOCUS86|CAD6991144.1|CCAP
OG0007239	LOC111600834|XP_023172906.2|DHYD	CCAP1982_LOCUS4425|CAD6995718.1|CCAP
OG0007240	LOC111596022|XP_023165819.2|DHYD	CCAP1982_LOCUS11582|CAD7003120.1|CCAP
OG0007245	LOC111597392|XP_023167825.2|DHYD	CCAP1982_LOCUS1858|CAD6993022.1|CCAP
OG0007246	LOC111605543|XP_023179873.2|DHYD	CCAP1982_LOCUS2224|CAD6993409.1|CCAP
OG0007247	LOC111595636|XP_023165218.2|DHYD	CCAP1982_LOCUS7138|CAD6998553.1|CCAP
OG0007251	LOC111603649|XP_023177096.1|DHYD	CCAP1982_LOCUS955|CAD6992075.1|CCAP
OG0007252	LOC111597131|XP_023167463.1|DHYD	CCAP1982_LOCUS4289|CAD6995579.1|CCAP
OG0007253	LOC111595059|XP_030079279.1|DHYD	CCAP1982_LOCUS12058|CAD7003616.1|CCAP
OG0007254	LOC111601352|XP_030081619.1|DHYD	CCAP1982_LOCUS645|CAD6991733.1|CCAP
OG0007256	LOC111603608|XP_023177040.1|DHYD	CCAP1982_LOCUS747|CAD6991848.1|CCAP
OG0007257	LOC111602990|XP_023176155.2|DHYD	CCAP1982_LOCUS5123|CAD6996451.1|CCAP
OG0007258	LOC111603019|XP_023176208.1|DHYD	CCAP1982_LOCUS259|CAD6991330.1|CCAP
OG0007266	LOC111600732|XP_023172772.1|DHYD	CCAP1982_LOCUS21|CAD6991072.1|CCAP
OG0007267	LOC111601375|XP_023173682.2|DHYD	CCAP1982_LOCUS22944|CAD7014986.1|CCAP
OG0007268	LOC111595446|XP_023164938.2|DHYD	CCAP1982_LOCUS19677|CAD7011588.1|CCAP
OG0007270	LOC111593273|XP_030080818.1|DHYD	CCAP1982_LOCUS5137|CAD6996468.1|CCAP
OG0007271	LOC111604841|XP_023178841.2|DHYD	CCAP1982_LOCUS84|CAD6991142.1|CCAP
OG0007272	LOC111605649|XP_023180079.2|DHYD	CCAP1982_LOCUS12889|CAD7004485.1|CCAP
OG0007273	LOC111598533|XP_023169588.1|DHYD	CCAP1982_LOCUS4633|CAD6995931.1|CCAP
OG0007274	LOC111598484|XP_023169510.1|DHYD	CCAP1982_LOCUS4273|CAD6995562.1|CCAP
OG0007275	LOC111601569|XP_023173983.1|DHYD	CCAP1982_LOCUS11313|CAD7002844.1|CCAP
OG0007276	LOC111601579|XP_023174002.2|DHYD	CCAP1982_LOCUS11322|CAD7002854.1|CCAP
OG0007277	LOC111591862|XP_023159511.2|DHYD	CCAP1982_LOCUS12267|CAD7003834.1|CCAP
OG0007278	LOC111599787|XP_023171330.1|DHYD	CCAP1982_LOCUS14983|CAD7006683.1|CCAP
OG0007279	LOC111599801|XP_023171347.2|DHYD	CCAP1982_LOCUS14984|CAD7006684.1|CCAP
OG0007280	LOC111599815|XP_030080333.1|DHYD	CCAP1982_LOCUS14986|CAD7006686.1|CCAP
OG0007281	LOC111602763|XP_023175793.1|DHYD	CCAP1982_LOCUS595|CAD6991682.1|CCAP
OG0007282	LOC111602755|XP_023175780.2|DHYD	CCAP1982_LOCUS594|CAD6991681.1|CCAP
OG0007283	LOC111595181|XP_030078738.1|DHYD	CCAP1982_LOCUS208|CAD6991277.1|CCAP
OG0007284	LOC111596645|XP_023166713.1|DHYD	CCAP1982_LOCUS3395|CAD6994660.1|CCAP
OG0007287	LOC111599166|XP_023170513.2|DHYD	CCAP1982_LOCUS7484|CAD6998937.1|CCAP
OG0007291	LOC111593515|XP_023162070.1|DHYD	CCAP1982_LOCUS3528|CAD6994797.1|CCAP
OG0007293	LOC111600298|XP_023172121.2|DHYD	CCAP1982_LOCUS298|CAD6991368.1|CCAP
OG0007294	LOC111598527|XP_023169577.2|DHYD	CCAP1982_LOCUS1027|CAD6992149.1|CCAP
OG0007295	LOC111604860|XP_023178862.1|DHYD	CCAP1982_LOCUS3441|CAD6994706.1|CCAP
OG0007296	LOC111596253|XP_023166154.1|DHYD	CCAP1982_LOCUS1016|CAD6992137.1|CCAP
OG0007297	LOC111599609|XP_023171064.2|DHYD	CCAP1982_LOCUS4653|CAD6995944.1|CCAP
OG0007298	LOC111603596|XP_023177022.1|DHYD	CCAP1982_LOCUS4435|CAD6995730.1|CCAP
OG0007299	LOC111603654|XP_023177101.1|DHYD	CCAP1982_LOCUS5169|CAD6996501.1|CCAP
OG0007300	LOC111602993|XP_023176158.1|DHYD	CCAP1982_LOCUS379|CAD6991454.1|CCAP
OG0007301	LOC111600850|XP_023172924.1|DHYD	CCAP1982_LOCUS4540|CAD6995838.1|CCAP
OG0007302	LOC111604944|XP_030078819.1|DHYD	CCAP1982_LOCUS5045|CAD6996366.1|CCAP
OG0007304	LOC111600379|XP_023172223.2|DHYD	CCAP1982_LOCUS6553|CAD6997935.1|CCAP
OG0007305	LOC111599275|XP_023170641.2|DHYD	CCAP1982_LOCUS14100|CAD7005751.1|CCAP
OG0007306	LOC111599271|XP_023170638.1|DHYD	CCAP1982_LOCUS14101|CAD7005752.1|CCAP
OG0007307	LOC111604635|XP_023178541.1|DHYD	CCAP1982_LOCUS5065|CAD6996390.1|CCAP
OG0007309	LOC111600288|XP_023172108.2|DHYD	CCAP1982_LOCUS310|CAD6991383.1|CCAP
OG0007310	LOC111593604|XP_023162233.1|DHYD	CCAP1982_LOCUS309|CAD6991382.1|CCAP
OG0007311	LOC111593610|XP_030078615.1|DHYD	CCAP1982_LOCUS304|CAD6991375.1|CCAP
OG0007316	LOC111596699|XP_023166785.2|DHYD	CCAP1982_LOCUS997|CAD6992113.1|CCAP
OG0007317	LOC111600240|XP_023172043.2|DHYD	CCAP1982_LOCUS766|CAD6991874.1|CCAP
OG0007318	LOC111600238|XP_023172036.1|DHYD	CCAP1982_LOCUS765|CAD6991872.1|CCAP
OG0007319	LOC111598728|XP_023169888.2|DHYD	CCAP1982_LOCUS11203|CAD7002728.1|CCAP
OG0007324	LOC111598511|XP_023169552.1|DHYD	CCAP1982_LOCUS4825|CAD6996131.1|CCAP
OG0007325	LOC111595912|XP_023165631.1|DHYD	CCAP1982_LOCUS4878|CAD6996186.1|CCAP
OG0007326	LOC111598492|XP_023169517.1|DHYD	CCAP1982_LOCUS4843|CAD6996150.1|CCAP
OG0007327	LOC111591933|XP_023159637.2|DHYD	CCAP1982_LOCUS12605|CAD7004186.1|CCAP
OG0007328	LOC111594551|XP_023163672.1|DHYD	CCAP1982_LOCUS4824|CAD6996130.1|CCAP
OG0007329	LOC111604834|XP_023178831.2|DHYD	CCAP1982_LOCUS836|CAD6991948.1|CCAP
OG0007333	LOC111604957|XP_023179003.2|DHYD	CCAP1982_LOCUS5111|CAD6996439.1|CCAP
OG0007335	LOC111604754|XP_023178708.2|DHYD	CCAP1982_LOCUS14948|CAD7006643.1|CCAP
OG0007336	LOC111593068|XP_023161457.2|DHYD	CCAP1982_LOCUS256|CAD6991327.1|CCAP
OG0007337	LOC111594865|XP_023164112.2|DHYD	CCAP1982_LOCUS12036|CAD7003588.1|CCAP
OG0007338	LOC111602910|XP_030081180.1|DHYD	CCAP1982_LOCUS14978|CAD7006677.1|CCAP
OG0007339	LOC111601400|XP_023173711.1|DHYD	CCAP1982_LOCUS176|CAD6991240.1|CCAP
OG0007340	LOC111601329|XP_030081626.1|DHYD	CCAP1982_LOCUS5191|CAD6996523.1|CCAP
OG0007341	LOC111603578|XP_023176997.2|DHYD	CCAP1982_LOCUS4563|CAD6995862.1|CCAP
OG0007342	LOC111598073|XP_030080794.1|DHYD	CCAP1982_LOCUS5140|CAD6996471.1|CCAP
OG0007343	LOC111593386|XP_023161873.1|DHYD	CCAP1982_LOCUS426|CAD6991502.1|CCAP
OG0007345	LOC111593359|XP_023161840.1|DHYD	CCAP1982_LOCUS429|CAD6991505.1|CCAP
OG0007346	LOC111592438|XP_023160390.1|DHYD	CCAP1982_LOCUS12748|CAD7004329.1|CCAP
OG0007351	LOC111599782|XP_023171320.1|DHYD	CCAP1982_LOCUS13609|CAD7005252.1|CCAP
OG0007352	LOC111605208|XP_023179393.2|DHYD	CCAP1982_LOCUS21584|CAD7013524.1|CCAP
OG0007353	LOC111604859|XP_023178861.1|DHYD	CCAP1982_LOCUS1008|CAD6992129.1|CCAP
OG0007354	LOC111593328|XP_023161804.1|DHYD	CCAP1982_LOCUS20275|CAD7012173.1|CCAP
OG0007355	LOC111600867|XP_023172957.1|DHYD	CCAP1982_LOCUS558|CAD6991644.1|CCAP
OG0007356	LOC111599957|XP_023171601.2|DHYD	CCAP1982_LOCUS21381|CAD7013311.1|CCAP
OG0007357	LOC111599591|XP_023171038.2|DHYD	CCAP1982_LOCUS4455|CAD6995751.1|CCAP
OG0007358	LOC111602938|XP_023176060.2|DHYD	CCAP1982_LOCUS4816|CAD6996121.1|CCAP
OG0007360	LOC111605447|XP_023179732.1|DHYD	CCAP1982_LOCUS1890|CAD6993060.1|CCAP
OG0007362	LOC111603893|XP_023177479.1|DHYD	CCAP1982_LOCUS5554|CAD6996881.1|CCAP
OG0007366	LOC111597184|XP_023167518.2|DHYD	CCAP1982_LOCUS4415|CAD6995708.1|CCAP
OG0007367	LOC111596014|XP_023165802.2|DHYD	CCAP1982_LOCUS12741|CAD7004322.1|CCAP
OG0007368	LOC111595395|XP_023164870.1|DHYD	CCAP1982_LOCUS584|CAD6991671.1|CCAP
OG0007369	LOC111598504|XP_030081578.1|DHYD	CCAP1982_LOCUS4308|CAD6995601.1|CCAP
OG0007370	LOC111600792|XP_023172850.2|DHYD	CCAP1982_LOCUS22387|CAD7014393.1|CCAP
OG0007371	LOC111595241|XP_030080735.1|DHYD	CCAP1982_LOCUS3268|CAD6994524.1|CCAP
OG0007372	LOC111604914|XP_023178930.1|DHYD	CCAP1982_LOCUS246|CAD6991317.1|CCAP
OG0007389	LOC111592505|XP_023160497.1|DHYD	CCAP1982_LOCUS6401|CAD6997775.1|CCAP
OG0007393	LOC111593374|XP_023161858.2|DHYD	CCAP1982_LOCUS5062|CAD6996385.1|CCAP
OG0007396	LOC111603563|XP_023176971.2|DHYD	CCAP1982_LOCUS4566|CAD6995865.1|CCAP
OG0007397	LOC111603996|XP_023177609.2|DHYD	CCAP1982_LOCUS6480|CAD6997857.1|CCAP, CCAP1982_LOCUS6479|CAD6997856.1|CCAP
OG0007398	LOC111600599|XP_023172559.2|DHYD, LOC115483803|XP_030081982.1|DHYD	CCAP1982_LOCUS20412|CAD7012318.1|CCAP
OG0007402	LOC111597893|XP_030080800.1|DHYD	CCAP1982_LOCUS4479|CAD6995775.1|CCAP
OG0007403	LOC111596204|XP_023166084.2|DHYD	CCAP1982_LOCUS4486|CAD6995782.1|CCAP
OG0007404	LOC111603639|XP_023177079.2|DHYD	CCAP1982_LOCUS4527|CAD6995824.1|CCAP
OG0007405	LOC111603548|XP_023176950.1|DHYD	CCAP1982_LOCUS686|CAD6991781.1|CCAP
OG0007406	LOC111596256|XP_023166163.1|DHYD	CCAP1982_LOCUS4363|CAD6995656.1|CCAP
OG0007407	LOC111602331|XP_023175100.2|DHYD	CCAP1982_LOCUS5431|CAD6996752.1|CCAP, CCAP1982_LOCUS5430|CAD6996751.1|CCAP
OG0007408	LOC111592264|XP_023160125.2|DHYD	CCAP1982_LOCUS14593|CAD7006269.1|CCAP
OG0007409	LOC111599317|XP_023170700.1|DHYD	CCAP1982_LOCUS7010|CAD6998410.1|CCAP
OG0007413	LOC111592308|XP_023160186.2|DHYD	CCAP1982_LOCUS23203|CAD7015255.1|CCAP
OG0007419	LOC111601499|XP_023173860.2|DHYD	CCAP1982_LOCUS2364|CAD6993552.1|CCAP, CCAP1982_LOCUS2363|CAD6993551.1|CCAP
OG0007420	LOC111605266|XP_023179472.1|DHYD	CCAP1982_LOCUS21572|CAD7013512.1|CCAP
OG0007424	LOC111604469|XP_023178319.2|DHYD	CCAP1982_LOCUS13372|CAD7004996.1|CCAP
OG0007425	LOC111605086|XP_023179191.2|DHYD	CCAP1982_LOCUS13380|CAD7005005.1|CCAP
OG0007429	LOC111604370|XP_023178209.1|DHYD	CCAP1982_LOCUS21051|CAD7012960.1|CCAP
OG0007430	LOC111591935|XP_023159642.1|DHYD	CCAP1982_LOCUS12596|CAD7004176.1|CCAP
OG0007431	LOC111605560|XP_023179901.1|DHYD	CCAP1982_LOCUS8214|CAD6999686.1|CCAP
OG0007432	LOC111595334|XP_023164763.2|DHYD	CCAP1982_LOCUS13753|CAD7005393.1|CCAP
OG0007433	LOC111598155|XP_023169008.2|DHYD	CCAP1982_LOCUS14013|CAD7005656.1|CCAP
OG0007434	LOC111592778|XP_023160950.1|DHYD	CCAP1982_LOCUS14025|CAD7005670.1|CCAP
OG0007436	LOC111605696|XP_023180138.2|DHYD	CCAP1982_LOCUS13811|CAD7005451.1|CCAP
OG0007437	LOC111604319|XP_023178140.2|DHYD	CCAP1982_LOCUS11674|CAD7003214.1|CCAP
OG0007438	LOC111592347|XP_023160250.2|DHYD	CCAP1982_LOCUS14461|CAD7006129.1|CCAP
OG0007441	LOC111594337|XP_023163352.1|DHYD	CCAP1982_LOCUS19618|CAD7011529.1|CCAP
OG0007442	LOC111601373|XP_023173680.2|DHYD	CCAP1982_LOCUS20522|CAD7012440.1|CCAP
OG0007443	LOC111593790|XP_023162576.1|DHYD	CCAP1982_LOCUS23350|CAD7015407.1|CCAP
OG0007444	LOC111601201|XP_023173459.2|DHYD	CCAP1982_LOCUS20645|CAD7012560.1|CCAP
OG0007445	LOC111601205|XP_023173464.1|DHYD	CCAP1982_LOCUS20644|CAD7012559.1|CCAP
OG0007446	LOC111595758|XP_023165398.2|DHYD	CCAP1982_LOCUS8283|CAD6999760.1|CCAP
OG0007447	LOC111595458|XP_023164964.1|DHYD	CCAP1982_LOCUS21118|CAD7013034.1|CCAP
OG0007448	LOC111600057|XP_023171754.2|DHYD	CCAP1982_LOCUS20471|CAD7012377.1|CCAP
OG0007449	LOC111598380|XP_030078879.1|DHYD	CCAP1982_LOCUS14049|CAD7005697.1|CCAP
OG0007450	LOC111599204|XP_023170568.2|DHYD	CCAP1982_LOCUS14048|CAD7005696.1|CCAP
OG0007451	LOC111598090|XP_023168907.1|DHYD	CCAP1982_LOCUS14097|CAD7005748.1|CCAP
OG0007452	LOC111598094|XP_023168912.1|DHYD	CCAP1982_LOCUS14095|CAD7005744.1|CCAP
OG0007453	LOC111593136|XP_023161504.2|DHYD	CCAP1982_LOCUS13360|CAD7004983.1|CCAP
OG0007454	LOC111597369|XP_023167792.2|DHYD	CCAP1982_LOCUS14676|CAD7006354.1|CCAP
OG0007455	LOC111600070|XP_023171769.1|DHYD	CCAP1982_LOCUS20521|CAD7012439.1|CCAP
OG0007457	LOC111595391|XP_023164861.1|DHYD	CCAP1982_LOCUS12756|CAD7004340.1|CCAP
OG0007458	LOC111592059|XP_023159826.1|DHYD	CCAP1982_LOCUS5439|CAD6996760.1|CCAP
OG0007459	LOC111599969|XP_023171633.1|DHYD	CCAP1982_LOCUS3176|CAD6994425.1|CCAP
OG0007460	LOC111601267|XP_023173542.1|DHYD	CCAP1982_LOCUS20640|CAD7012555.1|CCAP
OG0007461	LOC111601001|XP_023173165.2|DHYD	CCAP1982_LOCUS13456|CAD7005094.1|CCAP
OG0007462	LOC111599223|XP_023170588.1|DHYD	CCAP1982_LOCUS13453|CAD7005090.1|CCAP
OG0007463	LOC111599239|XP_023170604.1|DHYD	CCAP1982_LOCUS13451|CAD7005088.1|CCAP
OG0007464	LOC111601002|XP_030080984.1|DHYD	CCAP1982_LOCUS13457|CAD7005095.1|CCAP
OG0007465	LOC111599819|XP_023171375.2|DHYD	CCAP1982_LOCUS13881|CAD7005521.1|CCAP
OG0007466	LOC111595475|XP_023165009.2|DHYD	CCAP1982_LOCUS20263|CAD7012161.1|CCAP
