Orthogroup	DHYD.longest_only	AAEG.longest_only
OG0006532	LOC111594596|XP_030080663.1|DHYD	LOC5573637|XP_021693390.1|AAEG
OG0006533	LOC111601227|XP_023173492.1|DHYD	LOC5567119|XP_021693403.1|AAEG
OG0006534	LOC111594960|XP_023164227.1|DHYD	LOC5573313|XP_001654528.1|AAEG
OG0006535	LOC111604196|XP_023177920.2|DHYD	LOC5573315|XP_001654535.1|AAEG
OG0006536	LOC111598213|XP_023169135.2|DHYD	LOC5573322|XP_021693452.1|AAEG
OG0006537	LOC111600625|XP_023172597.1|DHYD	LOC5569641|XP_021694321.1|AAEG
OG0006538	LOC111599575|XP_023171017.2|DHYD	LOC5565349|XP_021694322.1|AAEG
OG0006539	LOC111596007|XP_023165793.2|DHYD	LOC5579481|XP_001647778.2|AAEG
OG0006540	LOC111598225|XP_023169152.2|DHYD	LOC5577200|XP_001663291.2|AAEG
OG0006541	LOC111595231|XP_023164635.2|DHYD	LOC5576518|XP_001662710.2|AAEG
OG0006542	LOC111595232|XP_023164636.1|DHYD	LOC5576534|XP_021693731.1|AAEG
OG0006543	LOC111597762|XP_023168385.2|DHYD	LOC5576528|XP_021693736.1|AAEG
OG0006544	LOC111596430|XP_023166412.2|DHYD	LOC110674164|XP_021693738.1|AAEG
OG0006545	LOC111598346|XP_023169320.1|DHYD	LOC5575641|XP_001655789.2|AAEG
OG0006546	LOC111603489|XP_023176856.1|DHYD	LOC5575644|XP_021693741.1|AAEG
OG0006547	LOC111593689|XP_023162354.2|DHYD	LOC5575651|XP_021693762.1|AAEG
OG0006548	LOC111605546|XP_023179876.1|DHYD	LOC5565608|XP_001649950.2|AAEG
OG0006549	LOC111604840|XP_023178840.2|DHYD	LOC5565594|XP_001649963.1|AAEG
OG0006550	LOC111594617|XP_023163773.2|DHYD	LOC5565589|XP_001649965.1|AAEG
OG0006551	LOC111596170|XP_023166031.2|DHYD	LOC110674175|XP_021693810.1|AAEG
OG0006552	LOC111596164|XP_023166024.2|DHYD	LOC5569686|XP_001658684.2|AAEG
OG0006553	LOC111597761|XP_023168384.2|DHYD	LOC5577664|XP_001656662.2|AAEG
OG0006554	LOC111602603|XP_030081687.1|DHYD	LOC5577649|XP_021693827.1|AAEG
OG0006555	LOC111595556|XP_023165121.2|DHYD	LOC5577642|XP_021693845.1|AAEG
OG0006556	LOC111594469|XP_023163537.2|DHYD	LOC5577637|XP_001656635.1|AAEG
OG0006557	LOC111599418|XP_030078700.1|DHYD	LOC5577631|XP_021693882.1|AAEG
OG0006558	LOC111598256|XP_023169193.1|DHYD	LOC5565932|XP_021693909.1|AAEG
OG0006559	LOC111602783|XP_023175822.1|DHYD	LOC5565935|XP_001650313.2|AAEG
OG0006560	LOC111594820|XP_023164050.1|DHYD	LOC5565931|XP_021693915.1|AAEG
OG0006561	LOC111594819|XP_023164049.1|DHYD	LOC5565930|XP_001650308.2|AAEG
OG0006562	LOC111598259|XP_023169201.1|DHYD	LOC5565937|XP_021693929.1|AAEG
OG0006563	LOC111598561|XP_023169632.1|DHYD	LOC5568360|XP_001658012.1|AAEG
OG0006564	LOC111598877|XP_023170110.2|DHYD	LOC5568358|XP_001658010.2|AAEG
OG0006565	LOC111598894|XP_030080671.1|DHYD	LOC5568352|XP_021693940.1|AAEG
OG0006566	LOC111595682|XP_023165288.2|DHYD	LOC5577579|XP_021694031.1|AAEG
OG0006567	LOC111598555|XP_023169617.1|DHYD	LOC5576107|XP_001662452.2|AAEG
OG0006568	LOC111598658|XP_023169776.2|DHYD	LOC5576108|XP_001662453.2|AAEG
OG0006569	LOC111594843|XP_023164077.1|DHYD	LOC5576109|XP_001662454.2|AAEG
OG0006570	LOC111604796|XP_023178781.1|DHYD	LOC5576110|XP_021694084.1|AAEG
OG0006571	LOC111595896|XP_023165605.1|DHYD	LOC5576116|XP_001662462.1|AAEG
OG0006572	LOC111601295|XP_023173574.1|DHYD	LOC5576132|XP_001662478.2|AAEG
OG0006573	LOC111592384|XP_023160326.2|DHYD	LOC110674229|XP_021694111.1|AAEG
OG0006574	LOC111601793|XP_023174333.2|DHYD	LOC5576136|XP_021694113.1|AAEG
OG0006575	LOC111604262|XP_023178026.1|DHYD	LOC5565180|XP_001649527.2|AAEG
OG0006576	LOC115482736|XP_030081594.1|DHYD	LOC110674238|XP_021694147.1|AAEG
OG0006577	LOC111596257|XP_023166160.1|DHYD	LOC5565138|XP_001649513.2|AAEG
OG0006578	LOC111598545|XP_023169605.2|DHYD	LOC5565141|XP_001649511.2|AAEG
OG0006579	LOC111603918|XP_023177511.1|DHYD	LOC5565143|XP_001649510.2|AAEG
OG0006580	LOC111601396|XP_023173708.1|DHYD	LOC110674240|XP_021694152.1|AAEG
OG0006581	LOC111604795|XP_023178780.2|DHYD	LOC5577592|XP_001656580.2|AAEG
OG0006582	LOC111599605|XP_023171059.1|DHYD	LOC5577591|XP_021694159.1|AAEG
OG0006583	LOC111601438|XP_023173782.1|DHYD	LOC5565080|XP_021694165.1|AAEG
OG0006584	LOC111595015|XP_023164290.2|DHYD	LOC5564609|XP_001648956.2|AAEG
OG0006585	LOC111595560|XP_023165122.2|DHYD	LOC5564410|XP_021694178.1|AAEG
OG0006586	LOC111596425|XP_023166405.1|DHYD	LOC5572611|XP_001654122.2|AAEG
OG0006587	LOC111596421|XP_023166401.1|DHYD	LOC5572612|XP_001654123.2|AAEG
OG0006588	LOC111602529|XP_023175426.2|DHYD	LOC5572615|XP_021694184.1|AAEG
OG0006589	LOC111595226|XP_023164624.2|DHYD	LOC5572675|XP_021694204.1|AAEG
OG0006590	LOC111595265|XP_023164683.2|DHYD	LOC5572678|XP_001660498.2|AAEG
OG0006591	LOC111594385|XP_023163420.2|DHYD	LOC5566106|XP_021695274.1|AAEG
OG0006592	LOC111594625|XP_023163784.1|DHYD	LOC5566140|XP_001650507.1|AAEG
OG0006593	LOC111594623|XP_023163781.1|DHYD	LOC5566139|XP_001650506.1|AAEG
OG0006594	LOC111595668|XP_023165260.2|DHYD	LOC5566121|XP_001650501.2|AAEG
OG0006595	LOC111594021|XP_023162897.2|DHYD	LOC5566108|XP_021695437.1|AAEG
OG0006596	LOC111592417|XP_023160361.2|DHYD	LOC5570944|XP_021699203.1|AAEG
OG0006598	LOC111604002|XP_023177626.1|DHYD	LOC5570951|XP_021695450.1|AAEG
OG0006599	LOC111597603|XP_023168172.2|DHYD	LOC5571446|XP_001659697.2|AAEG
OG0006600	LOC111593201|XP_023161597.2|DHYD	LOC5571447|XP_021695466.1|AAEG
OG0006601	LOC111605197|XP_023179372.2|DHYD	LOC5571450|XP_001659703.1|AAEG
OG0006602	LOC111605198|XP_023179373.1|DHYD	LOC5571451|XP_001659704.1|AAEG
OG0006603	LOC111605193|XP_023179364.2|DHYD	LOC5571452|XP_001659705.2|AAEG
OG0006604	LOC111598719|XP_023169879.1|DHYD	LOC5573691|XP_021695485.1|AAEG
OG0006605	LOC111596478|XP_023166502.1|DHYD	LOC5574880|XP_021712349.1|AAEG, LOC110675294|XP_021695487.1|AAEG
OG0006606	LOC111600301|XP_030081394.1|DHYD	LOC23687391|XP_011493608.2|AAEG
OG0006607	LOC111603718|XP_023177194.2|DHYD	LOC5574895|XP_021695492.1|AAEG
OG0006608	LOC111604875|XP_023178880.1|DHYD	LOC5570277|XP_001659030.1|AAEG
OG0006609	LOC111602719|XP_023175733.1|DHYD	LOC5579871|XP_021695537.1|AAEG
OG0006610	LOC111601665|XP_023174118.2|DHYD	LOC5579867|XP_021695542.1|AAEG
OG0006611	LOC111601671|XP_023174129.2|DHYD	LOC5579865|XP_021695552.1|AAEG
OG0006612	LOC111601669|XP_023174127.1|DHYD	LOC5579863|XP_001664324.1|AAEG
OG0006613	LOC111601667|XP_023174126.1|DHYD	LOC5579876|XP_021695557.1|AAEG
OG0006614	LOC111601666|XP_023174123.1|DHYD	LOC5579861|XP_001664322.3|AAEG
OG0006615	LOC111601686|XP_023174160.1|DHYD	LOC5567814|XP_021695570.1|AAEG
OG0006616	LOC111592743|XP_023160908.2|DHYD	LOC5567811|XP_021695577.1|AAEG
OG0006617	LOC111601065|XP_023173256.1|DHYD	LOC5567808|XP_001657712.2|AAEG
OG0006618	LOC111598722|XP_023169882.1|DHYD	LOC5569147|XP_021695600.1|AAEG
OG0006619	LOC111599763|XP_023171288.1|DHYD	LOC5569150|XP_001658335.2|AAEG
OG0006620	LOC111599281|XP_023170647.2|DHYD	LOC5571220|XP_001659598.2|AAEG
OG0006621	LOC111592834|XP_023161026.2|DHYD	LOC5571216|XP_021695605.1|AAEG
OG0006622	LOC111598684|XP_023169815.1|DHYD	LOC5575759|XP_021695618.1|AAEG
OG0006623	LOC111598693|XP_023169826.1|DHYD	LOC5575760|XP_001662181.2|AAEG
OG0006624	LOC111597635|XP_023168208.2|DHYD	LOC5578213|XP_001656857.2|AAEG
OG0006625	LOC111597643|XP_023168216.2|DHYD	LOC5578216|XP_021695645.1|AAEG
OG0006626	LOC111597721|XP_023168329.2|DHYD	LOC110675343|XP_021695639.1|AAEG, LOC5578217|XP_001656860.2|AAEG
OG0006627	LOC111600720|XP_023172759.1|DHYD	LOC5578219|XP_021695649.1|AAEG
OG0006628	LOC111600655|XP_023172645.2|DHYD	LOC5578220|XP_021695658.1|AAEG
OG0006629	LOC111592850|XP_023161059.1|DHYD	LOC5575746|XP_021695709.1|AAEG
OG0006630	LOC111605412|XP_030082031.1|DHYD	LOC5575738|XP_021695717.1|AAEG
OG0006631	LOC111603042|XP_023176248.1|DHYD	LOC5566723|XP_001651131.1|AAEG
OG0006632	LOC111605358|XP_023179605.2|DHYD	LOC5569288|XP_021695732.1|AAEG
OG0006633	LOC111595279|XP_023164693.1|DHYD	LOC5579241|XP_021695737.1|AAEG
OG0006634	LOC111599097|XP_023170406.2|DHYD	LOC5571773|XP_001659905.2|AAEG
OG0006635	LOC111599351|XP_023170749.1|DHYD	LOC5571771|XP_001659904.1|AAEG
OG0006636	LOC111591897|XP_023159573.1|DHYD	LOC5570670|XP_001659261.1|AAEG
OG0006637	LOC111592305|XP_023160180.2|DHYD	LOC5570666|XP_001659265.1|AAEG
OG0006638	LOC111604191|XP_023177914.1|DHYD	LOC5571299|XP_001653603.2|AAEG
OG0006639	LOC111604183|XP_030081399.1|DHYD	LOC5571296|XP_021695823.1|AAEG
OG0006640	LOC111595623|XP_023165198.2|DHYD	LOC110675376|XP_021695875.1|AAEG
OG0006641	LOC111597646|XP_030080886.1|DHYD	LOC5571277|XP_021695876.1|AAEG
OG0006642	LOC111595608|XP_023165181.2|DHYD	LOC5571274|XP_021695903.1|AAEG
OG0006643	LOC111600080|XP_023171788.1|DHYD	LOC5579290|XP_021695906.1|AAEG
OG0006644	LOC111593128|XP_023161498.1|DHYD	LOC5571258|XP_001653556.1|AAEG
OG0006645	LOC111594642|XP_023163805.1|DHYD	LOC5578052|XP_021695953.1|AAEG
OG0006646	LOC111603265|XP_023176548.2|DHYD	LOC5578053|XP_021695958.1|AAEG
OG0006647	LOC111604108|XP_023177785.2|DHYD	LOC5568469|XP_021695997.1|AAEG
OG0006648	LOC111596949|XP_023167173.1|DHYD	LOC5573484|XP_001654632.1|AAEG
OG0006649	LOC111603842|XP_023177380.1|DHYD	LOC5575041|XP_001661771.2|AAEG
OG0006650	LOC111601122|XP_023173386.2|DHYD	LOC5573236|XP_021696049.1|AAEG
OG0006651	LOC111596021|XP_023165815.2|DHYD	LOC110675422|XP_021696083.1|AAEG
OG0006652	LOC111597594|XP_023168162.2|DHYD	LOC5574113|XP_001661185.1|AAEG
OG0006653	LOC111597779|XP_030081162.1|DHYD	LOC5574095|XP_021696112.1|AAEG
OG0006654	LOC111598682|XP_023169812.2|DHYD	LOC5574088|XP_021696127.1|AAEG
OG0006655	LOC111598465|XP_023169488.1|DHYD	LOC5574085|XP_021696132.1|AAEG
OG0006656	LOC111599411|XP_023170831.1|DHYD	LOC5565105|XP_021696171.1|AAEG
OG0006657	LOC111602105|XP_023174814.1|DHYD	LOC5572889|XP_001654239.2|AAEG
OG0006658	LOC111597565|XP_023168132.1|DHYD	LOC5574850|XP_001661673.2|AAEG
OG0006659	LOC111597567|XP_030081812.1|DHYD	LOC5566569|XP_021696260.1|AAEG
OG0006660	LOC111600495|XP_023172391.1|DHYD	LOC5574852|XP_021696264.1|AAEG
OG0006661	LOC111600454|XP_023172324.2|DHYD	LOC5579990|XP_021696271.1|AAEG
OG0006662	LOC111599096|XP_023170405.1|DHYD	LOC5574519|XP_001661488.1|AAEG
OG0006663	LOC111600489|XP_023172384.1|DHYD	LOC23687518|XP_011493493.2|AAEG
OG0006664	LOC111600018|XP_023171697.1|DHYD	LOC5577071|XP_021696368.1|AAEG
OG0006665	LOC111601103|XP_023173310.2|DHYD	LOC110675498|XP_021696371.1|AAEG
OG0006666	LOC111602145|XP_023174862.1|DHYD	LOC5570511|XP_021696425.1|AAEG
OG0006667	LOC111592957|XP_023161213.1|DHYD	LOC5570529|XP_021696429.1|AAEG
OG0006668	LOC111604158|XP_023177854.1|DHYD	LOC5570473|XP_021696469.1|AAEG
OG0006669	LOC111603697|XP_023177165.2|DHYD	LOC5571688|XP_021696474.1|AAEG
OG0006670	LOC111603689|XP_023177142.1|DHYD	LOC5571685|XP_001659821.1|AAEG
OG0006671	LOC111594851|XP_023164091.2|DHYD	LOC5571684|XP_021696476.1|AAEG
OG0006672	LOC111605191|XP_023179358.2|DHYD	LOC5567636|XP_021696480.1|AAEG
OG0006673	LOC111601658|XP_023174110.1|DHYD	LOC5567634|XP_001657589.2|AAEG
OG0006674	LOC111597547|XP_023168111.1|DHYD	LOC5567619|XP_001657593.2|AAEG
OG0006675	LOC111596037|XP_023165841.1|DHYD	LOC110675521|XP_021696504.1|AAEG
OG0006676	LOC111593091|XP_023161455.1|DHYD	LOC5564100|XP_021696522.1|AAEG
OG0006677	LOC111601578|XP_023174000.2|DHYD	LOC5564099|XP_001648425.2|AAEG
OG0006678	LOC111598093|XP_023168911.1|DHYD	LOC5566286|XP_021696527.1|AAEG
OG0006679	LOC111602929|XP_023176046.2|DHYD	LOC5566296|XP_001650672.2|AAEG
OG0006680	LOC111597820|XP_023168477.2|DHYD	LOC5566273|XP_021696539.1|AAEG
OG0006681	LOC111594846|XP_023164081.2|DHYD	LOC5566279|XP_021696554.1|AAEG
OG0006682	LOC111594848|XP_023164088.1|DHYD	LOC5566283|XP_021696559.1|AAEG
OG0006683	LOC111594845|XP_023164079.2|DHYD	LOC110675561|XP_021696569.1|AAEG
OG0006684	LOC111601603|XP_023174036.2|DHYD	LOC5566291|XP_021696570.1|AAEG
OG0006685	LOC111597110|XP_023167422.2|DHYD	LOC5570091|XP_001653078.1|AAEG
OG0006686	LOC111601049|XP_030081450.1|DHYD	LOC5570087|XP_021696585.1|AAEG
OG0006688	LOC111600483|XP_023172377.1|DHYD	LOC5568098|XP_001652035.1|AAEG
OG0006689	LOC111595285|XP_023164705.2|DHYD	LOC5568104|XP_001652043.2|AAEG
OG0006690	LOC111602479|XP_023175312.2|DHYD	LOC5566341|XP_021696745.1|AAEG
OG0006691	LOC111605201|XP_023179377.1|DHYD	LOC5578957|XP_001664136.2|AAEG
OG0006692	LOC111595277|XP_023164691.2|DHYD	LOC5564626|XP_001648971.2|AAEG
OG0006693	LOC111598204|XP_023169104.1|DHYD	LOC5564627|XP_021696772.1|AAEG
OG0006694	LOC111596811|XP_023166943.1|DHYD	LOC5567126|XP_001651548.1|AAEG
OG0006695	LOC111602914|XP_023176026.1|DHYD	LOC5564573|XP_021696810.1|AAEG
OG0006696	LOC111602218|XP_023174964.2|DHYD	LOC5572350|XP_021702586.1|AAEG
OG0006697	LOC111605646|XP_023180076.1|DHYD	LOC5566237|XP_021696840.1|AAEG
OG0006698	LOC111597778|XP_030079505.1|DHYD	LOC5566233|XP_001650607.1|AAEG
OG0006699	LOC111591926|XP_023159624.2|DHYD	LOC5565645|XP_021696877.1|AAEG
OG0006700	LOC111604756|XP_023178714.2|DHYD	LOC5565664|XP_001650012.1|AAEG
OG0006701	LOC111599192|XP_023170552.2|DHYD	LOC110675643|XP_021696899.1|AAEG
OG0006702	LOC111596517|XP_023166549.1|DHYD	LOC5573780|XP_021696923.1|AAEG
OG0006703	LOC111594883|XP_023164137.1|DHYD	LOC5576413|XP_001656115.2|AAEG
OG0006704	LOC111594885|XP_023164139.1|DHYD	LOC5576414|XP_021696953.1|AAEG
OG0006706	LOC111593795|XP_023162585.1|DHYD	LOC5568900|XP_001658223.2|AAEG
OG0006707	LOC111599911|XP_023171504.2|DHYD	LOC5574793|XP_001655350.2|AAEG
OG0006708	LOC111591998|XP_023159731.2|DHYD	LOC5574797|XP_021697006.1|AAEG
OG0006709	LOC111605692|XP_023180175.2|DHYD	LOC5574825|XP_021697020.1|AAEG
OG0006710	LOC111600528|XP_030081800.1|DHYD	LOC5578225|XP_021697046.1|AAEG
OG0006711	LOC111598395|XP_023169385.2|DHYD	LOC5576452|XP_021697043.1|AAEG
OG0006712	LOC111602881|XP_023175975.2|DHYD	LOC5568326|XP_021697052.1|AAEG
OG0006713	LOC111603686|XP_023177137.1|DHYD	LOC5568323|XP_021697067.1|AAEG
OG0006714	LOC111603681|XP_023177131.2|DHYD	LOC5568322|XP_001652200.1|AAEG
OG0006715	LOC111604785|XP_023178765.1|DHYD	LOC5568301|XP_001652178.2|AAEG
OG0006716	LOC111595806|XP_023165465.1|DHYD	LOC5568300|XP_021697096.1|AAEG
OG0006717	LOC111595046|XP_023164340.2|DHYD	LOC5568299|XP_001652176.1|AAEG
OG0006718	LOC111595050|XP_023164345.1|DHYD	LOC5568296|XP_001652173.1|AAEG
OG0006719	LOC115483352|XP_030080782.1|DHYD	LOC5568293|XP_021697100.1|AAEG
OG0006720	LOC111599267|XP_023170634.2|DHYD	LOC110675714|XP_021697113.1|AAEG
OG0006721	LOC111598740|XP_023169903.1|DHYD	LOC5571810|XP_001659942.1|AAEG
OG0006722	LOC111604655|XP_030079631.1|DHYD	LOC5571811|XP_021697116.1|AAEG
OG0006723	LOC111605009|XP_023179092.1|DHYD	LOC5574704|XP_021697229.1|AAEG
OG0006724	LOC111594831|XP_023164064.1|DHYD	LOC5572699|XP_001660517.1|AAEG
OG0006725	LOC111601761|XP_023174269.1|DHYD	LOC5572697|XP_001660516.1|AAEG
OG0006726	LOC111601501|XP_023173863.1|DHYD	LOC5572696|XP_001660515.1|AAEG
OG0006727	LOC111601759|XP_023174265.2|DHYD	LOC5572694|XP_021697243.1|AAEG
OG0006728	LOC111604857|XP_023178859.1|DHYD	LOC5571605|XP_001653725.2|AAEG
OG0006729	LOC111593303|XP_023161755.1|DHYD	LOC5570741|XP_021697358.1|AAEG
OG0006730	LOC111593301|XP_023161751.1|DHYD	LOC5576648|XP_001662804.1|AAEG
OG0006731	LOC111605030|XP_023179128.1|DHYD	LOC5564512|XP_021697371.1|AAEG
OG0006732	LOC111601698|XP_023174182.2|DHYD	LOC5565659|XP_021697379.1|AAEG
OG0006733	LOC111601051|XP_023173236.2|DHYD	LOC5577724|XP_001656668.1|AAEG
OG0006734	LOC111601063|XP_023173252.1|DHYD	LOC5574452|XP_021697405.1|AAEG
OG0006735	LOC111592824|XP_023161017.2|DHYD	LOC5571389|XP_021697404.1|AAEG
OG0006736	LOC111601660|XP_023174112.1|DHYD	LOC5579060|XP_001657257.2|AAEG
OG0006737	LOC111601113|XP_023173328.1|DHYD	LOC5567091|XP_001651451.1|AAEG
OG0006738	LOC111595571|XP_023165136.1|DHYD	LOC5576075|XP_001662412.1|AAEG
OG0006739	LOC111599539|XP_023170961.1|DHYD	LOC5576082|XP_001662411.1|AAEG
OG0006740	LOC111601733|XP_023174225.2|DHYD	LOC5576078|XP_001662409.1|AAEG
OG0006741	LOC111601738|XP_023174230.1|DHYD	LOC5576076|XP_001662408.2|AAEG
OG0006742	LOC111603451|XP_023176807.1|DHYD	LOC5578252|XP_021697471.1|AAEG
OG0006743	LOC111602464|XP_023175292.2|DHYD	LOC5578257|XP_021697473.1|AAEG
OG0006744	LOC111598208|XP_023169113.2|DHYD	LOC5576852|XP_021697528.1|AAEG
OG0006745	LOC111603003|XP_023176170.2|DHYD	LOC5574228|XP_021697557.1|AAEG
OG0006746	LOC111605194|XP_023179365.1|DHYD	LOC5574062|XP_021697583.1|AAEG
OG0006747	LOC111598198|XP_023169092.2|DHYD	LOC5574061|XP_021697595.1|AAEG
OG0006748	LOC111602833|XP_023175914.1|DHYD	LOC5567758|XP_021697604.1|AAEG
OG0006749	LOC111596974|XP_023167222.2|DHYD	LOC5564953|XP_021697669.1|AAEG
OG0006750	LOC111596801|XP_023166929.1|DHYD	LOC5573546|XP_021697677.1|AAEG
OG0006752	LOC111604494|XP_023178353.2|DHYD	LOC5565551|XP_001649918.2|AAEG
OG0006753	LOC111604491|XP_023178350.2|DHYD	LOC5565561|XP_001649914.2|AAEG
OG0006754	LOC111600513|XP_023172410.1|DHYD	LOC5565536|XP_021697747.1|AAEG
OG0006755	LOC111598761|XP_023169941.1|DHYD	LOC5565556|XP_001649893.1|AAEG
OG0006756	LOC111600485|XP_023172379.2|DHYD	LOC5565532|XP_021697759.1|AAEG
OG0006757	LOC111600517|XP_023172413.1|DHYD	LOC5563838|XP_001648155.1|AAEG
OG0006758	LOC111602907|XP_023176017.2|DHYD	LOC5563841|XP_001648157.1|AAEG
OG0006759	LOC111602882|XP_023175981.2|DHYD	LOC5563839|XP_021697761.1|AAEG
OG0006760	LOC111597461|XP_023167978.2|DHYD	LOC5565543|XP_021697770.1|AAEG
OG0006761	LOC111600239|XP_023172042.1|DHYD	LOC5564146|XP_001648476.1|AAEG
OG0006762	LOC111598165|XP_023169025.2|DHYD	LOC5576549|XP_021697835.1|AAEG
OG0006763	LOC111602363|XP_023175144.2|DHYD	LOC5573513|XP_001660911.1|AAEG
OG0006764	LOC111593696|XP_023162403.2|DHYD	LOC5574925|XP_021697878.1|AAEG
OG0006765	LOC111602364|XP_023175145.1|DHYD	LOC5566529|XP_001650919.1|AAEG
OG0006766	LOC111603712|XP_023177181.2|DHYD	LOC5566494|XP_021697881.1|AAEG
OG0006767	LOC111594365|XP_023163396.1|DHYD	LOC5575135|XP_001655512.2|AAEG
OG0006768	LOC111594360|XP_023163388.2|DHYD	LOC5575136|XP_001655513.1|AAEG
OG0006769	LOC111594364|XP_023163395.1|DHYD	LOC5575137|XP_001655514.1|AAEG
OG0006770	LOC111594861|XP_023164107.2|DHYD	LOC5578617|XP_001657036.2|AAEG
OG0006771	LOC111603462|XP_023176858.1|DHYD	LOC5571183|XP_021697944.1|AAEG
OG0006772	LOC111595325|XP_023164750.2|DHYD	LOC5571188|XP_001653516.2|AAEG
OG0006773	LOC111597385|XP_023167815.2|DHYD	LOC5573990|XP_021697979.1|AAEG
OG0006774	LOC111605082|XP_023179185.1|DHYD	LOC5573997|XP_021698005.1|AAEG
OG0006775	LOC111595306|XP_023164731.2|DHYD	LOC5573999|XP_001661086.1|AAEG
OG0006776	LOC111596615|XP_023166667.1|DHYD	LOC5568730|XP_001658110.2|AAEG
OG0006777	LOC111599540|XP_023170962.1|DHYD	LOC5574003|XP_001661090.1|AAEG
OG0006778	LOC111596612|XP_023166663.2|DHYD	LOC5574004|XP_021698010.1|AAEG
OG0006779	LOC111592451|XP_023160404.1|DHYD	LOC5574358|XP_021698013.1|AAEG
OG0006780	LOC111593211|XP_023161624.2|DHYD	LOC5568735|XP_021698016.1|AAEG
OG0006781	LOC111601688|XP_023174162.1|DHYD	LOC5568743|XP_021698045.1|AAEG
OG0006782	LOC111595289|XP_023164710.2|DHYD	LOC5568748|XP_001658129.2|AAEG
OG0006783	LOC111599949|XP_030079773.1|DHYD	LOC5566824|XP_021698068.1|AAEG
OG0006784	LOC111604762|XP_023178723.1|DHYD	LOC5569157|XP_021698137.1|AAEG
OG0006785	LOC111605216|XP_023179406.1|DHYD	LOC5572098|XP_021698148.1|AAEG
OG0006786	LOC111603373|XP_023176696.2|DHYD	LOC5569163|XP_021698171.1|AAEG
OG0006787	LOC111592786|XP_023160957.2|DHYD	LOC5574864|XP_021698278.1|AAEG
OG0006788	LOC111592788|XP_023160963.1|DHYD	LOC5574863|XP_001661687.2|AAEG
OG0006789	LOC111594059|XP_023162952.1|DHYD	LOC5575957|XP_001662311.1|AAEG
OG0006790	LOC111601150|XP_023173388.1|DHYD	LOC5574862|XP_001661688.1|AAEG
OG0006791	LOC111601707|XP_023174194.2|DHYD	LOC5565671|XP_001650026.1|AAEG
OG0006792	LOC111603722|XP_023177202.1|DHYD	LOC5574453|XP_001661470.1|AAEG
OG0006793	LOC111603734|XP_023177218.2|DHYD	LOC5564220|XP_001648568.2|AAEG
OG0006794	LOC111601737|XP_023174267.1|DHYD	LOC5564228|XP_001648564.1|AAEG
OG0006795	LOC111597514|XP_023168051.2|DHYD	LOC5564217|XP_001648559.2|AAEG
OG0006796	LOC111605738|XP_023180207.1|DHYD	LOC5564317|XP_001648653.1|AAEG
OG0006797	LOC111592613|XP_023160713.1|DHYD	LOC5564300|XP_001648651.1|AAEG
OG0006798	LOC111592763|XP_023160931.2|DHYD	LOC5569020|XP_001658276.1|AAEG
OG0006799	LOC111605674|XP_023180107.2|DHYD	LOC5574158|XP_021698429.1|AAEG
OG0006800	LOC111593539|XP_023162111.2|DHYD	LOC5569603|XP_001652883.2|AAEG
OG0006801	LOC111594060|XP_023162953.1|DHYD	LOC5577968|XP_001663631.1|AAEG
OG0006802	LOC111593919|XP_023162760.1|DHYD	LOC5570796|XP_021698590.1|AAEG
OG0006803	LOC111599952|XP_023171591.1|DHYD	LOC5570783|XP_001653286.2|AAEG
OG0006804	LOC111598677|XP_023169804.2|DHYD	LOC5570793|XP_021698604.1|AAEG
OG0006805	LOC111605205|XP_023179390.2|DHYD	LOC5570791|XP_021698606.1|AAEG
OG0006806	LOC111604692|XP_023178628.2|DHYD	LOC5579155|XP_021698640.1|AAEG
OG0006807	LOC111605095|XP_023179202.1|DHYD	LOC5568754|XP_021698685.1|AAEG
OG0006808	LOC111593827|XP_023162628.1|DHYD	LOC5572534|XP_001654061.2|AAEG
OG0006809	LOC111601084|XP_023173279.2|DHYD	LOC5572289|XP_001653975.2|AAEG
OG0006810	LOC111595119|XP_023164456.1|DHYD	LOC5572287|XP_001653972.2|AAEG
OG0006811	LOC111597169|XP_023167501.1|DHYD	LOC5572286|XP_001653971.2|AAEG
OG0006812	LOC111601033|XP_023173210.1|DHYD	LOC23687584|XP_021698727.1|AAEG
OG0006813	LOC111592872|XP_023161093.1|DHYD	LOC5572277|XP_021698748.1|AAEG
OG0006814	LOC111605200|XP_023179376.2|DHYD	LOC5572195|XP_001653862.1|AAEG
OG0006815	LOC111601042|XP_023173223.2|DHYD	LOC5564563|XP_021698821.1|AAEG
OG0006816	LOC111601114|XP_023173330.2|DHYD	LOC5571886|XP_021698823.1|AAEG
OG0006817	LOC111598673|XP_023169799.2|DHYD	LOC5566090|XP_001650458.2|AAEG
OG0006818	LOC111604765|XP_023178731.2|DHYD	LOC5566034|XP_021698857.1|AAEG
OG0006819	LOC111605063|XP_023179162.1|DHYD	LOC5574351|XP_001661386.2|AAEG
OG0006820	LOC111605091|XP_023179198.1|DHYD	LOC5574348|XP_021698908.1|AAEG
OG0006821	LOC111592535|XP_023160586.2|DHYD	LOC5574342|XP_021698910.1|AAEG
OG0006822	LOC111600660|XP_023172654.1|DHYD	LOC5577977|XP_021698914.1|AAEG
OG0006823	LOC111605659|XP_023180090.1|DHYD	LOC5574338|XP_001661371.1|AAEG
OG0006824	LOC111601684|XP_023174156.1|DHYD	LOC5574333|XP_001661366.1|AAEG
OG0006825	LOC111594912|XP_023164166.2|DHYD	LOC5577266|XP_021698973.1|AAEG
