Orthogroup	DHYD.longest_only	DSUB.longest_only
OG0009599	LOC111600281|XP_023172099.2|DHYD	LOC117899783|XP_034665947.1|DSUB
OG0009600	LOC111604630|XP_023178529.2|DHYD	LOC117898242|XP_034663378.1|DSUB
OG0009601	LOC111593362|XP_023161843.2|DHYD	LOC117896844|XP_034661259.1|DSUB
OG0009602	LOC111604245|XP_023177998.1|DHYD	LOC117896553|XP_034660830.1|DSUB
OG0009603	LOC111603650|XP_023177097.1|DHYD	LOC117898375|XP_034663607.1|DSUB
OG0009604	LOC111596722|XP_023166819.1|DHYD	LOC117903853|XP_034672212.1|DSUB
OG0009605	LOC111595168|XP_023164517.2|DHYD	LOC117898754|XP_034664271.1|DSUB
OG0009606	LOC111595164|XP_023164512.1|DHYD	LOC117896546|XP_034660822.1|DSUB
OG0009607	LOC111595171|XP_023164519.2|DHYD	LOC117896545|XP_034660821.1|DSUB
OG0009608	LOC111593379|XP_023161866.2|DHYD	LOC117898825|XP_034664383.1|DSUB
OG0009609	LOC111602994|XP_023176159.2|DHYD	LOC117896103|XP_034660046.1|DSUB
OG0009610	LOC111597892|XP_023168595.2|DHYD	LOC117896360|XP_034660526.1|DSUB
OG0009611	LOC111596213|XP_023166095.2|DHYD	LOC117898060|XP_034663119.1|DSUB
OG0009612	LOC111596450|XP_023166444.2|DHYD	LOC117897696|XP_034662608.1|DSUB
OG0009613	LOC111601167|XP_023173413.2|DHYD	LOC117900020|XP_034666098.1|DSUB
OG0009614	LOC111593261|XP_023161696.1|DHYD	LOC117896436|XP_034660655.1|DSUB
OG0009615	LOC111603280|XP_030079667.1|DHYD	LOC117899368|XP_034665238.1|DSUB
OG0009616	LOC111597767|XP_023168393.2|DHYD	LOC117899351|XP_034665209.1|DSUB
OG0009617	LOC111592945|XP_023161183.2|DHYD	LOC117897049|XP_034661524.1|DSUB
OG0009619	LOC111603627|XP_023177063.2|DHYD	LOC117899315|XP_034665138.1|DSUB
OG0009620	LOC111596251|XP_023166152.2|DHYD	LOC117896313|XP_034660433.1|DSUB
OG0009621	LOC111596254|XP_023166157.2|DHYD	LOC117899070|XP_034664727.1|DSUB
OG0009622	LOC111604240|XP_023177991.1|DHYD	LOC117896670|XP_034661008.1|DSUB
OG0009624	LOC111601515|XP_023173889.2|DHYD	LOC117897995|XP_034663011.1|DSUB
OG0009625	LOC111592466|XP_023160435.2|DHYD	LOC117897940|XP_034662923.1|DSUB
OG0009626	LOC111600068|XP_023171770.2|DHYD	LOC117897520|XP_034662327.1|DSUB
OG0009627	LOC111599864|XP_023171453.2|DHYD	LOC117899113|XP_034664792.1|DSUB
OG0009628	LOC111599961|XP_023171624.2|DHYD	LOC117897517|XP_034662324.1|DSUB
OG0009629	LOC111594608|XP_023163752.2|DHYD	LOC117898477|XP_034663803.1|DSUB
OG0009630	LOC111594500|XP_023163579.2|DHYD	LOC117898483|XP_034663810.1|DSUB
OG0009631	LOC111594457|XP_023163521.2|DHYD	LOC117896005|XP_034659893.1|DSUB
OG0009632	LOC111600211|XP_023172000.2|DHYD	LOC117895581|XP_034659207.1|DSUB
OG0009633	LOC111600591|XP_023172551.1|DHYD	LOC117890181|XP_034650770.1|DSUB
OG0009634	LOC111597909|XP_023168617.2|DHYD	LOC117898389|XP_034663636.1|DSUB
OG0009635	LOC111593257|XP_023161689.2|DHYD	LOC117896210|XP_034660231.1|DSUB
OG0009636	LOC111605708|XP_023180162.2|DHYD	LOC117894084|XP_034656842.1|DSUB
OG0009637	LOC111594525|XP_023163623.2|DHYD	LOC117896071|XP_034659987.1|DSUB
OG0009638	LOC111598088|XP_023168905.1|DHYD	LOC117896495|XP_034660726.1|DSUB
OG0009639	LOC111595461|XP_023164975.2|DHYD	LOC117898102|XP_034663174.1|DSUB
OG0009640	LOC111595630|XP_023165211.2|DHYD	LOC117898035|XP_034663066.1|DSUB
OG0009641	LOC111597869|XP_023168562.1|DHYD	LOC117897371|XP_034662060.1|DSUB
OG0009642	LOC111597879|XP_023168572.2|DHYD	LOC117896021|XP_034659919.1|DSUB
OG0009643	LOC111598903|XP_023170144.2|DHYD	LOC117898605|XP_034664046.1|DSUB
OG0009644	LOC111601437|XP_023173781.2|DHYD	LOC117897908|XP_034662876.1|DSUB
OG0009645	LOC111601517|XP_023173891.1|DHYD	LOC117897068|XP_034661562.1|DSUB
OG0009646	LOC111592489|XP_023160477.2|DHYD	LOC117896054|XP_034659953.1|DSUB
OG0009647	LOC111592474|XP_023160459.1|DHYD	LOC117897577|XP_034662421.1|DSUB
OG0009648	LOC111594418|XP_023163473.1|DHYD	LOC117898922|XP_034664525.1|DSUB
OG0009649	LOC111598571|XP_023169643.2|DHYD	LOC117898668|XP_034664135.1|DSUB
OG0009650	LOC111594187|XP_023163139.2|DHYD	LOC117902403|XP_034669631.1|DSUB
OG0009651	LOC111603781|XP_023177291.2|DHYD	LOC117902138|XP_034669165.1|DSUB
OG0009653	LOC111601953|XP_023174589.1|DHYD	LOC117900187|XP_034666327.1|DSUB
OG0009654	LOC111601070|XP_023173267.1|DHYD	LOC117900188|XP_034666328.1|DSUB
OG0009655	LOC111603776|XP_023177279.2|DHYD	LOC117902067|XP_034669043.1|DSUB
OG0009656	LOC111599342|XP_023170740.2|DHYD	LOC117902193|XP_034669281.1|DSUB
OG0009657	LOC111599313|XP_023170691.2|DHYD	LOC117901250|XP_034667821.1|DSUB
OG0009658	LOC111602510|XP_023175358.2|DHYD	LOC117900650|XP_034666973.1|DSUB
OG0009659	LOC111605557|XP_023179893.1|DHYD	LOC117900724|XP_034667083.1|DSUB
OG0009660	LOC111594235|XP_030080301.1|DHYD	LOC117900209|XP_034666379.1|DSUB
OG0009661	LOC111595841|XP_023165519.2|DHYD	LOC117902552|XP_034669881.1|DSUB
OG0009662	LOC111599493|XP_023170928.2|DHYD	LOC117900505|XP_034666787.1|DSUB
OG0009663	LOC111601961|XP_023174604.2|DHYD	LOC117902784|XP_034670277.1|DSUB
OG0009664	LOC111596116|XP_023165949.1|DHYD	LOC117902656|XP_034670075.1|DSUB
OG0009665	LOC111599115|XP_023170444.2|DHYD	LOC117901643|XP_034668368.1|DSUB
OG0009666	LOC111592892|XP_023161101.1|DHYD	LOC117901573|XP_034668262.1|DSUB
OG0009667	LOC111594740|XP_023163947.2|DHYD	LOC117901808|XP_034668613.1|DSUB
OG0009668	LOC111596114|XP_023165947.1|DHYD	LOC117900860|XP_034667271.1|DSUB
OG0009669	LOC111594232|XP_023163206.2|DHYD	LOC117900583|XP_034666884.1|DSUB
OG0009670	LOC111599394|XP_023170800.1|DHYD	LOC117900839|XP_034667242.1|DSUB
OG0009671	LOC111605536|XP_023179867.1|DHYD	LOC117902260|XP_034669410.1|DSUB
OG0009672	LOC111598474|XP_023169501.2|DHYD	LOC117902624|XP_034670032.1|DSUB
OG0009673	LOC111598481|XP_023169507.2|DHYD	LOC117902626|XP_034670036.1|DSUB
OG0009674	LOC111594346|XP_023163369.2|DHYD	LOC117900260|XP_034666456.1|DSUB
OG0009675	LOC111602241|XP_023174998.2|DHYD	LOC117901662|XP_034668392.1|DSUB
OG0009676	LOC111603625|XP_030080318.1|DHYD	LOC117901013|XP_034667503.1|DSUB
OG0009677	LOC111603896|XP_023177482.2|DHYD	LOC117902620|XP_034670029.1|DSUB
OG0009678	LOC111594279|XP_023163278.2|DHYD	LOC117901428|XP_034668061.1|DSUB
OG0009679	LOC111596292|XP_023166216.1|DHYD	LOC117901659|XP_034668389.1|DSUB
OG0009680	LOC111594770|XP_023163988.2|DHYD	LOC117902758|XP_034670242.1|DSUB
OG0009681	LOC111603818|XP_023177345.2|DHYD	LOC117890819|XP_034651780.1|DSUB
OG0009682	LOC111602133|XP_030081066.1|DHYD	LOC117889854|XP_034650244.1|DSUB
OG0009683	LOC111593979|XP_023162840.1|DHYD	LOC117892324|XP_034654367.1|DSUB
OG0009684	LOC111593975|XP_023162834.1|DHYD	LOC117892318|XP_034654362.1|DSUB
OG0009685	LOC111593889|XP_023162724.1|DHYD	LOC117892320|XP_034654364.1|DSUB
OG0009686	LOC111600662|XP_030080930.1|DHYD	LOC117891265|XP_034652527.1|DSUB
OG0009687	LOC111600658|XP_023172652.2|DHYD	LOC117892586|XP_034654815.1|DSUB
OG0009688	LOC111604139|XP_023177830.1|DHYD	LOC117892111|XP_034654017.1|DSUB
OG0009689	LOC111602366|XP_023175146.2|DHYD	LOC117890816|XP_034651777.1|DSUB
OG0009690	LOC111593292|XP_023161738.1|DHYD	LOC117891582|XP_034653000.1|DSUB
OG0009691	LOC111604099|XP_023177767.2|DHYD	LOC117892249|XP_034654252.1|DSUB
OG0009692	LOC111600725|XP_030080977.1|DHYD	LOC117892399|XP_034654506.1|DSUB
OG0009693	LOC111593191|XP_023161579.1|DHYD	LOC117890020|XP_034650517.1|DSUB
OG0009694	LOC111599896|XP_023171486.1|DHYD	LOC117890850|XP_034651828.1|DSUB
OG0009695	LOC111604610|XP_023178492.1|DHYD	LOC117892460|XP_034654602.1|DSUB
OG0009696	LOC111597688|XP_023168288.2|DHYD	LOC117892020|XP_034653807.1|DSUB
OG0009697	LOC111602165|XP_023174890.2|DHYD	LOC117898641|XP_034664095.1|DSUB
OG0009698	LOC111599902|XP_023171491.2|DHYD	LOC117891420|XP_034652781.1|DSUB
OG0009699	LOC111605267|XP_023179475.1|DHYD	LOC117890785|XP_034651748.1|DSUB
OG0009700	LOC111595318|XP_023164743.2|DHYD	LOC117892044|XP_034653861.1|DSUB
OG0009701	LOC111596426|XP_023166406.1|DHYD	LOC117898886|XP_034664460.1|DSUB
OG0009703	LOC111602467|XP_023175297.2|DHYD	LOC117902564|XP_034669897.1|DSUB
OG0009704	LOC111604144|XP_023177834.2|DHYD	LOC117890186|XP_034650782.1|DSUB
OG0009705	LOC111593579|XP_023162212.2|DHYD	LOC117892384|XP_034654486.1|DSUB
OG0009706	LOC111593563|XP_023162192.2|DHYD	LOC117892378|XP_034654480.1|DSUB
OG0009707	LOC111602754|XP_023175774.2|DHYD	LOC117898116|XP_034663194.1|DSUB
OG0009708	LOC111593890|XP_023162725.1|DHYD	LOC117892326|XP_034654370.1|DSUB
OG0009709	LOC111593906|XP_023162745.1|DHYD	LOC117892323|XP_034654366.1|DSUB
OG0009710	LOC111593967|XP_023162826.2|DHYD	LOC117892317|XP_034654361.1|DSUB
OG0009711	LOC111593816|XP_023162612.2|DHYD	LOC117889733|XP_034650047.1|DSUB
OG0009712	LOC111604706|XP_023178647.1|DHYD	LOC117894531|XP_034657539.1|DSUB
OG0009713	LOC111597964|XP_023168705.2|DHYD	LOC117889805|XP_034650173.1|DSUB
OG0009714	LOC111592161|XP_023159981.1|DHYD	LOC117890129|XP_034650707.1|DSUB
OG0009715	LOC111601240|XP_023173506.2|DHYD	LOC117890581|XP_034651410.1|DSUB
OG0009717	LOC111597977|XP_023168720.1|DHYD	LOC117890616|XP_034651448.1|DSUB
OG0009718	LOC111595553|XP_023165114.2|DHYD	LOC117891509|XP_034652894.1|DSUB
OG0009719	LOC111594321|XP_023163333.1|DHYD	LOC117891225|XP_034652462.1|DSUB
OG0009720	LOC111594751|XP_023163971.2|DHYD	LOC117892547|XP_034654748.1|DSUB
OG0009721	LOC111597976|XP_023168719.2|DHYD	LOC117890858|XP_034651835.1|DSUB
OG0009723	LOC111591929|XP_023159627.1|DHYD	LOC117893874|XP_034656536.1|DSUB
OG0009724	LOC111597068|XP_023167362.2|DHYD	LOC117891697|XP_034653179.1|DSUB
OG0009725	LOC111595263|XP_030081256.1|DHYD	LOC117891725|XP_034653208.1|DSUB
OG0009726	LOC111595884|XP_023165584.1|DHYD	LOC117898210|XP_034663325.1|DSUB
OG0009727	LOC111599712|XP_023171213.2|DHYD	LOC117890352|XP_034651035.1|DSUB
OG0009728	LOC111594817|XP_030082000.1|DHYD	LOC117892597|XP_034654826.1|DSUB
OG0009729	LOC111594806|XP_023164040.2|DHYD	LOC117890932|XP_034651958.1|DSUB
OG0009730	LOC111597265|XP_023167646.1|DHYD	LOC117903143|XP_034670872.1|DSUB
OG0009731	LOC111592236|XP_030081988.1|DHYD	LOC117892756|XP_034655073.1|DSUB
OG0009732	LOC111596392|XP_023166366.1|DHYD	LOC117891430|XP_034652792.1|DSUB
OG0009733	LOC111601843|XP_023174445.1|DHYD	LOC117903446|XP_034671369.1|DSUB
OG0009734	LOC111605138|XP_023179284.2|DHYD	LOC117903232|XP_034671023.1|DSUB
OG0009735	LOC111599167|XP_023170514.2|DHYD	LOC117901959|XP_034668830.1|DSUB
OG0009736	LOC111597244|XP_030080077.1|DHYD	LOC117903841|XP_034672187.1|DSUB
OG0009737	LOC111594577|XP_023163703.1|DHYD	LOC117897256|XP_034661871.1|DSUB
OG0009738	LOC111603220|XP_023176485.2|DHYD, LOC111603110|XP_023176347.2|DHYD	LOC117891820|XP_034653448.1|DSUB
OG0009739	LOC111603149|XP_023176392.1|DHYD	LOC117903585|XP_034671696.1|DSUB
OG0009740	LOC111603083|XP_023176309.2|DHYD	LOC117897509|XP_034662303.1|DSUB
OG0009741	LOC111600411|XP_023172259.2|DHYD	LOC117900777|XP_034667149.1|DSUB
OG0009742	LOC111605050|XP_023179154.2|DHYD	LOC117890075|XP_034650614.1|DSUB
OG0009743	LOC111598291|XP_023169242.2|DHYD	LOC117901152|XP_034667697.1|DSUB
OG0009744	LOC111593684|XP_023162397.2|DHYD	LOC117903552|XP_034671643.1|DSUB
OG0009745	LOC111605298|XP_023179519.2|DHYD	LOC117889607|XP_034649917.1|DSUB
OG0009746	LOC111604844|XP_023178848.2|DHYD	LOC117893770|XP_034656404.1|DSUB, LOC117894248|XP_034657087.1|DSUB
OG0009747	LOC111605159|XP_023179313.1|DHYD	LOC117901374|XP_034667975.1|DSUB
OG0009748	LOC111595943|XP_023165677.2|DHYD	LOC117902274|XP_034669433.1|DSUB
OG0009749	LOC111597240|XP_023167602.2|DHYD	LOC117893711|XP_034656289.1|DSUB
OG0009750	LOC111596143|XP_023165994.2|DHYD	LOC117893121|XP_034655461.1|DSUB
OG0009751	LOC111596556|XP_023166597.1|DHYD	LOC117903836|XP_034672179.1|DSUB
OG0009752	LOC111596810|XP_023166942.2|DHYD	LOC117903820|XP_034672154.1|DSUB
OG0009753	LOC111596797|XP_023166926.1|DHYD	LOC117903822|XP_034672166.1|DSUB
OG0009754	LOC111604479|XP_030081080.1|DHYD	LOC117891961|XP_034653724.1|DSUB
OG0009755	LOC111595366|XP_023164820.2|DHYD	LOC117896905|XP_034661368.1|DSUB
OG0009756	LOC111603348|XP_023176658.2|DHYD	LOC117903483|XP_034671438.1|DSUB
OG0009757	LOC111593693|XP_023162370.2|DHYD	LOC117901793|XP_034668594.1|DSUB
OG0009758	LOC111594445|XP_023163500.2|DHYD	LOC117897787|XP_034662727.1|DSUB, LOC117896016|XP_034659913.1|DSUB
OG0009759	LOC111597287|XP_023167671.2|DHYD	LOC117897603|XP_034662455.1|DSUB
OG0009760	LOC111601880|XP_030079322.1|DHYD	LOC117894590|XP_034657632.1|DSUB
OG0009761	LOC111601894|XP_023174505.1|DHYD	LOC117901075|XP_034667582.1|DSUB
OG0009762	LOC111602431|XP_023175238.2|DHYD	LOC117894481|XP_034657478.1|DSUB
OG0009763	LOC111602884|XP_023175984.2|DHYD	LOC117895567|XP_034659174.1|DSUB
OG0009764	LOC111603708|XP_023177177.2|DHYD	LOC117895233|XP_034658630.1|DSUB
OG0009765	LOC111600459|XP_023172328.1|DHYD	LOC117894738|XP_034657828.1|DSUB
OG0009766	LOC111600491|XP_023172387.1|DHYD	LOC117895267|XP_034658681.1|DSUB
OG0009767	LOC111600501|XP_023172396.1|DHYD	LOC117895266|XP_034658680.1|DSUB
OG0009768	LOC111604498|XP_023178357.2|DHYD	LOC117894833|XP_034657971.1|DSUB
OG0009769	LOC111597776|XP_023168403.1|DHYD	LOC117893730|XP_034656342.1|DSUB
OG0009770	LOC111593222|XP_023161641.2|DHYD	LOC117893449|XP_034655959.1|DSUB
OG0009771	LOC111601720|XP_023174213.2|DHYD	LOC117895117|XP_034658414.1|DSUB
OG0009772	LOC111601027|XP_023173204.2|DHYD	LOC117893428|XP_034655937.1|DSUB
OG0009773	LOC111605657|XP_023180088.1|DHYD	LOC117893982|XP_034656685.1|DSUB
OG0009774	LOC111605179|XP_023179343.2|DHYD	LOC117893588|XP_034656151.1|DSUB
OG0009775	LOC111595090|XP_023164418.2|DHYD	LOC117894988|XP_034658226.1|DSUB
OG0009776	LOC111598734|XP_023169895.1|DHYD	LOC117894021|XP_034656749.1|DSUB
OG0009777	LOC111597506|XP_023168039.1|DHYD	LOC117893849|XP_034656507.1|DSUB
OG0009778	LOC111602905|XP_023176014.1|DHYD	LOC117894853|XP_034657999.1|DSUB
OG0009779	LOC111592428|XP_023160379.1|DHYD	LOC117894579|XP_034657611.1|DSUB
OG0009780	LOC111592427|XP_023160378.2|DHYD	LOC117894568|XP_034657592.1|DSUB
OG0009781	LOC111592301|XP_023160176.1|DHYD	LOC117894228|XP_034657035.1|DSUB
OG0009782	LOC111596330|XP_023166263.2|DHYD	LOC117893008|XP_034655255.1|DSUB
OG0009783	LOC111598692|XP_023169825.1|DHYD	LOC117895364|XP_034658839.1|DSUB
OG0009784	LOC111597785|XP_023168426.1|DHYD	LOC117895592|XP_034659233.1|DSUB
OG0009785	LOC111601718|XP_023174207.2|DHYD	LOC117893378|XP_034655863.1|DSUB
OG0009786	LOC111595144|XP_023164485.1|DHYD	LOC117895523|XP_034659119.1|DSUB
OG0009787	LOC111595143|XP_023164484.1|DHYD	LOC117895516|XP_034659112.1|DSUB
OG0009788	LOC111596141|XP_023165992.2|DHYD	LOC117893123|XP_034655463.1|DSUB
OG0009789	LOC111601708|XP_023174195.1|DHYD	LOC117894669|XP_034657737.1|DSUB
OG0009790	LOC111601257|XP_023173530.1|DHYD	LOC117892041|XP_034653857.1|DSUB
OG0009791	LOC111605183|XP_023179348.2|DHYD	LOC117895161|XP_034658507.1|DSUB
OG0009792	LOC111601726|XP_023174217.1|DHYD	LOC117895149|XP_034658473.1|DSUB
OG0009793	LOC111601050|XP_023173234.2|DHYD	LOC117894608|XP_034657650.1|DSUB
OG0009794	LOC111604819|XP_023178809.1|DHYD	LOC117898490|XP_034663817.1|DSUB
OG0009795	LOC111603198|XP_023176454.2|DHYD	LOC117896650|XP_034660991.1|DSUB
OG0009796	LOC111597572|XP_023168139.1|DHYD	LOC117893804|XP_034656441.1|DSUB
OG0009797	LOC111601696|XP_023174180.1|DHYD	LOC117894143|XP_034656928.1|DSUB
OG0009798	LOC111601673|XP_023174136.2|DHYD	LOC117893702|XP_034656281.1|DSUB
OG0009799	LOC111592959|XP_023161217.1|DHYD	LOC117893858|XP_034656518.1|DSUB
OG0009800	LOC111591865|XP_023159515.2|DHYD	LOC117893542|XP_034656083.1|DSUB
OG0009801	LOC111601587|XP_023174010.2|DHYD	LOC117894856|XP_034658004.1|DSUB
OG0009802	LOC111601562|XP_023173975.2|DHYD	LOC117893034|XP_034655286.1|DSUB
OG0009803	LOC111604678|XP_023178608.2|DHYD	LOC117894515|XP_034657516.1|DSUB
OG0009804	LOC111604716|XP_023178657.1|DHYD	LOC117894533|XP_034657541.1|DSUB
OG0009805	LOC111604677|XP_023178607.1|DHYD	LOC117894525|XP_034657530.1|DSUB
OG0009806	LOC115483024|XP_030079623.1|DHYD	LOC117894514|XP_034657515.1|DSUB
OG0009807	LOC111604710|XP_023178651.1|DHYD	LOC117894549|XP_034657561.1|DSUB
OG0009808	LOC111601704|XP_030081600.1|DHYD	LOC117893011|XP_034655257.1|DSUB
OG0009809	LOC111603709|XP_023177178.1|DHYD	LOC117894636|XP_034657699.1|DSUB
OG0009810	LOC111603047|XP_023176259.2|DHYD	LOC117893657|XP_034656239.1|DSUB
OG0009811	LOC111594377|XP_023163409.2|DHYD	LOC117893658|XP_034656240.1|DSUB
OG0009812	LOC111601031|XP_023173209.2|DHYD	LOC117893769|XP_034656400.1|DSUB
OG0009813	LOC111605100|XP_023179210.2|DHYD	LOC117894255|XP_034657099.1|DSUB
OG0009814	LOC111601743|XP_023174251.2|DHYD	LOC117894388|XP_034657285.1|DSUB
OG0009815	LOC111592281|XP_023160150.2|DHYD	LOC117893604|XP_034656171.1|DSUB
OG0009816	LOC111600944|XP_023173082.2|DHYD	LOC117893467|XP_034655979.1|DSUB
OG0009817	LOC111600945|XP_023173083.2|DHYD	LOC117893023|XP_034655271.1|DSUB
OG0009818	LOC111604546|XP_023178413.2|DHYD	LOC117893885|XP_034656548.1|DSUB
OG0009819	LOC111604522|XP_023178386.1|DHYD	LOC117893460|XP_034655970.1|DSUB
OG0009820	LOC111604547|XP_023178414.2|DHYD	LOC117894411|XP_034657311.1|DSUB
OG0009821	LOC111605707|XP_023180160.2|DHYD	LOC117894647|XP_034657710.1|DSUB
OG0009822	LOC111599228|XP_023170594.1|DHYD	LOC117894222|XP_034657029.1|DSUB
OG0009823	LOC111601555|XP_023173965.1|DHYD	LOC117895331|XP_034658795.1|DSUB
OG0009824	LOC111593139|XP_023161508.1|DHYD	LOC117893754|XP_034656379.1|DSUB
OG0009825	LOC111599821|XP_023171377.2|DHYD	LOC117895748|XP_034659510.1|DSUB
OG0009826	LOC111597613|XP_023168179.2|DHYD	LOC117892999|XP_034655245.1|DSUB
OG0009827	LOC111597612|XP_023168178.2|DHYD	LOC117892997|XP_034655243.1|DSUB
OG0009828	LOC111592783|XP_023160954.2|DHYD	LOC117895177|XP_034658530.1|DSUB
OG0009829	LOC111595347|XP_023164789.2|DHYD	LOC117894284|XP_034657133.1|DSUB
OG0009830	LOC111600990|XP_023173150.1|DHYD	LOC117894556|XP_034657571.1|DSUB
OG0009831	LOC111600989|XP_023173149.2|DHYD	LOC117893431|XP_034655940.1|DSUB
OG0009832	LOC111600948|XP_023173087.2|DHYD	LOC117894118|XP_034656891.1|DSUB
OG0009833	LOC111597338|XP_023167751.1|DHYD	LOC117894727|XP_034657807.1|DSUB
OG0009834	LOC111600592|XP_023172552.1|DHYD	LOC117891165|XP_034652379.1|DSUB
OG0009836	LOC111597188|XP_023167526.2|DHYD	LOC117897449|XP_034662184.1|DSUB
OG0009837	LOC111602468|XP_023175301.1|DHYD	LOC117897989|XP_034663005.1|DSUB
OG0009838	LOC111594202|XP_023163167.1|DHYD	LOC117900181|XP_034666318.1|DSUB
OG0009839	LOC111604182|XP_023177898.2|DHYD	LOC117892543|XP_034654743.1|DSUB
OG0009840	LOC111594778|XP_023163999.2|DHYD	LOC117900759|XP_034667132.1|DSUB
OG0009841	LOC111602257|XP_023175019.2|DHYD	LOC117901949|XP_034668814.1|DSUB
OG0009842	LOC111599831|XP_023171392.1|DHYD	LOC117895088|XP_034658376.1|DSUB
OG0009843	LOC111598462|XP_023169486.1|DHYD	LOC117893921|XP_034656594.1|DSUB
OG0009844	LOC111603332|XP_023176636.2|DHYD	LOC117895582|XP_034659203.1|DSUB
OG0009845	LOC111602597|XP_023175524.2|DHYD	LOC117890981|XP_034652021.1|DSUB
OG0009846	LOC111598957|XP_023170210.1|DHYD	LOC117901967|XP_034668839.1|DSUB
OG0009847	LOC111605616|XP_030079870.1|DHYD	LOC117891084|XP_034652158.1|DSUB
OG0009848	LOC111597301|XP_023167692.1|DHYD	LOC117896749|XP_034661110.1|DSUB
OG0009849	LOC111596400|XP_023166373.2|DHYD	LOC117899304|XP_034665116.1|DSUB
OG0009850	LOC111593647|XP_023162295.2|DHYD	LOC117902687|XP_034670118.1|DSUB
OG0009851	LOC111602069|XP_023174759.1|DHYD	LOC117900509|XP_034666793.1|DSUB
OG0009852	LOC111601593|XP_023174021.2|DHYD, LOC111598428|XP_030079323.1|DHYD	LOC117891533|XP_034652933.1|DSUB
OG0009853	LOC111605051|XP_023179156.2|DHYD	LOC117890031|XP_034650542.1|DSUB
OG0009854	LOC115482955|XP_030079297.1|DHYD, LOC111603168|XP_023176415.1|DHYD	LOC117903579|XP_034671690.1|DSUB
OG0009855	LOC111600416|XP_023172264.2|DHYD	LOC117900649|XP_034666972.1|DSUB
OG0009857	LOC111594780|XP_023164002.2|DHYD	LOC117900762|XP_034667134.1|DSUB
OG0009858	LOC111594750|XP_023163966.2|DHYD	LOC117901123|XP_034667652.1|DSUB
OG0009859	LOC111592581|XP_023160659.1|DHYD	LOC117901261|XP_034667845.1|DSUB
OG0009860	LOC111603523|XP_023176922.2|DHYD	LOC117901937|XP_034668796.1|DSUB
OG0009861	LOC111595826|XP_023165500.2|DHYD	LOC117900636|XP_034666956.1|DSUB
OG0009862	LOC111599473|XP_030080395.1|DHYD	LOC117901436|XP_034668071.1|DSUB
OG0009863	LOC111602466|XP_023175296.2|DHYD	LOC117902561|XP_034669893.1|DSUB
OG0009864	LOC111596096|XP_023165925.1|DHYD	LOC117900919|XP_034667373.1|DSUB
OG0009865	LOC111596094|XP_030080402.1|DHYD	LOC117900770|XP_034667141.1|DSUB
OG0009866	LOC115483181|XP_030080199.1|DHYD, LOC111599822|XP_023171378.1|DHYD, LOC115483340|XP_030080681.1|DHYD	LOC117895444|XP_034659001.1|DSUB
OG0009867	LOC111599636|XP_023171084.1|DHYD	LOC117895861|XP_034659720.1|DSUB
OG0009868	LOC111604460|XP_023178308.2|DHYD	LOC117894405|XP_034657308.1|DSUB
OG0009869	LOC111597341|XP_023167754.2|DHYD	LOC117901567|XP_034668256.1|DSUB, LOC117901804|XP_034668609.1|DSUB, LOC117901939|XP_034668799.1|DSUB, LOC117897200|XP_034661793.1|DSUB, LOC117901803|XP_034668607.1|DSUB, LOC117901565|XP_034668254.1|DSUB
OG0009870	LOC111599270|XP_023170637.2|DHYD	LOC117892962|XP_034655185.1|DSUB
OG0009871	LOC111605136|XP_023179293.2|DHYD	LOC117890522|XP_034651319.1|DSUB
OG0009872	LOC111597094|XP_023167403.1|DHYD	LOC117891783|XP_034653344.1|DSUB
OG0009873	LOC111593757|XP_023162534.1|DHYD	LOC117891559|XP_034652970.1|DSUB
OG0009874	LOC111600973|XP_023173124.2|DHYD	LOC117894152|XP_034656939.1|DSUB
OG0009875	LOC111597543|XP_030079672.1|DHYD	LOC117894661|XP_034657727.1|DSUB
OG0009876	LOC111600775|XP_023172823.2|DHYD	LOC117892641|XP_034654887.1|DSUB
OG0009877	LOC111604151|XP_023177843.2|DHYD	LOC117890662|XP_034651526.1|DSUB
OG0009878	LOC111605374|XP_023179625.1|DHYD	LOC117890109|XP_034650668.1|DSUB
OG0009879	LOC111595637|XP_023165219.1|DHYD	LOC117890223|XP_034650851.1|DSUB
OG0009880	LOC111605244|XP_023179448.1|DHYD	LOC117889820|XP_034650191.1|DSUB
OG0009881	LOC111595751|XP_023165380.1|DHYD	LOC117890682|XP_034651556.1|DSUB
OG0009882	LOC111603808|XP_023177328.1|DHYD	LOC117892739|XP_034655055.1|DSUB
OG0009883	LOC111595496|XP_023165034.2|DHYD	LOC117889883|XP_034650284.1|DSUB
OG0009884	LOC111595527|XP_023165076.2|DHYD	LOC117892310|XP_034654348.1|DSUB
OG0009885	LOC111592111|XP_023159909.1|DHYD	LOC117891019|XP_034652072.1|DSUB
OG0009886	LOC111592106|XP_023159903.1|DHYD	LOC117892124|XP_034654047.1|DSUB
OG0009887	LOC111597027|XP_023167304.2|DHYD	LOC117890905|XP_034651895.1|DSUB
OG0009888	LOC111594578|XP_023163707.1|DHYD	LOC117891528|XP_034652920.1|DSUB
OG0009889	LOC111593373|XP_023161861.1|DHYD	LOC117891474|XP_034652846.1|DSUB
OG0009890	LOC111593526|XP_023162091.1|DHYD	LOC117889963|XP_034650415.1|DSUB, LOC117892260|XP_034654267.1|DSUB
OG0009891	LOC111594188|XP_023163145.1|DHYD	LOC117891708|XP_034653193.1|DSUB
