Orthogroup	DHYD.longest_only	CPIP.longest_only
OG0005948	LOC111591864|XP_023159514.1|DHYD	LOC120426483|XP_039447183.1|CPIP
OG0005949	LOC111600937|XP_023173076.1|DHYD	LOC120426489|XP_039447193.1|CPIP
OG0005950	LOC111602469|XP_023175298.2|DHYD	LOC120420388|XP_039439335.1|CPIP
OG0005951	LOC111598697|XP_023169831.2|DHYD	LOC120416218|XP_039433849.1|CPIP, LOC120423630|XP_039443432.1|CPIP
OG0005952	LOC111602443|XP_023175268.2|DHYD	LOC120416200|XP_039433819.1|CPIP
OG0005953	LOC111595822|XP_023165495.1|DHYD	LOC120416202|XP_039433823.1|CPIP
OG0005954	LOC111599208|XP_023170572.2|DHYD	LOC120416209|XP_039433835.1|CPIP
OG0005955	LOC111603469|XP_023176827.1|DHYD	LOC120416222|XP_039433855.1|CPIP
OG0005956	LOC111597030|XP_023167313.2|DHYD	LOC120414865|XP_039432117.1|CPIP
OG0005957	LOC111593347|XP_023161830.2|DHYD	LOC120414916|XP_039432182.1|CPIP
OG0005958	LOC111604203|XP_023177928.2|DHYD	LOC120414922|XP_039432188.1|CPIP
OG0005959	LOC111603615|XP_023177054.1|DHYD	LOC120414912|XP_039432180.1|CPIP
OG0005960	LOC111594895|XP_023164150.2|DHYD	LOC120414887|XP_039432144.1|CPIP
OG0005961	LOC111598016|XP_023168792.2|DHYD	LOC120414871|XP_039432124.1|CPIP
OG0005962	LOC111597128|XP_023167457.1|DHYD	LOC120414906|XP_039432170.1|CPIP
OG0005963	LOC111592585|XP_023160668.2|DHYD	LOC120416742|XP_039434511.1|CPIP, LOC120418457|XP_039436816.1|CPIP
OG0005964	LOC111601214|XP_023173475.2|DHYD	LOC120418439|XP_039436781.1|CPIP
OG0005965	LOC111599990|XP_023171653.2|DHYD	LOC120431263|XP_039452330.1|CPIP
OG0005966	LOC111600054|XP_023171748.2|DHYD	LOC120431266|XP_039452333.1|CPIP
OG0005967	LOC111593605|XP_023162238.1|DHYD	LOC120427769|XP_039448623.1|CPIP
OG0005968	LOC111593581|XP_023162216.1|DHYD	LOC120427767|XP_039448622.1|CPIP
OG0005969	LOC111600029|XP_023171712.1|DHYD	LOC120421730|XP_039440920.1|CPIP
OG0005970	LOC111592972|XP_023161235.1|DHYD	LOC120423073|XP_039442677.1|CPIP
OG0005971	LOC111592224|XP_023160071.1|DHYD	LOC120425073|XP_039445391.1|CPIP
OG0005972	LOC111592257|XP_023160107.1|DHYD	LOC120424527|XP_039444624.1|CPIP
OG0005973	LOC111604436|XP_023178269.1|DHYD	LOC120424197|XP_039444193.1|CPIP
OG0005974	LOC111605689|XP_023180128.1|DHYD	LOC120424427|XP_039444481.1|CPIP
OG0005975	LOC111592258|XP_023160114.1|DHYD	LOC120425241|XP_039445612.1|CPIP
OG0005977	LOC111602148|XP_023174865.1|DHYD	LOC120424363|XP_039444396.1|CPIP
OG0005978	LOC111595543|XP_023165097.2|DHYD	LOC120425146|XP_039445509.1|CPIP
OG0005979	LOC111597057|XP_023167349.2|DHYD	LOC120425017|XP_039445323.1|CPIP
OG0005980	LOC111597047|XP_023167333.2|DHYD	LOC120425392|XP_039445845.1|CPIP
OG0005981	LOC111605311|XP_023179538.1|DHYD	LOC120417983|XP_039436159.1|CPIP
OG0005982	LOC111597024|XP_023167302.2|DHYD	LOC120418001|XP_039436179.1|CPIP
OG0005983	LOC111603789|XP_023177338.2|DHYD	LOC120417986|XP_039436165.1|CPIP
OG0005984	LOC111598260|XP_030080149.1|DHYD	LOC120416203|XP_039433824.1|CPIP
OG0005985	LOC111598107|XP_030078905.1|DHYD	LOC120416217|XP_039433848.1|CPIP
OG0005986	LOC111596733|XP_023166833.2|DHYD	LOC120421473|XP_039440624.1|CPIP
OG0005987	LOC111602035|XP_023174704.2|DHYD	LOC120421452|XP_039440597.1|CPIP
OG0005988	LOC111592222|XP_023160066.2|DHYD	LOC120421445|XP_039440584.1|CPIP
OG0005989	LOC111595397|XP_023164871.1|DHYD	LOC120416722|XP_039434482.1|CPIP
OG0005990	LOC111595444|XP_023164937.2|DHYD	LOC120416740|XP_039434508.1|CPIP
OG0005991	LOC111598043|XP_023168848.2|DHYD	LOC120416730|XP_039434490.1|CPIP
OG0005992	LOC111599771|XP_023171296.2|DHYD, LOC115483461|XP_030081410.1|DHYD	LOC120416715|XP_039434472.1|CPIP
OG0005993	LOC111599772|XP_023171297.1|DHYD, LOC115483471|XP_030081429.1|DHYD	LOC120416716|XP_039434473.1|CPIP
OG0005994	LOC111605743|XP_023180213.1|DHYD	LOC120427341|XP_039448129.1|CPIP
OG0005995	LOC111592267|XP_023160133.2|DHYD	LOC120427339|XP_039448126.1|CPIP, LOC120426854|XP_039447588.1|CPIP
OG0005996	LOC111600996|XP_023173157.1|DHYD	LOC120427347|XP_039448138.1|CPIP, LOC120426860|XP_039447598.1|CPIP
OG0005997	LOC111597055|XP_023167342.1|DHYD	LOC120426864|XP_039447602.1|CPIP
OG0005999	LOC111599417|XP_023170835.1|DHYD	LOC120428191|XP_039449105.1|CPIP
OG0006000	LOC111601250|XP_023173517.1|DHYD	LOC120415155|XP_039432524.1|CPIP
OG0006001	LOC111593104|XP_023161471.1|DHYD	LOC120428604|XP_039449561.1|CPIP
OG0006002	LOC111600017|XP_023171692.1|DHYD	LOC120422957|XP_039442480.1|CPIP
OG0006003	LOC111604297|XP_023178094.1|DHYD	LOC120422953|XP_039442471.1|CPIP
OG0006004	LOC111595740|XP_023165362.1|DHYD	LOC120421838|XP_039441055.1|CPIP
OG0006005	LOC111605241|XP_023179444.1|DHYD	LOC120425529|XP_039446017.1|CPIP
OG0006006	LOC111597051|XP_023167337.2|DHYD	LOC120424473|XP_039444540.1|CPIP
OG0006007	LOC111604360|XP_023178196.2|DHYD	LOC120415354|XP_039432776.1|CPIP
OG0006008	LOC111595457|XP_023164959.2|DHYD	LOC120415886|XP_039433458.1|CPIP
OG0006009	LOC111605705|XP_023180156.2|DHYD	LOC120415851|XP_039433421.1|CPIP
OG0006010	LOC111591876|XP_023159528.2|DHYD	LOC120428243|XP_039449157.1|CPIP
OG0006011	LOC111600512|XP_023172409.1|DHYD	LOC120428228|XP_039449141.1|CPIP
OG0006012	LOC111592816|XP_023160996.2|DHYD	LOC120415125|XP_039432482.1|CPIP
OG0006013	LOC111603560|XP_030080874.1|DHYD	LOC120415135|XP_039432495.1|CPIP
OG0006014	LOC111604301|XP_023178100.1|DHYD	LOC120415107|XP_039432459.1|CPIP
OG0006015	LOC111602582|XP_023175506.1|DHYD	LOC120415148|XP_039432516.1|CPIP
OG0006016	LOC111597946|XP_023168676.2|DHYD	LOC120415111|XP_039432463.1|CPIP
OG0006017	LOC111597928|XP_023168650.2|DHYD	LOC120415131|XP_039432491.1|CPIP
OG0006018	LOC111594308|XP_030081230.1|DHYD	LOC120425534|XP_039446024.1|CPIP
OG0006019	LOC111598022|XP_023168802.2|DHYD	LOC120425539|XP_039446034.1|CPIP
OG0006020	LOC111596657|XP_023166730.2|DHYD	LOC120412761|XP_039429287.1|CPIP
OG0006021	LOC111605620|XP_023180034.2|DHYD	LOC120412715|XP_039429224.1|CPIP
OG0006022	LOC111592635|XP_023160747.2|DHYD	LOC120412731|XP_039429255.1|CPIP
OG0006023	LOC111596677|XP_023166749.1|DHYD	LOC120415404|XP_039432864.1|CPIP
OG0006024	LOC111596842|XP_023166985.2|DHYD	LOC120419138|XP_039437661.1|CPIP
OG0006025	LOC111597919|XP_023168631.1|DHYD	LOC120419134|XP_039437656.1|CPIP
OG0006026	LOC111602732|XP_023175745.1|DHYD	LOC120412768|XP_039429296.1|CPIP
OG0006027	LOC111599690|XP_023171164.1|DHYD	LOC120412717|XP_039429235.1|CPIP
OG0006028	LOC111600644|XP_023172628.1|DHYD	LOC120415884|XP_039433455.1|CPIP
OG0006029	LOC111597958|XP_023168690.2|DHYD	LOC120415355|XP_039432778.1|CPIP
OG0006030	LOC111593682|XP_023162343.1|DHYD	LOC120415405|XP_039432865.1|CPIP
OG0006031	LOC111595502|XP_023165042.1|DHYD	LOC120415374|XP_039432831.1|CPIP
OG0006032	LOC111596864|XP_023167073.2|DHYD	LOC120415362|XP_039432786.1|CPIP
OG0006033	LOC111597931|XP_023168654.2|DHYD	LOC120415409|XP_039432871.1|CPIP
OG0006034	LOC111600758|XP_023172805.2|DHYD	LOC120419310|XP_039437912.1|CPIP
OG0006035	LOC111602948|XP_023176076.2|DHYD	LOC120419303|XP_039437904.1|CPIP
OG0006036	LOC111603979|XP_023177592.2|DHYD	LOC120419302|XP_039437903.1|CPIP
OG0006037	LOC111592186|XP_023160020.2|DHYD	LOC120419323|XP_039437929.1|CPIP
OG0006038	LOC111600258|XP_023172074.2|DHYD	LOC120431571|XP_039452613.1|CPIP, LOC120429996|XP_039451027.1|CPIP
OG0006039	LOC111604344|XP_023178176.2|DHYD	LOC120430726|XP_039451772.1|CPIP
OG0006040	LOC111594335|XP_023163349.2|DHYD	LOC120425516|XP_039445999.1|CPIP
OG0006041	LOC111592979|XP_023161242.1|DHYD	LOC120429566|XP_039450550.1|CPIP, LOC120431793|XP_039452846.1|CPIP
OG0006042	LOC111594344|XP_023163359.2|DHYD	LOC120429527|XP_039450527.1|CPIP
OG0006043	LOC111593540|XP_023162115.1|DHYD	LOC120429284|XP_039450443.1|CPIP
OG0006044	LOC111601909|XP_023174525.1|DHYD	LOC120429256|XP_039450409.1|CPIP
OG0006045	LOC111604351|XP_023178184.2|DHYD	LOC120429626|XP_039450594.1|CPIP
OG0006046	LOC111599658|XP_023171116.2|DHYD	LOC120429109|XP_039450212.1|CPIP
OG0006047	LOC111600928|XP_023173060.2|DHYD	LOC120426724|XP_039447429.1|CPIP
OG0006048	LOC111592764|XP_030081872.1|DHYD, LOC115482728|XP_030078848.1|DHYD	LOC120415431|XP_039432913.1|CPIP
OG0006049	LOC111603210|XP_023176474.2|DHYD	LOC120415413|XP_039432876.1|CPIP
OG0006050	LOC111597889|XP_023168593.1|DHYD	LOC120415350|XP_039432773.1|CPIP
OG0006051	LOC111602428|XP_023175235.1|DHYD	LOC120415353|XP_039432775.1|CPIP
OG0006052	LOC111594178|XP_023163132.1|DHYD	LOC120415416|XP_039432879.1|CPIP
OG0006053	LOC111592856|XP_023161064.1|DHYD	LOC120420342|XP_039439271.1|CPIP
OG0006054	LOC111598392|XP_023169375.1|DHYD	LOC120420318|XP_039439243.1|CPIP
OG0006055	LOC111601410|XP_023173736.2|DHYD	LOC120418156|XP_039436388.1|CPIP
OG0006056	LOC111594338|XP_023163353.1|DHYD	LOC120415864|XP_039433433.1|CPIP
OG0006057	LOC111595388|XP_023164855.2|DHYD	LOC120415879|XP_039433451.1|CPIP
OG0006058	LOC111604206|XP_023177933.1|DHYD	LOC120418138|XP_039436362.1|CPIP
OG0006059	LOC111597293|XP_023167678.1|DHYD	LOC120432647|XP_039453827.1|CPIP
OG0006060	LOC111597297|XP_023167683.1|DHYD	LOC120432649|XP_039453828.1|CPIP
OG0006061	LOC111596631|XP_023166687.2|DHYD	LOC120432664|XP_039453844.1|CPIP
OG0006062	LOC111601371|XP_023173677.1|DHYD	LOC120412325|XP_039428660.1|CPIP
OG0006063	LOC111603929|XP_023177524.2|DHYD	LOC120412334|XP_039428669.1|CPIP
OG0006064	LOC111595634|XP_023165212.1|DHYD	LOC120432671|XP_039453859.1|CPIP
OG0006065	LOC111599280|XP_023170646.2|DHYD	LOC120412327|XP_039428662.1|CPIP
OG0006066	LOC111597004|XP_023167274.2|DHYD	LOC120412362|XP_039428720.1|CPIP
OG0006067	LOC111598039|XP_023168841.1|DHYD	LOC120412345|XP_039428680.1|CPIP
OG0006068	LOC111593408|XP_023161899.1|DHYD	LOC120432669|XP_039453856.1|CPIP
OG0006069	LOC111603323|XP_023176612.2|DHYD	LOC120412361|XP_039428719.1|CPIP
OG0006070	LOC111596843|XP_023167026.2|DHYD	LOC120425249|XP_039445629.1|CPIP
OG0006071	LOC111593237|XP_023161659.1|DHYD	LOC120425244|XP_039445611.1|CPIP
OG0006072	LOC111599285|XP_023170652.1|DHYD	LOC120425960|XP_039446541.1|CPIP
OG0006073	LOC111604757|XP_023178715.1|DHYD	LOC120421974|XP_039441218.1|CPIP
OG0006074	LOC115483033|XP_030079679.1|DHYD, LOC111592207|XP_023160048.2|DHYD	LOC120416819|XP_039434636.1|CPIP
OG0006075	LOC111598823|XP_023170021.1|DHYD	LOC120427642|XP_039448460.1|CPIP
OG0006076	LOC111600533|XP_023172439.2|DHYD	LOC120416859|XP_039434689.1|CPIP
OG0006077	LOC111596874|XP_023167088.1|DHYD	LOC120416835|XP_039434656.1|CPIP
OG0006078	LOC111596875|XP_023167091.1|DHYD	LOC120416842|XP_039434664.1|CPIP
OG0006079	LOC111605719|XP_023180174.2|DHYD	LOC120416825|XP_039434645.1|CPIP
OG0006080	LOC111605725|XP_023180185.1|DHYD	LOC120428644|XP_039449618.1|CPIP
OG0006081	LOC111592128|XP_023159932.1|DHYD	LOC120427132|XP_039447922.1|CPIP
OG0006082	LOC111592174|XP_023159999.1|DHYD	LOC120427134|XP_039447924.1|CPIP
OG0006083	LOC111592261|XP_023160118.1|DHYD	LOC120423486|XP_039443254.1|CPIP
OG0006084	LOC111597370|XP_023167793.1|DHYD	LOC120418194|XP_039436433.1|CPIP
OG0006085	LOC111604323|XP_030080838.1|DHYD	LOC120416991|XP_039434860.1|CPIP
OG0006086	LOC111592329|XP_023160222.1|DHYD	LOC120416997|XP_039434873.1|CPIP
OG0006087	LOC111599660|XP_023171124.1|DHYD	LOC120416996|XP_039434864.1|CPIP
OG0006088	LOC111603317|XP_023176606.1|DHYD	LOC120416998|XP_039434874.1|CPIP
OG0006089	LOC111593476|XP_023162006.1|DHYD	LOC120417008|XP_039434881.1|CPIP
OG0006090	LOC111604694|XP_023178633.2|DHYD	LOC120417006|XP_039434880.1|CPIP
OG0006091	LOC111595270|XP_023164685.2|DHYD	LOC120416994|XP_039434863.1|CPIP
OG0006092	LOC111597251|XP_023167622.2|DHYD	LOC120416990|XP_039434850.1|CPIP
OG0006093	LOC111599988|XP_023171650.1|DHYD	LOC120421870|XP_039441100.1|CPIP
OG0006094	LOC111598381|XP_023169358.2|DHYD	LOC120421860|XP_039441093.1|CPIP
OG0006095	LOC111599891|XP_023171482.2|DHYD	LOC120426493|XP_039447196.1|CPIP
OG0006096	LOC111602583|XP_023175507.2|DHYD	LOC120415180|XP_039432572.1|CPIP
OG0006097	LOC111594387|XP_023163422.2|DHYD	LOC120415173|XP_039432551.1|CPIP
OG0006098	LOC111602157|XP_023174883.2|DHYD	LOC120424714|XP_039444830.1|CPIP
OG0006099	LOC111602561|XP_030082042.1|DHYD	LOC120422674|XP_039442116.1|CPIP
OG0006100	LOC111599727|XP_023171239.2|DHYD	LOC120422679|XP_039442123.1|CPIP
OG0006101	LOC111603852|XP_023177417.2|DHYD	LOC120422664|XP_039442102.1|CPIP
OG0006102	LOC111600069|XP_023171767.1|DHYD	LOC120418579|XP_039436958.1|CPIP
OG0006103	LOC111605390|XP_023179657.2|DHYD	LOC120418594|XP_039436974.1|CPIP
OG0006104	LOC111602861|XP_023175944.2|DHYD	LOC120418589|XP_039436970.1|CPIP
OG0006105	LOC111602857|XP_023175941.2|DHYD	LOC120429781|XP_039450774.1|CPIP, LOC120430862|XP_039451921.1|CPIP
OG0006106	LOC111600981|XP_023173138.2|DHYD	LOC120430087|XP_039451108.1|CPIP
OG0006107	LOC111597070|XP_023167366.2|DHYD	LOC120421835|XP_039441050.1|CPIP
OG0006108	LOC111601920|XP_023174536.1|DHYD	LOC120429552|XP_039450542.1|CPIP
OG0006109	LOC111592860|XP_023161073.1|DHYD	LOC120416353|XP_039434020.1|CPIP
OG0006110	LOC111592337|XP_023160232.1|DHYD	LOC120421567|XP_039440730.1|CPIP
OG0006111	LOC111592863|XP_023161080.2|DHYD	LOC120420325|XP_039439254.1|CPIP
OG0006112	LOC111600041|XP_023171733.1|DHYD	LOC120415866|XP_039433436.1|CPIP
OG0006113	LOC111594872|XP_023164118.1|DHYD	LOC120415875|XP_039433445.1|CPIP
OG0006114	LOC111594449|XP_023163509.1|DHYD	LOC120415843|XP_039433413.1|CPIP
OG0006115	LOC111598014|XP_023168781.2|DHYD	LOC120414943|XP_039432208.1|CPIP
OG0006116	LOC111595405|XP_023164886.2|DHYD	LOC120425101|XP_039445430.1|CPIP
OG0006117	LOC111597970|XP_023168711.2|DHYD	LOC120427509|XP_039448305.1|CPIP, LOC120425093|XP_039445420.1|CPIP
OG0006118	LOC111592212|XP_023160051.1|DHYD	LOC120432574|XP_039453734.1|CPIP
OG0006119	LOC111595510|XP_023165053.1|DHYD	LOC120432575|XP_039453738.1|CPIP
OG0006120	LOC111593392|XP_023161884.2|DHYD	LOC120432589|XP_039453763.1|CPIP
OG0006121	LOC111592333|XP_023160227.1|DHYD	LOC120425832|XP_039446385.1|CPIP
OG0006122	LOC111599713|XP_023171214.2|DHYD	LOC120425822|XP_039446369.1|CPIP
OG0006123	LOC111594320|XP_023163332.2|DHYD	LOC120425838|XP_039446393.1|CPIP
OG0006124	LOC111597012|XP_023167288.1|DHYD	LOC120425840|XP_039446394.1|CPIP
OG0006125	LOC111597292|XP_023167675.2|DHYD	LOC120423743|XP_039443589.1|CPIP
OG0006126	LOC111601019|XP_023173190.2|DHYD	LOC120423736|XP_039443579.1|CPIP
OG0006127	LOC111595089|XP_023164417.2|DHYD	LOC120423323|XP_039443019.1|CPIP
OG0006128	LOC111595111|XP_023164446.2|DHYD	LOC120431443|XP_039452496.1|CPIP, LOC120422229|XP_039441547.1|CPIP
OG0006129	LOC111595117|XP_023164453.1|DHYD	LOC120422206|XP_039441522.1|CPIP
OG0006130	LOC111594379|XP_023163411.2|DHYD	LOC120416372|XP_039434039.1|CPIP
OG0006131	LOC111595099|XP_023164433.1|DHYD	LOC120416344|XP_039434006.1|CPIP
OG0006132	LOC111595121|XP_023164459.2|DHYD	LOC120416348|XP_039434012.1|CPIP
OG0006133	LOC111594369|XP_023163402.2|DHYD	LOC120416345|XP_039434008.1|CPIP
OG0006134	LOC111604284|XP_023178067.2|DHYD	LOC120416701|XP_039434451.1|CPIP
OG0006135	LOC111594378|XP_023163410.2|DHYD	LOC120416711|XP_039434462.1|CPIP
OG0006136	LOC111597299|XP_023167690.1|DHYD	LOC120427874|XP_039448738.1|CPIP
OG0006137	LOC111604317|XP_023178138.1|DHYD	LOC120423803|XP_039443654.1|CPIP
OG0006138	LOC111594160|XP_023163112.1|DHYD	LOC120423914|XP_039443829.1|CPIP
OG0006139	LOC111597935|XP_023168657.1|DHYD	LOC120423888|XP_039443796.1|CPIP
OG0006140	LOC111599666|XP_023171138.1|DHYD	LOC120423705|XP_039443542.1|CPIP
OG0006141	LOC111592564|XP_023160641.1|DHYD	LOC120423704|XP_039443541.1|CPIP
OG0006142	LOC111592290|XP_023160161.2|DHYD	LOC120423690|XP_039443516.1|CPIP
OG0006143	LOC111597307|XP_023167699.1|DHYD	LOC120423709|XP_039443549.1|CPIP
OG0006144	LOC111604450|XP_023178287.2|DHYD	LOC120423708|XP_039443548.1|CPIP
OG0006145	LOC111604422|XP_023178246.1|DHYD	LOC120423710|XP_039443550.1|CPIP
OG0006146	LOC111598984|XP_023170253.1|DHYD	LOC120423896|XP_039443811.1|CPIP
OG0006147	LOC111595698|XP_023165311.1|DHYD	LOC120429122|XP_039450245.1|CPIP
OG0006148	LOC111592344|XP_023160241.1|DHYD	LOC120429124|XP_039450247.1|CPIP
OG0006149	LOC111597312|XP_023167706.1|DHYD	LOC120428260|XP_039449186.1|CPIP
OG0006150	LOC111597310|XP_023167704.1|DHYD	LOC120428259|XP_039449184.1|CPIP
OG0006151	LOC111603865|XP_023177441.2|DHYD	LOC120428258|XP_039449181.1|CPIP
OG0006152	LOC115483697|XP_030081613.1|DHYD, LOC111600821|XP_023172889.2|DHYD	LOC120423724|XP_039443563.1|CPIP, LOC120425566|XP_039446065.1|CPIP
OG0006153	LOC111592134|XP_023159942.1|DHYD	LOC120431721|XP_039452782.1|CPIP, LOC120430874|XP_039451935.1|CPIP
OG0006155	LOC111595700|XP_023165312.1|DHYD	LOC120422738|XP_039442211.1|CPIP
OG0006156	LOC111598596|XP_023169679.2|DHYD	LOC120414004|XP_039430951.1|CPIP
OG0006158	LOC111601716|XP_023174203.2|DHYD	LOC120422394|XP_039441747.1|CPIP
OG0006159	LOC111597984|XP_023168729.2|DHYD	LOC120429108|XP_039450206.1|CPIP
OG0006160	LOC111600061|XP_023171759.1|DHYD	LOC120412519|XP_039428948.1|CPIP
OG0006161	LOC111593945|XP_023162802.2|DHYD	LOC120417400|XP_039435365.1|CPIP
OG0006162	LOC111595877|XP_030081711.1|DHYD	LOC120429201|XP_039450342.1|CPIP
OG0006181	LOC111601789|XP_023174326.2|DHYD	LOC120415038|XP_039432345.1|CPIP
OG0006183	LOC111602750|XP_023175770.2|DHYD	LOC120432314|XP_039453431.1|CPIP
OG0006184	LOC111598216|XP_023169140.2|DHYD	LOC120415855|XP_039433425.1|CPIP
OG0006185	LOC111602667|XP_023175619.1|DHYD	LOC120431097|XP_039452189.1|CPIP
OG0006186	LOC111599434|XP_023170856.1|DHYD	LOC120415065|XP_039432385.1|CPIP
OG0006187	LOC111603268|XP_023176547.1|DHYD	LOC120431108|XP_039452198.1|CPIP
OG0006188	LOC111598878|XP_023170105.1|DHYD	LOC120422044|XP_039441305.1|CPIP
OG0006189	LOC111598879|XP_023170113.2|DHYD	LOC120422045|XP_039441306.1|CPIP
OG0006190	LOC111594493|XP_023163571.2|DHYD	LOC120422065|XP_039441339.1|CPIP
OG0006191	LOC111599615|XP_023171074.2|DHYD	LOC120421059|XP_039440138.1|CPIP
OG0006192	LOC111597316|XP_023167713.1|DHYD	LOC120421082|XP_039440163.1|CPIP
OG0006193	LOC111592367|XP_023160301.1|DHYD	LOC120421070|XP_039440149.1|CPIP
OG0006196	LOC111600841|XP_023172914.1|DHYD	LOC120415053|XP_039432360.1|CPIP
OG0006197	LOC111597986|XP_023168736.1|DHYD	LOC120415067|XP_039432388.1|CPIP
OG0006198	LOC111602868|XP_030079879.1|DHYD	LOC120415071|XP_039432399.1|CPIP
OG0006199	LOC111596177|XP_023166048.1|DHYD	LOC120415050|XP_039432358.1|CPIP
OG0006200	LOC115482815|XP_030078839.1|DHYD, LOC111601460|XP_023173808.2|DHYD	LOC120424019|XP_039443967.1|CPIP
OG0006202	LOC111593045|XP_023161383.2|DHYD	LOC120429963|XP_039450989.1|CPIP
OG0006203	LOC111603088|XP_023176314.2|DHYD	LOC120429961|XP_039450985.1|CPIP
OG0006204	LOC111595683|XP_023165291.2|DHYD	LOC120428471|XP_039449421.1|CPIP
OG0006205	LOC111594512|XP_023163600.1|DHYD	LOC120430286|XP_039451313.1|CPIP
OG0006206	LOC111594658|XP_023163827.2|DHYD	LOC120413710|XP_039430566.1|CPIP
OG0006207	LOC111599199|XP_023170558.2|DHYD	LOC120413715|XP_039430572.1|CPIP
OG0006208	LOC111602163|XP_023174892.2|DHYD	LOC120413714|XP_039430569.1|CPIP
OG0006209	LOC111598419|XP_023169431.2|DHYD	LOC120413733|XP_039430593.1|CPIP
OG0006210	LOC111603125|XP_023176366.2|DHYD	LOC120431692|XP_039452772.1|CPIP
OG0006211	LOC111601966|XP_023174608.1|DHYD	LOC120430283|XP_039451309.1|CPIP
OG0006212	LOC111601963|XP_023174605.2|DHYD	LOC120430282|XP_039451308.1|CPIP
OG0006213	LOC111595860|XP_023165547.2|DHYD	LOC120419293|XP_039437893.1|CPIP
OG0006214	LOC111595361|XP_023164814.1|DHYD	LOC120419283|XP_039437883.1|CPIP
OG0006215	LOC111594272|XP_030078885.1|DHYD	LOC120419270|XP_039437865.1|CPIP
OG0006216	LOC111596172|XP_023166036.1|DHYD	LOC120418131|XP_039436343.1|CPIP
OG0006217	LOC111596579|XP_023166621.2|DHYD	LOC120418118|XP_039436327.1|CPIP
OG0006218	LOC111594736|XP_023163940.2|DHYD	LOC120418128|XP_039436340.1|CPIP
OG0006219	LOC111595053|XP_023164747.1|DHYD	LOC120432272|XP_039453386.1|CPIP
OG0006220	LOC111597239|XP_023167601.2|DHYD	LOC120432270|XP_039453385.1|CPIP
OG0006221	LOC111598588|XP_023169669.2|DHYD	LOC120432330|XP_039453452.1|CPIP
OG0006222	LOC111598590|XP_023169674.2|DHYD	LOC120432332|XP_039453456.1|CPIP
OG0006223	LOC111593040|XP_023161375.2|DHYD	LOC120432298|XP_039453418.1|CPIP
OG0006224	LOC111596589|XP_023166636.1|DHYD	LOC120432227|XP_039453335.1|CPIP
OG0006225	LOC111597250|XP_023167621.2|DHYD	LOC120432241|XP_039453349.1|CPIP
OG0006226	LOC111597109|XP_023167421.1|DHYD	LOC120424295|XP_039444312.1|CPIP
OG0006227	LOC111598652|XP_023169762.2|DHYD	LOC120419274|XP_039437873.1|CPIP
OG0006228	LOC111600128|XP_023171860.1|DHYD	LOC120416301|XP_039433990.1|CPIP
OG0006229	LOC111598041|XP_023168849.1|DHYD	LOC120413704|XP_039430557.1|CPIP
OG0006230	LOC111596559|XP_030079913.1|DHYD	LOC120424021|XP_039443970.1|CPIP
OG0006231	LOC111603081|XP_023176305.2|DHYD	LOC120424025|XP_039443975.1|CPIP
OG0006232	LOC111598431|XP_030079299.1|DHYD	LOC120421071|XP_039440150.1|CPIP
OG0006233	LOC111598415|XP_023169422.1|DHYD	LOC120421066|XP_039440145.1|CPIP
OG0006234	LOC111593052|XP_023161393.1|DHYD	LOC120432472|XP_039453633.1|CPIP
OG0006235	LOC111594062|XP_023162955.1|DHYD	LOC120432321|XP_039453443.1|CPIP
OG0006236	LOC111598141|XP_023168971.2|DHYD	LOC120432248|XP_039453357.1|CPIP
OG0006237	LOC111594249|XP_023163229.1|DHYD	LOC120432257|XP_039453372.1|CPIP
OG0006238	LOC111594071|XP_023162975.1|DHYD	LOC120430647|XP_039451690.1|CPIP
OG0006239	LOC111598136|XP_023168965.2|DHYD	LOC120431218|XP_039452299.1|CPIP
OG0006240	LOC111597839|XP_023168510.2|DHYD	LOC120424110|XP_039444070.1|CPIP
OG0006241	LOC111593041|XP_023161376.1|DHYD	LOC120432260|XP_039453375.1|CPIP
OG0006242	LOC111597267|XP_023167648.2|DHYD	LOC120432220|XP_039453323.1|CPIP
OG0006243	LOC111602790|XP_023175831.2|DHYD	LOC120432219|XP_039453320.1|CPIP
OG0006244	LOC111595715|XP_023165328.2|DHYD	LOC120432294|XP_039453414.1|CPIP
OG0006245	LOC111599848|XP_030081679.1|DHYD	LOC120424014|XP_039443962.1|CPIP
OG0006246	LOC111601630|XP_023174065.2|DHYD	LOC120413336|XP_039430046.1|CPIP
OG0006247	LOC111599910|XP_023171503.1|DHYD	LOC120413345|XP_039430057.1|CPIP
OG0006248	LOC111600614|XP_023172579.1|DHYD	LOC120422085|XP_039441364.1|CPIP
OG0006249	LOC111599145|XP_023170478.2|DHYD	LOC120416394|XP_039434064.1|CPIP
OG0006250	LOC111601951|XP_023174576.1|DHYD	LOC120419690|XP_039438411.1|CPIP
OG0006251	LOC111603071|XP_023176301.1|DHYD	LOC120432362|XP_039453492.1|CPIP
OG0006252	LOC111603060|XP_023176289.1|DHYD	LOC120414180|XP_039431190.1|CPIP
OG0006253	LOC111601614|XP_030080027.1|DHYD	LOC120414193|XP_039431207.1|CPIP
OG0006254	LOC111592047|XP_023159813.2|DHYD	LOC120417691|XP_039435761.1|CPIP
OG0006255	LOC111595677|XP_023165281.2|DHYD	LOC120431152|XP_039452226.1|CPIP
OG0006256	LOC111593048|XP_023161388.1|DHYD	LOC120422446|XP_039441824.1|CPIP
