Orthogroup	DHYD.longest_only	DYAK.longest_only
OG0007834	LOC111600837|XP_023172909.1|DHYD	LOC6538605|XP_002099127.1|DYAK
OG0007836	LOC111594522|XP_023163620.1|DHYD	LOC6537007|XP_002097576.1|DYAK
OG0007837	LOC111594440|XP_023163496.1|DHYD	LOC6537582|XP_002098128.1|DYAK
OG0007838	LOC111594561|XP_023163686.1|DHYD	LOC6537573|XP_002098119.1|DYAK
OG0007839	LOC111603226|XP_023176499.1|DHYD	LOC6525239|XP_002101077.1|DYAK
OG0007840	LOC111598236|XP_023169168.1|DHYD	LOC6537971|XP_002098508.1|DYAK
OG0007841	LOC111598217|XP_023169142.1|DHYD	LOC6537657|XP_002098202.1|DYAK
OG0007842	LOC111594446|XP_030080655.1|DHYD	LOC6538080|XP_002098614.2|DYAK
OG0007843	LOC111595228|XP_023164627.2|DHYD	LOC6538079|XP_002098613.1|DYAK
OG0007844	LOC111597710|XP_023168318.1|DHYD	LOC6531123|XP_002091957.1|DYAK
OG0007845	LOC111605513|XP_023179838.1|DHYD	LOC6536956|XP_002097525.1|DYAK
OG0007846	LOC111593653|XP_023162306.2|DHYD	LOC6524124|XP_039226155.1|DYAK
OG0007847	LOC111596486|XP_023166515.1|DHYD	LOC6538782|XP_002099295.1|DYAK
OG0007848	LOC111596488|XP_023166517.2|DHYD	LOC6538775|XP_002099289.1|DYAK
OG0007849	LOC111602792|XP_023175833.1|DHYD	LOC6536421|XP_002097003.1|DYAK
OG0007850	LOC111602789|XP_023175830.2|DHYD	LOC6536422|XP_002097004.1|DYAK
OG0007851	LOC111598312|XP_023169275.1|DHYD	LOC6538296|XP_002098823.1|DYAK
OG0007852	LOC111598924|XP_023170165.2|DHYD	LOC6536803|XP_002097373.1|DYAK
OG0007853	LOC111596147|XP_023166002.2|DHYD	LOC6538147|XP_002098681.1|DYAK
OG0007854	LOC111598902|XP_023170139.1|DHYD	LOC6538764|XP_002099278.1|DYAK
OG0007855	LOC111594433|XP_030080653.1|DHYD	LOC6536476|XP_002097057.3|DYAK
OG0007856	LOC111596503|XP_023166532.1|DHYD	LOC6538774|XP_002099288.1|DYAK
OG0007857	LOC111601477|XP_023173831.2|DHYD	LOC6537926|XP_002098466.1|DYAK
OG0007858	LOC111601886|XP_023174496.1|DHYD	LOC6527678|XP_015053052.1|DYAK
OG0007859	LOC111601855|XP_023174462.1|DHYD	LOC6525226|XP_002101064.1|DYAK
OG0007860	LOC111601308|XP_023173596.1|DHYD	LOC6536553|XP_002097129.1|DYAK
OG0007861	LOC111601322|XP_023173620.1|DHYD	LOC6536549|XP_002097125.1|DYAK
OG0007863	LOC111601151|XP_023173389.1|DHYD	LOC6529494|XP_002090496.1|DYAK
OG0007864	LOC111596250|XP_030080835.1|DHYD	LOC6536192|XP_002096783.1|DYAK
OG0007865	LOC111591860|XP_023159509.2|DHYD	LOC6533793|XP_002094494.1|DYAK
OG0007866	LOC111601474|XP_023173827.2|DHYD	LOC6537443|XP_002097999.1|DYAK
OG0007867	LOC111602689|XP_023175684.1|DHYD	LOC6537766|XP_002098307.2|DYAK
OG0007868	LOC111596187|XP_023166062.1|DHYD	LOC6538621|XP_002099143.1|DYAK
OG0007869	LOC111596483|XP_023166507.2|DHYD	LOC6523997|XP_002099869.1|DYAK
OG0007870	LOC111597602|XP_023168170.2|DHYD	LOC6533652|XP_002094358.1|DYAK
OG0007871	LOC111598865|XP_023170081.2|DHYD	LOC6524811|XP_002100653.1|DYAK
OG0007872	LOC111592848|XP_023161054.2|DHYD	LOC6533291|XP_039229712.1|DYAK
OG0007873	LOC111592857|XP_023161065.1|DHYD	LOC6533297|XP_002094023.1|DYAK
OG0007874	LOC111593407|XP_023161898.2|DHYD	LOC6524158|XP_002100021.1|DYAK
OG0007875	LOC111599274|XP_023170644.2|DHYD	LOC6529383|XP_039228827.1|DYAK
OG0007876	LOC111596475|XP_023166496.2|DHYD	LOC6523993|XP_002099865.3|DYAK
OG0007877	LOC111596760|XP_023166873.2|DHYD	LOC6524807|XP_015045891.1|DYAK
OG0007878	LOC111602149|XP_023174866.2|DHYD	LOC6530766|XP_002091654.1|DYAK
OG0007879	LOC111601112|XP_023173326.2|DHYD	LOC6534308|XP_015050558.1|DYAK
OG0007880	LOC111593534|XP_023162154.1|DHYD	LOC6524269|XP_002100132.1|DYAK
OG0007881	LOC111596858|XP_023167063.1|DHYD	LOC6532872|XP_039229821.1|DYAK
OG0007882	LOC111596854|XP_023167057.2|DHYD	LOC6532866|XP_002093602.2|DYAK
OG0007883	LOC111596848|XP_023167042.1|DHYD	LOC6532867|XP_002093603.1|DYAK
OG0007884	LOC111603695|XP_023177162.1|DHYD	LOC6534381|XP_039229961.1|DYAK
OG0007885	LOC111599202|XP_023170565.2|DHYD	LOC6529382|XP_002090387.2|DYAK
OG0007886	LOC111594711|XP_030079114.1|DHYD	LOC6527507|XP_002088597.1|DYAK
OG0007887	LOC111596853|XP_023167056.1|DHYD	LOC6532865|XP_002093601.2|DYAK
OG0007888	LOC111604770|XP_023178737.2|DHYD	LOC6533661|XP_002094367.1|DYAK
OG0007889	LOC111601096|XP_023173300.1|DHYD	LOC6534647|XP_002095322.1|DYAK
OG0007890	LOC111592842|XP_023161039.2|DHYD	LOC6533416|XP_039230191.1|DYAK
OG0007891	LOC111595223|XP_023164607.1|DHYD	LOC6537166|XP_002097727.1|DYAK
OG0007892	LOC111597724|XP_023168333.1|DHYD	LOC6529105|XP_002090118.1|DYAK
OG0007893	LOC111594114|XP_023163040.2|DHYD	LOC6531842|XP_002092629.1|DYAK
OG0007894	LOC111600482|XP_023172365.2|DHYD	LOC6532611|XP_039230210.1|DYAK
OG0007895	LOC111600494|XP_030079622.1|DHYD	LOC6532191|XP_039229772.1|DYAK
OG0007896	LOC111592973|XP_023161236.1|DHYD	LOC6533615|XP_002094323.1|DYAK
OG0007897	LOC111598751|XP_023169920.1|DHYD	LOC6533882|XP_002094582.1|DYAK
OG0007898	LOC111596611|XP_023166662.1|DHYD	LOC6533520|XP_002094231.1|DYAK
OG0007899	LOC111601120|XP_023173342.2|DHYD	LOC6534295|XP_015050549.1|DYAK
OG0007900	LOC111595331|XP_023164759.2|DHYD	LOC26536225|XP_015052959.1|DYAK
OG0007901	LOC111600799|XP_030081544.1|DHYD	LOC6532664|XP_002093408.1|DYAK
OG0007902	LOC111591896|XP_023159572.1|DHYD	LOC6524777|XP_002100621.1|DYAK
OG0007903	LOC111596956|XP_023167180.1|DHYD	LOC6535108|XP_002095771.2|DYAK
OG0007904	LOC111592956|XP_023161212.2|DHYD	LOC6534733|XP_002095408.2|DYAK
OG0007905	LOC111599328|XP_023170717.2|DHYD	LOC6527633|XP_002088721.1|DYAK
OG0007906	LOC111598076|XP_023168885.1|DHYD	LOC6533060|XP_039229908.1|DYAK
OG0007907	LOC111601654|XP_023174103.1|DHYD	LOC6533041|XP_002093776.1|DYAK
OG0007908	LOC111601656|XP_023174107.1|DHYD	LOC6533040|XP_002093775.2|DYAK
OG0007909	LOC111594264|XP_023163258.1|DHYD	LOC6524459|XP_002100316.1|DYAK
OG0007910	LOC111592263|XP_023160124.2|DHYD	LOC6539664|XP_002086550.3|DYAK
OG0007911	LOC111596851|XP_023167054.2|DHYD	LOC6532861|XP_002093597.1|DYAK
OG0007912	LOC111596856|XP_023167061.2|DHYD	LOC6532446|XP_002093193.1|DYAK
OG0007913	LOC111596852|XP_023167055.2|DHYD	LOC6532860|XP_002093596.1|DYAK
OG0007914	LOC111604517|XP_030081574.1|DHYD	LOC6533821|XP_039230874.1|DYAK
OG0007915	LOC111592432|XP_030081645.1|DHYD	LOC6534430|XP_002095107.1|DYAK
OG0007916	LOC111604774|XP_023178747.1|DHYD	LOC6528099|XP_002089166.1|DYAK
OG0007917	LOC111593184|XP_023161561.1|DHYD	LOC6528753|XP_002089788.1|DYAK
OG0007918	LOC111599939|XP_023171556.1|DHYD	LOC6528354|XP_002089403.1|DYAK
OG0007919	LOC111597665|XP_023168256.2|DHYD	LOC6531568|XP_002092366.1|DYAK
OG0007920	LOC111592521|XP_023160542.2|DHYD	LOC6530598|XP_002091511.3|DYAK
OG0007921	LOC111605421|XP_023179701.1|DHYD	LOC6530286|XP_002091214.1|DYAK
OG0007922	LOC111592385|XP_023160328.2|DHYD	LOC6536761|XP_002097333.2|DYAK
OG0007923	LOC111605508|XP_023179832.2|DHYD	LOC6525089|XP_002100928.2|DYAK
OG0007924	LOC111605222|XP_023179413.1|DHYD	LOC6530066|XP_002091012.1|DYAK
OG0007925	LOC111605388|XP_023179649.2|DHYD	LOC6532153|XP_002092929.1|DYAK
OG0007926	LOC111594038|XP_023162920.1|DHYD	LOC6531498|XP_002092297.1|DYAK
OG0007927	LOC111602267|XP_023175030.2|DHYD	LOC6527042|XP_039227756.1|DYAK
OG0007928	LOC111600348|XP_023172186.2|DHYD	LOC6527777|XP_015053011.1|DYAK
OG0007929	LOC111605032|XP_023179132.2|DHYD	LOC6527018|XP_002088113.1|DYAK
OG0007930	LOC111594416|XP_023163472.1|DHYD	LOC6532169|XP_039228920.1|DYAK
OG0007931	LOC111592060|XP_023159827.2|DHYD	LOC6527093|XP_015053614.1|DYAK
OG0007932	LOC111598829|XP_023170029.2|DHYD	LOC6524944|XP_039226099.1|DYAK
OG0007933	LOC111600278|XP_023172095.1|DHYD	LOC6536701|XP_002097273.3|DYAK
OG0007934	LOC111602332|XP_023175102.2|DHYD	LOC26534835|XP_039232786.1|DYAK
OG0007935	LOC111603906|XP_023177492.2|DHYD	LOC6527453|XP_002088545.1|DYAK
OG0007936	LOC111603871|XP_023177446.1|DHYD	LOC6539130|XP_039227582.1|DYAK
OG0007937	LOC111602517|XP_023175368.1|DHYD	LOC6526898|XP_002087997.1|DYAK
OG0007938	LOC111600750|XP_023172800.2|DHYD	LOC6527180|XP_002088274.1|DYAK
OG0007939	LOC111602170|XP_023174900.2|DHYD	LOC6526781|XP_002087884.1|DYAK
OG0007940	LOC111602169|XP_023174895.2|DHYD	LOC6526783|XP_039227343.1|DYAK
OG0007941	LOC111600126|XP_023171858.2|DHYD	LOC6539177|XP_002086078.2|DYAK
OG0007942	LOC111595969|XP_023165715.1|DHYD	LOC6524896|XP_002100736.1|DYAK
OG0007943	LOC111592662|XP_023160782.2|DHYD	LOC6527487|XP_002088577.3|DYAK
OG0007944	LOC111596850|XP_023167053.2|DHYD	LOC6532448|XP_015049359.1|DYAK
OG0007945	LOC111591948|XP_023159649.2|DHYD	LOC6527145|XP_002088239.1|DYAK
OG0007947	LOC111592560|XP_023160626.2|DHYD	LOC6527481|XP_002088571.1|DYAK
OG0007948	LOC111596331|XP_023166264.2|DHYD	LOC6528981|XP_002090013.1|DYAK
OG0007949	LOC111593402|XP_023161891.2|DHYD	LOC6525455|XP_002101290.1|DYAK
OG0007950	LOC111596087|XP_023165915.2|DHYD	LOC6529277|XP_002090282.1|DYAK
OG0007951	LOC111599392|XP_023170797.1|DHYD	LOC6527594|XP_002088682.1|DYAK
OG0007952	LOC111601873|XP_023174483.1|DHYD	LOC6526861|XP_015053243.1|DYAK
OG0007953	LOC111592096|XP_023159890.1|DHYD	LOC6527096|XP_002088189.1|DYAK
OG0007954	LOC111596348|XP_023166307.2|DHYD	LOC6527036|XP_002088130.1|DYAK
OG0007955	LOC111598476|XP_023169503.2|DHYD	LOC6527928|XP_039227363.1|DYAK
OG0007956	LOC111594353|XP_023163381.1|DHYD	LOC6529751|XP_002090741.1|DYAK
OG0007957	LOC111603988|XP_023177601.1|DHYD	LOC6527975|XP_039226987.1|DYAK
OG0007958	LOC111593011|XP_023161314.2|DHYD	LOC6524716|XP_039230647.1|DYAK
OG0007959	LOC111595562|XP_023165127.2|DHYD	LOC6529587|XP_002090581.1|DYAK
OG0007960	LOC111592563|XP_023160629.1|DHYD	LOC6528049|XP_002089116.1|DYAK
OG0007961	LOC111602691|XP_023175692.1|DHYD	LOC6538506|XP_002099028.3|DYAK
OG0007962	LOC111605017|XP_023179119.1|DHYD	LOC6524389|XP_002100247.1|DYAK
OG0007963	LOC111603899|XP_023177484.2|DHYD	LOC6527461|XP_002088552.1|DYAK
OG0007964	LOC111592603|XP_023160698.1|DHYD	LOC6527071|XP_002088164.1|DYAK
OG0007965	LOC111596275|XP_023166182.1|DHYD	LOC6527128|XP_015053187.1|DYAK
OG0007966	LOC111596367|XP_023166332.1|DHYD	LOC6526446|XP_002087565.1|DYAK
OG0007967	LOC111600868|XP_023172966.1|DHYD	LOC6529261|XP_002090266.2|DYAK
OG0007968	LOC111595794|XP_023165448.2|DHYD	LOC6526435|XP_039227695.1|DYAK
OG0007969	LOC111592619|XP_023160723.1|DHYD	LOC6527994|XP_002089061.1|DYAK
OG0007970	LOC111599726|XP_023171238.1|DHYD	LOC26535558|XP_015051546.1|DYAK
OG0007971	LOC111601813|XP_023174401.2|DHYD	LOC6525035|XP_002100874.2|DYAK
OG0007972	LOC111593564|XP_023162193.1|DHYD	LOC6530113|XP_002091059.1|DYAK
OG0007973	LOC111599083|XP_030080273.1|DHYD	LOC6527379|XP_002088471.2|DYAK
OG0007974	LOC111593462|XP_023161990.1|DHYD	LOC6524564|XP_002100421.2|DYAK
OG0007975	LOC111600838|XP_023172911.2|DHYD	LOC6537521|XP_002098067.1|DYAK
OG0007976	LOC111603167|XP_023176414.1|DHYD	LOC6525286|XP_002101122.2|DYAK
OG0007977	LOC111594930|XP_023164191.2|DHYD	LOC6527652|XP_002088738.1|DYAK
OG0007978	LOC111601521|XP_023173899.1|DHYD	LOC6527623|XP_002088711.1|DYAK
OG0007979	LOC111592578|XP_023160657.1|DHYD	LOC6529785|XP_039229360.1|DYAK
OG0007980	LOC111599156|XP_023170495.1|DHYD	LOC6529826|XP_002090807.1|DYAK
OG0007981	LOC111605087|XP_023179197.1|DHYD	LOC6524861|XP_002100701.1|DYAK
OG0007982	LOC111592604|XP_023160699.2|DHYD	LOC6527220|XP_039226945.1|DYAK
OG0007983	LOC111600537|XP_023172443.2|DHYD	LOC6529561|XP_002090558.1|DYAK
OG0007984	LOC111594109|XP_023163034.2|DHYD	LOC6529727|XP_015052408.1|DYAK
OG0007986	LOC111591951|XP_023159653.1|DHYD	LOC6527382|XP_002088474.1|DYAK
OG0007987	LOC111596056|XP_023165872.1|DHYD	LOC6526614|XP_002087722.1|DYAK
OG0007988	LOC111600428|XP_023172284.1|DHYD	LOC6529801|XP_002090785.1|DYAK
OG0007989	LOC111599643|XP_030080063.1|DHYD	LOC6527981|XP_002089048.1|DYAK
OG0007990	LOC111592599|XP_023160691.1|DHYD	LOC6528048|XP_002089115.1|DYAK
OG0007991	LOC111597796|XP_023168440.2|DHYD	LOC6526772|XP_002087875.1|DYAK
OG0007992	LOC111603924|XP_023177517.1|DHYD	LOC6527759|XP_039227454.1|DYAK
OG0007993	LOC111594501|XP_023163581.1|DHYD	LOC6539015|XP_015049165.1|DYAK
OG0007994	LOC111603927|XP_023177522.2|DHYD	LOC6527933|XP_002089001.1|DYAK
OG0007995	LOC111600324|XP_030081029.1|DHYD	LOC6527537|XP_002088627.1|DYAK
OG0007996	LOC111600207|XP_023171992.1|DHYD	LOC6525864|XP_015046521.1|DYAK
OG0007997	LOC111592338|XP_023160234.1|DHYD	LOC6534188|XP_002094871.1|DYAK
OG0007998	LOC111595761|XP_030080253.1|DHYD	LOC6529639|XP_015052395.1|DYAK
OG0007999	LOC111601741|XP_023174237.1|DHYD	LOC6527181|XP_002088275.1|DYAK
OG0008000	LOC111601095|XP_023173304.2|DHYD	LOC6527183|XP_039227213.1|DYAK
OG0008001	LOC111595817|XP_023165491.1|DHYD	LOC6527405|XP_002088497.1|DYAK
OG0008002	LOC111599042|XP_023170326.2|DHYD	LOC6526301|XP_039226297.1|DYAK
OG0008003	LOC111595859|XP_023165543.1|DHYD	LOC6527407|XP_002088499.3|DYAK
OG0008004	LOC111602813|XP_023175881.2|DHYD	LOC6523785|XP_002099660.2|DYAK
OG0008005	LOC111603207|XP_023176465.2|DHYD	LOC6526023|XP_002101840.2|DYAK
OG0008006	LOC111593478|XP_023162008.1|DHYD	LOC6525143|XP_002100981.1|DYAK
OG0008007	LOC111593405|XP_023161893.1|DHYD	LOC6524231|XP_002100094.1|DYAK
OG0008008	LOC111592266|XP_023160132.1|DHYD	LOC6539464|XP_002086355.2|DYAK
OG0008009	LOC111591881|XP_023159583.1|DHYD	LOC6524266|XP_002100129.1|DYAK
OG0008010	LOC111598856|XP_023170059.2|DHYD	LOC6539987|XP_002086857.2|DYAK
OG0008011	LOC111600593|XP_023172554.1|DHYD	LOC6531281|XP_002092090.1|DYAK
OG0008012	LOC111597053|XP_023167339.2|DHYD	LOC6529348|XP_039228810.1|DYAK
OG0008013	LOC111592844|XP_023161048.2|DHYD	LOC6530902|XP_002091754.2|DYAK
OG0008014	LOC111599563|XP_023170999.2|DHYD	LOC6535303|XP_002095959.2|DYAK
OG0008015	LOC111593137|XP_023161506.2|DHYD	LOC6533684|XP_002094389.1|DYAK
OG0008016	LOC111593138|XP_023161507.1|DHYD	LOC6533686|XP_002094391.1|DYAK
OG0008017	LOC111593461|XP_023161989.1|DHYD	LOC6524547|XP_002100404.2|DYAK
OG0008018	LOC111601839|XP_030079394.1|DHYD	LOC6523916|XP_039227005.1|DYAK
OG0008019	LOC111593456|XP_023161981.2|DHYD	LOC6525140|XP_015046117.1|DYAK
OG0008020	LOC111602056|XP_023174737.2|DHYD	LOC6535765|XP_002096388.2|DYAK
OG0008021	LOC111601623|XP_023174060.2|DHYD	LOC6524333|XP_002100191.1|DYAK
OG0008022	LOC111603282|XP_023176563.2|DHYD	LOC6538316|XP_002098843.1|DYAK
OG0008023	LOC111601907|XP_023174523.2|DHYD	LOC6523903|XP_002099776.1|DYAK
OG0008024	LOC111601945|XP_023174569.2|DHYD	LOC26535641|XP_039233415.1|DYAK
OG0008025	LOC111601841|XP_023174442.2|DHYD	LOC120320839|XP_039227627.1|DYAK
OG0008026	LOC111601850|XP_023174453.1|DHYD	LOC6525036|XP_002100875.1|DYAK
OG0008027	LOC111598558|XP_023169665.2|DHYD	LOC6524222|XP_002100085.1|DYAK
OG0008028	LOC111595773|XP_023165426.1|DHYD	LOC6535530|XP_015047202.1|DYAK
OG0008029	LOC111593596|XP_023162221.2|DHYD	LOC6538739|XP_002099254.1|DYAK
OG0008030	LOC111604877|XP_023178882.2|DHYD	LOC6535324|XP_002095980.1|DYAK
OG0008031	LOC111602229|XP_023174978.1|DHYD	LOC6526643|XP_002087751.1|DYAK
OG0008032	LOC111594572|XP_023163698.1|DHYD	LOC6539021|XP_002099523.2|DYAK
OG0008033	LOC111592005|XP_023159753.2|DHYD	LOC6537414|XP_039231449.1|DYAK
OG0008034	LOC111594979|XP_023164247.2|DHYD	LOC6536757|XP_002097329.2|DYAK
OG0008035	LOC111605131|XP_023179267.2|DHYD	LOC6524727|XP_002100571.1|DYAK
OG0008036	LOC111604810|XP_023178798.2|DHYD	LOC6538512|XP_002099034.1|DYAK
OG0008037	LOC111604800|XP_030078780.1|DHYD	LOC6538519|XP_039232320.1|DYAK
OG0008038	LOC111601851|XP_023174454.2|DHYD	LOC6524202|XP_002100065.1|DYAK
OG0008039	LOC111600754|XP_023172801.2|DHYD	LOC6535822|XP_002096443.2|DYAK
OG0008040	LOC111594472|XP_023163541.2|DHYD	LOC6539039|XP_002099541.1|DYAK
OG0008041	LOC111592352|XP_023160277.2|DHYD	LOC6525512|XP_002101347.1|DYAK
OG0008042	LOC111601413|XP_023173743.2|DHYD	LOC6536821|XP_002097391.3|DYAK
OG0008043	LOC111596812|XP_023166946.2|DHYD	LOC6524416|XP_002100274.1|DYAK
OG0008044	LOC111593496|XP_030079407.1|DHYD	LOC6524380|XP_039229098.1|DYAK
OG0008045	LOC111601846|XP_023174449.2|DHYD	LOC6524307|XP_002100166.1|DYAK
OG0008046	LOC111600734|XP_023172778.2|DHYD	LOC6535814|XP_002096436.2|DYAK
OG0008047	LOC111601310|XP_023173599.1|DHYD	LOC6535895|XP_002096511.3|DYAK
OG0008048	LOC111600733|XP_023172777.1|DHYD	LOC6535817|XP_002096439.1|DYAK
OG0008049	LOC111601297|XP_023173579.2|DHYD	LOC6535894|XP_039232234.1|DYAK
OG0008050	LOC111596678|XP_023166750.2|DHYD	LOC6538486|XP_002099010.2|DYAK
OG0008051	LOC111598340|XP_023169314.1|DHYD	LOC6536861|XP_002097430.1|DYAK
OG0008052	LOC111601525|XP_023173912.2|DHYD	LOC6537105|XP_002097666.1|DYAK
OG0008053	LOC111600820|XP_023172888.2|DHYD	LOC6535211|XP_039229748.1|DYAK
OG0008054	LOC111597273|XP_023167655.1|DHYD	LOC6523783|XP_002099658.1|DYAK
OG0008055	LOC111601819|XP_023174407.1|DHYD	LOC6525037|XP_002100876.2|DYAK
OG0008056	LOC111600578|XP_023172571.1|DHYD	LOC6523924|XP_002099797.1|DYAK
OG0008057	LOC111604948|XP_023178987.2|DHYD	LOC6537491|XP_002098039.2|DYAK
OG0008058	LOC111601497|XP_023173853.2|DHYD	LOC6537315|XP_002097872.1|DYAK
OG0008059	LOC111598582|XP_023169656.2|DHYD	LOC6537479|XP_002098035.1|DYAK
OG0008060	LOC111601368|XP_023173674.1|DHYD	LOC6536615|XP_002097187.1|DYAK
OG0008061	LOC111591995|XP_023159724.2|DHYD	LOC6525385|XP_002101221.1|DYAK
OG0008062	LOC111604036|XP_023177661.1|DHYD	LOC6524822|XP_002100664.1|DYAK
OG0008063	LOC111601415|XP_023173746.2|DHYD	LOC6536820|XP_002097390.1|DYAK
OG0008064	LOC111592717|XP_023160873.1|DHYD	LOC6524930|XP_002100770.1|DYAK
OG0008065	LOC111596789|XP_023166910.1|DHYD	LOC6524037|XP_002099907.1|DYAK
OG0008066	LOC111597436|XP_023167909.1|DHYD	LOC6526219|XP_002102028.1|DYAK
OG0008067	LOC111605317|XP_023179548.1|DHYD	LOC6525518|XP_002101353.1|DYAK
OG0008068	LOC111592360|XP_023160286.2|DHYD	LOC6525515|XP_015046337.1|DYAK
OG0008069	LOC111603255|XP_023176530.2|DHYD	LOC6537183|XP_002097741.1|DYAK
OG0008070	LOC111600735|XP_023172779.1|DHYD	LOC6535818|XP_015047367.2|DYAK
OG0008071	LOC111593417|XP_023161927.2|DHYD	LOC6525456|XP_002101291.1|DYAK
OG0008072	LOC111595559|XP_023165163.2|DHYD	LOC6525195|XP_002101033.1|DYAK
OG0008073	LOC111600191|XP_023171968.1|DHYD	LOC6525310|XP_002101146.1|DYAK
OG0008074	LOC111600188|XP_023171964.2|DHYD	LOC6525307|XP_002101143.2|DYAK
OG0008075	LOC111601229|XP_030082011.1|DHYD	LOC6530543|XP_015051914.1|DYAK
OG0008076	LOC111605608|XP_030079682.1|DHYD	LOC6524427|XP_002100285.3|DYAK
OG0008077	LOC111600830|XP_023172901.1|DHYD	LOC6535319|XP_002095975.1|DYAK
OG0008078	LOC111598102|XP_023168922.2|DHYD	LOC6524010|XP_002099882.1|DYAK
OG0008079	LOC111604044|XP_023177668.1|DHYD	LOC6524818|XP_002100660.1|DYAK
OG0008080	LOC111596800|XP_023166928.1|DHYD	LOC26535869|XP_015045697.2|DYAK
OG0008081	LOC111593507|XP_023162060.1|DHYD	LOC6524446|XP_002100304.1|DYAK
OG0008082	LOC111595870|XP_023165969.1|DHYD	LOC6538295|XP_002098822.2|DYAK
OG0008083	LOC111604846|XP_023178846.1|DHYD	LOC6537496|XP_002098044.2|DYAK
OG0008084	LOC111598227|XP_023169155.1|DHYD	LOC6537642|XP_002098187.2|DYAK
OG0008085	LOC111601392|XP_023173704.1|DHYD	LOC6538386|XP_002098910.1|DYAK
OG0008086	LOC111604821|XP_023178811.1|DHYD	LOC6537493|XP_015048374.1|DYAK
OG0008087	LOC111598457|XP_023169481.2|DHYD	LOC6524834|XP_002100676.1|DYAK
OG0008088	LOC111605309|XP_023179536.2|DHYD	LOC6524366|XP_002100224.1|DYAK
OG0008089	LOC111595389|XP_023164859.1|DHYD	LOC6532344|XP_002093104.1|DYAK
OG0008090	LOC111601891|XP_023174502.2|DHYD	LOC6523876|XP_002099749.1|DYAK
OG0008091	LOC111604195|XP_023177919.2|DHYD	LOC6538788|XP_002099301.1|DYAK
OG0008092	LOC111602042|XP_023174718.2|DHYD	LOC6535750|XP_039232599.1|DYAK
OG0008093	LOC111602396|XP_023175179.2|DHYD	LOC6525743|XP_039226585.1|DYAK
OG0008094	LOC111603765|XP_023177266.2|DHYD	LOC6527327|XP_002088419.1|DYAK
OG0008095	LOC111596452|XP_023166445.2|DHYD	LOC6537397|XP_002097953.1|DYAK
OG0008096	LOC111592993|XP_023161264.2|DHYD	LOC6523821|XP_002099696.1|DYAK
OG0008097	LOC111603116|XP_023176355.1|DHYD	LOC6525275|XP_002101111.1|DYAK
OG0008098	LOC111599824|XP_023171381.2|DHYD	LOC6534107|XP_002094793.2|DYAK
OG0008099	LOC111605686|XP_023180125.2|DHYD	LOC6534807|XP_015050843.1|DYAK
OG0008100	LOC111593330|XP_023161808.2|DHYD	LOC6538693|XP_002099212.1|DYAK
OG0008101	LOC111593053|XP_023161394.2|DHYD	LOC6524717|XP_002100561.1|DYAK
OG0008102	LOC111602954|XP_023176095.1|DHYD	LOC120320442|XP_039231884.1|DYAK
OG0008103	LOC111600210|XP_023171998.2|DHYD	LOC6525213|XP_002101051.1|DYAK
OG0008104	LOC111595100|XP_023164434.1|DHYD	LOC6534496|XP_039229965.1|DYAK
OG0008105	LOC111605446|XP_023179731.2|DHYD	LOC6537262|XP_015048230.1|DYAK
OG0008106	LOC111592862|XP_023161076.1|DHYD	LOC6535194|XP_002095854.1|DYAK
OG0008107	LOC111592045|XP_023159809.1|DHYD	LOC6537399|XP_039231621.1|DYAK
OG0008108	LOC111597358|XP_023167780.2|DHYD	LOC6523782|XP_002099657.1|DYAK
OG0008109	LOC111604046|XP_023177672.1|DHYD	LOC6524228|XP_002100091.1|DYAK
OG0008110	LOC111593447|XP_023161970.2|DHYD	LOC6525091|XP_002100930.1|DYAK
OG0008111	LOC111593650|XP_023162303.1|DHYD	LOC6523804|XP_002099679.1|DYAK
OG0008112	LOC111604071|XP_023177717.2|DHYD	LOC6524471|XP_039233514.1|DYAK
OG0008113	LOC111593421|XP_023161933.1|DHYD	LOC6524543|XP_002100400.1|DYAK
OG0008114	LOC111593420|XP_023161932.1|DHYD	LOC6524544|XP_002100401.1|DYAK
OG0008115	LOC111594244|XP_030081748.1|DHYD	LOC6525332|XP_015046244.1|DYAK
OG0008116	LOC111595007|XP_030081746.1|DHYD	LOC6525336|XP_039226673.1|DYAK
OG0008117	LOC111598282|XP_023169230.2|DHYD	LOC6525129|XP_002100967.1|DYAK
OG0008118	LOC111603180|XP_023176431.1|DHYD	LOC6523806|XP_002099681.1|DYAK
OG0008119	LOC111593422|XP_030079926.1|DHYD	LOC6525149|XP_002100987.1|DYAK
OG0008120	LOC111597372|XP_023167797.1|DHYD	LOC6525068|XP_002100907.3|DYAK
OG0008121	LOC111592911|XP_023161132.2|DHYD	LOC6530089|XP_002091035.1|DYAK
OG0008122	LOC111597360|XP_023167782.2|DHYD	LOC6524056|XP_002099925.1|DYAK
OG0008123	LOC111605119|XP_023179240.1|DHYD	LOC6524015|XP_002099887.1|DYAK
OG0008124	LOC111605315|XP_030080101.1|DHYD	LOC6524397|XP_039226142.1|DYAK
OG0008125	LOC111596816|XP_023166952.2|DHYD	LOC6524234|XP_002100097.1|DYAK
OG0008126	LOC111596763|XP_023166880.1|DHYD	LOC6524020|XP_002099892.1|DYAK
OG0008127	LOC111597234|XP_030080072.1|DHYD	LOC6524046|XP_002099915.1|DYAK
OG0008128	LOC111596779|XP_023166898.1|DHYD	LOC6524869|XP_002100709.1|DYAK
