Orthogroup	DHYD.longest_only	ASTE.longest_only
OG0007715	LOC111596750|XP_023166850.1|DHYD	LOC118513625|XP_035915619.1|ASTE
OG0007718	LOC111594273|XP_023163271.1|DHYD	LOC118505821|XP_035898063.1|ASTE
OG0007719	LOC111598402|XP_023169394.1|DHYD	LOC118507531|XP_035901993.1|ASTE
OG0007720	LOC111598400|XP_023169392.2|DHYD	LOC118507562|XP_035902074.1|ASTE
OG0007721	LOC111603349|XP_023176659.2|DHYD	LOC118507780|XP_035902711.1|ASTE
OG0007722	LOC111603377|XP_023176697.2|DHYD	LOC118507773|XP_035902700.1|ASTE
OG0007723	LOC111596576|XP_023166617.1|DHYD	LOC118508061|XP_035903413.1|ASTE
OG0007724	LOC111599040|XP_023170322.2|DHYD	LOC118507484|XP_035901898.1|ASTE
OG0007725	LOC111597453|XP_023167958.1|DHYD	LOC118507100|XP_035900998.1|ASTE
OG0007726	LOC111596715|XP_023166804.1|DHYD	LOC118507337|XP_035901622.1|ASTE
OG0007727	LOC111596878|XP_023167095.1|DHYD	LOC118508131|XP_035903534.1|ASTE
OG0007728	LOC111597309|XP_023167703.2|DHYD	LOC118505036|XP_035896168.1|ASTE
OG0007729	LOC111597284|XP_023167667.1|DHYD	LOC118509265|XP_035905512.1|ASTE
OG0007731	LOC111598760|XP_023169937.2|DHYD	LOC118512782|XP_035913590.1|ASTE
OG0007733	LOC111598268|XP_023169213.1|DHYD	LOC118504224|XP_035894336.1|ASTE
OG0007734	LOC111598351|XP_023169326.2|DHYD	LOC118504069|XP_035894012.1|ASTE
OG0007735	LOC111603385|XP_023176712.1|DHYD	LOC118504442|XP_035894801.1|ASTE
OG0007736	LOC111594199|XP_023163556.1|DHYD	LOC118516499|XP_035918323.1|ASTE
OG0007737	LOC111600712|XP_023172737.2|DHYD	LOC118508927|XP_035904720.1|ASTE
OG0007738	LOC111599559|XP_023170995.2|DHYD	LOC118516637|XP_035918509.1|ASTE
OG0007739	LOC111604742|XP_023178684.2|DHYD	LOC118515595|XP_035917931.1|ASTE
OG0007740	LOC111596469|XP_023166488.2|DHYD	LOC118503640|XP_035893037.1|ASTE
OG0007741	LOC111597374|XP_023167800.2|DHYD	LOC118504694|XP_035895411.1|ASTE
OG0007742	LOC111598828|XP_023170028.1|DHYD	LOC118503921|XP_035893641.1|ASTE
OG0007743	LOC111604272|XP_023178038.2|DHYD	LOC118512517|XP_035912947.1|ASTE
OG0007744	LOC111600510|XP_023172406.1|DHYD	LOC118513326|XP_035914826.1|ASTE
OG0007745	LOC111596725|XP_023166826.2|DHYD	LOC118510737|XP_035908846.1|ASTE
OG0007746	LOC111597400|XP_023167847.2|DHYD	LOC118504407|XP_035894736.1|ASTE
OG0007747	LOC111603101|XP_030079303.1|DHYD	LOC118504910|XP_035895875.1|ASTE
OG0007749	LOC111593425|XP_023161937.2|DHYD	LOC118509415|XP_035905880.1|ASTE
OG0007751	LOC111599214|XP_023170579.2|DHYD	LOC118506730|XP_035900161.1|ASTE
OG0007752	LOC111593030|XP_023161364.1|DHYD	LOC118511156|XP_035909784.1|ASTE, LOC118511154|XP_035909782.1|ASTE, LOC118511155|XP_035909783.1|ASTE, LOC118507010|XP_035900838.1|ASTE
OG0007753	LOC111598448|XP_023169470.1|DHYD	LOC118503440|XP_035892597.1|ASTE
OG0007754	LOC111596630|XP_023166686.1|DHYD	LOC118504818|XP_035895715.1|ASTE
OG0007755	LOC111596636|XP_023166693.1|DHYD	LOC118504837|XP_035895739.1|ASTE
OG0007756	LOC111602878|XP_023175973.2|DHYD	LOC118504080|XP_035894044.1|ASTE
OG0007757	LOC111593654|XP_023162308.1|DHYD	LOC118511880|XP_035911395.1|ASTE
OG0007758	LOC111596333|XP_023166268.1|DHYD	LOC118514110|XP_035916578.1|ASTE
OG0007760	LOC111601917|XP_023174533.1|DHYD	LOC118508415|XP_035904082.1|ASTE
OG0007761	LOC111605312|XP_023179541.2|DHYD	LOC118508322|XP_035903888.1|ASTE
OG0007762	LOC111596638|XP_023166696.2|DHYD	LOC118508332|XP_035903898.1|ASTE
OG0007763	LOC111599181|XP_023170534.2|DHYD	LOC118508342|XP_035903920.1|ASTE
OG0007764	LOC111594269|XP_023163267.1|DHYD	LOC118504476|XP_035895105.1|ASTE
OG0007765	LOC111594268|XP_023163266.2|DHYD	LOC118508353|XP_035903949.1|ASTE
OG0007767	LOC111597864|XP_023168566.1|DHYD	LOC118517369|XP_035919279.1|ASTE
OG0007768	LOC111601955|XP_023174587.1|DHYD	LOC118506288|XP_035899108.1|ASTE
OG0007769	LOC111604759|XP_023178722.2|DHYD	LOC118508411|XP_035904072.1|ASTE
OG0007770	LOC111604711|XP_023178655.2|DHYD	LOC118506383|XP_035899310.1|ASTE
OG0007771	LOC111598939|XP_023170185.2|DHYD	LOC118505980|XP_035898434.1|ASTE
OG0007772	LOC111598876|XP_023170104.1|DHYD	LOC118503977|XP_035893805.1|ASTE
OG0007773	LOC111602208|XP_023174948.2|DHYD	LOC118505563|XP_035897411.1|ASTE
OG0007774	LOC111593214|XP_023161632.2|DHYD	LOC118516954|XP_035918680.1|ASTE
OG0007775	LOC111596546|XP_030079530.1|DHYD	LOC118511535|XP_035910624.1|ASTE
OG0007776	LOC111593054|XP_023161396.1|DHYD	LOC118510436|XP_035908150.1|ASTE
OG0007777	LOC111598265|XP_023169212.2|DHYD	LOC118517124|XP_035918914.1|ASTE
OG0007778	LOC111593473|XP_023162002.2|DHYD	LOC118502968|XP_035891626.1|ASTE
OG0007779	LOC111604656|XP_023178581.2|DHYD	LOC118504490|XP_035894906.1|ASTE
OG0007780	LOC111595353|XP_030079929.1|DHYD	LOC118504611|XP_035895184.1|ASTE
OG0007781	LOC111598147|XP_030078847.1|DHYD	LOC118506008|XP_035898490.1|ASTE
OG0007782	LOC111605614|XP_023180054.1|DHYD	LOC118506062|XP_035898612.1|ASTE
OG0007783	LOC111598101|XP_023168920.1|DHYD	LOC118507058|XP_035900917.1|ASTE
OG0007784	LOC111601971|XP_023174614.2|DHYD	LOC118515536|XP_035917927.1|ASTE
OG0007785	LOC111602418|XP_023175220.2|DHYD	LOC118503936|XP_035893699.1|ASTE
OG0007786	LOC111599184|XP_023170537.2|DHYD	LOC118505606|XP_035897530.1|ASTE
OG0007787	LOC111596412|XP_023166391.2|DHYD	LOC118505604|XP_035897526.1|ASTE
OG0007788	LOC111603546|XP_023176947.2|DHYD	LOC118505579|XP_035897428.1|ASTE
OG0007790	LOC111596255|XP_030080825.1|DHYD	LOC118508467|XP_035904163.1|ASTE
OG0007792	LOC111593414|XP_023161912.2|DHYD	LOC118502871|XP_035891472.1|ASTE
OG0007793	LOC111597190|XP_023167528.1|DHYD	LOC118504373|XP_035894673.1|ASTE
OG0007794	LOC111595646|XP_023165278.1|DHYD	LOC118503566|XP_035892873.1|ASTE
OG0007795	LOC111602409|XP_023175208.1|DHYD	LOC118505245|XP_035896689.1|ASTE
OG0007796	LOC111601348|XP_023173648.2|DHYD	LOC118507549|XP_035902023.1|ASTE
OG0007797	LOC111603261|XP_023176537.1|DHYD	LOC118506814|XP_035900380.1|ASTE
OG0007798	LOC111603237|XP_023176510.2|DHYD	LOC118506815|XP_035900392.1|ASTE
OG0007799	LOC111599893|XP_023171487.1|DHYD	LOC118506793|XP_035900305.1|ASTE
OG0007800	LOC111597826|XP_023168484.2|DHYD	LOC118502911|XP_035891527.1|ASTE
OG0007802	LOC111595713|XP_023165325.1|DHYD	LOC118508308|XP_035903859.1|ASTE
OG0007803	LOC111602640|XP_023175569.1|DHYD	LOC118502852|XP_035891449.1|ASTE
OG0007804	LOC111601809|XP_023174372.1|DHYD	LOC118502843|XP_035891427.1|ASTE
OG0007805	LOC111601811|XP_023174377.1|DHYD	LOC118502831|XP_035891399.1|ASTE
OG0007806	LOC111601845|XP_023174447.2|DHYD	LOC118502825|XP_035891394.1|ASTE
OG0007808	LOC111600853|XP_023172932.1|DHYD	LOC118504652|XP_035895312.1|ASTE
OG0007809	LOC111593488|XP_023162021.2|DHYD	LOC118504976|XP_035896011.1|ASTE
OG0007810	LOC111594710|XP_023163902.2|DHYD	LOC118504972|XP_035895998.1|ASTE
OG0007811	LOC111601777|XP_023174291.2|DHYD	LOC118504967|XP_035895984.1|ASTE
OG0007812	LOC111603163|XP_023176409.2|DHYD	LOC118507889|XP_035903021.1|ASTE
OG0007813	LOC111594491|XP_030080632.1|DHYD	LOC118505554|XP_035897400.1|ASTE
OG0007814	LOC111604034|XP_023177659.1|DHYD	LOC118502889|XP_035891500.1|ASTE
OG0007815	LOC111605323|XP_023179556.2|DHYD	LOC118503030|XP_035891753.1|ASTE
OG0007816	LOC111591863|XP_023159513.1|DHYD	LOC118506922|XP_035900612.1|ASTE
OG0007817	LOC111598713|XP_023169874.1|DHYD	LOC118506901|XP_035900577.1|ASTE
OG0007818	LOC111596500|XP_023166529.2|DHYD	LOC118505794|XP_035898020.1|ASTE
OG0007819	LOC111603293|XP_023176615.1|DHYD	LOC118502894|XP_035891507.1|ASTE
OG0007820	LOC111597908|XP_023168615.1|DHYD	LOC118505199|XP_035896564.1|ASTE
OG0007821	LOC111594480|XP_023163553.1|DHYD	LOC118505635|XP_035897603.1|ASTE
OG0007822	LOC111594481|XP_023163554.2|DHYD	LOC118505632|XP_035897599.1|ASTE
OG0007823	LOC111594424|XP_030080651.1|DHYD	LOC118505629|XP_035897595.1|ASTE
OG0007824	LOC111592695|XP_023160836.2|DHYD	LOC118505623|XP_035897579.1|ASTE
OG0007825	LOC111594554|XP_023163675.2|DHYD	LOC118507886|XP_035903011.1|ASTE
OG0007826	LOC111598214|XP_023169136.1|DHYD	LOC118502957|XP_035891613.1|ASTE
OG0007827	LOC111597329|XP_023167740.2|DHYD	LOC118507847|XP_035902872.1|ASTE
OG0007828	LOC111595307|XP_023164733.2|DHYD	LOC118511564|XP_035910696.1|ASTE
OG0007829	LOC111605484|XP_023179788.2|DHYD	LOC118507904|XP_035903052.1|ASTE
OG0007830	LOC111592940|XP_023161172.2|DHYD	LOC118504293|XP_035894482.1|ASTE
OG0007831	LOC111597366|XP_023167831.1|DHYD	LOC118505242|XP_035896685.1|ASTE
OG0007833	LOC111594262|XP_023163256.2|DHYD	LOC118505191|XP_035896547.1|ASTE
OG0007834	LOC111600837|XP_023172909.1|DHYD	LOC118508311|XP_035903864.1|ASTE
OG0007837	LOC111594440|XP_023163496.1|DHYD	LOC118502945|XP_035891588.1|ASTE
OG0007838	LOC111594561|XP_023163686.1|DHYD	LOC118502936|XP_035891578.1|ASTE
OG0007839	LOC111603226|XP_023176499.1|DHYD	LOC118507508|XP_035901941.1|ASTE
OG0007840	LOC111598236|XP_023169168.1|DHYD	LOC118507571|XP_035902099.1|ASTE
OG0007841	LOC111598217|XP_023169142.1|DHYD	LOC118506362|XP_035899270.1|ASTE
OG0007844	LOC111597710|XP_023168318.1|DHYD	LOC118507473|XP_035901870.1|ASTE
OG0007845	LOC111605513|XP_023179838.1|DHYD	LOC118507482|XP_035901890.1|ASTE
OG0007846	LOC111593653|XP_023162306.2|DHYD	LOC118507465|XP_035901853.1|ASTE
OG0007847	LOC111596486|XP_023166515.1|DHYD	LOC118508586|XP_035904384.1|ASTE
OG0007848	LOC111596488|XP_023166517.2|DHYD	LOC118502953|XP_035891603.1|ASTE
OG0007849	LOC111602792|XP_023175833.1|DHYD	LOC118502958|XP_035891614.1|ASTE
OG0007850	LOC111602789|XP_023175830.2|DHYD	LOC118502951|XP_035891600.1|ASTE
OG0007851	LOC111598312|XP_023169275.1|DHYD	LOC118502972|XP_035891635.1|ASTE
OG0007852	LOC111598924|XP_023170165.2|DHYD	LOC118502998|XP_035891699.1|ASTE
OG0007853	LOC111596147|XP_023166002.2|DHYD	LOC118503117|XP_035891955.1|ASTE
OG0007854	LOC111598902|XP_023170139.1|DHYD	LOC118503375|XP_035892468.1|ASTE
OG0007855	LOC111594433|XP_030080653.1|DHYD	LOC118504386|XP_035894687.1|ASTE
OG0007856	LOC111596503|XP_023166532.1|DHYD	LOC118504395|XP_035894694.1|ASTE
OG0007857	LOC111601477|XP_023173831.2|DHYD	LOC118505243|XP_035896686.1|ASTE, LOC118517171|XP_035918966.1|ASTE
OG0007858	LOC111601886|XP_023174496.1|DHYD	LOC118503274|XP_035892240.1|ASTE
OG0007859	LOC111601855|XP_023174462.1|DHYD	LOC118503190|XP_035892064.1|ASTE
OG0007860	LOC111601308|XP_023173596.1|DHYD	LOC118503373|XP_035892463.1|ASTE
OG0007861	LOC111601322|XP_023173620.1|DHYD	LOC118506945|XP_035900655.1|ASTE
OG0007863	LOC111601151|XP_023173389.1|DHYD	LOC118502752|XP_035891211.1|ASTE
OG0007864	LOC111596250|XP_030080835.1|DHYD	LOC118505032|XP_035896147.1|ASTE
OG0007865	LOC111591860|XP_023159509.2|DHYD	LOC118505081|XP_035896263.1|ASTE
OG0007866	LOC111601474|XP_023173827.2|DHYD	LOC118504423|XP_035894753.1|ASTE
OG0007867	LOC111602689|XP_023175684.1|DHYD	LOC118503275|XP_035892242.1|ASTE
OG0007868	LOC111596187|XP_023166062.1|DHYD	LOC118502862|XP_035891463.1|ASTE
OG0007869	LOC111596483|XP_023166507.2|DHYD	LOC118513436|XP_035915066.1|ASTE
OG0007870	LOC111597602|XP_023168170.2|DHYD	LOC118511493|XP_035910544.1|ASTE
OG0007871	LOC111598865|XP_023170081.2|DHYD	LOC118513128|XP_035914438.1|ASTE
OG0007872	LOC111592848|XP_023161054.2|DHYD	LOC118511492|XP_035910536.1|ASTE
OG0007873	LOC111592857|XP_023161065.1|DHYD	LOC118514269|XP_035916903.1|ASTE
OG0007874	LOC111593407|XP_023161898.2|DHYD	LOC118508900|XP_035904652.1|ASTE
OG0007875	LOC111599274|XP_023170644.2|DHYD	LOC118510148|XP_035907535.1|ASTE
OG0007876	LOC111596475|XP_023166496.2|DHYD	LOC118509096|XP_035905141.1|ASTE
OG0007877	LOC111596760|XP_023166873.2|DHYD	LOC118510075|XP_035907362.1|ASTE
OG0007878	LOC111602149|XP_023174866.2|DHYD	LOC118512965|XP_035914084.1|ASTE
OG0007879	LOC111601112|XP_023173326.2|DHYD	LOC118510137|XP_035907509.1|ASTE
OG0007880	LOC111593534|XP_023162154.1|DHYD	LOC118512103|XP_035911967.1|ASTE
OG0007881	LOC111596858|XP_023167063.1|DHYD	LOC118509121|XP_035905198.1|ASTE
OG0007882	LOC111596854|XP_023167057.2|DHYD	LOC118509424|XP_035905905.1|ASTE
OG0007883	LOC111596848|XP_023167042.1|DHYD	LOC118509422|XP_035905887.1|ASTE
OG0007884	LOC111603695|XP_023177162.1|DHYD	LOC118509531|XP_035906144.1|ASTE
OG0007885	LOC111599202|XP_023170565.2|DHYD	LOC118509896|XP_035907037.1|ASTE
OG0007886	LOC111594711|XP_030079114.1|DHYD	LOC118511425|XP_035910403.1|ASTE
OG0007887	LOC111596853|XP_023167056.1|DHYD	LOC118512839|XP_035913785.1|ASTE
OG0007888	LOC111604770|XP_023178737.2|DHYD	LOC118512875|XP_035913861.1|ASTE
OG0007889	LOC111601096|XP_023173300.1|DHYD	LOC118512877|XP_035913863.1|ASTE
OG0007890	LOC111592842|XP_023161039.2|DHYD	LOC118510371|XP_035907988.1|ASTE
OG0007891	LOC111595223|XP_023164607.1|DHYD	LOC118510484|XP_035908257.1|ASTE
OG0007892	LOC111597724|XP_023168333.1|DHYD	LOC118511378|XP_035910266.1|ASTE
OG0007893	LOC111594114|XP_023163040.2|DHYD	LOC118509642|XP_035906442.1|ASTE
OG0007894	LOC111600482|XP_023172365.2|DHYD	LOC118514443|XP_035917245.1|ASTE
OG0007895	LOC111600494|XP_030079622.1|DHYD	LOC118514442|XP_035917236.1|ASTE
OG0007896	LOC111592973|XP_023161236.1|DHYD	LOC118512803|XP_035913636.1|ASTE
OG0007897	LOC111598751|XP_023169920.1|DHYD	LOC118509690|XP_035906639.1|ASTE
OG0007898	LOC111596611|XP_023166662.1|DHYD	LOC118513063|XP_035914305.1|ASTE
OG0007899	LOC111601120|XP_023173342.2|DHYD	LOC118512663|XP_035913305.1|ASTE
OG0007900	LOC111595331|XP_023164759.2|DHYD	LOC118514345|XP_035917057.1|ASTE
OG0007901	LOC111600799|XP_030081544.1|DHYD	LOC118512259|XP_035912316.1|ASTE
OG0007902	LOC111591896|XP_023159572.1|DHYD	LOC118505249|XP_035896695.1|ASTE
OG0007903	LOC111596956|XP_023167180.1|DHYD	LOC118514208|XP_035916794.1|ASTE
OG0007904	LOC111592956|XP_023161212.2|DHYD	LOC118514198|XP_035916780.1|ASTE
OG0007905	LOC111599328|XP_023170717.2|DHYD	LOC118512611|XP_035913177.1|ASTE
OG0007906	LOC111598076|XP_023168885.1|DHYD	LOC118511891|XP_035911412.1|ASTE
OG0007907	LOC111601654|XP_023174103.1|DHYD	LOC118510306|XP_035907828.1|ASTE
OG0007908	LOC111601656|XP_023174107.1|DHYD	LOC118510309|XP_035907839.1|ASTE
OG0007909	LOC111594264|XP_023163258.1|DHYD	LOC118512304|XP_035912428.1|ASTE
OG0007910	LOC111592263|XP_023160124.2|DHYD	LOC118511553|XP_035910675.1|ASTE
OG0007911	LOC111596851|XP_023167054.2|DHYD	LOC118508854|XP_035904500.1|ASTE
OG0007912	LOC111596856|XP_023167061.2|DHYD	LOC118508856|XP_035904502.1|ASTE
OG0007913	LOC111596852|XP_023167055.2|DHYD	LOC118508858|XP_035904505.1|ASTE
OG0007914	LOC111604517|XP_030081574.1|DHYD	LOC118510585|XP_035908474.1|ASTE
OG0007915	LOC111592432|XP_030081645.1|DHYD	LOC118511818|XP_035911251.1|ASTE
OG0007916	LOC111604774|XP_023178747.1|DHYD	LOC118511863|XP_035911336.1|ASTE
OG0007917	LOC111593184|XP_023161561.1|DHYD	LOC118513175|XP_035914528.1|ASTE
OG0007918	LOC111599939|XP_023171556.1|DHYD	LOC118512912|XP_035913949.1|ASTE
OG0007919	LOC111597665|XP_023168256.2|DHYD	LOC118511960|XP_035911575.1|ASTE
OG0007920	LOC111592521|XP_023160542.2|DHYD	LOC118511981|XP_035911613.1|ASTE
OG0007921	LOC111605421|XP_023179701.1|DHYD	LOC118511980|XP_035911612.1|ASTE
OG0007922	LOC111592385|XP_023160328.2|DHYD	LOC118510958|XP_035909310.1|ASTE
OG0007923	LOC111605508|XP_023179832.2|DHYD	LOC118511934|XP_035911514.1|ASTE
OG0007924	LOC111605222|XP_023179413.1|DHYD	LOC118511977|XP_035911606.1|ASTE
OG0007925	LOC111605388|XP_023179649.2|DHYD	LOC118512244|XP_035912281.1|ASTE
OG0007926	LOC111594038|XP_023162920.1|DHYD	LOC118507077|XP_035900952.1|ASTE
OG0007927	LOC111602267|XP_023175030.2|DHYD	LOC118505154|XP_035896435.1|ASTE
OG0007928	LOC111600348|XP_023172186.2|DHYD	LOC118504542|XP_035895029.1|ASTE
OG0007929	LOC111605032|XP_023179132.2|DHYD	LOC118504330|XP_035894554.1|ASTE
OG0007930	LOC111594416|XP_023163472.1|DHYD	LOC118505099|XP_035896295.1|ASTE
OG0007931	LOC111592060|XP_023159827.2|DHYD	LOC118513926|XP_035916187.1|ASTE
OG0007932	LOC111598829|XP_023170029.2|DHYD	LOC118512713|XP_035913443.1|ASTE
OG0007933	LOC111600278|XP_023172095.1|DHYD	LOC118512717|XP_035913449.1|ASTE
OG0007934	LOC111602332|XP_023175102.2|DHYD	LOC118511742|XP_035911085.1|ASTE
OG0007935	LOC111603906|XP_023177492.2|DHYD	LOC118511738|XP_035911081.1|ASTE
OG0007936	LOC111603871|XP_023177446.1|DHYD	LOC118513856|XP_035916048.1|ASTE
OG0007937	LOC111602517|XP_023175368.1|DHYD	LOC118511118|XP_035909736.1|ASTE
OG0007938	LOC111600750|XP_023172800.2|DHYD	LOC118511083|XP_035909656.1|ASTE
OG0007939	LOC111602170|XP_023174900.2|DHYD	LOC118511082|XP_035909655.1|ASTE
OG0007940	LOC111602169|XP_023174895.2|DHYD	LOC118511072|XP_035909623.1|ASTE
OG0007941	LOC111600126|XP_023171858.2|DHYD	LOC118513586|XP_035915448.1|ASTE
OG0007942	LOC111595969|XP_023165715.1|DHYD	LOC118510629|XP_035908561.1|ASTE
OG0007943	LOC111592662|XP_023160782.2|DHYD	LOC118510615|XP_035908525.1|ASTE
OG0007944	LOC111596850|XP_023167053.2|DHYD	LOC118511209|XP_035909885.1|ASTE
OG0007945	LOC111591948|XP_023159649.2|DHYD	LOC118513538|XP_035915304.1|ASTE
OG0007947	LOC111592560|XP_023160626.2|DHYD	LOC118513920|XP_035916176.1|ASTE
OG0007948	LOC111596331|XP_023166264.2|DHYD	LOC118513659|XP_035915645.1|ASTE
OG0007949	LOC111593402|XP_023161891.2|DHYD	LOC118513545|XP_035915320.1|ASTE
OG0007950	LOC111596087|XP_023165915.2|DHYD	LOC118511092|XP_035909687.1|ASTE
OG0007951	LOC111599392|XP_023170797.1|DHYD	LOC118511113|XP_035909731.1|ASTE
OG0007952	LOC111601873|XP_023174483.1|DHYD	LOC118511120|XP_035909745.1|ASTE
OG0007953	LOC111592096|XP_023159890.1|DHYD	LOC118512642|XP_035913246.1|ASTE
OG0007954	LOC111596348|XP_023166307.2|DHYD	LOC118509045|XP_035905013.1|ASTE
OG0007955	LOC111598476|XP_023169503.2|DHYD	LOC118511152|XP_035909773.1|ASTE
OG0007956	LOC111594353|XP_023163381.1|DHYD	LOC118509131|XP_035905223.1|ASTE
OG0007957	LOC111603988|XP_023177601.1|DHYD	LOC118511646|XP_035910873.1|ASTE
OG0007958	LOC111593011|XP_023161314.2|DHYD	LOC118514023|XP_035916390.1|ASTE
OG0007959	LOC111595562|XP_023165127.2|DHYD	LOC118514022|XP_035916388.1|ASTE
OG0007960	LOC111592563|XP_023160629.1|DHYD	LOC118512900|XP_035913908.1|ASTE
OG0007961	LOC111602691|XP_023175692.1|DHYD	LOC118511644|XP_035910862.1|ASTE
OG0007962	LOC111605017|XP_023179119.1|DHYD	LOC118509268|XP_035905514.1|ASTE
OG0007963	LOC111603899|XP_023177484.2|DHYD	LOC118509070|XP_035905086.1|ASTE
OG0007964	LOC111592603|XP_023160698.1|DHYD	LOC118509075|XP_035905100.1|ASTE
OG0007965	LOC111596275|XP_023166182.1|DHYD	LOC118509039|XP_035904972.1|ASTE
OG0007966	LOC111596367|XP_023166332.1|DHYD	LOC118510999|XP_035909407.1|ASTE
OG0007967	LOC111600868|XP_023172966.1|DHYD	LOC118511015|XP_035909436.1|ASTE
OG0007968	LOC111595794|XP_023165448.2|DHYD	LOC118514157|XP_035916666.1|ASTE
OG0007969	LOC111592619|XP_023160723.1|DHYD	LOC118514126|XP_035916604.1|ASTE
OG0007971	LOC111601813|XP_023174401.2|DHYD	LOC118514703|XP_035917662.1|ASTE
OG0007972	LOC111593564|XP_023162193.1|DHYD	LOC118513366|XP_035914890.1|ASTE
OG0007973	LOC111599083|XP_030080273.1|DHYD	LOC118513336|XP_035914849.1|ASTE
OG0007975	LOC111600838|XP_023172911.2|DHYD	LOC118510648|XP_035908656.1|ASTE
OG0007976	LOC111603167|XP_023176414.1|DHYD	LOC118514672|XP_035917608.1|ASTE
OG0007977	LOC111594930|XP_023164191.2|DHYD	LOC118514653|XP_035917578.1|ASTE
OG0007978	LOC111601521|XP_023173899.1|DHYD	LOC118514657|XP_035917583.1|ASTE
OG0007979	LOC111592578|XP_023160657.1|DHYD	LOC118513593|XP_035915466.1|ASTE
OG0007980	LOC111599156|XP_023170495.1|DHYD	LOC118514566|XP_035917459.1|ASTE
OG0007981	LOC111605087|XP_023179197.1|DHYD	LOC118514568|XP_035917461.1|ASTE
OG0007982	LOC111592604|XP_023160699.2|DHYD	LOC118514512|XP_035917352.1|ASTE
OG0007983	LOC111600537|XP_023172443.2|DHYD	LOC118512598|XP_035913145.1|ASTE
OG0007984	LOC111594109|XP_023163034.2|DHYD	LOC118508804|XP_035904417.1|ASTE
OG0007985	LOC111594735|XP_023163937.2|DHYD	LOC118512632|XP_035913221.1|ASTE
OG0007986	LOC111591951|XP_023159653.1|DHYD	LOC118509828|XP_035906891.1|ASTE
OG0007987	LOC111596056|XP_023165872.1|DHYD	LOC118513266|XP_035914727.1|ASTE
OG0007988	LOC111600428|XP_023172284.1|DHYD	LOC118508960|XP_035904782.1|ASTE
OG0007989	LOC111599643|XP_030080063.1|DHYD	LOC118514036|XP_035916405.1|ASTE
OG0007990	LOC111592599|XP_023160691.1|DHYD	LOC118509300|XP_035905641.1|ASTE
OG0007991	LOC111597796|XP_023168440.2|DHYD	LOC118513629|XP_035915586.1|ASTE
OG0007993	LOC111594501|XP_023163581.1|DHYD	LOC118510878|XP_035909138.1|ASTE
OG0007994	LOC111603927|XP_023177522.2|DHYD	LOC118511235|XP_035909965.1|ASTE
OG0007995	LOC111600324|XP_030081029.1|DHYD	LOC118511703|XP_035911008.1|ASTE
OG0007996	LOC111600207|XP_023171992.1|DHYD	LOC118513624|XP_035915575.1|ASTE
OG0007997	LOC111592338|XP_023160234.1|DHYD	LOC118514127|XP_035916606.1|ASTE
OG0007998	LOC111595761|XP_030080253.1|DHYD	LOC118514077|XP_035916498.1|ASTE
OG0007999	LOC111601741|XP_023174237.1|DHYD	LOC118514117|XP_035916586.1|ASTE
OG0008000	LOC111601095|XP_023173304.2|DHYD	LOC118514106|XP_035916573.1|ASTE
OG0008001	LOC111595817|XP_023165491.1|DHYD	LOC118510708|XP_035908801.1|ASTE
OG0008002	LOC111599042|XP_023170326.2|DHYD	LOC118510669|XP_035908706.1|ASTE
OG0008003	LOC111595859|XP_023165543.1|DHYD	LOC118510665|XP_035908698.1|ASTE
OG0008004	LOC111602813|XP_023175881.2|DHYD	LOC118505760|XP_035897872.1|ASTE
OG0008005	LOC111603207|XP_023176465.2|DHYD	LOC118505763|XP_035897885.1|ASTE
OG0008006	LOC111593478|XP_023162008.1|DHYD	LOC118517027|XP_035918784.1|ASTE, LOC118505745|XP_035897835.1|ASTE
OG0008007	LOC111593405|XP_023161893.1|DHYD	LOC118505743|XP_035897830.1|ASTE
OG0008009	LOC111591881|XP_023159583.1|DHYD	LOC118503508|XP_035892751.1|ASTE
OG0008010	LOC111598856|XP_023170059.2|DHYD	LOC118505613|XP_035897551.1|ASTE
OG0008011	LOC111600593|XP_023172554.1|DHYD	LOC118505618|XP_035897572.1|ASTE
OG0008012	LOC111597053|XP_023167339.2|DHYD	LOC118505619|XP_035897574.1|ASTE
OG0008013	LOC111592844|XP_023161048.2|DHYD	LOC118508357|XP_035903954.1|ASTE
OG0008014	LOC111599563|XP_023170999.2|DHYD	LOC118505644|XP_035897615.1|ASTE
OG0008015	LOC111593137|XP_023161506.2|DHYD	LOC118505180|XP_035896526.1|ASTE
OG0008016	LOC111593138|XP_023161507.1|DHYD	LOC118505255|XP_035896704.1|ASTE
OG0008017	LOC111593461|XP_023161989.1|DHYD	LOC118517527|XP_035919653.1|ASTE
OG0008018	LOC111601839|XP_030079394.1|DHYD	LOC118502504|XP_035890630.1|ASTE
OG0008019	LOC111593456|XP_023161981.2|DHYD	LOC118505824|XP_035898066.1|ASTE
OG0008020	LOC111602056|XP_023174737.2|DHYD	LOC118506175|XP_035898839.1|ASTE
OG0008021	LOC111601623|XP_023174060.2|DHYD	LOC118504251|XP_035894371.1|ASTE
OG0008022	LOC111603282|XP_023176563.2|DHYD	LOC118508344|XP_035903917.1|ASTE
OG0008023	LOC111601907|XP_023174523.2|DHYD	LOC118502757|XP_035891221.1|ASTE
OG0008024	LOC111601945|XP_023174569.2|DHYD	LOC118502762|XP_035891234.1|ASTE
OG0008025	LOC111601841|XP_023174442.2|DHYD	LOC118505537|XP_035897350.1|ASTE
