Orthogroup	DHYD.longest_only	AEAL.longest_only
OG0007945	LOC111591948|XP_023159649.2|DHYD	LOC109412369|XP_019541570.2|AEAL
OG0007947	LOC111592560|XP_023160626.2|DHYD	LOC109433112|XP_019565050.2|AEAL
OG0007949	LOC111593402|XP_023161891.2|DHYD	LOC109420001|XP_019549838.1|AEAL
OG0007953	LOC111592096|XP_023159890.1|DHYD	LOC115264921|XP_029724855.1|AEAL, LOC109404244|XP_029729137.1|AEAL, LOC109414053|XP_029724945.1|AEAL, LOC115264927|XP_029724886.1|AEAL
OG0007957	LOC111603988|XP_023177601.1|DHYD	LOC109409620|XP_029729453.1|AEAL, LOC109413741|XP_029729487.1|AEAL
OG0007958	LOC111593011|XP_023161314.2|DHYD	LOC109408121|XP_019536885.1|AEAL
OG0007959	LOC111595562|XP_023165127.2|DHYD	LOC109419059|XP_019548811.2|AEAL
OG0007960	LOC111592563|XP_023160629.1|DHYD	LOC115258703|XP_029714906.1|AEAL, LOC109419110|XP_029714901.1|AEAL
OG0007961	LOC111602691|XP_023175692.1|DHYD	LOC109409247|XP_019538207.2|AEAL
OG0007962	LOC111605017|XP_023179119.1|DHYD	LOC109404439|XP_019532876.2|AEAL
OG0007963	LOC111603899|XP_023177484.2|DHYD	LOC109404656|XP_029715234.1|AEAL
OG0007964	LOC111592603|XP_023160698.1|DHYD	LOC109404751|XP_019533229.2|AEAL
OG0007965	LOC111596275|XP_023166182.1|DHYD	LOC109420996|XP_019551019.2|AEAL
OG0007966	LOC111596367|XP_023166332.1|DHYD	LOC115268657|XP_029732629.1|AEAL
OG0007967	LOC111600868|XP_023172966.1|DHYD	LOC109415690|XP_029714846.1|AEAL
OG0007968	LOC111595794|XP_023165448.2|DHYD	LOC109416537|XP_029715235.1|AEAL
OG0007969	LOC111592619|XP_023160723.1|DHYD	LOC109410229|XP_019539299.1|AEAL, LOC109417547|XP_019547167.1|AEAL
OG0007970	LOC111599726|XP_023171238.1|DHYD	LOC109417743|XP_019547405.1|AEAL
OG0007971	LOC111601813|XP_023174401.2|DHYD	LOC109419906|XP_029708892.1|AEAL
OG0007973	LOC111599083|XP_030080273.1|DHYD	LOC115255128|XP_029708860.1|AEAL, LOC109419845|XP_019549678.2|AEAL
OG0007974	LOC111593462|XP_023161990.1|DHYD	LOC109414012|XP_019543284.2|AEAL
OG0007976	LOC111603167|XP_023176414.1|DHYD	LOC109407379|XP_019535923.2|AEAL
OG0007977	LOC111594930|XP_023164191.2|DHYD	LOC109431814|XP_029708483.1|AEAL
OG0007978	LOC111601521|XP_023173899.1|DHYD	LOC109431819|XP_019563630.2|AEAL
OG0007979	LOC111592578|XP_023160657.1|DHYD	LOC109427650|XP_029708458.1|AEAL
OG0007981	LOC111605087|XP_023179197.1|DHYD	LOC109427901|XP_019559058.2|AEAL
OG0007982	LOC111592604|XP_023160699.2|DHYD	LOC109427916|XP_029728553.1|AEAL
OG0007983	LOC111600537|XP_023172443.2|DHYD	LOC109430175|XP_019561772.2|AEAL
OG0007985	LOC111594735|XP_023163937.2|DHYD	LOC109423957|XP_019554571.1|AEAL
OG0007986	LOC111591951|XP_023159653.1|DHYD	LOC115265636|XP_029727367.1|AEAL
OG0007987	LOC111596056|XP_023165872.1|DHYD	LOC109404797|XP_019533290.2|AEAL
OG0007988	LOC111600428|XP_023172284.1|DHYD	LOC109418121|XP_029727181.1|AEAL
OG0007989	LOC111599643|XP_030080063.1|DHYD	LOC109418060|XP_029727189.1|AEAL
OG0007990	LOC111592599|XP_023160691.1|DHYD	LOC109421652|XP_019551717.2|AEAL
OG0007991	LOC111597796|XP_023168440.2|DHYD	LOC109421565|XP_019551630.2|AEAL
OG0007992	LOC111603924|XP_023177517.1|DHYD	LOC109421540|XP_029732657.1|AEAL, LOC109409148|XP_019538110.1|AEAL
OG0007993	LOC111594501|XP_023163581.1|DHYD	LOC109421520|XP_019551575.2|AEAL
OG0007994	LOC111603927|XP_023177522.2|DHYD	LOC109621857|XP_019931606.2|AEAL
OG0007995	LOC111600324|XP_030081029.1|DHYD	LOC109621350|XP_029732582.1|AEAL, LOC115268615|XP_029732606.1|AEAL
OG0007996	LOC111600207|XP_023171992.1|DHYD	LOC109402145|XP_029720068.1|AEAL
OG0007997	LOC111592338|XP_023160234.1|DHYD	LOC109429534|XP_019561046.1|AEAL
OG0007998	LOC111595761|XP_030080253.1|DHYD	LOC109415438|XP_029720109.1|AEAL
OG0007999	LOC111601741|XP_023174237.1|DHYD	LOC109398302|XP_029720159.1|AEAL
OG0008000	LOC111601095|XP_023173304.2|DHYD	LOC109429805|XP_029720162.1|AEAL
OG0008001	LOC111595817|XP_023165491.1|DHYD	LOC109411698|XP_019540815.2|AEAL
OG0008002	LOC111599042|XP_023170326.2|DHYD	LOC109411734|XP_019540871.1|AEAL
OG0008003	LOC111595859|XP_023165543.1|DHYD	LOC109420448|XP_019550338.1|AEAL
OG0008004	LOC111602813|XP_023175881.2|DHYD	LOC109398246|XP_019526112.2|AEAL
OG0008005	LOC111603207|XP_023176465.2|DHYD	LOC109411213|XP_019540249.2|AEAL
OG0008007	LOC111593405|XP_023161893.1|DHYD	LOC109414189|XP_019543518.1|AEAL
OG0008008	LOC111592266|XP_023160132.1|DHYD	LOC109414151|XP_029712511.1|AEAL, LOC115254437|XP_029707784.1|AEAL
OG0008009	LOC111591881|XP_023159583.1|DHYD	LOC109425447|XP_029707812.1|AEAL, LOC109421722|XP_029713955.1|AEAL
OG0008010	LOC111598856|XP_023170059.2|DHYD	LOC109421743|XP_019551819.2|AEAL
OG0008011	LOC111600593|XP_023172554.1|DHYD	LOC115255672|XP_029709635.1|AEAL, LOC109421750|XP_019551831.2|AEAL
OG0008012	LOC111597053|XP_023167339.2|DHYD	LOC109421751|XP_019551832.2|AEAL
OG0008016	LOC111593138|XP_023161507.1|DHYD	LOC109423435|XP_019553987.1|AEAL
OG0008017	LOC111593461|XP_023161989.1|DHYD	LOC109421803|XP_029732694.1|AEAL
OG0008018	LOC111601839|XP_030079394.1|DHYD	LOC109418213|XP_029732700.1|AEAL
OG0008019	LOC111593456|XP_023161981.2|DHYD	LOC115254335|XP_029707621.1|AEAL, LOC109418242|XP_029720776.1|AEAL
OG0008020	LOC111602056|XP_023174737.2|DHYD	LOC109418259|XP_019547963.2|AEAL
OG0008021	LOC111601623|XP_023174060.2|DHYD	LOC109428104|XP_019559337.2|AEAL, LOC109418324|XP_019548046.2|AEAL
OG0008022	LOC111603282|XP_023176563.2|DHYD	LOC109418396|XP_019548119.2|AEAL
OG0008023	LOC111601907|XP_023174523.2|DHYD	LOC109418432|XP_019548163.2|AEAL, LOC115263613|XP_029722705.1|AEAL
OG0008024	LOC111601945|XP_023174569.2|DHYD	LOC109426162|XP_029722703.1|AEAL
OG0008026	LOC111601850|XP_023174453.1|DHYD	LOC109407077|XP_019535646.2|AEAL
OG0008027	LOC111598558|XP_023169665.2|DHYD	LOC115263794|XP_029723036.1|AEAL
OG0008028	LOC111595773|XP_023165426.1|DHYD	LOC109419212|XP_019548964.1|AEAL
OG0008030	LOC111604877|XP_023178882.2|DHYD	LOC109429502|XP_019561015.2|AEAL
OG0008031	LOC111602229|XP_023174978.1|DHYD	LOC109429507|XP_019561023.1|AEAL
OG0008032	LOC111594572|XP_023163698.1|DHYD	LOC109405852|XP_019534455.1|AEAL
OG0008033	LOC111592005|XP_023159753.2|DHYD	LOC109398743|XP_029726321.1|AEAL
OG0008034	LOC111594979|XP_023164247.2|DHYD	LOC109411329|XP_029726639.1|AEAL
OG0008035	LOC111605131|XP_023179267.2|DHYD	LOC115253894|XP_029727735.1|AEAL, LOC109411339|XP_029717712.1|AEAL
OG0008038	LOC111601851|XP_023174454.2|DHYD	LOC109413778|XP_019543063.2|AEAL
OG0008039	LOC111600754|XP_023172801.2|DHYD	LOC109413672|XP_029727554.1|AEAL
OG0008040	LOC111594472|XP_023163541.2|DHYD	LOC109413669|XP_029727574.1|AEAL
OG0008041	LOC111592352|XP_023160277.2|DHYD	LOC109425033|XP_019555776.2|AEAL
OG0008042	LOC111601413|XP_023173743.2|DHYD	LOC109400199|XP_019528223.1|AEAL
OG0008043	LOC111596812|XP_023166946.2|DHYD	LOC109427081|XP_029728548.1|AEAL, LOC109399798|XP_019527839.2|AEAL
OG0008044	LOC111593496|XP_030079407.1|DHYD	LOC109399730|XP_029723004.1|AEAL
OG0008054	LOC111597273|XP_023167655.1|DHYD	LOC109401336|XP_029728621.1|AEAL
OG0008055	LOC111601819|XP_023174407.1|DHYD	LOC115266517|XP_029728629.1|AEAL
OG0008057	LOC111604948|XP_023178987.2|DHYD	LOC115266942|XP_029729519.1|AEAL
OG0008058	LOC111601497|XP_023173853.2|DHYD	LOC109411012|XP_019540004.2|AEAL
OG0008059	LOC111598582|XP_023169656.2|DHYD	LOC109410893|XP_029730484.1|AEAL
OG0008061	LOC111591995|XP_023159724.2|DHYD	LOC109415496|XP_019544930.2|AEAL
OG0008062	LOC111604036|XP_023177661.1|DHYD	LOC109415495|XP_019544927.1|AEAL
OG0008063	LOC111601415|XP_023173746.2|DHYD	LOC109400878|XP_019528907.2|AEAL
OG0008064	LOC111592717|XP_023160873.1|DHYD	LOC109430465|XP_029732074.1|AEAL
OG0008065	LOC111596789|XP_023166910.1|DHYD	LOC109409565|XP_019538559.2|AEAL
OG0008066	LOC111597436|XP_023167909.1|DHYD	LOC109430456|XP_029732243.1|AEAL, LOC109409576|XP_029732405.1|AEAL
OG0008067	LOC111605317|XP_023179548.1|DHYD	LOC109405747|XP_019534360.1|AEAL
OG0008068	LOC111592360|XP_023160286.2|DHYD	LOC109399348|XP_029722686.1|AEAL
OG0008069	LOC111603255|XP_023176530.2|DHYD	LOC109430362|XP_019561966.2|AEAL
OG0008070	LOC111600735|XP_023172779.1|DHYD	LOC109432404|XP_019564295.2|AEAL
OG0008071	LOC111593417|XP_023161927.2|DHYD	LOC109419329|XP_029734694.1|AEAL, LOC115266282|XP_029728112.1|AEAL
OG0008072	LOC111595559|XP_023165163.2|DHYD	LOC109408450|XP_019537327.2|AEAL
OG0008073	LOC111600191|XP_023171968.1|DHYD	LOC115254636|XP_029708113.1|AEAL, LOC109408443|XP_029735174.1|AEAL
OG0008074	LOC111600188|XP_023171964.2|DHYD	LOC109419381|XP_019549158.2|AEAL
OG0008075	LOC111601229|XP_030082011.1|DHYD	LOC109419354|XP_029735319.1|AEAL
OG0008076	LOC111605608|XP_030079682.1|DHYD	LOC109405716|XP_019534328.2|AEAL
OG0008077	LOC111600830|XP_023172901.1|DHYD	LOC109408401|XP_019537254.1|AEAL
OG0008078	LOC111598102|XP_023168922.2|DHYD	LOC109432412|XP_019564302.2|AEAL
OG0008079	LOC111604044|XP_023177668.1|DHYD	LOC109432419|XP_029735868.1|AEAL
OG0008080	LOC111596800|XP_023166928.1|DHYD	LOC109416300|XP_019545888.2|AEAL
OG0008081	LOC111593507|XP_023162060.1|DHYD	LOC109424067|XP_019554691.2|AEAL
OG0008082	LOC111595870|XP_023165969.1|DHYD	LOC109426221|XP_019557220.2|AEAL
OG0008083	LOC111604846|XP_023178846.1|DHYD	LOC109424052|XP_019554665.2|AEAL
OG0008084	LOC111598227|XP_023169155.1|DHYD	LOC115266155|XP_029727981.1|AEAL
OG0008085	LOC111601392|XP_023173704.1|DHYD	LOC109404426|XP_029727840.1|AEAL
OG0008086	LOC111604821|XP_023178811.1|DHYD	LOC109431859|XP_029727842.1|AEAL
OG0008087	LOC111598457|XP_023169481.2|DHYD	LOC109422729|XP_029727900.1|AEAL
OG0008088	LOC111605309|XP_023179536.2|DHYD	LOC109401125|XP_029727941.1|AEAL, LOC109422684|XP_019553090.2|AEAL
OG0008089	LOC111595389|XP_023164859.1|DHYD	LOC109401087|XP_019529111.2|AEAL, LOC115271083|XP_029736408.1|AEAL
OG0008090	LOC111601891|XP_023174502.2|DHYD	LOC109402789|XP_019531039.2|AEAL, LOC109422609|XP_019552961.2|AEAL
OG0008092	LOC111602042|XP_023174718.2|DHYD	LOC109398937|XP_019526940.2|AEAL
OG0008093	LOC111602396|XP_023175179.2|DHYD	LOC109433418|XP_029718558.1|AEAL
OG0008094	LOC111603765|XP_023177266.2|DHYD	LOC109403715|XP_019532120.2|AEAL
OG0008095	LOC111596452|XP_023166445.2|DHYD	LOC109403318|XP_019531670.2|AEAL
OG0008096	LOC111592993|XP_023161264.2|DHYD	LOC109406532|XP_019535175.2|AEAL
OG0008097	LOC111603116|XP_023176355.1|DHYD	LOC109406509|XP_019535144.1|AEAL
OG0008099	LOC111605686|XP_023180125.2|DHYD	LOC109403281|XP_029718621.1|AEAL
OG0008101	LOC111593053|XP_023161394.2|DHYD	LOC109415077|XP_019544495.1|AEAL
OG0008102	LOC111602954|XP_023176095.1|DHYD	LOC109414145|XP_029718362.1|AEAL, LOC109417350|XP_019547002.2|AEAL
OG0008103	LOC111600210|XP_023171998.2|DHYD	LOC109414114|XP_019560683.2|AEAL
OG0008104	LOC111595100|XP_023164434.1|DHYD	LOC109398852|XP_019526838.2|AEAL
OG0008105	LOC111605446|XP_023179731.2|DHYD	LOC109398862|XP_029718770.1|AEAL
OG0008106	LOC111592862|XP_023161076.1|DHYD	LOC109398894|XP_029718778.1|AEAL
OG0008107	LOC111592045|XP_023159809.1|DHYD	LOC109398885|XP_019526880.2|AEAL
OG0008108	LOC111597358|XP_023167780.2|DHYD	LOC109429163|XP_019560573.2|AEAL
OG0008109	LOC111604046|XP_023177672.1|DHYD	LOC109398887|XP_019526881.2|AEAL
OG0008110	LOC111593447|XP_023161970.2|DHYD	LOC109428136|XP_019559368.2|AEAL
OG0008111	LOC111593650|XP_023162303.1|DHYD	LOC109406885|XP_019535441.2|AEAL
OG0008112	LOC111604071|XP_023177717.2|DHYD	LOC109404438|XP_029719076.1|AEAL
OG0008113	LOC111593421|XP_023161933.1|DHYD	LOC109404433|XP_019532853.2|AEAL
OG0008114	LOC111593420|XP_023161932.1|DHYD	LOC109406887|XP_029719077.1|AEAL
OG0008115	LOC111594244|XP_030081748.1|DHYD	LOC109404436|XP_029719078.1|AEAL
OG0008116	LOC111595007|XP_030081746.1|DHYD	LOC109406884|XP_029719086.1|AEAL
OG0008117	LOC111598282|XP_023169230.2|DHYD	LOC109404475|XP_029719099.1|AEAL, LOC109406311|XP_029719071.1|AEAL
OG0008118	LOC111603180|XP_023176431.1|DHYD	LOC109406333|XP_019534983.1|AEAL, LOC109404512|XP_019532959.2|AEAL
OG0008119	LOC111593422|XP_030079926.1|DHYD	LOC109404479|XP_019532912.1|AEAL, LOC115254079|XP_029719129.1|AEAL
OG0008120	LOC111597372|XP_023167797.1|DHYD	LOC109406306|XP_019534946.1|AEAL, LOC109404455|XP_019532884.1|AEAL
OG0008121	LOC111592911|XP_023161132.2|DHYD	LOC115254080|XP_029719135.1|AEAL, LOC109404492|XP_029719043.1|AEAL
OG0008122	LOC111597360|XP_023167782.2|DHYD	LOC109406292|XP_029719140.1|AEAL, LOC109404477|XP_029719040.1|AEAL
OG0008123	LOC111605119|XP_023179240.1|DHYD	LOC109404500|XP_029719143.1|AEAL, LOC109416179|XP_019545703.2|AEAL
OG0008124	LOC111605315|XP_030080101.1|DHYD	LOC109404983|XP_029719181.1|AEAL
OG0008125	LOC111596816|XP_023166952.2|DHYD	LOC115261520|XP_029719193.1|AEAL, LOC109416173|XP_019545698.2|AEAL
OG0008126	LOC111596763|XP_023166880.1|DHYD	LOC109416172|XP_029719195.1|AEAL, LOC109404973|XP_029719251.1|AEAL
OG0008127	LOC111597234|XP_030080072.1|DHYD	LOC109404964|XP_029719197.1|AEAL, LOC109416164|XP_029719238.1|AEAL
OG0008128	LOC111596779|XP_023166898.1|DHYD	LOC109404993|XP_029719236.1|AEAL, LOC109416161|XP_019545679.1|AEAL, LOC115261538|XP_029719241.1|AEAL
OG0008129	LOC111603182|XP_023176434.2|DHYD	LOC109416148|XP_029719229.1|AEAL, LOC109404978|XP_029719204.1|AEAL
OG0008130	LOC111598266|XP_023169210.1|DHYD	LOC109416147|XP_019545665.1|AEAL, LOC109416210|XP_019545747.1|AEAL
OG0008131	LOC111602871|XP_023175964.2|DHYD	LOC109416616|XP_029719304.1|AEAL, LOC115261574|XP_029719331.1|AEAL
OG0008132	LOC111593356|XP_023161836.2|DHYD	LOC109432823|XP_029719312.1|AEAL
OG0008133	LOC111599933|XP_023171594.2|DHYD, LOC115482978|XP_030079452.1|DHYD	LOC109432765|XP_029710329.1|AEAL, LOC109407890|XP_029710334.1|AEAL
OG0008134	LOC111604059|XP_030079559.1|DHYD, LOC115483085|XP_030079993.1|DHYD	LOC109411935|XP_029733015.1|AEAL, LOC109406739|XP_029733046.1|AEAL
OG0008135	LOC111603666|XP_023177118.2|DHYD	LOC109411936|XP_029733023.1|AEAL, LOC109406737|XP_029733044.1|AEAL
OG0008136	LOC111605554|XP_023179885.2|DHYD	LOC109411951|XP_019541152.1|AEAL
OG0008137	LOC111605057|XP_023179161.2|DHYD	LOC109428767|XP_029734005.1|AEAL
OG0008141	LOC111600177|XP_023171940.2|DHYD	LOC109400049|XP_029730291.1|AEAL
OG0008145	LOC111605056|XP_023179196.2|DHYD	LOC109405105|XP_019533655.2|AEAL
OG0008146	LOC111602850|XP_023175931.1|DHYD	LOC109400240|XP_019528263.2|AEAL
OG0008147	LOC111602864|XP_023175949.2|DHYD	LOC109400295|XP_029724209.1|AEAL
OG0008148	LOC111605157|XP_023179308.2|DHYD	LOC109399404|XP_029724165.1|AEAL
OG0008150	LOC111598153|XP_023169006.1|DHYD	LOC109399059|XP_019527034.2|AEAL
OG0008151	LOC111593635|XP_023162276.1|DHYD	LOC109399010|XP_029724223.1|AEAL
OG0008152	LOC111604019|XP_030079982.1|DHYD	LOC109398962|XP_019526958.2|AEAL
OG0008153	LOC111593838|XP_023162643.2|DHYD	LOC109431307|XP_019563069.2|AEAL
OG0008154	LOC111599849|XP_023171415.2|DHYD	LOC109431323|XP_019563091.2|AEAL
OG0008155	LOC111592776|XP_023160948.1|DHYD	LOC109407703|XP_019536397.2|AEAL
OG0008156	LOC111594636|XP_023163799.2|DHYD	LOC109409395|XP_019538385.2|AEAL
OG0008158	LOC111596814|XP_023166950.2|DHYD	LOC109415956|XP_019545475.1|AEAL
OG0008159	LOC111597446|XP_023167933.2|DHYD	LOC109405803|XP_029713444.1|AEAL
OG0008160	LOC111600150|XP_030081234.1|DHYD	LOC109401644|XP_029713325.1|AEAL
OG0008161	LOC111592709|XP_023160863.1|DHYD	LOC115257520|XP_029713075.1|AEAL, LOC109400008|XP_029712813.1|AEAL
OG0008162	LOC111598277|XP_023169222.2|DHYD	LOC109422441|XP_029713526.1|AEAL
OG0008164	LOC111593639|XP_023162284.2|DHYD	LOC109414796|XP_029736449.1|AEAL
OG0008165	LOC111602415|XP_023175216.1|DHYD	LOC109418642|XP_029712862.1|AEAL
OG0008166	LOC111602408|XP_023175204.1|DHYD	LOC109418633|XP_019548394.2|AEAL
OG0008167	LOC111593601|XP_023162266.2|DHYD	LOC109405271|XP_019533851.2|AEAL
OG0008168	LOC111592931|XP_023161202.1|DHYD	LOC109405267|XP_019533845.2|AEAL
OG0008169	LOC111601904|XP_023174518.1|DHYD	LOC109418625|XP_029712880.1|AEAL
OG0008170	LOC111597941|XP_023168666.1|DHYD	LOC109418621|XP_029712939.1|AEAL
OG0008171	LOC111602836|XP_023175917.1|DHYD	LOC109413090|XP_029713501.1|AEAL
OG0008173	LOC111602310|XP_023175078.2|DHYD	LOC109425798|XP_019556689.2|AEAL
OG0008174	LOC111592225|XP_023160072.1|DHYD	LOC109425670|XP_019556484.2|AEAL
OG0008175	LOC111598240|XP_030078952.1|DHYD	LOC109413593|XP_029721337.1|AEAL
OG0008176	LOC111592986|XP_023161251.1|DHYD	LOC115262725|XP_029721277.1|AEAL
OG0008177	LOC111593657|XP_023162310.2|DHYD	LOC109401305|XP_019529353.2|AEAL
OG0008178	LOC111593492|XP_023162024.2|DHYD	LOC109401286|XP_019529323.2|AEAL
OG0008179	LOC111593489|XP_023162022.2|DHYD	LOC109401287|XP_019529324.2|AEAL
OG0008180	LOC111601927|XP_023174548.1|DHYD	LOC109401273|XP_019529300.2|AEAL
OG0008181	LOC111601928|XP_023174549.2|DHYD	LOC109401317|XP_019529366.2|AEAL
OG0008182	LOC111598004|XP_023168764.1|DHYD	LOC109401148|XP_019529171.2|AEAL
OG0008183	LOC111599721|XP_023171232.1|DHYD	LOC109427035|XP_029721150.1|AEAL
OG0008184	LOC111592611|XP_023160711.1|DHYD	LOC109622601|XP_029721128.1|AEAL
OG0008188	LOC111599048|XP_023170333.1|DHYD	LOC109424715|XP_019555418.1|AEAL
OG0008189	LOC111603901|XP_023177486.1|DHYD	LOC109424687|XP_019555399.2|AEAL
OG0008190	LOC111595379|XP_030081454.1|DHYD	LOC109421942|XP_019552123.2|AEAL
OG0008191	LOC111598425|XP_023169436.2|DHYD	LOC109421934|XP_029720933.1|AEAL
OG0008192	LOC111593419|XP_023161930.2|DHYD	LOC109432691|XP_029720937.1|AEAL
OG0008193	LOC111596869|XP_030080035.1|DHYD	LOC109432718|XP_019564648.2|AEAL
OG0008194	LOC111598942|XP_023170188.1|DHYD	LOC109428999|XP_019560385.1|AEAL
OG0008195	LOC111595426|XP_023164917.2|DHYD	LOC109428909|XP_029708109.1|AEAL
OG0008196	LOC111599982|XP_023171645.2|DHYD	LOC109428879|XP_019560262.2|AEAL
OG0008197	LOC111600970|XP_030080409.1|DHYD	LOC109433666|XP_029731019.1|AEAL
OG0008198	LOC111601930|XP_023174551.2|DHYD	LOC109432323|XP_019564207.1|AEAL
OG0008199	LOC111598278|XP_023169224.2|DHYD	LOC109409845|XP_019538873.2|AEAL
OG0008200	LOC111597060|XP_023167354.2|DHYD	LOC109397146|XP_019525031.2|AEAL
OG0008203	LOC111595296|XP_023164719.1|DHYD	LOC109409921|XP_019538994.2|AEAL
OG0008204	LOC111604733|XP_023178672.1|DHYD	LOC109399607|XP_019527639.2|AEAL
OG0008205	LOC111596637|XP_023166694.1|DHYD	LOC109399568|XP_019527625.2|AEAL
OG0008206	LOC111598091|XP_023168909.2|DHYD	LOC115267848|XP_029731222.1|AEAL
OG0008207	LOC111605710|XP_023180164.1|DHYD	LOC109401835|XP_019530015.2|AEAL
OG0008208	LOC111597949|XP_023168679.2|DHYD	LOC115256002|XP_029710086.1|AEAL
OG0008209	LOC111595567|XP_023165131.2|DHYD	LOC109408987|XP_029710087.1|AEAL, LOC109426489|XP_029710084.1|AEAL
OG0008210	LOC111593655|XP_023162312.2|DHYD	LOC109402159|XP_019530333.1|AEAL
OG0008211	LOC111603877|XP_023177456.2|DHYD	LOC109403560|XP_029731448.1|AEAL
OG0008212	LOC111605089|XP_023179194.2|DHYD	LOC109431574|XP_019563355.1|AEAL
OG0008213	LOC111597411|XP_023167876.1|DHYD	LOC109622241|XP_029731486.1|AEAL
OG0008214	LOC111595103|XP_023164437.1|DHYD	LOC109431566|XP_019563344.1|AEAL, LOC109622225|XP_019932023.2|AEAL
OG0008215	LOC111604736|XP_023178678.1|DHYD	LOC109403168|XP_019531456.2|AEAL
OG0008216	LOC111600954|XP_023173100.1|DHYD	LOC109622177|XP_019931961.2|AEAL
OG0008217	LOC111593498|XP_023162033.2|DHYD	LOC109410612|XP_029731608.1|AEAL
OG0008218	LOC111597972|XP_023168714.1|DHYD	LOC109433482|XP_019565448.2|AEAL
OG0008219	LOC111593009|XP_023161306.2|DHYD	LOC109410664|XP_029731655.1|AEAL
OG0008220	LOC111592216|XP_023160060.2|DHYD	LOC109410666|XP_029731658.1|AEAL
OG0008221	LOC111595419|XP_030080238.1|DHYD	LOC109433484|XP_029731675.1|AEAL, LOC109410674|XP_029731670.1|AEAL
OG0008222	LOC111595341|XP_023164783.2|DHYD	LOC109426024|XP_019556998.2|AEAL
OG0008223	LOC111604286|XP_023178070.2|DHYD	LOC109425985|XP_019556954.2|AEAL
OG0008224	LOC111600920|XP_030081836.1|DHYD	LOC109407622|XP_019536308.2|AEAL
OG0008225	LOC111602842|XP_023175922.1|DHYD	LOC109425828|XP_019556720.2|AEAL
OG0008226	LOC111597439|XP_030079383.1|DHYD	LOC109407532|XP_019536143.2|AEAL
OG0008227	LOC111598311|XP_023169273.1|DHYD	LOC109413246|XP_029715424.1|AEAL
OG0008228	LOC111592702|XP_023160850.2|DHYD	LOC109621728|XP_029712612.1|AEAL
OG0008229	LOC111601797|XP_023174342.1|DHYD	LOC115257119|XP_029712361.1|AEAL, LOC109623020|XP_019933040.1|AEAL
OG0008230	LOC111601357|XP_023173656.2|DHYD	LOC109411644|XP_029718360.1|AEAL
OG0008233	LOC111597195|XP_023167533.2|DHYD	LOC109409258|XP_019538219.1|AEAL
OG0008235	LOC111602070|XP_023174762.1|DHYD	LOC109424729|XP_019555460.1|AEAL
OG0008238	LOC111592448|XP_023160400.2|DHYD	LOC109424155|XP_019554788.2|AEAL, LOC115263196|XP_029722014.1|AEAL
OG0008239	LOC111597459|XP_023167976.1|DHYD	LOC109407980|XP_029735154.1|AEAL
OG0008240	LOC111603359|XP_023176677.1|DHYD	LOC109430855|XP_029730323.1|AEAL
OG0008243	LOC111603146|XP_023176393.1|DHYD	LOC109422536|XP_019552884.2|AEAL
OG0008266	LOC111594633|XP_023163796.1|DHYD	LOC109402174|XP_019530356.2|AEAL
OG0008268	LOC111595811|XP_023165470.2|DHYD	LOC109431123|XP_029718280.1|AEAL, LOC115256382|XP_029710638.1|AEAL
OG0008269	LOC111599458|XP_023170894.2|DHYD	LOC115256473|XP_029710978.1|AEAL, LOC109431131|XP_019562864.2|AEAL
OG0008270	LOC111605344|XP_023179586.2|DHYD	LOC109408932|XP_019537874.2|AEAL
OG0008271	LOC111597586|XP_023168153.1|DHYD	LOC109428393|XP_029711709.1|AEAL
OG0008272	LOC111605603|XP_030079875.1|DHYD	LOC109428428|XP_019559729.2|AEAL
OG0008273	LOC111604230|XP_023177975.1|DHYD	LOC115256316|XP_029710415.1|AEAL
OG0008276	LOC111598142|XP_023168972.2|DHYD	LOC109397864|XP_019525746.2|AEAL
OG0008277	LOC111596165|XP_023166025.1|DHYD	LOC109397882|XP_029729609.1|AEAL, LOC109416118|XP_029711952.1|AEAL
OG0008278	LOC111592628|XP_023160732.1|DHYD	LOC109401934|XP_029711120.1|AEAL
OG0008282	LOC111605263|XP_023179473.1|DHYD	LOC109422046|XP_019552226.2|AEAL
OG0008283	LOC111596536|XP_023166573.2|DHYD	LOC109422062|XP_019552248.2|AEAL
OG0008284	LOC111597961|XP_023168697.2|DHYD	LOC115256505|XP_029711039.1|AEAL, LOC109410169|XP_029721633.1|AEAL
OG0008285	LOC111603363|XP_023176678.1|DHYD	LOC109427360|XP_019558439.2|AEAL
OG0008286	LOC111596707|XP_030078963.1|DHYD	LOC109400384|XP_019528434.2|AEAL
OG0008287	LOC111605294|XP_023179513.2|DHYD	LOC109432998|XP_029714317.1|AEAL
OG0008288	LOC111601756|XP_023174263.1|DHYD	LOC109402231|XP_029729983.1|AEAL
OG0008289	LOC111596406|XP_023166383.2|DHYD	LOC109422868|XP_019553312.2|AEAL, LOC109397607|XP_019525442.1|AEAL
OG0008292	LOC111596825|XP_023166964.1|DHYD	LOC109403518|XP_019531884.2|AEAL
OG0008293	LOC111594458|XP_023163522.2|DHYD	LOC109403544|XP_029720773.1|AEAL
OG0008294	LOC111598250|XP_023169182.1|DHYD	LOC109427684|XP_029717927.1|AEAL, LOC115260730|XP_029717850.1|AEAL
OG0008295	LOC111596547|XP_023166588.2|DHYD	LOC109431478|XP_019563235.2|AEAL
OG0008296	LOC111596821|XP_023166957.2|DHYD	LOC109431476|XP_019563231.2|AEAL
