Orthogroup	DHYD.longest_only	DMAU.longest_only
OG0009680	LOC111594770|XP_023163988.2|DHYD	LOC117150934|XP_033173991.1|DMAU
OG0009681	LOC111603818|XP_023177345.2|DHYD	LOC117137644|XP_033155069.1|DMAU
OG0009682	LOC111602133|XP_030081066.1|DHYD	LOC117138337|XP_033156266.1|DMAU
OG0009683	LOC111593979|XP_023162840.1|DHYD	LOC117137671|XP_033155121.1|DMAU
OG0009684	LOC111593975|XP_023162834.1|DHYD	LOC117137670|XP_033155120.1|DMAU
OG0009685	LOC111593889|XP_023162724.1|DHYD	LOC117137442|XP_033154772.1|DMAU
OG0009686	LOC111600662|XP_030080930.1|DHYD	LOC117138049|XP_033155754.1|DMAU
OG0009687	LOC111600658|XP_023172652.2|DHYD	LOC117136588|XP_033153451.1|DMAU
OG0009688	LOC111604139|XP_023177830.1|DHYD	LOC117135938|XP_033152409.1|DMAU
OG0009689	LOC111602366|XP_023175146.2|DHYD	LOC117138435|XP_033156437.1|DMAU
OG0009690	LOC111593292|XP_023161738.1|DHYD	LOC117136568|XP_033153415.1|DMAU
OG0009691	LOC111604099|XP_023177767.2|DHYD	LOC117135482|XP_033151592.1|DMAU
OG0009692	LOC111600725|XP_030080977.1|DHYD	LOC117138115|XP_033155866.1|DMAU
OG0009693	LOC111593191|XP_023161579.1|DHYD	LOC117135871|XP_033152298.1|DMAU
OG0009694	LOC111599896|XP_023171486.1|DHYD	LOC117136812|XP_033153769.1|DMAU
OG0009695	LOC111604610|XP_023178492.1|DHYD	LOC117137680|XP_033155140.1|DMAU
OG0009696	LOC111597688|XP_023168288.2|DHYD	LOC117136889|XP_033153890.1|DMAU
OG0009697	LOC111602165|XP_023174890.2|DHYD	LOC117140849|XP_033159866.1|DMAU
OG0009698	LOC111599902|XP_023171491.2|DHYD	LOC117137069|XP_033154185.1|DMAU
OG0009699	LOC111605267|XP_023179475.1|DHYD	LOC117137313|XP_033154585.1|DMAU
OG0009700	LOC111595318|XP_023164743.2|DHYD	LOC117136059|XP_033152599.1|DMAU
OG0009701	LOC111596426|XP_023166406.1|DHYD	LOC117142549|XP_033162490.1|DMAU
OG0009703	LOC111602467|XP_023175297.2|DHYD	LOC117135344|XP_033151436.1|DMAU
OG0009704	LOC111604144|XP_023177834.2|DHYD	LOC117136301|XP_033153038.1|DMAU
OG0009705	LOC111593579|XP_023162212.2|DHYD	LOC117135795|XP_033152179.1|DMAU
OG0009706	LOC111593563|XP_023162192.2|DHYD	LOC117137009|XP_033154089.1|DMAU
OG0009707	LOC111602754|XP_023175774.2|DHYD	LOC117142475|XP_033162381.1|DMAU
OG0009708	LOC111593890|XP_023162725.1|DHYD	LOC117135840|XP_033152244.1|DMAU
OG0009709	LOC111593906|XP_023162745.1|DHYD	LOC117135837|XP_033152240.1|DMAU
OG0009710	LOC111593967|XP_023162826.2|DHYD	LOC117135836|XP_033152239.1|DMAU
OG0009711	LOC111593816|XP_023162612.2|DHYD	LOC117137519|XP_033154894.1|DMAU
OG0009712	LOC111604706|XP_023178647.1|DHYD	LOC117140940|XP_033160027.1|DMAU
OG0009713	LOC111597964|XP_023168705.2|DHYD	LOC117137399|XP_033154711.1|DMAU
OG0009714	LOC111592161|XP_023159981.1|DHYD	LOC117135826|XP_033152226.1|DMAU
OG0009715	LOC111601240|XP_023173506.2|DHYD	LOC117136714|XP_033153629.1|DMAU
OG0009717	LOC111597977|XP_023168720.1|DHYD	LOC117136688|XP_033153593.1|DMAU
OG0009718	LOC111595553|XP_023165114.2|DHYD	LOC117136992|XP_033154059.1|DMAU
OG0009719	LOC111594321|XP_023163333.1|DHYD	LOC117137646|XP_033155074.1|DMAU
OG0009720	LOC111594751|XP_023163971.2|DHYD	LOC117138563|XP_033156614.1|DMAU
OG0009721	LOC111597976|XP_023168719.2|DHYD	LOC117137279|XP_033154541.1|DMAU
OG0009723	LOC111591929|XP_023159627.1|DHYD	LOC117140322|XP_033159060.1|DMAU
OG0009724	LOC111597068|XP_023167362.2|DHYD	LOC117137114|XP_033154297.1|DMAU
OG0009725	LOC111595263|XP_030081256.1|DHYD	LOC117135975|XP_033152474.1|DMAU
OG0009726	LOC111595884|XP_023165584.1|DHYD	LOC117144808|XP_033166076.1|DMAU
OG0009727	LOC111599712|XP_023171213.2|DHYD	LOC117137211|XP_033154457.1|DMAU
OG0009728	LOC111594817|XP_030082000.1|DHYD	LOC117136204|XP_033152847.1|DMAU
OG0009729	LOC111594806|XP_023164040.2|DHYD	LOC117137613|XP_033155030.1|DMAU
OG0009730	LOC111597265|XP_023167646.1|DHYD	LOC117146636|XP_033168860.1|DMAU
OG0009731	LOC111592236|XP_030081988.1|DHYD	LOC117137032|XP_033154128.1|DMAU
OG0009732	LOC111596392|XP_023166366.1|DHYD	LOC117136294|XP_033153028.1|DMAU
OG0009733	LOC111601843|XP_023174445.1|DHYD	LOC117147493|XP_033170286.1|DMAU
OG0009734	LOC111605138|XP_023179284.2|DHYD	LOC117148716|XP_033172156.1|DMAU
OG0009735	LOC111599167|XP_023170514.2|DHYD	LOC117140890|XP_033159933.1|DMAU
OG0009736	LOC111597244|XP_030080077.1|DHYD	LOC117146947|XP_033169492.1|DMAU
OG0009737	LOC111594577|XP_023163703.1|DHYD	LOC117144173|XP_033165105.1|DMAU
OG0009738	LOC111603220|XP_023176485.2|DHYD, LOC111603110|XP_023176347.2|DHYD	LOC117147751|XP_033170650.1|DMAU
OG0009739	LOC111603149|XP_023176392.1|DHYD	LOC117147196|XP_033169887.1|DMAU
OG0009740	LOC111603083|XP_023176309.2|DHYD	LOC117148578|XP_033171936.1|DMAU
OG0009741	LOC111600411|XP_023172259.2|DHYD	LOC117146848|XP_033169304.1|DMAU
OG0009742	LOC111605050|XP_023179154.2|DHYD	LOC117148056|XP_033171133.1|DMAU
OG0009743	LOC111598291|XP_023169242.2|DHYD	LOC117148142|XP_033171260.1|DMAU
OG0009744	LOC111593684|XP_023162397.2|DHYD	LOC117147293|XP_033170032.1|DMAU
OG0009745	LOC111605298|XP_023179519.2|DHYD	LOC117146579|XP_033168780.1|DMAU
OG0009746	LOC111604844|XP_023178848.2|DHYD	LOC117140508|XP_033159372.1|DMAU
OG0009747	LOC111605159|XP_023179313.1|DHYD	LOC117145115|XP_033166528.1|DMAU
OG0009748	LOC111595943|XP_023165677.2|DHYD	LOC117148938|XP_033172555.1|DMAU
OG0009749	LOC111597240|XP_023167602.2|DHYD	LOC117141529|XP_033160909.1|DMAU
OG0009750	LOC111596143|XP_023165994.2|DHYD	LOC117140228|XP_033158918.1|DMAU
OG0009751	LOC111596556|XP_023166597.1|DHYD	LOC117146868|XP_033169348.1|DMAU
OG0009752	LOC111596810|XP_023166942.2|DHYD	LOC117148687|XP_033172117.1|DMAU
OG0009753	LOC111596797|XP_023166926.1|DHYD	LOC117148686|XP_033172116.1|DMAU
OG0009754	LOC111604479|XP_030081080.1|DHYD	LOC117137681|XP_033155141.1|DMAU
OG0009755	LOC111595366|XP_023164820.2|DHYD	LOC117147189|XP_033169882.1|DMAU
OG0009756	LOC111603348|XP_023176658.2|DHYD	LOC117146817|XP_033169262.1|DMAU
OG0009757	LOC111593693|XP_023162370.2|DHYD	LOC117138692|XP_033156842.1|DMAU
OG0009758	LOC111594445|XP_023163500.2|DHYD	LOC117144470|XP_033165530.1|DMAU
OG0009759	LOC111597287|XP_023167671.2|DHYD	LOC117148914|XP_033172524.1|DMAU
OG0009760	LOC111601880|XP_030079322.1|DHYD	LOC117146460|XP_033168583.1|DMAU
OG0009761	LOC111601894|XP_023174505.1|DHYD	LOC117146477|XP_033168608.1|DMAU
OG0009762	LOC111602431|XP_023175238.2|DHYD	LOC117148585|XP_033171948.1|DMAU
OG0009763	LOC111602884|XP_023175984.2|DHYD	LOC117139266|XP_033157377.1|DMAU
OG0009764	LOC111603708|XP_023177177.2|DHYD	LOC117140421|XP_033159197.1|DMAU
OG0009765	LOC111600459|XP_023172328.1|DHYD	LOC117139750|XP_033158205.1|DMAU
OG0009766	LOC111600491|XP_023172387.1|DHYD	LOC117140971|XP_033160094.1|DMAU
OG0009767	LOC111600501|XP_023172396.1|DHYD	LOC117141082|XP_033160271.1|DMAU
OG0009768	LOC111604498|XP_023178357.2|DHYD	LOC117140986|XP_033160128.1|DMAU
OG0009769	LOC111597776|XP_023168403.1|DHYD	LOC117140911|XP_033159976.1|DMAU
OG0009770	LOC111593222|XP_023161641.2|DHYD	LOC117140968|XP_033160086.1|DMAU
OG0009771	LOC111601720|XP_023174213.2|DHYD	LOC117142098|XP_033161874.1|DMAU
OG0009772	LOC111601027|XP_023173204.2|DHYD	LOC117140600|XP_033159501.1|DMAU
OG0009773	LOC111605657|XP_023180088.1|DHYD	LOC117139959|XP_033158543.1|DMAU
OG0009774	LOC111605179|XP_023179343.2|DHYD	LOC117142050|XP_033161814.1|DMAU
OG0009775	LOC111595090|XP_023164418.2|DHYD	LOC117140954|XP_033160064.1|DMAU
OG0009776	LOC111598734|XP_023169895.1|DHYD	LOC117140411|XP_033159176.1|DMAU
OG0009777	LOC111597506|XP_023168039.1|DHYD	LOC117141842|XP_033161393.1|DMAU
OG0009778	LOC111602905|XP_023176014.1|DHYD	LOC117142003|XP_033161743.1|DMAU
OG0009779	LOC111592428|XP_023160379.1|DHYD	LOC117140071|XP_033158711.1|DMAU
OG0009780	LOC111592427|XP_023160378.2|DHYD	LOC117140069|XP_033158705.1|DMAU
OG0009781	LOC111592301|XP_023160176.1|DHYD	LOC117139649|XP_033158002.1|DMAU
OG0009782	LOC111596330|XP_023166263.2|DHYD	LOC117141121|XP_033160335.1|DMAU
OG0009783	LOC111598692|XP_023169825.1|DHYD	LOC117139640|XP_033157991.1|DMAU
OG0009784	LOC111597785|XP_023168426.1|DHYD	LOC117141996|XP_033161735.1|DMAU
OG0009785	LOC111601718|XP_023174207.2|DHYD	LOC117140255|XP_033158952.1|DMAU
OG0009786	LOC111595144|XP_023164485.1|DHYD	LOC117141895|XP_033161487.1|DMAU
OG0009787	LOC111595143|XP_023164484.1|DHYD	LOC117141894|XP_033161486.1|DMAU
OG0009788	LOC111596141|XP_023165992.2|DHYD	LOC117141472|XP_033160833.1|DMAU
OG0009789	LOC111601708|XP_023174195.1|DHYD	LOC117139842|XP_033158380.1|DMAU
OG0009790	LOC111601257|XP_023173530.1|DHYD	LOC117137033|XP_033154129.1|DMAU
OG0009791	LOC111605183|XP_023179348.2|DHYD	LOC117140947|XP_033160036.1|DMAU
OG0009792	LOC111601726|XP_023174217.1|DHYD	LOC117142086|XP_033161858.1|DMAU
OG0009793	LOC111601050|XP_023173234.2|DHYD	LOC117140886|XP_033159929.1|DMAU
OG0009794	LOC111604819|XP_023178809.1|DHYD	LOC117145712|XP_033167349.1|DMAU
OG0009795	LOC111603198|XP_023176454.2|DHYD	LOC117148610|XP_033171983.1|DMAU
OG0009796	LOC111597572|XP_023168139.1|DHYD	LOC117139255|XP_033157362.1|DMAU
OG0009797	LOC111601696|XP_023174180.1|DHYD	LOC117140961|XP_033160072.1|DMAU
OG0009798	LOC111601673|XP_023174136.2|DHYD	LOC117140958|XP_033160070.1|DMAU
OG0009799	LOC111592959|XP_023161217.1|DHYD	LOC117139812|XP_033158334.1|DMAU
OG0009800	LOC111591865|XP_023159515.2|DHYD	LOC117140113|XP_033158768.1|DMAU
OG0009801	LOC111601587|XP_023174010.2|DHYD	LOC117139566|XP_033157857.1|DMAU
OG0009802	LOC111601562|XP_023173975.2|DHYD	LOC117141057|XP_033160235.1|DMAU
OG0009803	LOC111604678|XP_023178608.2|DHYD	LOC117141663|XP_033161144.1|DMAU
OG0009804	LOC111604716|XP_023178657.1|DHYD	LOC117140942|XP_033160030.1|DMAU
OG0009805	LOC111604677|XP_023178607.1|DHYD	LOC117139944|XP_033158523.1|DMAU
OG0009806	LOC115483024|XP_030079623.1|DHYD	LOC117141360|XP_033160658.1|DMAU
OG0009807	LOC111604710|XP_023178651.1|DHYD	LOC117141613|XP_033161024.1|DMAU
OG0009808	LOC111601704|XP_030081600.1|DHYD	LOC117141120|XP_033160334.1|DMAU
OG0009809	LOC111603709|XP_023177178.1|DHYD	LOC117141603|XP_033161010.1|DMAU
OG0009810	LOC111603047|XP_023176259.2|DHYD	LOC117140642|XP_033159573.1|DMAU
OG0009811	LOC111594377|XP_023163409.2|DHYD	LOC117140558|XP_033159445.1|DMAU
OG0009812	LOC111601031|XP_023173209.2|DHYD	LOC117140749|XP_033159721.1|DMAU
OG0009813	LOC111605100|XP_023179210.2|DHYD	LOC117142055|XP_033161820.1|DMAU
OG0009814	LOC111601743|XP_023174251.2|DHYD	LOC117141655|XP_033161119.1|DMAU
OG0009815	LOC111592281|XP_023160150.2|DHYD	LOC117138985|XP_033156945.1|DMAU
OG0009816	LOC111600944|XP_023173082.2|DHYD	LOC117140404|XP_033159166.1|DMAU
OG0009817	LOC111600945|XP_023173083.2|DHYD	LOC117139874|XP_033158422.1|DMAU
OG0009818	LOC111604546|XP_023178413.2|DHYD	LOC117139902|XP_033158473.1|DMAU
OG0009819	LOC111604522|XP_023178386.1|DHYD	LOC117139900|XP_033158471.1|DMAU
OG0009820	LOC111604547|XP_023178414.2|DHYD	LOC117140800|XP_033159788.1|DMAU
OG0009821	LOC111605707|XP_023180160.2|DHYD	LOC117141094|XP_033160300.1|DMAU
OG0009822	LOC111599228|XP_023170594.1|DHYD	LOC117139914|XP_033158487.1|DMAU
OG0009824	LOC111593139|XP_023161508.1|DHYD	LOC117140402|XP_033159163.1|DMAU
OG0009825	LOC111599821|XP_023171377.2|DHYD	LOC117139279|XP_033157397.1|DMAU
OG0009826	LOC111597613|XP_023168179.2|DHYD	LOC117141263|XP_033160523.1|DMAU
OG0009827	LOC111597612|XP_023168178.2|DHYD	LOC117141384|XP_033160689.1|DMAU
OG0009828	LOC111592783|XP_023160954.2|DHYD	LOC117141069|XP_033160257.1|DMAU
OG0009829	LOC111595347|XP_023164789.2|DHYD	LOC117141714|XP_033161218.1|DMAU
OG0009830	LOC111600990|XP_023173150.1|DHYD	LOC117141219|XP_033160469.1|DMAU
OG0009831	LOC111600989|XP_023173149.2|DHYD	LOC117140340|XP_033159080.1|DMAU
OG0009832	LOC111600948|XP_023173087.2|DHYD	LOC117141153|XP_033160383.1|DMAU
OG0009833	LOC111597338|XP_023167751.1|DHYD	LOC117141254|XP_033160513.1|DMAU
OG0009834	LOC111600592|XP_023172552.1|DHYD	LOC117136597|XP_033153469.1|DMAU
OG0009836	LOC111597188|XP_023167526.2|DHYD	LOC117143053|XP_033163393.1|DMAU
OG0009837	LOC111602468|XP_023175301.1|DHYD	LOC117143477|XP_033164082.1|DMAU
OG0009838	LOC111594202|XP_023163167.1|DHYD	LOC117143498|XP_033164110.1|DMAU
OG0009839	LOC111604182|XP_023177898.2|DHYD	LOC117136084|XP_033152647.1|DMAU
OG0009840	LOC111594778|XP_023163999.2|DHYD	LOC117136613|XP_033153523.1|DMAU
OG0009841	LOC111602257|XP_023175019.2|DHYD	LOC117137452|XP_033154825.1|DMAU
OG0009842	LOC111599831|XP_023171392.1|DHYD	LOC117141815|XP_033161359.1|DMAU
OG0009843	LOC111598462|XP_023169486.1|DHYD	LOC117141273|XP_033160534.1|DMAU
OG0009844	LOC111603332|XP_023176636.2|DHYD	LOC117139548|XP_033157829.1|DMAU
OG0009845	LOC111602597|XP_023175524.2|DHYD	LOC117135599|XP_033151836.1|DMAU
OG0009846	LOC111598957|XP_023170210.1|DHYD	LOC117150786|XP_033173723.1|DMAU
OG0009847	LOC111605616|XP_030079870.1|DHYD	LOC117146937|XP_033169476.1|DMAU
OG0009848	LOC111597301|XP_023167692.1|DHYD	LOC117146778|XP_033169193.1|DMAU
OG0009849	LOC111596400|XP_023166373.2|DHYD	LOC117144823|XP_033166097.1|DMAU
OG0009850	LOC111593647|XP_023162295.2|DHYD	LOC117148911|XP_033172518.1|DMAU
OG0009851	LOC111602069|XP_023174759.1|DHYD	LOC117146697|XP_033168978.1|DMAU
OG0009852	LOC111601593|XP_023174021.2|DHYD, LOC111598428|XP_030079323.1|DHYD	LOC117140201|XP_033158877.1|DMAU
OG0009853	LOC111605051|XP_023179156.2|DHYD	LOC117148057|XP_033171137.1|DMAU
OG0009854	LOC115482955|XP_030079297.1|DHYD, LOC111603168|XP_023176415.1|DHYD	LOC117147753|XP_033170655.1|DMAU
OG0009855	LOC111600416|XP_023172264.2|DHYD	LOC117146598|XP_033168817.1|DMAU
OG0009857	LOC111594780|XP_023164002.2|DHYD	LOC117136782|XP_033153767.1|DMAU
OG0009858	LOC111594750|XP_023163966.2|DHYD	LOC117151080|XP_033174216.1|DMAU
OG0009859	LOC111592581|XP_023160659.1|DHYD	LOC117140574|XP_033159469.1|DMAU
OG0009860	LOC111603523|XP_023176922.2|DHYD	LOC117150891|XP_033173918.1|DMAU
OG0009861	LOC111595826|XP_023165500.2|DHYD	LOC117146314|XP_033168262.1|DMAU
OG0009862	LOC111599473|XP_030080395.1|DHYD	LOC117150453|XP_033173233.1|DMAU
OG0009863	LOC111602466|XP_023175296.2|DHYD	LOC117135342|XP_033151432.1|DMAU
OG0009864	LOC111596096|XP_023165925.1|DHYD	LOC117143137|XP_033163525.1|DMAU
OG0009865	LOC111596094|XP_030080402.1|DHYD	LOC117150814|XP_033173766.1|DMAU
OG0009866	LOC115483181|XP_030080199.1|DHYD, LOC111599822|XP_023171378.1|DHYD, LOC115483340|XP_030080681.1|DHYD	LOC117140802|XP_033159792.1|DMAU
OG0009867	LOC111599636|XP_023171084.1|DHYD	LOC117138957|XP_033156888.1|DMAU
OG0009868	LOC111604460|XP_023178308.2|DHYD	LOC117141311|XP_033160588.1|DMAU
OG0009870	LOC111599270|XP_023170637.2|DHYD	LOC117140819|XP_033159817.1|DMAU
OG0009871	LOC111605136|XP_023179293.2|DHYD	LOC117136346|XP_033153100.1|DMAU
OG0009872	LOC111597094|XP_023167403.1|DHYD	LOC117135684|XP_033151977.1|DMAU
OG0009873	LOC111593757|XP_023162534.1|DHYD	LOC117138380|XP_033156340.1|DMAU
OG0009874	LOC111600973|XP_023173124.2|DHYD	LOC117141175|XP_033160404.1|DMAU
OG0009875	LOC111597543|XP_030079672.1|DHYD	LOC117139894|XP_033158463.1|DMAU
OG0009876	LOC111600775|XP_023172823.2|DHYD	LOC117138305|XP_033156199.1|DMAU
OG0009877	LOC111604151|XP_023177843.2|DHYD	LOC117138005|XP_033155697.1|DMAU
OG0009878	LOC111605374|XP_023179625.1|DHYD	LOC117138311|XP_033156210.1|DMAU
OG0009879	LOC111595637|XP_023165219.1|DHYD	LOC117136733|XP_033153654.1|DMAU
OG0009880	LOC111605244|XP_023179448.1|DHYD	LOC117136358|XP_033153116.1|DMAU
OG0009881	LOC111595751|XP_023165380.1|DHYD	LOC117137200|XP_033154441.1|DMAU
OG0009882	LOC111603808|XP_023177328.1|DHYD	LOC117136730|XP_033153652.1|DMAU
OG0009883	LOC111595496|XP_023165034.2|DHYD	LOC117137779|XP_033155295.1|DMAU
OG0009884	LOC111595527|XP_023165076.2|DHYD	LOC117137780|XP_033155296.1|DMAU
OG0009885	LOC111592111|XP_023159909.1|DHYD	LOC117136929|XP_033153960.1|DMAU
OG0009886	LOC111592106|XP_023159903.1|DHYD	LOC117135809|XP_033152203.1|DMAU
OG0009887	LOC111597027|XP_023167304.2|DHYD	LOC117136892|XP_033153896.1|DMAU
OG0009888	LOC111594578|XP_023163707.1|DHYD	LOC117137409|XP_033154726.1|DMAU
OG0009889	LOC111593373|XP_023161861.1|DHYD	LOC117136826|XP_033153791.1|DMAU
OG0009890	LOC111593526|XP_023162091.1|DHYD	LOC117137061|XP_033154165.1|DMAU
OG0009891	LOC111594188|XP_023163145.1|DHYD	LOC117143958|XP_033164784.1|DMAU
OG0009892	LOC111595428|XP_023164919.2|DHYD	LOC117146429|XP_033168527.1|DMAU
OG0009893	LOC111595539|XP_023165091.1|DHYD	LOC117137759|XP_033155264.1|DMAU
OG0009895	LOC111603395|XP_023176729.2|DHYD	LOC117142918|XP_033163107.1|DMAU
OG0009896	LOC111604817|XP_023178805.2|DHYD, LOC111604818|XP_023178807.2|DHYD	LOC117145499|XP_033167070.1|DMAU
OG0009897	LOC111604941|XP_023178979.2|DHYD	LOC117145148|XP_033166579.1|DMAU
OG0009898	LOC111598542|XP_023169600.2|DHYD	LOC117143027|XP_033163303.1|DMAU
OG0009899	LOC111601489|XP_023173844.1|DHYD	LOC117143626|XP_033164291.1|DMAU
OG0009900	LOC111594592|XP_023163721.1|DHYD	LOC117145177|XP_033166618.1|DMAU
OG0009901	LOC111600287|XP_023172107.1|DHYD, LOC115482804|XP_030078773.1|DHYD, LOC111600286|XP_030078637.1|DHYD	LOC117143315|XP_033163849.1|DMAU
OG0009902	LOC111601313|XP_023173605.2|DHYD	LOC117143869|XP_033164625.1|DMAU
OG0009903	LOC111603602|XP_023177032.1|DHYD	LOC117142387|XP_033162220.1|DMAU
OG0009904	LOC111601988|XP_023174643.2|DHYD	LOC117143001|XP_033163256.1|DMAU
OG0009905	LOC111605571|XP_023179921.1|DHYD	LOC117142907|XP_033163081.1|DMAU
OG0009906	LOC111605580|XP_023179952.2|DHYD	LOC117149940|XP_033172732.1|DMAU, LOC117143986|XP_033164818.1|DMAU, LOC117149025|XP_033172596.1|DMAU
OG0009907	LOC111600670|XP_023172686.2|DHYD	LOC117144058|XP_033164957.1|DMAU
OG0009909	LOC111598228|XP_023169156.2|DHYD	LOC117142632|XP_033162627.1|DMAU
OG0009910	LOC111597399|XP_030080741.1|DHYD	LOC117142865|XP_033163019.1|DMAU
OG0009911	LOC111593663|XP_023162323.2|DHYD	LOC117137124|XP_033154313.1|DMAU
OG0009912	LOC111592572|XP_023160647.2|DHYD, LOC111592573|XP_023160652.2|DHYD	LOC117147790|XP_033170726.1|DMAU
OG0009913	LOC111597210|XP_023167546.2|DHYD	LOC117135553|XP_033151744.1|DMAU
OG0009916	LOC115483396|XP_030081044.1|DHYD, LOC115483002|XP_030079517.1|DHYD, LOC115483395|XP_030081035.1|DHYD	LOC117135597|XP_033151828.1|DMAU
OG0009922	LOC111604443|XP_023178281.1|DHYD	LOC117139539|XP_033157805.1|DMAU
OG0009925	LOC111604205|XP_023177930.1|DHYD	LOC117143011|XP_033163269.1|DMAU
OG0009931	LOC111594236|XP_023163216.1|DHYD	LOC117138427|XP_033156427.1|DMAU
OG0009932	LOC111594028|XP_023162909.2|DHYD	LOC117136064|XP_033152605.1|DMAU
OG0009933	LOC111605394|XP_023179661.2|DHYD	LOC117138184|XP_033155974.1|DMAU
OG0009934	LOC111593100|XP_030081851.1|DHYD	LOC117140221|XP_033158910.1|DMAU
OG0009940	LOC111596675|XP_023166747.2|DHYD	LOC117144388|XP_033165413.1|DMAU
OG0009941	LOC111599205|XP_023170569.1|DHYD	LOC117135113|XP_033151021.1|DMAU
OG0009942	LOC111594045|XP_023162927.2|DHYD	LOC117135658|XP_033151932.1|DMAU
OG0009943	LOC111592607|XP_023160705.2|DHYD	LOC117135843|XP_033152658.1|DMAU
OG0009944	LOC111605152|XP_030079442.1|DHYD	LOC117147735|XP_033170623.1|DMAU
OG0009945	LOC111602812|XP_023175878.2|DHYD	LOC117146912|XP_033169427.1|DMAU
OG0009946	LOC111604644|XP_023178558.1|DHYD	LOC117145937|XP_033167705.1|DMAU
OG0009947	LOC111594842|XP_023164076.2|DHYD	LOC117140159|XP_033158822.1|DMAU
OG0009948	LOC111601916|XP_023174531.1|DHYD	LOC117146480|XP_033168610.1|DMAU
OG0009949	LOC111604892|XP_030078772.1|DHYD	LOC117145052|XP_033166450.1|DMAU
OG0009950	LOC111592032|XP_023159794.2|DHYD	LOC117143934|XP_033164742.1|DMAU
OG0009951	LOC111596701|XP_023166788.1|DHYD	LOC117145518|XP_033167101.1|DMAU
OG0009952	LOC111595947|XP_023165686.1|DHYD	LOC117145416|XP_033166952.1|DMAU
OG0009953	LOC111596684|XP_023166756.1|DHYD	LOC117144390|XP_033165416.1|DMAU
OG0009954	LOC111592016|XP_023159775.2|DHYD	LOC117142928|XP_033163117.1|DMAU
OG0009955	LOC111593936|XP_023162783.1|DHYD	LOC117136086|XP_033152651.1|DMAU
OG0009956	LOC111593640|XP_030079439.1|DHYD	LOC117147881|XP_033170855.1|DMAU
OG0009957	LOC111594465|XP_023163533.1|DHYD	LOC117145839|XP_033167537.1|DMAU
OG0009958	LOC111603270|XP_023176550.1|DHYD	LOC117144868|XP_033166167.1|DMAU
OG0009960	LOC111602658|XP_023175598.2|DHYD	LOC117145914|XP_033167660.1|DMAU
OG0009961	LOC111602633|XP_023175563.2|DHYD	LOC117144070|XP_033164971.1|DMAU
OG0009962	LOC111605501|XP_023179818.1|DHYD	LOC117143536|XP_033164160.1|DMAU
OG0009963	LOC111603626|XP_023177062.1|DHYD	LOC117143170|XP_033163575.1|DMAU
OG0009964	LOC111601422|XP_023173765.2|DHYD	LOC117145321|XP_033166808.1|DMAU
OG0009965	LOC111592487|XP_023160475.2|DHYD	LOC117145613|XP_033167219.1|DMAU
OG0009966	LOC111595198|XP_023164563.2|DHYD	LOC117146979|XP_033169541.1|DMAU
OG0009967	LOC111595767|XP_023165417.2|DHYD	LOC117150712|XP_033173618.1|DMAU
OG0009969	LOC111592894|XP_023161102.1|DHYD	LOC117150364|XP_033173115.1|DMAU
OG0009970	LOC111605518|XP_023179844.1|DHYD	LOC117150565|XP_033173407.1|DMAU
OG0009971	LOC111603521|XP_023176917.2|DHYD	LOC117136857|XP_033153851.1|DMAU
OG0009972	LOC111594668|XP_023163843.2|DHYD	LOC117135244|XP_033151322.1|DMAU
OG0009974	LOC111600436|XP_023172297.2|DHYD	LOC117137662|XP_033155112.1|DMAU
OG0009975	LOC111602216|XP_023174960.2|DHYD	LOC117143039|XP_033163407.1|DMAU
OG0009976	LOC111592623|XP_023160726.1|DHYD	LOC117135335|XP_033151427.1|DMAU
OG0009977	LOC111604006|XP_023177631.2|DHYD	LOC117150690|XP_033173591.1|DMAU
OG0009978	LOC111603974|XP_023177588.1|DHYD	LOC117147585|XP_033170425.1|DMAU
OG0009979	LOC111603915|XP_023177507.1|DHYD	LOC117145395|XP_033166925.1|DMAU
OG0009980	LOC111593841|XP_023162654.2|DHYD	LOC117136313|XP_033153052.1|DMAU
OG0009981	LOC111600659|XP_023172653.2|DHYD	LOC117138117|XP_033155868.1|DMAU
OG0009982	LOC111600763|XP_023172809.2|DHYD	LOC117136587|XP_033153450.1|DMAU
OG0009983	LOC111593758|XP_023162536.1|DHYD	LOC117136027|XP_033152536.1|DMAU
OG0009984	LOC111593189|XP_023161574.2|DHYD	LOC117136158|XP_033152772.1|DMAU
OG0009985	LOC111592409|XP_023160356.1|DHYD	LOC117137451|XP_033154782.1|DMAU
OG0009986	LOC111593885|XP_023162719.1|DHYD	LOC117135841|XP_033152245.1|DMAU
OG0009987	LOC111600742|XP_023172788.2|DHYD	LOC117136000|XP_033152506.1|DMAU
OG0009988	LOC111600743|XP_023172790.1|DHYD	LOC117136028|XP_033152537.1|DMAU
OG0009989	LOC111593313|XP_023161781.2|DHYD	LOC117138428|XP_033156428.1|DMAU
OG0009990	LOC111595541|XP_023165094.1|DHYD	LOC117137527|XP_033154906.1|DMAU
OG0009991	LOC111601223|XP_030081968.1|DHYD	LOC117138346|XP_033156278.1|DMAU
OG0009992	LOC111598164|XP_023169021.1|DHYD	LOC117147557|XP_033170390.1|DMAU
OG0009993	LOC111592718|XP_030079341.1|DHYD	LOC117148630|XP_033172016.1|DMAU
OG0009994	LOC111604910|XP_023178924.1|DHYD	LOC117147383|XP_033170146.1|DMAU
OG0009995	LOC111598862|XP_023170076.2|DHYD	LOC117147141|XP_033169811.1|DMAU
