Orthogroup	DHYD.longest_only	CQUI.longest_only
OG0006035	LOC111602948|XP_023176076.2|DHYD	LOC119766762|XP_038108387.1|CQUI
OG0006036	LOC111603979|XP_023177592.2|DHYD	LOC119766761|XP_038108386.1|CQUI
OG0006037	LOC111592186|XP_023160020.2|DHYD	LOC6049361|XP_038113219.1|CQUI
OG0006038	LOC111600258|XP_023172074.2|DHYD	LOC6049713|XP_001866420.2|CQUI
OG0006039	LOC111604344|XP_023178176.2|DHYD	LOC6053330|XP_038108487.1|CQUI
OG0006040	LOC111594335|XP_023163349.2|DHYD	LOC6042926|XP_038110634.1|CQUI
OG0006041	LOC111592979|XP_023161242.1|DHYD	LOC6042178|XP_038112955.1|CQUI
OG0006042	LOC111594344|XP_023163359.2|DHYD	LOC6042175|XP_038107538.1|CQUI
OG0006043	LOC111593540|XP_023162115.1|DHYD	LOC6042167|XP_001851314.1|CQUI
OG0006044	LOC111601909|XP_023174525.1|DHYD	LOC6034709|XP_001844990.1|CQUI
OG0006045	LOC111604351|XP_023178184.2|DHYD	LOC6034693|XP_038112763.1|CQUI
OG0006046	LOC111599658|XP_023171116.2|DHYD	LOC6034671|XP_001844959.2|CQUI
OG0006047	LOC111600928|XP_023173060.2|DHYD	LOC6051717|XP_038111187.1|CQUI
OG0006048	LOC111592764|XP_030081872.1|DHYD, LOC115482728|XP_030078848.1|DHYD	LOC6037849|XP_001847722.2|CQUI
OG0006049	LOC111603210|XP_023176474.2|DHYD	LOC6037840|XP_038112201.1|CQUI
OG0006050	LOC111597889|XP_023168593.1|DHYD	LOC6037835|XP_038109599.1|CQUI
OG0006051	LOC111602428|XP_023175235.1|DHYD	LOC6037833|XP_038111475.1|CQUI
OG0006053	LOC111592856|XP_023161064.1|DHYD	LOC6053837|XP_001869853.1|CQUI
OG0006054	LOC111598392|XP_023169375.1|DHYD	LOC6051880|XP_038113166.1|CQUI
OG0006055	LOC111601410|XP_023173736.2|DHYD	LOC6048552|XP_038112853.1|CQUI
OG0006056	LOC111594338|XP_023163353.1|DHYD	LOC6043101|XP_001855817.2|CQUI
OG0006057	LOC111595388|XP_023164855.2|DHYD	LOC6048577|XP_038108282.1|CQUI
OG0006058	LOC111604206|XP_023177933.1|DHYD	LOC6045890|XP_038107591.1|CQUI
OG0006059	LOC111597293|XP_023167678.1|DHYD	LOC6032310|XP_038113877.1|CQUI
OG0006060	LOC111597297|XP_023167683.1|DHYD	LOC6032309|XP_038113878.1|CQUI
OG0006061	LOC111596631|XP_023166687.2|DHYD	LOC6032318|XP_001842948.2|CQUI
OG0006062	LOC111601371|XP_023173677.1|DHYD	LOC6032323|XP_001842953.2|CQUI
OG0006063	LOC111603929|XP_023177524.2|DHYD	LOC6032324|XP_038110334.1|CQUI
OG0006064	LOC111595634|XP_023165212.1|DHYD	LOC6032326|XP_038109436.1|CQUI
OG0006065	LOC111599280|XP_023170646.2|DHYD	LOC6032327|XP_001842957.2|CQUI
OG0006066	LOC111597004|XP_023167274.2|DHYD	LOC6032330|XP_038111289.1|CQUI
OG0006067	LOC111598039|XP_023168841.1|DHYD	LOC6032343|XP_038108314.1|CQUI
OG0006068	LOC111593408|XP_023161899.1|DHYD	LOC6038331|XP_038112633.1|CQUI
OG0006069	LOC111603323|XP_023176612.2|DHYD	LOC6038349|XP_038112577.1|CQUI
OG0006070	LOC111596843|XP_023167026.2|DHYD	LOC6038353|XP_001848167.1|CQUI
OG0006071	LOC111593237|XP_023161659.1|DHYD	LOC6038361|XP_038109218.1|CQUI
OG0006072	LOC111599285|XP_023170652.1|DHYD	LOC6045588|XP_001862928.1|CQUI
OG0006073	LOC111604757|XP_023178715.1|DHYD	LOC6051713|XP_038112180.1|CQUI
OG0006074	LOC115483033|XP_030079679.1|DHYD, LOC111592207|XP_023160048.2|DHYD	LOC6053445|XP_038107840.1|CQUI
OG0006075	LOC111598823|XP_023170021.1|DHYD	LOC6049154|XP_001865958.1|CQUI
OG0006076	LOC111600533|XP_023172439.2|DHYD	LOC6042365|XP_038113413.1|CQUI
OG0006077	LOC111596874|XP_023167088.1|DHYD	LOC6040194|XP_038110662.1|CQUI
OG0006078	LOC111596875|XP_023167091.1|DHYD	LOC6040195|XP_038111432.1|CQUI
OG0006079	LOC111605719|XP_023180174.2|DHYD	LOC6053106|XP_038111047.1|CQUI
OG0006080	LOC111605725|XP_023180185.1|DHYD	LOC6044054|XP_038110149.1|CQUI
OG0006081	LOC111592128|XP_023159932.1|DHYD	LOC6043124|XP_038109683.1|CQUI
OG0006082	LOC111592174|XP_023159999.1|DHYD	LOC6043123|XP_001855939.1|CQUI
OG0006083	LOC111592261|XP_023160118.1|DHYD	LOC6044806|XP_038111166.1|CQUI
OG0006084	LOC111597370|XP_023167793.1|DHYD	LOC6044283|XP_038109193.1|CQUI
OG0006085	LOC111604323|XP_030080838.1|DHYD	LOC6045107|XP_038110561.1|CQUI
OG0006086	LOC111592329|XP_023160222.1|DHYD	LOC6046760|XP_038108239.1|CQUI
OG0006087	LOC111599660|XP_023171124.1|DHYD	LOC6046757|XP_038109068.1|CQUI
OG0006088	LOC111603317|XP_023176606.1|DHYD	LOC6046763|XP_001863911.1|CQUI
OG0006089	LOC111593476|XP_023162006.1|DHYD	LOC6053393|XP_001869484.1|CQUI
OG0006090	LOC111604694|XP_023178633.2|DHYD	LOC6047671|XP_038114395.1|CQUI
OG0006091	LOC111595270|XP_023164685.2|DHYD	LOC6047667|XP_038112092.1|CQUI
OG0006092	LOC111597251|XP_023167622.2|DHYD	LOC6040400|XP_001849798.2|CQUI
OG0006093	LOC111599988|XP_023171650.1|DHYD	LOC6046498|XP_038111734.1|CQUI
OG0006094	LOC111598381|XP_023169358.2|DHYD	LOC6046497|XP_038110826.1|CQUI
OG0006095	LOC111599891|XP_023171482.2|DHYD	LOC6043054|XP_038110525.1|CQUI
OG0006096	LOC111602583|XP_023175507.2|DHYD	LOC6052298|XP_038106049.1|CQUI
OG0006097	LOC111594387|XP_023163422.2|DHYD	LOC6052639|XP_038108165.1|CQUI
OG0006098	LOC111602157|XP_023174883.2|DHYD	LOC6047572|XP_001864614.2|CQUI
OG0006099	LOC111602561|XP_030082042.1|DHYD	LOC6046313|XP_001863534.2|CQUI
OG0006100	LOC111599727|XP_023171239.2|DHYD	LOC6046315|XP_038113818.1|CQUI
OG0006101	LOC111603852|XP_023177417.2|DHYD	LOC6054705|XP_038109180.1|CQUI
OG0006102	LOC111600069|XP_023171767.1|DHYD	LOC6043943|XP_038110643.1|CQUI
OG0006103	LOC111605390|XP_023179657.2|DHYD	LOC6049230|XP_001866027.2|CQUI
OG0006104	LOC111602861|XP_023175944.2|DHYD	LOC6049231|XP_038112595.1|CQUI
OG0006105	LOC111602857|XP_023175941.2|DHYD	LOC6037466|XP_038111015.1|CQUI
OG0006106	LOC111600981|XP_023173138.2|DHYD	LOC6037447|XP_038108814.1|CQUI
OG0006107	LOC111597070|XP_023167366.2|DHYD	LOC6051490|XP_038107829.1|CQUI
OG0006108	LOC111601920|XP_023174536.1|DHYD	LOC6051224|XP_038110566.1|CQUI
OG0006109	LOC111592860|XP_023161073.1|DHYD	LOC6037690|XP_001847576.1|CQUI
OG0006110	LOC111592337|XP_023160232.1|DHYD	LOC6032268|XP_001842904.1|CQUI
OG0006111	LOC111592863|XP_023161080.2|DHYD	LOC6049140|XP_038111053.1|CQUI
OG0006112	LOC111600041|XP_023171733.1|DHYD	LOC6043112|XP_001855889.1|CQUI
OG0006113	LOC111594872|XP_023164118.1|DHYD	LOC6043111|XP_001855886.2|CQUI
OG0006114	LOC111594449|XP_023163509.1|DHYD	LOC6043114|XP_001855899.2|CQUI
OG0006115	LOC111598014|XP_023168781.2|DHYD	LOC6040972|XP_038108187.1|CQUI
OG0006116	LOC111595405|XP_023164886.2|DHYD	LOC6037458|XP_038111287.1|CQUI
OG0006117	LOC111597970|XP_023168711.2|DHYD	LOC6037462|XP_001847374.2|CQUI
OG0006118	LOC111592212|XP_023160051.1|DHYD	LOC6053927|XP_038110482.1|CQUI
OG0006119	LOC111595510|XP_023165053.1|DHYD	LOC6053925|XP_038111085.1|CQUI
OG0006120	LOC111593392|XP_023161884.2|DHYD	LOC6036720|XP_038107801.1|CQUI
OG0006121	LOC111592333|XP_023160227.1|DHYD	LOC6050982|XP_038111997.1|CQUI
OG0006122	LOC111599713|XP_023171214.2|DHYD	LOC6050980|XP_038110717.1|CQUI
OG0006123	LOC111594320|XP_023163332.2|DHYD	LOC6050984|XP_038112473.1|CQUI
OG0006125	LOC111597292|XP_023167675.2|DHYD	LOC6043028|XP_038108769.1|CQUI
OG0006126	LOC111601019|XP_023173190.2|DHYD	LOC6051198|XP_038110761.1|CQUI
OG0006127	LOC111595089|XP_023164417.2|DHYD	LOC6051893|XP_038111370.1|CQUI
OG0006128	LOC111595111|XP_023164446.2|DHYD	LOC6037634|XP_001847521.2|CQUI
OG0006129	LOC111595117|XP_023164453.1|DHYD	LOC6047150|XP_038109777.1|CQUI
OG0006130	LOC111594379|XP_023163411.2|DHYD	LOC6037676|XP_038112443.1|CQUI
OG0006131	LOC111595099|XP_023164433.1|DHYD	LOC6037685|XP_001847571.2|CQUI
OG0006132	LOC111595121|XP_023164459.2|DHYD	LOC6037687|XP_038113967.1|CQUI
OG0006133	LOC111594369|XP_023163402.2|DHYD	LOC6037689|XP_001847575.1|CQUI
OG0006134	LOC111604284|XP_023178067.2|DHYD	LOC6052916|XP_038107832.1|CQUI
OG0006135	LOC111594378|XP_023163410.2|DHYD	LOC6043290|XP_038107846.1|CQUI
OG0006136	LOC111597299|XP_023167690.1|DHYD	LOC6034504|XP_001844809.2|CQUI
OG0006137	LOC111604317|XP_023178138.1|DHYD	LOC6034553|XP_001844853.2|CQUI
OG0006138	LOC111594160|XP_023163112.1|DHYD	LOC6037251|XP_001847179.2|CQUI
OG0006139	LOC111597935|XP_023168657.1|DHYD	LOC6037230|XP_001847161.2|CQUI
OG0006140	LOC111599666|XP_023171138.1|DHYD	LOC6040571|XP_038110208.1|CQUI
OG0006141	LOC111592564|XP_023160641.1|DHYD	LOC6037193|XP_038109978.1|CQUI
OG0006142	LOC111592290|XP_023160161.2|DHYD	LOC6037211|XP_038109404.1|CQUI
OG0006143	LOC111597307|XP_023167699.1|DHYD	LOC6037213|XP_001847143.2|CQUI
OG0006144	LOC111604450|XP_023178287.2|DHYD	LOC6037214|XP_001847144.2|CQUI
OG0006145	LOC111604422|XP_023178246.1|DHYD	LOC6037215|XP_001847145.1|CQUI
OG0006146	LOC111598984|XP_023170253.1|DHYD	LOC6037220|XP_001847150.2|CQUI
OG0006147	LOC111595698|XP_023165311.1|DHYD	LOC6040522|XP_038112232.1|CQUI
OG0006148	LOC111592344|XP_023160241.1|DHYD	LOC6040526|XP_038113698.1|CQUI
OG0006149	LOC111597312|XP_023167706.1|DHYD	LOC6040567|XP_038111269.1|CQUI
OG0006150	LOC111597310|XP_023167704.1|DHYD	LOC6040566|XP_001849946.2|CQUI
OG0006151	LOC111603865|XP_023177441.2|DHYD	LOC6040561|XP_038111793.1|CQUI
OG0006152	LOC115483697|XP_030081613.1|DHYD, LOC111600821|XP_023172889.2|DHYD	LOC119765342|XP_038104968.1|CQUI
OG0006153	LOC111592134|XP_023159942.1|DHYD	LOC6051694|XP_038115838.1|CQUI
OG0006155	LOC111595700|XP_023165312.1|DHYD	LOC119770287|XP_038120815.1|CQUI
OG0006156	LOC111598596|XP_023169679.2|DHYD	LOC119769398|XP_038117514.1|CQUI
OG0006158	LOC111601716|XP_023174203.2|DHYD	LOC6038895|XP_038110186.1|CQUI
OG0006159	LOC111597984|XP_023168729.2|DHYD	LOC6040551|XP_038108103.1|CQUI
OG0006160	LOC111600061|XP_023171759.1|DHYD	LOC6036902|XP_001846878.2|CQUI
OG0006161	LOC111593945|XP_023162802.2|DHYD	LOC6040654|XP_038117289.1|CQUI
OG0006181	LOC111601789|XP_023174326.2|DHYD	LOC6044344|XP_038122783.1|CQUI
OG0006182	LOC111595894|XP_023165602.2|DHYD	LOC6048861|XP_001865709.2|CQUI
OG0006183	LOC111602750|XP_023175770.2|DHYD	LOC6048859|XP_038105624.1|CQUI
OG0006184	LOC111598216|XP_023169140.2|DHYD	LOC6043098|XP_001855838.1|CQUI
OG0006185	LOC111602667|XP_023175619.1|DHYD	LOC6046424|XP_001863634.2|CQUI
OG0006186	LOC111599434|XP_023170856.1|DHYD	LOC6044322|XP_038116020.1|CQUI
OG0006187	LOC111603268|XP_023176547.1|DHYD	LOC6046423|XP_001863633.2|CQUI
OG0006188	LOC111598878|XP_023170105.1|DHYD	LOC6035098|XP_038109730.1|CQUI
OG0006189	LOC111598879|XP_023170113.2|DHYD	LOC6035099|XP_001845335.2|CQUI
OG0006190	LOC111594493|XP_023163571.2|DHYD	LOC6035167|XP_038105577.1|CQUI
OG0006191	LOC111599615|XP_023171074.2|DHYD	LOC6042737|XP_001870749.2|CQUI
OG0006193	LOC111592367|XP_023160301.1|DHYD	LOC6042749|XP_001870759.2|CQUI
OG0006194	LOC111598820|XP_023170017.1|DHYD	LOC6038201|XP_001848031.2|CQUI
OG0006195	LOC111598129|XP_023168958.2|DHYD	LOC6038202|XP_001848032.2|CQUI
OG0006196	LOC111600841|XP_023172914.1|DHYD	LOC6041668|XP_038114579.1|CQUI
OG0006197	LOC111597986|XP_023168736.1|DHYD	LOC6041670|XP_038122703.1|CQUI
OG0006198	LOC111602868|XP_030079879.1|DHYD	LOC6041679|XP_038117131.1|CQUI
OG0006199	LOC111596177|XP_023166048.1|DHYD	LOC6044346|XP_001861876.2|CQUI
OG0006202	LOC111593045|XP_023161383.2|DHYD	LOC6035147|XP_001845380.2|CQUI
OG0006203	LOC111603088|XP_023176314.2|DHYD	LOC6035148|XP_001845381.2|CQUI
OG0006204	LOC111595683|XP_023165291.2|DHYD	LOC6035154|XP_038105252.1|CQUI
OG0006205	LOC111594512|XP_023163600.1|DHYD	LOC6035159|XP_001845391.2|CQUI
OG0006206	LOC111594658|XP_023163827.2|DHYD	LOC6054818|XP_038114869.1|CQUI
OG0006207	LOC111599199|XP_023170558.2|DHYD	LOC6054812|XP_038123032.1|CQUI
OG0006208	LOC111602163|XP_023174892.2|DHYD	LOC6054808|XP_038123030.1|CQUI
OG0006209	LOC111598419|XP_023169431.2|DHYD	LOC6051660|XP_001868061.2|CQUI
OG0006210	LOC111603125|XP_023176366.2|DHYD	LOC6052745|XP_038105120.1|CQUI
OG0006211	LOC111601966|XP_023174608.1|DHYD	LOC6035161|XP_001845393.2|CQUI
OG0006212	LOC111601963|XP_023174605.2|DHYD	LOC6035160|XP_038105727.1|CQUI
OG0006213	LOC111595860|XP_023165547.2|DHYD	LOC6040417|XP_001849811.2|CQUI
OG0006214	LOC111595361|XP_023164814.1|DHYD	LOC6040418|XP_038104931.1|CQUI
OG0006215	LOC111594272|XP_030078885.1|DHYD	LOC6041926|XP_038122630.1|CQUI
OG0006216	LOC111596172|XP_023166036.1|DHYD	LOC6049036|XP_001865865.1|CQUI
OG0006217	LOC111596579|XP_023166621.2|DHYD	LOC6049038|XP_038111181.1|CQUI
OG0006218	LOC111594736|XP_023163940.2|DHYD	LOC6045221|XP_001862614.2|CQUI
OG0006219	LOC111595053|XP_023164747.1|DHYD	LOC6047027|XP_038105349.1|CQUI
OG0006220	LOC111597239|XP_023167601.2|DHYD	LOC6047024|XP_001864136.2|CQUI
OG0006221	LOC111598588|XP_023169669.2|DHYD	LOC6047033|XP_001864142.2|CQUI
OG0006222	LOC111598590|XP_023169674.2|DHYD	LOC6047034|XP_001864143.2|CQUI
OG0006223	LOC111593040|XP_023161375.2|DHYD	LOC6041766|XP_001850984.1|CQUI
OG0006224	LOC111596589|XP_023166636.1|DHYD	LOC6041767|XP_038116771.1|CQUI
OG0006226	LOC111597109|XP_023167421.1|DHYD	LOC6045727|XP_001863035.2|CQUI
OG0006227	LOC111598652|XP_023169762.2|DHYD	LOC6040424|XP_001849818.2|CQUI
OG0006228	LOC111600128|XP_023171860.1|DHYD	LOC6053078|XP_038112538.1|CQUI
OG0006229	LOC111598041|XP_023168849.1|DHYD	LOC6051665|XP_038122739.1|CQUI
OG0006230	LOC111596559|XP_030079913.1|DHYD	LOC6051034|XP_038122486.1|CQUI
OG0006231	LOC111603081|XP_023176305.2|DHYD	LOC6051035|XP_038105543.1|CQUI
OG0006232	LOC111598431|XP_030079299.1|DHYD	LOC6047969|XP_038122485.1|CQUI
OG0006233	LOC111598415|XP_023169422.1|DHYD	LOC6047968|XP_038122732.1|CQUI
OG0006234	LOC111593052|XP_023161393.1|DHYD	LOC6053737|XP_001869770.2|CQUI
OG0006235	LOC111594062|XP_023162955.1|DHYD	LOC6053736|XP_038122827.1|CQUI
OG0006236	LOC111598141|XP_023168971.2|DHYD	LOC6047040|XP_001864148.1|CQUI
OG0006237	LOC111594249|XP_023163229.1|DHYD	LOC6047039|XP_001864147.2|CQUI
OG0006238	LOC111594071|XP_023162975.1|DHYD	LOC6043385|XP_038104021.1|CQUI
OG0006239	LOC111598136|XP_023168965.2|DHYD	LOC6054520|XP_038116738.1|CQUI
OG0006240	LOC111597839|XP_023168510.2|DHYD	LOC6044225|XP_038116428.1|CQUI
OG0006241	LOC111593041|XP_023161376.1|DHYD	LOC6047050|XP_001864158.2|CQUI
OG0006244	LOC111595715|XP_023165328.2|DHYD	LOC6049924|XP_001866611.2|CQUI
OG0006245	LOC111599848|XP_030081679.1|DHYD	LOC6051948|XP_001868295.2|CQUI
OG0006246	LOC111601630|XP_023174065.2|DHYD	LOC119765564|XP_038105605.1|CQUI
OG0006247	LOC111599910|XP_023171503.1|DHYD	LOC6049219|XP_001866019.2|CQUI
OG0006248	LOC111600614|XP_023172579.1|DHYD	LOC6035115|XP_001845351.2|CQUI
OG0006249	LOC111599145|XP_023170478.2|DHYD	LOC6034311|XP_038104201.1|CQUI
OG0006250	LOC111601951|XP_023174576.1|DHYD	LOC6049223|XP_038122719.1|CQUI
OG0006251	LOC111603071|XP_023176301.1|DHYD	LOC6040801|XP_038122643.1|CQUI
OG0006252	LOC111603060|XP_023176289.1|DHYD	LOC6037955|XP_001847806.1|CQUI
OG0006253	LOC111601614|XP_030080027.1|DHYD	LOC6037960|XP_038104476.1|CQUI
OG0006254	LOC111592047|XP_023159813.2|DHYD	LOC6050468|XP_038104867.1|CQUI
OG0006255	LOC111595677|XP_023165281.2|DHYD	LOC6051118|XP_001867602.2|CQUI
OG0006256	LOC111593048|XP_023161388.1|DHYD	LOC6051121|XP_001867605.1|CQUI
OG0006257	LOC111593050|XP_023161390.1|DHYD	LOC6051126|XP_001867610.2|CQUI
OG0006258	LOC111598337|XP_023169313.1|DHYD	LOC6051129|XP_038104346.1|CQUI
OG0006259	LOC111599839|XP_023171405.2|DHYD	LOC6038195|XP_001848025.2|CQUI
OG0006260	LOC111598344|XP_023169318.1|DHYD	LOC6045728|XP_001863036.1|CQUI
OG0006261	LOC111602442|XP_023175266.2|DHYD	LOC6045726|XP_001863034.1|CQUI
OG0006262	LOC111596161|XP_023166020.2|DHYD	LOC6045721|XP_001863030.2|CQUI
OG0006263	LOC111593658|XP_023162311.1|DHYD	LOC6045720|XP_001863029.1|CQUI
OG0006264	LOC111605341|XP_023179582.2|DHYD	LOC6045718|XP_001863027.2|CQUI
OG0006265	LOC111600127|XP_023171859.2|DHYD	LOC6045716|XP_001863025.2|CQUI
OG0006266	LOC111596822|XP_030079902.1|DHYD	LOC6045722|XP_001863024.2|CQUI
OG0006267	LOC111597490|XP_023168017.1|DHYD	LOC6048469|XP_038108000.1|CQUI
OG0006268	LOC111595257|XP_023164671.1|DHYD	LOC6044349|XP_001861844.1|CQUI
OG0006269	LOC111597846|XP_023168523.1|DHYD	LOC6032068|XP_001842734.2|CQUI
OG0006270	LOC111603357|XP_030079531.1|DHYD	LOC6044404|XP_038115610.1|CQUI
OG0006271	LOC111601763|XP_023174271.1|DHYD	LOC6052274|XP_001868566.2|CQUI
OG0006272	LOC111598284|XP_023169237.2|DHYD	LOC6045735|XP_038105475.1|CQUI
OG0006273	LOC111601874|XP_023174520.1|DHYD	LOC6044377|XP_001861898.1|CQUI
OG0006274	LOC111601962|XP_023174641.2|DHYD	LOC6047715|XP_038122991.1|CQUI
OG0006275	LOC111605342|XP_023179584.2|DHYD	LOC6052107|XP_001868431.2|CQUI
OG0006276	LOC111601039|XP_023173220.2|DHYD	LOC6037340|XP_001847264.2|CQUI
OG0006277	LOC111593642|XP_023162291.2|DHYD	LOC6050823|XP_038122822.1|CQUI
OG0006278	LOC111596529|XP_023166567.2|DHYD	LOC6051306|XP_038105611.1|CQUI, LOC6051311|XP_001867774.2|CQUI
OG0006279	LOC111595372|XP_023164828.2|DHYD	LOC6051385|XP_038105894.1|CQUI
OG0006280	LOC115483091|XP_030080055.1|DHYD, LOC111597437|XP_023167911.2|DHYD	LOC6053158|XP_038113630.1|CQUI
OG0006281	LOC111597440|XP_023167923.1|DHYD	LOC6053157|XP_038113649.1|CQUI
OG0006282	LOC111594277|XP_023163276.1|DHYD	LOC6035089|XP_038109944.1|CQUI, LOC119765056|XP_038104073.1|CQUI
OG0006283	LOC111602970|XP_023176127.1|DHYD	LOC6035094|XP_038104186.1|CQUI
OG0006284	LOC111600466|XP_023172340.1|DHYD	LOC6035100|XP_001845336.1|CQUI
OG0006285	LOC111605483|XP_023179787.2|DHYD	LOC6038189|XP_001848019.2|CQUI
OG0006286	LOC111592928|XP_023161154.2|DHYD	LOC6038190|XP_001848020.2|CQUI
OG0006287	LOC111602862|XP_023175946.2|DHYD	LOC6048478|XP_038111084.1|CQUI
OG0006288	LOC111601996|XP_023174652.2|DHYD	LOC6048479|XP_038111872.1|CQUI
OG0006289	LOC111596746|XP_023166849.1|DHYD	LOC6049208|XP_001866010.1|CQUI
OG0006290	LOC111603104|XP_023176333.1|DHYD	LOC6045211|XP_038105973.1|CQUI
OG0006291	LOC111605504|XP_023179822.1|DHYD	LOC6038450|XP_038104837.1|CQUI
OG0006292	LOC111592316|XP_023160200.1|DHYD	LOC6051800|XP_038121451.1|CQUI, LOC119771155|XP_038122527.1|CQUI
OG0006293	LOC111603717|XP_023177193.2|DHYD	LOC119766120|XP_038106449.1|CQUI
OG0006294	LOC111592365|XP_023160295.2|DHYD	LOC6053049|XP_038108798.1|CQUI
OG0006295	LOC111598870|XP_023170087.2|DHYD	LOC6051732|XP_038122961.1|CQUI
OG0006296	LOC111592355|XP_030081791.1|DHYD	LOC119766623|XP_038107571.1|CQUI
OG0006297	LOC111593430|XP_030079415.1|DHYD	LOC6036989|XP_038111264.1|CQUI
OG0006298	LOC111596549|XP_023166590.1|DHYD	LOC6041289|XP_001850573.2|CQUI
OG0006299	LOC111603345|XP_030079532.1|DHYD	LOC6041290|XP_038104497.1|CQUI
OG0006300	LOC111605318|XP_023179550.1|DHYD	LOC6041292|XP_001850576.1|CQUI
OG0006301	LOC111593487|XP_023162017.2|DHYD	LOC6041279|XP_001850566.2|CQUI
OG0006303	LOC111602202|XP_023174940.2|DHYD	LOC6046739|XP_038107930.1|CQUI
OG0006304	LOC111596157|XP_023166015.1|DHYD	LOC6037951|XP_038105042.1|CQUI
OG0006305	LOC111596146|XP_023165999.1|DHYD	LOC6038460|XP_038122749.1|CQUI
OG0006306	LOC111598612|XP_030081602.1|DHYD	LOC6038459|XP_038105306.1|CQUI
OG0006307	LOC111601479|XP_023173834.2|DHYD	LOC6038453|XP_001848250.2|CQUI
OG0006308	LOC111598301|XP_023169256.1|DHYD	LOC6042723|XP_038104707.1|CQUI
OG0006309	LOC111605327|XP_023179562.1|DHYD	LOC6054262|XP_038122784.1|CQUI
OG0006310	LOC111598830|XP_023170036.2|DHYD	LOC6051040|XP_038108379.1|CQUI
OG0006311	LOC111591986|XP_023159707.1|DHYD	LOC6045259|XP_038105496.1|CQUI
OG0006312	LOC111591974|XP_023159689.1|DHYD	LOC6045257|XP_038105492.1|CQUI
OG0006313	LOC111598146|XP_030078876.1|DHYD	LOC6045255|XP_001862644.2|CQUI
OG0006315	LOC111597880|XP_023168574.2|DHYD	LOC6050922|XP_038116495.1|CQUI
OG0006316	LOC111599917|XP_023171514.1|DHYD	LOC6035122|XP_001845358.2|CQUI
OG0006317	LOC111593995|XP_023162855.1|DHYD	LOC6040446|XP_038111067.1|CQUI
OG0006318	LOC111595940|XP_023165671.2|DHYD	LOC6040464|XP_038111010.1|CQUI
OG0006319	LOC111600026|XP_023171707.1|DHYD	LOC6044215|XP_001861755.1|CQUI
OG0006320	LOC111596575|XP_023166616.1|DHYD	LOC119771152|XP_038122511.1|CQUI
OG0006321	LOC111603154|XP_023176399.1|DHYD	LOC6046917|XP_001864042.2|CQUI
OG0006322	LOC111594061|XP_023162954.1|DHYD	LOC6054479|XP_038122402.1|CQUI
OG0006323	LOC111596524|XP_030079599.1|DHYD	LOC6053771|XP_038105587.1|CQUI
OG0006324	LOC111596712|XP_023166801.2|DHYD	LOC6052594|XP_038106756.1|CQUI
OG0006325	LOC111600623|XP_023172593.1|DHYD	LOC6038422|XP_038105666.1|CQUI
OG0006326	LOC111595107|XP_023164440.2|DHYD	LOC6049483|XP_001866236.2|CQUI
OG0006327	LOC111603240|XP_023176514.1|DHYD	LOC6049479|XP_038114496.1|CQUI
OG0006328	LOC111599922|XP_023171537.2|DHYD	LOC6044369|XP_038122548.1|CQUI
OG0006329	LOC111602402|XP_023175190.1|DHYD	LOC6050605|XP_038105829.1|CQUI
OG0006330	LOC111596175|XP_023166043.2|DHYD	LOC6053843|XP_038107624.1|CQUI
OG0006331	LOC111603138|XP_023176380.2|DHYD	LOC6052318|XP_038115429.1|CQUI
OG0006332	LOC111596457|XP_023166455.2|DHYD	LOC6053844|XP_038104474.1|CQUI
OG0006333	LOC111597420|XP_030079364.1|DHYD	LOC6047638|XP_001864662.2|CQUI
OG0006334	LOC111598871|XP_023170088.2|DHYD	LOC119765278|XP_038104748.1|CQUI
OG0006335	LOC111599562|XP_023170998.2|DHYD	LOC6042696|XP_038115084.1|CQUI
OG0006337	LOC111600176|XP_023171939.1|DHYD	LOC6046170|XP_038121705.1|CQUI
OG0006338	LOC111601984|XP_023174636.1|DHYD	LOC6036974|XP_001846942.1|CQUI
OG0006339	LOC111597906|XP_023168613.2|DHYD	LOC6036978|XP_038105331.1|CQUI
OG0006340	LOC111593440|XP_023161960.1|DHYD	LOC6036982|XP_038114800.1|CQUI
OG0006341	LOC111596588|XP_023166634.2|DHYD	LOC6036983|XP_038112652.1|CQUI
OG0006342	LOC111596538|XP_023166577.2|DHYD	LOC6036988|XP_038110594.1|CQUI
OG0006343	LOC111596566|XP_023166607.2|DHYD	LOC6052395|XP_038123027.1|CQUI
OG0006344	LOC111598353|XP_023169330.2|DHYD	LOC6054301|XP_038116783.1|CQUI
OG0006345	LOC111595893|XP_023165595.2|DHYD	LOC6049047|XP_038107823.1|CQUI
OG0006346	LOC111595238|XP_023164643.1|DHYD	LOC6044371|XP_038114491.1|CQUI
OG0006347	LOC111596844|XP_023167041.1|DHYD	LOC6049476|XP_038110648.1|CQUI
OG0006348	LOC111595365|XP_023164818.2|DHYD	LOC6037926|XP_038104029.1|CQUI
OG0006349	LOC111596823|XP_023166960.1|DHYD	LOC6038461|XP_038106689.1|CQUI
OG0006350	LOC111592704|XP_023160855.1|DHYD	LOC6038473|XP_038104566.1|CQUI
OG0006351	LOC111596883|XP_023167099.1|DHYD	LOC6049939|XP_038113899.1|CQUI
OG0006352	LOC111598011|XP_023168775.2|DHYD	LOC6049938|XP_001866625.1|CQUI
OG0006353	LOC111594513|XP_023163602.2|DHYD	LOC6049933|XP_038104275.1|CQUI
OG0006355	LOC111592358|XP_030080155.1|DHYD	LOC6042692|XP_038110012.1|CQUI
