Orthogroup	DHYD.longest_only	DSUP.longest_only
OG0007197	LOC111599855|XP_023171441.1|DHYD	LOC119554857|XP_037721864.1|DSUP
OG0007198	LOC111604982|XP_023179047.1|DHYD	LOC119560012|XP_037729222.1|DSUP
OG0007199	LOC111595639|XP_023165224.1|DHYD	LOC119550984|XP_037715950.1|DSUP
OG0007200	LOC111596440|XP_023166431.2|DHYD	LOC119563450|XP_037732772.1|DSUP
OG0007201	LOC111598721|XP_023169881.2|DHYD	LOC119555069|XP_037722205.1|DSUP
OG0007202	LOC111604685|XP_023178620.2|DHYD	LOC119554576|XP_037721484.1|DSUP
OG0007203	LOC111604682|XP_023178615.2|DHYD	LOC119554573|XP_037721481.1|DSUP
OG0007204	LOC111604752|XP_023178709.2|DHYD	LOC119557861|XP_037726787.1|DSUP
OG0007205	LOC111604673|XP_023178602.1|DHYD	LOC119554953|XP_037722001.1|DSUP
OG0007206	LOC111598516|XP_023169559.2|DHYD	LOC119563352|XP_037732629.1|DSUP
OG0007207	LOC111602751|XP_023175771.2|DHYD	LOC119558779|XP_037727994.1|DSUP
OG0007208	LOC111603405|XP_023176742.1|DHYD	LOC119562945|XP_037732030.1|DSUP
OG0007209	LOC111603446|XP_023176800.1|DHYD	LOC119562946|XP_037732032.1|DSUP
OG0007210	LOC111604990|XP_023179075.1|DHYD	LOC119560612|XP_037730076.1|DSUP
OG0007211	LOC111592025|XP_023159786.2|DHYD	LOC119557006|XP_037725469.1|DSUP
OG0007212	LOC111594505|XP_023163586.2|DHYD	LOC119562966|XP_037732069.1|DSUP
OG0007213	LOC111592760|XP_023160932.1|DHYD	LOC119549649|XP_037713762.1|DSUP
OG0007214	LOC111604463|XP_030080430.1|DHYD	LOC119552864|XP_037718678.1|DSUP
OG0007215	LOC111601447|XP_030078716.1|DHYD	LOC119563377|XP_037732660.1|DSUP
OG0007216	LOC111601976|XP_023174623.2|DHYD	LOC119553660|XP_037720085.1|DSUP
OG0007217	LOC111592210|XP_023160049.1|DHYD	LOC119549077|XP_037712715.1|DSUP
OG0007218	LOC111597054|XP_023167344.2|DHYD	LOC119547047|XP_037709656.1|DSUP
OG0007219	LOC111604239|XP_023177990.1|DHYD	LOC119552050|XP_037717726.1|DSUP
OG0007220	LOC111604223|XP_023177961.2|DHYD	LOC119559910|XP_037729015.1|DSUP
OG0007221	LOC111595152|XP_023164502.1|DHYD	LOC119546889|XP_037709440.1|DSUP
OG0007222	LOC111595220|XP_023164603.2|DHYD	LOC119561899|XP_037731291.1|DSUP
OG0007223	LOC111596892|XP_023167113.1|DHYD	LOC119563415|XP_037732711.1|DSUP
OG0007224	LOC111597183|XP_023167517.2|DHYD	LOC119560802|XP_037730364.1|DSUP
OG0007225	LOC111603029|XP_023176226.1|DHYD	LOC119551730|XP_037717163.1|DSUP
OG0007226	LOC111604828|XP_023178820.2|DHYD	LOC119560541|XP_037729960.1|DSUP
OG0007227	LOC111605645|XP_023180074.1|DHYD	LOC119555009|XP_037722080.1|DSUP
OG0007228	LOC111598685|XP_023169817.1|DHYD	LOC119553409|XP_037719710.1|DSUP
OG0007229	LOC111602628|XP_023175557.2|DHYD	LOC119559805|XP_037728816.1|DSUP
OG0007230	LOC111601334|XP_023173632.1|DHYD	LOC119553273|XP_037719496.1|DSUP
OG0007231	LOC111604580|XP_023178450.2|DHYD	LOC119555871|XP_037723456.1|DSUP
OG0007232	LOC111598655|XP_030081114.1|DHYD	LOC119553614|XP_037719999.1|DSUP
OG0007233	LOC111598656|XP_023169773.2|DHYD	LOC119553342|XP_037719605.1|DSUP
OG0007234	LOC111604495|XP_023178354.2|DHYD	LOC119553718|XP_037720230.1|DSUP
OG0007235	LOC111604499|XP_030081173.1|DHYD	LOC119554105|XP_037720783.1|DSUP
OG0007236	LOC111600844|XP_023172917.2|DHYD	LOC119560112|XP_037729389.1|DSUP
OG0007237	LOC111604807|XP_023178793.1|DHYD	LOC119560533|XP_037729949.1|DSUP
OG0007238	LOC111598028|XP_023168823.2|DHYD	LOC119562869|XP_037731915.1|DSUP
OG0007239	LOC111600834|XP_023172906.2|DHYD	LOC119560816|XP_037730388.1|DSUP
OG0007240	LOC111596022|XP_023165819.2|DHYD	LOC119562989|XP_037732096.1|DSUP
OG0007241	LOC111596734|XP_023166834.2|DHYD	LOC119556595|XP_037724832.1|DSUP
OG0007242	LOC111596720|XP_023166811.2|DHYD	LOC119556591|XP_037724820.1|DSUP
OG0007243	LOC115482979|XP_030079453.1|DHYD, LOC111605698|XP_030079445.1|DHYD	LOC119557205|XP_037725789.1|DSUP
OG0007244	LOC111604895|XP_023178903.1|DHYD	LOC119558383|XP_037727841.1|DSUP
OG0007245	LOC111597392|XP_023167825.2|DHYD	LOC119557748|XP_037726566.1|DSUP
OG0007246	LOC111605543|XP_023179873.2|DHYD	LOC119560523|XP_037729927.1|DSUP
OG0007247	LOC111595636|XP_023165218.2|DHYD	LOC119550891|XP_037715808.1|DSUP
OG0007248	LOC111597359|XP_023167781.1|DHYD	LOC119558400|XP_037727857.1|DSUP
OG0007249	LOC111602834|XP_030080138.1|DHYD	LOC119558019|XP_037727059.1|DSUP
OG0007250	LOC111603115|XP_030079307.1|DHYD	LOC119556241|XP_037724203.1|DSUP
OG0007251	LOC111603649|XP_023177096.1|DHYD	LOC119545797|XP_037707605.1|DSUP
OG0007252	LOC111597131|XP_023167463.1|DHYD	LOC119560642|XP_037730124.1|DSUP
OG0007253	LOC111595059|XP_030079279.1|DHYD	LOC119553086|XP_037719162.1|DSUP
OG0007254	LOC111601352|XP_030081619.1|DHYD	LOC119563046|XP_037732179.1|DSUP
OG0007255	LOC111594055|XP_023162941.1|DHYD	LOC119556392|XP_037724495.1|DSUP
OG0007256	LOC111603608|XP_023177040.1|DHYD	LOC119561011|XP_037730759.1|DSUP
OG0007257	LOC111602990|XP_023176155.2|DHYD	LOC119552182|XP_037717952.1|DSUP
OG0007258	LOC111603019|XP_023176208.1|DHYD	LOC119545705|XP_037707386.1|DSUP
OG0007259	LOC111601860|XP_023174465.2|DHYD	LOC119558203|XP_037727423.1|DSUP
OG0007260	LOC111601861|XP_023174470.1|DHYD	LOC119555015|XP_037722086.1|DSUP
OG0007261	LOC111600549|XP_023172462.1|DHYD	LOC119551716|XP_037717117.1|DSUP
OG0007262	LOC111604070|XP_023177715.1|DHYD	LOC119556974|XP_037725419.1|DSUP
OG0007263	LOC111599714|XP_023171215.2|DHYD	LOC119555020|XP_037722092.1|DSUP
OG0007264	LOC111597552|XP_023168116.2|DHYD	LOC119553694|XP_037720177.1|DSUP
OG0007265	LOC111597328|XP_023167739.1|DHYD	LOC119558199|XP_037727414.1|DSUP
OG0007266	LOC111600732|XP_023172772.1|DHYD	LOC119548079|XP_037711096.1|DSUP
OG0007267	LOC111601375|XP_023173682.2|DHYD	LOC119563205|XP_037732428.1|DSUP
OG0007268	LOC111595446|XP_023164938.2|DHYD	LOC119549418|XP_037713419.1|DSUP
OG0007269	LOC111601878|XP_023174488.2|DHYD	LOC119557417|XP_037726093.1|DSUP
OG0007270	LOC111593273|XP_030080818.1|DHYD	LOC119560438|XP_037729808.1|DSUP
OG0007271	LOC111604841|XP_023178841.2|DHYD	LOC119563189|XP_037732403.1|DSUP
OG0007272	LOC111605649|XP_023180079.2|DHYD	LOC119552892|XP_037718735.1|DSUP
OG0007273	LOC111598533|XP_023169588.1|DHYD	LOC119563163|XP_037732351.1|DSUP
OG0007274	LOC111598484|XP_023169510.1|DHYD	LOC119559904|XP_037728997.1|DSUP
OG0007275	LOC111601569|XP_023173983.1|DHYD	LOC119554741|XP_037721691.1|DSUP
OG0007276	LOC111601579|XP_023174002.2|DHYD	LOC119554419|XP_037721236.1|DSUP
OG0007277	LOC111591862|XP_023159511.2|DHYD	LOC119553438|XP_037719756.1|DSUP
OG0007278	LOC111599787|XP_023171330.1|DHYD	LOC119552974|XP_037718915.1|DSUP
OG0007279	LOC111599801|XP_023171347.2|DHYD	LOC119553175|XP_037719342.1|DSUP
OG0007280	LOC111599815|XP_030080333.1|DHYD	LOC119555689|XP_037723267.1|DSUP
OG0007281	LOC111602763|XP_023175793.1|DHYD	LOC119550197|XP_037714674.1|DSUP
OG0007282	LOC111602755|XP_023175780.2|DHYD	LOC119550188|XP_037714661.1|DSUP
OG0007283	LOC111595181|XP_030078738.1|DHYD	LOC119555827|XP_037723378.1|DSUP
OG0007284	LOC111596645|XP_023166713.1|DHYD	LOC119548991|XP_037712524.1|DSUP
OG0007285	LOC111596792|XP_023166918.2|DHYD	LOC119556097|XP_037723889.1|DSUP
OG0007286	LOC111596790|XP_023166912.1|DHYD	LOC119556092|XP_037723875.1|DSUP
OG0007287	LOC111599166|XP_023170513.2|DHYD	LOC119547854|XP_037710813.1|DSUP
OG0007288	LOC111602054|XP_023174732.2|DHYD	LOC119556042|XP_037723760.1|DSUP
OG0007289	LOC111598180|XP_023169043.2|DHYD	LOC119556427|XP_037724574.1|DSUP
OG0007291	LOC111593515|XP_023162070.1|DHYD	LOC119557585|XP_037726314.1|DSUP
OG0007292	LOC111595964|XP_023165707.2|DHYD	LOC119557669|XP_037726460.1|DSUP
OG0007293	LOC111600298|XP_023172121.2|DHYD	LOC119554073|XP_037720748.1|DSUP
OG0007294	LOC111598527|XP_023169577.2|DHYD	LOC119546017|XP_037707961.1|DSUP
OG0007295	LOC111604860|XP_023178862.1|DHYD	LOC119560485|XP_037729880.1|DSUP
OG0007296	LOC111596253|XP_023166154.1|DHYD	LOC119563443|XP_037732761.1|DSUP
OG0007297	LOC111599609|XP_023171064.2|DHYD	LOC119563499|XP_037732867.1|DSUP
OG0007298	LOC111603596|XP_023177022.1|DHYD	LOC119561014|XP_037730763.1|DSUP
OG0007299	LOC111603654|XP_023177101.1|DHYD	LOC119545680|XP_037707345.1|DSUP
OG0007300	LOC111602993|XP_023176158.1|DHYD	LOC119563030|XP_037732156.1|DSUP
OG0007301	LOC111600850|XP_023172924.1|DHYD	LOC119559895|XP_037728980.1|DSUP
OG0007302	LOC111604944|XP_030078819.1|DHYD	LOC119559876|XP_037728934.1|DSUP
OG0007303	LOC111601849|XP_023174452.1|DHYD	LOC119556386|XP_037724489.1|DSUP
OG0007304	LOC111600379|XP_023172223.2|DHYD	LOC119548174|XP_037711215.1|DSUP
OG0007305	LOC111599275|XP_023170641.2|DHYD	LOC119554605|XP_037721525.1|DSUP
OG0007306	LOC111599271|XP_023170638.1|DHYD	LOC119554604|XP_037721524.1|DSUP
OG0007307	LOC111604635|XP_023178541.1|DHYD	LOC119552099|XP_037717814.1|DSUP
OG0007308	LOC111599578|XP_023171021.1|DHYD	LOC119563521|XP_037732917.1|DSUP
OG0007309	LOC111600288|XP_023172108.2|DHYD	LOC119557990|XP_037727019.1|DSUP
OG0007310	LOC111593604|XP_023162233.1|DHYD	LOC119553155|XP_037719308.1|DSUP
OG0007311	LOC111593610|XP_030078615.1|DHYD	LOC119545646|XP_037707293.1|DSUP
OG0007312	LOC111602098|XP_023174800.2|DHYD	LOC119550866|XP_037715773.1|DSUP
OG0007313	LOC111594985|XP_023164252.2|DHYD	LOC119556983|XP_037725432.1|DSUP
OG0007314	LOC111593424|XP_023161936.1|DHYD	LOC119557592|XP_037726322.1|DSUP
OG0007315	LOC111593387|XP_030079438.1|DHYD	LOC119556232|XP_037724185.1|DSUP
OG0007316	LOC111596699|XP_023166785.2|DHYD	LOC119561095|XP_037730916.1|DSUP
OG0007317	LOC111600240|XP_023172043.2|DHYD	LOC119559893|XP_037728977.1|DSUP
OG0007318	LOC111600238|XP_023172036.1|DHYD	LOC119559891|XP_037728969.1|DSUP
OG0007319	LOC111598728|XP_023169888.2|DHYD	LOC119554225|XP_037720981.1|DSUP
OG0007320	LOC111592670|XP_023160802.2|DHYD	LOC119545819|XP_037707642.1|DSUP
OG0007321	LOC111596782|XP_023166903.2|DHYD	LOC119557891|XP_037726820.1|DSUP
OG0007322	LOC111601921|XP_023174538.2|DHYD	LOC119557354|XP_037726019.1|DSUP
OG0007323	LOC111598345|XP_023169319.1|DHYD	LOC119557849|XP_037726760.1|DSUP
OG0007324	LOC111598511|XP_023169552.1|DHYD	LOC119560501|XP_037729899.1|DSUP
OG0007325	LOC111595912|XP_023165631.1|DHYD	LOC119563434|XP_037732752.1|DSUP
OG0007326	LOC111598492|XP_023169517.1|DHYD	LOC119560158|XP_037729441.1|DSUP
OG0007327	LOC111591933|XP_023159637.2|DHYD	LOC119553192|XP_037719370.1|DSUP
OG0007328	LOC111594551|XP_023163672.1|DHYD	LOC119563220|XP_037732446.1|DSUP
OG0007329	LOC111604834|XP_023178831.2|DHYD	LOC119562394|XP_037731518.1|DSUP
OG0007330	LOC111604022|XP_023177645.2|DHYD	LOC119556146|XP_037723971.1|DSUP
OG0007331	LOC111593082|XP_023161437.1|DHYD	LOC119557085|XP_037725566.1|DSUP
OG0007332	LOC111598151|XP_023169000.1|DHYD	LOC119557958|XP_037726925.1|DSUP
OG0007333	LOC111604957|XP_023179003.2|DHYD	LOC119563088|XP_037732247.1|DSUP
OG0007334	LOC111596446|XP_023166439.2|DHYD	LOC119548468|XP_037711664.1|DSUP
OG0007335	LOC111604754|XP_023178708.2|DHYD	LOC119552564|XP_037718113.1|DSUP
OG0007336	LOC111593068|XP_023161457.2|DHYD	LOC119556510|XP_037724704.1|DSUP
OG0007337	LOC111594865|XP_023164112.2|DHYD	LOC119554691|XP_037721620.1|DSUP
OG0007338	LOC111602910|XP_030081180.1|DHYD	LOC119555116|XP_037722268.1|DSUP
OG0007339	LOC111601400|XP_023173711.1|DHYD	LOC119553008|XP_037718967.1|DSUP
OG0007340	LOC111601329|XP_030081626.1|DHYD	LOC119552323|XP_037717998.1|DSUP
OG0007341	LOC111603578|XP_023176997.2|DHYD	LOC119559809|XP_037728822.1|DSUP
OG0007342	LOC111598073|XP_030080794.1|DHYD	LOC119563264|XP_037732507.1|DSUP
OG0007343	LOC111593386|XP_023161873.1|DHYD	LOC119550997|XP_037715977.1|DSUP
OG0007344	LOC111595855|XP_023165538.2|DHYD	LOC119547474|XP_037710288.1|DSUP
OG0007345	LOC111593359|XP_023161840.1|DHYD	LOC119549163|XP_037712884.1|DSUP
OG0007346	LOC111592438|XP_023160390.1|DHYD	LOC119552803|XP_037718568.1|DSUP
OG0007347	LOC111591884|XP_030079546.1|DHYD	LOC119558236|XP_037727483.1|DSUP
OG0007348	LOC111591879|XP_023159537.1|DHYD	LOC119558231|XP_037727478.1|DSUP
OG0007349	LOC111591899|XP_023159575.1|DHYD	LOC119558225|XP_037727471.1|DSUP
OG0007350	LOC111593644|XP_023162292.2|DHYD	LOC119556542|XP_037724753.1|DSUP
OG0007351	LOC111599782|XP_023171320.1|DHYD	LOC119552885|XP_037718716.1|DSUP
OG0007352	LOC111605208|XP_023179393.2|DHYD	LOC119550052|XP_037714435.1|DSUP
OG0007353	LOC111604859|XP_023178861.1|DHYD	LOC119560120|XP_037729398.1|DSUP
OG0007354	LOC111593328|XP_023161804.1|DHYD	LOC119557767|XP_037726592.1|DSUP
OG0007355	LOC111600867|XP_023172957.1|DHYD	LOC119561115|XP_037730954.1|DSUP
OG0007356	LOC111599957|XP_023171601.2|DHYD	LOC119549249|XP_037713083.1|DSUP
OG0007357	LOC111599591|XP_023171038.2|DHYD	LOC119561001|XP_037730744.1|DSUP
OG0007358	LOC111602938|XP_023176060.2|DHYD	LOC119548151|XP_037711183.1|DSUP
OG0007359	LOC111595925|XP_023165646.1|DHYD	LOC119563540|XP_037732950.1|DSUP
OG0007360	LOC111605447|XP_023179732.1|DHYD	LOC119560920|XP_037730552.1|DSUP
OG0007361	LOC111597367|XP_023167794.2|DHYD	LOC119558336|XP_037727717.1|DSUP
OG0007362	LOC111603893|XP_023177479.1|DHYD	LOC119546308|XP_037708431.1|DSUP
OG0007363	LOC111593289|XP_023161776.1|DHYD	LOC119558157|XP_037727330.1|DSUP
OG0007364	LOC111605328|XP_023179602.2|DHYD	LOC119558155|XP_037727323.1|DSUP
OG0007365	LOC111599954|XP_023175651.2|DHYD	LOC119557554|XP_037726265.1|DSUP
OG0007366	LOC111597184|XP_023167518.2|DHYD	LOC119560880|XP_037730485.1|DSUP
OG0007367	LOC111596014|XP_023165802.2|DHYD	LOC119553851|XP_037720424.1|DSUP
OG0007368	LOC111595395|XP_023164870.1|DHYD	LOC119561079|XP_037730864.1|DSUP
OG0007369	LOC111598504|XP_030081578.1|DHYD	LOC119545755|XP_037707520.1|DSUP
OG0007370	LOC111600792|XP_023172850.2|DHYD	LOC119549242|XP_037713068.1|DSUP
OG0007371	LOC111595241|XP_030080735.1|DHYD	LOC119560004|XP_037729210.1|DSUP
OG0007372	LOC111604914|XP_023178930.1|DHYD	LOC119545736|XP_037707486.1|DSUP
OG0007373	LOC111598139|XP_023168969.1|DHYD	LOC119556068|XP_037723809.1|DSUP
OG0007374	LOC111603098|XP_023176326.1|DHYD	LOC119556136|XP_037723956.1|DSUP
OG0007375	LOC111603194|XP_023176450.2|DHYD	LOC119558086|XP_037727208.1|DSUP
OG0007376	LOC111591889|XP_023159563.1|DHYD	LOC119556786|XP_037725147.1|DSUP
OG0007377	LOC111593493|XP_023162025.1|DHYD	LOC119556891|XP_037725299.1|DSUP
OG0007378	LOC111596881|XP_030078959.1|DHYD	LOC119556182|XP_037724051.1|DSUP
OG0007379	LOC111604927|XP_023178961.1|DHYD	LOC119556213|XP_037724121.1|DSUP
OG0007380	LOC111605154|XP_023179305.1|DHYD	LOC119557226|XP_037725835.1|DSUP
OG0007381	LOC111597438|XP_030079688.1|DHYD	LOC119556367|XP_037724461.1|DSUP
OG0007382	LOC111593397|XP_023161886.2|DHYD	LOC119558179|XP_037727374.1|DSUP
OG0007383	LOC111605612|XP_030079869.1|DHYD	LOC119558330|XP_037727715.1|DSUP
OG0007384	LOC111604061|XP_023177695.1|DHYD	LOC119558180|XP_037727375.1|DSUP
OG0007385	LOC111593636|XP_023162280.2|DHYD	LOC119556884|XP_037725291.1|DSUP
OG0007386	LOC111596798|XP_023166927.1|DHYD	LOC119556166|XP_037724013.1|DSUP
OG0007387	LOC111595985|XP_023165740.2|DHYD	LOC119556579|XP_037724806.1|DSUP
OG0007388	LOC111602804|XP_023175864.1|DHYD	LOC119556293|XP_037724282.1|DSUP
OG0007389	LOC111592505|XP_023160497.1|DHYD	LOC119548882|XP_037712442.1|DSUP
OG0007390	LOC111597245|XP_023167609.2|DHYD	LOC119556151|XP_037723981.1|DSUP
OG0007391	LOC111598532|XP_023169586.1|DHYD	LOC119547240|XP_037709950.1|DSUP
OG0007392	LOC111597357|XP_023167775.2|DHYD	LOC119558398|XP_037727854.1|DSUP
OG0007393	LOC111593374|XP_023161858.2|DHYD	LOC119547597|XP_037710449.1|DSUP
OG0007394	LOC111604068|XP_023177705.1|DHYD	LOC119556970|XP_037725408.1|DSUP
OG0007395	LOC111593001|XP_023161291.1|DHYD	LOC119557433|XP_037726113.1|DSUP
OG0007396	LOC111603563|XP_023176971.2|DHYD	LOC119561006|XP_037730754.1|DSUP
OG0007397	LOC111603996|XP_023177609.2|DHYD	LOC119546242|XP_037708318.1|DSUP
OG0007398	LOC111600599|XP_023172559.2|DHYD, LOC115483803|XP_030081982.1|DHYD	LOC119551261|XP_037716446.1|DSUP
OG0007399	LOC111603177|XP_023176426.1|DHYD	LOC119557867|XP_037726794.1|DSUP
OG0007400	LOC111598127|XP_023168956.1|DHYD	LOC119556656|XP_037724926.1|DSUP
OG0007401	LOC111598405|XP_023169411.2|DHYD	LOC119558378|XP_037727823.1|DSUP
OG0007402	LOC111597893|XP_030080800.1|DHYD	LOC119560122|XP_037729400.1|DSUP
OG0007403	LOC111596204|XP_023166084.2|DHYD	LOC119559829|XP_037728850.1|DSUP
OG0007404	LOC111603639|XP_023177079.2|DHYD	LOC119561108|XP_037730937.1|DSUP
OG0007405	LOC111603548|XP_023176950.1|DHYD	LOC119560843|XP_037730426.1|DSUP
OG0007406	LOC111596256|XP_023166163.1|DHYD	LOC119561063|XP_037730832.1|DSUP
OG0007407	LOC111602331|XP_023175100.2|DHYD	LOC119548771|XP_037712242.1|DSUP
OG0007408	LOC111592264|XP_023160125.2|DHYD	LOC119552839|XP_037718629.1|DSUP
OG0007409	LOC111599317|XP_023170700.1|DHYD	LOC119546471|XP_037708683.1|DSUP
OG0007410	LOC111594077|XP_023162987.2|DHYD	LOC119556088|XP_037723869.1|DSUP
OG0007411	LOC111602416|XP_023175219.1|DHYD	LOC119556366|XP_037724460.1|DSUP
OG0007412	LOC111598154|XP_023169007.1|DHYD	LOC119557959|XP_037726928.1|DSUP
OG0007413	LOC111592308|XP_023160186.2|DHYD	LOC119551622|XP_037716973.1|DSUP
OG0007414	LOC111601900|XP_023174510.1|DHYD	LOC119556038|XP_037723753.1|DSUP
OG0007415	LOC111605681|XP_023180121.2|DHYD	LOC119557202|XP_037725785.1|DSUP
OG0007416	LOC111602422|XP_030079874.1|DHYD	LOC119556670|XP_037724957.1|DSUP
OG0007417	LOC111604043|XP_023177667.1|DHYD	LOC119556154|XP_037723983.1|DSUP
OG0007418	LOC111597087|XP_023167390.1|DHYD	LOC119550508|XP_037715141.1|DSUP
OG0007419	LOC111601499|XP_023173860.2|DHYD	LOC119549329|XP_037713238.1|DSUP
OG0007420	LOC111605266|XP_023179472.1|DHYD	LOC119551293|XP_037716500.1|DSUP
OG0007421	LOC111594253|XP_030081765.1|DHYD, LOC115483038|XP_030079704.1|DHYD	LOC119555851|XP_037723410.1|DSUP
OG0007422	LOC111605313|XP_023179542.1|DHYD	LOC119556441|XP_037724603.1|DSUP
OG0007423	LOC111602068|XP_023174754.2|DHYD	LOC119555815|XP_037723361.1|DSUP
OG0007424	LOC111604469|XP_023178319.2|DHYD	LOC119552660|XP_037718294.1|DSUP
OG0007425	LOC111605086|XP_023179191.2|DHYD	LOC119553435|XP_037719752.1|DSUP
OG0007426	LOC111603152|XP_023176397.2|DHYD	LOC119558250|XP_037727504.1|DSUP
OG0007427	LOC111593444|XP_023161965.1|DHYD	LOC119556583|XP_037724811.1|DSUP
OG0007428	LOC111602433|XP_023175246.2|DHYD	LOC119558299|XP_037727619.1|DSUP
OG0007429	LOC111604370|XP_023178209.1|DHYD	LOC119551946|XP_037717564.1|DSUP
OG0007430	LOC111591935|XP_023159642.1|DHYD	LOC119553013|XP_037718986.1|DSUP
OG0007431	LOC111605560|XP_023179901.1|DHYD	LOC119547901|XP_037710866.1|DSUP
OG0007432	LOC111595334|XP_023164763.2|DHYD	LOC119554843|XP_037721847.1|DSUP
OG0007433	LOC111598155|XP_023169008.2|DHYD	LOC119556465|XP_037724640.1|DSUP
OG0007434	LOC111592778|XP_023160950.1|DHYD	LOC119552845|XP_037718641.1|DSUP
OG0007435	LOC111592773|XP_023160945.1|DHYD	LOC119554266|XP_037721038.1|DSUP
OG0007436	LOC111605696|XP_023180138.2|DHYD	LOC119553344|XP_037719608.1|DSUP
OG0007437	LOC111604319|XP_023178140.2|DHYD	LOC119554556|XP_037721454.1|DSUP
OG0007438	LOC111592347|XP_023160250.2|DHYD	LOC119554987|XP_037722050.1|DSUP
OG0007439	LOC111592720|XP_023160877.2|DHYD	LOC119561076|XP_037730861.1|DSUP
OG0007440	LOC111598429|XP_030079324.1|DHYD	LOC119558263|XP_037727541.1|DSUP
OG0007441	LOC111594337|XP_023163352.1|DHYD	LOC119550499|XP_037715119.1|DSUP
OG0007442	LOC111601373|XP_023173680.2|DHYD	LOC119563201|XP_037732419.1|DSUP
OG0007443	LOC111593790|XP_023162576.1|DHYD	LOC119549191|XP_037712947.1|DSUP
OG0007444	LOC111601201|XP_023173459.2|DHYD	LOC119549034|XP_037712645.1|DSUP
OG0007445	LOC111601205|XP_023173464.1|DHYD	LOC119549032|XP_037712644.1|DSUP
OG0007446	LOC111595758|XP_023165398.2|DHYD	LOC119547003|XP_037709598.1|DSUP
OG0007447	LOC111595458|XP_023164964.1|DHYD	LOC119548320|XP_037711428.1|DSUP
OG0007448	LOC111600057|XP_023171754.2|DHYD	LOC119550972|XP_037715935.1|DSUP
OG0007449	LOC111598380|XP_030078879.1|DHYD	LOC119554873|XP_037721886.1|DSUP
OG0007450	LOC111599204|XP_023170568.2|DHYD	LOC119548816|XP_037712337.1|DSUP
OG0007451	LOC111598090|XP_023168907.1|DHYD	LOC119555457|XP_037722786.1|DSUP
OG0007452	LOC111598094|XP_023168912.1|DHYD	LOC119555451|XP_037722755.1|DSUP
OG0007453	LOC111593136|XP_023161504.2|DHYD	LOC119553999|XP_037720634.1|DSUP
OG0007454	LOC111597369|XP_023167792.2|DHYD	LOC119555607|XP_037723032.1|DSUP
OG0007455	LOC111600070|XP_023171769.1|DHYD	LOC119551031|XP_037716020.1|DSUP
OG0007456	LOC111602399|XP_023175184.2|DHYD	LOC119558312|XP_037727645.1|DSUP
OG0007457	LOC111595391|XP_023164861.1|DHYD	LOC119552498|XP_037718030.1|DSUP
OG0007458	LOC111592059|XP_023159826.1|DHYD	LOC119562425|XP_037731541.1|DSUP
OG0007459	LOC111599969|XP_023171633.1|DHYD	LOC119545720|XP_037707463.1|DSUP
OG0007460	LOC111601267|XP_023173542.1|DHYD	LOC119550939|XP_037715892.1|DSUP
OG0007461	LOC111601001|XP_023173165.2|DHYD	LOC119552723|XP_037718401.1|DSUP
OG0007462	LOC111599223|XP_023170588.1|DHYD	LOC119555036|XP_037722111.1|DSUP
OG0007463	LOC111599239|XP_023170604.1|DHYD	LOC119555540|XP_037722901.1|DSUP
OG0007464	LOC111601002|XP_030080984.1|DHYD	LOC119555587|XP_037722988.1|DSUP
OG0007465	LOC111599819|XP_023171375.2|DHYD	LOC119553542|XP_037719908.1|DSUP
OG0007466	LOC111595475|XP_023165009.2|DHYD	LOC119549171|XP_037712899.1|DSUP
OG0007467	LOC111595468|XP_023165001.2|DHYD	LOC119551395|XP_037716649.1|DSUP
OG0007468	LOC111592214|XP_023160054.1|DHYD	LOC119551993|XP_037717641.1|DSUP
OG0007469	LOC111603312|XP_023176601.2|DHYD	LOC119553177|XP_037719345.1|DSUP
OG0007470	LOC111605024|XP_023179123.2|DHYD	LOC119546329|XP_037708457.1|DSUP
OG0007471	LOC111594363|XP_023163398.2|DHYD	LOC119551972|XP_037717614.1|DSUP
OG0007472	LOC111605120|XP_023179242.1|DHYD	LOC119557580|XP_037726309.1|DSUP
OG0007473	LOC111605655|XP_023180084.1|DHYD	LOC119555118|XP_037722270.1|DSUP
OG0007474	LOC111600086|XP_023171793.2|DHYD	LOC119550513|XP_037715147.1|DSUP
OG0007475	LOC111600518|XP_023172414.1|DHYD	LOC119553600|XP_037719984.1|DSUP
OG0007476	LOC111592114|XP_023159952.2|DHYD	LOC119556807|XP_037725187.1|DSUP
OG0007477	LOC111604622|XP_023178559.2|DHYD	LOC119556805|XP_037725176.1|DSUP
OG0007478	LOC111592593|XP_023160676.2|DHYD	LOC119547391|XP_037710167.1|DSUP
OG0007479	LOC111595955|XP_023165695.1|DHYD	LOC119557665|XP_037726454.1|DSUP
OG0007480	LOC111603004|XP_030078730.1|DHYD	LOC119563401|XP_037732689.1|DSUP
OG0007481	LOC111596861|XP_023167065.2|DHYD	LOC119555155|XP_037722311.1|DSUP
OG0007482	LOC111601940|XP_023174563.1|DHYD	LOC119546808|XP_037709316.1|DSUP
OG0007483	LOC111592115|XP_023159914.2|DHYD	LOC119550884|XP_037715799.1|DSUP
OG0007484	LOC111596774|XP_023166892.1|DHYD	LOC119556711|XP_037725037.1|DSUP
OG0007485	LOC111593645|XP_023162293.1|DHYD	LOC119556207|XP_037724094.1|DSUP
OG0007486	LOC111593490|XP_023162023.1|DHYD	LOC119557504|XP_037726205.1|DSUP
