Orthogroup	DHYD.longest_only	BCOP.longest_only
OG0007284	LOC111596645|XP_023166713.1|DHYD	LOC119079433|XP_037043241.1|BCOP
OG0007285	LOC111596792|XP_023166918.2|DHYD	LOC119084474|XP_037050354.1|BCOP
OG0007286	LOC111596790|XP_023166912.1|DHYD	LOC119078057|XP_037041379.1|BCOP
OG0007287	LOC111599166|XP_023170513.2|DHYD	LOC119066214|XP_037024431.1|BCOP
OG0007288	LOC111602054|XP_023174732.2|DHYD	LOC119078063|XP_037041395.1|BCOP
OG0007289	LOC111598180|XP_023169043.2|DHYD	LOC119071306|XP_037032083.1|BCOP
OG0007291	LOC111593515|XP_023162070.1|DHYD	LOC119067254|XP_037026025.1|BCOP
OG0007292	LOC111595964|XP_023165707.2|DHYD	LOC119076467|XP_037039129.1|BCOP
OG0007293	LOC111600298|XP_023172121.2|DHYD	LOC119074334|XP_037036315.1|BCOP
OG0007294	LOC111598527|XP_023169577.2|DHYD	LOC119074199|XP_037036090.1|BCOP
OG0007295	LOC111604860|XP_023178862.1|DHYD	LOC119069103|XP_037028890.1|BCOP
OG0007296	LOC111596253|XP_023166154.1|DHYD	LOC119075851|XP_037038298.1|BCOP
OG0007297	LOC111599609|XP_023171064.2|DHYD	LOC119075722|XP_037038153.1|BCOP
OG0007298	LOC111603596|XP_023177022.1|DHYD	LOC119069432|XP_037029388.1|BCOP
OG0007299	LOC111603654|XP_023177101.1|DHYD	LOC119084033|XP_037049754.1|BCOP
OG0007300	LOC111602993|XP_023176158.1|DHYD	LOC119077672|XP_037040815.1|BCOP
OG0007301	LOC111600850|XP_023172924.1|DHYD	LOC119074952|XP_037037236.1|BCOP
OG0007302	LOC111604944|XP_030078819.1|DHYD	LOC119076809|XP_037039688.1|BCOP
OG0007303	LOC111601849|XP_023174452.1|DHYD	LOC119073664|XP_037035167.1|BCOP
OG0007304	LOC111600379|XP_023172223.2|DHYD	LOC119073767|XP_037035328.1|BCOP
OG0007305	LOC111599275|XP_023170641.2|DHYD	LOC119076147|XP_037038724.1|BCOP
OG0007306	LOC111599271|XP_023170638.1|DHYD	LOC119076105|XP_037038660.1|BCOP
OG0007307	LOC111604635|XP_023178541.1|DHYD	LOC119076679|XP_037039471.1|BCOP
OG0007308	LOC111599578|XP_023171021.1|DHYD	LOC119074645|XP_037036817.1|BCOP
OG0007309	LOC111600288|XP_023172108.2|DHYD	LOC119076640|XP_037039405.1|BCOP
OG0007310	LOC111593604|XP_023162233.1|DHYD	LOC119073520|XP_037034952.1|BCOP
OG0007311	LOC111593610|XP_030078615.1|DHYD	LOC119073432|XP_037034807.1|BCOP
OG0007312	LOC111602098|XP_023174800.2|DHYD	LOC119075778|XP_037038227.1|BCOP
OG0007313	LOC111594985|XP_023164252.2|DHYD	LOC119074595|XP_037036732.1|BCOP, LOC119079668|XP_037043614.1|BCOP
OG0007314	LOC111593424|XP_023161936.1|DHYD	LOC119078072|XP_037041418.1|BCOP
OG0007315	LOC111593387|XP_030079438.1|DHYD	LOC119078050|XP_037041359.1|BCOP
OG0007316	LOC111596699|XP_023166785.2|DHYD	LOC119067660|XP_037026657.1|BCOP
OG0007317	LOC111600240|XP_023172043.2|DHYD	LOC119074785|XP_037036958.1|BCOP
OG0007318	LOC111600238|XP_023172036.1|DHYD	LOC119074335|XP_037036318.1|BCOP
OG0007319	LOC111598728|XP_023169888.2|DHYD	LOC119070085|XP_037030297.1|BCOP
OG0007320	LOC111592670|XP_023160802.2|DHYD	LOC119073773|XP_037035339.1|BCOP
OG0007321	LOC111596782|XP_023166903.2|DHYD	LOC119084259|XP_037050063.1|BCOP
OG0007322	LOC111601921|XP_023174538.2|DHYD	LOC119076710|XP_037039521.1|BCOP
OG0007323	LOC111598345|XP_023169319.1|DHYD	LOC119076704|XP_037039512.1|BCOP
OG0007324	LOC111598511|XP_023169552.1|DHYD	LOC119075174|XP_037037466.1|BCOP
OG0007325	LOC111595912|XP_023165631.1|DHYD	LOC119074432|XP_037036456.1|BCOP
OG0007326	LOC111598492|XP_023169517.1|DHYD	LOC119074431|XP_037036453.1|BCOP
OG0007327	LOC111591933|XP_023159637.2|DHYD	LOC119076089|XP_037038638.1|BCOP
OG0007328	LOC111594551|XP_023163672.1|DHYD	LOC119074438|XP_037036461.1|BCOP
OG0007330	LOC111604022|XP_023177645.2|DHYD	LOC119077726|XP_037040897.1|BCOP
OG0007331	LOC111593082|XP_023161437.1|DHYD	LOC119084248|XP_037050044.1|BCOP
OG0007332	LOC111598151|XP_023169000.1|DHYD	LOC119084258|XP_037050059.1|BCOP
OG0007333	LOC111604957|XP_023179003.2|DHYD	LOC119072914|XP_037034131.1|BCOP
OG0007334	LOC111596446|XP_023166439.2|DHYD	LOC119076125|XP_037038689.1|BCOP
OG0007335	LOC111604754|XP_023178708.2|DHYD	LOC119074881|XP_037037113.1|BCOP
OG0007336	LOC111593068|XP_023161457.2|DHYD	LOC119085958|XP_037052413.1|BCOP
OG0007337	LOC111594865|XP_023164112.2|DHYD	LOC119066592|XP_037025046.1|BCOP
OG0007338	LOC111602910|XP_030081180.1|DHYD	LOC119074316|XP_037036265.1|BCOP
OG0007339	LOC111601400|XP_023173711.1|DHYD	LOC119073627|XP_037035115.1|BCOP
OG0007340	LOC111601329|XP_030081626.1|DHYD	LOC119081886|XP_037047011.1|BCOP
OG0007341	LOC111603578|XP_023176997.2|DHYD	LOC119074838|XP_037037028.1|BCOP
OG0007342	LOC111598073|XP_030080794.1|DHYD	LOC119084433|XP_037050306.1|BCOP
OG0007343	LOC111593386|XP_023161873.1|DHYD	LOC119069687|XP_037029738.1|BCOP
OG0007344	LOC111595855|XP_023165538.2|DHYD	LOC119086023|XP_037052490.1|BCOP
OG0007345	LOC111593359|XP_023161840.1|DHYD	LOC119070348|XP_037030572.1|BCOP
OG0007346	LOC111592438|XP_023160390.1|DHYD	LOC119072885|XP_037034100.1|BCOP
OG0007347	LOC111591884|XP_030079546.1|DHYD	LOC119074885|XP_037037121.1|BCOP
OG0007348	LOC111591879|XP_023159537.1|DHYD	LOC119074872|XP_037037093.1|BCOP
OG0007349	LOC111591899|XP_023159575.1|DHYD	LOC119074867|XP_037037085.1|BCOP
OG0007350	LOC111593644|XP_023162292.2|DHYD	LOC119077907|XP_037041174.1|BCOP
OG0007351	LOC111599782|XP_023171320.1|DHYD	LOC119084418|XP_037050280.1|BCOP
OG0007352	LOC111605208|XP_023179393.2|DHYD	LOC119084447|XP_037050322.1|BCOP
OG0007353	LOC111604859|XP_023178861.1|DHYD	LOC119074397|XP_037036412.1|BCOP
OG0007354	LOC111593328|XP_023161804.1|DHYD	LOC119076103|XP_037038657.1|BCOP
OG0007355	LOC111600867|XP_023172957.1|DHYD	LOC119083976|XP_037049675.1|BCOP
OG0007356	LOC111599957|XP_023171601.2|DHYD	LOC119080145|XP_037044257.1|BCOP
OG0007357	LOC111599591|XP_023171038.2|DHYD	LOC119084023|XP_037049736.1|BCOP
OG0007358	LOC111602938|XP_023176060.2|DHYD	LOC119074813|XP_037036994.1|BCOP
OG0007359	LOC111595925|XP_023165646.1|DHYD	LOC119078118|XP_037041466.1|BCOP
OG0007360	LOC111605447|XP_023179732.1|DHYD	LOC119076115|XP_037038672.1|BCOP
OG0007361	LOC111597367|XP_023167794.2|DHYD	LOC119074385|XP_037036395.1|BCOP
OG0007362	LOC111603893|XP_023177479.1|DHYD	LOC119082624|XP_037048081.1|BCOP
OG0007363	LOC111593289|XP_023161776.1|DHYD	LOC119078086|XP_037041443.1|BCOP
OG0007364	LOC111605328|XP_023179602.2|DHYD	LOC119078058|XP_037041380.1|BCOP
OG0007365	LOC111599954|XP_023175651.2|DHYD	LOC119071859|XP_037032816.1|BCOP
OG0007366	LOC111597184|XP_023167518.2|DHYD	LOC119073277|XP_037034590.1|BCOP
OG0007367	LOC111596014|XP_023165802.2|DHYD	LOC119076606|XP_037039357.1|BCOP
OG0007368	LOC111595395|XP_023164870.1|DHYD	LOC119074060|XP_037035908.1|BCOP
OG0007369	LOC111598504|XP_030081578.1|DHYD	LOC119084247|XP_037050083.1|BCOP
OG0007370	LOC111600792|XP_023172850.2|DHYD	LOC119072415|XP_037033559.1|BCOP
OG0007371	LOC111595241|XP_030080735.1|DHYD	LOC119067799|XP_037026841.1|BCOP
OG0007372	LOC111604914|XP_023178930.1|DHYD	LOC119084032|XP_037049752.1|BCOP
OG0007373	LOC111598139|XP_023168969.1|DHYD	LOC119072047|XP_037033069.1|BCOP
OG0007374	LOC111603098|XP_023176326.1|DHYD	LOC119083299|XP_037048888.1|BCOP
OG0007375	LOC111603194|XP_023176450.2|DHYD	LOC119076404|XP_037039025.1|BCOP
OG0007376	LOC111591889|XP_023159563.1|DHYD	LOC119074597|XP_037036735.1|BCOP, LOC119074590|XP_037036724.1|BCOP
OG0007377	LOC111593493|XP_023162025.1|DHYD	LOC119075818|XP_037038281.1|BCOP
OG0007378	LOC111596881|XP_030078959.1|DHYD	LOC119075775|XP_037038224.1|BCOP
OG0007379	LOC111604927|XP_023178961.1|DHYD	LOC119072858|XP_037034060.1|BCOP
OG0007380	LOC111605154|XP_023179305.1|DHYD	LOC119072271|XP_037033360.1|BCOP
OG0007381	LOC111597438|XP_030079688.1|DHYD	LOC119076792|XP_037039649.1|BCOP
OG0007382	LOC111593397|XP_023161886.2|DHYD	LOC119077898|XP_037041161.1|BCOP
OG0007383	LOC111605612|XP_030079869.1|DHYD	LOC119074915|XP_037037165.1|BCOP
OG0007384	LOC111604061|XP_023177695.1|DHYD	LOC119078651|XP_037042141.1|BCOP
OG0007385	LOC111593636|XP_023162280.2|DHYD	LOC119076512|XP_037039192.1|BCOP
OG0007386	LOC111596798|XP_023166927.1|DHYD	LOC119085707|XP_037052054.1|BCOP
OG0007387	LOC111595985|XP_023165740.2|DHYD	LOC119073667|XP_037035197.1|BCOP
OG0007388	LOC111602804|XP_023175864.1|DHYD	LOC119067006|XP_037025665.1|BCOP
OG0007389	LOC111592505|XP_023160497.1|DHYD	LOC119070825|XP_037031220.1|BCOP
OG0007390	LOC111597245|XP_023167609.2|DHYD	LOC119084484|XP_037050369.1|BCOP
OG0007391	LOC111598532|XP_023169586.1|DHYD	LOC119068974|XP_037028739.1|BCOP
OG0007392	LOC111597357|XP_023167775.2|DHYD	LOC119084487|XP_037050385.1|BCOP
OG0007393	LOC111593374|XP_023161858.2|DHYD	LOC119078129|XP_037041486.1|BCOP
OG0007394	LOC111604068|XP_023177705.1|DHYD	LOC119067163|XP_037025901.1|BCOP
OG0007395	LOC111593001|XP_023161291.1|DHYD, LOC115482735|XP_030079332.1|DHYD	LOC119069864|XP_037029934.1|BCOP
OG0007396	LOC111603563|XP_023176971.2|DHYD	LOC119074324|XP_037036294.1|BCOP
OG0007397	LOC111603996|XP_023177609.2|DHYD	LOC119071482|XP_037032228.1|BCOP, LOC119073494|XP_037034896.1|BCOP
OG0007398	LOC111600599|XP_023172559.2|DHYD, LOC115483803|XP_030081982.1|DHYD	LOC119074463|XP_037036499.1|BCOP
OG0007399	LOC111603177|XP_023176426.1|DHYD	LOC119076410|XP_037039037.1|BCOP
OG0007400	LOC111598127|XP_023168956.1|DHYD	LOC119076127|XP_037038693.1|BCOP
OG0007401	LOC111598405|XP_023169411.2|DHYD	LOC119069444|XP_037029396.1|BCOP
OG0007402	LOC111597893|XP_030080800.1|DHYD	LOC119076218|XP_037038765.1|BCOP
OG0007403	LOC111596204|XP_023166084.2|DHYD	LOC119075732|XP_037038166.1|BCOP
OG0007404	LOC111603639|XP_023177079.2|DHYD	LOC119076172|XP_037038753.1|BCOP
OG0007405	LOC111603548|XP_023176950.1|DHYD	LOC119068034|XP_037027295.1|BCOP
OG0007406	LOC111596256|XP_023166163.1|DHYD	LOC119077654|XP_037040765.1|BCOP
OG0007407	LOC111602331|XP_023175100.2|DHYD	LOC119072566|XP_037033701.1|BCOP
OG0007408	LOC111592264|XP_023160125.2|DHYD	LOC119071265|XP_037032017.1|BCOP
OG0007409	LOC111599317|XP_023170700.1|DHYD	LOC119066706|XP_037025201.1|BCOP
OG0007410	LOC111594077|XP_023162987.2|DHYD	LOC119078713|XP_037042281.1|BCOP
OG0007411	LOC111602416|XP_023175219.1|DHYD	LOC119084302|XP_037050116.1|BCOP
OG0007412	LOC111598154|XP_023169007.1|DHYD	LOC119078243|XP_037041607.1|BCOP
OG0007413	LOC111592308|XP_023160186.2|DHYD	LOC119084430|XP_037050302.1|BCOP
OG0007414	LOC111601900|XP_023174510.1|DHYD	LOC119084877|XP_037050912.1|BCOP
OG0007415	LOC111605681|XP_023180121.2|DHYD	LOC119084031|XP_037049751.1|BCOP
OG0007416	LOC111602422|XP_030079874.1|DHYD	LOC119084021|XP_037049732.1|BCOP
OG0007417	LOC111604043|XP_023177667.1|DHYD	LOC119084059|XP_037049791.1|BCOP
OG0007418	LOC111597087|XP_023167390.1|DHYD	LOC119069801|XP_037029855.1|BCOP
OG0007419	LOC111601499|XP_023173860.2|DHYD	LOC119084217|XP_037050007.1|BCOP
OG0007420	LOC111605266|XP_023179472.1|DHYD	LOC119084226|XP_037050019.1|BCOP
OG0007421	LOC111594253|XP_030081765.1|DHYD, LOC115483038|XP_030079704.1|DHYD	LOC119084982|XP_037051028.1|BCOP
OG0007422	LOC111605313|XP_023179542.1|DHYD	LOC119074898|XP_037037140.1|BCOP
OG0007423	LOC111602068|XP_023174754.2|DHYD	LOC119074890|XP_037037128.1|BCOP
OG0007424	LOC111604469|XP_023178319.2|DHYD	LOC119076479|XP_037039153.1|BCOP
OG0007425	LOC111605086|XP_023179191.2|DHYD	LOC119084483|XP_037050366.1|BCOP
OG0007426	LOC111603152|XP_023176397.2|DHYD	LOC119074754|XP_037036914.1|BCOP
OG0007427	LOC111593444|XP_023161965.1|DHYD	LOC119067101|XP_037025762.1|BCOP
OG0007428	LOC111602433|XP_023175246.2|DHYD	LOC119074862|XP_037037071.1|BCOP
OG0007429	LOC111604370|XP_023178209.1|DHYD	LOC119084450|XP_037050326.1|BCOP
OG0007430	LOC111591935|XP_023159642.1|DHYD	LOC119074255|XP_037036173.1|BCOP
OG0007431	LOC111605560|XP_023179901.1|DHYD	LOC119077706|XP_037040877.1|BCOP
OG0007432	LOC111595334|XP_023164763.2|DHYD	LOC119071769|XP_037032714.1|BCOP
OG0007433	LOC111598155|XP_023169008.2|DHYD	LOC119066577|XP_037025025.1|BCOP
OG0007434	LOC111592778|XP_023160950.1|DHYD	LOC119074227|XP_037036140.1|BCOP
OG0007435	LOC111592773|XP_023160945.1|DHYD	LOC119086032|XP_037052503.1|BCOP
OG0007436	LOC111605696|XP_023180138.2|DHYD	LOC119079089|XP_037042800.1|BCOP
OG0007437	LOC111604319|XP_023178140.2|DHYD	LOC119071629|XP_037032482.1|BCOP
OG0007438	LOC111592347|XP_023160250.2|DHYD	LOC119070958|XP_037031410.1|BCOP
OG0007439	LOC111592720|XP_023160877.2|DHYD	LOC119072277|XP_037033365.1|BCOP
OG0007440	LOC111598429|XP_030079324.1|DHYD	LOC119072243|XP_037033317.1|BCOP
OG0007441	LOC111594337|XP_023163352.1|DHYD	LOC119082821|XP_037048367.1|BCOP
OG0007442	LOC111601373|XP_023173680.2|DHYD	LOC119071171|XP_037031828.1|BCOP
OG0007443	LOC111593790|XP_023162576.1|DHYD	LOC119085199|XP_037051406.1|BCOP
OG0007444	LOC111601201|XP_023173459.2|DHYD	LOC119069717|XP_037029735.1|BCOP
OG0007445	LOC111601205|XP_023173464.1|DHYD	LOC119069716|XP_037029734.1|BCOP
OG0007446	LOC111595758|XP_023165398.2|DHYD	LOC119076949|XP_037039897.1|BCOP
OG0007447	LOC111595458|XP_023164964.1|DHYD	LOC119077049|XP_037040076.1|BCOP
OG0007448	LOC111600057|XP_023171754.2|DHYD	LOC119083476|XP_037049090.1|BCOP
OG0007449	LOC111598380|XP_030078879.1|DHYD	LOC119078232|XP_037041587.1|BCOP
OG0007450	LOC111599204|XP_023170568.2|DHYD	LOC119078266|XP_037041659.1|BCOP
OG0007451	LOC111598090|XP_023168907.1|DHYD	LOC119066944|XP_037025555.1|BCOP
OG0007452	LOC111598094|XP_023168912.1|DHYD	LOC119066943|XP_037025554.1|BCOP
OG0007453	LOC111593136|XP_023161504.2|DHYD	LOC119075408|XP_037037747.1|BCOP
OG0007454	LOC111597369|XP_023167792.2|DHYD	LOC119067953|XP_037027172.1|BCOP
OG0007455	LOC111600070|XP_023171769.1|DHYD	LOC119072385|XP_037033482.1|BCOP
OG0007456	LOC111602399|XP_023175184.2|DHYD	LOC119072380|XP_037033475.1|BCOP
OG0007457	LOC111595391|XP_023164861.1|DHYD	LOC119086065|XP_037052536.1|BCOP
OG0007458	LOC111592059|XP_023159826.1|DHYD	LOC119086067|XP_037052538.1|BCOP
OG0007459	LOC111599969|XP_023171633.1|DHYD	LOC119086063|XP_037052534.1|BCOP
OG0007460	LOC111601267|XP_023173542.1|DHYD	LOC119066912|XP_037025507.1|BCOP
OG0007461	LOC111601001|XP_023173165.2|DHYD	LOC119071711|XP_037032600.1|BCOP
OG0007462	LOC111599223|XP_023170588.1|DHYD	LOC119071789|XP_037032745.1|BCOP
OG0007463	LOC111599239|XP_023170604.1|DHYD	LOC119071716|XP_037032607.1|BCOP
OG0007464	LOC111601002|XP_030080984.1|DHYD	LOC119071713|XP_037032604.1|BCOP
OG0007465	LOC111599819|XP_023171375.2|DHYD	LOC119078308|XP_037041707.1|BCOP
OG0007467	LOC111595468|XP_023165001.2|DHYD	LOC119079618|XP_037043509.1|BCOP
OG0007468	LOC111592214|XP_023160054.1|DHYD	LOC119067341|XP_037026144.1|BCOP
OG0007469	LOC111603312|XP_023176601.2|DHYD	LOC119086024|XP_037052491.1|BCOP
OG0007470	LOC111605024|XP_023179123.2|DHYD	LOC119070867|XP_037031274.1|BCOP
OG0007471	LOC111594363|XP_023163398.2|DHYD	LOC119071259|XP_037032003.1|BCOP
OG0007472	LOC111605120|XP_023179242.1|DHYD	LOC119074207|XP_037036098.1|BCOP
OG0007473	LOC111605655|XP_023180084.1|DHYD	LOC119072342|XP_037033423.1|BCOP
OG0007474	LOC111600086|XP_023171793.2|DHYD	LOC119079075|XP_037042780.1|BCOP
OG0007475	LOC111600518|XP_023172414.1|DHYD	LOC119066931|XP_037025539.1|BCOP
OG0007476	LOC111592114|XP_023159952.2|DHYD	LOC119074279|XP_037036193.1|BCOP
OG0007477	LOC111604622|XP_023178559.2|DHYD	LOC119067543|XP_037026503.1|BCOP
OG0007478	LOC111592593|XP_023160676.2|DHYD	LOC119070975|XP_037031450.1|BCOP
OG0007479	LOC111595955|XP_023165695.1|DHYD	LOC119071206|XP_037031893.1|BCOP
OG0007480	LOC111603004|XP_030078730.1|DHYD	LOC119072669|XP_037033821.1|BCOP
OG0007481	LOC111596861|XP_023167065.2|DHYD	LOC119072652|XP_037033805.1|BCOP
OG0007482	LOC111601940|XP_023174563.1|DHYD	LOC119066885|XP_037025468.1|BCOP
OG0007483	LOC111592115|XP_023159914.2|DHYD	LOC119077046|XP_037040070.1|BCOP
OG0007484	LOC111596774|XP_023166892.1|DHYD	LOC119074625|XP_037036787.1|BCOP
OG0007485	LOC111593645|XP_023162293.1|DHYD	LOC119074670|XP_037036849.1|BCOP
OG0007486	LOC111593490|XP_023162023.1|DHYD	LOC119067566|XP_037026542.1|BCOP
OG0007487	LOC111595881|XP_023165575.2|DHYD	LOC119079490|XP_037043330.1|BCOP
OG0007488	LOC111592297|XP_023160169.2|DHYD	LOC119072343|XP_037033425.1|BCOP
OG0007489	LOC111601401|XP_023173713.1|DHYD	LOC119073636|XP_037035127.1|BCOP
OG0007490	LOC111598170|XP_023169031.2|DHYD	LOC119081326|XP_037046009.1|BCOP
OG0007491	LOC111597318|XP_023167715.2|DHYD	LOC119081970|XP_037047177.1|BCOP
OG0007492	LOC111597084|XP_023167387.2|DHYD	LOC119070970|XP_037031439.1|BCOP
OG0007493	LOC111598132|XP_030078857.1|DHYD	LOC119070078|XP_037030279.1|BCOP
OG0007494	LOC111596332|XP_023166267.2|DHYD	LOC119082708|XP_037048180.1|BCOP
OG0007495	LOC111594900|XP_023164153.2|DHYD	LOC119073489|XP_037034889.1|BCOP
OG0007496	LOC111604453|XP_023178294.1|DHYD	LOC119074213|XP_037036107.1|BCOP
OG0007497	LOC115483478|XP_030081483.1|DHYD, LOC111599774|XP_023171304.2|DHYD	LOC119072087|XP_037033141.1|BCOP
OG0007498	LOC111600933|XP_023173071.2|DHYD	LOC119071056|XP_037031571.1|BCOP
OG0007499	LOC111605729|XP_023180189.2|DHYD	LOC119071055|XP_037031570.1|BCOP
OG0007500	LOC111605730|XP_023180190.2|DHYD	LOC119081287|XP_037045943.1|BCOP
OG0007501	LOC111592864|XP_023161077.2|DHYD	LOC119078987|XP_037042637.1|BCOP
OG0007502	LOC111604367|XP_023178205.1|DHYD	LOC119078319|XP_037041718.1|BCOP
OG0007503	LOC111595190|XP_023164541.1|DHYD	LOC119082367|XP_037047783.1|BCOP
OG0007504	LOC111605717|XP_023180172.1|DHYD	LOC119074976|XP_037037273.1|BCOP
OG0007505	LOC111604308|XP_023178113.2|DHYD	LOC119070687|XP_037031033.1|BCOP
OG0007506	LOC111604298|XP_023178095.1|DHYD	LOC119071762|XP_037032700.1|BCOP
OG0007507	LOC111595016|XP_023164292.1|DHYD	LOC119083294|XP_037048881.1|BCOP
OG0007508	LOC111599401|XP_023170822.2|DHYD	LOC119066927|XP_037025535.1|BCOP
OG0007509	LOC111592553|XP_023160612.1|DHYD	LOC119072452|XP_037033569.1|BCOP
OG0007510	LOC111597937|XP_023168660.2|DHYD	LOC119085380|XP_037051661.1|BCOP
OG0007511	LOC111603900|XP_023177485.2|DHYD	LOC119074635|XP_037036804.1|BCOP
OG0007512	LOC111602041|XP_023174717.2|DHYD	LOC119071057|XP_037031572.1|BCOP
OG0007513	LOC111599091|XP_023170399.1|DHYD	LOC119085669|XP_037052013.1|BCOP
OG0007514	LOC111596976|XP_023167227.1|DHYD	LOC119078245|XP_037041619.1|BCOP
OG0007515	LOC111595932|XP_023165659.2|DHYD	LOC119076999|XP_037040004.1|BCOP
OG0007516	LOC111599194|XP_023170550.2|DHYD	LOC119085627|XP_037051957.1|BCOP
OG0007517	LOC111592271|XP_023160138.1|DHYD	LOC119071660|XP_037032522.1|BCOP
OG0007518	LOC111599710|XP_023171209.2|DHYD	LOC119072662|XP_037033815.1|BCOP
OG0007519	LOC111597020|XP_023167294.2|DHYD	LOC119085313|XP_037051583.1|BCOP
OG0007520	LOC111596741|XP_023166841.2|DHYD	LOC119085118|XP_037051275.1|BCOP
OG0007521	LOC111605325|XP_030080100.1|DHYD	LOC119071906|XP_037032914.1|BCOP
OG0007522	LOC111593468|XP_023161998.1|DHYD	LOC119084331|XP_037050157.1|BCOP
OG0007523	LOC111592240|XP_030081989.1|DHYD	LOC119083536|XP_037049153.1|BCOP
OG0007524	LOC111599344|XP_023170742.1|DHYD	LOC119066707|XP_037025203.1|BCOP
OG0007525	LOC111600403|XP_023172252.1|DHYD	LOC119071945|XP_037032964.1|BCOP
OG0007526	LOC111595224|XP_023164608.1|DHYD	LOC119084013|XP_037049723.1|BCOP
OG0007527	LOC111603679|XP_023177127.2|DHYD	LOC119071383|XP_037032147.1|BCOP
OG0007528	LOC111604337|XP_030081977.1|DHYD	LOC119071184|XP_037031850.1|BCOP
OG0007529	LOC111602577|XP_023175500.2|DHYD	LOC119078564|XP_037042028.1|BCOP
OG0007530	LOC111598524|XP_023169576.1|DHYD	LOC119085432|XP_037051743.1|BCOP
OG0007531	LOC111604349|XP_023178181.2|DHYD	LOC119076289|XP_037038845.1|BCOP
OG0007532	LOC111594306|XP_023163313.2|DHYD	LOC119071891|XP_037032885.1|BCOP
OG0007534	LOC111600929|XP_023173062.1|DHYD	LOC119066784|XP_037025341.1|BCOP
OG0007535	LOC111591868|XP_023159518.2|DHYD	LOC119072811|XP_037034000.1|BCOP
OG0007536	LOC111604651|XP_023178576.1|DHYD	LOC119084476|XP_037050359.1|BCOP
OG0007537	LOC111605731|XP_023180199.2|DHYD	LOC119082303|XP_037047681.1|BCOP
OG0007538	LOC111591854|XP_023159502.2|DHYD	LOC119082344|XP_037047752.1|BCOP
OG0007539	LOC111594207|XP_023163173.2|DHYD	LOC119077843|XP_037041057.1|BCOP
OG0007540	LOC111597890|XP_023168594.2|DHYD	LOC119068307|XP_037027744.1|BCOP
OG0007541	LOC111595465|XP_023164996.2|DHYD	LOC119085375|XP_037051652.1|BCOP
OG0007542	LOC111593123|XP_023161496.2|DHYD	LOC119071896|XP_037032894.1|BCOP
OG0007543	LOC111597408|XP_023167867.2|DHYD	LOC119081001|XP_037045567.1|BCOP
OG0007544	LOC111604430|XP_023178261.1|DHYD	LOC119072367|XP_037033456.1|BCOP
OG0007545	LOC111597199|XP_023167540.2|DHYD	LOC119077013|XP_037040021.1|BCOP
OG0007546	LOC111595158|XP_023164507.1|DHYD	LOC119072202|XP_037033265.1|BCOP
OG0007547	LOC111595540|XP_023165093.2|DHYD	LOC119076939|XP_037039873.1|BCOP
OG0007548	LOC111603690|XP_030078678.1|DHYD	LOC119070873|XP_037031284.1|BCOP
OG0007549	LOC111605663|XP_023180094.1|DHYD	LOC119083284|XP_037048867.1|BCOP
OG0007550	LOC111604295|XP_023178092.2|DHYD	LOC119085556|XP_037051866.1|BCOP
OG0007551	LOC111593305|XP_023161760.2|DHYD	LOC119083261|XP_037048837.1|BCOP
OG0007552	LOC111599190|XP_030080376.1|DHYD	LOC119066218|XP_037024436.1|BCOP
OG0007553	LOC111595800|XP_023165458.1|DHYD	LOC119083274|XP_037048856.1|BCOP
OG0007554	LOC111595287|XP_023164708.1|DHYD	LOC119071641|XP_037032496.1|BCOP
OG0007555	LOC111592164|XP_023159983.2|DHYD	LOC119075523|XP_037037886.1|BCOP
OG0007556	LOC111599695|XP_023171183.1|DHYD	LOC119066114|XP_037024290.1|BCOP
OG0007557	LOC111599717|XP_023171223.2|DHYD	LOC119074241|XP_037036158.1|BCOP
OG0007558	LOC111600534|XP_023172440.1|DHYD	LOC119071901|XP_037032901.1|BCOP
OG0007559	LOC111599474|XP_023170912.1|DHYD	LOC119085112|XP_037051265.1|BCOP
OG0007560	LOC111596666|XP_023166741.2|DHYD	LOC119085945|XP_037052394.1|BCOP
OG0007561	LOC111592273|XP_030078833.1|DHYD	LOC119070673|XP_037031007.1|BCOP
OG0007562	LOC111599807|XP_023171358.2|DHYD	LOC119066841|XP_037025401.1|BCOP
OG0007563	LOC111603311|XP_023176600.1|DHYD	LOC119083169|XP_037048723.1|BCOP
OG0007564	LOC111594925|XP_023164187.1|DHYD	LOC119071615|XP_037032449.1|BCOP
OG0007565	LOC111601307|XP_023173595.1|DHYD	LOC119070125|XP_037030340.1|BCOP
OG0007566	LOC111597997|XP_023168752.2|DHYD	LOC119076249|XP_037038810.1|BCOP
OG0007567	LOC111598294|XP_023169246.1|DHYD	LOC119067474|XP_037026370.1|BCOP
OG0007568	LOC111592125|XP_023159928.2|DHYD	LOC119082249|XP_037047606.1|BCOP
OG0007569	LOC111597974|XP_023168716.2|DHYD	LOC119082584|XP_037048017.1|BCOP
OG0007570	LOC111592179|XP_023160014.2|DHYD	LOC119082690|XP_037048158.1|BCOP
OG0007571	LOC111592242|XP_023160094.2|DHYD	LOC119082703|XP_037048176.1|BCOP
OG0007572	LOC111593306|XP_023161768.1|DHYD	LOC119072260|XP_037033344.1|BCOP
OG0007573	LOC111599986|XP_023171648.2|DHYD	LOC119066186|XP_037024383.1|BCOP
OG0007574	LOC111593895|XP_023162731.2|DHYD	LOC119082036|XP_037047254.1|BCOP
OG0007575	LOC111599698|XP_023171188.2|DHYD	LOC119070661|XP_037030986.1|BCOP
