Orthogroup	DHYD.longest_only	HILL.longest_only
OG0008115	LOC111594244|XP_030081748.1|DHYD	LOC119653564|XP_037914205.1|HILL
OG0008116	LOC111595007|XP_030081746.1|DHYD	LOC119653408|XP_037913901.1|HILL
OG0008117	LOC111598282|XP_023169230.2|DHYD	LOC119653664|XP_037914423.1|HILL
OG0008118	LOC111603180|XP_023176431.1|DHYD	LOC119655059|XP_037916677.1|HILL
OG0008119	LOC111593422|XP_030079926.1|DHYD	LOC119656267|XP_037918618.1|HILL
OG0008120	LOC111597372|XP_023167797.1|DHYD	LOC119653739|XP_037914590.1|HILL
OG0008121	LOC111592911|XP_023161132.2|DHYD	LOC119655517|XP_037917355.1|HILL
OG0008122	LOC111597360|XP_023167782.2|DHYD	LOC119656036|XP_037918231.1|HILL
OG0008123	LOC111605119|XP_023179240.1|DHYD	LOC119655214|XP_037916918.1|HILL
OG0008124	LOC111605315|XP_030080101.1|DHYD	LOC119656242|XP_037918586.1|HILL
OG0008126	LOC111596763|XP_023166880.1|DHYD	LOC119653749|XP_037914606.1|HILL
OG0008128	LOC111596779|XP_023166898.1|DHYD	LOC119653620|XP_037914321.1|HILL
OG0008129	LOC111603182|XP_023176434.2|DHYD	LOC119653592|XP_037914269.1|HILL
OG0008130	LOC111598266|XP_023169210.1|DHYD	LOC119653593|XP_037914270.1|HILL
OG0008131	LOC111602871|XP_023175964.2|DHYD	LOC119655177|XP_037916857.1|HILL
OG0008132	LOC111593356|XP_023161836.2|DHYD	LOC119660508|XP_037925033.1|HILL
OG0008133	LOC111599933|XP_023171594.2|DHYD, LOC115482978|XP_030079452.1|DHYD	LOC119653712|XP_037914521.1|HILL
OG0008134	LOC111604059|XP_030079559.1|DHYD	LOC119655928|XP_037918029.1|HILL
OG0008135	LOC111603666|XP_023177118.2|DHYD	LOC119659663|XP_037923803.1|HILL
OG0008136	LOC111605554|XP_023179885.2|DHYD	LOC119653701|XP_037914503.1|HILL
OG0008137	LOC111605057|XP_023179161.2|DHYD	LOC119653446|XP_037913969.1|HILL
OG0008138	LOC111600469|XP_023172344.2|DHYD	LOC119656075|XP_037918284.1|HILL
OG0008139	LOC111596960|XP_023167188.1|DHYD	LOC119654404|XP_037915716.1|HILL
OG0008140	LOC111596835|XP_023166977.2|DHYD	LOC119655513|XP_037917348.1|HILL
OG0008141	LOC111600177|XP_023171940.2|DHYD	LOC119656033|XP_037918227.1|HILL
OG0008142	LOC111592000|XP_023159733.1|DHYD	LOC119655426|XP_037917245.1|HILL
OG0008143	LOC111598231|XP_023169159.1|DHYD	LOC119653905|XP_037914969.1|HILL
OG0008144	LOC111605270|XP_023179481.1|DHYD	LOC119655468|XP_037917298.1|HILL
OG0008145	LOC111605056|XP_023179196.2|DHYD	LOC119654221|XP_037915365.1|HILL
OG0008146	LOC111602850|XP_023175931.1|DHYD	LOC119654319|XP_037915573.1|HILL
OG0008147	LOC111602864|XP_023175949.2|DHYD	LOC119653496|XP_037914058.1|HILL
OG0008148	LOC111605157|XP_023179308.2|DHYD	LOC119661496|XP_037926788.1|HILL
OG0008149	LOC111602036|XP_023174708.1|DHYD	LOC119655401|XP_037917211.1|HILL
OG0008150	LOC111598153|XP_023169006.1|DHYD	LOC119654923|XP_037916501.1|HILL
OG0008151	LOC111593635|XP_023162276.1|DHYD	LOC119655729|XP_037917695.1|HILL
OG0008152	LOC111604019|XP_030079982.1|DHYD	LOC119653903|XP_037914968.1|HILL
OG0008153	LOC111593838|XP_023162643.2|DHYD	LOC119646770|XP_037903280.1|HILL
OG0008154	LOC111599849|XP_023171415.2|DHYD	LOC119649175|XP_037907131.1|HILL
OG0008155	LOC111592776|XP_023160948.1|DHYD	LOC119648979|XP_037906829.1|HILL
OG0008156	LOC111594636|XP_023163799.2|DHYD	LOC119653185|XP_037913667.1|HILL
OG0008157	LOC111601762|XP_023174270.1|DHYD	LOC119653871|XP_037914907.1|HILL
OG0008158	LOC111596814|XP_023166950.2|DHYD	LOC119655594|XP_037917477.1|HILL
OG0008159	LOC111597446|XP_023167933.2|DHYD	LOC119648759|XP_037906513.1|HILL
OG0008160	LOC111600150|XP_030081234.1|DHYD	LOC119653418|XP_037913920.1|HILL
OG0008161	LOC111592709|XP_023160863.1|DHYD	LOC119653614|XP_037914309.1|HILL
OG0008162	LOC111598277|XP_023169222.2|DHYD	LOC119657168|XP_037919881.1|HILL
OG0008163	LOC111594832|XP_030079052.1|DHYD	LOC119648366|XP_037906020.1|HILL
OG0008164	LOC111593639|XP_023162284.2|DHYD	LOC119654819|XP_037916307.1|HILL
OG0008165	LOC111602415|XP_023175216.1|DHYD	LOC119656159|XP_037918425.1|HILL
OG0008166	LOC111602408|XP_023175204.1|DHYD	LOC119656160|XP_037918427.1|HILL
OG0008167	LOC111593601|XP_023162266.2|DHYD	LOC119655235|XP_037916946.1|HILL
OG0008168	LOC111592931|XP_023161202.1|DHYD	LOC119656205|XP_037918524.1|HILL
OG0008169	LOC111601904|XP_023174518.1|DHYD	LOC119656206|XP_037918525.1|HILL
OG0008170	LOC111597941|XP_023168666.1|DHYD	LOC119656032|XP_037918225.1|HILL
OG0008171	LOC111602836|XP_023175917.1|DHYD	LOC119660725|XP_037925307.1|HILL
OG0008172	LOC111601353|XP_023173653.2|DHYD	LOC119654523|XP_037915892.1|HILL
OG0008173	LOC111602310|XP_023175078.2|DHYD	LOC119658417|XP_037921740.1|HILL
OG0008174	LOC111592225|XP_023160072.1|DHYD	LOC119653767|XP_037914686.1|HILL
OG0008175	LOC111598240|XP_030078952.1|DHYD	LOC119654277|XP_037915485.1|HILL
OG0008176	LOC111592986|XP_023161251.1|DHYD	LOC119659367|XP_037923354.1|HILL
OG0008177	LOC111593657|XP_023162310.2|DHYD	LOC119653423|XP_037913928.1|HILL
OG0008178	LOC111593492|XP_023162024.2|DHYD	LOC119656046|XP_037918240.1|HILL
OG0008179	LOC111593489|XP_023162022.2|DHYD	LOC119654837|XP_037916339.1|HILL
OG0008180	LOC111601927|XP_023174548.1|DHYD	LOC119655519|XP_037917357.1|HILL
OG0008181	LOC111601928|XP_023174549.2|DHYD	LOC119653718|XP_037914538.1|HILL
OG0008182	LOC111598004|XP_023168764.1|DHYD	LOC119654700|XP_037916142.1|HILL
OG0008183	LOC111599721|XP_023171232.1|DHYD	LOC119654478|XP_037915825.1|HILL
OG0008185	LOC111601386|XP_023173694.1|DHYD	LOC119653444|XP_037913964.1|HILL
OG0008186	LOC111600688|XP_023172709.2|DHYD	LOC119655698|XP_037917640.1|HILL
OG0008187	LOC111600690|XP_023172711.1|DHYD	LOC119656056|XP_037918257.1|HILL
OG0008188	LOC111599048|XP_023170333.1|DHYD	LOC119647910|XP_037905157.1|HILL
OG0008189	LOC111603901|XP_023177486.1|DHYD	LOC119655618|XP_037917516.1|HILL
OG0008190	LOC111595379|XP_030081454.1|DHYD	LOC119648049|XP_037905439.1|HILL
OG0008191	LOC111598425|XP_023169436.2|DHYD	LOC119653624|XP_037914325.1|HILL
OG0008192	LOC111593419|XP_023161930.2|DHYD	LOC119655410|XP_037917222.1|HILL
OG0008193	LOC111596869|XP_030080035.1|DHYD	LOC119657609|XP_037920536.1|HILL
OG0008194	LOC111598942|XP_023170188.1|DHYD	LOC119655480|XP_037917308.1|HILL
OG0008195	LOC111595426|XP_023164917.2|DHYD	LOC119654849|XP_037916357.1|HILL
OG0008196	LOC111599982|XP_023171645.2|DHYD	LOC119655919|XP_037918013.1|HILL
OG0008197	LOC111600970|XP_030080409.1|DHYD	LOC119650063|XP_037908484.1|HILL
OG0008198	LOC111601930|XP_023174551.2|DHYD	LOC119653882|XP_037914926.1|HILL
OG0008199	LOC111598278|XP_023169224.2|DHYD	LOC119647567|XP_037904491.1|HILL
OG0008200	LOC111597060|XP_023167354.2|DHYD	LOC119655992|XP_037918157.1|HILL
OG0008201	LOC111592775|XP_023160947.2|DHYD	LOC119648130|XP_037905595.1|HILL
OG0008202	LOC111605735|XP_023180204.1|DHYD	LOC119648084|XP_037905501.1|HILL
OG0008203	LOC111595296|XP_023164719.1|DHYD	LOC119649923|XP_037908254.1|HILL
OG0008204	LOC111604733|XP_023178672.1|DHYD	LOC119654817|XP_037916305.1|HILL
OG0008205	LOC111596637|XP_023166694.1|DHYD	LOC119649927|XP_037908274.1|HILL
OG0008206	LOC111598091|XP_023168909.2|DHYD	LOC119648659|XP_037906366.1|HILL
OG0008207	LOC111605710|XP_023180164.1|DHYD	LOC119650250|XP_037908768.1|HILL
OG0008208	LOC111597949|XP_023168679.2|DHYD	LOC119654714|XP_037916160.1|HILL
OG0008209	LOC111595567|XP_023165131.2|DHYD	LOC119656018|XP_037918198.1|HILL
OG0008211	LOC111603877|XP_023177456.2|DHYD	LOC119654519|XP_037915887.1|HILL
OG0008212	LOC111605089|XP_023179194.2|DHYD	LOC119649009|XP_037906887.1|HILL
OG0008213	LOC111597411|XP_023167876.1|DHYD	LOC119655816|XP_037917848.1|HILL
OG0008214	LOC111595103|XP_023164437.1|DHYD	LOC119654638|XP_037916041.1|HILL
OG0008215	LOC111604736|XP_023178678.1|DHYD	LOC119656107|XP_037918350.1|HILL
OG0008216	LOC111600954|XP_023173100.1|DHYD	LOC119655941|XP_037918056.1|HILL
OG0008217	LOC111593498|XP_023162033.2|DHYD	LOC119654955|XP_037916540.1|HILL
OG0008218	LOC111597972|XP_023168714.1|DHYD	LOC119655409|XP_037917220.1|HILL
OG0008219	LOC111593009|XP_023161306.2|DHYD	LOC119655043|XP_037916652.1|HILL
OG0008220	LOC111592216|XP_023160060.2|DHYD	LOC119653679|XP_037914451.1|HILL
OG0008221	LOC111595419|XP_030080238.1|DHYD	LOC119648657|XP_037906365.1|HILL
OG0008222	LOC111595341|XP_023164783.2|DHYD	LOC119647623|XP_037904595.1|HILL
OG0008223	LOC111604286|XP_023178070.2|DHYD	LOC119650419|XP_037909151.1|HILL
OG0008224	LOC111600920|XP_030081836.1|DHYD	LOC119650046|XP_037908457.1|HILL
OG0008225	LOC111602842|XP_023175922.1|DHYD	LOC119653817|XP_037914777.1|HILL
OG0008226	LOC111597439|XP_030079383.1|DHYD	LOC119657870|XP_037920924.1|HILL
OG0008227	LOC111598311|XP_023169273.1|DHYD	LOC119652848|XP_037913128.1|HILL
OG0008228	LOC111592702|XP_023160850.2|DHYD	LOC119650921|XP_037910074.1|HILL
OG0008229	LOC111601797|XP_023174342.1|DHYD	LOC119659771|XP_037923960.1|HILL
OG0008230	LOC111601357|XP_023173656.2|DHYD	LOC119659529|XP_037923594.1|HILL
OG0008232	LOC111601601|XP_023174033.1|DHYD	LOC119648618|XP_037906318.1|HILL
OG0008233	LOC111597195|XP_023167533.2|DHYD	LOC119650930|XP_037910084.1|HILL
OG0008234	LOC111605352|XP_023179596.2|DHYD	LOC119647131|XP_037903849.1|HILL
OG0008235	LOC111602070|XP_023174762.1|DHYD	LOC119646452|XP_037902830.1|HILL
OG0008236	LOC111597725|XP_023168334.1|DHYD	LOC119654405|XP_037915717.1|HILL
OG0008237	LOC111604165|XP_023177871.1|DHYD	LOC119659374|XP_037923358.1|HILL
OG0008239	LOC111597459|XP_023167976.1|DHYD	LOC119647458|XP_037904318.1|HILL
OG0008240	LOC111603359|XP_023176677.1|DHYD	LOC119646168|XP_037902475.1|HILL
OG0008243	LOC111603146|XP_023176393.1|DHYD	LOC119648025|XP_037905371.1|HILL
OG0008244	LOC111594961|XP_023164228.2|DHYD	LOC119657479|XP_037920327.1|HILL
OG0008246	LOC111595536|XP_023165088.1|DHYD	LOC119649123|XP_037907056.1|HILL, LOC119656015|XP_037918193.1|HILL
OG0008248	LOC111598264|XP_023169208.2|DHYD	LOC119651615|XP_037911197.1|HILL
OG0008250	LOC111595329|XP_023164757.2|DHYD	LOC119658209|XP_037921403.1|HILL
OG0008254	LOC111598718|XP_023169878.2|DHYD	LOC119648698|XP_037906433.1|HILL
OG0008255	LOC111595343|XP_023164785.2|DHYD, LOC111601582|XP_023174005.1|DHYD	LOC119658673|XP_037922163.1|HILL
OG0008266	LOC111594633|XP_023163796.1|DHYD	LOC119659659|XP_037923797.1|HILL
OG0008267	LOC111594516|XP_023163610.2|DHYD	LOC119650768|XP_037909798.1|HILL
OG0008268	LOC111595811|XP_023165470.2|DHYD	LOC119657907|XP_037921002.1|HILL
OG0008271	LOC111597586|XP_023168153.1|DHYD	LOC119656884|XP_037919481.1|HILL
OG0008272	LOC111605603|XP_030079875.1|DHYD	LOC119657131|XP_037919829.1|HILL
OG0008273	LOC111604230|XP_023177975.1|DHYD	LOC119660532|XP_037925088.1|HILL
OG0008274	LOC111596827|XP_023166965.1|DHYD	LOC119647857|XP_037905053.1|HILL, LOC119657860|XP_037920914.1|HILL
OG0008275	LOC111593437|XP_023161952.1|DHYD	LOC119654348|XP_037915618.1|HILL
OG0008276	LOC111598142|XP_023168972.2|DHYD	LOC119656605|XP_037918967.1|HILL
OG0008277	LOC111596165|XP_023166025.1|DHYD	LOC119657813|XP_037920851.1|HILL
OG0008278	LOC111592628|XP_023160732.1|DHYD	LOC119657315|XP_037920101.1|HILL
OG0008279	LOC111600171|XP_023171931.1|DHYD	LOC119657968|XP_037921105.1|HILL
OG0008280	LOC111602859|XP_023175942.1|DHYD	LOC119656800|XP_037919338.1|HILL
OG0008281	LOC111600201|XP_030079393.1|DHYD	LOC119656789|XP_037919317.1|HILL
OG0008282	LOC111605263|XP_023179473.1|DHYD	LOC119653480|XP_037914039.1|HILL
OG0008283	LOC111596536|XP_023166573.2|DHYD	LOC119661755|XP_037927152.1|HILL
OG0008284	LOC111597961|XP_023168697.2|DHYD	LOC119660741|XP_037925372.1|HILL, LOC119660740|XP_037925368.1|HILL
OG0008285	LOC111603363|XP_023176678.1|DHYD	LOC119657392|XP_037920206.1|HILL
OG0008286	LOC111596707|XP_030078963.1|DHYD	LOC119656966|XP_037919613.1|HILL
OG0008287	LOC111605294|XP_023179513.2|DHYD	LOC119657837|XP_037920886.1|HILL
OG0008288	LOC111601756|XP_023174263.1|DHYD	LOC119651970|XP_037911791.1|HILL
OG0008290	LOC111596552|XP_023166595.1|DHYD	LOC119656975|XP_037919637.1|HILL
OG0008291	LOC111605607|XP_023179991.1|DHYD	LOC119658297|XP_037921523.1|HILL
OG0008292	LOC111596825|XP_023166964.1|DHYD	LOC119656854|XP_037919434.1|HILL
OG0008293	LOC111594458|XP_023163522.2|DHYD	LOC119657480|XP_037920328.1|HILL
OG0008294	LOC111598250|XP_023169182.1|DHYD	LOC119650805|XP_037909872.1|HILL
OG0008295	LOC111596547|XP_023166588.2|DHYD	LOC119657054|XP_037919735.1|HILL
OG0008296	LOC111596821|XP_023166957.2|DHYD	LOC119660813|XP_037925582.1|HILL
OG0008297	LOC111605295|XP_023179517.1|DHYD	LOC119658223|XP_037921417.1|HILL
OG0008298	LOC111593426|XP_023161938.1|DHYD	LOC119657521|XP_037920391.1|HILL
OG0008299	LOC111597764|XP_023168388.2|DHYD	LOC119651973|XP_037911805.1|HILL, LOC119652433|XP_037912490.1|HILL
OG0008300	LOC111598308|XP_030080145.1|DHYD	LOC119656799|XP_037919334.1|HILL
OG0008301	LOC111602709|XP_023175714.2|DHYD	LOC119651318|XP_037910777.1|HILL
OG0008302	LOC111596544|XP_023166584.1|DHYD	LOC119657146|XP_037919851.1|HILL
OG0008303	LOC111594121|XP_023163086.1|DHYD	LOC119656860|XP_037919441.1|HILL
OG0008304	LOC111602815|XP_030079365.1|DHYD	LOC119658002|XP_037921150.1|HILL
OG0008305	LOC111595970|XP_023165716.1|DHYD	LOC119650674|XP_037909554.1|HILL
OG0008306	LOC111598454|XP_023169480.1|DHYD	LOC119656911|XP_037919530.1|HILL
OG0008308	LOC111600852|XP_023172928.2|DHYD	LOC119653009|XP_037913369.1|HILL
OG0008309	LOC111592566|XP_023160631.2|DHYD	LOC119651537|XP_037911097.1|HILL
OG0008310	LOC111592287|XP_023160157.1|DHYD	LOC119649911|XP_037908238.1|HILL
OG0008311	LOC111605133|XP_023179271.2|DHYD	LOC119652273|XP_037912190.1|HILL
OG0008312	LOC111602662|XP_023175613.1|DHYD	LOC119658482|XP_037921855.1|HILL
OG0008313	LOC111603157|XP_023176402.2|DHYD	LOC119657974|XP_037921114.1|HILL
OG0008314	LOC111597934|XP_023168656.1|DHYD	LOC119661048|XP_037926184.1|HILL
OG0008315	LOC111593089|XP_023161452.2|DHYD	LOC119650949|XP_037910111.1|HILL
OG0008317	LOC111603638|XP_023177075.2|DHYD	LOC119652588|XP_037912737.1|HILL
OG0008318	LOC111598834|XP_023170038.1|DHYD	LOC119646714|XP_037903220.1|HILL
OG0008319	LOC111605356|XP_023179601.2|DHYD	LOC119653269|XP_037913819.1|HILL
OG0008320	LOC111596749|XP_023166848.1|DHYD	LOC119657029|XP_037919709.1|HILL
OG0008321	LOC111602794|XP_023175835.1|DHYD	LOC119652444|XP_037912514.1|HILL
OG0008323	LOC111601349|XP_023173649.1|DHYD	LOC119651186|XP_037910551.1|HILL
OG0008324	LOC111592843|XP_023161085.2|DHYD	LOC119652576|XP_037912718.1|HILL
OG0008325	LOC111596739|XP_030079895.1|DHYD	LOC119656527|XP_037918801.1|HILL
OG0008326	LOC111602489|XP_023175324.1|DHYD	LOC119650573|XP_037909317.1|HILL
OG0008327	LOC111600077|XP_023171784.2|DHYD	LOC119651627|XP_037911220.1|HILL
OG0008329	LOC111592990|XP_023161260.1|DHYD	LOC119647997|XP_037905311.1|HILL
OG0008330	LOC111594122|XP_023163049.2|DHYD	LOC119656858|XP_037919443.1|HILL
OG0008332	LOC111605671|XP_023180103.1|DHYD	LOC119647937|XP_037905210.1|HILL
OG0008333	LOC111598704|XP_023169857.2|DHYD	LOC119649258|XP_037907272.1|HILL
OG0008334	LOC111598738|XP_023169900.2|DHYD	LOC119649189|XP_037907143.1|HILL
OG0008335	LOC111597587|XP_023168154.2|DHYD	LOC119648296|XP_037905883.1|HILL
OG0008337	LOC111593926|XP_023162768.2|DHYD	LOC119647142|XP_037903863.1|HILL
OG0008339	LOC111603107|XP_023176341.2|DHYD	LOC119652566|XP_037912707.1|HILL
OG0008340	LOC111605371|XP_023179621.2|DHYD	LOC119649185|XP_037907140.1|HILL
OG0008341	LOC111592974|XP_023161237.1|DHYD	LOC119648181|XP_037905695.1|HILL
OG0008343	LOC111602912|XP_023176027.1|DHYD	LOC119657424|XP_037920254.1|HILL
OG0008344	LOC111601600|XP_023174032.1|DHYD	LOC119647984|XP_037905295.1|HILL
OG0008346	LOC111602810|XP_023175873.1|DHYD	LOC119653453|XP_037913994.1|HILL
OG0008349	LOC111604527|XP_023178393.2|DHYD	LOC119660324|XP_037924730.1|HILL
OG0008350	LOC111593032|XP_023161366.2|DHYD	LOC119652808|XP_037913059.1|HILL
OG0008351	LOC111596958|XP_023167185.1|DHYD	LOC119649434|XP_037907512.1|HILL
OG0008352	LOC111604660|XP_023178584.1|DHYD	LOC119649676|XP_037907863.1|HILL
OG0008354	LOC111603188|XP_023176439.1|DHYD	LOC119654286|XP_037915502.1|HILL
OG0008356	LOC111592378|XP_023160351.2|DHYD	LOC119648098|XP_037905526.1|HILL
OG0008357	LOC111604909|XP_023178920.2|DHYD	LOC119654494|XP_037915845.1|HILL
OG0008358	LOC111602326|XP_023175095.2|DHYD	LOC119653411|XP_037913906.1|HILL
OG0008359	LOC111605386|XP_023179645.2|DHYD	LOC119659306|XP_037923251.1|HILL
OG0008360	LOC111593747|XP_023162509.1|DHYD	LOC119660896|XP_037925761.1|HILL
OG0008361	LOC111603948|XP_023177546.2|DHYD	LOC119646622|XP_037903058.1|HILL
OG0008362	LOC111604989|XP_023179076.2|DHYD	LOC119655470|XP_037917300.1|HILL
OG0008363	LOC111601274|XP_023173555.2|DHYD	LOC119655874|XP_037917932.1|HILL
OG0008364	LOC111597290|XP_023167673.1|DHYD	LOC119648142|XP_037905617.1|HILL
OG0008365	LOC111597022|XP_023167299.2|DHYD	LOC119653677|XP_037914449.1|HILL
OG0008366	LOC111603463|XP_023176820.2|DHYD	LOC119659464|XP_037923479.1|HILL
OG0008368	LOC111592646|XP_023160760.2|DHYD	LOC119652448|XP_037912522.1|HILL
OG0008369	LOC111600190|XP_023171967.2|DHYD	LOC119658808|XP_037922458.1|HILL
OG0008370	LOC111598557|XP_023169620.1|DHYD	LOC119650773|XP_037909806.1|HILL
OG0008371	LOC111600247|XP_023172054.1|DHYD	LOC119651021|XP_037910252.1|HILL
OG0008372	LOC111603065|XP_023176291.2|DHYD	LOC119657132|XP_037919835.1|HILL
OG0008373	LOC111603959|XP_023177561.2|DHYD	LOC119652225|XP_037912106.1|HILL
OG0008374	LOC111592079|XP_023159867.2|DHYD	LOC119653093|XP_037913524.1|HILL
OG0008375	LOC111595818|XP_023165492.2|DHYD	LOC119657648|XP_037920583.1|HILL
OG0008376	LOC111599396|XP_023170802.1|DHYD	LOC119646421|XP_037902827.1|HILL
OG0008377	LOC111600557|XP_023172475.1|DHYD	LOC119651862|XP_037911600.1|HILL
OG0008378	LOC111600556|XP_030080323.1|DHYD	LOC119661748|XP_037927145.1|HILL
OG0008379	LOC111600380|XP_030081051.1|DHYD	LOC119653166|XP_037913637.1|HILL
OG0008380	LOC111592668|XP_023160799.1|DHYD	LOC119651008|XP_037910224.1|HILL
OG0008381	LOC111601471|XP_023173828.1|DHYD	LOC119646161|XP_037902462.1|HILL
OG0008383	LOC111599188|XP_023170542.1|DHYD	LOC119646932|XP_037903547.1|HILL
OG0008384	LOC111599455|XP_030080284.1|DHYD	LOC119646705|XP_037903210.1|HILL
OG0008385	LOC111603934|XP_023177531.1|DHYD	LOC119651251|XP_037910667.1|HILL
OG0008386	LOC111598267|XP_023169211.1|DHYD	LOC119658070|XP_037921257.1|HILL
OG0008387	LOC111597800|XP_023168449.2|DHYD	LOC119647133|XP_037903852.1|HILL
OG0008388	LOC111598948|XP_023170197.1|DHYD	LOC119647327|XP_037904193.1|HILL
OG0008389	LOC111599131|XP_023170462.2|DHYD	LOC119646633|XP_037903073.1|HILL
OG0008390	LOC111601463|XP_023173817.1|DHYD	LOC119659095|XP_037922944.1|HILL
OG0008391	LOC111599375|XP_023170779.1|DHYD	LOC119652222|XP_037912098.1|HILL
OG0008392	LOC111601005|XP_023173172.2|DHYD	LOC119653422|XP_037913927.1|HILL
OG0008394	LOC111594917|XP_023164172.1|DHYD	LOC119647559|XP_037904480.1|HILL
OG0008395	LOC111598352|XP_023169327.2|DHYD	LOC119658707|XP_037922245.1|HILL
OG0008396	LOC111591888|XP_023159560.2|DHYD	LOC119659220|XP_037923123.1|HILL
OG0008397	LOC111598409|XP_023169416.2|DHYD	LOC119653462|XP_037914001.1|HILL
OG0008399	LOC111596769|XP_030079883.1|DHYD	LOC119654489|XP_037915840.1|HILL
OG0008400	LOC111599284|XP_023170650.2|DHYD	LOC119659902|XP_037924155.1|HILL
OG0008401	LOC111602471|XP_023175300.1|DHYD	LOC119646477|XP_037902859.1|HILL
OG0008402	LOC111601541|XP_023173944.1|DHYD	LOC119658664|XP_037922146.1|HILL
OG0008403	LOC111601848|XP_023174451.1|DHYD	LOC119655441|XP_037917263.1|HILL
OG0008404	LOC111603592|XP_023177016.1|DHYD	LOC119659299|XP_037923240.1|HILL
OG0008405	LOC111593372|XP_023161895.1|DHYD	LOC119654757|XP_037916226.1|HILL
OG0008406	LOC111605144|XP_023179292.1|DHYD	LOC119651075|XP_037910344.1|HILL
OG0008407	LOC111596428|XP_023166409.2|DHYD	LOC119659976|XP_037924270.1|HILL
OG0008409	LOC111592298|XP_030079894.1|DHYD	LOC119660967|XP_037925951.1|HILL
OG0008410	LOC111604204|XP_023177929.2|DHYD	LOC119647490|XP_037904377.1|HILL, LOC119647491|XP_037904378.1|HILL
OG0008411	LOC111604936|XP_023178974.2|DHYD	LOC119659741|XP_037923931.1|HILL
OG0008412	LOC111593446|XP_023161967.2|DHYD	LOC119649391|XP_037907444.1|HILL
OG0008413	LOC111604472|XP_023178321.2|DHYD	LOC119647423|XP_037904248.1|HILL
OG0008414	LOC111605142|XP_023179290.1|DHYD	LOC119654340|XP_037915608.1|HILL
OG0008415	LOC111603103|XP_023176332.2|DHYD	LOC119658392|XP_037921707.1|HILL
OG0008417	LOC111595348|XP_023164831.2|DHYD	LOC119654935|XP_037916515.1|HILL
OG0008418	LOC111601838|XP_030079395.1|DHYD	LOC119654193|XP_037915316.1|HILL
OG0008419	LOC111593435|XP_023161950.2|DHYD	LOC119655546|XP_037917389.1|HILL
OG0008420	LOC111604871|XP_023178879.2|DHYD	LOC119655458|XP_037917287.1|HILL
OG0008421	LOC111592369|XP_023160302.2|DHYD	LOC119654170|XP_037915270.1|HILL
OG0008422	LOC111592994|XP_023161265.1|DHYD	LOC119654194|XP_037915318.1|HILL
OG0008423	LOC111594058|XP_023162950.1|DHYD	LOC119654987|XP_037916579.1|HILL
OG0008424	LOC111605079|XP_030079701.1|DHYD	LOC119659658|XP_037923796.1|HILL
OG0008425	LOC111598619|XP_023169721.2|DHYD	LOC119659896|XP_037924148.1|HILL
OG0008426	LOC111595429|XP_023164920.2|DHYD	LOC119654067|XP_037915158.1|HILL
OG0008427	LOC111602038|XP_030079528.1|DHYD	LOC119654509|XP_037915874.1|HILL
OG0008428	LOC111592084|XP_023159875.2|DHYD	LOC119656163|XP_037918434.1|HILL
OG0008429	LOC111601419|XP_023173763.1|DHYD	LOC119658929|XP_037922685.1|HILL
OG0008430	LOC111602059|XP_023174740.1|DHYD	LOC119653906|XP_037914971.1|HILL
OG0008431	LOC111600094|XP_023171802.2|DHYD	LOC119656132|XP_037918392.1|HILL
OG0008432	LOC111593239|XP_030081694.1|DHYD	LOC119654296|XP_037915529.1|HILL
OG0008433	LOC111604294|XP_023178089.2|DHYD	LOC119649810|XP_037908068.1|HILL
OG0008434	LOC111602004|XP_023174660.2|DHYD	LOC119655234|XP_037916943.1|HILL
OG0008435	LOC111592671|XP_023160803.1|DHYD	LOC119655831|XP_037917867.1|HILL
OG0008436	LOC111600691|XP_023172713.1|DHYD	LOC119656057|XP_037918258.1|HILL
OG0008438	LOC111595662|XP_023165256.2|DHYD	LOC119660408|XP_037924872.1|HILL
OG0008440	LOC111604845|XP_023178844.1|DHYD	LOC119655943|XP_037918060.1|HILL
OG0008442	LOC111594309|XP_023168673.2|DHYD	LOC119653907|XP_037914972.1|HILL
OG0008444	LOC111597447|XP_023167937.2|DHYD	LOC119647406|XP_037904210.1|HILL
OG0008445	LOC111592984|XP_023161249.1|DHYD	LOC119651387|XP_037910893.1|HILL
OG0008446	LOC111598272|XP_030080140.1|DHYD	LOC119649052|XP_037906963.1|HILL
OG0008447	LOC111596466|XP_023166486.1|DHYD	LOC119656499|XP_037918765.1|HILL
OG0008448	LOC111598861|XP_023170073.2|DHYD	LOC119656739|XP_037919214.1|HILL
OG0008449	LOC111595956|XP_023165696.2|DHYD	LOC119658307|XP_037921542.1|HILL, LOC119656997|XP_037919663.1|HILL
OG0008450	LOC111598653|XP_023169769.1|DHYD	LOC119656990|XP_037919653.1|HILL
OG0008451	LOC111596700|XP_023166786.1|DHYD	LOC119658424|XP_037922133.1|HILL
OG0008452	LOC111599118|XP_023170447.1|DHYD	LOC119657292|XP_037920066.1|HILL
OG0008453	LOC111599907|XP_023171499.1|DHYD	LOC119661580|XP_037926907.1|HILL
OG0008454	LOC111604052|XP_023177679.2|DHYD	LOC119654526|XP_037915894.1|HILL, LOC119648624|XP_037906322.1|HILL
OG0008455	LOC111596027|XP_023165823.2|DHYD	LOC119647675|XP_037904680.1|HILL
OG0008456	LOC111596438|XP_023166428.1|DHYD	LOC119660776|XP_037925480.1|HILL
OG0008457	LOC111593334|XP_023161813.2|DHYD	LOC119658986|XP_037922796.1|HILL
