Orthogroup	DALB.longest_only	DERE.longest_only
OG0009296	LOC117576212|XP_034116708.1|DALB	LOC6554530|XP_001981729.1|DERE
OG0009297	LOC117576210|XP_034116706.1|DALB	LOC6554527|XP_001981726.1|DERE
OG0009298	LOC117576220|XP_034116720.1|DALB	LOC6553981|XP_001980438.2|DERE
OG0009299	LOC117575861|XP_034116173.1|DALB	LOC6553946|XP_001979472.1|DERE
OG0009300	LOC117575186|XP_034115187.1|DALB	LOC6553945|XP_015010322.1|DERE
OG0009301	LOC117576692|XP_034117579.1|DALB	LOC6554703|XP_001981781.2|DERE, LOC113563734|XP_026831688.1|DERE
OG0009302	LOC117574493|XP_034114221.1|DALB	LOC6553226|XP_001979220.2|DERE
OG0009303	LOC117575245|XP_034115268.1|DALB	LOC6552224|XP_001979745.1|DERE
OG0009304	LOC117576293|XP_034116834.1|DALB	LOC6553845|XP_001979477.1|DERE
OG0009305	LOC117574916|XP_034114854.1|DALB	LOC6553350|XP_001980180.2|DERE
OG0009306	LOC117576188|XP_034116673.1|DALB	LOC6551671|XP_026838801.1|DERE
OG0009307	LOC117573760|XP_034113042.1|DALB	LOC6551902|XP_001980617.1|DERE
OG0009308	LOC117575706|XP_034115927.1|DALB	LOC6553079|XP_001979074.1|DERE
OG0009309	LOC117576286|XP_034116824.1|DALB	LOC6553236|XP_026831693.1|DERE
OG0009310	LOC117574524|XP_034114277.1|DALB	LOC6552002|XP_001979701.1|DERE
OG0009311	LOC117576199|XP_034116682.1|DALB	LOC6554066|XP_026835293.1|DERE
OG0009312	LOC117574310|XP_034114010.1|DALB	LOC6553594|XP_001980178.1|DERE
OG0009313	LOC117573828|XP_034113147.1|DALB, LOC117575888|XP_034116220.1|DALB	LOC6553589|XP_015010147.1|DERE
OG0009314	LOC117575373|XP_034115435.1|DALB	LOC6553273|XP_001980132.1|DERE
OG0009315	LOC117575303|XP_034115346.1|DALB	LOC6552417|XP_026832755.1|DERE
OG0009316	LOC117574049|XP_034113541.1|DALB	LOC6552597|XP_001980926.1|DERE
OG0009317	LOC117576261|XP_034116792.1|DALB	LOC6554581|XP_001981537.1|DERE
OG0009318	LOC117575803|XP_034116080.1|DALB	LOC6553544|XP_001979327.1|DERE
OG0009319	LOC117573431|XP_034112536.1|DALB	LOC6552971|XP_001980112.1|DERE
OG0009320	LOC117575299|XP_034115340.1|DALB	LOC6554453|XP_001981712.1|DERE
OG0009321	LOC117575185|XP_034115186.1|DALB	LOC6554461|XP_026831883.1|DERE
OG0009322	LOC117574959|XP_034114911.1|DALB	LOC6552886|XP_001979986.1|DERE
OG0009323	LOC117575411|XP_034115482.1|DALB	LOC6553117|XP_001979082.1|DERE
OG0009324	LOC117576332|XP_034116895.1|DALB	LOC6553573|XP_015009615.2|DERE
OG0009325	LOC117575702|XP_034115913.1|DALB	LOC6552507|XP_001979815.2|DERE
OG0009326	LOC117576150|XP_034116609.1|DALB	LOC6552142|XP_026838881.1|DERE
OG0009327	LOC117574229|XP_034113829.1|DALB	LOC6554189|XP_001981265.1|DERE
OG0009328	LOC117574813|XP_034114671.1|DALB	LOC6554430|XP_026839617.1|DERE
OG0009329	LOC117574777|XP_034114617.1|DALB	LOC6555375|XP_001982088.1|DERE
OG0009330	LOC117574016|XP_034113495.1|DALB	LOC6553503|XP_001980230.1|DERE
OG0009331	LOC117576718|XP_034117629.1|DALB	LOC6553881|XP_001979592.1|DERE
OG0009332	LOC117576642|XP_034117462.1|DALB	LOC6552578|XP_001980329.1|DERE
OG0009333	LOC117576731|XP_034117644.1|DALB	LOC6552941|XP_001981018.1|DERE
OG0009334	LOC117576343|XP_034116909.1|DALB	LOC6555125|XP_001981144.1|DERE
OG0009335	LOC117574817|XP_034114676.1|DALB	LOC6552908|XP_001980971.1|DERE
OG0009336	LOC117574226|XP_034113825.1|DALB, LOC117574225|XP_034113824.1|DALB	LOC6554721|XP_026839744.1|DERE
OG0009337	LOC117572633|XP_034111491.1|DALB	LOC6551271|XP_001978386.3|DERE
OG0009338	LOC117576435|XP_034117077.1|DALB	LOC6552085|XP_001978796.1|DERE
OG0009339	LOC117573405|XP_034112498.1|DALB	LOC6552071|XP_001978791.1|DERE
OG0009340	LOC117574466|XP_034114193.1|DALB	LOC6553477|XP_001980271.1|DERE
OG0009341	LOC117576621|XP_034117429.1|DALB	LOC6553775|XP_001979442.1|DERE
OG0009342	LOC117574688|XP_034114484.1|DALB	LOC6553642|XP_001980373.1|DERE
OG0009343	LOC117575739|XP_034115979.1|DALB	LOC6553641|XP_001980372.1|DERE
OG0009344	LOC117575465|XP_034115570.1|DALB	LOC6554392|XP_001982364.3|DERE
OG0009345	LOC117575988|XP_034116375.1|DALB	LOC6554513|XP_001981527.1|DERE
OG0009346	LOC117575906|XP_034116241.1|DALB	LOC6554636|XP_001981551.1|DERE
OG0009347	LOC117573499|XP_034112617.1|DALB	LOC6555404|XP_001981654.1|DERE
OG0009348	LOC117574400|XP_034114130.1|DALB	LOC26526538|XP_015009386.1|DERE
OG0009350	LOC117574257|XP_034113879.1|DALB	LOC6555150|XP_026839470.1|DERE
OG0009351	LOC117576072|XP_034116500.1|DALB	LOC6555155|XP_026838842.1|DERE
OG0009352	LOC117575945|XP_034116297.1|DALB	LOC6552947|XP_001979035.1|DERE
OG0009353	LOC117574864|XP_034114772.1|DALB	LOC6555214|XP_026836260.1|DERE
OG0009354	LOC117564874|XP_034099714.1|DALB	LOC6542966|XP_001969965.1|DERE
OG0009355	LOC117563449|XP_034097678.1|DALB	LOC6542467|XP_001969719.1|DERE
OG0009356	LOC117578382|XP_034119706.1|DALB	LOC6541420|XP_026835175.1|DERE
OG0009357	LOC117565942|XP_034101220.1|DALB	LOC6542700|XP_001969792.1|DERE
OG0009358	LOC117564827|XP_034099641.1|DALB	LOC6541086|XP_001968590.1|DERE
OG0009359	LOC117564825|XP_034099640.1|DALB	LOC6540911|XP_001968589.3|DERE
OG0009360	LOC117565298|XP_034100223.1|DALB	LOC6543467|XP_015014679.1|DERE
OG0009361	LOC117565131|XP_034099991.1|DALB	LOC6543526|XP_001970283.1|DERE
OG0009362	LOC117565146|XP_034100015.1|DALB	LOC6543432|XP_026834435.1|DERE
OG0009363	LOC117566131|XP_034101503.1|DALB	LOC26526483|XP_015015519.1|DERE
OG0009364	LOC117564775|XP_034099565.1|DALB	LOC6542671|XP_001968409.1|DERE
OG0009365	LOC117564673|XP_034099428.1|DALB	LOC6543367|XP_015015119.1|DERE, LOC113563701|XP_026835619.1|DERE
OG0009366	LOC117563212|XP_034097294.1|DALB	LOC6555992|XP_026834773.1|DERE, LOC113564066|XP_026834317.1|DERE, LOC113564064|XP_026834314.1|DERE
OG0009367	LOC117571983|XP_034110384.1|DALB	LOC6541586|XP_001969754.1|DERE
OG0009368	LOC117565905|XP_034101150.1|DALB	LOC26526825|XP_015015565.1|DERE
OG0009369	LOC117563533|XP_034097804.1|DALB	LOC6540953|XP_001968143.1|DERE
OG0009370	LOC117565162|XP_034100037.1|DALB	LOC6548760|XP_001974090.1|DERE
OG0009371	LOC117565161|XP_034100036.1|DALB	LOC6548761|XP_001974091.1|DERE, LOC6548767|XP_026836773.1|DERE, LOC113564327|XP_026836774.1|DERE
OG0009372	LOC117564176|XP_034098735.1|DALB	LOC6543121|XP_001968148.1|DERE
OG0009373	LOC117564557|XP_034099281.1|DALB	LOC6549191|XP_001974410.1|DERE
OG0009374	LOC117566240|XP_034101677.1|DALB	LOC26525973|XP_015012718.1|DERE
OG0009376	LOC117564440|XP_034099069.1|DALB	LOC6542417|XP_001968519.2|DERE
OG0009377	LOC117564671|XP_034099425.1|DALB	LOC6543137|XP_001969026.1|DERE
OG0009378	LOC117565359|XP_034100311.1|DALB	LOC6542865|XP_001969321.1|DERE
OG0009379	LOC117563413|XP_034097638.1|DALB	LOC6540748|XP_001968841.1|DERE
OG0009380	LOC117564473|XP_034099165.1|DALB	LOC6542075|XP_001969412.1|DERE
OG0009381	LOC117565366|XP_034100322.1|DALB	LOC6543142|XP_026834481.1|DERE
OG0009382	LOC117565722|XP_034100862.1|DALB	LOC6542415|XP_001970111.1|DERE
OG0009383	LOC117564512|XP_034099223.1|DALB	LOC6541373|XP_001970009.1|DERE
OG0009384	LOC117563672|XP_034097988.1|DALB	LOC6543440|XP_001969532.1|DERE
OG0009385	LOC117564427|XP_034099052.1|DALB	LOC6543497|XP_001969537.1|DERE
OG0009386	LOC117565749|XP_034100888.1|DALB	LOC6540750|XP_001969566.1|DERE
OG0009387	LOC117566572|XP_034102005.1|DALB	LOC6547239|XP_001974756.2|DERE
OG0009388	LOC117570628|XP_034108286.1|DALB	LOC6547234|XP_001974752.1|DERE
OG0009390	LOC117567171|XP_034102877.1|DALB	LOC6547602|XP_026835767.1|DERE
OG0009391	LOC117565019|XP_034099854.1|DALB	LOC6542945|XP_001968432.1|DERE
OG0009392	LOC117569325|XP_034106343.1|DALB	LOC6541437|XP_001970688.1|DERE
OG0009393	LOC117569737|XP_034106906.1|DALB	LOC6552344|XP_001978879.1|DERE
OG0009394	LOC117571488|XP_034109547.1|DALB	LOC6549058|XP_001975580.1|DERE
OG0009395	LOC117566585|XP_034102018.1|DALB	LOC6547418|XP_001976281.1|DERE
OG0009396	LOC117571898|XP_034110258.1|DALB	LOC6547176|XP_001976093.1|DERE
OG0009397	LOC117569039|XP_034105929.1|DALB	LOC6547929|XP_001975036.1|DERE
OG0009398	LOC117569456|XP_034106512.1|DALB	LOC6547764|XP_001976386.1|DERE
OG0009399	LOC117572443|XP_034111164.1|DALB	LOC6547252|XP_001976138.1|DERE
OG0009400	LOC117570409|XP_034107925.1|DALB	LOC6540870|XP_001970380.1|DERE
OG0009401	LOC117565229|XP_034100126.1|DALB	LOC6541939|XP_001969862.1|DERE
OG0009402	LOC117575003|XP_034114970.1|DALB	LOC6551983|XP_026837614.1|DERE
OG0009403	LOC117570112|XP_034107465.1|DALB	LOC6548659|XP_001975381.1|DERE
OG0009404	LOC117570065|XP_034107391.1|DALB	LOC6541379|XP_001970699.1|DERE
OG0009405	LOC117567715|XP_034103766.1|DALB	LOC6540862|XP_001970376.1|DERE
OG0009406	LOC117566628|XP_034102060.1|DALB	LOC6542386|XP_001969202.1|DERE
OG0009407	LOC117570754|XP_034108468.1|DALB	LOC6540717|XP_001970315.1|DERE
OG0009408	LOC117570444|XP_034107992.1|DALB	LOC6548614|XP_026835763.1|DERE
OG0009409	LOC117569123|XP_034106035.1|DALB	LOC6546816|XP_001975926.1|DERE
OG0009410	LOC117570465|XP_034108018.1|DALB	LOC6547146|XP_001976121.1|DERE
OG0009411	LOC117567022|XP_034102600.1|DALB	LOC6546630|XP_015012493.1|DERE
OG0009412	LOC117570307|XP_034107725.1|DALB	LOC6548809|XP_026836407.1|DERE
OG0009413	LOC117568927|XP_034105729.1|DALB	LOC6541391|XP_001970679.1|DERE
OG0009414	LOC117571035|XP_034108888.1|DALB	LOC6541800|XP_001970675.1|DERE
OG0009415	LOC117566671|XP_034102108.1|DALB	LOC6543044|XP_001970650.1|DERE
OG0009416	LOC117569264|XP_034106255.1|DALB	LOC6546653|XP_001974496.1|DERE
OG0009417	LOC117569817|XP_034107029.1|DALB	LOC26526719|XP_015012843.1|DERE
OG0009418	LOC117570414|XP_034107931.1|DALB, LOC117570746|XP_034108458.1|DALB	LOC6546651|XP_001974494.1|DERE
OG0009419	LOC117571961|XP_034110352.1|DALB	LOC6549321|XP_001974492.1|DERE
OG0009420	LOC117571965|XP_034110356.1|DALB	LOC6549320|XP_015012096.1|DERE
OG0009421	LOC117569915|XP_034107149.1|DALB	LOC6548273|XP_001975255.1|DERE
OG0009422	LOC117567962|XP_034104156.1|DALB	LOC6549516|XP_026836405.1|DERE
OG0009423	LOC117568698|XP_034105401.1|DALB	LOC26526822|XP_015012863.1|DERE
OG0009424	LOC117570796|XP_034108542.1|DALB	LOC6548202|XP_001975085.1|DERE
OG0009425	LOC117571142|XP_034109035.1|DALB	LOC6543174|XP_026834576.1|DERE
OG0009426	LOC117568410|XP_034104942.1|DALB	LOC6549162|XP_001975722.1|DERE
OG0009427	LOC117572295|XP_034110897.1|DALB	LOC6547299|XP_001974725.2|DERE
OG0009428	LOC117566784|XP_034102218.1|DALB	LOC6547413|XP_001974829.1|DERE
OG0009429	LOC117566729|XP_034102163.1|DALB	LOC6547589|XP_001974904.2|DERE
OG0009430	LOC117568451|XP_034105016.1|DALB	LOC6548236|XP_001975268.1|DERE
OG0009431	LOC117569111|XP_034106020.1|DALB	LOC6548014|XP_001976477.2|DERE
OG0009432	LOC117569530|XP_034106624.1|DALB	LOC6548223|XP_026836602.1|DERE
OG0009433	LOC117572497|XP_034111239.1|DALB	LOC6548246|XP_001975195.1|DERE
OG0009434	LOC117572493|XP_034111234.1|DALB	LOC6548251|XP_001975200.1|DERE
OG0009435	LOC117572494|XP_034111235.1|DALB	LOC6548250|XP_001975199.1|DERE
OG0009436	LOC117571467|XP_034109511.1|DALB	LOC6549543|XP_001975749.1|DERE
OG0009437	LOC117570151|XP_034107507.1|DALB	LOC6542758|XP_015015034.1|DERE
OG0009438	LOC117569572|XP_034106687.1|DALB	LOC6541089|XP_001970485.1|DERE
OG0009439	LOC117569819|XP_034107032.1|DALB	LOC6541543|XP_001970494.1|DERE
OG0009440	LOC117567200|XP_034102919.1|DALB	LOC6547991|XP_001976493.1|DERE
OG0009441	LOC117570034|XP_034107351.1|DALB	LOC6551218|XP_026837776.1|DERE
OG0009442	LOC117563345|XP_034097519.1|DALB	LOC6550663|XP_001978071.1|DERE
OG0009443	LOC117569157|XP_034106112.1|DALB	LOC6547798|XP_001976415.1|DERE
OG0009444	LOC117567297|XP_034103070.1|DALB	LOC6550005|XP_026838206.1|DERE
OG0009445	LOC117577979|XP_034118956.1|DALB	LOC6551165|XP_026838725.1|DERE
OG0009446	LOC117565501|XP_034100517.1|DALB	LOC6551113|XP_026838405.1|DERE
OG0009449	LOC117578243|XP_034119553.1|DALB	LOC6549821|XP_001977344.2|DERE
OG0009450	LOC117577635|XP_034118394.1|DALB	LOC6550684|XP_001976762.1|DERE
OG0009451	LOC117565178|XP_034100067.1|DALB, LOC117564535|XP_034099248.1|DALB	LOC6542919|XP_001968849.1|DERE
OG0009452	LOC117571194|XP_034109130.1|DALB	LOC6550934|XP_001976972.1|DERE
OG0009453	LOC117573397|XP_034112491.1|DALB, LOC117573396|XP_034112490.1|DALB	LOC6555135|XP_001982250.1|DERE
OG0009454	LOC117566509|XP_034101941.1|DALB, LOC117566508|XP_034101940.1|DALB, LOC117566507|XP_034101939.1|DALB	LOC6546001|XP_001972813.2|DERE
OG0009455	LOC117578270|XP_034119584.1|DALB	LOC6550918|XP_001976885.1|DERE
OG0009456	LOC117578178|XP_034119368.1|DALB	LOC6551341|XP_001978417.1|DERE
OG0009457	LOC117578038|XP_034119046.1|DALB	LOC6550972|XP_001976849.1|DERE
OG0009458	LOC117576676|XP_034117565.1|DALB	LOC6555727|XP_001982422.2|DERE
OG0009459	LOC117568200|XP_034104557.1|DALB	LOC6543857|XP_026832191.1|DERE
OG0009460	LOC117571395|XP_034109407.1|DALB	LOC6546039|XP_026832641.1|DERE
OG0009461	LOC117568977|XP_034105828.1|DALB	LOC6545931|XP_001971731.1|DERE
OG0009462	LOC117569386|XP_034106407.1|DALB	LOC6545913|XP_001971137.1|DERE
OG0009463	LOC117571778|XP_034110027.1|DALB	LOC6543936|XP_001973026.1|DERE
OG0009464	LOC117568612|XP_034105264.1|DALB	LOC6543666|XP_001972964.1|DERE
OG0009465	LOC117571124|XP_034109017.1|DALB	LOC6543650|XP_001972950.3|DERE
OG0009466	LOC117568695|XP_034105395.1|DALB	LOC6544122|XP_001971416.1|DERE
OG0009467	LOC117568812|XP_034105564.1|DALB	LOC6544002|XP_001971894.1|DERE
OG0009468	LOC117570076|XP_034107406.1|DALB	LOC6546135|XP_026833185.1|DERE
OG0009469	LOC117570159|XP_034107518.1|DALB	LOC6545303|XP_001972061.2|DERE
OG0009470	LOC117569827|XP_034107043.1|DALB	LOC6545075|XP_001972109.1|DERE
OG0009471	LOC117565433|XP_034100411.1|DALB	LOC6542434|XP_001969462.2|DERE
OG0009472	LOC117570611|XP_034108260.1|DALB	LOC6546498|XP_026832708.1|DERE
OG0009473	LOC117568416|XP_034104952.1|DALB	LOC6543729|XP_026833129.1|DERE
OG0009474	LOC117567044|XP_034102646.1|DALB	LOC6545537|XP_001971102.1|DERE
OG0009475	LOC117571204|XP_034109139.1|DALB	LOC26526631|XP_015014315.1|DERE
OG0009476	LOC117570789|XP_034108528.1|DALB	LOC26526580|XP_015014303.1|DERE
OG0009477	LOC117570719|XP_034108421.1|DALB	LOC6544968|XP_001973235.1|DERE
OG0009478	LOC117571298|XP_034109259.1|DALB	LOC6544742|XP_001973204.1|DERE
OG0009480	LOC117570497|XP_034108082.1|DALB	LOC6544157|XP_001971383.1|DERE
OG0009481	LOC117571092|XP_034108967.1|DALB	LOC6544083|XP_001971940.1|DERE
OG0009482	LOC117567802|XP_034103926.1|DALB	LOC6545353|XP_026832382.1|DERE
OG0009483	LOC117566516|XP_034101948.1|DALB	LOC6545351|XP_001973291.1|DERE
OG0009484	LOC117576288|XP_034116831.1|DALB	LOC6553359|XP_001980188.1|DERE
OG0009485	LOC117572615|XP_034111458.1|DALB	LOC6545728|XP_001971124.1|DERE
OG0009486	LOC117572616|XP_034111459.1|DALB	LOC6545727|XP_001971123.1|DERE
OG0009487	LOC117570086|XP_034107422.1|DALB	LOC6545888|XP_001973430.1|DERE
OG0009488	LOC117569540|XP_034106634.1|DALB	LOC6543962|XP_001972768.1|DERE
OG0009489	LOC117568474|XP_034105050.1|DALB	LOC6556194|XP_001983034.2|DERE, LOC6546351|XP_001972898.2|DERE
OG0009490	LOC117566356|XP_034101734.1|DALB	LOC6549164|XP_001975724.1|DERE
OG0009491	LOC117571460|XP_034109502.1|DALB	LOC6543886|XP_001973645.1|DERE
OG0009492	LOC117570196|XP_034107574.1|DALB	LOC6544236|XP_001973752.1|DERE
OG0009493	LOC117567874|XP_034104033.1|DALB	LOC6544195|XP_026832936.1|DERE
OG0009494	LOC117567878|XP_034104037.1|DALB	LOC6544142|XP_001973736.1|DERE
OG0009495	LOC117568533|XP_034105138.1|DALB	LOC6545985|XP_015012952.1|DERE
OG0009496	LOC117570579|XP_034108212.1|DALB	LOC6543932|XP_026832891.1|DERE
OG0009497	LOC117575072|XP_034115054.1|DALB	LOC6552565|XP_001979903.1|DERE
OG0009498	LOC117568643|XP_034105327.1|DALB	LOC6546295|XP_026832915.1|DERE
OG0009499	LOC117567564|XP_034103515.1|DALB	LOC6546060|XP_026833378.1|DERE
OG0009500	LOC117571809|XP_034110071.1|DALB	LOC6546121|XP_001973538.1|DERE
OG0009501	LOC117568310|XP_034104751.1|DALB	LOC6544317|XP_001973079.1|DERE
OG0009502	LOC117573539|XP_034112707.1|DALB	LOC6553046|XP_015010172.1|DERE
OG0009503	LOC117565487|XP_034100480.1|DALB	LOC6540693|XP_015015097.1|DERE
OG0009504	LOC117573799|XP_034113098.1|DALB	LOC6556130|XP_026836364.1|DERE, LOC6556131|XP_026836391.1|DERE
OG0009505	LOC117565184|XP_034100077.1|DALB	LOC6543233|XP_001970160.1|DERE
OG0009506	LOC117569295|XP_034106293.1|DALB	LOC6544780|XP_001971600.2|DERE
OG0009507	LOC117570107|XP_034107455.1|DALB	LOC6545064|XP_001971042.1|DERE
OG0009508	LOC117564173|XP_034098732.1|DALB	LOC6542387|XP_001968469.2|DERE
OG0009509	LOC117567336|XP_034103146.1|DALB	LOC6548918|XP_001975346.1|DERE
OG0009510	LOC117564435|XP_034099066.1|DALB	LOC6550569|XP_001978122.1|DERE
OG0009511	LOC117573168|XP_034112032.1|DALB	LOC6551849|XP_001979646.2|DERE
OG0009513	LOC117567047|XP_034102655.1|DALB	LOC6550143|XP_001977540.2|DERE
OG0009514	LOC117571159|XP_034109064.1|DALB	LOC6548676|XP_026836017.1|DERE
OG0009516	LOC117563514|XP_034097782.1|DALB	LOC6549279|XP_001974421.2|DERE
OG0009517	LOC117566202|XP_034101619.1|DALB	LOC6541622|XP_001970165.1|DERE
OG0009518	LOC117568499|XP_034105081.1|DALB	LOC26526463|XP_015014283.1|DERE
OG0009519	LOC117571139|XP_034109031.1|DALB	LOC6545911|XP_026833882.1|DERE
OG0009520	LOC117571818|XP_034110080.1|DALB	LOC6555187|XP_001981623.2|DERE
OG0009521	LOC117570661|XP_034108339.1|DALB	LOC6546461|XP_001971333.1|DERE
OG0009522	LOC117569047|XP_034105938.1|DALB	LOC6547946|XP_001976464.3|DERE
OG0009523	LOC117570049|XP_034107367.1|DALB	LOC6548245|XP_001975194.1|DERE
OG0009524	LOC117570113|XP_034107467.1|DALB	LOC6548658|XP_001975380.1|DERE
OG0009525	LOC117569308|XP_034106312.1|DALB	LOC6547148|XP_001976123.1|DERE
OG0009526	LOC117566629|XP_034102061.1|DALB	LOC6547149|XP_001976124.1|DERE
OG0009527	LOC117566638|XP_034102070.1|DALB	LOC6547021|XP_001974663.1|DERE
OG0009528	LOC117571138|XP_034109030.1|DALB	LOC6548080|XP_001975171.1|DERE
OG0009529	LOC117567655|XP_034103657.1|DALB	LOC6548148|XP_001975222.1|DERE
OG0009530	LOC117570239|XP_034107633.1|DALB	LOC6549506|XP_001975728.1|DERE
OG0009531	LOC117567220|XP_034102939.1|DALB	LOC6547063|XP_001976021.2|DERE
OG0009532	LOC117566773|XP_034102207.1|DALB, LOC117566772|XP_034102206.1|DALB	LOC6547987|XP_001975133.2|DERE
OG0009533	LOC117570876|XP_034108660.1|DALB	LOC6547447|XP_001974860.1|DERE
OG0009534	LOC117571317|XP_034109286.1|DALB	LOC6547264|XP_001974871.1|DERE
OG0009535	LOC117571049|XP_034108908.1|DALB	LOC6547444|XP_001976380.1|DERE
OG0009536	LOC117575795|XP_034116062.1|DALB	LOC6553843|XP_001980482.2|DERE
OG0009537	LOC117574611|XP_034114386.1|DALB	LOC6552036|XP_001980681.2|DERE
OG0009538	LOC117573722|XP_034112982.1|DALB	LOC6554851|XP_015009113.1|DERE
OG0009539	LOC117575021|XP_034114990.1|DALB, LOC117574925|XP_034114866.1|DALB	LOC6553506|XP_026831645.1|DERE
OG0009540	LOC117575824|XP_034116119.1|DALB	LOC26526171|XP_015009368.1|DERE
OG0009541	LOC117574420|XP_034114148.1|DALB	LOC113563751|XP_026831866.1|DERE
OG0009542	LOC117575817|XP_034116103.1|DALB	LOC6555151|XP_001981162.2|DERE
OG0009560	LOC117577793|XP_034118610.1|DALB	LOC6550316|XP_001977904.1|DERE
OG0009562	LOC117565387|XP_034100357.1|DALB, LOC117563815|XP_034098239.1|DALB	LOC6548881|XP_001974123.1|DERE
OG0009563	LOC117569696|XP_034106846.1|DALB	LOC6545384|XP_001972591.2|DERE
OG0009564	LOC117576022|XP_034116424.1|DALB	LOC26526196|XP_026837563.1|DERE
OG0009565	LOC117569307|XP_034106310.1|DALB	LOC6545649|XP_026832920.1|DERE
OG0009567	LOC117575594|XP_034115751.1|DALB	LOC26526227|XP_015010458.2|DERE
OG0009569	LOC117569542|XP_034106642.1|DALB	LOC6550122|XP_001977703.2|DERE
OG0009570	LOC117575193|XP_034115197.1|DALB	LOC6553941|XP_001979467.1|DERE
OG0009571	LOC117574865|XP_034114773.1|DALB	LOC6551812|XP_001980581.1|DERE
OG0009572	LOC117576711|XP_034117624.1|DALB	LOC6551507|XP_001978578.1|DERE
OG0009573	LOC117567110|XP_034102792.1|DALB	LOC6551041|XP_001978308.1|DERE
OG0009574	LOC117578159|XP_034119323.1|DALB	LOC6551199|XP_026838173.1|DERE
OG0009575	LOC117569187|XP_034106147.1|DALB	LOC6547138|XP_001976113.1|DERE
OG0009576	LOC117573448|XP_034112560.1|DALB	LOC6552723|XP_001979052.1|DERE
OG0009578	LOC117563445|XP_034097673.1|DALB	LOC6549200|XP_026836474.1|DERE
OG0009579	LOC117568584|XP_034105212.1|DALB	LOC6549871|XP_001978652.1|DERE
OG0009580	LOC117566820|XP_034102274.1|DALB	LOC6541045|XP_001970356.1|DERE
OG0009581	LOC117564464|XP_034099142.1|DALB	LOC6542283|XP_001969020.1|DERE
OG0009582	LOC117570787|XP_034108520.1|DALB	LOC6544091|XP_026833646.1|DERE
OG0009583	LOC117570622|XP_034108287.1|DALB	LOC6549697|XP_001977439.1|DERE
OG0009584	LOC117576101|XP_034116553.1|DALB	LOC6550543|XP_001977975.1|DERE
OG0009585	LOC117575486|XP_034115611.1|DALB	LOC6555342|XP_001981867.2|DERE
OG0009586	LOC117572283|XP_034110880.1|DALB	LOC6544090|XP_001972995.1|DERE
OG0009587	LOC117571962|XP_034110353.1|DALB	LOC6547475|XP_001976271.1|DERE
OG0009588	LOC117575057|XP_034115029.1|DALB	LOC6555336|XP_001981861.1|DERE
OG0009589	LOC117572404|XP_034111075.1|DALB	LOC26527060|XP_015014387.1|DERE
OG0009590	LOC117569170|XP_034106128.1|DALB	LOC6543873|XP_001971508.1|DERE
OG0009591	LOC117576783|XP_034117726.1|DALB	LOC6552429|XP_001980885.1|DERE
OG0009592	LOC117574800|XP_034114655.1|DALB	LOC26526908|XP_015010538.1|DERE
OG0009593	LOC117576791|XP_034117738.1|DALB	LOC6554082|XP_001979520.1|DERE
OG0009594	LOC117574054|XP_034113557.1|DALB	LOC6554817|XP_001981798.1|DERE
OG0009595	LOC117575030|XP_034115000.1|DALB	LOC6553295|XP_001979188.1|DERE
OG0009596	LOC117576148|XP_034116606.1|DALB	LOC6553216|XP_001979218.1|DERE
OG0009597	LOC117574880|XP_034114802.1|DALB	LOC6553227|XP_001979221.1|DERE
OG0009598	LOC117574825|XP_034114686.1|DALB	LOC6553229|XP_001979223.2|DERE
OG0009599	LOC117576061|XP_034116486.1|DALB	LOC6551922|XP_001980620.1|DERE
OG0009600	LOC117576033|XP_034116444.1|DALB	LOC6553217|XP_001980142.1|DERE
OG0009601	LOC117573315|XP_034112314.1|DALB	LOC6554650|XP_001981974.1|DERE
OG0009602	LOC117573349|XP_034112366.1|DALB	LOC6554502|XP_001981736.2|DERE
OG0009603	LOC117574250|XP_034113870.1|DALB	LOC6552439|XP_026831643.1|DERE
OG0009604	LOC117574930|XP_034114873.1|DALB	LOC6550167|XP_001977605.1|DERE
OG0009605	LOC117574980|XP_034114938.1|DALB	LOC6554412|XP_001981708.1|DERE
OG0009606	LOC117576201|XP_034116685.1|DALB	LOC6554454|XP_001981713.1|DERE
OG0009607	LOC117576105|XP_034116554.1|DALB	LOC6554455|XP_001981714.1|DERE
OG0009608	LOC117573303|XP_034112299.1|DALB	LOC6554791|XP_001981988.1|DERE
OG0009610	LOC117576721|XP_034117632.1|DALB	LOC6554043|XP_001979528.1|DERE
OG0009611	LOC117573345|XP_034112359.1|DALB	LOC6554044|XP_001979529.2|DERE
OG0009612	LOC117576906|XP_034117934.1|DALB	LOC6553507|XP_001979353.1|DERE
OG0009613	LOC117565454|XP_034100444.1|DALB	LOC6547474|XP_001976270.1|DERE
OG0009614	LOC117576677|XP_034117562.1|DALB	LOC6552609|XP_001979889.1|DERE
OG0009617	LOC117575875|XP_034116196.1|DALB	LOC6551840|XP_026832050.1|DERE
OG0009619	LOC117574434|XP_034114163.1|DALB	LOC6555193|XP_001982289.1|DERE
OG0009620	LOC117576812|XP_034117772.1|DALB	LOC6552907|XP_001980990.1|DERE
OG0009621	LOC117576825|XP_034117788.1|DALB	LOC6552919|XP_001980992.1|DERE
OG0009622	LOC117574737|XP_034114561.1|DALB	LOC6554086|XP_001979598.1|DERE
OG0009624	LOC117576380|XP_034116969.1|DALB	LOC6555024|XP_026836111.1|DERE
