Orthogroup	DALB.longest_only	AEAL.longest_only
OG0006275	LOC117570983|XP_034108824.1|DALB	LOC109406862|XP_029710533.1|AEAL, LOC115259485|XP_029715946.1|AEAL
OG0006276	LOC117569371|XP_034106393.1|DALB	LOC109406867|XP_019535414.2|AEAL
OG0006277	LOC117569166|XP_034106122.1|DALB	LOC109401875|XP_019530016.2|AEAL
OG0006278	LOC117570672|XP_034108364.1|DALB	LOC109401855|XP_019530003.2|AEAL
OG0006280	LOC117578186|XP_034119390.1|DALB	LOC109401892|XP_029729175.1|AEAL
OG0006281	LOC117578187|XP_034119395.1|DALB	LOC109401893|XP_019530048.2|AEAL, LOC115266759|XP_029729177.1|AEAL
OG0006282	LOC117566976|XP_034102532.1|DALB	LOC109401882|XP_019530030.2|AEAL
OG0006283	LOC117575175|XP_034115177.1|DALB	LOC109401912|XP_019530072.2|AEAL
OG0006284	LOC117567811|XP_034103937.1|DALB	LOC109401844|XP_019529998.1|AEAL
OG0006285	LOC117576110|XP_034116559.1|DALB	LOC109414679|XP_019544054.2|AEAL
OG0006286	LOC117575841|XP_034116141.1|DALB	LOC109401872|XP_019530013.2|AEAL
OG0006287	LOC117570249|XP_034107653.1|DALB	LOC109401896|XP_029709681.1|AEAL, LOC115255743|XP_029709725.1|AEAL
OG0006288	LOC117576107|XP_034116556.1|DALB	LOC109401897|XP_019530052.2|AEAL
OG0006289	LOC117574716|XP_034114529.1|DALB	LOC109404703|XP_019533172.2|AEAL
OG0006290	LOC117577952|XP_034118880.1|DALB	LOC109404691|XP_029733267.1|AEAL, LOC109410338|XP_019539429.1|AEAL
OG0006291	LOC117563325|XP_034097479.1|DALB	LOC109410343|XP_019539437.2|AEAL
OG0006292	LOC117570189|XP_034107569.1|DALB	LOC109422047|XP_029711770.1|AEAL
OG0006293	LOC117572753|XP_034111728.1|DALB	LOC109422054|XP_019552233.2|AEAL
OG0006294	LOC117563954|XP_034098422.1|DALB	LOC109422061|XP_029711420.1|AEAL
OG0006295	LOC117568564|XP_034105222.1|DALB	LOC109422080|XP_029710685.1|AEAL, LOC115254276|XP_029707521.1|AEAL
OG0006296	LOC117567209|XP_034102932.1|DALB	LOC115271116|XP_029736461.1|AEAL, LOC109422082|XP_019552262.2|AEAL
OG0006297	LOC117576310|XP_034116859.1|DALB	LOC109422128|XP_029711151.1|AEAL, LOC115255750|XP_029709729.1|AEAL
OG0006298	LOC117563992|XP_034098475.1|DALB	LOC109422129|XP_019552306.2|AEAL, LOC115257308|XP_029712632.1|AEAL
OG0006299	LOC117566867|XP_034102360.1|DALB, LOC117574245|XP_034113868.1|DALB	LOC109422130|XP_019552308.2|AEAL
OG0006300	LOC117578148|XP_034119256.1|DALB	LOC109422132|XP_019552315.2|AEAL
OG0006301	LOC117577971|XP_034118943.1|DALB	LOC115261795|XP_029719542.1|AEAL
OG0006302	LOC117567325|XP_034103127.1|DALB	LOC109432609|XP_029733311.1|AEAL, LOC109397197|XP_029733363.1|AEAL
OG0006304	LOC117573386|XP_034112474.1|DALB	LOC115256581|XP_029711217.1|AEAL, LOC109422030|XP_019552214.2|AEAL
OG0006305	LOC117573393|XP_034112484.1|DALB	LOC109422026|XP_019552212.1|AEAL
OG0006306	LOC117573072|XP_034111840.1|DALB	LOC109422023|XP_029711683.1|AEAL
OG0006307	LOC117576377|XP_034116966.1|DALB	LOC115264842|XP_029724725.1|AEAL, LOC115256496|XP_029711019.1|AEAL, LOC109422020|XP_029711676.1|AEAL
OG0006308	LOC117567289|XP_034103055.1|DALB	LOC115256527|XP_029711073.1|AEAL, LOC109422012|XP_019552198.1|AEAL, LOC115256568|XP_029711184.1|AEAL
OG0006309	LOC117565347|XP_034100297.1|DALB	LOC109421998|XP_029710647.1|AEAL, LOC109424095|XP_029710582.1|AEAL
OG0006310	LOC117576500|XP_034117170.1|DALB	LOC109421992|XP_029711167.1|AEAL, LOC115256710|XP_029711488.1|AEAL
OG0006311	LOC117565709|XP_034100848.1|DALB	LOC109421984|XP_019552162.2|AEAL
OG0006312	LOC117577571|XP_034118298.1|DALB	LOC109421983|XP_019552161.2|AEAL, LOC109421982|XP_019552160.2|AEAL
OG0006313	LOC117577768|XP_034118570.1|DALB	LOC109407377|XP_029710683.1|AEAL, LOC109421981|XP_029710574.1|AEAL
OG0006314	LOC117578145|XP_034119302.1|DALB	LOC115263570|XP_029722671.1|AEAL, LOC109416226|XP_029710917.1|AEAL, LOC109424609|XP_029722668.1|AEAL
OG0006315	LOC117574607|XP_034114384.1|DALB	LOC109427437|XP_029710575.1|AEAL
OG0006316	LOC117572526|XP_034111276.1|DALB	LOC109427405|XP_019558492.2|AEAL, LOC109410123|XP_019539197.2|AEAL
OG0006317	LOC117577593|XP_034118331.1|DALB	LOC109427402|XP_029709734.1|AEAL, LOC109410121|XP_029710733.1|AEAL
OG0006318	LOC117563756|XP_034098140.1|DALB	LOC109402075|XP_019530223.2|AEAL, LOC109427373|XP_029711376.1|AEAL
OG0006319	LOC117569210|XP_034106173.1|DALB	LOC109402081|XP_019558454.2|AEAL
OG0006320	LOC117577852|XP_034118686.1|DALB	LOC109402049|XP_029711835.1|AEAL, LOC109406343|XP_029733184.1|AEAL
OG0006321	LOC117577620|XP_034118365.1|DALB	LOC109416551|XP_019546177.2|AEAL
OG0006322	LOC117578244|XP_034119554.1|DALB	LOC109405078|XP_029711041.1|AEAL
OG0006323	LOC117577809|XP_034118631.1|DALB	LOC109405085|XP_019533628.2|AEAL
OG0006324	LOC117576362|XP_034116985.1|DALB	LOC109400381|XP_029711643.1|AEAL, LOC109398393|XP_029711231.1|AEAL
OG0006326	LOC117572805|XP_034111797.1|DALB	LOC109398422|XP_019526324.2|AEAL, LOC109409409|XP_029711206.1|AEAL
OG0006328	LOC117573513|XP_034112632.1|DALB	LOC109409413|XP_029710514.1|AEAL
OG0006329	LOC117570989|XP_034109219.1|DALB	LOC109398391|XP_029710715.1|AEAL, LOC109409427|XP_029710704.1|AEAL
OG0006330	LOC117576523|XP_034117233.1|DALB	LOC109409444|XP_029711335.1|AEAL
OG0006331	LOC117567549|XP_034103502.1|DALB	LOC109432684|XP_019564605.2|AEAL, LOC109409448|XP_019538438.2|AEAL
OG0006332	LOC117567119|XP_034102819.1|DALB	LOC109409452|XP_029711040.1|AEAL, LOC115256575|XP_029711208.1|AEAL
OG0006333	LOC117563891|XP_034098346.1|DALB	LOC109415320|XP_029713920.1|AEAL, LOC109409456|XP_029711402.1|AEAL
OG0006334	LOC117568630|XP_034105350.1|DALB	LOC109412983|XP_019542186.1|AEAL, LOC109409462|XP_029711811.1|AEAL
OG0006335	LOC117573295|XP_034112291.1|DALB	LOC109397708|XP_019525565.2|AEAL
OG0006336	LOC117577646|XP_034118418.1|DALB	LOC115258379|XP_029714328.1|AEAL, LOC109397717|XP_029714325.1|AEAL, LOC109433002|XP_029734247.1|AEAL
OG0006337	LOC117566399|XP_034101803.1|DALB	LOC109413030|XP_019542252.2|AEAL, LOC109623422|XP_019933526.2|AEAL
OG0006338	LOC117575224|XP_034115242.1|DALB	LOC115256089|XP_029710204.1|AEAL, LOC109414086|XP_019543371.2|AEAL
OG0006339	LOC117575879|XP_034116212.1|DALB	LOC109402218|XP_019530398.2|AEAL
OG0006340	LOC117578122|XP_034119200.1|DALB	LOC109402213|XP_019530390.1|AEAL, LOC115267213|XP_029729952.1|AEAL
OG0006341	LOC117577905|XP_034118793.1|DALB	LOC115267214|XP_029729953.1|AEAL, LOC109402212|XP_019530389.1|AEAL
OG0006342	LOC117577901|XP_034118782.1|DALB	LOC109402243|XP_019530431.2|AEAL, LOC115253706|XP_029729920.1|AEAL
OG0006343	LOC117577900|XP_034118781.1|DALB	LOC115253439|XP_029723967.1|AEAL, LOC109402206|XP_019530381.2|AEAL
OG0006344	LOC117572138|XP_034110672.1|DALB	LOC115267221|XP_029729968.1|AEAL, LOC109402236|XP_019530421.2|AEAL
OG0006345	LOC117573383|XP_034112461.1|DALB	LOC109402210|XP_029729982.1|AEAL
OG0006346	LOC117576126|XP_034116576.1|DALB	LOC109413004|XP_019542222.1|AEAL
OG0006347	LOC117576575|XP_034117336.1|DALB	LOC109402216|XP_029729985.1|AEAL
OG0006348	LOC117567462|XP_034103370.1|DALB	LOC115253720|XP_029724012.1|AEAL, LOC109397595|XP_029724014.1|AEAL
OG0006350	LOC117575134|XP_034115129.1|DALB	LOC109422943|XP_029717446.1|AEAL, LOC109403525|XP_019531892.1|AEAL
OG0006351	LOC117577685|XP_034118477.1|DALB	LOC109422947|XP_029717442.1|AEAL, LOC109403521|XP_029717945.1|AEAL
OG0006352	LOC117570729|XP_034108442.1|DALB	LOC109403528|XP_019531895.2|AEAL, LOC109422951|XP_019553389.2|AEAL
OG0006353	LOC117574855|XP_034114758.1|DALB	LOC109422953|XP_029717466.1|AEAL, LOC109403531|XP_029717438.1|AEAL
OG0006355	LOC117572237|XP_034110813.1|DALB	LOC109422969|XP_029717392.1|AEAL, LOC109403566|XP_029717425.1|AEAL
OG0006356	LOC117566316|XP_034101702.1|DALB	LOC109405320|XP_019533902.2|AEAL, LOC109422991|XP_019553442.2|AEAL
OG0006357	LOC117568507|XP_034105097.1|DALB	LOC109422992|XP_029717341.1|AEAL, LOC109405329|XP_029717340.1|AEAL
OG0006358	LOC117572502|XP_034111244.1|DALB	LOC109423007|XP_029730271.1|AEAL
OG0006359	LOC117575684|XP_034115881.1|DALB	LOC109415627|XP_019545073.2|AEAL
OG0006360	LOC117563757|XP_034098155.1|DALB	LOC109423010|XP_019553469.1|AEAL
OG0006361	LOC117575995|XP_034116385.1|DALB	LOC109423053|XP_019553499.2|AEAL, LOC115260490|XP_029717283.1|AEAL
OG0006362	LOC117578035|XP_034119043.1|DALB	LOC109432358|XP_019564238.1|AEAL, LOC109423060|XP_019553521.1|AEAL, LOC115260692|XP_029717755.1|AEAL
OG0006363	LOC117563784|XP_034098197.1|DALB	LOC109413806|XP_019543088.2|AEAL
OG0006364	LOC117563403|XP_034097627.1|DALB	LOC109413800|XP_019543074.2|AEAL
OG0006365	LOC117578027|XP_034119017.1|DALB	LOC109421874|XP_029716106.1|AEAL, LOC109425298|XP_019556083.1|AEAL
OG0006366	LOC117577093|XP_034118089.1|DALB	LOC109425273|XP_029716126.1|AEAL, LOC109421875|XP_029717610.1|AEAL
OG0006367	LOC117577813|XP_034118635.1|DALB	LOC109421880|XP_029717614.1|AEAL
OG0006368	LOC117575043|XP_034115015.1|DALB	LOC109421885|XP_019552006.2|AEAL
OG0006369	LOC117576655|XP_034117499.1|DALB	LOC109425098|XP_029717622.1|AEAL
OG0006371	LOC117576147|XP_034116605.1|DALB	LOC109424769|XP_019555498.2|AEAL, LOC109412947|XP_019542147.2|AEAL
OG0006373	LOC117576686|XP_034117576.1|DALB	LOC109412939|XP_029717729.1|AEAL, LOC115260665|XP_029717673.1|AEAL
OG0006374	LOC117577801|XP_034118620.1|DALB	LOC109406901|XP_029717797.1|AEAL, LOC115267134|XP_029729832.1|AEAL
OG0006375	LOC117564240|XP_034098827.1|DALB	LOC109427767|XP_019558907.2|AEAL, LOC109431340|XP_029717795.1|AEAL
OG0006376	LOC117578181|XP_034119385.1|DALB	LOC115254055|XP_029717808.1|AEAL, LOC109427762|XP_029717786.1|AEAL
OG0006377	LOC117576004|XP_034116402.1|DALB	LOC109431351|XP_019563119.1|AEAL, LOC109427760|XP_019558898.1|AEAL
OG0006378	LOC117575133|XP_034115126.1|DALB	LOC109427759|XP_019558895.1|AEAL, LOC109431348|XP_019563110.2|AEAL
OG0006379	LOC117575397|XP_034115468.1|DALB	LOC109427741|XP_019558880.2|AEAL
OG0006380	LOC117571413|XP_034109445.1|DALB	LOC109427743|XP_019558883.2|AEAL, LOC109431375|XP_029717821.1|AEAL
OG0006381	LOC117577615|XP_034118357.1|DALB	LOC109427706|XP_019558835.2|AEAL
OG0006382	LOC117565312|XP_034100280.1|DALB	LOC109431380|XP_019563137.2|AEAL
OG0006383	LOC117569896|XP_034107132.1|DALB	LOC109427696|XP_029728054.1|AEAL
OG0006384	LOC117577634|XP_034118393.1|DALB	LOC109431390|XP_019563153.1|AEAL
OG0006386	LOC117565042|XP_034099880.1|DALB	LOC109431482|XP_019563239.2|AEAL, LOC109427680|XP_019558813.2|AEAL
OG0006387	LOC117576041|XP_034116457.1|DALB	LOC109431499|XP_019563265.2|AEAL, LOC109427683|XP_019558817.2|AEAL
OG0006388	LOC117574081|XP_034113609.1|DALB	LOC115260732|XP_029717859.1|AEAL, LOC109427666|XP_029717842.1|AEAL
OG0006389	LOC117574132|XP_034113686.1|DALB	LOC109431450|XP_029717843.1|AEAL, LOC109427667|XP_029717861.1|AEAL
OG0006390	LOC117575220|XP_034115237.1|DALB	LOC109431519|XP_019563297.2|AEAL, LOC109427652|XP_019558767.2|AEAL
OG0006391	LOC117576485|XP_034117150.1|DALB	LOC109415564|XP_029717882.1|AEAL, LOC109431464|XP_029717918.1|AEAL
OG0006392	LOC117568617|XP_034105284.1|DALB	LOC109431452|XP_029717897.1|AEAL
OG0006393	LOC117565795|XP_034100969.1|DALB	LOC109415588|XP_029717898.1|AEAL
OG0006394	LOC117574185|XP_034113768.1|DALB	LOC109412192|XP_029717908.1|AEAL
OG0006395	LOC117576448|XP_034117104.1|DALB	LOC109417115|XP_029728647.1|AEAL
OG0006396	LOC117577862|XP_034118701.1|DALB	LOC109406943|XP_029729114.1|AEAL, LOC115266520|XP_029728638.1|AEAL
OG0006397	LOC117576346|XP_034116918.1|DALB	LOC109405957|XP_019534552.2|AEAL, LOC115266519|XP_029728634.1|AEAL
OG0006398	LOC117577655|XP_034118433.1|DALB	LOC109430892|XP_019562524.2|AEAL, LOC109412098|XP_029733710.1|AEAL
OG0006399	LOC117573287|XP_034112284.1|DALB	LOC109412112|XP_029733704.1|AEAL, LOC109430953|XP_029707536.1|AEAL
OG0006400	LOC117573280|XP_034112262.1|DALB	LOC115269274|XP_029733702.1|AEAL, LOC109430995|XP_019562667.1|AEAL
OG0006401	LOC117571052|XP_034108911.1|DALB	LOC109431004|XP_029707526.1|AEAL
OG0006402	LOC117574078|XP_034113603.1|DALB	LOC109412126|XP_019541313.2|AEAL
OG0006403	LOC117576925|XP_034117959.1|DALB	LOC109412130|XP_019541318.1|AEAL
OG0006404	LOC117575716|XP_034115944.1|DALB	LOC109431109|XP_019562826.2|AEAL
OG0006405	LOC117569968|XP_034107236.1|DALB	LOC109431193|XP_019562955.2|AEAL
OG0006406	LOC117573812|XP_034113120.1|DALB	LOC115260860|XP_029718047.1|AEAL, LOC109431423|XP_019563179.2|AEAL
OG0006407	LOC117571297|XP_034109300.1|DALB	LOC109431436|XP_019563188.2|AEAL
OG0006408	LOC117573210|XP_034112106.1|DALB	LOC109431578|XP_019563362.2|AEAL
OG0006409	LOC117577765|XP_034118571.1|DALB	LOC109431473|XP_019563230.2|AEAL
OG0006410	LOC117577573|XP_034118301.1|DALB	LOC109405310|XP_019533893.1|AEAL, LOC115258266|XP_029714196.1|AEAL
OG0006411	LOC117569320|XP_034106339.1|DALB, LOC117564223|XP_034098804.1|DALB	LOC109406377|XP_029714194.1|AEAL
OG0006414	LOC117574559|XP_034114322.1|DALB	LOC109427619|XP_019558740.2|AEAL
OG0006415	LOC117563940|XP_034098443.1|DALB	LOC109421800|XP_029708068.1|AEAL
OG0006416	LOC117571534|XP_034109618.1|DALB	LOC115266471|XP_029728561.1|AEAL, LOC109405507|XP_019534150.1|AEAL
OG0006418	LOC117578312|XP_034119652.1|DALB	LOC109405519|XP_019534162.2|AEAL
OG0006420	LOC117573643|XP_034112849.1|DALB	LOC109622735|XP_019932731.2|AEAL
OG0006421	LOC117564495|XP_034099200.1|DALB	LOC109622736|XP_019932735.2|AEAL
OG0006422	LOC117563412|XP_034097636.1|DALB	LOC109419596|XP_029712359.1|AEAL
OG0006423	LOC117576230|XP_034116738.1|DALB	LOC109419547|XP_019549314.2|AEAL
OG0006424	LOC117576231|XP_034116739.1|DALB	LOC109419516|XP_029712318.1|AEAL
OG0006425	LOC117576229|XP_034116734.1|DALB	LOC109423116|XP_029712310.1|AEAL
OG0006426	LOC117576228|XP_034116733.1|DALB	LOC109423115|XP_019553562.2|AEAL
OG0006427	LOC117576965|XP_034118033.1|DALB	LOC109423121|XP_019553571.2|AEAL, LOC109419420|XP_029733614.1|AEAL
OG0006428	LOC117573895|XP_034113291.1|DALB, LOC117573894|XP_034113284.1|DALB	LOC109423133|XP_019553596.2|AEAL
OG0006429	LOC117576630|XP_034117446.1|DALB	LOC109423140|XP_019553612.2|AEAL
OG0006430	LOC117571150|XP_034109046.1|DALB	LOC109397285|XP_019525149.2|AEAL, LOC109423197|XP_019553652.1|AEAL
OG0006431	LOC117575818|XP_034116106.1|DALB	LOC109423166|XP_029722764.1|AEAL
OG0006432	LOC117576723|XP_034117633.1|DALB	LOC109397236|XP_029722770.1|AEAL
OG0006433	LOC117575789|XP_034116055.1|DALB	LOC109423519|XP_029736173.1|AEAL, LOC115263691|XP_029722776.1|AEAL
OG0006434	LOC117565259|XP_034100170.1|DALB	LOC109432189|XP_019564058.2|AEAL
OG0006435	LOC117574004|XP_034113465.1|DALB	LOC109432128|XP_029723032.1|AEAL
OG0006436	LOC117571044|XP_034108902.1|DALB	LOC109432168|XP_019564032.2|AEAL
OG0006437	LOC117575077|XP_034115171.1|DALB	LOC109432137|XP_019563979.1|AEAL
OG0006438	LOC117565763|XP_034100921.1|DALB	LOC109432141|XP_019563991.1|AEAL
OG0006439	LOC117574859|XP_034114765.1|DALB	LOC109423485|XP_019554001.1|AEAL
OG0006440	LOC117574860|XP_034114766.1|DALB	LOC109432167|XP_029722804.1|AEAL
OG0006441	LOC117573630|XP_034112823.1|DALB	LOC115263811|XP_029723050.1|AEAL, LOC109423472|XP_019553986.1|AEAL
OG0006442	LOC117575665|XP_034115842.1|DALB	LOC115263731|XP_029722865.1|AEAL
OG0006443	LOC117575091|XP_034115083.1|DALB	LOC109430284|XP_019561882.2|AEAL
OG0006444	LOC117575296|XP_034115337.1|DALB	LOC109430279|XP_019561873.1|AEAL
OG0006445	LOC117575362|XP_034115421.1|DALB	LOC109430283|XP_029729876.1|AEAL, LOC115263746|XP_029722894.1|AEAL
OG0006446	LOC117575058|XP_034115030.1|DALB	LOC109430280|XP_029729875.1|AEAL, LOC109415558|XP_029722896.1|AEAL
OG0006447	LOC117575577|XP_034115732.1|DALB	LOC109412399|XP_029712687.1|AEAL, LOC109430287|XP_029722903.1|AEAL
OG0006448	LOC117574188|XP_034113772.1|DALB	LOC109430294|XP_019561891.2|AEAL
OG0006449	LOC117575957|XP_034116327.1|DALB	LOC109412411|XP_029722916.1|AEAL, LOC109430296|XP_029712466.1|AEAL
OG0006450	LOC117563993|XP_034098473.1|DALB	LOC109430323|XP_029722925.1|AEAL
OG0006451	LOC117577938|XP_034118834.1|DALB	LOC109400088|XP_019528105.2|AEAL, LOC109621578|XP_029707652.1|AEAL
OG0006452	LOC117564377|XP_034098988.1|DALB	LOC109400092|XP_029707643.1|AEAL, LOC115253923|XP_029707600.1|AEAL, LOC109621601|XP_029707732.1|AEAL
OG0006453	LOC117570340|XP_034107786.1|DALB	LOC109621633|XP_029707605.1|AEAL
OG0006454	LOC117578257|XP_034119568.1|DALB	LOC115254340|XP_029707631.1|AEAL, LOC109621628|XP_019931270.2|AEAL
OG0006455	LOC117576436|XP_034117078.1|DALB	LOC109430375|XP_029722973.1|AEAL
OG0006456	LOC117574532|XP_034114285.1|DALB	LOC109413270|XP_019542541.1|AEAL
OG0006457	LOC117573767|XP_034113053.1|DALB	LOC109410083|XP_019539162.2|AEAL
OG0006458	LOC117565247|XP_034100149.1|DALB	LOC115257903|XP_029713751.1|AEAL, LOC109410081|XP_029712734.1|AEAL, LOC109430225|XP_029712829.1|AEAL
OG0006460	LOC117574166|XP_034113746.1|DALB	LOC109432132|XP_019563967.1|AEAL
OG0006461	LOC117574954|XP_034114902.1|DALB	LOC109430158|XP_019561743.2|AEAL
OG0006462	LOC117575633|XP_034115804.1|DALB	LOC109430140|XP_019561722.2|AEAL
OG0006463	LOC117576349|XP_034116925.1|DALB	LOC109430557|XP_029713778.1|AEAL
OG0006464	LOC117570491|XP_034108073.1|DALB	LOC109430747|XP_029713059.1|AEAL, LOC109430051|XP_029713253.1|AEAL
OG0006465	LOC117578055|XP_034119077.1|DALB	LOC109430733|XP_019562356.2|AEAL, LOC109429798|XP_029726719.1|AEAL
OG0006466	LOC117577623|XP_034118380.1|DALB	LOC115265496|XP_029726720.1|AEAL, LOC109430754|XP_019562379.2|AEAL
OG0006467	LOC117575331|XP_034115379.1|DALB	LOC109430734|XP_019562357.2|AEAL
OG0006468	LOC117576977|XP_034118047.1|DALB	LOC109399928|XP_019527923.2|AEAL
OG0006469	LOC117573966|XP_034113400.1|DALB	LOC109399948|XP_029729794.1|AEAL, LOC115267078|XP_029729790.1|AEAL
OG0006470	LOC117566803|XP_034102241.1|DALB	LOC109399960|XP_029729776.1|AEAL
OG0006471	LOC117576514|XP_034117214.1|DALB	LOC109399942|XP_019527940.2|AEAL
OG0006472	LOC117576513|XP_034117213.1|DALB	LOC109399938|XP_019527937.2|AEAL
OG0006473	LOC117569212|XP_034106176.1|DALB	LOC109425390|XP_029729765.1|AEAL
OG0006474	LOC117572727|XP_034111689.1|DALB	LOC109425389|XP_019556187.1|AEAL
OG0006475	LOC117573370|XP_034112389.1|DALB	LOC109399958|XP_019527971.1|AEAL
OG0006476	LOC117574090|XP_034113621.1|DALB	LOC109399851|XP_029729749.1|AEAL, LOC115267053|XP_029729723.1|AEAL
OG0006477	LOC117574649|XP_034114447.1|DALB	LOC115267061|XP_029729755.1|AEAL, LOC109399852|XP_019527886.2|AEAL
OG0006478	LOC117574010|XP_034113483.1|DALB	LOC109416911|XP_019546571.1|AEAL, LOC109415608|XP_029716503.1|AEAL
OG0006479	LOC117574008|XP_034113475.1|DALB	LOC115259508|XP_029715993.1|AEAL
OG0006480	LOC117572372|XP_034111030.1|DALB	LOC109415605|XP_019545043.2|AEAL
OG0006481	LOC117565939|XP_034101216.1|DALB	LOC109425515|XP_019556310.1|AEAL
OG0006482	LOC117573823|XP_034113141.1|DALB	LOC109408301|XP_019537115.2|AEAL
OG0006483	LOC117574133|XP_034113688.1|DALB	LOC109408294|XP_029716261.1|AEAL
OG0006484	LOC117575832|XP_034116128.1|DALB	LOC109408292|XP_029715979.1|AEAL
OG0006485	LOC117576814|XP_034117775.1|DALB	LOC109400498|XP_019528559.2|AEAL
OG0006486	LOC117576085|XP_034116524.1|DALB	LOC109622760|XP_029716468.1|AEAL
OG0006487	LOC117576773|XP_034117715.1|DALB	LOC109400411|XP_019528470.2|AEAL
OG0006488	LOC117570026|XP_034107337.1|DALB	LOC109411859|XP_029716145.1|AEAL, LOC115259600|XP_029716182.1|AEAL
OG0006489	LOC117576629|XP_034117445.1|DALB	LOC109412721|XP_019541888.1|AEAL
OG0006490	LOC117574097|XP_034113629.1|DALB	LOC109425248|XP_029716356.1|AEAL
OG0006491	LOC117563430|XP_034097654.1|DALB	LOC109425249|XP_029715845.1|AEAL
OG0006492	LOC117575120|XP_034115110.1|DALB	LOC109412274|XP_029716231.1|AEAL
OG0006493	LOC117565134|XP_034099999.1|DALB	LOC109425310|XP_029716520.1|AEAL
OG0006494	LOC117578068|XP_034119099.1|DALB	LOC109425312|XP_019556093.2|AEAL, LOC109419814|XP_029716227.1|AEAL
OG0006495	LOC117570648|XP_034108349.1|DALB	LOC109419812|XP_029715970.1|AEAL, LOC109425314|XP_019556096.2|AEAL
OG0006496	LOC117576511|XP_034117211.1|DALB	LOC109425317|XP_029716521.1|AEAL
OG0006497	LOC117574753|XP_034114585.1|DALB	LOC109425322|XP_029715823.1|AEAL, LOC115259477|XP_029715919.1|AEAL
OG0006498	LOC117575259|XP_034115285.1|DALB	LOC109419802|XP_019549638.2|AEAL
OG0006499	LOC117573699|XP_034112952.1|DALB	LOC109425336|XP_029716308.1|AEAL
OG0006500	LOC117564534|XP_034099246.1|DALB	LOC109425339|XP_019556132.2|AEAL
OG0006501	LOC117576696|XP_034117583.1|DALB	LOC109425340|XP_019556133.2|AEAL
OG0006502	LOC117576035|XP_034116449.1|DALB	LOC109415419|XP_029729682.1|AEAL
OG0006503	LOC117574949|XP_034114893.1|DALB	LOC109425346|XP_019556143.1|AEAL
OG0006504	LOC117575524|XP_034115661.1|DALB	LOC109425348|XP_019556144.2|AEAL
OG0006505	LOC117575256|XP_034115283.1|DALB	LOC115254010|XP_029714362.1|AEAL
OG0006506	LOC117567672|XP_034103683.1|DALB	LOC115259840|XP_029716531.1|AEAL, LOC109425534|XP_019556328.2|AEAL, LOC109398982|XP_019526978.2|AEAL
OG0006507	LOC117575385|XP_034115450.1|DALB	LOC109429338|XP_029716044.1|AEAL
OG0006508	LOC117575383|XP_034115448.1|DALB	LOC115259722|XP_029716358.1|AEAL, LOC109398994|XP_029716364.1|AEAL
OG0006509	LOC117577872|XP_034118721.1|DALB	LOC109398451|XP_019526353.2|AEAL, LOC109622704|XP_019932677.2|AEAL
OG0006510	LOC117573462|XP_034112576.1|DALB	LOC109397066|XP_029715963.1|AEAL
OG0006511	LOC117574040|XP_034113531.1|DALB	LOC109397232|XP_029715816.1|AEAL, LOC109412582|XP_029715842.1|AEAL
OG0006513	LOC117573952|XP_034113373.1|DALB	LOC109429301|XP_029716438.1|AEAL
OG0006514	LOC117574511|XP_034114261.1|DALB	LOC109429359|XP_019560804.1|AEAL, LOC109398210|XP_019526064.1|AEAL
OG0006515	LOC117576429|XP_034117066.1|DALB	LOC109429304|XP_019560756.2|AEAL, LOC109400818|XP_019528862.2|AEAL
OG0006518	LOC117574290|XP_034113941.1|DALB	LOC109398458|XP_029719455.1|AEAL
OG0006520	LOC117573587|XP_034112770.1|DALB	LOC109398460|XP_019526378.1|AEAL
OG0006521	LOC117575923|XP_034116272.1|DALB	LOC109424332|XP_019554977.2|AEAL
OG0006522	LOC117576589|XP_034117367.1|DALB	LOC109424331|XP_019554976.2|AEAL
OG0006523	LOC117575478|XP_034115602.1|DALB	LOC109424334|XP_019554979.1|AEAL
OG0006524	LOC117563302|XP_034097435.1|DALB	LOC109414933|XP_019544328.2|AEAL
OG0006525	LOC117578314|XP_034119659.1|DALB	LOC109414931|XP_029716185.1|AEAL
OG0006526	LOC117573449|XP_034112561.1|DALB	LOC115267374|XP_029730220.1|AEAL, LOC109409091|XP_019538042.2|AEAL
OG0006527	LOC117575776|XP_034116034.1|DALB	LOC115267344|XP_029730126.1|AEAL
OG0006528	LOC117575263|XP_034115290.1|DALB	LOC109411175|XP_019540195.1|AEAL
OG0006529	LOC117573447|XP_034112559.1|DALB	LOC109411176|XP_019540196.2|AEAL
OG0006530	LOC117573446|XP_034112558.1|DALB	LOC109411177|XP_019540197.1|AEAL, LOC115258177|XP_029714095.1|AEAL
OG0006531	LOC117576249|XP_034116765.1|DALB	LOC109417098|XP_019546769.1|AEAL
OG0006532	LOC117576351|XP_034116926.1|DALB	LOC109414776|XP_029730129.1|AEAL
OG0006533	LOC117571209|XP_034109146.1|DALB	LOC109403614|XP_029730153.1|AEAL, LOC109414754|XP_019544129.2|AEAL
OG0006534	LOC117576269|XP_034116805.1|DALB	LOC109430028|XP_029730185.1|AEAL, LOC109416354|XP_029730206.1|AEAL
OG0006535	LOC117574179|XP_034113763.1|DALB	LOC115267358|XP_029730180.1|AEAL, LOC109430033|XP_019561602.1|AEAL
OG0006536	LOC117574750|XP_034114582.1|DALB	LOC109416364|XP_029730172.1|AEAL
OG0006538	LOC117574260|XP_034113881.1|DALB	LOC109406630|XP_029723423.1|AEAL
