Orthogroup	DALB.longest_only	DSIM.longest_only
OG0007376	LOC117567483|XP_034103407.1|DALB	LOC6725974|XP_016039335.1|DSIM
OG0007377	LOC117565800|XP_034100978.1|DALB	LOC6726152|XP_002107128.1|DSIM
OG0007378	LOC117565871|XP_034101103.1|DALB	LOC6726482|XP_039153981.1|DSIM
OG0007379	LOC117578120|XP_034119199.1|DALB	LOC6726052|XP_016039438.1|DSIM
OG0007380	LOC117578121|XP_034119196.1|DALB	LOC6724860|XP_016037653.1|DSIM
OG0007381	LOC117578173|XP_034119355.1|DALB	LOC6726049|XP_016039435.1|DSIM
OG0007382	LOC117577577|XP_034118306.1|DALB	LOC6724930|XP_002105967.2|DSIM
OG0007383	LOC117570136|XP_034107495.1|DALB	LOC6724963|XP_039152482.1|DSIM
OG0007384	LOC117565879|XP_034101151.1|DALB	LOC6724925|XP_002105962.1|DSIM
OG0007385	LOC117573837|XP_034113198.1|DALB	LOC6726274|XP_016039815.1|DSIM
OG0007386	LOC117577693|XP_034118484.1|DALB	LOC6725174|XP_016038191.1|DSIM
OG0007387	LOC117577739|XP_034118540.1|DALB	LOC6739842|XP_002076736.1|DSIM
OG0007388	LOC117578156|XP_034119269.1|DALB	LOC6726078|XP_016039484.1|DSIM
OG0007389	LOC117577419|XP_034118223.1|DALB	LOC6733088|XP_016025796.1|DSIM
OG0007390	LOC117575103|XP_034115100.1|DALB	LOC27206763|XP_016037772.1|DSIM
OG0007391	LOC117576703|XP_034117609.1|DALB	LOC6729561|XP_002104869.1|DSIM
OG0007392	LOC117565094|XP_034099947.1|DALB	LOC6724756|XP_039152875.1|DSIM
OG0007393	LOC117576371|XP_034116953.1|DALB	LOC6729396|XP_016036043.1|DSIM
OG0007394	LOC117578233|XP_034119516.1|DALB	LOC27208700|XP_039152686.1|DSIM
OG0007395	LOC117578135|XP_034119232.1|DALB	LOC27206581|XP_016040206.1|DSIM
OG0007396	LOC117576714|XP_034117623.1|DALB	LOC6726816|XP_016033318.1|DSIM
OG0007397	LOC117565239|XP_034100138.1|DALB	LOC6731756|XP_039154365.1|DSIM
OG0007398	LOC117567841|XP_034103979.1|DALB	LOC6734911|XP_002081908.1|DSIM
OG0007399	LOC117572508|XP_034111256.1|DALB	LOC6725480|XP_039152403.1|DSIM
OG0007400	LOC117569949|XP_034107206.1|DALB	LOC6724903|XP_002105941.1|DSIM
OG0007401	LOC117578020|XP_034119011.1|DALB	LOC6739878|XP_016038772.1|DSIM
OG0007402	LOC117576580|XP_034117351.1|DALB	LOC6727449|XP_016034049.1|DSIM
OG0007403	LOC117575931|XP_034116281.1|DALB	LOC6727454|XP_016034053.2|DSIM
OG0007404	LOC117573631|XP_034112824.1|DALB	LOC6727473|XP_039151761.1|DSIM
OG0007405	LOC117576680|XP_034117567.1|DALB	LOC6729575|XP_002104883.1|DSIM
OG0007406	LOC117576744|XP_034117668.1|DALB	LOC6727136|XP_002102529.2|DSIM
OG0007407	LOC117563307|XP_034097445.1|DALB	LOC6731128|XP_016023678.1|DSIM
OG0007408	LOC117569964|XP_034107228.1|DALB	LOC6738642|XP_002085444.1|DSIM
OG0007410	LOC117577823|XP_034118648.1|DALB	LOC6726130|XP_016039633.1|DSIM
OG0007411	LOC117570285|XP_034107700.1|DALB	LOC27206577|XP_039152538.1|DSIM
OG0007412	LOC117574947|XP_034114895.1|DALB	LOC6726602|XP_002107552.2|DSIM
OG0007413	LOC117571343|XP_034109342.1|DALB	LOC6733831|XP_002080875.1|DSIM
OG0007414	LOC117578260|XP_034119572.1|DALB	LOC6724825|XP_016037611.1|DSIM
OG0007415	LOC117578016|XP_034119008.1|DALB	LOC6725783|XP_002105710.2|DSIM
OG0007416	LOC117575443|XP_034115545.1|DALB	LOC6725795|XP_039153562.1|DSIM
OG0007417	LOC117577605|XP_034118342.1|DALB	LOC27206576|XP_016038089.1|DSIM
OG0007418	LOC117572645|XP_034111515.1|DALB	LOC6734959|XP_016028262.1|DSIM
OG0007419	LOC117574335|XP_034114045.1|DALB	LOC6728107|XP_016034725.1|DSIM
OG0007420	LOC117571080|XP_034108948.1|DALB	LOC6734218|XP_002081247.1|DSIM
OG0007421	LOC117573657|XP_034112916.1|DALB	LOC6724967|XP_039153239.1|DSIM
OG0007422	LOC117564044|XP_034098548.1|DALB	LOC6724965|XP_016037881.1|DSIM
OG0007423	LOC117578273|XP_034119587.1|DALB	LOC6725587|XP_002106596.1|DSIM
OG0007424	LOC117567014|XP_034102592.1|DALB	LOC6737627|XP_002084459.1|DSIM
OG0007425	LOC117572335|XP_034110965.1|DALB	LOC6738709|XP_039150084.1|DSIM
OG0007426	LOC117571130|XP_034109100.1|DALB	LOC6725478|XP_016038587.1|DSIM
OG0007427	LOC117575662|XP_034115843.1|DALB	LOC6726268|XP_002107230.2|DSIM
OG0007428	LOC117578212|XP_034119467.1|DALB	LOC6726297|XP_039152709.1|DSIM
OG0007429	LOC117566779|XP_034102213.1|DALB	LOC6735349|XP_002082296.2|DSIM
OG0007430	LOC117570867|XP_034108650.1|DALB	LOC6736282|XP_002083166.1|DSIM
OG0007431	LOC117564794|XP_034099606.1|DALB	LOC6731007|XP_002078168.1|DSIM
OG0007432	LOC117570505|XP_034108092.1|DALB	LOC6739140|XP_002085933.1|DSIM
OG0007433	LOC117577776|XP_034118586.1|DALB	LOC6725398|XP_002106414.1|DSIM
OG0007434	LOC117571705|XP_034109894.1|DALB	LOC6737690|XP_016031458.1|DSIM
OG0007435	LOC117568039|XP_034104274.1|DALB	LOC6737701|XP_016031477.1|DSIM
OG0007436	LOC117571149|XP_034109045.1|DALB	LOC6738880|XP_016032705.1|DSIM
OG0007437	LOC117567345|XP_034103162.1|DALB	LOC6738072|XP_002084886.2|DSIM
OG0007438	LOC117571700|XP_034109887.1|DALB	LOC6738779|XP_016032597.1|DSIM
OG0007439	LOC117576122|XP_034116575.1|DALB	LOC6727504|XP_002102884.1|DSIM
OG0007440	LOC117571174|XP_034109096.1|DALB	LOC6726635|XP_039152995.1|DSIM
OG0007441	LOC117568100|XP_034104373.1|DALB	LOC6734647|XP_002081654.1|DSIM
OG0007442	LOC117573319|XP_034112317.1|DALB	LOC6727611|XP_002102990.1|DSIM
OG0007443	LOC117572741|XP_034111709.1|DALB	LOC27207542|XP_016029273.1|DSIM
OG0007444	LOC117567140|XP_034102845.1|DALB	LOC6734534|XP_002081543.2|DSIM
OG0007445	LOC117567139|XP_034102844.1|DALB	LOC6734535|XP_002081544.2|DSIM
OG0007446	LOC117563238|XP_034097335.1|DALB	LOC6732705|XP_016025439.1|DSIM
OG0007447	LOC117565356|XP_034100307.1|DALB	LOC6732670|XP_016025386.1|DSIM
OG0007448	LOC117570512|XP_034108101.1|DALB	LOC6733910|XP_016026952.1|DSIM
OG0007449	LOC117571207|XP_034109144.1|DALB	LOC6737715|XP_002084546.2|DSIM
OG0007450	LOC117565633|XP_034100734.1|DALB	LOC6731086|XP_002078244.1|DSIM
OG0007451	LOC117571799|XP_034110055.1|DALB	LOC6738226|XP_002085038.1|DSIM
OG0007452	LOC117571794|XP_034110049.1|DALB	LOC6738225|XP_002085037.2|DSIM
OG0007453	LOC117567183|XP_034102899.1|DALB	LOC6737642|XP_002084474.1|DSIM
OG0007454	LOC117567413|XP_034103280.1|DALB	LOC6738202|XP_016032027.1|DSIM
OG0007455	LOC117571231|XP_034109170.1|DALB	LOC6735262|XP_016028612.1|DSIM
OG0007456	LOC117575941|XP_034116296.1|DALB	LOC27207028|XP_016039878.2|DSIM
OG0007457	LOC117570346|XP_034107794.1|DALB	LOC6736311|XP_002083195.1|DSIM
OG0007458	LOC117565724|XP_034100864.1|DALB	LOC6733130|XP_016025844.1|DSIM
OG0007459	LOC117573518|XP_034112642.1|DALB	LOC27206478|XP_016035807.1|DSIM
OG0007460	LOC117566908|XP_034102417.1|DALB	LOC6734930|XP_002081927.1|DSIM
OG0007461	LOC117568578|XP_034105197.1|DALB	LOC6738792|XP_016032606.1|DSIM
OG0007462	LOC117570564|XP_034108185.1|DALB	LOC6737756|XP_002084584.1|DSIM
OG0007463	LOC117571683|XP_034109814.1|DALB	LOC6737755|XP_016031530.1|DSIM
OG0007464	LOC117568579|XP_034105199.1|DALB	LOC6738797|XP_039149942.1|DSIM
OG0007465	LOC117567175|XP_034102881.1|DALB	LOC6737955|XP_016031705.1|DSIM
OG0007466	LOC117570706|XP_034108401.1|DALB	LOC6734031|XP_016027049.1|DSIM
OG0007467	LOC117567372|XP_034103206.1|DALB	LOC6733241|XP_002080304.1|DSIM
OG0007468	LOC117569096|XP_034106003.1|DALB	LOC6734850|XP_002081851.2|DSIM
OG0007469	LOC117566469|XP_034101890.1|DALB	LOC6738580|XP_002085384.3|DSIM
OG0007470	LOC117578396|XP_034119742.1|DALB	LOC6731296|XP_002078452.1|DSIM
OG0007471	LOC117569543|XP_034106641.1|DALB	LOC6734835|XP_016028067.1|DSIM
OG0007472	LOC117577651|XP_034118428.1|DALB	LOC6725948|XP_002106931.3|DSIM
OG0007473	LOC117570651|XP_034108313.1|DALB	LOC6738835|XP_002085635.1|DSIM
OG0007474	LOC117567408|XP_034103265.1|DALB	LOC6733916|XP_039147253.1|DSIM
OG0007475	LOC117568946|XP_034105775.1|DALB	LOC6737038|XP_016030669.1|DSIM
OG0007476	LOC117564312|XP_034098905.1|DALB	LOC6740090|XP_016039108.1|DSIM
OG0007477	LOC117577981|XP_034118958.1|DALB	LOC27208778|XP_016039102.1|DSIM
OG0007479	LOC117578204|XP_034119432.1|DALB	LOC6739930|XP_016037719.1|DSIM
OG0007480	LOC117575830|XP_034116125.1|DALB	LOC6727897|XP_039150822.1|DSIM
OG0007481	LOC117568990|XP_034105852.1|DALB	LOC6736677|XP_016030296.1|DSIM
OG0007482	LOC117565965|XP_034101252.1|DALB	LOC6731457|XP_016024111.1|DSIM
OG0007483	LOC117568449|XP_034105013.1|DALB	LOC6733824|XP_016026805.1|DSIM
OG0007484	LOC117577662|XP_034118440.1|DALB	LOC27208841|XP_039153405.1|DSIM
OG0007485	LOC117568954|XP_034105801.1|DALB	LOC27208855|XP_016040384.1|DSIM
OG0007486	LOC117578289|XP_034119620.1|DALB	LOC6740241|XP_002077121.2|DSIM
OG0007487	LOC117573223|XP_034112147.1|DALB	LOC6739830|XP_002076722.2|DSIM
OG0007488	LOC117566518|XP_034101950.1|DALB	LOC6738840|XP_002085640.2|DSIM
OG0007489	LOC117573921|XP_034113325.1|DALB	LOC6728861|XP_016035542.1|DSIM
OG0007490	LOC117578302|XP_034119638.1|DALB	LOC6726067|XP_016039454.1|DSIM
OG0007491	LOC117570597|XP_034108235.1|DALB	LOC6725300|XP_039153496.1|DSIM
OG0007492	LOC117570262|XP_034107665.1|DALB	LOC6733351|XP_016026264.1|DSIM
OG0007493	LOC117578300|XP_034119636.1|DALB	LOC6726095|XP_016039564.1|DSIM
OG0007494	LOC117563573|XP_034097849.1|DALB	LOC6731751|XP_016024423.1|DSIM
OG0007495	LOC117578163|XP_034119330.1|DALB	LOC6726391|XP_002105726.2|DSIM
OG0007496	LOC117572381|XP_034111044.1|DALB	LOC6738763|XP_016032574.1|DSIM
OG0007497	LOC117570979|XP_034108817.1|DALB	LOC6737559|XP_016031348.1|DSIM
OG0007498	LOC117567594|XP_034103570.1|DALB	LOC6738013|XP_016031812.1|DSIM
OG0007499	LOC117571018|XP_034108867.1|DALB	LOC6739011|XP_016032840.1|DSIM
OG0007500	LOC117571019|XP_034108869.1|DALB	LOC6739010|XP_002085805.1|DSIM
OG0007501	LOC117567745|XP_034103821.1|DALB	LOC6739160|XP_016033013.1|DSIM
OG0007502	LOC117571675|XP_034109807.1|DALB	LOC6728282|XP_039150929.1|DSIM
OG0007503	LOC117564846|XP_034099671.1|DALB	LOC6730999|XP_016023462.1|DSIM
OG0007504	LOC117567565|XP_034103516.1|DALB	LOC6738883|XP_002085678.1|DSIM
OG0007505	LOC117568959|XP_034105809.1|DALB	LOC6738092|XP_002084906.1|DSIM
OG0007506	LOC117570547|XP_034108160.1|DALB	LOC6738090|XP_002084904.1|DSIM
OG0007507	LOC117564211|XP_034098786.1|DALB	LOC27207283|XP_016024740.1|DSIM
OG0007509	LOC117565154|XP_034100027.1|DALB	LOC6732201|XP_002079330.1|DSIM
OG0007510	LOC117569672|XP_034106810.1|DALB	LOC6739363|XP_016026582.1|DSIM
OG0007512	LOC117576292|XP_034116833.1|DALB	LOC27208189|XP_016033941.1|DSIM
OG0007513	LOC117563569|XP_034097844.1|DALB	LOC6730457|XP_002077638.1|DSIM
OG0007514	LOC117568981|XP_034105835.1|DALB	LOC6736403|XP_039150113.1|DSIM
OG0007515	LOC117564024|XP_034098514.1|DALB	LOC6731317|XP_002078473.1|DSIM
OG0007516	LOC117565628|XP_034100729.1|DALB	LOC6740775|XP_016023606.1|DSIM
OG0007517	LOC117572635|XP_034111488.1|DALB	LOC6738845|XP_002085645.2|DSIM
OG0007518	LOC117572063|XP_034110532.1|DALB	LOC6736032|XP_002082934.1|DSIM
OG0007519	LOC117572242|XP_034110816.1|DALB	LOC6735493|XP_039147222.1|DSIM
OG0007520	LOC117577304|XP_034118169.1|DALB	LOC6726005|XP_016039375.1|DSIM
OG0007521	LOC117571916|XP_034110288.1|DALB	LOC6740027|XP_002076913.2|DSIM
OG0007522	LOC117578290|XP_034119621.1|DALB	LOC6726467|XP_002107424.2|DSIM
OG0007523	LOC117567447|XP_034103350.1|DALB	LOC6734043|XP_002081079.1|DSIM
OG0007525	LOC117565837|XP_034101039.1|DALB	LOC6732265|XP_002079394.1|DSIM
OG0007526	LOC117573757|XP_034113033.1|DALB	LOC6727948|XP_016034550.1|DSIM
OG0007527	LOC117567053|XP_034102672.1|DALB	LOC6739631|XP_002076525.1|DSIM
OG0007528	LOC117572673|XP_034111586.1|DALB	LOC6733195|XP_016026086.2|DSIM
OG0007529	LOC117569303|XP_034106305.1|DALB	LOC6734497|XP_002081516.1|DSIM
OG0007530	LOC117573937|XP_034113354.1|DALB	LOC6729531|XP_002104839.1|DSIM
OG0007531	LOC117566737|XP_034102171.1|DALB	LOC6733218|XP_002080281.1|DSIM
OG0007532	LOC117567800|XP_034103924.1|DALB	LOC6736051|XP_016029456.2|DSIM
OG0007533	LOC117570485|XP_034108062.1|DALB	LOC6739008|XP_002085803.2|DSIM
OG0007534	LOC117568062|XP_034104310.1|DALB	LOC27206229|XP_016031823.1|DSIM
OG0007535	LOC117568887|XP_034105678.1|DALB	LOC6737947|XP_002084766.1|DSIM
OG0007536	LOC117573807|XP_034113109.1|DALB	LOC6727861|XP_002103216.2|DSIM
OG0007537	LOC117567644|XP_034103641.1|DALB	LOC6737982|XP_039148914.1|DSIM
OG0007538	LOC117571692|XP_034109874.1|DALB	LOC6737984|XP_039150312.1|DSIM
OG0007539	LOC117563511|XP_034097778.1|DALB	LOC6732637|XP_016025343.1|DSIM
OG0007540	LOC117576530|XP_034117244.1|DALB	LOC6730337|XP_016037104.1|DSIM
OG0007541	LOC117567371|XP_034103205.1|DALB	LOC27209463|XP_039148788.1|DSIM
OG0007542	LOC117568136|XP_034104435.1|DALB	LOC6739484|XP_039148139.1|DSIM
OG0007543	LOC117573181|XP_034112048.1|DALB	LOC6724687|XP_039152083.1|DSIM
OG0007544	LOC117567999|XP_034104208.1|DALB	LOC6737760|XP_002084588.2|DSIM
OG0007545	LOC117565027|XP_034099865.1|DALB	LOC6732866|XP_002079976.1|DSIM
OG0007546	LOC117575771|XP_034116028.1|DALB	LOC6729716|XP_016036370.1|DSIM
OG0007547	LOC117570875|XP_034108659.1|DALB	LOC27206608|XP_016028342.1|DSIM
OG0007548	LOC117566968|XP_034102514.1|DALB	LOC6736354|XP_016029840.1|DSIM
OG0007549	LOC117567351|XP_034103175.1|DALB	LOC6739024|XP_002085819.2|DSIM
OG0007550	LOC117567732|XP_034103789.1|DALB	LOC6737973|XP_002084789.1|DSIM
OG0007551	LOC117572655|XP_034111536.1|DALB	LOC6733479|XP_016026436.1|DSIM
OG0007552	LOC117566205|XP_034101623.1|DALB	LOC6730504|XP_002077685.1|DSIM
OG0007553	LOC117564058|XP_034098571.1|DALB	LOC6730809|XP_016023239.1|DSIM
OG0007554	LOC117571911|XP_034110280.1|DALB	LOC6737475|XP_002084311.2|DSIM
OG0007555	LOC117567298|XP_034103071.1|DALB	LOC6734858|XP_002081859.2|DSIM
OG0007556	LOC117570791|XP_034108529.1|DALB	LOC6736036|XP_016029428.1|DSIM
OG0007557	LOC117569050|XP_034105943.1|DALB	LOC6736038|XP_016029435.1|DSIM
OG0007558	LOC117570958|XP_034108788.1|DALB	LOC6734540|XP_016027657.1|DSIM
OG0007559	LOC117565917|XP_034101176.1|DALB	LOC27206514|XP_016024220.1|DSIM
OG0007560	LOC117570495|XP_034108080.1|DALB	LOC6738866|XP_016032685.1|DSIM
OG0007561	LOC117570021|XP_034107328.1|DALB	LOC6739663|XP_039149171.1|DSIM
OG0007562	LOC117572466|XP_034111201.1|DALB	LOC6737739|XP_016031519.1|DSIM
OG0007563	LOC117567787|XP_034103900.1|DALB	LOC6738520|XP_002085326.2|DSIM
OG0007564	LOC117570035|XP_034107350.1|DALB	LOC6737914|XP_002084738.1|DSIM
OG0007565	LOC117573660|XP_034112879.1|DALB	LOC6729556|XP_016036223.1|DSIM
OG0007566	LOC117572793|XP_034111787.1|DALB	LOC6734490|XP_016027613.1|DSIM
OG0007567	LOC117574264|XP_034113890.1|DALB	LOC6730006|XP_016036771.1|DSIM
OG0007568	LOC117567753|XP_034103832.1|DALB	LOC6734273|XP_039148435.1|DSIM
OG0007569	LOC117572144|XP_034110675.1|DALB	LOC6735269|XP_002082239.1|DSIM
OG0007570	LOC117567276|XP_034103032.1|DALB	LOC6734271|XP_016027336.1|DSIM
OG0007571	LOC117567751|XP_034103831.1|DALB	LOC6734274|XP_039148434.1|DSIM
OG0007572	LOC117570132|XP_034107488.1|DALB	LOC27206542|XP_016023605.1|DSIM
OG0007573	LOC117571779|XP_034110028.1|DALB	LOC6734712|XP_002081719.1|DSIM
OG0007574	LOC117567464|XP_034103372.1|DALB	LOC6736103|XP_016029496.1|DSIM
OG0007575	LOC117566417|XP_034101835.1|DALB	LOC6734671|XP_016027858.1|DSIM
OG0007576	LOC117571585|XP_034109695.1|DALB	LOC6725624|XP_016038826.1|DSIM
OG0007577	LOC117566597|XP_034102033.1|DALB	LOC27207170|XP_016039885.1|DSIM
OG0007578	LOC117566249|XP_034101691.1|DALB	LOC6732515|XP_016025168.2|DSIM
OG0007579	LOC117572775|XP_034111762.1|DALB	LOC6733571|XP_016026516.1|DSIM
OG0007580	LOC117569488|XP_034106560.1|DALB	LOC6738173|XP_002084986.1|DSIM
OG0007581	LOC117563952|XP_034098416.1|DALB	LOC6732549|XP_002079668.2|DSIM
OG0007582	LOC117576399|XP_034117005.1|DALB	LOC6729572|XP_002104880.1|DSIM
OG0007583	LOC117570732|XP_034108445.1|DALB	LOC6735611|XP_002082531.1|DSIM
OG0007584	LOC117577598|XP_034118334.1|DALB	LOC6726520|XP_039152585.1|DSIM
OG0007585	LOC117568580|XP_034105202.1|DALB	LOC6737758|XP_016031531.1|DSIM
OG0007586	LOC117563914|XP_034098368.1|DALB	LOC6732247|XP_002079376.2|DSIM
OG0007587	LOC117568263|XP_034104642.1|DALB	LOC27209132|XP_039147225.1|DSIM
OG0007588	LOC117566043|XP_034101384.1|DALB	LOC27209029|XP_016025987.1|DSIM
OG0007589	LOC117572171|XP_034110715.1|DALB	LOC6725417|XP_002106433.1|DSIM
OG0007590	LOC117567474|XP_034103394.1|DALB	LOC6738064|XP_016031891.1|DSIM
OG0007591	LOC117570153|XP_034107511.1|DALB	LOC6733738|XP_016026704.1|DSIM
OG0007592	LOC117566690|XP_034102128.1|DALB	LOC6735724|XP_002082637.1|DSIM
OG0007593	LOC117578301|XP_034119641.1|DALB	LOC6725202|XP_016038229.1|DSIM
OG0007594	LOC117570154|XP_034107512.1|DALB	LOC6733731|XP_002080777.1|DSIM
OG0007595	LOC117569670|XP_034106808.1|DALB	LOC6735272|XP_016028620.1|DSIM
OG0007596	LOC117568180|XP_034104505.1|DALB	LOC6737262|XP_002084102.1|DSIM
OG0007597	LOC117572624|XP_034111471.1|DALB	LOC6738590|XP_002085394.1|DSIM
OG0007598	LOC117568074|XP_034104333.1|DALB	LOC6734673|XP_002081680.1|DSIM
OG0007599	LOC117570695|XP_034108389.1|DALB	LOC27208513|XP_039149166.1|DSIM
OG0007600	LOC117572489|XP_034111231.1|DALB	LOC6738659|XP_016032482.1|DSIM
OG0007601	LOC117571540|XP_034109622.1|DALB	LOC6738142|XP_016031973.1|DSIM
OG0007602	LOC117568294|XP_034104705.1|DALB	LOC6739051|XP_016032887.1|DSIM
OG0007603	LOC117569912|XP_034107143.1|DALB	LOC6739050|XP_016032885.1|DSIM
OG0007604	LOC117572024|XP_034110465.1|DALB	LOC6736201|XP_016029637.1|DSIM
OG0007605	LOC117567867|XP_034104023.1|DALB	LOC6739109|XP_039149075.1|DSIM
OG0007606	LOC117572603|XP_034111429.1|DALB	LOC6737713|XP_039150093.1|DSIM
OG0007607	LOC117574721|XP_034114535.1|DALB	LOC6729746|XP_016036404.1|DSIM
OG0007608	LOC117571817|XP_034110079.1|DALB	LOC6738901|XP_016032723.1|DSIM
OG0007609	LOC117568381|XP_034104885.1|DALB	LOC6725950|XP_002106933.1|DSIM
OG0007610	LOC117570658|XP_034108334.1|DALB	LOC6733769|XP_016026724.1|DSIM
OG0007611	LOC117573220|XP_034112131.1|DALB	LOC6724703|XP_039152142.1|DSIM
OG0007612	LOC117566862|XP_034102347.1|DALB	LOC6733758|XP_039148870.1|DSIM
OG0007613	LOC117568754|XP_034105471.1|DALB	LOC6735495|XP_002082434.2|DSIM
OG0007614	LOC117571602|XP_034109709.1|DALB	LOC6736571|XP_016030163.1|DSIM
OG0007615	LOC117567584|XP_034103556.1|DALB	LOC6740426|XP_002077283.2|DSIM
OG0007616	LOC117573824|XP_034113142.1|DALB	LOC6730007|XP_002105301.1|DSIM
OG0007617	LOC117569173|XP_034106130.1|DALB	LOC6738211|XP_039150023.1|DSIM
OG0007618	LOC117568059|XP_034104303.1|DALB	LOC6738023|XP_016031824.1|DSIM
OG0007619	LOC117567315|XP_034103097.1|DALB	LOC6737969|XP_002084785.1|DSIM
OG0007620	LOC117567972|XP_034104173.1|DALB	LOC6738001|XP_016031796.2|DSIM
OG0007621	LOC117567003|XP_034102574.1|DALB	LOC6733686|XP_002080733.1|DSIM
OG0007622	LOC117570216|XP_034107602.1|DALB	LOC6738535|XP_039149874.1|DSIM
OG0007623	LOC117572394|XP_034111060.1|DALB	LOC6738814|XP_016032620.1|DSIM
OG0007624	LOC117571803|XP_034110061.1|DALB	LOC6738907|XP_002085702.1|DSIM
OG0007625	LOC117567108|XP_034102780.1|DALB	LOC6737644|XP_016031416.1|DSIM
OG0007626	LOC117572614|XP_034111456.1|DALB	LOC6736324|XP_016029803.1|DSIM
OG0007627	LOC117572613|XP_034111455.1|DALB	LOC6736325|XP_002083209.1|DSIM
OG0007628	LOC117573253|XP_034112224.1|DALB	LOC6724729|XP_016037368.1|DSIM
OG0007629	LOC117571510|XP_034109574.1|DALB	LOC6737278|XP_016030995.1|DSIM
OG0007630	LOC117575119|XP_034115109.1|DALB	LOC6727470|XP_002102850.1|DSIM
OG0007631	LOC117573410|XP_034112504.1|DALB	LOC6729878|XP_016036641.1|DSIM
OG0007632	LOC117567520|XP_034103457.1|DALB	LOC120284197|XP_039149716.1|DSIM
OG0007633	LOC117563235|XP_034097329.1|DALB	LOC6732700|XP_002079814.1|DSIM
OG0007634	LOC117576771|XP_034117713.1|DALB	LOC6730142|XP_039150408.1|DSIM
OG0007635	LOC117565368|XP_034100323.1|DALB	LOC6732252|XP_002079381.1|DSIM
OG0007636	LOC117572221|XP_034110788.1|DALB	LOC6738620|XP_002085422.2|DSIM
OG0007637	LOC117565434|XP_034100412.1|DALB	LOC120284949|XP_039150588.1|DSIM, LOC27208212|XP_016026066.1|DSIM
OG0007638	LOC117566571|XP_034102004.1|DALB	LOC6724873|XP_039153074.1|DSIM
OG0007639	LOC117577542|XP_034118261.1|DALB	LOC27206919|XP_016040055.1|DSIM
OG0007640	LOC117571338|XP_034109322.1|DALB	LOC6733829|XP_002080873.1|DSIM
OG0007641	LOC117573802|XP_034113102.1|DALB	LOC6728869|XP_002104202.1|DSIM
OG0007642	LOC117569269|XP_034106260.1|DALB, LOC117566496|XP_034101927.1|DALB	LOC6734454|XP_002081473.2|DSIM
OG0007643	LOC117576419|XP_034117040.1|DALB, LOC117576421|XP_034117044.1|DALB	LOC6727898|XP_016034509.1|DSIM
OG0007644	LOC117574219|XP_034113815.1|DALB	LOC6730371|XP_002105653.1|DSIM
OG0007645	LOC117574623|XP_034114403.1|DALB	LOC6727930|XP_016034541.1|DSIM
OG0007646	LOC117565529|XP_034100564.1|DALB	LOC6732004|XP_016024684.1|DSIM
OG0007647	LOC117565934|XP_034101210.1|DALB	LOC6732860|XP_039149800.1|DSIM
OG0007648	LOC117572661|XP_034111549.1|DALB	LOC6733490|XP_016026446.2|DSIM
OG0007649	LOC117571756|XP_034109997.1|DALB	LOC6737453|XP_002084289.2|DSIM
OG0007650	LOC117569256|XP_034106221.1|DALB	LOC6735276|XP_002082245.1|DSIM
OG0007651	LOC117577797|XP_034118616.1|DALB	LOC6740096|XP_039152912.1|DSIM
OG0007652	LOC117566424|XP_034101845.1|DALB, LOC117566423|XP_034101844.1|DALB	LOC6733603|XP_002080657.1|DSIM
OG0007653	LOC117567359|XP_034103188.1|DALB	LOC6738910|XP_016032733.1|DSIM
OG0007654	LOC117571729|XP_034109926.1|DALB	LOC6736545|XP_002083415.1|DSIM
OG0007655	LOC117571306|XP_034109268.1|DALB, LOC117568377|XP_034104875.1|DALB	LOC6735229|XP_002082202.1|DSIM
OG0007657	LOC117570764|XP_034108488.1|DALB, LOC117566634|XP_034102066.1|DALB	LOC6728704|XP_002104040.2|DSIM
OG0007658	LOC117567756|XP_034103836.1|DALB, LOC117567757|XP_034103839.1|DALB	LOC6734276|XP_016027340.1|DSIM, LOC6734275|XP_039148449.1|DSIM
OG0007659	LOC117570659|XP_034108336.1|DALB	LOC6733767|XP_002080811.1|DSIM
OG0007660	LOC117573789|XP_034113087.1|DALB, LOC117573786|XP_034113083.1|DALB, LOC117574476|XP_034114205.1|DALB, LOC117573787|XP_034113084.1|DALB, LOC117573790|XP_034113088.1|DALB, LOC117573788|XP_034113086.1|DALB, LOC117574538|XP_034114293.1|DALB	LOC6728563|XP_002103904.2|DSIM
OG0007664	LOC117576308|XP_034116854.1|DALB	LOC6728140|XP_016034752.1|DSIM
OG0007665	LOC117563452|XP_034097731.1|DALB	LOC6725015|XP_016037969.1|DSIM
OG0007666	LOC117569873|XP_034107106.1|DALB	LOC6725023|XP_002106054.2|DSIM
OG0007667	LOC117578115|XP_034119190.1|DALB	LOC6740282|XP_016040305.1|DSIM
OG0007668	LOC117563350|XP_034097527.1|DALB	LOC6731498|XP_016024176.1|DSIM
OG0007669	LOC117565018|XP_034099857.1|DALB	LOC6726111|XP_016040380.1|DSIM
OG0007670	LOC117565007|XP_034099846.1|DALB	LOC6726113|XP_016040379.1|DSIM
OG0007671	LOC117569032|XP_034105924.1|DALB	LOC6725471|XP_016038581.1|DSIM
OG0007672	LOC117577672|XP_034118451.1|DALB	LOC6739909|XP_039153114.1|DSIM
OG0007674	LOC117563280|XP_034097442.1|DALB	LOC6725877|XP_039152891.1|DSIM
OG0007675	LOC117563635|XP_034097936.1|DALB	LOC6740122|XP_016039259.2|DSIM
OG0007676	LOC117566938|XP_034102463.1|DALB	LOC6740198|XP_016039917.1|DSIM
