Orthogroup	DALB.longest_only	DPER.longest_only
OG0009999	LOC117566373|XP_034101765.1|DALB	LOC6597488|XP_026848878.1|DPER
OG0010000	LOC117578100|XP_034119166.1|DALB	LOC6597291|XP_002022432.1|DPER
OG0010001	LOC117567944|XP_034104137.1|DALB	LOC6599385|XP_002024437.1|DPER
OG0010002	LOC117569135|XP_034106055.1|DALB	LOC113566354|XP_026847437.1|DPER
OG0010003	LOC117565865|XP_034101092.1|DALB	LOC6589604|XP_002014311.2|DPER
OG0010004	LOC117577297|XP_034118164.1|DALB	LOC6600220|XP_002025218.2|DPER
OG0010005	LOC117574659|XP_034114457.1|DALB	LOC6598432|XP_002023610.1|DPER
OG0010006	LOC117567031|XP_034102628.1|DALB	LOC6598447|XP_026848672.1|DPER
OG0010007	LOC117577637|XP_034118397.1|DALB	LOC6599261|XP_026848278.1|DPER
OG0010008	LOC117577701|XP_034118491.1|DALB	LOC6601745|XP_002026820.1|DPER
OG0010009	LOC117563415|XP_034097641.1|DALB	LOC6593474|XP_002019232.1|DPER
OG0010010	LOC117576750|XP_034117678.1|DALB	LOC6599436|XP_002024534.1|DPER
OG0010011	LOC117565578|XP_034100661.1|DALB	LOC6597776|XP_002022979.1|DPER
OG0010012	LOC117572227|XP_034110801.1|DALB	LOC6599177|XP_026848322.1|DPER
OG0010013	LOC117570681|XP_034108374.1|DALB	LOC6600723|XP_026848697.1|DPER
OG0010014	LOC117578097|XP_034119168.1|DALB	LOC6599315|XP_026847105.1|DPER
OG0010015	LOC117569665|XP_034106806.1|DALB	LOC6600724|XP_026848642.1|DPER
OG0010016	LOC117575872|XP_034116198.1|DALB	LOC113566314|XP_026847217.1|DPER
OG0010017	LOC117571530|XP_034109605.1|DALB	LOC6600722|XP_002025792.1|DPER
OG0010018	LOC117570869|XP_034108656.1|DALB	LOC6600169|XP_002025268.2|DPER
OG0010019	LOC117569523|XP_034106616.1|DALB	LOC6598401|XP_002023524.2|DPER
OG0010020	LOC117577569|XP_034118297.1|DALB	LOC6597409|XP_026846555.1|DPER
OG0010021	LOC117567895|XP_034104062.1|DALB	LOC6600038|XP_002025085.1|DPER
OG0010022	LOC117577105|XP_034118097.1|DALB	LOC6597729|XP_026847041.1|DPER
OG0010023	LOC117573945|XP_034113365.1|DALB	LOC6598348|XP_026846338.1|DPER
OG0010024	LOC117576576|XP_034117345.1|DALB	LOC6598346|XP_002023472.1|DPER
OG0010025	LOC117577089|XP_034118080.1|DALB	LOC6596766|XP_026845838.1|DPER
OG0010026	LOC117572695|XP_034111641.1|DALB	LOC6602660|XP_002027700.1|DPER
OG0010027	LOC117578050|XP_034119063.1|DALB	LOC6602663|XP_026845976.1|DPER
OG0010028	LOC117577780|XP_034118595.1|DALB	LOC6599186|XP_026848247.1|DPER
OG0010029	LOC117577465|XP_034118243.1|DALB	LOC6597329|XP_026846489.1|DPER
OG0010030	LOC117576545|XP_034117277.1|DALB	LOC6598226|XP_002023368.1|DPER
OG0010031	LOC117574292|XP_034113981.1|DALB	LOC6598223|XP_002023365.1|DPER
OG0010032	LOC117564868|XP_034099708.1|DALB	LOC6596403|XP_002021588.1|DPER
OG0010033	LOC117567716|XP_034103771.1|DALB	LOC113566143|XP_026846273.1|DPER
OG0010034	LOC117567708|XP_034103743.1|DALB	LOC6598457|XP_002023685.2|DPER
OG0010035	LOC117567654|XP_034103661.1|DALB	LOC6598490|XP_026846349.1|DPER
OG0010036	LOC117567647|XP_034103648.1|DALB	LOC6598488|XP_026846278.1|DPER
OG0010037	LOC117578046|XP_034119057.1|DALB	LOC6598487|XP_026846350.1|DPER
OG0010038	LOC117578126|XP_034119214.1|DALB	LOC6596775|XP_026849899.1|DPER
OG0010039	LOC117571513|XP_034109577.1|DALB	LOC6590681|XP_002015820.1|DPER
OG0010040	LOC117565622|XP_034100726.1|DALB	LOC6593342|XP_002018744.2|DPER
OG0010041	LOC117564553|XP_034099280.1|DALB	LOC6600361|XP_002025485.2|DPER
OG0010042	LOC117577956|XP_034118892.1|DALB	LOC6597858|XP_002023051.1|DPER
OG0010043	LOC117577582|XP_034118316.1|DALB	LOC6597889|XP_002023049.1|DPER
OG0010044	LOC117577432|XP_034118228.1|DALB	LOC6600159|XP_002025242.2|DPER
OG0010045	LOC117577601|XP_034118338.1|DALB	LOC6599924|XP_002025052.1|DPER
OG0010046	LOC117577600|XP_034118337.1|DALB	LOC6599923|XP_002025051.1|DPER
OG0010047	LOC117576283|XP_034116825.1|DALB	LOC6598525|XP_002023564.1|DPER
OG0010048	LOC117566188|XP_034101599.1|DALB	LOC6600403|XP_002025458.1|DPER
OG0010049	LOC117564086|XP_034098611.1|DALB	LOC6599112|XP_002024413.1|DPER
OG0010050	LOC117564070|XP_034098590.1|DALB	LOC6599114|XP_026849252.1|DPER
OG0010051	LOC117571147|XP_034109044.1|DALB	LOC6596815|XP_026845903.1|DPER
OG0010052	LOC117575074|XP_034115062.1|DALB	LOC113566592|XP_026848692.1|DPER
OG0010053	LOC117578272|XP_034119586.1|DALB	LOC6599927|XP_002025055.2|DPER
OG0010054	LOC117566435|XP_034101860.1|DALB	LOC6598358|XP_026846316.1|DPER
OG0010055	LOC117567778|XP_034103872.1|DALB	LOC6598362|XP_026846203.1|DPER
OG0010056	LOC117572281|XP_034110883.1|DALB	LOC6597286|XP_002022573.2|DPER
OG0010057	LOC117577631|XP_034118389.1|DALB	LOC6596658|XP_026845905.1|DPER
OG0010058	LOC117566047|XP_034101391.1|DALB	LOC6599312|XP_026847221.1|DPER
OG0010059	LOC117578062|XP_034119089.1|DALB	LOC6596927|XP_002021857.1|DPER
OG0010060	LOC117564538|XP_034099255.1|DALB	LOC6604029|XP_026845253.1|DPER
OG0010061	LOC117571988|XP_034110387.1|DALB	LOC6599744|XP_002024814.1|DPER
OG0010062	LOC117571915|XP_034110284.1|DALB	LOC6601456|XP_002026458.2|DPER
OG0010063	LOC117572471|XP_034111209.1|DALB	LOC6601391|XP_026847916.1|DPER
OG0010064	LOC117571091|XP_034108966.1|DALB	LOC6601401|XP_026847886.1|DPER
OG0010066	LOC117572535|XP_034111292.1|DALB	LOC6600327|XP_002025380.1|DPER
OG0010068	LOC117566828|XP_034102288.1|DALB	LOC6601159|XP_002026258.2|DPER
OG0010070	LOC117570964|XP_034108797.1|DALB	LOC113566390|XP_026847546.1|DPER
OG0010071	LOC117568907|XP_034105702.1|DALB	LOC113566446|XP_026847824.1|DPER
OG0010072	LOC117569936|XP_034107184.1|DALB	LOC6599589|XP_002024709.1|DPER
OG0010073	LOC117567958|XP_034104151.1|DALB	LOC113566750|XP_026849570.1|DPER
OG0010074	LOC117572569|XP_034111343.1|DALB	LOC6596908|XP_002021869.1|DPER
OG0010075	LOC117567723|XP_034103776.1|DALB	LOC6596207|XP_002021275.2|DPER
OG0010076	LOC117567403|XP_034103253.1|DALB	LOC6596232|XP_002021192.1|DPER
OG0010077	LOC117569429|XP_034106480.1|DALB	LOC6599871|XP_026847390.1|DPER
OG0010078	LOC117569432|XP_034106483.1|DALB	LOC6599872|XP_002024926.1|DPER
OG0010079	LOC117572029|XP_034110470.1|DALB	LOC6604328|XP_026847387.1|DPER
OG0010080	LOC117572559|XP_034111326.1|DALB	LOC6599478|XP_026849430.1|DPER
OG0010081	LOC117567583|XP_034103555.1|DALB	LOC113566753|XP_026849586.1|DPER
OG0010082	LOC117568723|XP_034105432.1|DALB	LOC6601700|XP_002026703.1|DPER
OG0010083	LOC117566467|XP_034101889.1|DALB	LOC6601962|XP_002027012.1|DPER
OG0010084	LOC117567477|XP_034103398.1|DALB	LOC113566030|XP_026845606.1|DPER
OG0010085	LOC117567881|XP_034104042.1|DALB	LOC6603267|XP_026848191.1|DPER
OG0010086	LOC117567562|XP_034103513.1|DALB	LOC6601968|XP_002027015.2|DPER
OG0010087	LOC117567643|XP_034103640.1|DALB	LOC6602270|XP_002027319.1|DPER
OG0010088	LOC117569801|XP_034107005.1|DALB	LOC6595761|XP_002021342.1|DPER
OG0010089	LOC117571318|XP_034109289.1|DALB	LOC6598913|XP_002024015.2|DPER
OG0010090	LOC117573197|XP_034112081.1|DALB	LOC6602026|XP_026846868.1|DPER
OG0010091	LOC117574560|XP_034114323.1|DALB	LOC6588481|XP_002013206.1|DPER
OG0010092	LOC117577391|XP_034118190.1|DALB	LOC113564898|XP_026839975.1|DPER
OG0010093	LOC117567113|XP_034102806.1|DALB	LOC6595368|XP_002020804.1|DPER
OG0010094	LOC117573514|XP_034112639.1|DALB	LOC6587267|XP_002012744.2|DPER
OG0010095	LOC117576809|XP_034117767.1|DALB	LOC113564957|XP_026840523.1|DPER
OG0010096	LOC117577881|XP_034118751.1|DALB	LOC6603114|XP_002028131.1|DPER
OG0010097	LOC117566722|XP_034102160.1|DALB	LOC113566099|XP_026845950.1|DPER
OG0010098	LOC117565564|XP_034100623.1|DALB	LOC6588778|XP_002014249.1|DPER
OG0010099	LOC117566123|XP_034101490.1|DALB	LOC6589403|XP_002015292.1|DPER
OG0010100	LOC117569087|XP_034105994.1|DALB	LOC6600309|XP_026849085.1|DPER
OG0010101	LOC117572346|XP_034110995.1|DALB	LOC6595893|XP_026845382.1|DPER
OG0010102	LOC117571127|XP_034109019.1|DALB	LOC6595789|XP_026845692.1|DPER
OG0010103	LOC117566456|XP_034101878.1|DALB	LOC6595762|XP_002021343.2|DPER
OG0010104	LOC117567196|XP_034102916.1|DALB	LOC6599777|XP_002024864.1|DPER
OG0010105	LOC117567685|XP_034103700.1|DALB	LOC6595590|XP_026843912.1|DPER
OG0010106	LOC117567624|XP_034103606.1|DALB	LOC6591294|XP_002015807.1|DPER
OG0010107	LOC117566622|XP_034102053.1|DALB	LOC6592564|XP_002018246.1|DPER
OG0010108	LOC117566546|XP_034101979.1|DALB	LOC6590803|XP_002016349.1|DPER
OG0010110	LOC117569757|XP_034106940.1|DALB	LOC6601470|XP_002026437.2|DPER
OG0010111	LOC117574789|XP_034114636.1|DALB	LOC6587194|XP_002013641.1|DPER
OG0010113	LOC117571405|XP_034109434.1|DALB	LOC6599252|XP_002024278.1|DPER
OG0010114	LOC117571993|XP_034110396.1|DALB	LOC6603830|XP_002028788.1|DPER
OG0010115	LOC117564476|XP_034099170.1|DALB	LOC6596774|XP_026849898.1|DPER
OG0010116	LOC117565664|XP_034100784.1|DALB	LOC6597609|XP_026848943.1|DPER
OG0010117	LOC117577603|XP_034118340.1|DALB	LOC6599921|XP_002025049.1|DPER
OG0010118	LOC117577819|XP_034118644.1|DALB	LOC6599913|XP_002025024.1|DPER
OG0010119	LOC117566754|XP_034102191.1|DALB	LOC6597384|XP_002022587.1|DPER
OG0010120	LOC117577927|XP_034118821.1|DALB	LOC113566673|XP_026849159.1|DPER
OG0010121	LOC117572420|XP_034111104.1|DALB	LOC6601785|XP_026849831.1|DPER
OG0010122	LOC117577980|XP_034118962.1|DALB	LOC6598300|XP_002023502.1|DPER
OG0010123	LOC117572460|XP_034111190.1|DALB	LOC6599175|XP_026848305.1|DPER
OG0010125	LOC117573764|XP_034113051.1|DALB	LOC6597863|XP_002023056.1|DPER
OG0010126	LOC117565781|XP_034100949.1|DALB	LOC6593285|XP_026843444.1|DPER
OG0010127	LOC117565203|XP_034100099.1|DALB	LOC6589888|XP_026844106.1|DPER
OG0010128	LOC117564707|XP_034099478.1|DALB	LOC6589236|XP_002014498.1|DPER
OG0010129	LOC117565163|XP_034100038.1|DALB	LOC6593628|XP_002019094.1|DPER
OG0010130	LOC117563208|XP_034097288.1|DALB	LOC6593512|XP_002019203.1|DPER
OG0010131	LOC117563670|XP_034097984.1|DALB	LOC6598114|XP_026843554.1|DPER
OG0010132	LOC117564497|XP_034099205.1|DALB	LOC6597940|XP_002023175.1|DPER
OG0010133	LOC117564499|XP_034099206.1|DALB	LOC6597939|XP_002023174.1|DPER
OG0010134	LOC117566108|XP_034101469.1|DALB	LOC6589883|XP_002014487.2|DPER
OG0010135	LOC117563740|XP_034098111.1|DALB	LOC6596554|XP_026843455.1|DPER
OG0010136	LOC117565365|XP_034100320.1|DALB	LOC6596336|XP_002021693.1|DPER
OG0010137	LOC117563769|XP_034098167.1|DALB	LOC6593805|XP_002019272.1|DPER
OG0010138	LOC117565335|XP_034100275.1|DALB	LOC113565749|XP_026844607.1|DPER
OG0010139	LOC117564039|XP_034098534.1|DALB	LOC6588868|XP_002015259.2|DPER
OG0010140	LOC117566171|XP_034101565.1|DALB	LOC6589458|XP_026844642.1|DPER
OG0010141	LOC117564200|XP_034098769.1|DALB	LOC6589660|XP_026843893.1|DPER
OG0010142	LOC117564233|XP_034098814.1|DALB	LOC6595680|XP_002020706.1|DPER
OG0010143	LOC117565528|XP_034100563.1|DALB	LOC6589133|XP_026844461.1|DPER
OG0010144	LOC117565320|XP_034100251.1|DALB	LOC6595383|XP_002020786.1|DPER
OG0010145	LOC117564947|XP_034099793.1|DALB	LOC6593676|XP_002018623.1|DPER
OG0010146	LOC117564948|XP_034099794.1|DALB	LOC6593670|XP_026843425.1|DPER
OG0010147	LOC117564523|XP_034099234.1|DALB	LOC6589284|XP_002014654.1|DPER
OG0010148	LOC117564783|XP_034099578.1|DALB	LOC6589342|XP_026844533.1|DPER
OG0010149	LOC117564526|XP_034099238.1|DALB	LOC6589782|XP_002015358.1|DPER
OG0010150	LOC117564978|XP_034099815.1|DALB	LOC6588942|XP_002014912.1|DPER
OG0010151	LOC117564460|XP_034099135.1|DALB	LOC113565532|XP_026843627.1|DPER
OG0010152	LOC117563628|XP_034097927.1|DALB	LOC6589686|XP_002014771.2|DPER, LOC113565915|XP_026845085.1|DPER
OG0010153	LOC117564563|XP_034099287.1|DALB	LOC6596408|XP_002021593.1|DPER
OG0010154	LOC117564178|XP_034098737.1|DALB	LOC6596415|XP_002021600.1|DPER
OG0010155	LOC117564184|XP_034098748.1|DALB	LOC6596613|XP_002021609.1|DPER
OG0010156	LOC117568307|XP_034104745.1|DALB	LOC6587457|XP_002013075.1|DPER
OG0010157	LOC117571524|XP_034109591.1|DALB	LOC6601356|XP_002026526.2|DPER
OG0010158	LOC117570855|XP_034108625.1|DALB	LOC6600259|XP_002025424.2|DPER
OG0010159	LOC117572001|XP_034110407.1|DALB	LOC6599663|XP_002024795.2|DPER
OG0010160	LOC117571669|XP_034109800.1|DALB	LOC6589082|XP_002014757.2|DPER
OG0010161	LOC117570499|XP_034108086.1|DALB	LOC6599874|XP_002024928.1|DPER
OG0010162	LOC117568513|XP_034105106.1|DALB	LOC6599104|XP_002024405.1|DPER
OG0010163	LOC117572119|XP_034110635.1|DALB	LOC6597108|XP_002022297.1|DPER
OG0010164	LOC117567660|XP_034103669.1|DALB	LOC6596051|XP_002021235.1|DPER
OG0010165	LOC117567835|XP_034103974.1|DALB	LOC6599466|XP_002024615.1|DPER
OG0010166	LOC117569882|XP_034107112.1|DALB	LOC6602460|XP_002027488.1|DPER
OG0010167	LOC117572322|XP_034110947.1|DALB	LOC6602522|XP_002027503.1|DPER
OG0010168	LOC117569551|XP_034106649.1|DALB, LOC117566442|XP_034101864.1|DALB	LOC6603264|XP_026848174.1|DPER
OG0010169	LOC117566458|XP_034101879.1|DALB	LOC6598861|XP_026847923.1|DPER
OG0010170	LOC117569154|XP_034106105.1|DALB	LOC6599029|XP_002024146.1|DPER
OG0010171	LOC117568724|XP_034105433.1|DALB	LOC6599027|XP_002024144.1|DPER
OG0010172	LOC117572809|XP_034111806.1|DALB	LOC6601971|XP_002027018.1|DPER
OG0010173	LOC117570945|XP_034108770.1|DALB	LOC6592367|XP_002017972.1|DPER
OG0010174	LOC117571208|XP_034109145.1|DALB	LOC6592727|XP_002018094.1|DPER
OG0010175	LOC117569902|XP_034107134.1|DALB	LOC6592585|XP_002018067.1|DPER
OG0010176	LOC117569626|XP_034106754.1|DALB	LOC6592419|XP_002018064.2|DPER
OG0010177	LOC117567145|XP_034102848.1|DALB	LOC6602069|XP_002027175.1|DPER
OG0010178	LOC117566498|XP_034101929.1|DALB	LOC6589941|XP_002015969.1|DPER
OG0010179	LOC117569471|XP_034106530.1|DALB	LOC6602285|XP_002027344.1|DPER
OG0010180	LOC117569299|XP_034106298.1|DALB	LOC6601504|XP_002026566.2|DPER
OG0010181	LOC117571043|XP_034108901.1|DALB	LOC6602186|XP_002027226.2|DPER
OG0010182	LOC117568385|XP_034104887.1|DALB	LOC113565104|XP_026841597.1|DPER
OG0010183	LOC117568386|XP_034104888.1|DALB	LOC6593084|XP_002017897.1|DPER
OG0010184	LOC117566576|XP_034102008.1|DALB	LOC6590229|XP_002016078.1|DPER
OG0010185	LOC117570226|XP_034107617.1|DALB	LOC6590228|XP_002016077.1|DPER
OG0010186	LOC117568461|XP_034105029.1|DALB	LOC6597090|XP_002022265.1|DPER
OG0010187	LOC117570071|XP_034107401.1|DALB	LOC6601347|XP_002026406.2|DPER
OG0010188	LOC117572214|XP_034110781.1|DALB	LOC6590099|XP_002015984.1|DPER
OG0010189	LOC117569462|XP_034106520.1|DALB	LOC6592215|XP_002018485.1|DPER
OG0010190	LOC117571083|XP_034108956.1|DALB	LOC6593217|XP_002018477.1|DPER
OG0010191	LOC117571637|XP_034109753.1|DALB	LOC6593002|XP_002018454.1|DPER
OG0010192	LOC117569030|XP_034105915.1|DALB	LOC6592876|XP_002018543.1|DPER
OG0010193	LOC117570473|XP_034108047.1|DALB	LOC6602058|XP_002027189.2|DPER
OG0010194	LOC117571293|XP_034109254.1|DALB	LOC6598983|XP_026847954.1|DPER
OG0010195	LOC117569074|XP_034105979.1|DALB	LOC113566466|XP_026847959.1|DPER
OG0010196	LOC117567467|XP_034103377.1|DALB	LOC6600963|XP_002026001.1|DPER
OG0010197	LOC117570759|XP_034108477.1|DALB	LOC6590716|XP_002016248.2|DPER
OG0010198	LOC117571744|XP_034109982.1|DALB	LOC6591314|XP_002016137.1|DPER
OG0010199	LOC117572248|XP_034110825.1|DALB	LOC6600825|XP_002025892.1|DPER
OG0010200	LOC117568492|XP_034105072.1|DALB	LOC6592311|XP_002017570.1|DPER
OG0010201	LOC117567766|XP_034103850.1|DALB	LOC6601278|XP_002026350.1|DPER
OG0010202	LOC117571117|XP_034109003.1|DALB	LOC6592448|XP_002018298.1|DPER
OG0010203	LOC117571303|XP_034109264.1|DALB	LOC6593205|XP_002018034.1|DPER
OG0010204	LOC117569726|XP_034106889.1|DALB	LOC6592689|XP_002017956.1|DPER
OG0010205	LOC117572133|XP_034110657.1|DALB	LOC6601607|XP_026841611.1|DPER
OG0010206	LOC117571247|XP_034109192.1|DALB	LOC6601609|XP_026841464.1|DPER
OG0010207	LOC117571362|XP_034109362.1|DALB	LOC6590724|XP_002016175.2|DPER
OG0010208	LOC117571490|XP_034109549.1|DALB	LOC6592686|XP_026842566.1|DPER
OG0010209	LOC117568467|XP_034105041.1|DALB	LOC6592685|XP_002017952.2|DPER
OG0010210	LOC117569787|XP_034106980.1|DALB	LOC6592263|XP_002017841.1|DPER
OG0010211	LOC117572081|XP_034110564.1|DALB	LOC6590044|XP_002016438.2|DPER
OG0010212	LOC117567312|XP_034103091.1|DALB	LOC6592412|XP_002018057.1|DPER
OG0010213	LOC117567313|XP_034103092.1|DALB	LOC6592410|XP_002018055.1|DPER
OG0010214	LOC117569500|XP_034106575.1|DALB	LOC6592228|XP_002018047.1|DPER
OG0010215	LOC117569802|XP_034107006.1|DALB	LOC6590622|XP_002016709.1|DPER
OG0010216	LOC117571393|XP_034109403.1|DALB	LOC6591114|XP_002015816.1|DPER
OG0010217	LOC117569768|XP_034106952.1|DALB	LOC6590316|XP_002015861.1|DPER
OG0010218	LOC117570900|XP_034108696.1|DALB	LOC6590440|XP_002015867.1|DPER
OG0010219	LOC117571252|XP_034109198.1|DALB	LOC6589928|XP_002015879.1|DPER
OG0010220	LOC117568728|XP_034105438.1|DALB, LOC117570521|XP_034108113.1|DALB	LOC6590657|XP_002016415.1|DPER
OG0010221	LOC117570519|XP_034108111.1|DALB	LOC6590348|XP_002016417.2|DPER
OG0010222	LOC117572798|XP_034111794.1|DALB	LOC6592599|XP_002018514.1|DPER
OG0010223	LOC117572797|XP_034111793.1|DALB	LOC6591242|XP_026842552.1|DPER
OG0010224	LOC117569777|XP_034106968.1|DALB	LOC6590454|XP_002016380.2|DPER
OG0010225	LOC117576184|XP_034116665.1|DALB, LOC117576104|XP_034116552.1|DALB	LOC6591387|XP_002017358.2|DPER
OG0010226	LOC117574640|XP_034114429.1|DALB	LOC6594266|XP_002019513.1|DPER
OG0010227	LOC117573863|XP_034113226.1|DALB	LOC113564944|XP_026840339.1|DPER
OG0010228	LOC117576945|XP_034117993.1|DALB, LOC117576962|XP_034118029.1|DALB, LOC117576955|XP_034118009.1|DALB	LOC6594656|XP_002019661.1|DPER
OG0010229	LOC117573633|XP_034112832.1|DALB	LOC6594053|XP_002019876.1|DPER
OG0010230	LOC117576117|XP_034116566.1|DALB	LOC6594103|XP_002019880.1|DPER
OG0010231	LOC117574496|XP_034114224.1|DALB	LOC6595339|XP_002020552.2|DPER
OG0010232	LOC117576285|XP_034116823.1|DALB	LOC113565109|XP_026841627.1|DPER
OG0010233	LOC117574802|XP_034114658.1|DALB	LOC6588530|XP_002013575.1|DPER
OG0010234	LOC117575785|XP_034116050.1|DALB	LOC113565820|XP_026844855.1|DPER
OG0010235	LOC117575982|XP_034116360.1|DALB	LOC6595129|XP_002020295.1|DPER
OG0010236	LOC117573590|XP_034112776.1|DALB	LOC113564884|XP_026839896.1|DPER
OG0010237	LOC117575474|XP_034115598.1|DALB	LOC113566236|XP_026846806.1|DPER, LOC6588047|XP_026842925.1|DPER
OG0010238	LOC117574364|XP_034114089.1|DALB	LOC6591921|XP_002017423.2|DPER
OG0010239	LOC117575457|XP_034115556.1|DALB	LOC6587863|XP_002012933.1|DPER
OG0010240	LOC117576761|XP_034117698.1|DALB	LOC6598007|XP_026843577.1|DPER
OG0010241	LOC117574409|XP_034114137.1|DALB	LOC113566234|XP_026846797.1|DPER
OG0010242	LOC117573711|XP_034112972.1|DALB	LOC6595284|XP_002020350.1|DPER
OG0010243	LOC117574227|XP_034113827.1|DALB	LOC6598670|XP_002023757.1|DPER
OG0010244	LOC117576196|XP_034116680.1|DALB	LOC6598766|XP_002023800.2|DPER
OG0010245	LOC117574695|XP_034114495.1|DALB, LOC117574775|XP_034114614.1|DALB	LOC6591347|XP_002017455.1|DPER
OG0010246	LOC117575018|XP_034114988.1|DALB	LOC6588620|XP_026840355.1|DPER
OG0010247	LOC117573792|XP_034113090.1|DALB	LOC113567344|XP_026850664.1|DPER
OG0010248	LOC117576030|XP_034116430.1|DALB	LOC6587586|XP_002013098.2|DPER
OG0010249	LOC117577314|XP_034118171.1|DALB, LOC117577248|XP_034118128.1|DALB	LOC6594715|XP_002019400.2|DPER
OG0010275	LOC117574516|XP_034114267.1|DALB	LOC6587684|XP_026850213.1|DPER
OG0010277	LOC117575978|XP_034116351.1|DALB	LOC113564948|XP_026840383.1|DPER
OG0010279	LOC117575833|XP_034116129.1|DALB	LOC6587388|XP_002014028.1|DPER
OG0010280	LOC117578018|XP_034119010.1|DALB	LOC6598176|XP_026846243.1|DPER
OG0010282	LOC117576710|XP_034117620.1|DALB	LOC6587927|XP_002014079.1|DPER
OG0010283	LOC117575163|XP_034115156.1|DALB	LOC6591902|XP_002017049.2|DPER
OG0010285	LOC117573516|XP_034112641.1|DALB	LOC6587675|XP_002012743.2|DPER
OG0010286	LOC117573578|XP_034112757.1|DALB	LOC6595128|XP_002020294.1|DPER
OG0010287	LOC117574233|XP_034113834.1|DALB	LOC6587633|XP_002013556.1|DPER
OG0010290	LOC117574306|XP_034114005.1|DALB	LOC6595198|XP_002020233.1|DPER
OG0010292	LOC117573820|XP_034113136.1|DALB	LOC6595225|XP_002020198.1|DPER
OG0010296	LOC117572657|XP_034111542.1|DALB	LOC6592794|XP_026841987.1|DPER
OG0010298	LOC117569080|XP_034105987.1|DALB	LOC6590182|XP_026840614.1|DPER
OG0010299	LOC117571309|XP_034109274.1|DALB	LOC6590476|XP_002016662.1|DPER
OG0010301	LOC117573831|XP_034113154.1|DALB	LOC6591664|XP_002016993.2|DPER
OG0010302	LOC117571333|XP_034109317.1|DALB	LOC113565054|XP_026841034.1|DPER
OG0010304	LOC117567877|XP_034104041.1|DALB	LOC6602690|XP_026845986.1|DPER
OG0010305	LOC117565412|XP_034100391.1|DALB	LOC6600037|XP_026849135.1|DPER
OG0010306	LOC117571671|XP_034109806.1|DALB	LOC6600014|XP_026849168.1|DPER
OG0010307	LOC117573352|XP_034112373.1|DALB	LOC6599240|XP_026848296.1|DPER
OG0010308	LOC117570025|XP_034107339.1|DALB	LOC6598179|XP_026846229.1|DPER
OG0010309	LOC117571087|XP_034108962.1|DALB	LOC6603866|XP_002028823.1|DPER
OG0010310	LOC117566228|XP_034101669.1|DALB	LOC6596754|XP_002021937.1|DPER
OG0010311	LOC117568480|XP_034105061.1|DALB	LOC6597451|XP_026846517.1|DPER
OG0010312	LOC117574318|XP_034114023.1|DALB	LOC6597356|XP_002022397.2|DPER
OG0010313	LOC117566682|XP_034102121.1|DALB	LOC6603333|XP_026848201.1|DPER
OG0010314	LOC117575236|XP_034115262.1|DALB	LOC6598228|XP_002023370.1|DPER
OG0010316	LOC117569702|XP_034106855.1|DALB	LOC6590736|XP_026841774.1|DPER
OG0010317	LOC117569063|XP_034105971.1|DALB, LOC117568960|XP_034105812.1|DALB	LOC6600788|XP_002025811.2|DPER
OG0010318	LOC117577875|XP_034118724.1|DALB	LOC6602602|XP_002027596.1|DPER
OG0010319	LOC117577660|XP_034118476.1|DALB	LOC6600173|XP_002025272.1|DPER
OG0010320	LOC117577987|XP_034118974.1|DALB	LOC6600720|XP_002025790.1|DPER
OG0010321	LOC117568943|XP_034105772.1|DALB	LOC6599753|XP_026847398.1|DPER
OG0010322	LOC117572066|XP_034110537.1|DALB	LOC6599745|XP_002024815.1|DPER
OG0010324	LOC117571614|XP_034109725.1|DALB	LOC113566714|XP_026849380.1|DPER
OG0010325	LOC117571414|XP_034109444.1|DALB	LOC6597199|XP_002022344.1|DPER
OG0010327	LOC117572150|XP_034110680.1|DALB	LOC6599587|XP_002024707.2|DPER
OG0010328	LOC117569430|XP_034106481.1|DALB	LOC113566360|XP_026847459.1|DPER
OG0010330	LOC117569044|XP_034105933.1|DALB	LOC6599022|XP_002024139.2|DPER
OG0010331	LOC117568061|XP_034104307.1|DALB	LOC6598894|XP_026847778.1|DPER
OG0010332	LOC117577985|XP_034118973.1|DALB	LOC6602889|XP_002027887.1|DPER
OG0010334	LOC117565542|XP_034100579.1|DALB	LOC6589336|XP_002014554.1|DPER
OG0010335	LOC117577715|XP_034118509.1|DALB	LOC6600044|XP_026849165.1|DPER
OG0010336	LOC117566076|XP_034101471.1|DALB	LOC6596701|XP_002021970.1|DPER, LOC6596699|XP_002021968.2|DPER, LOC113566092|XP_026845919.1|DPER
OG0010337	LOC117565226|XP_034100128.1|DALB	LOC6602593|XP_002027617.1|DPER
OG0010338	LOC117574360|XP_034114088.1|DALB	LOC6597701|XP_002022882.1|DPER
OG0010339	LOC117566797|XP_034102234.1|DALB	LOC6596006|XP_002020995.1|DPER
OG0010340	LOC117564415|XP_034099041.1|DALB	LOC6599907|XP_026849163.1|DPER
OG0010341	LOC117573390|XP_034112485.1|DALB	LOC113566675|XP_026849162.1|DPER
OG0010342	LOC117565863|XP_034101091.1|DALB	LOC6598251|XP_026846253.1|DPER
OG0010343	LOC117577712|XP_034118510.1|DALB	LOC6600073|XP_026845133.1|DPER
OG0010344	LOC117565943|XP_034101224.1|DALB	LOC6597033|XP_026845445.1|DPER
OG0010345	LOC117566078|XP_034101453.1|DALB	LOC6602897|XP_002027920.1|DPER
