Orthogroup	DALB.longest_only	DSUZ.longest_only
OG0007471	LOC117569543|XP_034106641.1|DALB	LOC108009564|XP_016929516.1|DSUZ
OG0007472	LOC117577651|XP_034118428.1|DALB	LOC108006536|XP_016925550.1|DSUZ
OG0007473	LOC117570651|XP_034108313.1|DALB	LOC108005784|XP_016924602.1|DSUZ
OG0007474	LOC117567408|XP_034103265.1|DALB	LOC108009518|XP_036668936.1|DSUZ
OG0007475	LOC117568946|XP_034105775.1|DALB	LOC108013438|XP_016934797.1|DSUZ
OG0007476	LOC117564312|XP_034098905.1|DALB	LOC108005186|XP_016923859.1|DSUZ
OG0007477	LOC117577981|XP_034118958.1|DALB	LOC108005322|XP_016924026.1|DSUZ
OG0007479	LOC117578204|XP_034119432.1|DALB	LOC108016600|XP_036676309.1|DSUZ
OG0007480	LOC117575830|XP_034116125.1|DALB	LOC108016084|XP_036673327.1|DSUZ
OG0007481	LOC117568990|XP_034105852.1|DALB	LOC108006806|XP_016925843.2|DSUZ
OG0007482	LOC117565965|XP_034101252.1|DALB	LOC108005698|XP_016924517.1|DSUZ
OG0007483	LOC117568449|XP_034105013.1|DALB	LOC108010021|XP_016930308.1|DSUZ
OG0007484	LOC117577662|XP_034118440.1|DALB	LOC108005425|XP_016924192.1|DSUZ
OG0007485	LOC117568954|XP_034105801.1|DALB	LOC108020466|XP_016944280.1|DSUZ
OG0007486	LOC117578289|XP_034119620.1|DALB	LOC108014986|XP_016936696.1|DSUZ
OG0007487	LOC117573223|XP_034112147.1|DALB	LOC108020429|XP_016944237.1|DSUZ
OG0007488	LOC117566518|XP_034101950.1|DALB	LOC108005824|XP_016924646.1|DSUZ
OG0007489	LOC117573921|XP_034113325.1|DALB	LOC108018450|XP_036672982.1|DSUZ
OG0007490	LOC117578302|XP_034119638.1|DALB	LOC108019147|XP_016942385.1|DSUZ
OG0007491	LOC117570597|XP_034108235.1|DALB	LOC108015204|XP_016937018.1|DSUZ
OG0007492	LOC117570262|XP_034107665.1|DALB	LOC108018153|XP_016941109.1|DSUZ
OG0007493	LOC117578300|XP_034119636.1|DALB	LOC108019203|XP_016942485.1|DSUZ
OG0007494	LOC117563573|XP_034097849.1|DALB	LOC108005314|XP_016924019.1|DSUZ
OG0007495	LOC117578163|XP_034119330.1|DALB	LOC108011218|XP_016931800.1|DSUZ
OG0007496	LOC117572381|XP_034111044.1|DALB	LOC108005563|XP_016924350.1|DSUZ
OG0007497	LOC117570979|XP_034108817.1|DALB	LOC108013267|XP_016934517.1|DSUZ
OG0007498	LOC117567594|XP_034103570.1|DALB	LOC108013224|XP_036670740.1|DSUZ
OG0007499	LOC117571018|XP_034108867.1|DALB	LOC108006911|XP_016925996.2|DSUZ
OG0007500	LOC117571019|XP_034108869.1|DALB	LOC108006913|XP_016925999.2|DSUZ
OG0007501	LOC117567745|XP_034103821.1|DALB	LOC108007700|XP_016926927.1|DSUZ
OG0007502	LOC117571675|XP_034109807.1|DALB	LOC108011575|XP_016932234.1|DSUZ
OG0007503	LOC117564846|XP_034099671.1|DALB	LOC108021610|XP_016945895.1|DSUZ
OG0007504	LOC117567565|XP_034103516.1|DALB	LOC108012569|XP_016933472.1|DSUZ
OG0007505	LOC117568959|XP_034105809.1|DALB	LOC108013459|XP_016934826.1|DSUZ
OG0007506	LOC117570547|XP_034108160.1|DALB	LOC108012477|XP_016933363.1|DSUZ
OG0007507	LOC117564211|XP_034098786.1|DALB	LOC108021173|XP_016945244.1|DSUZ
OG0007509	LOC117565154|XP_034100027.1|DALB	LOC108021086|XP_016945096.1|DSUZ
OG0007510	LOC117569672|XP_034106810.1|DALB	LOC108018101|XP_016941004.1|DSUZ
OG0007512	LOC117576292|XP_034116833.1|DALB	LOC108015561|XP_036672614.1|DSUZ
OG0007513	LOC117563569|XP_034097844.1|DALB	LOC108021006|XP_016944970.1|DSUZ
OG0007514	LOC117568981|XP_034105835.1|DALB	LOC108013006|XP_016934082.1|DSUZ
OG0007515	LOC117564024|XP_034098514.1|DALB	LOC108007709|XP_016926946.1|DSUZ
OG0007516	LOC117565628|XP_034100729.1|DALB	LOC108015405|XP_016937318.1|DSUZ
OG0007517	LOC117572635|XP_034111488.1|DALB	LOC108005822|XP_016924644.1|DSUZ
OG0007518	LOC117572063|XP_034110532.1|DALB	LOC108009811|XP_016929977.1|DSUZ
OG0007519	LOC117572242|XP_034110816.1|DALB	LOC108010060|XP_016930362.1|DSUZ
OG0007520	LOC117577304|XP_034118169.1|DALB	LOC108005317|XP_016924020.1|DSUZ
OG0007521	LOC117571916|XP_034110288.1|DALB	LOC108005478|XP_016924268.2|DSUZ
OG0007522	LOC117578290|XP_034119621.1|DALB	LOC108015142|XP_016936901.1|DSUZ
OG0007523	LOC117567447|XP_034103350.1|DALB	LOC108009971|XP_016930223.1|DSUZ
OG0007525	LOC117565837|XP_034101039.1|DALB	LOC108006149|XP_016925095.1|DSUZ
OG0007526	LOC117573757|XP_034113033.1|DALB	LOC108018730|XP_036673296.1|DSUZ
OG0007527	LOC117567053|XP_034102672.1|DALB	LOC108013422|XP_016934775.1|DSUZ
OG0007528	LOC117572673|XP_034111586.1|DALB	LOC108019790|XP_016943274.1|DSUZ
OG0007529	LOC117569303|XP_034106305.1|DALB	LOC108008704|XP_016928090.1|DSUZ
OG0007530	LOC117573937|XP_034113354.1|DALB	LOC108006623|XP_016925637.2|DSUZ
OG0007531	LOC117566737|XP_034102171.1|DALB	LOC108019651|XP_016943023.1|DSUZ
OG0007532	LOC117567800|XP_034103924.1|DALB	LOC108010249|XP_016930592.1|DSUZ
OG0007533	LOC117570485|XP_034108062.1|DALB	LOC108006909|XP_036670925.1|DSUZ
OG0007534	LOC117568062|XP_034104310.1|DALB	LOC108012531|XP_016933433.1|DSUZ
OG0007535	LOC117568887|XP_034105678.1|DALB	LOC108005531|XP_036672105.1|DSUZ
OG0007536	LOC117573807|XP_034113109.1|DALB	LOC108006649|XP_036673483.1|DSUZ
OG0007537	LOC117567644|XP_034103641.1|DALB	LOC108013063|XP_036672317.1|DSUZ
OG0007538	LOC117571692|XP_034109874.1|DALB	LOC108013339|XP_016934634.1|DSUZ
OG0007539	LOC117563511|XP_034097778.1|DALB	LOC108021122|XP_016945161.1|DSUZ
OG0007540	LOC117576530|XP_034117244.1|DALB	LOC108010834|XP_016931290.2|DSUZ
OG0007541	LOC117567371|XP_034103205.1|DALB	LOC108019600|XP_016942930.1|DSUZ
OG0007542	LOC117568136|XP_034104435.1|DALB	LOC108009689|XP_016929725.1|DSUZ
OG0007543	LOC117573181|XP_034112048.1|DALB	LOC108020380|XP_016944123.1|DSUZ
OG0007544	LOC117567999|XP_034104208.1|DALB	LOC108014668|XP_036670688.1|DSUZ
OG0007545	LOC117565027|XP_034099865.1|DALB	LOC108021552|XP_016945809.1|DSUZ
OG0007546	LOC117575771|XP_034116028.1|DALB	LOC108014055|XP_016935561.2|DSUZ
OG0007547	LOC117570875|XP_034108659.1|DALB	LOC108006183|XP_016925106.1|DSUZ
OG0007548	LOC117566968|XP_034102514.1|DALB	LOC108013172|XP_016934356.1|DSUZ
OG0007549	LOC117567351|XP_034103175.1|DALB	LOC108006892|XP_016925969.2|DSUZ
OG0007550	LOC117567732|XP_034103789.1|DALB	LOC108013336|XP_016934627.1|DSUZ
OG0007551	LOC117572655|XP_034111536.1|DALB	LOC108019565|XP_036670000.1|DSUZ
OG0007552	LOC117566205|XP_034101623.1|DALB	LOC108008743|XP_016928133.1|DSUZ
OG0007553	LOC117564058|XP_034098571.1|DALB	LOC108005009|XP_016923636.1|DSUZ
OG0007554	LOC117571911|XP_034110280.1|DALB	LOC108013498|XP_016934870.1|DSUZ
OG0007555	LOC117567298|XP_034103071.1|DALB	LOC108009321|XP_016929080.1|DSUZ
OG0007556	LOC117570791|XP_034108529.1|DALB	LOC108010294|XP_016930655.1|DSUZ
OG0007557	LOC117569050|XP_034105943.1|DALB	LOC108010045|XP_016930343.1|DSUZ
OG0007558	LOC117570958|XP_034108788.1|DALB	LOC108010308|XP_016930681.1|DSUZ
OG0007559	LOC117565917|XP_034101176.1|DALB	LOC108007871|XP_016927125.1|DSUZ
OG0007560	LOC117570495|XP_034108080.1|DALB	LOC108013484|XP_016934856.1|DSUZ
OG0007561	LOC117570021|XP_034107328.1|DALB	LOC108020750|XP_036672482.1|DSUZ, LOC118877351|XP_036671661.1|DSUZ
OG0007562	LOC117572466|XP_034111201.1|DALB	LOC108014678|XP_036671160.1|DSUZ
OG0007563	LOC117567787|XP_034103900.1|DALB	LOC108010516|XP_016930879.1|DSUZ
OG0007564	LOC117570035|XP_034107350.1|DALB	LOC108006701|XP_016925730.1|DSUZ
OG0007565	LOC117573660|XP_034112879.1|DALB	LOC108005015|XP_036673256.1|DSUZ
OG0007566	LOC117572793|XP_034111787.1|DALB	LOC108010113|XP_016930426.1|DSUZ
OG0007567	LOC117574264|XP_034113890.1|DALB	LOC108007216|XP_016926339.2|DSUZ
OG0007568	LOC117567753|XP_034103832.1|DALB	LOC108019849|XP_016943376.1|DSUZ
OG0007569	LOC117572144|XP_034110675.1|DALB	LOC108009851|XP_016930037.1|DSUZ
OG0007570	LOC117567276|XP_034103032.1|DALB	LOC108019848|XP_016943373.1|DSUZ
OG0007571	LOC117567751|XP_034103831.1|DALB	LOC108019908|XP_016943495.1|DSUZ
OG0007572	LOC117570132|XP_034107488.1|DALB	LOC108015440|XP_016937362.1|DSUZ
OG0007573	LOC117571779|XP_034110028.1|DALB	LOC108009374|XP_016929167.1|DSUZ
OG0007574	LOC117567464|XP_034103372.1|DALB	LOC108009265|XP_016928958.1|DSUZ
OG0007575	LOC117566417|XP_034101835.1|DALB	LOC108018142|XP_016941090.1|DSUZ
OG0007576	LOC117571585|XP_034109695.1|DALB	LOC108004717|XP_016923222.1|DSUZ
OG0007577	LOC117566597|XP_034102033.1|DALB	LOC108016668|XP_016938873.1|DSUZ
OG0007578	LOC117566249|XP_034101691.1|DALB	LOC108017279|XP_016939788.2|DSUZ
OG0007579	LOC117572775|XP_034111762.1|DALB	LOC108019889|XP_016943456.1|DSUZ
OG0007580	LOC117569488|XP_034106560.1|DALB	LOC108015705|XP_036671490.1|DSUZ
OG0007581	LOC117563952|XP_034098416.1|DALB	LOC108021127|XP_016945173.1|DSUZ
OG0007582	LOC117576399|XP_034117005.1|DALB	LOC108007936|XP_016927196.2|DSUZ
OG0007583	LOC117570732|XP_034108445.1|DALB	LOC108010087|XP_016930395.1|DSUZ
OG0007584	LOC117577598|XP_034118334.1|DALB	LOC108018863|XP_036675839.1|DSUZ
OG0007585	LOC117568580|XP_034105202.1|DALB	LOC108014663|XP_016936314.2|DSUZ
OG0007586	LOC117563914|XP_034098368.1|DALB	LOC108021446|XP_016945655.1|DSUZ
OG0007587	LOC117568263|XP_034104642.1|DALB	LOC108009463|XP_016929328.1|DSUZ
OG0007588	LOC117566043|XP_034101384.1|DALB	LOC108005714|XP_016924531.1|DSUZ
OG0007589	LOC117572171|XP_034110715.1|DALB	LOC108019185|XP_016942445.1|DSUZ
OG0007590	LOC117567474|XP_034103394.1|DALB	LOC108013132|XP_016934300.1|DSUZ
OG0007591	LOC117570153|XP_034107511.1|DALB	LOC108009149|XP_016928741.1|DSUZ
OG0007592	LOC117566690|XP_034102128.1|DALB	LOC108009547|XP_016929478.1|DSUZ
OG0007593	LOC117578301|XP_034119641.1|DALB	LOC108011166|XP_016931743.1|DSUZ
OG0007594	LOC117570154|XP_034107512.1|DALB	LOC108008386|XP_016927720.1|DSUZ
OG0007595	LOC117569670|XP_034106808.1|DALB	LOC108008462|XP_016927805.1|DSUZ
OG0007596	LOC117568180|XP_034104505.1|DALB	LOC108012609|XP_016933517.1|DSUZ
OG0007597	LOC117572624|XP_034111471.1|DALB	LOC108015538|XP_016937505.1|DSUZ
OG0007598	LOC117568074|XP_034104333.1|DALB	LOC108018135|XP_016941079.1|DSUZ
OG0007599	LOC117570695|XP_034108389.1|DALB	LOC108005564|XP_016924352.1|DSUZ
OG0007600	LOC117572489|XP_034111231.1|DALB	LOC108016315|XP_016938440.1|DSUZ, LOC118877516|XP_036672445.1|DSUZ
OG0007601	LOC117571540|XP_034109622.1|DALB	LOC108019358|XP_016942669.2|DSUZ
OG0007602	LOC117568294|XP_034104705.1|DALB	LOC108017614|XP_036670550.1|DSUZ
OG0007603	LOC117569912|XP_034107143.1|DALB	LOC108017638|XP_016940238.2|DSUZ
OG0007604	LOC117572024|XP_034110465.1|DALB	LOC108013120|XP_016934280.1|DSUZ
OG0007605	LOC117567867|XP_034104023.1|DALB	LOC108007430|XP_036671841.1|DSUZ
OG0007606	LOC117572603|XP_034111429.1|DALB	LOC108015410|XP_036670426.1|DSUZ
OG0007607	LOC117574721|XP_034114535.1|DALB	LOC108020314|XP_036675698.1|DSUZ
OG0007608	LOC117571817|XP_034110079.1|DALB	LOC108012840|XP_016933796.1|DSUZ
OG0007609	LOC117568381|XP_034104885.1|DALB	LOC108006548|XP_016925568.1|DSUZ
OG0007610	LOC117570658|XP_034108334.1|DALB	LOC108008535|XP_016927894.1|DSUZ
OG0007611	LOC117573220|XP_034112131.1|DALB	LOC108020353|XP_036674584.1|DSUZ
OG0007612	LOC117566862|XP_034102347.1|DALB	LOC108009669|XP_016929688.1|DSUZ
OG0007613	LOC117568754|XP_034105471.1|DALB	LOC108008291|XP_016927591.2|DSUZ
OG0007614	LOC117571602|XP_034109709.1|DALB	LOC108007098|XP_036671088.1|DSUZ
OG0007615	LOC117567584|XP_034103556.1|DALB	LOC108013068|XP_016934175.1|DSUZ
OG0007616	LOC117573824|XP_034113142.1|DALB	LOC108007207|XP_036674142.1|DSUZ
OG0007617	LOC117569173|XP_034106130.1|DALB	LOC108013766|XP_036671113.1|DSUZ
OG0007618	LOC117568059|XP_034104303.1|DALB	LOC108012769|XP_016933690.1|DSUZ
OG0007619	LOC117567315|XP_034103097.1|DALB	LOC108013000|XP_016934071.1|DSUZ
OG0007620	LOC117567972|XP_034104173.1|DALB	LOC108012901|XP_016933898.1|DSUZ
OG0007621	LOC117567003|XP_034102574.1|DALB	LOC108008347|XP_016927665.1|DSUZ
OG0007622	LOC117570216|XP_034107602.1|DALB	LOC108010479|XP_036672297.1|DSUZ
OG0007623	LOC117572394|XP_034111060.1|DALB	LOC108006216|XP_036671540.1|DSUZ
OG0007624	LOC117571803|XP_034110061.1|DALB	LOC108012588|XP_016933495.1|DSUZ
OG0007625	LOC117567108|XP_034102780.1|DALB	LOC108015895|XP_036672063.1|DSUZ
OG0007626	LOC117572614|XP_034111456.1|DALB	LOC108013585|XP_016935002.1|DSUZ
OG0007627	LOC117572613|XP_034111455.1|DALB	LOC108013223|XP_016934439.1|DSUZ
OG0007628	LOC117573253|XP_034112224.1|DALB	LOC108020347|XP_016944003.1|DSUZ
OG0007629	LOC117571510|XP_034109574.1|DALB	LOC108012352|XP_016933193.1|DSUZ
OG0007630	LOC117575119|XP_034115109.1|DALB	LOC108010742|XP_036672765.1|DSUZ
OG0007631	LOC117573410|XP_034112504.1|DALB	LOC108013870|XP_036673203.1|DSUZ
OG0007632	LOC117567520|XP_034103457.1|DALB	LOC108013125|XP_016934291.1|DSUZ
OG0007633	LOC117563235|XP_034097329.1|DALB	LOC108013895|XP_016935391.1|DSUZ
OG0007634	LOC117576771|XP_034117713.1|DALB	LOC108015485|XP_016937406.1|DSUZ
OG0007635	LOC117565368|XP_034100323.1|DALB	LOC108021001|XP_016944958.1|DSUZ
OG0007636	LOC117572221|XP_034110788.1|DALB	LOC108020743|XP_016944608.1|DSUZ
OG0007637	LOC117565434|XP_034100412.1|DALB	LOC108011693|XP_036677411.1|DSUZ
OG0007638	LOC117566571|XP_034102004.1|DALB	LOC108016758|XP_036676332.1|DSUZ
OG0007639	LOC117577542|XP_034118261.1|DALB	LOC108015006|XP_016936723.1|DSUZ
OG0007640	LOC117571338|XP_034109322.1|DALB	LOC108009282|XP_016929001.1|DSUZ
OG0007641	LOC117573802|XP_034113102.1|DALB	LOC108018538|XP_016941581.1|DSUZ
OG0007642	LOC117569269|XP_034106260.1|DALB, LOC117566496|XP_034101927.1|DALB	LOC108009478|XP_016929348.1|DSUZ
OG0007643	LOC117576419|XP_034117040.1|DALB, LOC117576421|XP_034117044.1|DALB	LOC108014549|XP_036673359.1|DSUZ
OG0007644	LOC117574219|XP_034113815.1|DALB	LOC108010857|XP_036675651.1|DSUZ
OG0007645	LOC117574623|XP_034114403.1|DALB	LOC108007016|XP_016926111.1|DSUZ
OG0007646	LOC117565529|XP_034100564.1|DALB	LOC108010073|XP_016930379.1|DSUZ
OG0007647	LOC117565934|XP_034101210.1|DALB	LOC108016282|XP_016938407.1|DSUZ
OG0007648	LOC117572661|XP_034111549.1|DALB	LOC108019566|XP_036669967.1|DSUZ
OG0007649	LOC117571756|XP_034109997.1|DALB	LOC108013476|XP_016934848.1|DSUZ
OG0007650	LOC117569256|XP_034106221.1|DALB	LOC108008109|XP_016927387.1|DSUZ
OG0007651	LOC117577797|XP_034118616.1|DALB	LOC108005174|XP_016923839.1|DSUZ
OG0007652	LOC117566424|XP_034101845.1|DALB, LOC117566423|XP_034101844.1|DALB	LOC108019809|XP_016943307.1|DSUZ
OG0007653	LOC117567359|XP_034103188.1|DALB	LOC108013409|XP_036670765.1|DSUZ
OG0007654	LOC117571729|XP_034109926.1|DALB	LOC108012700|XP_016933617.1|DSUZ
OG0007655	LOC117571306|XP_034109268.1|DALB, LOC117568377|XP_034104875.1|DALB	LOC108017878|XP_016940530.1|DSUZ
OG0007657	LOC117570764|XP_034108488.1|DALB, LOC117566634|XP_034102066.1|DALB	LOC108015933|XP_036674346.1|DSUZ, LOC108014768|XP_016936451.2|DSUZ
OG0007658	LOC117567756|XP_034103836.1|DALB, LOC117567757|XP_034103839.1|DALB	LOC118876755|XP_036669736.1|DSUZ
OG0007659	LOC117570659|XP_034108336.1|DALB	LOC108008631|XP_016928001.1|DSUZ
OG0007660	LOC117573789|XP_034113087.1|DALB, LOC117573786|XP_034113083.1|DALB, LOC117574476|XP_034114205.1|DALB, LOC117573787|XP_034113084.1|DALB, LOC117573790|XP_034113088.1|DALB, LOC117573788|XP_034113086.1|DALB, LOC117574538|XP_034114293.1|DALB	LOC108006058|XP_036674198.1|DSUZ
OG0007664	LOC117576308|XP_034116854.1|DALB	LOC108015938|XP_036674301.1|DSUZ
OG0007665	LOC117563452|XP_034097731.1|DALB	LOC108019170|XP_016942419.1|DSUZ
OG0007666	LOC117569873|XP_034107106.1|DALB	LOC108019178|XP_016942434.1|DSUZ
OG0007667	LOC117578115|XP_034119190.1|DALB	LOC108005088|XP_016923749.1|DSUZ
OG0007668	LOC117563350|XP_034097527.1|DALB	LOC108005089|XP_016923753.1|DSUZ
OG0007669	LOC117565018|XP_034099857.1|DALB	LOC108020475|XP_016944290.1|DSUZ
OG0007670	LOC117565007|XP_034099846.1|DALB	LOC108020474|XP_016944287.1|DSUZ
OG0007671	LOC117569032|XP_034105924.1|DALB	LOC108015403|XP_016937312.1|DSUZ
OG0007672	LOC117577672|XP_034118451.1|DALB	LOC108016579|XP_016938750.1|DSUZ
OG0007674	LOC117563280|XP_034097442.1|DALB	LOC108013672|XP_036676376.1|DSUZ
OG0007675	LOC117563635|XP_034097936.1|DALB	LOC108013719|XP_016935148.1|DSUZ
OG0007676	LOC117566938|XP_034102463.1|DALB	LOC108010445|XP_016930795.1|DSUZ
OG0007677	LOC117577803|XP_034118625.1|DALB	LOC108016621|XP_016938805.1|DSUZ
OG0007678	LOC117577688|XP_034118478.1|DALB	LOC108006286|XP_016925233.1|DSUZ
OG0007679	LOC117578334|XP_034119690.1|DALB	LOC108006334|XP_016925332.1|DSUZ
OG0007681	LOC117576830|XP_034117795.1|DALB	LOC108005050|XP_036673270.1|DSUZ, LOC118877574|XP_036672715.1|DSUZ
OG0007682	LOC117575203|XP_034115215.1|DALB	LOC108018976|XP_016942068.1|DSUZ
OG0007683	LOC117578230|XP_034119504.1|DALB	LOC108015336|XP_016937229.1|DSUZ
OG0007684	LOC117577808|XP_034118630.1|DALB	LOC108013683|XP_016935091.1|DSUZ
OG0007685	LOC117563487|XP_034097790.1|DALB	LOC108019094|XP_036676159.1|DSUZ
OG0007686	LOC117563391|XP_034097618.1|DALB	LOC108006343|XP_016925346.2|DSUZ
OG0007687	LOC117576876|XP_034117916.1|DALB	LOC108016926|XP_016939341.1|DSUZ
OG0007688	LOC117574180|XP_034113764.1|DALB	LOC108015772|XP_016937804.2|DSUZ
OG0007689	LOC117577549|XP_034118271.1|DALB	LOC108015432|XP_016937356.1|DSUZ
OG0007690	LOC117577899|XP_034118773.1|DALB	LOC108006540|XP_016925554.2|DSUZ
OG0007691	LOC117573625|XP_034112818.1|DALB	LOC108014826|XP_036673527.1|DSUZ
OG0007692	LOC117577555|XP_034118278.1|DALB	LOC108013740|XP_016935180.1|DSUZ
OG0007693	LOC117570577|XP_034108217.1|DALB	LOC108015406|XP_016937319.1|DSUZ
OG0007694	LOC117572804|XP_034111796.1|DALB	LOC108019353|XP_016942662.2|DSUZ
OG0007695	LOC117569842|XP_034107064.1|DALB	LOC108004768|XP_016923301.1|DSUZ
OG0007696	LOC117571051|XP_034108910.1|DALB	LOC118877400|XP_036671957.1|DSUZ
OG0007697	LOC117569401|XP_034106427.1|DALB	LOC108020196|XP_036670732.1|DSUZ
OG0007698	LOC117565223|XP_034100160.1|DALB	LOC108005450|XP_016924229.1|DSUZ
OG0007699	LOC117577546|XP_034118267.1|DALB	LOC108004776|XP_016923314.1|DSUZ
OG0007700	LOC117570863|XP_034108644.1|DALB	LOC108016915|XP_016939325.1|DSUZ
OG0007701	LOC117569550|XP_034106652.1|DALB	LOC108011160|XP_016931737.1|DSUZ
OG0007702	LOC117577636|XP_034118396.1|DALB	LOC108015419|XP_016937338.1|DSUZ
OG0007703	LOC117571400|XP_034109421.1|DALB	LOC108016989|XP_016939426.1|DSUZ
OG0007704	LOC117575602|XP_034115762.1|DALB	LOC108014084|XP_016935593.2|DSUZ
OG0007705	LOC117578188|XP_034119440.1|DALB	LOC108004849|XP_016923420.1|DSUZ
OG0007706	LOC117575518|XP_034115659.1|DALB	LOC108010471|XP_016930835.1|DSUZ
OG0007707	LOC117574714|XP_034114530.1|DALB	LOC108006301|XP_016925266.1|DSUZ
OG0007708	LOC117574698|XP_034114544.1|DALB	LOC108005381|XP_036677090.1|DSUZ
OG0007709	LOC117577723|XP_034118521.1|DALB	LOC108005459|XP_016924244.1|DSUZ
OG0007710	LOC117575849|XP_034116161.1|DALB	LOC108006342|XP_036676514.1|DSUZ
OG0007711	LOC117567264|XP_034103019.1|DALB	LOC108005383|XP_016924133.1|DSUZ
OG0007712	LOC117575639|XP_034115821.1|DALB	LOC108005112|XP_036677076.1|DSUZ
OG0007713	LOC117578124|XP_034119202.1|DALB	LOC108004635|XP_036676913.1|DSUZ
OG0007714	LOC117578229|XP_034119498.1|DALB	LOC108015169|XP_016936935.1|DSUZ
OG0007715	LOC117577908|XP_034118796.1|DALB	LOC108006534|XP_016925548.1|DSUZ
OG0007716	LOC117577737|XP_034118536.1|DALB	LOC108019114|XP_016942327.1|DSUZ
OG0007717	LOC117573891|XP_034113283.1|DALB	LOC108007464|XP_036675350.1|DSUZ
OG0007718	LOC117577552|XP_034118273.1|DALB	LOC108011209|XP_016931789.1|DSUZ
OG0007719	LOC117568249|XP_034104624.1|DALB	LOC108015182|XP_016936966.1|DSUZ
OG0007720	LOC117571743|XP_034109974.1|DALB	LOC108015292|XP_016937155.2|DSUZ
OG0007721	LOC117574014|XP_034113494.1|DALB	LOC108015320|XP_016937201.1|DSUZ
OG0007722	LOC117567752|XP_034103835.1|DALB	LOC108015110|XP_016936843.1|DSUZ
OG0007723	LOC117577580|XP_034118315.1|DALB	LOC108015102|XP_036676443.1|DSUZ
OG0007724	LOC117566214|XP_034101648.1|DALB	LOC108020284|XP_016943904.1|DSUZ
OG0007725	LOC117574929|XP_034114908.1|DALB	LOC108004758|XP_016923284.1|DSUZ
OG0007726	LOC117576552|XP_034117328.1|DALB	LOC108005212|XP_016923890.1|DSUZ
OG0007727	LOC117577773|XP_034118584.1|DALB	LOC108005401|XP_016924153.1|DSUZ
OG0007728	LOC117570721|XP_034108428.1|DALB	LOC108011135|XP_016931699.1|DSUZ
OG0007729	LOC117578071|XP_034119103.1|DALB	LOC108005157|XP_016923821.1|DSUZ
OG0007730	LOC117575503|XP_034115641.1|DALB	LOC108011114|XP_016931674.2|DSUZ
OG0007731	LOC117568916|XP_034105713.1|DALB	LOC108012518|XP_016933417.1|DSUZ
OG0007732	LOC117565051|XP_034099888.1|DALB	LOC108015407|XP_016937320.1|DSUZ
OG0007733	LOC117567282|XP_034103043.1|DALB	LOC108005485|XP_016924278.1|DSUZ
OG0007734	LOC117567237|XP_034102966.1|DALB	LOC108005239|XP_016923922.1|DSUZ
OG0007735	LOC117577633|XP_034118392.1|DALB	LOC108021827|XP_016946120.1|DSUZ
OG0007736	LOC117563376|XP_034097575.1|DALB	LOC108016929|XP_016939346.1|DSUZ
OG0007738	LOC117573294|XP_034112289.1|DALB	LOC108011033|XP_036673966.1|DSUZ
OG0007739	LOC117578138|XP_034119242.1|DALB	LOC108019210|XP_016942495.1|DSUZ
OG0007740	LOC117568674|XP_034105374.1|DALB	LOC108015388|XP_016937297.1|DSUZ
OG0007741	LOC117578056|XP_034119080.1|DALB	LOC108005305|XP_016924003.1|DSUZ
OG0007742	LOC117576037|XP_034116454.1|DALB	LOC108006314|XP_016925304.1|DSUZ
OG0007743	LOC117575230|XP_034115251.1|DALB	LOC108019461|XP_036674435.1|DSUZ
OG0007744	LOC117569745|XP_034106923.1|DALB	LOC108014093|XP_016935605.1|DSUZ
OG0007745	LOC117575748|XP_034115997.1|DALB	LOC108020305|XP_036677898.1|DSUZ
OG0007746	LOC117574645|XP_034114435.1|DALB	LOC108006114|XP_016925051.2|DSUZ
OG0007747	LOC117577544|XP_034118263.1|DALB	LOC108004671|XP_016923143.1|DSUZ
OG0007748	LOC117578048|XP_034119058.1|DALB	LOC108015071|XP_016936799.1|DSUZ
OG0007749	LOC117578152|XP_034119262.1|DALB	LOC108016826|XP_016939132.1|DSUZ
OG0007750	LOC117574424|XP_034114153.1|DALB	LOC108012157|XP_016932937.2|DSUZ
OG0007751	LOC117566218|XP_034101653.1|DALB	LOC108021301|XP_016945442.1|DSUZ
OG0007752	LOC117578116|XP_034119192.1|DALB	LOC108005091|XP_016923752.1|DSUZ
OG0007753	LOC117578182|XP_034119386.1|DALB	LOC108015243|XP_016937078.1|DSUZ
OG0007754	LOC117567198|XP_034102921.1|DALB	LOC108016608|XP_016938787.1|DSUZ
OG0007755	LOC117567189|XP_034102910.1|DALB	LOC108016558|XP_036676428.1|DSUZ
OG0007756	LOC117566873|XP_034102374.1|DALB	LOC108016980|XP_016939413.1|DSUZ
OG0007757	LOC117568881|XP_034105675.1|DALB	LOC108015377|XP_016937285.1|DSUZ
OG0007758	LOC117564785|XP_034099584.1|DALB	LOC108021361|XP_016945538.1|DSUZ
OG0007759	LOC117575208|XP_034115223.1|DALB	LOC108017223|XP_016939709.2|DSUZ
OG0007760	LOC117569235|XP_034106202.1|DALB	LOC108018965|XP_016942056.1|DSUZ
OG0007761	LOC117572395|XP_034111066.1|DALB	LOC108015229|XP_016937062.1|DSUZ
OG0007762	LOC117574205|XP_034113804.1|DALB	LOC108014947|XP_036676749.1|DSUZ
OG0007763	LOC117566223|XP_034101659.1|DALB	LOC108021293|XP_016945431.1|DSUZ
OG0007764	LOC117563360|XP_034097545.1|DALB	LOC108004677|XP_016923153.1|DSUZ
OG0007765	LOC117578067|XP_034119098.1|DALB	LOC108004745|XP_016923267.1|DSUZ
