Orthogroup	DALB.longest_only	DEUG.longest_only
OG0007876	LOC117569855|XP_034107083.1|DALB	LOC108103273|XP_017064174.1|DEUG
OG0007877	LOC117570644|XP_034108306.1|DALB	LOC108110022|XP_017074355.1|DEUG
OG0007878	LOC117568334|XP_034104809.1|DALB	LOC108109253|XP_017073225.1|DEUG
OG0007879	LOC117567933|XP_034104112.1|DALB	LOC108108545|XP_017072108.1|DEUG
OG0007880	LOC117570308|XP_034107771.1|DALB	LOC108110406|XP_017074963.1|DEUG
OG0007881	LOC117570998|XP_034108838.1|DALB	LOC108108181|XP_017071614.1|DEUG
OG0007882	LOC117568595|XP_034105234.1|DALB	LOC108108138|XP_017071552.1|DEUG
OG0007883	LOC117567446|XP_034103344.1|DALB	LOC108108029|XP_017071386.1|DEUG
OG0007884	LOC117566802|XP_034102240.1|DALB	LOC108114018|XP_017080253.1|DEUG
OG0007885	LOC117568233|XP_034104598.1|DALB	LOC108112168|XP_017077432.1|DEUG
OG0007887	LOC117568594|XP_034105233.1|DALB	LOC108108137|XP_017071551.1|DEUG
OG0007888	LOC117567658|XP_034103667.1|DALB	LOC108114607|XP_017081158.1|DEUG
OG0007889	LOC117570177|XP_034107544.1|DALB	LOC108114727|XP_017081324.1|DEUG
OG0007890	LOC117572556|XP_034111319.1|DALB	LOC108109849|XP_017074096.1|DEUG
OG0007891	LOC117573756|XP_034113031.1|DALB	LOC108105554|XP_017067682.1|DEUG
OG0007892	LOC117566978|XP_034102531.1|DALB	LOC108113666|XP_017079831.1|DEUG
OG0007893	LOC117572169|XP_034110710.1|DALB	LOC108109186|XP_017073108.1|DEUG
OG0007894	LOC117568878|XP_034105659.1|DALB	LOC108108270|XP_017071716.1|DEUG
OG0007895	LOC117569739|XP_034106913.1|DALB	LOC108104641|XP_017066305.1|DEUG
OG0007896	LOC117566372|XP_034101761.1|DALB	LOC108114666|XP_017081233.1|DEUG
OG0007897	LOC117568822|XP_034105588.1|DALB	LOC108108206|XP_017071652.1|DEUG
OG0007899	LOC117572311|XP_034110933.1|DALB	LOC108108574|XP_017072154.1|DEUG
OG0007900	LOC117567135|XP_034102836.1|DALB	LOC108112563|XP_017077999.1|DEUG
OG0007902	LOC117576557|XP_034117289.1|DALB	LOC108110101|XP_017074483.1|DEUG
OG0007903	LOC117568727|XP_034105437.1|DALB	LOC108114565|XP_017081104.1|DEUG
OG0007904	LOC117572300|XP_034110903.1|DALB	LOC108114535|XP_017081062.1|DEUG
OG0007905	LOC117564724|XP_034099497.1|DALB	LOC108118338|XP_017086461.1|DEUG
OG0007906	LOC117572509|XP_034111253.1|DALB	LOC108108143|XP_017071559.1|DEUG
OG0007907	LOC117572361|XP_034111015.1|DALB	LOC108107551|XP_017070593.1|DEUG
OG0007908	LOC117572362|XP_034111016.1|DALB	LOC108107552|XP_017070596.1|DEUG
OG0007909	LOC117566300|XP_034101701.1|DALB	LOC108104415|XP_017065959.1|DEUG
OG0007910	LOC117569864|XP_034107090.1|DALB	LOC108108643|XP_017072233.1|DEUG
OG0007911	LOC117568987|XP_034105850.1|DALB	LOC108107976|XP_017071309.1|DEUG
OG0007912	LOC117568991|XP_034105853.1|DALB	LOC108113707|XP_017079878.1|DEUG
OG0007913	LOC117568993|XP_034105856.1|DALB	LOC108107982|XP_017071314.1|DEUG
OG0007914	LOC117570915|XP_034108714.1|DALB	LOC108107946|XP_017071266.1|DEUG
OG0007915	LOC117567684|XP_034103699.1|DALB	LOC108114221|XP_017080563.1|DEUG
OG0007917	LOC117568575|XP_034105195.1|DALB	LOC108104457|XP_017066009.1|DEUG
OG0007918	LOC117570066|XP_034107392.1|DALB	LOC108112861|XP_017078676.1|DEUG
OG0007919	LOC117566641|XP_034102074.1|DALB	LOC108113019|XP_017078933.1|DEUG
OG0007920	LOC117571178|XP_034109097.1|DALB	LOC108109290|XP_017073273.1|DEUG
OG0007921	LOC117569440|XP_034106494.1|DALB	LOC108106790|XP_017069524.1|DEUG
OG0007922	LOC117574700|XP_034114503.1|DALB	LOC108111819|XP_017076912.1|DEUG
OG0007923	LOC117566733|XP_034102170.1|DALB	LOC108117595|XP_017085597.1|DEUG
OG0007924	LOC117572213|XP_034110776.1|DALB	LOC108113203|XP_017079223.1|DEUG
OG0007925	LOC117570437|XP_034107985.1|DALB, LOC117566555|XP_034101987.1|DALB	LOC108107488|XP_017070523.1|DEUG
OG0007926	LOC117566401|XP_034101805.1|DALB	LOC108112831|XP_017078626.1|DEUG
OG0007927	LOC117564133|XP_034098684.1|DALB	LOC108107055|XP_017069907.1|DEUG
OG0007928	LOC117563340|XP_034097506.1|DALB	LOC108110678|XP_017075290.1|DEUG
OG0007929	LOC117563316|XP_034097465.1|DALB	LOC108107002|XP_017069832.1|DEUG
OG0007930	LOC117566799|XP_034102232.1|DALB	LOC108107222|XP_017070128.1|DEUG
OG0007931	LOC117563397|XP_034097621.1|DALB	LOC108104208|XP_017065677.1|DEUG
OG0007932	LOC117576074|XP_034116507.1|DALB	LOC108102982|XP_017063781.1|DEUG
OG0007933	LOC117575350|XP_034115407.1|DALB	LOC108111501|XP_017076502.1|DEUG
OG0007934	LOC117564843|XP_034099667.1|DALB	LOC108114947|XP_017081621.1|DEUG
OG0007936	LOC117563666|XP_034097975.1|DALB	LOC108110786|XP_017075495.1|DEUG
OG0007937	LOC117564002|XP_034098483.1|DALB	LOC108107009|XP_017069842.1|DEUG
OG0007939	LOC117565985|XP_034101288.1|DALB	LOC108110925|XP_017075693.1|DEUG
OG0007940	LOC117565983|XP_034101282.1|DALB	LOC108110933|XP_017075705.1|DEUG
OG0007942	LOC117578008|XP_034119037.1|DALB	LOC108115197|XP_017082007.1|DEUG
OG0007944	LOC117568983|XP_034105840.1|DALB	LOC108113687|XP_017079856.1|DEUG
OG0007945	LOC117563603|XP_034097888.1|DALB	LOC108110703|XP_017075335.1|DEUG
OG0007946	LOC117564560|XP_034099284.1|DALB	LOC108107354|XP_017070342.1|DEUG
OG0007948	LOC117563572|XP_034097846.1|DALB	LOC108105174|XP_017067111.1|DEUG
OG0007949	LOC117565592|XP_034100686.1|DALB	LOC108103284|XP_017064184.1|DEUG
OG0007950	LOC117565741|XP_034100878.1|DALB	LOC108115422|XP_017082347.1|DEUG
OG0007951	LOC117563267|XP_034097385.1|DALB	LOC108102634|XP_017063241.1|DEUG
OG0007952	LOC117566130|XP_034101502.1|DALB	LOC108102627|XP_017063229.1|DEUG
OG0007954	LOC117565617|XP_034100714.1|DALB	LOC108107152|XP_017070050.1|DEUG
OG0007955	LOC117565895|XP_034101128.1|DALB	LOC108110479|XP_017075043.1|DEUG
OG0007956	LOC117565935|XP_034101211.1|DALB	LOC108114850|XP_017081485.1|DEUG
OG0007957	LOC117564848|XP_034099673.1|DALB	LOC108111186|XP_017076060.1|DEUG
OG0007958	LOC117574349|XP_034114065.1|DALB	LOC108102962|XP_017063748.1|DEUG
OG0007959	LOC117564979|XP_034099816.1|DALB	LOC108105657|XP_017067834.1|DEUG
OG0007961	LOC117575655|XP_034115832.1|DALB	LOC108113799|XP_017079996.1|DEUG
OG0007962	LOC117564446|XP_034099106.1|DALB	LOC108105468|XP_017067556.1|DEUG
OG0007965	LOC117563855|XP_034098275.1|DALB	LOC108113454|XP_017079519.1|DEUG
OG0007966	LOC117566147|XP_034101525.1|DALB	LOC108111065|XP_017075887.1|DEUG
OG0007967	LOC117565389|XP_034100360.1|DALB	LOC108115500|XP_017082479.1|DEUG
OG0007968	LOC117563800|XP_034098223.1|DALB	LOC108110991|XP_017075792.1|DEUG
OG0007969	LOC117564085|XP_034098605.1|DALB	LOC108110900|XP_017075648.1|DEUG
OG0007970	LOC117568978|XP_034105829.1|DALB	LOC108113166|XP_017079170.1|DEUG
OG0007971	LOC117569455|XP_034106514.1|DALB	LOC108111874|XP_017076991.1|DEUG
OG0007973	LOC117565342|XP_034100287.1|DALB	LOC108104152|XP_017065542.1|DEUG
OG0007974	LOC117565547|XP_034100638.1|DALB	LOC108103902|XP_017065134.1|DEUG
OG0007975	LOC117575719|XP_034115948.1|DALB	LOC108115315|XP_017082209.1|DEUG
OG0007976	LOC117565141|XP_034100047.1|DALB	LOC108118097|XP_017086139.1|DEUG
OG0007977	LOC117563410|XP_034097633.1|DALB	LOC108106157|XP_017068555.1|DEUG
OG0007978	LOC117563608|XP_034097896.1|DALB	LOC108102522|XP_017063048.1|DEUG
OG0007979	LOC117564028|XP_034098521.1|DALB	LOC108114851|XP_017081486.1|DEUG
OG0007980	LOC117565787|XP_034100955.1|DALB	LOC108115516|XP_017082504.1|DEUG
OG0007981	LOC117578172|XP_034119353.1|DALB	LOC108110048|XP_017074413.1|DEUG
OG0007982	LOC117565864|XP_034101087.1|DALB	LOC108111796|XP_017076879.1|DEUG
OG0007983	LOC117565262|XP_034100176.1|DALB	LOC108105701|XP_017067900.1|DEUG
OG0007984	LOC117563441|XP_034097668.1|DALB	LOC108107121|XP_017070002.1|DEUG
OG0007985	LOC117566046|XP_034101387.1|DALB	LOC108110335|XP_017074855.1|DEUG
OG0007986	LOC117563612|XP_034097904.1|DALB	LOC108104142|XP_017065532.1|DEUG
OG0007987	LOC117564376|XP_034098986.1|DALB	LOC108110666|XP_017075272.1|DEUG
OG0007988	LOC117564455|XP_034099128.1|DALB	LOC108114878|XP_017081525.1|DEUG
OG0007989	LOC117565377|XP_034100342.1|DALB	LOC108111108|XP_017075942.1|DEUG
OG0007991	LOC117566232|XP_034101670.1|DALB	LOC108110967|XP_017075755.1|DEUG
OG0007992	LOC117565949|XP_034101227.1|DALB	LOC108110836|XP_017075565.1|DEUG
OG0007994	LOC117565979|XP_034101273.1|DALB	LOC108110776|XP_017075484.1|DEUG
OG0007996	LOC117578195|XP_034119404.1|DALB	LOC108106053|XP_017068397.1|DEUG
OG0007997	LOC117568489|XP_034105067.1|DALB	LOC108108494|XP_017072037.1|DEUG
OG0007998	LOC117563936|XP_034098400.1|DALB	LOC108107112|XP_017069990.1|DEUG
OG0008001	LOC117564006|XP_034098489.1|DALB	LOC108104104|XP_017065492.1|DEUG
OG0008002	LOC117563563|XP_034097833.1|DALB	LOC108110781|XP_017075489.1|DEUG
OG0008003	LOC117564007|XP_034098490.1|DALB	LOC108104107|XP_017065495.1|DEUG
OG0008004	LOC117572301|XP_034110907.1|DALB	LOC108105445|XP_017067519.1|DEUG
OG0008005	LOC117573684|XP_034112925.1|DALB	LOC108110134|XP_017074529.1|DEUG
OG0008006	LOC117571836|XP_034110116.1|DALB	LOC108105064|XP_017066972.1|DEUG
OG0008007	LOC117564127|XP_034098682.1|DALB	LOC108110304|XP_017074803.1|DEUG
OG0008008	LOC117566982|XP_034102536.1|DALB	LOC108108626|XP_017072215.1|DEUG
OG0008009	LOC117572647|XP_034111521.1|DALB	LOC108110404|XP_017074961.1|DEUG
OG0008010	LOC117570111|XP_034107466.1|DALB	LOC108103009|XP_017063822.1|DEUG
OG0008011	LOC117568422|XP_034104962.1|DALB	LOC108112895|XP_017078741.1|DEUG
OG0008012	LOC117569770|XP_034106955.1|DALB	LOC108113257|XP_017079295.1|DEUG
OG0008013	LOC117570144|XP_034107499.1|DALB	LOC108109283|XP_017073263.1|DEUG
OG0008014	LOC117575266|XP_034115292.1|DALB	LOC108114950|XP_017081625.1|DEUG
OG0008015	LOC117567184|XP_034102900.1|DALB	LOC108114614|XP_017081166.1|DEUG
OG0008016	LOC117567186|XP_034102902.1|DALB	LOC108114616|XP_017081168.1|DEUG
OG0008017	LOC117578012|XP_034119001.1|DALB	LOC108103848|XP_017065034.1|DEUG
OG0008018	LOC117576645|XP_034117472.1|DALB	LOC108118518|XP_017086752.1|DEUG
OG0008019	LOC117573635|XP_034112838.1|DALB	LOC108105068|XP_017066977.1|DEUG
OG0008020	LOC117575189|XP_034115192.1|DALB	LOC108117288|XP_017085132.1|DEUG
OG0008021	LOC117567977|XP_034104222.1|DALB	LOC108118128|XP_017086167.1|DEUG
OG0008023	LOC117571688|XP_034109832.1|DALB	LOC108118540|XP_017086782.1|DEUG
OG0008024	LOC117577814|XP_034118636.1|DALB	LOC108118541|XP_017086783.1|DEUG
OG0008025	LOC117572952|XP_034111819.1|DALB	LOC108118546|XP_017086788.1|DEUG
OG0008026	LOC117569464|XP_034106526.1|DALB	LOC108111875|XP_017076992.1|DEUG
OG0008027	LOC117578130|XP_034119227.1|DALB	LOC108110313|XP_017074816.1|DEUG
OG0008028	LOC117574756|XP_034114590.1|DALB	LOC108105274|XP_017067249.1|DEUG
OG0008029	LOC117576759|XP_034117695.1|DALB	LOC108116645|XP_017084119.1|DEUG
OG0008030	LOC117575067|XP_034115046.1|DALB	LOC108115005|XP_017081735.1|DEUG
OG0008031	LOC117564104|XP_034098641.1|DALB	LOC108111160|XP_017076021.1|DEUG
OG0008033	LOC117576502|XP_034117187.1|DALB	LOC108116435|XP_017083824.1|DEUG
OG0008034	LOC117566743|XP_034102181.1|DALB	LOC108111778|XP_017076835.1|DEUG
OG0008035	LOC117574590|XP_034114367.1|DALB	LOC108103021|XP_017063836.1|DEUG
OG0008036	LOC117576796|XP_034117747.1|DALB	LOC108113786|XP_017079981.1|DEUG
OG0008037	LOC117574052|XP_034113554.1|DALB	LOC108113713|XP_017079881.1|DEUG
OG0008038	LOC117572218|XP_034110789.1|DALB	LOC108110326|XP_017074840.1|DEUG
OG0008041	LOC117575858|XP_034116172.1|DALB	LOC108102942|XP_017063701.1|DEUG
OG0008042	LOC117576012|XP_034116410.1|DALB	LOC108111785|XP_017076859.1|DEUG
OG0008043	LOC117578283|XP_034119611.1|DALB	LOC108103316|XP_017064235.1|DEUG
OG0008044	LOC117568601|XP_034105248.1|DALB	LOC108103673|XP_017064721.1|DEUG
OG0008045	LOC117573806|XP_034113112.1|DALB	LOC108118287|XP_017086377.1|DEUG
OG0008047	LOC117575727|XP_034115961.1|DALB	LOC108110167|XP_017074579.1|DEUG
OG0008049	LOC117575722|XP_034115953.1|DALB	LOC108110233|XP_017074708.1|DEUG
OG0008050	LOC117574312|XP_034114012.1|DALB	LOC108113589|XP_017079724.1|DEUG
OG0008051	LOC117574241|XP_034113846.1|DALB	LOC108117236|XP_017085060.1|DEUG
OG0008052	LOC117575157|XP_034115151.1|DALB	LOC108116314|XP_017083593.1|DEUG
OG0008053	LOC117573117|XP_034111934.1|DALB	LOC108118343|XP_017086475.1|DEUG
OG0008054	LOC117568318|XP_034104786.1|DALB	LOC108105448|XP_017067524.1|DEUG
OG0008055	LOC117573373|XP_034112405.1|DALB	LOC108111884|XP_017077007.1|DEUG
OG0008056	LOC117577696|XP_034118487.1|DALB	LOC108102429|XP_017062896.1|DEUG
OG0008057	LOC117574820|XP_034114680.1|DALB	LOC108115362|XP_017082278.1|DEUG
OG0008058	LOC117574332|XP_034114036.1|DALB	LOC108111667|XP_017076688.1|DEUG
OG0008059	LOC117576706|XP_034117612.1|DALB	LOC108115336|XP_017082239.1|DEUG
OG0008060	LOC117575013|XP_034114981.1|DALB	LOC108116335|XP_017083639.1|DEUG
OG0008061	LOC117577771|XP_034118578.1|DALB	LOC108117434|XP_017085338.1|DEUG
OG0008062	LOC117564381|XP_034098995.1|DALB	LOC108110100|XP_017074482.1|DEUG
OG0008063	LOC117576014|XP_034116411.1|DALB	LOC108111786|XP_017076861.1|DEUG
OG0008064	LOC117571737|XP_034109949.1|DALB	LOC108103624|XP_017064658.1|DEUG
OG0008065	LOC117573740|XP_034113013.1|DALB	LOC108109756|XP_017073917.1|DEUG
OG0008066	LOC117578185|XP_034119389.1|DALB	LOC108102397|XP_017062827.1|DEUG
OG0008067	LOC117578401|XP_034119750.1|DALB	LOC108102947|XP_017063712.1|DEUG
OG0008068	LOC117577639|XP_034118399.1|DALB	LOC108103027|XP_017063843.1|DEUG
OG0008069	LOC117574030|XP_034113515.1|DALB	LOC108105624|XP_017067798.1|DEUG
OG0008071	LOC117565610|XP_034100709.1|DALB	LOC108103287|XP_017064187.1|DEUG
OG0008072	LOC117578313|XP_034119657.1|DALB	LOC108103753|XP_017064853.1|DEUG
OG0008073	LOC117570667|XP_034108350.1|DALB	LOC108115225|XP_017082069.1|DEUG
OG0008075	LOC117569185|XP_034106145.1|DALB	LOC108112159|XP_017077397.1|DEUG
OG0008076	LOC117578317|XP_034119663.1|DALB	LOC108103306|XP_017064218.1|DEUG
OG0008077	LOC117575637|XP_034115808.1|DALB	LOC108114969|XP_017081670.1|DEUG
OG0008078	LOC117563618|XP_034097913.1|DALB	LOC108103247|XP_017064139.1|DEUG
OG0008079	LOC117577707|XP_034118500.1|DALB	LOC108110108|XP_017074492.1|DEUG
OG0008080	LOC117566506|XP_034101974.1|DALB	LOC108103317|XP_017064236.1|DEUG
OG0008081	LOC117575169|XP_034115172.1|DALB	LOC108103639|XP_017064679.1|DEUG
OG0008082	LOC117576617|XP_034117418.1|DALB	LOC108115781|XP_017082842.1|DEUG
OG0008083	LOC117575405|XP_034115476.1|DALB	LOC108115376|XP_017082300.1|DEUG
OG0008084	LOC117573477|XP_034112597.1|DALB	LOC108109579|XP_017073645.1|DEUG
OG0008085	LOC117575121|XP_034115111.1|DALB	LOC108113558|XP_017079640.1|DEUG
OG0008086	LOC117575399|XP_034115465.1|DALB	LOC108115338|XP_017082241.1|DEUG
OG0008087	LOC117577989|XP_034118978.1|DALB	LOC108110091|XP_017074472.1|DEUG
OG0008088	LOC117565325|XP_034100259.1|DALB	LOC108103366|XP_017064302.1|DEUG
OG0008089	LOC117569822|XP_034107037.1|DALB	LOC108102840|XP_017063522.1|DEUG
OG0008090	LOC117577632|XP_034118390.1|DALB	LOC108105538|XP_017067659.1|DEUG
OG0008091	LOC117574178|XP_034113762.1|DALB	LOC108116620|XP_017084084.1|DEUG
OG0008092	LOC117576295|XP_034116838.1|DALB	LOC108117127|XP_017084849.1|DEUG
OG0008093	LOC117575911|XP_034116257.1|DALB	LOC108117384|XP_017085272.1|DEUG
OG0008094	LOC117565940|XP_034101217.1|DALB	LOC108104091|XP_017065476.1|DEUG
OG0008095	LOC117576905|XP_034117933.1|DALB	LOC108116386|XP_017083733.1|DEUG
OG0008096	LOC117578227|XP_034119496.1|DALB	LOC108118523|XP_017086760.1|DEUG
OG0008097	LOC117571375|XP_034109420.1|DALB	LOC108118079|XP_017086111.1|DEUG
OG0008098	LOC117571039|XP_034108898.1|DALB	LOC108106008|XP_017068342.1|DEUG
OG0008099	LOC117571271|XP_034109224.1|DALB	LOC108114326|XP_017080733.1|DEUG
OG0008100	LOC117573678|XP_034112902.1|DALB	LOC108117505|XP_017085477.1|DEUG
OG0008101	LOC117573784|XP_034113085.1|DALB	LOC108102956|XP_017063736.1|DEUG
OG0008102	LOC117575162|XP_034115155.1|DALB	LOC108116320|XP_017083616.1|DEUG
OG0008103	LOC117578194|XP_034119403.1|DALB	LOC108103780|XP_017064900.1|DEUG
OG0008104	LOC117572644|XP_034111513.1|DALB	LOC108118253|XP_017086332.1|DEUG
OG0008106	LOC117569992|XP_034107263.1|DALB	LOC108116741|XP_017084248.1|DEUG
OG0008107	LOC117575779|XP_034116037.1|DALB	LOC108116502|XP_017083924.1|DEUG
OG0008108	LOC117568317|XP_034104773.1|DALB	LOC108105447|XP_017067523.1|DEUG
OG0008109	LOC117565677|XP_034100840.1|DALB	LOC108110329|XP_017074849.1|DEUG
OG0008110	LOC117568877|XP_034105663.1|DALB	LOC108117586|XP_017085579.1|DEUG
OG0008111	LOC117577054|XP_034118090.1|DALB	LOC108105489|XP_017067597.1|DEUG
OG0008112	LOC117578053|XP_034119068.1|DALB	LOC108104370|XP_017065872.1|DEUG
OG0008113	LOC117565976|XP_034101274.1|DALB	LOC108103841|XP_017065019.1|DEUG
OG0008114	LOC117565959|XP_034101249.1|DALB	LOC108103800|XP_017064970.1|DEUG
OG0008115	LOC117570434|XP_034107986.1|DALB	LOC108103420|XP_017064366.1|DEUG
OG0008116	LOC117570482|XP_034108060.1|DALB	LOC108103421|XP_017064376.1|DEUG
OG0008117	LOC117577627|XP_034118387.1|DALB	LOC108105019|XP_017066904.1|DEUG
OG0008118	LOC117578005|XP_034118994.1|DALB	LOC108105491|XP_017067599.1|DEUG
OG0008119	LOC117578253|XP_034119564.1|DALB	LOC108105008|XP_017066877.1|DEUG
OG0008120	LOC117575116|XP_034115108.1|DALB	LOC108111864|XP_017076978.1|DEUG
OG0008121	LOC117568697|XP_034105398.1|DALB	LOC108113381|XP_017079442.1|DEUG
OG0008122	LOC117577995|XP_034118984.1|DALB	LOC108109755|XP_017073913.1|DEUG
OG0008123	LOC117568634|XP_034105318.1|DALB	LOC108103266|XP_017064166.1|DEUG
OG0008124	LOC117578327|XP_034119685.1|DALB	LOC108105501|XP_017067614.1|DEUG
OG0008125	LOC117567605|XP_034103587.1|DALB	LOC108110301|XP_017074798.1|DEUG
OG0008126	LOC117564826|XP_034099644.1|DALB	LOC108103201|XP_017064079.1|DEUG
OG0008127	LOC117578106|XP_034119174.1|DALB	LOC108109726|XP_017073861.1|DEUG
OG0008128	LOC117577650|XP_034118427.1|DALB	LOC108110113|XP_017074499.1|DEUG
OG0008129	LOC117569810|XP_034107057.1|DALB	LOC108103252|XP_017064146.1|DEUG
OG0008130	LOC117576981|XP_034118056.1|DALB	LOC108105060|XP_017066968.1|DEUG
OG0008131	LOC117571695|XP_034109883.1|DALB	LOC108105505|XP_017067616.1|DEUG
OG0008132	LOC117575930|XP_034116280.1|DALB	LOC108116681|XP_017084171.1|DEUG
OG0008133	LOC117576570|XP_034117317.1|DALB	LOC108103881|XP_017065098.1|DEUG
OG0008134	LOC117564721|XP_034099498.1|DALB	LOC108103254|XP_017064148.1|DEUG
OG0008135	LOC117573876|XP_034113244.1|DALB	LOC108109497|XP_017073524.1|DEUG
OG0008136	LOC117565408|XP_034100384.1|DALB	LOC108102582|XP_017063162.1|DEUG
OG0008137	LOC117578125|XP_034119213.1|DALB	LOC108110285|XP_017074769.1|DEUG
OG0008138	LOC117567392|XP_034103234.1|DALB	LOC108114439|XP_017080921.1|DEUG
OG0008139	LOC117577626|XP_034118383.1|DALB	LOC108112040|XP_017077281.1|DEUG
OG0008140	LOC117571844|XP_034110129.1|DALB	LOC108110302|XP_017074799.1|DEUG
OG0008141	LOC117566407|XP_034101816.1|DALB	LOC108111871|XP_017076984.1|DEUG
OG0008142	LOC117577541|XP_034118260.1|DALB	LOC108105081|XP_017066993.1|DEUG
OG0008143	LOC117575904|XP_034116244.1|DALB	LOC108115224|XP_017082068.1|DEUG
OG0008144	LOC117571085|XP_034108958.1|DALB	LOC108112549|XP_017077974.1|DEUG
OG0008145	LOC117563623|XP_034097956.1|DALB	LOC108103931|XP_017065174.1|DEUG
OG0008146	LOC117577777|XP_034118587.1|DALB	LOC108104924|XP_017066765.1|DEUG
OG0008147	LOC117577815|XP_034118640.1|DALB	LOC108104922|XP_017066761.1|DEUG
OG0008148	LOC117563597|XP_034097880.1|DALB	LOC108103216|XP_017064100.1|DEUG
OG0008149	LOC117574608|XP_034114790.1|DALB	LOC108109742|XP_017073891.1|DEUG
OG0008150	LOC117568701|XP_034105409.1|DALB	LOC108111880|XP_017076999.1|DEUG
OG0008151	LOC117578076|XP_034119112.1|DALB	LOC108105351|XP_017067352.1|DEUG
OG0008152	LOC117578214|XP_034119477.1|DALB	LOC108104398|XP_017065930.1|DEUG
OG0008153	LOC117571719|XP_034109911.1|DALB	LOC108107377|XP_017070376.1|DEUG
OG0008154	LOC117567478|XP_034103399.1|DALB	LOC108105939|XP_017068223.1|DEUG
OG0008155	LOC117569498|XP_034106573.1|DALB	LOC108114545|XP_017081079.1|DEUG
OG0008157	LOC117574326|XP_034114027.1|DALB	LOC108113802|XP_017079999.1|DEUG
OG0008158	LOC117567680|XP_034103697.1|DALB	LOC108103925|XP_017065166.1|DEUG
OG0008159	LOC117569487|XP_034106558.1|DALB	LOC108108506|XP_017072064.1|DEUG
OG0008160	LOC117569809|XP_034107016.1|DALB	LOC108109080|XP_017072931.1|DEUG
OG0008161	LOC117565836|XP_034101041.1|DALB	LOC108104717|XP_017066427.1|DEUG
OG0008162	LOC117578094|XP_034119152.1|DALB	LOC108103168|XP_017064043.1|DEUG
OG0008163	LOC117568098|XP_034104369.1|DALB	LOC108107747|XP_017070897.1|DEUG
OG0008164	LOC117568781|XP_034105513.1|DALB	LOC108102420|XP_017062884.1|DEUG
OG0008165	LOC117570275|XP_034107689.1|DALB	LOC108103298|XP_017064209.1|DEUG
OG0008166	LOC117577553|XP_034118274.1|DALB	LOC108103946|XP_017065197.1|DEUG
OG0008167	LOC117564321|XP_034098916.1|DALB	LOC108103935|XP_017065180.1|DEUG
OG0008168	LOC117564329|XP_034098929.1|DALB	LOC108103933|XP_017065179.1|DEUG
OG0008169	LOC117566948|XP_034102475.1|DALB	LOC108105473|XP_017067574.1|DEUG
OG0008170	LOC117570726|XP_034108439.1|DALB	LOC108106613|XP_017069302.1|DEUG
OG0008171	LOC117578073|XP_034119108.1|DALB	LOC108117425|XP_017085327.1|DEUG
OG0008172	LOC117575720|XP_034115950.1|DALB	LOC108110243|XP_017074719.1|DEUG
OG0008173	LOC117563850|XP_034098270.1|DALB	LOC108103405|XP_017064352.1|DEUG
OG0008174	LOC117572086|XP_034110573.1|DALB	LOC108106418|XP_017068930.1|DEUG
OG0008175	LOC117568172|XP_034104499.1|DALB	LOC108103187|XP_017064063.1|DEUG
OG0008176	LOC117578228|XP_034119497.1|DALB	LOC108118522|XP_017086757.1|DEUG
OG0008177	LOC117569103|XP_034106015.1|DALB	LOC108103698|XP_017064783.1|DEUG
OG0008178	LOC117565783|XP_034100954.1|DALB	LOC108103936|XP_017065182.1|DEUG
OG0008179	LOC117578286|XP_034119613.1|DALB	LOC108110111|XP_017074497.1|DEUG
OG0008180	LOC117577592|XP_034118330.1|DALB	LOC108105523|XP_017067638.1|DEUG
OG0008181	LOC117577795|XP_034118613.1|DALB	LOC108105524|XP_017067639.1|DEUG
OG0008182	LOC117568807|XP_034105559.1|DALB	LOC108104549|XP_017066179.1|DEUG
OG0008183	LOC117569867|XP_034107092.1|DALB	LOC108107454|XP_017070492.1|DEUG
OG0008185	LOC117573781|XP_034113078.1|DALB	LOC108109363|XP_017073321.1|DEUG
OG0008186	LOC117569174|XP_034106134.1|DALB	LOC108112988|XP_017078888.1|DEUG
OG0008187	LOC117569177|XP_034106137.1|DALB	LOC108112996|XP_017078895.1|DEUG
OG0008188	LOC117563478|XP_034097730.1|DALB	LOC108102621|XP_017063218.1|DEUG
OG0008190	LOC117569021|XP_034105901.1|DALB	LOC108102875|XP_017063572.1|DEUG
OG0008191	LOC117573080|XP_034111864.1|DALB	LOC108118520|XP_017086755.1|DEUG
OG0008192	LOC117565058|XP_034099900.1|DALB	LOC108105007|XP_017066874.1|DEUG
OG0008193	LOC117575334|XP_034115385.1|DALB	LOC108117680|XP_017085697.1|DEUG
OG0008194	LOC117564160|XP_034098718.1|DALB	LOC108105860|XP_017068123.1|DEUG
OG0008195	LOC117571856|XP_034110142.1|DALB	LOC108106239|XP_017068654.1|DEUG
OG0008196	LOC117567946|XP_034104135.1|DALB	LOC108112941|XP_017078826.1|DEUG
OG0008197	LOC117570218|XP_034107607.1|DALB	LOC108106004|XP_017068335.1|DEUG
OG0008198	LOC117571025|XP_034108880.1|DALB	LOC108105458|XP_017067546.1|DEUG
OG0008199	LOC117574641|XP_034114434.1|DALB	LOC108103166|XP_017064039.1|DEUG
OG0008200	LOC117568948|XP_034105779.1|DALB	LOC108113137|XP_017079133.1|DEUG
OG0008201	LOC117569497|XP_034106572.1|DALB	LOC108114544|XP_017081078.1|DEUG
OG0008202	LOC117571694|XP_034109879.1|DALB	LOC108114434|XP_017080914.1|DEUG
