Orthogroup	DALB.longest_only	DSER.longest_only
OG0009815	LOC117568967|XP_034105816.1|DALB	LOC110185316|XP_020809740.1|DSER
OG0009816	LOC117570664|XP_034108342.1|DALB	LOC110190276|XP_020816309.1|DSER
OG0009817	LOC117570042|XP_034107358.1|DALB	LOC110190280|XP_020816313.1|DSER
OG0009818	LOC117569879|XP_034107109.1|DALB	LOC110191230|XP_020817659.1|DSER
OG0009819	LOC117569570|XP_034106684.1|DALB	LOC110191399|XP_020817916.1|DSER
OG0009820	LOC117566540|XP_034101972.1|DALB	LOC110191228|XP_020817657.1|DSER
OG0009821	LOC117570911|XP_034108708.1|DALB	LOC110176691|XP_020798780.1|DSER
OG0009822	LOC117570620|XP_034108273.1|DALB	LOC110178947|XP_020801905.1|DSER
OG0009823	LOC117571512|XP_034109576.1|DALB	LOC110190790|XP_020817087.1|DSER
OG0009824	LOC117567185|XP_034102901.1|DALB	LOC110190245|XP_020816267.1|DSER
OG0009825	LOC117570621|XP_034108274.1|DALB	LOC110179830|XP_020803096.1|DSER
OG0009826	LOC117567875|XP_034104035.1|DALB	LOC110190331|XP_020816386.1|DSER
OG0009827	LOC117567873|XP_034104032.1|DALB	LOC110190332|XP_020816387.1|DSER
OG0009828	LOC117568346|XP_034104827.1|DALB	LOC110181242|XP_020804606.1|DSER
OG0009829	LOC117570508|XP_034108097.1|DALB	LOC110190196|XP_020816207.1|DSER
OG0009830	LOC117569575|XP_034106690.1|DALB	LOC110177538|XP_020799965.1|DSER
OG0009831	LOC117569013|XP_034105890.1|DALB	LOC110177537|XP_020799964.1|DSER
OG0009832	LOC117566454|XP_034101876.1|DALB	LOC110177536|XP_020799963.1|DSER
OG0009833	LOC117566461|XP_034101883.1|DALB	LOC110179976|XP_020803221.1|DSER
OG0009834	LOC117570516|XP_034108106.1|DALB	LOC110178490|XP_020801294.1|DSER
OG0009835	LOC117570770|XP_034108497.1|DALB	LOC110180033|XP_020803300.1|DSER
OG0009836	LOC117573672|XP_034112892.1|DALB	LOC110177117|XP_020799322.1|DSER
OG0009837	LOC117574612|XP_034114390.1|DALB	LOC110190977|XP_020817340.1|DSER
OG0009838	LOC117565495|XP_034100493.1|DALB	LOC110187478|XP_020812523.1|DSER
OG0009839	LOC117570379|XP_034107865.1|DALB	LOC110182748|XP_020806520.1|DSER
OG0009840	LOC117564645|XP_034099397.1|DALB	LOC110178695|XP_020801557.1|DSER, LOC110181358|XP_020804741.1|DSER
OG0009841	LOC117565109|XP_034099958.1|DALB	LOC110185888|XP_020810559.1|DSER
OG0009842	LOC117567480|XP_034103402.1|DALB	LOC110176276|XP_020798252.1|DSER
OG0009843	LOC117570868|XP_034108651.1|DALB	LOC110182754|XP_020806524.1|DSER
OG0009844	LOC117569069|XP_034105974.1|DALB	LOC110185297|XP_020809704.1|DSER
OG0009845	LOC117567437|XP_034103337.1|DALB	LOC110177708|XP_020800206.1|DSER
OG0009846	LOC117565468|XP_034100465.1|DALB	LOC110185857|XP_020810525.1|DSER
OG0009847	LOC117564703|XP_034099475.1|DALB	LOC110183069|XP_020806914.1|DSER
OG0009848	LOC117577016|XP_034118073.1|DALB	LOC110180432|XP_020803762.1|DSER
OG0009849	LOC117573709|XP_034112970.1|DALB	LOC110187825|XP_020812961.1|DSER
OG0009850	LOC117568835|XP_034105605.1|DALB	LOC110180353|XP_020803674.1|DSER
OG0009851	LOC117578275|XP_034119591.1|DALB	LOC110181844|XP_020805410.1|DSER
OG0009853	LOC117567434|XP_034103336.1|DALB	LOC110179520|XP_020802756.1|DSER, LOC110178779|XP_020801684.1|DSER
OG0009855	LOC117564601|XP_034099348.1|DALB	LOC110183903|XP_020807905.1|DSER, LOC110178080|XP_020800743.1|DSER
OG0009856	LOC117565516|XP_034100542.1|DALB	LOC110176951|XP_020799112.1|DSER, LOC110185840|XP_020810507.1|DSER
OG0009857	LOC117563685|XP_034098007.1|DALB	LOC110178696|XP_020801558.1|DSER, LOC110181360|XP_020804742.1|DSER
OG0009858	LOC117565421|XP_034100398.1|DALB	LOC110177877|XP_020800501.1|DSER
OG0009859	LOC117563392|XP_034097614.1|DALB	LOC110185766|XP_020810427.1|DSER
OG0009860	LOC117565354|XP_034100303.1|DALB	LOC110183421|XP_020807357.1|DSER, LOC110183422|XP_020807359.1|DSER
OG0009861	LOC117565457|XP_034100450.1|DALB	LOC110183091|XP_020806943.1|DSER
OG0009862	LOC117565168|XP_034100045.1|DALB	LOC110183992|XP_020808007.1|DSER, LOC110179924|XP_020803180.1|DSER
OG0009863	LOC117564119|XP_034098667.1|DALB	LOC110178166|XP_020800859.1|DSER
OG0009864	LOC117565228|XP_034100125.1|DALB, LOC117564980|XP_034099817.1|DALB	LOC110187280|XP_020812327.1|DSER
OG0009865	LOC117565522|XP_034100551.1|DALB	LOC110179171|XP_020802229.1|DSER
OG0009866	LOC117568897|XP_034105692.1|DALB	LOC110185169|XP_020809538.1|DSER
OG0009867	LOC117572002|XP_034110408.1|DALB	LOC110190082|XP_020816046.1|DSER
OG0009868	LOC117568535|XP_034105144.1|DALB, LOC117566452|XP_034101874.1|DALB	LOC110178941|XP_020801899.1|DSER
OG0009869	LOC117570971|XP_034108804.1|DALB	LOC110184013|XP_020808038.1|DSER
OG0009870	LOC117570537|XP_034108135.1|DALB	LOC110178873|XP_020801806.1|DSER
OG0009871	LOC117567019|XP_034102597.1|DALB	LOC110179217|XP_020802311.1|DSER
OG0009872	LOC117569694|XP_034106843.1|DALB	LOC110179231|XP_020802342.1|DSER
OG0009874	LOC117568436|XP_034104991.1|DALB	LOC110178953|XP_020801913.1|DSER
OG0009875	LOC117567876|XP_034104036.1|DALB	LOC110190040|XP_020816004.1|DSER
OG0009876	LOC117566581|XP_034102014.1|DALB	LOC110178382|XP_020801178.1|DSER
OG0009877	LOC117572340|XP_034110979.1|DALB	LOC110177085|XP_020799271.1|DSER
OG0009878	LOC117570378|XP_034107864.1|DALB	LOC110181930|XP_020805528.1|DSER
OG0009879	LOC117569331|XP_034106351.1|DALB	LOC110191157|XP_020817573.1|DSER
OG0009880	LOC117571978|XP_034110373.1|DALB, LOC117566620|XP_034102051.1|DALB	LOC110182544|XP_020806254.1|DSER
OG0009881	LOC117569253|XP_034106218.1|DALB	LOC110179872|XP_020803133.1|DSER
OG0009882	LOC117569457|XP_034106513.1|DALB	LOC110181110|XP_020804440.1|DSER
OG0009883	LOC117570277|XP_034107686.1|DALB	LOC110182913|XP_020806733.1|DSER
OG0009884	LOC117570278|XP_034107687.1|DALB	LOC110182936|XP_020806774.1|DSER
OG0009885	LOC117566866|XP_034102357.1|DALB	LOC110177008|XP_020799182.1|DSER
OG0009886	LOC117572079|XP_034110562.1|DALB	LOC110182552|XP_020806265.1|DSER
OG0009887	LOC117569656|XP_034106793.1|DALB	LOC110189542|XP_020815332.1|DSER, LOC110189437|XP_020815167.1|DSER
OG0009888	LOC117568824|XP_034105591.1|DALB	LOC110188621|XP_020814047.1|DSER, LOC110176555|XP_020798604.1|DSER
OG0009889	LOC117568437|XP_034104992.1|DALB	LOC110177965|XP_020800615.1|DSER, LOC110179743|XP_020803017.1|DSER
OG0009890	LOC117566794|XP_034102228.1|DALB	LOC110187599|XP_020812681.1|DSER
OG0009891	LOC117566796|XP_034102230.1|DALB	LOC110189871|XP_020815761.1|DSER
OG0009893	LOC117571232|XP_034109173.1|DALB	LOC110176343|XP_020798331.1|DSER
OG0009894	LOC117574973|XP_034114928.1|DALB	LOC110185532|XP_020810102.1|DSER
OG0009895	LOC117575616|XP_034115781.1|DALB	LOC110188546|XP_020813962.1|DSER
OG0009896	LOC117576561|XP_034117291.1|DALB, LOC117576984|XP_034118061.1|DALB	LOC110186367|XP_020811176.1|DSER
OG0009897	LOC117575944|XP_034116295.1|DALB	LOC110191791|XP_020818401.1|DSER
OG0009898	LOC117574200|XP_034113795.1|DALB	LOC110188318|XP_020813685.1|DSER
OG0009899	LOC117574546|XP_034114307.1|DALB	LOC110176463|XP_020798479.1|DSER
OG0009900	LOC117575669|XP_034115846.1|DALB	LOC110185090|XP_020809438.1|DSER
OG0009901	LOC117574553|XP_034114315.1|DALB	LOC110186195|XP_020810913.1|DSER
OG0009902	LOC117576169|XP_034116640.1|DALB	LOC110176460|XP_020798474.1|DSER
OG0009903	LOC117575499|XP_034115633.1|DALB	LOC110191859|XP_020818498.1|DSER, LOC110177586|XP_020800030.1|DSER
OG0009904	LOC117575627|XP_034115795.1|DALB	LOC110188043|XP_020813252.1|DSER
OG0009905	LOC117575458|XP_034115557.1|DALB	LOC110184062|XP_020808102.1|DSER
OG0009906	LOC117574882|XP_034114805.1|DALB	LOC110185797|XP_020810463.1|DSER
OG0009922	LOC117569477|XP_034106535.1|DALB	LOC110178990|XP_020801964.1|DSER
OG0009925	LOC117576634|XP_034117451.1|DALB	LOC110186446|XP_020811288.1|DSER
OG0009927	LOC117577886|XP_034118755.1|DALB	LOC110180530|XP_020803861.1|DSER
OG0009930	LOC117577992|XP_034118980.1|DALB	LOC110181625|XP_020805093.1|DSER
OG0009933	LOC117570454|XP_034108005.1|DALB	LOC110178531|XP_020801348.1|DSER
OG0009934	LOC117568397|XP_034104919.1|DALB	LOC110176244|XP_020798202.1|DSER
OG0009937	LOC117573120|XP_034111936.1|DALB	LOC110178691|XP_020801552.1|DSER
OG0009938	LOC117566619|XP_034102054.1|DALB	LOC110184363|XP_020808515.1|DSER
OG0009941	LOC117565638|XP_034100738.1|DALB	LOC110187417|XP_020812465.1|DSER
OG0009943	LOC117565867|XP_034101095.1|DALB	LOC110183465|XP_020807405.1|DSER
OG0009944	LOC117568846|XP_034105617.1|DALB	LOC110180552|XP_020803906.1|DSER
OG0009945	LOC117578057|XP_034119082.1|DALB	LOC110181906|XP_020805499.1|DSER
OG0009946	LOC117576701|XP_034117598.1|DALB	LOC110188179|XP_020813410.1|DSER
OG0009947	LOC117571213|XP_034109151.1|DALB	LOC110190645|XP_020816903.1|DSER
OG0009948	LOC117577846|XP_034118679.1|DALB	LOC110179489|XP_020802722.1|DSER
OG0009949	LOC117575544|XP_034115689.1|DALB	LOC110187854|XP_020812998.1|DSER
OG0009950	LOC117574595|XP_034114370.1|DALB	LOC110186810|XP_020811754.1|DSER
OG0009951	LOC117574255|XP_034113876.1|DALB	LOC110188282|XP_020813638.1|DSER
OG0009952	LOC117575221|XP_034115239.1|DALB	LOC110187771|XP_020812894.1|DSER
OG0009953	LOC117576364|XP_034116944.1|DALB	LOC110187012|XP_020812035.1|DSER
OG0009954	LOC117575782|XP_034116044.1|DALB	LOC110176649|XP_020798739.1|DSER
OG0009956	LOC117568944|XP_034105776.1|DALB	LOC110182585|XP_020806291.1|DSER
OG0009957	LOC117575305|XP_034115349.1|DALB	LOC110186734|XP_020811659.1|DSER
OG0009960	LOC117576434|XP_034117076.1|DALB	LOC110187894|XP_020813041.1|DSER
OG0009961	LOC117573407|XP_034112500.1|DALB	LOC110188436|XP_020813822.1|DSER
OG0009962	LOC117574192|XP_034113781.1|DALB	LOC110184123|XP_020808193.1|DSER
OG0009963	LOC117574435|XP_034114164.1|DALB	LOC110188033|XP_020813229.1|DSER
OG0009964	LOC117576087|XP_034116526.1|DALB	LOC110184716|XP_020808998.1|DSER
OG0009965	LOC117574388|XP_034114117.1|DALB	LOC110186875|XP_020811831.1|DSER
OG0009966	LOC117566025|XP_034101352.1|DALB	LOC110179804|XP_020803068.1|DSER
OG0009967	LOC117565213|XP_034100114.1|DALB	LOC110176932|XP_020799088.1|DSER
OG0009969	LOC117564542|XP_034099256.1|DALB	LOC110187340|XP_020812387.1|DSER
OG0009970	LOC117565249|XP_034100153.1|DALB	LOC110176913|XP_020799063.1|DSER
OG0009971	LOC117565328|XP_034100265.1|DALB	LOC110184852|XP_020809151.1|DSER
OG0009972	LOC117563465|XP_034097708.1|DALB	LOC110183302|XP_020807201.1|DSER
OG0009973	LOC117564690|XP_034099456.1|DALB	LOC110176454|XP_020798469.1|DSER
OG0009974	LOC117564796|XP_034099608.1|DALB	LOC110186077|XP_020810771.1|DSER
OG0009975	LOC117563742|XP_034098113.1|DALB	LOC110182741|XP_020806502.1|DSER
OG0009977	LOC117564700|XP_034099469.1|DALB	LOC110187356|XP_020812405.1|DSER
OG0009978	LOC117564702|XP_034099471.1|DALB	LOC110187350|XP_020812400.1|DSER
OG0009980	LOC117571724|XP_034109921.1|DALB	LOC110191365|XP_020817877.1|DSER
OG0009981	LOC117566543|XP_034101975.1|DALB	LOC110180060|XP_020803341.1|DSER
OG0009982	LOC117566544|XP_034101976.1|DALB	LOC110180062|XP_020803343.1|DSER
OG0009983	LOC117568636|XP_034105317.1|DALB	LOC110177503|XP_020799918.1|DSER
OG0009984	LOC117571900|XP_034110263.1|DALB	LOC110180012|XP_020803264.1|DSER
OG0009985	LOC117568269|XP_034104651.1|DALB	LOC110191624|XP_020818172.1|DSER
OG0009986	LOC117571033|XP_034108887.1|DALB	LOC110189594|XP_020815384.1|DSER
OG0009987	LOC117571958|XP_034110349.1|DALB	LOC110177712|XP_020800215.1|DSER
OG0009988	LOC117571969|XP_034110361.1|DALB	LOC110177655|XP_020800130.1|DSER
OG0009989	LOC117568080|XP_034104345.1|DALB	LOC110177935|XP_020800576.1|DSER
OG0009990	LOC117568894|XP_034105686.1|DALB	LOC110182929|XP_020806766.1|DSER
OG0009991	LOC117571441|XP_034109476.1|DALB	LOC110178040|XP_020800739.1|DSER
OG0009992	LOC117570899|XP_034108699.1|DALB	LOC110187050|XP_020812085.1|DSER
OG0009993	LOC117576013|XP_034116414.1|DALB	LOC110184588|XP_020808837.1|DSER
OG0009994	LOC117572868|XP_034111813.1|DALB	LOC110181965|XP_020805573.1|DSER
OG0009995	LOC117565904|XP_034101152.1|DALB	LOC110179671|XP_020802941.1|DSER
OG0009996	LOC117563944|XP_034098410.1|DALB	LOC110184283|XP_020808423.1|DSER
OG0009997	LOC117577930|XP_034118824.1|DALB	LOC110184138|XP_020808208.1|DSER
OG0009998	LOC117577965|XP_034118908.1|DALB	LOC110184243|XP_020808358.1|DSER
OG0009999	LOC117566373|XP_034101765.1|DALB	LOC110184586|XP_020808831.1|DSER
OG0010000	LOC117578100|XP_034119166.1|DALB	LOC110182109|XP_020805775.1|DSER
OG0010001	LOC117567944|XP_034104137.1|DALB	LOC110179683|XP_020802954.1|DSER
OG0010002	LOC117569135|XP_034106055.1|DALB	LOC110178721|XP_020801585.1|DSER
OG0010003	LOC117565865|XP_034101092.1|DALB	LOC110183400|XP_020807330.1|DSER
OG0010004	LOC117577297|XP_034118164.1|DALB	LOC110182497|XP_020806205.1|DSER
OG0010005	LOC117574659|XP_034114457.1|DALB	LOC110183222|XP_020807095.1|DSER
OG0010006	LOC117567031|XP_034102628.1|DALB	LOC110184306|XP_020808453.1|DSER
OG0010007	LOC117577637|XP_034118397.1|DALB	LOC110181600|XP_020805056.1|DSER
OG0010008	LOC117577701|XP_034118491.1|DALB	LOC110175974|XP_020797828.1|DSER
OG0010009	LOC117563415|XP_034097641.1|DALB	LOC110181325|XP_020804703.1|DSER
OG0010010	LOC117576750|XP_034117678.1|DALB	LOC110175955|XP_020797802.1|DSER
OG0010011	LOC117565578|XP_034100661.1|DALB	LOC110184266|XP_020808391.1|DSER
OG0010012	LOC117572227|XP_034110801.1|DALB	LOC110179560|XP_020802801.1|DSER
OG0010013	LOC117570681|XP_034108374.1|DALB	LOC110181594|XP_020805047.1|DSER
OG0010014	LOC117578097|XP_034119168.1|DALB	LOC110175985|XP_020797843.1|DSER
OG0010015	LOC117569665|XP_034106806.1|DALB	LOC110181558|XP_020805002.1|DSER
OG0010016	LOC117575872|XP_034116198.1|DALB	LOC110182017|XP_020805607.1|DSER
OG0010017	LOC117571530|XP_034109605.1|DALB	LOC110181589|XP_020805042.1|DSER
OG0010018	LOC117570869|XP_034108656.1|DALB	LOC110180137|XP_020803442.1|DSER
OG0010019	LOC117569523|XP_034106616.1|DALB	LOC110181691|XP_020805191.1|DSER
OG0010020	LOC117577569|XP_034118297.1|DALB	LOC110181828|XP_020805391.1|DSER
OG0010021	LOC117567895|XP_034104062.1|DALB	LOC110181633|XP_020805100.1|DSER
OG0010022	LOC117577105|XP_034118097.1|DALB	LOC110189569|XP_020815359.1|DSER
OG0010023	LOC117573945|XP_034113365.1|DALB	LOC110185515|XP_020810069.1|DSER
OG0010024	LOC117576576|XP_034117345.1|DALB	LOC110185517|XP_020810072.1|DSER
OG0010025	LOC117577089|XP_034118080.1|DALB	LOC110182208|XP_020805894.1|DSER
OG0010026	LOC117572695|XP_034111641.1|DALB	LOC110181938|XP_020805534.1|DSER
OG0010027	LOC117578050|XP_034119063.1|DALB	LOC110179129|XP_020802181.1|DSER
OG0010028	LOC117577780|XP_034118595.1|DALB	LOC110191973|XP_020818653.1|DSER
OG0010029	LOC117577465|XP_034118243.1|DALB	LOC110184167|XP_020808237.1|DSER
OG0010030	LOC117576545|XP_034117277.1|DALB	LOC110184140|XP_020808210.1|DSER
OG0010031	LOC117574292|XP_034113981.1|DALB	LOC110184181|XP_020808250.1|DSER
OG0010032	LOC117564868|XP_034099708.1|DALB	LOC110182383|XP_020806084.1|DSER
OG0010033	LOC117567716|XP_034103771.1|DALB	LOC110179756|XP_020803032.1|DSER
OG0010034	LOC117567708|XP_034103743.1|DALB	LOC110179763|XP_020803038.1|DSER
OG0010035	LOC117567654|XP_034103661.1|DALB	LOC110179764|XP_020803039.1|DSER
OG0010036	LOC117567647|XP_034103648.1|DALB	LOC110179762|XP_020803037.1|DSER
OG0010037	LOC117578046|XP_034119057.1|DALB	LOC110179757|XP_020803033.1|DSER
OG0010038	LOC117578126|XP_034119214.1|DALB	LOC110180559|XP_020803912.1|DSER
OG0010039	LOC117571513|XP_034109577.1|DALB	LOC110178366|XP_020801161.1|DSER
OG0010040	LOC117565622|XP_034100726.1|DALB	LOC110185967|XP_020810644.1|DSER
OG0010041	LOC117564553|XP_034099280.1|DALB	LOC110183057|XP_020806901.1|DSER
OG0010042	LOC117577956|XP_034118892.1|DALB	LOC110179057|XP_020802076.1|DSER
OG0010043	LOC117577582|XP_034118316.1|DALB	LOC110179054|XP_020802072.1|DSER
OG0010044	LOC117577432|XP_034118228.1|DALB	LOC110183267|XP_020807154.1|DSER
OG0010045	LOC117577601|XP_034118338.1|DALB	LOC110181826|XP_020805388.1|DSER
OG0010046	LOC117577600|XP_034118337.1|DALB	LOC110181827|XP_020805389.1|DSER
OG0010047	LOC117576283|XP_034116825.1|DALB	LOC110183228|XP_020807103.1|DSER
OG0010048	LOC117566188|XP_034101599.1|DALB	LOC110185523|XP_020810077.1|DSER
OG0010049	LOC117564086|XP_034098611.1|DALB	LOC110187103|XP_020812168.1|DSER
OG0010050	LOC117564070|XP_034098590.1|DALB	LOC110187116|XP_020812185.1|DSER
OG0010051	LOC117571147|XP_034109044.1|DALB	LOC110181694|XP_020805195.1|DSER
OG0010052	LOC117575074|XP_034115062.1|DALB	LOC110180323|XP_020803639.1|DSER
OG0010053	LOC117578272|XP_034119586.1|DALB	LOC110179458|XP_020802676.1|DSER
OG0010054	LOC117566435|XP_034101860.1|DALB	LOC110179722|XP_020803000.1|DSER
OG0010055	LOC117567778|XP_034103872.1|DALB	LOC110179738|XP_020803014.1|DSER
OG0010056	LOC117572281|XP_034110883.1|DALB	LOC110187143|XP_020812216.1|DSER
OG0010057	LOC117577631|XP_034118389.1|DALB	LOC110179632|XP_020802902.1|DSER
OG0010058	LOC117566047|XP_034101391.1|DALB	LOC110180346|XP_020803667.1|DSER
OG0010059	LOC117578062|XP_034119089.1|DALB	LOC110181913|XP_020805506.1|DSER
OG0010060	LOC117564538|XP_034099255.1|DALB	LOC110180649|XP_020804002.1|DSER
OG0010061	LOC117571988|XP_034110387.1|DALB	LOC110190085|XP_020816050.1|DSER
OG0010062	LOC117571915|XP_034110284.1|DALB	LOC110184700|XP_020808970.1|DSER
OG0010063	LOC117572471|XP_034111209.1|DALB	LOC110190080|XP_020816045.1|DSER
OG0010064	LOC117571091|XP_034108966.1|DALB	LOC110189844|XP_020815712.1|DSER
OG0010065	LOC117571545|XP_034109628.1|DALB	LOC110176303|XP_020798283.1|DSER
OG0010066	LOC117572535|XP_034111292.1|DALB	LOC110177629|XP_020800102.1|DSER
OG0010068	LOC117566828|XP_034102288.1|DALB	LOC110189908|XP_020815832.1|DSER
OG0010071	LOC117568907|XP_034105702.1|DALB	LOC110185261|XP_020809659.1|DSER
OG0010072	LOC117569936|XP_034107184.1|DALB	LOC110189085|XP_020814716.1|DSER
OG0010073	LOC117567958|XP_034104151.1|DALB	LOC110189059|XP_020814687.1|DSER
OG0010074	LOC117572569|XP_034111343.1|DALB	LOC110178025|XP_020800699.1|DSER
OG0010076	LOC117567403|XP_034103253.1|DALB	LOC110190498|XP_020816673.1|DSER
OG0010077	LOC117569429|XP_034106480.1|DALB	LOC110190748|XP_020817030.1|DSER
OG0010078	LOC117569432|XP_034106483.1|DALB	LOC110190456|XP_020816615.1|DSER
OG0010079	LOC117572029|XP_034110470.1|DALB	LOC110190685|XP_020816954.1|DSER
OG0010080	LOC117572559|XP_034111326.1|DALB	LOC110183710|XP_020807717.1|DSER
OG0010081	LOC117567583|XP_034103555.1|DALB	LOC110190631|XP_020816884.1|DSER
OG0010082	LOC117568723|XP_034105432.1|DALB	LOC110177610|XP_020800068.1|DSER
OG0010083	LOC117566467|XP_034101889.1|DALB	LOC110185329|XP_020809765.1|DSER
OG0010084	LOC117567477|XP_034103398.1|DALB	LOC110176248|XP_020798211.1|DSER
OG0010085	LOC117567881|XP_034104042.1|DALB	LOC110190037|XP_020816000.1|DSER
OG0010086	LOC117567562|XP_034103513.1|DALB	LOC110182782|XP_020806567.1|DSER
OG0010087	LOC117567643|XP_034103640.1|DALB	LOC110190898|XP_020817216.1|DSER
OG0010088	LOC117569801|XP_034107005.1|DALB	LOC110177506|XP_020799919.1|DSER
OG0010089	LOC117571318|XP_034109289.1|DALB	LOC110181258|XP_020804624.1|DSER
OG0010090	LOC117573197|XP_034112081.1|DALB	LOC110185419|XP_020809891.1|DSER
OG0010091	LOC117574560|XP_034114323.1|DALB	LOC110178318|XP_020801091.1|DSER
OG0010092	LOC117577391|XP_034118190.1|DALB	LOC110185387|XP_020809826.1|DSER
OG0010093	LOC117567113|XP_034102806.1|DALB	LOC110191572|XP_020818113.1|DSER
OG0010094	LOC117573514|XP_034112639.1|DALB	LOC110177334|XP_020799679.1|DSER, LOC110177443|XP_020799835.1|DSER
OG0010095	LOC117576809|XP_034117767.1|DALB	LOC110188137|XP_020813389.1|DSER
OG0010096	LOC117577881|XP_034118751.1|DALB	LOC110181905|XP_020805498.1|DSER
OG0010097	LOC117566722|XP_034102160.1|DALB	LOC110179580|XP_020802830.1|DSER
OG0010098	LOC117565564|XP_034100623.1|DALB	LOC110186050|XP_020810751.1|DSER
OG0010099	LOC117566123|XP_034101490.1|DALB	LOC110176874|XP_020799009.1|DSER
OG0010100	LOC117569087|XP_034105994.1|DALB	LOC110176134|XP_020798028.1|DSER
OG0010101	LOC117572346|XP_034110995.1|DALB	LOC110188530|XP_020813938.1|DSER
OG0010102	LOC117571127|XP_034109019.1|DALB	LOC110177519|XP_020799935.1|DSER
OG0010103	LOC117566456|XP_034101878.1|DALB	LOC110177505|XP_020799917.1|DSER
OG0010104	LOC117567196|XP_034102916.1|DALB	LOC110190795|XP_020817096.1|DSER
OG0010105	LOC117567685|XP_034103700.1|DALB	LOC110183854|XP_020807866.1|DSER
OG0010106	LOC117567624|XP_034103606.1|DALB	LOC110178400|XP_020801199.1|DSER
OG0010107	LOC117566622|XP_034102053.1|DALB	LOC110181108|XP_020804437.1|DSER
OG0010108	LOC117566546|XP_034101979.1|DALB	LOC110180071|XP_020803353.1|DSER
OG0010110	LOC117569757|XP_034106940.1|DALB	LOC110184751|XP_020809040.1|DSER
OG0010111	LOC117574789|XP_034114636.1|DALB	LOC110177403|XP_020799766.1|DSER
OG0010113	LOC117571405|XP_034109434.1|DALB	LOC110189637|XP_020815439.1|DSER, LOC110181834|XP_020805397.1|DSER
OG0010114	LOC117571993|XP_034110396.1|DALB	LOC110180566|XP_020803921.1|DSER, LOC110180565|XP_020803920.1|DSER
OG0010115	LOC117564476|XP_034099170.1|DALB	LOC110186849|XP_020811797.1|DSER
OG0010116	LOC117565664|XP_034100784.1|DALB	LOC110184547|XP_020808781.1|DSER
OG0010117	LOC117577603|XP_034118340.1|DALB	LOC110181203|XP_020804543.1|DSER, LOC110179067|XP_020802093.1|DSER
OG0010118	LOC117577819|XP_034118644.1|DALB	LOC110178018|XP_020800691.1|DSER
OG0010119	LOC117566754|XP_034102191.1|DALB	LOC110179396|XP_020802580.1|DSER
OG0010120	LOC117577927|XP_034118821.1|DALB	LOC110184369|XP_020808525.1|DSER
OG0010121	LOC117572420|XP_034111104.1|DALB	LOC110176074|XP_020797955.1|DSER
OG0010122	LOC117577980|XP_034118962.1|DALB	LOC110186563|XP_020811430.1|DSER
OG0010123	LOC117572460|XP_034111190.1|DALB	LOC110179555|XP_020802796.1|DSER
OG0010125	LOC117573764|XP_034113051.1|DALB	LOC110179046|XP_020802061.1|DSER
OG0010126	LOC117565781|XP_034100949.1|DALB	LOC110186091|XP_020810792.1|DSER
OG0010127	LOC117565203|XP_034100099.1|DALB	LOC110177896|XP_020800524.1|DSER
OG0010128	LOC117564707|XP_034099478.1|DALB	LOC110177886|XP_020800510.1|DSER
OG0010129	LOC117565163|XP_034100038.1|DALB	LOC110186020|XP_020810714.1|DSER
OG0010130	LOC117563208|XP_034097288.1|DALB	LOC110181444|XP_020804847.1|DSER
OG0010131	LOC117563670|XP_034097984.1|DALB	LOC110186007|XP_020810701.1|DSER
OG0010132	LOC117564497|XP_034099205.1|DALB	LOC110181361|XP_020804743.1|DSER, LOC110178582|XP_020801419.1|DSER
OG0010133	LOC117564499|XP_034099206.1|DALB	LOC110181385|XP_020804775.1|DSER
OG0010134	LOC117566108|XP_034101469.1|DALB	LOC110177875|XP_020800499.1|DSER
OG0010135	LOC117563740|XP_034098111.1|DALB	LOC110182723|XP_020806482.1|DSER
OG0010136	LOC117565365|XP_034100320.1|DALB	LOC110180612|XP_020803954.1|DSER, LOC110182728|XP_020806488.1|DSER
OG0010137	LOC117563769|XP_034098167.1|DALB	LOC110185665|XP_020810286.1|DSER
OG0010138	LOC117565335|XP_034100275.1|DALB	LOC110185131|XP_020809487.1|DSER
OG0010139	LOC117564039|XP_034098534.1|DALB	LOC110187319|XP_020812366.1|DSER
OG0010140	LOC117566171|XP_034101565.1|DALB	LOC110182291|XP_020805969.1|DSER
OG0010141	LOC117564200|XP_034098769.1|DALB	LOC110183470|XP_020807408.1|DSER
OG0010142	LOC117564233|XP_034098814.1|DALB	LOC110186000|XP_020810687.1|DSER, LOC110185985|XP_020810667.1|DSER
OG0010144	LOC117565320|XP_034100251.1|DALB	LOC110187234|XP_020812290.1|DSER, LOC110179963|XP_020803203.1|DSER
OG0010145	LOC117564947|XP_034099793.1|DALB	LOC110187436|XP_020812486.1|DSER
OG0010146	LOC117564948|XP_034099794.1|DALB	LOC110187430|XP_020812477.1|DSER
OG0010147	LOC117564523|XP_034099234.1|DALB	LOC110187528|XP_020812581.1|DSER, LOC110180488|XP_020803830.1|DSER
OG0010148	LOC117564783|XP_034099578.1|DALB	LOC110181170|XP_020804502.1|DSER
OG0010149	LOC117564526|XP_034099238.1|DALB	LOC110181317|XP_020804696.1|DSER
OG0010150	LOC117564978|XP_034099815.1|DALB	LOC110178106|XP_020800780.1|DSER
OG0010151	LOC117564460|XP_034099135.1|DALB	LOC110185117|XP_020809468.1|DSER
OG0010152	LOC117563628|XP_034097927.1|DALB	LOC110184824|XP_020809127.1|DSER
