Orthogroup	DALB.longest_only	DSUP.longest_only
OG0009564	LOC117576022|XP_034116424.1|DALB	LOC119555967|XP_037723617.1|DSUP
OG0009565	LOC117569307|XP_034106310.1|DALB	LOC119553830|XP_037720391.1|DSUP
OG0009567	LOC117575594|XP_034115751.1|DALB	LOC119559871|XP_037728929.1|DSUP
OG0009569	LOC117569542|XP_034106642.1|DALB	LOC119556698|XP_037725023.1|DSUP
OG0009570	LOC117575193|XP_034115197.1|DALB	LOC119559973|XP_037729137.1|DSUP
OG0009571	LOC117574865|XP_034114773.1|DALB	LOC119550365|XP_037714936.1|DSUP
OG0009572	LOC117576711|XP_034117624.1|DALB	LOC119557857|XP_037726775.1|DSUP
OG0009573	LOC117567110|XP_034102792.1|DALB	LOC119557282|XP_037725898.1|DSUP
OG0009574	LOC117578159|XP_034119323.1|DALB	LOC119556308|XP_037724318.1|DSUP
OG0009575	LOC117569187|XP_034106147.1|DALB	LOC119551282|XP_037716476.1|DSUP
OG0009576	LOC117573448|XP_034112560.1|DALB	LOC119560291|XP_037729589.1|DSUP
OG0009578	LOC117563445|XP_034097673.1|DALB	LOC119548499|XP_037711707.1|DSUP
OG0009579	LOC117568584|XP_034105212.1|DALB	LOC119557833|XP_037726723.1|DSUP
OG0009580	LOC117566820|XP_034102274.1|DALB	LOC119550163|XP_037714626.1|DSUP
OG0009581	LOC117564464|XP_034099142.1|DALB	LOC119546322|XP_037708449.1|DSUP
OG0009582	LOC117570787|XP_034108520.1|DALB	LOC119554148|XP_037720852.1|DSUP
OG0009583	LOC117570622|XP_034108287.1|DALB	LOC119558007|XP_037727043.1|DSUP
OG0009585	LOC117575486|XP_034115611.1|DALB	LOC119545762|XP_037707535.1|DSUP
OG0009586	LOC117572283|XP_034110880.1|DALB	LOC119554665|XP_037721595.1|DSUP
OG0009587	LOC117571962|XP_034110353.1|DALB	LOC119551729|XP_037717159.1|DSUP
OG0009588	LOC117575057|XP_034115029.1|DALB	LOC119556083|XP_037723867.1|DSUP
OG0009589	LOC117572404|XP_034111075.1|DALB	LOC119555704|XP_037723286.1|DSUP
OG0009590	LOC117569170|XP_034106128.1|DALB	LOC119553888|XP_037720479.1|DSUP
OG0009591	LOC117576783|XP_034117726.1|DALB	LOC119563236|XP_037732470.1|DSUP
OG0009592	LOC117574800|XP_034114655.1|DALB	LOC119560402|XP_037729763.1|DSUP
OG0009593	LOC117576791|XP_034117738.1|DALB	LOC119560036|XP_037729265.1|DSUP
OG0009594	LOC117574054|XP_034113557.1|DALB	LOC119550113|XP_037714526.1|DSUP
OG0009595	LOC117575030|XP_034115000.1|DALB	LOC119560565|XP_037730011.1|DSUP
OG0009596	LOC117576148|XP_034116606.1|DALB	LOC119560110|XP_037729386.1|DSUP
OG0009597	LOC117574880|XP_034114802.1|DALB	LOC119560386|XP_037729739.1|DSUP
OG0009598	LOC117574825|XP_034114686.1|DALB	LOC119560302|XP_037729601.1|DSUP
OG0009599	LOC117576061|XP_034116486.1|DALB	LOC119553524|XP_037719878.1|DSUP
OG0009600	LOC117576033|XP_034116444.1|DALB	LOC119559358|XP_037728335.1|DSUP
OG0009601	LOC117573315|XP_034112314.1|DALB	LOC119552387|XP_037718003.1|DSUP
OG0009602	LOC117573349|XP_034112366.1|DALB	LOC119563013|XP_037732132.1|DSUP
OG0009603	LOC117574250|XP_034113870.1|DALB	LOC119545799|XP_037707606.1|DSUP
OG0009604	LOC117574930|XP_034114873.1|DALB	LOC119556592|XP_037724827.1|DSUP
OG0009605	LOC117574980|XP_034114938.1|DALB	LOC119557668|XP_037726463.1|DSUP
OG0009606	LOC117576201|XP_034116685.1|DALB	LOC119553313|XP_037719571.1|DSUP
OG0009607	LOC117576105|XP_034116554.1|DALB	LOC119557443|XP_037726136.1|DSUP
OG0009608	LOC117573303|XP_034112299.1|DALB	LOC119563470|XP_037732810.1|DSUP
OG0009610	LOC117576721|XP_034117632.1|DALB	LOC119560121|XP_037729399.1|DSUP
OG0009611	LOC117573345|XP_034112359.1|DALB	LOC119560838|XP_037730417.1|DSUP
OG0009612	LOC117576906|XP_034117934.1|DALB	LOC119560669|XP_037730170.1|DSUP
OG0009613	LOC117565454|XP_034100444.1|DALB	LOC119546132|XP_037708162.1|DSUP
OG0009614	LOC117576677|XP_034117562.1|DALB	LOC119560447|XP_037729821.1|DSUP
OG0009617	LOC117575875|XP_034116196.1|DALB	LOC119563504|XP_037732875.1|DSUP
OG0009619	LOC117574434|XP_034114163.1|DALB	LOC119560660|XP_037730157.1|DSUP
OG0009620	LOC117576812|XP_034117772.1|DALB	LOC119560027|XP_037729251.1|DSUP
OG0009621	LOC117576825|XP_034117788.1|DALB	LOC119560323|XP_037729632.1|DSUP
OG0009622	LOC117574737|XP_034114561.1|DALB	LOC119560135|XP_037729414.1|DSUP
OG0009624	LOC117576380|XP_034116969.1|DALB	LOC119545671|XP_037707326.1|DSUP
OG0009625	LOC117574619|XP_034114397.1|DALB	LOC119552128|XP_037717848.1|DSUP
OG0009626	LOC117573575|XP_034112754.1|DALB	LOC119563466|XP_037732803.1|DSUP
OG0009627	LOC117573570|XP_034112748.1|DALB	LOC119556914|XP_037725332.1|DSUP
OG0009628	LOC117573515|XP_034112640.1|DALB	LOC119545719|XP_037707462.1|DSUP
OG0009629	LOC117574438|XP_034114167.1|DALB	LOC119560993|XP_037730705.1|DSUP
OG0009630	LOC117574519|XP_034114271.1|DALB	LOC119556442|XP_037724608.1|DSUP
OG0009631	LOC117573453|XP_034112566.1|DALB	LOC119563525|XP_037732926.1|DSUP
OG0009632	LOC117567567|XP_034103526.1|DALB	LOC119556860|XP_037725258.1|DSUP
OG0009633	LOC117571443|XP_034109478.1|DALB	LOC119550333|XP_037714877.1|DSUP
OG0009634	LOC117574432|XP_034114160.1|DALB	LOC119554235|XP_037720997.1|DSUP
OG0009635	LOC117575674|XP_034115853.1|DALB	LOC119560874|XP_037730476.1|DSUP
OG0009636	LOC117570496|XP_034108081.1|DALB	LOC119553407|XP_037719708.1|DSUP
OG0009637	LOC117573284|XP_034112275.1|DALB	LOC119562994|XP_037732102.1|DSUP
OG0009638	LOC117576307|XP_034116853.1|DALB	LOC119560883|XP_037730488.1|DSUP
OG0009639	LOC117574565|XP_034114328.1|DALB	LOC119560360|XP_037729691.1|DSUP
OG0009640	LOC117575917|XP_034116262.1|DALB	LOC119563460|XP_037732797.1|DSUP
OG0009641	LOC117574932|XP_034114872.1|DALB	LOC119560619|XP_037730085.1|DSUP
OG0009642	LOC117574399|XP_034114129.1|DALB	LOC119560584|XP_037730036.1|DSUP
OG0009643	LOC117574487|XP_034114216.1|DALB	LOC119555152|XP_037722310.1|DSUP
OG0009644	LOC117575992|XP_034116380.1|DALB	LOC119556895|XP_037725308.1|DSUP
OG0009645	LOC117575368|XP_034115424.1|DALB	LOC119563359|XP_037732638.1|DSUP
OG0009646	LOC117574391|XP_034114120.1|DALB	LOC119558191|XP_037727403.1|DSUP
OG0009647	LOC117574722|XP_034114540.1|DALB	LOC119562835|XP_037731899.1|DSUP
OG0009648	LOC117574517|XP_034114268.1|DALB	LOC119560520|XP_037729922.1|DSUP
OG0009649	LOC117573821|XP_034113137.1|DALB	LOC119556568|XP_037724798.1|DSUP
OG0009650	LOC117564198|XP_034098765.1|DALB	LOC119545938|XP_037707807.1|DSUP
OG0009651	LOC117563968|XP_034098447.1|DALB	LOC119548736|XP_037712179.1|DSUP
OG0009652	LOC117565269|XP_034100187.1|DALB	LOC119548215|XP_037711279.1|DSUP
OG0009653	LOC117564809|XP_034099620.1|DALB	LOC119547242|XP_037709948.1|DSUP
OG0009654	LOC117564810|XP_034099623.1|DALB	LOC119547243|XP_037709949.1|DSUP
OG0009655	LOC117566132|XP_034101504.1|DALB	LOC119546371|XP_037708531.1|DSUP
OG0009656	LOC117564043|XP_034098544.1|DALB	LOC119546172|XP_037708223.1|DSUP
OG0009657	LOC117565084|XP_034099925.1|DALB	LOC119547548|XP_037710376.1|DSUP
OG0009658	LOC117564359|XP_034098964.1|DALB	LOC119547542|XP_037710368.1|DSUP
OG0009659	LOC117563525|XP_034097797.1|DALB	LOC119547900|XP_037710865.1|DSUP
OG0009660	LOC117565407|XP_034100383.1|DALB	LOC119547147|XP_037709790.1|DSUP
OG0009661	LOC117563903|XP_034098355.1|DALB	LOC119548288|XP_037711382.1|DSUP
OG0009662	LOC117563211|XP_034097293.1|DALB	LOC119547442|XP_037710231.1|DSUP
OG0009663	LOC117564174|XP_034098733.1|DALB	LOC119547599|XP_037710447.1|DSUP
OG0009664	LOC117564380|XP_034098991.1|DALB	LOC119547786|XP_037710726.1|DSUP
OG0009665	LOC117565953|XP_034101233.1|DALB	LOC119548362|XP_037711505.1|DSUP
OG0009666	LOC117564541|XP_034099254.1|DALB	LOC119546806|XP_037709314.1|DSUP
OG0009667	LOC117564040|XP_034098535.1|DALB	LOC119546691|XP_037709097.1|DSUP
OG0009668	LOC117565549|XP_034100604.1|DALB	LOC119548330|XP_037711448.1|DSUP
OG0009669	LOC117563474|XP_034097721.1|DALB	LOC119547166|XP_037709821.1|DSUP
OG0009670	LOC117563271|XP_034097390.1|DALB	LOC119547331|XP_037710066.1|DSUP
OG0009671	LOC117564191|XP_034098756.1|DALB	LOC119546555|XP_037708847.1|DSUP
OG0009672	LOC117565924|XP_034101188.1|DALB	LOC119547010|XP_037709608.1|DSUP
OG0009673	LOC117564993|XP_034099829.1|DALB	LOC119547286|XP_037709999.1|DSUP
OG0009674	LOC117565116|XP_034099970.1|DALB	LOC119546429|XP_037708626.1|DSUP
OG0009675	LOC117566056|XP_034101402.1|DALB	LOC119547419|XP_037710197.1|DSUP
OG0009676	LOC117565231|XP_034100129.1|DALB	LOC119547595|XP_037710443.1|DSUP
OG0009677	LOC117565181|XP_034100069.1|DALB	LOC119548512|XP_037711727.1|DSUP
OG0009679	LOC117565157|XP_034100031.1|DALB	LOC119548500|XP_037711708.1|DSUP
OG0009680	LOC117563699|XP_034098034.1|DALB	LOC119546927|XP_037709491.1|DSUP
OG0009681	LOC117571028|XP_034108878.1|DALB	LOC119551868|XP_037717387.1|DSUP
OG0009682	LOC117566565|XP_034101997.1|DALB	LOC119551907|XP_037717449.1|DSUP
OG0009683	LOC117569326|XP_034106344.1|DALB	LOC119551731|XP_037717160.1|DSUP
OG0009684	LOC117569324|XP_034106341.1|DALB	LOC119550878|XP_037715791.1|DSUP
OG0009685	LOC117569446|XP_034106500.1|DALB	LOC119550880|XP_037715795.1|DSUP
OG0009686	LOC117569079|XP_034105985.1|DALB	LOC119549951|XP_037714263.1|DSUP
OG0009687	LOC117568457|XP_034105024.1|DALB	LOC119550746|XP_037715594.1|DSUP
OG0009688	LOC117567675|XP_034103688.1|DALB	LOC119551069|XP_037716120.1|DSUP
OG0009689	LOC117572720|XP_034111673.1|DALB	LOC119550117|XP_037714527.1|DSUP
OG0009690	LOC117568226|XP_034104591.1|DALB	LOC119550225|XP_037714720.1|DSUP
OG0009691	LOC117571996|XP_034110398.1|DALB	LOC119551464|XP_037716745.1|DSUP
OG0009692	LOC117570114|XP_034107468.1|DALB	LOC119551317|XP_037716540.1|DSUP
OG0009693	LOC117571904|XP_034110267.1|DALB	LOC119551258|XP_037716439.1|DSUP
OG0009694	LOC117566713|XP_034102149.1|DALB	LOC119550967|XP_037715930.1|DSUP
OG0009695	LOC117571261|XP_034109213.1|DALB	LOC119549413|XP_037713413.1|DSUP
OG0009696	LOC117570326|XP_034107763.1|DALB	LOC119550993|XP_037715967.1|DSUP
OG0009698	LOC117568295|XP_034104706.1|DALB	LOC119552062|XP_037717752.1|DSUP
OG0009700	LOC117567131|XP_034102832.1|DALB	LOC119551243|XP_037716415.1|DSUP
OG0009701	LOC117576596|XP_034117376.1|DALB	LOC119563185|XP_037732386.1|DSUP
OG0009703	LOC117564126|XP_034098678.1|DALB	LOC119547892|XP_037710857.1|DSUP
OG0009704	LOC117571489|XP_034109548.1|DALB	LOC119551393|XP_037716647.1|DSUP
OG0009705	LOC117570616|XP_034108268.1|DALB	LOC119549797|XP_037713991.1|DSUP
OG0009706	LOC117566697|XP_034102134.1|DALB	LOC119551645|XP_037717008.1|DSUP, LOC119549736|XP_037713906.1|DSUP
OG0009707	LOC117574578|XP_034114349.1|DALB	LOC119560794|XP_037730351.1|DSUP
OG0009708	LOC117569448|XP_034106502.1|DALB	LOC119550094|XP_037714501.1|DSUP
OG0009709	LOC117569343|XP_034106363.1|DALB	LOC119550527|XP_037715173.1|DSUP
OG0009710	LOC117569342|XP_034106362.1|DALB	LOC119550528|XP_037715176.1|DSUP
OG0009711	LOC117571060|XP_034108920.1|DALB	LOC119549791|XP_037713984.1|DSUP
OG0009712	LOC117570173|XP_034107541.1|DALB	LOC119553989|XP_037720624.1|DSUP
OG0009713	LOC117568803|XP_034105555.1|DALB	LOC119549920|XP_037714175.1|DSUP
OG0009714	LOC117567847|XP_034103990.1|DALB	LOC119551521|XP_037716836.1|DSUP
OG0009715	LOC117566486|XP_034101910.1|DALB	LOC119551012|XP_037715992.1|DSUP
OG0009717	LOC117570653|XP_034108316.1|DALB	LOC119551724|XP_037717154.1|DSUP
OG0009718	LOC117569037|XP_034105926.1|DALB	LOC119559397|XP_037728387.1|DSUP
OG0009719	LOC117567765|XP_034103849.1|DALB	LOC119551270|XP_037716458.1|DSUP
OG0009720	LOC117572411|XP_034111086.1|DALB	LOC119549083|XP_037712727.1|DSUP
OG0009721	LOC117570741|XP_034108454.1|DALB	LOC119550328|XP_037714862.1|DSUP
OG0009722	LOC117569645|XP_034106775.1|DALB	LOC119550179|XP_037714644.1|DSUP
OG0009723	LOC117569588|XP_034106709.1|DALB	LOC119554159|XP_037720876.1|DSUP
OG0009724	LOC117571281|XP_034109234.1|DALB	LOC119550443|XP_037715046.1|DSUP
OG0009725	LOC117568654|XP_034105342.1|DALB	LOC119549713|XP_037713874.1|DSUP
OG0009726	LOC117574661|XP_034114456.1|DALB	LOC119562377|XP_037731470.1|DSUP
OG0009727	LOC117566747|XP_034102182.1|DALB	LOC119550484|XP_037715101.1|DSUP
OG0009728	LOC117566788|XP_034102221.1|DALB	LOC119550458|XP_037715071.1|DSUP
OG0009729	LOC117570948|XP_034108772.1|DALB	LOC119551266|XP_037716454.1|DSUP
OG0009730	LOC117575161|XP_034115158.1|DALB	LOC119556649|XP_037724909.1|DSUP
OG0009731	LOC117569490|XP_034106562.1|DALB	LOC119549757|XP_037713929.1|DSUP
OG0009732	LOC117569604|XP_034106729.1|DALB	LOC119549897|XP_037714134.1|DSUP
OG0009733	LOC117568111|XP_034104403.1|DALB	LOC119558004|XP_037727040.1|DSUP
OG0009734	LOC117565657|XP_034100771.1|DALB	LOC119555823|XP_037723369.1|DSUP
OG0009735	LOC117566225|XP_034101662.1|DALB	LOC119555088|XP_037722233.1|DSUP
OG0009736	LOC117577232|XP_034118114.1|DALB	LOC119556016|XP_037723715.1|DSUP
OG0009737	LOC117576128|XP_034116578.1|DALB	LOC119561459|XP_037731043.1|DSUP
OG0009738	LOC117575426|XP_034115521.1|DALB	LOC119557900|XP_037726834.1|DSUP
OG0009739	LOC117568152|XP_034104462.1|DALB	LOC119557269|XP_037725884.1|DSUP
OG0009740	LOC117573714|XP_034112978.1|DALB, LOC117572341|XP_034110980.1|DALB	LOC119556236|XP_037724197.1|DSUP
OG0009741	LOC117564525|XP_034099237.1|DALB	LOC119547794|XP_037710735.1|DSUP
OG0009742	LOC117577893|XP_034118763.1|DALB	LOC119558355|XP_037727784.1|DSUP
OG0009743	LOC117569312|XP_034106320.1|DALB	LOC119557606|XP_037726338.1|DSUP
OG0009744	LOC117578306|XP_034119651.1|DALB	LOC119558165|XP_037727355.1|DSUP
OG0009745	LOC117577842|XP_034118677.1|DALB	LOC119556730|XP_037725060.1|DSUP
OG0009746	LOC117577584|XP_034118318.1|DALB	LOC119553897|XP_037720494.1|DSUP
OG0009747	LOC117564492|XP_034099197.1|DALB	LOC119548561|XP_037711796.1|DSUP
OG0009748	LOC117577574|XP_034118303.1|DALB	LOC119557357|XP_037726022.1|DSUP
OG0009749	LOC117568476|XP_034105055.1|DALB	LOC119553749|XP_037720277.1|DSUP
OG0009750	LOC117572167|XP_034110708.1|DALB	LOC119554001|XP_037720636.1|DSUP
OG0009751	LOC117578200|XP_034119420.1|DALB	LOC119557487|XP_037726186.1|DSUP
OG0009752	LOC117569965|XP_034107233.1|DALB	LOC119557896|XP_037726829.1|DSUP
OG0009753	LOC117569561|XP_034106674.1|DALB	LOC119557895|XP_037726827.1|DSUP
OG0009754	LOC117569852|XP_034107078.1|DALB	LOC119549414|XP_037713415.1|DSUP
OG0009755	LOC117577687|XP_034118475.1|DALB	LOC119558072|XP_037727172.1|DSUP
OG0009756	LOC117578079|XP_034119121.1|DALB	LOC119557624|XP_037726380.1|DSUP
OG0009757	LOC117570702|XP_034108396.1|DALB	LOC119550692|XP_037715485.1|DSUP
OG0009758	LOC117573576|XP_034112755.1|DALB	LOC119548592|XP_037711876.1|DSUP
OG0009759	LOC117577788|XP_034118605.1|DALB	LOC119558937|XP_037728063.1|DSUP
OG0009760	LOC117567063|XP_034102694.1|DALB	LOC119557414|XP_037726090.1|DSUP
OG0009761	LOC117577703|XP_034118493.1|DALB	LOC119557422|XP_037726102.1|DSUP
OG0009762	LOC117577800|XP_034118619.1|DALB	LOC119556365|XP_037724459.1|DSUP
OG0009763	LOC117572405|XP_034111076.1|DALB	LOC119552624|XP_037718220.1|DSUP
OG0009764	LOC117569118|XP_034106030.1|DALB	LOC119555310|XP_037722559.1|DSUP
OG0009765	LOC117570782|XP_034108514.1|DALB	LOC119554830|XP_037721831.1|DSUP
OG0009766	LOC117569763|XP_034106947.1|DALB	LOC119553874|XP_037720460.1|DSUP
OG0009767	LOC117570581|XP_034108214.1|DALB	LOC119554629|XP_037721552.1|DSUP
OG0009768	LOC117570108|XP_034107459.1|DALB	LOC119554956|XP_037722006.1|DSUP
OG0009769	LOC117570912|XP_034108710.1|DALB	LOC119553255|XP_037719469.1|DSUP
OG0009770	LOC117570606|XP_034108241.1|DALB	LOC119553949|XP_037720571.1|DSUP
OG0009771	LOC117570322|XP_034107754.1|DALB	LOC119552677|XP_037718314.1|DSUP
OG0009772	LOC117571710|XP_034109900.1|DALB	LOC119553242|XP_037719441.1|DSUP
OG0009773	LOC117571115|XP_034109001.1|DALB	LOC119552587|XP_037718149.1|DSUP
OG0009774	LOC117572491|XP_034111233.1|DALB	LOC119555411|XP_037722697.1|DSUP
OG0009775	LOC117568694|XP_034105394.1|DALB	LOC119553747|XP_037720275.1|DSUP
OG0009776	LOC117569311|XP_034106315.1|DALB	LOC119552784|XP_037718536.1|DSUP
OG0009777	LOC117568424|XP_034104965.1|DALB	LOC119554544|XP_037721431.1|DSUP
OG0009778	LOC117571202|XP_034109138.1|DALB	LOC119555604|XP_037723028.1|DSUP
OG0009779	LOC117570585|XP_034108219.1|DALB	LOC119555056|XP_037722182.1|DSUP
OG0009780	LOC117571626|XP_034109739.1|DALB	LOC119553126|XP_037719244.1|DSUP
OG0009781	LOC117569987|XP_034107258.1|DALB	LOC119554767|XP_037721733.1|DSUP
OG0009782	LOC117564738|XP_034099517.1|DALB	LOC119554774|XP_037721744.1|DSUP
OG0009783	LOC117570029|XP_034107342.1|DALB	LOC119554941|XP_037721979.1|DSUP
OG0009784	LOC117572022|XP_034110462.1|DALB	LOC119554219|XP_037720974.1|DSUP
OG0009785	LOC117572276|XP_034110871.1|DALB	LOC119555014|XP_037722085.1|DSUP
OG0009786	LOC117568219|XP_034104584.1|DALB	LOC119553173|XP_037719340.1|DSUP
OG0009787	LOC117568218|XP_034104583.1|DALB	LOC119552997|XP_037718944.1|DSUP
OG0009788	LOC117570515|XP_034108105.1|DALB	LOC119554819|XP_037721820.1|DSUP
OG0009789	LOC117571858|XP_034110144.1|DALB	LOC119554672|XP_037721602.1|DSUP
OG0009790	LOC117569658|XP_034106795.1|DALB	LOC119551296|XP_037716503.1|DSUP
OG0009791	LOC117570343|XP_034107788.1|DALB	LOC119554012|XP_037720652.1|DSUP
OG0009792	LOC117567125|XP_034102823.1|DALB	LOC119555050|XP_037722170.1|DSUP
OG0009793	LOC117572256|XP_034110845.1|DALB	LOC119552708|XP_037718386.1|DSUP
OG0009794	LOC117576700|XP_034117597.1|DALB	LOC119550122|XP_037714537.1|DSUP
OG0009795	LOC117569001|XP_034105881.1|DALB	LOC119556501|XP_037724689.1|DSUP
OG0009796	LOC117571699|XP_034109886.1|DALB	LOC119554374|XP_037721181.1|DSUP
OG0009797	LOC117570866|XP_034108649.1|DALB	LOC119555227|XP_037722437.1|DSUP
OG0009798	LOC117570865|XP_034108648.1|DALB	LOC119555226|XP_037722436.1|DSUP
OG0009799	LOC117570807|XP_034108553.1|DALB	LOC119552738|XP_037718432.1|DSUP
OG0009800	LOC117566520|XP_034101952.1|DALB	LOC119554214|XP_037720947.1|DSUP
OG0009801	LOC117568785|XP_034105514.1|DALB	LOC119553835|XP_037720397.1|DSUP
OG0009802	LOC117570697|XP_034108391.1|DALB	LOC119555057|XP_037722184.1|DSUP
OG0009803	LOC117569428|XP_034106478.1|DALB	LOC119553238|XP_037719436.1|DSUP
OG0009804	LOC117572033|XP_034110479.1|DALB	LOC119555173|XP_037722352.1|DSUP
OG0009805	LOC117568972|XP_034105820.1|DALB	LOC119553368|XP_037719641.1|DSUP
OG0009806	LOC117569277|XP_034106272.1|DALB	LOC119553827|XP_037720388.1|DSUP
OG0009807	LOC117569397|XP_034106424.1|DALB	LOC119554583|XP_037721493.1|DSUP
OG0009808	LOC117570847|XP_034108618.1|DALB, LOC117567720|XP_034103772.1|DALB	LOC119554773|XP_037721742.1|DSUP
OG0009809	LOC117567097|XP_034102767.1|DALB	LOC119553463|XP_037719794.1|DSUP
OG0009810	LOC117570336|XP_034107778.1|DALB	LOC119553789|XP_037720327.1|DSUP
OG0009811	LOC117569769|XP_034106953.1|DALB	LOC119555571|XP_037722950.1|DSUP
OG0009812	LOC117571390|XP_034109400.1|DALB	LOC119553100|XP_037719185.1|DSUP
OG0009813	LOC117568761|XP_034105488.1|DALB	LOC119555123|XP_037722275.1|DSUP
OG0009814	LOC117570752|XP_034108465.1|DALB	LOC119553281|XP_037719520.1|DSUP
OG0009815	LOC117568967|XP_034105816.1|DALB	LOC119553584|XP_037719960.1|DSUP
OG0009816	LOC117570664|XP_034108342.1|DALB	LOC119553442|XP_037719760.1|DSUP
OG0009817	LOC117570042|XP_034107358.1|DALB	LOC119553443|XP_037719761.1|DSUP
OG0009818	LOC117569879|XP_034107109.1|DALB	LOC119554248|XP_037721013.1|DSUP
OG0009819	LOC117569570|XP_034106684.1|DALB	LOC119554284|XP_037721067.1|DSUP
OG0009820	LOC117566540|XP_034101972.1|DALB	LOC119554282|XP_037721064.1|DSUP
OG0009821	LOC117570911|XP_034108708.1|DALB	LOC119554990|XP_037722056.1|DSUP
OG0009822	LOC117570620|XP_034108273.1|DALB	LOC119554187|XP_037720910.1|DSUP
OG0009823	LOC117571512|XP_034109576.1|DALB	LOC119553424|XP_037719728.1|DSUP
OG0009824	LOC117567185|XP_034102901.1|DALB	LOC119553723|XP_037720237.1|DSUP
OG0009825	LOC117570621|XP_034108274.1|DALB	LOC119553301|XP_037719548.1|DSUP
OG0009826	LOC117567875|XP_034104035.1|DALB	LOC119552606|XP_037718196.1|DSUP
OG0009827	LOC117567873|XP_034104032.1|DALB	LOC119552608|XP_037718200.1|DSUP
OG0009828	LOC117568346|XP_034104827.1|DALB	LOC119554580|XP_037721489.1|DSUP
OG0009829	LOC117570508|XP_034108097.1|DALB	LOC119555467|XP_037722801.1|DSUP
OG0009830	LOC117569575|XP_034106690.1|DALB	LOC119553459|XP_037719790.1|DSUP
OG0009831	LOC117569013|XP_034105890.1|DALB	LOC119554125|XP_037720826.1|DSUP
OG0009832	LOC117566454|XP_034101876.1|DALB	LOC119555238|XP_037722445.1|DSUP
OG0009833	LOC117566461|XP_034101883.1|DALB	LOC119555162|XP_037722318.1|DSUP
OG0009834	LOC117570516|XP_034108106.1|DALB	LOC119549761|XP_037713942.1|DSUP
OG0009835	LOC117570770|XP_034108497.1|DALB	LOC119551486|XP_037716776.1|DSUP
OG0009836	LOC117573672|XP_034112892.1|DALB	LOC119560803|XP_037730365.1|DSUP
OG0009837	LOC117574612|XP_034114390.1|DALB	LOC119553768|XP_037720306.1|DSUP
OG0009838	LOC117565495|XP_034100493.1|DALB	LOC119547144|XP_037709786.1|DSUP
OG0009839	LOC117570379|XP_034107865.1|DALB	LOC119549287|XP_037713164.1|DSUP
OG0009840	LOC117564645|XP_034099397.1|DALB	LOC119546085|XP_037708091.1|DSUP
OG0009841	LOC117565109|XP_034099958.1|DALB	LOC119547053|XP_037709659.1|DSUP, LOC119561771|XP_037731187.1|DSUP
OG0009842	LOC117567480|XP_034103402.1|DALB	LOC119553863|XP_037720444.1|DSUP
OG0009843	LOC117570868|XP_034108651.1|DALB	LOC119554305|XP_037721094.1|DSUP
OG0009844	LOC117569069|XP_034105974.1|DALB	LOC119554759|XP_037721720.1|DSUP
OG0009845	LOC117567437|XP_034103337.1|DALB	LOC119549770|XP_037713957.1|DSUP
OG0009846	LOC117565468|XP_034100465.1|DALB	LOC119546824|XP_037709344.1|DSUP
OG0009847	LOC117564703|XP_034099475.1|DALB	LOC119558287|XP_037727599.1|DSUP
OG0009848	LOC117577016|XP_034118073.1|DALB	LOC119557813|XP_037726678.1|DSUP
OG0009849	LOC117573709|XP_034112970.1|DALB	LOC119557114|XP_037725626.1|DSUP
OG0009850	LOC117568835|XP_034105605.1|DALB	LOC119558936|XP_037728060.1|DSUP
OG0009851	LOC117578275|XP_034119591.1|DALB	LOC119555816|XP_037723362.1|DSUP
OG0009852	LOC117567344|XP_034103165.1|DALB	LOC119553804|XP_037720350.1|DSUP
OG0009853	LOC117567434|XP_034103336.1|DALB	LOC119558356|XP_037727788.1|DSUP
OG0009855	LOC117564601|XP_034099348.1|DALB	LOC119547678|XP_037710566.1|DSUP
OG0009856	LOC117565516|XP_034100542.1|DALB	LOC119547439|XP_037710228.1|DSUP
OG0009857	LOC117563685|XP_034098007.1|DALB	LOC119546324|XP_037708451.1|DSUP
OG0009858	LOC117565421|XP_034100398.1|DALB	LOC119548556|XP_037711783.1|DSUP
OG0009859	LOC117563392|XP_034097614.1|DALB	LOC119547073|XP_037709688.1|DSUP
OG0009860	LOC117565354|XP_034100303.1|DALB	LOC119547332|XP_037710067.1|DSUP
OG0009861	LOC117565457|XP_034100450.1|DALB	LOC119548106|XP_037711125.1|DSUP
OG0009862	LOC117565168|XP_034100045.1|DALB	LOC119547041|XP_037709643.1|DSUP
OG0009863	LOC117564119|XP_034098667.1|DALB	LOC119547891|XP_037710856.1|DSUP
OG0009864	LOC117565228|XP_034100125.1|DALB, LOC117564980|XP_034099817.1|DALB	LOC119547078|XP_037709698.1|DSUP
OG0009865	LOC117565522|XP_034100551.1|DALB	LOC119547451|XP_037710240.1|DSUP
OG0009866	LOC117568897|XP_034105692.1|DALB	LOC119554598|XP_037721509.1|DSUP
OG0009867	LOC117572002|XP_034110408.1|DALB	LOC119552854|XP_037718658.1|DSUP
OG0009868	LOC117568535|XP_034105144.1|DALB, LOC117566452|XP_034101874.1|DALB	LOC119555114|XP_037722266.1|DSUP
OG0009869	LOC117570971|XP_034108804.1|DALB	LOC119546981|XP_037709558.1|DSUP, LOC119560548|XP_037729981.1|DSUP
OG0009870	LOC117570537|XP_034108135.1|DALB	LOC119553308|XP_037719562.1|DSUP
OG0009871	LOC117567019|XP_034102597.1|DALB	LOC119550804|XP_037715666.1|DSUP
OG0009872	LOC117569694|XP_034106843.1|DALB	LOC119549064|XP_037712697.1|DSUP
