Orthogroup	DALB.longest_only	DHYD.longest_only
OG0007976	LOC117565141|XP_034100047.1|DALB	LOC111603167|XP_023176414.1|DHYD
OG0007977	LOC117563410|XP_034097633.1|DALB	LOC111594930|XP_023164191.2|DHYD
OG0007978	LOC117563608|XP_034097896.1|DALB	LOC111601521|XP_023173899.1|DHYD
OG0007979	LOC117564028|XP_034098521.1|DALB	LOC111592578|XP_023160657.1|DHYD
OG0007980	LOC117565787|XP_034100955.1|DALB	LOC111599156|XP_023170495.1|DHYD
OG0007981	LOC117578172|XP_034119353.1|DALB	LOC111605087|XP_023179197.1|DHYD
OG0007982	LOC117565864|XP_034101087.1|DALB	LOC111592604|XP_023160699.2|DHYD
OG0007983	LOC117565262|XP_034100176.1|DALB	LOC111600537|XP_023172443.2|DHYD
OG0007984	LOC117563441|XP_034097668.1|DALB	LOC111594109|XP_023163034.2|DHYD
OG0007985	LOC117566046|XP_034101387.1|DALB	LOC111594735|XP_023163937.2|DHYD
OG0007986	LOC117563612|XP_034097904.1|DALB	LOC111591951|XP_023159653.1|DHYD
OG0007987	LOC117564376|XP_034098986.1|DALB	LOC111596056|XP_023165872.1|DHYD
OG0007988	LOC117564455|XP_034099128.1|DALB	LOC111600428|XP_023172284.1|DHYD
OG0007989	LOC117565377|XP_034100342.1|DALB	LOC111599643|XP_030080063.1|DHYD
OG0007991	LOC117566232|XP_034101670.1|DALB	LOC111597796|XP_023168440.2|DHYD
OG0007992	LOC117565949|XP_034101227.1|DALB	LOC111603924|XP_023177517.1|DHYD
OG0007994	LOC117565979|XP_034101273.1|DALB	LOC111603927|XP_023177522.2|DHYD
OG0007996	LOC117578195|XP_034119404.1|DALB	LOC111600207|XP_023171992.1|DHYD
OG0007997	LOC117568489|XP_034105067.1|DALB	LOC111592338|XP_023160234.1|DHYD
OG0007998	LOC117563936|XP_034098400.1|DALB	LOC111595761|XP_030080253.1|DHYD
OG0008001	LOC117564006|XP_034098489.1|DALB	LOC111595817|XP_023165491.1|DHYD
OG0008002	LOC117563563|XP_034097833.1|DALB	LOC111599042|XP_023170326.2|DHYD
OG0008003	LOC117564007|XP_034098490.1|DALB	LOC111595859|XP_023165543.1|DHYD
OG0008004	LOC117572301|XP_034110907.1|DALB	LOC111602813|XP_023175881.2|DHYD
OG0008005	LOC117573684|XP_034112925.1|DALB	LOC111603207|XP_023176465.2|DHYD
OG0008006	LOC117571836|XP_034110116.1|DALB	LOC111593478|XP_023162008.1|DHYD
OG0008007	LOC117564127|XP_034098682.1|DALB	LOC111593405|XP_023161893.1|DHYD
OG0008008	LOC117566982|XP_034102536.1|DALB	LOC111592266|XP_023160132.1|DHYD
OG0008009	LOC117572647|XP_034111521.1|DALB	LOC111591881|XP_023159583.1|DHYD
OG0008010	LOC117570111|XP_034107466.1|DALB	LOC111598856|XP_023170059.2|DHYD
OG0008011	LOC117568422|XP_034104962.1|DALB	LOC111600593|XP_023172554.1|DHYD
OG0008012	LOC117569770|XP_034106955.1|DALB	LOC111597053|XP_023167339.2|DHYD
OG0008013	LOC117570144|XP_034107499.1|DALB	LOC111592844|XP_023161048.2|DHYD
OG0008014	LOC117575266|XP_034115292.1|DALB	LOC111599563|XP_023170999.2|DHYD
OG0008015	LOC117567184|XP_034102900.1|DALB	LOC111593137|XP_023161506.2|DHYD
OG0008016	LOC117567186|XP_034102902.1|DALB	LOC111593138|XP_023161507.1|DHYD
OG0008017	LOC117578012|XP_034119001.1|DALB	LOC111593461|XP_023161989.1|DHYD
OG0008018	LOC117576645|XP_034117472.1|DALB	LOC111601839|XP_030079394.1|DHYD
OG0008019	LOC117573635|XP_034112838.1|DALB	LOC111593456|XP_023161981.2|DHYD
OG0008020	LOC117575189|XP_034115192.1|DALB	LOC111602056|XP_023174737.2|DHYD
OG0008021	LOC117567977|XP_034104222.1|DALB	LOC111601623|XP_023174060.2|DHYD
OG0008023	LOC117571688|XP_034109832.1|DALB	LOC111601907|XP_023174523.2|DHYD
OG0008024	LOC117577814|XP_034118636.1|DALB	LOC111601945|XP_023174569.2|DHYD
OG0008025	LOC117572952|XP_034111819.1|DALB	LOC111601841|XP_023174442.2|DHYD
OG0008026	LOC117569464|XP_034106526.1|DALB	LOC111601850|XP_023174453.1|DHYD
OG0008027	LOC117578130|XP_034119227.1|DALB	LOC111598558|XP_023169665.2|DHYD
OG0008028	LOC117574756|XP_034114590.1|DALB	LOC111595773|XP_023165426.1|DHYD
OG0008029	LOC117576759|XP_034117695.1|DALB	LOC111593596|XP_023162221.2|DHYD
OG0008030	LOC117575067|XP_034115046.1|DALB	LOC111604877|XP_023178882.2|DHYD
OG0008031	LOC117564104|XP_034098641.1|DALB	LOC111602229|XP_023174978.1|DHYD
OG0008033	LOC117576502|XP_034117187.1|DALB	LOC111592005|XP_023159753.2|DHYD
OG0008034	LOC117566743|XP_034102181.1|DALB	LOC111594979|XP_023164247.2|DHYD
OG0008035	LOC117574590|XP_034114367.1|DALB	LOC111605131|XP_023179267.2|DHYD
OG0008036	LOC117576796|XP_034117747.1|DALB	LOC111604810|XP_023178798.2|DHYD
OG0008037	LOC117574052|XP_034113554.1|DALB	LOC111604800|XP_030078780.1|DHYD
OG0008038	LOC117572218|XP_034110789.1|DALB	LOC111601851|XP_023174454.2|DHYD
OG0008041	LOC117575858|XP_034116172.1|DALB	LOC111592352|XP_023160277.2|DHYD
OG0008042	LOC117576012|XP_034116410.1|DALB	LOC111601413|XP_023173743.2|DHYD
OG0008043	LOC117578283|XP_034119611.1|DALB	LOC111596812|XP_023166946.2|DHYD
OG0008044	LOC117568601|XP_034105248.1|DALB	LOC111593496|XP_030079407.1|DHYD
OG0008045	LOC117573806|XP_034113112.1|DALB	LOC111601846|XP_023174449.2|DHYD
OG0008047	LOC117575727|XP_034115961.1|DALB	LOC111601310|XP_023173599.1|DHYD
OG0008049	LOC117575722|XP_034115953.1|DALB	LOC111601297|XP_023173579.2|DHYD
OG0008050	LOC117574312|XP_034114012.1|DALB	LOC111596678|XP_023166750.2|DHYD
OG0008051	LOC117574241|XP_034113846.1|DALB	LOC111598340|XP_023169314.1|DHYD
OG0008052	LOC117575157|XP_034115151.1|DALB	LOC111601525|XP_023173912.2|DHYD
OG0008053	LOC117573117|XP_034111934.1|DALB	LOC111600820|XP_023172888.2|DHYD
OG0008054	LOC117568318|XP_034104786.1|DALB	LOC111597273|XP_023167655.1|DHYD
OG0008055	LOC117573373|XP_034112405.1|DALB	LOC111601819|XP_023174407.1|DHYD
OG0008056	LOC117577696|XP_034118487.1|DALB	LOC111600578|XP_023172571.1|DHYD
OG0008057	LOC117574820|XP_034114680.1|DALB	LOC111604948|XP_023178987.2|DHYD
OG0008058	LOC117574332|XP_034114036.1|DALB	LOC111601497|XP_023173853.2|DHYD
OG0008059	LOC117576706|XP_034117612.1|DALB	LOC111598582|XP_023169656.2|DHYD
OG0008060	LOC117575013|XP_034114981.1|DALB	LOC111601368|XP_023173674.1|DHYD
OG0008061	LOC117577771|XP_034118578.1|DALB	LOC111591995|XP_023159724.2|DHYD
OG0008062	LOC117564381|XP_034098995.1|DALB	LOC111604036|XP_023177661.1|DHYD
OG0008063	LOC117576014|XP_034116411.1|DALB	LOC111601415|XP_023173746.2|DHYD
OG0008064	LOC117571737|XP_034109949.1|DALB	LOC111592717|XP_023160873.1|DHYD
OG0008065	LOC117573740|XP_034113013.1|DALB	LOC111596789|XP_023166910.1|DHYD
OG0008066	LOC117578185|XP_034119389.1|DALB	LOC111597436|XP_023167909.1|DHYD
OG0008067	LOC117578401|XP_034119750.1|DALB	LOC111605317|XP_023179548.1|DHYD
OG0008068	LOC117577639|XP_034118399.1|DALB	LOC111592360|XP_023160286.2|DHYD
OG0008069	LOC117574030|XP_034113515.1|DALB	LOC111603255|XP_023176530.2|DHYD
OG0008071	LOC117565610|XP_034100709.1|DALB	LOC111593417|XP_023161927.2|DHYD
OG0008072	LOC117578313|XP_034119657.1|DALB	LOC111595559|XP_023165163.2|DHYD
OG0008073	LOC117570667|XP_034108350.1|DALB	LOC111600191|XP_023171968.1|DHYD
OG0008074	LOC117577671|XP_034118450.1|DALB	LOC111600188|XP_023171964.2|DHYD
OG0008075	LOC117569185|XP_034106145.1|DALB	LOC111601229|XP_030082011.1|DHYD
OG0008076	LOC117578317|XP_034119663.1|DALB	LOC111605608|XP_030079682.1|DHYD
OG0008077	LOC117575637|XP_034115808.1|DALB	LOC111600830|XP_023172901.1|DHYD
OG0008078	LOC117563618|XP_034097913.1|DALB	LOC111598102|XP_023168922.2|DHYD
OG0008079	LOC117577707|XP_034118500.1|DALB	LOC111604044|XP_023177668.1|DHYD
OG0008080	LOC117566506|XP_034101974.1|DALB	LOC111596800|XP_023166928.1|DHYD
OG0008081	LOC117575169|XP_034115172.1|DALB	LOC111593507|XP_023162060.1|DHYD
OG0008082	LOC117576617|XP_034117418.1|DALB	LOC111595870|XP_023165969.1|DHYD
OG0008083	LOC117575405|XP_034115476.1|DALB	LOC111604846|XP_023178846.1|DHYD
OG0008084	LOC117573477|XP_034112597.1|DALB	LOC111598227|XP_023169155.1|DHYD
OG0008085	LOC117575121|XP_034115111.1|DALB	LOC111601392|XP_023173704.1|DHYD
OG0008086	LOC117575399|XP_034115465.1|DALB	LOC111604821|XP_023178811.1|DHYD
OG0008087	LOC117577989|XP_034118978.1|DALB	LOC111598457|XP_023169481.2|DHYD
OG0008088	LOC117565325|XP_034100259.1|DALB	LOC111605309|XP_023179536.2|DHYD
OG0008089	LOC117569822|XP_034107037.1|DALB	LOC111595389|XP_023164859.1|DHYD
OG0008090	LOC117577632|XP_034118390.1|DALB	LOC111601891|XP_023174502.2|DHYD
OG0008091	LOC117574178|XP_034113762.1|DALB	LOC111604195|XP_023177919.2|DHYD
OG0008092	LOC117576295|XP_034116838.1|DALB	LOC111602042|XP_023174718.2|DHYD
OG0008093	LOC117575911|XP_034116257.1|DALB	LOC111602396|XP_023175179.2|DHYD
OG0008094	LOC117565940|XP_034101217.1|DALB	LOC111603765|XP_023177266.2|DHYD
OG0008095	LOC117576905|XP_034117933.1|DALB	LOC111596452|XP_023166445.2|DHYD
OG0008096	LOC117578227|XP_034119496.1|DALB	LOC111592993|XP_023161264.2|DHYD
OG0008097	LOC117571375|XP_034109420.1|DALB	LOC111603116|XP_023176355.1|DHYD
OG0008098	LOC117571039|XP_034108898.1|DALB	LOC111599824|XP_023171381.2|DHYD
OG0008099	LOC117571271|XP_034109224.1|DALB	LOC111605686|XP_023180125.2|DHYD
OG0008100	LOC117573678|XP_034112902.1|DALB	LOC111593330|XP_023161808.2|DHYD
OG0008101	LOC117573784|XP_034113085.1|DALB	LOC111593053|XP_023161394.2|DHYD
OG0008102	LOC117575162|XP_034115155.1|DALB	LOC111602954|XP_023176095.1|DHYD
OG0008103	LOC117578194|XP_034119403.1|DALB	LOC111600210|XP_023171998.2|DHYD
OG0008104	LOC117572644|XP_034111513.1|DALB	LOC111595100|XP_023164434.1|DHYD
OG0008106	LOC117569992|XP_034107263.1|DALB	LOC111592862|XP_023161076.1|DHYD
OG0008107	LOC117575779|XP_034116037.1|DALB	LOC111592045|XP_023159809.1|DHYD
OG0008108	LOC117568317|XP_034104773.1|DALB	LOC111597358|XP_023167780.2|DHYD
OG0008109	LOC117565677|XP_034100840.1|DALB	LOC111604046|XP_023177672.1|DHYD
OG0008110	LOC117568877|XP_034105663.1|DALB	LOC111593447|XP_023161970.2|DHYD
OG0008111	LOC117577054|XP_034118090.1|DALB	LOC111593650|XP_023162303.1|DHYD
OG0008112	LOC117578053|XP_034119068.1|DALB	LOC111604071|XP_023177717.2|DHYD
OG0008113	LOC117565976|XP_034101274.1|DALB	LOC111593421|XP_023161933.1|DHYD
OG0008114	LOC117565959|XP_034101249.1|DALB	LOC111593420|XP_023161932.1|DHYD
OG0008115	LOC117570434|XP_034107986.1|DALB	LOC111594244|XP_030081748.1|DHYD
OG0008116	LOC117570482|XP_034108060.1|DALB	LOC111595007|XP_030081746.1|DHYD
OG0008117	LOC117577627|XP_034118387.1|DALB	LOC111598282|XP_023169230.2|DHYD
OG0008118	LOC117578005|XP_034118994.1|DALB	LOC111603180|XP_023176431.1|DHYD
OG0008119	LOC117578253|XP_034119564.1|DALB	LOC111593422|XP_030079926.1|DHYD
OG0008120	LOC117575116|XP_034115108.1|DALB	LOC111597372|XP_023167797.1|DHYD
OG0008121	LOC117568697|XP_034105398.1|DALB	LOC111592911|XP_023161132.2|DHYD
OG0008122	LOC117577995|XP_034118984.1|DALB	LOC111597360|XP_023167782.2|DHYD
OG0008123	LOC117568634|XP_034105318.1|DALB	LOC111605119|XP_023179240.1|DHYD
OG0008124	LOC117578327|XP_034119685.1|DALB	LOC111605315|XP_030080101.1|DHYD
OG0008125	LOC117567605|XP_034103587.1|DALB	LOC111596816|XP_023166952.2|DHYD
OG0008126	LOC117564826|XP_034099644.1|DALB	LOC111596763|XP_023166880.1|DHYD
OG0008127	LOC117578106|XP_034119174.1|DALB	LOC111597234|XP_030080072.1|DHYD
OG0008128	LOC117577650|XP_034118427.1|DALB	LOC111596779|XP_023166898.1|DHYD
OG0008129	LOC117569810|XP_034107057.1|DALB	LOC111603182|XP_023176434.2|DHYD
OG0008130	LOC117576981|XP_034118056.1|DALB	LOC111598266|XP_023169210.1|DHYD
OG0008131	LOC117571695|XP_034109883.1|DALB	LOC111602871|XP_023175964.2|DHYD
OG0008132	LOC117575930|XP_034116280.1|DALB	LOC111593356|XP_023161836.2|DHYD
OG0008133	LOC117576570|XP_034117317.1|DALB	LOC111599933|XP_023171594.2|DHYD, LOC115482978|XP_030079452.1|DHYD
OG0008134	LOC117564721|XP_034099498.1|DALB	LOC111604059|XP_030079559.1|DHYD
OG0008135	LOC117573876|XP_034113244.1|DALB	LOC111603666|XP_023177118.2|DHYD
OG0008136	LOC117565408|XP_034100384.1|DALB	LOC111605554|XP_023179885.2|DHYD
OG0008137	LOC117578125|XP_034119213.1|DALB	LOC111605057|XP_023179161.2|DHYD
OG0008138	LOC117567392|XP_034103234.1|DALB	LOC111600469|XP_023172344.2|DHYD
OG0008139	LOC117577626|XP_034118383.1|DALB	LOC111596960|XP_023167188.1|DHYD
OG0008140	LOC117571844|XP_034110129.1|DALB	LOC111596835|XP_023166977.2|DHYD
OG0008141	LOC117566407|XP_034101816.1|DALB	LOC111600177|XP_023171940.2|DHYD
OG0008142	LOC117577541|XP_034118260.1|DALB	LOC111592000|XP_023159733.1|DHYD
OG0008143	LOC117575904|XP_034116244.1|DALB	LOC111598231|XP_023169159.1|DHYD
OG0008144	LOC117571085|XP_034108958.1|DALB	LOC111605270|XP_023179481.1|DHYD
OG0008145	LOC117563623|XP_034097956.1|DALB	LOC111605056|XP_023179196.2|DHYD
OG0008146	LOC117577777|XP_034118587.1|DALB	LOC111602850|XP_023175931.1|DHYD
OG0008147	LOC117577815|XP_034118640.1|DALB	LOC111602864|XP_023175949.2|DHYD
OG0008148	LOC117563597|XP_034097880.1|DALB	LOC111605157|XP_023179308.2|DHYD
OG0008149	LOC117574608|XP_034114790.1|DALB	LOC111602036|XP_023174708.1|DHYD
OG0008150	LOC117568701|XP_034105409.1|DALB	LOC111598153|XP_023169006.1|DHYD
OG0008151	LOC117578076|XP_034119112.1|DALB	LOC111593635|XP_023162276.1|DHYD
OG0008152	LOC117578214|XP_034119477.1|DALB	LOC111604019|XP_030079982.1|DHYD
OG0008153	LOC117571719|XP_034109911.1|DALB	LOC111593838|XP_023162643.2|DHYD
OG0008154	LOC117567478|XP_034103399.1|DALB	LOC111599849|XP_023171415.2|DHYD
OG0008155	LOC117569498|XP_034106573.1|DALB	LOC111592776|XP_023160948.1|DHYD
OG0008157	LOC117574326|XP_034114027.1|DALB	LOC111601762|XP_023174270.1|DHYD
OG0008158	LOC117567680|XP_034103697.1|DALB	LOC111596814|XP_023166950.2|DHYD
OG0008159	LOC117569487|XP_034106558.1|DALB	LOC111597446|XP_023167933.2|DHYD
OG0008160	LOC117569809|XP_034107016.1|DALB	LOC111600150|XP_030081234.1|DHYD
OG0008161	LOC117565836|XP_034101041.1|DALB	LOC111592709|XP_023160863.1|DHYD
OG0008162	LOC117578094|XP_034119152.1|DALB	LOC111598277|XP_023169222.2|DHYD
OG0008163	LOC117568098|XP_034104369.1|DALB	LOC111594832|XP_030079052.1|DHYD
OG0008164	LOC117568781|XP_034105513.1|DALB	LOC111593639|XP_023162284.2|DHYD
OG0008165	LOC117570275|XP_034107689.1|DALB	LOC111602415|XP_023175216.1|DHYD
OG0008166	LOC117577553|XP_034118274.1|DALB	LOC111602408|XP_023175204.1|DHYD
OG0008167	LOC117564321|XP_034098916.1|DALB	LOC111593601|XP_023162266.2|DHYD
OG0008168	LOC117564329|XP_034098929.1|DALB	LOC111592931|XP_023161202.1|DHYD
OG0008169	LOC117566948|XP_034102475.1|DALB	LOC111601904|XP_023174518.1|DHYD
OG0008170	LOC117570726|XP_034108439.1|DALB	LOC111597941|XP_023168666.1|DHYD
OG0008171	LOC117578073|XP_034119108.1|DALB	LOC111602836|XP_023175917.1|DHYD
OG0008172	LOC117575720|XP_034115950.1|DALB	LOC111601353|XP_023173653.2|DHYD
OG0008173	LOC117563850|XP_034098270.1|DALB	LOC111602310|XP_023175078.2|DHYD
OG0008174	LOC117572086|XP_034110573.1|DALB	LOC111592225|XP_023160072.1|DHYD
OG0008175	LOC117568172|XP_034104499.1|DALB	LOC111598240|XP_030078952.1|DHYD
OG0008176	LOC117578228|XP_034119497.1|DALB	LOC111592986|XP_023161251.1|DHYD
OG0008177	LOC117569103|XP_034106015.1|DALB	LOC111593657|XP_023162310.2|DHYD
OG0008178	LOC117565783|XP_034100954.1|DALB	LOC111593492|XP_023162024.2|DHYD
OG0008179	LOC117578286|XP_034119613.1|DALB	LOC111593489|XP_023162022.2|DHYD
OG0008180	LOC117577592|XP_034118330.1|DALB	LOC111601927|XP_023174548.1|DHYD
OG0008181	LOC117577795|XP_034118613.1|DALB	LOC111601928|XP_023174549.2|DHYD
OG0008182	LOC117568807|XP_034105559.1|DALB	LOC111598004|XP_023168764.1|DHYD
OG0008183	LOC117569867|XP_034107092.1|DALB	LOC111599721|XP_023171232.1|DHYD
OG0008185	LOC117573781|XP_034113078.1|DALB	LOC111601386|XP_023173694.1|DHYD
OG0008186	LOC117569174|XP_034106134.1|DALB	LOC111600688|XP_023172709.2|DHYD
OG0008187	LOC117569177|XP_034106137.1|DALB	LOC111600690|XP_023172711.1|DHYD
OG0008188	LOC117563478|XP_034097730.1|DALB	LOC111599048|XP_023170333.1|DHYD
OG0008190	LOC117569021|XP_034105901.1|DALB	LOC111595379|XP_030081454.1|DHYD
OG0008191	LOC117573080|XP_034111864.1|DALB	LOC111598425|XP_023169436.2|DHYD
OG0008192	LOC117565058|XP_034099900.1|DALB	LOC111593419|XP_023161930.2|DHYD
OG0008193	LOC117575334|XP_034115385.1|DALB	LOC111596869|XP_030080035.1|DHYD
OG0008194	LOC117564160|XP_034098718.1|DALB	LOC111598942|XP_023170188.1|DHYD
OG0008195	LOC117571856|XP_034110142.1|DALB	LOC111595426|XP_023164917.2|DHYD
OG0008196	LOC117567946|XP_034104135.1|DALB	LOC111599982|XP_023171645.2|DHYD
OG0008197	LOC117570218|XP_034107607.1|DALB	LOC111600970|XP_030080409.1|DHYD
OG0008198	LOC117571025|XP_034108880.1|DALB	LOC111601930|XP_023174551.2|DHYD
OG0008199	LOC117574641|XP_034114434.1|DALB	LOC111598278|XP_023169224.2|DHYD
OG0008200	LOC117568948|XP_034105779.1|DALB	LOC111597060|XP_023167354.2|DHYD
OG0008201	LOC117569497|XP_034106572.1|DALB	LOC111592775|XP_023160947.2|DHYD
OG0008202	LOC117571694|XP_034109879.1|DALB	LOC111605735|XP_023180204.1|DHYD
OG0008203	LOC117572503|XP_034111246.1|DALB	LOC111595296|XP_023164719.1|DHYD
OG0008204	LOC117564651|XP_034099404.1|DALB	LOC111604733|XP_023178672.1|DHYD
OG0008205	LOC117574669|XP_034114469.1|DALB	LOC111596637|XP_023166694.1|DHYD
OG0008206	LOC117571807|XP_034110068.1|DALB	LOC111598091|XP_023168909.2|DHYD
OG0008207	LOC117571802|XP_034110060.1|DALB	LOC111605710|XP_023180164.1|DHYD
OG0008208	LOC117570166|XP_034107532.1|DALB	LOC111597949|XP_023168679.2|DHYD
OG0008209	LOC117565337|XP_034100278.1|DALB	LOC111595567|XP_023165131.2|DHYD
OG0008210	LOC117569167|XP_034106123.1|DALB	LOC111593655|XP_023162312.2|DHYD
OG0008212	LOC117568885|XP_034105676.1|DALB	LOC111605089|XP_023179194.2|DHYD
OG0008213	LOC117577759|XP_034118561.1|DALB	LOC111597411|XP_023167876.1|DHYD
OG0008214	LOC117567404|XP_034103254.1|DALB	LOC111595103|XP_023164437.1|DHYD
OG0008215	LOC117571946|XP_034110334.1|DALB	LOC111604736|XP_023178678.1|DHYD
OG0008216	LOC117572397|XP_034111068.1|DALB	LOC111600954|XP_023173100.1|DHYD
OG0008217	LOC117578285|XP_034119612.1|DALB	LOC111593498|XP_023162033.2|DHYD
OG0008218	LOC117570164|XP_034107529.1|DALB	LOC111597972|XP_023168714.1|DHYD
OG0008219	LOC117565745|XP_034100887.1|DALB	LOC111593009|XP_023161306.2|DHYD
OG0008220	LOC117578051|XP_034119065.1|DALB	LOC111592216|XP_023160060.2|DHYD
OG0008221	LOC117566212|XP_034101641.1|DALB	LOC111595419|XP_030080238.1|DHYD
OG0008222	LOC117570506|XP_034108093.1|DALB	LOC111595341|XP_023164783.2|DHYD
OG0008223	LOC117568247|XP_034104617.1|DALB	LOC111604286|XP_023178070.2|DHYD
OG0008224	LOC117571795|XP_034110050.1|DALB	LOC111600920|XP_030081836.1|DHYD
OG0008225	LOC117572291|XP_034110895.1|DALB	LOC111602842|XP_023175922.1|DHYD
OG0008226	LOC117568048|XP_034104286.1|DALB	LOC111597439|XP_030079383.1|DHYD
OG0008227	LOC117574405|XP_034114134.1|DALB	LOC111598311|XP_023169273.1|DHYD
OG0008228	LOC117575126|XP_034115118.1|DALB	LOC111592702|XP_023160850.2|DHYD
OG0008229	LOC117574672|XP_034114470.1|DALB	LOC111601797|XP_023174342.1|DHYD
OG0008230	LOC117575724|XP_034115957.1|DALB	LOC111601357|XP_023173656.2|DHYD
OG0008232	LOC117566386|XP_034101782.1|DALB	LOC111601601|XP_023174033.1|DHYD
OG0008233	LOC117564228|XP_034098809.1|DALB	LOC111597195|XP_023167533.2|DHYD
OG0008234	LOC117570450|XP_034107999.1|DALB	LOC111605352|XP_023179596.2|DHYD
OG0008235	LOC117564186|XP_034098755.1|DALB	LOC111602070|XP_023174762.1|DHYD
OG0008236	LOC117566979|XP_034102533.1|DALB	LOC111597725|XP_023168334.1|DHYD
OG0008237	LOC117571189|XP_034109117.1|DALB	LOC111604165|XP_023177871.1|DHYD
OG0008238	LOC117568178|XP_034104504.1|DALB	LOC111592448|XP_023160400.2|DHYD
OG0008239	LOC117567750|XP_034103829.1|DALB	LOC111597459|XP_023167976.1|DHYD
OG0008240	LOC117569973|XP_034107240.1|DALB	LOC111603359|XP_023176677.1|DHYD
OG0008243	LOC117567555|XP_034103505.1|DALB	LOC111603146|XP_023176393.1|DHYD
OG0008244	LOC117575692|XP_034115895.1|DALB	LOC111594961|XP_023164228.2|DHYD
OG0008245	LOC117568147|XP_034104446.1|DALB	LOC115483814|XP_030082017.1|DHYD, LOC111592805|XP_023160985.1|DHYD
OG0008246	LOC117568921|XP_034105722.1|DALB	LOC111595536|XP_023165088.1|DHYD
OG0008247	LOC117575853|XP_034116164.1|DALB	LOC111596174|XP_023166041.1|DHYD
OG0008248	LOC117574596|XP_034114371.1|DALB, LOC117576195|XP_034116679.1|DALB, LOC117574681|XP_034114478.1|DALB, LOC117574407|XP_034114136.1|DALB, LOC117574406|XP_034114135.1|DALB, LOC117576194|XP_034116678.1|DALB	LOC111598264|XP_023169208.2|DHYD
OG0008249	LOC117563758|XP_034098152.1|DALB	LOC111592924|XP_023161145.2|DHYD
OG0008249	LOC117576654|XP_034117485.1|DALB	LOC111592491|XP_023160478.2|DHYD
OG0008250	LOC117567129|XP_034102830.1|DALB	LOC111595329|XP_023164757.2|DHYD
OG0008251	LOC117572698|XP_034111643.1|DALB	LOC111593884|XP_023162718.1|DHYD
OG0008252	LOC117567160|XP_034102864.1|DALB	LOC111602094|XP_023174796.1|DHYD
OG0008253	LOC117569603|XP_034106728.1|DALB	LOC111596385|XP_023166359.2|DHYD
OG0008254	LOC117570716|XP_034108417.1|DALB	LOC111598718|XP_023169878.2|DHYD
OG0008255	LOC117566443|XP_034101865.1|DALB	LOC111595343|XP_023164785.2|DHYD
OG0008255	LOC117572445|XP_034111166.1|DALB	LOC111601582|XP_023174005.1|DHYD
OG0008256	LOC117571058|XP_034108918.1|DALB	LOC115482834|XP_030078928.1|DHYD, LOC111593811|XP_023162608.2|DHYD
OG0008257	LOC117576326|XP_034116888.1|DALB	LOC111604954|XP_023179402.2|DHYD
OG0008258	LOC117565288|XP_034100207.1|DALB	LOC111603526|XP_023176926.2|DHYD
OG0008259	LOC117565519|XP_034100546.1|DALB	LOC111596072|XP_023165892.2|DHYD
OG0008260	LOC117571037|XP_034108890.1|DALB	LOC111604751|XP_023178703.1|DHYD
OG0008261	LOC117566941|XP_034102464.1|DALB	LOC111605372|XP_023179622.2|DHYD
OG0008262	LOC117570195|XP_034107573.1|DALB, LOC117570194|XP_034107572.1|DALB	LOC111600891|XP_023172998.1|DHYD
OG0008264	LOC117569844|XP_034107063.1|DALB	LOC111595456|XP_023164958.2|DHYD
OG0008266	LOC117573601|XP_034112787.1|DALB	LOC111594633|XP_023163796.1|DHYD
OG0008267	LOC117573283|XP_034112274.1|DALB	LOC111594516|XP_023163610.2|DHYD
OG0008268	LOC117566234|XP_034101673.1|DALB	LOC111595811|XP_023165470.2|DHYD
OG0008269	LOC117563754|XP_034098127.1|DALB	LOC111599458|XP_023170894.2|DHYD
OG0008270	LOC117578144|XP_034119253.1|DALB	LOC111605344|XP_023179586.2|DHYD
OG0008271	LOC117570751|XP_034108464.1|DALB	LOC111597586|XP_023168153.1|DHYD
OG0008272	LOC117577940|XP_034118842.1|DALB	LOC111605603|XP_030079875.1|DHYD
OG0008273	LOC117573617|XP_034112807.1|DALB	LOC111604230|XP_023177975.1|DHYD
OG0008274	LOC117577913|XP_034118802.1|DALB	LOC111596827|XP_023166965.1|DHYD
OG0008275	LOC117569073|XP_034105982.1|DALB	LOC111593437|XP_023161952.1|DHYD
OG0008276	LOC117578311|XP_034119650.1|DALB	LOC111598142|XP_023168972.2|DHYD
OG0008277	LOC117564131|XP_034098720.1|DALB	LOC111596165|XP_023166025.1|DHYD
OG0008279	LOC117574000|XP_034113450.1|DALB	LOC111600171|XP_023171931.1|DHYD
OG0008280	LOC117570258|XP_034107664.1|DALB	LOC111602859|XP_023175942.1|DHYD
OG0008281	LOC117573922|XP_034113330.1|DALB	LOC111600201|XP_030079393.1|DHYD
OG0008282	LOC117577848|XP_034118680.1|DALB	LOC111605263|XP_023179473.1|DHYD
OG0008283	LOC117571650|XP_034109778.1|DALB	LOC111596536|XP_023166573.2|DHYD
OG0008284	LOC117573129|XP_034111944.1|DALB	LOC111597961|XP_023168697.2|DHYD
OG0008285	LOC117577744|XP_034118546.1|DALB	LOC111603363|XP_023176678.1|DHYD
OG0008286	LOC117577710|XP_034118505.1|DALB	LOC111596707|XP_030078963.1|DHYD
OG0008287	LOC117577838|XP_034118669.1|DALB	LOC111605294|XP_023179513.2|DHYD
OG0008288	LOC117573638|XP_034112837.1|DALB	LOC111601756|XP_023174263.1|DHYD
OG0008290	LOC117577785|XP_034118601.1|DALB	LOC111596552|XP_023166595.1|DHYD
