Orthogroup	DALB.longest_only	CPIP.longest_only
OG0005860	LOC117576663|XP_034117511.1|DALB	LOC120417922|XP_039436091.1|CPIP
OG0005861	LOC117576397|XP_034117003.1|DALB	LOC120424064|XP_039444014.1|CPIP
OG0005863	LOC117566917|XP_034102429.1|DALB	LOC120426680|XP_039447389.1|CPIP
OG0005864	LOC117575419|XP_034115494.1|DALB	LOC120428574|XP_039449540.1|CPIP
OG0005865	LOC117576653|XP_034117484.1|DALB	LOC120423162|XP_039442777.1|CPIP, LOC120429729|XP_039450713.1|CPIP
OG0005866	LOC117567449|XP_034103352.1|DALB	LOC120423168|XP_039442783.1|CPIP, LOC120429732|XP_039450718.1|CPIP
OG0005867	LOC117566005|XP_034101314.1|DALB	LOC120423170|XP_039442785.1|CPIP
OG0005868	LOC117572646|XP_034111517.1|DALB	LOC120419445|XP_039438060.1|CPIP
OG0005869	LOC117577065|XP_034118076.1|DALB	LOC120416178|XP_039433797.1|CPIP
OG0005870	LOC117569917|XP_034107155.1|DALB	LOC120419400|XP_039438011.1|CPIP
OG0005871	LOC117572255|XP_034110847.1|DALB	LOC120424121|XP_039444096.1|CPIP, LOC120430593|XP_039451633.1|CPIP
OG0005872	LOC117575690|XP_034115893.1|DALB	LOC120430592|XP_039451632.1|CPIP, LOC120424120|XP_039444095.1|CPIP
OG0005874	LOC117578254|XP_034119565.1|DALB	LOC120421350|XP_039440463.1|CPIP
OG0005875	LOC117572660|XP_034111546.1|DALB	LOC120419581|XP_039438243.1|CPIP
OG0005876	LOC117565164|XP_034100042.1|DALB	LOC120419584|XP_039438246.1|CPIP
OG0005877	LOC117571742|XP_034109999.1|DALB	LOC120416623|XP_039434358.1|CPIP
OG0005878	LOC117578256|XP_034119566.1|DALB	LOC120415007|XP_039432301.1|CPIP
OG0005879	LOC117566028|XP_034101367.1|DALB	LOC120419941|XP_039438739.1|CPIP
OG0005880	LOC117571701|XP_034109890.1|DALB	LOC120419930|XP_039438728.1|CPIP
OG0005881	LOC117567352|XP_034103176.1|DALB	LOC120412522|XP_039428950.1|CPIP
OG0005882	LOC117573254|XP_034112227.1|DALB	LOC120412555|XP_039428994.1|CPIP
OG0005883	LOC117566998|XP_034102563.1|DALB	LOC120412548|XP_039428975.1|CPIP
OG0005884	LOC117571183|XP_034109103.1|DALB	LOC120412562|XP_039428999.1|CPIP
OG0005885	LOC117570230|XP_034107623.1|DALB	LOC120425094|XP_039445424.1|CPIP
OG0005886	LOC117572378|XP_034111037.1|DALB	LOC120424341|XP_039444370.1|CPIP
OG0005887	LOC117567343|XP_034103161.1|DALB	LOC120424156|XP_039444142.1|CPIP
OG0005888	LOC117572289|XP_034110890.1|DALB	LOC120417976|XP_039436148.1|CPIP
OG0005889	LOC117570540|XP_034108138.1|DALB	LOC120417979|XP_039436153.1|CPIP
OG0005890	LOC117577666|XP_034118444.1|DALB	LOC120417992|XP_039436170.1|CPIP
OG0005891	LOC117567357|XP_034103185.1|DALB	LOC120417987|XP_039436166.1|CPIP
OG0005892	LOC117569496|XP_034106570.1|DALB	LOC120417988|XP_039436168.1|CPIP
OG0005893	LOC117568700|XP_034105405.1|DALB	LOC120417551|XP_039435575.1|CPIP
OG0005894	LOC117568702|XP_034105406.1|DALB	LOC120417552|XP_039435576.1|CPIP
OG0005895	LOC117568703|XP_034105407.1|DALB	LOC120417555|XP_039435581.1|CPIP
OG0005896	LOC117571148|XP_034109043.1|DALB	LOC120417570|XP_039435608.1|CPIP
OG0005897	LOC117572158|XP_034110696.1|DALB	LOC120428864|XP_039449924.1|CPIP, LOC120417547|XP_039435562.1|CPIP
OG0005898	LOC117566358|XP_034101743.1|DALB	LOC120414153|XP_039431127.1|CPIP
OG0005899	LOC117572123|XP_034110641.1|DALB	LOC120416758|XP_039434525.1|CPIP
OG0005900	LOC117566220|XP_034101655.1|DALB	LOC120416726|XP_039434486.1|CPIP
OG0005901	LOC117567772|XP_034103862.1|DALB	LOC120425263|XP_039445641.1|CPIP
OG0005902	LOC117571861|XP_034110147.1|DALB	LOC120425283|XP_039445669.1|CPIP
OG0005903	LOC117574556|XP_034114319.1|DALB	LOC120425282|XP_039445667.1|CPIP
OG0005904	LOC117573646|XP_034112854.1|DALB	LOC120425273|XP_039445655.1|CPIP
OG0005905	LOC117568014|XP_034104230.1|DALB	LOC120425270|XP_039445650.1|CPIP
OG0005906	LOC117567575|XP_034103542.1|DALB	LOC120424593|XP_039444690.1|CPIP
OG0005907	LOC117570191|XP_034107567.1|DALB	LOC120422165|XP_039441476.1|CPIP
OG0005908	LOC117571821|XP_034110083.1|DALB	LOC120428309|XP_039449242.1|CPIP
OG0005909	LOC117570578|XP_034108211.1|DALB	LOC120420441|XP_039439402.1|CPIP
OG0005910	LOC117570169|XP_034107536.1|DALB	LOC120420426|XP_039439382.1|CPIP
OG0005911	LOC117570171|XP_034107538.1|DALB	LOC120420431|XP_039439387.1|CPIP
OG0005912	LOC117570172|XP_034107539.1|DALB	LOC120420438|XP_039439398.1|CPIP
OG0005913	LOC117573467|XP_034112583.1|DALB	LOC120414870|XP_039432123.1|CPIP
OG0005914	LOC117566714|XP_034102150.1|DALB	LOC120414881|XP_039432138.1|CPIP
OG0005915	LOC117572430|XP_034111146.1|DALB	LOC120428596|XP_039449553.1|CPIP
OG0005917	LOC117571064|XP_034108923.1|DALB	LOC120421688|XP_039440859.1|CPIP
OG0005918	LOC117563451|XP_034098084.1|DALB	LOC120421686|XP_039440856.1|CPIP
OG0005919	LOC117566760|XP_034102194.1|DALB	LOC120426421|XP_039447113.1|CPIP, LOC120421697|XP_039440870.1|CPIP
OG0005922	LOC117577583|XP_034118317.1|DALB	LOC120417557|XP_039435582.1|CPIP
OG0005923	LOC117570565|XP_034108186.1|DALB	LOC120425794|XP_039446336.1|CPIP
OG0005924	LOC117568583|XP_034105207.1|DALB	LOC120425797|XP_039446339.1|CPIP
OG0005925	LOC117570541|XP_034108146.1|DALB	LOC120415230|XP_039432621.1|CPIP
OG0005926	LOC117572984|XP_034111821.1|DALB	LOC120419590|XP_039438266.1|CPIP
OG0005927	LOC117576250|XP_034116766.1|DALB	LOC120419593|XP_039438269.1|CPIP
OG0005928	LOC117574463|XP_034114194.1|DALB	LOC120425575|XP_039446081.1|CPIP
OG0005929	LOC117570187|XP_034107561.1|DALB	LOC120425572|XP_039446078.1|CPIP
OG0005930	LOC117566701|XP_034102138.1|DALB	LOC120417573|XP_039435616.1|CPIP
OG0005931	LOC117570639|XP_034108300.1|DALB	LOC120417593|XP_039435639.1|CPIP
OG0005932	LOC117568402|XP_034104925.1|DALB	LOC120417586|XP_039435631.1|CPIP
OG0005934	LOC117566909|XP_034102419.1|DALB	LOC120416747|XP_039434514.1|CPIP
OG0005935	LOC117570708|XP_034108405.1|DALB	LOC120415333|XP_039432753.1|CPIP
OG0005936	LOC117563261|XP_034097375.1|DALB	LOC120415319|XP_039432734.1|CPIP
OG0005937	LOC117569786|XP_034106977.1|DALB	LOC120415298|XP_039432703.1|CPIP
OG0005938	LOC117569541|XP_034106635.1|DALB	LOC120415278|XP_039432683.1|CPIP
OG0005939	LOC117577652|XP_034118430.1|DALB	LOC120415304|XP_039432711.1|CPIP
OG0005940	LOC117568077|XP_034104338.1|DALB	LOC120415269|XP_039432668.1|CPIP
OG0005941	LOC117567627|XP_034103610.1|DALB	LOC120415283|XP_039432687.1|CPIP
OG0005942	LOC117567420|XP_034103304.1|DALB	LOC120415323|XP_039432741.1|CPIP
OG0005943	LOC117568567|XP_034105186.1|DALB	LOC120424222|XP_039444216.1|CPIP
OG0005944	LOC117572766|XP_034111745.1|DALB	LOC120424463|XP_039444533.1|CPIP
OG0005945	LOC117567407|XP_034103264.1|DALB	LOC120424583|XP_039444685.1|CPIP
OG0005946	LOC117568557|XP_034105173.1|DALB	LOC120425168|XP_039445540.1|CPIP
OG0005947	LOC117568951|XP_034105781.1|DALB	LOC120424431|XP_039444485.1|CPIP
OG0005948	LOC117568125|XP_034104420.1|DALB	LOC120426483|XP_039447183.1|CPIP
OG0005949	LOC117569661|XP_034106798.1|DALB	LOC120426489|XP_039447193.1|CPIP
OG0005950	LOC117566186|XP_034101583.1|DALB	LOC120420388|XP_039439335.1|CPIP
OG0005951	LOC117568127|XP_034104422.1|DALB	LOC120416218|XP_039433849.1|CPIP, LOC120423630|XP_039443432.1|CPIP
OG0005952	LOC117566185|XP_034101581.1|DALB	LOC120416200|XP_039433819.1|CPIP
OG0005953	LOC117564742|XP_034099523.1|DALB	LOC120416202|XP_039433823.1|CPIP
OG0005954	LOC117564437|XP_034099065.1|DALB	LOC120416209|XP_039433835.1|CPIP
OG0005955	LOC117573736|XP_034113005.1|DALB	LOC120416222|XP_039433855.1|CPIP
OG0005956	LOC117567328|XP_034103128.1|DALB	LOC120414865|XP_039432117.1|CPIP
OG0005957	LOC117576652|XP_034117483.1|DALB	LOC120414916|XP_039432182.1|CPIP
OG0005958	LOC117575829|XP_034116124.1|DALB	LOC120414922|XP_039432188.1|CPIP
OG0005959	LOC117565830|XP_034101030.1|DALB	LOC120414912|XP_039432180.1|CPIP
OG0005960	LOC117573026|XP_034111825.1|DALB	LOC120414887|XP_039432144.1|CPIP
OG0005961	LOC117570161|XP_034107520.1|DALB	LOC120414871|XP_039432124.1|CPIP
OG0005962	LOC117571119|XP_034109006.1|DALB	LOC120414906|XP_039432170.1|CPIP
OG0005963	LOC117565218|XP_034100118.1|DALB	LOC120416742|XP_039434511.1|CPIP, LOC120418457|XP_039436816.1|CPIP
OG0005964	LOC117570584|XP_034108218.1|DALB	LOC120418439|XP_039436781.1|CPIP
OG0005965	LOC117571786|XP_034110036.1|DALB	LOC120431263|XP_039452330.1|CPIP
OG0005966	LOC117567639|XP_034103635.1|DALB	LOC120431266|XP_039452333.1|CPIP
OG0005967	LOC117572747|XP_034111715.1|DALB	LOC120427769|XP_039448623.1|CPIP
OG0005968	LOC117570219|XP_034107608.1|DALB	LOC120427767|XP_039448622.1|CPIP
OG0005969	LOC117567697|XP_034103718.1|DALB	LOC120421730|XP_039440920.1|CPIP
OG0005970	LOC117566369|XP_034101758.1|DALB	LOC120423073|XP_039442677.1|CPIP
OG0005971	LOC117572085|XP_034110572.1|DALB	LOC120425073|XP_039445391.1|CPIP
OG0005972	LOC117572632|XP_034111484.1|DALB	LOC120424527|XP_039444624.1|CPIP
OG0005973	LOC117571801|XP_034110059.1|DALB	LOC120424197|XP_039444193.1|CPIP
OG0005974	LOC117571274|XP_034109228.1|DALB	LOC120424427|XP_039444481.1|CPIP
OG0005975	LOC117572634|XP_034111487.1|DALB	LOC120425241|XP_039445612.1|CPIP
OG0005977	LOC117568333|XP_034104808.1|DALB	LOC120424363|XP_039444396.1|CPIP
OG0005978	LOC117569980|XP_034107249.1|DALB	LOC120425146|XP_039445509.1|CPIP
OG0005979	LOC117571733|XP_034109943.1|DALB	LOC120425017|XP_039445323.1|CPIP
OG0005980	LOC117567912|XP_034104081.1|DALB	LOC120425392|XP_039445845.1|CPIP
OG0005981	LOC117563229|XP_034097325.1|DALB	LOC120417983|XP_039436159.1|CPIP
OG0005982	LOC117572122|XP_034110640.1|DALB	LOC120418001|XP_039436179.1|CPIP
OG0005983	LOC117578325|XP_034119678.1|DALB	LOC120417986|XP_039436165.1|CPIP
OG0005984	LOC117564890|XP_034099732.1|DALB	LOC120416203|XP_039433824.1|CPIP
OG0005985	LOC117569155|XP_034106109.1|DALB	LOC120416217|XP_039433848.1|CPIP
OG0005986	LOC117574939|XP_034114883.1|DALB	LOC120421473|XP_039440624.1|CPIP
OG0005987	LOC117578268|XP_034119580.1|DALB	LOC120421452|XP_039440597.1|CPIP
OG0005988	LOC117567213|XP_034102933.1|DALB	LOC120421445|XP_039440584.1|CPIP
OG0005989	LOC117566354|XP_034101732.1|DALB	LOC120416722|XP_039434482.1|CPIP
OG0005990	LOC117568252|XP_034104623.1|DALB	LOC120416740|XP_039434508.1|CPIP
OG0005991	LOC117568800|XP_034105551.1|DALB	LOC120416730|XP_039434490.1|CPIP
OG0005992	LOC117570974|XP_034108809.1|DALB	LOC120416715|XP_039434472.1|CPIP
OG0005993	LOC117570975|XP_034108810.1|DALB	LOC120416716|XP_039434473.1|CPIP
OG0005994	LOC117571022|XP_034108872.1|DALB	LOC120427341|XP_039448129.1|CPIP
OG0005995	LOC117569017|XP_034105896.1|DALB	LOC120427339|XP_039448126.1|CPIP, LOC120426854|XP_039447588.1|CPIP
OG0005996	LOC117569924|XP_034107166.1|DALB	LOC120427347|XP_039448138.1|CPIP, LOC120426860|XP_039447598.1|CPIP
OG0005997	LOC117568947|XP_034105778.1|DALB	LOC120426864|XP_039447602.1|CPIP
OG0005998	LOC117568244|XP_034104613.1|DALB	LOC120426852|XP_039447582.1|CPIP
OG0005999	LOC117575048|XP_034115022.1|DALB	LOC120428191|XP_039449105.1|CPIP
OG0006000	LOC117566345|XP_034101718.1|DALB	LOC120415155|XP_039432524.1|CPIP
OG0006001	LOC117569055|XP_034105957.1|DALB	LOC120428604|XP_039449561.1|CPIP
OG0006002	LOC117568315|XP_034104762.1|DALB	LOC120422957|XP_039442480.1|CPIP
OG0006003	LOC117569536|XP_034106630.1|DALB	LOC120422953|XP_039442471.1|CPIP
OG0006004	LOC117575553|XP_034115705.1|DALB	LOC120421838|XP_039441055.1|CPIP
OG0006005	LOC117566929|XP_034102442.1|DALB	LOC120425529|XP_039446017.1|CPIP
OG0006006	LOC117570857|XP_034108628.1|DALB	LOC120424473|XP_039444540.1|CPIP
OG0006007	LOC117569200|XP_034106159.1|DALB	LOC120415354|XP_039432776.1|CPIP
OG0006008	LOC117578390|XP_034119723.1|DALB	LOC120415886|XP_039433458.1|CPIP
OG0006009	LOC117568129|XP_034104424.1|DALB	LOC120415851|XP_039433421.1|CPIP
OG0006010	LOC117571456|XP_034109496.1|DALB	LOC120428243|XP_039449157.1|CPIP
OG0006011	LOC117569751|XP_034106933.1|DALB	LOC120428228|XP_039449141.1|CPIP
OG0006012	LOC117570549|XP_034108162.1|DALB	LOC120415125|XP_039432482.1|CPIP
OG0006013	LOC117570526|XP_034108120.1|DALB	LOC120415135|XP_039432495.1|CPIP
OG0006014	LOC117567733|XP_034103790.1|DALB	LOC120415107|XP_039432459.1|CPIP
OG0006015	LOC117569398|XP_034106425.1|DALB	LOC120415148|XP_039432516.1|CPIP
OG0006016	LOC117568795|XP_034105546.1|DALB	LOC120415111|XP_039432463.1|CPIP
OG0006017	LOC117569806|XP_034107011.1|DALB	LOC120415131|XP_039432491.1|CPIP
OG0006018	LOC117566490|XP_034101914.1|DALB	LOC120425534|XP_039446024.1|CPIP
OG0006019	LOC117571335|XP_034109319.1|DALB	LOC120425539|XP_039446034.1|CPIP
OG0006020	LOC117570489|XP_034108071.1|DALB	LOC120412761|XP_039429287.1|CPIP
OG0006021	LOC117567381|XP_034103217.1|DALB	LOC120412715|XP_039429224.1|CPIP
OG0006022	LOC117565149|XP_034100019.1|DALB	LOC120412731|XP_039429255.1|CPIP
OG0006023	LOC117576361|XP_034116942.1|DALB	LOC120415404|XP_039432864.1|CPIP
OG0006024	LOC117578157|XP_034119271.1|DALB	LOC120419138|XP_039437661.1|CPIP
OG0006025	LOC117567039|XP_034102638.1|DALB	LOC120419134|XP_039437656.1|CPIP
OG0006027	LOC117567889|XP_034104051.1|DALB	LOC120412717|XP_039429235.1|CPIP
OG0006028	LOC117570084|XP_034107416.1|DALB	LOC120415884|XP_039433455.1|CPIP
OG0006029	LOC117568801|XP_034105552.1|DALB	LOC120415355|XP_039432778.1|CPIP
OG0006030	LOC117575551|XP_034115703.1|DALB	LOC120415405|XP_039432865.1|CPIP
OG0006031	LOC117569634|XP_034106764.1|DALB	LOC120415374|XP_039432831.1|CPIP
OG0006032	LOC117568337|XP_034105221.1|DALB	LOC120415362|XP_039432786.1|CPIP
OG0006033	LOC117569829|XP_034107045.1|DALB	LOC120415409|XP_039432871.1|CPIP
OG0006035	LOC117575884|XP_034116214.1|DALB	LOC120419303|XP_039437904.1|CPIP
OG0006036	LOC117563536|XP_034097806.1|DALB	LOC120419302|XP_039437903.1|CPIP
OG0006037	LOC117567796|XP_034103911.1|DALB	LOC120419323|XP_039437929.1|CPIP
OG0006038	LOC117575349|XP_034115405.1|DALB	LOC120431571|XP_039452613.1|CPIP, LOC120429996|XP_039451027.1|CPIP
OG0006039	LOC117570203|XP_034107582.1|DALB	LOC120430726|XP_039451772.1|CPIP
OG0006040	LOC117569993|XP_034107264.1|DALB	LOC120425516|XP_039445999.1|CPIP
OG0006041	LOC117577629|XP_034118386.1|DALB	LOC120429566|XP_039450550.1|CPIP, LOC120431793|XP_039452846.1|CPIP
OG0006042	LOC117567296|XP_034103064.1|DALB	LOC120429527|XP_039450527.1|CPIP
OG0006043	LOC117566362|XP_034101746.1|DALB	LOC120429284|XP_039450443.1|CPIP
OG0006044	LOC117578261|XP_034119573.1|DALB	LOC120429256|XP_039450409.1|CPIP
OG0006045	LOC117567607|XP_034103586.1|DALB	LOC120429626|XP_039450594.1|CPIP
OG0006046	LOC117568159|XP_034104469.1|DALB	LOC120429109|XP_039450212.1|CPIP
OG0006047	LOC117568369|XP_034104859.1|DALB	LOC120426724|XP_039447429.1|CPIP
OG0006048	LOC117567261|XP_034103002.1|DALB	LOC120415431|XP_039432913.1|CPIP
OG0006049	LOC117577618|XP_034118362.1|DALB	LOC120415413|XP_039432876.1|CPIP
OG0006050	LOC117576534|XP_034117249.1|DALB	LOC120415350|XP_039432773.1|CPIP
OG0006051	LOC117577750|XP_034118593.1|DALB	LOC120415353|XP_039432775.1|CPIP
OG0006052	LOC117568496|XP_034105077.1|DALB	LOC120415416|XP_039432879.1|CPIP
OG0006053	LOC117572353|XP_034111005.1|DALB	LOC120420342|XP_039439271.1|CPIP
OG0006054	LOC117573164|XP_034112016.1|DALB	LOC120420318|XP_039439243.1|CPIP
OG0006055	LOC117576009|XP_034116407.1|DALB, LOC117576008|XP_034116406.1|DALB	LOC120418156|XP_039436388.1|CPIP
OG0006056	LOC117568101|XP_034104374.1|DALB	LOC120415864|XP_039433433.1|CPIP
OG0006057	LOC117568743|XP_034105455.1|DALB	LOC120415879|XP_039433451.1|CPIP
OG0006058	LOC117576716|XP_034117626.1|DALB	LOC120418138|XP_039436362.1|CPIP
OG0006059	LOC117567028|XP_034102620.1|DALB	LOC120432647|XP_039453827.1|CPIP
OG0006060	LOC117567034|XP_034102629.1|DALB	LOC120432649|XP_039453828.1|CPIP
OG0006061	LOC117564022|XP_034098517.1|DALB	LOC120432664|XP_039453844.1|CPIP
OG0006062	LOC117575015|XP_034114983.1|DALB	LOC120412325|XP_039428660.1|CPIP
OG0006063	LOC117565353|XP_034100302.1|DALB	LOC120412334|XP_039428669.1|CPIP
OG0006064	LOC117572423|XP_034111118.1|DALB	LOC120432671|XP_039453859.1|CPIP
OG0006065	LOC117572057|XP_034110524.1|DALB	LOC120412327|XP_039428662.1|CPIP
OG0006066	LOC117570246|XP_034107642.1|DALB	LOC120412362|XP_039428720.1|CPIP
OG0006067	LOC117568791|XP_034105523.1|DALB	LOC120412345|XP_039428680.1|CPIP
OG0006068	LOC117578288|XP_034119618.1|DALB	LOC120432669|XP_039453856.1|CPIP
OG0006069	LOC117570951|XP_034108776.1|DALB	LOC120412361|XP_039428719.1|CPIP
OG0006070	LOC117573732|XP_034112994.1|DALB	LOC120425249|XP_039445629.1|CPIP
OG0006071	LOC117574831|XP_034114703.1|DALB	LOC120425244|XP_039445611.1|CPIP
OG0006072	LOC117572060|XP_034110529.1|DALB	LOC120425960|XP_039446541.1|CPIP
OG0006073	LOC117572506|XP_034111251.1|DALB	LOC120421974|XP_039441218.1|CPIP
OG0006074	LOC117578052|XP_034119067.1|DALB	LOC120416819|XP_039434636.1|CPIP
OG0006075	LOC117576722|XP_034117636.1|DALB	LOC120427642|XP_039448460.1|CPIP
OG0006076	LOC117570613|XP_034108264.1|DALB	LOC120416859|XP_039434689.1|CPIP
OG0006077	LOC117570070|XP_034107399.1|DALB	LOC120416835|XP_039434656.1|CPIP
OG0006078	LOC117570087|XP_034107423.1|DALB	LOC120416842|XP_039434664.1|CPIP
OG0006079	LOC117571796|XP_034110051.1|DALB	LOC120416825|XP_039434645.1|CPIP
OG0006080	LOC117571762|XP_034110011.1|DALB, LOC117571763|XP_034110012.1|DALB	LOC120428644|XP_039449618.1|CPIP
OG0006081	LOC117570150|XP_034107506.1|DALB	LOC120427132|XP_039447922.1|CPIP
OG0006082	LOC117570155|XP_034107513.1|DALB	LOC120427134|XP_039447924.1|CPIP
OG0006083	LOC117568276|XP_034104658.1|DALB	LOC120423486|XP_039443254.1|CPIP
OG0006084	LOC117568322|XP_034104791.1|DALB	LOC120418194|XP_039436433.1|CPIP
OG0006085	LOC117567353|XP_034103177.1|DALB	LOC120416991|XP_039434860.1|CPIP
OG0006086	LOC117567349|XP_034103169.1|DALB	LOC120416997|XP_039434873.1|CPIP
OG0006087	LOC117568162|XP_034104479.1|DALB	LOC120416996|XP_039434864.1|CPIP
OG0006088	LOC117567788|XP_034103902.1|DALB	LOC120416998|XP_039434874.1|CPIP
OG0006089	LOC117565970|XP_034101261.1|DALB	LOC120417008|XP_039434881.1|CPIP
OG0006090	LOC117572316|XP_034110938.1|DALB	LOC120417006|XP_039434880.1|CPIP
OG0006091	LOC117567187|XP_034102903.1|DALB	LOC120416994|XP_039434863.1|CPIP
OG0006092	LOC117578070|XP_034119102.1|DALB	LOC120416990|XP_039434850.1|CPIP
OG0006093	LOC117571783|XP_034110031.1|DALB	LOC120421870|XP_039441100.1|CPIP
OG0006094	LOC117568891|XP_034105682.1|DALB	LOC120421860|XP_039441093.1|CPIP
OG0006095	LOC117569891|XP_034107124.1|DALB	LOC120426493|XP_039447196.1|CPIP
OG0006096	LOC117572450|XP_034111173.1|DALB	LOC120415180|XP_039432572.1|CPIP
OG0006097	LOC117572537|XP_034111297.1|DALB	LOC120415173|XP_039432551.1|CPIP
OG0006098	LOC117564387|XP_034098998.1|DALB	LOC120424714|XP_039444830.1|CPIP
OG0006099	LOC117571260|XP_034109212.1|DALB	LOC120422674|XP_039442116.1|CPIP
OG0006100	LOC117568053|XP_034104291.1|DALB	LOC120422679|XP_039442123.1|CPIP
OG0006101	LOC117563921|XP_034098381.1|DALB	LOC120422664|XP_039442102.1|CPIP
OG0006102	LOC117568957|XP_034105807.1|DALB	LOC120418579|XP_039436958.1|CPIP
OG0006103	LOC117570550|XP_034108167.1|DALB	LOC120418594|XP_039436974.1|CPIP
OG0006104	LOC117577220|XP_034118107.1|DALB	LOC120418589|XP_039436970.1|CPIP
OG0006105	LOC117577567|XP_034118296.1|DALB	LOC120429781|XP_039450774.1|CPIP, LOC120430862|XP_039451921.1|CPIP
OG0006106	LOC117570022|XP_034107330.1|DALB	LOC120430087|XP_039451108.1|CPIP
OG0006107	LOC117572243|XP_034110818.1|DALB	LOC120421835|XP_039441050.1|CPIP
OG0006108	LOC117569593|XP_034106719.1|DALB	LOC120429552|XP_039450542.1|CPIP
OG0006109	LOC117569989|XP_034107260.1|DALB	LOC120416353|XP_039434020.1|CPIP
OG0006110	LOC117568488|XP_034105066.1|DALB	LOC120421567|XP_039440730.1|CPIP
OG0006111	LOC117572518|XP_034111265.1|DALB	LOC120420325|XP_039439254.1|CPIP
OG0006112	LOC117572738|XP_034111705.1|DALB	LOC120415866|XP_039433436.1|CPIP
OG0006113	LOC117569562|XP_034106671.1|DALB	LOC120415875|XP_039433445.1|CPIP
OG0006114	LOC117574064|XP_034113578.1|DALB	LOC120415843|XP_039433413.1|CPIP
OG0006115	LOC117569921|XP_034107164.1|DALB	LOC120414943|XP_039432208.1|CPIP
OG0006116	LOC117569775|XP_034106964.1|DALB	LOC120425101|XP_039445430.1|CPIP
OG0006117	LOC117570162|XP_034107521.1|DALB	LOC120427509|XP_039448305.1|CPIP, LOC120425093|XP_039445420.1|CPIP
OG0006118	LOC117572084|XP_034110569.1|DALB	LOC120432574|XP_039453734.1|CPIP
OG0006119	LOC117566990|XP_034102549.1|DALB	LOC120432575|XP_039453738.1|CPIP
OG0006120	LOC117567547|XP_034103496.1|DALB	LOC120432589|XP_039453763.1|CPIP
OG0006121	LOC117570773|XP_034108500.1|DALB	LOC120425832|XP_039446385.1|CPIP
OG0006122	LOC117570997|XP_034108837.1|DALB	LOC120425822|XP_039446369.1|CPIP
OG0006123	LOC117567764|XP_034103848.1|DALB	LOC120425838|XP_039446393.1|CPIP
OG0006124	LOC117576176|XP_034116651.1|DALB	LOC120425840|XP_039446394.1|CPIP
OG0006125	LOC117568551|XP_034105162.1|DALB	LOC120423743|XP_039443589.1|CPIP
OG0006126	LOC117567306|XP_034103082.1|DALB	LOC120423736|XP_039443579.1|CPIP
OG0006127	LOC117569016|XP_034105895.1|DALB	LOC120423323|XP_039443019.1|CPIP
OG0006128	LOC117572808|XP_034111805.1|DALB	LOC120431443|XP_039452496.1|CPIP, LOC120422229|XP_039441547.1|CPIP
OG0006129	LOC117569942|XP_034107193.1|DALB	LOC120422206|XP_039441522.1|CPIP
OG0006130	LOC117572540|XP_034111300.1|DALB	LOC120416372|XP_039434039.1|CPIP
OG0006131	LOC117572643|XP_034111512.1|DALB	LOC120416344|XP_039434006.1|CPIP
OG0006132	LOC117571218|XP_034109157.1|DALB	LOC120416348|XP_039434012.1|CPIP
OG0006133	LOC117572542|XP_034111302.1|DALB	LOC120416345|XP_039434008.1|CPIP
OG0006134	LOC117568245|XP_034104614.1|DALB	LOC120416701|XP_039434451.1|CPIP
OG0006135	LOC117572536|XP_034111293.1|DALB	LOC120416711|XP_039434462.1|CPIP
OG0006136	LOC117567683|XP_034103698.1|DALB	LOC120427874|XP_039448738.1|CPIP
OG0006137	LOC117569938|XP_034107187.1|DALB	LOC120423803|XP_039443654.1|CPIP
OG0006138	LOC117568726|XP_034105435.1|DALB	LOC120423914|XP_039443829.1|CPIP
OG0006139	LOC117568919|XP_034105720.1|DALB	LOC120423888|XP_039443796.1|CPIP
OG0006140	LOC117570882|XP_034108666.1|DALB	LOC120423705|XP_039443542.1|CPIP
OG0006141	LOC117568686|XP_034105387.1|DALB	LOC120423704|XP_039443541.1|CPIP
OG0006142	LOC117569552|XP_034106650.1|DALB	LOC120423690|XP_039443516.1|CPIP
OG0006143	LOC117568029|XP_034104260.1|DALB	LOC120423709|XP_039443549.1|CPIP
OG0006144	LOC117567976|XP_034104185.1|DALB	LOC120423708|XP_039443548.1|CPIP
OG0006145	LOC117572382|XP_034111046.1|DALB	LOC120423710|XP_039443550.1|CPIP
OG0006146	LOC117564061|XP_034098575.1|DALB	LOC120423896|XP_039443811.1|CPIP
OG0006147	LOC117575083|XP_034115071.1|DALB	LOC120429122|XP_039450245.1|CPIP
OG0006148	LOC117569721|XP_034106878.1|DALB	LOC120429124|XP_039450247.1|CPIP
OG0006149	LOC117569414|XP_034106443.1|DALB	LOC120428260|XP_039449186.1|CPIP
OG0006150	LOC117569412|XP_034106441.1|DALB	LOC120428259|XP_039449184.1|CPIP
OG0006151	LOC117566244|XP_034101686.1|DALB	LOC120428258|XP_039449181.1|CPIP
OG0006152	LOC117575487|XP_034115612.1|DALB	LOC120423724|XP_039443563.1|CPIP, LOC120425566|XP_039446065.1|CPIP
OG0006153	LOC117567845|XP_034103987.1|DALB	LOC120431721|XP_039452782.1|CPIP, LOC120430874|XP_039451935.1|CPIP
OG0006155	LOC117573687|XP_034112932.1|DALB	LOC120422738|XP_039442211.1|CPIP
OG0006156	LOC117573512|XP_034112631.1|DALB	LOC120414004|XP_039430951.1|CPIP
OG0006158	LOC117567085|XP_034102731.1|DALB	LOC120422394|XP_039441747.1|CPIP
