Orthogroup	DALB.longest_only	DMEL.longest_only
OG0009603	LOC117574250|XP_034113870.1|DALB	TMEM216|NP_649818.1|DMEL
OG0009604	LOC117574930|XP_034114873.1|DALB	Mco4|NP_573249.1|DMEL
OG0009605	LOC117574980|XP_034114938.1|DALB	E_spl_m7-HLH|NP_536753.1|DMEL
OG0009606	LOC117576201|XP_034116685.1|DALB	E_spl_m3-HLH|NP_524509.2|DMEL
OG0009607	LOC117576105|XP_034116554.1|DALB	E_spl_m2-BFM|NP_524508.1|DMEL
OG0009608	LOC117573303|XP_034112299.1|DALB	CG17781|NP_651258.1|DMEL
OG0009610	LOC117576721|XP_034117632.1|DALB	CG3517|NP_650807.1|DMEL
OG0009611	LOC117573345|XP_034112359.1|DALB	CG11626|NP_001369023.1|DMEL
OG0009612	LOC117576906|XP_034117934.1|DALB	CG12278|NP_650934.1|DMEL
OG0009613	LOC117565454|XP_034100444.1|DALB	Nepl9|NP_609815.1|DMEL
OG0009614	LOC117576677|XP_034117562.1|DALB	CG14356|NP_650339.1|DMEL
OG0009617	LOC117575875|XP_034116196.1|DALB	fru|NP_001163648.1|DMEL
OG0009619	LOC117574434|XP_034114163.1|DALB	CAH8|NP_651033.2|DMEL
OG0009620	LOC117576812|XP_034117772.1|DALB	CG31463|NP_731227.1|DMEL
OG0009621	LOC117576825|XP_034117788.1|DALB	CG11672|NP_649779.1|DMEL
OG0009622	LOC117574737|XP_034114561.1|DALB	CG14298|NP_650755.1|DMEL
OG0009624	LOC117576380|XP_034116969.1|DALB	CG1971|NP_651900.1|DMEL
OG0009625	LOC117574619|XP_034114397.1|DALB	PH4alphaMP|NP_524594.2|DMEL
OG0009626	LOC117573575|XP_034112754.1|DALB	CG7031|NP_651101.1|DMEL
OG0009627	LOC117573570|XP_034112748.1|DALB	CG13840|NP_651102.3|DMEL
OG0009628	LOC117573515|XP_034112640.1|DALB	Nepl15|NP_651098.2|DMEL
OG0009629	LOC117574438|XP_034114167.1|DALB	TwdlW|NP_650606.2|DMEL
OG0009630	LOC117574519|XP_034114271.1|DALB	CG31267|NP_732214.1|DMEL
OG0009631	LOC117573453|XP_034112566.1|DALB	Spc25|NP_650239.1|DMEL
OG0009632	LOC117567567|XP_034103526.1|DALB	sisA|NP_511116.2|DMEL
OG0009633	LOC117571443|XP_034109478.1|DALB	hui|NP_610991.1|DMEL
OG0009634	LOC117574432|XP_034114160.1|DALB	CG31204|NP_733428.2|DMEL
OG0009635	LOC117575674|XP_034115853.1|DALB	CG12402|NP_001303481.1|DMEL
OG0009636	LOC117570496|XP_034108081.1|DALB	mag|NP_649229.1|DMEL
OG0009637	LOC117573284|XP_034112275.1|DALB	CG11168|NP_651311.2|DMEL
OG0009638	LOC117576307|XP_034116853.1|DALB	CG14300|NP_001014639.1|DMEL
OG0009639	LOC117574565|XP_034114328.1|DALB	zen|NP_476793.1|DMEL
OG0009640	LOC117575917|XP_034116262.1|DALB	CG6425|NP_651497.1|DMEL
OG0009641	LOC117574932|XP_034114872.1|DALB	CG5391|NP_651021.1|DMEL
OG0009642	LOC117574399|XP_034114129.1|DALB	CG7080|NP_651019.1|DMEL
OG0009643	LOC117574487|XP_034114216.1|DALB	Gr89a|NP_650555.2|DMEL
OG0009644	LOC117575992|XP_034116380.1|DALB	Gba1a|NP_651172.1|DMEL
OG0009645	LOC117575368|XP_034115424.1|DALB	CG10301|NP_651173.2|DMEL
OG0009646	LOC117574391|XP_034114120.1|DALB	CG9698|NP_651806.2|DMEL
OG0009647	LOC117574722|XP_034114540.1|DALB	PH4alphaNE1|NP_733374.1|DMEL
OG0009648	LOC117574517|XP_034114268.1|DALB	Obp83cd|NP_649612.1|DMEL
OG0009649	LOC117573821|XP_034113137.1|DALB	Nepl18|NP_651643.1|DMEL
OG0009650	LOC117564198|XP_034098765.1|DALB	CG5953|NP_609796.1|DMEL
OG0009651	LOC117563968|XP_034098447.1|DALB	esc|NP_477431.1|DMEL
OG0009652	LOC117565269|XP_034100187.1|DALB	CG8851|NP_722917.2|DMEL
OG0009653	LOC117564809|XP_034099620.1|DALB	CG31777|NP_722933.1|DMEL
OG0009654	LOC117564810|XP_034099623.1|DALB	CG31778|NP_722932.1|DMEL
OG0009655	LOC117566132|XP_034101504.1|DALB	pes|NP_001137808.1|DMEL
OG0009656	LOC117564043|XP_034098544.1|DALB	CG34134|NP_001036347.1|DMEL
OG0009657	LOC117565084|XP_034099925.1|DALB	CG34448|NP_001097059.1|DMEL
OG0009658	LOC117564359|XP_034098964.1|DALB	CG14947|NP_609546.1|DMEL
OG0009659	LOC117563525|XP_034097797.1|DALB	CG11927|NP_608867.1|DMEL
OG0009660	LOC117565407|XP_034100383.1|DALB	Tengl2|NP_722779.1|DMEL
OG0009661	LOC117563903|XP_034098355.1|DALB	CG7164|NP_609147.1|DMEL
OG0009662	LOC117563211|XP_034097293.1|DALB	CG31705|NP_609509.2|DMEL
OG0009663	LOC117564174|XP_034098733.1|DALB	Atxn7|NP_608677.1|DMEL
OG0009664	LOC117564380|XP_034098991.1|DALB	Bacc|NP_608706.1|DMEL
OG0009665	LOC117565953|XP_034101233.1|DALB	GluRIIC|NP_608557.4|DMEL
OG0009666	LOC117564541|XP_034099254.1|DALB	Cyt-c-d|NP_477164.1|DMEL
OG0009667	LOC117564040|XP_034098535.1|DALB	CG2611|NP_610043.1|DMEL
OG0009668	LOC117565549|XP_034100604.1|DALB	twit|NP_610067.1|DMEL
OG0009669	LOC117563474|XP_034097721.1|DALB	Cyp310a1|NP_609891.1|DMEL
OG0009670	LOC117563271|XP_034097390.1|DALB	CG14042|NP_001036336.1|DMEL
OG0009671	LOC117564191|XP_034098756.1|DALB	CG17325|NP_001137836.1|DMEL
OG0009672	LOC117565924|XP_034101188.1|DALB	CG17855|NP_609294.1|DMEL
OG0009673	LOC117564993|XP_034099829.1|DALB	CG13113|NP_609296.1|DMEL
OG0009674	LOC117565116|XP_034099970.1|DALB	CG10462|NP_609996.2|DMEL
OG0009675	LOC117566056|XP_034101402.1|DALB	Pol32|NP_609743.1|DMEL
OG0009676	LOC117565231|XP_034100129.1|DALB	tsh|NP_523615.2|DMEL
OG0009677	LOC117565181|XP_034100069.1|DALB	prg|NP_609232.2|DMEL
OG0009679	LOC117565157|XP_034100031.1|DALB	CG7239|NP_608960.2|DMEL
OG0009680	LOC117563699|XP_034098034.1|DALB	CG16853|NP_609663.2|DMEL
OG0009681	LOC117571028|XP_034108878.1|DALB	CG9815|NP_001097434.1|DMEL
OG0009682	LOC117566565|XP_034101997.1|DALB	CG34202|NP_001097386.1|DMEL
OG0009683	LOC117569326|XP_034106344.1|DALB	Tsp42Eg|NP_523633.1|DMEL
OG0009684	LOC117569324|XP_034106341.1|DALB	Tsp42Eh|NP_523634.1|DMEL
OG0009685	LOC117569446|XP_034106500.1|DALB	Tsp42Ej|NP_523636.1|DMEL
OG0009686	LOC117569079|XP_034105985.1|DALB	CG10910|NP_611280.2|DMEL
OG0009687	LOC117568457|XP_034105024.1|DALB	CG14495|NP_611284.2|DMEL
OG0009688	LOC117567675|XP_034103688.1|DALB	MFS14|NP_725829.2|DMEL
OG0009689	LOC117572720|XP_034111673.1|DALB	CG30120|NP_725795.2|DMEL
OG0009690	LOC117568226|XP_034104591.1|DALB	CG8617|NP_610954.1|DMEL
OG0009691	LOC117571996|XP_034110398.1|DALB	CG44245|NP_001286669.1|DMEL
OG0009692	LOC117570114|XP_034107468.1|DALB	CG15705|NP_611109.1|DMEL
OG0009693	LOC117571904|XP_034110267.1|DALB	Dh44-R2|NP_610789.3|DMEL
OG0009694	LOC117566713|XP_034102149.1|DALB	CG13230|NP_652388.1|DMEL
OG0009695	LOC117571261|XP_034109213.1|DALB	Tpc2|NP_001246511.1|DMEL
OG0009696	LOC117570326|XP_034107763.1|DALB	CG8229|NP_724730.2|DMEL
OG0009698	LOC117568295|XP_034104706.1|DALB	Spn42Dc|NP_610245.2|DMEL
OG0009700	LOC117567131|XP_034102832.1|DALB	CG4707|NP_611944.1|DMEL
OG0009701	LOC117576596|XP_034117376.1|DALB	CG34298|NP_001097976.1|DMEL
OG0009703	LOC117564126|XP_034098678.1|DALB	CG11555|NP_608510.2|DMEL
OG0009704	LOC117571489|XP_034109548.1|DALB	CG11191|NP_610345.1|DMEL
OG0009705	LOC117570616|XP_034108268.1|DALB	CG13154|NP_610782.1|DMEL
OG0009706	LOC117566697|XP_034102134.1|DALB	CG13157|NP_610778.2|DMEL
OG0009707	LOC117574578|XP_034114349.1|DALB	Whamy|NP_001036699.1|DMEL
OG0009708	LOC117569448|XP_034106502.1|DALB	Tsp42El|NP_523638.1|DMEL
OG0009709	LOC117569343|XP_034106363.1|DALB	Tsp42Eo|NP_523641.2|DMEL
OG0009710	LOC117569342|XP_034106362.1|DALB	Tsp42Ep|NP_523642.1|DMEL
OG0009711	LOC117571060|XP_034108920.1|DALB	Spn43Ab|NP_001027395.1|DMEL
OG0009712	LOC117570173|XP_034107541.1|DALB	CG13062|NP_648871.3|DMEL
OG0009713	LOC117568803|XP_034105555.1|DALB	ana2|NP_610415.1|DMEL
OG0009714	LOC117567847|XP_034103990.1|DALB	CG18568|NP_610919.1|DMEL
OG0009715	LOC117566486|XP_034101910.1|DALB	CG13561|NP_611830.3|DMEL
OG0009717	LOC117570653|XP_034108316.1|DALB	CG11906|NP_611402.2|DMEL
OG0009718	LOC117569037|XP_034105926.1|DALB	CG6347|NP_610906.1|DMEL
OG0009719	LOC117567765|XP_034103849.1|DALB	CG3492|NP_611914.1|DMEL
OG0009720	LOC117572411|XP_034111086.1|DALB	Idgf6|NP_477081.1|DMEL
OG0009721	LOC117570741|XP_034108454.1|DALB	CG30203|NP_725128.2|DMEL
OG0009722	LOC117569645|XP_034106775.1|DALB	Cyp6t3|NP_610745.1|DMEL
OG0009723	LOC117569588|XP_034106709.1|DALB	CG12607|NP_647903.1|DMEL
OG0009724	LOC117571281|XP_034109234.1|DALB	CG9394|NP_611548.1|DMEL
OG0009725	LOC117568654|XP_034105342.1|DALB	ppk12|NP_611672.1|DMEL
OG0009726	LOC117574661|XP_034114456.1|DALB	CG31275|NP_732175.1|DMEL
OG0009727	LOC117566747|XP_034102182.1|DALB	link|NP_610887.1|DMEL
OG0009728	LOC117566788|XP_034102221.1|DALB	Obp56c|NP_995902.1|DMEL
OG0009729	LOC117570948|XP_034108772.1|DALB	Obp56b|NP_611443.1|DMEL
OG0009730	LOC117575161|XP_034115158.1|DALB	CG15201|NP_572691.1|DMEL
OG0009731	LOC117569490|XP_034106562.1|DALB	pyr|NP_001097275.1|DMEL
OG0009732	LOC117569604|XP_034106729.1|DALB	Cyp4ad1|NP_610380.1|DMEL
OG0009733	LOC117568111|XP_034104403.1|DALB	Gr10a|NP_727523.1|DMEL
OG0009734	LOC117565657|XP_034100771.1|DALB	Ir7b|NP_572410.2|DMEL
OG0009735	LOC117566225|XP_034101662.1|DALB	Mis12|NP_648066.1|DMEL
OG0009736	LOC117577232|XP_034118114.1|DALB	CG14441|NP_572344.2|DMEL
OG0009737	LOC117576128|XP_034116578.1|DALB	CG14380|NP_650262.2|DMEL
OG0009738	LOC117575426|XP_034115521.1|DALB	CG15046|NP_573298.1|DMEL
OG0009739	LOC117568152|XP_034104462.1|DALB	CG15044|NP_573299.1|DMEL
OG0009740	LOC117573714|XP_034112978.1|DALB, LOC117572341|XP_034110980.1|DALB	Hmr|NP_572637.2|DMEL
OG0009741	LOC117564525|XP_034099237.1|DALB	CG34181|NP_001097130.1|DMEL
OG0009742	LOC117577893|XP_034118763.1|DALB	mamo|NP_727743.3|DMEL
OG0009743	LOC117569312|XP_034106320.1|DALB	CG4991|NP_001259638.1|DMEL
OG0009744	LOC117578306|XP_034119651.1|DALB	CG15772|NP_572255.1|DMEL
OG0009745	LOC117577842|XP_034118677.1|DALB	Corp|NP_572468.1|DMEL
OG0009746	LOC117577584|XP_034118318.1|DALB	CG8757|NP_648664.2|DMEL
OG0009747	LOC117564492|XP_034099197.1|DALB	CG15357|NP_001259888.1|DMEL
OG0009748	LOC117577574|XP_034118303.1|DALB	CG32537|NP_728236.1|DMEL
OG0009749	LOC117568476|XP_034105055.1|DALB	CG32187|NP_730303.1|DMEL
OG0009750	LOC117572167|XP_034110708.1|DALB	CG13810|NP_647697.2|DMEL
OG0009751	LOC117578200|XP_034119420.1|DALB	CG32700|NP_727344.1|DMEL
OG0009752	LOC117569965|XP_034107233.1|DALB	CG3091|NP_569990.2|DMEL
OG0009753	LOC117569561|XP_034106674.1|DALB	CG3191|NP_726804.1|DMEL
OG0009754	LOC117569852|XP_034107078.1|DALB	CG9083|NP_611976.3|DMEL
OG0009755	LOC117577687|XP_034118475.1|DALB	CG3679|NP_573113.1|DMEL
OG0009756	LOC117578079|XP_034119121.1|DALB	Yp1|NP_511103.1|DMEL
OG0009757	LOC117570702|XP_034108396.1|DALB	CG30429|NP_726512.1|DMEL
OG0009758	LOC117573576|XP_034112755.1|DALB	CG11898|NP_651679.2|DMEL
OG0009759	LOC117577788|XP_034118605.1|DALB	ATbp|NP_001104481.2|DMEL
OG0009760	LOC117567063|XP_034102694.1|DALB	CG14625|NP_569892.1|DMEL
OG0009761	LOC117577703|XP_034118493.1|DALB	CG11378|NP_569886.1|DMEL
OG0009762	LOC117577800|XP_034118619.1|DALB	CG12496|NP_570003.1|DMEL
OG0009763	LOC117572405|XP_034111076.1|DALB	CG12105|NP_647632.2|DMEL
OG0009764	LOC117569118|XP_034106030.1|DALB	CG13023|NP_648935.1|DMEL
OG0009765	LOC117570782|XP_034108514.1|DALB	CG13912|NP_612079.1|DMEL
OG0009766	LOC117569763|XP_034106947.1|DALB	Cpr65Au|NP_652661.1|DMEL
OG0009767	LOC117570581|XP_034108214.1|DALB	Cpr65Ay|NP_001097524.1|DMEL
OG0009768	LOC117570108|XP_034107459.1|DALB	CG34265|NP_001097491.1|DMEL
OG0009769	LOC117570912|XP_034108710.1|DALB	CG13315|NP_652443.1|DMEL
OG0009770	LOC117570606|XP_034108241.1|DALB	CG14837|NP_648136.2|DMEL
OG0009771	LOC117570322|XP_034107754.1|DALB	CG13877|NP_612014.2|DMEL
OG0009772	LOC117571710|XP_034109900.1|DALB	ru|NP_524790.1|DMEL
OG0009773	LOC117571115|XP_034109001.1|DALB	PGRP-SB1|NP_648917.1|DMEL
OG0009774	LOC117572491|XP_034111233.1|DALB	CG13724|NP_648966.1|DMEL
OG0009775	LOC117568694|XP_034105394.1|DALB	CG7492|NP_648146.1|DMEL
OG0009776	LOC117569311|XP_034106315.1|DALB	CG6685|NP_648376.1|DMEL
OG0009777	LOC117568424|XP_034104965.1|DALB	dpr10|NP_729591.1|DMEL
OG0009778	LOC117571202|XP_034109138.1|DALB	CG1143|NP_647735.1|DMEL
OG0009779	LOC117570585|XP_034108219.1|DALB	CG10479|NP_001261458.1|DMEL
OG0009780	LOC117571626|XP_034109739.1|DALB	PVRAP|NP_729124.1|DMEL
OG0009781	LOC117569987|XP_034107258.1|DALB	CG13300|NP_648043.1|DMEL
OG0009782	LOC117564738|XP_034099517.1|DALB	CG14958|NP_647782.1|DMEL
OG0009783	LOC117570029|XP_034107342.1|DALB	CG42554|NP_001163314.1|DMEL
OG0009784	LOC117572022|XP_034110462.1|DALB	CG16762|NP_647722.1|DMEL
OG0009785	LOC117572276|XP_034110871.1|DALB	CG12971|NP_001262154.1|DMEL
OG0009786	LOC117568219|XP_034104584.1|DALB	Hsp67Bc|NP_523994.1|DMEL
OG0009787	LOC117568218|XP_034104583.1|DALB	CG4461|NP_648304.1|DMEL
OG0009788	LOC117570515|XP_034108105.1|DALB	CG5707|NP_001246563.1|DMEL
OG0009789	LOC117571858|XP_034110144.1|DALB	CG14963|NP_647778.1|DMEL
OG0009790	LOC117569658|XP_034106795.1|DALB	CG34204|NP_001097401.1|DMEL
OG0009791	LOC117570343|XP_034107788.1|DALB	CG13305|NP_001137913.1|DMEL
OG0009792	LOC117567125|XP_034102823.1|DALB	CG6683|NP_648232.1|DMEL
OG0009793	LOC117572256|XP_034110845.1|DALB	mthl9|NP_612029.1|DMEL
OG0009794	LOC117576700|XP_034117597.1|DALB	CG31437|NP_733105.1|DMEL
OG0009795	LOC117569001|XP_034105881.1|DALB	CG7101|NP_573329.2|DMEL
OG0009796	LOC117571699|XP_034109886.1|DALB	CG14147|NP_648422.1|DMEL
OG0009797	LOC117570866|XP_034108649.1|DALB	CG7409|NP_648155.1|DMEL
OG0009798	LOC117570865|XP_034108648.1|DALB	CG13685|NP_001303397.1|DMEL
OG0009799	LOC117570807|XP_034108553.1|DALB	CG3288|NP_649264.1|DMEL
OG0009800	LOC117566520|XP_034101952.1|DALB	CG7173|NP_649330.1|DMEL
OG0009801	LOC117568785|XP_034105514.1|DALB	ImpE2|NP_476580.1|DMEL
OG0009802	LOC117570697|XP_034108391.1|DALB	CG10359|NP_001137882.1|DMEL
OG0009803	LOC117569428|XP_034106478.1|DALB	retinin|NP_524995.2|DMEL
OG0009804	LOC117572033|XP_034110479.1|DALB	CG4982|NP_648866.1|DMEL
OG0009805	LOC117568972|XP_034105820.1|DALB	CG4962|NP_648865.1|DMEL
OG0009806	LOC117569277|XP_034106272.1|DALB	CG13046|NP_648863.2|DMEL
OG0009807	LOC117569397|XP_034106424.1|DALB	CG13054|NP_648852.1|DMEL
OG0009808	LOC117570847|XP_034108618.1|DALB, LOC117567720|XP_034103772.1|DALB	CG42525|NP_001163335.1|DMEL
OG0009809	LOC117567097|XP_034102767.1|DALB	Acbp6|NP_648082.1|DMEL
OG0009810	LOC117570336|XP_034107778.1|DALB	Cpr78Cb|NP_001262144.1|DMEL
OG0009811	LOC117569769|XP_034106953.1|DALB	Cpr78Ca|NP_649298.2|DMEL
OG0009812	LOC117571390|XP_034109400.1|DALB	CG10063|NP_648068.1|DMEL
OG0009813	LOC117568761|XP_034105488.1|DALB	CG9279|NP_649124.1|DMEL
OG0009814	LOC117570752|XP_034108465.1|DALB	CG4669|NP_647956.2|DMEL
OG0009815	LOC117568967|XP_034105816.1|DALB	CG14075|NP_649080.1|DMEL
OG0009816	LOC117570664|XP_034108342.1|DALB	Fbp1|NP_524065.1|DMEL
OG0009817	LOC117570042|XP_034107358.1|DALB	CG8100|NP_648693.2|DMEL
OG0009818	LOC117569879|XP_034107109.1|DALB	CG14107|NP_648637.2|DMEL
OG0009819	LOC117569570|XP_034106684.1|DALB	ImpL1|NP_729885.1|DMEL
OG0009820	LOC117566540|XP_034101972.1|DALB	CG14110|NP_648638.1|DMEL
OG0009821	LOC117570911|XP_034108708.1|DALB	kni|NP_001287130.1|DMEL
OG0009822	LOC117570620|XP_034108273.1|DALB	hid|NP_524136.2|DMEL
OG0009823	LOC117571512|XP_034109576.1|DALB	mtrm|NP_648223.1|DMEL
OG0009824	LOC117567185|XP_034102901.1|DALB	CG7607|NP_648449.1|DMEL
OG0009825	LOC117570621|XP_034108274.1|DALB	CG14109|NP_648649.1|DMEL
OG0009826	LOC117567875|XP_034104035.1|DALB	CG11438|NP_649392.1|DMEL
OG0009827	LOC117567873|XP_034104032.1|DALB	laza|NP_649391.1|DMEL
OG0009828	LOC117568346|XP_034104827.1|DALB	CG6163|NP_648460.1|DMEL
OG0009829	LOC117570508|XP_034108097.1|DALB	CG17032|NP_648817.1|DMEL
OG0009830	LOC117569575|XP_034106690.1|DALB	CG14568|NP_649355.1|DMEL
OG0009831	LOC117569013|XP_034105890.1|DALB	CG14572|NP_649359.1|DMEL
OG0009832	LOC117566454|XP_034101876.1|DALB	CG14565|NP_649360.1|DMEL
OG0009833	LOC117566461|XP_034101883.1|DALB	CG34452|NP_001097611.2|DMEL
OG0009834	LOC117570516|XP_034108106.1|DALB	BEAF-32|NP_523747.1|DMEL
OG0009835	LOC117570770|XP_034108497.1|DALB	CG34193|NP_001097357.1|DMEL
OG0009836	LOC117573672|XP_034112892.1|DALB	CG14282|NP_650788.1|DMEL
OG0009837	LOC117574612|XP_034114390.1|DALB	CG4009|NP_650588.2|DMEL
OG0009838	LOC117565495|XP_034100493.1|DALB	CG15152|NP_609865.1|DMEL
OG0009839	LOC117570379|XP_034107865.1|DALB	CG43341|NP_001246190.1|DMEL
OG0009840	LOC117564645|XP_034099397.1|DALB	CG18094|NP_001260584.1|DMEL
OG0009841	LOC117565109|XP_034099958.1|DALB	Vm26Ab|NP_476784.1|DMEL
OG0009842	LOC117567480|XP_034103402.1|DALB	CG13474|NP_648714.1|DMEL
OG0009843	LOC117570868|XP_034108651.1|DALB	CG32270|NP_728837.1|DMEL
OG0009844	LOC117569069|XP_034105974.1|DALB	stwl|NP_524068.2|DMEL
OG0009845	LOC117567437|XP_034103337.1|DALB	Cyp317a1|NP_611004.1|DMEL
OG0009846	LOC117565468|XP_034100465.1|DALB	CG42585|NP_001162977.1|DMEL, CG31835|NP_723881.1|DMEL
OG0009847	LOC117564703|XP_034099475.1|DALB	CG15773|NP_572251.1|DMEL
OG0009848	LOC117577016|XP_034118073.1|DALB	CG17764|NP_572211.1|DMEL
OG0009849	LOC117573709|XP_034112970.1|DALB	Elal|NP_524491.1|DMEL
OG0009850	LOC117568835|XP_034105605.1|DALB	CG12061|NP_001104467.2|DMEL
OG0009851	LOC117578275|XP_034119591.1|DALB	CG2898|NP_572623.1|DMEL
OG0009852	LOC117567344|XP_034103165.1|DALB	CG10752|NP_648614.1|DMEL
OG0009853	LOC117567434|XP_034103336.1|DALB	CG11068|NP_572936.1|DMEL
OG0009855	LOC117564601|XP_034099348.1|DALB	CG12438|NP_609249.1|DMEL
OG0009856	LOC117565516|XP_034100542.1|DALB	CG9014|NP_609668.2|DMEL
OG0009857	LOC117563685|XP_034098007.1|DALB	CG13083|NP_995727.1|DMEL
OG0009858	LOC117565421|XP_034100398.1|DALB	ppk11|NP_001334672.1|DMEL
OG0009859	LOC117563392|XP_034097614.1|DALB	OS9|NP_652666.2|DMEL
OG0009860	LOC117565354|XP_034100303.1|DALB	CG7309|NP_609468.4|DMEL
OG0009861	LOC117565457|XP_034100450.1|DALB	CG33128|NP_787961.1|DMEL
OG0009862	LOC117565168|XP_034100045.1|DALB	CG4983|NP_609513.1|DMEL
OG0009863	LOC117564119|XP_034098667.1|DALB	CG17078|NP_608512.2|DMEL
OG0009864	LOC117565228|XP_034100125.1|DALB, LOC117564980|XP_034099817.1|DALB	CG33322|NP_995734.1|DMEL
OG0009865	LOC117565522|XP_034100551.1|DALB	Elba3|NP_608850.1|DMEL
OG0009866	LOC117568897|XP_034105692.1|DALB	CG43127|NP_001097575.2|DMEL
OG0009867	LOC117572002|XP_034110408.1|DALB	CG13712|NP_647926.1|DMEL
OG0009868	LOC117568535|XP_034105144.1|DALB, LOC117566452|XP_034101874.1|DALB	CG32221|NP_730456.2|DMEL
OG0009870	LOC117570537|XP_034108135.1|DALB	Cyp312a1|NP_649030.1|DMEL
OG0009871	LOC117567019|XP_034102597.1|DALB	CG17575|NP_001188917.1|DMEL
OG0009872	LOC117569694|XP_034106843.1|DALB	CG4286|NP_611560.1|DMEL
OG0009873	LOC117568635|XP_034105316.1|DALB	pgc|NP_001097411.1|DMEL
OG0009874	LOC117568436|XP_034104991.1|DALB	CG5506|NP_649021.1|DMEL
OG0009875	LOC117567876|XP_034104036.1|DALB	CG11425|NP_649395.1|DMEL
OG0009876	LOC117566581|XP_034102014.1|DALB	CG33626|NP_001027405.2|DMEL
OG0009877	LOC117572340|XP_034110979.1|DALB	Tsen15|NP_724774.1|DMEL
OG0009878	LOC117570378|XP_034107864.1|DALB	CG30056|NP_725186.1|DMEL
OG0009879	LOC117569331|XP_034106351.1|DALB	CG10931|NP_611261.1|DMEL
OG0009880	LOC117571978|XP_034110373.1|DALB, LOC117566620|XP_034102051.1|DALB	CG30278|NP_726180.1|DMEL
OG0009881	LOC117569253|XP_034106218.1|DALB	CG17048|NP_610866.1|DMEL
OG0009882	LOC117569457|XP_034106513.1|DALB	CG10332|NP_611809.2|DMEL
OG0009883	LOC117570277|XP_034107686.1|DALB	CG13423|NP_611485.1|DMEL
OG0009884	LOC117570278|XP_034107687.1|DALB	CG13428|NP_611487.1|DMEL
OG0009885	LOC117566866|XP_034102357.1|DALB	CG1690|NP_610515.1|DMEL
OG0009886	LOC117572079|XP_034110562.1|DALB	ste24c|NP_001261038.1|DMEL
OG0009887	LOC117569656|XP_034106793.1|DALB	CG8586|NP_610402.1|DMEL
OG0009888	LOC117568824|XP_034105591.1|DALB	CG15124|NP_611435.1|DMEL
OG0009889	LOC117568437|XP_034104992.1|DALB	Gpdh2|NP_611760.2|DMEL
OG0009890	LOC117566794|XP_034102228.1|DALB	CG5089|NP_611142.3|DMEL
OG0009891	LOC117566796|XP_034102230.1|DALB	CG14644|NP_649445.3|DMEL
OG0009892	LOC117568379|XP_034104877.1|DALB	CG8260|NP_573069.1|DMEL
OG0009893	LOC117571232|XP_034109173.1|DALB	Drep3|NP_610723.2|DMEL
OG0009894	LOC117574973|XP_034114928.1|DALB	CG10445|NP_649751.2|DMEL
OG0009895	LOC117575616|XP_034115781.1|DALB	RacGAP84C|NP_476704.1|DMEL
OG0009896	LOC117576561|XP_034117291.1|DALB, LOC117576984|XP_034118061.1|DALB	CHKov2|NP_651387.1|DMEL
OG0009897	LOC117575944|XP_034116295.1|DALB	CG5399|NP_650481.1|DMEL
OG0009898	LOC117574200|XP_034113795.1|DALB	CG3987|NP_650421.3|DMEL
OG0009899	LOC117574546|XP_034114307.1|DALB	soti|NP_650358.1|DMEL
OG0009900	LOC117575669|XP_034115846.1|DALB	Ravus|NP_731779.1|DMEL
OG0009901	LOC117574553|XP_034114315.1|DALB	Hex-t1|NP_788744.1|DMEL
OG0009902	LOC117576169|XP_034116640.1|DALB	CG14691|NP_650012.2|DMEL
OG0009903	LOC117575499|XP_034115633.1|DALB	e_y_2b|NP_652310.1|DMEL
OG0009904	LOC117575627|XP_034115795.1|DALB	CG14857|NP_650392.1|DMEL
OG0009905	LOC117575458|XP_034115557.1|DALB	Rbp4|NP_476935.1|DMEL
OG0009906	LOC117574882|XP_034114805.1|DALB	CG9759|NP_650296.1|DMEL
OG0009922	LOC117569477|XP_034106535.1|DALB	CG14104|NP_652408.2|DMEL
OG0009925	LOC117576634|XP_034117451.1|DALB	CG14710|NP_650092.4|DMEL
OG0009927	LOC117577886|XP_034118755.1|DALB	CG11398|NP_569896.1|DMEL
OG0009930	LOC117577992|XP_034118980.1|DALB	CG12986|NP_573243.1|DMEL
OG0009933	LOC117570454|XP_034108005.1|DALB	COX6AL|NP_725504.1|DMEL
OG0009934	LOC117568397|XP_034104919.1|DALB	CG46320|NP_001334709.1|DMEL
OG0009937	LOC117573120|XP_034111936.1|DALB	CG43968|NP_001262238.1|DMEL
OG0009938	LOC117566619|XP_034102054.1|DALB	CG8568|NP_573217.1|DMEL
OG0009941	LOC117565638|XP_034100738.1|DALB	tomb|NP_608936.1|DMEL
OG0009943	LOC117565867|XP_034101095.1|DALB	CG12253|NP_652056.2|DMEL
OG0009944	LOC117568846|XP_034105617.1|DALB	CG11382|NP_569895.1|DMEL
OG0009945	LOC117578057|XP_034119082.1|DALB	CG2202|NP_572657.2|DMEL
OG0009946	LOC117576701|XP_034117598.1|DALB	CG34307|NP_001097753.2|DMEL
OG0009947	LOC117571213|XP_034109151.1|DALB	CG10486|NP_647998.2|DMEL
OG0009948	LOC117577846|XP_034118679.1|DALB	CG3699|NP_569875.2|DMEL
OG0009949	LOC117575544|XP_034115689.1|DALB	dpr16|NP_001287169.1|DMEL
OG0009950	LOC117574595|XP_034114370.1|DALB	CG18765|NP_001097750.1|DMEL
OG0009951	LOC117574255|XP_034113876.1|DALB	Xport-B|NP_001163658.1|DMEL
