Orthogroup	DALB.longest_only	DANA.longest_only
OG0007639	LOC117577542|XP_034118261.1|DALB	LOC6502990|XP_001963459.1|DANA
OG0007640	LOC117571338|XP_034109322.1|DALB	LOC6495629|XP_001959254.1|DANA
OG0007641	LOC117573802|XP_034113102.1|DALB	LOC6500971|XP_001954274.1|DANA
OG0007642	LOC117569269|XP_034106260.1|DALB, LOC117566496|XP_034101927.1|DALB	LOC6496327|XP_001960707.1|DANA
OG0007643	LOC117576419|XP_034117040.1|DALB, LOC117576421|XP_034117044.1|DALB	LOC6499266|XP_001954991.1|DANA
OG0007644	LOC117574219|XP_034113815.1|DALB	LOC6505633|XP_001964567.1|DANA
OG0007645	LOC117574623|XP_034114403.1|DALB	LOC6501304|XP_001954960.1|DANA
OG0007646	LOC117565529|XP_034100564.1|DALB	LOC6497392|XP_001962179.2|DANA
OG0007647	LOC117565934|XP_034101210.1|DALB	LOC6498286|XP_001962462.1|DANA
OG0007648	LOC117572661|XP_034111549.1|DALB	LOC6494078|XP_001961022.1|DANA
OG0007649	LOC117571756|XP_034109997.1|DALB	LOC6507768|XP_001956315.2|DANA
OG0007650	LOC117569256|XP_034106221.1|DALB	LOC6494586|XP_001960057.2|DANA
OG0007651	LOC117577797|XP_034118616.1|DALB	LOC6503575|XP_001964127.2|DANA
OG0007652	LOC117566424|XP_034101845.1|DALB, LOC117566423|XP_034101844.1|DALB	LOC26515208|XP_014764104.1|DANA
OG0007653	LOC117567359|XP_034103188.1|DALB	LOC6493232|XP_001957320.1|DANA
OG0007654	LOC117571729|XP_034109926.1|DALB	LOC6493105|XP_001957050.1|DANA
OG0007655	LOC117571306|XP_034109268.1|DALB, LOC117568377|XP_034104875.1|DALB	LOC6494445|XP_032306963.1|DANA
OG0007657	LOC117570764|XP_034108488.1|DALB, LOC117566634|XP_034102066.1|DALB	LOC6499033|XP_014765877.1|DANA, LOC116654509|XP_032305504.1|DANA
OG0007658	LOC117567756|XP_034103836.1|DALB, LOC117567757|XP_034103839.1|DALB	LOC6502565|XP_001959629.1|DANA
OG0007659	LOC117570659|XP_034108336.1|DALB	LOC6502579|XP_032306949.1|DANA
OG0007660	LOC117573789|XP_034113087.1|DALB, LOC117573786|XP_034113083.1|DALB, LOC117574476|XP_034114205.1|DALB, LOC117573787|XP_034113084.1|DALB, LOC117573790|XP_034113088.1|DALB, LOC117573788|XP_034113086.1|DALB, LOC117574538|XP_034114293.1|DALB	LOC6499528|XP_001954433.1|DANA
OG0007664	LOC117576308|XP_034116854.1|DALB	LOC6501559|XP_001955472.2|DANA
OG0007665	LOC117563452|XP_034097731.1|DALB	LOC6502359|XP_032308271.1|DANA
OG0007666	LOC117569873|XP_034107106.1|DALB	LOC6504456|XP_001966950.1|DANA
OG0007667	LOC117578115|XP_034119190.1|DALB	LOC6503957|XP_001963917.1|DANA
OG0007668	LOC117563350|XP_034097527.1|DALB	LOC6497504|XP_001961946.1|DANA
OG0007669	LOC117565018|XP_034099857.1|DALB	LOC6504821|XP_032309023.1|DANA
OG0007670	LOC117565007|XP_034099846.1|DALB	LOC6504822|XP_001966399.1|DANA
OG0007671	LOC117569032|XP_034105924.1|DALB	LOC6501920|XP_001966691.2|DANA
OG0007672	LOC117577672|XP_034118451.1|DALB	LOC6503960|XP_001963923.1|DANA
OG0007674	LOC117563280|XP_034097442.1|DALB	LOC6504479|XP_001966986.3|DANA
OG0007675	LOC117563635|XP_034097936.1|DALB	LOC6505008|XP_001965642.1|DANA
OG0007676	LOC117566938|XP_034102463.1|DALB	LOC6505096|XP_001965473.1|DANA
OG0007677	LOC117577803|XP_034118625.1|DALB	LOC6503554|XP_001964168.1|DANA
OG0007678	LOC117577688|XP_034118478.1|DALB	LOC26513704|XP_032311950.1|DANA
OG0007679	LOC117578334|XP_034119690.1|DALB	LOC6501878|XP_032311967.1|DANA
OG0007681	LOC117576830|XP_034117795.1|DALB	LOC6498914|XP_032312168.1|DANA
OG0007683	LOC117578230|XP_034119504.1|DALB	LOC6503116|XP_001963454.1|DANA
OG0007684	LOC117577808|XP_034118630.1|DALB	LOC6505260|XP_001965644.1|DANA
OG0007685	LOC117563487|XP_034097790.1|DALB	LOC6493475|XP_032311802.1|DANA
OG0007686	LOC117563391|XP_034097618.1|DALB	LOC6502322|XP_001967151.2|DANA
OG0007687	LOC117576876|XP_034117916.1|DALB	LOC6502119|XP_001966171.2|DANA
OG0007688	LOC117574180|XP_034113764.1|DALB	LOC6499824|XP_001953838.1|DANA
OG0007689	LOC117577549|XP_034118271.1|DALB	LOC6504377|XP_001967088.2|DANA
OG0007690	LOC117577899|XP_034118773.1|DALB	LOC6501836|XP_014759595.1|DANA
OG0007691	LOC117573625|XP_034112818.1|DALB	LOC6498931|XP_014765829.1|DANA
OG0007692	LOC117577555|XP_034118278.1|DALB	LOC6504482|XP_032308248.1|DANA
OG0007693	LOC117570577|XP_034108217.1|DALB	LOC6498804|XP_001967292.1|DANA
OG0007694	LOC117572804|XP_034111796.1|DALB	LOC6506340|XP_001958073.1|DANA
OG0007695	LOC117569842|XP_034107064.1|DALB	LOC6503075|XP_032308951.1|DANA
OG0007696	LOC117571051|XP_034108910.1|DALB	LOC6502774|XP_001958199.3|DANA
OG0007697	LOC117569401|XP_034106427.1|DALB	LOC6507698|XP_014765413.1|DANA
OG0007698	LOC117565223|XP_034100160.1|DALB	LOC6503565|XP_001964150.2|DANA
OG0007699	LOC117577546|XP_034118267.1|DALB	LOC6503720|XP_001963868.1|DANA
OG0007700	LOC117570863|XP_034108644.1|DALB	LOC6507947|XP_001966480.1|DANA
OG0007701	LOC117569550|XP_034106652.1|DALB	LOC6503898|XP_032308467.1|DANA
OG0007702	LOC117577636|XP_034118396.1|DALB	LOC6503881|XP_001963774.1|DANA
OG0007703	LOC117571400|XP_034109421.1|DALB	LOC6502288|XP_001966175.1|DANA
OG0007704	LOC117575602|XP_034115762.1|DALB	LOC6501187|XP_001954720.1|DANA
OG0007705	LOC117578188|XP_034119440.1|DALB	LOC6501847|XP_001966810.1|DANA
OG0007706	LOC117575518|XP_034115659.1|DALB	LOC6505066|XP_001965527.1|DANA
OG0007707	LOC117574714|XP_034114530.1|DALB	LOC6504270|XP_032308860.1|DANA
OG0007708	LOC117574698|XP_034114544.1|DALB	LOC6504918|XP_014759855.1|DANA
OG0007709	LOC117577723|XP_034118521.1|DALB	LOC6502169|XP_001966092.1|DANA
OG0007710	LOC117575849|XP_034116161.1|DALB	LOC6507964|XP_032311915.1|DANA
OG0007711	LOC117567264|XP_034103019.1|DALB	LOC6504493|XP_001967006.1|DANA
OG0007712	LOC117575639|XP_034115821.1|DALB	LOC6503742|XP_032308418.1|DANA
OG0007713	LOC117578124|XP_034119202.1|DALB	LOC6504014|XP_032308445.1|DANA
OG0007714	LOC117578229|XP_034119498.1|DALB	LOC6504526|XP_001967074.1|DANA
OG0007715	LOC117577908|XP_034118796.1|DALB	LOC6501853|XP_001966798.1|DANA
OG0007716	LOC117577737|XP_034118536.1|DALB	LOC6503519|XP_001964222.1|DANA
OG0007717	LOC117573891|XP_034113283.1|DALB	LOC6499392|XP_001954728.1|DANA
OG0007718	LOC117577552|XP_034118273.1|DALB	LOC6503617|XP_001964060.1|DANA
OG0007719	LOC117568249|XP_034104624.1|DALB	LOC6503969|XP_032308572.1|DANA
OG0007720	LOC117571743|XP_034109974.1|DALB	LOC6503967|XP_032308385.1|DANA
OG0007721	LOC117574014|XP_034113494.1|DALB	LOC6501922|XP_032308131.1|DANA
OG0007722	LOC117567752|XP_034103835.1|DALB	LOC6501903|XP_001966697.3|DANA
OG0007723	LOC117577580|XP_034118315.1|DALB	LOC6501925|XP_032308164.1|DANA
OG0007724	LOC117566214|XP_034101648.1|DALB	LOC6507328|XP_001965355.3|DANA
OG0007725	LOC117574929|XP_034114908.1|DALB	LOC6505235|XP_001965592.1|DANA
OG0007726	LOC117576552|XP_034117328.1|DALB	LOC6503141|XP_001963511.1|DANA
OG0007727	LOC117577773|XP_034118584.1|DALB	LOC6502256|XP_001966094.1|DANA
OG0007728	LOC117570721|XP_034108428.1|DALB	LOC6504738|XP_001966288.1|DANA
OG0007729	LOC117578071|XP_034119103.1|DALB	LOC6502978|XP_001963481.1|DANA
OG0007730	LOC117575503|XP_034115641.1|DALB	LOC6504749|XP_032309020.1|DANA
OG0007731	LOC117568916|XP_034105713.1|DALB	LOC6507000|XP_014765028.1|DANA
OG0007732	LOC117565051|XP_034099888.1|DALB	LOC6498766|XP_032308205.1|DANA
OG0007733	LOC117567282|XP_034103043.1|DALB	LOC6504507|XP_001967041.1|DANA
OG0007734	LOC117567237|XP_034102966.1|DALB	LOC6504402|XP_001967039.1|DANA
OG0007735	LOC117577633|XP_034118392.1|DALB	LOC6503877|XP_001963761.1|DANA
OG0007736	LOC117563376|XP_034097575.1|DALB	LOC6504833|XP_001966418.1|DANA
OG0007738	LOC117573294|XP_034112289.1|DALB	LOC6499771|XP_014766218.1|DANA
OG0007739	LOC117578138|XP_034119242.1|DALB	LOC6504971|XP_001965714.2|DANA
OG0007740	LOC117568674|XP_034105374.1|DALB	LOC6504926|XP_001966605.1|DANA
OG0007741	LOC117578056|XP_034119080.1|DALB	LOC6502250|XP_032309340.1|DANA
OG0007742	LOC117576037|XP_034116454.1|DALB	LOC6502391|XP_014759387.1|DANA
OG0007743	LOC117575230|XP_034115251.1|DALB	LOC6505530|XP_032312382.1|DANA
OG0007744	LOC117569745|XP_034106923.1|DALB	LOC26515257|XP_014762411.1|DANA
OG0007745	LOC117575748|XP_034115997.1|DALB	LOC6500884|XP_001954103.2|DANA
OG0007746	LOC117574645|XP_034114435.1|DALB	LOC6505637|XP_001964557.1|DANA
OG0007747	LOC117577544|XP_034118263.1|DALB	LOC6504995|XP_032307820.1|DANA
OG0007748	LOC117578048|XP_034119058.1|DALB	LOC6498768|XP_032308235.1|DANA
OG0007749	LOC117578152|XP_034119262.1|DALB	LOC6504648|XP_001966475.1|DANA
OG0007750	LOC117574424|XP_034114153.1|DALB	LOC6505949|XP_001964665.1|DANA
OG0007751	LOC117566218|XP_034101653.1|DALB	LOC6497696|XP_001961548.1|DANA
OG0007752	LOC117578116|XP_034119192.1|DALB	LOC6503958|XP_001963919.1|DANA
OG0007753	LOC117578182|XP_034119386.1|DALB	LOC6501838|XP_001966826.1|DANA
OG0007754	LOC117567198|XP_034102921.1|DALB	LOC6506120|XP_001958508.1|DANA
OG0007755	LOC117567189|XP_034102910.1|DALB	LOC6505161|XP_001965460.3|DANA
OG0007756	LOC117566873|XP_034102374.1|DALB	LOC6502123|XP_032309402.1|DANA
OG0007757	LOC117568881|XP_034105675.1|DALB	LOC6503598|XP_001964084.2|DANA
OG0007758	LOC117564785|XP_034099584.1|DALB	LOC6506318|XP_001965152.1|DANA
OG0007759	LOC117575208|XP_034115223.1|DALB	LOC6498979|XP_001955570.2|DANA
OG0007760	LOC117569235|XP_034106202.1|DALB	LOC6504917|XP_001966587.1|DANA
OG0007761	LOC117572395|XP_034111066.1|DALB	LOC6505157|XP_001965455.1|DANA
OG0007762	LOC117574205|XP_034113804.1|DALB	LOC6505101|XP_001965456.2|DANA
OG0007763	LOC117566223|XP_034101659.1|DALB	LOC6497694|XP_001961552.2|DANA
OG0007764	LOC117563360|XP_034097545.1|DALB	LOC6503680|XP_014761024.1|DANA
OG0007765	LOC117578067|XP_034119098.1|DALB	LOC6503979|XP_032308612.1|DANA
OG0007766	LOC117575178|XP_034115179.1|DALB	LOC6500172|XP_014766410.1|DANA
OG0007768	LOC117576413|XP_034117035.1|DALB	LOC6504582|XP_001966585.1|DANA
OG0007769	LOC117577692|XP_034118483.1|DALB	LOC6494135|XP_001965971.2|DANA
OG0007770	LOC117569784|XP_034106979.1|DALB	LOC6497945|XP_001961773.1|DANA
OG0007771	LOC117564157|XP_034098713.1|DALB	LOC6497812|XP_001961497.2|DANA
OG0007772	LOC117566012|XP_034101328.1|DALB	LOC6502207|XP_001966033.1|DANA
OG0007773	LOC117565175|XP_034100058.1|DALB	LOC116656051|XP_032311222.1|DANA, LOC6497116|XP_001962726.3|DANA
OG0007774	LOC117570397|XP_034107907.1|DALB	LOC6493521|XP_001957917.2|DANA
OG0007775	LOC117564008|XP_034098494.1|DALB	LOC6498788|XP_001967257.1|DANA
OG0007776	LOC117577610|XP_034118348.1|DALB	LOC6505173|XP_014760308.1|DANA
OG0007777	LOC117564291|XP_034098884.1|DALB	LOC6505257|XP_001965639.1|DANA
OG0007778	LOC117576372|XP_034116962.1|DALB	LOC6502957|XP_001963516.1|DANA
OG0007779	LOC117567934|XP_034104114.1|DALB	LOC6507023|XP_001956804.1|DANA
OG0007780	LOC117567468|XP_034103383.1|DALB	LOC6505140|XP_001965427.1|DANA
OG0007781	LOC117568613|XP_034105269.1|DALB	LOC6502297|XP_014760003.1|DANA
OG0007782	LOC117570220|XP_034107648.1|DALB	LOC6504176|XP_001964325.1|DANA
OG0007783	LOC117563604|XP_034097893.1|DALB	LOC6503095|XP_001963414.1|DANA
OG0007784	LOC117574122|XP_034113666.1|DALB	LOC6500987|XP_001954305.1|DANA
OG0007785	LOC117575961|XP_034116334.1|DALB	LOC6502212|XP_001966021.1|DANA
OG0007786	LOC117565842|XP_034101049.1|DALB	LOC6497693|XP_032307445.1|DANA
OG0007787	LOC117575630|XP_034115798.1|DALB	LOC6499013|XP_032312132.1|DANA
OG0007788	LOC117576776|XP_034117720.1|DALB	LOC6499363|XP_001954791.1|DANA
OG0007789	LOC117573434|XP_034112540.1|DALB	LOC6499796|XP_032306612.1|DANA
OG0007790	LOC117576801|XP_034117751.1|DALB	LOC6499073|XP_001955364.3|DANA
OG0007791	LOC117576748|XP_034117673.1|DALB	LOC6499074|XP_032310798.1|DANA
OG0007792	LOC117574515|XP_034114269.1|DALB	LOC6503152|XP_001963529.1|DANA
OG0007793	LOC117576497|XP_034117167.1|DALB	LOC6500328|XP_032305327.1|DANA
OG0007794	LOC117578315|XP_034119661.1|DALB	LOC6503196|XP_001963623.1|DANA
OG0007795	LOC117572601|XP_034111417.1|DALB	LOC6503560|XP_001964158.1|DANA
OG0007796	LOC117573662|XP_034112881.1|DALB	LOC6499880|XP_001953712.1|DANA
OG0007797	LOC117574597|XP_034114373.1|DALB	LOC6498989|XP_014765867.1|DANA
OG0007798	LOC117574599|XP_034114377.1|DALB	LOC6498990|XP_001955551.1|DANA
OG0007799	LOC117573774|XP_034113064.1|DALB	LOC6501620|XP_001955619.1|DANA
OG0007800	LOC117574746|XP_034114574.1|DALB	LOC6500856|XP_001954045.1|DANA
OG0007801	LOC117573934|XP_034113350.1|DALB	LOC6502659|XP_001953686.2|DANA
OG0007802	LOC117576952|XP_034118006.1|DALB	LOC6499998|XP_001953436.1|DANA
OG0007803	LOC117573433|XP_034112539.1|DALB	LOC6499911|XP_001953649.2|DANA
OG0007804	LOC117577779|XP_034118589.1|DALB	LOC6505056|XP_032308010.1|DANA
OG0007805	LOC117577784|XP_034118600.1|DALB	LOC6505205|XP_001965546.1|DANA
OG0007806	LOC117577781|XP_034118596.1|DALB	LOC6505055|XP_001965547.1|DANA
OG0007808	LOC117575408|XP_034115478.1|DALB	LOC6499889|XP_001953694.1|DANA
OG0007809	LOC117577974|XP_034118946.1|DALB	LOC6502948|XP_001963538.1|DANA
OG0007810	LOC117563688|XP_034098011.1|DALB	LOC6505810|XP_001965029.1|DANA
OG0007811	LOC117575646|XP_034115818.1|DALB	LOC6500248|XP_032312148.1|DANA
OG0007812	LOC117567038|XP_034102642.1|DALB	LOC6501938|XP_001966727.1|DANA
OG0007813	LOC117574130|XP_034113679.1|DALB	LOC6501451|XP_001955285.1|DANA
OG0007814	LOC117564392|XP_034099006.1|DALB	LOC6503794|XP_001963733.1|DANA
OG0007815	LOC117565331|XP_034100272.1|DALB	LOC6501874|XP_001966758.1|DANA
OG0007816	LOC117571504|XP_034109563.1|DALB	LOC6506771|XP_001957271.1|DANA
OG0007817	LOC117574707|XP_034114511.1|DALB	LOC6501415|XP_001955203.1|DANA
OG0007818	LOC117573482|XP_034112599.1|DALB	LOC6498905|XP_001955703.2|DANA
OG0007819	LOC117565478|XP_034100476.1|DALB	LOC6502927|XP_001963573.1|DANA
OG0007820	LOC117576531|XP_034117245.1|DALB	LOC6500566|XP_014766627.1|DANA
OG0007821	LOC117574857|XP_034114764.1|DALB	LOC6501593|XP_032312215.1|DANA
OG0007822	LOC117574856|XP_034114763.1|DALB	LOC6498996|XP_001955543.3|DANA
OG0007823	LOC117575874|XP_034116195.1|DALB	LOC6498994|XP_001955545.1|DANA
OG0007824	LOC117574870|XP_034114779.1|DALB	LOC6505541|XP_001964731.1|DANA
OG0007825	LOC117573951|XP_034113368.1|DALB	LOC6500866|XP_001954066.1|DANA
OG0007826	LOC117575864|XP_034116176.1|DALB	LOC6501355|XP_001955058.1|DANA
OG0007827	LOC117578089|XP_034119145.1|DALB	LOC6504569|XP_001966615.1|DANA
OG0007828	LOC117567192|XP_034102912.1|DALB	LOC6493318|XP_001957514.1|DANA
OG0007830	LOC117575467|XP_034115573.1|DALB	LOC6500892|XP_001954118.1|DANA
OG0007831	LOC117578175|XP_034119357.1|DALB	LOC6504907|XP_001966569.2|DANA
OG0007832	LOC117568591|XP_034105228.1|DALB	LOC6502246|XP_001967143.2|DANA
OG0007833	LOC117566274|XP_034101699.1|DALB	LOC6504889|XP_014759846.1|DANA
OG0007834	LOC117575528|XP_034115667.1|DALB	LOC6500664|XP_001953678.1|DANA
OG0007835	LOC117574325|XP_034114026.1|DALB	LOC6500671|XP_001953692.1|DANA
OG0007836	LOC117575895|XP_034116229.1|DALB	LOC6501389|XP_032309327.1|DANA
OG0007837	LOC117573445|XP_034112557.1|DALB	LOC6501395|XP_001955159.1|DANA
OG0007838	LOC117574749|XP_034114580.1|DALB	LOC6499171|XP_032305723.1|DANA
OG0007839	LOC117563588|XP_034097868.1|DALB	LOC6501955|XP_001966759.1|DANA
OG0007840	LOC117576769|XP_034117711.1|DALB	LOC6499014|XP_001955511.1|DANA
OG0007841	LOC117573716|XP_034112976.1|DALB	LOC6500827|XP_001953993.2|DANA
OG0007842	LOC117573652|XP_034112866.1|DALB	LOC6501184|XP_014766916.1|DANA
OG0007843	LOC117573577|XP_034112756.1|DALB	LOC6499400|XP_001954713.2|DANA
OG0007844	LOC117571283|XP_034109237.1|DALB	LOC6495621|XP_001959239.1|DANA
OG0007845	LOC117574771|XP_034114606.1|DALB	LOC6500168|XP_001953098.2|DANA
OG0007846	LOC117569171|XP_034106133.1|DALB	LOC6504048|XP_001964081.1|DANA
OG0007847	LOC117576518|XP_034117218.1|DALB	LOC6499117|XP_001955266.1|DANA
OG0007848	LOC117573480|XP_034112598.1|DALB	LOC6498903|XP_001955705.1|DANA
OG0007849	LOC117573794|XP_034113093.1|DALB	LOC6505680|XP_001964468.1|DANA
OG0007850	LOC117573793|XP_034113091.1|DALB	LOC6505840|XP_001964467.3|DANA
OG0007851	LOC117576145|XP_034116603.1|DALB	LOC26515123|XP_014760936.1|DANA
OG0007852	LOC117576246|XP_034116758.1|DALB	LOC6499839|XP_001953802.1|DANA
OG0007853	LOC117573394|XP_034112488.1|DALB	LOC6499227|XP_001955067.3|DANA
OG0007854	LOC117576975|XP_034118045.1|DALB	LOC6501655|XP_014767151.1|DANA
OG0007855	LOC117574903|XP_034114832.1|DALB	LOC6500640|XP_001953626.3|DANA
OG0007856	LOC117573485|XP_034112603.1|DALB	LOC6498904|XP_014765812.1|DANA
OG0007857	LOC117575069|XP_034115048.1|DALB	LOC6499054|XP_014765879.1|DANA
OG0007858	LOC117565958|XP_034101244.1|DALB	LOC6497448|XP_014761709.2|DANA
OG0007859	LOC117577543|XP_034118262.1|DALB	LOC6501857|XP_001966790.1|DANA
OG0007860	LOC117575010|XP_034114977.1|DALB	LOC6500684|XP_032312334.1|DANA
OG0007861	LOC117573275|XP_034112249.1|DALB	LOC6500682|XP_001953717.1|DANA
OG0007863	LOC117564696|XP_034099460.1|DALB	LOC6497929|XP_001961739.1|DANA
OG0007864	LOC117576802|XP_034117753.1|DALB	LOC6499470|XP_001954575.2|DANA
OG0007865	LOC117568942|XP_034105771.1|DALB	LOC6507919|XP_001956601.1|DANA
OG0007866	LOC117575102|XP_034115096.1|DALB	LOC6500916|XP_032305427.1|DANA
OG0007868	LOC117575363|XP_034115417.1|DALB	LOC6499114|XP_001955273.2|DANA
OG0007869	LOC117567096|XP_034102770.1|DALB	LOC6503080|XP_032308978.1|DANA
OG0007870	LOC117566847|XP_034102329.1|DALB	LOC6493496|XP_032309996.1|DANA
OG0007871	LOC117577752|XP_034118554.1|DALB	LOC6503734|XP_032308485.1|DANA
OG0007872	LOC117572702|XP_034111649.1|DALB	LOC6506500|XP_032310023.1|DANA
OG0007873	LOC117572354|XP_034111006.1|DALB	LOC26514431|XP_014765621.1|DANA
OG0007874	LOC117576957|XP_034118018.1|DALB	LOC6503637|XP_032308465.1|DANA
OG0007875	LOC117568421|XP_034104957.1|DALB	LOC6496605|XP_014763891.1|DANA
OG0007876	LOC117569855|XP_034107083.1|DALB	LOC6503027|XP_001963384.1|DANA
OG0007877	LOC117570644|XP_034108306.1|DALB	LOC6503915|XP_032308527.1|DANA
OG0007878	LOC117568334|XP_034104809.1|DALB	LOC6495599|XP_014763363.1|DANA
OG0007879	LOC117567933|XP_034104112.1|DALB	LOC6506537|XP_014764809.1|DANA
OG0007880	LOC117570308|XP_034107771.1|DALB	LOC6504175|XP_001964324.1|DANA
OG0007881	LOC117570998|XP_034108838.1|DALB	LOC6507644|XP_001956064.1|DANA
OG0007882	LOC117568595|XP_034105234.1|DALB	LOC6493126|XP_001957096.1|DANA
OG0007883	LOC117567446|XP_034103344.1|DALB	LOC6493125|XP_001957095.1|DANA
OG0007884	LOC117566802|XP_034102240.1|DALB	LOC6506581|XP_001957602.1|DANA
OG0007885	LOC117568233|XP_034104598.1|DALB	LOC6493960|XP_032311601.1|DANA
OG0007886	LOC117563694|XP_034098029.1|DALB	LOC6505872|XP_001965039.1|DANA
OG0007887	LOC117568594|XP_034105233.1|DALB	LOC6506866|XP_001957097.2|DANA
OG0007888	LOC117567658|XP_034103667.1|DALB	LOC6506526|XP_001957712.1|DANA
OG0007889	LOC117570177|XP_034107544.1|DALB	LOC6493742|XP_001958353.1|DANA
OG0007890	LOC117572556|XP_034111319.1|DALB	LOC6507725|XP_014765428.2|DANA
OG0007891	LOC117573756|XP_034113031.1|DALB	LOC6501077|XP_001954515.1|DANA
OG0007892	LOC117566978|XP_034102531.1|DALB	LOC6496674|XP_001961376.2|DANA
OG0007893	LOC117572169|XP_034110710.1|DALB	LOC6495903|XP_001959825.1|DANA
OG0007894	LOC117568878|XP_034105659.1|DALB	LOC6493725|XP_032309761.1|DANA
OG0007895	LOC117569739|XP_034106913.1|DALB	LOC6507551|XP_032310799.1|DANA
OG0007896	LOC117566372|XP_034101761.1|DALB	LOC6506460|XP_014764775.1|DANA
OG0007897	LOC117568822|XP_034105588.1|DALB	LOC6507608|XP_001955995.1|DANA
OG0007898	LOC117568900|XP_034105694.1|DALB	LOC6507539|XP_001955881.1|DANA
OG0007899	LOC117572311|XP_034110933.1|DALB	LOC6493415|XP_014764372.1|DANA
OG0007900	LOC117567135|XP_034102836.1|DALB	LOC26515216|XP_014764105.1|DANA
OG0007901	LOC117567596|XP_034103571.1|DALB	LOC6493023|XP_001956880.1|DANA
OG0007902	LOC117576557|XP_034117289.1|DALB	LOC6504739|XP_001966284.1|DANA
OG0007903	LOC117568727|XP_034105437.1|DALB	LOC6506790|XP_001957237.1|DANA
OG0007904	LOC117572300|XP_034110903.1|DALB	LOC6506914|XP_001957001.1|DANA
OG0007905	LOC117564724|XP_034099497.1|DALB	LOC6498147|XP_001962175.1|DANA
OG0007906	LOC117572509|XP_034111253.1|DALB	LOC6506614|XP_014764842.1|DANA
OG0007907	LOC117572361|XP_034111015.1|DALB	LOC6493342|XP_001957557.1|DANA
OG0007908	LOC117572362|XP_034111016.1|DALB	LOC6506606|XP_001957558.1|DANA
OG0007909	LOC117566300|XP_034101701.1|DALB	LOC6504890|XP_001966539.2|DANA
OG0007910	LOC117569864|XP_034107090.1|DALB	LOC6493653|XP_001958168.1|DANA
OG0007911	LOC117568987|XP_034105850.1|DALB	LOC6493128|XP_001957100.1|DANA
OG0007912	LOC117568991|XP_034105853.1|DALB	LOC6507464|XP_001955960.1|DANA
OG0007913	LOC117568993|XP_034105856.1|DALB	LOC6506864|XP_001957101.3|DANA
OG0007914	LOC117570915|XP_034108714.1|DALB	LOC6507127|XP_001956623.2|DANA
OG0007915	LOC117567684|XP_034103699.1|DALB	LOC6493384|XP_001957647.1|DANA
OG0007917	LOC117568575|XP_034105195.1|DALB	LOC6495924|XP_001959864.1|DANA
OG0007918	LOC117570066|XP_034107392.1|DALB	LOC6494617|XP_001960003.1|DANA
OG0007919	LOC117566641|XP_034102074.1|DALB	LOC6494729|XP_001959776.1|DANA
OG0007920	LOC117571178|XP_034109097.1|DALB	LOC6494945|XP_001959349.2|DANA
OG0007921	LOC117569440|XP_034106494.1|DALB	LOC6495247|XP_001958765.1|DANA
OG0007922	LOC117574700|XP_034114503.1|DALB	LOC6500528|XP_014766598.1|DANA
OG0007923	LOC117566733|XP_034102170.1|DALB	LOC6502993|XP_014761280.1|DANA
OG0007924	LOC117572213|XP_034110776.1|DALB	LOC6494327|XP_014762752.1|DANA
OG0007925	LOC117570437|XP_034107985.1|DALB, LOC117566555|XP_034101987.1|DALB	LOC6494379|XP_001960431.1|DANA
OG0007926	LOC117566401|XP_034101805.1|DALB	LOC6494416|XP_001960370.1|DANA
OG0007927	LOC117564133|XP_034098684.1|DALB	LOC6497764|XP_032307715.1|DANA
OG0007928	LOC117563340|XP_034097506.1|DALB	LOC6497186|XP_014761551.1|DANA
OG0007929	LOC117563316|XP_034097465.1|DALB	LOC6498241|XP_032307482.1|DANA
OG0007930	LOC117566799|XP_034102232.1|DALB	LOC6496204|XP_001960444.1|DANA
OG0007931	LOC117563397|XP_034097621.1|DALB	LOC6498198|XP_001962279.1|DANA
OG0007932	LOC117576074|XP_034116507.1|DALB	LOC6501789|XP_032311959.1|DANA
OG0007933	LOC117575350|XP_034115407.1|DALB	LOC26514457|XP_014767290.1|DANA
OG0007934	LOC117564843|XP_034099667.1|DALB	LOC6495890|XP_001959790.1|DANA
OG0007936	LOC117563666|XP_034097975.1|DALB	LOC6498588|XP_001963119.1|DANA
OG0007937	LOC117564002|XP_034098483.1|DALB	LOC6504501|XP_001964943.1|DANA
OG0007939	LOC117565985|XP_034101288.1|DALB	LOC6503378|XP_001965341.1|DANA
OG0007940	LOC117565983|XP_034101282.1|DALB	LOC6507263|XP_014760608.2|DANA
OG0007941	LOC117567197|XP_034102917.1|DALB	LOC26514317|XP_014759182.1|DANA
OG0007942	LOC117578008|XP_034119037.1|DALB	LOC6495857|XP_001959718.2|DANA
OG0007944	LOC117568983|XP_034105840.1|DALB	LOC6507588|XP_014765337.2|DANA
OG0007945	LOC117563603|XP_034097888.1|DALB	LOC6496916|XP_032311171.1|DANA
OG0007946	LOC117564560|XP_034099284.1|DALB	LOC6495718|XP_001959432.2|DANA
OG0007948	LOC117563572|XP_034097846.1|DALB	LOC6497792|XP_032307584.1|DANA
OG0007949	LOC117565592|XP_034100686.1|DALB	LOC6503631|XP_001964034.2|DANA
OG0007950	LOC117565741|XP_034100878.1|DALB	LOC6506929|XP_001965278.1|DANA
OG0007951	LOC117563267|XP_034097385.1|DALB	LOC6496988|XP_001962985.1|DANA
OG0007952	LOC117566130|XP_034101502.1|DALB	LOC6497244|XP_001962487.1|DANA
OG0007953	LOC117563621|XP_034097912.1|DALB	LOC6497343|XP_001962282.1|DANA
