Orthogroup	DALB.longest_only	DMIR.longest_only
OG0009642	LOC117574399|XP_034114129.1|DALB	LOC108154543|XP_017140335.1|DMIR
OG0009643	LOC117574487|XP_034114216.1|DALB	LOC108154006|XP_033245833.1|DMIR
OG0009644	LOC117575992|XP_034116380.1|DALB	LOC108156513|XP_017143506.1|DMIR
OG0009645	LOC117575368|XP_034115424.1|DALB	LOC108156516|XP_017143510.1|DMIR
OG0009646	LOC117574391|XP_034114120.1|DALB	LOC108155853|XP_017142454.1|DMIR
OG0009647	LOC117574722|XP_034114540.1|DALB	LOC108155856|XP_017142457.1|DMIR
OG0009648	LOC117574517|XP_034114268.1|DALB	LOC108157373|XP_017144890.1|DMIR
OG0009649	LOC117573821|XP_034113137.1|DALB	LOC108154766|XP_017140638.1|DMIR
OG0009650	LOC117564198|XP_034098765.1|DALB	LOC108161979|XP_017151932.1|DMIR
OG0009651	LOC117563968|XP_034098447.1|DALB	LOC108162505|XP_017152770.1|DMIR
OG0009652	LOC117565269|XP_034100187.1|DALB	LOC108162796|XP_017153187.1|DMIR
OG0009653	LOC117564809|XP_034099620.1|DALB	LOC108162985|XP_017153481.1|DMIR
OG0009654	LOC117564810|XP_034099623.1|DALB	LOC108162986|XP_017153483.1|DMIR
OG0009655	LOC117566132|XP_034101504.1|DALB	LOC108162706|XP_017153053.1|DMIR
OG0009656	LOC117564043|XP_034098544.1|DALB	LOC108163294|XP_017153989.1|DMIR
OG0009657	LOC117565084|XP_034099925.1|DALB	LOC108161166|XP_033248864.1|DMIR
OG0009658	LOC117564359|XP_034098964.1|DALB	LOC108163985|XP_033249243.1|DMIR
OG0009659	LOC117563525|XP_034097797.1|DALB	LOC108162033|XP_017152040.1|DMIR
OG0009660	LOC117565407|XP_034100383.1|DALB	LOC108162938|XP_017153413.1|DMIR
OG0009661	LOC117563903|XP_034098355.1|DALB	LOC108162945|XP_017153425.1|DMIR
OG0009662	LOC117563211|XP_034097293.1|DALB	LOC108162521|XP_017152791.1|DMIR
OG0009663	LOC117564174|XP_034098733.1|DALB	LOC108162650|XP_017152971.1|DMIR
OG0009664	LOC117564380|XP_034098991.1|DALB	LOC108161726|XP_017151538.1|DMIR
OG0009665	LOC117565953|XP_034101233.1|DALB	LOC108164259|XP_017155388.1|DMIR
OG0009666	LOC117564541|XP_034099254.1|DALB	LOC108163565|XP_017154419.1|DMIR
OG0009667	LOC117564040|XP_034098535.1|DALB	LOC108163219|XP_017153862.1|DMIR
OG0009668	LOC117565549|XP_034100604.1|DALB	LOC108164216|XP_017155338.1|DMIR
OG0009669	LOC117563474|XP_034097721.1|DALB	LOC108162695|XP_017153034.1|DMIR
OG0009670	LOC117563271|XP_034097390.1|DALB	LOC108162920|XP_017153391.1|DMIR
OG0009671	LOC117564191|XP_034098756.1|DALB	LOC108161711|XP_017151519.1|DMIR
OG0009672	LOC117565924|XP_034101188.1|DALB	LOC108164045|XP_017155112.1|DMIR
OG0009673	LOC117564993|XP_034099829.1|DALB	LOC108164046|XP_017155113.1|DMIR
OG0009674	LOC117565116|XP_034099970.1|DALB	LOC108163532|XP_017154374.1|DMIR
OG0009675	LOC117566056|XP_034101402.1|DALB	LOC108163843|XP_017154847.1|DMIR
OG0009676	LOC117565231|XP_034100129.1|DALB	LOC108162300|XP_017152455.1|DMIR
OG0009677	LOC117565181|XP_034100069.1|DALB	LOC108162716|XP_017153068.1|DMIR
OG0009679	LOC117565157|XP_034100031.1|DALB	LOC108163247|XP_017153902.1|DMIR
OG0009680	LOC117563699|XP_034098034.1|DALB	LOC108162869|XP_017153310.1|DMIR
OG0009681	LOC117571028|XP_034108878.1|DALB	LOC117192711|XP_033253338.1|DMIR, LOC108160794|XP_017150493.1|DMIR
OG0009682	LOC117566565|XP_034101997.1|DALB	LOC108158007|XP_017145639.1|DMIR
OG0009683	LOC117569326|XP_034106344.1|DALB	LOC108158181|XP_017145888.1|DMIR
OG0009684	LOC117569324|XP_034106341.1|DALB	LOC108158290|XP_017146015.1|DMIR
OG0009685	LOC117569446|XP_034106500.1|DALB	LOC108160927|XP_017150702.1|DMIR
OG0009686	LOC117569079|XP_034105985.1|DALB	LOC108160935|XP_017150712.2|DMIR, LOC117191426|XP_033252188.1|DMIR
OG0009687	LOC117568457|XP_034105024.1|DALB	LOC117190748|XP_033251702.1|DMIR, LOC108159309|XP_017147972.1|DMIR
OG0009688	LOC117567675|XP_034103688.1|DALB	LOC108159929|XP_017149064.1|DMIR, LOC117190955|XP_033251839.1|DMIR
OG0009689	LOC117572720|XP_034111673.1|DALB	LOC108159211|XP_017147778.1|DMIR
OG0009690	LOC117568226|XP_034104591.1|DALB	LOC108160315|XP_017149727.1|DMIR
OG0009691	LOC117571996|XP_034110398.1|DALB	LOC117191535|XP_033252264.1|DMIR, LOC108158484|XP_017146281.1|DMIR
OG0009692	LOC117570114|XP_034107468.1|DALB	LOC117189473|XP_033250497.1|DMIR
OG0009693	LOC117571904|XP_034110267.1|DALB	LOC108159235|XP_017147831.1|DMIR
OG0009694	LOC117566713|XP_034102149.1|DALB	LOC108158903|XP_033253728.1|DMIR, LOC117188391|XP_033248085.1|DMIR
OG0009695	LOC117571261|XP_034109213.1|DALB	LOC108158879|XP_017147121.1|DMIR
OG0009698	LOC117568295|XP_034104706.1|DALB	LOC108159993|XP_017149198.2|DMIR
OG0009700	LOC117567131|XP_034102832.1|DALB	LOC117192605|XP_033253212.1|DMIR, LOC108159106|XP_017147568.1|DMIR
OG0009701	LOC117576596|XP_034117376.1|DALB	LOC108155307|XP_017141513.1|DMIR
OG0009703	LOC117564126|XP_034098678.1|DALB	LOC108162280|XP_017152428.1|DMIR
OG0009704	LOC117571489|XP_034109548.1|DALB	LOC108158226|XP_017145945.1|DMIR
OG0009705	LOC117570616|XP_034108268.1|DALB	LOC108158154|XP_017145865.1|DMIR
OG0009706	LOC117566697|XP_034102134.1|DALB	LOC108161016|XP_017150817.1|DMIR
OG0009707	LOC117574578|XP_034114349.1|DALB	LOC108156552|XP_017143560.1|DMIR
OG0009708	LOC117569448|XP_034106502.1|DALB	LOC108160848|XP_017150593.1|DMIR
OG0009709	LOC117569343|XP_034106363.1|DALB	LOC108160322|XP_017149737.1|DMIR
OG0009710	LOC117569342|XP_034106362.1|DALB	LOC108160321|XP_017149736.1|DMIR
OG0009711	LOC117571060|XP_034108920.1|DALB	LOC108159891|XP_017148998.1|DMIR
OG0009712	LOC117570173|XP_034107541.1|DALB	LOC108151304|XP_017135329.1|DMIR
OG0009713	LOC117568803|XP_034105555.1|DALB	LOC108160131|XP_017149415.1|DMIR
OG0009714	LOC117567847|XP_034103990.1|DALB	LOC108158525|XP_017146395.1|DMIR
OG0009715	LOC117566486|XP_034101910.1|DALB	LOC117190377|XP_033251349.1|DMIR, LOC108159682|XP_017148665.1|DMIR
OG0009717	LOC117570653|XP_034108316.1|DALB	LOC117185788|XP_033253103.1|DMIR, LOC108159870|XP_017148959.1|DMIR
OG0009718	LOC117569037|XP_034105926.1|DALB	LOC108158340|XP_017146067.1|DMIR
OG0009719	LOC117567765|XP_034103849.1|DALB	LOC117193776|XP_033254396.1|DMIR, LOC108160806|XP_017150519.1|DMIR
OG0009720	LOC117572411|XP_034111086.1|DALB	LOC108159613|XP_017148556.1|DMIR, LOC117193474|XP_033254123.1|DMIR
OG0009721	LOC117570741|XP_034108454.1|DALB	LOC108159312|XP_017147975.1|DMIR
OG0009722	LOC117569645|XP_034106775.1|DALB	LOC108159099|XP_017147559.1|DMIR
OG0009723	LOC117569588|XP_034106709.1|DALB	LOC108150860|XP_017134652.1|DMIR
OG0009724	LOC117571281|XP_034109234.1|DALB	LOC108159594|XP_017148536.1|DMIR
OG0009725	LOC117568654|XP_034105342.1|DALB	LOC108159857|XP_017148945.1|DMIR
OG0009726	LOC117574661|XP_034114456.1|DALB	LOC108156580|XP_033245047.1|DMIR
OG0009727	LOC117566747|XP_034102182.1|DALB	LOC108159254|XP_017147873.1|DMIR
OG0009728	LOC117566788|XP_034102221.1|DALB	LOC108158372|XP_017146116.1|DMIR
OG0009729	LOC117570948|XP_034108772.1|DALB	LOC108160983|XP_017150775.1|DMIR
OG0009730	LOC117575161|XP_034115158.1|DALB	LOC108153349|XP_017138805.2|DMIR
OG0009731	LOC117569490|XP_034106562.1|DALB	LOC108157936|XP_017145569.1|DMIR, LOC117193847|XP_033254439.1|DMIR
OG0009732	LOC117569604|XP_034106729.1|DALB	LOC108160346|XP_017149780.1|DMIR
OG0009733	LOC117568111|XP_034104403.1|DALB	LOC108164725|XP_017156103.1|DMIR
OG0009734	LOC117565657|XP_034100771.1|DALB	LOC108156538|XP_017143575.1|DMIR
OG0009735	LOC117566225|XP_034101662.1|DALB	LOC108163403|XP_017154156.1|DMIR
OG0009736	LOC117577232|XP_034118114.1|DALB	LOC108151114|XP_017135013.1|DMIR
OG0009737	LOC117576128|XP_034116578.1|DALB	LOC108154427|XP_017140185.1|DMIR
OG0009738	LOC117575426|XP_034115521.1|DALB	LOC108164743|XP_017156128.1|DMIR
OG0009739	LOC117568152|XP_034104462.1|DALB	LOC108165113|XP_017156661.1|DMIR
OG0009740	LOC117573714|XP_034112978.1|DALB, LOC117572341|XP_034110980.1|DALB	LOC108161083|XP_017150828.1|DMIR
OG0009741	LOC117564525|XP_034099237.1|DALB	LOC108161497|XP_017151261.1|DMIR
OG0009742	LOC117577893|XP_034118763.1|DALB	LOC108163093|XP_017153709.1|DMIR
OG0009743	LOC117569312|XP_034106320.1|DALB	LOC108161708|XP_017151520.1|DMIR
OG0009744	LOC117578306|XP_034119651.1|DALB	LOC108152021|XP_017136487.1|DMIR
OG0009745	LOC117577842|XP_034118677.1|DALB	LOC108159109|XP_017147578.1|DMIR
OG0009746	LOC117577584|XP_034118318.1|DALB	LOC108151202|XP_017135169.1|DMIR
OG0009747	LOC117564492|XP_034099197.1|DALB	LOC108161648|XP_017151439.1|DMIR
OG0009748	LOC117577574|XP_034118303.1|DALB	LOC108164730|XP_017156112.2|DMIR
OG0009749	LOC117568476|XP_034105055.1|DALB	LOC108153475|XP_017138998.1|DMIR
OG0009750	LOC117572167|XP_034110708.1|DALB	LOC108153646|XP_017139239.1|DMIR
OG0009751	LOC117578200|XP_034119420.1|DALB	LOC108163342|XP_017154072.1|DMIR
OG0009752	LOC117569965|XP_034107233.1|DALB	LOC108160210|XP_017149549.1|DMIR
OG0009753	LOC117569561|XP_034106674.1|DALB	LOC108159290|XP_033243719.1|DMIR
OG0009754	LOC117569852|XP_034107078.1|DALB	LOC117190053|XP_033251028.1|DMIR, LOC108158877|XP_017147120.1|DMIR
OG0009755	LOC117577687|XP_034118475.1|DALB	LOC108159354|XP_017148064.1|DMIR
OG0009756	LOC117578079|XP_034119121.1|DALB	LOC108165092|XP_017156634.1|DMIR
OG0009757	LOC117570702|XP_034108396.1|DALB	LOC108159449|XP_017148230.1|DMIR
OG0009758	LOC117573576|XP_034112755.1|DALB	LOC108156779|XP_017143939.1|DMIR
OG0009759	LOC117577788|XP_034118605.1|DALB	LOC117193952|XP_033254499.1|DMIR, LOC108164867|XP_017156297.1|DMIR
OG0009760	LOC117567063|XP_034102694.1|DALB	LOC108165250|XP_017156777.1|DMIR
OG0009761	LOC117577703|XP_034118493.1|DALB	LOC108153621|XP_017139213.1|DMIR
OG0009762	LOC117577800|XP_034118619.1|DALB	LOC108150940|XP_017134763.1|DMIR
OG0009763	LOC117572405|XP_034111076.1|DALB	LOC108151760|XP_017136091.1|DMIR
OG0009764	LOC117569118|XP_034106030.1|DALB	LOC108165576|XP_017157138.1|DMIR
OG0009765	LOC117570782|XP_034108514.1|DALB	LOC108153553|XP_017139112.1|DMIR
OG0009766	LOC117569763|XP_034106947.1|DALB	LOC108150797|XP_017134590.1|DMIR
OG0009767	LOC117570581|XP_034108214.1|DALB	LOC108150893|XP_017134692.1|DMIR
OG0009768	LOC117570108|XP_034107459.1|DALB	LOC108150855|XP_017134647.1|DMIR
OG0009769	LOC117570912|XP_034108710.1|DALB	LOC108153596|XP_017139166.1|DMIR
OG0009770	LOC117570606|XP_034108241.1|DALB	LOC108165280|XP_033244041.1|DMIR
OG0009771	LOC117570322|XP_034107754.1|DALB	LOC108165597|XP_017157161.1|DMIR
OG0009772	LOC117571710|XP_034109900.1|DALB	LOC108153773|XP_017139401.1|DMIR
OG0009773	LOC117571115|XP_034109001.1|DALB	LOC108152886|XP_017138014.2|DMIR
OG0009774	LOC117572491|XP_034111233.1|DALB	LOC108165328|XP_017156850.1|DMIR
OG0009775	LOC117568694|XP_034105394.1|DALB	LOC108153209|XP_017138520.1|DMIR
OG0009776	LOC117569311|XP_034106315.1|DALB	LOC108153189|XP_017138493.1|DMIR
OG0009777	LOC117568424|XP_034104965.1|DALB	LOC108153413|XP_033243058.1|DMIR
OG0009778	LOC117571202|XP_034109138.1|DALB	LOC108153758|XP_017139382.1|DMIR
OG0009779	LOC117570585|XP_034108219.1|DALB	LOC108152920|XP_017138088.1|DMIR
OG0009780	LOC117571626|XP_034109739.1|DALB	LOC108153514|XP_033243261.1|DMIR
OG0009781	LOC117569987|XP_034107258.1|DALB	LOC108153362|XP_017138818.1|DMIR
OG0009782	LOC117564738|XP_034099517.1|DALB	LOC108165292|XP_017156815.1|DMIR
OG0009783	LOC117570029|XP_034107342.1|DALB	LOC108151797|XP_017136136.1|DMIR
OG0009784	LOC117572022|XP_034110462.1|DALB	LOC108165531|XP_017157091.1|DMIR
OG0009785	LOC117572276|XP_034110871.1|DALB	LOC108153532|XP_017139083.1|DMIR
OG0009786	LOC117568219|XP_034104584.1|DALB	LOC108152992|XP_017138216.1|DMIR
OG0009787	LOC117568218|XP_034104583.1|DALB	LOC108153056|XP_017138317.1|DMIR
OG0009788	LOC117570515|XP_034108105.1|DALB	LOC108153582|XP_017139151.1|DMIR
OG0009789	LOC117571858|XP_034110144.1|DALB	LOC108152957|XP_017138146.1|DMIR
OG0009790	LOC117569658|XP_034106795.1|DALB	LOC108159773|XP_017148821.2|DMIR, LOC117188344|XP_033247948.1|DMIR
OG0009791	LOC117570343|XP_034107788.1|DALB	LOC108152096|XP_033242240.1|DMIR
OG0009792	LOC117567125|XP_034102823.1|DALB	LOC108151109|XP_017134998.1|DMIR
OG0009793	LOC117572256|XP_034110845.1|DALB	LOC108151392|XP_017135466.1|DMIR
OG0009794	LOC117576700|XP_034117597.1|DALB	LOC108155049|XP_033245972.1|DMIR
OG0009795	LOC117569001|XP_034105881.1|DALB	LOC108160148|XP_017149454.1|DMIR
OG0009796	LOC117571699|XP_034109886.1|DALB	LOC108152746|XP_017137784.1|DMIR
OG0009797	LOC117570866|XP_034108649.1|DALB	LOC108153241|XP_017138569.1|DMIR
OG0009798	LOC117570865|XP_034108648.1|DALB	LOC108165371|XP_033243738.1|DMIR
OG0009799	LOC117570807|XP_034108553.1|DALB	LOC108151949|XP_017136375.1|DMIR
OG0009800	LOC117566520|XP_034101952.1|DALB	LOC108153712|XP_033242875.1|DMIR
OG0009801	LOC117568785|XP_034105514.1|DALB	LOC108153405|XP_017138888.1|DMIR
OG0009802	LOC117570697|XP_034108391.1|DALB	LOC108151630|XP_017135822.1|DMIR
OG0009803	LOC117569428|XP_034106478.1|DALB	LOC108153716|XP_017139332.1|DMIR
OG0009804	LOC117572033|XP_034110479.1|DALB	LOC108151305|XP_017135330.1|DMIR
OG0009805	LOC117568972|XP_034105820.1|DALB	LOC108151296|XP_017135321.1|DMIR
OG0009806	LOC117569277|XP_034106272.1|DALB	LOC108151288|XP_017135309.1|DMIR
OG0009807	LOC117569397|XP_034106424.1|DALB	LOC108151284|XP_017135304.1|DMIR
OG0009808	LOC117570847|XP_034108618.1|DALB, LOC117567720|XP_034103772.1|DALB	LOC108151821|XP_033242253.1|DMIR
OG0009809	LOC117567097|XP_034102767.1|DALB	LOC108153651|XP_017139246.1|DMIR
OG0009810	LOC117570336|XP_034107778.1|DALB	LOC108150839|XP_017134637.1|DMIR
OG0009811	LOC117569769|XP_034106953.1|DALB	LOC108150842|XP_017134639.1|DMIR
OG0009812	LOC117571390|XP_034109400.1|DALB	LOC108152294|XP_017137005.1|DMIR
OG0009813	LOC117568761|XP_034105488.1|DALB	LOC108151158|XP_017135076.1|DMIR
OG0009814	LOC117570752|XP_034108465.1|DALB	LOC108153672|XP_017139275.1|DMIR
OG0009815	LOC117568967|XP_034105816.1|DALB	LOC108150928|XP_017134748.1|DMIR
OG0009816	LOC117570664|XP_034108342.1|DALB	LOC108153518|XP_017139066.1|DMIR
OG0009817	LOC117570042|XP_034107358.1|DALB	LOC108152300|XP_017137010.1|DMIR
OG0009818	LOC117569879|XP_034107109.1|DALB	LOC108153496|XP_017139036.1|DMIR
OG0009819	LOC117569570|XP_034106684.1|DALB	LOC108153779|XP_017139410.1|DMIR
OG0009820	LOC117566540|XP_034101972.1|DALB	LOC108152694|XP_017137689.1|DMIR
OG0009821	LOC117570911|XP_034108708.1|DALB	LOC108153420|XP_017138911.1|DMIR
OG0009822	LOC117570620|XP_034108273.1|DALB	LOC108153017|XP_017138251.1|DMIR
OG0009823	LOC117571512|XP_034109576.1|DALB	LOC108151866|XP_017136244.1|DMIR
OG0009824	LOC117567185|XP_034102901.1|DALB	LOC108152799|XP_017137874.1|DMIR
OG0009825	LOC117570621|XP_034108274.1|DALB	LOC108153451|XP_017138960.1|DMIR
OG0009826	LOC117567875|XP_034104035.1|DALB	LOC108153329|XP_017138735.1|DMIR
OG0009827	LOC117567873|XP_034104032.1|DALB	LOC108153328|XP_017138734.1|DMIR
OG0009828	LOC117568346|XP_034104827.1|DALB	LOC108152199|XP_017136847.1|DMIR
OG0009829	LOC117570508|XP_034108097.1|DALB	LOC108153177|XP_017138474.1|DMIR
OG0009830	LOC117569575|XP_034106690.1|DALB	LOC108150896|XP_017134695.1|DMIR
OG0009831	LOC117569013|XP_034105890.1|DALB	LOC108150834|XP_017134630.1|DMIR
OG0009832	LOC117566454|XP_034101876.1|DALB	LOC108150967|XP_017134791.1|DMIR
OG0009833	LOC117566461|XP_034101883.1|DALB	LOC108150758|XP_017134541.1|DMIR
OG0009834	LOC117570516|XP_034108106.1|DALB	LOC117188051|XP_033247161.1|DMIR, LOC108160208|XP_017149540.2|DMIR
OG0009835	LOC117570770|XP_034108497.1|DALB	LOC117195082|XP_033255637.1|DMIR, LOC108158334|XP_017146063.1|DMIR
OG0009836	LOC117573672|XP_034112892.1|DALB	LOC108156996|XP_017144279.1|DMIR
OG0009837	LOC117574612|XP_034114390.1|DALB	LOC108157553|XP_017145146.1|DMIR
OG0009838	LOC117565495|XP_034100493.1|DALB	LOC108162854|XP_017153288.1|DMIR
OG0009839	LOC117570379|XP_034107865.1|DALB	LOC117192590|XP_033253200.1|DMIR, LOC108158127|XP_017145797.1|DMIR
OG0009840	LOC117564645|XP_034099397.1|DALB	LOC108163057|XP_017153618.1|DMIR
OG0009841	LOC117565109|XP_034099958.1|DALB	LOC108161401|XP_017151139.1|DMIR
OG0009842	LOC117567480|XP_034103402.1|DALB	LOC108162145|XP_017152215.1|DMIR
OG0009843	LOC117570868|XP_034108651.1|DALB	LOC108150960|XP_017134782.1|DMIR
OG0009844	LOC117569069|XP_034105974.1|DALB	LOC108151609|XP_017135789.1|DMIR
OG0009845	LOC117567437|XP_034103337.1|DALB	LOC108159878|XP_033252763.1|DMIR, LOC117187887|XP_033246709.1|DMIR
OG0009846	LOC117565468|XP_034100465.1|DALB	LOC108164266|XP_017155398.1|DMIR
OG0009847	LOC117564703|XP_034099475.1|DALB	LOC108151488|XP_017135616.1|DMIR
OG0009848	LOC117577016|XP_034118073.1|DALB	LOC108151096|XP_017134979.1|DMIR
OG0009849	LOC117565856|XP_034101079.1|DALB, LOC117573709|XP_034112970.1|DALB	LOC108155353|XP_033246004.1|DMIR
OG0009850	LOC117568835|XP_034105605.1|DALB	LOC108165152|XP_017156708.1|DMIR
OG0009851	LOC117578275|XP_034119591.1|DALB	LOC108161440|XP_017151191.1|DMIR, LOC117188800|XP_033249081.1|DMIR
OG0009852	LOC117567344|XP_034103165.1|DALB	LOC108157491|XP_017145077.1|DMIR
OG0009853	LOC117567434|XP_034103336.1|DALB	LOC108162178|XP_017152298.1|DMIR
OG0009854	LOC117571663|XP_034109792.1|DALB, LOC117571662|XP_034109791.1|DALB, LOC117569060|XP_034105963.1|DALB, LOC117568340|XP_034104819.1|DALB, LOC117577410|XP_034118213.1|DALB, LOC117577416|XP_034118214.1|DALB, LOC117577420|XP_034118227.1|DALB	LOC108164744|XP_017156129.1|DMIR
OG0009855	LOC117564601|XP_034099348.1|DALB	LOC108161484|XP_017151244.1|DMIR
OG0009856	LOC117565516|XP_034100542.1|DALB	LOC108161411|XP_017151152.1|DMIR
OG0009857	LOC117563685|XP_034098007.1|DALB	LOC108163059|XP_017153620.1|DMIR
OG0009858	LOC117565421|XP_034100398.1|DALB	LOC108161254|XP_033249128.1|DMIR
OG0009859	LOC117563392|XP_034097614.1|DALB	LOC108163412|XP_017154167.1|DMIR
OG0009860	LOC117565354|XP_034100303.1|DALB	LOC108164228|XP_033249663.1|DMIR
OG0009861	LOC117565457|XP_034100450.1|DALB	LOC117189113|XP_033250009.1|DMIR, LOC108161533|XP_017151302.2|DMIR, LOC117189112|XP_033250008.1|DMIR
OG0009862	LOC117565168|XP_034100045.1|DALB	LOC108162522|XP_017152792.1|DMIR
OG0009863	LOC117564119|XP_034098667.1|DALB	LOC108162277|XP_017152424.2|DMIR, LOC108162588|XP_017152893.2|DMIR
OG0009864	LOC117565228|XP_034100125.1|DALB, LOC117564980|XP_034099817.1|DALB	LOC108163476|XP_017154269.1|DMIR
OG0009865	LOC117565522|XP_034100551.1|DALB	LOC117188640|XP_033248685.1|DMIR, LOC117188638|XP_033248683.1|DMIR, LOC108163480|XP_017154275.2|DMIR
OG0009866	LOC117568897|XP_034105692.1|DALB	LOC108150809|XP_017134602.1|DMIR
OG0009867	LOC117572002|XP_034110408.1|DALB	LOC108152342|XP_017137095.1|DMIR
OG0009868	LOC117568535|XP_034105144.1|DALB, LOC117566452|XP_034101874.1|DALB	LOC108152840|XP_017137937.1|DMIR
OG0009869	LOC117570971|XP_034108804.1|DALB	LOC108164014|XP_017155079.1|DMIR
OG0009870	LOC117570537|XP_034108135.1|DALB	LOC108151584|XP_017135752.1|DMIR
OG0009871	LOC117567019|XP_034102597.1|DALB	LOC117190905|XP_033251797.1|DMIR, LOC108161009|XP_017150805.1|DMIR
OG0009872	LOC117569694|XP_034106843.1|DALB	LOC108159874|XP_033254594.1|DMIR, LOC117194927|XP_033255281.1|DMIR, LOC117185824|XP_017148967.1|DMIR
OG0009873	LOC117568635|XP_034105316.1|DALB	LOC117193526|XP_033254163.1|DMIR, LOC117193544|XP_033254180.1|DMIR, LOC108159059|XP_017147488.1|DMIR
OG0009874	LOC117568436|XP_034104991.1|DALB	LOC108151261|XP_017135268.1|DMIR
OG0009875	LOC117567876|XP_034104036.1|DALB	LOC108153707|XP_017139322.1|DMIR
OG0009876	LOC117566581|XP_034102014.1|DALB	LOC108157996|XP_033251343.1|DMIR
OG0009877	LOC117572340|XP_034110979.1|DALB	LOC117185825|XP_033247961.1|DMIR, LOC108158838|XP_017147048.2|DMIR
OG0009878	LOC117570378|XP_034107864.1|DALB	LOC117187927|XP_033246786.1|DMIR, LOC108158410|XP_017146168.2|DMIR, LOC117193279|XP_033253913.1|DMIR
OG0009879	LOC117569331|XP_034106351.1|DALB	LOC117193561|XP_033254199.1|DMIR, LOC108158027|XP_017145659.1|DMIR
OG0009880	LOC117571978|XP_034110373.1|DALB, LOC117566620|XP_034102051.1|DALB	LOC108160029|XP_017149257.1|DMIR
OG0009881	LOC117569253|XP_034106218.1|DALB	LOC108158371|XP_017146113.1|DMIR
OG0009882	LOC117569457|XP_034106513.1|DALB	LOC108158718|XP_017146750.2|DMIR, LOC108158720|XP_033247740.1|DMIR
OG0009883	LOC117570277|XP_034107686.1|DALB	LOC108160582|XP_017150165.2|DMIR, LOC117185785|XP_033247323.1|DMIR
OG0009884	LOC117570278|XP_034107687.1|DALB	LOC108160583|XP_017150166.1|DMIR
OG0009885	LOC117566866|XP_034102357.1|DALB	LOC108160833|XP_017150561.1|DMIR, LOC117192250|XP_033252805.1|DMIR, LOC117193806|XP_033254413.1|DMIR
OG0009886	LOC117572079|XP_034110562.1|DALB	LOC108160438|XP_017149935.2|DMIR, LOC117187695|XP_033246293.1|DMIR
OG0009887	LOC117569656|XP_034106793.1|DALB	LOC108160917|XP_017150684.1|DMIR
OG0009888	LOC117568824|XP_034105591.1|DALB	LOC117193792|XP_033254402.1|DMIR, LOC108158211|XP_017145923.1|DMIR
OG0009889	LOC117568437|XP_034104992.1|DALB	LOC108159385|XP_017148105.2|DMIR, LOC117187751|XP_033246450.1|DMIR
OG0009890	LOC117566794|XP_034102228.1|DALB	LOC108159657|XP_017148620.2|DMIR
OG0009891	LOC117566796|XP_034102230.1|DALB	LOC117193562|XP_033254200.1|DMIR, LOC108159610|XP_017148553.1|DMIR
OG0009892	LOC117568379|XP_034104877.1|DALB	LOC108156204|XP_017143028.1|DMIR, LOC108155546|XP_017141956.2|DMIR, LOC108165065|XP_017156602.1|DMIR
OG0009893	LOC117571232|XP_034109173.1|DALB	LOC117185856|XP_033252676.1|DMIR, LOC117191835|XP_033252495.1|DMIR, LOC108161018|XP_017150819.1|DMIR
OG0009894	LOC117574973|XP_034114928.1|DALB	LOC108157288|XP_033245347.1|DMIR
OG0009895	LOC117575616|XP_034115781.1|DALB	LOC117186780|XP_033243923.1|DMIR, LOC117186843|XP_033244043.1|DMIR, LOC108157022|XP_033245255.1|DMIR
OG0009896	LOC117576561|XP_034117291.1|DALB, LOC117576984|XP_034118061.1|DALB	LOC108156936|XP_017144186.1|DMIR
OG0009897	LOC117575944|XP_034116295.1|DALB	LOC108157539|XP_017145131.2|DMIR
OG0009898	LOC117574200|XP_034113795.1|DALB	LOC108156690|XP_017143823.1|DMIR
OG0009899	LOC117574546|XP_034114307.1|DALB	LOC108154334|XP_017140085.1|DMIR
OG0009900	LOC117575669|XP_034115846.1|DALB	LOC108157185|XP_017144602.1|DMIR
OG0009901	LOC117574553|XP_034114315.1|DALB	LOC108154330|XP_017140081.1|DMIR
OG0009902	LOC117576169|XP_034116640.1|DALB	LOC108157812|XP_017145498.1|DMIR
OG0009903	LOC117575499|XP_034115633.1|DALB	LOC108155083|XP_017141191.1|DMIR
OG0009904	LOC117575627|XP_034115795.1|DALB	LOC108155326|XP_017141551.1|DMIR
OG0009905	LOC117575458|XP_034115557.1|DALB	LOC108155131|XP_017141266.1|DMIR
OG0009906	LOC117574882|XP_034114805.1|DALB	LOC108155487|XP_017141802.1|DMIR
OG0009922	LOC117569477|XP_034106535.1|DALB	LOC108151722|XP_017135987.1|DMIR
OG0009925	LOC117576634|XP_034117451.1|DALB	LOC108154685|XP_017140514.1|DMIR
OG0009927	LOC117577886|XP_034118755.1|DALB	LOC108153511|XP_017139056.1|DMIR
OG0009930	LOC117577992|XP_034118980.1|DALB	LOC108151894|XP_017136290.1|DMIR
OG0009934	LOC117568397|XP_034104919.1|DALB	LOC117186690|XP_033243662.1|DMIR
OG0009937	LOC117573120|XP_034111936.1|DALB	LOC108154146|XP_017139769.1|DMIR
OG0009938	LOC117566619|XP_034102054.1|DALB	LOC108151102|XP_033254384.1|DMIR
OG0009941	LOC117565638|XP_034100738.1|DALB	LOC108161833|XP_017151680.2|DMIR
OG0009943	LOC117565867|XP_034101095.1|DALB	LOC108162802|XP_017153199.1|DMIR
OG0009944	LOC117568846|XP_034105617.1|DALB	LOC108165546|XP_017157110.1|DMIR
OG0009945	LOC117578057|XP_034119082.1|DALB	LOC108151705|XP_017135965.1|DMIR
