Orthogroup	DALB.longest_only	ASTE.longest_only
OG0007116	LOC117566134|XP_034101507.1|DALB	LOC118514135|XP_035916624.1|ASTE
OG0007117	LOC117564100|XP_034098637.1|DALB	LOC118514137|XP_035916626.1|ASTE
OG0007118	LOC117563489|XP_034097742.1|DALB	LOC118514134|XP_035916621.1|ASTE
OG0007119	LOC117577772|XP_034118579.1|DALB	LOC118505767|XP_035897903.1|ASTE
OG0007120	LOC117573228|XP_034112172.1|DALB	LOC118505764|XP_035897887.1|ASTE
OG0007121	LOC117572771|XP_034111755.1|DALB	LOC118503512|XP_035892756.1|ASTE
OG0007122	LOC117578323|XP_034119671.1|DALB	LOC118505761|XP_035897882.1|ASTE
OG0007123	LOC117565087|XP_034099933.1|DALB	LOC118505758|XP_035897868.1|ASTE
OG0007124	LOC117568598|XP_034105238.1|DALB	LOC118505742|XP_035897829.1|ASTE
OG0007125	LOC117567172|XP_034102878.1|DALB	LOC118505740|XP_035897823.1|ASTE
OG0007126	LOC117569939|XP_034107188.1|DALB	LOC118505738|XP_035897821.1|ASTE
OG0007127	LOC117571275|XP_034109230.1|DALB	LOC118505737|XP_035897820.1|ASTE
OG0007128	LOC117567177|XP_034102890.1|DALB	LOC118505736|XP_035897819.1|ASTE
OG0007129	LOC117567173|XP_034102880.1|DALB	LOC118505851|XP_035898123.1|ASTE
OG0007130	LOC117567739|XP_034103815.1|DALB	LOC118505327|XP_035896866.1|ASTE
OG0007131	LOC117568550|XP_034105161.1|DALB	LOC118505324|XP_035896860.1|ASTE
OG0007132	LOC117569286|XP_034106282.1|DALB	LOC118507359|XP_035901659.1|ASTE
OG0007133	LOC117571841|XP_034110120.1|DALB	LOC118507596|XP_035902157.1|ASTE
OG0007134	LOC117570410|XP_034107926.1|DALB	LOC118507586|XP_035902141.1|ASTE
OG0007135	LOC117567501|XP_034103423.1|DALB	LOC118507598|XP_035902161.1|ASTE
OG0007136	LOC117571788|XP_034110038.1|DALB	LOC118507574|XP_035902112.1|ASTE
OG0007137	LOC117578040|XP_034119048.1|DALB	LOC118506569|XP_035899786.1|ASTE
OG0007138	LOC117572755|XP_034111734.1|DALB	LOC118506570|XP_035899803.1|ASTE
OG0007139	LOC117569162|XP_034106121.1|DALB	LOC118506645|XP_035899926.1|ASTE
OG0007140	LOC117566332|XP_034101742.1|DALB	LOC118506646|XP_035899938.1|ASTE
OG0007141	LOC117567597|XP_034103576.1|DALB	LOC118506644|XP_035899925.1|ASTE
OG0007142	LOC117571113|XP_034108999.1|DALB	LOC118505232|XP_035896658.1|ASTE
OG0007143	LOC117575127|XP_034115120.1|DALB	LOC118517522|XP_035919644.1|ASTE
OG0007144	LOC117564217|XP_034098796.1|DALB, LOC117576784|XP_034117727.1|DALB	LOC118517520|XP_035919642.1|ASTE
OG0007145	LOC117574568|XP_034114334.1|DALB	LOC118502499|XP_035890624.1|ASTE
OG0007146	LOC117575769|XP_034116026.1|DALB	LOC118517545|XP_035919677.1|ASTE
OG0007147	LOC117574313|XP_034114014.1|DALB	LOC118517523|XP_035919645.1|ASTE
OG0007148	LOC117577721|XP_034118516.1|DALB	LOC118505845|XP_035898097.1|ASTE
OG0007149	LOC117566923|XP_034102434.1|DALB	LOC118502506|XP_035890638.1|ASTE
OG0007150	LOC117571380|XP_034109385.1|DALB	LOC118505357|XP_035896924.1|ASTE
OG0007151	LOC117571739|XP_034109947.1|DALB	LOC118505361|XP_035896944.1|ASTE
OG0007152	LOC117571828|XP_034110102.1|DALB	LOC118505825|XP_035898068.1|ASTE
OG0007153	LOC117565078|XP_034099921.1|DALB	LOC118505837|XP_035898088.1|ASTE
OG0007154	LOC117569095|XP_034106002.1|DALB	LOC118504859|XP_035895788.1|ASTE
OG0007155	LOC117572455|XP_034111178.1|DALB	LOC118517571|XP_035919711.1|ASTE
OG0007157	LOC117574082|XP_034113607.1|DALB	LOC118505655|XP_035897635.1|ASTE
OG0007158	LOC117567724|XP_034103777.1|DALB	LOC118505658|XP_035897642.1|ASTE
OG0007159	LOC117576671|XP_034117553.1|DALB	LOC118505665|XP_035897670.1|ASTE
OG0007160	LOC117574754|XP_034114588.1|DALB	LOC118505673|XP_035897696.1|ASTE
OG0007161	LOC117577958|XP_034118894.1|DALB	LOC118505516|XP_035897309.1|ASTE
OG0007162	LOC117573123|XP_034111947.1|DALB	LOC118505515|XP_035897308.1|ASTE
OG0007165	LOC117568749|XP_034105468.1|DALB	LOC118504952|XP_035895963.1|ASTE
OG0007166	LOC117573096|XP_034111892.1|DALB	LOC118504947|XP_035895939.1|ASTE
OG0007167	LOC117578174|XP_034119356.1|DALB	LOC118505810|XP_035898045.1|ASTE
OG0007168	LOC117565070|XP_034099911.1|DALB	LOC118508371|XP_035903991.1|ASTE
OG0007169	LOC117577837|XP_034118702.1|DALB	LOC118508374|XP_035904002.1|ASTE
OG0007170	LOC117576843|XP_034117815.1|DALB	LOC118505645|XP_035897616.1|ASTE
OG0007171	LOC117576845|XP_034117830.1|DALB	LOC118505518|XP_035897311.1|ASTE
OG0007172	LOC117569584|XP_034106707.1|DALB	LOC118502760|XP_035891232.1|ASTE
OG0007173	LOC117574291|XP_034114002.1|DALB	LOC118502759|XP_035891230.1|ASTE
OG0007174	LOC117575379|XP_034115443.1|DALB	LOC118506736|XP_035900175.1|ASTE
OG0007175	LOC117567382|XP_034103218.1|DALB	LOC118506751|XP_035900226.1|ASTE
OG0007176	LOC117573972|XP_034113405.1|DALB	LOC118505650|XP_035897625.1|ASTE
OG0007177	LOC117573668|XP_034112887.1|DALB	LOC118517563|XP_035919698.1|ASTE
OG0007178	LOC117573875|XP_034113243.1|DALB	LOC118517521|XP_035919643.1|ASTE
OG0007179	LOC117576257|XP_034116787.1|DALB	LOC118517539|XP_035919668.1|ASTE
OG0007180	LOC117573669|XP_034112889.1|DALB	LOC118517530|XP_035919657.1|ASTE
OG0007181	LOC117564800|XP_034099614.1|DALB	LOC118505519|XP_035897312.1|ASTE
OG0007182	LOC117574740|XP_034114567.1|DALB	LOC118506435|XP_035899448.1|ASTE
OG0007183	LOC117576405|XP_034117023.1|DALB	LOC118506428|XP_035899422.1|ASTE
OG0007184	LOC117574739|XP_034114565.1|DALB	LOC118506427|XP_035899420.1|ASTE
OG0007185	LOC117564792|XP_034099603.1|DALB	LOC118506754|XP_035900244.1|ASTE
OG0007186	LOC117576649|XP_034117473.1|DALB	LOC118506760|XP_035900246.1|ASTE
OG0007187	LOC117573766|XP_034113049.1|DALB	LOC118508511|XP_035904248.1|ASTE
OG0007188	LOC117574664|XP_034114460.1|DALB	LOC118508513|XP_035904254.1|ASTE
OG0007189	LOC117574642|XP_034114430.1|DALB	LOC118508517|XP_035904263.1|ASTE
OG0007190	LOC117576505|XP_034117191.1|DALB	LOC118508519|XP_035904266.1|ASTE
OG0007191	LOC117572104|XP_034110611.1|DALB	LOC118508522|XP_035904274.1|ASTE
OG0007192	LOC117577705|XP_034118494.1|DALB	LOC118504500|XP_035894915.1|ASTE
OG0007193	LOC117569628|XP_034106761.1|DALB	LOC118504493|XP_035894909.1|ASTE
OG0007194	LOC117572577|XP_034111354.1|DALB	LOC118504497|XP_035894913.1|ASTE
OG0007195	LOC117574109|XP_034113646.1|DALB	LOC118505344|XP_035896896.1|ASTE
OG0007196	LOC117576712|XP_034117621.1|DALB	LOC118504861|XP_035895790.1|ASTE
OG0007197	LOC117567561|XP_034103512.1|DALB	LOC118505651|XP_035897626.1|ASTE
OG0007198	LOC117576111|XP_034116560.1|DALB	LOC118506606|XP_035899866.1|ASTE
OG0007199	LOC117574684|XP_034114481.1|DALB	LOC118506599|XP_035899858.1|ASTE
OG0007200	LOC117576491|XP_034117156.1|DALB	LOC118506597|XP_035899855.1|ASTE
OG0007201	LOC117568820|XP_034105581.1|DALB	LOC118505860|XP_035898135.1|ASTE
OG0007202	LOC117571644|XP_034109765.1|DALB	LOC118505861|XP_035898137.1|ASTE
OG0007203	LOC117571642|XP_034109763.1|DALB	LOC118503578|XP_035892911.1|ASTE
OG0007204	LOC117569774|XP_034106967.1|DALB	LOC118503579|XP_035892912.1|ASTE
OG0007205	LOC117567890|XP_034104053.1|DALB	LOC118503582|XP_035892914.1|ASTE
OG0007206	LOC117573683|XP_034112920.1|DALB	LOC118506993|XP_035900766.1|ASTE
OG0007207	LOC117576039|XP_034116455.1|DALB	LOC118502724|XP_035891173.1|ASTE
OG0007208	LOC117576920|XP_034117952.1|DALB	LOC118502728|XP_035891181.1|ASTE
OG0007209	LOC117576922|XP_034117954.1|DALB	LOC118502721|XP_035891170.1|ASTE
OG0007210	LOC117573980|XP_034113418.1|DALB	LOC118511708|XP_035911022.1|ASTE
OG0007211	LOC117574745|XP_034114573.1|DALB	LOC118502682|XP_035891083.1|ASTE
OG0007212	LOC117573310|XP_034112305.1|DALB	LOC118503570|XP_035892896.1|ASTE
OG0007213	LOC117567550|XP_034103499.1|DALB	LOC118506526|XP_035899671.1|ASTE
OG0007214	LOC117568184|XP_034104523.1|DALB	LOC118506524|XP_035899658.1|ASTE
OG0007215	LOC117575781|XP_034116041.1|DALB	LOC118506512|XP_035899631.1|ASTE
OG0007216	LOC117576331|XP_034116894.1|DALB	LOC118502431|XP_035890552.1|ASTE
OG0007217	LOC117569160|XP_034106115.1|DALB	LOC118506510|XP_035899627.1|ASTE
OG0007218	LOC117574667|XP_034114463.1|DALB	LOC118505237|XP_035896669.1|ASTE
OG0007219	LOC117576633|XP_034117450.1|DALB	LOC118504643|XP_035895287.1|ASTE
OG0007220	LOC117573492|XP_034112611.1|DALB	LOC118505319|XP_035896857.1|ASTE
OG0007221	LOC117575763|XP_034116019.1|DALB	LOC118505318|XP_035896855.1|ASTE
OG0007222	LOC117573751|XP_034113021.1|DALB	LOC118504785|XP_035895629.1|ASTE
OG0007223	LOC117574220|XP_034113816.1|DALB	LOC118503657|XP_035893073.1|ASTE
OG0007224	LOC117573666|XP_034112885.1|DALB	LOC118503651|XP_035893065.1|ASTE
OG0007225	LOC117573558|XP_034112735.1|DALB	LOC118503660|XP_035893078.1|ASTE
OG0007226	LOC117574974|XP_034114929.1|DALB	LOC118503649|XP_035893061.1|ASTE
OG0007227	LOC117567374|XP_034103208.1|DALB	LOC118506562|XP_035899777.1|ASTE
OG0007228	LOC117570200|XP_034107577.1|DALB	LOC118504311|XP_035894506.1|ASTE
OG0007229	LOC117574213|XP_034113810.1|DALB	LOC118505125|XP_035896334.1|ASTE
OG0007230	LOC117576839|XP_034117812.1|DALB	LOC118505251|XP_035896697.1|ASTE
OG0007231	LOC117574847|XP_034114735.1|DALB	LOC118507615|XP_035902220.1|ASTE
OG0007232	LOC117569533|XP_034106626.1|DALB	LOC118505502|XP_035897256.1|ASTE
OG0007233	LOC117572003|XP_034110410.1|DALB	LOC118505504|XP_035897265.1|ASTE
OG0007234	LOC117567272|XP_034103027.1|DALB	LOC118505525|XP_035897330.1|ASTE
OG0007235	LOC117567269|XP_034103022.1|DALB	LOC118505526|XP_035897331.1|ASTE
OG0007236	LOC117575092|XP_034115084.1|DALB	LOC118505473|XP_035897179.1|ASTE
OG0007237	LOC117573991|XP_034113431.1|DALB	LOC118505472|XP_035897178.1|ASTE
OG0007238	LOC117573217|XP_034112124.1|DALB	LOC118516843|XP_035918586.1|ASTE, LOC118505387|XP_035896986.1|ASTE
OG0007239	LOC117576327|XP_034116885.1|DALB	LOC118506575|XP_035899811.1|ASTE
OG0007241	LOC117574963|XP_034114921.1|DALB	LOC118504278|XP_035894445.1|ASTE
OG0007242	LOC117574853|XP_034114761.1|DALB	LOC118504276|XP_035894435.1|ASTE
OG0007243	LOC117566037|XP_034101380.1|DALB	LOC118507727|XP_035902574.1|ASTE
OG0007244	LOC117574952|XP_034114900.1|DALB	LOC118517103|XP_035918854.1|ASTE, LOC118504281|XP_035894450.1|ASTE
OG0007245	LOC117573776|XP_034113068.1|DALB	LOC118517095|XP_035918845.1|ASTE, LOC118503674|XP_035893108.1|ASTE
OG0007246	LOC117575239|XP_034115261.1|DALB	LOC118505461|XP_035897156.1|ASTE
OG0007247	LOC117572427|XP_034111142.1|DALB	LOC118507637|XP_035902289.1|ASTE
OG0007248	LOC117568330|XP_034104807.1|DALB	LOC118506340|XP_035899216.1|ASTE
OG0007249	LOC117578090|XP_034119147.1|DALB, LOC117578091|XP_034119149.1|DALB	LOC118506330|XP_035899193.1|ASTE
OG0007250	LOC117565546|XP_034100592.1|DALB	LOC118508545|XP_035904321.1|ASTE
OG0007251	LOC117574249|XP_034113869.1|DALB	LOC118502617|XP_035890883.1|ASTE
OG0007252	LOC117575730|XP_034115965.1|DALB	LOC118502612|XP_035890872.1|ASTE
OG0007253	LOC117568067|XP_034104317.1|DALB	LOC118502594|XP_035890842.1|ASTE
OG0007254	LOC117573783|XP_034113080.1|DALB	LOC118508354|XP_035903948.1|ASTE
OG0007255	LOC117577827|XP_034118657.1|DALB	LOC118517566|XP_035919703.1|ASTE
OG0007256	LOC117573670|XP_034112890.1|DALB	LOC118517537|XP_035919665.1|ASTE
OG0007257	LOC117573346|XP_034112360.1|DALB	LOC118507000|XP_035900786.1|ASTE
OG0007258	LOC117573343|XP_034112354.1|DALB	LOC118507005|XP_035900792.1|ASTE
OG0007259	LOC117563820|XP_034098243.1|DALB	LOC118507041|XP_035900889.1|ASTE
OG0007260	LOC117563831|XP_034098253.1|DALB	LOC118507040|XP_035900888.1|ASTE
OG0007261	LOC117570231|XP_034107624.1|DALB	LOC118507049|XP_035900902.1|ASTE
OG0007262	LOC117578234|XP_034119523.1|DALB	LOC118504336|XP_035894586.1|ASTE
OG0007263	LOC117576628|XP_034117444.1|DALB	LOC118504339|XP_035894593.1|ASTE
OG0007264	LOC117567869|XP_034104027.1|DALB	LOC118504342|XP_035894596.1|ASTE
OG0007265	LOC117578087|XP_034119139.1|DALB	LOC118504354|XP_035894632.1|ASTE
OG0007267	LOC117573321|XP_034112320.1|DALB	LOC118504632|XP_035895242.1|ASTE
OG0007268	LOC117572207|XP_034110766.1|DALB	LOC118504628|XP_035895234.1|ASTE
OG0007269	LOC117578000|XP_034118990.1|DALB	LOC118505052|XP_035896218.1|ASTE
OG0007270	LOC117575922|XP_034116269.1|DALB	LOC118505029|XP_035896137.1|ASTE
OG0007271	LOC117573458|XP_034112572.1|DALB	LOC118508539|XP_035904312.1|ASTE
OG0007272	LOC117570800|XP_034108547.1|DALB	LOC118508553|XP_035904338.1|ASTE
OG0007273	LOC117574080|XP_034113605.1|DALB	LOC118508543|XP_035904318.1|ASTE
OG0007274	LOC117576622|XP_034117432.1|DALB	LOC118502367|XP_035890479.1|ASTE
OG0007275	LOC117570923|XP_034108743.1|DALB	LOC118502615|XP_035890882.1|ASTE
OG0007276	LOC117570922|XP_034108742.1|DALB	LOC118506980|XP_035900734.1|ASTE
OG0007277	LOC117568845|XP_034105612.1|DALB	LOC118506972|XP_035900711.1|ASTE
OG0007278	LOC117572549|XP_034111311.1|DALB	LOC118506982|XP_035900743.1|ASTE
OG0007279	LOC117568082|XP_034104348.1|DALB	LOC118506687|XP_035900050.1|ASTE
OG0007280	LOC117567812|XP_034103938.1|DALB	LOC118506685|XP_035900044.1|ASTE
OG0007281	LOC117575660|XP_034115839.1|DALB	LOC118502749|XP_035891208.1|ASTE
OG0007282	LOC117575654|XP_034115831.1|DALB	LOC118502708|XP_035891145.1|ASTE
OG0007283	LOC117575764|XP_034116020.1|DALB	LOC118502726|XP_035891179.1|ASTE
OG0007284	LOC117574027|XP_034113509.1|DALB	LOC118505734|XP_035897815.1|ASTE
OG0007285	LOC117566410|XP_034101859.1|DALB, LOC117570946|XP_034108771.1|DALB	LOC118505729|XP_035897809.1|ASTE
OG0007286	LOC117567623|XP_034103609.1|DALB	LOC118505727|XP_035897803.1|ASTE
OG0007287	LOC117564077|XP_034098594.1|DALB	LOC118505730|XP_035897811.1|ASTE
OG0007288	LOC117567994|XP_034104206.1|DALB	LOC118507720|XP_035902562.1|ASTE
OG0007289	LOC117577706|XP_034118497.1|DALB	LOC118504362|XP_035894648.1|ASTE
OG0007290	LOC117573337|XP_034112337.1|DALB	LOC118506835|XP_035900440.1|ASTE
OG0007291	LOC117569205|XP_034106171.1|DALB	LOC118517559|XP_035919694.1|ASTE
OG0007292	LOC117570366|XP_034107850.1|DALB	LOC118517562|XP_035919697.1|ASTE
OG0007293	LOC117573809|XP_034113111.1|DALB	LOC118508268|XP_035903798.1|ASTE
OG0007294	LOC117574199|XP_034113793.1|DALB	LOC118503215|XP_035892097.1|ASTE
OG0007295	LOC117575743|XP_034115988.1|DALB	LOC118503522|XP_035892774.1|ASTE
OG0007296	LOC117576807|XP_034117758.1|DALB	LOC118505046|XP_035896193.1|ASTE
OG0007297	LOC117576205|XP_034116689.1|DALB	LOC118505073|XP_035896251.1|ASTE
OG0007298	LOC117573675|XP_034112895.1|DALB	LOC118505100|XP_035896296.1|ASTE
OG0007299	LOC117575146|XP_034115143.1|DALB	LOC118508410|XP_035904066.1|ASTE
OG0007300	LOC117573348|XP_034112365.1|DALB	LOC118507707|XP_035902495.1|ASTE
OG0007301	LOC117576983|XP_034118059.1|DALB	LOC118502773|XP_035891258.1|ASTE
OG0007302	LOC117576047|XP_034116466.1|DALB	LOC118505388|XP_035896988.1|ASTE
OG0007303	LOC117573819|XP_034113140.1|DALB	LOC118504774|XP_035895596.1|ASTE
OG0007304	LOC117563548|XP_034097817.1|DALB	LOC118503186|XP_035892060.1|ASTE
OG0007305	LOC117567235|XP_034102957.1|DALB	LOC118503267|XP_035892220.1|ASTE
OG0007306	LOC117567233|XP_034102955.1|DALB	LOC118503266|XP_035892219.1|ASTE
OG0007307	LOC117573988|XP_034113426.1|DALB	LOC118504543|XP_035895034.1|ASTE
OG0007308	LOC117574454|XP_034114182.1|DALB	LOC118504528|XP_035894963.1|ASTE
OG0007309	LOC117574555|XP_034114318.1|DALB	LOC118502533|XP_035890697.1|ASTE
OG0007310	LOC117573696|XP_034112947.1|DALB	LOC118502531|XP_035890691.1|ASTE
OG0007311	LOC117576756|XP_034117684.1|DALB	LOC118502530|XP_035890688.1|ASTE
OG0007312	LOC117572787|XP_034111776.1|DALB	LOC118504465|XP_035894863.1|ASTE
OG0007313	LOC117572181|XP_034110728.1|DALB	LOC118503016|XP_035891733.1|ASTE
OG0007314	LOC117577829|XP_034118664.1|DALB	LOC118503011|XP_035891720.1|ASTE
OG0007315	LOC117566063|XP_034101414.1|DALB	LOC118502978|XP_035891642.1|ASTE
OG0007316	LOC117576166|XP_034116637.1|DALB	LOC118502997|XP_035891698.1|ASTE
OG0007317	LOC117575348|XP_034115404.1|DALB	LOC118506983|XP_035900744.1|ASTE
OG0007318	LOC117575344|XP_034115396.1|DALB	LOC118506968|XP_035900696.1|ASTE
OG0007319	LOC117568818|XP_034105574.1|DALB	LOC118505692|XP_035897724.1|ASTE
OG0007321	LOC117569956|XP_034107220.1|DALB	LOC118506545|XP_035899729.1|ASTE
OG0007322	LOC117575652|XP_034115833.1|DALB	LOC118507591|XP_035902148.1|ASTE
OG0007323	LOC117567646|XP_034103684.1|DALB	LOC118507588|XP_035902144.1|ASTE
OG0007324	LOC117576410|XP_034117029.1|DALB	LOC118506946|XP_035900657.1|ASTE
OG0007325	LOC117574411|XP_034114139.1|DALB	LOC118506934|XP_035900643.1|ASTE
OG0007326	LOC117576407|XP_034117025.1|DALB	LOC118506928|XP_035900620.1|ASTE
OG0007327	LOC117571604|XP_034109713.1|DALB	LOC118508435|XP_035904107.1|ASTE
OG0007328	LOC117574033|XP_034113518.1|DALB	LOC118506941|XP_035900652.1|ASTE
OG0007329	LOC117574281|XP_034113923.1|DALB	LOC118502658|XP_035891002.1|ASTE
OG0007331	LOC117578198|XP_034119415.1|DALB	LOC118506890|XP_035900558.1|ASTE
OG0007332	LOC117574872|XP_034114835.1|DALB	LOC118502517|XP_035890662.1|ASTE
OG0007333	LOC117576340|XP_034116906.1|DALB	LOC118502581|XP_035890816.1|ASTE
OG0007334	LOC117574023|XP_034113505.1|DALB	LOC118506691|XP_035900056.1|ASTE
OG0007335	LOC117572278|XP_034110873.1|DALB	LOC118504743|XP_035895524.1|ASTE
OG0007336	LOC117574541|XP_034114303.1|DALB	LOC118506733|XP_035900165.1|ASTE
OG0007337	LOC117567204|XP_034102925.1|DALB	LOC118506739|XP_035900190.1|ASTE
OG0007338	LOC117568778|XP_034105507.1|DALB	LOC118506398|XP_035899342.1|ASTE
OG0007339	LOC117573919|XP_034113323.1|DALB	LOC118506531|XP_035899692.1|ASTE
OG0007340	LOC117575147|XP_034115144.1|DALB	LOC118505135|XP_035896369.1|ASTE
OG0007341	LOC117575868|XP_034116182.1|DALB	LOC118505791|XP_035898017.1|ASTE
OG0007342	LOC117574675|XP_034114472.1|DALB	LOC118506961|XP_035900675.1|ASTE
OG0007343	LOC117575285|XP_034115319.1|DALB	LOC118504507|XP_035894930.1|ASTE
OG0007344	LOC117563581|XP_034097859.1|DALB	LOC118504506|XP_035894929.1|ASTE
OG0007345	LOC117574570|XP_034114336.1|DALB	LOC118504504|XP_035894924.1|ASTE
OG0007346	LOC117572585|XP_034111360.1|DALB	LOC118504817|XP_035895714.1|ASTE
OG0007347	LOC117578054|XP_034119075.1|DALB	LOC118502631|XP_035890909.1|ASTE
OG0007348	LOC117578030|XP_034119038.1|DALB	LOC118502622|XP_035890889.1|ASTE
OG0007349	LOC117564573|XP_034099305.1|DALB	LOC118502620|XP_035890887.1|ASTE
OG0007350	LOC117568930|XP_034105741.1|DALB	LOC118502639|XP_035890978.1|ASTE
OG0007351	LOC117566612|XP_034102044.1|DALB	LOC118508368|XP_035903983.1|ASTE
OG0007352	LOC117569931|XP_034107181.1|DALB	LOC118502806|XP_035891337.1|ASTE
OG0007353	LOC117574660|XP_034114455.1|DALB	LOC118502811|XP_035891344.1|ASTE
OG0007354	LOC117575538|XP_034115683.1|DALB	LOC118505412|XP_035897054.1|ASTE
OG0007355	LOC117576699|XP_034117587.1|DALB	LOC118502676|XP_035891058.1|ASTE
OG0007356	LOC117569888|XP_034107118.1|DALB	LOC118502772|XP_035891257.1|ASTE
OG0007357	LOC117576302|XP_034116847.1|DALB	LOC118502766|XP_035891245.1|ASTE
OG0007358	LOC117576416|XP_034117034.1|DALB	LOC118502767|XP_035891249.1|ASTE
OG0007359	LOC117576584|XP_034117357.1|DALB	LOC118504496|XP_035894912.1|ASTE
OG0007360	LOC117575273|XP_034115300.1|DALB	LOC118506388|XP_035899321.1|ASTE
OG0007361	LOC117578280|XP_034119597.1|DALB	LOC118504304|XP_035894493.1|ASTE
OG0007363	LOC117577608|XP_034118344.1|DALB	LOC118506269|XP_035899064.1|ASTE
OG0007364	LOC117578213|XP_034119471.1|DALB	LOC118505770|XP_035897906.1|ASTE
OG0007365	LOC117576961|XP_034118031.1|DALB	LOC118503249|XP_035892179.1|ASTE
OG0007367	LOC117566845|XP_034102327.1|DALB	LOC118503256|XP_035892189.1|ASTE
OG0007368	LOC117573333|XP_034112332.1|DALB	LOC118508501|XP_035904230.1|ASTE
OG0007369	LOC117574271|XP_034113908.1|DALB	LOC118504868|XP_035895805.1|ASTE
OG0007370	LOC117572108|XP_034110618.1|DALB	LOC118504865|XP_035895800.1|ASTE
OG0007371	LOC117576125|XP_034116574.1|DALB	LOC118508382|XP_035904012.1|ASTE
OG0007372	LOC117576385|XP_034116988.1|DALB	LOC118504245|XP_035894361.1|ASTE
OG0007373	LOC117566184|XP_034101584.1|DALB	LOC118504250|XP_035894370.1|ASTE
OG0007374	LOC117577928|XP_034118822.1|DALB	LOC118502522|XP_035890676.1|ASTE
OG0007375	LOC117577951|XP_034118878.1|DALB	LOC118505044|XP_035896188.1|ASTE
OG0007376	LOC117567483|XP_034103407.1|DALB	LOC118505054|XP_035896221.1|ASTE
OG0007377	LOC117565800|XP_034100978.1|DALB	LOC118505017|XP_035896099.1|ASTE
OG0007378	LOC117565871|XP_034101103.1|DALB	LOC118504982|XP_035896028.1|ASTE
OG0007379	LOC117578120|XP_034119199.1|DALB	LOC118504997|XP_035896067.1|ASTE
OG0007380	LOC117578121|XP_034119196.1|DALB	LOC118505002|XP_035896080.1|ASTE
OG0007381	LOC117578173|XP_034119355.1|DALB	LOC118507564|XP_035902079.1|ASTE
OG0007382	LOC117577577|XP_034118306.1|DALB	LOC118502873|XP_035891474.1|ASTE
OG0007383	LOC117570136|XP_034107495.1|DALB	LOC118507561|XP_035902056.1|ASTE
OG0007384	LOC117565879|XP_034101151.1|DALB	LOC118502559|XP_035890770.1|ASTE, LOC118515309|XP_035917891.1|ASTE
OG0007385	LOC117573837|XP_034113198.1|DALB	LOC118506823|XP_035900406.1|ASTE
OG0007386	LOC117577693|XP_034118484.1|DALB	LOC118506848|XP_035900471.1|ASTE
OG0007387	LOC117577739|XP_034118540.1|DALB	LOC118506856|XP_035900479.1|ASTE
OG0007388	LOC117578156|XP_034119269.1|DALB	LOC118506842|XP_035900449.1|ASTE
OG0007389	LOC117577419|XP_034118223.1|DALB	LOC118507081|XP_035900957.1|ASTE
OG0007390	LOC117575103|XP_034115100.1|DALB	LOC118506850|XP_035900473.1|ASTE
OG0007391	LOC117576703|XP_034117609.1|DALB	LOC118507438|XP_035901809.1|ASTE
OG0007392	LOC117565094|XP_034099947.1|DALB	LOC118506861|XP_035900485.1|ASTE
OG0007393	LOC117576371|XP_034116953.1|DALB	LOC118505263|XP_035896718.1|ASTE
OG0007394	LOC117578233|XP_034119516.1|DALB	LOC118505173|XP_035896507.1|ASTE
OG0007395	LOC117578135|XP_034119232.1|DALB	LOC118505207|XP_035896584.1|ASTE
OG0007396	LOC117576714|XP_034117623.1|DALB	LOC118505155|XP_035896441.1|ASTE
OG0007397	LOC117565239|XP_034100138.1|DALB	LOC118504536|XP_035894992.1|ASTE
OG0007398	LOC117567841|XP_034103979.1|DALB	LOC118505854|XP_035898127.1|ASTE
OG0007399	LOC117572508|XP_034111256.1|DALB	LOC118505855|XP_035898129.1|ASTE
OG0007400	LOC117569949|XP_034107206.1|DALB	LOC118509347|XP_035905758.1|ASTE
OG0007401	LOC117578020|XP_034119011.1|DALB	LOC118511198|XP_035909864.1|ASTE, LOC118517343|XP_035919221.1|ASTE
OG0007402	LOC117576580|XP_034117351.1|DALB	LOC118510985|XP_035909388.1|ASTE
OG0007404	LOC117573631|XP_034112824.1|DALB	LOC118510978|XP_035909372.1|ASTE
OG0007405	LOC117576680|XP_034117567.1|DALB	LOC118510979|XP_035909373.1|ASTE
OG0007406	LOC117576744|XP_034117668.1|DALB	LOC118511183|XP_035909832.1|ASTE
OG0007407	LOC117563307|XP_034097445.1|DALB	LOC118510927|XP_035909231.1|ASTE
OG0007408	LOC117569964|XP_034107228.1|DALB	LOC118511398|XP_035910325.1|ASTE
OG0007410	LOC117577823|XP_034118648.1|DALB	LOC118504266|XP_035894388.1|ASTE
OG0007411	LOC117570285|XP_034107700.1|DALB	LOC118504273|XP_035894400.1|ASTE
OG0007412	LOC117574947|XP_034114895.1|DALB	LOC118504271|XP_035894398.1|ASTE
OG0007413	LOC117571343|XP_034109342.1|DALB	LOC118503642|XP_035893036.1|ASTE
OG0007414	LOC117578260|XP_034119572.1|DALB	LOC118517702|XP_035920026.1|ASTE
OG0007415	LOC117578016|XP_034119008.1|DALB	LOC118512406|XP_035912690.1|ASTE
OG0007416	LOC117575443|XP_034115545.1|DALB	LOC118512398|XP_035912673.1|ASTE
OG0007417	LOC117577605|XP_034118342.1|DALB	LOC118512409|XP_035912697.1|ASTE
OG0007418	LOC117572645|XP_034111515.1|DALB	LOC118512412|XP_035912702.1|ASTE
OG0007419	LOC117574335|XP_034114045.1|DALB	LOC118517717|XP_035920055.1|ASTE
