Orthogroup	DALB.longest_only	DBIA.longest_only
OG0008514	LOC117563875|XP_034098324.1|DALB, LOC117564197|XP_034098764.1|DALB, LOC117564196|XP_034098761.1|DALB	LOC108033726|XP_016963759.1|DBIA
OG0008515	LOC117564693|XP_034099458.1|DALB	LOC108027884|XP_016954992.1|DBIA
OG0008516	LOC117571714|XP_034109904.1|DALB	LOC108034640|XP_016965067.1|DBIA
OG0008517	LOC117572279|XP_034110877.1|DALB	LOC108027859|XP_016954952.1|DBIA, LOC108030293|XP_016958618.1|DBIA
OG0008518	LOC117568392|XP_034104895.1|DALB	LOC108030771|XP_016959312.1|DBIA
OG0008519	LOC117569077|XP_034105983.1|DALB	LOC108022192|XP_016946533.1|DBIA
OG0008520	LOC117575933|XP_034116283.1|DALB, LOC117575934|XP_034116285.1|DALB, LOC117575943|XP_034116294.1|DALB, LOC117575932|XP_034116282.1|DALB, LOC117575938|XP_034116290.1|DALB, LOC117575935|XP_034116286.1|DALB	LOC108031515|XP_016960522.1|DBIA
OG0008521	LOC117573931|XP_034113347.1|DALB	LOC108025146|XP_016950911.1|DBIA
OG0008527	LOC117575574|XP_034115734.1|DALB	LOC108033206|XP_016962943.1|DBIA
OG0008528	LOC117569648|XP_034106784.1|DALB	LOC108029643|XP_016957546.1|DBIA
OG0008529	LOC117569409|XP_034106440.1|DALB	LOC108023254|XP_016948025.1|DBIA
OG0008530	LOC117573380|XP_034112436.1|DALB	LOC108024019|XP_016949269.1|DBIA
OG0008531	LOC117575066|XP_034115049.1|DALB	LOC108023352|XP_016948186.1|DBIA
OG0008532	LOC117577557|XP_034118283.1|DALB	LOC108023919|XP_016949093.1|DBIA
OG0008535	LOC117573381|XP_034112462.1|DALB	LOC108023701|XP_016948819.1|DBIA
OG0008536	LOC117574143|XP_034113713.1|DALB	LOC108023737|XP_016948864.1|DBIA
OG0008537	LOC117573680|XP_034112915.1|DALB	LOC108024322|XP_016949716.1|DBIA
OG0008538	LOC117578208|XP_034119436.1|DALB	LOC108023715|XP_016948834.1|DBIA
OG0008539	LOC117565245|XP_034100152.1|DALB	LOC108022090|XP_016946426.1|DBIA
OG0008540	LOC117574299|XP_034113995.1|DALB	LOC108032189|XP_016961534.1|DBIA
OG0008541	LOC117572652|XP_034111523.1|DALB	LOC108029504|XP_016957277.1|DBIA
OG0008542	LOC117567721|XP_034103774.1|DALB	LOC108035051|XP_016965919.1|DBIA
OG0008544	LOC117572339|XP_034110977.1|DALB	LOC108036340|XP_016967885.1|DBIA
OG0008546	LOC117570344|XP_034107789.1|DALB	LOC108034559|XP_016964977.1|DBIA
OG0008547	LOC117568390|XP_034104896.1|DALB	LOC108023283|XP_016948064.1|DBIA
OG0008548	LOC117576684|XP_034117571.1|DALB	LOC108025366|XP_016951314.1|DBIA
OG0008549	LOC117576691|XP_034117578.1|DALB	LOC108031905|XP_016961162.1|DBIA
OG0008550	LOC117568265|XP_034104644.1|DALB, LOC117566451|XP_034101873.1|DALB	LOC108023641|XP_016948746.1|DBIA
OG0008552	LOC117567671|XP_034103682.1|DALB	LOC108035591|XP_016966750.1|DBIA
OG0008553	LOC117570292|XP_034107704.1|DALB	LOC108036443|XP_016968072.1|DBIA
OG0008554	LOC117563728|XP_034098094.1|DALB	LOC108023202|XP_016947951.1|DBIA
OG0008555	LOC117577088|XP_034118079.1|DALB	LOC108023371|XP_016948264.1|DBIA
OG0008556	LOC117568415|XP_034104949.1|DALB	LOC108029695|XP_016957646.1|DBIA
OG0008557	LOC117576770|XP_034117712.1|DALB	LOC108025506|XP_016951517.1|DBIA
OG0008558	LOC117563540|XP_034097810.1|DALB	LOC108034856|XP_016965497.1|DBIA
OG0008560	LOC117565732|XP_034100871.1|DALB	LOC108032604|XP_016962020.1|DBIA
OG0008561	LOC117564037|XP_034098532.1|DALB	LOC108033804|XP_016963911.1|DBIA
OG0008563	LOC117573296|XP_034112292.1|DALB	LOC108031757|XP_016960952.1|DBIA
OG0008564	LOC117563490|XP_034097743.1|DALB	LOC108034348|XP_016964723.1|DBIA
OG0008565	LOC117577948|XP_034118874.1|DALB	LOC108034890|XP_016965589.1|DBIA
OG0008566	LOC117566099|XP_034101459.1|DALB	LOC108033797|XP_016963895.1|DBIA
OG0008569	LOC117571852|XP_034110140.1|DALB	LOC108023685|XP_016948795.1|DBIA
OG0008570	LOC117563284|XP_034097415.1|DALB	LOC108023564|XP_016948644.1|DBIA
OG0008572	LOC117573473|XP_034112592.1|DALB	LOC108032912|XP_016962465.1|DBIA
OG0008573	LOC117573588|XP_034112775.1|DALB	LOC108023509|XP_016948540.1|DBIA
OG0008574	LOC117566806|XP_034102245.1|DALB	LOC108035274|XP_016966324.1|DBIA
OG0008575	LOC117574056|XP_034113558.1|DALB	LOC108031692|XP_016960830.1|DBIA
OG0008576	LOC117574991|XP_034114955.1|DALB	LOC108033363|XP_016963166.1|DBIA
OG0008577	LOC117568823|XP_034105590.1|DALB	LOC108035524|XP_016966682.1|DBIA
OG0008578	LOC117575312|XP_034115357.1|DALB	LOC108025115|XP_016950873.1|DBIA
OG0008581	LOC117568886|XP_034105677.1|DALB	LOC108030895|XP_016959559.1|DBIA
OG0008582	LOC117573750|XP_034113025.1|DALB	LOC108023236|XP_016948001.1|DBIA
OG0008583	LOC117577869|XP_034118718.1|DALB	LOC108023763|XP_016948893.1|DBIA
OG0008584	LOC117571823|XP_034110089.1|DALB	LOC108023670|XP_016948781.1|DBIA
OG0008587	LOC117574798|XP_034114649.1|DALB	LOC108031867|XP_016961112.1|DBIA
OG0008588	LOC117573632|XP_034112831.1|DALB	LOC108031498|XP_016960489.1|DBIA
OG0008589	LOC117575462|XP_034115569.1|DALB	LOC108030580|XP_016959064.1|DBIA
OG0008590	LOC117575772|XP_034116029.1|DALB	LOC108025551|XP_016951572.1|DBIA
OG0008593	LOC117571582|XP_034109689.1|DALB	LOC108034605|XP_016965027.1|DBIA
OG0008594	LOC117573567|XP_034112745.1|DALB	LOC108032228|XP_016961580.1|DBIA
OG0008595	LOC117570441|XP_034107989.1|DALB	LOC108029943|XP_016957934.1|DBIA
OG0008596	LOC117566558|XP_034101991.1|DALB	LOC108029941|XP_016957931.1|DBIA
OG0008597	LOC117575783|XP_034116045.1|DALB	LOC108026047|XP_016952231.1|DBIA
OG0008598	LOC117578269|XP_034119583.1|DALB	LOC108025872|XP_016952033.1|DBIA
OG0008599	LOC117577280|XP_034118151.1|DALB	LOC108023531|XP_016948585.1|DBIA
OG0008600	LOC117574083|XP_034113608.1|DALB	LOC108027409|XP_016954337.1|DBIA
OG0008601	LOC117564025|XP_034098515.1|DALB	LOC108034344|XP_016964715.1|DBIA
OG0008602	LOC117574300|XP_034113996.1|DALB	LOC108031118|XP_016959818.1|DBIA
OG0008603	LOC117575670|XP_034115848.1|DALB	LOC108023534|XP_016948594.1|DBIA
OG0008604	LOC117570446|XP_034107995.1|DALB	LOC108022884|XP_016947571.1|DBIA
OG0008605	LOC117565930|XP_034101205.1|DALB	LOC108033261|XP_016963016.1|DBIA, LOC108033677|XP_016963620.1|DBIA
OG0008606	LOC117565812|XP_034100996.1|DALB	LOC108027671|XP_016954705.1|DBIA
OG0008607	LOC117573415|XP_034112511.1|DALB	LOC108027305|XP_016954187.1|DBIA
OG0008608	LOC117577226|XP_034118110.1|DALB	LOC108021939|XP_016946255.1|DBIA
OG0008609	LOC117575012|XP_034114980.1|DALB	LOC108024510|XP_016949947.1|DBIA
OG0008610	LOC117569963|XP_034107227.1|DALB	LOC108030445|XP_016958827.1|DBIA
OG0008612	LOC117570953|XP_034108780.1|DALB	LOC108036644|XP_016968409.1|DBIA
OG0008613	LOC117575595|XP_034115753.1|DALB	LOC108027160|XP_016953903.1|DBIA
OG0008614	LOC117565531|XP_034100568.1|DALB	LOC108024200|XP_016949539.1|DBIA
OG0008615	LOC117575615|XP_034115780.1|DALB	LOC108027375|XP_016954291.1|DBIA
OG0008616	LOC117574837|XP_034114714.1|DALB	LOC108025553|XP_016951574.1|DBIA
OG0008617	LOC117574477|XP_034114206.1|DALB	LOC108024471|XP_016949880.1|DBIA
OG0008619	LOC117564453|XP_034099125.1|DALB	LOC108034350|XP_016964725.1|DBIA
OG0008620	LOC117570600|XP_034108234.1|DALB	LOC108029707|XP_016957670.1|DBIA
OG0008621	LOC117574530|XP_034114283.1|DALB	LOC108031915|XP_016961174.1|DBIA
OG0008622	LOC117567548|XP_034103497.1|DALB	LOC108036286|XP_016967786.1|DBIA
OG0008623	LOC117571278|XP_034109232.1|DALB	LOC108029629|XP_016957512.1|DBIA
OG0008624	LOC117572418|XP_034111095.1|DALB	LOC108036223|XP_016967703.1|DBIA, LOC108036915|XP_016968815.1|DBIA
OG0008625	LOC117571322|XP_034109299.1|DALB	LOC108036504|XP_016968196.1|DBIA
OG0008626	LOC117571154|XP_034109053.1|DALB	LOC108035867|XP_016967105.1|DBIA
OG0008627	LOC117570001|XP_034107283.1|DALB	LOC108029072|XP_016956657.1|DBIA
OG0008629	LOC117565656|XP_034100765.1|DALB	LOC108033561|XP_016963395.1|DBIA
OG0008630	LOC117573106|XP_034111915.1|DALB	LOC108036000|XP_016967380.1|DBIA
OG0008631	LOC117573701|XP_034112957.1|DALB	LOC108031096|XP_016959794.1|DBIA
OG0008632	LOC117576006|XP_034116401.1|DALB	LOC108036894|XP_016968761.1|DBIA
OG0008633	LOC117567436|XP_034103335.1|DALB	LOC108030028|XP_016958062.1|DBIA
OG0008634	LOC117565672|XP_034100795.1|DALB	LOC108024369|XP_016949799.1|DBIA
OG0008635	LOC117567232|XP_034102954.1|DALB	LOC108029505|XP_016957278.1|DBIA
OG0008636	LOC117576884|XP_034117889.1|DALB	LOC108031310|XP_016960044.1|DBIA
OG0008637	LOC117570115|XP_034107469.1|DALB, LOC117566504|XP_034101936.1|DALB	LOC108028788|XP_016956257.1|DBIA
OG0008639	LOC117575417|XP_034115491.1|DALB	LOC108024753|XP_016950349.1|DBIA
OG0008640	LOC117576063|XP_034116489.1|DALB	LOC108032933|XP_016962492.1|DBIA, LOC108031477|XP_016960437.1|DBIA
OG0008641	LOC117574441|XP_034114169.1|DALB	LOC108025189|XP_016950987.1|DBIA
OG0008642	LOC117575432|XP_034115527.1|DALB, LOC117575062|XP_034115040.1|DALB	LOC108024501|XP_016949937.1|DBIA
OG0008643	LOC117575114|XP_034115104.1|DALB	LOC108036892|XP_016968758.1|DBIA
OG0008644	LOC117575816|XP_034116102.1|DALB	LOC108025133|XP_016950894.1|DBIA
OG0008645	LOC117564468|XP_034099155.1|DALB	LOC108033691|XP_016963677.1|DBIA
OG0008646	LOC117565004|XP_034099840.1|DALB	LOC108033346|XP_016963144.1|DBIA
OG0008647	LOC117565300|XP_034100228.1|DALB	LOC108029265|XP_016956953.1|DBIA
OG0008648	LOC117564956|XP_034099802.1|DALB	LOC108033686|XP_016963647.1|DBIA
OG0008649	LOC117571518|XP_034109581.1|DALB	LOC108022344|XP_016946696.1|DBIA
OG0008650	LOC117576118|XP_034116567.1|DALB	LOC108026046|XP_016952230.1|DBIA
OG0008651	LOC117570795|XP_034108541.1|DALB	LOC108023128|XP_016947887.1|DBIA
OG0008652	LOC117570492|XP_034108076.1|DALB	LOC108030450|XP_016958831.1|DBIA
OG0008653	LOC117571515|XP_034109579.1|DALB	LOC108022372|XP_016946742.1|DBIA
OG0008654	LOC117568374|XP_034104868.1|DALB	LOC108026895|XP_016953593.1|DBIA
OG0008655	LOC117569601|XP_034106727.1|DALB	LOC108029364|XP_016957081.1|DBIA
OG0008656	LOC117564856|XP_034099689.1|DALB	LOC108024081|XP_016949345.1|DBIA
OG0008657	LOC117564669|XP_034099427.1|DALB, LOC117564661|XP_034099416.1|DALB, LOC117564589|XP_034099329.1|DALB, LOC117564580|XP_034099317.1|DALB	LOC108025822|XP_016951966.1|DBIA
OG0008658	LOC117571182|XP_034109102.1|DALB, LOC117578211|XP_034119464.1|DALB, LOC117576581|XP_034117352.1|DALB	LOC108023332|XP_016948143.1|DBIA
OG0008659	LOC117570660|XP_034108337.1|DALB	LOC108022113|XP_016946444.1|DBIA, LOC108030539|XP_016958920.1|DBIA
OG0008661	LOC117566594|XP_034102027.1|DALB, LOC117571089|XP_034108964.1|DALB	LOC108028241|XP_016955399.1|DBIA
OG0008662	LOC117570646|XP_034108304.1|DALB	LOC108031528|XP_016960551.1|DBIA
OG0008663	LOC117570073|XP_034107403.1|DALB	LOC108030908|XP_016959581.1|DBIA
OG0008664	LOC117572612|XP_034111453.1|DALB	LOC108030108|XP_016958291.1|DBIA
OG0008665	LOC117563355|XP_034097535.1|DALB	LOC108032795|XP_016962290.1|DBIA
OG0008666	LOC117571235|XP_034109178.1|DALB	LOC108030758|XP_016959298.1|DBIA
OG0008667	LOC117570956|XP_034108782.1|DALB	LOC108035466|XP_016966603.1|DBIA
OG0008668	LOC117571046|XP_034108905.1|DALB	LOC108028406|XP_016955714.1|DBIA
OG0008669	LOC117565518|XP_034100545.1|DALB	LOC108032410|XP_016961719.1|DBIA
OG0008670	LOC117575071|XP_034115053.1|DALB	LOC108031876|XP_016961129.1|DBIA
OG0008672	LOC117564635|XP_034099388.1|DALB	LOC108033827|XP_016963946.1|DBIA
OG0008673	LOC117565143|XP_034100014.1|DALB	LOC108036075|XP_016967511.1|DBIA
OG0008679	LOC117577868|XP_034118715.1|DALB	LOC108027612|XP_016954622.1|DBIA
OG0008680	LOC117578024|XP_034119015.1|DALB	LOC108025619|XP_016951643.1|DBIA
OG0008681	LOC117577369|XP_034118185.1|DALB	LOC108033145|XP_016962858.1|DBIA
OG0008683	LOC117578203|XP_034119430.1|DALB	LOC108023655|XP_016948764.1|DBIA
OG0008685	LOC117570982|XP_034108820.1|DALB, LOC117570984|XP_034108821.1|DALB, LOC117568653|XP_034105341.1|DALB	LOC108022560|XP_016947045.1|DBIA
OG0008686	LOC117573865|XP_034113231.1|DALB	LOC108031906|XP_016961163.1|DBIA
OG0008687	LOC117571448|XP_034109484.1|DALB	LOC108026837|XP_016953501.1|DBIA
OG0008688	LOC117578331|XP_034119687.1|DALB	LOC108023298|XP_016948088.1|DBIA
OG0008689	LOC117575810|XP_034116093.1|DALB	LOC108031623|XP_016960718.1|DBIA
OG0008691	LOC117571040|XP_034108899.1|DALB	LOC108028308|XP_016955520.1|DBIA
OG0008692	LOC117577794|XP_034118611.1|DALB	LOC108023901|XP_016949076.1|DBIA
OG0008694	LOC117564528|XP_034099243.1|DALB	LOC108035808|XP_016967043.1|DBIA
OG0008695	LOC117569366|XP_034106389.1|DALB	LOC108029431|XP_016957165.1|DBIA
OG0008697	LOC117572141|XP_034110671.1|DALB	LOC108034390|XP_016964761.1|DBIA
OG0008698	LOC117578131|XP_034119225.1|DALB	LOC108032475|XP_016961790.1|DBIA
OG0008700	LOC117575194|XP_034115199.1|DALB	LOC108031545|XP_016960570.1|DBIA
OG0008703	LOC117567687|XP_034103702.1|DALB	LOC108034676|XP_016965107.1|DBIA
OG0008704	LOC117564855|XP_034099684.1|DALB	LOC108032818|XP_016962321.1|DBIA
OG0008705	LOC117566069|XP_034101420.1|DALB	LOC108034108|XP_016964374.1|DBIA
OG0008707	LOC117573308|XP_034112307.1|DALB	LOC108025675|XP_016951701.1|DBIA
OG0008708	LOC117565490|XP_034100488.1|DALB	LOC108023979|XP_016949196.1|DBIA
OG0008709	LOC117576709|XP_034117616.1|DALB	LOC108024592|XP_016950088.1|DBIA
OG0008711	LOC117574330|XP_034114030.1|DALB	LOC108027272|XP_016954136.1|DBIA
OG0008712	LOC117566400|XP_034101804.1|DALB	LOC108029944|XP_016957935.1|DBIA
OG0008714	LOC117564737|XP_034099516.1|DALB	LOC108036123|XP_016967597.1|DBIA
OG0008715	LOC117574562|XP_034114324.1|DALB	LOC108031797|XP_016961004.1|DBIA
OG0008716	LOC117574573|XP_034114340.1|DALB	LOC108026022|XP_016952203.1|DBIA
OG0008717	LOC117570354|XP_034107815.1|DALB	LOC108034969|XP_016965770.1|DBIA
OG0008718	LOC117567532|XP_034103469.1|DALB	LOC108022643|XP_016947187.1|DBIA
OG0008721	LOC117565126|XP_034099986.1|DALB	LOC108035933|XP_016967253.1|DBIA
OG0008722	LOC117575394|XP_034115462.1|DALB	LOC108031428|XP_016960320.1|DBIA
OG0008723	LOC117568444|XP_034105005.1|DALB	LOC108035307|XP_016966366.1|DBIA
OG0008724	LOC117564824|XP_034099639.1|DALB	LOC108033863|XP_016963995.1|DBIA
OG0008725	LOC117566568|XP_034102001.1|DALB	LOC108022397|XP_016946771.1|DBIA
OG0008726	LOC117569250|XP_034106215.1|DALB	LOC108030283|XP_016958601.1|DBIA
OG0008727	LOC117574752|XP_034114584.1|DALB	LOC108023388|XP_016948289.1|DBIA, LOC108027570|XP_016954554.1|DBIA
OG0008728	LOC117574529|XP_034114282.1|DALB	LOC108023363|XP_016948246.1|DBIA
OG0008729	LOC117577923|XP_034118810.1|DALB	LOC108033227|XP_016962980.1|DBIA
OG0008730	LOC117573928|XP_034113344.1|DALB	LOC108023674|XP_016948784.1|DBIA
OG0008731	LOC117576253|XP_034116771.1|DALB	LOC108024522|XP_016949966.1|DBIA
OG0008732	LOC117563324|XP_034097478.1|DALB	LOC108036778|XP_016968607.1|DBIA
OG0008734	LOC117573487|XP_034112605.1|DALB	LOC108024989|XP_016950733.1|DBIA
OG0008735	LOC117571105|XP_034108977.1|DALB	LOC108029421|XP_016957153.1|DBIA
OG0008736	LOC117567825|XP_034103958.1|DALB	LOC108022586|XP_016947102.1|DBIA
OG0008737	LOC117573800|XP_034113099.1|DALB	LOC108031859|XP_016961102.1|DBIA
OG0008738	LOC117563620|XP_034097911.1|DALB	LOC108036141|XP_016967653.1|DBIA
OG0008739	LOC117571151|XP_034109049.1|DALB	LOC108028690|XP_016956123.1|DBIA
OG0008740	LOC117570816|XP_034108567.1|DALB	LOC108036433|XP_016968062.1|DBIA
OG0008741	LOC117567292|XP_034103054.1|DALB	LOC108036332|XP_016967856.1|DBIA
OG0008742	LOC117567086|XP_034102733.1|DALB	LOC108035660|XP_016966857.1|DBIA
OG0008743	LOC117566930|XP_034102443.1|DALB	LOC108022854|XP_016947517.1|DBIA
OG0008744	LOC117570451|XP_034108002.1|DALB	LOC108029986|XP_016957984.1|DBIA
OG0008745	LOC117572343|XP_034110988.1|DALB	LOC108023635|XP_016948740.1|DBIA
OG0008746	LOC117576789|XP_034117733.1|DALB	LOC108031921|XP_016961182.1|DBIA
OG0008747	LOC117568979|XP_034105830.1|DALB	LOC108028314|XP_016955526.1|DBIA
OG0008748	LOC117564054|XP_034098566.1|DALB	LOC108027943|XP_016955060.1|DBIA
OG0008749	LOC117566074|XP_034101444.1|DALB	LOC108033723|XP_016963749.1|DBIA
OG0008750	LOC117564166|XP_034098724.1|DALB	LOC108034644|XP_016965075.1|DBIA
OG0008752	LOC117574540|XP_034114295.1|DALB	LOC108031424|XP_016960314.1|DBIA
OG0008753	LOC117568435|XP_034104990.1|DALB	LOC108028077|XP_016955206.1|DBIA
OG0008754	LOC117567278|XP_034103035.1|DALB	LOC108029798|XP_016957802.1|DBIA
OG0008755	LOC117574453|XP_034114181.1|DALB	LOC108024298|XP_016949688.1|DBIA
OG0008756	LOC117576306|XP_034116852.1|DALB	LOC108030954|XP_016959642.1|DBIA
OG0008757	LOC117576301|XP_034116846.1|DALB	LOC108031319|XP_016960055.1|DBIA
OG0008758	LOC117565950|XP_034101228.1|DALB	LOC108029238|XP_016956921.1|DBIA
OG0008759	LOC117563727|XP_034098086.1|DALB	LOC108034048|XP_016964286.1|DBIA
OG0008760	LOC117564385|XP_034098996.1|DALB	LOC108033365|XP_016963164.1|DBIA
OG0008761	LOC117578404|XP_034097283.1|DALB	LOC108032765|XP_016962250.1|DBIA
OG0008762	LOC117569599|XP_034106725.1|DALB	LOC108029363|XP_016957080.1|DBIA
OG0008763	LOC117564511|XP_034099221.1|DALB	LOC108035744|XP_016966929.1|DBIA
OG0008764	LOC117563793|XP_034098214.1|DALB	LOC108033576|XP_016963411.1|DBIA
OG0008765	LOC117570440|XP_034107988.1|DALB	LOC108029340|XP_016957022.1|DBIA
OG0008766	LOC117565761|XP_034100919.1|DALB	LOC108032389|XP_016961700.1|DBIA
OG0008767	LOC117568926|XP_034105728.1|DALB	LOC108029936|XP_016957920.1|DBIA
OG0008768	LOC117572388|XP_034111051.1|DALB	LOC108022872|XP_016947551.1|DBIA
OG0008769	LOC117569248|XP_034106213.1|DALB	LOC108026673|XP_016953231.1|DBIA
OG0008770	LOC117571196|XP_034109129.1|DALB	LOC108030381|XP_016958739.1|DBIA
OG0008771	LOC117567255|XP_034102995.1|DALB	LOC108022801|XP_016947423.1|DBIA
OG0008772	LOC117570599|XP_034108233.1|DALB	LOC108022855|XP_016947518.1|DBIA
OG0008773	LOC117572147|XP_034110678.1|DALB	LOC108022515|XP_016946973.1|DBIA
OG0008774	LOC117570843|XP_034108615.1|DALB	LOC108029400|XP_016957120.1|DBIA
OG0008776	LOC117570256|XP_034107660.1|DALB	LOC108023091|XP_016947840.1|DBIA
OG0008777	LOC117568104|XP_034104387.1|DALB	LOC108026749|XP_016953364.1|DBIA
OG0008778	LOC117567448|XP_034103351.1|DALB	LOC108030413|XP_016958787.1|DBIA
OG0008779	LOC117578151|XP_034119260.1|DALB	LOC108025812|XP_016951949.1|DBIA
OG0008780	LOC117571422|XP_034109456.1|DALB	LOC108032928|XP_016962487.1|DBIA
OG0008781	LOC117564817|XP_034099633.1|DALB, LOC117564776|XP_034099569.1|DALB	LOC108023705|XP_016948822.1|DBIA
OG0008782	LOC117572190|XP_034110735.1|DALB	LOC108030538|XP_016958923.1|DBIA
OG0008783	LOC117571735|XP_034109945.1|DALB	LOC108022276|XP_016946623.1|DBIA
OG0008784	LOC117570487|XP_034108067.1|DALB	LOC108028693|XP_016956126.1|DBIA
OG0008785	LOC117564632|XP_034099382.1|DALB	LOC108035239|XP_016966260.1|DBIA
OG0008786	LOC117564569|XP_034099295.1|DALB	LOC108033531|XP_016963365.1|DBIA
OG0008787	LOC117569216|XP_034106181.1|DALB	LOC108035348|XP_016966428.1|DBIA
OG0008788	LOC117568722|XP_034105431.1|DALB, LOC117569876|XP_034107105.1|DALB	LOC108028207|XP_016955361.1|DBIA
OG0008789	LOC117571240|XP_034109184.1|DALB, LOC117571442|XP_034109477.1|DALB	LOC108028369|XP_016955650.1|DBIA
OG0008790	LOC117572776|XP_034111763.1|DALB	LOC108025063|XP_016950810.1|DBIA, LOC108029662|XP_016957578.1|DBIA
OG0008791	LOC117571519|XP_034109582.1|DALB	LOC108022196|XP_016946537.1|DBIA
OG0008792	LOC117571536|XP_034109616.1|DALB	LOC108022844|XP_016947505.1|DBIA
OG0008793	LOC117572675|XP_034111595.1|DALB, LOC117567424|XP_034103310.1|DALB, LOC117566742|XP_034102177.1|DALB, LOC117566741|XP_034102176.1|DALB, LOC117567425|XP_034103311.1|DALB, LOC117567421|XP_034103308.1|DALB, LOC117567423|XP_034103309.1|DALB	LOC108029758|XP_016957747.1|DBIA
OG0008794	LOC117576016|XP_034116413.1|DALB, LOC117568189|XP_034104537.1|DALB	LOC108033653|XP_016963581.1|DBIA
OG0008795	LOC117575713|XP_034115939.1|DALB	LOC108031100|XP_016959799.1|DBIA
OG0008796	LOC117575097|XP_034115089.1|DALB, LOC117574811|XP_034114669.1|DALB, LOC117574776|XP_034114615.1|DALB	LOC108025186|XP_016950983.1|DBIA
OG0008797	LOC117575918|XP_034116263.1|DALB, LOC117576311|XP_034116856.1|DALB	LOC108031122|XP_016959823.1|DBIA
OG0008805	LOC117578197|XP_034119411.1|DALB	LOC108023562|XP_016948637.1|DBIA
OG0008806	LOC117564448|XP_034099120.1|DALB	LOC108025905|XP_016952079.1|DBIA
OG0008807	LOC117577661|XP_034118439.1|DALB	LOC108024614|XP_016950128.1|DBIA
OG0008808	LOC117577767|XP_034118569.1|DALB	LOC108035977|XP_016967295.1|DBIA
OG0008809	LOC117575556|XP_034115707.1|DALB	LOC108032225|XP_016961576.1|DBIA
OG0008811	LOC117575476|XP_034115600.1|DALB	LOC108026195|XP_016952475.1|DBIA
OG0008813	LOC117573797|XP_034113096.1|DALB	LOC108030989|XP_016959678.1|DBIA
OG0008816	LOC117572284|XP_034110881.1|DALB	LOC108034412|XP_016964784.1|DBIA
OG0008819	LOC117570814|XP_034108565.1|DALB	LOC108029765|XP_016957760.1|DBIA
OG0008820	LOC117565925|XP_034101189.1|DALB	LOC108032396|XP_016961705.1|DBIA
OG0008823	LOC117573861|XP_034113228.1|DALB	LOC108023176|XP_016947907.1|DBIA
OG0008824	LOC117566494|XP_034101924.1|DALB	LOC108028237|XP_016955391.1|DBIA
OG0008825	LOC117566533|XP_034101964.1|DALB	LOC108028195|XP_016955344.1|DBIA
OG0008829	LOC117574152|XP_034113725.1|DALB	LOC108023438|XP_016948417.1|DBIA
OG0008830	LOC117574005|XP_034113473.1|DALB	LOC108035764|XP_016966953.1|DBIA
OG0008831	LOC117569517|XP_034106604.1|DALB	LOC108023533|XP_016948588.1|DBIA
OG0008832	LOC117563852|XP_034098274.1|DALB	LOC108023279|XP_016948057.1|DBIA
OG0008833	LOC117572968|XP_034111820.1|DALB	LOC108024015|XP_016949263.1|DBIA
OG0008834	LOC117575489|XP_034115615.1|DALB	LOC108026340|XP_016952733.1|DBIA
OG0008835	LOC117576992|XP_034118069.1|DALB, LOC117576991|XP_034118067.1|DALB, LOC117576234|XP_034116743.1|DALB	LOC108031511|XP_016960515.1|DBIA
OG0008836	LOC117570329|XP_034107768.1|DALB	LOC108030354|XP_016958710.1|DBIA
OG0008837	LOC117571964|XP_034110354.1|DALB	LOC108026724|XP_016953323.1|DBIA
OG0008838	LOC117565409|XP_034100385.1|DALB	LOC108032710|XP_016962178.1|DBIA
OG0008839	LOC117569830|XP_034107046.1|DALB	LOC108023029|XP_016947758.1|DBIA
OG0008840	LOC117565785|XP_034100952.1|DALB	LOC108033925|XP_016964087.1|DBIA
OG0008841	LOC117569099|XP_034106007.1|DALB	LOC108035584|XP_016966744.1|DBIA
OG0008842	LOC117566621|XP_034102052.1|DALB	LOC108022129|XP_016946459.1|DBIA
OG0008843	LOC117570058|XP_034107384.1|DALB	LOC108035511|XP_016966662.1|DBIA
OG0008845	LOC117565383|XP_034100351.1|DALB	LOC108028958|XP_016956486.1|DBIA
OG0008846	LOC117571388|XP_034109398.1|DALB	LOC108035880|XP_016967119.1|DBIA
OG0008847	LOC117575643|XP_034115814.1|DALB	LOC108027440|XP_016954378.1|DBIA
OG0008848	LOC117568188|XP_034104536.1|DALB	LOC108036197|XP_016967677.1|DBIA
OG0008849	LOC117576730|XP_034117648.1|DALB	LOC108023790|XP_016948917.1|DBIA
OG0008850	LOC117566562|XP_034101995.1|DALB	LOC108022364|XP_016946734.1|DBIA
OG0008851	LOC117564340|XP_034098939.1|DALB, LOC117564338|XP_034098936.1|DALB	LOC108033369|XP_016963173.1|DBIA
OG0008852	LOC117569571|XP_034106685.1|DALB	LOC108029433|XP_016957168.1|DBIA
OG0008854	LOC117565817|XP_034101008.1|DALB	LOC108029184|XP_016956843.1|DBIA
OG0008855	LOC117565566|XP_034100633.1|DALB	LOC108025935|XP_016952122.1|DBIA
OG0008856	LOC117573099|XP_034111902.1|DALB	LOC108024893|XP_016950524.1|DBIA, LOC108024904|XP_016950559.1|DBIA
OG0008857	LOC117571415|XP_034109446.1|DALB	LOC108028509|XP_016955881.1|DBIA
OG0008858	LOC117567538|XP_034103474.1|DALB	LOC108025536|XP_016951554.1|DBIA
OG0008859	LOC117567515|XP_034103450.1|DALB	LOC108035629|XP_016966814.1|DBIA
OG0008860	LOC117573309|XP_034112304.1|DALB	LOC108025525|XP_016951539.1|DBIA
