Orthogroup	DALB.longest_only	HILL.longest_only
OG0008409	LOC117566519|XP_034101951.1|DALB	LOC119660967|XP_037925951.1|HILL
OG0008410	LOC117576635|XP_034117452.1|DALB	LOC119647490|XP_037904377.1|HILL, LOC119647491|XP_037904378.1|HILL
OG0008411	LOC117575754|XP_034116004.1|DALB	LOC119659741|XP_037923931.1|HILL
OG0008412	LOC117571103|XP_034108979.1|DALB	LOC119649391|XP_037907444.1|HILL
OG0008413	LOC117571791|XP_034110041.1|DALB	LOC119647423|XP_037904248.1|HILL
OG0008414	LOC117578123|XP_034119201.1|DALB	LOC119654340|XP_037915608.1|HILL
OG0008415	LOC117577786|XP_034118602.1|DALB	LOC119658392|XP_037921707.1|HILL
OG0008417	LOC117578319|XP_034119666.1|DALB	LOC119654935|XP_037916515.1|HILL
OG0008418	LOC117564915|XP_034099763.1|DALB	LOC119654193|XP_037915316.1|HILL
OG0008419	LOC117578287|XP_034119614.1|DALB	LOC119655546|XP_037917389.1|HILL
OG0008420	LOC117577698|XP_034118489.1|DALB	LOC119655458|XP_037917287.1|HILL
OG0008421	LOC117570887|XP_034108679.1|DALB	LOC119654170|XP_037915270.1|HILL
OG0008422	LOC117568096|XP_034104372.1|DALB	LOC119654194|XP_037915318.1|HILL
OG0008423	LOC117569845|XP_034107065.1|DALB	LOC119654987|XP_037916579.1|HILL
OG0008424	LOC117571780|XP_034110032.1|DALB	LOC119659658|XP_037923796.1|HILL
OG0008425	LOC117575967|XP_034116337.1|DALB	LOC119659896|XP_037924148.1|HILL
OG0008426	LOC117567901|XP_034104065.1|DALB	LOC119654067|XP_037915158.1|HILL
OG0008427	LOC117578271|XP_034119585.1|DALB	LOC119654509|XP_037915874.1|HILL
OG0008428	LOC117577836|XP_034118668.1|DALB	LOC119656163|XP_037918434.1|HILL
OG0008429	LOC117575584|XP_034115742.1|DALB	LOC119658929|XP_037922685.1|HILL
OG0008430	LOC117578278|XP_034119596.1|DALB	LOC119653906|XP_037914971.1|HILL
OG0008431	LOC117571485|XP_034109542.1|DALB	LOC119656132|XP_037918392.1|HILL
OG0008432	LOC117573411|XP_034112505.1|DALB	LOC119654296|XP_037915529.1|HILL
OG0008433	LOC117567731|XP_034103786.1|DALB	LOC119649810|XP_037908068.1|HILL
OG0008434	LOC117574490|XP_034114219.1|DALB	LOC119655234|XP_037916943.1|HILL
OG0008436	LOC117569178|XP_034106138.1|DALB	LOC119656057|XP_037918258.1|HILL
OG0008438	LOC117575325|XP_034115371.1|DALB	LOC119660408|XP_037924872.1|HILL
OG0008440	LOC117575403|XP_034115473.1|DALB	LOC119655943|XP_037918060.1|HILL
OG0008442	LOC117566491|XP_034101919.1|DALB	LOC119653907|XP_037914972.1|HILL
OG0008443	LOC117571217|XP_034109156.1|DALB	LOC119649330|XP_037907363.1|HILL
OG0008444	LOC117569482|XP_034106543.1|DALB	LOC119647406|XP_037904210.1|HILL
OG0008445	LOC117577561|XP_034118286.1|DALB	LOC119651387|XP_037910893.1|HILL
OG0008446	LOC117577963|XP_034118903.1|DALB	LOC119649052|XP_037906963.1|HILL
OG0008447	LOC117567154|XP_034102861.1|DALB	LOC119656499|XP_037918765.1|HILL
OG0008448	LOC117566630|XP_034102065.1|DALB	LOC119656739|XP_037919214.1|HILL
OG0008449	LOC117578205|XP_034119433.1|DALB	LOC119658307|XP_037921542.1|HILL, LOC119656997|XP_037919663.1|HILL
OG0008450	LOC117573887|XP_034113268.1|DALB	LOC119656990|XP_037919653.1|HILL
OG0008451	LOC117574256|XP_034113877.1|DALB	LOC119658424|XP_037922133.1|HILL
OG0008452	LOC117565540|XP_034100575.1|DALB	LOC119657292|XP_037920066.1|HILL
OG0008453	LOC117572528|XP_034111279.1|DALB	LOC119661580|XP_037926907.1|HILL
OG0008454	LOC117569505|XP_034106582.1|DALB	LOC119654526|XP_037915894.1|HILL, LOC119648624|XP_037906322.1|HILL
OG0008455	LOC117572114|XP_034110626.1|DALB	LOC119647675|XP_037904680.1|HILL
OG0008456	LOC117576492|XP_034117158.1|DALB	LOC119660776|XP_037925480.1|HILL
OG0008457	LOC117574230|XP_034113830.1|DALB	LOC119658986|XP_037922796.1|HILL
OG0008459	LOC117573676|XP_034112900.1|DALB	LOC119655755|XP_037917740.1|HILL
OG0008460	LOC117565695|XP_034100822.1|DALB	LOC119650750|XP_037909768.1|HILL
OG0008461	LOC117565139|XP_034100002.1|DALB	LOC119652350|XP_037912380.1|HILL
OG0008462	LOC117564736|XP_034099515.1|DALB	LOC119660516|XP_037925064.1|HILL
OG0008463	LOC117564122|XP_034098671.1|DALB	LOC119661749|XP_037927147.1|HILL
OG0008464	LOC117570449|XP_034107998.1|DALB	LOC119647129|XP_037903846.1|HILL
OG0008465	LOC117567776|XP_034103866.1|DALB	LOC119654772|XP_037916240.1|HILL
OG0008466	LOC117571723|XP_034109920.1|DALB	LOC119659445|XP_037923461.1|HILL
OG0008468	LOC117564718|XP_034099492.1|DALB	LOC119647453|XP_037904310.1|HILL
OG0008469	LOC117569182|XP_034106141.1|DALB	LOC119656193|XP_037918479.1|HILL
OG0008470	LOC117567466|XP_034103376.1|DALB	LOC119647064|XP_037903750.1|HILL
OG0008472	LOC117567947|XP_034104136.1|DALB	LOC119652164|XP_037912037.1|HILL
OG0008473	LOC117577824|XP_034118649.1|DALB	LOC119650546|XP_037909293.1|HILL
OG0008474	LOC117576336|XP_034116901.1|DALB	LOC119658721|XP_037922298.1|HILL, LOC119660489|XP_037925005.1|HILL
OG0008476	LOC117576143|XP_034116601.1|DALB	LOC119659389|XP_037923378.1|HILL, LOC119659427|XP_037923435.1|HILL, LOC119660379|XP_037924826.1|HILL
OG0008477	LOC117569048|XP_034105941.1|DALB	LOC119651482|XP_037911021.1|HILL
OG0008478	LOC117573274|XP_034112246.1|DALB	LOC119650952|XP_037910116.1|HILL
OG0008479	LOC117572684|XP_034111612.1|DALB	LOC119651481|XP_037911020.1|HILL
OG0008480	LOC117567606|XP_034103584.1|DALB	LOC119649602|XP_037907744.1|HILL
OG0008481	LOC117578086|XP_034119138.1|DALB	LOC119649501|XP_037907597.1|HILL
OG0008482	LOC117568650|XP_034105336.1|DALB	LOC119660779|XP_037925482.1|HILL
OG0008483	LOC117578379|XP_034119704.1|DALB	LOC119661260|XP_037926441.1|HILL, LOC119651077|XP_037910346.1|HILL
OG0008484	LOC117575650|XP_034115828.1|DALB	LOC119661176|XP_037926321.1|HILL, LOC119659816|XP_037924027.1|HILL, LOC119658920|XP_037922672.1|HILL, LOC119659242|XP_037923150.1|HILL
OG0008485	LOC117565260|XP_034100171.1|DALB	LOC119653213|XP_037913710.1|HILL
OG0008486	LOC117573257|XP_034112226.1|DALB	LOC119660883|XP_037925726.1|HILL
OG0008487	LOC117577261|XP_034118138.1|DALB, LOC117577257|XP_034118135.1|DALB, LOC117577260|XP_034118137.1|DALB, LOC117577253|XP_034118130.1|DALB, LOC117570309|XP_034107733.1|DALB, LOC117576787|XP_034117729.1|DALB	LOC119653734|XP_037914584.1|HILL
OG0008488	LOC117576154|XP_034116618.1|DALB	LOC119649935|XP_037908282.1|HILL, LOC119649152|XP_037907091.1|HILL, LOC119649397|XP_037907450.1|HILL, LOC119649987|XP_037908368.1|HILL, LOC119659892|XP_037924143.1|HILL
OG0008496	LOC117567775|XP_034103865.1|DALB	LOC119654774|XP_037916244.1|HILL
OG0008498	LOC117570769|XP_034108496.1|DALB	LOC119654591|XP_037915980.1|HILL, LOC119655781|XP_037917795.1|HILL, LOC119654852|XP_037916360.1|HILL
OG0008500	LOC117568805|XP_034105557.1|DALB	LOC119655028|XP_037916630.1|HILL
OG0008505	LOC117572285|XP_034110884.1|DALB	LOC119649383|XP_037907429.1|HILL
OG0008508	LOC117565852|XP_034101064.1|DALB	LOC119646514|XP_037902903.1|HILL, LOC119646692|XP_037903184.1|HILL, LOC119646546|XP_037902952.1|HILL, LOC119647099|XP_037903798.1|HILL, LOC119646700|XP_037903194.1|HILL, LOC119647102|XP_037903806.1|HILL, LOC119646816|XP_037903358.1|HILL, LOC119646555|XP_037902964.1|HILL, LOC119647122|XP_037903836.1|HILL, LOC119646211|XP_037902522.1|HILL
OG0008527	LOC117575574|XP_034115734.1|DALB	LOC119658475|XP_037921839.1|HILL
OG0008528	LOC117569648|XP_034106784.1|DALB	LOC119651201|XP_037910571.1|HILL
OG0008529	LOC117569409|XP_034106440.1|DALB	LOC119658351|XP_037921636.1|HILL
OG0008530	LOC117573380|XP_034112436.1|DALB	LOC119657299|XP_037920073.1|HILL
OG0008531	LOC117575066|XP_034115049.1|DALB	LOC119657125|XP_037919817.1|HILL
OG0008532	LOC117577557|XP_034118283.1|DALB	LOC119658066|XP_037921251.1|HILL
OG0008535	LOC117573381|XP_034112462.1|DALB	LOC119658522|XP_037921926.1|HILL
OG0008536	LOC117574143|XP_034113713.1|DALB	LOC119656731|XP_037919195.1|HILL
OG0008537	LOC117573680|XP_034112915.1|DALB	LOC119651053|XP_037910310.1|HILL
OG0008538	LOC117578208|XP_034119436.1|DALB	LOC119656958|XP_037919605.1|HILL
OG0008539	LOC117565245|XP_034100152.1|DALB	LOC119656591|XP_037918930.1|HILL
OG0008540	LOC117574299|XP_034113995.1|DALB	LOC119653019|XP_037913386.1|HILL
OG0008541	LOC117572652|XP_034111523.1|DALB	LOC119653135|XP_037913597.1|HILL
OG0008542	LOC117567721|XP_034103774.1|DALB	LOC119649841|XP_037908113.1|HILL
OG0008544	LOC117572339|XP_034110977.1|DALB	LOC119652767|XP_037913006.1|HILL
OG0008547	LOC117568390|XP_034104896.1|DALB	LOC119657476|XP_037920325.1|HILL
OG0008550	LOC117568265|XP_034104644.1|DALB, LOC117566451|XP_034101873.1|DALB	LOC119656706|XP_037919144.1|HILL
OG0008552	LOC117567671|XP_034103682.1|DALB	LOC119649916|XP_037908246.1|HILL
OG0008554	LOC117563728|XP_034098094.1|DALB	LOC119654641|XP_037916044.1|HILL
OG0008555	LOC117577088|XP_034118079.1|DALB	LOC119654383|XP_037915679.1|HILL
OG0008556	LOC117568415|XP_034104949.1|DALB	LOC119654250|XP_037915421.1|HILL
OG0008557	LOC117576770|XP_034117712.1|DALB	LOC119653004|XP_037913360.1|HILL
OG0008558	LOC117563540|XP_034097810.1|DALB	LOC119651726|XP_037911378.1|HILL
OG0008560	LOC117565732|XP_034100871.1|DALB	LOC119651038|XP_037910283.1|HILL
OG0008562	LOC117563398|XP_034097623.1|DALB	LOC119651236|XP_037910642.1|HILL
OG0008563	LOC117573296|XP_034112292.1|DALB	LOC119647201|XP_037903945.1|HILL
OG0008564	LOC117563490|XP_034097743.1|DALB	LOC119652179|XP_037912051.1|HILL
OG0008565	LOC117577948|XP_034118874.1|DALB	LOC119659222|XP_037923126.1|HILL
OG0008569	LOC117571852|XP_034110140.1|DALB	LOC119653537|XP_037914142.1|HILL
OG0008570	LOC117563284|XP_034097415.1|DALB	LOC119654622|XP_037916022.1|HILL
OG0008571	LOC117567670|XP_034103681.1|DALB	LOC119649231|XP_037907220.1|HILL
OG0008573	LOC117573588|XP_034112775.1|DALB	LOC119654214|XP_037915354.1|HILL
OG0008574	LOC117566806|XP_034102245.1|DALB	LOC119648701|XP_037906437.1|HILL
OG0008575	LOC117574056|XP_034113558.1|DALB	LOC119659043|XP_037922872.1|HILL
OG0008576	LOC117574991|XP_034114955.1|DALB	LOC119654176|XP_037915289.1|HILL
OG0008578	LOC117575312|XP_034115357.1|DALB	LOC119658856|XP_037922537.1|HILL
OG0008581	LOC117568886|XP_034105677.1|DALB	LOC119659924|XP_037924189.1|HILL
OG0008583	LOC117577869|XP_034118718.1|DALB	LOC119656058|XP_037918259.1|HILL
OG0008584	LOC117571823|XP_034110089.1|DALB	LOC119655742|XP_037917723.1|HILL
OG0008587	LOC117574798|XP_034114649.1|DALB	LOC119658942|XP_037922726.1|HILL
OG0008588	LOC117573632|XP_034112831.1|DALB	LOC119658908|XP_037922642.1|HILL
OG0008589	LOC117575462|XP_034115569.1|DALB	LOC119654185|XP_037915308.1|HILL
OG0008590	LOC117575772|XP_034116029.1|DALB	LOC119655852|XP_037917898.1|HILL
OG0008591	LOC117577225|XP_034118108.1|DALB	LOC119649353|XP_037907389.1|HILL
OG0008593	LOC117571582|XP_034109689.1|DALB	LOC119655800|XP_037917825.1|HILL, LOC119653808|XP_037914759.1|HILL
OG0008594	LOC117573567|XP_034112745.1|DALB	LOC119651649|XP_037911253.1|HILL
OG0008595	LOC117570441|XP_034107989.1|DALB	LOC119661579|XP_037926906.1|HILL
OG0008596	LOC117566558|XP_034101991.1|DALB	LOC119661663|XP_037927025.1|HILL
OG0008597	LOC117575783|XP_034116045.1|DALB	LOC119659496|XP_037923542.1|HILL
OG0008598	LOC117578269|XP_034119583.1|DALB	LOC119655847|XP_037917890.1|HILL
OG0008599	LOC117577280|XP_034118151.1|DALB	LOC119654310|XP_037915561.1|HILL
OG0008600	LOC117574083|XP_034113608.1|DALB	LOC119652068|XP_037911934.1|HILL
OG0008601	LOC117564025|XP_034098515.1|DALB	LOC119659540|XP_037923612.1|HILL
OG0008602	LOC117574300|XP_034113996.1|DALB	LOC119652694|XP_037912899.1|HILL
OG0008603	LOC117575670|XP_034115848.1|DALB	LOC119652884|XP_037913179.1|HILL
OG0008604	LOC117570446|XP_034107995.1|DALB	LOC119647128|XP_037903843.1|HILL
OG0008605	LOC117565930|XP_034101205.1|DALB	LOC119654333|XP_037915592.1|HILL
OG0008606	LOC117565812|XP_034100996.1|DALB	LOC119652360|XP_037912374.1|HILL
OG0008607	LOC117573415|XP_034112511.1|DALB	LOC119659335|XP_037923305.1|HILL
OG0008608	LOC117577226|XP_034118110.1|DALB	LOC119653630|XP_037914334.1|HILL
OG0008609	LOC117575012|XP_034114980.1|DALB	LOC119658860|XP_037922541.1|HILL
OG0008610	LOC117569963|XP_034107227.1|DALB	LOC119646361|XP_037902726.1|HILL
OG0008615	LOC117575615|XP_034115780.1|DALB	LOC119660332|XP_037924743.1|HILL
OG0008616	LOC117574837|XP_034114714.1|DALB	LOC119646548|XP_037902951.1|HILL
OG0008618	LOC117563892|XP_034098343.1|DALB	LOC119656867|XP_037919451.1|HILL
OG0008619	LOC117564453|XP_034099125.1|DALB	LOC119661363|XP_037926600.1|HILL
OG0008620	LOC117570600|XP_034108234.1|DALB	LOC119651578|XP_037911144.1|HILL
OG0008621	LOC117574530|XP_034114283.1|DALB	LOC119651459|XP_037910993.1|HILL
OG0008622	LOC117567548|XP_034103497.1|DALB	LOC119655405|XP_037917216.1|HILL
OG0008623	LOC117571278|XP_034109232.1|DALB	LOC119655278|XP_037917025.1|HILL
OG0008624	LOC117572418|XP_034111095.1|DALB	LOC119648961|XP_037906812.1|HILL
OG0008626	LOC117571154|XP_034109053.1|DALB	LOC119660175|XP_037924511.1|HILL
OG0008627	LOC117570001|XP_034107283.1|DALB	LOC119661010|XP_037926080.1|HILL
OG0008629	LOC117565656|XP_034100765.1|DALB	LOC119646898|XP_037903484.1|HILL
OG0008631	LOC117573701|XP_034112957.1|DALB	LOC119651864|XP_037911599.1|HILL
OG0008632	LOC117576006|XP_034116401.1|DALB	LOC119647306|XP_037904144.1|HILL
OG0008633	LOC117567436|XP_034103335.1|DALB	LOC119653603|XP_037914285.1|HILL
OG0008634	LOC117565672|XP_034100795.1|DALB	LOC119651860|XP_037911595.1|HILL
OG0008635	LOC117567232|XP_034102954.1|DALB	LOC119652745|XP_037912972.1|HILL
OG0008636	LOC117576884|XP_034117889.1|DALB	LOC119659458|XP_037923470.1|HILL, LOC119660038|XP_037924345.1|HILL, LOC119660354|XP_037924781.1|HILL, LOC119659719|XP_037923902.1|HILL, LOC119659753|XP_037923943.1|HILL
OG0008639	LOC117575417|XP_034115491.1|DALB	LOC119653912|XP_037914998.1|HILL
OG0008644	LOC117575816|XP_034116102.1|DALB	LOC119661311|XP_037926531.1|HILL
OG0008645	LOC117564468|XP_034099155.1|DALB	LOC119651500|XP_037911050.1|HILL
OG0008646	LOC117565004|XP_034099840.1|DALB	LOC119661294|XP_037926508.1|HILL
OG0008647	LOC117565300|XP_034100228.1|DALB	LOC119652432|XP_037912489.1|HILL, LOC119651435|XP_037910963.1|HILL
OG0008648	LOC117564956|XP_034099802.1|DALB	LOC119661642|XP_037927001.1|HILL, LOC119650789|XP_037909841.1|HILL
OG0008650	LOC117576118|XP_034116567.1|DALB	LOC119659612|XP_037923713.1|HILL, LOC119659875|XP_037924121.1|HILL
OG0008651	LOC117570795|XP_034108541.1|DALB	LOC119661505|XP_037926800.1|HILL
OG0008653	LOC117571515|XP_034109579.1|DALB	LOC119654871|XP_037916394.1|HILL
OG0008661	LOC117566594|XP_034102027.1|DALB, LOC117571089|XP_034108964.1|DALB, LOC117571999|XP_034110404.1|DALB	LOC119651426|XP_037910951.1|HILL
OG0008665	LOC117563355|XP_034097535.1|DALB	LOC119648579|XP_037906277.1|HILL
OG0008667	LOC117570956|XP_034108782.1|DALB	LOC119647590|XP_037904532.1|HILL, LOC119647588|XP_037904525.1|HILL, LOC119647591|XP_037904533.1|HILL
OG0008669	LOC117565518|XP_034100545.1|DALB	LOC119651956|XP_037911740.1|HILL, LOC119647317|XP_037904172.1|HILL
OG0008671	LOC117564708|XP_034099479.1|DALB	LOC119651955|XP_037911736.1|HILL, LOC119646767|XP_037903278.1|HILL
OG0008681	LOC117577369|XP_034118185.1|DALB	LOC119657738|XP_037920708.1|HILL
OG0008683	LOC117578203|XP_034119430.1|DALB	LOC119657037|XP_037919719.1|HILL
OG0008685	LOC117570982|XP_034108820.1|DALB, LOC117570984|XP_034108821.1|DALB, LOC117568653|XP_034105341.1|DALB	LOC119651979|XP_037911814.1|HILL
OG0008687	LOC117571448|XP_034109484.1|DALB	LOC119648628|XP_037906329.1|HILL
OG0008688	LOC117578331|XP_034119687.1|DALB	LOC119661651|XP_037927011.1|HILL
OG0008689	LOC117575810|XP_034116093.1|DALB	LOC119659228|XP_037923130.1|HILL
OG0008690	LOC117563506|XP_034097771.1|DALB	LOC119651734|XP_037911390.1|HILL
OG0008692	LOC117573350|XP_034112367.1|DALB	LOC119659429|XP_037923438.1|HILL
OG0008694	LOC117564528|XP_034099243.1|DALB	LOC119647760|XP_037904807.1|HILL
OG0008697	LOC117572141|XP_034110671.1|DALB	LOC119647676|XP_037904681.1|HILL
OG0008698	LOC117578131|XP_034119225.1|DALB	LOC119653864|XP_037914849.1|HILL
OG0008700	LOC117575194|XP_034115199.1|DALB	LOC119660060|XP_037924367.1|HILL, LOC119658676|XP_037922166.1|HILL, LOC119660313|XP_037924715.1|HILL
OG0008703	LOC117567687|XP_034103702.1|DALB	LOC119655914|XP_037918007.1|HILL
OG0008704	LOC117564855|XP_034099684.1|DALB	LOC119646957|XP_037903582.1|HILL
OG0008705	LOC117566069|XP_034101420.1|DALB	LOC119652801|XP_037913052.1|HILL
OG0008707	LOC117573308|XP_034112307.1|DALB	LOC119658237|XP_037921442.1|HILL
OG0008708	LOC117565490|XP_034100488.1|DALB	LOC119649332|XP_037907367.1|HILL
OG0008709	LOC117576709|XP_034117616.1|DALB	LOC119660146|XP_037924474.1|HILL
OG0008711	LOC117574330|XP_034114030.1|DALB	LOC119658610|XP_037922019.1|HILL
OG0008712	LOC117566400|XP_034101804.1|DALB	LOC119661789|XP_037927201.1|HILL
OG0008714	LOC117564737|XP_034099516.1|DALB	LOC119660523|XP_037925077.1|HILL
OG0008716	LOC117574573|XP_034114340.1|DALB	LOC119659307|XP_037923248.1|HILL
OG0008717	LOC117570354|XP_034107815.1|DALB	LOC119659717|XP_037923900.1|HILL
OG0008721	LOC117565126|XP_034099986.1|DALB	LOC119658130|XP_037921327.1|HILL
OG0008723	LOC117568444|XP_034105005.1|DALB	LOC119648752|XP_037906504.1|HILL
OG0008725	LOC117566568|XP_034102001.1|DALB	LOC119652896|XP_037913196.1|HILL, LOC119652672|XP_037912866.1|HILL
OG0008726	LOC117569250|XP_034106215.1|DALB	LOC119652874|XP_037913167.1|HILL
OG0008728	LOC117574529|XP_034114282.1|DALB	LOC119651993|XP_037911841.1|HILL
OG0008729	LOC117577923|XP_034118810.1|DALB	LOC119658474|XP_037921837.1|HILL
OG0008730	LOC117573928|XP_034113344.1|DALB	LOC119657477|XP_037920326.1|HILL
OG0008731	LOC117576253|XP_034116771.1|DALB	LOC119652835|XP_037913097.1|HILL
OG0008732	LOC117563324|XP_034097478.1|DALB	LOC119661042|XP_037926161.1|HILL, LOC119658333|XP_037921600.1|HILL
OG0008734	LOC117573487|XP_034112605.1|DALB	LOC119652484|XP_037912593.1|HILL
OG0008735	LOC117571105|XP_034108977.1|DALB	LOC119659632|XP_037923759.1|HILL
OG0008736	LOC117567825|XP_034103958.1|DALB	LOC119646665|XP_037903123.1|HILL, LOC119655995|XP_037918161.1|HILL
OG0008737	LOC117573800|XP_034113099.1|DALB	LOC119659112|XP_037922962.1|HILL, LOC119650913|XP_037910066.1|HILL, LOC119652054|XP_037911917.1|HILL
OG0008738	LOC117563620|XP_034097911.1|DALB	LOC119650897|XP_037910004.1|HILL
OG0008739	LOC117571151|XP_034109049.1|DALB	LOC119660717|XP_037925288.1|HILL
OG0008740	LOC117570816|XP_034108567.1|DALB	LOC119654783|XP_037916254.1|HILL
OG0008741	LOC117567292|XP_034103054.1|DALB	LOC119660921|XP_037925824.1|HILL
OG0008742	LOC117567086|XP_034102733.1|DALB	LOC119649509|XP_037907608.1|HILL
OG0008743	LOC117566930|XP_034102443.1|DALB	LOC119659149|XP_037923025.1|HILL
OG0008745	LOC117572343|XP_034110988.1|DALB	LOC119652723|XP_037912944.1|HILL, LOC119651758|XP_037911424.1|HILL
OG0008746	LOC117576789|XP_034117733.1|DALB	LOC119660160|XP_037924492.1|HILL
OG0008747	LOC117568979|XP_034105830.1|DALB	LOC119649072|XP_037906993.1|HILL
OG0008748	LOC117564054|XP_034098566.1|DALB	LOC119652918|XP_037913232.1|HILL
OG0008750	LOC117564166|XP_034098724.1|DALB	LOC119654153|XP_037915245.1|HILL, LOC119646967|XP_037903596.1|HILL
OG0008752	LOC117574540|XP_034114295.1|DALB	LOC119659709|XP_037923891.1|HILL
OG0008753	LOC117568435|XP_034104990.1|DALB	LOC119655884|XP_037917957.1|HILL
OG0008756	LOC117576306|XP_034116852.1|DALB	LOC119648773|XP_037906534.1|HILL, LOC119648252|XP_037905823.1|HILL, LOC119650144|XP_037908608.1|HILL, LOC119648374|XP_037906030.1|HILL
OG0008757	LOC117576301|XP_034116846.1|DALB	LOC119652413|XP_037912458.1|HILL
OG0008758	LOC117565950|XP_034101228.1|DALB	LOC119647030|XP_037903703.1|HILL, LOC119660917|XP_037925821.1|HILL
OG0008759	LOC117563727|XP_034098086.1|DALB	LOC119661245|XP_037926411.1|HILL
OG0008765	LOC117570440|XP_034107988.1|DALB	LOC119647084|XP_037903773.1|HILL
OG0008766	LOC117565761|XP_034100919.1|DALB	LOC119646230|XP_037902548.1|HILL
OG0008770	LOC117571196|XP_034109129.1|DALB	LOC119661763|XP_037927161.1|HILL
OG0008773	LOC117572147|XP_034110678.1|DALB	LOC119646200|XP_037902511.1|HILL
OG0008774	LOC117570843|XP_034108615.1|DALB	LOC119655518|XP_037917356.1|HILL
OG0008777	LOC117568104|XP_034104387.1|DALB	LOC119653606|XP_037914294.1|HILL
OG0008781	LOC117564817|XP_034099633.1|DALB, LOC117564776|XP_034099569.1|DALB	LOC119661729|XP_037927124.1|HILL
OG0008782	LOC117572190|XP_034110735.1|DALB	LOC119648896|XP_037906723.1|HILL
OG0008783	LOC117571735|XP_034109945.1|DALB	LOC119649405|XP_037907468.1|HILL, LOC119658910|XP_037922647.1|HILL
OG0008784	LOC117570487|XP_034108067.1|DALB	LOC119648371|XP_037906026.1|HILL
OG0008795	LOC117575713|XP_034115939.1|DALB	LOC119660196|XP_037924544.1|HILL
OG0008805	LOC117578197|XP_034119411.1|DALB	LOC119656803|XP_037919340.1|HILL
OG0008806	LOC117564448|XP_034099120.1|DALB	LOC119656959|XP_037919607.1|HILL
OG0008807	LOC117577661|XP_034118439.1|DALB	LOC119656811|XP_037919359.1|HILL
OG0008808	LOC117577767|XP_034118569.1|DALB	LOC119658445|XP_037921777.1|HILL
OG0008811	LOC117575476|XP_034115600.1|DALB	LOC119652683|XP_037912885.1|HILL
OG0008813	LOC117573797|XP_034113096.1|DALB	LOC119652049|XP_037911913.1|HILL
OG0008815	LOC117575519|XP_034115657.1|DALB	LOC119646510|XP_037902894.1|HILL
OG0008820	LOC117565925|XP_034101189.1|DALB	LOC119651683|XP_037911310.1|HILL
OG0008821	LOC117574919|XP_034114862.1|DALB	LOC119659241|XP_037923149.1|HILL
OG0008823	LOC117573861|XP_034113228.1|DALB	LOC119646188|XP_037902499.1|HILL
OG0008824	LOC117566494|XP_034101924.1|DALB	LOC119653399|XP_037913891.1|HILL
OG0008829	LOC117574152|XP_034113725.1|DALB	LOC119657846|XP_037920896.1|HILL
OG0008830	LOC117574005|XP_034113473.1|DALB	LOC119657594|XP_037920505.1|HILL
OG0008831	LOC117569517|XP_034106604.1|DALB	LOC119655773|XP_037917756.1|HILL
OG0008832	LOC117563852|XP_034098274.1|DALB	LOC119655195|XP_037916893.1|HILL
OG0008833	LOC117572968|XP_034111820.1|DALB	LOC119654244|XP_037915414.1|HILL
OG0008834	LOC117575489|XP_034115615.1|DALB	LOC119653011|XP_037913377.1|HILL
OG0008836	LOC117570329|XP_034107768.1|DALB	LOC119647253|XP_037904059.1|HILL
OG0008838	LOC117565409|XP_034100385.1|DALB	LOC119647489|XP_037904376.1|HILL
OG0008839	LOC117569830|XP_034107046.1|DALB	LOC119654967|XP_037916555.1|HILL
OG0008841	LOC117569099|XP_034106007.1|DALB	LOC119649018|XP_037906899.1|HILL
OG0008843	LOC117570058|XP_034107384.1|DALB	LOC119649087|XP_037907017.1|HILL
OG0008845	LOC117565383|XP_034100351.1|DALB	LOC119661334|XP_037926564.1|HILL
OG0008848	LOC117568188|XP_034104536.1|DALB	LOC119661193|XP_037926343.1|HILL
OG0008854	LOC117565817|XP_034101008.1|DALB	LOC119660814|XP_037925583.1|HILL
OG0008856	LOC117573099|XP_034111902.1|DALB	LOC119660757|XP_037925446.1|HILL
OG0008857	LOC117571415|XP_034109446.1|DALB	LOC119647684|XP_037904693.1|HILL
OG0008858	LOC117567538|XP_034103474.1|DALB	LOC119647867|XP_037905065.1|HILL
OG0008859	LOC117567515|XP_034103450.1|DALB	LOC119648271|XP_037905854.1|HILL
OG0008861	LOC117568808|XP_034105560.1|DALB	LOC119657118|XP_037919809.1|HILL
OG0008862	LOC117576644|XP_034117468.1|DALB	LOC119659261|XP_037923181.1|HILL
OG0008864	LOC117570889|XP_034108677.1|DALB	LOC119657040|XP_037919722.1|HILL
OG0008866	LOC117563679|XP_034097997.1|DALB	LOC119655429|XP_037917252.1|HILL
OG0008867	LOC117566446|XP_034101871.1|DALB	LOC119659595|XP_037923685.1|HILL
OG0008869	LOC117568678|XP_034105373.1|DALB	LOC119648431|XP_037906113.1|HILL
OG0008870	LOC117571356|XP_034109356.1|DALB	LOC119649996|XP_037908385.1|HILL
OG0008871	LOC117567280|XP_034103037.1|DALB	LOC119649205|XP_037907186.1|HILL
OG0008872	LOC117564257|XP_034098849.1|DALB	LOC119646954|XP_037903578.1|HILL
OG0008874	LOC117571514|XP_034109578.1|DALB	LOC119655356|XP_037917135.1|HILL
OG0008875	LOC117572691|XP_034111633.1|DALB	LOC119660608|XP_037925232.1|HILL
OG0008876	LOC117573206|XP_034112094.1|DALB	LOC119660895|XP_037925755.1|HILL
OG0008877	LOC117568539|XP_034105148.1|DALB	LOC119648262|XP_037905841.1|HILL
