Orthogroup	DALB.longest_only	CCAP.longest_only
OG0007053	LOC117576874|XP_034117868.1|DALB	CCAP1982_LOCUS4789|CAD6996083.1|CCAP
OG0007054	LOC117568086|XP_034104356.1|DALB	CCAP1982_LOCUS21443|CAD7013378.1|CCAP
OG0007055	LOC117568308|XP_034104746.1|DALB	CCAP1982_LOCUS22840|CAD7014876.1|CCAP
OG0007056	LOC117572058|XP_034110526.1|DALB	CCAP1982_LOCUS12881|CAD7004476.1|CCAP
OG0007059	LOC117563902|XP_034098354.1|DALB	CCAP1982_LOCUS8284|CAD6999761.1|CCAP
OG0007060	LOC117565008|XP_034099843.1|DALB	CCAP1982_LOCUS8288|CAD6999765.1|CCAP
OG0007061	LOC117565396|XP_034100369.1|DALB	CCAP1982_LOCUS8289|CAD6999766.1|CCAP
OG0007062	LOC117563532|XP_034097803.1|DALB	CCAP1982_LOCUS7441|CAD6998894.1|CCAP
OG0007063	LOC117565428|XP_034100405.1|DALB	CCAP1982_LOCUS5521|CAD6996845.1|CCAP
OG0007064	LOC117566812|XP_034102254.1|DALB	CCAP1982_LOCUS21728|CAD7013687.1|CCAP
OG0007065	LOC117565808|XP_034100988.1|DALB	CCAP1982_LOCUS8842|CAD7000360.1|CCAP
OG0007066	LOC117569944|XP_034107196.1|DALB	CCAP1982_LOCUS13819|CAD7005459.1|CCAP
OG0007067	LOC117564068|XP_034098585.1|DALB	CCAP1982_LOCUS7438|CAD6998891.1|CCAP
OG0007068	LOC117565981|XP_034101277.1|DALB	CCAP1982_LOCUS6290|CAD6997660.1|CCAP
OG0007070	LOC117568204|XP_034104563.1|DALB	CCAP1982_LOCUS21250|CAD7013179.1|CCAP
OG0007071	LOC117570432|XP_034107979.1|DALB	CCAP1982_LOCUS22928|CAD7014968.1|CCAP
OG0007073	LOC117565587|XP_034100677.1|DALB	CCAP1982_LOCUS8062|CAD6999541.1|CCAP
OG0007074	LOC117566433|XP_034101855.1|DALB	CCAP1982_LOCUS20176|CAD7012076.1|CCAP
OG0007075	LOC117565576|XP_034100642.1|DALB	CCAP1982_LOCUS8114|CAD6999590.1|CCAP
OG0007076	LOC117568225|XP_034104589.1|DALB	CCAP1982_LOCUS22136|CAD7014131.1|CCAP
OG0007077	LOC117564650|XP_034099402.1|DALB	CCAP1982_LOCUS7920|CAD6999394.1|CCAP
OG0007078	LOC117566138|XP_034101511.1|DALB	CCAP1982_LOCUS7354|CAD6998803.1|CCAP
OG0007079	LOC117566141|XP_034101517.1|DALB	CCAP1982_LOCUS7353|CAD6998799.1|CCAP
OG0007080	LOC117564529|XP_034099240.1|DALB	CCAP1982_LOCUS6393|CAD6997763.1|CCAP
OG0007081	LOC117563960|XP_034098427.1|DALB	CCAP1982_LOCUS5561|CAD6996887.1|CCAP
OG0007082	LOC117565107|XP_034099956.1|DALB	CCAP1982_LOCUS6673|CAD6998057.1|CCAP
OG0007083	LOC117564731|XP_034099509.1|DALB	CCAP1982_LOCUS6906|CAD6998297.1|CCAP
OG0007086	LOC117565794|XP_034100968.1|DALB	CCAP1982_LOCUS8255|CAD6999729.1|CCAP
OG0007087	LOC117568487|XP_034105065.1|DALB	CCAP1982_LOCUS6897|CAD6998288.1|CCAP
OG0007088	LOC117563477|XP_034097725.1|DALB	CCAP1982_LOCUS6895|CAD6998286.1|CCAP
OG0007089	LOC117564076|XP_034098593.1|DALB	CCAP1982_LOCUS7485|CAD6998938.1|CCAP
OG0007090	LOC117563869|XP_034098316.1|DALB	CCAP1982_LOCUS8235|CAD6999709.1|CCAP
OG0007091	LOC117566002|XP_034101310.1|DALB	CCAP1982_LOCUS6972|CAD6998372.1|CCAP
OG0007092	LOC117576852|XP_034117834.1|DALB	CCAP1982_LOCUS4644|CAD6995942.1|CCAP
OG0007093	LOC117566064|XP_034101411.1|DALB	CCAP1982_LOCUS10850|CAD7002356.1|CCAP
OG0007095	LOC117563655|XP_034097958.1|DALB	CCAP1982_LOCUS7737|CAD6999203.1|CCAP
OG0007096	LOC117565026|XP_034099862.1|DALB	CCAP1982_LOCUS5513|CAD6996840.1|CCAP
OG0007097	LOC117563905|XP_034098359.1|DALB	CCAP1982_LOCUS7965|CAD6999441.1|CCAP
OG0007098	LOC117565063|XP_034099901.1|DALB	CCAP1982_LOCUS7969|CAD6999445.1|CCAP
OG0007099	LOC117573959|XP_034113388.1|DALB	CCAP1982_LOCUS2724|CAD6993938.1|CCAP
OG0007100	LOC117565919|XP_034101179.1|DALB	CCAP1982_LOCUS7691|CAD6999152.1|CCAP
OG0007102	LOC117565499|XP_034100507.1|DALB	CCAP1982_LOCUS6630|CAD6998013.1|CCAP, CCAP1982_LOCUS6634|CAD6998017.1|CCAP, CCAP1982_LOCUS6637|CAD6998020.1|CCAP
OG0007103	LOC117565828|XP_034101026.1|DALB	CCAP1982_LOCUS6721|CAD6998107.1|CCAP
OG0007104	LOC117565190|XP_034100085.1|DALB	CCAP1982_LOCUS5635|CAD6996970.1|CCAP
OG0007105	LOC117564851|XP_034099678.1|DALB	CCAP1982_LOCUS5711|CAD6997057.1|CCAP
OG0007107	LOC117564325|XP_034098918.1|DALB	CCAP1982_LOCUS8486|CAD6999982.1|CCAP
OG0007109	LOC117564219|XP_034098797.1|DALB	CCAP1982_LOCUS8807|CAD7000324.1|CCAP
OG0007110	LOC117566142|XP_034101519.1|DALB	CCAP1982_LOCUS8571|CAD7000070.1|CCAP
OG0007111	LOC117565903|XP_034101146.1|DALB	CCAP1982_LOCUS7393|CAD6998844.1|CCAP
OG0007112	LOC117563562|XP_034097832.1|DALB	CCAP1982_LOCUS7501|CAD6998954.1|CCAP
OG0007113	LOC117574510|XP_034114260.1|DALB	CCAP1982_LOCUS2444|CAD6993634.1|CCAP
OG0007114	LOC117563637|XP_034097934.1|DALB	CCAP1982_LOCUS8259|CAD6999733.1|CCAP
OG0007115	LOC117565113|XP_034099963.1|DALB	CCAP1982_LOCUS8261|CAD6999735.1|CCAP
OG0007116	LOC117566134|XP_034101507.1|DALB	CCAP1982_LOCUS8864|CAD7000388.1|CCAP
OG0007117	LOC117564100|XP_034098637.1|DALB	CCAP1982_LOCUS7696|CAD6999158.1|CCAP
OG0007118	LOC117563489|XP_034097742.1|DALB	CCAP1982_LOCUS8559|CAD7000055.1|CCAP
OG0007124	LOC117568598|XP_034105238.1|DALB	CCAP1982_LOCUS14438|CAD7006106.1|CCAP
OG0007125	LOC117567172|XP_034102878.1|DALB	CCAP1982_LOCUS13823|CAD7005463.1|CCAP
OG0007126	LOC117569939|XP_034107188.1|DALB	CCAP1982_LOCUS13816|CAD7005456.1|CCAP
OG0007127	LOC117571275|XP_034109230.1|DALB	CCAP1982_LOCUS14233|CAD7005893.1|CCAP
OG0007128	LOC117567177|XP_034102890.1|DALB	CCAP1982_LOCUS13827|CAD7005467.1|CCAP
OG0007129	LOC117567173|XP_034102880.1|DALB	CCAP1982_LOCUS13825|CAD7005465.1|CCAP
OG0007130	LOC117567739|XP_034103815.1|DALB	CCAP1982_LOCUS13965|CAD7005606.1|CCAP
OG0007131	LOC117568550|XP_034105161.1|DALB	CCAP1982_LOCUS11653|CAD7003191.1|CCAP
OG0007132	LOC117569286|XP_034106282.1|DALB	CCAP1982_LOCUS11686|CAD7003225.1|CCAP
OG0007133	LOC117571841|XP_034110120.1|DALB	CCAP1982_LOCUS13226|CAD7004840.1|CCAP
OG0007134	LOC117570410|XP_034107926.1|DALB	CCAP1982_LOCUS12053|CAD7003609.1|CCAP
OG0007135	LOC117567501|XP_034103423.1|DALB	CCAP1982_LOCUS11440|CAD7002977.1|CCAP
OG0007136	LOC117571788|XP_034110038.1|DALB	CCAP1982_LOCUS11814|CAD7003355.1|CCAP
OG0007142	LOC117571113|XP_034108999.1|DALB	CCAP1982_LOCUS14614|CAD7006291.1|CCAP
OG0007143	LOC117575127|XP_034115120.1|DALB	CCAP1982_LOCUS3194|CAD6994446.1|CCAP
OG0007144	LOC117564217|XP_034098796.1|DALB, LOC117576784|XP_034117727.1|DALB	CCAP1982_LOCUS241|CAD6991312.1|CCAP
OG0007145	LOC117574568|XP_034114334.1|DALB	CCAP1982_LOCUS430|CAD6991507.1|CCAP
OG0007146	LOC117575769|XP_034116026.1|DALB	CCAP1982_LOCUS433|CAD6991511.1|CCAP
OG0007149	LOC117566923|XP_034102434.1|DALB	CCAP1982_LOCUS22324|CAD7014327.1|CCAP
OG0007150	LOC117571380|XP_034109385.1|DALB	CCAP1982_LOCUS11655|CAD7003193.1|CCAP
OG0007151	LOC117571739|XP_034109947.1|DALB	CCAP1982_LOCUS11432|CAD7002968.1|CCAP
OG0007154	LOC117569095|XP_034106002.1|DALB	CCAP1982_LOCUS20283|CAD7012182.1|CCAP
OG0007155	LOC117572455|XP_034111178.1|DALB	CCAP1982_LOCUS19995|CAD7011883.1|CCAP
OG0007157	LOC117574082|XP_034113607.1|DALB	CCAP1982_LOCUS563|CAD6991649.1|CCAP
OG0007158	LOC117567724|XP_034103777.1|DALB	CCAP1982_LOCUS12225|CAD7003791.1|CCAP
OG0007160	LOC117574754|XP_034114588.1|DALB	CCAP1982_LOCUS4974|CAD6996290.1|CCAP
OG0007174	LOC117575379|XP_034115443.1|DALB	CCAP1982_LOCUS777|CAD6991886.1|CCAP
OG0007175	LOC117567382|XP_034103218.1|DALB	CCAP1982_LOCUS14454|CAD7006122.1|CCAP
OG0007176	LOC117573972|XP_034113405.1|DALB	CCAP1982_LOCUS829|CAD6991941.1|CCAP
OG0007177	LOC117573668|XP_034112887.1|DALB	CCAP1982_LOCUS748|CAD6991849.1|CCAP
OG0007178	LOC117573875|XP_034113243.1|DALB	CCAP1982_LOCUS867|CAD6991980.1|CCAP
OG0007179	LOC117576257|XP_034116787.1|DALB	CCAP1982_LOCUS750|CAD6991852.1|CCAP
OG0007180	LOC117573669|XP_034112889.1|DALB	CCAP1982_LOCUS745|CAD6991846.1|CCAP
OG0007182	LOC117574740|XP_034114567.1|DALB	CCAP1982_LOCUS967|CAD6992087.1|CCAP
OG0007183	LOC117576405|XP_034117023.1|DALB	CCAP1982_LOCUS970|CAD6992091.1|CCAP
OG0007184	LOC117574739|XP_034114565.1|DALB	CCAP1982_LOCUS962|CAD6992082.1|CCAP
OG0007185	LOC117564792|XP_034099603.1|DALB	CCAP1982_LOCUS7881|CAD6999354.1|CCAP
OG0007186	LOC117576649|XP_034117473.1|DALB	CCAP1982_LOCUS906|CAD6992022.1|CCAP
OG0007187	LOC117573766|XP_034113049.1|DALB	CCAP1982_LOCUS335|CAD6991408.1|CCAP
OG0007188	LOC117574664|XP_034114460.1|DALB	CCAP1982_LOCUS5020|CAD6996342.1|CCAP
OG0007189	LOC117574642|XP_034114430.1|DALB	CCAP1982_LOCUS4951|CAD6996268.1|CCAP
OG0007190	LOC117576505|XP_034117191.1|DALB	CCAP1982_LOCUS708|CAD6991805.1|CCAP
OG0007191	LOC117572104|XP_034110611.1|DALB	CCAP1982_LOCUS12894|CAD7004492.1|CCAP
OG0007195	LOC117574109|XP_034113646.1|DALB	CCAP1982_LOCUS680|CAD6991773.1|CCAP
OG0007196	LOC117576712|XP_034117621.1|DALB	CCAP1982_LOCUS451|CAD6991533.1|CCAP
OG0007197	LOC117567561|XP_034103512.1|DALB	CCAP1982_LOCUS13596|CAD7005238.1|CCAP
OG0007198	LOC117576111|XP_034116560.1|DALB	CCAP1982_LOCUS898|CAD6992012.1|CCAP
OG0007199	LOC117574684|XP_034114481.1|DALB	CCAP1982_LOCUS580|CAD6991666.1|CCAP
OG0007200	LOC117576491|XP_034117156.1|DALB	CCAP1982_LOCUS4879|CAD6996187.1|CCAP
OG0007201	LOC117568820|XP_034105581.1|DALB	CCAP1982_LOCUS11204|CAD7002729.1|CCAP
OG0007202	LOC117571644|XP_034109765.1|DALB	CCAP1982_LOCUS13344|CAD7004966.1|CCAP
OG0007203	LOC117571642|XP_034109763.1|DALB	CCAP1982_LOCUS13330|CAD7004951.1|CCAP
OG0007205	LOC117567890|XP_034104053.1|DALB	CCAP1982_LOCUS13329|CAD7004950.1|CCAP
OG0007206	LOC117573683|XP_034112920.1|DALB	CCAP1982_LOCUS716|CAD6991815.1|CCAP
OG0007207	LOC117576039|XP_034116455.1|DALB	CCAP1982_LOCUS721|CAD6991820.1|CCAP
OG0007208	LOC117576920|XP_034117952.1|DALB	CCAP1982_LOCUS720|CAD6991819.1|CCAP
OG0007209	LOC117576922|XP_034117954.1|DALB	CCAP1982_LOCUS719|CAD6991818.1|CCAP
OG0007210	LOC117573980|XP_034113418.1|DALB	CCAP1982_LOCUS894|CAD6992008.1|CCAP
OG0007211	LOC117574745|XP_034114573.1|DALB	CCAP1982_LOCUS4295|CAD6995585.1|CCAP
OG0007212	LOC117573310|XP_034112305.1|DALB	CCAP1982_LOCUS169|CAD6991232.1|CCAP
OG0007214	LOC117568184|XP_034104523.1|DALB	CCAP1982_LOCUS13363|CAD7004987.1|CCAP
OG0007215	LOC117575781|XP_034116041.1|DALB	CCAP1982_LOCUS392|CAD6991468.1|CCAP
OG0007216	LOC117576331|XP_034116894.1|DALB	CCAP1982_LOCUS1848|CAD6993013.1|CCAP, CCAP1982_LOCUS1847|CAD6993012.1|CCAP
OG0007217	LOC117569160|XP_034106115.1|DALB	CCAP1982_LOCUS20135|CAD7012031.1|CCAP
OG0007218	LOC117574667|XP_034114463.1|DALB	CCAP1982_LOCUS261|CAD6991332.1|CCAP
OG0007219	LOC117576633|XP_034117450.1|DALB	CCAP1982_LOCUS780|CAD6991889.1|CCAP
OG0007220	LOC117573492|XP_034112611.1|DALB	CCAP1982_LOCUS1421|CAD6992573.1|CCAP
OG0007221	LOC117575763|XP_034116019.1|DALB	CCAP1982_LOCUS5051|CAD6996372.1|CCAP
OG0007222	LOC117573751|XP_034113021.1|DALB	CCAP1982_LOCUS4924|CAD6996240.1|CCAP
OG0007223	LOC117574220|XP_034113816.1|DALB	CCAP1982_LOCUS155|CAD6991217.1|CCAP
OG0007224	LOC117573666|XP_034112885.1|DALB	CCAP1982_LOCUS4413|CAD6995706.1|CCAP
OG0007225	LOC117573558|XP_034112735.1|DALB	CCAP1982_LOCUS240|CAD6991311.1|CCAP
OG0007226	LOC117574974|XP_034114929.1|DALB	CCAP1982_LOCUS372|CAD6991446.1|CCAP
OG0007227	LOC117567374|XP_034103208.1|DALB	CCAP1982_LOCUS12755|CAD7004337.1|CCAP
OG0007228	LOC117570200|XP_034107577.1|DALB	CCAP1982_LOCUS12753|CAD7004335.1|CCAP
OG0007229	LOC117574213|XP_034113810.1|DALB	CCAP1982_LOCUS2800|CAD6994023.1|CCAP
OG0007230	LOC117576839|XP_034117812.1|DALB	CCAP1982_LOCUS4944|CAD6996261.1|CCAP
OG0007231	LOC117574847|XP_034114735.1|DALB	CCAP1982_LOCUS802|CAD6991913.1|CCAP
OG0007232	LOC117569533|XP_034106626.1|DALB	CCAP1982_LOCUS12462|CAD7004037.1|CCAP
OG0007233	LOC117572003|XP_034110410.1|DALB	CCAP1982_LOCUS12465|CAD7004040.1|CCAP
OG0007234	LOC117567272|XP_034103027.1|DALB	CCAP1982_LOCUS12468|CAD7004043.1|CCAP
OG0007235	LOC117567269|XP_034103022.1|DALB	CCAP1982_LOCUS12480|CAD7004055.1|CCAP
OG0007236	LOC117575092|XP_034115084.1|DALB	CCAP1982_LOCUS952|CAD6992072.1|CCAP
OG0007237	LOC117573991|XP_034113431.1|DALB	CCAP1982_LOCUS86|CAD6991144.1|CCAP
OG0007239	LOC117576327|XP_034116885.1|DALB	CCAP1982_LOCUS4425|CAD6995718.1|CCAP
OG0007240	LOC117575215|XP_034115232.1|DALB	CCAP1982_LOCUS11582|CAD7003120.1|CCAP
OG0007245	LOC117573776|XP_034113068.1|DALB	CCAP1982_LOCUS1858|CAD6993022.1|CCAP
OG0007246	LOC117575239|XP_034115261.1|DALB	CCAP1982_LOCUS2224|CAD6993409.1|CCAP
OG0007247	LOC117572427|XP_034111142.1|DALB	CCAP1982_LOCUS7138|CAD6998553.1|CCAP
OG0007251	LOC117574249|XP_034113869.1|DALB	CCAP1982_LOCUS955|CAD6992075.1|CCAP
OG0007252	LOC117575730|XP_034115965.1|DALB	CCAP1982_LOCUS4289|CAD6995579.1|CCAP
OG0007253	LOC117568067|XP_034104317.1|DALB	CCAP1982_LOCUS12058|CAD7003616.1|CCAP
OG0007254	LOC117573783|XP_034113080.1|DALB	CCAP1982_LOCUS645|CAD6991733.1|CCAP
OG0007256	LOC117573670|XP_034112890.1|DALB	CCAP1982_LOCUS747|CAD6991848.1|CCAP
OG0007257	LOC117573346|XP_034112360.1|DALB	CCAP1982_LOCUS5123|CAD6996451.1|CCAP
OG0007258	LOC117573343|XP_034112354.1|DALB	CCAP1982_LOCUS259|CAD6991330.1|CCAP
OG0007267	LOC117573321|XP_034112320.1|DALB	CCAP1982_LOCUS22944|CAD7014986.1|CCAP
OG0007268	LOC117572207|XP_034110766.1|DALB	CCAP1982_LOCUS19677|CAD7011588.1|CCAP
OG0007270	LOC117575922|XP_034116269.1|DALB	CCAP1982_LOCUS5137|CAD6996468.1|CCAP
OG0007271	LOC117573458|XP_034112572.1|DALB	CCAP1982_LOCUS84|CAD6991142.1|CCAP
OG0007272	LOC117570800|XP_034108547.1|DALB	CCAP1982_LOCUS12889|CAD7004485.1|CCAP
OG0007273	LOC117574080|XP_034113605.1|DALB	CCAP1982_LOCUS4633|CAD6995931.1|CCAP
OG0007274	LOC117576622|XP_034117432.1|DALB	CCAP1982_LOCUS4273|CAD6995562.1|CCAP
OG0007275	LOC117570923|XP_034108743.1|DALB	CCAP1982_LOCUS11313|CAD7002844.1|CCAP
OG0007276	LOC117570922|XP_034108742.1|DALB	CCAP1982_LOCUS11322|CAD7002854.1|CCAP
OG0007277	LOC117568845|XP_034105612.1|DALB	CCAP1982_LOCUS12267|CAD7003834.1|CCAP
OG0007278	LOC117572549|XP_034111311.1|DALB	CCAP1982_LOCUS14983|CAD7006683.1|CCAP
OG0007279	LOC117568082|XP_034104348.1|DALB	CCAP1982_LOCUS14984|CAD7006684.1|CCAP
OG0007280	LOC117567812|XP_034103938.1|DALB	CCAP1982_LOCUS14986|CAD7006686.1|CCAP
OG0007281	LOC117575660|XP_034115839.1|DALB	CCAP1982_LOCUS595|CAD6991682.1|CCAP
OG0007282	LOC117575654|XP_034115831.1|DALB	CCAP1982_LOCUS594|CAD6991681.1|CCAP
OG0007283	LOC117575764|XP_034116020.1|DALB	CCAP1982_LOCUS208|CAD6991277.1|CCAP
OG0007284	LOC117574027|XP_034113509.1|DALB	CCAP1982_LOCUS3395|CAD6994660.1|CCAP
OG0007287	LOC117564077|XP_034098594.1|DALB	CCAP1982_LOCUS7484|CAD6998937.1|CCAP
OG0007290	LOC117573337|XP_034112337.1|DALB	CCAP1982_LOCUS587|CAD6991674.1|CCAP
OG0007291	LOC117569205|XP_034106171.1|DALB	CCAP1982_LOCUS3528|CAD6994797.1|CCAP
OG0007293	LOC117573809|XP_034113111.1|DALB	CCAP1982_LOCUS298|CAD6991368.1|CCAP
OG0007294	LOC117574199|XP_034113793.1|DALB	CCAP1982_LOCUS1027|CAD6992149.1|CCAP
OG0007295	LOC117575743|XP_034115988.1|DALB	CCAP1982_LOCUS3441|CAD6994706.1|CCAP
OG0007296	LOC117576807|XP_034117758.1|DALB	CCAP1982_LOCUS1016|CAD6992137.1|CCAP
OG0007297	LOC117576205|XP_034116689.1|DALB	CCAP1982_LOCUS4653|CAD6995944.1|CCAP
OG0007298	LOC117573675|XP_034112895.1|DALB	CCAP1982_LOCUS4435|CAD6995730.1|CCAP
OG0007299	LOC117575146|XP_034115143.1|DALB	CCAP1982_LOCUS5169|CAD6996501.1|CCAP
OG0007300	LOC117573348|XP_034112365.1|DALB	CCAP1982_LOCUS379|CAD6991454.1|CCAP
OG0007301	LOC117576983|XP_034118059.1|DALB	CCAP1982_LOCUS4540|CAD6995838.1|CCAP
OG0007302	LOC117576047|XP_034116466.1|DALB	CCAP1982_LOCUS5045|CAD6996366.1|CCAP
OG0007304	LOC117563548|XP_034097817.1|DALB	CCAP1982_LOCUS6553|CAD6997935.1|CCAP
OG0007305	LOC117567235|XP_034102957.1|DALB	CCAP1982_LOCUS14100|CAD7005751.1|CCAP
OG0007306	LOC117567233|XP_034102955.1|DALB	CCAP1982_LOCUS14101|CAD7005752.1|CCAP
OG0007307	LOC117573988|XP_034113426.1|DALB	CCAP1982_LOCUS5065|CAD6996390.1|CCAP
OG0007309	LOC117574555|XP_034114318.1|DALB	CCAP1982_LOCUS310|CAD6991383.1|CCAP
OG0007310	LOC117573696|XP_034112947.1|DALB	CCAP1982_LOCUS309|CAD6991382.1|CCAP
OG0007311	LOC117576756|XP_034117684.1|DALB	CCAP1982_LOCUS304|CAD6991375.1|CCAP
OG0007316	LOC117576166|XP_034116637.1|DALB	CCAP1982_LOCUS997|CAD6992113.1|CCAP
OG0007317	LOC117575348|XP_034115404.1|DALB	CCAP1982_LOCUS766|CAD6991874.1|CCAP
OG0007318	LOC117575344|XP_034115396.1|DALB	CCAP1982_LOCUS765|CAD6991872.1|CCAP
OG0007319	LOC117568818|XP_034105574.1|DALB	CCAP1982_LOCUS11203|CAD7002728.1|CCAP
OG0007324	LOC117576410|XP_034117029.1|DALB	CCAP1982_LOCUS4825|CAD6996131.1|CCAP
OG0007325	LOC117574411|XP_034114139.1|DALB	CCAP1982_LOCUS4878|CAD6996186.1|CCAP
OG0007326	LOC117576407|XP_034117025.1|DALB	CCAP1982_LOCUS4843|CAD6996150.1|CCAP
OG0007327	LOC117571604|XP_034109713.1|DALB	CCAP1982_LOCUS12605|CAD7004186.1|CCAP
OG0007328	LOC117574033|XP_034113518.1|DALB	CCAP1982_LOCUS4824|CAD6996130.1|CCAP
OG0007329	LOC117574281|XP_034113923.1|DALB	CCAP1982_LOCUS836|CAD6991948.1|CCAP
OG0007333	LOC117576340|XP_034116906.1|DALB	CCAP1982_LOCUS5111|CAD6996439.1|CCAP
OG0007335	LOC117572278|XP_034110873.1|DALB	CCAP1982_LOCUS14948|CAD7006643.1|CCAP
OG0007336	LOC117574541|XP_034114303.1|DALB	CCAP1982_LOCUS256|CAD6991327.1|CCAP
OG0007337	LOC117567204|XP_034102925.1|DALB	CCAP1982_LOCUS12036|CAD7003588.1|CCAP
OG0007338	LOC117568778|XP_034105507.1|DALB	CCAP1982_LOCUS14978|CAD7006677.1|CCAP
OG0007339	LOC117573919|XP_034113323.1|DALB	CCAP1982_LOCUS176|CAD6991240.1|CCAP
OG0007340	LOC117575147|XP_034115144.1|DALB	CCAP1982_LOCUS5191|CAD6996523.1|CCAP
OG0007341	LOC117575868|XP_034116182.1|DALB	CCAP1982_LOCUS4563|CAD6995862.1|CCAP
OG0007342	LOC117574675|XP_034114472.1|DALB	CCAP1982_LOCUS5140|CAD6996471.1|CCAP
OG0007343	LOC117575285|XP_034115319.1|DALB	CCAP1982_LOCUS426|CAD6991502.1|CCAP
OG0007345	LOC117574570|XP_034114336.1|DALB	CCAP1982_LOCUS429|CAD6991505.1|CCAP
OG0007346	LOC117572585|XP_034111360.1|DALB	CCAP1982_LOCUS12748|CAD7004329.1|CCAP
OG0007351	LOC117566612|XP_034102044.1|DALB	CCAP1982_LOCUS13609|CAD7005252.1|CCAP
OG0007352	LOC117569931|XP_034107181.1|DALB	CCAP1982_LOCUS21584|CAD7013524.1|CCAP
OG0007353	LOC117574660|XP_034114455.1|DALB	CCAP1982_LOCUS1008|CAD6992129.1|CCAP
OG0007354	LOC117575538|XP_034115683.1|DALB	CCAP1982_LOCUS20275|CAD7012173.1|CCAP
OG0007355	LOC117576699|XP_034117587.1|DALB	CCAP1982_LOCUS558|CAD6991644.1|CCAP
OG0007356	LOC117569888|XP_034107118.1|DALB	CCAP1982_LOCUS21381|CAD7013311.1|CCAP
OG0007357	LOC117576302|XP_034116847.1|DALB	CCAP1982_LOCUS4455|CAD6995751.1|CCAP
OG0007358	LOC117576416|XP_034117034.1|DALB	CCAP1982_LOCUS4816|CAD6996121.1|CCAP
OG0007360	LOC117575273|XP_034115300.1|DALB	CCAP1982_LOCUS1890|CAD6993060.1|CCAP
OG0007367	LOC117566845|XP_034102327.1|DALB	CCAP1982_LOCUS12741|CAD7004322.1|CCAP
OG0007368	LOC117573333|XP_034112332.1|DALB	CCAP1982_LOCUS584|CAD6991671.1|CCAP
OG0007369	LOC117574271|XP_034113908.1|DALB	CCAP1982_LOCUS4308|CAD6995601.1|CCAP
OG0007370	LOC117572108|XP_034110618.1|DALB	CCAP1982_LOCUS22387|CAD7014393.1|CCAP
OG0007371	LOC117576125|XP_034116574.1|DALB	CCAP1982_LOCUS3268|CAD6994524.1|CCAP
OG0007372	LOC117576385|XP_034116988.1|DALB	CCAP1982_LOCUS246|CAD6991317.1|CCAP
OG0007389	LOC117577419|XP_034118223.1|DALB	CCAP1982_LOCUS6401|CAD6997775.1|CCAP
OG0007393	LOC117576371|XP_034116953.1|DALB	CCAP1982_LOCUS5062|CAD6996385.1|CCAP
OG0007396	LOC117576714|XP_034117623.1|DALB	CCAP1982_LOCUS4566|CAD6995865.1|CCAP
OG0007397	LOC117565239|XP_034100138.1|DALB	CCAP1982_LOCUS6480|CAD6997857.1|CCAP, CCAP1982_LOCUS6479|CAD6997856.1|CCAP
OG0007398	LOC117567841|XP_034103979.1|DALB	CCAP1982_LOCUS20412|CAD7012318.1|CCAP
OG0007402	LOC117576580|XP_034117351.1|DALB	CCAP1982_LOCUS4479|CAD6995775.1|CCAP
OG0007403	LOC117575931|XP_034116281.1|DALB	CCAP1982_LOCUS4486|CAD6995782.1|CCAP
OG0007404	LOC117573631|XP_034112824.1|DALB	CCAP1982_LOCUS4527|CAD6995824.1|CCAP
OG0007405	LOC117576680|XP_034117567.1|DALB	CCAP1982_LOCUS686|CAD6991781.1|CCAP
OG0007406	LOC117576744|XP_034117668.1|DALB	CCAP1982_LOCUS4363|CAD6995656.1|CCAP
OG0007407	LOC117563307|XP_034097445.1|DALB	CCAP1982_LOCUS5431|CAD6996752.1|CCAP, CCAP1982_LOCUS5430|CAD6996751.1|CCAP
OG0007408	LOC117569964|XP_034107228.1|DALB	CCAP1982_LOCUS14593|CAD7006269.1|CCAP
OG0007413	LOC117571343|XP_034109342.1|DALB	CCAP1982_LOCUS23203|CAD7015255.1|CCAP
OG0007419	LOC117574335|XP_034114045.1|DALB	CCAP1982_LOCUS2364|CAD6993552.1|CCAP, CCAP1982_LOCUS2363|CAD6993551.1|CCAP
OG0007420	LOC117571080|XP_034108948.1|DALB	CCAP1982_LOCUS21572|CAD7013512.1|CCAP
OG0007424	LOC117567014|XP_034102592.1|DALB	CCAP1982_LOCUS13372|CAD7004996.1|CCAP
OG0007425	LOC117572335|XP_034110965.1|DALB	CCAP1982_LOCUS13380|CAD7005005.1|CCAP
OG0007429	LOC117566779|XP_034102213.1|DALB	CCAP1982_LOCUS21051|CAD7012960.1|CCAP
OG0007430	LOC117570867|XP_034108650.1|DALB	CCAP1982_LOCUS12596|CAD7004176.1|CCAP
OG0007431	LOC117564794|XP_034099606.1|DALB	CCAP1982_LOCUS8214|CAD6999686.1|CCAP
OG0007432	LOC117570505|XP_034108092.1|DALB	CCAP1982_LOCUS13753|CAD7005393.1|CCAP
OG0007433	LOC117577776|XP_034118586.1|DALB	CCAP1982_LOCUS14013|CAD7005656.1|CCAP
OG0007434	LOC117571705|XP_034109894.1|DALB	CCAP1982_LOCUS14025|CAD7005670.1|CCAP
OG0007436	LOC117571149|XP_034109045.1|DALB	CCAP1982_LOCUS13811|CAD7005451.1|CCAP
OG0007437	LOC117567345|XP_034103162.1|DALB	CCAP1982_LOCUS11674|CAD7003214.1|CCAP
