Orthogroup	DSAN.longest_only	AALB.longest_only
OG0005919	LOC120448273|XP_039486139.1|DSAN	LOC118464432|XP_035787697.1|AALB
OG0005920	LOC120444460|XP_039480061.1|DSAN	LOC118466741|XP_035792320.1|AALB
OG0005921	LOC120450144|XP_039488908.1|DSAN	LOC118466747|XP_035792326.1|AALB
OG0005922	LOC120457068|XP_039500181.1|DSAN	LOC118466591|XP_035792046.1|AALB
OG0005923	LOC120449478|XP_039487888.1|DSAN	LOC118465887|XP_035790431.1|AALB
OG0005924	LOC120449258|XP_039487573.1|DSAN	LOC118465890|XP_035790434.1|AALB
OG0005925	LOC120449366|XP_039487731.1|DSAN	LOC118467036|XP_035792914.1|AALB
OG0005926	LOC120456223|XP_039498840.1|DSAN	LOC118467436|XP_035793835.1|AALB
OG0005927	LOC120451999|XP_039491964.1|DSAN	LOC118463235|XP_035785586.1|AALB
OG0005928	LOC120455533|XP_039497758.1|DSAN	LOC118463236|XP_035785588.1|AALB
OG0005929	LOC120449929|XP_039488557.1|DSAN	LOC118463228|XP_035785571.1|AALB
OG0005930	LOC120446606|XP_039483580.1|DSAN	LOC118467614|XP_035794209.1|AALB
OG0005931	LOC120443947|XP_039479329.1|DSAN	LOC118466595|XP_035792056.1|AALB
OG0005932	LOC120446903|XP_039484059.1|DSAN	LOC118463901|XP_035786725.1|AALB
OG0005933	LOC120448418|XP_039486355.1|DSAN	LOC118465557|XP_035789795.1|AALB
OG0005934	LOC120447085|XP_039484419.1|DSAN	LOC118467660|XP_035794298.1|AALB
OG0005935	LOC120450610|XP_039489679.1|DSAN	LOC118466000|XP_035790687.1|AALB
OG0005936	LOC120458331|XP_039501882.1|DSAN	LOC118466006|XP_035790696.1|AALB
OG0005937	LOC120448732|XP_039486841.1|DSAN	LOC118466002|XP_035790690.1|AALB
OG0005938	LOC120445852|XP_039482425.1|DSAN	LOC118464226|XP_035787299.1|AALB
OG0005939	LOC120457312|XP_039500744.1|DSAN	LOC118467454|XP_035793852.1|AALB
OG0005940	LOC120444265|XP_039479710.1|DSAN	LOC118467210|XP_035793330.1|AALB
OG0005941	LOC120446844|XP_039483971.1|DSAN	LOC118467211|XP_035793332.1|AALB
OG0005942	LOC120450596|XP_039489655.1|DSAN	LOC118464075|XP_035787024.1|AALB
OG0005943	LOC120443983|XP_039479391.1|DSAN	LOC118467911|XP_035794734.1|AALB
OG0005944	LOC120456611|XP_039499464.1|DSAN	LOC118464787|XP_035788312.1|AALB
OG0005945	LOC120446220|XP_039483013.1|DSAN	LOC118464137|XP_035787133.1|AALB
OG0005946	LOC120445634|XP_039482095.1|DSAN	LOC118463729|XP_035786416.1|AALB
OG0005947	LOC120444872|XP_039480782.1|DSAN	LOC118467159|XP_035793196.1|AALB
OG0005948	LOC120449897|XP_039488514.1|DSAN	LOC118464023|XP_035786972.1|AALB
OG0005949	LOC120449410|XP_039487800.1|DSAN	LOC118464024|XP_035786973.1|AALB
OG0005950	LOC120458427|XP_039502000.1|DSAN	LOC118466011|XP_035790710.1|AALB
OG0005951	LOC120449377|XP_039487744.1|DSAN	LOC118466673|XP_035792170.1|AALB
OG0005952	LOC120458426|XP_039501998.1|DSAN	LOC118463618|XP_035786203.1|AALB
OG0005953	LOC120457756|XP_039501189.1|DSAN	LOC118463622|XP_035786213.1|AALB
OG0005954	LOC120457820|XP_039501254.1|DSAN	LOC118463111|XP_035785328.1|AALB
OG0005955	LOC120450779|XP_039489871.1|DSAN	LOC118466055|XP_035790797.1|AALB
OG0005956	LOC120444522|XP_039480199.1|DSAN	LOC118465576|XP_035789836.1|AALB
OG0005957	LOC120453136|XP_039493621.1|DSAN	LOC118462826|XP_035784748.1|AALB
OG0005958	LOC120453538|XP_039494223.1|DSAN	LOC118466973|XP_035792777.1|AALB
OG0005959	LOC120451267|XP_039490737.1|DSAN	LOC118464759|XP_035788271.1|AALB
OG0005960	LOC120457100|XP_039500223.1|DSAN	LOC118464753|XP_035788265.1|AALB
OG0005961	LOC120445765|XP_039482295.1|DSAN	LOC118466236|XP_035791168.1|AALB
OG0005962	LOC120444860|XP_039480756.1|DSAN	LOC118466331|XP_035791344.1|AALB
OG0005963	LOC120458496|XP_039502097.1|DSAN	LOC118465731|XP_035790086.1|AALB
OG0005964	LOC120445963|XP_039482600.1|DSAN	LOC118467821|XP_035794603.1|AALB
OG0005965	LOC120458399|XP_039501958.1|DSAN	LOC118467826|XP_035794609.1|AALB
OG0005966	LOC120445136|XP_039481221.1|DSAN	LOC118467820|XP_035794602.1|AALB
OG0005967	LOC120447212|XP_039484659.1|DSAN	LOC118463609|XP_035786182.1|AALB
OG0005968	LOC120445647|XP_039482122.1|DSAN	LOC118463607|XP_035786171.1|AALB
OG0005969	LOC120446371|XP_039483235.1|DSAN	LOC118467486|XP_035793919.1|AALB
OG0005970	LOC120448715|XP_039486818.1|DSAN	LOC118464156|XP_035787176.1|AALB
OG0005971	LOC120446276|XP_039483093.1|DSAN	LOC118465974|XP_035790627.1|AALB
OG0005972	LOC120448126|XP_039485874.1|DSAN	LOC118465971|XP_035790619.1|AALB
OG0005973	LOC120448786|XP_039486909.1|DSAN	LOC118462562|XP_035784244.1|AALB
OG0005974	LOC120447677|XP_039485136.1|DSAN	LOC118465460|XP_035789648.1|AALB
OG0005975	LOC120448129|XP_039485881.1|DSAN	LOC118467392|XP_035793742.1|AALB
OG0005977	LOC120444419|XP_039479981.1|DSAN	LOC118465170|XP_035789023.1|AALB
OG0005978	LOC120446916|XP_039484089.1|DSAN	LOC118465169|XP_035789022.1|AALB
OG0005979	LOC120446995|XP_039484229.1|DSAN	LOC118465165|XP_035789017.1|AALB
OG0005980	LOC120450863|XP_039490018.1|DSAN	LOC118467887|XP_035794693.1|AALB
OG0005981	LOC120456797|XP_039499755.1|DSAN	LOC118467894|XP_035794705.1|AALB
OG0005982	LOC120448060|XP_039485754.1|DSAN	LOC118467890|XP_035794699.1|AALB
OG0005983	LOC120457215|XP_039500517.1|DSAN	LOC118467892|XP_035794702.1|AALB
OG0005984	LOC120455527|XP_039497750.1|DSAN	LOC118466190|XP_035791089.1|AALB
OG0005985	LOC120457027|XP_039500123.1|DSAN	LOC118467376|XP_035793690.1|AALB
OG0005986	LOC120455023|XP_039496787.1|DSAN	LOC118467391|XP_035793738.1|AALB
OG0005987	LOC120455213|XP_039497107.1|DSAN	LOC118467388|XP_035793725.1|AALB
OG0005988	LOC120447052|XP_039484366.1|DSAN	LOC118464718|XP_035788183.1|AALB
OG0005989	LOC120444305|XP_039479768.1|DSAN	LOC118463915|XP_035786748.1|AALB
OG0005990	LOC120446999|XP_039484238.1|DSAN	LOC118463919|XP_035786769.1|AALB
OG0005991	LOC120443896|XP_039479257.1|DSAN	LOC118464431|XP_035787695.1|AALB
OG0005992	LOC120447706|XP_039485168.1|DSAN	LOC118464430|XP_035787694.1|AALB
OG0005993	LOC120447707|XP_039485170.1|DSAN	LOC118467385|XP_035793718.1|AALB
OG0005994	LOC120450448|XP_039489399.1|DSAN	LOC118463735|XP_035786420.1|AALB
OG0005995	LOC120449569|XP_039488055.1|DSAN	LOC118467419|XP_035793798.1|AALB
OG0005996	LOC120450406|XP_039489336.1|DSAN	LOC118467422|XP_035793801.1|AALB
OG0005997	LOC120445416|XP_039481766.1|DSAN	LOC118467536|XP_035794022.1|AALB
OG0005998	LOC120450360|XP_039489276.1|DSAN	LOC118467535|XP_035794021.1|AALB
OG0005999	LOC120449183|XP_039487466.1|DSAN	LOC118463199|XP_035785526.1|AALB
OG0006000	LOC120446856|XP_039483983.1|DSAN	LOC118466845|XP_035792560.1|AALB
OG0006001	LOC120448751|XP_039486868.1|DSAN	LOC118464770|XP_035788288.1|AALB
OG0006002	LOC120444984|XP_039480946.1|DSAN	LOC118462767|XP_035784625.1|AALB
OG0006003	LOC120448213|XP_039486026.1|DSAN	LOC118464729|XP_035788203.1|AALB
OG0006004	LOC120450903|XP_039490086.1|DSAN	LOC118464187|XP_035787230.1|AALB
OG0006005	LOC120457719|XP_039501152.1|DSAN	LOC118467847|XP_035794646.1|AALB
OG0006006	LOC120445052|XP_039481104.1|DSAN	LOC118465013|XP_035788758.1|AALB
OG0006007	LOC120458692|XP_039502367.1|DSAN	LOC118467830|XP_035794614.1|AALB
OG0006008	LOC120449058|XP_039487290.1|DSAN	LOC118465072|XP_035788856.1|AALB
OG0006009	LOC120447950|XP_039485568.1|DSAN	LOC118467727|XP_035794424.1|AALB
OG0006010	LOC120450489|XP_039489470.1|DSAN	LOC118465817|XP_035790284.1|AALB
OG0006011	LOC120450367|XP_039489285.1|DSAN	LOC118465829|XP_035790311.1|AALB
OG0006012	LOC120450319|XP_039489210.1|DSAN	LOC118467838|XP_035794623.1|AALB
OG0006013	LOC120447073|XP_039484398.1|DSAN	LOC118467225|XP_035793369.1|AALB
OG0006014	LOC120450179|XP_039488974.1|DSAN	LOC118465855|XP_035790376.1|AALB
OG0006015	LOC120445610|XP_039482053.1|DSAN	LOC118464716|XP_035788167.1|AALB
OG0006016	LOC120448403|XP_039486331.1|DSAN	LOC118466079|XP_035790864.1|AALB
OG0006017	LOC120446932|XP_039484116.1|DSAN	LOC118465505|XP_035789715.1|AALB
OG0006018	LOC120444634|XP_039480374.1|DSAN	LOC118465504|XP_035789713.1|AALB
OG0006019	LOC120445869|XP_039482446.1|DSAN	LOC118465514|XP_035789725.1|AALB
OG0006020	LOC120450442|XP_039489389.1|DSAN	LOC118465463|XP_035789652.1|AALB
OG0006021	LOC120448002|XP_039485649.1|DSAN	LOC118465449|XP_035789597.1|AALB
OG0006022	LOC120452510|XP_039492701.1|DSAN	LOC118465451|XP_035789615.1|AALB
OG0006023	LOC120451730|XP_039491572.1|DSAN	LOC118467546|XP_035794038.1|AALB
OG0006024	LOC120457181|XP_039500411.1|DSAN	LOC118466370|XP_035791462.1|AALB
OG0006025	LOC120444648|XP_039480408.1|DSAN	LOC118463877|XP_035786689.1|AALB
OG0006026	LOC120452911|XP_039493307.1|DSAN	LOC118463603|XP_035786160.1|AALB
OG0006027	LOC120444731|XP_039480591.1|DSAN	LOC118467015|XP_035792855.1|AALB
OG0006028	LOC120446072|XP_039482784.1|DSAN	LOC118462554|XP_035784226.1|AALB
OG0006029	LOC120458666|XP_039502334.1|DSAN	LOC118467832|XP_035794616.1|AALB
OG0006030	LOC120453146|XP_039493636.1|DSAN	LOC118466104|XP_035790916.1|AALB
OG0006031	LOC120445953|XP_039482574.1|DSAN	LOC118467834|XP_035794618.1|AALB
OG0006032	LOC120455190|XP_039497062.1|DSAN	LOC118462516|XP_035784137.1|AALB
OG0006033	LOC120446933|XP_039484117.1|DSAN	LOC118463359|XP_035785768.1|AALB
OG0006034	LOC120452183|XP_039492227.1|DSAN	LOC118464518|XP_035787850.1|AALB
OG0006035	LOC120454614|XP_039496010.1|DSAN	LOC118464003|XP_035786943.1|AALB
OG0006036	LOC120453958|XP_039494845.1|DSAN	LOC118464001|XP_035786941.1|AALB
OG0006037	LOC120445301|XP_039481544.1|DSAN	LOC118464002|XP_035786942.1|AALB
OG0006038	LOC120451209|XP_039490616.1|DSAN	LOC118466162|XP_035791031.1|AALB
OG0006039	LOC120443773|XP_039479009.1|DSAN	LOC118466159|XP_035791026.1|AALB
OG0006040	LOC120444534|XP_039480214.1|DSAN	LOC118466892|XP_035792640.1|AALB
OG0006041	LOC120456511|XP_039499311.1|DSAN	LOC118458022|XP_035776020.1|AALB
OG0006042	LOC120447117|XP_039484472.1|DSAN	LOC118467433|XP_035793815.1|AALB
OG0006043	LOC120448332|XP_039486220.1|DSAN	LOC118464858|XP_035788461.1|AALB
OG0006044	LOC120454965|XP_039496680.1|DSAN	LOC118465069|XP_035788848.1|AALB
OG0006045	LOC120458697|XP_039502378.1|DSAN	LOC118467102|XP_035793045.1|AALB
OG0006046	LOC120444318|XP_039479797.1|DSAN	LOC118464233|XP_035787306.1|AALB
OG0006047	LOC120448943|XP_039487123.1|DSAN	LOC118464244|XP_035787338.1|AALB
OG0006048	LOC120448973|XP_039487167.1|DSAN	LOC118462794|XP_035784684.1|AALB
OG0006049	LOC120457377|XP_039500849.1|DSAN	LOC118467732|XP_035794430.1|AALB
OG0006050	LOC120452690|XP_039492977.1|DSAN	LOC118465256|XP_035789171.1|AALB
OG0006051	LOC120455688|XP_039498030.1|DSAN	LOC118465262|XP_035789177.1|AALB
OG0006052	LOC120445313|XP_039481558.1|DSAN	LOC118467538|XP_035794029.1|AALB
OG0006053	LOC120449131|XP_039487378.1|DSAN	LOC118462513|XP_035784135.1|AALB
OG0006054	LOC120454888|XP_039496456.1|DSAN	LOC118466241|XP_035791184.1|AALB
OG0006055	LOC120451403|XP_039491005.1|DSAN	LOC118467320|XP_035793551.1|AALB
OG0006056	LOC120446444|XP_039483358.1|DSAN	LOC118465374|XP_035789462.1|AALB
OG0006057	LOC120448431|XP_039486368.1|DSAN	LOC118463677|XP_035786327.1|AALB
OG0006058	LOC120452059|XP_039492055.1|DSAN	LOC118467215|XP_035793352.1|AALB
OG0006059	LOC120450523|XP_039489539.1|DSAN	LOC118466536|XP_035791937.1|AALB
OG0006060	LOC120450525|XP_039489541.1|DSAN	LOC118466537|XP_035791940.1|AALB
OG0006061	LOC120457007|XP_039500095.1|DSAN	LOC118465271|XP_035789194.1|AALB
OG0006062	LOC120452225|XP_039492285.1|DSAN	LOC118465278|XP_035789212.1|AALB
OG0006063	LOC120445088|XP_039481154.1|DSAN	LOC118461534|XP_035782863.1|AALB
OG0006064	LOC120447079|XP_039484405.1|DSAN	LOC118465780|XP_035790198.1|AALB
OG0006065	LOC120447834|XP_039485372.1|DSAN	LOC118465779|XP_035790197.1|AALB
OG0006066	LOC120458131|XP_039501607.1|DSAN	LOC118465781|XP_035790201.1|AALB
OG0006067	LOC120444631|XP_039480376.1|DSAN	LOC118467330|XP_035793560.1|AALB
OG0006068	LOC120455500|XP_039497694.1|DSAN	LOC118463204|XP_035785540.1|AALB
OG0006069	LOC120450595|XP_039489651.1|DSAN	LOC118464364|XP_035787582.1|AALB
OG0006070	LOC120449773|XP_039488348.1|DSAN	LOC118466826|XP_035792514.1|AALB
OG0006071	LOC120452836|XP_039493197.1|DSAN	LOC118466822|XP_035792505.1|AALB
OG0006072	LOC120447841|XP_039485381.1|DSAN	LOC118466717|XP_035792275.1|AALB
OG0006073	LOC120449312|XP_039487640.1|DSAN	LOC118467779|XP_035794510.1|AALB
OG0006074	LOC120456137|XP_039498698.1|DSAN	LOC118462660|XP_035784440.1|AALB
OG0006075	LOC120456231|XP_039498851.1|DSAN	LOC118468247|XP_035794905.1|AALB
OG0006076	LOC120445458|XP_039481837.1|DSAN	LOC118464689|XP_035788105.1|AALB
OG0006077	LOC120448546|XP_039486532.1|DSAN	LOC118467906|XP_035794726.1|AALB
OG0006078	LOC120448752|XP_039486870.1|DSAN	LOC118465018|XP_035788767.1|AALB
OG0006079	LOC120448061|XP_039485760.1|DSAN	LOC118463176|XP_035785476.1|AALB
OG0006080	LOC120448057|XP_039485741.1|DSAN	LOC118462896|XP_035784883.1|AALB
OG0006081	LOC120448260|XP_039486117.1|DSAN	LOC118462740|XP_035784593.1|AALB
OG0006082	LOC120448350|XP_039486254.1|DSAN	LOC118462759|XP_035784618.1|AALB
OG0006083	LOC120449471|XP_039487877.1|DSAN	LOC118463796|XP_035786529.1|AALB
OG0006084	LOC120448697|XP_039486785.1|DSAN	LOC118465147|XP_035788982.1|AALB
OG0006085	LOC120449336|XP_039487674.1|DSAN	LOC118464012|XP_035786953.1|AALB
OG0006086	LOC120448386|XP_039486302.1|DSAN	LOC118464850|XP_035788440.1|AALB
OG0006087	LOC120444319|XP_039479799.1|DSAN	LOC118467026|XP_035792880.1|AALB
OG0006088	LOC120450599|XP_039489654.1|DSAN	LOC118467028|XP_035792886.1|AALB
OG0006089	LOC120456630|XP_039499487.1|DSAN	LOC118465684|XP_035790008.1|AALB
OG0006090	LOC120448206|XP_039486011.1|DSAN	LOC118465666|XP_035789978.1|AALB
OG0006091	LOC120448865|XP_039487012.1|DSAN	LOC118466903|XP_035792658.1|AALB
OG0006092	LOC120455699|XP_039498040.1|DSAN	LOC118463104|XP_035785304.1|AALB
OG0006093	LOC120458396|XP_039501953.1|DSAN	LOC118465967|XP_035790611.1|AALB
OG0006094	LOC120449127|XP_039487374.1|DSAN	LOC118465959|XP_035790592.1|AALB
OG0006095	LOC120444617|XP_039480348.1|DSAN	LOC118464175|XP_035787208.1|AALB
OG0006096	LOC120446042|XP_039482749.1|DSAN	LOC118464426|XP_035787682.1|AALB
OG0006097	LOC120448188|XP_039485987.1|DSAN	LOC118466459|XP_035791705.1|AALB
OG0006098	LOC120443925|XP_039479302.1|DSAN	LOC118466465|XP_035791716.1|AALB
OG0006099	LOC120446450|XP_039483378.1|DSAN	LOC118465437|XP_035789580.1|AALB
OG0006100	LOC120446618|XP_039483598.1|DSAN	LOC118465473|XP_035789661.1|AALB
OG0006101	LOC120449023|XP_039487242.1|DSAN	LOC118465823|XP_035790303.1|AALB
OG0006102	LOC120445870|XP_039482447.1|DSAN	LOC118464359|XP_035787575.1|AALB
OG0006103	LOC120455421|XP_039497505.1|DSAN	LOC118465477|XP_035789671.1|AALB
OG0006104	LOC120454937|XP_039496639.1|DSAN	LOC118464372|XP_035787606.1|AALB
OG0006105	LOC120456427|XP_039499193.1|DSAN	LOC118464709|XP_035788133.1|AALB
OG0006106	LOC120449259|XP_039487575.1|DSAN	LOC118467921|XP_035794756.1|AALB
OG0006107	LOC120445022|XP_039481027.1|DSAN	LOC118466991|XP_035792805.1|AALB
OG0006108	LOC120455466|XP_039497622.1|DSAN	LOC118463767|XP_035786475.1|AALB
OG0006109	LOC120449004|XP_039487209.1|DSAN	LOC118466030|XP_035790747.1|AALB
OG0006110	LOC120447497|XP_039484828.1|DSAN	LOC118465149|XP_035788988.1|AALB
OG0006111	LOC120445049|XP_039481099.1|DSAN	LOC118462739|XP_035784591.1|AALB
OG0006112	LOC120446321|XP_039483170.1|DSAN	LOC118464947|XP_035788629.1|AALB
OG0006113	LOC120448608|XP_039486652.1|DSAN	LOC118464940|XP_035788619.1|AALB
OG0006114	LOC120454560|XP_039495885.1|DSAN	LOC118463464|XP_035785947.1|AALB
OG0006115	LOC120446151|XP_039482914.1|DSAN	LOC118463683|XP_035786342.1|AALB
OG0006116	LOC120446109|XP_039482837.1|DSAN	LOC118465729|XP_035790083.1|AALB
OG0006117	LOC120445768|XP_039482297.1|DSAN	LOC118465024|XP_035788782.1|AALB
OG0006118	LOC120447139|XP_039484508.1|DSAN	LOC118463366|XP_035785778.1|AALB
OG0006119	LOC120445784|XP_039482321.1|DSAN	LOC118464202|XP_035787254.1|AALB
OG0006120	LOC120446520|XP_039483466.1|DSAN	LOC118466019|XP_035790728.1|AALB
OG0006121	LOC120450404|XP_039489334.1|DSAN	LOC118463280|XP_035785649.1|AALB
OG0006122	LOC120454917|XP_039496577.1|DSAN	LOC118464654|XP_035788014.1|AALB
OG0006123	LOC120445709|XP_039482203.1|DSAN	LOC118463071|XP_035785223.1|AALB
OG0006124	LOC120454026|XP_039494950.1|DSAN	LOC118463073|XP_035785225.1|AALB
OG0006125	LOC120447998|XP_039485643.1|DSAN	LOC118464697|XP_035788112.1|AALB
OG0006126	LOC120448621|XP_039486667.1|DSAN	LOC118462731|XP_035784570.1|AALB
OG0006127	LOC120448270|XP_039486128.1|DSAN	LOC118462717|XP_035784554.1|AALB
OG0006128	LOC120449010|XP_039487222.1|DSAN	LOC118465685|XP_035790009.1|AALB
OG0006129	LOC120450534|XP_039489559.1|DSAN	LOC118465824|XP_035790304.1|AALB
OG0006130	LOC120448036|XP_039485714.1|DSAN	LOC118463868|XP_035786678.1|AALB
OG0006131	LOC120450585|XP_039489640.1|DSAN	LOC118466316|XP_035791321.1|AALB
OG0006132	LOC120449189|XP_039487475.1|DSAN	LOC118464345|XP_035787558.1|AALB
OG0006133	LOC120448037|XP_039485715.1|DSAN	LOC118466317|XP_035791323.1|AALB
OG0006134	LOC120450356|XP_039489266.1|DSAN	LOC118466312|XP_035791316.1|AALB
OG0006135	LOC120447471|XP_039484796.1|DSAN	LOC118462634|XP_035784371.1|AALB
OG0006136	LOC120448000|XP_039485647.1|DSAN	LOC118466390|XP_035791520.1|AALB
OG0006137	LOC120448771|XP_039486889.1|DSAN	LOC118463470|XP_035785953.1|AALB
OG0006138	LOC120447010|XP_039484256.1|DSAN	LOC118465882|XP_035790412.1|AALB
OG0006139	LOC120448393|XP_039486319.1|DSAN	LOC118466490|XP_035791782.1|AALB
OG0006140	LOC120446516|XP_039483459.1|DSAN	LOC118464882|XP_035788518.1|AALB
OG0006141	LOC120445201|XP_039481370.1|DSAN	LOC118467209|XP_035793328.1|AALB
OG0006142	LOC120450481|XP_039489462.1|DSAN	LOC118465930|XP_035790526.1|AALB
OG0006143	LOC120448862|XP_039487006.1|DSAN	LOC118465933|XP_035790534.1|AALB
OG0006144	LOC120449222|XP_039487526.1|DSAN	LOC118465929|XP_035790525.1|AALB
OG0006145	LOC120450109|XP_039488840.1|DSAN	LOC118465934|XP_035790535.1|AALB
OG0006146	LOC120443784|XP_039479047.1|DSAN	LOC118463764|XP_035786470.1|AALB
OG0006147	LOC120453769|XP_039494539.1|DSAN	LOC118464332|XP_035787542.1|AALB
OG0006148	LOC120450336|XP_039489237.1|DSAN	LOC118464437|XP_035787704.1|AALB
OG0006149	LOC120448999|XP_039487201.1|DSAN	LOC118465995|XP_035790683.1|AALB
OG0006150	LOC120448997|XP_039487199.1|DSAN	LOC118465991|XP_035790676.1|AALB
OG0006151	LOC120445061|XP_039481123.1|DSAN	LOC118465990|XP_035790672.1|AALB
OG0006152	LOC120452079|XP_039492077.1|DSAN	LOC118460275|XP_035780351.1|AALB
OG0006153	LOC120445123|XP_039481204.1|DSAN	LOC118461614|XP_035783049.1|AALB
OG0006154	LOC120454652|XP_039496088.1|DSAN	LOC118461358|XP_035782487.1|AALB
OG0006155	LOC120452784|XP_039493110.1|DSAN	LOC118459368|XP_035778560.1|AALB
OG0006156	LOC120454355|XP_039495511.1|DSAN	LOC118460906|XP_035781544.1|AALB
OG0006158	LOC120448938|XP_039487116.1|DSAN	LOC118456241|XP_035772726.1|AALB
OG0006159	LOC120446455|XP_039483385.1|DSAN	LOC118463740|XP_035786427.1|AALB
OG0006160	LOC120444663|XP_039480439.1|DSAN	LOC118465375|XP_035789463.1|AALB
OG0006161	LOC120447888|XP_039485441.1|DSAN	LOC118467589|XP_035794136.1|AALB
OG0006162	LOC120454829|XP_039496230.1|DSAN	LOC118464125|XP_035787111.1|AALB
OG0006181	LOC120454602|XP_039495993.1|DSAN	LOC118465342|XP_035789392.1|AALB
OG0006182	LOC120451595|XP_039491349.1|DSAN	LOC118459681|XP_035779200.1|AALB
OG0006183	LOC120453257|XP_039493812.1|DSAN	LOC118462451|XP_035784021.1|AALB
OG0006184	LOC120452960|XP_039493384.1|DSAN	LOC118462526|XP_035784173.1|AALB
OG0006185	LOC120454344|XP_039495490.1|DSAN	LOC118463613|XP_035786236.1|AALB
OG0006186	LOC120452576|XP_039492793.1|DSAN	LOC118456351|XP_035772910.1|AALB
OG0006188	LOC120455209|XP_039497102.1|DSAN	LOC118458215|XP_035776359.1|AALB
OG0006189	LOC120455211|XP_039497106.1|DSAN	LOC118458227|XP_035776392.1|AALB
OG0006190	LOC120451502|XP_039491188.1|DSAN	LOC118459922|XP_035779665.1|AALB
OG0006191	LOC120452083|XP_039492080.1|DSAN	LOC118468854|XP_035796002.1|AALB
OG0006192	LOC120456479|XP_039499277.1|DSAN	LOC118463742|XP_035786433.1|AALB
OG0006193	LOC120455471|XP_039497626.1|DSAN	LOC118466495|XP_035791857.1|AALB
OG0006194	LOC120457090|XP_039500209.1|DSAN	LOC118466050|XP_035790784.1|AALB
OG0006195	LOC120456361|XP_039499090.1|DSAN	LOC118465364|XP_035789449.1|AALB
OG0006196	LOC120454432|XP_039495660.1|DSAN	LOC118466371|XP_035791481.1|AALB
OG0006197	LOC120454852|XP_039496301.1|DSAN	LOC118459539|XP_035778906.1|AALB
OG0006198	LOC120455760|XP_039498134.1|DSAN	LOC118464114|XP_035787108.1|AALB
OG0006199	LOC120452642|XP_039492891.1|DSAN	LOC118464419|XP_035787670.1|AALB
OG0006200	LOC120453365|XP_039493973.1|DSAN	LOC118457825|XP_035775596.1|AALB
OG0006201	LOC120455239|XP_039497150.1|DSAN	LOC118466129|XP_035790976.1|AALB
OG0006202	LOC120457050|XP_039500154.1|DSAN	LOC118458386|XP_035776692.1|AALB
OG0006203	LOC120457380|XP_039500853.1|DSAN	LOC118461462|XP_035782697.1|AALB
OG0006204	LOC120454396|XP_039495581.1|DSAN	LOC118460860|XP_035781469.1|AALB
OG0006205	LOC120456748|XP_039499673.1|DSAN	LOC118459852|XP_035779558.1|AALB
OG0006206	LOC120456456|XP_039499229.1|DSAN	LOC118457605|XP_035775205.1|AALB
OG0006207	LOC120450543|XP_039489583.1|DSAN	LOC118456769|XP_035773741.1|AALB
OG0006208	LOC120447984|XP_039485614.1|DSAN	LOC118456730|XP_035773671.1|AALB
OG0006209	LOC120455226|XP_039497131.1|DSAN	LOC118457987|XP_035775944.1|AALB
OG0006210	LOC120457292|XP_039500681.1|DSAN	LOC118459341|XP_035778510.1|AALB, LOC118463694|XP_035786364.1|AALB
OG0006211	LOC120443769|XP_039478997.1|DSAN	LOC118466470|XP_035791744.1|AALB
OG0006212	LOC120443764|XP_039478992.1|DSAN	LOC118466456|XP_035791701.1|AALB
OG0006214	LOC120455376|XP_039497434.1|DSAN	LOC118463876|XP_035786691.1|AALB
OG0006215	LOC120456166|XP_039498744.1|DSAN	LOC118463084|XP_035785249.1|AALB
OG0006216	LOC120452725|XP_039493024.1|DSAN	LOC118468581|XP_035795409.1|AALB
OG0006217	LOC120456068|XP_039498591.1|DSAN	LOC118460912|XP_035781561.1|AALB
OG0006218	LOC120458032|XP_039501474.1|DSAN	LOC118463277|XP_035785650.1|AALB
OG0006219	LOC120456581|XP_039499422.1|DSAN	LOC118463439|XP_035785919.1|AALB
OG0006220	LOC120449460|XP_039487866.1|DSAN	LOC118463219|XP_035785557.1|AALB
OG0006221	LOC120451068|XP_039490361.1|DSAN	LOC118459979|XP_035779771.1|AALB
OG0006222	LOC120451073|XP_039490368.1|DSAN	LOC118456205|XP_035772668.1|AALB
OG0006223	LOC120455812|XP_039498206.1|DSAN	LOC118465175|XP_035789030.1|AALB
OG0006224	LOC120456750|XP_039499675.1|DSAN	LOC118466416|XP_035791588.1|AALB
OG0006225	LOC120455438|XP_039497569.1|DSAN	LOC118467439|XP_035793877.1|AALB
OG0006226	LOC120446608|XP_039483582.1|DSAN	LOC118460925|XP_035781578.1|AALB
OG0006227	LOC120457123|XP_039500274.1|DSAN	LOC118463379|XP_035785804.1|AALB
OG0006228	LOC120444487|XP_039480127.1|DSAN	LOC118461791|XP_035783420.1|AALB
OG0006229	LOC120454897|XP_039496486.1|DSAN	LOC118468908|XP_035796110.1|AALB
OG0006230	LOC120456614|XP_039499466.1|DSAN	LOC118456961|XP_035774040.1|AALB
OG0006231	LOC120456857|XP_039499865.1|DSAN	LOC118457496|XP_035775432.1|AALB
OG0006232	LOC120456083|XP_039498608.1|DSAN	LOC118459319|XP_035778467.1|AALB
OG0006233	LOC120455576|XP_039497880.1|DSAN	LOC118460378|XP_035780531.1|AALB
OG0006234	LOC120456620|XP_039499476.1|DSAN	LOC118465641|XP_035789942.1|AALB
OG0006235	LOC120455302|XP_039497275.1|DSAN	LOC118463210|XP_035785549.1|AALB
OG0006237	LOC120456749|XP_039499674.1|DSAN	LOC118462880|XP_035784845.1|AALB
