Orthogroup	DSAN.longest_only	DVIR.longest_only
OG0008142	LOC120455097|XP_039496908.1|DSAN	LOC116652293|XP_032296492.1|DVIR, LOC6634492|XP_002058230.1|DVIR
OG0008143	LOC120455553|XP_039497830.1|DSAN	LOC6627665|XP_002051105.2|DVIR
OG0008144	LOC120444471|XP_039480082.1|DSAN	LOC6636409|XP_002059865.1|DVIR, LOC116650971|XP_032292228.1|DVIR
OG0008145	LOC120457141|XP_039500337.1|DSAN	LOC6633337|XP_002056865.2|DVIR
OG0008146	LOC120454948|XP_039496651.1|DSAN	LOC6636099|XP_015024167.1|DVIR
OG0008147	LOC120454946|XP_039496649.1|DSAN	LOC6636097|XP_032295501.1|DVIR
OG0008148	LOC120456974|XP_039500055.1|DSAN	LOC6634816|XP_002058142.2|DVIR
OG0008149	LOC120457044|XP_039500150.1|DSAN	LOC6633783|XP_002056955.1|DVIR
OG0008150	LOC120457240|XP_039500560.1|DSAN	LOC6634546|XP_002058290.1|DVIR
OG0008151	LOC120457051|XP_039500155.1|DSAN	LOC6634488|XP_015025018.1|DVIR
OG0008152	LOC120455949|XP_039498424.1|DSAN	LOC6636124|XP_032295494.1|DVIR
OG0008153	LOC120445086|XP_039481149.1|DSAN	LOC6625043|XP_002048814.2|DVIR
OG0008154	LOC120447687|XP_039485151.1|DSAN	LOC6624504|XP_032290736.1|DVIR
OG0008155	LOC120449103|XP_039487346.1|DSAN	LOC26531753|XP_015031796.1|DVIR
OG0008156	LOC120451423|XP_039491030.1|DSAN	LOC6629753|XP_002053895.2|DVIR
OG0008157	LOC120453002|XP_039493440.1|DSAN	LOC6629411|XP_002053067.3|DVIR
OG0008158	LOC120455612|XP_039497927.1|DSAN	LOC6631967|XP_002055014.1|DVIR
OG0008159	LOC120450565|XP_039489609.1|DSAN	LOC26530925|XP_015031667.1|DVIR
OG0008160	LOC120445137|XP_039481222.1|DSAN	LOC6626795|XP_015029862.1|DVIR
OG0008161	LOC120450149|XP_039488919.1|DSAN	LOC6636693|XP_002060171.1|DVIR
OG0008162	LOC120455221|XP_039497125.1|DSAN	LOC6632087|XP_002055635.1|DVIR
OG0008163	LOC120447918|XP_039485509.1|DSAN	LOC6622478|XP_002047204.1|DVIR
OG0008164	LOC120456702|XP_039499603.1|DSAN	LOC6633350|XP_002056791.2|DVIR
OG0008165	LOC120456842|XP_039499831.1|DSAN	LOC6633354|XP_002056978.1|DVIR
OG0008166	LOC120455002|XP_039496751.1|DSAN	LOC6633355|XP_002056979.1|DVIR
OG0008167	LOC120457154|XP_039500361.1|DSAN	LOC6633288|XP_002056871.1|DVIR
OG0008168	LOC120457149|XP_039500355.1|DSAN	LOC6633286|XP_002056869.2|DVIR
OG0008169	LOC120457210|XP_039500511.1|DSAN	LOC6635451|XP_032296044.1|DVIR
OG0008170	LOC120445518|XP_039481911.1|DSAN	LOC6626093|XP_002049402.1|DVIR
OG0008171	LOC120456176|XP_039498778.1|DSAN	LOC6631361|XP_032296000.1|DVIR
OG0008172	LOC120450774|XP_039489865.1|DSAN	LOC6629651|XP_002053561.1|DVIR
OG0008173	LOC120457695|XP_039501124.1|DSAN	LOC6627606|XP_002051408.1|DVIR
OG0008174	LOC120446277|XP_039483094.1|DSAN	LOC6624787|XP_002049338.1|DVIR
OG0008175	LOC120456659|XP_039499525.1|DSAN	LOC6631651|XP_032295803.1|DVIR
OG0008176	LOC120456246|XP_039498900.1|DSAN	LOC6633308|XP_002056779.1|DVIR
OG0008177	LOC120455512|XP_039497714.1|DSAN	LOC6633385|XP_002056796.1|DVIR
OG0008178	LOC120456096|XP_039498626.1|DSAN	LOC6634772|XP_032296460.1|DVIR
OG0008179	LOC120455993|XP_039498485.1|DSAN	LOC6634775|XP_002058201.1|DVIR
OG0008180	LOC120456372|XP_039499124.1|DSAN	LOC6635599|XP_002059024.1|DVIR
OG0008181	LOC120456375|XP_039499128.1|DSAN	LOC6635551|XP_002059025.3|DVIR
OG0008182	LOC120458669|XP_039502337.1|DSAN	LOC6626441|XP_002048909.2|DVIR
OG0008183	LOC120445932|XP_039482529.1|DSAN	LOC6626005|XP_002049448.2|DVIR
OG0008184	LOC120450822|XP_039489938.1|DSAN	LOC6628048|XP_002051159.3|DVIR
OG0008185	LOC120451810|XP_039491701.1|DSAN	LOC6629387|XP_002054456.1|DVIR
OG0008186	LOC120445657|XP_039482136.1|DSAN	LOC6626505|XP_002050204.1|DVIR
OG0008187	LOC120445659|XP_039482139.1|DSAN	LOC6626506|XP_002050205.1|DVIR
OG0008188	LOC120458588|XP_039502223.1|DSAN	LOC6628934|XP_002052750.1|DVIR
OG0008189	LOC120448993|XP_039487197.1|DSAN	LOC6634363|XP_002057704.1|DVIR
OG0008190	LOC120449097|XP_039487339.1|DSAN	LOC6622787|XP_032290636.1|DVIR
OG0008191	LOC120457346|XP_039500792.1|DSAN	LOC6632060|XP_002055113.1|DVIR
OG0008192	LOC120456320|XP_039499015.1|DSAN	LOC6634822|XP_002058211.1|DVIR
OG0008193	LOC120456430|XP_039499196.1|DSAN	LOC6631592|XP_002055444.1|DVIR
OG0008194	LOC120456347|XP_039499069.1|DSAN	LOC6628658|XP_002051508.2|DVIR
OG0008195	LOC120446013|XP_039482700.1|DSAN	LOC6626922|XP_002049536.2|DVIR
OG0008196	LOC120446361|XP_039483227.1|DSAN	LOC6626179|XP_002050243.1|DVIR
OG0008197	LOC120449216|XP_039487516.1|DSAN	LOC6622979|XP_032290666.1|DVIR
OG0008198	LOC120457205|XP_039500505.1|DSAN	LOC6635505|XP_002059045.3|DVIR
OG0008199	LOC120455770|XP_039498160.1|DSAN	LOC6631653|XP_002055343.1|DVIR
OG0008200	LOC120445417|XP_039481767.1|DSAN	LOC6626686|XP_002049823.1|DVIR
OG0008201	LOC120449102|XP_039487345.1|DSAN	LOC6623726|XP_002048614.1|DVIR
OG0008202	LOC120448651|XP_039486716.1|DSAN	LOC6624682|XP_015031351.1|DVIR
OG0008203	LOC120450435|XP_039489378.1|DSAN	LOC6622246|XP_002046371.1|DVIR
OG0008204	LOC120455503|XP_039497700.1|DSAN	LOC6633451|XP_002056913.1|DVIR
OG0008205	LOC120456562|XP_039499375.1|DSAN	LOC6631939|XP_002055032.1|DVIR
OG0008206	LOC120447478|XP_039484808.1|DSAN	LOC6622103|XP_015030611.1|DVIR
OG0008207	LOC120449572|XP_039488060.1|DSAN	LOC6622882|XP_002048084.1|DVIR
OG0008208	LOC120446968|XP_039484170.1|DSAN	LOC6626461|XP_002049150.1|DVIR
OG0008209	LOC120448225|XP_039486054.1|DSAN	LOC6627925|XP_002052800.1|DVIR
OG0008210	LOC120449243|XP_039487553.1|DSAN	LOC6627132|XP_002048950.1|DVIR
OG0008211	LOC120458170|XP_039501661.1|DSAN	LOC6634121|XP_002057722.2|DVIR
OG0008212	LOC120450054|XP_039488745.1|DSAN	LOC6622818|XP_002047542.1|DVIR
OG0008213	LOC120455753|XP_039498124.1|DSAN	LOC6631548|XP_032295861.1|DVIR
OG0008214	LOC120448971|XP_039487166.1|DSAN	LOC26530594|XP_015031627.1|DVIR
OG0008215	LOC120456837|XP_039499823.1|DSAN	LOC6631704|XP_002055352.1|DVIR
OG0008216	LOC120450541|XP_039489576.1|DSAN	LOC6622997|XP_002048062.1|DVIR
OG0008217	LOC120457080|XP_039500194.1|DSAN	LOC6634777|XP_002058203.1|DVIR
OG0008218	LOC120445770|XP_039482302.1|DSAN	LOC26531552|XP_015030346.1|DVIR
OG0008219	LOC120457295|XP_039500710.1|DSAN	LOC6631613|XP_002055071.2|DVIR
OG0008220	LOC120455009|XP_039496763.1|DSAN	LOC6633456|XP_002057339.2|DVIR
OG0008221	LOC120444358|XP_039479876.1|DSAN	LOC6627920|XP_002052795.3|DVIR
OG0008222	LOC120448730|XP_039486836.1|DSAN	LOC6622866|XP_002047684.2|DVIR
OG0008223	LOC120450358|XP_039489272.1|DSAN	LOC6624479|XP_032290711.1|DVIR
OG0008224	LOC120450449|XP_039489401.1|DSAN	LOC6622260|XP_002048079.1|DVIR
OG0008225	LOC120457363|XP_039500828.1|DSAN	LOC6631443|XP_002055681.2|DVIR
OG0008226	LOC120455496|XP_039497679.1|DSAN	LOC6631585|XP_002055695.1|DVIR
OG0008227	LOC120454298|XP_039495428.1|DSAN	LOC6630617|XP_002053746.3|DVIR
OG0008228	LOC120451222|XP_039490636.1|DSAN	LOC6632222|XP_032288758.1|DVIR
OG0008229	LOC120454485|XP_039495761.1|DSAN	LOC6631249|XP_015027259.1|DVIR
OG0008230	LOC120451283|XP_039490762.1|DSAN	LOC6629355|XP_002053564.1|DVIR
OG0008232	LOC120450143|XP_039488905.1|DSAN	LOC6622849|XP_002046553.1|DVIR
OG0008233	LOC120444998|XP_039480970.1|DSAN	LOC6628321|XP_002051194.1|DVIR
OG0008234	LOC120447018|XP_039484271.1|DSAN	LOC6626603|XP_015030072.1|DVIR
OG0008235	LOC120455910|XP_039498351.1|DSAN	LOC6636007|XP_002059507.1|DVIR
OG0008236	LOC120458917|XP_039502701.1|DSAN	LOC6625532|XP_002051014.1|DVIR
OG0008237	LOC120458753|XP_039502460.1|DSAN	LOC6626375|XP_002050352.2|DVIR
OG0008238	LOC120448595|XP_039486629.1|DSAN	LOC6622899|XP_002046493.1|DVIR
OG0008239	LOC120449394|XP_039487771.1|DSAN	LOC6623612|XP_015031385.1|DVIR
OG0008240	LOC120445797|XP_039482342.1|DSAN	LOC6625197|XP_002048750.1|DVIR
OG0008243	LOC120445582|XP_039482007.1|DSAN	LOC6635810|XP_002059319.1|DVIR
OG0008244	LOC120452208|XP_039492264.1|DSAN	LOC6631085|XP_002053811.1|DVIR
OG0008245	LOC120444691|XP_039480491.1|DSAN	LOC6624913|XP_002049110.1|DVIR
OG0008246	LOC120446645|XP_039483650.1|DSAN	LOC6625830|XP_032292978.1|DVIR
OG0008247	LOC120455490|XP_039497667.1|DSAN	LOC6631079|XP_015027620.2|DVIR, LOC6631077|XP_015027618.2|DVIR, LOC116651953|XP_032295389.1|DVIR
OG0008248	LOC120453702|XP_039494458.1|DSAN	LOC6630616|XP_002053745.1|DVIR
OG0008249	LOC120452917|XP_039493316.1|DSAN	LOC6628153|XP_032294436.1|DVIR, LOC6629836|XP_002054536.1|DVIR
OG0008250	LOC120446518|XP_039483463.1|DSAN	LOC6626641|XP_002048777.1|DVIR
OG0008251	LOC120458223|XP_039501737.1|DSAN	LOC6636347|XP_002059946.1|DVIR
OG0008252	LOC120443858|XP_039479157.1|DSAN	LOC6632923|XP_002055926.1|DVIR, LOC116650928|XP_032292049.1|DVIR, LOC6635977|XP_032292633.1|DVIR
OG0008253	LOC120458375|XP_039501929.1|DSAN	LOC6624842|XP_002049658.3|DVIR
OG0008254	LOC120449809|XP_039488389.1|DSAN	LOC6623073|XP_002047095.1|DVIR
OG0008255	LOC120448545|XP_039486529.1|DSAN	LOC6622128|XP_002047678.1|DVIR
OG0008256	LOC120443749|XP_039478946.1|DSAN	LOC6636508|XP_002059988.2|DVIR
OG0008257	LOC120457253|XP_039500586.1|DSAN	LOC6634722|XP_002058321.1|DVIR
OG0008258	LOC120446658|XP_039483664.1|DSAN, LOC120457249|XP_039500575.1|DSAN	LOC6635722|XP_002059159.1|DVIR
OG0008259	LOC120458688|XP_039502359.1|DSAN	LOC116651617|XP_032294249.1|DVIR, LOC6627476|XP_032294293.1|DVIR
OG0008260	LOC120450620|XP_039489698.1|DSAN	LOC6623861|XP_032290800.1|DVIR
OG0008261	LOC120445259|XP_039481483.1|DSAN	LOC6624960|XP_002050615.2|DVIR
OG0008262	LOC120453841|XP_039494673.1|DSAN	LOC6635866|XP_002059340.1|DVIR
OG0008264	LOC120445897|XP_039482485.1|DSAN	LOC116652037|XP_032295808.1|DVIR, LOC6626026|XP_002049602.1|DVIR
OG0008265	LOC120452128|XP_039492145.1|DSAN	LOC6632546|XP_002055840.1|DVIR, LOC6632545|XP_002055839.1|DVIR
OG0008266	LOC120452131|XP_039492149.1|DSAN	LOC6632538|XP_002056181.1|DVIR
OG0008267	LOC120454700|XP_039496167.1|DSAN	LOC6632596|XP_032289485.1|DVIR
OG0008268	LOC120457739|XP_039501172.1|DSAN	LOC6635632|XP_002059237.1|DVIR
OG0008269	LOC120446507|XP_039483449.1|DSAN	LOC6627717|XP_002051639.1|DVIR
OG0008270	LOC120456954|XP_039500032.1|DSAN	LOC6636650|XP_002060128.2|DVIR
OG0008271	LOC120450165|XP_039488945.1|DSAN	LOC6623194|XP_002047753.1|DVIR
OG0008272	LOC120455304|XP_039497279.1|DSAN	LOC6633258|XP_032289053.1|DVIR
OG0008273	LOC120454467|XP_039495721.1|DSAN	LOC6629628|XP_015026826.1|DVIR
OG0008274	LOC120456392|XP_039499153.1|DSAN	LOC6631465|XP_002055005.1|DVIR
OG0008275	LOC120455158|XP_039497003.1|DSAN	LOC6633591|XP_002056803.1|DVIR
OG0008276	LOC120455726|XP_039498074.1|DSAN	LOC6634604|XP_002058259.2|DVIR
OG0008277	LOC120456784|XP_039499730.1|DSAN	LOC6631337|XP_015026748.1|DVIR
OG0008278	LOC120458047|XP_039501491.1|DSAN	LOC6628046|XP_002051157.1|DVIR
OG0008279	LOC120455923|XP_039498382.1|DSAN	LOC6631927|XP_015026734.1|DVIR
OG0008280	LOC120456141|XP_039498701.1|DSAN	LOC6631526|XP_002055333.3|DVIR
OG0008281	LOC120455416|XP_039497498.1|DSAN	LOC6632147|XP_002055756.1|DVIR
OG0008282	LOC120456588|XP_039499430.1|DSAN	LOC6633664|XP_002056858.1|DVIR
OG0008283	LOC120456615|XP_039499470.1|DSAN	LOC6631507|XP_015026449.1|DVIR
OG0008284	LOC120454885|XP_039496409.1|DSAN	LOC6636272|XP_002059685.1|DVIR
OG0008285	LOC120456804|XP_039499772.1|DSAN	LOC6631567|XP_002055554.1|DVIR
OG0008286	LOC120456650|XP_039499512.1|DSAN	LOC6636024|XP_002059548.1|DVIR
OG0008287	LOC120457116|XP_039500267.1|DSAN	LOC6632042|XP_002055019.1|DVIR
OG0008288	LOC120454603|XP_039495996.1|DSAN	LOC6629968|XP_002053077.1|DVIR
OG0008290	LOC120456466|XP_039499248.1|DSAN	LOC6631421|XP_002055306.1|DVIR
OG0008291	LOC120455405|XP_039497479.1|DSAN	LOC6633313|XP_002056890.1|DVIR
OG0008292	LOC120456389|XP_039499150.1|DSAN	LOC6631466|XP_002055006.2|DVIR
OG0008293	LOC120454617|XP_039496014.1|DSAN	LOC6629463|XP_002053880.3|DVIR
OG0008294	LOC120450835|XP_039489952.1|DSAN	LOC6630913|XP_002053772.1|DVIR
OG0008295	LOC120456007|XP_039498499.1|DSAN	LOC6632200|XP_032295353.1|DVIR
OG0008296	LOC120455519|XP_039497730.1|DSAN	LOC6631405|XP_002055003.1|DVIR
OG0008297	LOC120457118|XP_039500269.1|DSAN	LOC6632195|XP_002055022.1|DVIR
OG0008298	LOC120455367|XP_039497407.1|DSAN	LOC6634425|XP_002057937.1|DVIR
OG0008299	LOC120452487|XP_039492669.1|DSAN	LOC6630575|XP_015027059.1|DVIR
OG0008300	LOC120455942|XP_039498406.1|DSAN	LOC6631990|XP_032296166.1|DVIR
OG0008301	LOC120453701|XP_039494457.1|DSAN	LOC6629923|XP_002054557.2|DVIR
OG0008302	LOC120454992|XP_039496722.1|DSAN	LOC6631503|XP_032295856.1|DVIR
OG0008303	LOC120455036|XP_039496805.1|DSAN	LOC6633770|XP_002057302.1|DVIR
OG0008304	LOC120456275|XP_039498943.1|DSAN	LOC6631580|XP_032295546.1|DVIR
OG0008305	LOC120455350|XP_039497378.1|DSAN	LOC6636717|XP_002060190.1|DVIR
OG0008306	LOC120455331|XP_039497344.1|DSAN	LOC6631831|XP_002055473.1|DVIR
OG0008307	LOC120451106|XP_039490449.1|DSAN	LOC6629668|XP_002054762.1|DVIR
OG0008308	LOC120450978|XP_039490208.1|DSAN	LOC6630858|XP_015027280.1|DVIR
OG0008309	LOC120451585|XP_039491333.1|DSAN	LOC6634326|XP_002057679.1|DVIR
OG0008310	LOC120449601|XP_039488102.1|DSAN	LOC6624338|XP_002047590.1|DVIR
OG0008312	LOC120451014|XP_039490272.1|DSAN	LOC6634978|XP_002058426.1|DVIR
OG0008313	LOC120456353|XP_039499073.1|DSAN	LOC6632182|XP_002055280.1|DVIR
OG0008314	LOC120446943|XP_039484126.1|DSAN	LOC6626372|XP_002049395.1|DVIR
OG0008315	LOC120449860|XP_039488454.1|DSAN	LOC6623964|XP_002047386.1|DVIR
OG0008317	LOC120453821|XP_039494636.1|DSAN	LOC6630069|XP_015027682.1|DVIR
OG0008318	LOC120457231|XP_039500547.1|DSAN	LOC6636668|XP_032295790.1|DVIR
OG0008319	LOC120446576|XP_039483531.1|DSAN	LOC6626619|XP_002050603.1|DVIR
OG0008320	LOC120456864|XP_039499887.1|DSAN	LOC6631544|XP_015026610.1|DVIR
OG0008321	LOC120452608|XP_039492841.1|DSAN	LOC6629917|XP_002054551.1|DVIR
OG0008322	LOC120444138|XP_039479638.1|DSAN	LOC6634073|XP_002057415.1|DVIR
OG0008323	LOC120453774|XP_039494549.1|DSAN	LOC6632417|XP_002055798.1|DVIR
OG0008324	LOC120455291|XP_039497265.1|DSAN	LOC6633682|XP_002057287.1|DVIR
OG0008325	LOC120456728|XP_039499645.1|DSAN	LOC6631660|XP_002055011.2|DVIR
OG0008326	LOC120452206|XP_039492261.1|DSAN	LOC6632376|XP_032296731.1|DVIR
OG0008328	LOC120456707|XP_039499615.1|DSAN	LOC6633641|XP_002056835.1|DVIR
OG0008329	LOC120457005|XP_039500092.1|DSAN	LOC6634802|XP_032289259.1|DVIR
OG0008330	LOC120446814|XP_039483911.1|DSAN	LOC6627107|XP_002050847.1|DVIR
OG0008331	LOC120447967|XP_039485592.1|DSAN	LOC6622279|XP_002047122.1|DVIR
OG0008332	LOC120449052|XP_039487279.1|DSAN	LOC6622682|XP_032290386.1|DVIR
OG0008333	LOC120448301|XP_039486174.1|DSAN	LOC6623533|XP_002047133.1|DVIR
OG0008334	LOC120448601|XP_039486636.1|DSAN	LOC6624665|XP_032290958.1|DVIR
OG0008335	LOC120450159|XP_039488937.1|DSAN	LOC6623175|XP_002047754.1|DVIR
OG0008336	LOC120449060|XP_039487289.1|DSAN	LOC6622364|XP_002047501.2|DVIR
OG0008337	LOC120444165|XP_039479682.1|DSAN	LOC6626392|XP_002048731.1|DVIR
OG0008338	LOC120450556|XP_039489597.1|DSAN	LOC6623056|XP_002048499.1|DVIR
OG0008339	LOC120456445|XP_039499216.1|DSAN	LOC6636038|XP_002059643.3|DVIR
OG0008340	LOC120445258|XP_039481482.1|DSAN	LOC6624957|XP_002050612.1|DVIR
OG0008341	LOC120448717|XP_039486821.1|DSAN	LOC6624067|XP_002046277.2|DVIR
OG0008342	LOC120447682|XP_039485143.1|DSAN	LOC6624116|XP_002046622.1|DVIR
OG0008343	LOC120454593|XP_039495979.1|DSAN	LOC6630226|XP_002054800.1|DVIR
OG0008344	LOC120450141|XP_039488903.1|DSAN	LOC6624006|XP_002046555.2|DVIR
OG0008345	LOC120450262|XP_039489087.1|DSAN	LOC6624171|XP_002046900.2|DVIR
OG0008346	LOC120455899|XP_039498332.1|DSAN	LOC6631401|XP_015026340.1|DVIR
OG0008347	LOC120456817|XP_039499802.1|DSAN	LOC6627537|XP_002051706.1|DVIR
OG0008348	LOC120448792|XP_039486917.1|DSAN	LOC6622537|XP_002046703.1|DVIR
OG0008349	LOC120448475|XP_039486434.1|DSAN	LOC6622252|XP_002047477.3|DVIR
OG0008350	LOC120455382|XP_039497442.1|DSAN	LOC6632129|XP_002055102.1|DVIR
OG0008351	LOC120450397|XP_039489326.1|DSAN	LOC6622109|XP_002046541.2|DVIR
OG0008352	LOC120447892|XP_039485438.1|DSAN	LOC6623851|XP_002046230.1|DVIR
OG0008353	LOC120450006|XP_039488654.1|DSAN	LOC6622835|XP_002046696.1|DVIR
OG0008354	LOC120455407|XP_039497482.1|DSAN	LOC6632177|XP_002055275.1|DVIR
OG0008355	LOC120444623|XP_039480362.1|DSAN	LOC6625400|XP_002050141.2|DVIR
OG0008356	LOC120448969|XP_039487164.1|DSAN	LOC6633339|XP_002056867.1|DVIR
OG0008357	LOC120453332|XP_039493926.1|DSAN	LOC6632614|XP_002056314.1|DVIR
OG0008358	LOC120453852|XP_039494693.1|DSAN	LOC6627576|XP_032293565.1|DVIR
OG0008359	LOC120446691|XP_039483719.1|DSAN	LOC6625209|XP_002050625.2|DVIR
OG0008360	LOC120445999|XP_039482667.1|DSAN	LOC6624879|XP_002050883.2|DVIR
OG0008361	LOC120456278|XP_039498955.1|DSAN	LOC6634374|XP_015025281.1|DVIR
OG0008362	LOC120455981|XP_039498470.1|DSAN	LOC6634635|XP_002058034.1|DVIR
OG0008363	LOC120446945|XP_039484128.1|DSAN	LOC6627182|XP_002049747.1|DVIR
OG0008364	LOC120450649|XP_039489740.1|DSAN	LOC6622517|XP_002048432.1|DVIR
OG0008365	LOC120444622|XP_039480359.1|DSAN	LOC6625410|XP_032292734.1|DVIR
OG0008366	LOC120452324|XP_039492411.1|DSAN	LOC6633143|XP_002056382.1|DVIR
OG0008367	LOC120454962|XP_039496677.1|DSAN	LOC6635501|XP_002059041.3|DVIR
OG0008368	LOC120450033|XP_039488722.1|DSAN	LOC6627823|XP_002051136.1|DVIR
OG0008369	LOC120455268|XP_039497202.1|DSAN	LOC116652050|XP_032295703.1|DVIR
OG0008370	LOC120453675|XP_039494422.1|DSAN	LOC26530678|XP_015024793.1|DVIR
OG0008371	LOC120450943|XP_039490146.1|DSAN	LOC6630661|XP_015027433.1|DVIR
OG0008372	LOC120457473|XP_039500957.1|DSAN	LOC6622185|XP_002048302.1|DVIR
OG0008373	LOC120456703|XP_039499611.1|DSAN	LOC6627423|XP_032293880.1|DVIR
OG0008374	LOC120458348|XP_039501899.1|DSAN	LOC6627305|XP_002051286.1|DVIR
OG0008375	LOC120457740|XP_039501173.1|DSAN	LOC6635633|XP_002059238.1|DVIR
OG0008376	LOC120453421|XP_039494059.1|DSAN	LOC6628541|XP_002051853.1|DVIR
OG0008377	LOC120444667|XP_039480447.1|DSAN	LOC26531560|XP_032294309.1|DVIR
OG0008378	LOC120444666|XP_039480446.1|DSAN	LOC6627504|XP_032294307.1|DVIR
OG0008379	LOC120457794|XP_039501225.1|DSAN	LOC6634056|XP_002057889.1|DVIR
OG0008380	LOC120446980|XP_039484204.1|DSAN	LOC6628090|XP_015028081.1|DVIR
OG0008381	LOC120449983|XP_039488628.1|DSAN	LOC6628825|XP_002052590.1|DVIR
OG0008383	LOC120446062|XP_039482771.1|DSAN	LOC6628836|XP_002052744.1|DVIR
OG0008384	LOC120452587|XP_039492814.1|DSAN	LOC6627520|XP_002051629.1|DVIR
OG0008385	LOC120458809|XP_039502539.1|DSAN	LOC6628098|XP_002052422.1|DVIR
OG0008386	LOC120456144|XP_039498705.1|DSAN	LOC6631984|XP_002055609.1|DVIR
OG0008387	LOC120451346|XP_039490862.1|DSAN	LOC6633058|XP_032289701.1|DVIR
OG0008388	LOC120443787|XP_039479050.1|DSAN	LOC6634311|XP_002057561.1|DVIR
OG0008389	LOC120445390|XP_039481729.1|DSAN	LOC6628932|XP_032294388.1|DVIR
OG0008391	LOC120458174|XP_039501668.1|DSAN	LOC6628462|XP_002051834.2|DVIR
OG0008392	LOC120450605|XP_039489662.1|DSAN	LOC6624220|XP_002048073.1|DVIR
OG0008393	LOC120450337|XP_039489238.1|DSAN	LOC6622781|XP_032290926.1|DVIR
OG0008394	LOC120448382|XP_039486299.1|DSAN	LOC6624350|XP_002047464.1|DVIR
OG0008395	LOC120455971|XP_039498454.1|DSAN	LOC6631654|XP_015026447.1|DVIR
OG0008396	LOC120456183|XP_039498788.1|DSAN	LOC6633614|XP_032294955.1|DVIR
OG0008397	LOC120456647|XP_039499507.1|DSAN	LOC6631498|XP_002055132.2|DVIR
OG0008398	LOC120455998|XP_039498489.1|DSAN	LOC6633295|XP_002056878.3|DVIR
OG0008399	LOC120457135|XP_039500311.1|DSAN	LOC6633617|XP_032296654.1|DVIR
OG0008400	LOC120450330|XP_039489230.1|DSAN	LOC6624174|XP_002047423.1|DVIR
OG0008401	LOC120458105|XP_039501569.1|DSAN	LOC6628637|XP_002051881.1|DVIR
OG0008402	LOC120454060|XP_039494999.1|DSAN	LOC6629845|XP_002054466.1|DVIR
OG0008403	LOC120455682|XP_039498025.1|DSAN	LOC6635578|XP_002058992.2|DVIR
OG0008404	LOC120454068|XP_039495012.1|DSAN	LOC6630764|XP_002054623.2|DVIR
OG0008405	LOC120457152|XP_039500359.1|DSAN	LOC6633291|XP_002056874.1|DVIR
OG0008406	LOC120457367|XP_039500832.1|DSAN	LOC6634798|XP_032296452.1|DVIR
OG0008407	LOC120452010|XP_039491980.1|DSAN	LOC6632927|XP_002056562.3|DVIR
OG0008408	LOC120454988|XP_039496714.1|DSAN	LOC6633550|XP_032296214.1|DVIR
OG0008409	LOC120448936|XP_039487107.1|DSAN	LOC6624217|XP_032291079.1|DVIR
OG0008410	LOC120454468|XP_039495722.1|DSAN	LOC6629577|XP_002054869.1|DVIR
OG0008411	LOC120453271|XP_039493832.1|DSAN	LOC6633227|XP_002056285.2|DVIR
OG0008412	LOC120456048|XP_039498559.1|DSAN	LOC6633284|XP_032296590.1|DVIR
OG0008413	LOC120448783|XP_039486906.1|DSAN	LOC6623012|XP_015030426.1|DVIR
OG0008414	LOC120456758|XP_039499688.1|DSAN	LOC6634663|XP_002058116.1|DVIR
OG0008415	LOC120456896|XP_039499932.1|DSAN	LOC6636158|XP_002059665.1|DVIR
OG0008416	LOC120455702|XP_039498044.1|DSAN	LOC6631970|XP_002054974.1|DVIR
OG0008417	LOC120455259|XP_039497194.1|DSAN	LOC6634668|XP_002057984.1|DVIR
OG0008418	LOC120455347|XP_039497374.1|DSAN	LOC6631759|XP_032295601.1|DVIR
OG0008419	LOC120455499|XP_039497691.1|DSAN	LOC6634779|XP_032296441.1|DVIR
OG0008420	LOC120456774|XP_039499706.1|DSAN	LOC6633653|XP_002056847.1|DVIR
OG0008421	LOC120455911|XP_039498353.1|DSAN	LOC6631392|XP_015026402.1|DVIR
OG0008422	LOC120456087|XP_039498614.1|DSAN	LOC6634803|XP_002057916.1|DVIR
OG0008423	LOC120446364|XP_039483230.1|DSAN	LOC6624937|XP_002049036.1|DVIR
OG0008424	LOC120455922|XP_039498378.1|DSAN	LOC6633453|XP_002057336.1|DVIR
OG0008425	LOC120452881|XP_039493266.1|DSAN	LOC6629506|XP_032289405.1|DVIR
OG0008426	LOC120444975|XP_039480930.1|DSAN	LOC6625959|XP_002049590.1|DVIR
OG0008427	LOC120457405|XP_039500935.1|DSAN	LOC6633242|XP_032296070.1|DVIR
OG0008428	LOC120456435|XP_039499202.1|DSAN	LOC6628015|XP_002051319.1|DVIR
OG0008429	LOC120454108|XP_039495070.1|DSAN, LOC120454107|XP_039495069.1|DSAN	LOC6629348|XP_002053264.1|DVIR
OG0008430	LOC120455058|XP_039496846.1|DSAN	LOC6636162|XP_002059491.1|DVIR
OG0008431	LOC120447980|XP_039485609.1|DSAN	LOC6626403|XP_002050011.1|DVIR
OG0008432	LOC120453362|XP_039493969.1|DSAN	LOC6633213|XP_032289767.1|DVIR
OG0008433	LOC120448356|XP_039486257.1|DSAN	LOC6622589|XP_015030555.1|DVIR
OG0008434	LOC120452940|XP_039493355.1|DSAN	LOC6629488|XP_002054083.1|DVIR
OG0008435	LOC120458574|XP_039502207.1|DSAN	LOC6628086|XP_002051146.1|DVIR
OG0008436	LOC120445661|XP_039482140.1|DSAN	LOC26531916|XP_015023626.1|DVIR
