Orthogroup	DSAN.longest_only	HILL.longest_only
OG0006464	LOC120448957|XP_039487144.1|DSAN	LOC119652779|XP_037913018.1|HILL
OG0006465	LOC120455637|XP_039497961.1|DSAN	LOC119654608|XP_037916006.1|HILL
OG0006466	LOC120456943|XP_039500016.1|DSAN	LOC119661145|XP_037926282.1|HILL
OG0006467	LOC120451667|XP_039491476.1|DSAN	LOC119658422|XP_037921745.1|HILL
OG0006468	LOC120453399|XP_039494022.1|DSAN	LOC119651507|XP_037911059.1|HILL
OG0006469	LOC120457216|XP_039500519.1|DSAN	LOC119648566|XP_037906265.1|HILL
OG0006470	LOC120447799|XP_039485295.1|DSAN	LOC119648863|XP_037906675.1|HILL
OG0006471	LOC120454378|XP_039495549.1|DSAN	LOC119651429|XP_037910954.1|HILL
OG0006472	LOC120454379|XP_039495550.1|DSAN	LOC119650981|XP_037910171.1|HILL
OG0006473	LOC120448272|XP_039486130.1|DSAN	LOC119651655|XP_037911266.1|HILL
OG0006474	LOC120446750|XP_039483822.1|DSAN	LOC119651839|XP_037911564.1|HILL
OG0006475	LOC120452394|XP_039492542.1|DSAN	LOC119652621|XP_037912793.1|HILL
OG0006476	LOC120455507|XP_039497705.1|DSAN	LOC119658009|XP_037921161.1|HILL
OG0006477	LOC120456077|XP_039498603.1|DSAN	LOC119657804|XP_037920827.1|HILL
OG0006478	LOC120452728|XP_039493027.1|DSAN	LOC119651264|XP_037910692.1|HILL
OG0006479	LOC120451296|XP_039490786.1|DSAN	LOC119653217|XP_037913717.1|HILL
OG0006480	LOC120446810|XP_039483910.1|DSAN	LOC119652619|XP_037912791.1|HILL
OG0006481	LOC120458294|XP_039501827.1|DSAN	LOC119657111|XP_037919798.1|HILL
OG0006482	LOC120454551|XP_039495866.1|DSAN	LOC119652919|XP_037913234.1|HILL
OG0006483	LOC120453980|XP_039494865.1|DSAN	LOC119659278|XP_037923215.1|HILL
OG0006484	LOC120452996|XP_039493434.1|DSAN	LOC119659572|XP_037923654.1|HILL
OG0006485	LOC120450786|XP_039489882.1|DSAN	LOC119650887|XP_037909991.1|HILL
OG0006486	LOC120454082|XP_039495026.1|DSAN	LOC119659813|XP_037924022.1|HILL
OG0006487	LOC120450836|XP_039489953.1|DSAN	LOC119657932|XP_037921048.1|HILL
OG0006488	LOC120449019|XP_039487233.1|DSAN	LOC119658238|XP_037921443.1|HILL
OG0006489	LOC120454513|XP_039495804.1|DSAN	LOC119660606|XP_037925222.1|HILL
OG0006490	LOC120451551|XP_039491284.1|DSAN	LOC119651103|XP_037910388.1|HILL
OG0006491	LOC120446876|XP_039484018.1|DSAN	LOC119651712|XP_037911354.1|HILL
OG0006492	LOC120451112|XP_039490460.1|DSAN	LOC119653214|XP_037913712.1|HILL
OG0006493	LOC120454990|XP_039496720.1|DSAN	LOC119656486|XP_037918738.1|HILL
OG0006494	LOC120455165|XP_039497023.1|DSAN	LOC119656698|XP_037919131.1|HILL
OG0006495	LOC120455005|XP_039496758.1|DSAN	LOC119657028|XP_037919706.1|HILL
OG0006496	LOC120454376|XP_039495547.1|DSAN	LOC119651027|XP_037910267.1|HILL
OG0006498	LOC120451075|XP_039490369.1|DSAN	LOC119653040|XP_037913424.1|HILL
OG0006499	LOC120451565|XP_039491303.1|DSAN	LOC119657758|XP_037920742.1|HILL
OG0006500	LOC120444137|XP_039479637.1|DSAN	LOC119661012|XP_037926087.1|HILL
OG0006501	LOC120454687|XP_039496139.1|DSAN	LOC119656671|XP_037919082.1|HILL
OG0006502	LOC120453585|XP_039494280.1|DSAN	LOC119653085|XP_037913506.1|HILL
OG0006503	LOC120452111|XP_039492124.1|DSAN	LOC119651191|XP_037910557.1|HILL
OG0006504	LOC120452579|XP_039492797.1|DSAN	LOC119651519|XP_037911078.1|HILL
OG0006505	LOC120453116|XP_039493589.1|DSAN	LOC119657263|XP_037920022.1|HILL
OG0006506	LOC120449203|XP_039487501.1|DSAN	LOC119658062|XP_037921243.1|HILL
OG0006507	LOC120453283|XP_039493841.1|DSAN	LOC119660184|XP_037924523.1|HILL
OG0006508	LOC120453836|XP_039494663.1|DSAN	LOC119660356|XP_037924783.1|HILL
OG0006509	LOC120456976|XP_039500058.1|DSAN	LOC119658452|XP_037921787.1|HILL
OG0006510	LOC120450821|XP_039489934.1|DSAN	LOC119653249|XP_037913783.1|HILL
OG0006512	LOC120452709|XP_039493005.1|DSAN	LOC119653193|XP_037913681.1|HILL
OG0006513	LOC120454049|XP_039494978.1|DSAN	LOC119653075|XP_037913487.1|HILL
OG0006514	LOC120451823|XP_039491725.1|DSAN	LOC119652574|XP_037912716.1|HILL
OG0006515	LOC120451830|XP_039491740.1|DSAN	LOC119652573|XP_037912715.1|HILL
OG0006516	LOC120454316|XP_039495453.1|DSAN	LOC119651653|XP_037911264.1|HILL
OG0006517	LOC120452898|XP_039493290.1|DSAN	LOC119651985|XP_037911828.1|HILL
OG0006518	LOC120452829|XP_039493169.1|DSAN	LOC119652349|XP_037912317.1|HILL
OG0006519	LOC120452899|XP_039493291.1|DSAN	LOC119652695|XP_037912900.1|HILL
OG0006520	LOC120453646|XP_039494374.1|DSAN	LOC119651182|XP_037910540.1|HILL
OG0006521	LOC120453101|XP_039493569.1|DSAN	LOC119652980|XP_037913317.1|HILL
OG0006522	LOC120453644|XP_039494372.1|DSAN	LOC119650619|XP_037909436.1|HILL
OG0006523	LOC120451263|XP_039490726.1|DSAN	LOC119653189|XP_037913674.1|HILL
OG0006524	LOC120444108|XP_039479574.1|DSAN	LOC119658312|XP_037921562.1|HILL
OG0006525	LOC120455283|XP_039497250.1|DSAN	LOC119657066|XP_037919747.1|HILL
OG0006526	LOC120454034|XP_039494962.1|DSAN	LOC119651732|XP_037911388.1|HILL
OG0006527	LOC120453474|XP_039494141.1|DSAN	LOC119651540|XP_037911099.1|HILL
OG0006529	LOC120452585|XP_039492808.1|DSAN	LOC119652404|XP_037912438.1|HILL
OG0006530	LOC120452552|XP_039492759.1|DSAN	LOC119652934|XP_037913252.1|HILL
OG0006531	LOC120452355|XP_039492463.1|DSAN	LOC119652436|XP_037912506.1|HILL
OG0006532	LOC120454092|XP_039495037.1|DSAN	LOC119653118|XP_037913570.1|HILL
OG0006533	LOC120446426|XP_039483323.1|DSAN	LOC119652743|XP_037912970.1|HILL
OG0006534	LOC120451257|XP_039490718.1|DSAN	LOC119651146|XP_037910478.1|HILL
OG0006535	LOC120452627|XP_039492870.1|DSAN	LOC119650683|XP_037909571.1|HILL
OG0006536	LOC120451669|XP_039491480.1|DSAN	LOC119651773|XP_037911455.1|HILL
OG0006537	LOC120452598|XP_039492831.1|DSAN	LOC119651281|XP_037910718.1|HILL
OG0006538	LOC120452556|XP_039492763.1|DSAN	LOC119652334|XP_037912274.1|HILL
OG0006539	LOC120453964|XP_039494851.1|DSAN	LOC119651829|XP_037911550.1|HILL
OG0006540	LOC120453024|XP_039493476.1|DSAN	LOC119652783|XP_037913026.1|HILL
OG0006541	LOC120452721|XP_039493019.1|DSAN	LOC119651498|XP_037911043.1|HILL
OG0006542	LOC120452723|XP_039493022.1|DSAN	LOC119651499|XP_037911044.1|HILL
OG0006543	LOC120450992|XP_039490229.1|DSAN	LOC119650745|XP_037909746.1|HILL
OG0006544	LOC120450796|XP_039489896.1|DSAN	LOC119659523|XP_037923587.1|HILL
OG0006545	LOC120455755|XP_039498127.1|DSAN	LOC119651305|XP_037910760.1|HILL
OG0006546	LOC120451007|XP_039490256.1|DSAN	LOC119652898|XP_037913199.1|HILL
OG0006547	LOC120453381|XP_039493989.1|DSAN	LOC119652369|XP_037912390.1|HILL
OG0006548	LOC120451984|XP_039491946.1|DSAN	LOC119657121|XP_037919813.1|HILL
OG0006549	LOC120452308|XP_039492391.1|DSAN	LOC119660221|XP_037924587.1|HILL
OG0006550	LOC120454620|XP_039496020.1|DSAN	LOC119654118|XP_037915209.1|HILL, LOC119659972|XP_037924262.1|HILL
OG0006551	LOC120456788|XP_039499740.1|DSAN	LOC119656782|XP_037919295.1|HILL
OG0006552	LOC120456153|XP_039498724.1|DSAN	LOC119657003|XP_037919669.1|HILL
OG0006553	LOC120451190|XP_039490572.1|DSAN	LOC119652849|XP_037913129.1|HILL
OG0006554	LOC120454000|XP_039494902.1|DSAN	LOC119652536|XP_037912665.1|HILL
OG0006555	LOC120450751|XP_039489808.1|DSAN	LOC119651458|XP_037910992.1|HILL
OG0006557	LOC120451366|XP_039490936.1|DSAN	LOC119660277|XP_037924675.1|HILL
OG0006558	LOC120450882|XP_039490051.1|DSAN	LOC119646603|XP_037903027.1|HILL
OG0006559	LOC120451372|XP_039490956.1|DSAN	LOC119652796|XP_037913046.1|HILL
OG0006560	LOC120453128|XP_039493609.1|DSAN	LOC119651149|XP_037910482.1|HILL
OG0006561	LOC120453126|XP_039493607.1|DSAN	LOC119651148|XP_037910481.1|HILL
OG0006562	LOC120453542|XP_039494228.1|DSAN	LOC119652452|XP_037912525.1|HILL
OG0006563	LOC120451409|XP_039491012.1|DSAN	LOC119652630|XP_037912805.1|HILL
OG0006564	LOC120451407|XP_039491009.1|DSAN	LOC119652651|XP_037912828.1|HILL
OG0006565	LOC120454111|XP_039495074.1|DSAN	LOC119652367|XP_037912387.1|HILL
OG0006566	LOC120451701|XP_039491531.1|DSAN	LOC119651112|XP_037910407.1|HILL
OG0006567	LOC120451448|XP_039491059.1|DSAN	LOC119656536|XP_037918810.1|HILL
OG0006568	LOC120451447|XP_039491058.1|DSAN	LOC119656537|XP_037918811.1|HILL
OG0006569	LOC120447922|XP_039485512.1|DSAN	LOC119658819|XP_037922471.1|HILL
OG0006570	LOC120451026|XP_039490288.1|DSAN	LOC119658841|XP_037922514.1|HILL
OG0006571	LOC120451598|XP_039491352.1|DSAN	LOC119651702|XP_037911343.1|HILL
OG0006572	LOC120451619|XP_039491403.1|DSAN	LOC119656551|XP_037918845.1|HILL
OG0006573	LOC120452912|XP_039493309.1|DSAN	LOC119652575|XP_037912717.1|HILL
OG0006574	LOC120452139|XP_039492160.1|DSAN	LOC119651224|XP_037910616.1|HILL
OG0006575	LOC120453773|XP_039494548.1|DSAN	LOC119657045|XP_037919727.1|HILL
OG0006576	LOC120451588|XP_039491336.1|DSAN	LOC119657999|XP_037921147.1|HILL
OG0006577	LOC120450785|XP_039489881.1|DSAN	LOC119651460|XP_037910994.1|HILL
OG0006578	LOC120451586|XP_039491331.1|DSAN	LOC119652253|XP_037912162.1|HILL
OG0006579	LOC120454420|XP_039495630.1|DSAN	LOC119656902|XP_037919514.1|HILL
OG0006580	LOC120453698|XP_039494453.1|DSAN	LOC119657922|XP_037921037.1|HILL
OG0006581	LOC120451025|XP_039490284.1|DSAN	LOC119660486|XP_037925003.1|HILL
OG0006582	LOC120451004|XP_039490250.1|DSAN	LOC119659834|XP_037924058.1|HILL
OG0006583	LOC120452756|XP_039493072.1|DSAN	LOC119651628|XP_037911217.1|HILL
OG0006584	LOC120454261|XP_039495341.1|DSAN	LOC119646970|XP_037903600.1|HILL
OG0006585	LOC120443762|XP_039478988.1|DSAN	LOC119657783|XP_037920786.1|HILL, LOC119657785|XP_037920787.1|HILL
OG0006586	LOC120450834|XP_039489951.1|DSAN	LOC119652220|XP_037912090.1|HILL
OG0006587	LOC120450827|XP_039489943.1|DSAN	LOC119652217|XP_037912087.1|HILL
OG0006588	LOC120452804|XP_039493137.1|DSAN	LOC119653122|XP_037913576.1|HILL
OG0006589	LOC120450765|XP_039489839.1|DSAN	LOC119653155|XP_037913623.1|HILL
OG0006590	LOC120450764|XP_039489838.1|DSAN	LOC119653132|XP_037913589.1|HILL
OG0006591	LOC120448246|XP_039486089.1|DSAN	LOC119648435|XP_037906118.1|HILL
OG0006592	LOC120454453|XP_039495697.1|DSAN	LOC119652647|XP_037912824.1|HILL
OG0006593	LOC120454452|XP_039495696.1|DSAN	LOC119652646|XP_037912822.1|HILL
OG0006594	LOC120449081|XP_039487319.1|DSAN	LOC119648050|XP_037905441.1|HILL
OG0006595	LOC120445361|XP_039481653.1|DSAN	LOC119658874|XP_037922572.1|HILL
OG0006596	LOC120445210|XP_039481393.1|DSAN	LOC119659414|XP_037923416.1|HILL
OG0006597	LOC120450095|XP_039488823.1|DSAN	LOC119648678|XP_037906399.1|HILL
OG0006598	LOC120458877|XP_039502648.1|DSAN	LOC119649983|XP_037908353.1|HILL
OG0006599	LOC120449546|XP_039488007.1|DSAN	LOC119647869|XP_037905067.1|HILL
OG0006600	LOC120447805|XP_039485310.1|DSAN	LOC119650219|XP_037908721.1|HILL
OG0006601	LOC120447620|XP_039485048.1|DSAN	LOC119647715|XP_037904735.1|HILL
OG0006602	LOC120447622|XP_039485049.1|DSAN	LOC119647716|XP_037904736.1|HILL
OG0006603	LOC120448738|XP_039486852.1|DSAN	LOC119649936|XP_037908284.1|HILL
OG0006604	LOC120448289|XP_039486158.1|DSAN	LOC119648393|XP_037906059.1|HILL
OG0006605	LOC120456826|XP_039499809.1|DSAN	LOC119657847|XP_037920897.1|HILL
OG0006606	LOC120448709|XP_039486803.1|DSAN	LOC119648454|XP_037906139.1|HILL
OG0006607	LOC120449087|XP_039487328.1|DSAN	LOC119647644|XP_037904634.1|HILL
OG0006608	LOC120453583|XP_039494277.1|DSAN	LOC119648457|XP_037906142.1|HILL
OG0006609	LOC120452515|XP_039492705.1|DSAN	LOC119648766|XP_037906523.1|HILL
OG0006610	LOC120447800|XP_039485296.1|DSAN	LOC119647929|XP_037905190.1|HILL
OG0006611	LOC120449287|XP_039487604.1|DSAN	LOC119648127|XP_037905576.1|HILL
OG0006612	LOC120449797|XP_039488373.1|DSAN	LOC119648253|XP_037905824.1|HILL
OG0006613	LOC120449382|XP_039487751.1|DSAN	LOC119648989|XP_037906841.1|HILL
OG0006614	LOC120449457|XP_039487862.1|DSAN	LOC119648696|XP_037906429.1|HILL
OG0006615	LOC120449080|XP_039487318.1|DSAN	LOC119649819|XP_037908079.1|HILL
OG0006616	LOC120447764|XP_039485243.1|DSAN	LOC119647444|XP_037904295.1|HILL
OG0006617	LOC120448190|XP_039485989.1|DSAN	LOC119647975|XP_037905275.1|HILL
OG0006618	LOC120450269|XP_039489108.1|DSAN	LOC119648360|XP_037906002.1|HILL
OG0006619	LOC120450329|XP_039489229.1|DSAN	LOC119648922|XP_037906755.1|HILL
OG0006620	LOC120450327|XP_039489224.1|DSAN	LOC119648932|XP_037906773.1|HILL
OG0006621	LOC120449116|XP_039487360.1|DSAN	LOC119649908|XP_037908234.1|HILL
OG0006622	LOC120448080|XP_039485786.1|DSAN	LOC119648062|XP_037905457.1|HILL
OG0006623	LOC120449821|XP_039488403.1|DSAN	LOC119648289|XP_037905873.1|HILL
OG0006624	LOC120444832|XP_039480726.1|DSAN	LOC119646852|XP_037903401.1|HILL
OG0006625	LOC120444866|XP_039480770.1|DSAN	LOC119646854|XP_037903404.1|HILL
OG0006626	LOC120458915|XP_039502698.1|DSAN	LOC119646320|XP_037902669.1|HILL
OG0006627	LOC120443886|XP_039479242.1|DSAN	LOC119661535|XP_037926843.1|HILL
OG0006628	LOC120443876|XP_039479197.1|DSAN	LOC119651079|XP_037910352.1|HILL
OG0006629	LOC120445021|XP_039481026.1|DSAN	LOC119646641|XP_037903082.1|HILL
OG0006630	LOC120446777|XP_039483855.1|DSAN	LOC119646423|XP_037902796.1|HILL
OG0006631	LOC120449770|XP_039488343.1|DSAN	LOC119649078|XP_037907002.1|HILL
OG0006632	LOC120447109|XP_039484464.1|DSAN	LOC119661230|XP_037926383.1|HILL
OG0006633	LOC120450434|XP_039489377.1|DSAN	LOC119649759|XP_037907981.1|HILL
OG0006634	LOC120453084|XP_039493548.1|DSAN	LOC119656414|XP_037918727.1|HILL
OG0006635	LOC120452055|XP_039492090.1|DSAN	LOC119649163|XP_037907115.1|HILL
OG0006636	LOC120456397|XP_039499160.1|DSAN	LOC119646544|XP_037902944.1|HILL
OG0006637	LOC120447810|XP_039485320.1|DSAN	LOC119649931|XP_037908277.1|HILL
OG0006638	LOC120447912|XP_039485500.1|DSAN	LOC119646231|XP_037902549.1|HILL
OG0006639	LOC120443774|XP_039479011.1|DSAN	LOC119652732|XP_037912959.1|HILL
OG0006640	LOC120445974|XP_039482643.1|DSAN	LOC119647104|XP_037903810.1|HILL
OG0006641	LOC120443778|XP_039479035.1|DSAN	LOC119646894|XP_037903461.1|HILL
OG0006642	LOC120446169|XP_039482933.1|DSAN	LOC119647177|XP_037903913.1|HILL
OG0006643	LOC120446317|XP_039483167.1|DSAN	LOC119646469|XP_037902847.1|HILL
OG0006644	LOC120448859|XP_039487003.1|DSAN	LOC119658235|XP_037921444.1|HILL
OG0006645	LOC120444332|XP_039479821.1|DSAN	LOC119659183|XP_037923074.1|HILL
OG0006646	LOC120444661|XP_039480437.1|DSAN	LOC119651013|XP_037910240.1|HILL
OG0006648	LOC120448576|XP_039486578.1|DSAN	LOC119650182|XP_037908663.1|HILL
OG0006649	LOC120444982|XP_039480943.1|DSAN	LOC119647292|XP_037904126.1|HILL
OG0006650	LOC120458622|XP_039502270.1|DSAN	LOC119649168|XP_037907127.1|HILL
OG0006651	LOC120450157|XP_039488935.1|DSAN	LOC119648095|XP_037905521.1|HILL
OG0006652	LOC120449541|XP_039487998.1|DSAN	LOC119650045|XP_037908456.1|HILL
OG0006653	LOC120450068|XP_039488775.1|DSAN	LOC119647725|XP_037904747.1|HILL
OG0006654	LOC120449804|XP_039488383.1|DSAN	LOC119649991|XP_037908375.1|HILL
OG0006655	LOC120449943|XP_039488578.1|DSAN	LOC119649426|XP_037907501.1|HILL
OG0006656	LOC120448022|XP_039485693.1|DSAN	LOC119650022|XP_037908426.1|HILL
OG0006657	LOC120444415|XP_039479975.1|DSAN	LOC119650079|XP_037908510.1|HILL
OG0006658	LOC120450237|XP_039489050.1|DSAN	LOC119649010|XP_037906888.1|HILL
OG0006659	LOC120448512|XP_039486481.1|DSAN	LOC119649474|XP_037907561.1|HILL
OG0006660	LOC120448948|XP_039487127.1|DSAN	LOC119648340|XP_037905963.1|HILL
OG0006661	LOC120449268|XP_039487585.1|DSAN	LOC119650375|XP_037909040.1|HILL
OG0006662	LOC120458237|XP_039501755.1|DSAN	LOC119660836|XP_037925636.1|HILL
OG0006663	LOC120448913|XP_039487071.1|DSAN	LOC119648026|XP_037905372.1|HILL
OG0006664	LOC120453742|XP_039494509.1|DSAN	LOC119653526|XP_037914129.1|HILL
OG0006665	LOC120450146|XP_039488910.1|DSAN	LOC119649164|XP_037907117.1|HILL
OG0006666	LOC120444414|XP_039479974.1|DSAN	LOC119649952|XP_037908316.1|HILL
OG0006667	LOC120448401|XP_039486325.1|DSAN	LOC119649797|XP_037908029.1|HILL
OG0006668	LOC120458207|XP_039501718.1|DSAN	LOC119661738|XP_037927132.1|HILL
OG0006669	LOC120450017|XP_039488674.1|DSAN	LOC119648923|XP_037906756.1|HILL
OG0006670	LOC120449829|XP_039488412.1|DSAN	LOC119650071|XP_037908495.1|HILL
OG0006671	LOC120447740|XP_039485220.1|DSAN	LOC119648973|XP_037906823.1|HILL
OG0006672	LOC120449387|XP_039487759.1|DSAN	LOC119648236|XP_037905787.1|HILL
OG0006673	LOC120449234|XP_039487541.1|DSAN	LOC119648804|XP_037906580.1|HILL
OG0006674	LOC120448421|XP_039486354.1|DSAN	LOC119649504|XP_037907600.1|HILL
OG0006675	LOC120447640|XP_039485082.1|DSAN	LOC119648645|XP_037906344.1|HILL
OG0006676	LOC120449641|XP_039488168.1|DSAN	LOC119649618|XP_037907767.1|HILL
OG0006677	LOC120448324|XP_039486207.1|DSAN	LOC119648799|XP_037906571.1|HILL
OG0006678	LOC120450454|XP_039489408.1|DSAN	LOC119649817|XP_037908076.1|HILL
OG0006679	LOC120449303|XP_039487629.1|DSAN	LOC119649878|XP_037908183.1|HILL
OG0006680	LOC120451904|XP_039491847.1|DSAN	LOC119660544|XP_037925107.1|HILL
OG0006681	LOC120447739|XP_039485217.1|DSAN	LOC119647706|XP_037904719.1|HILL
OG0006682	LOC120448599|XP_039486634.1|DSAN	LOC119648876|XP_037906695.1|HILL
OG0006683	LOC120447924|XP_039485517.1|DSAN	LOC119648877|XP_037906696.1|HILL
OG0006684	LOC120448323|XP_039486206.1|DSAN	LOC119650435|XP_037909184.1|HILL
OG0006685	LOC120447233|XP_039484696.1|DSAN	LOC119647412|XP_037904222.1|HILL
OG0006686	LOC120450372|XP_039489290.1|DSAN	LOC119650149|XP_037908614.1|HILL
OG0006687	LOC120456716|XP_039499632.1|DSAN	LOC119646568|XP_037902979.1|HILL, LOC119647044|XP_037903728.1|HILL, LOC119658612|XP_037922031.1|HILL
OG0006688	LOC120448143|XP_039485902.1|DSAN	LOC119649611|XP_037907759.1|HILL
OG0006689	LOC120450423|XP_039489365.1|DSAN	LOC119648980|XP_037906830.1|HILL
OG0006691	LOC120447791|XP_039485285.1|DSAN	LOC119647467|XP_037904329.1|HILL
OG0006692	LOC120450422|XP_039489364.1|DSAN	LOC119648021|XP_037905361.1|HILL
OG0006693	LOC120450163|XP_039488942.1|DSAN	LOC119649161|XP_037907097.1|HILL
OG0006694	LOC120455546|XP_039497819.1|DSAN	LOC119661022|XP_037926099.1|HILL
OG0006695	LOC120449529|XP_039487982.1|DSAN	LOC119649586|XP_037907719.1|HILL
OG0006696	LOC120444015|XP_039479431.1|DSAN	LOC119648619|XP_037906316.1|HILL
OG0006697	LOC120449112|XP_039487355.1|DSAN	LOC119647480|XP_037904351.1|HILL
OG0006698	LOC120448282|XP_039486145.1|DSAN	LOC119648646|XP_037906346.1|HILL
OG0006699	LOC120449063|XP_039487294.1|DSAN	LOC119647901|XP_037905136.1|HILL
OG0006700	LOC120448236|XP_039486074.1|DSAN	LOC119655486|XP_037917316.1|HILL
OG0006701	LOC120446088|XP_039482811.1|DSAN	LOC119651642|XP_037911245.1|HILL
OG0006702	LOC120449320|XP_039487651.1|DSAN	LOC119648266|XP_037905846.1|HILL
OG0006703	LOC120448610|XP_039486654.1|DSAN	LOC119649368|XP_037907412.1|HILL
OG0006704	LOC120448616|XP_039486663.1|DSAN	LOC119649674|XP_037907861.1|HILL
OG0006707	LOC120445431|XP_039481794.1|DSAN	LOC119646489|XP_037902876.1|HILL
OG0006709	LOC120457143|XP_039500345.1|DSAN	LOC119646133|XP_037902410.1|HILL
OG0006710	LOC120448713|XP_039486810.1|DSAN	LOC119649858|XP_037908149.1|HILL
OG0006711	LOC120448710|XP_039486805.1|DSAN	LOC119649857|XP_037908144.1|HILL
OG0006712	LOC120450606|XP_039489666.1|DSAN	LOC119648307|XP_037905901.1|HILL
OG0006713	LOC120449092|XP_039487333.1|DSAN	LOC119650347|XP_037908949.1|HILL
OG0006714	LOC120449392|XP_039487769.1|DSAN	LOC119650346|XP_037908946.1|HILL
OG0006715	LOC120448711|XP_039486807.1|DSAN	LOC119648912|XP_037906746.1|HILL
OG0006716	LOC120458159|XP_039501647.1|DSAN	LOC119651593|XP_037911167.1|HILL
OG0006717	LOC120448317|XP_039486199.1|DSAN	LOC119648294|XP_037905882.1|HILL
OG0006718	LOC120448321|XP_039486202.1|DSAN	LOC119648409|XP_037906087.1|HILL
OG0006719	LOC120450103|XP_039488832.1|DSAN	LOC119650233|XP_037908739.1|HILL
OG0006720	LOC120448885|XP_039487035.1|DSAN	LOC119650370|XP_037909028.1|HILL
OG0006721	LOC120448602|XP_039486638.1|DSAN	LOC119649549|XP_037907669.1|HILL
OG0006722	LOC120449902|XP_039488527.1|DSAN	LOC119649327|XP_037907356.1|HILL
OG0006723	LOC120458446|XP_039502029.1|DSAN	LOC119658938|XP_037922719.1|HILL
OG0006724	LOC120452247|XP_039492308.1|DSAN	LOC119659984|XP_037924282.1|HILL
OG0006725	LOC120454407|XP_039495602.1|DSAN	LOC119660239|XP_037924621.1|HILL
OG0006726	LOC120452203|XP_039492256.1|DSAN	LOC119654868|XP_037916391.1|HILL
OG0006727	LOC120454404|XP_039495599.1|DSAN	LOC119659216|XP_037923117.1|HILL
OG0006728	LOC120453630|XP_039494356.1|DSAN	LOC119652388|XP_037912421.1|HILL
OG0006729	LOC120444642|XP_039480400.1|DSAN	LOC119647269|XP_037904088.1|HILL
OG0006730	LOC120444640|XP_039480398.1|DSAN	LOC119647270|XP_037904091.1|HILL
OG0006731	LOC120444713|XP_039480528.1|DSAN	LOC119649399|XP_037907452.1|HILL
OG0006732	LOC120448727|XP_039486833.1|DSAN	LOC119650157|XP_037908630.1|HILL
OG0006733	LOC120449885|XP_039488496.1|DSAN	LOC119650415|XP_037909136.1|HILL
OG0006734	LOC120448025|XP_039485700.1|DSAN	LOC119648874|XP_037906693.1|HILL
OG0006735	LOC120448197|XP_039485997.1|DSAN	LOC119648389|XP_037906054.1|HILL
OG0006736	LOC120449236|XP_039487543.1|DSAN	LOC119647995|XP_037905308.1|HILL
OG0006737	LOC120449801|XP_039488380.1|DSAN	LOC119650276|XP_037908829.1|HILL
OG0006738	LOC120444532|XP_039480213.1|DSAN	LOC119648263|XP_037905842.1|HILL
OG0006739	LOC120450034|XP_039488719.1|DSAN	LOC119648264|XP_037905844.1|HILL
OG0006740	LOC120450247|XP_039489069.1|DSAN	LOC119648149|XP_037905648.1|HILL
OG0006741	LOC120450246|XP_039489067.1|DSAN	LOC119648063|XP_037905458.1|HILL
OG0006743	LOC120451350|XP_039490903.1|DSAN	LOC119660984|XP_037925997.1|HILL
OG0006744	LOC120450559|XP_039489601.1|DSAN	LOC119648196|XP_037905717.1|HILL
OG0006745	LOC120450910|XP_039490097.1|DSAN	LOC119660191|XP_037924537.1|HILL
OG0006746	LOC120448447|XP_039486395.1|DSAN	LOC119648006|XP_037905326.1|HILL
OG0006747	LOC120448720|XP_039486824.1|DSAN	LOC119649601|XP_037907743.1|HILL
OG0006748	LOC120457206|XP_039500507.1|DSAN	LOC119646538|XP_037902937.1|HILL
OG0006749	LOC120448222|XP_039486046.1|DSAN	LOC119649274|XP_037907291.1|HILL
OG0006750	LOC120457391|XP_039500884.1|DSAN	LOC119657897|XP_037920981.1|HILL
OG0006752	LOC120448258|XP_039486109.1|DSAN	LOC119648292|XP_037905880.1|HILL
OG0006753	LOC120448873|XP_039487021.1|DSAN	LOC119649451|XP_037907534.1|HILL
OG0006754	LOC120450369|XP_039489286.1|DSAN	LOC119649029|XP_037906914.1|HILL
OG0006755	LOC120449826|XP_039488406.1|DSAN	LOC119649960|XP_037908324.1|HILL
OG0006756	LOC120449356|XP_039487703.1|DSAN	LOC119650259|XP_037908788.1|HILL
OG0006757	LOC120449357|XP_039487704.1|DSAN	LOC119649187|XP_037907142.1|HILL
OG0006758	LOC120447681|XP_039485142.1|DSAN	LOC119650023|XP_037908427.1|HILL
OG0006759	LOC120447680|XP_039485141.1|DSAN	LOC119647416|XP_037904226.1|HILL
OG0006760	LOC120448359|XP_039486261.1|DSAN	LOC119647592|XP_037904534.1|HILL
OG0006761	LOC120451208|XP_039490614.1|DSAN	LOC119660931|XP_037925847.1|HILL
OG0006762	LOC120455252|XP_039497183.1|DSAN	LOC119657977|XP_037921116.1|HILL
OG0006763	LOC120444907|XP_039480833.1|DSAN	LOC119661295|XP_037926509.1|HILL
OG0006764	LOC120445369|XP_039481676.1|DSAN	LOC119661160|XP_037926304.1|HILL
OG0006765	LOC120444908|XP_039480834.1|DSAN	LOC119646184|XP_037902494.1|HILL
OG0006766	LOC120447905|XP_039485484.1|DSAN	LOC119647858|XP_037905054.1|HILL
OG0006767	LOC120448479|XP_039486442.1|DSAN	LOC119649005|XP_037906876.1|HILL
OG0006768	LOC120448477|XP_039486436.1|DSAN	LOC119648092|XP_037905513.1|HILL
OG0006769	LOC120448478|XP_039486441.1|DSAN	LOC119648093|XP_037905519.1|HILL
