Orthogroup	DSAN.longest_only	AEAL.longest_only
OG0007586	LOC120443965|XP_039479403.1|DSAN	LOC109622185|XP_019931974.2|AEAL
OG0007587	LOC120445018|XP_039481021.1|DSAN	LOC109403162|XP_029731550.1|AEAL
OG0007588	LOC120458008|XP_039501438.1|DSAN	LOC109622178|XP_019931965.2|AEAL
OG0007589	LOC120456187|XP_039498797.1|DSAN	LOC109403359|XP_019531719.2|AEAL
OG0007590	LOC120447685|XP_039485146.1|DSAN	LOC109403350|XP_019539807.1|AEAL
OG0007591	LOC120448318|XP_039486203.1|DSAN	LOC109403348|XP_019531697.2|AEAL
OG0007592	LOC120445400|XP_039481744.1|DSAN	LOC109410742|XP_019539800.2|AEAL
OG0007593	LOC120455289|XP_039497264.1|DSAN	LOC109410610|XP_019539677.1|AEAL, LOC109410728|XP_029731605.1|AEAL
OG0007594	LOC120448342|XP_039486242.1|DSAN	LOC109410708|XP_029732227.1|AEAL
OG0007595	LOC120446534|XP_039483481.1|DSAN	LOC109410654|XP_019539732.2|AEAL
OG0007596	LOC120448330|XP_039486218.1|DSAN	LOC109410667|XP_019539751.2|AEAL
OG0007597	LOC120449551|XP_039488014.1|DSAN	LOC109407693|XP_019536386.1|AEAL
OG0007598	LOC120444462|XP_039480065.1|DSAN	LOC109621477|XP_019931065.2|AEAL
OG0007601	LOC120449251|XP_039487561.1|DSAN	LOC109426048|XP_019557034.2|AEAL
OG0007602	LOC120448702|XP_039486791.1|DSAN	LOC109426039|XP_019557023.1|AEAL
OG0007603	LOC120448700|XP_039486789.1|DSAN	LOC109426028|XP_019557006.1|AEAL
OG0007604	LOC120448686|XP_039486760.1|DSAN	LOC109425976|XP_019556939.2|AEAL, LOC115268083|XP_029731961.1|AEAL
OG0007605	LOC120447625|XP_039485053.1|DSAN	LOC109425970|XP_029731865.1|AEAL
OG0007606	LOC120450515|XP_039489522.1|DSAN	LOC109407641|XP_019536339.2|AEAL
OG0007607	LOC120451178|XP_039490550.1|DSAN	LOC109407674|XP_029731878.1|AEAL
OG0007608	LOC120450453|XP_039489407.1|DSAN	LOC109425945|XP_019556895.2|AEAL
OG0007609	LOC120457314|XP_039500746.1|DSAN	LOC115254030|XP_029715624.1|AEAL, LOC109407619|XP_029731884.1|AEAL
OG0007610	LOC120458705|XP_039502383.1|DSAN	LOC109425912|XP_019556830.2|AEAL
OG0007611	LOC120454879|XP_039496384.1|DSAN	LOC109425852|XP_029731943.1|AEAL
OG0007612	LOC120450899|XP_039490081.1|DSAN	LOC109425850|XP_029731952.1|AEAL
OG0007613	LOC120445042|XP_039481084.1|DSAN	LOC109407580|XP_019536217.2|AEAL
OG0007614	LOC120448016|XP_039485678.1|DSAN	LOC109425827|XP_019556719.2|AEAL
OG0007615	LOC120449972|XP_039488614.1|DSAN	LOC109407566|XP_019536185.2|AEAL
OG0007616	LOC120454561|XP_039495887.1|DSAN	LOC109407565|XP_019536184.2|AEAL
OG0007617	LOC120449124|XP_039487371.1|DSAN	LOC109407563|XP_019536181.1|AEAL
OG0007618	LOC120450051|XP_039488741.1|DSAN	LOC109407680|XP_019536378.2|AEAL
OG0007619	LOC120447631|XP_039485068.1|DSAN	LOC109425820|XP_019556709.2|AEAL
OG0007620	LOC120449220|XP_039487522.1|DSAN	LOC109407558|XP_019536172.2|AEAL
OG0007621	LOC120458310|XP_039501850.1|DSAN	LOC109407546|XP_019536155.2|AEAL, LOC115253452|XP_029720427.1|AEAL
OG0007622	LOC120447528|XP_039484897.1|DSAN	LOC109425803|XP_029720431.1|AEAL
OG0007623	LOC120450537|XP_039489562.1|DSAN	LOC109407655|XP_029720441.1|AEAL
OG0007624	LOC120449681|XP_039488226.1|DSAN	LOC109407520|XP_019536124.2|AEAL
OG0007625	LOC120447596|XP_039484998.1|DSAN	LOC109407518|XP_019536121.2|AEAL
OG0007626	LOC120447449|XP_039484742.1|DSAN	LOC109407514|XP_019536116.1|AEAL
OG0007627	LOC120447448|XP_039484741.1|DSAN	LOC109407513|XP_029720457.1|AEAL
OG0007628	LOC120454911|XP_039496541.1|DSAN	LOC109424917|XP_019555641.2|AEAL
OG0007629	LOC120449531|XP_039487985.1|DSAN	LOC109430269|XP_019561863.2|AEAL, LOC109415540|XP_029722870.1|AEAL
OG0007630	LOC120452130|XP_039492147.1|DSAN	LOC109401834|XP_029709720.1|AEAL, LOC109414685|XP_029709722.1|AEAL
OG0007631	LOC120453360|XP_039493966.1|DSAN	LOC109429095|XP_029714112.1|AEAL, LOC115261465|XP_029719003.1|AEAL
OG0007633	LOC120446874|XP_039484016.1|DSAN	LOC115257428|XP_029712870.1|AEAL, LOC115257540|XP_029713130.1|AEAL
OG0007634	LOC120452993|XP_039493429.1|DSAN	LOC115256421|XP_029710797.1|AEAL
OG0007635	LOC120454982|XP_039496711.1|DSAN	LOC109622813|XP_019932814.2|AEAL
OG0007636	LOC120450286|XP_039489137.1|DSAN	LOC109428215|XP_029728501.1|AEAL, LOC109427843|XP_029723156.1|AEAL, LOC115264006|XP_029723168.1|AEAL
OG0007638	LOC120456577|XP_039499400.1|DSAN	LOC109408248|XP_029729035.1|AEAL, LOC109411171|XP_029729032.1|AEAL
OG0007639	LOC120455099|XP_039496909.1|DSAN	LOC109415737|XP_019545210.2|AEAL
OG0007640	LOC120458322|XP_039501871.1|DSAN	LOC115261358|XP_029718745.1|AEAL
OG0007641	LOC120454356|XP_039495512.1|DSAN	LOC115257522|XP_029713110.1|AEAL, LOC109405708|XP_029712837.1|AEAL
OG0007664	LOC120454122|XP_039495092.1|DSAN	LOC109405387|XP_029709616.1|AEAL
OG0007665	LOC120455174|XP_039497039.1|DSAN	LOC109397805|XP_029709609.1|AEAL
OG0007666	LOC120455322|XP_039497333.1|DSAN	LOC109397799|XP_029709632.1|AEAL, LOC115255641|XP_029709599.1|AEAL, LOC109405342|XP_019533941.1|AEAL
OG0007667	LOC120457374|XP_039500843.1|DSAN	LOC109405360|XP_019533961.1|AEAL, LOC109397818|XP_019525692.1|AEAL
OG0007668	LOC120443785|XP_039479048.1|DSAN	LOC109413249|XP_019542528.2|AEAL
OG0007669	LOC120455271|XP_039497207.1|DSAN	LOC109413217|XP_019542486.2|AEAL
OG0007670	LOC120455270|XP_039497206.1|DSAN	LOC109424955|XP_019555694.2|AEAL
OG0007671	LOC120455280|XP_039497237.1|DSAN	LOC109431118|XP_019562842.1|AEAL
OG0007672	LOC120457347|XP_039500793.1|DSAN	LOC109412260|XP_019541456.2|AEAL
OG0007673	LOC120451188|XP_039490571.1|DSAN	LOC109431189|XP_019562947.2|AEAL, LOC109412269|XP_019541464.2|AEAL
OG0007674	LOC120457107|XP_039500247.1|DSAN	LOC109425484|XP_019556294.2|AEAL
OG0007675	LOC120456870|XP_039499901.1|DSAN	LOC109408930|XP_019537870.2|AEAL
OG0007676	LOC120456810|XP_039499787.1|DSAN	LOC109433636|XP_019565638.2|AEAL
OG0007677	LOC120456478|XP_039499276.1|DSAN	LOC109433617|XP_029711062.1|AEAL
OG0007678	LOC120455713|XP_039498059.1|DSAN	LOC115254723|XP_029708268.1|AEAL, LOC109405110|XP_019533658.2|AEAL
OG0007679	LOC120455375|XP_039497427.1|DSAN	LOC109415242|XP_019544673.2|AEAL
OG0007680	LOC120452811|XP_039493152.1|DSAN	LOC109415202|XP_019544632.1|AEAL
OG0007681	LOC120452438|XP_039492600.1|DSAN	LOC109428523|XP_019559862.2|AEAL
OG0007682	LOC120455739|XP_039498095.1|DSAN	LOC109428426|XP_029711704.1|AEAL
OG0007683	LOC120455094|XP_039496903.1|DSAN	LOC109428427|XP_029711705.1|AEAL
OG0007684	LOC120456874|XP_039499904.1|DSAN	LOC109428430|XP_019559731.2|AEAL, LOC109430515|XP_029729607.1|AEAL
OG0007685	LOC120456100|XP_039498629.1|DSAN	LOC109428436|XP_029711403.1|AEAL
OG0007686	LOC120456336|XP_039499040.1|DSAN	LOC109428453|XP_029711958.1|AEAL
OG0007688	LOC120452628|XP_039492871.1|DSAN	LOC109428478|XP_019559798.2|AEAL, LOC109422116|XP_019552288.2|AEAL
OG0007690	LOC120456861|XP_039499873.1|DSAN	LOC109402625|XP_029730096.1|AEAL
OG0007691	LOC120452654|XP_039492905.1|DSAN	LOC109402650|XP_029711186.1|AEAL
OG0007692	LOC120456677|XP_039499568.1|DSAN	LOC109402662|XP_029711559.1|AEAL
OG0007693	LOC120455414|XP_039497493.1|DSAN	LOC109402690|XP_019530938.2|AEAL
OG0007694	LOC120449600|XP_039488101.1|DSAN	LOC109397900|XP_019525782.2|AEAL
OG0007695	LOC120455419|XP_039497502.1|DSAN	LOC109416129|XP_029711852.1|AEAL
OG0007696	LOC120449884|XP_039488495.1|DSAN	LOC109416140|XP_019545648.2|AEAL
OG0007697	LOC120448211|XP_039486023.1|DSAN	LOC109427490|XP_019558584.1|AEAL
OG0007698	LOC120455639|XP_039497962.1|DSAN	LOC109427492|XP_019558586.2|AEAL
OG0007699	LOC120456986|XP_039500069.1|DSAN	LOC109427498|XP_029711700.1|AEAL
OG0007700	LOC120455482|XP_039497650.1|DSAN	LOC109427503|XP_019558600.2|AEAL, LOC115256746|XP_029711551.1|AEAL
OG0007701	LOC120456071|XP_039498594.1|DSAN	LOC109427505|XP_019558603.2|AEAL
OG0007702	LOC120456015|XP_039498512.1|DSAN	LOC109427511|XP_019558610.2|AEAL
OG0007703	LOC120455049|XP_039496836.1|DSAN	LOC109427535|XP_019558638.2|AEAL, LOC115256619|XP_029711301.1|AEAL
OG0007704	LOC120453825|XP_039494646.1|DSAN	LOC109406871|XP_029711139.1|AEAL
OG0007705	LOC120457017|XP_039500107.1|DSAN	LOC109401911|XP_019530070.1|AEAL
OG0007706	LOC120456530|XP_039499335.1|DSAN	LOC109401930|XP_029710551.1|AEAL
OG0007707	LOC120455920|XP_039498364.1|DSAN	LOC109401880|XP_029711447.1|AEAL
OG0007708	LOC120456726|XP_039499643.1|DSAN	LOC109401910|XP_029729174.1|AEAL
OG0007709	LOC120456426|XP_039499192.1|DSAN	LOC109410345|XP_019539439.2|AEAL
OG0007710	LOC120456599|XP_039499442.1|DSAN	LOC109422055|XP_019552234.2|AEAL
OG0007711	LOC120456416|XP_039499182.1|DSAN	LOC109422058|XP_019552237.2|AEAL
OG0007712	LOC120456667|XP_039499541.1|DSAN	LOC109422059|XP_029710799.1|AEAL
OG0007713	LOC120454995|XP_039496728.1|DSAN	LOC109432601|XP_029733349.1|AEAL, LOC109397187|XP_029733316.1|AEAL
OG0007714	LOC120457085|XP_039500198.1|DSAN	LOC109397190|XP_019525080.2|AEAL, LOC109432619|XP_019564524.2|AEAL
OG0007715	LOC120456877|XP_039499909.1|DSAN	LOC109422034|XP_019552219.2|AEAL
OG0007716	LOC120457275|XP_039500638.1|DSAN	LOC109407378|XP_029711474.1|AEAL, LOC109421980|XP_029711685.1|AEAL
OG0007717	LOC120454579|XP_039495918.1|DSAN	LOC109427438|XP_029710581.1|AEAL
OG0007718	LOC120456688|XP_039499584.1|DSAN	LOC109410138|XP_029707926.1|AEAL, LOC109427418|XP_019558504.2|AEAL
OG0007719	LOC120457102|XP_039500226.1|DSAN	LOC109427367|XP_029711329.1|AEAL
OG0007720	LOC120456092|XP_039498621.1|DSAN	LOC109427366|XP_029711147.1|AEAL
OG0007721	LOC120455672|XP_039498003.1|DSAN	LOC109427361|XP_029711728.1|AEAL
OG0007722	LOC120456701|XP_039499601.1|DSAN	LOC109427343|XP_029711071.1|AEAL
OG0007723	LOC120455709|XP_039498056.1|DSAN	LOC109402089|XP_029710806.1|AEAL
OG0007724	LOC120446268|XP_039483082.1|DSAN	LOC109416555|XP_029710825.1|AEAL
OG0007725	LOC120456638|XP_039499494.1|DSAN	LOC109405088|XP_019533630.2|AEAL
OG0007726	LOC120455790|XP_039498181.1|DSAN	LOC109400394|XP_029710664.1|AEAL, LOC109398425|XP_029711235.1|AEAL
OG0007727	LOC120456680|XP_039499571.1|DSAN	LOC115256587|XP_029711229.1|AEAL
OG0007728	LOC120457370|XP_039500839.1|DSAN	LOC109409418|XP_019538405.2|AEAL
OG0007729	LOC120456402|XP_039499164.1|DSAN	LOC109398402|XP_019526297.2|AEAL
OG0007730	LOC120457368|XP_039500834.1|DSAN	LOC109398404|XP_029711892.1|AEAL, LOC109409429|XP_029711455.1|AEAL
OG0007731	LOC120450318|XP_039489206.1|DSAN	LOC115256662|XP_029711392.1|AEAL, LOC115256422|XP_029710809.1|AEAL
OG0007732	LOC120455167|XP_039497028.1|DSAN	LOC109409470|XP_029736283.1|AEAL, LOC115271020|XP_029736296.1|AEAL, LOC109412991|XP_029736284.1|AEAL
OG0007733	LOC120456145|XP_039498706.1|DSAN	LOC115269569|XP_029734244.1|AEAL, LOC109397682|XP_019525528.2|AEAL
OG0007734	LOC120455707|XP_039498051.1|DSAN	LOC115269568|XP_029734240.1|AEAL, LOC109397693|XP_019525536.2|AEAL, LOC109432963|XP_019564859.2|AEAL
OG0007735	LOC120456224|XP_039498842.1|DSAN	LOC109432999|XP_019564920.2|AEAL
OG0007736	LOC120456579|XP_039499413.1|DSAN	LOC109402237|XP_019530422.2|AEAL
OG0007737	LOC120452467|XP_039492636.1|DSAN	LOC109397596|XP_019525433.1|AEAL
OG0007739	LOC120456425|XP_039499191.1|DSAN	LOC109422962|XP_019553404.2|AEAL
OG0007740	LOC120457404|XP_039500934.1|DSAN	LOC109422972|XP_029717430.1|AEAL, LOC109403574|XP_029717387.1|AEAL
OG0007741	LOC120456794|XP_039499747.1|DSAN	LOC115260565|XP_029717353.1|AEAL
OG0007742	LOC120457088|XP_039500205.1|DSAN	LOC109423006|XP_019553462.2|AEAL
OG0007743	LOC120453285|XP_039493844.1|DSAN	LOC109423013|XP_029708358.1|AEAL
OG0007744	LOC120443848|XP_039479143.1|DSAN	LOC109423062|XP_019553522.2|AEAL, LOC115254836|XP_029708380.1|AEAL
OG0007745	LOC120453090|XP_039493551.1|DSAN	LOC109400894|XP_029708359.1|AEAL, LOC115259370|XP_029715789.1|AEAL
OG0007746	LOC120454199|XP_039495229.1|DSAN	LOC109422799|XP_019553225.2|AEAL, LOC109421817|XP_019551918.2|AEAL
OG0007748	LOC120456348|XP_039499066.1|DSAN	LOC109425263|XP_029717611.1|AEAL
OG0007749	LOC120455655|XP_039497979.1|DSAN	LOC109418604|XP_019548355.1|AEAL, LOC109425019|XP_019555756.1|AEAL
OG0007750	LOC120451180|XP_039490554.1|DSAN	LOC115260468|XP_029717273.1|AEAL
OG0007751	LOC120443910|XP_039479271.1|DSAN	LOC109431354|XP_029717805.1|AEAL, LOC109427775|XP_029717781.1|AEAL
OG0007752	LOC120457375|XP_039500845.1|DSAN	LOC115260719|XP_029717807.1|AEAL
OG0007753	LOC120455143|XP_039496982.1|DSAN	LOC109431338|XP_029717810.1|AEAL, LOC109427764|XP_029717788.1|AEAL
OG0007754	LOC120456560|XP_039499374.1|DSAN	LOC115260709|XP_029717791.1|AEAL, LOC109427758|XP_029717812.1|AEAL
OG0007755	LOC120456559|XP_039499373.1|DSAN	LOC109431361|XP_019563127.1|AEAL
OG0007757	LOC120456293|XP_039498972.1|DSAN	LOC109427701|XP_019558833.1|AEAL
OG0007758	LOC120456241|XP_039498885.1|DSAN	LOC109427685|XP_019558819.2|AEAL
OG0007759	LOC120452799|XP_039493129.1|DSAN	LOC109427679|XP_019558812.2|AEAL, LOC109431481|XP_019563238.2|AEAL
OG0007760	LOC120455995|XP_039498487.1|DSAN	LOC109431411|XP_019563172.2|AEAL
OG0007761	LOC120456021|XP_039498519.1|DSAN	LOC109427663|XP_019558786.2|AEAL
OG0007762	LOC120455947|XP_039498419.1|DSAN	LOC109431437|XP_029717865.1|AEAL
OG0007763	LOC120458041|XP_039501484.1|DSAN	LOC109431440|XP_019563190.2|AEAL
OG0007764	LOC120456170|XP_039498768.1|DSAN	LOC109427657|XP_029717864.1|AEAL
OG0007765	LOC120456199|XP_039498813.1|DSAN	LOC109427655|XP_029717867.1|AEAL
OG0007766	LOC120454442|XP_039495672.1|DSAN	LOC115260735|XP_029717869.1|AEAL, LOC109431507|XP_029717831.1|AEAL
OG0007767	LOC120454886|XP_039496412.1|DSAN	LOC109431480|XP_029717329.1|AEAL
OG0007768	LOC120455544|XP_039497815.1|DSAN	LOC109431454|XP_029717895.1|AEAL
OG0007769	LOC120455163|XP_039497020.1|DSAN	LOC109415583|XP_019545018.2|AEAL
OG0007770	LOC120458097|XP_039501562.1|DSAN	LOC109431455|XP_019563206.2|AEAL
OG0007771	LOC120456323|XP_039499022.1|DSAN	LOC109431470|XP_019563226.2|AEAL
OG0007772	LOC120456158|XP_039498731.1|DSAN	LOC109415589|XP_019545025.2|AEAL
OG0007774	LOC120449736|XP_039488301.1|DSAN	LOC109412170|XP_019541372.2|AEAL
OG0007775	LOC120456006|XP_039498498.1|DSAN	LOC109431612|XP_019563393.2|AEAL
OG0007776	LOC120456601|XP_039499445.1|DSAN	LOC109412181|XP_029717914.1|AEAL
OG0007778	LOC120456494|XP_039499295.1|DSAN	LOC109416324|XP_019545906.1|AEAL, LOC109426544|XP_019557633.2|AEAL
OG0007779	LOC120447887|XP_039485432.1|DSAN	LOC109405623|XP_029712345.1|AEAL
OG0007780	LOC120456535|XP_039499346.1|DSAN	LOC109407160|XP_029713887.1|AEAL
OG0007781	LOC120455346|XP_039497369.1|DSAN	LOC109405486|XP_019534118.2|AEAL
OG0007782	LOC120456050|XP_039498562.1|DSAN	LOC109405510|XP_029712309.1|AEAL
OG0007783	LOC120456684|XP_039499580.1|DSAN	LOC109405490|XP_019534123.2|AEAL
OG0007784	LOC120450914|XP_039490105.1|DSAN	LOC109405638|XP_019534251.1|AEAL
OG0007785	LOC120455103|XP_039496918.1|DSAN	LOC109405502|XP_019534148.1|AEAL
OG0007786	LOC120458868|XP_039502635.1|DSAN	LOC109405483|XP_019534116.2|AEAL
OG0007787	LOC120453245|XP_039493782.1|DSAN	LOC109405655|XP_019534270.1|AEAL
OG0007788	LOC120452698|XP_039492989.1|DSAN	LOC109419524|XP_019549288.2|AEAL
OG0007791	LOC120451288|XP_039490772.1|DSAN	LOC109423511|XP_029722782.1|AEAL
OG0007792	LOC120455368|XP_039497408.1|DSAN	LOC109432171|XP_019564036.2|AEAL
OG0007793	LOC120453802|XP_039494609.1|DSAN	LOC109431949|XP_019563797.2|AEAL
OG0007794	LOC120455068|XP_039496854.1|DSAN	LOC109430265|XP_019561854.2|AEAL
OG0007795	LOC120456424|XP_039499190.1|DSAN	LOC109430282|XP_019561877.2|AEAL
OG0007796	LOC120451915|XP_039491862.1|DSAN	LOC109415535|XP_029722884.1|AEAL, LOC115263743|XP_029722889.1|AEAL, LOC109430274|XP_019561869.1|AEAL
OG0007798	LOC120452158|XP_039492188.1|DSAN	LOC109430346|XP_019561950.1|AEAL
OG0007799	LOC120453458|XP_039494109.1|DSAN	LOC109412457|XP_019541638.1|AEAL
OG0007800	LOC120453636|XP_039494362.1|DSAN	LOC109430342|XP_029722945.1|AEAL
OG0007802	LOC120452786|XP_039493112.1|DSAN	LOC109430215|XP_019561808.1|AEAL, LOC115260341|XP_029717130.1|AEAL
OG0007804	LOC120455120|XP_039496945.1|DSAN	LOC109399932|XP_029729778.1|AEAL
OG0007805	LOC120457009|XP_039500098.1|DSAN	LOC109399954|XP_019527967.1|AEAL
OG0007806	LOC120457008|XP_039500097.1|DSAN	LOC109399952|XP_029729777.1|AEAL
OG0007808	LOC120453255|XP_039493809.1|DSAN	LOC109402372|XP_029730300.1|AEAL, LOC109416958|XP_029716259.1|AEAL
OG0007809	LOC120455852|XP_039498256.1|DSAN	LOC109425514|XP_019556309.2|AEAL
OG0007810	LOC120458551|XP_039502169.1|DSAN	LOC109417289|XP_019546939.2|AEAL
OG0007811	LOC120453303|XP_039493870.1|DSAN	LOC109411403|XP_029716189.1|AEAL
OG0007812	LOC120457010|XP_039500099.1|DSAN	LOC109621642|XP_019931290.2|AEAL
OG0007813	LOC120451500|XP_039491186.1|DSAN	LOC109400513|XP_029715852.1|AEAL
OG0007814	LOC120455104|XP_039496919.1|DSAN	LOC109622456|XP_019932344.1|AEAL
OG0007815	LOC120456777|XP_039499718.1|DSAN	LOC109425244|XP_019556035.2|AEAL
OG0007816	LOC120450010|XP_039488661.1|DSAN	LOC109419817|XP_019549659.2|AEAL
OG0007817	LOC120451110|XP_039490456.1|DSAN	LOC109425308|XP_019556090.2|AEAL
OG0007818	LOC120454362|XP_039495521.1|DSAN	LOC109425318|XP_029715951.1|AEAL
OG0007819	LOC120457220|XP_039500524.1|DSAN	LOC109419806|XP_019549646.2|AEAL
OG0007820	LOC120452694|XP_039492983.1|DSAN	LOC109415422|XP_029729677.1|AEAL
OG0007821	LOC120453412|XP_039494044.1|DSAN	LOC115267036|XP_029729681.1|AEAL, LOC109415421|XP_019544833.2|AEAL
OG0007822	LOC120453410|XP_039494041.1|DSAN	LOC109415420|XP_029729680.1|AEAL
OG0007823	LOC120453311|XP_039493901.1|DSAN	LOC109425345|XP_019556142.2|AEAL
OG0007824	LOC120452046|XP_039492038.1|DSAN	LOC109425528|XP_029715837.1|AEAL
OG0007825	LOC120454048|XP_039494976.1|DSAN	LOC109397201|XP_019525091.2|AEAL, LOC109414949|XP_019544345.2|AEAL
OG0007826	LOC120453622|XP_039494338.1|DSAN	LOC109397118|XP_019525002.2|AEAL
OG0007827	LOC120454989|XP_039496719.1|DSAN	LOC109398472|XP_019526396.1|AEAL
OG0007829	LOC120451572|XP_039491317.1|DSAN	LOC109398457|XP_029720671.1|AEAL
OG0007831	LOC120455237|XP_039497148.1|DSAN	LOC109623070|XP_019933088.2|AEAL
OG0007832	LOC120456316|XP_039499004.1|DSAN	LOC109416867|XP_029719615.1|AEAL, LOC109623093|XP_029716257.1|AEAL
OG0007833	LOC120457395|XP_039500899.1|DSAN	LOC109623098|XP_029709998.1|AEAL
OG0007834	LOC120451216|XP_039490627.1|DSAN	LOC109622969|XP_029734095.1|AEAL, LOC115254063|XP_029718176.1|AEAL, LOC109408847|XP_029719630.1|AEAL
OG0007835	LOC120452076|XP_039492074.1|DSAN	LOC115253987|XP_029712723.1|AEAL, LOC109622970|XP_029712738.1|AEAL
OG0007836	LOC120451512|XP_039491205.1|DSAN	LOC115257405|XP_029712826.1|AEAL
OG0007837	LOC120453275|XP_039493837.1|DSAN	LOC109411181|XP_019540200.2|AEAL
OG0007838	LOC120452241|XP_039492299.1|DSAN	LOC109403615|XP_029730130.1|AEAL
OG0007839	LOC120455371|XP_039497417.1|DSAN	LOC109416355|XP_019545929.2|AEAL, LOC115267363|XP_029730207.1|AEAL
OG0007840	LOC120452989|XP_039493424.1|DSAN	LOC109411499|XP_029723460.1|AEAL
OG0007841	LOC120452962|XP_039493386.1|DSAN	LOC109423569|XP_019554097.2|AEAL
OG0007842	LOC120451308|XP_039490807.1|DSAN	LOC109402379|XP_029712620.1|AEAL
OG0007843	LOC120452558|XP_039492770.1|DSAN	LOC109402471|XP_019530703.2|AEAL
OG0007844	LOC120446269|XP_039483080.1|DSAN	LOC109405405|XP_029733821.1|AEAL
OG0007845	LOC120453432|XP_039494071.1|DSAN	LOC109408266|XP_019537074.2|AEAL, LOC109405436|XP_029716565.1|AEAL
OG0007846	LOC120455511|XP_039497711.1|DSAN	LOC109408271|XP_019537078.2|AEAL
OG0007847	LOC120451335|XP_039490850.1|DSAN	LOC109405419|XP_019534030.2|AEAL
OG0007848	LOC120452461|XP_039492626.1|DSAN	LOC109424828|XP_019555565.2|AEAL
OG0007849	LOC120452604|XP_039492835.1|DSAN	LOC109414622|XP_019543999.2|AEAL
OG0007850	LOC120452601|XP_039492833.1|DSAN	LOC109414624|XP_019544001.2|AEAL
OG0007851	LOC120453721|XP_039494483.1|DSAN	LOC115253879|XP_029723541.1|AEAL, LOC109424818|XP_029723576.1|AEAL
OG0007852	LOC120451406|XP_039491008.1|DSAN	LOC109424793|XP_019555523.2|AEAL
OG0007853	LOC120452062|XP_039492059.1|DSAN	LOC109413326|XP_019542589.2|AEAL
OG0007854	LOC120451967|XP_039491926.1|DSAN	LOC109413324|XP_019542587.2|AEAL
OG0007858	LOC120455733|XP_039498084.1|DSAN	LOC109403851|XP_029732508.1|AEAL
OG0007859	LOC120456446|XP_039499217.1|DSAN	LOC109403855|XP_019532298.2|AEAL, LOC115268548|XP_029732498.1|AEAL
OG0007860	LOC120451617|XP_039491397.1|DSAN	LOC109404030|XP_029723623.1|AEAL
OG0007861	LOC120451623|XP_039491408.1|DSAN	LOC109403977|XP_019532395.1|AEAL
OG0007862	LOC120453215|XP_039493739.1|DSAN	LOC109412795|XP_029723625.1|AEAL
OG0007863	LOC120445529|XP_039481925.1|DSAN	LOC109412787|XP_029723636.1|AEAL
OG0007864	LOC120450783|XP_039489875.1|DSAN	LOC109432051|XP_029723669.1|AEAL
OG0007865	LOC120450474|XP_039489452.1|DSAN	LOC115264223|XP_029723607.1|AEAL, LOC109432059|XP_019563905.2|AEAL
OG0007866	LOC120451637|XP_039491430.1|DSAN	LOC109412857|XP_019542023.2|AEAL
OG0007867	LOC120452242|XP_039492300.1|DSAN	LOC109405207|XP_029720365.1|AEAL
OG0007868	LOC120452643|XP_039492892.1|DSAN	LOC109405236|XP_019533814.2|AEAL
OG0007869	LOC120455041|XP_039496824.1|DSAN	LOC109409654|XP_019538660.1|AEAL
OG0007870	LOC120449540|XP_039487996.1|DSAN	LOC109411451|XP_019540512.2|AEAL
OG0007871	LOC120457225|XP_039500533.1|DSAN	LOC109621675|XP_029726147.1|AEAL
OG0007872	LOC120449104|XP_039487347.1|DSAN	LOC115257273|XP_029712579.1|AEAL, LOC109410364|XP_029726174.1|AEAL
OG0007873	LOC120450276|XP_039489126.1|DSAN	LOC109622440|XP_019932328.2|AEAL, LOC109410306|XP_019539404.2|AEAL
OG0007874	LOC120455578|XP_039497883.1|DSAN	LOC109423302|XP_019553775.2|AEAL
OG0007875	LOC120444697|XP_039480497.1|DSAN	LOC109423298|XP_029726461.1|AEAL
OG0007876	LOC120456706|XP_039499613.1|DSAN	LOC109429038|XP_019560416.1|AEAL
OG0007877	LOC120455189|XP_039497061.1|DSAN	LOC109413956|XP_019543231.2|AEAL
OG0007878	LOC120444420|XP_039479984.1|DSAN	LOC109418081|XP_019547800.1|AEAL
OG0007879	LOC120448986|XP_039487187.1|DSAN	LOC109418949|XP_029733593.1|AEAL
OG0007882	LOC120448897|XP_039487047.1|DSAN	LOC109416460|XP_019546066.2|AEAL
OG0007883	LOC120448953|XP_039487136.1|DSAN	LOC109402587|XP_029712091.1|AEAL, LOC109406423|XP_029725710.1|AEAL
OG0007884	LOC120450106|XP_039488835.1|DSAN	LOC109426591|XP_019557668.2|AEAL
OG0007885	LOC120444699|XP_039480502.1|DSAN	LOC109417816|XP_019547535.2|AEAL
OG0007886	LOC120455210|XP_039497109.1|DSAN	LOC109426796|XP_029725451.1|AEAL
OG0007887	LOC120448896|XP_039487046.1|DSAN	LOC109417851|XP_019547574.2|AEAL
OG0007890	LOC120450077|XP_039488798.1|DSAN	LOC109621926|XP_019931678.2|AEAL
OG0007891	LOC120450956|XP_039490177.1|DSAN	LOC109407938|XP_019536681.2|AEAL
OG0007892	LOC120458916|XP_039502699.1|DSAN	LOC109407990|XP_019536744.2|AEAL
OG0007893	LOC120445671|XP_039482154.1|DSAN	LOC109407996|XP_029735120.1|AEAL
OG0007894	LOC120450289|XP_039489142.1|DSAN	LOC109414872|XP_029735172.1|AEAL
OG0007895	LOC120448685|XP_039486757.1|DSAN	LOC109413473|XP_019542694.2|AEAL
OG0007896	LOC120448716|XP_039486820.1|DSAN	LOC109413483|XP_019542708.1|AEAL
